TEMP	PAHs	O3	C2H3NO5	NOx	CO	CFCs	PM10	PM2.5	CH4	PRES	Pb	NH3	SO2	warning	H2CO	latitude	longitude
11.99976	8.42247	7.93736	3.61122	3.72380	4.34436	57.47794	11.94471	7.15799	11.03099	1097.11121	34.21108	8.65701	9.30104	1.00000	29.09754	36.82167	128.63083
3.71165	4.65285	9.22029	0.78864	4.66636	4.29428	46.36829	10.37484	7.48007	9.55893	1084.54924	71.62420	7.85014	8.35529	1.00000	48.04584	34.21639	-119.0376
8.00252	8.43108	7.33522	1.42172	5.91861	4.88477	46.18055	10.98615	9.02334	9.98348	1073.60653	65.91880	9.64283	9.74753	1.00000	21.56993	35.6803	51.0193
20.97100	4.95112	6.40357	0.06807	7.03506	12.65754	50.14872	4.15512	8.95802	11.23907	1080.07958	29.49770	9.01988	4.24042	0.00000	61.00247	58.04254	65.27258
22.00418	6.15248	7.93499	0.07441	8.20743	10.35312	38.85654	6.03446	8.35515	10.46621	1104.61047	58.80113	8.82782	5.19671	0.00000	32.06708	40.37528	28.88222
5.64435	9.09189	7.93909	0.07817	8.44049	5.74547	39.11812	6.72489	8.26522	8.08570	1101.16734	42.94549	7.90665	6.10096	0.00000	74.84999	36.33011	138.89585
8.85752	6.91911	9.41894	0.08351	6.18479	11.10105	49.29952	5.01336	8.24675	10.40131	1088.85896	51.33888	8.85492	5.37311	0.00000	27.12407	51.21667	6.26667
33.13107	5.78423	7.89557	0.49128	6.60227	5.64226	41.99640	9.90188	6.72713		1120.66923	40.71003	8.64383	8.92372	1.00000	51.60894	55.62047	37.49338
5.07734	6.73705	8.56644	0.09880	6.90635	7.55619	64.77166	7.32092	8.83647	9.36244	1155.95701	21.60549	7.00386	7.94320	0.00000	63.18334	40.37528	28.88222
19.14066	6.69660	7.76310	0.16190	9.25417	8.84554	45.60787	8.04497	8.35454	8.86787	1055.79224	37.02884	9.58091	9.26662	1.00000	61.11084	52.71083	5.74861
31.55268	7.92607	9.29735	0.06171	8.22322	8.47866	35.44505	6.35019	6.99354	6.18525	1073.74170	49.75838	7.52238	6.28071	0.00000	80.42673	55.8736	85.4265
5.62569	8.19121	5.41372	0.92278	9.27595	7.56978	27.49982	10.54552	8.07921	7.09386	1120.95265	36.29225	6.95194	9.52453	1.00000	48.77618	37.13548	-3.67029
24.38979	5.19077	9.84026	0.06793	6.34153	9.32520	53.16455	6.75605	7.11092	10.32668	1161.47308	53.81053	6.85807	7.46911	0.00000	26.88013	36.92574	14.72443
17.07665	8.88211	8.58495	0.05225	7.79129	9.30164	42.63288	5.68438	9.00281	6.62921	1166.03724	40.97619	7.99695	5.47828	0.00000	62.84047	36.91023	-121.75689
13.38878	8.89555	8.19725	0.13013	10.98071	6.23037	85.36328	8.07187	8.45436	6.08936	1187.20339	70.66625	6.61579	5.82863	0.00000	38.80357	9.58126	8.2926
3.29523	7.03189	6.98628	0.19177	7.76473	8.98935	59.07643	8.59297	8.31405	10.58828	1198.15232	46.21428	7.88478	10.00076	1.00000	54.39165	33.92866	-6.90656
26.87297	6.30845	7.84722	0.11397	9.53916	6.60268	60.01113	7.38677	8.16133	10.97731	1170.61647	42.11648	8.32017	8.84800	1.00000	56.87595	54.48147	53.47103
10.81563	5.06406	7.16056	0.08612	12.08687	4.07505	49.39153	6.93121	8.92121	13.17850	1157.87127	56.91887	8.23520	7.27768	1.00000	38.08157	53.69786	-2.68758
27.15301	7.33606	7.63475	0.06992	5.23284	10.28511	60.10874	5.89042	9.44363	9.03859	1176.54546	48.77862	8.89720	6.64117	0.00000	35.64735	36.53333	136.61667
20.67276	5.48616	7.86476	1.40244	6.85934	2.82286	63.08503	10.96260	9.04636	10.17684	1128.37218	46.51629	7.52460	8.71791	1.00000	54.07337	-27.76952	30.79165
16.63522	8.65562	7.80221	0.07110	7.77109	5.39277	46.84655	6.05151	9.86497	8.32259	1173.88378	59.94998	8.52414	6.01531	0.00000	57.17073	25.87498	86.59611
9.78480	8.12081	8.36258	3.82565	10.71557	7.48718	37.94629	11.99577	6.27771	5.60422	1064.28079	72.98267	7.52729	8.20581	1.00000	82.01584	5.84752	-5.682
9.17684	8.78151	7.59119	0.47160	11.26314	6.45005	70.27683	9.78202	7.84741	4.98301	1057.39525	66.29556	8.94234	6.67358	0.00000	54.53680	-4.06667	37.73333
5.18052	8.19417	8.10478	0.16774	8.06875	8.00937	33.57472	8.46189	6.52405	8.79579	1096.36415	34.86759	8.73141	8.34959	1.00000	65.12266	35.74788	-95.36969
1.95927	9.73760	7.12369	0.09518	9.98685	6.28716	55.69466	7.16279	9.11813	6.70723	1069.90705	61.22489	7.65350	5.64190	1.00000	53.01572	23.49668	86.68363
18.90067	9.63836	6.47851	0.47874	7.49727	6.11055	64.17763	9.82662	8.93097	10.10892	1126.69095	36.89783	8.62211	9.11974	1.00000	21.03234	45.0408	-93.263
14.43408	8.76384	6.01246	9.11490	8.11480	6.16924	79.19521	12.88128	7.13510	7.40797	1053.55730	55.06086	8.04554	8.38996	1.00000	47.38897	-54.8	-68.3
15.44198	8.59472	10.29717	0.45225	8.61608	9.03787	55.70761	9.80045	8.06550	7.81634	1093.32726	34.11461	8.96032	9.19346	1.00000	46.30392	51.08468	7.11393
-0.55109	3.37541	8.71992	0.44185	5.02116		42.84121	9.67973	7.28493	7.44322	1070.22458	43.47803	7.78269	7.33906	1.00000	34.78444	23.18	88.58
20.96438	6.23643	8.90435	0.52201	5.47334	5.80955	93.20539	9.93529	11.84571	10.68279	1053.18432	56.05427	8.90332	8.65586	1.00000	34.84913	40.5576	-74.28459
23.23919	5.95874	7.96744	0.05098	7.20264	9.99026	64.91832	5.26401	7.20107	9.95839	1145.02880	51.55824	8.33042	5.96921	0.00000	39.38318	39.32288	-76.72803
21.77558	9.12200	7.71723	0.06611	7.98703	8.87874	76.84349	5.45696	9.03293	8.00582	1102.40996	46.62827	8.55216	5.42394	0.00000	59.97459	36.27462	4.85668
-4.72805	6.74429	7.49169	0.93053	4.84968	4.63330	66.24305	10.55549	5.60362	8.47095	1167.11018	59.34822	7.54426	9.79029	1.00000	53.34549	45.44694	8.62118
31.21538	9.54540	6.25205	0.81033	6.44307	6.48001	48.78382	10.41918	8.23011	9.93988	1054.59983	45.33812	8.69855	11.14469	0.00000	51.69808	24.28859	116.11768
18.08011	9.59131	9.42238	0.07560	9.54066	4.95944	43.48887	6.67534	8.78742	6.90188	1118.38985	61.23873	9.10046	5.02092	0.00000	56.48532	36.61033	-88.31476
22.95750	6.41198	10.59852	0.07255	8.16636	8.68192	43.43478	6.58923	5.47243	8.37277	1152.36185	47.43124	7.76771	6.54727	0.00000	44.83290	8.79577	-75.69947
21.74022	7.93488	8.87185	1.51065	6.51991	5.60355	46.46872	11.04886	8.16954	12.14807	1078.96567	63.00466	8.26040	10.27357	1.00000	61.11376	19.30157	72.85107
26.95247	6.16449	7.86064	1.56537	3.24867	4.18016	59.48744	11.09047	9.32068	9.91160	1144.60331	16.05219	7.14498	8.30566	1.00000	54.33885	51.64316	-0.36053
32.37411	4.85398	7.59633	0.17637	6.61658	8.97917	42.05205	8.42617	5.78851	10.52373	1166.04658	50.42129	7.66373	8.02134	0.00000	53.55258	28.54944	-81.77285
19.23430	9.17736	8.40539	0.71877	6.49864	6.99653	67.38545	10.27938	7.34520		1196.79021	53.26124	8.59251	9.96683	1.00000	62.49340	35.30889	139.55028
7.48064	5.23395	8.56596	1.56430	9.58530	8.77099	74.83338	11.08003	8.16901	10.61106	1139.59625	53.22145	8.42315	11.46365	1.00000	48.44222	51.47805	6.8625
32.01865	8.46486	7.47809	0.06189	5.33693	8.42301	38.56791	5.53561	8.53381	8.92563	1143.59669	81.70383	7.71395	7.34909	0.00000	43.29021	8.88649	2.59753
16.56344	6.28492	9.47189	1.56195	8.33830	7.37418	38.54670	11.09150	6.82980	8.11663	1139.81277	64.69608	7.14759	7.60867	1.00000	33.01402	37.13548	-3.67029
16.39701	6.26667	8.72993	0.13138	7.89701	7.69822	32.61067	8.13256	8.46716	7.73591	1161.18766	56.54919	7.47869	8.73897	1.00000	34.82927	43.78956	7.60872
10.07583	8.84741	9.10907	0.08104	9.43318	6.84090	50.53421	6.24251	8.48323	6.88731	1068.10974	65.32833	9.63721	7.47335	0.00000	24.41980	38.37255	34.02537
14.75024	3.93112	7.26449	0.26543	7.06593	4.98138	55.54323	9.12173	8.01798	8.99912	1111.96084	64.77502	6.78864	10.54567	1.00000	29.82962	41.57721	-93.71133
17.76392	8.09436	8.80433	0.03239	6.22772	9.59547	40.56967	5.84587	8.71627	8.84037	1088.94001	47.43017	7.57434	6.31264	0.00000	33.85899	44.59445	11.04979
12.57111	9.09134	8.79200	0.08463	6.65114	8.13795	69.92540	6.30512	10.48432	8.39038	1184.88359	67.21657	8.92696	6.88861	1.00000	47.97656	5.6561	-75.87877
1.35558	7.95870	8.35567	0.05159	7.46834	11.17897	64.37878	5.03753	9.10775	8.47025	1092.39618	51.53710	7.41669	4.44227	0.00000	24.70149	45.69558	4.7934
28.32614	9.66521	8.04982	0.04676	11.11531	7.25348	69.81340	5.82089	8.25509	5.87145	1054.80551	53.68715	9.39542	8.51859	0.00000	56.16662	6.45407	3.39467
38.23314	8.24365	7.47570	0.16389	9.99183	6.71664	40.63189	8.47203	8.74307	8.21278	1149.09378	56.85869	7.30068	9.50347	1.00000	52.11843	65.93381	111.4834
-5.58585	8.11636	9.30771	0.10342	9.14352	6.35004	71.98731	7.71114	8.02608	7.02316	1179.55168	45.79788	7.82673	5.42851	0.00000	37.58212	27.76056	-15.58602
10.36128	6.80131	8.29579	0.06060	8.51249	10.40622	72.27159	4.70503	8.90863	8.28979	1133.72463	38.13239	7.16289	4.68554	0.00000	50.27016	-31.25033	-61.4867
20.31320	9.01158	8.31250	2.50800	4.60123	5.84496	67.06730	11.57784	9.29546	11.75597	1100.60423	59.81268	8.60206	9.27217	1.00000	35.38638	26.76628	83.36889
26.96403	7.48061	7.31749	0.05871	6.57307	9.33691	35.56312	6.69599	7.60087	8.59680	1150.92011	44.05722	8.27157	6.69676	0.00000	61.28230	48.28259	9.72749
23.90146	5.20322	7.91029	0.10143	6.81511	10.25882	60.14294	7.25350	7.60134	9.64298	1159.90470	70.42931	7.79138	6.72401	0.00000	71.22899	48.78232	9.17702
10.43484	7.35820	8.36915	0.56072	10.07326	6.36056	72.07376	10.04231	7.97808	8.03813	1180.62695	31.75367	9.47672	8.72255	1.00000	45.70985	17.34769	78.55757
16.88339	9.70651	7.54130	0.07286	7.05616	7.47958	63.45376	5.60897	7.92551	9.11407	1123.31791	56.97609	6.68051	6.70062	0.00000	60.25986	45.73333	4.91667
16.17962	6.84640	8.63135	0.09304	9.04658	7.63188	51.13260	7.41779	8.71139	9.88584	1173.58854	58.20785	7.24286	10.90666	1.00000	40.34558	50.20528	19.27498
5.44773	5.36278	9.47622	0.05893	6.35237	10.43940	54.48941	5.45317	7.88954	10.11949	1067.49799	39.20047	7.68146	6.39202	0.00000	47.38883	54.8421	46.5813
5.62782	7.28578	7.20425	0.65593	5.09601	5.89642	57.13632	10.16683	7.58439	9.02716	1101.16757	67.86757	8.41620	8.90207	1.00000	41.60477	19.30157	72.85107
23.56357	6.64268	7.27980	1.84473	10.46621	6.56365	48.82995	11.25586	8.48834	8.76268	1124.52587	37.13479	8.09953	7.60575	1.00000	31.14453	33.35283	-111.78903
24.42949	9.60807	7.39250	0.04629	8.69995	7.55983	54.75278	4.67553	6.80620	8.26452	1120.27924	43.66288	7.17195	7.13439	0.00000	70.66689	45.9836	12.70038
11.79111	8.24269	8.62855	0.08514	6.00985	8.77677	33.44130	7.31696	7.33412	9.22439	1161.55743	88.16843	9.29298	7.29612	0.00000	56.18892	-36.9256	-73.02841
17.81634	7.75691	7.57985	0.77695	4.75458	6.28925	75.26302	10.34719	8.70411	9.79163	1112.23065	60.71463	8.07876	8.46509	1.00000	67.58342	55.8736	85.4265
19.72888	7.44307	7.42027	0.06586	6.87897	10.53499	42.16892	5.87578	8.05939	9.24716	1054.89048	48.53403	9.59210	5.48003	0.00000	38.41613	-37.88333	145.06667
15.03380	6.04145	7.81732	0.27501	5.93441	7.08475	31.21747	9.11236	7.93328	8.26051	1160.68910	50.35605	5.92392	9.06456	1.00000	53.87159	40.63316	-74.13653
22.98530	6.99932	7.50149	0.08249	6.13154	9.73986	53.02520	6.78147	8.54508	10.25433	1146.57797	51.25287	7.91866	6.71481	0.00000	51.07110	-7.73379	113.69785
19.90140	6.67911	8.89198	0.44072	5.03955	6.07056	59.39450	9.73862	7.74734	8.41727	1157.41079	51.33179	7.81246	9.06207	1.00000	64.35097	48.25	16.4
9.22597	5.61062	7.98066	0.11910	8.77791	9.01180	49.58525	7.77860	7.75997	9.27085	1184.52147	49.22207	7.58666	9.46574	1.00000	76.55931	51.88333	8.51667
36.38561	4.85371	7.81609	0.17587	6.61692	10.95312	62.34154	8.49538	7.25425	9.48362	1126.19945	53.65940	8.80642	6.83037	0.00000	54.01156	41.92361	20.91361
-1.03318	4.11400	6.78306	0.08449	6.86743	10.81344	71.26037	6.53834	9.40336	10.02333	1135.11462	37.48235	6.80934	6.47801	0.00000	43.56598	24.05979	77.40858
13.38870	5.49251	9.76534	1.24051	7.12979	4.51584	35.38493	10.83871	8.98004	11.34191	1108.35931	60.39981	7.34095	9.97766	1.00000	39.28487	17.30858	97.01124
14.89382	7.88163	8.18726	0.06210	7.84549	10.90823	59.95934	4.01686	9.33621	9.35497	1114.60317	36.50951	9.56533	4.08383	0.00000	45.54158	41.09822	120.74792
21.41009	5.77705	8.93196	0.13139	5.93224	10.86042	60.29126	7.84747	9.02171	8.30292	1116.27566	50.52086	7.19620	6.97391	0.00000	49.52285	53.59337	9.47629
26.81517	5.86349	6.77518	0.33843	7.42396	6.11462	70.38379	9.40926	7.98052	10.64060	1076.45564	32.08868	8.72751	8.38876	1.00000	35.48728	38.68712	-4.10734
23.00934	6.73156	8.13528	0.39108	6.24848	4.94041	43.88836	9.55148	8.71648	8.49761	1063.80164	36.97568	10.17318	8.19353	1.00000	36.92230	14.0823	98.19151
27.17126	6.55900	8.69942	0.42392	4.79689	6.55948	50.03392	9.69718	8.13149	8.67900	1103.19858	55.08518	10.30596	8.31453	1.00000	65.60597	-7.73379	113.69785
13.18089	8.19628	7.19365	0.16397	9.26867	8.08291	45.34926	8.54752	10.18793	10.71164	1147.35489	61.55581	6.42405	10.00427	1.00000	49.38948	27.76056	-15.58602
8.53645	8.21187	7.44048	0.09613	8.65838	5.33532	44.67586	6.65808	7.80823	7.53128	1091.72367	56.02465	7.75636	5.78173	0.00000	59.29173	13.73417	-89.71472
8.94652	10.02641	8.48228	0.07714	10.79209	8.40624	43.95622	6.63135	8.65986	4.27349	1152.92123	55.14910	8.35285	9.00664	0.00000	59.65547	34.08565	74.80555
24.52363	5.67760	8.28540	0.07090	7.51912	8.69973	33.17190	6.68427	7.38532	8.20424	1060.29072	66.82939	6.67299	7.12934	0.00000	80.95880	-22.9	44.53333
4.81315	7.47062	9.43195	0.07538	8.66901	9.37001	55.09715	5.82828	7.83219	8.78203	1151.45536	49.24852	9.04908	5.31190	0.00000	46.31005	56.11281	69.49015
16.71740	4.54835	9.06476	0.14791	10.98081	4.51083	49.86713	8.39161	7.80440	11.27692	1089.46795	52.05882	8.52970	7.27290	1.00000	48.77942	23.15678	-81.24441
34.58292	6.18854	7.61253	0.04678	10.76451	5.43489	61.60492	6.53675	7.28290	10.83255	1190.48525	63.24039	9.17119	7.24515	1.00000	41.24478	25.67927	-80.31727
13.12260	9.29544	7.83506	0.05503	8.88949	5.62233	55.15815	6.03327	8.39379	6.67488	1119.81928	59.61129	8.75486	5.46978	0.00000	52.95942	36.53333	136.61667
8.85984	5.73789	7.05209	0.12084	8.24506	7.87931	63.69661	8.05854	7.62529	7.69779	1050.94272	53.50104	9.00924	10.21205	1.00000	68.90612	56.11281	69.49015
16.68758	10.14988	7.70574	0.11227	9.55310	6.85720	60.20085	7.84438	8.05853	5.44002	1141.13676	57.30007	9.44871	7.21858	0.00000	35.89541	22.10194	85.37752
2.44824	9.63403	7.65901	0.08214	8.66304	7.38444	33.86563	7.35046	8.10484	6.09416	1136.42189	44.96926		7.22813	0.00000	48.85564	34.5624	38.28402
2.07451	7.09820	8.80854	0.27246	7.18256	8.86209	61.26427	9.06988	8.92457	11.17454	1156.29397	65.45186	9.25788	9.59589	1.00000	54.34831	17.34769	78.55757
31.77363	3.44860	7.10274	0.08880	8.97749	12.20820	59.45034	6.63656	7.65758	9.93488	1187.11611	43.64903	8.39946	4.57079	0.00000	30.93766	-7.54972	110.71639
43.37599	9.17314	8.28476	0.12806	10.21622	5.82282	53.23619	8.11844	6.31745	5.93226	1099.30548	52.09938	7.86833	5.38323	0.00000	35.82181	41.75338	-86.11084
19.99780	6.41239	7.90519	1.45148	4.95329	4.22864	38.34808	11.00924	8.17097	9.30219	1105.59720	45.92503	8.35367	9.40986	0.00000	49.75255	-26.22861	-52.67056
3.82267	6.91342	6.31124	0.65979	9.61012	6.07423	55.63781	10.17819	8.08729	9.28679	1099.74375	60.39616	9.12039	9.57712	1.00000	34.85081	11.50526	77.23826
23.10279	8.26519	7.55189	0.09098	6.93450	8.16081	56.95577	7.67401	6.57790	8.87098	1162.83313	69.42444	7.28956	7.23491	0.00000	46.83659	-8.99167	125.21972
9.60208	9.93945	7.83814	0.10433	9.09792	7.10720	42.04981	7.61021	9.14012	6.28859	1058.99154	36.25814	9.87670	6.43141	0.00000	14.78082	52.71083	5.74861
13.77794	5.73490	5.43544	1.32886	5.65584	3.35489	43.82275	10.92838	8.69543	10.67476	1085.39673	70.11863	9.43035	9.24955	1.00000	51.45598	48.98333	2.61667
30.21949	5.29561	8.18243	0.11707	10.33621	4.32463	65.12288	7.67596	7.82570	10.84111	1166.70127	56.37967	6.29418	7.28242	1.00000	32.60860	27.09978	-82.45426
20.04277	6.24308	8.54591	0.58818	6.55543	4.76524	47.69098	10.01531	8.28202	10.22089	1190.28141	59.27646	7.44925	7.47675	1.00000	31.74905	48	-4.1
20.91882	4.85468	6.69945	1.12504	5.11023	3.47784	32.65220	10.73691		9.64232	1052.03998	58.58682	8.45851	9.12860	1.00000	28.94032	14.0823	98.19151
5.76116	4.59288	7.40964	0.08877	7.11883	10.10669	33.85806	6.87128	7.87713	11.22957	1178.29872	28.10179	7.27243	6.67842	0.00000	45.43807	51.67822	33.9162
	5.05536	8.71409	0.20234	10.54289	5.02127	44.68850	8.72654	7.99593	10.42413	1108.83730	61.86628	6.53358	7.21367	1.00000	63.98022	0.76755	24.43973
28.81460	8.41140	8.86667	0.06505	7.34167	8.14795	54.01987	5.15879	6.76825	8.92829	1137.11108	58.49171	9.47169	6.35838	0.00000	68.55371	-4.42472	-41.45861
19.99946	8.05893	6.66191	2.15878	8.86325	6.09000	61.83109	11.41790	7.83467	7.58470	1059.27366	52.82005	8.10364	9.06125	1.00000	63.61086	50.80904	8.77069
16.25048	7.90342	7.03849	0.07579	5.50021	10.45660	53.21094	5.87521	8.48102	9.56775	1174.72048	52.24069	6.97748	6.17254	0.00000	45.83750	45.49428	-122.86705
8.38940	7.78166	8.04979	0.06209	8.69197	5.76727	53.35089	5.91386	9.40282	7.91836	1129.43992	61.15824	7.22062	5.70677	0.00000	61.99630	33.86419	48.26258
7.57023	6.18851	6.49916	0.44716	10.65590	6.80138	52.00889	9.70947	9.22145	10.73283	1134.53003	63.94364	7.01350	6.50364	1.00000	47.25239	51.47805	6.8625
16.38780	7.73528	7.83362	0.11936	9.36568	6.05109	33.40973	7.72551	6.52529	9.24898	1107.47944	45.01648	8.17833	7.67742	1.00000	53.73926	42.28639	18.84
27.47012	5.78741	9.00135	5.96181	10.28330	6.04671	70.94000	12.45342	7.71485	7.82136	1050.17663	40.71929	9.49256	10.06733	1.00000	51.38209	-4.06667	37.73333
25.32360	7.31451	8.12477	0.28280	9.47651	7.46483	59.00839	9.13948	8.44537	10.39256	1070.09603	68.59443	8.07016	10.52674	1.00000	69.03032	10.66668	-61.51889
3.31140	5.46525		0.71902	5.03861	5.68237	65.07715	10.27609	7.37955	10.54723	1178.36837	65.33672	7.47549	10.11779	1.00000	50.79446	40.87329	14.43865
17.09820	7.30202	8.72903	0.73956	9.68594	6.30063	56.59208	10.28688	7.94873	8.65763	1178.52773	58.25529	8.62193	11.32628	1.00000	39.16052	48.86667	2.08333
32.19753	10.23832	9.40379	0.02872	6.75379	7.90347	44.04996	4.99800	8.56556	8.09409	1121.37244	41.42104	6.12855	6.27360	0.00000	67.75674	6.9909	79.883
9.76653	3.21167	9.72186	0.33682	3.89267	5.63610	78.65992	9.43853	6.38668	6.50251	1076.20956	75.64048	8.52143	9.49647	1.00000	39.77450	41.91886	8.73812
21.40218	7.03766	8.02292	0.32206	8.44116	5.46168	42.16400	9.38209	6.60639	11.07475	1057.17598	42.75420	9.44510	9.19517	1.00000	50.87269	26.76628	83.36889
22.73151	6.06969	8.13238	0.37080	7.53382	5.11967	52.19865	9.43718	7.00055	8.76545	1101.77565	56.29400	8.21380	7.96099	1.00000	35.45619	13.44581	101.18445
23.07366	4.35316	10.40071	0.10709	11.92809	5.68522	69.97738	7.56119	7.16870	12.29708	1132.75441	43.87624	6.50765	9.78526	1.00000	41.32928	39.08367	-84.50855
15.10764	9.60886	7.80861	0.05739	9.05946	9.19402	45.46016	5.46726	7.45560	6.24132	1103.19718	38.28586	9.43249	10.14544	0.00000	42.35917	13.56667	-15.6
4.42103	6.45970	7.89071	0.08308	7.89991	9.43904	32.49927	5.46330	7.87350	9.26574	1187.04870	37.05101	7.85003	5.85846	0.00000	44.27952	36.61033	-88.31476
15.01904	6.33244	7.73888	0.08944	8.31367	5.97630	64.46509	7.17285	8.08890	9.38933	1179.76480	54.16855	7.57297	11.43578	1.00000	57.83287	40.55851	17.80774
11.16209	4.88054	8.53625	0.32843	7.06381	5.79488	54.90167	9.34584	6.35953	9.72973	1054.26781	39.11388	8.19899	9.80876	1.00000	83.52549	33.14447	47.3799
20.10474	6.36814	7.64976	1.61974	7.96585	6.54790	45.35792	11.13501	7.16347	9.34955	1156.36762	49.33376	9.13546	9.32262	1.00000	76.83906	53.0233	-1.48119
4.40037	9.38263	9.71762	0.17631	11.58224	5.90881	39.03124	8.53370	8.19589	5.27510	1160.72928	38.06417	7.40046	6.40980	0.00000	49.57940	21.01858	-101.2591
37.90918	4.35492	9.48526	0.69392	4.93842	5.02908	56.12870	10.22607	7.94242	9.30187	1198.48848	29.07753	9.45166	9.52133	1.00000	79.29092	32.42067	-104.22884
16.00961	5.33622	8.63116	0.15394	9.95747	7.85061	64.84698	8.32747	8.99869	9.54276	1104.55605	62.12154	8.12832	6.75429	0.00000	65.62408	15.45144	78.14797
17.75417	6.03308	6.59272	1.31140	9.63238	7.92075	38.95621	10.91385	7.76446	7.98786	1181.93866	51.19539	8.11367	11.13662	1.00000	66.03964	28.90054	-81.26367
14.73269	10.65540	8.66979	0.06336	9.53992	6.71569	72.54258	6.51399	7.77002	6.27570	1086.48172	31.78193	8.86947	5.81005	0.00000	40.92071	45.44868	-73.81669
1.10752	9.42915	7.16307	0.08002	10.20642	7.45209	44.84941	7.20173	9.00188	5.55930	1156.89574	54.13803	8.11515	7.70340	1.00000	44.02375	46.08333	122.08333
9.93474	10.87630	8.91530	0.04613	8.24646	9.09858	72.54587	3.32509	8.14012	6.47489	1112.11969	46.18575	9.67780	8.38260	1.00000	51.18381	41.55815	-73.0515
24.88739	10.08626	7.67414	0.09712	12.12822	7.68950	25.99564	6.55547	8.42246	5.84740	1065.95141	46.18472	9.26894	7.51248	0.00000	40.60009	55.62047	37.49338
	7.70773	6.96779	1.78217	3.53694	5.09986	61.75270	11.21896	8.75343	8.72033	1064.72418	60.62189	7.45731	10.12705	1.00000	70.21062	42.30865	-83.48216
22.91344	8.04607	9.74861	0.14561	9.99017	9.21556	41.81092	8.24706	6.83813	10.50976	1186.38253	39.18511	11.14003	10.70802	1.00000	47.86365	-7.76667	35.7
24.42598	8.45132	6.52060	0.05802	7.46101	5.35994	52.03649	6.93799	7.11478	9.13982	1152.98973	55.30788	9.45793	5.65517	0.00000	59.63852	42.67164	14.01481
7.83579	9.62245	7.32273	1.40783	6.10269	5.12488	53.29594	10.98269	7.93980	10.83714	1137.34874	27.92014	7.91933	8.73435	1.00000	57.08050	22.19303	88.18466
29.46970	8.91457	9.83396	0.06887	8.18132	5.56082	43.54389	6.37340	8.71775	7.92972	1078.60256	47.94500	8.67734	6.70225	0.00000	53.44447	45.69558	4.7934
14.71695	6.67904	8.36286	0.17933	10.96680	5.23406	59.25705	8.62553	9.21706	9.88445	1163.89635	39.28405	9.10397	9.59229	1.00000	36.44328	41.92361	20.91361
33.99177	9.18803	7.74634	0.05945	8.16521	8.40319	60.62351	3.22322	6.07956	7.94162	1086.66095	43.90343	6.27220	9.06574	1.00000	50.92252	18.20854	-71.10077
-6.71740	7.19111	7.96812	2.42876	9.05245	5.94380	49.41117	11.53232	8.09798	8.40263	1089.44498	48.05789	9.12232	9.07500	1.00000	62.23258	38.96667	-0.18333
24.54397	6.62636	7.99954	0.17396	8.90901	7.75037	48.74407	8.52406	8.48059	10.37663	1176.97290	38.25019	7.61569	10.29651	1.00000	67.56543	8.35122	-62.64102
9.95385	6.77733	8.99767	0.32760	9.41060	10.30865	72.83359	9.37756	10.94567	8.06651	1195.16224	60.46360	9.45890	12.20029	1.00000	60.43595	41.8542	-87.66561
22.98184	5.32198	5.41608	0.34388	8.43693	5.21351	39.12790	9.39454	8.16644	9.81086	1163.46289	76.18029	9.12012	11.70576	1.00000	59.69301	40.63316	-74.13653
11.13664	6.57578	7.89402	0.14762	8.61664	7.09407	37.03528	8.31342	9.66887	10.55413	1165.34353	43.79035	7.63098	9.50242	0.00000	60.20314	48.8449	17.22635
13.45313	7.14454	8.52052	0.93659	9.78635	6.56627	46.17111	10.55466	6.58093	8.70401	1116.30872	42.80076	8.17513	9.79004	1.00000	51.78091	60.18427	24.95034
21.79427	10.69897	10.19855	0.13385	10.56889	6.95656	61.60816	7.92129	6.60371	5.52926	1131.31164	47.69713	7.48686	7.30928	0.00000	63.41557	45.4473	-73.75335
15.81150	7.48412	7.46441	0.66248	7.55795	7.81845	54.71135	10.18659	8.75348	10.70888	1114.55325	54.43921	6.16067	9.65616	1.00000	76.67630	44.75874	19.21437
3.47116	6.11925	9.56855	0.06019	6.32744	8.97437	38.08057	6.82529	8.90003	10.08932	1198.08820	56.96287	10.26141	7.44823	0.00000	32.90148	43.62558	13.39954
13.10075	7.33731	7.14136	0.06666	5.64241	8.86795	28.08323	5.46067	9.72464	11.97915	1194.04321	67.44753	9.94849	6.97357	0.00000	35.53687	43.61058	1.33467
-9.37248	7.82707	7.60982	0.17216	6.83935	8.46608	65.88715	8.58557	8.01830	8.29100	1138.06863	29.51104	8.27675	10.01264	0.00000	30.87787	43.62558	13.39954
17.47453	9.00970	7.73226	0.41980	7.59718	8.73669	31.58262	9.66954	7.29540	9.22250	1109.21909	63.46602	9.01967	10.21776	1.00000	49.63811	40.94065	-73.99681
14.97410	8.91152	10.18701	0.91908	7.71639	5.67892	40.56700	10.50467	8.62827	12.95873	1133.04330	63.63200	7.83623	7.61212	1.00000	63.81702	34.63915	-120.45794
19.57347	7.49069	8.43145	1.20216	8.40321	7.18724	52.99192	10.81215	8.91877	8.97738	1095.02073	40.01950	6.86711	11.28885	1.00000	49.35739	34.25	135.31667
16.07147	6.22815	8.23816	0.14599	8.96537	4.94285	45.32269	8.40679	7.50946	11.39460	1072.24690	38.80433	9.03847	8.51217	1.00000	41.84274	50.74497	3.20639
