longitude	code	latitude	revision	station	QoS
-93.71133	US	41.57721	31 Jul 2016	West Des Moines	average
41.77921	GE	41.82143	01/14/2018, 00:00:00	Kobuleti	accep
4.92235	NG	7.65649	17 Sep 2019	Efon-Alaaye	building
-1.86343	ES	38.10558	29 Sep 2019	Caravaca	average
6.26764	NG	4.92675	18 Jul 2021	Yenagoa	accep
116.11768	CN	24.28859	05/02/2013, 00:00:00	Meizhou	average
72.54566	PK	29.69221	2018-08-13	Hasilpur	accep
-100.88023	MX	20.21322	04/06/2019, 00:00:00	Salvatierra	good
122.74754	CN	40.85158	2013-11-04	Haicheng	good
-9.24671	PT	38.72706	2016-11-05	Carnaxide	excellent
6.9747	DE	50.82709	2013/10/30	Wesseling	good
112.23109	ID	-7.57897	10/30/2021, 00:00:00	Diwek	excellent
150.99292	AU	-33.75881	12/18/2017, 00:00:00	Baulkham Hills	building
-102.04897	MX	19.64745	09 Sep 2022	Paracho de Verduzco	average
107.60389	ID	-7.01833	03/21/2020, 00:00:00	Pameungpeuk	accep
8.73812	FR	41.91886	2015-11-12	Ajaccio	accep
-117.29198	US	33.03699	2017/06/04	Encinitas	average
-122.24064	US	47.80527	30 Jun 2016	Bothell West	maintenance
20.91361	MK	41.92361	08/13/2016, 00:00:00	Bogovinje	maintenance
115.8614	AU	-31.95224	2018-11-03	Perth	maintenance
74.3092	IN	33.37526	11 Apr 2018	Rajaori	excellent
-77.03116	CO	3.8801	2013/09/05	Buenaventura	maintenance
-58.70072	AR	-34.74785	2021/12/12	Pontevedra	excellent
27.06365	UA	50.18545	2014-04-27	Shepetivka	average
-79.62098	PA	9.15093	06/10/2021, 00:00:00	Chilibre	maintenance
-79.62603	PA	8.88988	07/27/2015, 00:00:00	Veracruz	accep
120.74221	CN	31.64615	02/17/2016, 00:00:00	Changshu City	average
117.55417	CN	34.86472	26 Aug 2022	Zaozhuang	good
-82.61573	US	41.24255	07/23/2016, 00:00:00	Norwalk	maintenance
-82.90375	US	32.54044	2021-05-06	Dublin	building
104.1451	TH	15.79408	10/31/2012, 00:00:00	Yasothon	maintenance
-59.13316	AR	-37.32167	2022/09/04	Tandil	maintenance
-76.43941	US	39.33427	2019/02/01	Middle River	average
-53.13722	BR	-22.92306	04/25/2015, 00:00:00	Loanda	maintenance
43.38531	SO	9.89206	2013-07-22	Baki	average
70.96699	PK	30.46907	29 Dec 2016	Kot Addu	accep
-93.12577	US	44.73941	08 Mar 2019	Rosemount	good
13.32127	DE	52.59319	2021/07/29	Wittenau	accep
-60.94228	MQ	14.67751	09/10/2015, 00:00:00	Le Robert	accep
48.41667	MG	-17.83333	25 Sep 2014	Ambatondrazaka	maintenance
-119.01677	US	36.06523	2015-03-10	Porterville	maintenance
-61.4867	AR	-31.25033	01/29/2013, 00:00:00	Rafaela	excellent
-82.32483	US	29.65163	2013-12-22	Gainesville	accep
-73.26022	CO	6.46838	2013-03-26	Socorro	building
10.18527	DE	47.98372	2014-06-18	Memmingen	excellent
10.03478	TN	37.16911	2021-10-14	El Alia	good
-87.882	US	41.85059	2018-09-02	Westchester	accep
69.01354	TJ	38.55632	26 Jul 2022	Vahdat	accep
16.91667	NA	-21.98333	2020/10/18	Okahandja	building
51.49621	IR	36.64852	16 Jul 2018	Nowshahr	accep
38.01667	ET	11.85	10/13/2020, 00:00:00	Debre Tabor	excellent
8.55552	IT	40.72586	29 Nov 2019	Sassari	average
99.96667	TH	8.43333	02 Dec 2012	Nakhon Si Thammarat	building
21.32778	MK	42	2015-08-24	Saraj	building
10.03478	TN	37.16911	2016-05-18	El Alia	building
-87.882	US	41.85059	2016-07-27	Westchester	maintenance
69.67639	UZ	41.29444	11/19/2012, 00:00:00	Parkent	excellent
-53.13722	BR	-22.92306	07/05/2016, 00:00:00	Loanda	excellent
-41.88778	BR	-21.205	19 May 2017	Itaperuna	maintenance
-37.65	BR	-10.91722	09 Apr 2018	Lagarto	accep
-84.20299	US	39.43534	15 Jul 2017	Lebanon	good
102.3278	MY	2.2139	2016-07-02	Kampung Ayer Molek	good
-73.9625	US	40.81	08/12/2021, 00:00:00	Morningside Heights	excellent
-43.80139	BR	-20.25333	2021-05-03	Itabirito	maintenance
69.49015	RU	56.11281	26 Jun 2020	Ishim	accep
-68.30472	VE	9.91861	10 Nov 2016	Tinaquillo	excellent
-7.95	IE	53.43333	25 Dec 2018	Athlone	average
127.08472	KR	36.20389	2019/01/06	Nonsan	good
46.10925	RU	43.35071	05/22/2013, 00:00:00	Gudermes	maintenance
73.08333	IN	19.21667	06/29/2013, 00:00:00	Dombivli	average
7.02238	DE	52.21099	2019/10/18	Gronau	average
57.3552	RU	51.4781	2021/08/23	Kuvandyk	accep
-122.2608	US	38.17492	2013-02-25	American Canyon	building
-13.68778	GN	9.535	2022/07/19	Camayenne	good
-118.25508	US	34.14251	2014-11-17	Glendale	building
-73.86586	CA	45.43341	2016/03/23	Beaconsfield	average
-0.36053	GB	51.64316	2021-07-06	Bushey	excellent
-48.29694	BR	-20.87306	26 May 2017	Viradouro	average
5.23333	NL	52.09	06/06/2015, 00:00:00	Zeist	accep
-62.64102	VE	8.35122	2017-05-24	Ciudad Guayana	accep
-48.52333	BR	-0.71667	2017/06/03	Soure	good
2.12213	FR	48.8222	2014/10/28	Le Chesnay	good
-156.47432	US	20.88953	02/16/2022, 00:00:00	Kahului	excellent
123.17306	CN	41.27194	04/18/2021, 00:00:00	Liaoyang	good
-52.20639	BR	-3.20333	04/04/2016, 00:00:00	Altamira	good
-113.3187	CA	53.51684	03/27/2015, 00:00:00	Sherwood Park	average
-97.92977	US	38.06084	2021/01/08	Hutchinson	excellent
37.92792	RU	53.93361	09/07/2018, 00:00:00	Kireyevsk	average
34.75699	IL	31.39547	02/04/2013, 00:00:00	Rahat	accep
-77.03116	CO	3.8801	2021/02/13	Buenaventura	maintenance
121.3152	PH	14.14989	27 Jul 2014	Calauan	good
72.54064	PK	31.82539	04/23/2016, 00:00:00	Sillanwali	good
102.3278	MY	2.2139	01/12/2022, 00:00:00	Kampung Ayer Molek	good
100.24529	MY	5.4709	16 Mar 2013	Batu Feringgi	excellent
-2.52398	GB	53.19146	2019-09-01	Winsford	accep
3.64633	NG	6.8485	2013-03-22	Shagamu	average
38.15035	UA	49.41029	08/23/2018, 00:00:00	Svatove	average
-42.29444	BR	-4.24444	08/03/2020, 00:00:00	Barras	building
-122.2054	US	47.76232	02/28/2014, 00:00:00	Bothell	good
5.03586	FR	43.83125	16 Apr 2020	Cavaillon	good
71.52847	PK	32.57756	08 May 2022	Mianwali	good
2.18967	FR	48.8765	13 Mar 2015	Rueil-Malmaison	good
136.13108	JP	34.75856	03 Sep 2018	Ueno-ebisumachi	maintenance
9.29109	IT	45.39402	2016/05/16	San Giuliano Milanese	good
-73.20483	US	41.16704	09 Oct 2020	Bridgeport	accep
-118.03917	US	33.95015	2018-03-02	South Whittier	good
4.21372	BE	51.12794	2014/03/08	Temse	good
2.61667	FR	48.98333	01 Jul 2016	Mitry-Mory	average
-72.09391	HT	18.65297	31 Mar 2019	Thomazeau	excellent
-101.2591	MX	21.01858	10/19/2020, 00:00:00	Guanajuato	accep
9.47629	DE	53.59337	22 Feb 2014	Stade	maintenance
4.63031	FR	43.67681	2022/01/04	Arles	good
-35.71667	BR	-8.66667	02/24/2014, 00:00:00	Catende	average
4.63031	FR	43.67681	23 Dec 2021	Arles	excellent
-89.64066	US	40.56754	04 Mar 2020	Pekin	average
120.74221	CN	31.64615	02/01/2019, 00:00:00	Changshu City	average
-48.62789	BR	-17.74431	14 Jun 2019	Caldas Novas	accep
-70.92866	US	42.52787	11 Dec 2014	Peabody	good
-77.4286	US	39.00622	2016/10/18	Sterling	maintenance
-88.64235	US	46.09273	2019/07/27	Iron River	good
10.30215	DE	53.94313	15 Sep 2019	Bad Segeberg	good
-93.263	US	45.0408	27 Nov 2015	Columbia Heights	average
31.33078	UA	47.56494	2013/05/28	Voznesensk	average
76.92421	RU	60.97944	02/16/2017, 00:00:00	Izluchinsk	good
11.37703	DE	48.06919	2013/04/13	Gauting	average
46.04833	RU	51.40944	2017-03-16	Privolzhskiy	good
133.42825	RU	45.47885	2019-09-21	Lesozavodsk	excellent
9.22796	DE	48.46458	2020/04/07	Pfullingen	good
-71.19901	CL	-30.60106	2020-07-31	Ovalle	average
-122.2054	US	47.76232	2017/10/10	Bothell	average
40.74357	TR	37.31309	2020/04/06	Mardin	average
-3.05814	GB	53.00974	07/23/2022, 00:00:00	Rhosllanerchrugog	good
10.03478	TN	37.16911	16 Apr 2016	El Alia	average
-74.96933	US	39.71734	2016/03/23	Sicklerville	good
-89.66123	MX	21.28306	2017/10/16	Progreso	average
17.22635	SK	48.8449	15 Aug 2020	Skalica	building
-6.03731	ES	37.35813	09/28/2021, 00:00:00	San Juan de Aznalfarache	excellent
111.4834	RU	65.93381	07 Feb 2013	Aykhal	accep
-42.98194	BR	-22.53722	2017-03-16	Guapimirim	average
-48.67028	BR	-28.24	2021/01/29	Imbituba	good
6.76111	NL	53.16167	2020-07-24	Hoogezand	maintenance
0.30367	GB	51.38673	11/11/2017, 00:00:00	Hartley	acceptable
8.61839	DE	49.68369	03/25/2020, 00:00:00	Bensheim	accep
12.53463	DK	55.67938	29 Sep 2015	Frederiksberg	average
51.3452	RU	53.37596	09/08/2017, 00:00:00	Otradnyy	good
125.51176	CN	42.64031	2022-06-27	Dongfeng	building
3.16667	BE	50.8	08 Jan 2013	Wevelgem	maitennce
71.57737	IN	21.53889	2017-11-29	Gariadhar	excellent
-95.36969	US	35.74788	2020-05-15	Muskogee	accep
7.20769	DE	50.80019	2020-01-07	Siegburg	good
4.91667	FR	45.73333	2014/12/23	Bron	building
10.18003	LY	24.96334	2020/07/29	Ghat	excellent
44.7662	AM	40.49748	05/28/2019, 00:00:00	Hrazdan	excellent
-69.96533	US	43.91452	2017-12-15	Brunswick	average
127.08472	KR	36.20389	10/24/2015, 00:00:00	Nonsan	good
136.84186	JP	34.4833	24 Jul 2014	Toba	excellent
-1.29243	GB	53.49389	2019-06-22	Mexborough	maintenance
5.16108	FR	48.77275	2014-10-26	Bar-le-Duc	excellent
-0.59543	FR	44.80477	01 Jan 2018	Talence	accep
-1.325	ES	38.47917	2013-02-23	Jumilla	average
75.92694	IN	14.46693	2017/11/24	Davangere	average
-81.38758	US	30.17746	12/02/2017, 00:00:00	Palm Valley	good
-38.94722	BR	-15.675	2020/08/20	Canavieiras	average
-117.70755	US	33.52253	09/11/2022, 00:00:00	Laguna Niguel	average
46.83187	YE	14.53767	2014/11/02	Ataq	excellent
-76.78319	JM	18.00747	21 Nov 2015	New Kingston	good
-52.35558	BR	-14.66463	2015-05-29	Nova Xavantina	accep
12.1369	DE	51.04962	09/15/2017, 00:00:00	Zeitz	average
-70.6996	CL	-33.59217	2021-07-20	San Bernardo	accep
-51.87389	BR	-23.44361	2014/11/25	Sarandi	accep
117.33333	CN	34.85	08/27/2015, 00:00:00	Taozhuang	maintenance
-52.35558	BR	-14.66463	19 Jan 2019	Nova Xavantina	accep
120.14278	CN	32.50611	2017-02-24	Jiangyan	good
-69.08333	PE	-16.25	12/10/2012, 00:00:00	Yunguyo	maintenance
123.17306	CN	41.27194	10/30/2020, 00:00:00	Liaoyang	accep
2.31889	DZ	35.21222	03/19/2015, 00:00:00	Ksar Chellala	average
28.88222	TR	40.37528	07/23/2016, 00:00:00	Mudanya	excellent
11.37703	DE	48.06919	2012-10-17	Gauting	accep
121.3152	PH	14.14989	2018/01/25	Calauan	good
-73.78458	US	41.0051	2013/10/24	Scarsdale	average
120.33063	CN	37.65181	2018/11/06	Longgang	good
-87.882	US	41.85059	04/18/2019, 00:00:00	Westchester	excellent
15.46667	AT	47.05	06/06/2013, 00:00:00	Sankt Peter	good
9.40531	IT	45.53069	17 Feb 2021	Gorgonzola	average
-39.25	BR	-12.91667	2021/02/26	Muritiba	maintenance
48.41667	MG	-17.83333	08 Aug 2022	Ambatondrazaka	excellent
9.22796	DE	48.46458	2021-09-09	Pfullingen	good
-84.67837	US	34.06635	12 Feb 2013	Acworth	good
-2.12139	GB	52.48173	2014-10-07	Brierley Hill	average
71.57737	IN	21.53889	2014/05/17	Gariadhar	excellent
18.84	ME	42.28639	11/09/2012, 00:00:00	Budva	accep
34.33825	RU	53.59782	2016/06/19	Dyat’kovo	average
38.16694	RU	54.84444	03/04/2014, 00:00:00	Kashira	average
38.02486	RU	55.64776	2016/03/26	Malakhovka	good
9.37082	TN	36.08497	19 Nov 2021	Siliana	maintenance
125.21972	TL	-8.99167	12/24/2019, 00:00:00	Maliana	average
9.15214	DE	49.97704	11 Sep 2016	Aschaffenburg	excellent
2.29026	FR	48.77644	2019/03/14	Sceaux	excellent
-75.23266	US	43.1009	30 Dec 2016	Utica	average
133.42825	RU	45.47885	31 Aug 2021	Lesozavodsk	average
59.80222	RU	58.63667	2017-12-21	Lesnoy	excellent
136.13108	JP	34.75856	2017-08-22	Ueno-ebisumachi	accep
-74.01042	US	41.50343	01/29/2022, 00:00:00	Newburgh	maintenance
121.3152	PH	14.14989	12/23/2020, 00:00:00	Calauan	average
30.2049	BY	55.1904	04/01/2020, 00:00:00	Vitebsk	average
-97.03285	US	47.92526	2021-04-11	Grand Forks	good
-122.24092	US	47.4943	2021-06-17	Bryn Mawr-Skyway	building
123.758	PH	10.20898	11/23/2017, 00:00:00	Naga	average
3.64633	NG	6.8485	2015-06-11	Shagamu	good
76.35484	IN	10.10649	09 Jul 2017	Alwaye	excellent
120.74792	CN	41.09822	09 Nov 2014	Nanpiao	average
-72.97261	US	43.61062	03/22/2020, 00:00:00	Rutland	accep
1.33467	FR	43.61058	2013-11-10	Colomiers	maintenance
18.28333	SE	59.33333	2016/11/15	Boo	accep
-78.19444	US	38.91817	2019-04-16	Front Royal	building
15.00835	PL	51.14942	09/29/2019, 00:00:00	Zgorzelec	maintenance
46.5813	RU	54.8421	2020/08/21	Alatyr’	excellent
22.53083	RS	44.22639	23 Apr 2016	Negotin	excellent
-50.19556	BR	-19.72806	06 Apr 2016	Iturama	accep
5.22778	NL	51.955	15 Feb 2013	Culemborg	average
-84.23381	US	33.54428	2019-07-22	Stockbridge	good
98.6738	ID	3.7278	2015/12/23	Labuhan Deli	building
-1.29772	GB	50.76306	02/22/2015, 00:00:00	Cowes	average
-5.682	CI	5.84752	08 Mar 2017	Lakota	average
-60.94228	MQ	14.67751	27 Sep 2021	Le Robert	excellent
-86.11084	US	41.75338	10/12/2013, 00:00:00	Granger	maintenance
-56.52361	UY	-33.38056	11/15/2018, 00:00:00	Durazno	average
78.95693	IN	29.21399	2013/09/17	Kashipur	good
5.58472	NL	52.14	10 Mar 2015	Barneveld	accep
-35.71667	BR	-8.66667	08 Jun 2022	Catende	good
8.86704	DE	50.23805	2015/12/26	Nidderau	average
-93.11308	MX	16.75973	2022/02/20	Tuxtla	accep
82.85749	IN	17.54907	12/25/2014, 00:00:00	Elamanchili	average
-7.32097	PT	41.1053	2020-06-06	Custoias	accep
30.4347	RW	-1.9487	08/02/2013, 00:00:00	Rwamagana	good
9.47629	DE	53.59337	2022-03-02	Stade	excellent
5.51978	NL	51.44889	16 Jul 2019	Tongelre	good
-87.71255	US	41.84364	2013/11/22	South Lawndale	excellent
-82.42491	US	42.97086	12/27/2019, 00:00:00	Port Huron	good
19.91667	AO	-11.78333	24 Sep 2018	Luena	average
139.07204	JP	36.24624	09/08/2015, 00:00:00	Fujioka	average
-84.23381	US	33.54428	02 Apr 2017	Stockbridge	accep
69.01354	TJ	38.55632	2021-07-23	Vahdat	excellent
-2.68758	GB	53.69786	2015-01-24	Leyland	maitennce
5.2875	NL	51.65333	08/27/2020, 00:00:00	Vught	accep
-63.90389	BR	-8.76194	2013-10-07	Porto Velho	good
12.16179	DE	48.52961	10/02/2016, 00:00:00	Landshut	good
-102.36764	US	31.84568	2015-09-10	Odessa	maintenance
-52.35558	BR	-14.66463	08 Jul 2019	Nova Xavantina	excellent
34.86563	IL	31.92923	2016/03/22	Ramla	average
-73.9614	CO	10.15031	09/05/2015, 00:00:00	El Copey	average
77.40858	IN	24.05979	2014-02-04	Leteri	good
-7.35	IE	53.53333	2015-07-11	An Muileann gCearr	average
48.41667	MG	-17.83333	02 Aug 2017	Ambatondrazaka	building
76.92421	RU	60.97944	08/30/2020, 00:00:00	Izluchinsk	excellent
8.70745	DE	49.03685	02 Jul 2018	Bretten	excellent
-105.36369	MX	22.49396	2022-02-16	Acaponeta	excellent
30.98551	UG	2.41669	2018/01/11	Paidha	accep
-105.36369	MX	22.49396	28 Aug 2014	Acaponeta	average
-61.4867	AR	-31.25033	2019/01/03	Rafaela	excellent
2.44892	FR	48.98693	2017/11/16	Gonesse	accep
33.34864	UA	46.75451	2014/01/29	Nova Kakhovka	good
-47.1725	BR	-22.57306	10/29/2012, 00:00:00	Artur Nogueira	excellent
-4.0573	GB	55.82737	04 Oct 2017	Viewpark	average
135.31667	JP	34.25	10 May 2018	Iwade	building
-105.11221	US	39.57582	29 Jan 2021	Ken Caryl	excellent
9.72749	DE	48.28259	02/16/2013, 00:00:00	Ehingen	good
-61.4867	AR	-31.25033	2016-06-06	Rafaela	good
-117.70755	US	33.52253	08 Jun 2020	Laguna Niguel	accep
-69.08333	PE	-16.25	2018-01-13	Yunguyo	excellent
139.55722	JP	36	2015/02/11	Okegawa	average
-37.03861	BR	-10.90889	26 May 2013	Barra dos Coqueiros	average
3.39467	NG	6.45407	2019/06/30	Lagos	accep
-52.35558	BR	-14.66463	11 Nov 2012	Nova Xavantina	average
-60.93173	AR	-31.4488	2020-08-29	Esperanza	average
-4.10734	ES	38.68712	23 Nov 2020	Puertollano	average
12.53463	DK	55.67938	2016-10-31	Frederiksberg	excellent
14.34085	IT	40.87363	2018/02/05	Volla	average
27.18052	TR	39.12074	02/04/2014, 00:00:00	Bergama	excellent
-98.1664	MX	19.32932	06/08/2017, 00:00:00	Contla	good
122.22833	CN	40.66482	01/20/2013, 00:00:00	Yingkou	excellent
-61.4867	AR	-31.25033	2014/08/15	Rafaela	average
10.5511	DE	52.47774	06 Mar 2022	Gifhorn	maintenance
111.50861	CN	32.54278	2020-10-11	Danjiangkou	good
122.05228	CN	37.19723	2016/06/13	Tianfu	excellent
-73.20483	US	41.16704	02 Jul 2021	Bridgeport	accep
-86.11084	US	41.75338	2013/03/16	Granger	excellent
99.1625	ID	3.3285	30 Jan 2019	Tebingtinggi	excellent
-0.76773	ES	38.38479	2019-06-05	Novelda	maintenance
-90.10674	US	29.84576	2019/09/29	Estelle	average
109.3243	ID	-7.0981	2013/04/20	Randudongkal	accep
4.82313	BE	51.24197	08 Dec 2021	Lille	maintenance
2.61667	FR	48.98333	04 Apr 2014	Mitry-Mory	good
-82.61573	US	41.24255	05 Sep 2019	Norwalk	average
9.15013	NE	13.70727	2012/10/19	Mirriah	maintenance
43.63417	RU	43.96222	2017/12/16	Novopavlovsk	accep
46.58333	MG	-21.15	2016/10/04	Ikalamavony	excellent
13.10984	DE	51.30001	22 Nov 2014	Oschatz	excellent
140.73667	JP	41.77583	15 Jun 2014	Hakodate	accep
-84.20299	US	39.43534	2017/04/10	Lebanon	good
128.62667	KR	34.8825	2021-09-28	Sinhyeon	accep
-96.67834	US	34.77453	2021/10/30	Ada	good
6.26667	DE	51.21667	2013-10-10	Schwalmtal	average
14.72443	IT	36.92574	2016/03/10	Ragusa	good
-73.47429	US	40.68066	10/09/2018, 00:00:00	Massapequa	maintenance
-62.64102	VE	8.35122	2017/07/21	Ciudad Guayana	accep
-74.01042	US	41.50343	2017-08-12	Newburgh	accep
11.32903	DE	50.9803	2021/02/20	Weimar	building
-75.23266	US	43.1009	06/16/2014, 00:00:00	Utica	good
99.1625	ID	3.3285	2018-11-19	Tebingtinggi	excellent
8.61839	DE	49.68369	2014-02-20	Bensheim	accep
-48.29694	BR	-20.87306	02/24/2018, 00:00:00	Viradouro	accep
71.21169	IN	21.59983	10 Jan 2017	Amreli	excellent
24.75	LT	55.25	2018-01-12	Ukmerge	excellent
-122.2054	US	47.76232	2013-08-02	Bothell	good
-88.31476	US	36.61033	05/29/2013, 00:00:00	Murray	good
97.01124	MM	17.30858	07 Jul 2022	Kyaikto	good
19.21437	BA	44.75874	19 Dec 2016	Bijeljina	maintenance
104.64992	TH	14.64056	2016-02-20	Kantharalak	average
-73.75513	US	40.60538	08 Apr 2016	Far Rockaway	average
-80.58556	CU	22.98212	04 Sep 2014	Corralillo	average
41.77921	GE	41.82143	22 Mar 2014	Kobuleti	good
124.95278	PH	6.33444	25 Jun 2013	Tupi	maintenance
128.9889	KR	37.1759	2021/12/08	T’aebaek	maintenance
88.18466	IN	22.19303	2013-06-17	Diamond Harbour	accep
-93.12577	US	44.73941	24 Jan 2014	Rosemount	excellent
-86.78777	US	33.44872	2014-10-05	Vestavia Hills	accep
103.81667	MY	1.6	2014/10/01	Ulu Tiram	building
137.36215	JP	36.75965	2017/12/15	Namerikawa	average
3.47717	DZ	36.76639	10/11/2017, 00:00:00	Boumerdas	accep
-81.26367	US	28.90054	10/21/2014, 00:00:00	Deltona	average
38.12408	RU	53.77166	04/14/2019, 00:00:00	Bogoroditsk	average
73.08333	IN	19.21667	03/28/2019, 00:00:00	Dombivli	good
151.08057	AU	-33.79176	2020/04/01	Eastwood	excellent
4.86667	FR	45.51667	06 Dec 2014	Vienne	excellent
-52.67056	BR	-26.22861	2021/01/12	Pato Branco	excellent
3.47717	DZ	36.76639	2015/01/23	Boumerdas	accep
83.36889	IN	26.76628	2021/05/26	Gorakhpur	maintenance
8.4493	DE	50.09019	29 Mar 2017	Hofheim am Taunus	excellent
12.53463	DK	55.67938	12/09/2018, 00:00:00	Frederiksberg	maintenance
26.01649	RO	44.43579	2012-12-23	Sector 6	excellent
9.29109	IT	45.39402	2016/12/25	San Giuliano Milanese	good
-60.93173	AR	-31.4488	2016-06-07	Esperanza	accep
38.94324	RU	44.98901	08/24/2021, 00:00:00	Yablonovskiy	average
101.18445	TH	13.44581	2015-12-04	Phanat Nikhom	excellent
33.72798	RU	53.53395	2021-07-14	Zhukovka	good
-2.01111	GB	52.66277	11 Jan 2022	Great Wyrley	good
71.30633	IN	21.34222	2020/09/16	Kundla	accep
10.98461	DE	48.35693	2014-05-28	Friedberg	average
4.7934	FR	45.69558	2014-01-02	Saint-Genis-Laval	good
74.85849	IN	31.28092	2013-03-05	Patti	good
99.1625	ID	3.3285	2021/01/15	Tebingtinggi	average
-48.62789	BR	-17.74431	2020/02/03	Caldas Novas	accep
100.04427	TH	13.8196	2016-07-30	Nakhon Pathom	average
47.3799	IR	33.14447	29 Jul 2015	Darreh Shahr	accep
115.8614	AU	-31.95224	2016/10/25	Perth	average
121.3152	PH	14.14989	05/14/2018, 00:00:00	Calauan	good
15.28318	CG	-4.26613	25 Jul 2013	Brazzaville	excellent
-80.58556	CU	22.98212	12/22/2012, 00:00:00	Corralillo	building
8.77069	DE	50.80904	17 Oct 2017	Marburg an der Lahn	average
18.28333	SE	59.33333	10/11/2013, 00:00:00	Boo	excellent
102.42587	TH	15.58552	2020/02/14	Bua Yai	excellent
106.88324	MN	47.90771	26 Mar 2022	Ulan Bator	building
6.76111	NL	53.16167	2019/02/13	Hoogezand	good
71.57737	IN	21.53889	2020/07/30	Gariadhar	building
13.58357	GA	-1.63333	12 May 2014	Franceville	building
-74.73584	CO	5.20856	2013-03-12	Honda	excellent
12.38878	IT	43.1122	2021-08-02	Perugia	good
14.30935	IT	40.92298	10/17/2020, 00:00:00	Afragola	good
-45.94722	BR	-21.42917	2019/05/13	Alfenas	good
-61.4867	AR	-31.25033	22 May 2016	Rafaela	accep
-42.98194	BR	-22.53722	2020-12-28	Guapimirim	building
-2.98333	GB	53.83333	13 Oct 2015	Poulton-le-Fylde	good
-13.2356	SL	8.48714	2018/04/29	Freetown	excellent
27.18052	TR	39.12074	21 Jun 2016	Bergama	maintenance
14.01481	IT	42.67164	2013-11-30	Roseto degli Abruzzi	excellent
150.60036	AU	-34.88422	05 Oct 2021	Nowra	good
8.51667	DE	51.88333	27 Aug 2022	Verl	accep
135.31667	JP	34.25	06/09/2015, 00:00:00	Iwade	accep
121.96361	PH	6.95194	10 Nov 2021	Recodo	good
-79.59415	EC	-2.13404	11 Aug 2014	Milagro	average
19.61222	RS	44.97639	2016-05-21	Sremska Mitrovica	good
-76.72803	US	39.32288	04/24/2013, 00:00:00	Woodlawn	building
6.51352	DE	51.19139	2013-06-23	Korschenbroich	excellent
-9.24671	PT	38.72706	2022/03/15	Carnaxide	maintenance
-93.75018	US	32.52515	25 Mar 2019	Shreveport	maintenance
-72.47417	CO	7.83389	04/15/2022, 00:00:00	Villa del Rosario	good
-88.42814	US	42.16808	23 Jan 2017	Huntley	good
42.54536	SO	-0.35817	2018/05/18	Kismayo	accep
100.48528	TH	14.37395	2019-09-02	Bang Ban	average
-45.94722	BR	-21.42917	01 Nov 2016	Alfenas	good
32.86389	RU	53.95278	2020-11-08	Roslavl’	excellent
136.84186	JP	34.4833	2018/09/13	Toba	accep
120.4861	PH	16.0438	03/22/2020, 00:00:00	Manaoag	accep
32.86389	RU	53.95278	2013/10/26	Roslavl’	good
3.47717	DZ	36.76639	11/14/2015, 00:00:00	Boumerdas	excellent
136.13108	JP	34.75856	04/14/2020, 00:00:00	Ueno-ebisumachi	maintenance
89.20083	RU	55.54028	01/26/2022, 00:00:00	Sharypovo	good
8.86704	DE	50.23805	01/14/2020, 00:00:00	Nidderau	excellent
77.9129	IN	25.6439	05/27/2014, 00:00:00	Narwar	excellent
-83.48216	US	42.30865	25 Aug 2020	Canton	accep
-82.4017	CU	23.0072	2016-07-31	Boyeros	accep
43.38531	SO	9.89206	2016/11/20	Baki	building
69.67639	UZ	41.29444	2020-02-26	Parkent	average
17.22635	SK	48.8449	09/20/2019, 00:00:00	Skalica	maintenance
117.55417	CN	34.86472	2017/09/24	Zaozhuang	good
121.12251	PH	14.62578	17 Apr 2020	Antipolo	average
-98.1664	MX	19.32932	09 Mar 2020	Contla	good
-82.90375	US	32.54044	14 Mar 2017	Dublin	accep
-73.78458	US	41.0051	10/23/2021, 00:00:00	Scarsdale	accep
-73.97069	US	40.64621	2016-08-10	Kensington	building
13.29371	DE	52.53048	30 Jan 2014	Charlottenburg-Nord	maintenance
34.11169	KE	0.46005	28 Aug 2022	Busia	excellent
-63.13414	CA	46.23899	18 Jan 2022	Charlottetown	maintenance
-82.90375	US	32.54044	01/21/2019, 00:00:00	Dublin	accep
-83.2321	US	33.08014	23 Apr 2015	Milledgeville	accep
-74.28459	US	40.5576	04/12/2016, 00:00:00	Woodbridge	good
-95.63079	US	31.76212	2020/05/30	Palestine	accep
-117.14392	US	32.9156	04/18/2021, 00:00:00	Mira Mesa	good
144.23058	PG	-5.85746	2021-02-08	Mount Hagen	accep
18.84	ME	42.28639	2017/07/23	Budva	excellent
65.50917	KZ	44.85278	12 Mar 2018	Kyzylorda	excellent
-68.30472	VE	9.91861	2018-08-11	Tinaquillo	average
-77.4286	US	39.00622	2015/12/02	Sterling	average
-116.97725	US	33.92946	2015-05-11	Beaumont	good
123.758	PH	10.20898	2021/06/28	Naga	good
-59.13316	AR	-37.32167	2021-10-26	Tandil	accep
125.21972	TL	-8.99167	2017/01/17	Maliana	excellent
4.85668	DZ	36.27462	06 Nov 2015	Bordj Zemoura	accep
136.61667	JP	36.53333	10/14/2014, 00:00:00	Nonoichi	building
39.25	TZ	-6.8	2020/01/16	Magomeni	good
47.1192	RU	42.819	2018-01-25	Buynaksk	maintenance
-82.45426	US	27.09978	12/26/2018, 00:00:00	Venice	good
-8.2194	ES	43.48961	2019-03-15	Ferrol	accep
112.19028	CN	30.35028	09 Jun 2013	Jingzhou	good
