PRES	latitude	longitude	PAHs	warning	TEMP	C2H3NO5	CH4	PM10	Pb	CO	PM2.5	O3	NH3	SO2	NOx	H2CO	CFCs
1155.03580	57.97472	33.2525	6.22676	1.00000	7.18146	1.88809	9.05208	3.95288	36.12581	8.93112	8.36080	5.99910	6.55972	6.13723	7.95656	57.64219	89.72346
1161.18504	39.57582	-105.11221	5.77136	1.00000	13.85194	2.09406	7.99509	5.43237	78.38181	4.09432	8.91185	8.68692	6.36911	9.41875	7.98162	53.13976	
1089.78502	51.40944	46.04833	8.71543	1.00000	-7.63210	2.34322	8.45753	6.64093	28.37025	8.11299	8.11641	7.77259	7.41357	5.47435	5.88630	45.15794	38.79530
1173.13742	48.78232	9.17702	4.20179	0.00000	6.60410	2.16160	8.58231	3.10183	39.94984	7.14581	4.98546	5.17005	6.03483	9.24853	6.71910	63.76748	54.82762
1062.83553	33.54428	-84.23381	8.20728	1.00000	18.34235	2.62390	8.81045	4.54990	39.10016	8.57394	9.44579	3.89248	9.42028	7.78372	6.75714	51.98748	58.03598
1069.64968	38.06084	-97.92977	6.52279	1.00000	11.73444	2.24494	8.30167	4.26397	57.11002	8.12295		5.73230	7.98421	5.34381	6.04379	48.06974	62.71683
1103.97609	-11.48472	-37.93278	9.22777	0.00000	7.32204	3.11478	5.16751	4.49367	30.17892	4.47476	4.75149	7.13859	6.33635	9.17182	6.85770	46.25794	57.79911
1054.62890	-5.85746	144.23058	8.96565	1.00000	8.88633	2.69237	8.45260	6.98698	50.55398	7.75773	8.84094	8.24555	7.60022	5.83140	6.66278	77.39546	62.97258
1140.43445	18.03496	-66.8499	9.01645	1.00000	28.34593	2.02153	6.66281	4.98286	51.08850	6.40713	7.70029	7.65324	7.66557	4.99355	5.44019	46.76277	42.28586
1057.93200	-7.01833	107.60389	6.11937	0.00000	19.89613	3.41142	6.75843	6.76245	46.68788	7.09410	11.20296	7.94383	3.70704	8.06397	5.32963	63.28197	40.01929
1192.57537	44.73941	-93.12577	5.36418	1.00000	18.67607	2.79296	8.57620	4.93861	37.58366	5.97079	8.11362	7.47815	6.31198	7.22795	8.12944	71.19060	49.39806
1153.36288	38.72706	-9.24671	7.94592	0.00000	0.71465	3.29942	7.61930	6.67811	45.08504	10.44213	9.86533	6.33580	7.49126	8.42800	6.92935	49.02654	66.51723
1171.14191	10.10649	76.35484	7.78592	0.00000	7.55058	2.53071	3.88310	4.92885	58.19635	7.79710	7.90637	6.69449	6.95261	7.87659	7.12998	66.88940	42.73942
1076.80423	32.65246	51.67462	5.84827	1.00000	3.96923	1.82298	9.07550	4.73591	46.83310	4.35173	6.79867	6.52473	5.11861	7.31623	5.91275	35.00059	48.72888
1072.20788	41.55947	14.66737	6.74173	1.00000	17.04750	2.73031	9.19131	5.00622	26.98172	5.71484	7.92872	5.73136	6.70577	5.60864	5.66060	50.31416	67.68022
1067.75727	42.819	47.1192	2.88806	0.00000	3.85422	2.02315	6.83441	3.63532	27.13921	4.38673	7.88047	6.00316	4.61200	7.02452	6.12473	46.76650	71.14784
1096.46615	38.55632	69.01354	5.59445	1.00000	22.05288	1.71115	9.11756	3.93003	53.26900	2.83592	6.93708	5.80624	5.89421	9.68157	6.22817	52.79979	59.22719
1194.61915	41.94175	123.50266	5.48791	1.00000	18.52214	2.53028	9.32409	4.98503	59.64066	5.27564	8.65152	5.66647	5.83934	8.05363	6.29527	67.97724	27.87778
1194.42644	22.98212	-80.58556	8.94596	1.00000	10.81938	2.70156	6.42439	6.45088	46.12238	6.79752	7.76934	6.96378	5.90217	3.49961	7.13286	70.69814	61.89612
1153.33926	45.43341	-73.86586	8.23568	1.00000	21.97115	2.10358	8.04534	4.33863	45.63975	3.80959	10.13634	5.76125	7.71384	7.78182	5.82906	51.51527	64.04764
1070.72864	50.06	43.2379	6.39305	1.00000	16.18955	2.51343	8.72442	4.52227	41.62384	3.61732	10.59130	5.34356	8.16709	10.65133	6.97439	60.79421	57.75698
1147.83208	43.50891	16.43915	6.30206	1.00000	-1.54761	2.91830	9.93297	3.97559	25.47064	4.69234	7.85732	7.60197	5.25356	7.20203	6.92734	70.07362	52.46546
1179.84163	31.84568	-102.36764	5.13022	1.00000	0.66998	3.33910	7.02993	5.78889	44.28816	3.21751	7.85084	6.50446	6.95472	10.88643	6.95608	61.41967	36.14300
1199.47446	-0.71667	-48.52333	4.69113	1.00000	-1.11774	3.50853	6.61724	6.13904	49.64972		7.84927	7.26280	8.24344	8.75040	6.20759	44.33356	56.84454
1165.29874	38.55632	69.01354	4.46457	0.00000	20.11134	2.15007	7.81770	4.02458	29.59524	7.56020	7.07504	4.53875	8.42837	8.29760	6.81106	52.35082	66.09514
1175.91732	-31.25033	-61.4867	7.14262	1.00000	-3.04709	3.00481	7.81020	5.23362	56.33518	8.04289	8.82622	7.07962	6.12721	5.16735	6.69109	41.98976	58.12491
1142.64163	20.88197	85.83334	6.81917	1.00000	22.12580	1.54222	8.65269	2.54031	72.24045	3.62877	6.27164	5.91651	6.16783	6.96597	5.82988	67.08510	50.63942
1075.37958	-22.57306	-47.1725	8.49876	1.00000	19.27071	1.83279	6.36588	4.38825	36.57804	6.72005	8.05179	4.64140	6.23839	5.22355	6.54191	27.83436	59.52424
1150.11411	-10.33333	39.28333	6.41810	0.00000	7.22430	2.89137	3.15629	6.02928	55.66793	9.74888	8.38777	6.65793	7.20856	7.56499	6.69013	56.64302	63.76176
1156.15728	65.93381	111.4834	8.28682	1.00000	25.12830	4.18571	8.04600	7.60940	29.20556	7.11797	8.05080	6.21988	7.06058	3.32687	4.84300	52.21135	63.04107
1191.28028	48.06919	11.37703	10.24907	1.00000	12.04582	1.89597	4.65351	4.79777	57.42914	5.80213	7.87062	6.24290	5.87666	4.76371	7.45226	74.14418	57.57818
1123.44511	6.8485	3.64633	3.17270	0.00000	8.74612	2.87101	8.00648	2.45647	60.39525	5.46920	5.38418	6.56186	5.22452	9.07496	5.90236	69.44992	68.29332
1077.92408	18.65297	-72.09391	6.80727	0.00000	2.31285	2.88356	5.91161	4.97404	32.26491	9.58600	5.47207	7.50272	6.24567	8.66089	7.65003	64.52544	59.71061
1171.10400	44.97639	19.61222	6.07393	1.00000	4.42182	1.99076	8.09915	5.01990	39.37699	3.70144	7.46215	6.73194	6.26084	8.51790	5.86899	43.62618	72.83264
1183.56270	48.43174	17.8031	7.40731	1.00000	8.55905	2.25411	6.49583	4.33643	51.69668	7.66051	9.62056	7.01682	5.55858	5.33135	4.77391	77.48698	38.99994
1088.71727	-22.92306	-53.13722	6.39393	1.00000	-0.24421	2.62501	8.29420	4.65325	45.93460	7.71752	8.33935	6.41781	6.21926	3.81077	5.55088	50.75997	53.24612
1185.39506	58.7002	59.4839	7.17399	1.00000	14.47046	2.15872	10.14185	4.83720	56.93121	8.63440	7.04018	7.27208	6.92919	7.01133	5.56778	62.55416	60.44686
1163.94175	45.69558	4.7934	2.80873	0.00000	18.82174	2.21345	8.17194	2.70377	39.68513	5.63931	4.72685	6.03429	8.29834	7.98059	7.68818	64.66783	66.13133
1166.39329	41.92361	20.91361	11.16802	0.00000	10.37528	1.92424	5.28321	4.42120	46.00900	6.87219	7.57212	5.01749	2.82865	9.01390	6.35684	31.86521	60.63653
1068.34969	0.03813	36.36339	6.21976	1.00000	34.67359	2.63918	8.77883	5.84811	45.37423	3.74174	8.70166	5.69786	7.44317	9.24440	6.51972	48.84314	63.06240
1167.09492	-31.25033	-61.4867	5.14198	0.00000	4.25467	2.59756	7.94919	4.29281	49.83678	9.05901	5.88009	6.92162	6.19288	8.81798	6.14636	54.59306	55.24897
1182.97562	40.67705	-73.89125	6.13029	0.00000	20.99959	2.66625	8.46408	3.22603	53.88695		5.60440	6.90173	6.25095	10.20476	7.05955	57.55024	35.15184
1188.53369	31.64615	120.74221	6.50169	0.00000	8.93953	3.03004	6.54150	6.28708	57.99359	8.93418	2.66952	6.05413	6.66859	8.97865	6.82642	56.75527	53.62487
1199.05345	49.41029	38.15035	7.84256	1.00000	19.37267	2.50889	6.77183	5.39695	62.98794	10.11319	4.61466	7.05165	6.67500	8.26407	7.36551	33.88575	57.71131
1098.76816	52.53048	13.29371	5.27067	0.00000	31.63959	2.44857	8.28043	4.66693	23.19643	7.31732	8.41523	6.51815		9.07910	8.00557	70.79026	53.97227
1110.28739	-34.28853	146.05093	5.04527	1.00000	23.04420	2.08481	7.18826	5.67565	41.34612	4.42499	9.24351	7.64187	6.37902	10.48791	5.04869	58.05156	39.72874
1142.96618	31.12406	-97.90308	5.21336	0.00000	20.39569	2.66432	8.08747	6.48040	43.96792	9.20346	8.57884	6.92530	7.26440	7.66989	4.31241	49.82856	62.99709
1169.74663	10.15031	-73.9614	7.01165	1.00000	10.09256	2.37687	8.72402	2.24905	36.90630	2.99213	7.95735	5.19747	6.18966	8.95915	7.47803	49.95673	49.99927
1178.32085	39.57582	-105.11221	9.00297	0.00000		1.64352	4.35367	4.49226	39.44048	5.28033	5.39126	6.48747	5.88755	10.25677	5.83213	40.45504	65.30054
1081.89797	43.67681	4.63031	8.59327	0.00000	2.74962	2.66632	5.58453	5.51567	41.59585	10.56729	6.05160	5.94366	6.39924	6.88742	6.62183	80.32248	61.03569
1162.16914	49.03685	8.70745	6.55977	1.00000	19.22875	6.27239	5.97338	8.39232	34.61089	5.81974	9.64312	6.63421	4.43689	6.92037	6.56531	63.20314	84.84725
1094.07073	38.55632	69.01354	8.04129	0.00000	19.29345		6.66908	4.34410	13.09398	7.28779	5.35904	6.65649	6.93192	8.54203	6.21928	48.24961	57.06722
1162.74921	51.19139	6.51352	7.47005	1.00000	9.98649	2.18036	8.23318	4.97258	43.80615	10.75562	6.60307	7.53037	5.99612	7.24080	7.10295	55.13703	55.51852
1107.08016	36.20829	-115.98391	8.61112	1.00000	4.61016	2.28607	9.62696	5.83438	60.76819	8.05804	5.78246	7.05976	7.55974	6.25328	8.09126	59.21563	47.96975
1135.25997	35.21222	2.31889	6.43717	0.00000	13.48547	3.07438	7.95141	6.62876	62.65026	9.66675	8.67666	7.10528	4.91314	7.38389	6.31188	41.88717	51.99354
1181.70528	-27.76952	30.79165	7.96658	0.00000	24.73766	5.60555	8.25849	7.85372	50.63893	9.39318	9.83937	8.79102	6.21569	7.83297	6.59981	44.14141	71.81133
1074.02159	48.77275	5.16108	2.73467	0.00000	42.78573	2.14639	7.49194	3.93814	33.02710	5.59242	6.69586	5.11740	6.79976	7.23058	6.25712	50.19940	66.77749
1174.78433	47.92526	-97.03285	7.58011	1.00000	19.65596	2.73488	8.57074	4.06959	33.88687	7.74717	8.93989	4.39087	6.56897	7.08541	4.89185	72.26833	54.65738
1064.57268	22.98212	-80.58556	7.36566	1.00000	7.53578	3.09148	8.83713	6.62658	39.23823	5.80500	8.63408	6.98002	6.62672	5.17131	5.66473	65.30183	69.06252
1187.52316	40.66482	122.22833	6.64247	1.00000	14.81010	3.07143		3.85276	44.37239	8.93790	6.71389	6.16333	7.05654	5.84880	6.69031	41.05823	68.80719
1180.05946	43.11667	1.6	7.30551	0.00000	-1.59227	3.28522	7.94016	7.04551	13.55086	7.01626	9.66475	7.85408	6.67043	7.46867	7.86504	15.32060	55.36109
1061.22496	35.21222	2.31889	6.06792	1.00000	37.35141	3.27281	9.86972	5.48951	49.63974	10.55614	5.29763	6.77950	6.30519	5.55120	5.90665	89.43734	58.14238
1113.50311	-19.7625	-44.31389	6.48888	0.00000	17.17495	2.73452	7.24749	4.20269	60.60396	7.62512	9.10194	6.82542	7.49100	9.58124	7.41966	44.68407	56.42652
1069.51411	31.64615	120.74221	6.95389	1.00000	18.67627	4.57574	7.41365	7.77747	43.13075	6.81832	11.41114	8.24324	5.95007	6.57688	6.54439	46.95071	60.57282
1125.29441	41.66394	-83.55521	3.59923	1.00000	13.66112	3.04787	8.52167	5.74255	10.22442	7.80962	8.07693	7.14604	7.29087	6.81125	8.09090	68.43040	48.87469
1100.25900	55.67938	12.53463	7.00593	1.00000	12.43267	1.62240	8.50330	4.95384	39.97957	8.83998	7.70336	5.22499	6.80558	5.48667	6.93697	56.53005	60.12998
1121.90730	40.72371	-73.95097	8.61830	0.00000	-8.04496	3.37362	6.11837	6.58496	31.39017	11.16042	6.16381	4.68064	9.07917	7.65357	6.80380	53.44158	59.45925
1100.86967	19.32932	-98.1664	6.88846	1.00000	27.67611	1.97692	9.05239	6.47404	50.39246	4.26252	9.63557	3.66179	6.76183	8.12363	6.20062	60.48313	40.86423
1111.93445	6.25947	102.05461	5.16139	0.00000	34.55072	3.61318	6.00148	4.05489	45.04502	10.41319	4.15292	5.89503	7.06901	4.86404	2.94860	47.72370	54.67812
1090.60122	14.14989	121.3152	4.37456	1.00000	5.12484	2.45480	8.66096	3.21497	57.78464	5.42948	8.05248	6.88204	8.06237	9.13036	5.31698	45.31217	47.35421
1139.26930	-0.71667	-48.52333	5.30854	1.00000	13.50931	2.15360	9.20061	2.33221	50.20920	9.89499	6.35395	6.02595	5.63909	6.66837	5.54962	65.56399	58.05138
1177.12612	37.08819	-8.2503	9.18172	1.00000	17.73698	5.98444	7.21783	8.41043	52.96948	7.72198	8.09582		5.98863	3.81045	7.96671	31.72439	49.72115
1066.62692	-34.74785	-58.70072	3.48185	1.00000	17.27267	3.51227	7.16139	7.41663	38.51883	6.38216	9.02090	7.52176	5.49070	9.42403	7.37365	62.73992	60.56733
1136.02555	32.17629	75.06583	6.33078	1.00000		1.92430	8.40260	5.56008	53.82567	5.19408	9.15100	6.49410	6.63144	7.54889	9.17890	36.14335	43.73335
1059.60193	14.46693	75.92694	4.34111	0.00000	9.22945	2.45090	6.93535	4.22702	60.12621	5.02964	8.92338	7.85312	4.85616	7.79903	6.48239	50.82041	67.80532
1102.77201	42.35843	-71.05977	7.62011	1.00000	3.66449	5.03607	9.12394	7.50200	44.53603	8.75075	7.83407	7.18331	6.23785	4.05062	5.39076	39.47885	75.93966
1147.65636	38.10558	-1.86343	7.68239	1.00000	19.62419	3.09696	10.04596	7.13684	54.90082	7.23129	8.27876	7.19167	8.73507	2.68882	6.50164	52.29513	53.94955
1079.06668	25.92127	86.79271	5.48614	0.00000	6.40540	2.61827	7.84464	4.05885	54.81327	8.19881	7.51944	6.83291	5.50781	8.33983	7.12928	57.41130	53.22654
1186.22419	47.76232	-122.2054	8.85373	0.00000	11.08099	3.42898	5.16229	7.29719	26.66152	5.43311	1.67555	6.37150	6.11493	9.21483	5.23863	59.49960	40.35478
1076.75698	-33.38056	-56.52361	8.98635	1.00000	23.13842	2.41726	7.43451	6.27282	66.20649	8.27107	7.56906	7.80800	6.76045	5.16055	5.75028	62.81812	55.49023
1190.10329	48.79325	2.29275	8.06498	1.00000	21.76887	2.26833	7.95116	5.69850	75.20341	7.32419	9.16914	7.66707	7.11025	4.81582	7.06428	67.93022	46.45742
1191.20070	36.24624	139.07204	7.46176	1.00000	17.76113	2.93387	7.96693	5.00680	30.17600	7.82147	7.56583	7.51485	6.06657	4.93583	6.10301	42.69305	64.48907
1190.71948	36.76639	3.47717	6.77193	1.00000	9.65037	2.27511	8.31149	4.90608	75.16537	8.67089	8.65986	6.70290	7.58036	5.49855	6.82960	53.25317	58.42067
1161.46035	51.65333	5.2875	3.59562	1.00000	16.62671	2.61622	4.48382	5.48668	25.56183	5.54485	8.98302	8.43677	5.98200	10.89696	6.19905	71.34177	61.08530
1120.11040	-22.57306	-47.1725	4.36644	0.00000	13.85779	2.50165	7.66454	5.34231	43.22412	6.44002	7.78664	5.90623	7.35519	6.79951	7.22647	51.06531	54.87539
1089.09054	7.65649	4.92235	7.96585	0.00000	13.50029	1.48163	5.16956	3.85631	42.54857	7.11366	5.79984	5.44580	7.81621	6.18510	6.07339	82.73542	56.72781
1157.25771	55.82737	-4.0573	6.23626	1.00000	31.35740	1.53856	6.99109	6.34518	55.73466	4.48732	8.97207	6.61209	6.54639	8.36127	7.99499	47.38716	92.24180
1145.02242	19.21667	73.08333	5.88329	1.00000	12.59219	3.69595	8.70175	6.44459	41.81538	5.99426	7.76184	6.69311	6.75692	5.86025	5.68610	47.76941	63.27002
1192.41675	18.65297	-72.09391	6.02279	1.00000	12.70948	3.89763	6.70367	7.06528	61.62324	6.48724	9.16581	5.83507	6.04355	6.38763	7.00152	64.80745	71.29386
1074.47709	-28.44917	-52.2	7.35119	1.00000	22.96428	2.21385	8.86194	4.28045	74.21273	8.58575	6.12667	6.72091	6.55450	5.95183	6.68639	65.31496	59.33059
1155.70622	53.63333	9.85	6.28695	1.00000	27.64022	1.55815	9.22225	5.41496	67.78221	6.65819	8.27884	6.63615	8.22847	5.18373	7.11008	53.37547	44.84908
1190.92295	-11.48472	-37.93278	8.37687	0.00000	28.89188	1.35281	5.31515	5.56173	62.06981	6.73959	3.80417	7.27987	7.21503	9.77405	6.66350	52.29959	46.05547
1188.26077	15.79408	104.1451	5.23866	0.00000	26.15127	4.27044	7.15428	7.19390	54.65103	7.68064	9.87850	6.02876	7.65153	6.52663	7.64600	75.74171	59.67965
1104.34644	54.84444	38.16694	7.05107	0.00000	2.35641	4.14805	8.76147	7.28434	37.02732	10.23367	8.40856	5.83692	6.92900	8.36802	2.72487	51.99479	66.51146
1100.94285	50.9803	11.32903	3.32519	0.00000	-11.11899	1.50328	7.78639	6.44276	17.30789	6.68953	9.23262	7.46783	7.46972	5.78939	6.69375	61.81812	53.66141
1170.97231	33.54428	-84.23381	7.15283	1.00000	31.41154	2.65836	9.14519	5.25831	50.66050	8.21226	7.30840	7.10488	5.95137	5.05787	7.12661	30.54917	67.70569
1074.86200	-3.20333	-52.20639	5.23556	0.00000	3.70333	4.38000	6.98231	7.05220	38.32766	6.81003	9.58605	7.00851	6.80530	6.19862	7.29590	59.19274	59.64641
1082.50052	50.88506	4.07601	9.09205	1.00000	27.60115	2.89224	7.91079	5.33882	75.96948	8.73655	6.58024	5.95522	7.00218	6.86861	6.10311	78.44930	58.83127
1151.66524	40.42386	-3.53261	6.70386	0.00000	6.28414	2.68344	5.81048	4.48757	45.35849	6.84171	3.31263	5.26191	6.84192	8.68262	6.51598	52.32034	62.76172
1055.06600	42.24113	-88.3162	10.65808	0.00000	18.87359	3.03094	6.88486	4.57945	78.83305	7.20449	4.60537	6.76708	7.92879	8.91255	6.83617	61.62088	44.54366
1193.94457	34.25	135.31667	6.94589	0.00000	24.19098	4.32422	8.01956	7.77676	43.80554	8.64008	9.79003	6.59190	8.47733	7.56708	6.71949	74.03708	77.25126
1093.19588	47.76232	-122.2054	5.33124	0.00000	35.97999	1.86278	1.87541	5.33773	41.62648	9.20608	9.79094	6.07933	6.31939	6.34888	8.35264	75.06963	72.46791
1194.84752	37.49223	15.07041	6.71441	1.00000	12.66706	1.91342	9.79200	4.95369	60.26556	10.10047	7.38901	6.66233	8.72469	7.16809	7.23665	83.00966	42.30839
1087.79689	48.77275	5.16108	5.64456	0.00000	33.66063	2.91537	7.33197	4.96380	45.59190	9.63949	9.37783	6.36911	7.75382	9.03947	8.08837	71.71407	37.69296
1160.62840	51.19139	6.51352	4.38859	1.00000	14.28075	2.35351	9.03264	5.02490	56.38555	3.90529	7.72888	5.84394	5.13385	10.53402	6.52636	48.39507	60.45278
1179.49294	43.96222	43.63417	8.44336	1.00000	3.23590	3.03625	8.42662	5.83247	35.75675	7.87617	7.84255	7.23542	8.05524	5.48305	8.60450	45.04348	61.36700
1100.90566	-1.9487	30.4347	4.88871	1.00000	6.00294	1.77910	10.49155	2.54048	14.05020	9.69424	7.30393	5.69468	3.39181	6.97208	7.39465	50.06253	41.53204
1095.25138	58.23583	92.48278	6.66516	1.00000	24.35783	3.13341	9.33758	5.51357	53.46310	6.23359	7.43444	5.72526	7.03491	4.74241	6.51409	58.60482	75.78524
1098.45801	28.90054	-81.26367	9.07375	1.00000	16.60031	2.08208	6.78612	4.91595	62.21475	7.22222	7.77213	4.65788	6.66512	5.95128	9.78017	44.49078	62.60465
1075.19546	38.72706	-9.24671	7.65585	1.00000	13.30772	1.69606	9.50518	4.61326	56.47142	9.06740	7.53402	4.85498	5.96726	7.18488	5.85440	56.54374	50.99359
1087.37549	47.92526	-97.03285	2.71423	1.00000	2.96642	2.63264	7.33762	5.42628	42.54477	6.59499	7.94332	6.61803	7.17550	9.15516	7.78705	51.06095	65.58801
1108.37991	17.54907	82.85749	10.14296	0.00000	18.83341	3.48326	5.44073	5.78210	55.63497	6.86918	4.40712	7.52569	6.43303	8.47261	5.31576	75.99806	70.41597
1110.87909	39.57582	-105.11221	4.50689	0.00000	10.05305	2.60854	6.91568	5.19434	56.65220	7.10144	9.50886	8.74670	5.74733	7.73566	7.20252	52.95742	67.60338
1196.02502	9.89206	43.38531	5.45990	0.00000	17.61708	2.66186	6.74321	4.09600	39.05515	7.67564	3.30076	4.80432	7.20920	6.47052	5.24352	58.42065	59.02050
1195.59219	34.25807	-88.70464	8.23882	0.00000	31.55631	2.75123	6.91716	5.06594	46.24603	10.71500	6.12336	5.60905	7.94110	8.21683	7.81696	53.45142	81.54604
1141.73229	53.43333	-7.95	5.84985	1.00000	-8.43568	2.50515	9.61253	6.78630	60.03283	8.66052	9.14857	5.62045	4.29053	3.21917	8.18393	67.88006	57.63684
1137.01685	28.88162	120.03308	6.12013	1.00000	7.85676	2.07275	9.31784	4.34217	39.18502	9.08772	8.12638	7.06042	9.06039	5.85418	7.73650	51.18024	54.84206
1194.47173	37.73604	-120.93549	6.26537	1.00000	13.73700	2.08450	7.40641	5.08593	43.05360	4.23219	8.24065	7.40305	6.70380	8.72751	5.77190	52.62967	53.06689
1156.20629	36.76775	2.95924	6.22544	1.00000	18.88598	2.88514	8.75059	3.66500	41.65807	7.98063	9.57472	5.95572	8.32230	5.68444	6.65839	66.76384	41.41996
1186.97890	38.72706	-9.24671	4.39058	0.00000	21.45474	3.19368	8.15763	4.81524	42.70212	9.60076	6.68117		7.62948	7.30335	7.57888	47.25676	50.24829
1147.78164	9.58126	8.2926	4.53163	1.00000	15.87677	2.37617	7.71194	4.78293	50.07807	7.17623	8.01663	5.30194	6.95121	6.75252	8.27300	48.10313	62.19977
1091.73095	16.0438	120.4861	7.91197	0.00000	-0.27027	3.32214	5.54821	4.61820	44.31224	7.93615	5.26090	6.62684	6.05340	7.08231	6.88614	70.54637	54.65866
1154.76715	41.75338	-86.11084	4.37356	1.00000	17.73972	2.69119	7.44069	4.75974	41.85811	3.64996	7.04722	5.78253	6.84605	10.71285	6.12650	21.94621	64.71044
1075.95516	-32.05251	115.88782	4.99796	0.00000	-3.34296	2.98221	8.03667	2.97686	64.48569	9.01502	6.64240	6.94897	6.51739	9.47153	4.14175	67.11979	59.04758
1082.57648	52.53048	13.29371	8.40450	1.00000	1.36180	2.77072	8.19239	5.35877	40.90782	9.25801	6.37914	6.31984	6.58111	6.45944	5.65365	50.35190	48.52416
1187.61292	-8.76194	-63.90389	6.16762	0.00000	19.88788	2.95280	7.85671	4.19535	62.04102	8.77670	7.96918	6.65744	7.65191	10.12509	6.16762	43.96362	63.26394
1055.45260	22.75218	72.68533	3.96278	0.00000	33.42465	2.72126	7.91030	6.61975	33.35380	8.96531	8.16308	6.59827	7.92022	6.73010	5.89192	43.38637	66.77819
1171.27171	-8.76194	-63.90389	8.69146	1.00000	32.92050	2.09875	6.76415	5.13630	28.56425	7.91731	7.20600	7.15326	8.20284	5.11705	7.41714	40.67799	65.46840
1159.99896	33.50921	-111.89903	9.13863	1.00000	13.18658	2.42634	7.73518	6.77326	45.69695	5.59584	7.70624	7.41856	7.03997	2.92990	7.44962	47.58140	65.39086
1130.63109	52.53048	13.29371	8.15798	0.00000	23.43534	2.07558	8.52529	6.12895	61.40150	8.21251	8.01571	4.55964	7.46455	7.44120	7.62485	61.81503	72.29728
1190.43961	38.55632	69.01354	6.22766	1.00000	37.20078	2.48627	9.59146	4.59041	50.73836	10.66507	8.09744	6.69847	7.19757	7.50873	4.48851	46.95374	41.15792
1103.13251	65.84811	24.14662	5.81474	1.00000	10.53665	2.74703	9.62578	4.31404	59.31998	9.60163	9.48127	6.24116	5.03905	6.59997	6.13148	68.31203	38.63600
1112.90920	34.4833	136.84186	5.71227	1.00000	20.84362	2.58664	7.74357	4.42605	41.29950	5.43370	7.27530	5.66656	6.43178	7.15574	7.50538	53.09787	58.92921
1133.55414	52.26083	7.00417	4.51976	0.00000	7.50820	2.32173	6.93237		35.80407	4.47788	7.97324	7.13350	7.66502	8.33933	5.90796	60.79844	53.37073
1090.17581	42.35843	-71.05977	6.68273	0.00000	18.40881	5.14292	4.50519	7.76585	56.96475	11.31237	5.62134	5.68674	5.38300	7.36830	7.55059	56.62986	41.24146
1074.78511	18.65297	-72.09391	7.17588	1.00000	9.68913	1.06008	9.55504	3.58033	60.72798	5.31434	8.38563	7.31361	6.88108	5.87643	5.93761	43.17770	54.88364
1153.93137	42.24113	-88.3162	6.91967	1.00000	9.87279	2.17723	7.74540	4.84743	45.48003	8.02411	9.02661	5.27712	7.19108	5.07963	6.73003	61.53952	62.27934
1050.45001	38.91817	-78.19444	7.11507	0.00000	-3.52871	3.31998	5.62129	6.71509	48.22724	9.40900	3.49819	6.29410	7.57718	7.78079	7.85761	47.63767	66.19086
1093.87918	48.8449	17.22635	7.78381	0.00000	3.57769	6.74818	7.58493	8.26973	42.89019	6.83168	10.23344	5.95538	8.05733	6.88211	6.42466	69.27534	53.87123
1166.15334	5.4709	100.24529	6.42549	1.00000	11.60070	0.91281	9.24460	4.92054	36.02446	4.92078	7.74131	6.51376	6.42995	6.62609	7.22964	31.61686	70.26033
1077.85542	7.83389	-72.47417	9.62709	1.00000	21.47624	2.54277	5.95662	4.81017	37.60843	6.87459	9.54188	7.05208	5.88592	6.46126	7.87315	56.33790	61.39476
1152.40718	44.98901	38.94324	7.89050	1.00000	18.08391	1.60315	8.67884	5.36324	50.39470	7.63383	8.55596	5.06962	8.88870	5.73676	6.54968	42.29969	49.12187
1112.82380	44.73941	-93.12577	9.14691	0.00000	-1.18871	5.18293	4.56808	7.96171	34.02692	9.28562	5.45011	6.59711	5.78112	9.34803	6.38120	37.56064	54.45521
1099.42691	45.39402	9.29109	6.90389	0.00000	-1.89561	5.88571	8.32217	7.94408	49.93498	9.35053	9.51385	6.45526	7.16771	7.06839	5.90618	51.61703	46.04824
1179.47936	-0.71667	-48.52333	10.71027	0.00000	-8.76805	3.15573	5.90892	4.15822	42.98026	6.26887	6.31102	7.10383	4.96726	8.50420	6.45074	54.44199	47.52550
1102.84926	-7.01833	107.60389		0.00000	15.63770	3.96585	3.84439	7.35257	30.35579	8.91732	5.66336	7.99520	7.25087	8.35110	6.98751	56.45279	52.97321
1130.38922	9.91861	-68.30472	6.75391	1.00000	1.61378	2.64997	6.46399	4.06334	52.78033	7.82235	4.52013	6.72804	5.61286	7.03304	7.09836	68.75105	66.73321
1060.24995	40.60538	-73.75513	3.12749	0.00000	13.22369	1.90843	7.83602	3.91430	55.79732	5.10446	7.24176	6.61797	6.92373	7.09299	7.10093	47.92341	73.28848
1099.77656	42.24113	-88.3162	8.72530	0.00000	14.50294	1.81647	5.72364	5.55372	46.36660	6.11066	4.81509	5.76656	6.57286	8.58338	6.20245	57.26770	58.28677
1114.82169	40.56754	-89.64066	5.50177	0.00000	7.87410	2.37161	8.80882	5.00690	31.83564	8.39564	6.45888	8.14528	4.69821	8.22188	6.40660	65.16950	49.47006
1071.94769	24.05979	77.40858	8.45717	1.00000	19.47042	3.04826	8.30885	5.95429	88.81738	7.19992	8.25549	6.97384	6.47910	5.48986	7.18831	54.15745	46.16420
1150.18375	58.23583	92.48278	6.08674	1.00000	11.00584	2.61827	7.70580	3.87970	19.24281	9.18563	5.42448	8.26135	6.80126	4.48737	6.41671	51.53400	65.53177
