code	revision	latitude	station	longitude	QoS
DE	2021/06/14	51.08468	Burscheid	7.11393	good
IN	02/19/2022, 00:00:00	11.12018	Manjeri	76.11996	good
GT	24 May 2015	14.93333	Chichicastenango	-91.11667	building
JP	04/23/2021, 00:00:00	37.56667	Inawashiro	140.11667	good
JP	2015-02-05	35.8	Gero	137.23333	accep
CN	12/12/2020, 00:00:00	27.85	Xiangtan	112.9	good
GB	2017-07-10	51.62907	High Wycombe	-0.74934	average
US	2018/12/28	34.25628	Leland	-78.04471	accep
TZ	01 Feb 2016	-5.41667	Chanika	38.01667	accep
GB	2015/11/16	51.26	Westbury	-2.1875	maintenance
IL	2018/09/24	32.05971	Ganei Tikva	34.8732	average
SD	28 Apr 2014	11.8659	Ar Ruseris	34.3869	good
US	24 Nov 2014	41.80753	New City	-87.65644	excellent
TL	2018-03-23	-8.99167	Maliana	125.21972	maintenance
IQ	11/20/2019, 00:00:00	32.61603	Karbala	44.02488	excellent
VE	2020/08/05	9.91861	Tinaquillo	-68.30472	good
NG	26 Jan 2017	12.74482	Argungu	4.52514	excellent
VE	2015-01-08	8.62261	Barinas	-70.20749	good
IT	07/05/2019, 00:00:00	45.9836	Cordenons	12.70038	accep
BR	22 Jun 2013	-28.44917	Marau	-52.2	accep
DE	27 Nov 2021	49.03685	Bretten	8.70745	maintenance
DE	2013/11/03	48.78232	Stuttgart	9.17702	accep
EC	05/04/2018, 00:00:00	-2.13404	Milagro	-79.59415	good
US	2016/09/23	40.81	Morningside Heights	-73.9625	accep
IL	02 Oct 2020	31.92923	Ramla	34.86563	accep
NG	2014-01-28	7.65649	Efon-Alaaye	4.92235	building
RU	01 Jun 2014	45.47885	Lesozavodsk	133.42825	excellent
MD	2018/01/04	48.15659	Soroca	28.28489	building
FR	21 Jan 2013	49.28669	Elbeuf	1.00288	accep
FR	2020-11-01	48.98333	Mitry-Mory	2.61667	average
BR	05/27/2021, 00:00:00	-10.90889	Barra dos Coqueiros	-37.03861	good
US	28 Sep 2014	31.84568	Odessa	-102.36764	building
MM	2017-04-08	14.0823	Dawei	98.19151	excellent
PR	2018/08/01	18.42745	Aguadilla	-67.15407	average
US	2015-07-18	41.84364	South Lawndale	-87.71255	maintenance
SV	2020-05-26	13.73417	Sonzacate	-89.71472	average
TD	11/12/2020, 00:00:00	12.18441	Mongo	18.69303	accep
CA	2015-08-19	46.1351	Sydney	-60.1831	good
GB	2013-12-17	51.39323	Strood	0.47713	accep
AZ	2018/09/13	38.45598	Astara	48.87498	good
US	2017/07/07	41.24255	Norwalk	-82.61573	accep
MG	2019/12/01	-19.65	Antanifotsy	47.31667	excellent
US	2015/05/20	39.72943	Aurora	-104.83192	building
US	2020-02-13	31.12406	Copperas Cove	-97.90308	good
IN	2016-04-01	10.10649	Alwaye	76.35484	good
TR	10/10/2019, 00:00:00	40.98894	Yakuplu	28.67582	average
IT	2022/03/26	40.53123	Francavilla Fontana	17.58522	good
RU	10/09/2018, 00:00:00	51.82721	Ulan-Ude	107.60627	accep
KZ	2016-04-26	47.83333	Shalqar	59.6	accep
IN	2021/09/05	22.10194	Barbil	85.37752	building
NG	06 Apr 2013	6.15038	Nkpor	6.83042	maintenance
CA	2017/11/07	49.88307	Kelowna	-119.48568	excellent
GB	02/11/2016, 00:00:00	50.11861	Penzance	-5.53715	good
FR	24 Mar 2022	46.67535	Lons-le-Saunier	5.55575	maintenance
AR	17 Aug 2022	-37.32167	Tandil	-59.13316	good
US	2018-12-27	32.42067	Carlsbad	-104.22884	good
CI	08/01/2022, 00:00:00	5.84752	Lakota	-5.682	excellent
GB	08/02/2013, 00:00:00	55.82885	Rutherglen	-4.21376	accep
US	26 Mar 2016	47.80527	Bothell West	-122.24064	accep
TZ	12/19/2020, 00:00:00	-10.33333	Nyangao	39.28333	accep
DE	09 Dec 2013	50.23019	Karben	8.77155	maintenance
IN	01/20/2021, 00:00:00	24.81757	Rafiganj	84.63445	good
US	2012-12-10	35.05266	Fayetteville	-78.87836	good
US	22 Sep 2019	40.81	Morningside Heights	-73.9625	excellent
DE	01 Aug 2016	53.63333	Halstenbek	9.85	accep
FR	02 Feb 2020	44.92801	Valence	4.8951	average
JP	2017-08-04	35.8	Gero	137.23333	accep
ID	2016-01-06	-7.57897	Diwek	112.23109	building
GB	2021-01-10	53.0233	Belper	-1.48119	good
IT	25 Jul 2020	43.62558	Falconara Marittima	13.39954	accep
US	2013/07/07	37.52487	Bon Air	-77.55777	building
JP	25 Aug 2014	36.65	Suzaka	138.31667	excellent
CA	2015-11-08	49.88307	Kelowna	-119.48568	average
PK	2021-11-16	30.76468	Kanganpur	74.12286	excellent
US	03/20/2018, 00:00:00	33.95015	South Whittier	-118.03917	good
VE	2014-01-24	8.62261	Barinas	-70.20749	building
PK	16 Oct 2013	25.95533	Jhol	68.88871	accep
US	12/17/2016, 00:00:00	45.0408	Columbia Heights	-93.263	average
ES	04 Oct 2013	41.91738	Palafrugell	3.1631	average
CU	07/09/2019, 00:00:00	20.14298	Media Luna	-77.43532	building
DE	18 Aug 2017	49.97704	Aschaffenburg	9.15214	average
NG	07 Jun 2019	11.86064	Gaya	9.0027	excellent
UA	2020/09/12	47.48444	Polohy	36.25361	average
US	17 Dec 2014	41.48199	Lakewood	-81.79819	good
IN	06 Feb 2013	26.11527	Supaul	86.59509	good
BR	05/20/2014, 00:00:00	-3.14306	Itacoatiara	-58.44417	good
MX	15 Feb 2016	19.8173	Teziutlan	-97.35992	accep
FR	30 Oct 2019	48.8765	Rueil-Malmaison	2.18967	average
UA	2016-10-28	49.41029	Svatove	38.15035	good
UA	07/30/2022, 00:00:00	46.65581	Kherson	32.6178	accep
GB	2016-03-17	53.46506	Chapletown	-1.47217	maintenance
NE	2022/08/23	13.70727	Mirriah	9.15013	average
ID	08/21/2013, 00:00:00	-1.26753	Balikpapan	116.82887	average
KZ	19 Jun 2014	47.83333	Shalqar	59.6	good
EG	07/29/2014, 00:00:00	31.20176	Alexandria	29.91582	building
US	2019/08/08	28.90054	Deltona	-81.26367	excellent
US	13 Jun 2017	28.90054	Deltona	-81.26367	building
US	05 Feb 2021	28.90054	Deltona	-81.26367	good
NG	03/14/2021, 00:00:00	12.74482	Argungu	4.52514	excellent
AR	12/16/2017, 00:00:00	-34.64966	Barracas	-58.38341	excellent
BR	2015-01-21	-14.66463	Nova Xavantina	-52.35558	average
RU	2017/12/23	53.37596	Otradnyy	51.3452	accep
TH	2017/07/25	15.79408	Yasothon	104.1451	good
FR	2014-06-03	43.83125	Cavaillon	5.03586	good
PK	2015-07-01	27.52948	Khairpur Mir’s	68.75915	building
IT	2012/10/27	44.89784	Tortona	8.86374	accep
BD	04/02/2017, 00:00:00	23.9028	Kushtia	89.11943	good
JP	2018-01-04	34.25	Iwade	135.31667	building
DE	06 Jun 2022	51.30001	Oschatz	13.10984	good
IN	19 Sep 2017	25.13915	Sheoganj	73.06784	maintenance
NI	04/03/2019, 00:00:00	13.48082	Somoto	-86.58208	accep
TR	09/22/2015, 00:00:00	40.37528	Mudanya	28.88222	average
IN	2014-04-04	26.32293	Barpeta	91.00632	accep
JP	11 Jun 2019	34.61667	Yao	135.6	average
RU	2017-08-20	44.92934	Krymsk	37.99117	accep
MN	2014-01-16	47.90771	Ulan Bator	106.88324	excellent
FR	12 Jul 2013	43.83125	Cavaillon	5.03586	average
US	2013/09/22	32.42067	Carlsbad	-104.22884	good
JP	2019-12-07	34.75856	Ueno-ebisumachi	136.13108	excellent
DZ	21 Sep 2018	36.72544	Thenia	3.55665	accep
US	2021/03/27	42.16808	Huntley	-88.42814	excellent
TH	04 Aug 2020	13.8196	Nakhon Pathom	100.04427	maintenance
DE	10/28/2019, 00:00:00	52.59319	Wittenau	13.32127	average
IT	18 Nov 2014	44.59445	Castelfranco Emilia	11.04979	building
US	08 Feb 2014	32.35126	Tyler	-95.30106	excellent
FR	2014/11/05	48.79325	Fontenay-aux-Roses	2.29275	accep
US	22 Jun 2022	33.7207	Indio	-116.21677	accep
KH	25 Nov 2020	13.65805	Paoy Paet	102.56365	accep
ID	10 Jul 2020	-7.0981	Randudongkal	109.3243	average
TZ	07/21/2020, 00:00:00	-6.25	Mvomero	38.66667	excellent
RU	2021-09-04	55.64776	Malakhovka	38.02486	maintenance
PE	2014-10-27	-3.74912	Iquitos	-73.25383	good
IN	15 Oct 2019	11.00599	Kangayam	77.5609	good
DZ	08 Aug 2013	35.21222	Ksar Chellala	2.31889	excellent
US	30 Apr 2013	40.56754	Pekin	-89.64066	excellent
AU	13 Dec 2012	-37.9	Wheelers Hill	145.18333	accep
CN	2016/09/22	37.73222	Hengshui	115.70111	excellent
NL	2020-07-03	52.14	Barneveld	5.58472	excellent
NL	2018-05-07	51.95838	Schiebroek	4.47124	average
TR	2014/06/18	38.37255	Aksaray	34.02537	good
PE	2016-02-26	-16.25	Yunguyo	-69.08333	good
BR	10/26/2018, 00:00:00	-15.675	Canavieiras	-38.94722	average
IN	2020/04/28	11.93381	Puducherry	79.82979	average
US	08/10/2016, 00:00:00	39.09112	Independence	-94.41551	excellent
IN	2017-11-19	19.21667	Dombivli	73.08333	excellent
PE	08/26/2013, 00:00:00	-15.21194	Minas de Marcona	-75.11028	average
FR	10/17/2019, 00:00:00	50.75	Saint-Omer	2.25	acceptable
ID	2014-01-29	3.7278	Labuhan Deli	98.6738	average
ID	2020-10-26	3.31332	Tarakan	117.59152	accep
LY	2018/10/03	24.96334	Ghat	10.18003	average
LK	08/29/2019, 00:00:00	6.84019	Dehiwala-Mount Lavinia	79.87116	maintenance
TZ	2021-10-11	-6.25	Mvomero	38.66667	excellent
PK	05/04/2013, 00:00:00	30.76468	Kanganpur	74.12286	excellent
BR	07/04/2020, 00:00:00	-10.95817	Tucano	-38.79084	accep
RU	12/05/2015, 00:00:00	53.14657	Nikolayevsk-on-Amure	140.72287	average
PG	06/28/2013, 00:00:00	-5.85746	Mount Hagen	144.23058	good
TR	05 Sep 2016	39.22493	Patnos	42.85693	good
TZ	27 Dec 2013	-7.76667	Iringa	35.7	building
US	2016/02/15	38.96372	Chillum	-76.99081	average
IN	05/26/2020, 00:00:00	32.55531	Chamba	76.12647	building
MX	30 Jan 2020	19.64745	Paracho de Verduzco	-102.04897	good
BE	2016/10/19	51.03427	Houthalen	5.37429	average
VN	10/20/2015, 00:00:00	10.29085	Sa Dec	105.75635	accep
CO	04/28/2016, 00:00:00	3.8801	Buenaventura	-77.03116	good
PH	2021-06-21	14.62578	Antipolo	121.12251	good
CO	10 Sep 2022	10.98778	Puerto Colombia	-74.95472	maintenance
PH	2019/11/05	10.7375	Talisay	122.9666	maintenance
ID	2019/06/13	-7.54972	Ngemplak	110.71639	good
US	21 Apr 2014	37.52487	Bon Air	-77.55777	maintenance
AU	2016/06/30	-27.50578	Carindale	153.10236	maintenance
US	2014/09/04	34.63915	Lompoc	-120.45794	excellent
GH	2018-07-29	6.46346	Bibiani	-2.31938	good
US	2021/12/28	42.30865	Canton	-83.48216	building
US	19 Apr 2017	33.50921	Scottsdale	-111.89903	accep
ID	2020-05-23	-7.81667	Kediri	112.01667	average
US	2018-08-02	33.98154	Lexington	-81.23621	excellent
TZ	04/24/2018, 00:00:00	-7.60361	Kidodi	37.00438	maintenance
GE	2021/07/20	41.82143	Kobuleti	41.77921	maintenance
MY	09 May 2022	5.4709	Batu Feringgi	100.24529	accep
IN	2019/09/20	26.2649	Jais	81.54855	good
ES	08/22/2016, 00:00:00	37.13548	Las Gabias	-3.67029	acceptable
UA	02/15/2018, 00:00:00	49.41029	Svatove	38.15035	building
ES	2021-03-06	38.68712	Puertollano	-4.10734	excellent
DE	2019-08-09	52.86147	Walsrode	9.5926	average
BY	2015/08/12	52.4089	Dobrush	31.3237	average
US	31 Dec 2016	43.54072	Nampa	-116.56346	good
US	13 Dec 2012	34.77453	Ada	-96.67834	good
UZ	19 Sep 2022	40.78206	Andijon	72.34424	accep
US	12/24/2021, 00:00:00	26.18924	San Juan	-98.15529	excellent
JP	08/30/2013, 00:00:00	41.77583	Hakodate	140.73667	building
US	2015-10-09	39.45621	Martinsburg	-77.96389	average
IN	23 May 2015	9.82564	Tiruppuvanam	78.25795	good
CZ	12/27/2020, 00:00:00	50.50301	Most	13.63617	excellent
FR	2016-08-10	43.2907	Marseille 11	5.4384	average
US	2022/06/09	41.16704	Bridgeport	-73.20483	good
GB	08/14/2015, 00:00:00	52.68333	East Dereham	0.93333	accep
DE	10/07/2013, 00:00:00	50.80904	Marburg an der Lahn	8.77069	good
FR	2016-08-31	48	Quimper	-4.1	excellent
JP	2013-06-13	35.82756	Ina	137.95378	good
RU	06/17/2015, 00:00:00	59.80917	Shushary	30.38167	excellent
CU	01 Jun 2017	22.98212	Corralillo	-80.58556	accep
BR	01/27/2015, 00:00:00	-4.24444	Barras	-42.29444	excellent
RU	2021/04/16	55.85	Likhobory	37.56667	good
US	24 Mar 2014	26.91756	Punta Gorda Isles	-82.07842	good
US	12/06/2021, 00:00:00	38.91817	Front Royal	-78.19444	good
US	26 Dec 2019	40.34912	Saratoga Springs	-111.90466	maintenance
KZ	2018-10-25	47.46657	Zaysan	84.87144	accep
FR	02 Mar 2019	43.32393	Les Olives	5.4584	accep
GB	2016-10-23	51.65	Barnet	-0.2	good
US	02 Apr 2014	40.81	Morningside Heights	-73.9625	good
JP	08 Jul 2015	35.8	Gero	137.23333	accep
US	2022/06/14	41.24255	Norwalk	-82.61573	excellent
IT	12/19/2015, 00:00:00	41.72063	Ariccia	12.6723	good
NG	08 Apr 2019	6.45407	Lagos	3.39467	maintenance
PT	05/09/2013, 00:00:00	37.74615	Ponta Delgada	-25.66689	excellent
CN	2022-07-20	35.20889	Changzhi	111.73861	good
US	2015/08/17	35.05266	Fayetteville	-78.87836	average
BA	2014-05-10	44.75874	Bijeljina	19.21437	accep
IN	2014-06-25	10.12268	Periyakulam	77.54372	excellent
US	23 Nov 2021	39.72943	Aurora	-104.83192	excellent
IT	22 Mar 2016	45.79377	Malnate	8.88104	excellent
NG	07/09/2013, 00:00:00	7.62789	Ilesa	4.74161	average
IT	2021/02/05	40.55851	Mesagne	17.80774	excellent
ID	24 Aug 2018	-7.0981	Randudongkal	109.3243	building
BR	06/26/2014, 00:00:00	-0.71667	Soure	-48.52333	maintenance
US	25 Jan 2022	40.67705	Cypress Hills	-73.89125	good
IN	17 Dec 2017	26.2649	Jais	81.54855	accep
KZ	2021/05/09	47.83333	Shalqar	59.6	excellent
US	2018-12-28	41.14676	New Canaan	-73.49484	good
TH	05/07/2019, 00:00:00	16.0567	Roi Et	103.65309	average
MY	02 Nov 2013	4.02219	Teluk Intan	101.02083	good
US	09/27/2019, 00:00:00	40.81	Morningside Heights	-73.9625	average
SK	2020-06-25	48.8449	Skalica	17.22635	building
AR	2021-12-11	-27.4338	Aguilares	-65.61427	excellent
EC	2021/11/20	-2.90055	Cuenca	-79.00453	excellent
XK	2015-07-22	42.62833	Glogovac	20.89389	average
DE	23 Jan 2021	52.21099	Gronau	7.02238	good
IN	01/12/2017, 00:00:00	29.21399	Kashipur	78.95693	maintenance
IN	2019-07-01	18.18158	Osmanabad	76.03889	accep
BR	01 Mar 2018	-8.66667	Catende	-35.71667	accep
AZ	2018/01/13	38.45598	Astara	48.87498	good
CN	2021-12-09	34.56861	Beidao	105.89333	building
CZ	28 Mar 2019	50.23271	Karlovy Vary	12.87117	maintenance
TH	2013-01-30	15.79408	Yasothon	104.1451	good
AU	2021/04/02	-33.75881	Baulkham Hills	150.99292	average
CZ	2017/12/11	50.50301	Most	13.63617	good
RU	2017-02-17	54.90083	Stupino	38.07083	building
CN	27 Jun 2022	37.19723	Tianfu	122.05228	average
RU	10/09/2014, 00:00:00	53.59782	Dyat’kovo	34.33825	building
BA	09 May 2021	44.75874	Bijeljina	19.21437	accep
GB	01/07/2014, 00:00:00	53.38333	Gainsborough	-0.76667	maintenance
IN	09/22/2017, 00:00:00	23.07492	Pandua	88.28637	average
IT	09/10/2019, 00:00:00	37.51803	Misterbianco	15.00913	excellent
UA	2014-08-05	50.18545	Shepetivka	27.06365	excellent
ES	2013-01-07	42.64685	Villaquilambre	-5.55835	good
ES	2013/04/26	37.35813	San Juan de Aznalfarache	-6.03731	maintenance
YE	2016-12-06	14.53767	Ataq	46.83187	good
CI	2017-09-07	5.84752	Lakota	-5.682	maintenance
MG	2018/04/14	-22.9	Sakaraha	44.53333	average
RU	2018/03/03	54.8421	Alatyr’	46.5813	good
RU	21 May 2018	56.9083	Beryozovsky	60.8019	excellent
TH	2019-03-17	13.51825	Damnoen Saduak	99.95469	good
HR	2016/10/02	43.50891	Split	16.43915	good
GB	2019/01/21	53.38333	Gainsborough	-0.76667	building
CL	2013-08-24	-32.45242	La Ligua	-71.23106	average
PK	05/21/2015, 00:00:00	29.38242	Alipur	70.91106	accep
BE	2013-01-28	51.03427	Houthalen	5.37429	accep
IT	2013-03-01	40.53123	Francavilla Fontana	17.58522	good
DE	2016/02/08	49.68369	Bensheim	8.61839	average
US	2018/03/31	43.91452	Brunswick	-69.96533	excellent
IT	02/24/2018, 00:00:00	41.55947	Campobasso	14.66737	good
JP	23 Sep 2019	35	Komono	136.51667	maintenance
TR	04/03/2021, 00:00:00	37.05944	Gaziantep	37.3825	accep
PG	07/30/2014, 00:00:00	-5.85746	Mount Hagen	144.23058	excellent
NL	2017-01-07	53.16167	Hoogezand	6.76111	average
CD	2020-11-19	-4.5833	Kasangulu	15.16554	accep
CD	2017/07/21	0.76755	Yangambi	24.43973	good
DE	05/23/2016, 00:00:00	50.09019	Hofheim am Taunus	8.4493	excellent
CA	2018-04-30	45.44868	Pointe-Claire	-73.81669	average
BR	18 Oct 2016	-8.66667	Catende	-35.71667	maintenance
MX	06/22/2014, 00:00:00	20.74122	Santa Rosa Jauregui	-100.44843	excellent
BR	12 Feb 2016	-10.90889	Barra dos Coqueiros	-37.03861	maintenance
CN	2016-02-16	41.09822	Nanpiao	120.74792	accep
NL	2018/04/09	52.14	Barneveld	5.58472	excellent
TD	02/15/2013, 00:00:00	12.18441	Mongo	18.69303	average
GB	2020-09-13	50.79205	Southsea	-1.08593	good
US	07 Apr 2020	40.64621	Kensington	-73.97069	building
US	25 Aug 2013	33.72255	Palm Desert	-116.37697	good
JP	2020-01-12	35.815	Shimotoda	139.6853	excellent
RU	2018/02/25	53.77166	Bogoroditsk	38.12408	accep
US	2015/11/05	42.24113	Crystal Lake	-88.3162	maintenance
TN	08 Dec 2021	37.16911	El Alia	10.03478	excellent
MX	2022/05/17	19.04222	Casa Blanca	-98.11889	excellent
CA	02/26/2022, 00:00:00	50.26729	Vernon	-119.27337	accep
US	2013/03/12	40.68066	Massapequa	-73.47429	accep
US	2015/01/06	41.24255	Norwalk	-82.61573	average
US	2014-11-28	41.9001	Taunton	-71.08977	average
RU	2018/05/21	53.77166	Bogoroditsk	38.12408	average
TN	2018/08/25	36.46917	Beni Khiar	10.78222	maintenance
ZA	2013-05-21	-27.76952	Vryheid	30.79165	excellent
IN	08 Nov 2021	10.58806	Udumalaippettai	77.24779	building
US	12 Apr 2015	34.63915	Lompoc	-120.45794	average
RU	06/12/2021, 00:00:00	54.84444	Kashira	38.16694	accep
CN	2012/10/19	41.27194	Liaoyang	123.17306	average
IT	20 Nov 2018	37.31065	Agrigento	13.57661	average
AR	05/13/2021, 00:00:00	-34.64966	Barracas	-58.38341	average
PH	2016/11/17	14.95472	Baliuag	120.89694	average
CO	2017/01/02	6.46838	Socorro	-73.26022	average
US	2018/11/13	40.65538	Scotch Plains	-74.38987	maintenance
RU	12/26/2013, 00:00:00	54.03876	Kovylkino	43.91385	average
HT	04 Aug 2016	18.65297	Thomazeau	-72.09391	good
JM	2017-01-12	18.00747	New Kingston	-76.78319	building
CN	01/24/2022, 00:00:00	37.30553	Zhuangyuan	120.82747	good
IN	2015-11-13	11.12018	Manjeri	76.11996	maintenance
US	2019/01/30	42.35843	Boston	-71.05977	excellent
SE	2013/02/17	61.72744	Hudiksvall	17.10558	accep
US	2021-06-17	27.09978	Venice	-82.45426	excellent
US	05 Dec 2015	34.63915	Lompoc	-120.45794	good
IN	20 Jan 2014	17.34769	Lal Bahadur Nagar	78.55757	excellent
DE	2021/02/17	50.9803	Weimar	11.32903	building
IN	2018/05/24	22.19303	Diamond Harbour	88.18466	excellent
KR	15 Mar 2021	36.82167	Eisen	128.63083	average
GB	2022/09/27	51.40148	Newbury	-1.32471	average
DE	2020-01-14	51.19139	Korschenbroich	6.51352	average
BR	22 Sep 2013	-28.44917	Marau	-52.2	excellent
AR	2020-05-28	-31.4488	Esperanza	-60.93173	maintenance
ML	2020/09/16	12.74409	Kati	-8.07257	good
NL	2013-02-16	52.31333	Oldenzaal	6.92917	accep
IT	12/17/2013, 00:00:00	40.72586	Sassari	8.55552	average
US	2022-02-08	40.64621	Kensington	-73.97069	good
DE	2022/07/03	48.06919	Gauting	11.37703	accep
PH	2022/03/11	6.95194	Recodo	121.96361	good
IN	2016-04-07	23.18	Aistala	88.58	good
RU	07 Mar 2019	56.03361	Volokolamsk	35.96944	average
EG	06 Sep 2018	31.20176	Alexandria	29.91582	average
PH	22 Apr 2014	12.97389	Sorsogon	123.99333	accep
UZ	02/05/2016, 00:00:00	40.11583	Jizzax	67.84222	good
GT	2019-09-26	14.93333	Chichicastenango	-91.11667	good
MA	2016/08/02	33.42585	Oulmes	-6.00137	accep
IN	27 Feb 2021	26.11527	Supaul	86.59509	good
US	06/11/2021, 00:00:00	41.16704	Bridgeport	-73.20483	good
DK	14 Feb 2013	55.67938	Frederiksberg	12.53463	accep
GH	19 Aug 2018	7.06273	Mampong	-1.4001	building
CA	18 Sep 2016	45.43341	Beaconsfield	-73.86586	average
MX	12/31/2017, 00:00:00	19.32889	San Lorenzo Acopilco	-99.32556	accep
DZ	2013/07/03	34.15429	Messaad	3.50309	excellent
MY	04/27/2020, 00:00:00	5.90702	Donggongon	116.10146	excellent
US	2018/11/12	32.52515	Shreveport	-93.75018	excellent
US	2018/07/05	29.65163	Gainesville	-82.32483	good
DE	2015-02-21	48.07667	Trossingen	8.64409	excellent
ES	2016/05/13	37.35813	San Juan de Aznalfarache	-6.03731	good
GB	07/11/2019, 00:00:00	56.56317	Arbroath	-2.58736	average
DE	16 Jul 2017	52.2	Kirchlengern	8.63333	building
CN	2013/06/06	35.85	Dongdu	117.7	building
US	2017/06/25	27.09978	Venice	-82.45426	good
PK	01 Aug 2020	30.46907	Kot Addu	70.96699	excellent
AR	2016-07-07	-34.64167	Chacabuco	-60.47389	excellent
US	2016-01-27	40.64621	Kensington	-73.97069	good
TN	2017/12/15	37.16911	El Alia	10.03478	good
US	2015/03/24	47.76232	Bothell	-122.2054	average
PH	2021-08-08	10.20898	Naga	123.758	accep
US	2021/05/20	33.93113	Norco	-117.54866	excellent
JP	2022/07/24	34.4833	Toba	136.84186	average
UY	02 Sep 2020	-33.38056	Durazno	-56.52361	maintenance
NL	2014-01-03	51.955	Culemborg	5.22778	average
CA	11 May 2019	46.1351	Sydney	-60.1831	excellent
PL	07/07/2022, 00:00:00	50.86079	Brzeg	17.4674	excellent
NI	10/23/2018, 00:00:00	11.84962	Jinotepe	-86.19903	maintenance
ZA	18 Jan 2013	-26.93366	Standerton	29.24152	accep
XK	09/12/2013, 00:00:00	42.62833	Glogovac	20.89389	good
IE	28 Oct 2020	53.53333	An Muileann gCearr	-7.35	building
BR	2014-12-09	-21.42917	Alfenas	-45.94722	maintenance
PH	10/02/2017, 00:00:00	6.95194	Recodo	121.96361	accep
ES	2012-10-22	42.8139	Segundo Ensanche	-1.64295	maintenance
US	04/18/2022, 00:00:00	43.54072	Nampa	-116.56346	accep
CU	2015/01/18	23.15678	Varadero	-81.24441	accep
CL	2017/05/03	-30.60106	Ovalle	-71.19901	building
TR	01/23/2014, 00:00:00	37.31309	Mardin	40.74357	building
PK	2019/02/21	31.71667	Sangla Hill	73.38333	average
DE	03 Oct 2013	48.73218	Neuburg an der Donau	11.18709	average
CA	13 Dec 2012	46.23899	Charlottetown	-63.13414	good
RU	16 Mar 2014	51.82721	Ulan-Ude	107.60627	maintenance
CU	2014/10/10	23.04419	Jaruco	-82.00919	building
US	08 Mar 2015	41.16704	Bridgeport	-73.20483	excellent
RU	2015/04/30	53.77166	Bogoroditsk	38.12408	maintenance
GM	2013-09-05	13.56667	Farafenni	-15.6	building
CL	2019/04/18	-32.45242	La Ligua	-71.23106	excellent
PH	05 Jul 2014	10.31672	Cebu City	123.89071	average
US	2020/01/16	33.7207	Indio	-116.21677	excellent
DE	10 Aug 2021	51.20219	Radevormwald	7.36027	average
CN	2020-12-08	35.20889	Changzhi	111.73861	average
DE	09/01/2021, 00:00:00	50.9803	Weimar	11.32903	building
TH	2020/12/07	13.51825	Damnoen Saduak	99.95469	good
GB	2020-12-14	50.79205	Southsea	-1.08593	accep
GB	03/10/2017, 00:00:00	53.83333	Poulton-le-Fylde	-2.98333	accep
BR	2014/04/19	-12.91667	Muritiba	-39.25	maintenance
US	2012/09/29	40.65995	Kearns	-111.99633	average
BG	02/04/2017, 00:00:00	41.57439	Smolyan	24.71204	average
FR	05/06/2020, 00:00:00	45.73333	Bron	4.91667	good
IT	12/30/2013, 00:00:00	42.67164	Roseto degli Abruzzi	14.01481	building
PS	04/24/2022, 00:00:00	31.78336	East Jerusalem	35.23388	maintenance
BO	12/22/2016, 00:00:00	-21.44345	Tupiza	-65.71875	accep
RU	12/05/2019, 00:00:00	53.53041	Nizhniy Lomov	43.67663	accep
IT	2013-01-21	45.53069	Gorgonzola	9.40531	average
DZ	2013-09-27	34.15429	Messaad	3.50309	accep
PR	09/22/2014, 00:00:00	18.03496	Yauco	-66.8499	good
US	01/21/2021, 00:00:00	45.16024	Lino Lakes	-93.08883	excellent
MY	2018-01-26	5.90702	Donggongon	116.10146	accep
US	2019/02/26	39.72943	Aurora	-104.83192	accep
CN	2021-02-11	32.54278	Danjiangkou	111.50861	excellent
IN	2016-06-24	30.21121	Malaut	74.4818	good
PK	04/05/2015, 00:00:00	32.57756	Mianwali	71.52847	maintenance
BE	2012/12/31	51.24197	Lille	4.82313	average
US	14 Nov 2013	43.16547	Gates-North Gates	-77.70066	maintenance
IN	14 Feb 2014	27.9247	Chharra	78.40102	accep
TT	02/25/2015, 00:00:00	10.66668	Port of Spain	-61.51889	average
CN	24 Jul 2015	42.64031	Dongfeng	125.51176	excellent
CN	01/11/2019, 00:00:00	23.29549	Licheng	113.82465	average
DE	2015-08-17	48.28259	Ehingen	9.72749	maintenance
MK	22 Feb 2021	41.92361	Bogovinje	20.91361	good
FR	08/24/2017, 00:00:00	43.11667	Pamiers	1.6	accep
RU	08 Apr 2015	55.54028	Sharypovo	89.20083	accep
KZ	2019-02-28	47.46657	Zaysan	84.87144	average
DE	07/08/2019, 00:00:00	50.80019	Siegburg	7.20769	excellent
JP	02/10/2013, 00:00:00	34.81667	Toyokawa	137.4	building
ES	2013/11/26	41.63976	Cardedeu	2.35739	average
UA	2018-03-11	49.07866	Zvenihorodka	30.96755	maintenance
CA	20 Apr 2015	53.51684	Sherwood Park	-113.3187	average
DE	25 Sep 2015	51.88333	Verl	8.51667	average
US	04/02/2021, 00:00:00	33.76446	North Tustin	-117.79394	good
BY	2013-04-20	53.5942	Novogrudok	25.8191	excellent
GB	2018/01/19	52.68333	East Dereham	0.93333	accep
CN	2022/04/23	37.65181	Longgang	120.33063	excellent
VE	2016-04-06	8.62261	Barinas	-70.20749	average
US	2021/03/31	41.15376	Bourbonnais	-87.88754	excellent
GB	13 Apr 2013	50.76306	Cowes	-1.29772	maintenance
ES	2020/12/20	43.32686	Leioa	-2.98884	average
BJ	24 Jul 2021	8.88649	Tchaourou	2.59753	accep
