TEMP	H2CO	PM10	Pb	latitude	PM2.5	O3	PRES	longitude	PAHs	CFCs	NH3	warning	C2H3NO5	CO	NOx	CH4	SO2
13.90019	68.99752	10.81811	45.82839	43.83125	11.29555	7.80560	1194.15121	5.03586	11.97185	37.51889	11.38376	1.00000	1.54315	9.62731	7.50524	9.86890	8.84456
9.64933	46.83097	10.29495	50.30786	34.61667	7.68189	10.01471	1060.33314	135.6	8.43651	53.83118	9.09602	1.00000	0.89788	9.97319	11.59760	10.32736	11.40528
21.32268	48.76214	9.88546	47.45068	51.24197	11.95536	10.40488	1082.06191	4.82313	10.86587	32.67688	12.16838	1.00000	0.64699	8.18267	9.83907	8.10696	7.23912
21.31464	46.96953	9.98438	54.72994	31.12406	12.64433	10.32471	1134.49689	-97.90308	10.76882	53.92536	12.85470	1.00000	0.69459	7.84479	5.86756	11.38759	11.57162
23.27989	40.94835	8.33132	41.98259	-21.44345	12.55844	7.64228	1163.09165	-65.71875	12.56250	55.95211	13.12975	1.00000	0.18177	8.70253	11.02468	4.90540	9.50692
-1.18398	63.50019	12.38583	49.18391	34.08565	8.14424	9.36876	1127.92234	74.80555	9.64528	45.90321	5.58293	0.00000	7.13700	10.12786	5.86252	10.73912	9.20467
2.91384	64.92182	9.03293	65.92609	46.67535	7.55285	9.41357	1076.00693	5.55575	8.05217	30.32770	10.46094	0.00000	0.29404	7.47146	7.36497	8.31938	6.68214
15.33423	60.08833	11.30043	56.25754	55.54028	7.77139	7.86955	1194.85397	89.20083	9.34424	44.05925	8.18777	1.00000	2.44760	9.08513	12.31967	8.24720	9.47208
26.83436	33.68837	12.55922	42.44371	38.55632	10.39952	9.77644	1182.67197	69.01354	11.00845	25.90806	9.29201	1.00000	8.45622	11.42564	10.67367	9.72136	8.44608
31.87396	45.97213	8.56374	69.91131	37.51803	9.96624	9.28981	1172.47002	15.00913	7.41139	58.08058	11.18207	0.00000	0.19777	7.48544	8.02096	8.04492	8.47496
1.93636	23.28420	8.14264	33.89586	-4.24444	10.92961	10.49150	1079.60117	-42.29444	8.01764	34.18254	8.68101	1.00000	0.11998	8.40255	11.70118	7.06814	9.81027
23.05605	33.84175	7.15093	42.81885	38.91817	9.54403	8.09768	1093.19229	-78.19444	7.75073	44.86927	10.16864	0.00000	0.10007	8.06567	8.91315	9.28648	9.76458
-6.14180	52.65530	10.72847	38.43656	20.21322	8.42146	8.94001	1078.60866	-100.88023	8.02298	33.67373	7.23200	0.00000	1.38289	9.37812	8.42428	10.04303	9.00978
18.25857	59.75668	11.63808	47.18995	9.89206	9.81680	9.46688	1096.24870	43.38531	11.00795	48.73493	9.48375	1.00000	3.40639	11.16654	10.62287	9.67022	9.11856
3.02513	31.31976	8.33313	44.66496	-2.90055	9.91383	8.23148	1138.71832	-79.00453	11.65420	44.97347	9.17934	0.00000	0.16793	9.40647	11.48450	7.99462	10.03232
21.53143	66.41341	9.90071	41.62986	48.49144	7.30142	9.26515	1131.97139	9.20427	7.94672	52.92500	8.72986	0.00000	0.64037	10.03723	8.13696	12.59197	9.20651
2.11291	54.92889	6.96191	38.93186	50.23271	9.11180	10.42874	1191.47917	12.87117	10.67392	46.28518	7.86707	1.00000	0.08617	8.49231	12.86291	5.23847	8.96281
13.42599	53.16571	7.51187	56.51282	50.80019	9.06638	8.66534	1180.04200	7.20769	7.43773	51.16826	10.11089	0.00000	0.10895	8.98848	8.56713	8.90930	8.37707
13.14648	66.29114	6.66267	31.33439	-11.78333	8.52565	9.92047	1168.13403	19.91667	13.90742	56.01500	8.07731	1.00000	0.08953	9.42633	10.52498	7.70218	11.14825
-2.36404	35.20192	6.89173	46.69572	51.39148	10.89930	8.34555	1174.41884	-0.29825	10.27504	62.90909	8.43621	0.00000	0.05981	8.26474	10.37486	6.88422	9.17885
39.34863	22.16709	9.16529	30.00381	50.82709	11.91784	9.64796	1085.19907	6.9747	11.33154	33.55605	12.06712	1.00000	0.33629	10.75266	9.67823	8.89987	8.75036
6.54870	59.00495	11.82719	60.04091	-22.9	10.76692	7.82564	1164.74410	44.53333	10.53318	63.24340	10.26259	1.00000	4.11583	9.68137	9.84687	7.98904	9.68067
15.00475	36.16810	6.29204	44.64272	41.15376	9.24740	8.71923	1069.46026	-87.88754	12.62177	43.16243	9.14108	1.00000	0.05305	6.90122	12.12877	5.48351	9.88412
17.66511	60.29618	7.55917	43.32719	14.66	11.46513	7.66909	1176.97250	120.56528	8.60120	36.31610	7.61410	1.00000	0.11790	8.05727	9.75117	7.86186	7.61352
9.29127	61.90109	10.43342	39.21007	36.02506	10.33297	7.45418	1138.14548	-86.77917	10.17968	44.12621	10.92059	1.00000	1.06304	9.23020	10.29454	11.51324	7.65018
27.24612	47.59507	8.38197	72.46771	50.23019	11.03762	9.80000	1106.10617	8.77155	10.28439	56.37940	11.73603	1.00000	0.17471	7.30958	12.07121	9.33194	9.23297
31.39884	36.37058	7.70286	60.88018	25.49043	12.26992	9.68775	1164.19375	85.94001	7.39061	37.38108	11.36817	0.00000	0.13033	8.50968	9.87986	8.96219	8.83577
21.51798	48.05965	10.88004	46.30011	52.71083	11.28287	9.76921	1112.10494	5.74861	11.68329	67.97570	11.36106	1.00000	1.61419	8.23410	9.05994	6.56476	9.81349
22.36841	46.42118	10.68019	48.93175	53.46506	11.45802	8.55595	1089.90590	-1.47217	10.57365	50.88400	10.96668	1.00000	1.33698	8.14825	10.08735	9.33003	7.87456
24.05488	49.15378	11.46327	43.81768	29.65163	7.54155	10.45202	1142.63360	-82.32483	8.76217	21.83239	7.45876	1.00000	2.85863	9.37132	13.61857	11.03932	8.82199
24.72340	53.88990		70.09797	-10.90889	8.79810	8.86622	1156.42856	-37.03861	8.16166	57.58464	8.48108	1.00000	1.83976	10.68151	13.26493	12.79087	10.59057
31.98415	36.31202	11.98768	46.36216	40.81	10.59380	9.24639	1134.30290	-73.9625	9.66606	74.03398	10.14412	1.00000	4.83333	8.78175	8.88956	12.79760	7.51828
19.61889	64.50790	12.24532	59.65872	17.06542	7.66347	10.07396	1175.92303	-96.72365	7.98286	59.95150	7.46454	1.00000	6.20419	10.43607	12.94047	11.90641	9.65633
11.33197	68.31108	9.91622	38.08490	10.29085	11.90082	6.95402	1120.52988	105.75635	12.02313	60.73541	12.27104	1.00000	0.63952	8.94541	10.72104	7.37432	10.28706
19.78369	47.07479	5.65186	64.99382	60.18427	9.58610	9.10477	1107.65889	24.95034		41.72725	7.99156	1.00000	0.08309	10.48273	10.40203	6.21516	8.81329
19.53676	24.13713	8.17876	47.11014	24.05979	11.00435	8.44348	1123.82021	77.40858	10.95653	21.22946	12.40084	1.00000	0.16425	9.84871	8.43633	10.92982	9.94693
-1.41762	43.62159	6.87518	49.93825	-28.44917	10.10428	9.48617	1072.81094	-52.2	11.38270	57.58398	7.73662	1.00000		8.39321	9.81198	7.74190	8.59041
12.96694	55.85068	7.62863	41.60360	53.51684	10.49737	8.90709	1155.86433	-113.3187	5.54027	53.28613	9.52879	0.00000	0.07613	11.48474	7.60249	6.65882	10.29098
0.77057	50.55218	6.47142	50.36299	12.18441	9.25657	7.33730	1090.20516	18.69303	11.09139	33.50775	8.76333	1.00000	0.06468	9.44613	11.12290	6.74752	8.74217
46.13139	67.59697	9.11756	28.44365	50.75	9.75504	10.75113	1184.30092	2.25	9.42833	19.75629	8.74366	1.00000	0.33902	8.76198	14.64635	5.42478	11.91591
10.10991	26.49419	7.71161	47.98968	51.42708	10.45873	9.11915	1137.78346	-0.91979	6.60148	76.89284	9.10371	0.00000	0.09766	8.89922	8.94063	7.83590	8.64907
25.81415	58.94445	6.50609	28.23286	11.50526	9.35236	9.82088	1146.96761	77.23826	4.98361	36.67272	11.05008	0.00000	0.06874	10.24082	10.85633	9.73399	7.88930
-1.22182	59.15651	10.06020	41.46521	-20.88231	9.48777	10.04918	1105.43639	55.4504	6.00024	57.76432	8.16125	0.00000	0.74699	8.74941	7.65628	6.44358	8.58010
3.94802	70.90222	11.01397	35.03851	-15.675	10.88806	10.28630	1079.45990	-38.94722	11.06212	50.65133	11.01368	1.00000	1.83209	8.01541	8.93698	9.66131	10.74422
22.97820	51.29375	9.27962	38.95375	9.3337	7.97988	8.87838	1180.87616	122.8637	6.54698	23.80296	8.26005	0.00000	0.35348	7.79905	9.75539	9.49298	8.63024
22.52830	39.78709	11.31975	63.32822	12.74409	9.27577	10.48872	1120.86300	-8.07257	6.94174	43.20162	6.98090	0.00000	2.48497	8.52973	5.82403	5.51742	9.26534
-7.97573	55.04542	11.52511	52.60315	37.35813	8.56733	8.26965	1191.13753	-6.03731	7.64014	62.48780	6.98196	0.00000	3.05854	8.70262	7.63500	9.63134	10.58354
9.76204	47.28371	5.36806	45.82389	32.55531	9.91558	9.01624	1079.85996	76.12647	5.83402	61.80970	9.52025	0.00000	0.04139	9.43314	10.26069	10.31032	10.73960
-11.29186	38.00246	10.02822	41.31041	55.85	10.15258	9.48725	1165.38152	37.56667	11.59167	42.73573	10.92182	1.00000	0.72675	9.65671	9.19570	11.73431	9.21375
20.45556	42.25118	11.44684	24.53932	43.54072	8.29854	9.96671	1084.78331	-116.56346	9.62816	41.38180	6.45624	0.00000	2.80521	7.61862	10.45582	11.70614	8.57690
12.16008	28.31907	7.25192	31.54825	30.29184	9.70619	9.03882	1184.01145	71.67164	10.58488	50.88952	7.49977	1.00000	0.10924	9.80226	11.13758	6.93400	9.19870
16.57435	48.05397	10.99600	15.02329	60.18427	7.26432	10.21760	1111.24149	24.95034	8.98925	49.36168	7.43691	0.00000	1.80362	9.38792	6.06633	12.16812	8.76586
15.31026	56.96294	4.45816	39.14260	51.40944	10.98502	8.81871	1137.71791	46.04833	7.59156	19.17735	10.08277	1.00000	0.05423	10.05069	10.96661	11.61039	9.58901
11.50401	15.39781	12.19721	61.05928	3.27833	9.68142	8.99022	1143.05596	32.88667	9.19982	15.99888	9.35697	1.00000	5.87945	8.16928	11.14414	9.11880	8.52698
15.31172	71.92500	9.38968	39.33429	33.35283	9.99032	8.82689	1133.32405	-111.78903	9.37457	67.87505	9.45586	1.00000	0.39473	10.37156	14.76605	5.74004	10.30437
4.07730	43.63959	7.20282	53.41082	0.76755	8.54727	9.39022	1054.98277	24.43973	7.80049	64.37935	11.23581	0.00000	0.12071	9.30735	8.14768	8.47914	9.52203
25.17781	50.19046	6.92017	16.27801	7.62789	11.80173	9.21965	1103.08511	4.74161	7.81402	47.67406	6.79052	1.00000	0.08316	9.72623	9.56289	7.09134	8.97926
-22.09653	77.38843	10.55342	43.21405	48.49144	13.15149	9.69133	1164.19055	9.20427	13.74977	48.81077	12.14984	1.00000	1.18522	7.74701	9.89431	9.87127	8.57265
21.39295	63.07396	8.67127	45.32881	39.96348	10.06173	9.10679	1174.87063	-4.83076	10.24716	58.23716	11.54311	1.00000	0.22729	9.57944	9.45414	10.92572	9.13630
-14.43056	40.94985	13.02132	47.83395	27.71809	9.15404	8.27870	1129.30357	-82.35176	8.18715	38.20523	8.91693	1.00000	13.41271	8.65913	9.41143	11.38335	
30.62320	48.96658	8.27979	50.37545	37.56667	11.26398	7.97447	1118.39892	140.11667	8.92958	31.40513	6.74624	1.00000		8.46097	8.87667	9.29228	9.13346
5.17275	30.79397	8.42001	52.86888	47.83333	10.35139	9.28763	1107.48482	59.6	11.34220	43.82775	8.78748	1.00000	0.16753	10.62337	10.49748	8.77417	10.46785
19.14081	64.46412	10.07909	70.79235	20.21322	6.89145	8.54285	1067.13528	-100.88023	8.99488	46.27061	8.31736	0.00000	0.77713	8.15975	11.06288	14.35795	9.53672
-0.70486	65.07104	8.76358	44.68322	-17.83333	9.47948	8.91042	1119.04274	48.41667	6.22346	38.25895	9.65640	0.00000	0.26047	9.46997	7.50752	6.56953	7.70324
3.64343	55.91535	12.06465	30.84989	39.57582	10.34692	11.09878	1122.90928	-105.11221	9.68164	21.09132	9.48281	1.00000	5.15536	10.94534	11.28329	8.36072	9.37277
13.00058	38.29637	6.02607	60.86017	61.72744	9.50583	10.25308	1110.11064	17.10558	9.88207	59.31470	7.77902	1.00000	0.05594	9.24169		5.44509	9.32124
10.64920	56.13376	9.58743	30.57525	6.46346	11.42007	8.80647	1117.05495	-2.31938	10.39238	47.59928	7.52824	1.00000	0.48821	9.55873	10.58808	8.99079	7.45551
17.76890	33.18429	11.52463	37.82872	19.21667	8.45675	9.70147	1139.60229	73.08333	9.50486	57.84775	6.54129	0.00000	3.01907	9.43636	9.40525	10.16903	10.19498
20.82178	52.07337	8.87774	30.73317	36.92574	10.61191	9.02749	1056.40532	14.72443	11.17356	45.97225	9.28025	1.00000	0.26142	10.31046	12.49377	7.15327	9.53810
16.54672	52.19008	7.49281	41.11334	38.17492	11.52683	8.72315	1151.97361	-122.2608	7.76284	40.06406	10.49306	0.00000	0.09418	9.85148	8.04165	7.70830	8.65545
15.53483	32.92437	11.67065	35.18369	9.57046	9.26688	8.69890	1160.13921	76.32756	7.97360		7.11051	0.00000	3.50954	9.84841	7.16061	9.85760	7.76504
28.39806	59.35272	11.91178	58.52574	46.75451	10.93861	9.43552	1072.95990	33.34864	11.46719	48.87409	10.94957	1.00000	4.45109	9.94734	7.76694	6.90994	8.25043
12.82476	37.58020	11.20949	22.72211	43.50891	8.67172	10.47037	1198.95220	16.43915	10.64260	21.14978	6.10023	0.00000	2.21631	8.78327	5.63399	11.83579	8.30476
23.80597	33.84348	6.14863	59.17608	55.85	10.37692	8.04491	1121.74575	37.56667	8.80608	59.37408	6.57078	1.00000	0.05801	7.44724	10.31097	6.07592	10.69294
4.29992	63.65065	10.42920	53.94635	-2.90055	8.64484	9.62101	1083.31178	-79.00453	9.79652	73.01171	9.19647	1.00000	1.06037	8.35730	12.65417	12.87501	10.21237
27.16894	55.85686	9.34859	54.18633	52.4089	7.86044	8.04173	1101.85211	31.3237	9.19684	62.72319	10.26251	1.00000	0.39583	9.30938	11.45260	7.69774	9.93123
9.30476	16.98030	8.94972	39.96666	34.08565		9.59629	1136.12092	74.80555	8.09406	61.91761	9.90865	0.00000	0.30347	9.47289	9.04279	12.19298	7.66966
6.87741	58.43695	10.47054	41.11887	55.62047	10.20166	8.50829	1126.12863	37.49338	11.33814	56.69616	10.35420	1.00000		9.12019	10.13085	8.64488	8.38289
10.43650	65.78264	12.29503	51.42873	33.72255	10.39037	9.20900	1148.08009	-116.37697	6.84724	65.79870	11.44991	0.00000	6.52991	9.51556	5.90166	4.50569	8.48105
2.81617	54.54809	5.79997	21.48783	-34.64167	12.39023	8.63611	1080.09957	-60.47389	8.83852	48.05204	9.76832	0.00000	0.05795	7.75982	8.17517	8.70057	9.51113
9.46690	54.43589	9.08312	54.48936	6.46346	7.74299	10.16031	1159.13108	-2.31938	6.22423	40.31596	9.66045	0.00000	0.35448	8.43842	9.81795	9.52926	8.54116
19.22507	48.04510	8.23750	59.34737	49.97704	14.60455	9.56493	1061.16244	9.15214	14.92216	44.81111	14.30713	1.00000	0.15550	8.12694	8.80734	9.33632	11.70081
14.66371	60.85278	6.12900	66.59792	23.07492	9.85548	9.61276	1084.06677	88.28637	9.78886	68.17084	8.29659	1.00000	0.06077	9.87885	11.12528	5.87565	10.63182
24.65606	45.30649	12.36976	46.22182	50.75	8.41863	10.52264	1135.47663	2.25	8.87989	63.47981	5.89133	0.00000	7.02775	7.34011	6.76126	8.97263	9.48390
2.77423	53.75980	7.89560	55.30920	26.11527	11.31554	9.13336	1186.42052	86.59509	10.96237	34.80799	8.55047	1.00000	0.14646	8.84120	8.74198	9.54030	8.85234
16.80051	40.17907	5.85793	86.01703	14.95472	10.10039	8.40144	1135.56874	120.89694	9.18228	22.28298	6.56062	1.00000	0.04516	11.16824	10.29663	6.01765	8.20763
14.04212	64.18461	10.00924	49.67844	3.31332	12.31871	8.47396	1150.51210	117.59152	9.28975	38.42282	7.91063	1.00000	0.69306	8.02401	9.89789	9.75497	9.55409
2.17512	62.41435	5.42873	40.13524	47.83333	12.25406	8.84742	1085.70935	59.6	9.47020	32.83992	10.29278	0.00000	0.07033	10.23400	8.92275	9.79035	8.33433
15.40069	28.36963	13.20164	38.04318	35	8.42440	9.40453	1113.87211	136.51667	9.39203	39.85946	5.21238	0.00000	16.03614	9.05526	5.09371	10.59453	8.73743
17.39330	51.21933	9.26295	43.16572	-4.06667	5.34848	9.71124	1175.67515	37.73333	4.25522	43.90630	11.10042	0.00000	0.34451	9.20658	7.76211	6.81568	10.47934
24.09521	72.04065	11.93623	29.94617	33.42585	8.40029	9.70381	1099.29692	-6.00137	7.86860	27.02043	6.71526	0.00000	4.55969	9.91856	5.73740	9.22497	9.93387
-15.69544	41.10919		71.88204	50.9803	11.32414	8.34288	1065.99603	11.32903	10.37782	33.40277	10.39772	1.00000	2.12743	7.21735	10.37997	11.17812	8.74718
13.96347	50.89501	7.68131	25.20832	34.5624	10.36414	11.08897	1131.93652	38.28402	10.74597	45.75166	9.17472	1.00000	0.12318	10.83897	11.93064	6.66330	11.04221
10.64210	31.06747	6.57085	51.91649	39.96348	9.77520	10.57469	1164.68439	-4.83076	10.75616	53.95275	8.76554	1.00000	0.10002	10.39309	12.99459	4.58250	7.90173
23.83871	43.53112	11.29036	59.57991	33.52253	8.52502	8.56972	1121.94877	-117.70755	9.85191	48.80032	6.98705	0.00000	2.42277	8.80031	7.81491	12.07028	8.49330
18.80283	62.74489	8.38095	58.39868	52.68333	10.07024	8.63356	1189.90719	0.93333	8.96619	58.39529	11.25841	1.00000	0.16766	8.04631	10.48183	13.51085	9.99170
23.93648	44.89226	7.08245	68.90638	16.0567	12.89193	10.20292	1163.35465	103.65309	9.81496	45.21710	11.06676	0.00000	0.08975	12.25153	7.69998	7.89469	10.48360
19.95802	49.81000	8.19601	36.18297	53.43333	11.02175	9.46483	1062.56329	-7.95	8.93042	70.33775	6.72466	1.00000	0.14401	9.50287	9.91715	8.32729	7.90632
5.20333	48.03426	10.57374	54.40579	-0.71667	15.04293	11.22596	1179.97477	-48.52333	11.67591	35.94066	12.66030	1.00000	1.20977	9.89926	9.36039	13.53712	9.62302
-7.34676	57.73987	7.12429	48.83506	41.16704	10.53989	9.09603	1156.85926	-73.20483	6.66984	36.77952	10.89581	0.00000	0.09887	8.38126	9.15341	8.53528	9.48806
16.77637	34.83133	8.84041	39.69356	50.26729	10.76699	7.36088	1050.43523	-119.27337	12.11832	36.71588	12.64363	1.00000	0.23846	10.10572	7.91236	9.20130	9.95634
29.15565	59.28513	7.82292	40.49831	45.75279	8.57655	8.22801	1193.32762	130.57211	8.50411	23.29116	12.71729	0.00000	0.10387	8.71961	7.75386	8.63550	9.50407
2.48511	58.68298	8.79999	34.72095	3.31332	11.95410	8.54722	1112.77843	117.59152	9.18959	48.10410	9.39132	1.00000	0.25401	8.49608	11.94734	6.83181	10.12864
16.12757	25.45410	9.10545	39.53441	40.64621	8.47099	8.04667	1128.17896	-73.97069	6.93758	66.25404	9.66243	0.00000	0.32876	10.46200	7.96301	11.95434	9.21619
7.84355	72.18445	11.17875	62.93652	9.57046	8.30858	7.91093	1128.42039	76.32756	9.12664	48.41985	7.07681	0.00000	2.14668	8.84232	9.04757	10.81294	7.30374
11.50868	23.47662	11.48772	48.71921	-26.22861	8.21170	11.26421	1112.73254	-52.67056	8.91502	25.60349	6.85436	0.00000	2.92528	6.61682	6.78907	10.41169	8.21775
31.10864	47.95827	9.65171	34.30439	-34.64966	8.26459	10.92586	1097.25036	-58.38341	5.28605	75.68324	9.25693	0.00000	0.50551	7.74754	9.44225	8.32973	8.94749
7.66460	47.80533	12.82691	44.21773	50.11861	9.75290	9.04078	1062.80148	-5.53715	10.66618	31.14460	9.21693	1.00000	11.05767	8.89704	9.55887	9.73770	7.63224
14.55990	44.42717	11.49441	63.06191	11.8659	9.77059	8.39421	1168.44807	34.3869	7.24828	37.72611	6.71577	0.00000	2.93651	9.30855	2.55374	6.32050	8.14623
11.19400	56.82783	10.68939	28.78401	-17.73648	11.53307	10.26305	1154.02766	168.31366	11.85271	74.96723	8.27527	1.00000	1.34524	9.79763	11.10905	9.63489	9.42245
14.63562	33.83017	9.50862	50.78655	52.14	9.50924	9.88634	1177.18903	5.58472	10.92692	57.15386	10.22140	1.00000	0.45650	9.45897		12.65076	9.35025
18.37847	51.43211	7.62269	70.98582	30.5427	10.59059	8.22985	1058.37216	-97.54667	10.48784	56.10957	7.17900	1.00000	0.09899	9.38307	10.20325	7.68111	10.55169
18.51240	39.86137	9.13514	42.67899	40.65538	12.28576	8.26789	1054.17822	-74.38987	8.86285	57.68656	9.50294	1.00000	0.30604	9.77462	5.40531	4.99716	9.41025
13.89548	49.47739	8.53849	32.36536	33.52253	10.08277	9.91256	1130.10398	-117.70755	9.43345	48.59330	8.91610	1.00000	0.21850	9.12184	12.79698	6.74956	9.70580
14.22521	27.34107	5.60844	41.67182	34.25628	11.81472	8.00302	1078.57016	-78.04471	7.42826	46.89862	9.82398	0.00000	0.06939	7.87258	9.68745	9.16304	7.76126
29.71330	36.88087	5.42357	47.29153	50.80019	10.36827	9.55207	1158.36067	7.20769	8.96586	41.42285	7.96942	1.00000	0.06501	9.24707	9.97695	5.99095	9.95283
10.33515	60.92967	6.32038	50.88628	39.45621	10.35081	8.96777	1195.61102	-77.96389	9.27926	56.03946	7.95540	1.00000	0.08133	9.97674	10.06191	6.93030	8.15428
23.75175	59.50146	10.67114	35.53484	-19.72806	7.28130	10.57379	1109.27520	-50.19556	7.94690	88.42093	7.46714	0.00000	1.32793	8.40896	8.62835	11.88179	7.60340
7.87943	52.43603	12.95010	40.80620	32.55531	10.81309	10.19811	1055.70025	76.12647	10.64192	63.95251	9.37742	1.00000	12.48910	10.66818	9.53807	13.16363	8.17364
9.55156	40.05750	6.57472	50.97850	-20.25333	9.87077	8.55910	1133.11376	-43.80139	8.54008	45.22918	10.49897	0.00000	0.07790	9.70492	7.70462	8.58911	7.91367
25.84076	50.54334	8.00029	54.61941	39.96097	11.64533	10.50435	1109.76360	-75.60804	8.36771	50.08388	7.16422	1.00000	0.14570	9.23648	9.95670	7.93105	9.02842
24.05957	37.61574	6.54823	57.40571	42.28639	9.03431	9.03457	1180.30519	18.84	11.23147	53.14518	8.07190	1.00000	0.05979	9.51845	12.77640	4.95932	10.06649
-12.55592	55.02351	4.75949	26.80247	24.28859	10.55608	9.93548	1098.24452	116.11768	9.25543	37.20912	6.76632	1.00000	0.03976	8.27559	8.28794	6.71800	7.67790
25.49844	34.83623	6.38200	63.91351	36.06523	8.69203	10.06123	1111.36702	-119.01677	12.71642	39.86404	7.84617	1.00000	0.06932	7.05279	11.03353	6.75280	8.63561
12.55913	52.82871	8.34982	67.25132	4.73245	8.47628	9.12621	1149.49884	-74.26419	4.95053	37.24473	9.31800	0.00000	0.19150	8.87737	6.28469	6.14664	9.40223
9.96652	71.90326	10.80278	41.72544	4.94273	10.32531	9.08715	1130.77766	15.87735	13.31128	27.12858	9.32652	1.00000	1.50756	9.40544	12.82168	8.85035	7.91427
20.44532	62.59359	11.80954	73.91249	52.61131	9.95730	10.57651	1126.74585	13.31783	8.68188	52.95988	9.01915	1.00000	4.02850	10.64835	10.71444	14.21155	8.74318
14.04633	52.11646	6.08360	49.97475	50.86079	8.71013	9.38677	1136.09766	17.4674	10.24697	50.64380	5.98433	1.00000	0.06671	10.18693	9.98697	7.11996	9.85815
29.35784	66.15882	7.32724	49.63062	43.54072	8.31516	9.16444	1099.86581	-116.56346	13.05801	51.76773	7.91570	1.00000	0.08878	9.90062	12.10342	6.81017	10.34064
33.15884	41.42830	9.04132	52.47080	-34.74785	9.58493	8.95268	1120.51860	-58.70072	8.14653	50.32832	9.41362	1.00000	0.29090	8.02307	12.48698	12.74545	9.55959
7.09717	41.44436	10.81001	39.56693	51.08468	6.90387	8.41864	1138.28675	7.11393	8.28307	67.25340	8.26542	0.00000	1.51381	8.74564	9.89800	12.28920	9.55049
11.58217	69.18373	8.64710	45.84703	29.53885	10.67623	9.93922	1078.98156	-95.44744	9.92631	64.61828	7.26073	1.00000	0.22519	9.54702	11.73785	7.19414	10.18864
20.35366	31.27206	9.92993	60.43996	-3.74912	10.19926	10.76843	1081.86760	-73.25383	10.41950	29.97014	10.68293	1.00000	0.67014	9.09115	9.78942	13.36736	8.60165
-0.34137	63.93109	10.15435	63.17653	48.49144	11.49941	8.65987	1186.67779	9.20427	11.40811	57.81121	10.48262	0.00000	0.78995	9.16123	11.13331	9.63496	8.59407
10.54827	52.95614	8.08782	71.19724	33.98154	8.60668	9.83508	1131.64412	-81.23621	7.92823	55.21133	9.26324	0.00000	0.11734	8.74791	4.94489	6.23442	11.27978
32.88930	31.32187	7.34255	39.09066	6.95194	11.09359	8.92870	1114.17263	121.96361	10.31028	58.59429	8.23387	1.00000	0.10580	9.58624	9.30777	8.47874	9.64752
12.62228	60.34715	6.42499	34.78259	28.90054	9.33232	9.02660	1073.60311	-81.26367	11.77071	42.87827	8.12664	1.00000	0.05864	8.53205	11.07917	6.40221	8.31476
-9.98570	68.71583	7.82761	53.44097	-5.85746	11.88623	7.52436	1059.12300	144.23058	12.65107	54.52962	13.19073	1.00000	0.13198	8.55273	10.27462	7.77064	8.35414
11.91420	53.58612	10.37527	30.92646	45.4473	9.19292	8.51389	1159.81564	-73.75335	11.72478	65.63264	10.03194	0.00000	0.99231	7.37907	12.47028	5.93316	10.62588
16.88053	46.49008	11.39023	64.27915	47.83333	10.06880	8.84132	1168.34517	59.6	10.13056	83.49982	10.23224	1.00000	2.64861	10.35904	9.23796	9.99656	7.20460
17.00579	33.48713	11.86529	57.50587	53.00974	9.34013	9.01041	1168.53879	-3.05814	9.39787	55.16502	9.27595	1.00000	4.24238	9.63688	11.91819	8.16846	8.77538
7.88677	46.48911	11.01080	47.78345	50.76306	7.98580	9.46138	1156.91527	-1.29772	6.92595	60.61760	7.93852	0.00000	1.84344	7.95127	8.09068	9.30600	9.77276
30.89526	63.89395	7.56893	52.64384	5.20856	8.21860	6.79098	1177.67630	-74.73584	6.28824	65.97953	9.88580	0.00000	0.09121	7.72320	8.69567	8.72560	9.06069
3.40967	52.06032	13.09269	58.89173	-21.44345	9.58985	8.49284	1177.06330	-65.71875	8.10162	55.48667	6.04249	0.00000	14.39852	8.58871	4.34754	7.17373	10.58781
15.27474	78.46285	9.47064	53.72014	27.92333	7.06151	8.38654	1144.35277	118.53333	7.03356	34.12426	9.72262	0.00000	0.43561	10.82545	7.18966	11.86790	8.29545
8.87134	51.50793	12.73169	67.12739	34.15429	11.65043	8.09120	1102.21605	3.50309	9.56371	54.01422	10.73729	1.00000	10.04189	9.39863	7.85070	9.35720	12.04463
-4.10477	72.22835	6.74654	51.06105	38.17492	11.65797	8.99528	1067.20245	-122.2608	8.57959	38.99638	8.92844	0.00000	0.06549	10.53042	8.02591	7.82434	8.59389
28.24290	45.97695	8.42543	58.83269	25.95533	11.99859	9.13993	1155.10789	68.88871	9.60221	51.77109	11.45869	0.00000	0.17636	7.56030	6.60659	6.71515	8.11365
-1.86416	46.07080	9.39645	42.09284	35.05266	7.43110	9.62350	1145.02793	-78.87836	7.13347	59.13155	11.85309	0.00000	0.41269	10.03642	7.67852	7.78509	8.08864
12.75631	53.68764	6.93996	59.88839	33.41012	11.31346	9.08627	1165.42832	-91.06177	8.55841	45.06960	6.54068	1.00000	0.09386	9.76865	9.39799	7.41643	10.63116
7.80485	54.36008	7.98208	43.26471	36.64852	10.48324	9.68619	1199.01845	51.49621	9.38150	59.83904	7.86754	1.00000	0.13470	10.10121	11.26760	7.32447	8.32178
4.30063	54.62613	8.17944	63.25824	36.21544	9.73263	10.14441	1088.06292	65.93249	11.85879	56.84011	9.69191	1.00000	0.14886	7.68250	13.07056	6.38724	9.30710
