CO	warning	CH4	H2CO	C2H3NO5	PM10	CFCs	O3	Pb	NH3	longitude	SO2	PRES	PM2.5	PAHs	latitude	TEMP	NOx
6.22795	1.00000	2.45942	36.98314	0.63333	6.61555	55.18663	7.31899	49.26011	5.77092	33.9162	5.41542	1053.56717	5.57964	9.04869	51.67822	15.95052	5.34350
5.94358	1.00000	6.64976	43.50587	1.12678	7.49071	58.77118	7.39842	50.67040	7.16558	41.00817	8.56798	1100.71633	6.56808	11.24163	38.13708	33.06766	7.91472
6.71339	1.00000	7.45401	35.86136	0.70277	6.96782	49.94784	9.80000	30.17476	6.72921	68.11759	9.33103	1151.67986	7.80158	10.84697	26.9423	4.33794	7.82201
7.86065	0.00000	5.26776	51.42191	0.61655	6.12241	50.62935	6.44197	38.86599	5.94478	77.9129	8.46998	1142.08580	7.70880	7.77986	25.6439	17.90869	7.67718
7.01058	0.00000	8.94517	45.31015	1.67266	8.51026	32.02839	5.91559	73.44306	10.10838	77.70636	1.97908	1057.12823	8.40677	4.62878	28.98002	7.24707	5.88649
7.52774	1.00000	9.01912	66.54927	1.83705	8.74228	52.63296	11.27497	52.77226	9.60909	-95.63079	8.02558	1091.95992	7.30190	7.28092	31.76212	15.21483	7.39286
6.88877	1.00000	4.95906	56.55340	0.50460	4.82787	23.96397	5.25633	58.95970	4.00774	133.42825	8.50853	1152.89772	7.62933	6.67109	45.47885	8.98371	7.26280
8.12884	1.00000	6.58540	56.52375	0.75365	6.41139	46.06839	4.23217	58.03126	5.68336	-34.88111	7.95610	1173.97520	8.19848	9.83508	-8.05389	29.63651	6.15445
7.78293	0.00000	7.60935	34.20104	3.24629	9.28360	45.66636	8.73273	44.70687	8.97387	29.26639	6.15131	1179.75047	8.44033	7.63530	37.58105	5.69149	7.51918
7.70154	0.00000	4.85808	57.64942	1.77139	8.58524	32.32553	10.31010	68.10679	9.53446	14.66737	9.55918	1069.54503	5.40015	8.98393	41.55947	19.93260	6.99680
7.43791	0.00000	5.96740	61.68474	0.70017	6.84677	31.42306	8.66143	39.12630	8.16011	-73.0515	9.16312	1187.18263	6.54521	10.08823	41.55815	19.60573	6.32340
5.80986	0.00000	5.89544	40.16553	0.99014	7.86826	38.64740	7.61210	13.98656	7.77884	59.80222	5.41324	1181.51152	7.41847	5.16113	58.63667	6.41542	6.83395
6.05206	0.00000	6.39353	46.83878	0.56549	3.48252	38.57030	8.56623	37.41010	6.71470	3.87723	6.79294	1165.28914	6.80892	10.21196	43.61092	13.36887	8.20366
7.77586	0.00000	8.19074	50.78193	1.60448	8.45370	36.20791	8.41960	64.69384	9.55655	-3.67029	2.22327	1121.72669	6.64209	5.83518	37.13548	8.29397	6.87324
7.59941	1.00000	8.15312	44.73806	0.50817	6.08368	61.56324	5.65129	34.28899	5.20869	20.89389	9.63459	1151.31977	7.47726	8.27794	42.62833	27.45188	6.71562
7.60074	0.00000	9.26808	40.20505	2.30843	8.70147	41.42494	7.82001	50.04955	7.39586	118.9707	7.03829	1195.11272	7.20774	5.44699	-3.5403		6.40755
6.71051	0.00000	8.92098	68.46792	0.71503	6.55691	39.74289	9.15543	34.55598	7.20766	-51.50361	6.32000	1112.37872	7.22713	4.22818	-29.2975	17.03307	5.31972
7.45349	1.00000	9.33748	66.99391	0.98339	7.20930	45.37657	7.16632	45.97187	7.84688	33.72798	8.70426	1153.08973	7.36950	9.27974	53.53395	7.14980	6.86916
8.05264	0.00000	5.59327	47.16647	0.68348	6.57534	37.07340	10.74250	64.22594	9.37086	112.23109	8.32264	1050.86069	8.53924	8.71955	-7.57897	26.13384	5.44050
7.54092	0.00000	9.02107	57.59302	1.96174	8.73022	80.01521	9.26029	53.65291	8.02174	38.94324	6.58463	1193.09371	6.38504	6.71546	44.98901	33.84323	8.20712
8.27239	0.00000	8.04392	42.78642	1.39351	8.10377	58.58337	8.56948	43.57888	7.82376	17.80774	7.63464	1059.67751	7.32399	5.79133	40.55851	4.36388	6.77101
6.44933	1.00000	6.18696	29.94955	2.53021	9.04441	60.76582	5.20418	57.75939	7.75120	113.69785	8.29382	1095.39032	7.30672	8.23558	-7.73379	27.62946	7.73813
8.33273	1.00000	9.89671	63.40116	1.82740	8.47871	59.67428	9.01284	33.08690	7.98556	79.883	8.57799	1097.62688	6.00871	8.61674	6.9909	28.93024	5.72293
6.73905	0.00000	7.83770	54.30576	0.46531	5.97989	48.34209	5.10053	48.49533	6.52557	-48.52333	8.79777	1069.02047	7.53819	10.16934	-0.71667	18.04319	6.20004
5.55471	1.00000	7.80350	71.06205	1.75024	8.63598	57.15236	7.31821	46.37629	7.21493	19.91667	8.36933	1143.54003	4.54613	8.45011	-11.78333	9.40175	6.45458
8.07440	0.00000	5.83721	28.51318	1.72038	8.28717	59.09388	9.89999	35.11141	10.68639	-58.38341	10.13256	1121.19142	6.51329	9.63058	-34.64966	25.95678	5.58070
7.01059	0.00000	4.40615	48.25446	0.76831	7.04622	40.08110	8.06214	47.43711	9.60616	111.4834	3.93299	1078.70136	5.50639	5.68598	65.93381	3.73722	8.22958
7.89490	1.00000	6.54355	71.03396	0.78464	7.36427	38.58209	7.11194	58.64506	8.94772	130.94098	7.15456	1122.84057	9.76445	8.79049	33.3213	2.71107	7.18783
7.08045	1.00000	7.84100	73.23603	3.23999	9.30410	50.01602	9.27499	48.77523	8.88458	-73.9625	10.66962	1145.28629	7.82715	6.83233	40.81	20.34181	7.09908
8.24100	1.00000	9.92951	52.84972	1.62405	8.47631	32.93529	10.27592	27.94395	7.86024	1.26738	9.25247	1164.77868	9.35747	8.35152	51.84819	0.33039	7.61276
7.20455	1.00000	6.06521	49.54314	1.69684	8.45788	69.87408	4.38394	47.61291	7.85507	-97.54667	7.46310	1091.41204	7.45222	9.59433	30.5427	10.65766	6.62279
6.84148	0.00000	6.84670	44.05369	0.74579	7.11118	49.27480	7.29959	71.75767	8.65483	6.26667	5.51741	1155.67997	8.40453	4.64274	51.21667	16.01549	7.32545
7.60565	1.00000	6.42387	34.67549	0.84902	6.35536	66.23976	5.00148	41.63189	8.43339	28.88222	7.71747	1052.25873	8.76660	11.73663	40.37528	19.78783	5.13966
8.33174	0.00000	5.14267	61.32733	0.76632	6.68513	36.18501	11.80943	40.30652	8.98990	122.20488	7.71242	1171.23172	5.98154	11.37318	29.98869	27.71712	6.71806
8.33758	0.00000	4.71108	51.48892	0.59131	4.64320	34.26899	8.49477	43.97824	7.66606	7.60872	6.46116	1070.85956	6.22885	8.37223	43.78956	8.97040	7.31312
6.61775	1.00000	10.26656	35.87313	1.68180	8.63148	55.47924	10.38140	57.79729	7.99238	-84.62081	8.11988	1054.24623	6.11116	7.41627	42.7392	7.80833	8.58260
5.72122	0.00000	6.91843	36.28484	0.55074	4.16684	68.24666	6.81202	51.22262	6.78094	-85.43772	8.76679	1152.53325	5.43458	7.48013	10.63504	16.89260	6.39709
8.38698	1.00000	6.96897	73.88377	0.73050	7.10557	47.01147	4.10473	49.04517	7.55583	13.32127	9.45835	1065.47448	6.88474	9.06302	52.59319	7.40792	6.92492
6.47105	1.00000	5.32416		0.37595	4.61936	45.56803	3.49435	61.62315	7.60844	-101.2591	8.61120	1135.28974	6.47660	9.81678	21.01858	35.62170	6.91766
5.34810	1.00000	5.42214	45.77088	1.75619	8.55356	62.14667	4.98992	68.82877	7.85219	39.8302	11.23915	1070.62344	7.71690	8.53352	64.5635	-2.42573	7.51839
9.70299	0.00000	6.31628	58.23711	0.45219	6.22190	60.38259	9.53933	48.39656	6.57469	76.35484	7.68878	1122.81973	7.30231	5.89149	10.10649	18.00746	8.46391
7.29371	1.00000	7.40114	54.85210	1.03268	7.68938	57.44646	9.07423	48.91842	8.00378	11.37703	8.18834	1114.01481	6.85745	8.92355	48.06919	17.50859	8.06962
5.80815	0.00000	5.12342	54.95534	0.63466	6.54719	52.88925	8.19505	44.55064	7.79579	-6.03731	8.69105	1071.80520	7.98151	7.58315	37.35813	11.59062	8.49786
8.25827	0.00000	6.89764	37.09674	0.74057	6.53711	50.76484	9.86049	48.42695	7.73429	152.70493	9.98387	1168.33578	7.62904	9.10276	-25.54073	-5.74352	5.94453
7.50835	0.00000	6.17474	50.69503	0.42959	3.06060	43.42239	7.17039	25.17143	8.24308	10.03478	6.71567	1137.94403	8.22132	6.75897	37.16911	3.03971	7.27224
7.74641	1.00000	8.66086	66.56539	7.40179	10.20015	43.30179	7.13142	57.92460	10.12583	-2.01111	5.23187	1186.93169	9.06833	7.10657	52.66277	21.24207	7.65232
7.59109	1.00000	8.05566	66.20328	2.11063	8.73229	46.63054	6.78362	60.24613	8.34439	21.32778	5.82999	1111.00912	6.20248	9.50471	42	6.86238	9.12130
8.15078	0.00000	5.14081	36.95585	0.53745	5.74944	31.71690	6.77299	50.36555	9.75084	59.80222	7.92091	1052.71313	8.23899	5.28032	58.63667	-0.33188	7.05169
7.73864	0.00000	4.82110	43.51405	0.30833	2.76909	50.88126	7.90801	66.42470	7.62509	92.48278	5.12388	1193.88959	7.26238	10.40601	58.23583	17.05467	7.99110
6.87248	1.00000	6.34565	62.85856	0.67742	4.36800	49.67441	4.02564	59.34201	6.95772	117.27583	8.64073	1140.16368	7.47427	10.22871	35.64889	0.31901	6.65750
7.68128	0.00000	6.09942	57.33411	0.65643	6.80305	35.99158	7.75614	58.76327	8.31673	11.412	9.79391	1120.87859	7.29913	6.41453	45.50369	35.42674	4.67964
7.15170	0.00000	6.35079	72.57604	0.55347	3.35270	38.42085	7.64334	68.12492	7.74682	2.31889	7.13994	1092.71756	7.38198	7.81580	35.21222	20.86078	7.19186
7.86991	1.00000	9.96876	66.32675	0.97617	7.65020	59.61528	8.56752	54.01540	8.78198	84.13864	6.59984	1058.73603	7.72452	8.05512	22.88783	4.73793	8.37281
7.32340		9.89464	48.32898	2.15052	8.75881	44.79302	8.41546	51.98549	8.45543	135.31667	5.06903	1084.95909	7.50000	5.56893	34.25	17.64460	7.08823
8.37459	0.00000	10.34111	50.83059	3.02038	9.24984	51.90727	7.69631	60.65887	7.78288	41.77921	6.08555	1110.50797	8.23538	5.39617	41.82143	12.38091	6.28018
6.25857	1.00000	5.29878	53.78686	0.73322	6.66461	74.40041	8.88471	66.94603	8.55145	122.08333	8.61697	1129.69208	8.05818	7.66685	46.08333	5.49204	7.39425
5.32588	0.00000	5.35732	53.86383	0.40469	5.66645	43.55472	8.60043	50.93069	7.81336	85.94001	8.32218	1196.72874	6.63468	9.05494	25.49043	31.85691	8.50427
5.49175	1.00000	3.76087	26.08581	0.56864	4.67281	55.25373	5.80464	50.51665	6.27268	-96.67834	7.63427	1183.13603	8.05137	7.92364	34.77453	6.42558	6.99624
7.51191	1.00000	6.42436	53.63287	2.30317	8.95412	73.51658	8.45124	51.31166	7.63989	-73.9625	10.41332	1060.10147	6.69184	7.93320	40.81	0.46580	9.36618
7.87461	0.00000	5.26790	38.23127	0.42197	5.08210	56.37649	9.40717	40.48957	8.11481	33.34864	7.49441	1150.92317	5.80581	8.64705	46.75451	22.37841	5.22739
	0.00000	6.17994	46.05795	7.23979	10.23765	53.74483	10.84300	29.39218	9.35073	14.43865	12.06797	1146.74781	7.84227	11.09233	40.87329	3.49138	6.46009
6.00730	0.00000	6.47635	52.53910	0.52743	5.18728	52.92700	8.62521	57.53729	7.80562	46.10925	8.34418	1194.82178	6.82563	9.70518	43.35071	9.08320	7.30250
7.49420	0.00000	8.92615	45.95168	5.18895	9.84151	47.73842	6.92546	63.65158	9.04883	77.0202	4.41199	1135.54559	6.20386	5.76469	43.41949	8.66585	6.40537
8.42427	0.00000	5.80325	35.05469	1.37766	8.11402	45.27528	9.23415	52.00999	8.63861	81.54855	10.29614	1101.35922	6.33538	8.96784	26.2649	-4.81906	6.40134
7.82970	1.00000	6.74274	62.06792	1.51607	8.25351	44.04396	6.59175	45.22850	8.61855	-2.31938	9.11206	1106.95500	7.80607	9.43709	6.46346	26.84421	5.90698
6.55717	1.00000	5.06841	55.60012	0.82368	6.84784	37.10772	6.90478	51.32795	3.91448	11.37703	7.93593	1122.59747	7.79455	6.21107	48.06919	12.59988	6.97612
5.84993	0.00000	5.76577	28.22945	1.12295	7.64430	59.25015	7.54890	56.20221	8.00605	46.5813	4.97187	1175.17528	8.37963	6.43386	54.8421	4.00185	7.73460
6.05216	1.00000	2.38209	32.48546	0.67806	5.56978	44.16928	5.27545	38.98031	6.28980	9.17702	7.09481	1144.08693	7.74430	7.95853	48.78232	10.59422	5.88218
6.18292	1.00000	9.55490	41.98747	1.49222	8.12955	76.49085	12.72695	34.25864	6.61289	-2.09814	11.13675	1178.05409	5.85573	10.20609	57.14369	22.97528	5.62605
7.39333	0.00000	4.52637	40.94649	0.82370	6.12494	55.22167	8.81003	80.65663	9.10117	-74.73584	7.52287	1196.57977	4.66469	8.68388	5.20856	25.99661	5.42897
6.50830	0.00000	5.51392	30.04487	0.71270	6.14000	40.47548	8.45467	51.68773	7.83092	-94.91386	8.45138	1053.86348	6.45225	9.29456	17.94979	12.28287	7.21645
6.68419	1.00000	8.16854	42.57456	1.63365	8.52466	25.66561	9.74599	59.35813	8.93031	41.77921	7.80704	1183.30333	7.31189	7.96936	41.82143	21.81902	6.06958
7.46051	1.00000	5.70602	64.22023	0.66501	5.80799	63.01066	6.65426	56.53631	5.86877	76.32756	6.98851	1105.44539	8.63463	9.66915	9.57046	19.83286	6.07167
6.20966	1.00000	8.18754	59.77807	1.38382	8.05605	26.65725	10.18092	55.20321	8.59327	35.34722	8.60768	1083.60407	7.06368	10.01991	-23.85972	6.97878	6.96890
6.83808	0.00000	8.27582	57.18523	3.73817	9.47992	38.86399	8.11434	38.05547	8.95989	-2.09814	5.40490	1053.77854	5.18298	6.31070	57.14369	1.08472	5.45545
6.28257	1.00000	8.40020	45.68760	0.60777	6.73952	46.92854	6.93797	68.96939	8.45486	-70.6996	8.06552	1164.01530	7.69310	12.08709	-33.59217	22.63020	7.81384
5.06034	0.00000	6.20456	39.22146	0.71618	4.03740	57.14232	6.19819	30.52957	8.55715	-81.23621	7.52832	1061.48534	6.48883	7.47809	33.98154	30.32308	8.09047
4.74117	0.00000	10.41118	45.69724	7.46314	10.25346	35.31688	9.46556	41.14203	9.78425	-76.78319	6.53803	1146.35414	7.38357	6.94222	18.00747	10.54188	6.91196
7.66668	0.00000	5.71029	53.01908	0.82005	5.29104	55.05398	9.56318	36.70404	9.00557	5.4384	7.30804	1154.67558	7.24084	9.05237	43.2907	12.59007	6.81932
8.54242	0.00000	6.20966	43.09214		7.78763	43.38199	9.08986	26.42555	8.89488	121.06761	10.25929	1172.60312	5.98748	8.91394	12.35275	19.27366	4.82094
6.94585	1.00000	7.65891	50.70601	1.43730	8.22480	66.93909	8.67489	31.48822	9.01791	65.27258	8.10656	1175.41243	8.52122	8.98658	58.04254	-5.77976	7.57497
6.79910	1.00000	4.80640	46.04043	0.44180	4.69442	50.43893	4.16996	54.93977	6.19688	99.1625	8.78811	1181.93752	5.37403	7.87932	3.3285	25.12580	8.60414
7.78071	1.00000	6.39902	46.50113	0.34089	4.94271	54.06143	4.31403	55.80662	7.88878	-2.31938	10.16787	1076.35363	6.46036	8.89909	6.46346	15.50709	8.59744
6.74810	1.00000	8.30416	43.74436	1.23065	7.85236	66.71023	9.01720	65.49155	8.85361	137.02166	5.73266	1098.42640	6.85148	9.64598	35.48199	23.65803	6.61512
6.39121	1.00000	6.85274	75.11001	0.59935	3.94974	48.50038	4.10209	39.61105	4.89404	78.55757	7.58992	1189.49881	6.46405	10.75087	17.34769	19.55640	6.37875
6.30800	0.00000	7.99835	35.46094	1.16111	7.66307	27.89907	9.48204	64.61930	8.77730	-94.91386	5.95230	1168.82906	7.20903	6.39733	17.94979	22.15647	6.11926
8.02698	1.00000	7.30915	41.96872	0.67466	4.97449	22.30498	2.82921	32.67256	7.38247	102.3278	9.48632	1097.53649	6.06167	10.34471	2.2139	6.68931	5.56077
6.63649	0.00000	8.57629	45.60275	2.51224	8.98155	56.89276	7.50587	66.33798	10.16546	86.51499	4.09359	1195.66530	7.42981	6.78090	23.1959	18.28309	8.16412
7.85098	1.00000	9.07983	56.74426	0.99733	7.36108	43.17733	10.19734	31.58668	9.17574	103.65309	6.44280	1088.43647	8.23847	9.28851	16.0567	22.10727	9.27970
6.35376	0.00000	9.42552	57.83302	1.04181	7.79472	50.97759	10.00179	46.42514	6.20234	-73.49484	7.30382	1192.64463	6.49483	4.53341	41.14676	14.87284	6.71647
6.27701	1.00000	6.81155	55.78062	0.74976	6.42022	40.93933	7.34941	31.93091	3.22628	10.7	9.23338	1062.70464		5.84590	4.96667	11.44421	6.70106
6.68272	0.00000	5.80449	26.57499	0.47846	4.29725	50.54824	8.82009	40.74508	7.97057	-74.73584	7.12324	1147.60110	8.00571	8.51183	5.20856	18.54051	7.13934
8.22641	1.00000	4.76301	36.77350	0.59882	4.37532	38.64583	4.66472	68.50645	6.55770	79.87116	7.53807	1146.65022	6.49482	9.87522	6.84019	21.62636	6.90786
8.14053	0.00000	5.32633	57.33542	0.99455	6.96195	56.01663	9.54225	30.93397	10.23727	73.08333	8.79739	1050.07886	5.99742	8.79466	19.21667	10.30983	6.77123
4.49067	1.00000	5.92355	57.31180	0.58203	6.46499	23.02761	6.32379	15.46048	8.40542	47.31667	8.78923	1089.12564	7.35367	9.69392	-19.65	7.94388	6.73255
7.81513	1.00000	5.28247	43.81644	0.80172	6.60864	75.43815	6.15862	35.22365	4.72930	29.41824	8.25119	1190.16508	7.80982	7.31198	45.99194	11.76619	8.00541
8.82166	1.00000	6.75941	73.33054	0.99249	6.82227	49.74354	7.18292	37.06183	7.23629	135.31667	8.98989	1109.63184	6.65223	10.15300	34.25	1.60132	8.39829
6.44697	0.00000	7.01680	28.11438	1.33158	8.16565	45.77447	9.09860	52.26930	8.17989	20.89389	11.64281	1109.37749	6.87112	8.57784	42.62833	0.80497	4.54896
6.55154	1.00000	5.72981	72.58152	0.58403	6.59127	46.27760	5.23059	50.90345	6.42453	98.6738	8.46462	1179.14437	6.10789	8.55854	3.7278	17.45634	6.06478
7.18756	1.00000	5.67359	33.59758	0.55137	4.79531	60.43605	6.06728	45.38387	5.63080	59.80222	8.60942	1143.80655	7.25684	7.28712	58.63667	-2.62004	7.48175
6.49825	0.00000	8.92617	78.73610	1.22680	8.12916	58.66205	8.27441	61.72824	7.60021	103.81667	7.21309	1119.45193	7.50930	7.46835	1.6	32.22457	6.51000
6.69647	0.00000	5.47507	51.86674	0.48753	4.66157	48.89301	7.73291	63.71037	7.37732	-83.55521	7.54987	1082.59309	7.09739	7.96077	41.66394	-2.64030	7.33488
6.08800	1.00000	7.74566	30.33922	0.85381	7.64013	67.25279	7.50709	56.19085	8.40625	91.84128	7.25993	1080.02850	7.20695	10.69240	22.83957	7.78191	5.26265
6.86835	1.00000	9.16657	35.82659	1.73782	8.35346	42.33584	9.84781	45.19327	8.04128	-122.2054	7.24877	1158.30287	6.83921	8.32046	47.76232	11.36751	7.14057
7.80924	1.00000	6.09497	38.60537	0.77968	6.97933	48.92798	5.09523	45.30264	4.38179	-122.2608	8.83911	1095.60731	7.89962	7.38467	38.17492		5.91172
6.50447	0.00000	9.58750	44.78985	2.58258	9.03414	53.97274	10.08857	59.54049	7.99642	106.92667	7.61145	1119.89734	7.79919	7.29964	-6.91806	17.52624	7.17711
6.08028	1.00000	6.43974	41.13917	1.85570	8.48816	41.12513	7.30878	57.72080	7.19176	41.00817	8.32276	1152.85407	7.72191	10.57355	38.13708	8.95107	5.95056
5.44829	0.00000	7.13586	49.59628	0.52691	5.78541	68.93978	7.03369	44.33920	8.82211	144.23058	9.45225	1055.47827	8.26444	7.77011	-5.85746	11.78476	7.96922
8.62750	1.00000	8.25203	35.84598	0.62091	4.75298	56.42550	3.94413	69.96397	6.59367	28.88222	10.19173	1129.19202	4.33078	9.03539	40.37528	8.49571	5.83159
5.91723	1.00000	5.75723	34.82691	0.81074	7.73007	75.07090	7.80998		7.50210	102.05461	6.41557	1190.10038	5.91712	10.17639	6.25947	-0.33758	7.94952
8.20574	0.00000	9.60492	44.00925	1.18913	7.77740	47.23780	9.08718	54.81297	6.22706	130.57211	8.26004	1119.59408	5.90271	5.05561	45.75279	40.52571	8.81718
9.34504	1.00000	6.17313	61.77136	0.53363	5.23495	32.84702	3.97173	25.89211	6.45355	-59.13316	8.81137	1157.36391	8.23151	8.96318	-37.32167	14.79249	8.52772
5.64370	1.00000	4.03526	68.19517	0.41499	5.79281	55.70714	7.71317	40.13682	2.39481	6.10237	8.08101	1155.46238	8.51592	4.80393	46.18396	-2.36842	5.69566
6.73565	0.00000	5.47307	36.07886	0.54500	4.37889	39.76925	7.70696	51.66306	7.49928	78.55757	7.00386	1095.91691	7.80877	7.97497	17.34769	3.62508	6.48248
5.41596	0.00000	5.71485	39.90500	1.77764	8.52890	30.92556	6.06279	59.72573	10.33039	70.91106	3.37506	1107.64834	6.70701	4.27584	29.38242	5.77000	7.01153
5.64492	0.00000	5.83029	65.65071	0.87702	7.24959	50.24826	7.38799	58.63375	7.92032	37.38115	9.94083	1061.71102	5.15381	8.97328	55.63711	16.58851	7.42767
9.02387	1.00000	5.04964	42.50458	0.66782	4.42528	26.40770	4.38727	55.83514	3.31683	-116.37697	8.74636	1174.59316	5.13421	7.18721	33.72255	17.96878	7.32838
6.19843	1.00000	9.04690	46.93083	2.10220	8.80366	29.91765	8.80055	63.24657	10.00486	24.04142	5.28735	1114.16055	8.67124	7.09990	54.39635	23.80895	6.92459
7.89762	1.00000	11.30493	55.48593	2.45078	8.93465	45.88244	8.07885	59.34986	10.82371	105.89333	4.12868	1175.16133	6.33647	6.46070	34.56861	3.83912	6.02474
5.79885	0.00000	9.45921	58.66101	8.51907	10.39229	31.79938	7.81001	49.55411	11.14066	4.52514	3.81031	1197.36280	6.25994	6.14961	12.74482	22.74481	7.87309
7.39941	1.00000	9.02762	71.25808	1.55123	8.33781	75.96621	7.06057	27.00183	7.27139	65.27258	7.13057	1186.11505	7.32994	8.13650	58.04254	16.67927	7.95448
8.60938	0.00000	3.84383	50.00551	0.68571	6.57945	26.91649	8.69840	61.12037	8.76299	70.96699	7.42656	1053.30383	7.10975	7.38637	30.46907	14.30896	6.61423
7.21964	0.00000	5.13950	25.72188	0.54599	5.30764	61.17348	9.91572	34.04933	8.25637	-121.75689	6.80254	1186.80328		9.59966	36.91023	16.00495	8.21931
9.26095	1.00000	5.61351	49.02443	0.50569	6.14390	75.21443	6.07749	41.35909	5.71973	8.2926	9.17312	1172.26938	7.91688	7.24573	9.58126	-1.01902	6.89590
7.11586	1.00000	7.35165	54.29485	0.89797	7.46525	54.55729	6.32040	49.11024	8.17645	-1.08593	6.91728	1178.45000	7.50086	9.86616	50.79205	10.12905	6.68421
5.11553	0.00000	6.15621	69.65458	0.58098	3.79711	52.53339	7.99070	48.00749	7.26765	91.84128	7.65699	1089.27211	8.92765	8.65138	22.83957	3.58230	6.03515
6.98630	1.00000	6.53071	46.89738	0.57325	6.33022	35.60946	4.20981	33.43858	5.70623	8.2926	8.93185	1138.51083	5.53019	8.52387	9.58126	11.34805	6.40625
6.70800	1.00000	7.00145	51.37165	0.59241	6.70342	46.46072	4.46036	92.44692	8.00714	34.34691	8.14467	1087.73840	7.16998	10.91924	61.78491	-2.60296	6.40412
6.23419	1.00000	5.90490	65.26140	1.84913	8.67517	51.15524	6.96685	61.09407	6.58623	4.69889	9.41194	1112.18587	7.50095	9.60620	50.56149	19.15007	8.37667
6.98243	0.00000	7.19241	65.56570	1.19587	7.84723	66.10748	8.45073	50.15202	8.27788	-69.96533	5.18705	1107.79467	7.21024	5.56567	43.91452	1.59457	6.69647
7.16727	1.00000	3.43277	60.63389	0.52672	4.98947	37.85630	6.02037	59.92360	7.02387	-1.98956	7.74328	1137.40545	8.04376	8.39664	5.30383	32.34647	6.46303
5.22508	0.00000	5.78268	63.79512	0.56896	5.38705	39.47647	9.10151	72.01401	8.70464	19.91667	7.59762	1065.11458	5.86427	8.05273	-11.78333	-2.92138	5.61036
5.31159	1.00000	6.37614	50.05932	0.69732	6.10276	58.27543	6.13547	41.61315	6.41221	-34.88111	8.42985	1120.38223	8.08315	9.13258	-8.05389	18.29609	5.24084
7.80794	0.00000	5.47044	53.93025	1.55167	8.25046	53.67533	7.45233	51.10750	9.80403	68.75915	10.34448	1189.83052	8.65086	5.94614	27.52948	8.61584	5.03243
6.79788	1.00000	5.56455	36.24860	0.93988	6.98451	48.05134	5.48194	66.72721	6.86468	-97.54667	8.29120	1110.45853	7.79911	8.29262	30.5427	20.19409	7.64640
7.49008	0.00000	4.01511	60.57332	0.27976	5.49016	43.33824	9.22286	60.88321	8.55677	70.91106	6.16729	1115.93160	7.91735	9.66186	29.38242	19.33204	8.13943
7.27136	1.00000	9.35715	53.61141	0.88727	7.65057	43.72168	7.17038	56.00421	8.77971	15.87735	7.04532	1138.03893	7.12287	8.20365	4.94273	24.19230	6.75439
7.24273	1.00000	6.61554	43.25064	1.82602	8.48829	33.73257	4.13975	40.22040	6.33162	8.88104	11.24851	1088.05445	7.36677	8.74724	45.79377	18.51575	5.98848
5.09763	1.00000	5.14553	54.32626	0.53841	5.84738	51.35239	6.08339	65.55116	5.17814	-2.1875	6.88066	1089.00373	7.53516	9.02489	51.26	27.20693	6.57414
7.02214	1.00000	7.66105	45.83310	0.95892	7.05625	42.33099	6.95161	76.89598	4.07116	-8.07257	8.77750	1101.06363	7.19999	7.54701	12.74409	9.19466	7.75617
6.74932	1.00000	2.31275	69.94436	1.77451	8.47629	55.39430	8.45671	47.22716	5.88889	88.28637	5.55978	1145.44761	6.35750	7.95291	23.07492	11.65260	8.29042
8.50263	1.00000	11.32516	36.05605	3.33619	9.39897	49.12965	9.79336	49.49418	8.67892	78.23456	7.90826	1199.54468	7.77296	7.33858	28.92694	10.20735	8.13840
8.15834	1.00000	6.35111	43.42184	1.59497	8.43835	47.00039	6.31778	41.08297	7.42326	105.89333	10.03689	1070.92311	6.53293	9.46752	34.56861	-1.42585	7.78405
7.69097	1.00000	6.71399	35.28411	0.67340	4.40486	66.45367	4.47009	49.60669	6.25612	-35.71667	9.22225	1114.26465	7.81865	8.84119	-8.66667	17.85362	6.59262
5.76629	1.00000	6.06450	36.36323	1.05961	7.76594	55.72690	6.30761	42.34918	9.36194	39.28333	8.43979	1088.31063	9.00251	8.35815	-10.33333	11.54857	7.22503
6.24960	1.00000	8.31850	47.29560	3.53718	9.42686	64.90247	8.48202	58.88037	8.84410	65.27258	9.84400	1050.24000	7.39159	6.36273	58.04254	35.53247	5.52633
7.85782	0.00000	8.59656	55.80578	1.21211	8.10618	30.42980	9.49476	59.03144	7.46566	86.59509	7.15141	1095.96756	5.00302	6.26264	26.11527	11.77471	5.47984
8.48097	0.00000	8.31601	62.12773	0.82530	7.53302	33.05108	8.64033	60.04354	6.85069	-6.90656	6.73242	1094.85018	6.68453	4.97305	33.92866	21.35610	8.07740
5.46241	0.00000	6.34029	68.46756	0.36092	3.08660	72.66330	5.28464	48.55711	7.52391	3.55665	7.27204	1074.28208	8.12071	6.70829	36.72544	15.03824	8.92558
8.58638	1.00000	3.20665	38.19802	1.60126	8.30335	62.72741	7.76297	48.11367	6.04638	-49.27306	6.56135	1137.39355	7.83779	7.28410	-25.42778	15.39314	6.33511
8.37708	1.00000	3.01536	65.66768	0.53899	5.79873	36.83540	4.12958	24.56464	5.88922	2.59753	7.52572	1171.07598	7.45417	7.86350	8.88649	-1.72818	7.00767
7.48525	0.00000	7.56919	46.59005	2.21030	8.89098	41.58009	6.14444	41.33110	7.98346	39.28333	4.11998	1088.48459	5.61509	5.33831	-10.33333	11.76912	6.17012
