NH3	SO2	C2H3NO5	Pb	TEMP	latitude	CH4	O3	PRES	CO	PM10	longitude	H2CO	CFCs	warning	NOx	PAHs	PM2.5
6.83824	7.71424	0.23569	44.22072	26.55335	-23.85972	2.67628	8.45743	1065.21668	8.63911	8.78262	35.34722	66.94136	38.30096	1.00000	8.44650	9.93140	6.16701
8.11455	7.26532	0.08390	43.52037	11.14847	48.86667	9.06465	5.48655	1142.54405	5.14780	7.14663	2.08333	56.38383	44.95996	1.00000	8.94193	9.00833	5.36391
7.18697	7.82004	0.06189	63.05479	5.42123	50.09019	5.61613	8.54371	1149.35667	6.05424	5.41164	8.4493	59.63335	34.29251	1.00000	8.87802	9.98438	4.08006
9.05198	6.81544	0.22210	51.07784	19.67336	47.48444	8.07547	5.74311	1062.99238	5.34171	8.72758	36.25361	51.08099	29.40670	1.00000	9.15602	7.68353	7.14167
4.44688	6.41445	0.36303	44.40831	7.05993	16.68911	9.27138	6.78447	1191.43927	7.37178	9.23788	98.50893	63.27992	46.04521	0.00000	7.87433	8.38341	7.71065
7.99704	5.79072	0.09667	47.03076	21.84929	53.69786	8.77139	9.13742	1110.73607	6.93885	6.70927	-2.68758	60.88367	23.29988	0.00000	8.71353	6.24468	6.90828
7.35439	7.59113	0.39738	58.94113	26.52875	36.72544	10.24017	7.29387	1196.10574	6.70944	9.39572	3.55665	69.71228	55.71083	1.00000	8.50959	6.00394	8.60406
7.53330	5.34817	0.21754	49.99339	13.79380	53.38333	10.16230	10.50037	1126.58959	7.68309	8.63804	-0.76667		47.42112	0.00000	9.83817	4.75855	7.56017
7.78367	8.14171	2.17097	85.46014	4.20046	50.76306	8.39755	7.50228	1097.49987	6.54985	11.15641	-1.29772	58.18312	28.97119	1.00000	7.53622	7.00418	8.31205
7.66857	7.31174	0.04028	61.78449	16.92092	35.85	6.89730	8.98027	1136.46573	6.69435	5.98894	117.7	68.29988	60.65593	1.00000	6.73060	8.59225	6.91812
8.62131	6.71258	0.07638	48.75018	-1.80750	35.72917	6.42120	9.12326	1194.52490	8.46853	6.99091	10.58082	69.77106	34.59891	1.00000	6.41471	10.28068	8.99609
7.54797	8.68698	1.62602	56.06205	17.34886	52.71083	6.87073	7.11136	1099.71479	9.50355	10.86731	5.74861	76.10032	64.11960	0.00000	6.36426	5.54958	8.42179
6.73496	7.79405	0.08148	47.01994	11.92011	19.32889	9.63082	9.65611	1111.95160	6.01383	4.57700	-99.32556	50.56743	67.75759	0.00000	7.41422	8.53258	6.33877
7.84960	6.25196		31.48004	29.03255	16.455	10.46466	7.38939	1129.50101	8.90183	10.10378	120.5875	80.66392	33.13933	1.00000	7.94095	7.96277	7.35033
6.97393	7.70871	0.04210	66.13681	22.41418	32.57756	9.10314	8.14519	1081.67457	7.22260	4.47564	71.52847	49.95493	65.38089	0.00000	8.94803	5.47372	5.62075
7.05238	7.24561	0.20163	38.16917	15.38769	-37.88333	10.03580	7.94848	1149.43099	6.08001	8.47004	145.06667	45.64644	22.57758	1.00000	7.31410	6.95361	6.05442
7.66295	7.57423	0.07660	56.54203	0.54443	22.98212	8.56639	6.56009	1183.20521	6.97574	5.46934	-80.58556	55.36061	49.29760	1.00000	6.33830	9.48309	8.30401
6.02581	6.37634	0.85679	26.07112	19.42870	-26.93366	10.66980	10.41606	1092.46223	6.62003	10.19795	29.24152	67.35969	62.91831	0.00000	11.65340	5.09387	7.14823
5.90760	5.62059	0.06798	32.01561	9.73186	16.455	9.48595	10.05935	1114.58409	5.21891	5.12954	120.5875	52.54001	46.18397	1.00000	4.97053	5.56743	7.14132
5.24259	7.49065	0.06722	37.99269	13.96142	10.29085	6.78600	7.97179	1165.14814	6.33324	5.26786	105.75635	65.89566	68.74256	1.00000	9.53088	10.42437	6.29677
7.51062	5.89613	0.04308	52.47347		10.58806	7.40748	9.33046	1149.47038	5.85169	4.57823	77.24779	56.84374	43.12624	0.00000	7.59647	4.42073	8.08569
7.89617	6.58190	0.07198	47.64158	5.28692	23.29549	6.47491	9.43087	1189.43773	6.44176	5.59189	113.82465	57.02727	55.97580	1.00000	9.93781	9.35417	8.78936
8.31190	7.38378	0.26620	63.26086	9.58629	-21.44236	9.58457	5.11389	1181.49474	6.41639	8.95693	27.46153	36.37238	52.28364	1.00000	10.16357	10.12540	7.78184
5.03078	5.54961	0.63108	67.90878	27.97405	-26.93366	10.92684	8.34005	1058.47706	7.88150	9.86798	29.24152		58.87554	0.00000	6.59803	7.95244	7.65223
8.50029	7.10828	1.20387	68.84106	20.40711	35	8.45089	4.54316	1077.28393	5.06792	10.55256	136.51667	50.63547	40.52387	1.00000	10.84660	9.99746	6.84897
8.37373	8.06791	0.24373	75.54922	15.04735	6.9909	5.55921	6.43233	1086.96689	4.83630	8.83659	79.883	53.24736	61.99398	1.00000	7.20422	7.38344	6.09367
7.45490	6.46762	0.20827	45.34463	19.51588	27.9247	10.16635	5.12866	1071.77686	5.55073	8.45266	78.40102	53.09163	60.45518	1.00000	10.76510	8.88927	6.70846
6.05977	7.78636	0.07822	54.79758	40.45116	18.57677	6.86318	8.30013	1181.71417	7.50789	6.42615	-72.22625	59.77618	41.25241	0.00000	8.32503	10.38727	6.31756
5.51513	8.03327	0.42002	61.29695	0.44117	36.64852	9.97085	7.71346	1159.04559	6.98513	9.39177	51.49621	46.57947	62.83223	1.00000	6.94052	7.19054	7.26068
9.22262	5.96050	0.05217	33.05435	12.77051	51.84819	7.57535	8.73544	1162.46311	5.73140	5.06815	1.26738	67.89008	57.59661	1.00000	8.20048	8.85113	7.06833
	8.34811	0.03723	64.50717	-5.75616	-7.01833	7.45353	8.87592	1125.61321	5.99575	4.97012	107.60389	42.33496	32.37906	0.00000	7.96366	4.49215	7.84257
6.91278	6.34840	0.09546	55.35235	13.80163	47.90771	10.07364	6.35301	1195.47038	7.86050	7.30770	106.88324	67.05343	80.02708	1.00000	8.01606	8.89507	8.28029
6.08026	7.84023	0.06034	41.33987	24.32762	3.02013	5.54584	8.32272	1087.22728	4.42467	5.45195	30.91105	56.33310	53.76016	0.00000	10.07299	4.68196	6.56706
7.24066	7.21078	0.80866	30.35146	2.61094	51.88333	9.11506	7.82491	1088.11500	7.93718	10.10886	8.51667	34.47748	48.66857	1.00000	6.31917	7.91412	7.58891
9.45966	6.40507	0.11615	59.45529	5.89596	36.46917	5.29375	9.49890	1142.97176	8.10924	7.86115	10.78222	35.21484	55.13656	1.00000	8.71710	8.81620	7.59502
6.07540	7.87792	0.11258	49.01322	9.54205	5.6561	7.83678	8.73933	1163.86576	10.17061	7.35375	-75.87877	54.71850	52.22225	0.00000	6.87564	7.10278	7.96718
6.25738	6.48064	0.06137	48.05729	22.34984	46.32374	6.39692	7.40414	1051.46725	3.76422	3.63885	-120.00865	52.17100	35.73806	1.00000	9.05330	9.84463	8.10246
7.63774	7.90113	0.05888	40.52183	9.54527	55.54028	5.35906	8.38955	1162.14797	5.21202	5.35990	89.20083	57.87396	61.06782	1.00000	8.60165	8.85246	8.12292
7.90594	4.15979	0.11863	41.32534	17.95135	9.82564	4.72641	10.11617	1050.29372	8.16241	7.99982	78.25795	49.04436	44.10458	1.00000	8.29785	8.29971	7.76918
8.28653	7.41361	0.09328	72.06523	-2.64213	46.32374	9.26553	10.44739	1109.65785	8.26928	7.40279	-120.00865	71.66268	51.26026	0.00000	8.02288	5.27539	7.55750
7.47504	6.17496	0.06796	51.91117	11.25330	-22.53722	7.74102	8.86844	1133.99486	5.27404	5.54285	-42.98194	57.51329	40.37192	1.00000	10.05468	7.46142	7.73278
7.35775	6.33529	0.04140	39.72094	16.07067	-32.05251	7.52535	8.35717	1116.04456	4.10240	4.16054	115.88782	44.59990	40.92981	1.00000	8.36402	8.13654	7.71053
7.40155	5.89010	0.26848	55.74472	11.39634	36.46917	8.47890	6.48233	1188.51850	6.30967	8.98234	10.78222	59.25421	44.78137	1.00000	8.09083	7.70991	7.09300
8.30565	7.97299	0.38070	41.41537	-6.24234	-1.6	2.73367	9.76217	1157.46919	8.73388	9.39445	103.61667	32.88210	60.09777		9.40072	8.02821	5.95851
7.72172	6.55698	1.91231	45.88177	-2.73112	41.09246	8.03431	6.76620	1093.81712	6.14371	11.03310	45.36561	60.69749	82.29661	1.00000	7.83214	7.94205	8.43253
8.94956	7.64285	0.08691	59.30051	21.88700	43.78956	5.28214	8.99432	1102.90921	7.15954	7.17494	7.60872	70.53397	46.31007	1.00000	9.48509	8.60591	6.78988
7.06610	7.03235	3.97158	69.93049	5.22710	51.47805	3.25500	10.01883	1162.26659	11.84964	11.78329	6.8625	77.26694	39.48611	1.00000	8.17498	8.51442	7.58503
6.31520	7.95359	0.07024	54.00647	-0.43817	21.46527	8.79609	5.91717	1104.35283	8.03662	5.80034	83.97573	49.18376	54.30330	1.00000	7.36392	9.05821	6.92102
8.42105	9.05257	0.08332	62.76185	22.21143	37.51803	8.70127	7.18081	1126.34955	8.46436	6.91859	15.00913	66.80739	47.60491	0.00000	10.56945	7.82936	6.47136
7.40050	7.79178	0.69344	49.23628	9.60112	31.20176	7.42363	6.23970	1182.41218	5.41261	9.97054	29.91582	53.94690	49.87434	1.00000	8.30812	7.32101	7.28850
7.52265	8.84971	0.05769	73.54857	21.38751	61.78491	6.62851	8.60566	1198.35900	4.19257	5.09729	34.34691	42.33172	41.76999	0.00000	8.04575	4.91332	7.46566
8.21004	6.52399	0.04423	38.41919	7.55387	32.5007	7.88464	7.85208	1174.06618	5.21873	4.53215	-94.74049	59.23401	35.16860	1.00000	9.71418	9.68324	7.77486
5.66559	8.37274	0.09857	33.13805	25.43137	41.24264	8.58327	8.51673	1065.10226	4.62700	6.04010	16.50104	46.00068	39.01609	0.00000	9.43114	4.91386	7.59285
8.25911	7.13895	0.05663	41.66821	15.29377	47.05	9.98061	12.01268	1077.06856	7.83375	7.49832	15.46667	48.27897	57.95606	0.00000	8.24301	4.13915	6.33760
7.91446	7.97475	12.02449	77.98771	16.29674	26.91756	7.10847	6.29184	1113.34759	2.99414	12.89652	-82.07842	57.96757	56.03547	1.00000	9.72698	5.93337	6.63685
6.89125	6.64384	0.30522	48.99475	30.34993	36.81667	8.61924	10.02890	1063.40213	8.10188	9.14647	117.81667	26.82741	51.53166	0.00000	8.74678	5.57618	7.56262
7.18610	7.34491	0.09669	51.89753	5.85152	38.06084	5.05549	8.92168	1108.20797	7.35807	7.27125	-97.92977	44.97158	34.94996	1.00000	8.30354	8.67062	7.68514
7.87879	7.74094	0.06812	41.13083	27.84270	10.10649	11.14783	8.14022	1119.66705	7.28723	5.33550	76.35484	65.15558	26.79682	0.00000	9.29819	5.71743	7.19129
7.93795	8.23191	0.10603	47.99788	3.78685	36.65	8.06650	8.64140	1103.03493	9.66069	7.75760	138.31667	46.11039	41.02498	0.00000	5.37391	4.87672	7.44881
7.57179	6.64310	0.46519	55.68182	17.75818	2.2139	7.52294	7.27534	1073.01302	5.46372	9.55708	102.3278	58.95303	45.97630	1.00000	7.26034	6.08496	8.26930
7.03990	8.06103	0.49620	54.57116	4.84836	-24.19436	6.93721	5.23319	1098.48460	3.11101	9.61563	29.00974	76.37226	66.97522	1.00000	10.42850	6.49188	7.83577
7.23347		0.09719	47.06505	29.50637	51.08468	11.33367	9.22188	1124.46818	7.75679	7.37996	7.11393	35.94776	22.86924	0.00000	11.02386	5.83124	8.25107
7.06253	8.96714	0.04463	56.91658	20.81553	38.37255	7.52014	9.69852	1090.28931	5.51615	5.22026	34.02537	57.63838	50.32568	1.00000	8.12360	7.51754	7.27311
9.78840	8.83251	0.05732	56.83582	9.35282	30.75545	6.20872	9.44827	1174.98844	6.19318	6.53104	20.22625	46.46593	59.65702	1.00000	10.07879	7.22191	7.49340
6.83924	7.97144	0.14154	53.32990	25.17398	41.0051	10.79956	10.99045	1136.01735	6.89460	8.10939	-73.78458	44.03514	32.62080	0.00000	11.19700	5.61717	5.92477
6.91860	6.23165	0.07488	51.18252	9.57084	5.20856		4.28652	1160.49617	9.47962	6.18040	-74.73584	37.61743	43.24883	0.00000	9.29080	9.76771	8.64165
7.85962	7.81576	0.07635	41.78111	9.03615	18.65297	5.26697	8.42427	1093.68493	4.74231	5.31424	-72.09391	58.75562	57.64070	1.00000	10.36077	8.18635	7.89076
6.02540	8.72149	0.03425	65.67453	22.90098	42.8139	5.81449	7.66831	1071.23612	4.26131	4.85916	-1.64295	63.69666	62.18225	1.00000	9.05811	8.48190	7.26784
8.27700	7.49718	0.23414	56.10836	9.43576	-5.41667	9.92192	11.77801	1116.81853	6.80593	8.91229	38.01667	45.10170	25.76289	0.00000	8.13088	3.28879	7.47341
7.16293	6.54847	0.65193	67.94093	31.80810	45.35	8.15648	8.60183	1128.92795	9.94701	9.90413	126.28333	57.21178	52.58125	0.00000	8.16965	6.42161	8.30022
7.69992	8.08657	0.19745	75.12300	19.20423	36	8.89695	8.39852	1134.04548	7.71103	8.46025	139.55722	42.31016	63.23290	0.00000	9.12338	6.13403	8.28833
6.26398	7.20385	0.05379	69.81255	33.14250	53.38333	7.16104	6.22787	1140.25495	3.30118	3.24458	-0.76667	66.37854	63.78030	1.00000	9.34518	10.19017	6.15889
7.88476	6.16374	0.13406	41.46835	18.19142	-23.7975	7.07522	8.20305	1064.70311	11.19686	8.00868	-48.59278	82.28707	36.05947	0.00000	7.04984	6.55844	7.16639
7.55580	6.22495	0.05740	46.88232	16.79374	-19.65	4.94547	8.13333	1089.88679	4.94662	5.96480	47.31667	61.18121	42.69919	1.00000	8.28211	7.57157	6.28020
6.40645	7.24414	0.07739	59.01047	-7.65363	39.78504	4.57633	7.87143	1180.08885	5.95378	6.65548	-85.76942	79.96560	53.94670	1.00000	11.25116	8.89830	7.92634
8.08492	7.34668	0.11250	41.55990	23.53051	34.08565	11.17659	10.65990	1174.13419	7.49987	7.64732	74.80555	71.95338	52.19725	0.00000	10.12470	5.06527	6.49286
6.56393	7.18536	0.05404	35.15355	17.14046	15.45144	6.36825	6.92135	1165.82255	3.13744	3.52636	78.14797	54.48864	38.15302	1.00000	9.91826	9.63672	6.35539
6.60647	6.21299	0.30277	51.13890	6.51156	25.92127	7.27514	6.63161	1118.08303	5.50246	9.03066	86.79271	52.73155	27.48952	1.00000	7.24099	8.59265	8.04226
7.07031	8.41179	1.58782	78.96970	23.33787	50.72043	10.91819	8.63992	1176.73434	6.06476	10.87319	11.34046	54.58691	53.51866	0.00000	9.17966	10.61375	7.40240
8.72202	7.96241	6.26156	34.34497	-3.74164	32.9156	8.28473	6.54269	1084.96749	5.05684	12.23319	-117.14392	41.00503	56.02035	1.00000	9.25185	7.68878	8.62601
6.94456	7.34606	0.22733	48.75997	33.97767	39.12074	7.18959	5.64570	1193.85623	5.32795	8.49302	27.18052	55.70706	43.21651	1.00000	7.80424	10.11576	6.45246
6.17207	7.21945	0.17122	50.43066	3.98982	5.27247	4.85246	8.39392	1122.75949	7.52305	8.23844	-3.59625	32.10484	23.43360	1.00000	9.59328	8.01602	6.84801
6.13071	7.57210	0.62484	62.06686	18.54312	0.46005	7.15421	8.13233	1088.41713	6.73853	9.86911	34.11169	45.28806	73.47203	0.00000	10.11475	7.37731	6.78363
8.23421	6.44416	1.73481	52.92073	16.63240	2.2139	8.80948	8.25627	1137.76299	8.57793	10.92911	102.3278	45.58459	44.24653	0.00000	8.41345	5.12837	7.28083
7.24018	6.86531	0.05154	60.35710	0.60062	36.08497	6.48430	7.39253	1183.29976	4.79262	4.54410	9.37082	38.96392	58.67201	1.00000	10.36325	10.30460	7.56824
7.13265	7.60669	0.16267	64.72875	16.23398	-38.65333	4.82811	8.87645	1165.44541	8.02654	8.29868	178.00417	63.47925	57.35402	1.00000	7.22805	8.08096	6.47541
7.11009	6.65482	0.07564	63.91011	22.27127	36.24624	8.54926	5.88848	1113.39271	6.58892	7.02387	139.07204	38.30947	48.01610	1.00000	7.73071	10.10252	8.57378
7.26762	7.05513	0.09164	28.39974	30.75507	23.07492	6.99843	8.13129	1100.64860	7.46899	6.63719	88.28637	50.21182	51.44236	0.00000	8.41974	7.21517	8.80611
6.97239	9.32968	0.14775	80.79193	6.46670	40.1675	9.78563	8.80553	1170.90526	9.92941	8.02566	34.37389	49.65549	35.97153	0.00000	9.13222	5.94444	9.10645
7.20302	8.28774	0.07930	32.05735	8.31282	48.35149	9.83637	7.63682	1108.33934	7.63482	7.40253	8.96317	56.75214	51.72981	1.00000	6.22939	8.47807	7.76031
9.38342	6.36515	0.06537	46.25321	-9.51142	38.40917	10.64818	10.68527	1160.41760	7.21298	6.55082	112.73333	43.22907	46.50270	0.00000	9.25839	4.42411	7.72853
8.90313	7.00784	0.05968	49.30296	14.30268	-14.66463	5.45740	8.64638	1183.49913	6.15428	6.64114	-52.35558	77.62495	80.04879	1.00000	8.63840	7.83435	5.63881
6.67266	8.89112	0.09700	65.58467	15.95982	42.7392	4.70621	8.55647	1088.83329	6.05123	7.37151	-84.62081	55.82287	29.08762	1.00000	6.50417	6.43922	7.82682
6.25138	7.46334	0.10561	36.36300	6.57462	53.37596	10.45879	8.53511	1127.03368	6.98394	7.85402	51.3452	44.73204	69.02208	0.00000	8.82261	8.06891	7.11002
5.46772	7.75943	0.35947	74.63595	26.29525	-15.675	7.58072	7.98768	1078.23483	8.56610	9.28897	-38.94722	59.26680	56.09508	0.00000	7.33288	5.60241	7.25104
8.20832	6.65392	0.10938	62.40486	29.00693	36.82167	5.75687	9.74515	1163.79378	8.97322	7.76054	128.63083	53.00675	47.89641	1.00000	7.41098	9.52413	9.07085
8.95459	7.78916	0.22394	50.96603	-1.76955	45.69558	10.13640	10.06314	1084.31687	7.56361	8.61809	4.7934	41.65463	70.77551	0.00000	9.56204	4.89420	5.98726
8.18013	6.30729	0.05312	51.85430	-2.31194	50.86079	7.26723	11.00643	1147.42293	7.90351	7.26410	17.4674	62.67195	43.49531	1.00000	7.77953	6.70908	7.79176
6.34528	8.59401	0.04826	55.02259	18.24284	37.74615	6.95874	8.10575	1091.42831	6.30677	5.45044	-25.66689	52.07848	58.72474	1.00000	8.17958	10.07894	7.66924
5.91541	8.93748	0.21186	50.02117	-0.68172	57.97472	10.43814	9.33318	1145.38328	7.65124	8.60008	33.2525	65.15654	45.00310	0.00000	7.82326	8.72291	8.88728
8.30629	7.48698	0.20897	25.82870	10.51023	50.56149	10.72701	8.40817	1075.02380	6.80358	8.60503	4.69889	69.36852	52.09237	0.00000	10.10900	8.19569	6.23088
7.78305	6.65519	0.06314	61.22969	12.79352	15.48131	6.60787	8.99064	1159.80782	5.71326	4.45122	-86.57415	41.99088	30.58356	0.00000	6.48477	5.34500	6.56099
5.92494	8.20260	0.04741	35.05509	10.16184	41.27621	8.29015	8.06839	1138.50007	6.20423	4.99292	-72.86843	48.46074	42.75767	0.00000	8.16175	6.06392	6.94863
6.92123	8.87085	0.60587	61.65998	23.80205	10.58806	8.29098	6.08156	1191.40220	8.46179	9.75151	77.24779	54.83803	58.13644	1.00000	8.41312	8.04600	10.07525
6.82319	7.92932	0.31709	63.54792	15.55740	33.03699	7.35668	5.67007	1095.22687	5.80129	9.10686	-117.29198	57.86865	37.56393	1.00000	7.86977	10.13811	7.36476
7.45476	9.39361	0.12154	55.43634	9.25201	-32.05251	9.00458	9.25680	1071.07824	6.12535	7.64311	115.88782	48.48229	75.49853	1.00000	7.38649	7.73319	6.63170
8.14902	8.20432	0.06216	60.89446	35.08243	42	7.05680	8.44690	1096.23864	8.48056	6.19750	21.32778	81.99019	75.78464	0.00000	7.59723	7.17208	5.73498
7.14071	8.04168	0.69091	32.75601	9.34280	41.41204	7.43767	4.71952	1064.57019	4.47644	9.96804	2.18247	47.32177	67.95701	1.00000	10.19854	9.26725	8.01445
6.27541	7.07114	0.22888	39.64500	23.72278	6.84019	9.26515	6.34638	1052.47148	7.30221	8.71691	79.87116	68.91252	30.72671	1.00000	7.80772	9.93592	7.30301
7.74616	6.54627	0.14292	49.58487	5.09714	25.80565	9.99316	8.45280	1192.68745	7.99787	8.05782	68.49143	54.43048	50.68350	0.00000	10.99414	6.41695	6.85745
5.85658	6.67457	0.13002	40.91975	6.81163	18.65297	9.32232	6.62322	1149.13447	6.65284	8.02180	-72.09391	47.27509	57.63013	1.00000	7.98757	8.56446	7.38836
6.89254	8.29378	0.03590	24.15421	-2.10484	22.83957	5.85266	8.08735	1115.55599	5.50574	5.24223	91.84128	55.05452	38.75746	1.00000	7.27608	9.44923	5.43088
8.24946	7.50226	0.12597	48.32673	3.64986	33.72255	3.59584	8.25768	1051.31963	7.50440	7.92998	-116.37697	37.52446	45.22971	1.00000	8.56060	9.15815	7.53881
7.71038	7.28308	0.15813	80.20869	22.37702	49.28669	6.87817	7.08651	1186.41029	7.89789	8.06327	1.00288	67.74027	65.21129	0.00000	8.81896	7.36796	6.82405
6.81756	8.76236	0.24101	59.30550	19.26096	35.95664	7.41229	6.62258	1135.97190	6.29028	8.75629	36.7138	32.77096	44.63920	1.00000	7.34972	7.36265	8.09895
5.60128	8.65993	0.03156	29.90448	16.41702	41.15376	6.75262	6.13965	1149.32939	3.78209	3.52920	-87.88754	78.40120	41.40990	1.00000	7.27346	10.84059	7.47365
7.15794	7.08075	0.56787	43.70413	12.02108	22.19303	8.70939	6.43805	1168.96810	6.36925	9.75645	88.18466	78.56353	32.78767	1.00000	8.21671	7.94340	5.88139
6.93810	6.22771	0.06204	60.31299	-15.71993	33.93113	6.76428	9.53944	1103.45686	5.49790	4.96468	-117.54866	49.48395	52.40525	0.00000	7.64744	3.75374	9.46802
6.28194	6.51828	0.06867	61.71229	21.51681	55.75556	7.30732	7.65012	1150.09126	9.17985	7.20067	60.70278	47.62364	55.02090	0.00000	6.73637	6.47222	7.59540
6.65234	6.98535	0.04348	41.34841	29.74997	17.06542	7.49706	9.45999	1093.03552	6.31094	5.25541	-96.72365	47.20563	41.18287	1.00000	8.83365	9.55680	10.43385
7.40707	6.68887	0.04323	75.99481	2.66488	33.78333	8.27081	8.25758	1156.08165	5.71084	5.85531	114.51667	70.31073	65.06914	0.00000	9.01487	5.92575	10.41361
5.71861	8.04851	0.14394	52.60999	23.85697	50.80904	9.40137	6.86167	1056.09217	6.11738	7.94986	8.77069	82.83974	51.95650	1.00000	7.45658	8.38828	7.77900
7.63184	6.63022	0.04653	65.04535	16.72499	36.82167	5.77135	6.26993	1126.22030	4.56785	4.68576	128.63083	84.30498	34.74798	1.00000	10.21695	10.84827	6.36703
8.85058	7.67272	0.08220	39.51083	5.12126	55.54028	5.41510	9.04384	1123.99881	7.20835	6.95020	89.20083	45.34047	24.80934	1.00000	9.85460	8.78936	7.59755
8.64993	7.13839	0.19393	50.18191	27.58696	53.78333	9.68796	6.17506	1121.94019	6.26379	8.67049	-1.06667	65.37580	43.20287	1.00000	8.17011	10.59385	6.58439
7.06878	5.39456	0.10086	66.67014	22.75858	49.41029	6.87883	9.68890	1126.94910	4.82292	6.09027	38.15035	76.34275	77.90004	0.00000	7.12549	5.13401	7.64435
7.47491	7.94963	0.16159	43.33000	19.00800	51.21667	7.22528	5.19242	1134.79479	6.00254	8.44328	6.26667	54.48980	36.48719	1.00000	9.07350	8.30896	7.31184
7.92654	8.57805	0.06043	34.29063	8.09735	49.5099	6.04166	8.09893	1097.47769	4.09968	5.81207	6.74549	37.97819	46.15921	1.00000	9.07738	5.99262	7.94916
6.54073	7.69489	0.09984	62.83816	9.34674	48.15659	8.77096	7.38790	1118.92214	10.18123	7.05694	28.28489	62.11963	28.05084	0.00000	7.67026	7.28266	6.96485
5.87411	5.48705	0.15768	38.31315	21.76531	56.03361	10.36425	8.62500	1075.33155	10.60440	8.13476	35.96944	61.82779	56.56350	0.00000	9.23539	6.06831	7.22228
7.98280	7.70086	0.09006	32.05207	13.86704	2.2139	9.24496	5.70679	1117.74537	7.12449	6.82268	102.3278	76.97096	51.62037		8.90883	8.48655	6.28576
7.44851	7.88682	5.19133	47.85514	12.22328	18.87813	8.74610	5.90710	1113.52706	5.65681	12.04982	72.93924	54.26034	40.48351	1.00000	9.79766	9.07519	5.70137
9.50245	7.75586	2.28936	63.96426	9.28021	51.19139	7.23132	10.61995	1091.59146	6.77769	11.22097	6.51352	54.97592	44.28975	0.00000	8.25443	4.59208	7.29906
6.76375	7.07234	0.04612	54.47308	17.46453	22.49396	7.95040	5.95010	1083.53192	1.31262	1.43609	-105.36369	54.13247	53.28122	1.00000	7.10169	9.45281	8.61700
7.38678	8.50599	0.36197	70.91849	16.33100	50.09019	10.53585	7.79910	1106.24212	8.64602	9.30304	8.4493	65.55627	77.77831	1.00000	7.11933	8.15516	8.10541
7.48988	6.80125	0.05101	59.98429	5.11075	51.64316	6.41941	7.27123	1077.15687	4.40838	1.96657	-0.36053	70.44572	38.69429	0.00000	9.55913	2.66112	6.48342
7.13788	7.55087	0.06529	77.93184	24.71816	51.12794	5.98815	9.25792	1083.76777	7.93135	7.01628	4.21372	36.09860	43.84522	1.00000	5.08851	9.08774	6.91658
7.20638	8.23415	0.07128	70.35262	9.07122	-3.14306	7.30307	8.54553	1167.83569	4.18622	6.70998	-58.44417	71.35473	41.61858	0.00000	9.52451	5.40863	7.19427
7.00269	8.46586		45.68637	4.60544	50.56149	5.44980	9.58443	1163.82949	7.14017	6.44676	4.69889	61.19836	41.01527	1.00000	7.97208	8.86800	7.39982
7.79713	8.55051	0.11087	57.15014	6.40885	41.55947	11.08266	8.50085	1100.62052	6.43410	7.34836	14.66737	41.20061	47.99008	0.00000	9.13175	6.93788	7.74491
7.93406	7.42578	0.06426	60.51120	26.40882	53.37596	8.20817	8.29132	1198.50980	4.62350	4.67926	51.3452	50.32428	51.55082	0.00000	8.92598	4.27036	7.48340
7.13571	6.84024	0.91937	38.23714	10.53520	10.66668	7.32351	8.36655	1173.22626	10.82857	10.27230	-61.51889	76.67357	63.20902	0.00000	6.61092	5.52689	7.16917
8.22586	6.77560	0.68066	70.09727	0.98588	9.3337	7.72012	6.18050	1175.17156	7.79015	9.96803	122.8637	38.90132	37.67759	0.00000	10.03088	7.73674	7.79206
6.39250	7.53957		75.42612	31.32684	8.56697	5.89343	9.08818	1058.88643	4.42026	5.23004	123.33471	67.79200	39.41418	0.00000	8.77187	3.62813	8.09055
7.04270	5.92552	0.62663	56.29328	6.39169	41.15376	8.53064	8.79620	1142.69853	8.55041	9.80132	-87.88754	58.16463	57.41095	1.00000	9.03983	5.43461	7.80629
8.01682	8.29300	0.04401	53.71708	14.27016	2.2139	6.29294	8.11148	1196.94311	5.46515	4.99830	102.3278	51.65506	60.55669	1.00000	7.07612	9.49776	8.52193
6.49492	7.99878	0.06275	47.04231	9.03859	45.53929	7.14614	8.73025	1109.63645	4.82207	4.27166	-122.38731	47.55651	54.51410	1.00000	6.20103	8.70105	8.06436
5.08723	8.58614	0.12980	57.87691	23.73721	2.2139	8.12389	4.94198	1073.71170	6.19845	8.04997	102.3278	49.75552	60.05458	1.00000	9.37351	9.71116	8.63995
6.57228	7.21060	0.09286	48.80745	16.90712	41.29444	8.49772	7.52568	1085.66669	8.13416	7.69806	69.67639	63.74582	35.47776	0.00000	11.08777	8.01129	7.43031
8.98287	6.25839	0.05814	49.41239	-0.94580	60.02427	5.55059	8.94233	1198.58945	6.21354	6.10335	30.28491	61.29841	46.83767	1.00000	6.80159	8.34739	8.36775
7.78394	6.12192	0.06657	63.69276	6.00297	45.78071	6.84391	8.75313	1054.60131	5.84263	5.33039	12.84052	59.55353	67.15473	1.00000	7.99920	8.92710	7.18368
7.22805	8.07721	0.11022	57.13038	0.53881	41.85059	9.05363	8.37136	1163.89900	7.09451	7.44632	-87.882	35.30930	69.37507	0.00000	10.31878	6.81196	7.86902
