longitude	latitude	station	revision	code	QoS
140.73667	41.77583	Hakodate	12 Feb 2018	JP	maintenance
4.47124	51.95838	Schiebroek	12/16/2016, 00:00:00	NL	accep
91.61356	26.44931	Rangia	2016-09-16	IN	accep
-76.88442	40.2737	Harrisburg	2014-03-08	US	accep
85.83636	25.66795	Dalsingh Sarai	2015/11/22	IN	good
-87.93341	42.55308	Pleasant Prairie	2019-07-17	US	accep
72.85107	19.30157	Bhayandar	07/11/2015, 00:00:00	IN	good
2.29275	48.79325	Fontenay-aux-Roses	10/11/2015, 00:00:00	FR	accep
17.10558	61.72744	Hudiksvall	07/22/2022, 00:00:00	SE	excellent
38.15035	49.41029	Svatove	2017-07-16	UA	good
5.4584	43.32393	Les Olives	2015-08-28	FR	average
-79.2663	43.86682	Markham	2013-10-08	CA	excellent
73.06784	25.13915	Sheoganj	2013-08-05	IN	good
47.31667	-19.65	Antanifotsy	30 Apr 2015	MG	excellent
-0.74934	51.62907	High Wycombe	05/04/2013, 00:00:00	GB	good
20.22625	30.75545	Ajdabiya	2015-06-30	LY	good
14.66737	41.55947	Campobasso	23 Jun 2016	IT	maintenance
43.91385	54.03876	Kovylkino	2014/03/30	RU	excellent
-105.36369	22.49396	Acaponeta	03/22/2018, 00:00:00	MX	accep
44.02488	32.61603	Karbala	08/15/2022, 00:00:00	IQ	average
139.6853	35.815	Shimotoda	2018/05/15	JP	good
88.28637	23.07492	Pandua	08 Jun 2021	IN	good
-74.01042	41.50343	Newburgh	05/01/2022, 00:00:00	US	accep
34.11169	0.46005	Busia	2017-09-03	KE	excellent
-79.59415	-2.13404	Milagro	05/02/2013, 00:00:00	EC	good
-1.99421	51.35084	Devizes	2013-07-04	GB	accep
8.61839	49.68369	Bensheim	25 Jul 2015	DE	accep
9.02596	48.21644	Albstadt	2015/08/09	DE	maintenance
-2.16	34.31	Jerada	06 Jun 2019	MA	average
-50.19556	-19.72806	Iturama	09/07/2013, 00:00:00	BR	excellent
2.61667	48.98333	Mitry-Mory	2019/03/14	FR	accep
12.16179	48.52961	Landshut	2021/05/15	DE	accep
4.7934	45.69558	Saint-Genis-Laval	2021/11/10	FR	accep
3.16667	50.8	Wevelgem	2022/02/06	BE	maintenance
-1.5443	50.75767	Lymington	2017-11-04	GB	average
-93.75018	32.52515	Shreveport	08 Feb 2016	US	building
86.59509	26.11527	Supaul	26 Nov 2019	IN	excellent
15.46667	47.05	Sankt Peter	2016/10/10	AT	average
4.07601	50.88506	Denderleeuw	2017-11-07	BE	excellent
-72.47417	7.83389	Villa del Rosario	2018/06/05	CO	excellent
1.04945	35.06544	Frenda	11/25/2014, 00:00:00	DZ	excellent
-2.52398	53.19146	Winsford	2015-03-31	GB	good
-73.26022	6.46838	Socorro	12/27/2019, 00:00:00	CO	good
29.24152	-26.93366	Standerton	2015/12/16	ZA	excellent
4.21372	51.12794	Temse	2016/04/14	BE	good
51.3452	53.37596	Otradnyy	2021-08-03	RU	good
15.28318	-4.26613	Brazzaville	14 Feb 2018	CG	good
122.9666	10.7375	Talisay	11/16/2015, 00:00:00	PH	good
-89.10944	13.70167	Ilopango	26 Jun 2014	SV	good
-3.59625	5.27247	Bonoua	2016-07-04	CI	good
45.36561	41.09246	Qazax	09 Nov 2021	AZ	average
-100.44843	20.74122	Santa Rosa Jauregui	03/27/2017, 00:00:00	MX	excellent
10.78222	36.46917	Beni Khiar	10/10/2013, 00:00:00	TN	building
-104.22884	32.42067	Carlsbad	2016/01/19	US	accep
-97.03285	47.92526	Grand Forks	2020/07/26	US	building
82.85749	17.54907	Elamanchili	2021/09/18	IN	good
-8.2194	43.48961	Ferrol	2020/12/30	ES	good
2.12213	48.8222	Le Chesnay	2016/01/30	FR	excellent
38.01667	-5.41667	Chanika	2020/08/23	TZ	good
-87.65644	41.80753	New City	15 Mar 2014	US	maintenance
-86.57415	15.48131	Olanchito	17 Jun 2016	HN	excellent
10.18527	47.98372	Memmingen	2019/04/28	DE	excellent
73.38333	31.71667	Sangla Hill	03 Apr 2017	PK	excellent
120.14278	32.50611	Jiangyan	15 Jun 2022	CN	accep
91.84128	22.83957	Manikchari	05/07/2017, 00:00:00	BD	good
136.51667	35	Komono	2019/12/10	JP	excellent
86.68363	23.49668	Adra	09 Sep 2021	IN	excellent
-73.89125	40.67705	Cypress Hills	2014-01-27	US	average
46.04833	51.40944	Privolzhskiy	2016/07/07	RU	maintenance
-73.75335	45.4473	Dorval	2013-03-31	CA	maintenance
7.36027	51.20219	Radevormwald	10/23/2015, 00:00:00	DE	average
-93.12577	44.73941	Rosemount	2020/09/04	US	average
-1.48119	53.0233	Belper	2019/08/13	GB	building
-37.93278	-11.48472	Rio Real	04/19/2018, 00:00:00	BR	maintenance
-116.97725	33.92946	Beaumont	11/08/2012, 00:00:00	US	accep
77.40858	24.05979	Leteri	10 May 2018	IN	accep
18.84	42.28639	Budva	2017/01/30	ME	accep
125.51176	42.64031	Dongfeng	07/20/2019, 00:00:00	CN	accep
4.86667	45.51667	Vienne	24 Apr 2020	FR	accep
9.20427	48.49144	Reutlingen	11/05/2019, 00:00:00	DE	accep
-2.16	34.31	Jerada	2017/09/30	MA	maintenance
28.28489	48.15659	Soroca	2017/06/23	MD	accep
137.02166	35.48199	Minokamo	10/17/2017, 00:00:00	JP	excellent
21.32778	42	Saraj	11/19/2020, 00:00:00	MK	building
-6.00137	33.42585	Oulmes	2018-05-28	MA	accep
-0.91979	51.42708	Lower Earley	01/31/2016, 00:00:00	GB	excellent
-9.24671	38.72706	Carnaxide	06/02/2016, 00:00:00	PT	good
-1.06667	53.78333	Selby	2018/04/19	GB	good
97.01124	17.30858	Kyaikto	10 Mar 2018	MM	good
-67.15407	18.42745	Aguadilla	2018/08/17	PR	average
88.28637	23.07492	Pandua	2016/06/02	IN	accep
-97.90308	31.12406	Copperas Cove	2016-07-01	US	excellent
12.19458	10.61285	Biu	2019/11/03	NG	excellent
122.8637	9.3337	Santa Catalina	19 Dec 2013	PH	average
4.86667	45.51667	Vienne	2016-06-24	FR	excellent
4.86667	45.51667	Vienne	10/01/2017, 00:00:00	FR	average
-0.76667	53.38333	Gainsborough	2019/03/20	GB	excellent
4.69889	50.56149	Gembloux	2014/07/08	BE	average
81.54855	26.2649	Jais	22 May 2018	IN	average
-9.24671	38.72706	Carnaxide	08/31/2013, 00:00:00	PT	accep
-72.09391	18.65297	Thomazeau	18 May 2015	HT	excellent
39.25	-6.8	Magomeni	2016/09/24	TZ	maintenance
10.98461	48.35693	Friedberg	2016-12-22	DE	maintenance
14.01481	42.67164	Roseto degli Abruzzi	25 Jul 2021	IT	good
30.98551	2.41669	Paidha	2018-03-28	UG	good
39.25	-6.8	Magomeni	2015-03-04	TZ	excellent
-51.50361	-29.2975	Carlos Barbosa	03/30/2019, 00:00:00	BR	building
-67.15407	18.42745	Aguadilla	12/05/2017, 00:00:00	PR	average
6.92917	52.31333	Oldenzaal	2017-09-15	NL	maintenance
10.98461	48.35693	Friedberg	04/09/2017, 00:00:00	DE	accep
-1.98956	5.30383	Tarkwa	2021/04/30	GH	accep
-88.81395	35.61452	Jackson	10/17/2015, 00:00:00	US	accep
-96.67834	34.77453	Ada	2016/12/21	US	excellent
3.50309	34.15429	Messaad	11/25/2012, 00:00:00	DZ	average
10.7	4.96667	Tonga	2019-03-04	CM	average
-71.08977	41.9001	Taunton	2015-04-26	US	accep
71.52847	32.57756	Mianwali	2014/06/12	PK	excellent
-119.27337	50.26729	Vernon	25 Sep 2022	CA	average
-120.43572	34.95303	Santa Maria	2016-04-21	US	good
98.50893	16.68911	Myawadi	2020-09-25	MM	maintenance
-52.2	-28.44917	Marau	02/03/2016, 00:00:00	BR	good
-75.69947	8.79577	San Carlos	24 Mar 2014	CO	good
-93.71133	41.57721	West Des Moines	2019-08-06	US	maintenance
102.56365	13.65805	Paoy Paet	02/04/2019, 00:00:00	KH	maintenance
38.01667	-5.41667	Chanika	09/14/2017, 00:00:00	TZ	building
77.656	28.71271	Pilkhua	01 Jan 2019	IN	good
-82.90375	32.54044	Dublin	2022/03/05	US	good
-86.77917	36.02506	Brentwood Estates	03/20/2021, 00:00:00	US	building
43.83992	55.39485	Arzamas	2013-04-28	RU	building
-94.74049	32.5007	Longview	05 Jul 2014	US	excellent
-105.11221	39.57582	Ken Caryl	27 Jun 2018	US	average
117.7	35.85	Dongdu	24 Mar 2014	CN	excellent
-72.47417	7.83389	Villa del Rosario	2013/12/28	CO	building
32.88667	3.27833	Kitgum	01/19/2022, 00:00:00	UG	building
75.92694	14.46693	Davangere	06/22/2018, 00:00:00	IN	accep
14.66737	41.55947	Campobasso	2020-01-16	IT	average
-37.03861	-10.90889	Barra dos Coqueiros	2013/11/23	BR	excellent
-1.64295	42.8139	Segundo Ensanche	05 Aug 2018	ES	accep
4.47124	51.95838	Schiebroek	2019-02-11	NL	good
128.63083	36.82167	Eisen	2013-07-30	KR	building
-91.58045	41.6764	Coralville	01 Aug 2022	US	accep
38.12408	53.77166	Bogoroditsk	03 Jan 2017	RU	good
-122.38731	45.53929	Troutdale	2016-08-01	US	good
100.48528	14.37395	Bang Ban	2015-08-15	TH	average
137.36215	36.75965	Namerikawa	09/17/2021, 00:00:00	JP	excellent
168.31366	-17.73648	Port-Vila	02/11/2021, 00:00:00	VU	good
-3.52751	50.7236	Exeter	2020-09-10	GB	building
101.18445	13.44581	Phanat Nikhom	12 Dec 2015	TH	good
-117.54866	33.93113	Norco	03 Sep 2020	US	excellent
6.51352	51.19139	Korschenbroich	2015-03-21	DE	average
145.18333	-37.9	Wheelers Hill	2022/04/09	AU	maintenance
4.92235	7.65649	Efon-Alaaye	2019/10/24	NG	average
32.88667	3.27833	Kitgum	01 Feb 2017	UG	accep
5.2875	51.65333	Vught	08/01/2014, 00:00:00	NL	excellent
117.7	35.85	Dongdu	09 Jul 2021	CN	excellent
74.12286	30.76468	Kanganpur	2018/01/16	PK	average
-48.59278	-23.7975	Buri	2013/06/22	BR	good
7.11393	51.08468	Burscheid	19 Mar 2013	DE	average
35.7	-7.76667	Iringa	2018-07-16	TZ	average
10.03988	53.6052	Barmbek-Nord	2017/09/12	DE	average
-97.03285	47.92526	Grand Forks	02/21/2014, 00:00:00	US	accep
-116.97725	33.92946	Beaumont	2018-01-19	US	good
31.33078	47.56494	Voznesensk	2017-09-09	UA	excellent
114.51667	33.78333	Wacheng	2014/08/05	CN	building
33.34864	46.75451	Nova Kakhovka	2022-02-13	UA	accep
26.97253	49.65186	Krasyliv	08/02/2015, 00:00:00	UA	average
88.58	23.18	Aistala	2013/06/03	IN	accep
68.49143	25.80565	Bhit Shah	2017/06/13	PK	accep
98.50893	16.68911	Myawadi	08/22/2016, 00:00:00	MM	maintenance
14.01481	42.67164	Roseto degli Abruzzi	13 Jul 2014	IT	excellent
-77.43532	20.14298	Media Luna	2013-06-06	CU	good
36.36339	0.03813	Nyahururu	2013-05-27	KE	average
20.91361	41.92361	Bogovinje	2022-02-01	MK	excellent
97.01124	17.30858	Kyaikto	2018-12-20	MM	accep
2.61667	48.98333	Mitry-Mory	23 Aug 2018	FR	maintenance
115.70111	37.73222	Hengshui	2019/09/14	CN	building
-105.11221	39.57582	Ken Caryl	2019/08/01	US	average
-71.19901	-30.60106	Ovalle	2015/03/11	CL	maintenance
5.23333	52.09	Zeist	2017/02/09	NL	good
37.55	6.03333	Arba Minch	03/20/2020, 00:00:00	ET	average
79.883	6.9909	Hendala	2018/02/23	LK	excellent
25.34244	50.75932	Lutsk	2021/11/02	UA	building
-0.36053	51.64316	Bushey	15 Apr 2013	GB	good
14.01481	42.67164	Roseto degli Abruzzi	05/08/2019, 00:00:00	IT	accep
-84.62081	42.7392	Waverly	2018-09-18	US	good
114.51667	33.78333	Wacheng	2015/06/16	CN	average
72.34424	40.78206	Andijon	01/13/2013, 00:00:00	UZ	excellent
-88.42814	42.16808	Huntley	08/06/2020, 00:00:00	US	average
120.74792	41.09822	Nanpiao	09 Nov 2019	CN	accep
5.06258	7.50251	Igbara-Odo	2013-06-18	NG	excellent
103.6032	1.6561	Kulai	10/24/2020, 00:00:00	MY	excellent
-8.2503	37.08819	Albufeira	2016-01-02	PT	excellent
46.5813	54.8421	Alatyr’	01/10/2016, 00:00:00	RU	excellent
-115.98391	36.20829	Pahrump	2015-06-29	US	excellent
-88.70464	34.25807	Tupelo	2012-10-04	US	good
-48.29694	-20.87306	Viradouro	2016-03-09	BR	good
111.73861	35.20889	Changzhi	2019-02-21	CN	accep
53.47103	54.48147	Oktyabr’skiy	03/07/2018, 00:00:00	RU	accep
78.27539	12.95629	Robertsonpet	2019-08-11	IN	maintenance
68.49143	25.80565	Bhit Shah	07/22/2021, 00:00:00	PK	average
59.80222	58.63667	Lesnoy	2013/06/23	RU	good
38.28402	34.5624	Tadmur	2019-08-17	SY	accep
123.50266	41.94175	Hushitai	2013-09-19	CN	good
5.03586	43.83125	Cavaillon	31 Dec 2013	FR	excellent
24.6522	60.2052	Espoo	2014/11/22	FI	accep
77.24779	10.58806	Udumalaippettai	2022-01-04	IN	good
69.01354	38.55632	Vahdat	30 Dec 2014	TJ	excellent
117.4831	27.34089	Shaowu	2014/04/02	CN	excellent
-87.70172	41.72059	Evergreen Park	11 Nov 2013	US	accep
5.74861	52.71083	Emmeloord	05/25/2020, 00:00:00	NL	excellent
42.7125	11.15583	'Ali Sabieh	08/11/2015, 00:00:00	DJ	good
9.37082	36.08497	Siliana	2022-06-06	TN	good
-80.58556	22.98212	Corralillo	2019/07/24	CU	good
114.68333	23.73333	Heyuan	06/22/2021, 00:00:00	CN	good
33.2525	57.97472	Valday	2016-10-13	RU	maitennce
16.54165	68.79833	Harstad	28 Apr 2018	NO	good
8.62118	45.44694	Novara	2016-04-15	IT	accep
-71.05977	42.35843	Boston	09/07/2021, 00:00:00	US	excellent
79.87116	6.84019	Dehiwala-Mount Lavinia	31 Jan 2017	LK	average
1.15597	51.78967	Clacton-on-Sea	22 Oct 2016	GB	building
-105.36369	22.49396	Acaponeta	2016-05-30	MX	average
74.3092	33.37526	Rajaori	05/20/2020, 00:00:00	IN	accep
79.41727	12.25282	Gingee	01/21/2021, 00:00:00	IN	good
5.74861	52.71083	Emmeloord	22 Oct 2018	NL	good
112.01667	-7.81667	Kediri	2022/06/22	ID	accep
8.77069	50.80904	Marburg an der Lahn	01/23/2014, 00:00:00	DE	accep
3.55665	36.72544	Thenia	05/04/2021, 00:00:00	DZ	average
2.08333	48.86667	Marly-le-Roi	2015-06-28	FR	accep
77.5609	11.00599	Kangayam	2017/11/07	IN	average
101.02083	4.02219	Teluk Intan	2013-02-05	MY	excellent
10.03988	53.6052	Barmbek-Nord	2018/01/19	DE	excellent
-1.325	38.47917	Jumilla	2015-06-12	ES	good
4.69889	50.56149	Gembloux	2014-04-01	BE	good
0.57856	40.70995	Amposta	06/27/2015, 00:00:00	ES	good
11.412	45.50369	Montecchio Maggiore-Alte Ceccato	2016-01-03	IT	good
-2.68333	43.31667	Gernika-Lumo	08/20/2014, 00:00:00	ES	maintenance
17.80774	40.55851	Mesagne	25 Jun 2019	IT	building
128.63083	36.82167	Eisen	01/30/2018, 00:00:00	KR	average
-122.23484	47.38093	Kent	2013/11/13	US	average
-52.35558	-14.66463	Nova Xavantina	2014/10/08	BR	average
75.35927	12.04161	Talipparamba	2017-03-08	IN	building
135.31667	34.25	Iwade	2021-12-17	JP	excellent
9.5926	52.86147	Walsrode	2017/09/23	DE	good
4.62744	36.06386	El Achir	2021-10-25	DZ	average
126.665	36.6009	Hongseong	10 Apr 2020	KR	maitennce
-87.70172	41.72059	Evergreen Park	2021/11/04	US	accep
-4.83076	39.96348	Talavera de la Reina	2018/09/19	ES	accep
-94.41551	39.09112	Independence	01/15/2021, 00:00:00	US	average
-87.882	41.85059	Westchester	06/19/2016, 00:00:00	US	good
29.47306	0.49113	Beni	24 Aug 2016	CD	maintenance
-122.24064	47.80527	Bothell West	2012-12-15	US	average
9.85	53.63333	Halstenbek	29 Nov 2019	DE	good
102.3278	2.2139	Kampung Ayer Molek	2021-12-08	MY	accep
-1.4001	7.06273	Mampong	01 Jun 2017	GH	building
72.54566	29.69221	Hasilpur	10 Sep 2020	PK	accep
126.28333	45.35	Shuangcheng	2015-12-20	CN	accep
2.35739	41.63976	Cardedeu	11/25/2020, 00:00:00	ES	excellent
-67.15407	18.42745	Aguadilla	2017-05-31	PR	building
6.26667	51.21667	Schwalmtal	10/24/2019, 00:00:00	DE	good
6.83042	6.15038	Nkpor	2021-05-05	NG	average
122.22833	40.66482	Yingkou	26 Aug 2021	CN	average
8.77069	50.80904	Marburg an der Lahn	2022/05/07	DE	excellent
36.73307	55.38752	Naro-Fominsk	18 Aug 2018	RU	excellent
-100.44843	20.74122	Santa Rosa Jauregui	2017-01-01	MX	excellent
2.18247	41.41204	el Camp de l'Arpa del Clot	13 Mar 2018	ES	accep
120.74221	31.64615	Changshu City	02/01/2020, 00:00:00	CN	good
-42.98194	-22.53722	Guapimirim	2017-07-09	BR	excellent
-79.62603	8.88988	Veracruz	09/05/2014, 00:00:00	PA	building
-83.55521	41.66394	Toledo	29 Apr 2019	US	good
34.02537	38.37255	Aksaray	2012/12/07	TR	good
126.665	36.6009	Hongseong	2014/05/24	KR	average
115.88782	-32.05251	Willetton	08/20/2020, 00:00:00	AU	maintenance
73.38333	31.71667	Sangla Hill	06 Jan 2021	PK	building
10.18003	24.96334	Ghat	2014/03/18	LY	average
30.38167	59.80917	Shushary	01/02/2020, 00:00:00	RU	accep
9.5586	54.52156	Schleswig	09/08/2014, 00:00:00	DE	excellent
124.84472	10.13361	Maasin	08/09/2015, 00:00:00	PH	accep
-117.71978	34.09668	Claremont	2013/11/30	US	good
8.88104	45.79377	Malnate	2015/07/15	IT	good
0.47713	51.39323	Strood	2012-10-04	GB	building
-1.60452	42.06166	Tudela	2016/03/25	ES	building
-122.39168	40.58654	Redding	2017-02-08	US	accep
-72.09391	18.65297	Thomazeau	07/30/2018, 00:00:00	HT	excellent
-60.93173	-31.4488	Esperanza	20 Feb 2020	AR	average
122.9666	10.7375	Talisay	2014-10-22	PH	building
6.8625	51.47805	Oberhausen	11/16/2018, 00:00:00	DE	accep
116.10146	5.90702	Donggongon	2014/09/11	MY	building
-115.98391	36.20829	Pahrump	29 Mar 2017	US	accep
11.34046	50.72043	Rudolstadt	31 Aug 2021	DE	building
121.12251	14.62578	Antipolo	2015-02-02	PH	good
75.92694	14.46693	Davangere	16 Feb 2022	IN	excellent
26.01649	44.43579	Sector 6	2020-11-26	RO	accep
105.75635	10.29085	Sa Dec	2020/07/17	VN	good
-41.25528	-19.32556	Resplendor	2016-06-30	BR	maintenance
78.25795	9.82564	Tiruppuvanam	23 Jul 2014	IN	good
-67.33122	10.22677	La Victoria	29 Apr 2013	VE	average
-117.29198	33.03699	Encinitas	07 Sep 2018	US	accep
4.62744	36.06386	El Achir	24 Aug 2013	DZ	excellent
135.6	34.61667	Yao	12/01/2015, 00:00:00	JP	excellent
-1.32471	51.40148	Newbury	2019/07/26	GB	average
-52.67056	-26.22861	Pato Branco	2013/05/16	BR	good
16.43915	43.50891	Split	2020/04/10	HR	average
43.91385	54.03876	Kovylkino	07/22/2021, 00:00:00	RU	average
-4.21376	55.82885	Rutherglen	2021-08-21	GB	accep
-111.89903	33.50921	Scottsdale	11/10/2018, 00:00:00	US	maintenance
42.85693	39.22493	Patnos	2017-10-22	TR	maintenance
30.79165	-27.76952	Vryheid	31 May 2013	ZA	excellent
35.23388	31.78336	East Jerusalem	2017-04-29	PS	accep
-121.75689	36.91023	Watsonville	03 Jan 2013	US	excellent
-117.29198	33.03699	Encinitas	2015-12-31	US	excellent
-47.53028	-22.45667	Santa Gertrudes	04/16/2015, 00:00:00	BR	average
-116.21677	33.7207	Indio	2020/10/04	US	average
-120.00865	46.32374	Sunnyside	28 Jun 2022	US	building
76.0586	16.06213	Hungund	2019/07/02	IN	good
6.26764	4.92675	Yenagoa	27 Feb 2019	NG	maintenance
-117.79394	33.76446	North Tustin	2019-06-13	US	average
29.91582	31.20176	Alexandria	2019-05-24	EG	excellent
-95.30106	32.35126	Tyler	10/01/2021, 00:00:00	US	average
15.00835	51.14942	Zgorzelec	2012/10/05	PL	accep
-95.63079	31.76212	Palestine	11 Aug 2021	US	maintenance
-41.45861	-4.42472	Pedro II	08 May 2015	BR	good
-96.72365	17.06542	Oaxaca	25 May 2021	MX	maintenance
100.24529	5.4709	Batu Feringgi	24 Feb 2015	MY	average
78.25795	9.82564	Tiruppuvanam	07 May 2018	IN	good
120.74792	41.09822	Nanpiao	06/20/2015, 00:00:00	CN	excellent
113.82465	23.29549	Licheng	2014/12/26	CN	building
83.97573	21.46527	Sambalpur	2015/06/23	IN	accep
135.31667	34.25	Iwade	06 Nov 2013	JP	excellent
37.00438	-7.60361	Kidodi	2013-05-31	TZ	excellent
-48.59278	-23.7975	Buri	2014-03-31	BR	building
4.82313	51.24197	Lille	2014/07/11	BE	good
2.08333	48.86667	Marly-le-Roi	08/25/2016, 00:00:00	FR	excellent
-73.78458	41.0051	Scarsdale	07 Sep 2022	US	good
5.22778	51.955	Culemborg	2019-05-22	NL	accep
178.00417	-38.65333	Gisborne	20 Sep 2014	NZ	maintenance
24.75	55.25	Ukmerge	20 Mar 2015	LT	good
-77.02303	38.70734	Fort Washington	04/09/2015, 00:00:00	US	accep
-86.11084	41.75338	Granger	2015-11-03	US	maintenance
-61.4867	-31.25033	Rafaela	22 Feb 2020	AR	average
-122.38731	45.53929	Troutdale	2014-08-13	US	maintenance
11.34046	50.72043	Rudolstadt	20 Nov 2015	DE	excellent
71.30633	21.34222	Kundla	02/27/2015, 00:00:00	IN	accep
-80.22588	26.2173	North Lauderdale	2020-03-05	US	accep
106.85417	-6.48167	Cibinong	2014/09/15	ID	good
-72.27814	42.93369	Keene	2015/12/11	US	accep
-102.36764	31.84568	Odessa	01/25/2015, 00:00:00	US	excellent
4.21372	51.12794	Temse	03/28/2019, 00:00:00	BE	accep
33.9162	51.67822	Hlukhiv	2016/09/07	UA	good
-97.92977	38.06084	Hutchinson	2018/12/25	US	maintenance
121.96361	6.95194	Recodo	05/30/2022, 00:00:00	PH	excellent
15.87735	4.94273	Carnot	2017/08/22	CF	good
118.9707	-3.5403	Majene	2013/03/14	ID	accep
-1.48119	53.0233	Belper	07/08/2013, 00:00:00	GB	maitennce
-80.58556	22.98212	Corralillo	2015-12-07	CU	accep
19.91667	-11.78333	Luena	2014/12/05	AO	excellent
12.84052	45.78071	Portogruaro	24 Jan 2017	IT	average
-120.00865	46.32374	Sunnyside	2021-08-17	US	average
-72.86843	41.27621	East Haven	08/27/2022, 00:00:00	US	accep
36.25361	47.48444	Polohy	01/26/2022, 00:00:00	UA	average
-58.44417	-3.14306	Itacoatiara	2018/02/04	BR	good
78.14797	15.45144	Betamcherla	07 Aug 2021	IN	building
-1.05366	43.71032	Dax	2013-01-15	FR	maintenance
31.4976	26.67319	Juhaynah	2020/10/12	EG	accep
85.83334	20.88197	Bhuban	2014-03-11	IN	good
-84.62081	42.7392	Waverly	2020/06/02	US	accep
77.23826	11.50526	Sathyamangalam	2015-04-26	IN	excellent
-0.36053	51.64316	Bushey	2017-12-13	GB	accep
38.94324	44.98901	Yablonovskiy	19 Jan 2016	RU	building
-51.50361	-29.2975	Carlos Barbosa	2018/03/04	BR	excellent
151.08057	-33.79176	Eastwood	03/11/2020, 00:00:00	AU	excellent
20.89389	42.62833	Glogovac	2012/10/24	XK	average
-79.62603	8.88988	Veracruz	12/11/2020, 00:00:00	PA	good
-67.33122	10.22677	La Victoria	2018-12-04	VE	good
-61.51889	10.66668	Port of Spain	05 Apr 2017	TT	accep
145.06667	-37.88333	Carnegie	2013-11-29	AU	building
60.70278	55.75556	Ozersk	2019-06-09	RU	average
-85.76942	39.78504	Greenfield	03 Oct 2016	US	excellent
-84.67837	34.06635	Acworth	2015/09/20	US	excellent
-120.43572	34.95303	Santa Maria	10/07/2016, 00:00:00	US	accep
138.31667	36.65	Suzaka	09/21/2022, 00:00:00	JP	building
-1.47217	53.46506	Chapletown	05/16/2021, 00:00:00	GB	building
83.97573	21.46527	Sambalpur	2018/11/06	IN	excellent
47.31667	-19.65	Antanifotsy	2014/09/21	MG	good
120.5875	16.455	La Trinidad	04/28/2018, 00:00:00	PH	good
10.78222	36.46917	Beni Khiar	18 Mar 2021	TN	building
126.835	37.65639	Goyang-si	2020/01/25	KR	accep
8.52462	47.30997	Adliswil	2013-05-12	CH	excellent
12.6723	41.72063	Ariccia	2019-10-07	IT	good
-8.07257	12.74409	Kati	09 Apr 2013	ML	good
-38.94722	-15.675	Canavieiras	2018-03-07	BR	excellent
-91.06177	33.41012	Greenville	2018/06/15	US	excellent
3.55665	36.72544	Thenia	2019-09-29	DZ	average
79.883	6.9909	Hendala	2013/08/27	LK	average
-78.19444	38.91817	Front Royal	03/22/2022, 00:00:00	US	building
-117.70755	33.52253	Laguna Niguel	09/22/2014, 00:00:00	US	accep
38.15035	49.41029	Svatove	2018/02/25	UA	excellent
-37.07167	-10.91111	Aracaju	2021/12/30	BR	accep
99.89166	15.46063	Thap Than	07/06/2016, 00:00:00	TH	average
-117.70755	33.52253	Laguna Niguel	2021-08-18	US	maintenance
-0.59543	44.80477	Talence	2022/06/28	FR	average
4.8951	44.92801	Valence	2013/06/05	FR	excellent
36.7138	35.95664	Binnish	07 Jun 2022	SY	excellent
-73.75513	40.60538	Far Rockaway	2016/02/02	US	excellent
73	40.93333	Jalal-Abad	2018/08/17	KG	maintenance
-1.325	38.47917	Jumilla	2017-01-04	ES	good
9.00472	4.2475	Idenao	03/17/2021, 00:00:00	CM	excellent
15.00913	37.51803	Misterbianco	13 Sep 2022	IT	excellent
76.35484	10.10649	Alwaye	2021-12-28	IN	accep
76.12647	32.55531	Chamba	08/07/2019, 00:00:00	IN	average
37.38115	55.63711	Solntsevo	19 May 2019	RU	good
-4.22398	57.47908	Inverness	22 Apr 2022	GB	excellent
-49.27306	-25.42778	Curitiba	2017-12-25	BR	good
89.11943	23.9028	Kushtia	2022-07-07	BD	maintenance
-96.72365	17.06542	Oaxaca	30 Jul 2020	MX	maintenance
100.48528	14.37395	Bang Ban	2016-10-11	TH	accep
38.2739	46.7055	Yeysk	2017/06/16	RU	good
59.4839	58.7002	Kachkanar	2017/06/13	RU	accep
-58.44417	-3.14306	Itacoatiara	09/29/2021, 00:00:00	BR	accep
100.48528	14.37395	Bang Ban	06/01/2013, 00:00:00	TH	excellent
168.31366	-17.73648	Port-Vila	2014/10/22	VU	building
113.82465	23.29549	Licheng	2014/02/08	CN	accep
86.79271	25.92127	Madhipura	05/02/2017, 00:00:00	IN	average
-48.52333	-0.71667	Soure	19 Aug 2017	BR	average
135.21667	35.06667	Sasayama	2017-06-12	JP	building
8.64409	48.07667	Trossingen	2013/02/06	DE	good
121.12251	14.62578	Antipolo	17 Aug 2013	PH	accep
-90.10674	29.84576	Estelle	2017/03/18	US	maintenance
-38.94722	-15.675	Canavieiras	2017/02/20	BR	average
-119.27337	50.26729	Vernon	2018-02-22	CA	excellent
107.60389	-7.01833	Pameungpeuk	2015/07/18	ID	maintenance
12.84052	45.78071	Portogruaro	04/22/2015, 00:00:00	IT	average
-44.31389	-19.7625	Esmeraldas	02/25/2013, 00:00:00	BR	accep
-120.93549	37.73604	Riverbank	2017/12/11	US	building
-38.79084	-10.95817	Tucano	2018-12-07	BR	average
-2.98884	43.32686	Leioa	2013-09-14	ES	accep
-37.07167	-10.91111	Aracaju	2015-05-08	BR	maintenance
-2.1875	51.26	Westbury	2018/08/09	GB	average
34.33825	53.59782	Dyat’kovo	2013-04-06	RU	accep
0.93333	52.68333	East Dereham	07/04/2015, 00:00:00	GB	building
