PM2.5	CH4	SO2	latitude	longitude	O3	TEMP	PM10	PRES	NH3	CFCs	warning	NOx	H2CO	PAHs	CO	C2H3NO5	Pb
9.47934	6.90479	5.96756	22.75218	72.68533	6.14917	5.67441	9.25024	1146.18722	9.35676	36.86419	1.00000	8.55828	52.02589	7.52268	8.43685	8.07458	46.69897
7.76627	9.36609	7.69590	14.93333	-91.11667	6.69032	8.79482	9.51873	1082.66622	8.90837	49.73154	0.00000	9.61821	46.21696	6.33931	9.56050	10.39024	40.43155
7.64157	9.55301	9.03287	27.76056	-15.58602	7.58815	13.11659	5.29489	1125.91293	8.44345	42.49823	0.00000	8.74881	34.41780	11.13274	8.49120	1.35293	31.28914
7.88842	9.99581	9.22197	36.19278	117.65694	6.88933	22.49269	8.31110	1176.09643	8.20708	52.36862	1.00000	2.90339	42.76013	6.27418	9.18755	3.71519	28.41389
7.17332	10.19303	8.10932	22.4711	88.1453	8.43316	22.38239	8.13072	1163.55549	8.03552	52.32629	1.00000	4.26328	64.17167	6.91181	8.65751	3.12841	62.51731
9.09629	3.29772	7.34211	34.14251	-118.25508	4.56495	14.92985	4.65873	1167.01735	7.55368	63.58003	1.00000	7.88929	43.82841	5.02206	8.72195	0.54323	42.83141
7.19020	9.41223	4.81608	10.22677	-67.33122	9.12106	9.34441	7.28766	1077.36257	8.72071	34.25618	1.00000	8.46028	40.82809	6.86129	8.91944	2.19690	40.92578
7.66433	11.08503	5.23429	46.51872	86.00214	8.24644	20.60621	7.31865	1102.54034	9.27992	53.70898	1.00000	6.82344	51.66229	5.55995	9.70969	2.36745	29.03308
9.86182	8.20149	6.92914	42.52787	-70.92866	10.02381	18.01730	8.44086	1090.31706	8.31122	53.45152	1.00000	6.04300	41.92764	6.61163	9.31725	4.13123	27.96348
10.32984	7.20673	9.89991	40.11583	67.84222	4.89119	16.50394	8.05099	1059.04273	7.82922	62.22403	0.00000	10.06607	50.38945	11.84646	8.23967	2.77713	40.87688
8.27632	5.80901	6.16030	44.99012	-123.02621	4.07974	2.41183	6.08859	1113.24613	7.65082	61.58425	1.00000	7.67262	41.98971	6.22825	8.99838	0.78143	55.24398
8.20207	7.51774	7.30377	6.45407	3.39467	9.07278	18.90719	8.25312	1058.96653	6.58978	52.10702	1.00000	6.05817	40.51738	5.73184	9.35230	4.23847	68.35169
7.76998	9.66361	7.66097	43.32686	-2.98884	3.03417	11.70469	6.46565	1055.01262	6.26509	70.82954	0.00000	5.99601	29.02492	8.96495	6.81433	1.80598	33.72543
7.16576	5.28037	7.42855	40.60538	-73.75513	7.13037	9.02214	7.93258	1105.99409	6.57279	49.87716	1.00000	9.71820	65.78273	7.26166	8.52156	2.80719	35.74822
6.35395	9.38399	9.53151	41.84364	-87.71255	9.51026	21.23455	7.38383	1186.84753	6.71199	50.32502	0.00000	8.10608	60.26667	8.46127	11.08892	1.82788	39.24609
9.56299	8.47881	5.85233	7.06273	-1.4001	6.87912	4.85899	8.14463	1078.50871	8.63460	52.23988	1.00000	9.09447	43.34212	6.75594	10.03427	3.09252	58.90516
7.75162	9.99134	4.25113	34.63915	-120.45794	8.96156	22.13723	6.89419	1137.63565	9.77884	59.82828	1.00000	8.31126	53.19970	5.62891	10.32668	1.40077	38.18459
8.13979	7.74161	6.13130	50.20528	19.27498	7.94500	-2.40332	5.86853	1193.52510	7.61663	52.18837	1.00000	10.00994	30.76730	7.48894	8.62975	1.81418	57.10775
6.70752	10.09594	5.68898	32.35126	-95.30106	6.11137	13.72199	8.54168	1181.12780	7.84204	29.75595	0.00000	6.23759	66.12815	7.93165	9.67658	4.33293	39.82806
9.28847	8.98246	7.39971	51.24197	4.82313	4.81393	14.24622	7.49913	1075.12821	5.23607	57.31171	0.00000	5.78928	33.29009	6.11117	8.98471	2.27867	51.61726
7.60102	8.99668	5.49527	52.09	5.23333	9.86464	26.01212	6.32719	1071.85171	6.55075	62.27680	1.00000	6.91193	34.18526	7.67381	9.02502	1.56070	55.67645
5.48500	6.23125	6.88103	11.86064	9.0027	4.00707	13.62427	7.11598	1152.39111	6.67847	62.84145	1.00000	10.41618	34.45837	4.56839	12.39710	2.33164	44.70597
8.72980	8.74440	9.40832	35.64889	117.27583	9.19038	2.72300	9.08072	1182.79679	7.15242	70.10485	1.00000	4.11344	47.46522	6.91547	7.75732	6.81727	38.49121
7.27678	7.82505	6.10691	51.21667	6.26667		5.30539	5.24645	1154.06496	9.77806	45.91383	1.00000	9.38547	49.40352	6.89567	9.20185	0.92639	53.02954
6.23560	5.73169	6.48156	-1.9487	30.4347	4.19909	5.91742	9.21060	1089.88938	8.84512	55.22070	1.00000	8.65016	50.35344	5.19691	10.06353	8.19464	28.14588
6.98764	8.48728	9.70775	38.68712	-4.10734	7.65635	8.22498	7.38879	1170.11971	9.33802	61.07523	0.00000	8.73673	36.65813	9.05618	10.27125	1.34878	57.00109
8.48343	8.64644	9.12684	8.88988	-79.62603	7.12545	22.32327	7.59269	1132.84921	7.99187	58.41766	0.00000	9.96822	46.67476	9.81887		2.04512	59.11654
7.67020	8.79650	6.07838	40.72586	8.55552	8.79354	11.56153	6.77876	1195.57376	7.00487	56.35988	1.00000	6.95326	70.34914	6.69203	9.38084	1.00370	66.59470
7.04615	7.92048	5.95338	-23.85972	35.34722	9.31471	30.20361	6.25752	1194.91784	7.48440	58.06192	1.00000	6.90719	27.47835	5.64933	9.47719	1.05657	44.07433
9.66001	10.80407	7.52527	36.61033	-88.31476	6.14457	19.41758	9.21243	1091.17623	9.37188	76.47664	1.00000	4.55703	37.92078	6.25107	9.71437	8.32271	19.05248
8.42513	7.33837	5.93620	48.73218	11.18709	5.76802	15.68615	8.77471	1072.63461	7.84613	52.24492	1.00000	9.80064	64.53425	4.64264	11.04351	5.62607	59.73147
6.72884	9.28635	7.60590	38.96667	-0.18333	10.54617	23.29633	6.80696	1193.78279	8.42391	54.20520	1.00000	5.04909	50.00949	6.62479	8.42767	0.83321	26.72625
5.84613	9.17971	6.88721	48.98693	2.44892	8.92998	9.63869	7.40869	1074.26890	8.53695	64.27988	1.00000	5.91350	54.92531	7.02501	8.88774	2.25466	57.33579
6.12347	10.59126	6.45930	12.25282	79.41727	8.39794	18.59288	7.03885	1075.91219	8.33607	53.84075	0.00000	5.85130	56.05953	7.78369	9.34165	1.61930	39.97628
6.85648	9.37569	6.74161	34.63915	-120.45794	4.47032	7.23381	9.60286	1116.61562	9.17272	53.21478	0.00000	4.87083	24.80327	7.08009	8.47306	11.40544	64.83646
8.14860	9.70291	6.59983	9.535	-13.68778	6.13118	20.51543	6.94375	1174.10173	6.97276	39.04201	0.00000	7.19634	37.63470	6.39503	10.77552	1.51604	44.96077
5.98030	9.36052	4.72901	52.4089	31.3237	6.29614	5.31402	8.56840	1096.03570	9.46089	44.72751	1.00000	8.57536	58.67696	6.47840	9.48021	4.76346	26.43934
6.58643	9.34362	7.22633	6.15038	6.83042	8.75767	14.72097	7.22958	1053.42532	8.21215	62.34434	1.00000	5.90172	55.85531	7.09972	8.73818	2.25199	46.90161
8.01049	10.07380	4.06852	48.15659	28.28489	10.15356	-2.75329	7.19835	1120.70766	9.34607	39.29487	1.00000	8.64542	75.92091	8.33171	9.21583	2.55838	49.12196
7.52395	8.92249	4.00201	51.20219	7.36027	10.38784	5.08580	7.44706	1113.62067	8.17920	63.05373	1.00000	8.64740	28.76746		10.21986	1.88907	30.52490
7.80445	8.40449	5.77794	34.14251	-118.25508	7.95647	10.39411	8.96632	1104.93279	7.77114	53.61411	0.00000	7.75176	40.13495	8.29780	7.62912	6.20874	28.41965
7.86676	12.19649	8.69856	-10.91722	-37.65	8.51446	6.56786	6.72544	1053.34741	7.65306	43.22928	0.00000	7.68988	59.67430	9.65660	7.27656	1.54137	55.57136
6.33778	12.00702	6.25809	-19.65	47.31667	7.66678	22.48982	9.56020	1070.98652	7.61550	48.48425	1.00000	4.88556	40.73494	8.08005	10.05634	11.00031	59.36089
7.70961	8.68099	9.69879	7.65649	4.92235	8.63173	25.02949	8.44045	1180.85101	6.89071	57.28252	0.00000	9.12387	64.91860	7.30515	10.57321	4.84885	37.98173
8.45496	7.30723	7.62714	41.24255	-82.61573	10.40801	24.06010	7.28586	1104.15917	8.46897	79.42498	1.00000	5.85496	59.53433	8.19546	8.35076	1.47351	50.01173
7.96406	10.09631	8.30655	36.92574	14.72443	7.86548	10.55517	8.04728	1107.57432	7.96595	42.41497	1.00000	4.37295	40.87414	7.84135	8.29727	2.86677	48.84458
8.52538	9.20640	5.41823	40.65995	-111.99633	10.17645	14.99793	7.93800	1170.84692	9.31638	59.88800	1.00000	7.57455	69.20890	7.90585	8.44558	3.22787	32.58103
8.05315	10.19397	8.91693	31.96258	73.97117	5.90766	18.62341	8.79750	1070.81835	8.16918	46.80009	0.00000	7.99647	49.98803	10.05026	8.61120	5.57339	52.11880
7.71277	9.42671	7.31794	14.46693	75.92694	7.93520	13.76209	6.80225	1145.02106	8.15364	37.50467	1.00000	5.29194	61.33047	4.51493	8.59148	1.49380	68.94573
8.25796	8.79105	9.24230	43.31667	-2.68333	4.81150	19.22146	7.99325	1101.29441	7.41832	51.98654	0.00000	7.81664	58.54244	10.78848	10.04053	3.60711	26.86639
8.33202	7.66013	6.46829	36.92574	14.72443	10.37413	8.11204	7.75471	1076.87076	7.65480	50.63865	1.00000	7.74997	48.38660	6.75971	7.99204	2.25828	35.27697
7.48875	10.54762	8.92014	53.00974	-3.05814	6.55400	20.05211	8.29884	1086.98863	7.59725	68.99542	0.00000	5.74218	52.66568	4.93000	7.68790	3.79364	60.89300
9.18490	7.54841	6.99824	42.30865	-83.48216	10.47946	5.34828	7.04579	1154.48051	6.75937	31.48991	1.00000	6.32942	53.50563	6.58996	8.47815	0.80590	67.19956
9.51071	10.51243	8.20690	38.91817	-78.19444	6.31701	29.22826	8.14224	1115.24876	7.53758	56.87402	1.00000	4.02058	54.46439	6.82183	9.90444	2.84961	41.97818
6.86410	10.69413	7.49402	-32.45242	-71.23106	6.44489	19.28507	8.46561	1197.26933	8.52688	50.51246	0.00000	7.52798	47.56046	6.81068	10.17338	3.96950	48.58132
6.04614	10.50137	9.32680	22.88783	84.13864	8.09301	24.43157	7.94496	1123.11503	8.18657	49.01226	0.00000	9.45265	44.59509	11.68202	5.72159	2.67666	49.73923
8.04107	4.88800	7.36485	53.16167	6.76111	5.93019	18.96575	7.85057	1171.45867	8.38637	29.58925	1.00000	10.03592	55.89576	5.82616	9.53334	1.83133	52.37428
6.58871	7.43751	5.18901	40.63316	-74.13653	5.45534	17.89920	9.26527	1079.90762	7.23608	47.58693	1.00000	7.01226	66.74040	5.84676	8.92268	7.83482	50.30207
6.98482	9.83269	6.97963	16.06213	76.0586	8.61960	15.20968	7.78493	1132.22445	8.85811	67.67644	1.00000	5.69674	39.50058	7.56936	9.06246	2.94164	68.16601
7.78802	8.97245	6.57220	8.88988	-79.62603	7.15183	-5.14629	6.60347	1178.86993	7.65134	58.27651	0.00000	4.91492	24.72895	6.48558	6.43208	1.40606	39.89285
7.14900	10.16794	7.52964	-7.81667	112.01667	4.88990	28.84456	10.03208	1198.03904	8.67760	44.86302	0.00000	7.35515	53.03462	7.11774	9.93712	17.51548	23.75740
6.48499	5.13224	6.95714	10.66668	-61.51889	5.69377	36.10217	7.87507	1196.77405	8.44592	45.67404	1.00000	8.38413	28.83748	6.19311	8.73105	2.68459	36.93618
7.58560	6.28155	6.51663	40.57788	-73.95958	6.41752	29.05307	8.07768	1145.55985	8.26626	36.86750	1.00000	8.43144	43.01856	6.83622	8.39385	3.59310	45.34867
8.86415	6.96342	6.73075	16.0438	120.4861	10.39506	15.04088	7.97774	1129.72845	7.45393	53.96253	1.00000	11.81563	55.43796	7.12043	8.05884	2.77870	36.68206
7.26484	7.35696	6.22556	-8.43333	114.33333	10.54920	9.08751	9.17898	1094.65693	7.00091	46.19858	1.00000	7.53253	32.74808	7.92473	8.66164	7.91329	71.54963
6.00236	8.72416	7.03568	38.58894	-89.99038	6.24621	-0.41805	8.28330	1109.46960	8.09595	62.69378	0.00000	7.85162	44.12527	4.63289	11.91021	3.31272	60.21924
8.21748	6.79886	6.98353	46.67535	5.55575	7.98870	2.57593	8.41903	1188.56611	5.73802	58.10538	1.00000	9.88310	81.82486	7.85682	8.40242	3.88211	43.40737
9.55626	9.80548	7.21067	34.65918	109.22921	6.01875	8.33407	7.22434	1140.35355	8.47505	63.86845	0.00000	5.64281	52.35180	7.35033	7.31242	1.65041	44.17823
8.49329	10.57057	6.73348	21.28306	-89.66123	6.93200	45.57744	6.34062	1118.46578	6.98683	62.96945	0.00000	9.51382	47.81011	4.81617	9.13426	1.57844	59.59592
6.14850	7.25363	5.58911	33.4425	129.96972	5.52931	3.69364	8.17517	1101.45108	8.56477	36.60699	1.00000	6.96043	47.87091	6.94725	8.50760	3.43007	55.85213
7.57651	9.27601	6.64612	7.50251	5.06258	4.81910	10.28499	8.17382	1186.01226	7.09834	25.00477	0.00000	9.99029	62.59184	9.26260	7.74838	3.35740	32.29812
9.22888	8.14059	5.25535	41.8542	-87.66561	9.70917	16.77263	6.81362	1128.03831	6.23955	60.76120	1.00000	8.57685	54.95917	7.30789	9.66062	1.41640	46.85929
8.02467	7.30263	5.99423	41.1053	-7.32097	9.36551	32.34487	8.62468	1093.84486	7.03479	53.36077	1.00000	9.09849	45.70165	7.66269	6.99981	5.23540	61.31032
7.83152	8.45201	6.39920	40.11583	67.84222	6.29686	16.23285	7.91100	1075.97596	9.64121	76.07759	0.00000	8.83055	26.57427	6.50451	10.65395	2.99665	43.13647
7.24662	10.08752	8.76184	5.6561	-75.87877	6.59052	11.10536	6.31090	1102.87162	8.61228	33.88300	0.00000	8.52161	44.74042	7.95769	9.24301	0.88576	34.61797
8.09973	6.56921	5.71172	-22.45667	-47.53028	5.28718	4.84441	9.89389	1141.04058	7.42751	55.59495	1.00000	6.82601	48.36205	6.72059	8.09220	15.21221	40.42305
8.11515	10.15077	8.16579	8.88988	-79.62603	5.88775	16.86587	8.17236	1169.00857	8.38464	65.27666	0.00000	6.04695	39.75467	5.69809	7.91631	3.44383	49.64471
8.32521	11.59407	7.09771	33.52253	-117.70755	8.75261	18.92867	9.52781	1160.80946	5.96715	35.66677	1.00000	4.29184	48.36374	5.20523	8.22253	10.44310	62.77056
8.19761	9.44291	7.23124	34.25	135.31667	6.61566	15.42616	9.43785	1137.96788	6.16544	52.94009	0.00000	6.40085	28.91554	4.45847	11.17090	10.02363	48.21614
6.30404	10.45147	7.90738	48.8765	2.18967	5.57872	17.71486	7.51967	1080.18020	6.32183	30.49770	0.00000	8.30574	55.65520	8.70613	8.69397	1.89445	41.05703
8.17603	10.00097	7.21927	48.78232	9.17702	6.23301	16.47632	9.30311	1171.10832	8.02520	28.95157	0.00000	7.23877	45.26880	7.03203	8.84619	8.73397	20.70151
7.13612	8.74710	3.68578	45.53069	9.40531	10.15040	19.47288	7.64548	1173.20090	8.97720	50.62306	1.00000	9.93788	44.18555	5.99611	9.67878	1.99009	44.91892
8.08648	9.14199	8.44795	39.57582	-105.11221	6.18537	16.98603	5.94624	1089.55211	7.27681	45.97192	0.00000	8.84517	42.38135	8.20604	9.49669	1.16647	68.64085
8.58908	9.50367	7.75707	48.15659	28.28489	7.68345	-1.46736	5.89861	1173.98399	7.30071	23.41995	1.00000	4.53595	43.85042	4.75409	9.36503	1.71486	35.19888
8.88073	8.51165	6.92726	6.03333	37.55	5.18695	-10.00670	8.03739	1161.40251	7.17681	50.77921	0.00000	7.20737	34.75587	6.88814	8.78106	3.09263	63.69758
7.65500	8.48735	7.23025	50.23019	8.77155	5.43710	4.75189	7.95143	1130.37758	7.57687	60.21755	0.00000	7.60263	50.85591	6.35568	9.35952	3.42280	53.30363
5.24507	5.68247	7.21401	52.68333	0.93333	5.38114	26.42988	7.79201	1161.55999	6.21471	59.33397	1.00000	9.94219	46.21381	5.73917	10.55528	3.07243	33.35072
8.76753	10.11933	8.29923	48.79325	2.29275	7.83220	-0.91370	8.89206	1126.79069	7.57141	37.42662	0.00000	8.32375	41.98370	8.69454	9.73800	6.02870	31.57283
7.48169	8.95465	6.06460	-33.79176	151.08057	9.79819	14.92350	8.08048	1078.88676	6.85967	54.40172	1.00000	5.94358	31.56386	4.80858	9.47716	3.50360	60.30816
6.12523	10.95085	4.69083	51.82721	107.60627	6.90312	23.32173	7.94919	1069.38328	8.66286	54.69087	1.00000	7.86516	56.07278	6.06198	10.37267	3.31431	52.45391
5.89426	7.65144	8.76134	38.07789	13.44275	3.61062	20.49914	8.53233	1182.31791	8.31225	43.12971	0.00000	9.97218	64.93301	9.30755	8.63048	3.79247	35.94109
8.62967	8.65696	6.26228	21.34222	71.30633	8.28157	9.29556	7.53167	1179.06341	7.08685	61.25355	1.00000	10.45955	66.79677	7.46357	9.83051	2.18011	58.55978
8.05062	6.86062	6.34412	50.71229	4.52529	6.55643	19.49824	8.47399	1179.65355	6.87941	46.17204	1.00000	9.40168	49.35964	5.56948	9.96388	4.58077	31.21773
8.59494	4.87507	6.38365	35.50056	117.63083	5.02453	28.29305	7.13074	1174.75689	7.03751	78.44727	1.00000	7.38239	34.46828	7.24052	7.24987	2.03825	60.12816
8.11035	7.41626	8.54652	38.47917	-1.325	9.07825	28.41238	6.44409	1126.07036	7.42176	59.43975	1.00000	5.04952	52.37273	5.78672	8.52327	1.21645	49.27149
8.94117	6.94957	5.51790	-17.74431	-48.62789	7.11470	20.56223	7.54726	1135.13664	8.19861	68.30175	1.00000	7.63397	64.99439	6.85267	7.55659	2.31874	25.86232
7.87529	9.87254	7.58133	6.46838	-73.26022	6.52862	-5.92728	7.68992	1132.13151	8.22316	64.03029	0.00000	7.46517	50.02195	5.58393	9.92143	2.47534	76.42817
7.51889	7.45094	5.69961	15.46063	99.89166	7.19714	20.74680	8.87042	1139.37800	8.54271	58.16353	1.00000	8.86734	52.08703	6.49057	8.61980	5.49249	41.09848
7.31835	9.23446	3.89111	22.49396	-105.36369	9.74539	12.26189	8.27270	1154.41632	9.52635	58.99000	1.00000	8.66891	50.44354	6.74451	10.56549	3.39585	35.53415
9.68774	9.61593	4.54949	-20.87306	-48.29694	6.34407	19.98891	6.91537	1165.68313	7.59537	63.32323	1.00000	8.45274	70.25208	5.65509	10.05606	1.33169	72.35009
7.65763	6.54475	6.83286	35.06544	1.04945	9.48438	4.50702	6.60141	1187.86934	6.14548	32.73647	1.00000	8.52593	33.01639	8.77582	6.35879	0.51741	26.02161
7.55608	9.86583	8.72574	55.38752	36.73307	9.04439	8.21484	6.73640	1190.34616	7.38384	67.11429	0.00000	9.36401	44.33715	8.77777	8.37111	1.42801	55.32861
7.53539	7.94134	5.34087	35.61452	-88.81395	6.59372	22.72401	7.42353	1183.49279	8.10803	54.95301	1.00000	8.75872	34.95488	5.53183	9.46243	2.75631	44.80775
8.49236	10.02492	8.25720	10.63504	-85.43772	6.29232	5.54724	6.87833	1069.52112	7.26308	54.04134	0.00000	8.19673	63.94506	5.61283	9.67693	1.78775	47.03157
7.38588	10.12558	5.77825	51.40944	46.04833	7.02981	12.23546	6.98318	1101.30410	7.36278	37.66383	0.00000	5.60478	58.07134	6.85641	9.91281	1.99437	42.99394
9.07841	8.91076	9.95009	26.76628	83.36889	5.08083	23.25933	6.97075	1132.02774	7.05855	34.41089	0.00000	7.08501	53.93218	11.31540	10.10780	1.34431	47.29368
7.03178	7.25103	5.59341	50.23019	8.77155	5.65725	23.34955	6.50130	1132.30264	8.01333	93.43754	0.00000	7.33210	61.73474	7.17534	8.61020	0.90446	47.08643
7.51548	7.04072	6.21096	40.93333	73	5.24778	25.18459	7.19143	1090.28653	6.09794	34.09289	1.00000	9.00391	39.80944	6.78303	9.59563	1.84997	55.24287
7.37603	9.61880	8.76953	-36.9256	-73.02841	6.02580	3.96887	8.38086	1080.54275	6.37783	48.79986	0.00000	8.72826	57.98072	7.00043	9.43695	4.57216	53.44307
7.28513	10.01410	7.19639	5.27247	-3.59625	5.98747	19.41194	8.29557	1112.89096	7.81844	52.60986	0.00000	5.24496	44.85961	6.69058	7.89548	3.95434	55.92826
9.18730	8.48974	5.31703	68.79833	16.54165	8.79755	7.84680	5.76942	1082.63915	8.17321	38.95603	1.00000	8.21507	62.25762	8.55959	9.48971	1.01944	39.42038
7.61166	10.63000	8.65843	6.9909	79.883	5.42930	31.91342	9.34399	1090.32672	8.35713	47.31373	0.00000	5.18475	68.98851	5.45954	8.08104	8.67554	17.60033
7.94147	8.92659	6.62983	-37.9	145.18333	6.68206	30.12261	7.19119	1062.61506	8.31356	51.04093	0.00000	5.39087	52.52511	4.40889	10.46421	1.91117	50.97891
7.12676	9.26974	7.18249	40.60538	-73.75513	7.12573	4.71594	7.60194	1185.15449	6.95174	60.48276	1.00000	5.96884	35.30502	6.11336	9.54434	1.72656	61.19495
8.41527	9.44511	8.35724	35.88264	-80.08199	8.64924	12.87976	7.63287	1145.68794	7.01242	58.17526	1.00000	4.37667	43.42645	6.21124	8.15195	2.51624	53.07485
6.56260	5.02608	7.46566	38.13708	41.00817	6.98472	1.60379	6.21046	1077.97164	6.46846	41.95299	1.00000	9.54945	43.13485	6.84504	8.58991	0.46642	44.93868
9.31671	5.94797	6.65117	39.46667	141.95	5.09066	27.48610	7.43389	1136.16752	7.00187	47.12200	1.00000	8.21890	40.55889	6.41424	9.43486	1.53435	40.29135
7.11652	3.12302	7.90679	41.1053	-7.32097	5.95977	-13.92015	7.98270	1195.54249	7.62968	18.28231	1.00000	8.66921	67.83519	7.20913	7.26389	2.99549	43.46084
6.77160	6.15242	6.42737	42.28639	18.84	4.73554	21.64431	7.15503	1161.54948	10.06573	40.06526	1.00000	7.39610	53.23136	7.38870	8.64202	1.95550	56.92568
8.87497	10.03699	4.45612	-23.7975	-48.59278	8.58841	30.44209	7.43297	1069.91841	7.99960	62.20305	1.00000	7.66758	49.29598	7.73164	10.48715	1.76796	22.49072
7.04613	8.46735	5.79385	34.25628	-78.04471	6.44921	15.49195	8.06937	1080.15718	8.42438	56.69270	1.00000	9.58310	37.74694	4.30317	11.88715	3.57250	46.31545
8.60622	5.32739	5.65367	50.23019	8.77155	3.95071	12.63888	7.53396	1158.70044	6.30973	67.09986	1.00000	5.27030	30.50055	6.47980	7.31981	2.04405	55.74699
7.74082	7.26554	9.51618	33.45122	-86.99666	4.82029	25.50718	7.98384	1160.27810	7.91989	39.28785	0.00000	9.29490	24.23056	9.91922	10.35445	3.12539	47.78936
9.29434	11.86575	9.53782	42.28639	18.84	6.58173	-5.89916	6.89786	1192.11732	6.49929	40.25400	1.00000	2.08482	45.05648	4.68481	8.63116	1.80093	65.43960
9.01836	8.26940	10.43813	-44.39672	171.25364	6.43518	22.03447	6.58160	1174.09310	7.45618	58.66408	0.00000	9.21040	62.61126	9.74718	9.06441	1.27399	41.33690
8.48737	3.27791	8.16971	50.75932	25.34244	4.90765	21.88640	8.60278	1163.67482	7.77694	37.23597	1.00000	9.05662	47.83793	6.69361	8.70899	5.11903	46.14895
6.37313	9.93152	7.19437	50.72043	11.34046	6.32391	28.14710	7.42685	1133.43322	8.25574	46.11910	0.00000	6.22726	53.30170	6.55959	9.11220	2.32387	46.30100
7.74411	6.80462	5.42693	-1.26424	104.09701	4.57992	13.12460	8.51021	1087.45012	7.58697	47.25792	1.00000	7.45061	47.14764	5.98126	9.03405	4.99652	60.16922
6.80472	7.57104	6.57182	14.46693	75.92694	11.14922	4.38491	5.56657	1173.11084	8.52629	47.27526	1.00000	7.08869	45.45354	7.90867	8.22694	1.02259	42.56807
7.94667	6.69508	6.19451	40.66482	122.22833	5.61597	4.39390	4.98488	1116.38597	9.65998	50.54427	1.00000	8.91906	48.54439	5.23186	10.22253	0.34862	58.95966
7.33784	9.59612	4.20502	22.4711	88.1453	10.21258	48.33073	7.68999	1093.81190	7.99579	65.58529	1.00000	8.98786	66.16158	7.28632	8.71715	2.35860	43.24020
7.41721	11.41185	7.24406	35.50056	117.63083	5.35779	22.77994	6.93711	1081.69681	8.79465	60.31686	1.00000	4.50680	28.17498	6.14556	10.28954	1.47903	39.65588
10.15291	8.60952	5.61312	-27.76952	30.79165	10.64734	26.31567	5.64788	1099.17769	6.66425	51.69405	1.00000	7.54239	62.03815	7.09488	8.75847	1.44243	42.81021
5.05819	9.32637	5.81548	4.88441	101.96857	8.82793	20.85639	7.12711	1092.14071	6.94655	47.49032	1.00000	10.25268	47.34739	7.71290	9.25680	1.09599	58.90467
5.75685	8.71584	8.36151	50.5107	18.30056	3.26923	33.58583	7.93948	1138.60871	5.99650	87.82878	0.00000	6.98954	40.92854	5.45344	8.17318	2.70189	39.13579
6.81999	9.47245	7.41934	43.82634	144.09638	8.53516	24.46984	7.33772	1181.79155	8.59117	16.16433	1.00000	5.67585	65.37896	7.07173	8.59481	2.05985	54.67549
8.49137	9.32456	7.18220	51.12794	4.21372	4.43473	-0.98324	9.16058	1143.87174	3.95557	56.56685	0.00000	5.78211	52.84936	8.61371	6.73823	7.61514	56.67886
6.49635	8.75947	7.21731	37.19723	122.05228	9.11569	27.72843	6.53631	1167.76377	6.33112	30.91831	1.00000	5.46571	60.98116	7.15507	9.00649	1.16258	39.37916
9.10768	11.45909	8.83182	-31.95224	115.8614	8.23727	24.22460	8.53531	1139.60441	8.20324	45.02078	0.00000	7.07711	54.32798	9.84016	8.64070	4.29136	50.61984
6.26250	9.31268	5.82739	54.52156	9.5586	7.66897	3.45833	8.85228	1104.75726		67.23281	0.00000	6.13506	34.90211	6.39509	9.71926	5.48733	51.25857
6.73517	10.20369	7.86057	-6.25	38.66667	5.84885	4.17567	9.75253	1183.68937	8.37697	54.45680	0.00000	6.17012	40.76544	7.15028	7.19277	13.04528	43.29157
7.95252	10.57802	6.11735	51.78967	1.15597	9.06946	5.23593	7.14399	1060.17839	6.58186	72.16221	1.00000	6.79867	43.19927	8.02823	8.73046	1.37378	55.73265
8.41839	8.72679	6.56712	43.48961	-8.2194	9.74749	32.21073	8.27880	1120.28593	6.93701	48.41099	1.00000	6.12502	55.54173	6.42271	8.75478	3.75651	36.01613
9.96318	7.61049	6.58874	35.25064	-91.73625	5.52617	10.20306	7.15825	1118.07505	7.30709	46.42578	0.00000	5.11893	59.07269	5.89543	7.76575	1.43572	48.53843
6.59365	10.02750	9.65122	44.92801	4.8951	7.86437	4.74351	5.01576	1166.48047	8.23347	43.08103	0.00000	8.22028	53.15570	9.16461	8.95995	0.75570	73.67389
8.48936	6.77207	6.41830	51.42708	-0.91979	6.96586	30.96769	8.67478	1162.05039	7.07323	51.75483	1.00000	10.28620	57.72135	5.66135	9.82107	5.31555	33.34781
7.46529	5.52645	6.36239	-30.60106	-71.19901	3.07875	3.38981	8.53580	1173.83227	9.40409	46.36039	1.00000	7.80208	52.22683	5.48749	10.19134	4.26193	54.96390
6.65287	7.38251	6.75681	44.22639	22.53083	6.21708	24.82750	8.41309	1075.22768	7.40158	56.56866	0.00000	8.86328	30.81216	5.98575	8.37220	4.15104	43.75600
8.16060	9.67404	8.30738	48.25	16.4	8.04410	8.66981	6.61456	1168.46372	9.42809	35.13631	1.00000	3.62246	49.74097	6.32453	8.84261	1.56251	44.18744
8.25692	9.16988	9.06075	40.1675	34.37389	4.83755	25.85358	8.16703	1087.06608	8.29173	51.34912	0.00000	7.92928	43.30152	10.82391	9.66227	3.87519	40.09066
8.88612		6.97950	10.66668	-61.51889	7.95223	14.94001	5.97659	1180.63079	8.38231	62.72295	1.00000	10.00565	62.65940	7.35285	7.79410	1.18405	56.36484
6.99108	8.75949	6.71914	51.88333	8.51667	8.51174	14.93959	9.73253	1181.10667	8.69333	49.28815	1.00000	5.83391	52.26147	5.30830	9.50439	12.74654	54.73117
