location	longitude	latitude	code	QoS	revision
Asia/Tashkent	72.34424	40.78206	UZ	accep	01/28/2021, 00:00:00
Europe/Berlin	11.18709	48.73218	DE	average	10/07/2020, 00:00:00
Europe/Belgrade	19.61222	44.97639	RS	building	07 Feb 2022
Europe/Malta	14.51472	35.89972	MT	good	06/24/2016, 00:00:00
Africa/Casablanca	-6.90656	33.92866	MA	accep	2014/03/08
Asia/Tokyo	129.96972	33.4425	JP	accep	06 Jan 2017
Europe/Berlin	7.36027	51.20219	DE	average	2022-01-09
Asia/Shanghai	117.4831	27.34089	CN	good	2017-11-17
America/Menominee	-88.64235	46.09273	US	maitennce	17 Apr 2019
Asia/Tehran	51.67462	32.65246	IR	accep	2016-12-02
Europe/Berlin	9.85	53.63333	DE	accep	2013-05-17
Europe/Rome	11.04979	44.59445	IT	excellent	2015/04/28
America/New_York	-74.96933	39.71734	US	good	21 Aug 2018
Asia/Tokyo	139.55722	36	JP	average	08/25/2014, 00:00:00
America/Chicago	-89.99038	38.58894	US	excellent	2014-01-27
Europe/Paris	1.6	43.11667	FR	accep	08 Apr 2019
Africa/Algiers	4.08282	36.61954	DZ	accep	10/16/2014, 00:00:00
Asia/Kolkata	73.66633	25.92493	IN	excellent	2013/07/01
Africa/Johannesburg	29.24152	-26.93366	ZA	building	06/22/2021, 00:00:00
America/Los_Angeles	-121.75689	36.91023	US	building	2017/07/17
Europe/Prague	13.63617	50.50301	CZ	good	06 Sep 2013
Asia/Karachi	68.21204	27.55898	PK	building	08/19/2014, 00:00:00
Asia/Karachi	72.54064	31.82539	PK	maintenance	08/16/2017, 00:00:00
Europe/Moscow	46.5813	54.8421	RU	good	02/15/2017, 00:00:00
America/Bogota	-74.26419	4.73245	CO	accep	09/27/2016, 00:00:00
Africa/Tunis	10.03478	37.16911	TN	excellent	2017-05-20
Europe/Berlin	9.22796	48.46458	DE	accep	2019-07-27
Europe/Berlin	7.11393	51.08468	DE	accep	2020-11-18
America/Mexico_City	-100.44843	20.74122	MX	average	2016/03/04
America/Chicago	-87.882	41.85059	US	accep	2015-10-25
Europe/London	-4.22398	57.47908	GB	average	2016-07-07
Asia/Bangkok	99.95469	13.51825	TH	average	22 Jan 2017
Europe/Paris	2.2469	48.90472	FR	accep	09 Sep 2021
Africa/Lagos	6.83042	6.15038	NG	good	2015-01-21
America/Sao_Paulo	-48.29694	-20.87306	BR	excellent	22 Apr 2013
Europe/Berlin	7.2278	50.64336	DE	excellent	2016-02-17
Europe/Berlin	9.47629	53.59337	DE	good	2021/03/04
Europe/Istanbul	42.85693	39.22493	TR	good	15 Jan 2022
America/Los_Angeles	-117.70755	33.52253	US	accep	02 Jan 2019
Europe/Moscow	37.56667	55.85	RU	building	2016/04/12
America/Maceio	-37.65	-10.91722	BR	average	2016/01/17
Asia/Karachi	71.57118	32.87533	PK	excellent	2020/10/06
Europe/Warsaw	19.27498	50.20528	PL	average	09 Jul 2021
Europe/London	-2.09814	57.14369	GB	excellent	2019-07-05
America/Chicago	-97.03285	47.92526	US	building	2019/08/17
Asia/Tehran	47.3799	33.14447	IR	average	2014/03/10
Asia/Karachi	68.49143	25.80565	PK	excellent	2017-02-02
Africa/Lagos	6.83042	6.15038	NG	building	2012/11/01
Asia/Kolkata	81.54855	26.2649	IN	good	09/08/2021, 00:00:00
Europe/Stockholm	17.10558	61.72744	SE	building	2019-09-07
America/Recife	-35.71667	-8.66667	BR	building	26 Aug 2014
America/Chicago	-87.93341	42.55308	US	average	02/14/2015, 00:00:00
Africa/Dar_es_Salaam	29.65806	-4.83	TZ	good	2014-07-15
Europe/Paris	2.61667	48.98333	FR	building	05/29/2018, 00:00:00
Pacific/Efate	168.31366	-17.73648	VU	accep	07/10/2021, 00:00:00
America/New_York	-73.97069	40.64621	US	maitennce	2018/05/21
Asia/Shanghai	120.82747	37.30553	CN	average	06/16/2021, 00:00:00
Europe/Moscow	46.10925	43.35071	RU	excellent	2020-10-01
America/Phoenix	-111.78903	33.35283	US	accep	2022/01/14
America/New_York	-70.92866	42.52787	US	good	2020/05/28
America/New_York	-77.4286	39.00622	US	good	03/23/2021, 00:00:00
Asia/Bangkok	104.64992	14.64056	TH	maintenance	28 Apr 2022
Europe/Saratov	46.04833	51.40944	RU	good	2020-12-01
America/Argentina/Buenos_Aires	-60.47389	-34.64167	AR	excellent	2019-03-28
Europe/Madrid	-1.86343	38.10558	ES	excellent	2018-10-10
Asia/Kolkata	74.4818	30.21121	IN	excellent	09/27/2013, 00:00:00
Asia/Tokyo	136.51667	35	JP	accep	2013-12-31
Europe/London	-2.98333	53.83333	GB	accep	27 Jul 2016
Africa/Kampala	30.98551	2.41669	UG	average	01/13/2015, 00:00:00
Asia/Hong_Kong	114.10479	22.37066	HK	excellent	10/01/2019, 00:00:00
Europe/Paris	4.8951	44.92801	FR	average	05/18/2015, 00:00:00
Europe/Berlin	9.47629	53.59337	DE	good	2016/09/06
Europe/Berlin	8.96317	48.35149	DE	accep	19 Aug 2013
America/New_York	-73.99681	40.94065	US	excellent	2022/04/26
America/Los_Angeles	-115.98391	36.20829	US	good	2022/08/02
Europe/Amsterdam	7.00417	52.26083	NL	accep	24 Jan 2014
America/New_York	-74.15987	40.82232	US	good	2014-04-04
America/Jamaica	-76.78319	18.00747	JM	accep	2018/07/04
Asia/Jakarta	104.09701	-1.26424	ID	excellent	2021-07-28
Asia/Kolkata	78.23456	28.92694	IN	accep	05 Aug 2016
Europe/Madrid	-1.64295	42.8139	ES	building	09 Apr 2022
Africa/Abidjan	-5.682	5.84752	CI	good	29 May 2017
Australia/Sydney	146.05093	-34.28853	AU	accep	26 Sep 2017
Asia/Shanghai	113.13148	23.02677	CN	building	07/28/2020, 00:00:00
Asia/Karachi	68.75915	27.52948	PK	maintenance	2015-10-14
Asia/Yangon	98.50893	16.68911	MM	accep	2013-04-24
America/Recife	-34.88111	-8.05389	BR	accep	11/04/2021, 00:00:00
America/Chicago	-88.3162	42.24113	US	good	25 Jun 2019
Asia/Seoul	127.08472	36.20389	KR	average	25 Jan 2013
America/Chicago	-87.88754	41.15376	US	accep	14 Apr 2019
Africa/Lubumbashi	29.47306	0.49113	CD	accep	2016-02-13
Europe/Kiev	25.34244	50.75932	UA	building	2014-02-23
America/Chicago	-87.71255	41.84364	US	building	2017/02/19
Europe/Malta	14.51472	35.89972	MT	excellent	03/18/2022, 00:00:00
Asia/Tokyo	135.6	34.61667	JP	building	16 Apr 2013
Europe/Madrid	-1.325	38.47917	ES	average	2013-01-03
Asia/Kolkata	77.9129	25.6439	IN	good	11/23/2018, 00:00:00
Europe/Istanbul	42.85693	39.22493	TR	building	12/17/2017, 00:00:00
America/Chicago	-98.15529	26.18924	US	building	2021/05/22
America/Bogota	-74.73584	5.20856	CO	accep	2020-06-11
Africa/Dar_es_Salaam	29.65806	-4.83	TZ	excellent	15 May 2020
America/Chicago	-93.71133	41.57721	US	average	11/28/2019, 00:00:00
Europe/Warsaw	18.30056	50.5107	PL	average	06 Jul 2022
Europe/Rome	17.58522	40.53123	IT	accep	17 Nov 2013
Europe/Moscow	47.1192	42.819	RU	good	2022-06-15
Asia/Hong_Kong	114.10479	22.37066	HK	average	16 Jul 2019
Europe/Malta	14.51472	35.89972	MT	excellent	2017/05/29
America/Sao_Paulo	-53.13722	-22.92306	BR	accep	2022-02-10
Asia/Kolkata	77.54372	10.12268	IN	accep	10 Sep 2015
Africa/Lagos	9.0027	11.86064	NG	maintenance	01/28/2015, 00:00:00
Asia/Tokyo	135.21667	35.06667	JP	building	2018/12/20
America/Panama	-79.62603	8.88988	PA	accep	01/26/2016, 00:00:00
Asia/Samarkand	67.84222	40.11583	UZ	average	10 Jul 2015
Asia/Baghdad	44.02488	32.61603	IQ	excellent	15 Jun 2017
Asia/Shanghai	120.74792	41.09822	CN	excellent	2016-06-06
Europe/Rome	14.34085	40.87363	IT	building	2015/01/04
America/Argentina/Cordoba	-61.4867	-31.25033	AR	excellent	2015-08-17
Asia/Shanghai	111.50861	32.54278	CN	maintenance	2018-08-23
America/Chicago	-87.66561	41.8542	US	accep	22 Dec 2013
America/New_York	-73.95097	40.72371	US	accep	2018/05/04
Africa/Tunis	10.78222	36.46917	TN	building	08/15/2014, 00:00:00
America/New_York	-80.31727	25.67927	US	excellent	19 Sep 2020
Asia/Jakarta	104.09701	-1.26424	ID	maintenance	2014-07-18
Asia/Kolkata	76.11996	11.12018	IN	maintenance	2022/07/30
Australia/Melbourne	145.06667	-37.88333	AU	good	09/06/2018, 00:00:00
America/New_York	-81.56929	41.55838	US	maintenance	28 Dec 2019
Africa/Lagos	5.06258	7.50251	NG	building	15 Jun 2020
Asia/Vladivostok	140.72287	53.14657	RU	acceptable	23 May 2015
Europe/Malta	14.51472	35.89972	MT	excellent	06/27/2021, 00:00:00
Australia/Brisbane	152.70493	-25.54073	AU	good	27 Apr 2015
Asia/Kolkata	77.9129	25.6439	IN	building	2013-03-05
Africa/Lagos	4.52514	12.74482	NG	good	11/08/2015, 00:00:00
Asia/Kolkata	86.68363	23.49668	IN	good	03/26/2016, 00:00:00
America/New_York	-73.95958	40.57788	US	average	2015-03-01
Europe/Oslo	16.54165	68.79833	NO	excellent	13 Mar 2017
America/New_York	-76.51552	39.32011	US	good	08/28/2017, 00:00:00
Asia/Jakarta	114.33333	-8.43333	ID	excellent	01/21/2021, 00:00:00
Europe/Paris	4.91667	45.73333	FR	building	2020-03-23
Asia/Jakarta	112.23109	-7.57897	ID	good	2015/11/28
Indian/Antananarivo	46.58333	-21.15	MG	maintenance	2015/06/30
Europe/Moscow	37.56667	55.85	RU	average	02/26/2015, 00:00:00
Asia/Kolkata	71.21169	21.59983	IN	accep	2016/02/15
America/Toronto	-73.75335	45.4473	CA	accep	2020-10-24
America/New_York	-77.70066	43.16547	US	average	2019/02/11
Asia/Shanghai	117.63083	35.50056	CN	good	06/04/2015, 00:00:00
America/New_York	-75.60804	39.96097	US	good	2018/11/21
Europe/Istanbul	37.3825	37.05944	TR	average	2019/12/21
America/Toronto	-79.2663	43.86682	CA	accep	01/23/2022, 00:00:00
America/Recife	-35.71667	-8.66667	BR	good	2019/09/14
Europe/Kiev	26.97253	49.65186	UA	average	2014/06/22
Europe/Zurich	6.10237	46.18396	CH	accep	2017/10/19
America/New_York	-81.77285	28.54944	US	accep	2022-05-04
Europe/Warsaw	19.27498	50.20528	PL	maintenance	06/16/2013, 00:00:00
Asia/Karachi	70.91106	29.38242	PK	good	2017-09-06
Asia/Kolkata	71.57737	21.53889	IN	excellent	31 Aug 2021
Europe/Moscow	47.1192	42.819	RU	excellent	12 Sep 2017
America/Los_Angeles	-117.71978	34.09668	US	good	2014-11-18
Europe/Berlin	9.20427	48.49144	DE	excellent	11/11/2016, 00:00:00
Asia/Seoul	126.835	37.65639	KR	excellent	06/06/2014, 00:00:00
Asia/Shanghai	118.53333	27.92333	CN	building	2017-04-21
Asia/Yangon	98.50893	16.68911	MM	average	2019/12/28
Asia/Shanghai	112.19028	30.35028	CN	good	2016-02-03
Europe/Kiev	26.97253	49.65186	UA	excellent	2020/02/18
Europe/Moscow	32.86389	53.95278	RU	accep	2020/01/23
America/Los_Angeles	-120.00865	46.32374	US	good	2019-03-21
Europe/Madrid	2.35739	41.63976	ES	average	16 Jul 2022
Europe/Paris	4.63031	43.67681	FR	accep	2021-10-20
Africa/Lagos	12.19458	10.61285	NG	average	03 Jul 2019
Pacific/Port_Moresby	144.23058	-5.85746	PG	accep	2016-10-08
America/Managua	-86.58208	13.48082	NI	good	17 Jul 2014
Europe/Berlin	12.16179	48.52961	DE	good	2013-08-22
Europe/Moscow	36.73307	55.38752	RU	accep	2019-02-11
America/Chicago	-99.73314	32.44874	US	average	2019-04-21
Europe/Moscow	46.5813	54.8421	RU	accep	2014/02/22
Europe/London	-3.52751	50.7236	GB	building	07/29/2014, 00:00:00
America/New_York	-71.06616	42.4251	US	good	2018-10-25
America/Los_Angeles	-117.54866	33.93113	US	accep	08/30/2022, 00:00:00
America/Chicago	-90.10674	29.84576	US	accep	2020-08-07
America/Argentina/Cordoba	-60.93173	-31.4488	AR	accep	06/04/2019, 00:00:00
Africa/Dar_es_Salaam	38.66667	-6.25	TZ	excellent	2022-05-05
Europe/Berlin	11.34046	50.72043	DE	excellent	2015/11/30
America/New_York	-80.31727	25.67927	US	accep	11 May 2018
Australia/Sydney	150.60036	-34.88422	AU	average	02/28/2018, 00:00:00
Europe/London	-1.47217	53.46506	GB	maintenance	2017/06/29
America/Mexico_City	-98.11889	19.04222	MX	average	05/14/2019, 00:00:00
America/Tegucigalpa	-86.57415	15.48131	HN	accep	2020/04/17
Asia/Karachi	71.67164	30.29184	PK	accep	2016/08/23
America/Fortaleza	-42.29444	-4.24444	BR	average	02/07/2014, 00:00:00
America/Puerto_Rico	-67.15407	18.42745	PR	good	2015/10/25
America/Indiana/Indianapolis	-86.11084	41.75338	US	excellent	14 Mar 2017
Africa/Casablanca	-6.00137	33.42585	MA	maintenance	2018-04-19
Asia/Yangon	98.19151	14.0823	MM	excellent	2014/03/13
Asia/Kuala_Lumpur	103.81667	1.6	MY	average	27 Apr 2017
Asia/Tokyo	136.51667	35	JP	maintenance	2013-12-09
Asia/Kuala_Lumpur	103.6032	1.6561	MY	accep	10 Aug 2020
Africa/Abidjan	-3.59625	5.27247	CI	average	20 Nov 2019
Europe/London	-0.91979	51.42708	GB	excellent	29 Jun 2014
Europe/Berlin	8.77069	50.80904	DE	average	20 Nov 2017
Europe/London	-2.01111	52.66277	GB	average	27 Mar 2014
America/Chicago	-87.71255	41.84364	US	accep	2012/11/02
Europe/Moscow	39.85331	57.30185	RU	good	07 Mar 2015
Europe/Belgrade	19.61222	44.97639	RS	average	2015/09/28
Pacific/Efate	168.31366	-17.73648	VU	good	05/23/2013, 00:00:00
Asia/Aqtobe	59.6	47.83333	KZ	excellent	07/18/2013, 00:00:00
Asia/Kolkata	86.68363	23.49668	IN	average	2013-01-13
America/New_York	-72.27814	42.93369	US	accep	2019/05/25
Europe/Sofia	27.25	42.7	BG	excellent	2016/03/24
America/Toronto	-79.2663	43.86682	CA	average	2014-08-08
America/Detroit	-82.42491	42.97086	US	average	2019/09/09
America/New_York	-73.97069	40.64621	US	maintenance	2018/11/17
America/New_York	-73.49484	41.14676	US	excellent	2022/07/31
Asia/Tokyo	136.51667	35	JP	average	2019-12-11
America/Chicago	-93.08883	45.16024	US	good	2020-08-10
America/Detroit	-83.48216	42.30865	US	building	2013-06-11
Europe/Rome	15.00913	37.51803	IT	excellent	2020/12/13
Asia/Kolkata	78.23456	28.92694	IN	building	2015-04-07
Asia/Karachi	68.11759	26.9423	PK	average	2017/04/28
America/New_York	-82.45426	27.09978	US	average	25 Oct 2021
Europe/Amsterdam	5.74861	52.71083	NL	accep	24 Jun 2018
Asia/Yekaterinburg	60.8019	56.9083	RU	excellent	2020/08/05
Asia/Tbilisi	41.77921	41.82143	GE	accep	2018/12/30
Asia/Jerusalem	34.86563	31.92923	IL	average	06/20/2018, 00:00:00
America/New_York	-82.35176	27.71809	US	accep	06/30/2014, 00:00:00
Africa/Cairo	29.91582	31.20176	EG	excellent	2022-03-25
Europe/London	0.93333	52.68333	GB	good	01 Sep 2013
Europe/Lisbon	-8.33147	41.20485	PT	accep	2020/04/17
Africa/Khartoum	34.3869	11.8659	SD	excellent	06/10/2021, 00:00:00
America/Los_Angeles	-117.71978	34.09668	US	accep	01 Jul 2016
Africa/Lagos	4.74161	7.62789	NG	accep	01 Dec 2015
Europe/Warsaw	19.27498	50.20528	PL	accep	2015/08/07
Africa/Nairobi	34.11169	0.46005	KE	average	2013/06/26
America/Toronto	-73.81669	45.44868	CA	good	2019-10-17
America/Sao_Paulo	-51.87389	-23.44361	BR	excellent	04 Feb 2015
Asia/Shanghai	120.74221	31.64615	CN	building	2021/08/27
Europe/Berlin	9.5926	52.86147	DE	good	2017/10/08
Asia/Yangon	98.50893	16.68911	MM	good	2016/11/15
America/New_York	-74.28459	40.5576	US	good	02/14/2022, 00:00:00
Asia/Yangon	98.19151	14.0823	MM	building	2015/11/23
America/Chicago	-95.36969	35.74788	US	good	10/17/2012, 00:00:00
Europe/Lisbon	-9.24671	38.72706	PT	maintenance	2016-02-14
America/Chicago	-94.41551	39.09112	US	good	07/29/2017, 00:00:00
Europe/Rome	9.29109	45.39402	IT	average	2012-12-31
Asia/Yekaterinburg	60.8019	56.9083	RU	good	18 Nov 2015
America/Los_Angeles	-118.03917	33.95015	US	average	09/24/2016, 00:00:00
America/Chicago	-97.92977	38.06084	US	average	2016-12-08
Europe/Paris	3.87723	43.61092	FR	accep	09/26/2015, 00:00:00
Asia/Hong_Kong	114.10479	22.37066	HK	building	07/08/2022, 00:00:00
America/Chicago	-94.41551	39.09112	US	accep	12/12/2013, 00:00:00
Asia/Kolkata	75.11937	20.88098	IN	average	2014-11-19
Asia/Kolkata	81.54855	26.2649	IN	average	10/25/2020, 00:00:00
America/Lima	-75.11028	-15.21194	PE	maintenance	2015/03/25
Asia/Kolkata	77.23826	11.50526	IN	accep	16 Jun 2020
Asia/Kolkata	77.9129	25.6439	IN	maintenance	2018-11-26
Asia/Kolkata	76.32756	9.57046	IN	excellent	2017/12/13
America/Caracas	-70.20749	8.62261	VE	good	2020-11-20
America/Mexico_City	-103.5687	20.22816	MX	accep	28 Nov 2021
Asia/Yekaterinburg	56.36091	51.78771	RU	good	2016-08-30
Asia/Phnom_Penh	102.56365	13.65805	KH	accep	2019-02-02
Europe/Rome	8.55552	40.72586	IT	accep	2014-03-28
Asia/Tehran	48.26258	33.86419	IR	good	2017-04-13
Europe/Paris	-4.1	48	FR	good	2015/07/07
Africa/Douala	11.5	3.51667	CM	excellent	17 Jul 2014
Europe/Paris	-0.59543	44.80477	FR	good	2015-09-21
Europe/Paris	2.29275	48.79325	FR	average	04/17/2022, 00:00:00
Asia/Karachi	68.75915	27.52948	PK	maintenance	2017-03-20
Asia/Shanghai	123.17306	41.27194	CN	building	02/08/2013, 00:00:00
America/Sao_Paulo	-51.50361	-29.2975	BR	excellent	12/20/2018, 00:00:00
America/Los_Angeles	-121.74052	38.54491	US	accep	2016/05/10
America/Los_Angeles	-117.23991	47.64995	US	average	2014/11/01
Europe/Rome	14.34085	40.87363	IT	average	14 Aug 2016
Europe/Brussels	4.25633	51.21187	BE	average	2020/09/05
Europe/London	0.30367	51.38673	GB	good	2022-08-02
Europe/Dublin	-7.95	53.43333	IE	good	2019-10-01
Europe/Lisbon	-8.2503	37.08819	PT	excellent	03/29/2015, 00:00:00
Asia/Karachi	68.11759	26.9423	PK	average	2015-11-15
Europe/Berlin	6.51352	51.19139	DE	average	04/11/2021, 00:00:00
Europe/Rome	7.60872	43.78956	IT	accep	2014/11/09
Europe/Madrid	-2.77259	37.49073	ES	average	2018/04/04
Europe/Madrid	-2.77259	37.49073	ES	average	24 Jul 2013
Asia/Kolkata	73.7553	15.5439	IN	accep	2021-02-21
Asia/Phnom_Penh	102.56365	13.65805	KH	good	11/28/2017, 00:00:00
Europe/Berlin	13.32127	52.59319	DE	building	04/17/2013, 00:00:00
Asia/Tokyo	130.94098	33.3213	JP	maintenance	2022-02-15
Europe/Rome	12.38878	43.1122	IT	good	10/17/2019, 00:00:00
Asia/Shanghai	122.74754	40.85158	CN	good	22 Jan 2014
Europe/Madrid	-5.55835	42.64685	ES	average	01 Oct 2012
Europe/Berlin	7.973	51.168	DE	building	11 Jun 2013
Asia/Karachi	75.06583	32.17629	PK	accep	27 Jul 2013
Europe/Saratov	46.04833	51.40944	RU	average	2018-07-01
Asia/Shanghai	117.63083	35.50056	CN	excellent	01/05/2013, 00:00:00
Europe/Moscow	47.1192	42.819	RU	maintenance	03/03/2017, 00:00:00
Europe/London	-3.05814	53.00974	GB	average	2014/12/21
Europe/Rome	15.07041	37.49223	IT	maintenance	11 Aug 2014
America/New_York	-76.43941	39.33427	US	average	05/21/2016, 00:00:00
Europe/Berlin	10.5511	52.47774	DE	accep	2018-04-05
Indian/Antananarivo	47.31667	-19.65	MG	maintenance	2016/05/31
Asia/Shanghai	118.53333	27.92333	CN	average	2018/10/10
America/Panama	-79.62098	9.15093	PA	average	03/23/2021, 00:00:00
Europe/Moscow	46.5813	54.8421	RU	excellent	2016/12/09
Europe/Brussels	4.69889	50.56149	BE	excellent	2015-01-14
Asia/Kolkata	73.66633	25.92493	IN	average	15 Oct 2021
Asia/Shanghai	115.70111	37.73222	CN	excellent	2019/02/02
Europe/London	-2.58736	56.56317	GB	accep	28 Mar 2015
America/Chicago	-95.30106	32.35126	US	excellent	2022-09-06
Europe/Berlin	9.72749	48.28259	DE	good	2021-09-20
America/New_York	-73.95958	40.57788	US	good	11/06/2018, 00:00:00
America/New_York	-81.77285	28.54944	US	excellent	06/17/2017, 00:00:00
Asia/Jerusalem	34.86563	31.92923	IL	excellent	06/12/2022, 00:00:00
Indian/Antananarivo	44.53333	-22.9	MG	average	2012/12/04
America/New_York	-74.38987	40.65538	US	good	14 Dec 2014
America/New_York	-76.88442	40.2737	US	excellent	2012/11/29
Africa/Algiers	3.50309	34.15429	DZ	average	2019-10-19
America/New_York	-73.20483	41.16704	US	building	2019/01/23
Europe/Moscow	36.73307	55.38752	RU	average	30 Mar 2020
America/Chicago	-87.93341	42.55308	US	maintenance	2015-10-04
Europe/London	-2.01111	52.66277	GB	maintenance	02/22/2018, 00:00:00
America/New_York	-73.20483	41.16704	US	building	26 Feb 2018
America/Chicago	-86.99666	33.45122	US	average	2018/09/28
Asia/Tashkent	69.67639	41.29444	UZ	excellent	2022/02/21
Europe/Prague	13.63617	50.50301	CZ	average	2020-11-06
Africa/Tunis	10.03478	37.16911	TN	good	10/20/2019, 00:00:00
America/Lima	-69.08333	-16.25	PE	building	07 Jul 2020
America/Argentina/Ushuaia	-68.3	-54.8	AR	average	2015-04-15
Asia/Jakarta	106.85417	-6.48167	ID	maintenance	02 Nov 2020
Europe/London	-1.08593	50.79205	GB	excellent	2017-05-28
Asia/Damascus	36.7138	35.95664	SY	maintenance	14 Jun 2020
Europe/Paris	2.18967	48.8765	FR	excellent	09/16/2017, 00:00:00
Asia/Yekaterinburg	60.70278	55.75556	RU	average	08/29/2021, 00:00:00
America/Bogota	-74.95472	10.98778	CO	maintenance	01/23/2020, 00:00:00
Asia/Tokyo	130.94098	33.3213	JP	average	2019/09/22
Europe/Warsaw	16.86194	54.58048	PL	accep	10/21/2019, 00:00:00
Europe/Lisbon	-9.24671	38.72706	PT	average	16 Jul 2017
America/Santarem	-52.20639	-3.20333	BR	good	10 Nov 2021
Asia/Kolkata	86.79271	25.92127	IN	accep	14 Aug 2016
Asia/Manila	120.4861	16.0438	PH	good	11/10/2018, 00:00:00
Europe/London	-0.33525	53.7446	GB	good	09 Aug 2018
Europe/Kiev	30.96755	49.07866	UA	good	01/06/2021, 00:00:00
Europe/Bratislava	17.8031	48.43174	SK	average	2015-04-19
Asia/Kolkata	72.85107	19.30157	IN	accep	2015-02-20
Asia/Kolkata	74.4818	30.21121	IN	excellent	2016/08/28
Africa/Ndjamena	18.69303	12.18441	TD	good	28 May 2018
America/Los_Angeles	-122.86705	45.49428	US	accep	2019-08-12
Europe/London	0.93333	52.68333	GB	excellent	2016/06/19
Asia/Novokuznetsk	85.4265	55.8736	RU	accep	2014-05-03
America/Los_Angeles	-117.54866	33.93113	US	maintenance	14 Dec 2018
America/Bogota	-74.26419	4.73245	CO	excellent	10/07/2018, 00:00:00
Europe/Berlin	11.18709	48.73218	DE	accep	06 Dec 2019
Europe/Berlin	13.31783	52.61131	DE	good	2019-01-16
Africa/Lagos	8.2926	9.58126	NG	building	06/16/2021, 00:00:00
Africa/Accra	-1.4001	7.06273	GH	excellent	2021/10/24
Africa/Johannesburg	29.24152	-26.93366	ZA	average	2019-10-01
Europe/Prague	13.63617	50.50301	CZ	building	03 Jul 2022
Europe/Berlin	8.4493	50.09019	DE	maintenance	2012-12-19
Asia/Kolkata	77.656	28.71271	IN	maitennce	26 May 2019
Asia/Yerevan	44.7662	40.49748	AM	average	2019/07/27
Europe/Berlin	8.96317	48.35149	DE	excellent	30 May 2021
America/New_York	-73.20483	41.16704	US	building	2013/02/17
America/Havana	-77.43532	20.14298	CU	maintenance	05 Jan 2015
America/Los_Angeles	-116.37697	33.72255	US	good	2018/03/27
America/New_York	-72.86843	41.27621	US	average	2016-12-31
America/Los_Angeles	-122.24064	47.80527	US	average	21 May 2015
Europe/Rome	14.34085	40.87363	IT	maintenance	03/12/2022, 00:00:00
America/Los_Angeles	-120.00865	46.32374	US	average	13 Nov 2014
Australia/Sydney	151.07986	-33.88096	AU	good	2014-06-21
America/Cuiaba	-52.35558	-14.66463	BR	excellent	2018/12/31
Asia/Kolkata	72.68533	22.75218	IN	excellent	2016-06-14
Asia/Makassar	116.82887	-1.26753	ID	excellent	09/27/2018, 00:00:00
America/New_York	-82.90375	32.54044	US	good	2014/12/16
Europe/Moscow	43.67663	53.53041	RU	good	04 Jun 2014
Africa/Johannesburg	29.24152	-26.93366	ZA	excellent	24 Nov 2015
Europe/Rome	14.34085	40.87363	IT	excellent	07/23/2022, 00:00:00
America/Chicago	-87.66561	41.8542	US	average	06 Jun 2014
America/New_York	-76.43941	39.33427	US	average	16 Mar 2019
America/Sao_Paulo	-45.94722	-21.42917	BR	accep	2022/02/13
America/New_York	-72.27814	42.93369	US	maintenance	12 Mar 2013
Europe/Brussels	5.37429	51.03427	BE	maintenance	03/23/2014, 00:00:00
Europe/Minsk	31.3237	52.4089	BY	accep	2019-12-13
America/New_York	-73.75513	40.60538	US	average	04/23/2013, 00:00:00
Europe/Podgorica	18.84	42.28639	ME	accep	06 Apr 2022
America/Sao_Paulo	-41.25528	-19.32556	BR	accep	05/25/2017, 00:00:00
Asia/Karachi	72.54566	29.69221	PK	excellent	12/03/2012, 00:00:00
America/Panama	-79.62098	9.15093	PA	building	24 Nov 2018
Africa/Maputo	35.34722	-23.85972	MZ	average	02 Jan 2018
Africa/Johannesburg	30.79165	-27.76952	ZA	accep	2015/06/12
Africa/Kinshasa	15.16554	-4.5833	CD	excellent	2019/05/20
Africa/Lagos	3.64633	6.8485	NG	accep	05/09/2017, 00:00:00
Asia/Shanghai	123.50266	41.94175	CN	excellent	2014-06-30
America/Maceio	-37.03861	-10.90889	BR	excellent	07/13/2022, 00:00:00
Asia/Manila	120.56528	14.66	PH	excellent	02 Dec 2012
Asia/Manila	124.84472	10.13361	PH	accep	2019/02/05
America/Chicago	-94.41551	39.09112	US	excellent	03/01/2015, 00:00:00
America/Recife	-34.88111	-8.05389	BR	accep	2014/07/04
Asia/Manila	122.8637	9.3337	PH	maintenance	02/24/2021, 00:00:00
Asia/Tokyo	137.23333	35.8	JP	average	2017-02-21
Asia/Tashkent	72.34424	40.78206	UZ	good	2016/02/09
Europe/London	0.47713	51.39323	GB	good	05/28/2014, 00:00:00
Europe/London	-4.22398	57.47908	GB	building	21 Dec 2021
America/Bahia	-39.25	-12.91667	BR	excellent	2017-01-04
Asia/Kolkata	72.68533	22.75218	IN	excellent	07/04/2018, 00:00:00
Europe/Belgrade	20.89389	42.62833	XK	average	25 Jul 2019
America/Maceio	-37.65	-10.91722	BR	maintenance	20 Mar 2016
America/New_York	-82.46148	28.15112	US	good	2015-08-23
Africa/Addis_Ababa	37.55	6.03333	ET	excellent	2016/03/14
America/New_York	-75.23266	43.1009	US	average	03/25/2013, 00:00:00
America/New_York	-81.23621	33.98154	US	maitennce	09/07/2017, 00:00:00
Asia/Tokyo	137.4	34.81667	JP	maintenance	06/04/2015, 00:00:00
Asia/Yangon	98.50893	16.68911	MM	excellent	07/01/2017, 00:00:00
Europe/London	-3.05814	53.00974	GB	accep	2016-10-05
