PM10	PM2.5	NOx	H2CO	C2H3NO5	latitude	SO2	CH4	longitude	warning	Pb	NH3	CO	TEMP	PAHs	PRES	O3	CFCs
7.24063	8.43760		49.11751	1.32338	27.52948	8.21694	8.68348	68.75915	1.00000	67.07722	8.31931	4.99011	37.35107	7.36416	1181.15237	9.92452	46.66509
	7.38337	5.72339	52.24913	0.73387	50.56149	8.10650	8.18561	4.69889	1.00000	48.69281	12.47005	7.32298	-6.57741	3.36090	1163.63445	5.10690	38.21896
8.38076	9.66951	6.84871	57.91365	2.81137	36.19278	9.17166	6.35834	117.65694	1.00000	37.88713	8.51951	9.63244	9.46022	8.27540	1063.48990	7.97161	51.33613
7.32318	8.29328	7.78726	38.37793	1.14235	43.91452	9.12897	8.17513	-69.96533	1.00000	44.74255	6.85179	8.30367	3.41428	7.52280	1111.84081	6.98733	57.12371
9.15735	8.14686	7.95389	75.43619	4.79361	9.58126	7.33705	8.45813	8.2926	1.00000	48.67163	8.02051	6.38646	25.21591	5.53607	1083.54282	8.65218	56.59611
4.96373	6.59271	4.31828	34.48554	0.67988	37.30553	7.20692	4.73630	120.82747	1.00000	50.61215	6.30455	11.17010	19.45647	6.52244	1113.48541	6.13496	58.99206
6.27429	9.29272	5.97771	40.57846	0.53844	22.49396	8.53838	9.00567	-105.36369	1.00000	39.45297	8.49386	6.80507	23.50553	6.19561	1061.33189	9.53846	46.78748
5.88790	8.03550	6.41170	62.02626	0.60705	50.79205	7.73382	6.61750	-1.08593	1.00000	72.93750	7.13086	9.85096	-13.76102	9.36438	1163.36205	6.60741	24.45420
6.85818	8.70005	6.63619	51.58079	0.77477	-23.7975	7.00293	7.62371	-48.59278	1.00000	45.85676	9.64925	5.48106	19.24732	9.39057	1105.49658	9.27123	69.10297
5.65421	7.78604	8.71108	46.38287	1.21007	-11.48472	6.93599	5.37875	-37.93278	0.00000	43.57225	7.72486	10.24371	33.14108	5.22655	1104.14407	8.76842	53.38577
6.61793	8.09862	7.51170	56.41802	1.03397	10.22677	8.15116	8.12202	-67.33122	1.00000	48.05435	6.70797	8.13417	24.88237	7.57043	1164.26973	6.21090	40.47332
7.54156	7.32327	8.47472	60.39603	1.75179	28.15112	7.63919	9.14917	-82.46148	1.00000	51.26667	8.47412	6.27457	18.08714	5.90435	1143.65239	10.12058	48.33210
8.17160	7.82989	7.24339	53.93069	2.52637	48.28259	10.36690	7.27374	9.72749	1.00000	62.78077	9.04680	8.95720	26.37148	4.14885	1087.84700	7.35094	59.33969
6.96064	9.30526	10.85596	69.52280	0.96814	0.03813	7.96230	10.28735	36.36339	0.00000	58.77180	8.86652	7.21226	6.04460	8.59152	1099.50088	6.07216	54.39052
8.30691	8.15895	8.67616	39.26622	2.58651	47.4943	9.47884	7.88032	-122.24092	1.00000	63.55504	6.41270	8.63025	12.15626	8.32508	1188.56014	7.45456	57.30653
6.00141	8.65682	5.85241	44.71402	0.79348	16.75973	9.30852	7.20449	-93.11308	1.00000	56.63493	8.67853	8.31928	10.79985	5.12832	1150.69976	5.76948	41.13049
7.36894	7.58682	7.31467	54.70356	1.61021	43.61092	8.01305	9.82055	3.87723	1.00000	41.11554	8.37325	7.03706	29.86718	5.48346	1175.73908	9.28494	63.93820
6.24625	8.27055	5.76418	49.27326	1.08101	22.75218	7.58385	6.70696	72.68533	1.00000	41.40871	7.87089	8.34712	9.44031	7.80777	1111.13175	6.42195	44.73973
7.34599	6.92202	7.62125	42.39270		19.30157	7.91069	7.63141	72.85107	1.00000	62.23593	9.59823	8.80161	19.15448	6.97994	1051.09513	6.80642	57.73196
7.01130	5.53057	6.74184	59.77360	1.00472	21.59983	9.09434	7.67598	71.21169	0.00000	56.20404	8.55022	6.01374	8.55531	8.15141	1120.83275	9.55624	55.80746
6.39732	7.26151	7.22956	55.86344	1.41260	-22.9	5.96414	6.89778	44.53333	1.00000	65.85501	9.01081	9.88739	-7.44882	6.18815	1090.55549	6.98164	46.70992
7.65614	9.27947	6.18759	44.82587	1.37711	-8.43333	8.53207	6.26580	114.33333	1.00000	55.95670	10.52890	10.01550	21.47296	5.75207	1130.19273	6.72932	59.75019
6.91601	8.99973	7.15779	79.24695	1.25711	53.19146	7.85123	10.67666	-2.52398	1.00000	44.54812	7.54451	7.49598	21.43206	5.91487	1139.77360	9.35240	58.06641
4.79313	8.12323	5.16004	52.64305	0.50128	51.78967	7.90192	4.78242	1.15597	1.00000	44.38235	9.64812	11.58839	17.30121	6.56098	1188.01789	6.98746	62.04835
5.06195	6.84469	10.88321	58.92506	0.37313	-1.6	7.79531	8.02863	103.61667	0.00000	33.81413	7.72946	6.26667	14.90768	12.51913	1050.78861	11.03570	59.69001
6.94412	8.68577	5.63861	65.41052	1.12513	35.89972	7.22650	8.93034	14.51472	1.00000	37.23210	8.24363	8.38290	17.65128	7.65737	1105.32237	9.23343	49.36806
7.79708	8.02700	10.33176	51.08679	1.71868	35.89972	9.24503	8.16749	14.51472	0.00000	37.15117	7.93196	10.25829	27.91858	9.16329	1156.48295	10.25372	58.46316
8.58065	9.23110	6.48245	49.01683	3.37040	35.95664	6.74681	6.37302	36.7138	1.00000	52.45849	7.84547	9.17978	19.87940	7.80079	1194.87453	7.02075	45.99477
6.38309	7.49475	6.94738	52.79969	1.17198	35.82756	8.04302	7.32190	137.95378	0.00000	39.63252	8.47570	8.49128	-6.97526	9.89075	1087.43123	8.69014	31.66485
10.37542	7.92750	8.53448	39.52727	15.62435	40.87363	7.57302	8.02573	14.34085	1.00000	32.00347	8.87162	5.90853	13.37269	4.50013	1162.98822	7.89728	52.35905
4.46595	8.81669	6.57277	42.63002	0.85756	23.49668	8.82793	11.88254	86.68363	1.00000	22.08693	9.38048	7.41243	19.71733	6.32598	1163.07162	10.44401	42.97965
4.30227	6.37978	5.70650	41.00346	0.54763	46.75451	7.86600	9.57398	33.34864	1.00000	8.56315	7.81697	6.13071	11.18265	9.36910	1079.02939	10.12273	48.62524
7.93054	7.98089	6.75078	57.34072	1.83416	54.58048	7.22534	6.73507	16.86194	1.00000	56.27319	9.87409	5.95168	14.75442	8.62732	1141.34225	7.63642	
7.41405	9.12625	6.83222	66.21115	1.28711	-21.15	8.20714	9.24672	46.58333	1.00000	50.69336	7.38205		19.04637	7.15791	1151.23492	9.52334	52.98373
	8.30042	10.25617	29.97831	0.62305	31.28092	6.83157	4.92417	74.85849	0.00000	88.53100	8.99374	9.40635	1.98962	6.09771	1159.26969	9.36456	55.57307
6.05285	9.85743	10.96525	48.72551	0.69755	41.85059	7.81010	6.41395	-87.882	1.00000	33.60932	6.62181	8.33394	10.15137	11.84693	1141.49993	11.45861	38.89179
7.36340	9.05259	10.93630	40.01188	1.23350	30.21121	8.34023	6.65309	74.4818	0.00000	48.64650	10.38576	7.05409	6.58238	8.94682	1089.79783	9.68050	45.45501
6.84178	7.02638	6.04989	54.06913	0.58850	-5.41667	7.36436	5.84927	38.01667	1.00000	32.71824	8.40814	10.19842	11.71511	5.78370	1195.39529	6.34443	50.70552
5.52334	8.17481	5.89424	63.11838	0.87008	7.62789	8.60156	11.59469	4.74161	1.00000	48.36421	7.81753	8.68946	31.98409	6.43768	1116.29557	10.15453	57.45632
7.98207	6.85680	7.05949	57.21189	2.20125	48.35149	8.72441	7.38933	8.96317	1.00000	37.94322	7.84323	9.27223	5.38103	4.39419	1127.51119	7.65256	52.01893
6.09664	7.45995	7.18359	60.39209	1.01580	36.91023	9.86767	9.19329	-121.75689	1.00000	52.68286	8.80941	6.51420	11.91427	7.76629	1157.95859	9.78251	82.26901
8.56772	8.94327	10.28900	43.39002	2.49871	25.87972	8.44548	10.51856	-97.50417	1.00000	64.60930	9.63365	5.61732	10.25432	10.22364	1184.07604	6.28280	58.82739
7.25336	8.30209	5.65207	47.05201	0.96347	48.79325	8.87556	4.46114	2.29275	1.00000	49.38127	8.11090	12.15822	20.34064	7.55308	1055.95653	8.08936	56.32017
6.75832	7.79242	7.09692	43.61817	1.50727	-31.4488	8.21190	9.36707	-60.93173	1.00000	50.18737	9.89010	6.66484	24.61569	7.04178	1090.52848	10.04740	72.78559
7.08974	9.30261	9.00220	33.79415	1.67553	36.65	6.65325	7.26028	138.31667	0.00000	29.84544	8.54502	10.12698	24.57849	6.73986	1054.68327	9.25505	62.35232
5.31003	8.96421	8.88515	57.16410	1.12976	43.11667	7.70569	6.85444	1.6	0.00000	31.20051	7.98382	8.16737	-4.59241	11.24839	1137.64715	10.22211	44.70603
9.41900	8.81293	6.86415	45.60815	6.55539	24.81757	6.88942	8.87103	84.63445	1.00000	73.39342	8.71583	7.91035	23.69377	5.47326	1113.94614	8.35819	60.22983
4.81845	7.54028	5.47842	50.74495	0.55499	39.33427	7.14794	9.00780	-76.43941	1.00000	63.28675	8.95643	6.20587	5.93248	9.41560	1184.45424	9.23592	55.88048
8.92221	6.88300	7.61493	44.32167	3.94434	50.50301	8.54562	7.39955	13.63617	1.00000	39.00893	6.04693	5.88594	24.36634	6.36685	1170.16926	8.25701	64.62377
3.28157	9.05427	5.05069	51.43186	0.43129	-31.25033	8.61124	10.56916	-61.4867	1.00000	57.93500	8.39549	6.92262	22.62069	8.95704	1086.87888	10.45510	64.67667
11.91723	8.04366	9.65420	51.64743	70.56331	55.75556	8.26561	5.30346	60.70278	1.00000	52.40154	8.63666	4.37031	7.99413	6.91760	1146.80294	7.37446	75.94931
7.61029	8.19172	10.04725	39.65067	1.29787	25.67927	7.12764	8.33240	-80.31727	0.00000	64.71385	10.54527	10.15198	14.87152	8.80173	1122.63816	9.43371	39.92667
6.61550	7.55856	9.56454	33.37044	0.74835	11.86064	9.48539	6.72331	9.0027	0.00000	48.53117	9.39529	8.34157	10.56605	6.35024	1190.69933	10.46637	60.07749
6.70447	6.13941	10.87333	45.55573	0.86621	46.7055	7.67316	7.48260	38.2739	0.00000	31.90594	9.35851	7.55665	26.44181	9.47281	1080.77968	9.20726	60.43765
6.03220	6.93933	6.03856	48.69210	0.55441	45.9836	7.39612	6.16702	12.70038	1.00000	58.25071	7.66695	8.02584	36.53419	7.78361	1179.91264	5.03688	68.06467
7.41744	7.43178	8.76587	49.39571	1.28000	27.34089	9.76016	6.19669	117.4831	0.00000	49.79222	7.15222	9.48889	13.55710	5.52588	1180.64492	8.44016	42.15658
8.44314	8.51927	9.98243	57.38744	2.67013	36.72544	7.27685	4.71099	3.55665	0.00000	64.89173	8.94169	4.96948	16.22184	11.55965	1122.34025	12.64541	80.25127
6.36438	9.61911	7.54811	31.82171	0.84771	29.22254	9.53163	11.17307	79.5286	1.00000	23.17682	8.75445	7.90853	10.21675	6.46715	1108.39827	10.85876	67.68299
6.45167	8.99570	5.05891	51.80175	0.72946	33.42585	9.00180	6.48652	-6.00137	1.00000	37.21761	8.25102	9.27842	10.57766	5.57945	1135.38743	5.75073	34.49668
5.46762	7.87450	5.94628	42.04207	0.19124	19.04222	7.84319	5.66342	-98.11889	1.00000	54.22096	7.35825	11.07353	0.18333	8.58689	1100.78160	7.10926	38.07971
8.93117	8.91138	6.95154	49.50865	4.02563	37.73604	8.84835	7.66067	-120.93549	1.00000	47.31358	9.25508	6.82437	12.12466	6.87399	1164.08501	8.15882	64.47488
8.52522	8.43764	8.94031	45.37885	2.77929	25.67927	6.84187	6.09037	-80.31727	0.00000	64.11048	7.77944	9.75699	7.78602	5.41078	1120.23805	8.02436	73.47593
6.25591	7.45163	9.29940	83.43566	0.85874	3.31332	7.42136	6.22070	117.59152	0.00000	44.51462	9.94002	9.30802	20.77895	5.83742	1196.00740	9.19072	68.53757
5.79110	6.62318	5.04934	49.89017	0.49388	35.8	7.09618	6.21320	137.23333	1.00000	52.38470	7.26527	9.99154	0.11515	5.78695	1143.67915	7.43960	44.39919
6.16188	9.01551	8.60144	55.23040	1.10386	38.37255	8.30186	7.06339	34.02537	0.00000	57.36124	8.40981	5.64523	3.32241	9.41955	1050.59597	9.27922	53.08737
8.05100	7.66288	6.48274	46.09508	2.69324	-4.24444	6.26361	8.08633	-42.29444	1.00000	46.41212	8.34335	6.93123	9.10155	6.31671	1105.94186	8.35219	46.95230
8.33139	7.76115	7.31679	32.16217	2.74144	52.71083	8.87556	8.56127	5.74861	1.00000	42.78923	8.18716	6.41820	31.18226	5.91876	1088.29366	8.76704	43.80481
7.49726	8.57156	8.17297	45.95959	1.22952	43.86682	7.38906	5.41289	-79.2663	0.00000	52.73884	8.08240	7.58576	-6.84883	10.59879	1160.06209	10.84479	54.35908
7.66424	9.68365	8.88739	46.48918	1.67086	36.20389	8.89465	6.50978	127.08472	1.00000	53.00031	6.89125	11.28473	7.13650	9.19170	1150.56711	8.48375	60.41435
5.26124	7.31016	10.91076	31.75279	1.06008	50.26729	7.70527	8.51026	-119.27337	0.00000	66.27194	8.12481	7.58415	26.77790	8.61887	1112.66288	7.95371	51.84175
4.16605	6.56575	7.07410	40.73431	0.47673	51.67822	7.79068	8.58413	33.9162	0.00000	48.15555	8.85478	8.88118	-4.82360	9.40028	1187.81974	7.43014	67.02248
8.14011	8.51380	9.55743	68.81888	1.89387	18.42745	8.05654	4.86033	-67.15407	0.00000	54.66704	9.02261	5.73122	12.83541	9.05785	1084.32967	10.49956	54.42559
9.78919	7.50972	8.36158	44.57886	9.17025	43.61092	7.55712	7.02342	3.87723	1.00000	15.51281	8.64993	4.33805	0.92194	7.20619	1156.65645	7.62117	80.35668
4.68754	7.46192	7.69777	55.74022	0.66592	23.9028	7.78299	13.92198	89.11943	1.00000	49.15705	7.33038	10.29948	-5.81148	5.64953	1130.19643	12.93851	53.56644
5.89003	8.96482	10.22179	48.83971	1.04156	6.15038	9.43947	6.12771	6.83042	0.00000	53.00271	8.59296	7.57824	-2.67787	6.26230	1057.48504	8.74062	57.02106
7.92659	8.38303	8.01296	50.05821	1.85520	27.92333	6.57122	9.44762	118.53333	1.00000	39.00889	9.31965	6.01629	3.74176	4.73602	1144.96416	9.09295	51.00586
3.73541	8.46712	6.13824	31.09921	0.63234	35.95664	7.53428	11.87143	36.7138	1.00000	31.08972	6.22688	7.93418	-10.17845	8.52166	1057.59527	11.33421	56.12363
6.67423	7.84889	8.78158	48.21152	0.96031	9.535	9.33598	8.44877	-13.68778	1.00000	47.30282	8.54077	8.61318	32.41886	5.94984	1053.38434	7.03650	55.82117
6.32722	8.12919	11.01057	61.03950	0.87500	51.40944	9.65564	5.63223	46.04833	0.00000	34.21966	7.02712	9.02212	12.68707	7.47961	1188.98140	9.42940	31.51553
7.54719	9.16765	9.19205	65.44781	1.62137	7.62789	7.46804	6.77400	4.74161	0.00000	44.07836	8.68989	8.95553	22.19581	6.26187	1199.10821	9.26129	41.24802
4.02235	6.62552	11.46576	57.52531	0.95107	12.1277	10.05795	5.72999	78.15794	0.00000	52.03788	9.35341	8.22657	9.72325	8.00176	1118.70485	9.35459	63.79683
5.87559	9.08671	7.61818	71.99423	0.87874	45.44694	8.22873	10.88286	8.62118	1.00000	59.14032	8.78193	7.39056	12.67923	7.59443	1124.42897	10.31075	33.42181
7.41522	7.09414	9.17887	72.68602	1.42142	12.37169	7.68743	6.29641	123.62494	0.00000	49.20480	7.64330	10.09140	13.04319	6.34545	1198.98491	8.58965	47.15340
5.79295	8.76577	10.46780	39.02309	0.89146	6.84019	8.53609	7.98673	79.87116	0.00000	32.93877	7.14328	7.19451	19.83601	9.76824	1145.80506	9.15594	67.26262
7.31117	6.31771	8.59962	58.83411	1.24970	41.47892	7.59589	8.91749	-87.45476	1.00000	60.60884	9.17750	7.52158	20.75177	7.16732	1065.62237	6.37000	45.30426
6.18955	5.89149	9.08939	39.17572	0.89373	41.29444	7.62967	8.73576	69.67639	1.00000	41.57157	7.98885	8.17928	4.72560	9.33524	1175.97871	7.42750	71.60693
6.88881	7.39277	7.31074	73.60487	1.39208	37.16911	6.50261	5.85385	10.03478	1.00000	50.02123	8.19264	9.33891	4.37534	8.35355	1107.78651	5.39238	51.05239
6.17181	8.51118	7.18474	36.52347	0.96873	61.78491	8.56390	4.91152	34.34691	1.00000	53.62325	6.63726	11.02248	32.83197	10.19996	1128.29926	7.62227	52.17891
6.50291	8.06474	6.49714	45.89893	0.92057	36.06386	10.52363	6.25766	4.62744	1.00000	46.27528	7.50079	9.68860	5.61058	10.12806	1191.46572	7.77719	67.41748
8.30280	8.20711	9.17693	50.78394	2.40338	25.67927	7.46479	6.63129	-80.31727	0.00000	46.75998	7.38882	9.87181	12.38742	6.23305	1064.80278	9.40337	66.24887
7.15985	7.31288	6.23196	52.97312	0.82228	25.49043	7.80900	5.48657	85.94001	1.00000	75.52734	8.37824	10.53700	20.21279	9.62265	1068.75773	7.48066	55.05215
5.08821	7.63605	6.36906	52.69505	0.61384	33.78333	6.79992	8.73332	114.51667	0.00000	33.48276	7.13073	7.24203	8.56071	8.94045	1195.19522	7.29707	33.52218
6.84029	8.27269	9.71251	54.20402	1.37872	50.72043	8.88485	6.29878	11.34046	0.00000	36.57035	8.56667	9.70108	9.13394	6.71064	1160.82583	8.88540	53.64694
5.20690	9.66009	8.88202	50.01197	0.56476	46.51872	7.10670	5.60702	86.00214	0.00000	65.09019	6.55125	8.13923	-10.80510	4.67949	1124.19175	9.47922	55.65425
7.69829	5.97267	8.90178	57.48837	1.64684	47.4943	9.64774	8.64469	-122.24092	1.00000	36.20675	9.86432	5.34927	13.93869	6.84690	1190.47524	9.45476	65.99987
8.76987	7.50579	8.22371	33.60003	3.67996	50.75	7.55250	8.52186	2.25	1.00000	67.27367	10.45122	5.14498	-8.31111	6.35244	1076.07222	8.32971	58.34773
4.35181	7.80162	5.90904	43.78098	0.69788	33.78333	8.43337	2.56136	114.51667	0.00000	45.64159	7.92504	10.23281	5.42332	0.00000	1178.66758	8.72112	44.63624
9.72407	7.82904	9.95908	53.77290	8.79273	18.00747	9.21234	4.67832	-76.78319	0.00000	71.78337	7.01675	5.85022	-8.11528	7.98425	1089.60081	10.22587	73.38663
8.89846	9.40196	11.59814	23.19174	3.92905	41.57721	9.05507	5.45972	-93.71133	0.00000	42.80321	7.78791	6.08704	9.91616	12.05596	1092.29639	12.70656	83.55436
5.85923	7.30613	8.69362	40.09682	0.44262	37.73604	6.98634	8.81286	-120.93549	0.00000	59.04452	8.65336	8.33969	33.58138	8.75506	1050.73786	7.48168	56.96921
8.45870	7.59196	9.94092	61.59501	2.85726	45.49428	7.60066	7.61197	-122.86705	0.00000	65.34621	6.16480	11.37470	-0.95482	8.61850	1063.97152	9.13727	84.94296
6.18006	8.57807	9.08546	48.13596	0.90061	35.82756	8.31736	9.87862	137.95378	1.00000	46.98669	8.04042	4.62104	3.16352	7.58036	1188.84308	10.96878	81.57461
7.92117	7.18439	7.30860	57.69432	1.90602	28.92694	8.72960	10.49092	78.23456	1.00000	61.34365	7.13584	7.97327	20.48011	3.78641	1113.89341	9.09083	62.59702
6.62722	8.89966	6.80730	39.41705	0.91682	55.1904	7.75282	7.38023	30.2049	1.00000	24.80575	8.10786	9.80714	13.04987	7.84778	1075.22517	6.97692	44.76366
9.04767	8.67389	6.05449	46.87587	4.79261	41.15376	7.91739	6.93012	-87.88754	1.00000	17.01879	8.88701	8.87352	11.43689	5.65503	1178.68889	6.75468	52.58194
10.15889	9.73231	7.90941	44.98408	12.87946	41.84364	6.74798	8.29941	-87.71255	1.00000	62.32876	9.26111	6.60217	9.89746	5.03491	1184.73963	7.81512	41.38824
7.60577	8.90059	9.53285	70.86773	1.62181	46.7055	8.41364	7.08779	38.2739	0.00000	39.86823	8.86552	7.38349	2.02277	7.87885	1063.32167	8.30786	54.81050
6.21912	8.58874	10.20551	38.82542	0.54370	20.74122	8.72709	6.20388	-100.44843	0.00000	76.33017	8.88275	9.24970	5.28524	6.58062	1196.24107	8.42329	40.92752
8.25490	8.35174	8.95755	63.41206	2.73831	31.82539	8.21975	9.74835	72.54064	0.00000	51.47785	7.92699	9.27061	8.10898	8.54516	1089.23911	9.17298	41.53958
7.15874	7.86449	7.44074	37.00198	1.66897	12.25282	8.13826	9.55747	79.41727	1.00000	73.70362	9.49228	6.66320	18.45270	7.72480	1126.54392	9.82323	39.57580
7.45034	9.03576	10.73565	51.89565	1.63838	56.56317	9.61327	8.18278	-2.58736	1.00000	65.74037	6.66901	9.21561	12.09070	11.81939	1159.54358	6.95144	38.67312
5.90702	6.54012	7.58053	56.28907	0.53111	53.6052	6.26555	8.03474	10.03988	1.00000	61.33437	8.24618	10.10476	16.34342	8.24191	1153.88310	9.19696	37.61382
7.79642	8.25170	7.23022	51.13676	1.63095	-15.675	7.75386	6.70840	-38.94722	1.00000	5.67669	7.19647	9.85858	12.72720	7.43860	1113.25452	6.77486	56.83759
7.98008	7.25546	7.86480	53.43183	2.51166	48.35149	8.09350	6.53593	8.96317	0.00000	44.17426	8.51492	11.07787	20.42400	5.27812	1163.25797	8.98682	46.45407
7.66440	6.43175	7.08329	43.79876	1.73914	40.94065	9.05416	6.26729	-73.99681	1.00000	49.81063	8.72388	9.44393	10.30747	7.29479	1125.74415	6.47598	46.35960
7.87746	9.31909	10.46365	65.14519	1.33174	53.7446	7.81469	8.02632	-0.33525	0.00000	54.77033	8.38840	8.31077	15.13798	7.98233	1053.73315	9.02605	27.29766
8.61963	8.34105	7.88939	87.69524	2.94285	13.51825	8.77245	9.97716	99.95469	1.00000	46.52951	9.10981	7.57954	3.80733	5.39363	1109.91156	9.70661	58.97613
8.02287	6.90404	6.73563	74.38217	2.33475	42.50729	6.99354	8.91537	1.53414	1.00000	61.63720	9.70833	6.89738	14.91431	5.88545	1094.15542	7.90212	62.29640
5.46536	7.92597	9.86091	60.75578	0.49361	40.64621	7.54415	6.63709	-73.97069	0.00000	45.03371	7.17609	8.40976	17.89272	6.86020	1121.51141	9.95448	38.50808
7.60113	8.45699	10.12956	39.02184	1.66350	31.82539	7.86143	9.41092	72.54064	1.00000	67.93526	6.88364	8.03870	19.53941	8.42492	1173.64697	7.42848	65.52746
4.51952	6.97400	6.34128	47.50063	0.79285	40.68066	7.34571	12.80323	-73.47429	1.00000	58.30635	8.04169	8.59316	23.20305	6.65210	1165.54775	11.29682	44.10388
5.91668	9.37551	9.91228	50.84461	0.88974	39.09112	6.20484	6.72428	-94.41551	0.00000	41.20539	8.42603	9.12134	10.06574	7.20886	1194.24007	9.72691	58.47689
5.35254	7.71054	5.72932	53.94265	0.96775	14.64056	9.22917	10.02677	104.64992	1.00000	66.79679	9.65173	7.37633	27.98388	8.23421	1176.47749	9.68259	42.96036
6.52593	9.00025	6.24261	58.38020	0.84932	50.9803	9.12155	11.45513	11.32903	1.00000	20.66792	8.30008	8.51281	16.73824	4.79432	1076.80060	9.75064	66.21938
8.77024	7.31680	7.96728	64.03711	3.96353	1.6	8.08161	9.11703	103.81667	1.00000	51.60670	9.04660	6.42872	4.15514	5.22104	1148.81436	8.57032	48.58690
4.79736	8.72413	5.50204	43.49335	0.10551	50.82709	8.91057	10.02153	6.9747	1.00000	46.17201	8.89172	6.99152	28.75275	7.42235	1085.85549	10.04533	45.66989
6.16429	6.78199	7.05891	58.16781	0.75591	15.5439	9.30342	9.23656	73.7553	1.00000	49.02718	9.53925	6.24203	14.33510	7.21928	1090.21290	9.65247	69.10018
10.84762	8.99706	8.40553	40.06978	24.51316	33.3213	10.46184	4.61588	130.94098	1.00000	15.65521	6.88132	3.71721	17.88188	6.78951	1154.46186	7.07467	64.98962
6.42508	9.19208	6.98526	75.10876	0.81190	35.06544	8.45238	11.37056	1.04945	1.00000	59.71746	8.20913	8.49511	3.20458	6.13058	1088.87044	10.24034	35.26355
7.44129	6.78551	7.68651	25.80780	1.51297	22.37066	8.23203	7.17839	114.10479	1.00000	55.21392	8.51312	8.39920	23.36802	7.99935	1148.77782	6.55586	66.65650
8.32294	8.28658	7.88886	43.20937	2.55264	39.33427	6.63523	5.29763	-76.43941	1.00000	53.46572	7.18585	12.70479	-4.66493	6.87593	1182.40631	8.51127	47.39720
6.12462	9.82025	11.91337	59.00905	0.55721	52.4089	8.91382	8.03440	31.3237	0.00000	42.06557	7.73533	9.41197	17.27324	10.70483	1148.21526	10.05453	74.44269
6.11233	6.48332	7.84839	46.38098	0.97192	-22.9	9.82042	6.47290	44.53333	1.00000	52.40676	8.69591	10.66458	5.24462	7.84878	1096.21071	7.01260	38.98657
6.89714	9.52031	7.07537	44.68156	1.22507	6.84019	8.44608	7.09446	79.87116	0.00000	56.94510	7.99936	9.73563	5.35835	4.65883	1091.56909	9.63010	51.59898
5.03001	7.96505	3.17522	52.86652	0.57347	30.21121	9.25969	5.20803	74.4818	1.00000	57.81119	8.91273	9.79832	24.46998	5.43178	1154.35176	5.16582	39.08223
9.49511	7.03308	11.74115	53.32337	6.80528	28.92694	9.25088	4.82136	78.23456	0.00000	73.13476	8.58353	4.23391	19.20347	10.77028	1110.16920	12.45724	61.69998
8.30770	6.55270	8.53231	47.80069	2.63513	14.64056	8.65383	7.30038	104.64992	1.00000	41.00809	6.98750	10.63060	26.03375	6.39102	1199.53977	7.68956	55.33618
6.09926	8.32146	9.00744	45.96011	0.63692	23.04419	6.41131	6.42527	-82.00919	0.00000	58.46787	9.00039	10.38926	10.78878	6.37634	1166.93260	9.15404	66.91505
6.67414	7.58189	10.05928	58.31843	0.74100	20.74122	8.72625	8.56785	-100.44843	0.00000	53.55482	7.81907	10.45262	13.42310	9.44053	1105.68926	10.15726	44.31095
8.46604	8.74038	7.59526	54.62306	2.71629	41.15612	7.43821	10.14012	1.10687	1.00000	46.08838	7.96559	7.64610	10.96536	5.52454	1171.03035	9.09857	42.97615
8.55691	7.47850	5.57744	29.89714	3.23623	41.82143	8.31542	6.23213	41.77921	1.00000	50.75431	9.99609	8.65161	19.84553	5.92733	1156.88484	6.76612	85.96288
4.64440	8.42558	5.63181	59.11027	0.57169	34.65918	8.21492	12.34920	109.22921	1.00000	60.07214	9.19694	8.60056	10.45692	6.19833	1180.82886	10.41924	75.37030
7.18640	7.40302	7.92580	73.73312	0.88937	6.8485	6.30966	7.38354	3.64633		61.86450	9.92895	9.14854	22.00766	5.51181	1193.39513	9.31129	53.35946
6.50455	7.70997	6.10466	39.06722	0.93845	56.9083	8.46335	5.82319	60.8019	1.00000	45.46359	8.38592	10.61594	-0.79972	5.16533	1182.19257	7.36283	54.16115
9.40565	8.61861	7.82424	32.76768	6.51704	42.55308	7.16195	9.10819	-87.93341	1.00000	71.73745	7.72666	7.97203	8.87770	5.38658	1084.22324	7.31799	37.56186
6.80144	8.16316	8.32227	59.02082	1.09477	18.42745	8.04799	6.29701	-67.15407	0.00000	33.01062	8.04799	10.63594	33.02389	5.88875	1143.94258	9.56533	62.12258
8.54765	11.24905	8.86710	59.01771	3.09939	68.79833	9.06761	7.72859	16.54165	1.00000	74.21656	7.36810	4.98853	9.10085	6.69733	1124.86798	8.99032	70.26930
5.98445	7.88017	6.17044	28.41891	0.67499	-26.93366	8.22782	10.77543	29.24152	1.00000	36.04114	8.40528	7.89950	9.03604	6.43155	1088.38396	9.73089	52.05588
9.67213	8.42340	7.05746	30.40596	8.02076	50.5107	9.48417	9.20119	18.30056	1.00000	82.85955	8.65467	8.87836	22.12410	4.72371	1062.96010	8.35957	74.10548
7.49581	6.16334	7.91130	67.27481	0.90660	55.85	7.69067	7.63977	37.56667	1.00000	26.46586	7.65462	9.83620	17.67189	6.03064	1156.13749	7.59836	63.42272
6.53467	8.24765	8.40894	65.10070	0.80405	41.29444	7.23087	7.31290	69.67639	0.00000	54.86480	9.01602	8.03530	17.28618	5.59584	1101.45861	10.75548	63.17266
4.06599	8.63336	5.33810	35.88983	0.36374	41.29444	8.30016	11.24122	69.67639	1.00000	23.91632	9.15687	7.76721	4.88277	8.31717	1082.39278	10.08769	64.18399
