CO	PRES	warning	NOx	Pb	CH4	PM2.5	C2H3NO5	NH3	TEMP	H2CO	SO2	longitude	PAHs	latitude	PM10	O3	CFCs
6.68278	1151.58694	0.00000	4.11923	54.13560	6.17195	8.64373	2.19076	8.52594	27.38061	51.26237	5.24428	0.57856	4.73888	40.70995	5.31827	9.01522	73.31462
8.16074	1148.21815	1.00000	2.87181	53.33555	7.62105	4.44900	7.72137	6.06729	5.24628	39.24931	4.97221	65.93249	11.56539	36.21544	8.67346	8.07119	60.13808
5.09528	1069.62741	0.00000	6.21971	43.40452	6.86177	4.63919	1.86354	6.73689	26.28630	41.52270	7.17981	69.67639	7.59527	41.29444	4.42490	5.95993	62.39837
8.83419	1059.82765	0.00000	6.98132	30.67488	8.80913	7.79499	1.75400	8.04632	7.08074	48.60272	6.58862	107.60389	5.66111	-7.01833	3.46541	9.86700	69.10512
6.56998	1171.56585	0.00000	3.40874	73.17106	6.45694	8.79944	1.20468	4.33785	34.09586	57.00645	6.05258	117.27583	4.22703	35.64889	5.81219	6.18509	76.79161
5.18246	1199.96623	1.00000	3.83104	36.25503	7.97559	7.92292	2.91270	7.90408	14.50125	41.11325	5.09977	-73.9614	4.05113	10.15031	6.77437	5.40730	75.92474
7.06216	1191.19873	1.00000	5.64462	68.74362	7.35074	5.52355	3.40588	4.94703	23.12532	50.81812	6.04587	-69.96533	10.02505	43.91452	7.49975	7.63256	45.37414
6.27402	1116.95266	0.00000	8.77596	32.36020	6.39847	5.35109	2.55330	6.42930	19.31117	63.91800	5.79554	117.27583	6.96709	35.64889	5.83101	5.21988	60.14668
6.60478	1181.85499	0.00000	6.09029	45.57590	6.43735	8.42831	1.95837	5.64907	30.17570	61.16459	5.76521	-89.66123	5.05323	21.28306	5.22698	8.53062	50.90009
5.20193	1129.22047	1.00000	8.53895	44.68226	7.96267	8.34370	5.34773	5.51276	22.49248	56.73308	8.74733	109.3243	6.15352	-7.0981	8.05950	6.98998	61.29080
6.65825	1191.41965	1.00000	7.85565	40.37922	7.30227	7.49313	20.90099	7.05930	23.13481	56.57918	8.90890	7.11393	5.59040	51.08468	9.99087	8.46047	67.13041
6.01478	1088.48186	1.00000	9.17349	57.04838	7.18008	6.61460	1.78058	7.14113	25.06183	41.13599	5.06892	76.32756	6.74588	9.57046	5.15822	4.31777	59.18747
6.81873	1091.79032	0.00000	7.55330	56.69894	8.49415	3.70867	1.87429	6.10613	24.17635	34.32074	4.17116	9.15214	6.91666	49.97704	5.94486	5.71835	54.86516
6.32915	1177.17621	1.00000	4.08708	39.58002	7.65758	3.81767	3.57481	7.15944	14.26077	48.17714	4.18530	12.53463	11.79206	55.67938	6.92215	8.29948	70.49070
5.91334	1122.49655	1.00000	7.45635	44.32795	8.64348	10.90892	1.26940	7.61886	13.36638	62.75729	9.56817	117.65694	5.11084	36.19278	4.76653	10.94158	58.83628
5.44966	1075.98441	1.00000	6.16518	44.47922	7.56801	7.70529	1.68431	7.23598	11.76188	26.83220	6.23311	-13.68778	6.13554	9.535	3.62064	8.71361	46.69333
6.56103	1164.06537	0.00000	7.47422	44.35788	7.26550	6.92519	2.37436	7.17509	3.98733	64.78937	5.47575	-52.35558	10.19675	-14.66463	4.07533	7.47501	71.34426
6.51120	1117.92281	1.00000	6.71020	25.68118	7.16908	6.95030	13.15702	7.21039	19.56561	64.92034	8.30283	37.49338	7.06766	55.62047	9.46649	8.45254	60.40051
6.83229	1154.55374	0.00000	4.72011	40.95866	6.05560	9.05481	1.12425	9.16789	11.12108	41.80665	4.73680	4.69889	4.79200	50.56149	4.04651	8.05417	71.66972
6.37199	1054.58021	0.00000	3.67018	55.10006	7.59923	8.27824	3.53530	5.81799	26.00343	63.15423	5.04621	36.73307	4.38303	55.38752	7.62507	7.02323	74.32797
8.24628	1088.65765	0.00000	7.41834	55.95443	9.68374	7.46471	1.46273	6.99885	32.54864	22.53014	3.93096	3.47717	9.84324	36.76639	3.30954	7.39624	65.63204
8.24678	1059.10353	1.00000	7.39678	36.03623	8.90793	8.24567	1.74160	6.38524	30.94413	60.71345	7.42214	-48.67028	6.44447	-28.24	3.60709	9.76068	45.06723
6.99035	1160.31280	0.00000	6.34791	48.60620	7.40194	4.81936	1.91021	5.84627	23.86582	32.53974	2.49831	-86.78777	8.04316	33.44872	4.56822	6.72382	63.59296
8.54576	1199.57618	1.00000	8.78137	43.93726	7.17407	9.75158	1.49873	6.63350	22.81836	52.67583	9.31133	-91.11667	3.01471	14.93333	6.20370	7.12553	72.36391
7.70871	1165.20660	1.00000	4.29867	57.38664	7.28274	5.71258	5.59867	6.57332	2.96640	41.43769	6.16626	47.1192	9.43341	42.819	8.12121	7.88780	60.58399
7.73867	1154.58703	1.00000	5.46901	48.26130	6.99695	4.21851	1.60657	5.29561	22.07057	50.92287	4.33243	51.3452	7.31885	53.37596	4.99399	6.88497	72.48876
7.88411	1137.71956	0.00000	7.34454	64.84835	6.73759	5.64856	1.29170	5.84810	23.65869	40.79809	4.36471	34.3869	7.98028	11.8659	4.63622	3.58734	81.44748
7.21477	1071.59786	1.00000	9.10148	58.33389	8.42467	7.94417	8.20965	8.52516	26.00763	49.90702	8.22489	110.71639	7.12480	-7.54972	8.93601	9.23531	72.76884
7.32373	1176.92137	0.00000	6.40772	27.52599	9.32600	7.55510	1.88439	7.95884	11.36798	38.76642	5.87299	68.88871	6.42724	25.95533	5.63916	8.38730	67.84229
5.41922	1177.60690	1.00000	4.76706	40.90021	9.06953	5.83062	3.81805	6.77348	25.85888	51.88876	5.88424	24.95034	11.35625	60.18427	7.78539	8.44404	52.85824
6.19543	1149.90682	1.00000	7.49521	23.84013	6.76419	8.92562	4.92264	4.14111	13.70085	42.12703	9.28761	73.08333	6.72572	19.21667	8.01906	11.00065	73.32485
6.94252	1134.38165	1.00000	10.74732	42.82947	7.76555	9.93810	2.00251	6.98631	16.99678	49.30891	8.24317	101.44167	4.12507	0.51667	6.12092	7.25544	56.13501
7.70105	1166.28330	0.00000	6.01470	48.17613	6.55004	3.40277	1.88115	5.97112	8.90847	58.67986	4.30554	117.59152	7.52419	3.31332	5.33737	6.52899	54.03266
6.02102	1155.00042	1.00000	7.36195	42.61708	8.05989	5.55632	1.64720	5.77672	13.53282	26.88755	6.25879	42.85693	8.03286	39.22493	4.80816	7.93129	48.72823
6.33314	1089.15208	0.00000	7.84035	47.66344	6.88850	4.37127	2.64285	6.18349	-10.94557	27.87589	9.50821	-77.70066	8.42158	43.16547	6.33117	4.66959	58.66883
7.32625	1090.55322	0.00000	7.15107	51.54629	7.35810	4.18703	1.81811	5.70818	3.95664	50.17615	3.76408	-35.03333	6.47362	-8.28333	5.37993	4.42538	59.49456
5.19022	1066.15157	1.00000	4.03028	43.42410	7.46957	3.32448		6.79707	19.84184	21.76644	4.18113	9.22796	9.56516	48.46458	8.03299	6.25345	58.17524
7.59911	1110.75897	1.00000	10.21241	53.19126	8.41684	9.62811	3.48933	6.00502	20.52025	55.19432	9.69275	10.30215	4.85265	53.94313	7.49149	8.06719	71.58981
	1097.04743	1.00000	5.04301	2.36826	5.97238	5.06379	2.45882	6.85610	27.42420	45.01430	4.70801	14.39024	6.12703	42.22718	3.94181	7.06768	48.51312
6.74746	1058.06911	1.00000	7.35622	47.21710	8.40463	7.03622	10.10800	6.15466	-12.51738	50.49763	7.67185	117.65694	6.65932	36.19278	9.06790	7.99041	80.25482
10.01187	1166.58972	1.00000	9.80848	48.02924	6.29205	9.08773	2.31792	8.49898	-1.36958	63.30681	8.43662	106.92667	4.38273	-6.91806	7.09224	7.78401	56.41999
8.11012	1120.02114	1.00000	7.76766	47.27160	7.61969	8.93515	3.39922	7.99565	15.61049	40.30597	8.33751	-103.5687	6.45764	20.22816	7.59436	9.89932	62.61899
7.65768	1108.26085	0.00000	9.62831	61.74884	5.59266	4.25648	4.13151	8.30384	15.66538	16.76817	7.44426	1.6	8.27324	43.11667	7.91571	8.02250	73.98380
5.12087	1117.61195	0.00000	7.10115	15.88875	7.99972	5.24575	2.08266	5.92787	9.10013	35.40798	4.37902	112.19028	8.72031	30.35028	4.73967	6.55337	52.69694
8.37917	1082.34822	0.00000	5.25495	43.10373	7.61329	8.32027	2.56639	6.03520	22.99911	45.97401	6.48268	37.3825	5.52275	37.05944	5.21808	9.85151	60.72103
8.73934	1093.78454	0.00000	8.72917	57.39114	3.64364	5.18013	2.98952	6.61818	15.81774	53.08114	7.00786	-1.08593	7.87528	50.79205	6.37850	5.17335	65.70632
5.81315	1057.26711	1.00000	6.56543	52.33706	7.93773	8.77457	2.51558	5.41457	14.87360	48.14592	8.19018	101.96857	6.29700	4.88441	6.69967	9.02372	84.08008
6.71975	1085.97880	1.00000	10.77874	47.28540	7.41939	7.76754	17.63859	6.45002	22.46509	24.39471	9.66767	9.85	6.19462	53.63333	9.76898	7.68360	55.31716
7.91460	1084.01396	1.00000	7.91265	35.74681	7.92963	8.97887	2.35562	8.27270	6.08041	61.96243	7.47129	-52.20639	5.18287	-3.20333	6.47007	8.43872	63.19757
4.58316	1197.84906	1.00000	5.63078	43.84835	4.55335	4.19964	2.09688	6.97151	17.45587	36.06205	4.47448	109.3243	9.39270	-7.0981	5.15864	8.23602	41.97732
7.73396	1126.42501	1.00000	5.68587	52.58903	6.29293	4.99863	1.69893	6.83996	30.92842	54.12741	5.27072	43.2379	8.06735	50.06	4.16136	9.51496	71.64111
7.47143	1198.63396	1.00000	3.71510	73.39627	6.48822	2.39879	2.88145	6.71816	2.12593	47.53784	3.17442	-2.16	8.33779	34.31	6.04533	6.89794	67.47112
6.95189	1055.28107	1.00000	9.71885	65.36855	6.94567	7.67245	4.82084	7.87130	24.39238	55.90531	6.95123	-86.11084	6.45001	41.75338	8.11001	7.22823	66.90498
8.70629	1102.87372	1.00000	10.84898	14.53519	8.53616	9.32097	3.90046	5.95087	-0.62063	23.55661	8.14833	78.14797	3.42582	15.45144	7.50255	7.35898	63.19893
7.11656	1181.18994	1.00000	8.47903	44.55690	6.32077	8.42849	3.47677	7.54306	8.22921	58.49690	6.59346	-83.55521	4.45708	41.66394	7.42225	8.08135	64.39667
6.89737	1163.29534	0.00000	7.18415	45.15319	6.86591	8.79539	1.77418	8.09128	3.25034	52.71123	5.45618	28.28489	6.76527	48.15659	1.67472	5.72663	69.13969
7.03643	1125.98677	1.00000	3.98393	38.48432	7.59595	4.29503	1.55352	5.29393	26.42529	41.16950	4.19826	-2.68758	9.03699	53.69786	5.40841	9.73818	61.82291
6.56086	1158.00400	1.00000	9.32071	64.01245	6.62441	7.58960	8.53376	7.47300	24.34267	60.40620	8.39993	-76.70944	5.76070	-11.94306	8.86280	7.24022	63.36577
7.32423	1163.09464	1.00000	7.10453	39.60490	5.12252	7.08406	7.61287	6.24536	18.33332	49.58720	6.56306	-103.42897	6.24105	20.28527	8.64875	7.97660	62.12021
7.77254	1138.02850	1.00000	4.70166	75.08134	8.04080	3.41773	1.98257	7.25485	20.71610	56.85541	4.02335	13.57661	8.67447	37.31065	6.05695	7.89019	61.79355
10.00466	1114.39422	0.00000	4.76863	48.09038	7.94073	7.41191	19.69282	7.23991	27.16216	50.21987	7.44350	77.0202	6.35131	43.41949	9.88547	7.84503	69.97549
5.74036	1162.76289	0.00000	8.43688	47.79517	6.04493	7.69793	1.83962	7.28178	0.11139	55.56716	5.48560	-74.38987	10.02326	40.65538	4.26999	6.41058	67.80575
5.14954	1168.52844	0.00000	6.52260	48.53004	5.00004	4.39979	2.41359	5.75584	12.85631	41.94710	3.60508	85.83636	8.28791	25.66795	5.25397	7.23836	60.25615
6.00064	1061.36576	0.00000	7.48889	41.47264	6.56391	3.78600	2.53296	5.31735	19.54653	55.42630	2.00139	4.69889	6.32881	50.56149	6.38749	3.76976	67.46671
7.82423	1188.64373	1.00000	10.22095	57.56954	6.70982	9.31131	1.50912	4.06364	-2.72717	47.11248	8.11237	41.77921	3.89121	41.82143	6.41626	7.86983	65.32947
7.45701	1129.90592	0.00000	6.20279	39.07766	6.86921	5.06282	2.81020	8.03737	9.55327	38.31223	5.03802	4.18333	7.05845	7.6	4.18705	4.72128	65.04401
3.42117	1057.70045	1.00000	7.93273	67.29478	7.14959	6.35629	10.75455	7.62560	18.99430	58.11610	6.50381	-73.89875	7.60883	40.93121	9.21742	6.29619	64.94989
4.78331	1140.67419	1.00000	6.18946	42.61005	7.43020	5.64773	1.34404	7.30317	26.68733	32.07175	5.31497	-99.73314	5.40882	32.44874	3.77302	7.99498	54.79257
6.47187	1188.47106	1.00000	7.86977	52.16098	6.20474	8.59433	3.35384	6.51381	19.64754	44.16622	8.79900	-74.38987	6.77631	40.65538	7.48326	8.23906	67.00139
7.92185	1140.84162	0.00000	5.96873	36.49494	7.23803	6.46419	3.18176	4.71691	18.91574	30.51568	5.24824	-71.10077	5.80145	18.20854	7.07460	8.29599	74.05944
6.85282	1162.95301	0.00000	8.81471	45.06673	6.79844	6.80101	2.88396	6.27416	17.93363	72.93612	7.87509	13.57661	9.83252	37.31065	5.56276	4.57025	62.35463
6.45686	1112.65327	0.00000	6.91839	42.85233	5.65399	3.74872	1.86580	6.43754	14.95613	49.26087	6.63414	55.4504	7.70151	-20.88231	5.79486	7.77768	68.13111
6.39121	1190.37272	1.00000	3.41396	70.82468	6.05276	2.82224	3.00905	6.59080	11.82203	50.03824	3.74558	-47.53028	10.19563	-22.45667	7.06320	8.07332	54.70797
6.10360	1198.40605	1.00000	4.68691	30.06795	6.27940	8.13962	4.30560	7.12357	18.69213	52.58019	10.23411	117.65694	3.00204	36.19278	7.75959	8.54852	70.00458
6.45486	1088.39094	1.00000	7.39873	93.48661	8.08350	6.66947	4.06751	7.58485	13.37344	41.03191	4.75602	107.60627	5.98120	51.82721	8.13044	6.06246	80.62597
5.61395	1148.57176	1.00000	5.84182	36.92535	8.80789	4.68351	1.05580	5.44296	32.09252	3.58912	4.65663	51.3452	7.29201	53.37596	5.34453	6.99616	55.49619
6.47338	1115.97206	0.00000	3.91475	47.64691	8.02885	8.77425	1.62914	7.92412	7.42120	51.85995	4.29312	5.03586	4.68629	43.83125	4.87855	8.36020	68.06308
6.63934	1124.47528	1.00000	8.51897	36.16864	6.29644	7.73174	9.28230	6.26810	9.55143	59.29857	7.39544	-52.35558	6.73544	-14.66463	8.96796	9.17429	71.91948
6.05500	1128.10506	0.00000	2.82659	61.58686	7.63532	8.75294	2.99832	5.29014	13.56058	50.49614	6.95640	30.91105	4.53508	3.02013	7.17100	11.02209	59.49125
7.88136	1165.48305	1.00000	7.77043	36.32141	6.67802	9.27214	3.17462	8.99357	21.64864	55.83929	8.70426	-87.70172	6.23141	41.72059	6.92844	9.80333	57.36301
7.70041	1133.72625	0.00000	11.32017	51.74431	8.22670	9.85083	1.77696	6.68644	9.51367	56.95776	7.47089	39.28333	9.75346	-10.33333	4.96386	5.74987	66.79276
5.48128	1186.52361	0.00000	6.32954	32.41257	6.65868	8.51452	1.82988	9.14264	-4.65617	52.22751	6.74473	49.62251	6.72263	27.0174	5.32454	9.90598	60.32099
7.17295	1115.93784	1.00000	6.40823	64.58001	6.32548	4.91668	1.67932	6.36951	12.69298	38.92758	5.21293	-122.24064	7.36033	47.80527	4.76837	7.30896	58.30607
8.40221	1083.39945	0.00000	5.08824	13.44743	7.47419	8.34421	1.62536	6.75921	-1.35232	34.28968	5.24869	70.96699	4.33319	30.46907	4.82244	10.54175	60.74832
6.76058	1102.13465	1.00000	9.11746	54.74248	7.13887	8.93167	5.51431	6.62670	19.45167	29.35048	10.90962	84.63445	5.11946	24.81757	8.25479	8.12556	69.30700
7.65589	1160.77452	1.00000	6.96753	44.14334	8.72845	8.07103	10.11365	5.11099	19.65114	45.35928	9.07453	15.00835	5.77969	51.14942	9.08595	10.47304	57.57890
7.11013	1113.21573	1.00000	5.20137	31.96414	7.43340	4.57428	2.44271	8.07559	-4.13598	53.61578	4.63542	81.54855	8.11118	26.2649	4.97598	7.55701	49.25013
7.23816	1052.49581	0.00000	2.90750	32.38752	6.69946	8.27557	2.75215	6.23047	12.69150	64.28083	5.08925	-76.99081	3.86829	38.96372	6.63393	11.01188	72.02235
6.76577	1185.83485	1.00000	7.04347	51.19881	6.50682	7.54371	9.03457	6.50656	7.97559	39.13692	9.05151	-118.10583	4.83231	34.09611	9.02126	9.12157	68.75917
4.69611	1120.07696	1.00000	8.11840	44.74143	6.44989	7.99412	8.62607	5.95677	27.52347	43.14145	7.94425	125.51176	4.24540	42.64031	8.87315	7.91945	66.79819
6.69053	1145.29178	0.00000	8.61136	70.01882	6.76471	6.32458	2.18071	4.08408	4.47093	21.15632	9.21918	-89.10944	7.62211	13.70167	5.04250	3.59208	72.87283
7.53626	1109.48914	1.00000	4.45842	54.35394	5.57859	5.61565	2.44615	6.90287	1.02670	52.00855	4.78969	-122.2054	7.10161	47.76232	4.34188	7.97835	59.94462
6.72924	1144.26071	1.00000	7.05793	51.27764	7.69387	5.41924	1.35608	6.59950	26.89662	58.29625	5.75710	85.4265	8.87049	55.8736	4.54782	9.38278	51.02633
7.24033	1185.66866	1.00000	9.99408	41.01896	7.45788	8.07164	9.19719	7.68550	24.84799	57.75367	7.80261	-95.30106	3.37355	32.35126	8.98358	7.06486	69.25031
6.16834	1170.61943	0.00000	4.65497	31.91934	6.17446	6.13619	1.08208	5.01336	3.82950	37.64697	5.75654	25.34244	7.99852	50.75932	5.37425	8.92103	60.52872
6.05937	1105.44224	1.00000	4.37151	36.59965	6.04921	5.63034	3.37627	6.24116	8.09392	57.94956	5.46441	120.89694	10.52750	14.95472	7.09177	8.79030	78.36544
6.84172	1124.96569	1.00000	6.03069	69.52048	6.48580	6.95278	8.27478	6.78202	34.15054	41.49680	5.48897	15.28318	7.44010	-4.26613	8.85291	4.48327	72.32701
7.25822	1157.37398	1.00000	3.75368	21.52626	4.47739	3.22226	5.95389	6.07810	34.69991	35.64393	4.30768	137.23333	10.39003	35.8	8.44880	5.16530	56.52354
7.25327	1133.17501	0.00000	9.24009	50.09159	8.81886	7.03482	1.61869	7.16482	22.84119	42.72043	6.44934	101.44167	9.14736	0.51667	5.52831	6.50388	60.89943
7.56654	1138.90896	1.00000	5.15257	43.65691	6.51991	3.05677	1.95167	6.73497	13.38289	67.12734	3.63797	-104.83192	8.76761	39.72943	5.08673	7.43556	65.85641
7.14541	1095.17448	1.00000	8.37989	58.47462	7.15864	6.71868	14.58339	5.29682	26.27392	69.49320	8.23268	47.31667	5.67817	-19.65	9.58371	6.24337	70.18381
7.85865	1132.69347	1.00000	7.40590	61.66736	6.89403	6.78597	2.11253	6.01968	13.69677	53.85529	6.48762	-74.15987	7.34660	40.82232	5.10950	6.57427	87.35028
6.58702	1133.84671	0.00000	5.27513	72.74844	6.65791	9.19390	1.33389	8.05789	9.26501	43.48469	5.42035	7.02238	4.05634	52.21099	4.46254	7.80538	66.72140
9.42474	1172.79524	1.00000	4.73523	54.77736	7.22487	4.39244	1.60762	8.22478	-0.91298	24.75482	4.46538	12.87117	8.21636	50.23271	3.76171	10.09323	60.88531
5.19828	1117.02239	1.00000	3.99973	54.44663	6.56707	5.33064	2.62513	6.30836	30.08806	64.01492	5.43334	-6.90656	11.19196	33.92866	7.28778	8.29681	62.53176
5.33915	1076.18401	1.00000	3.53099	50.34207	6.27363	3.73668	1.60191	7.06019	17.97014	38.56481	3.35431	81.54855	6.81068	26.2649	2.55681	9.34180	73.11355
6.94477	1120.94941	1.00000	10.68357	44.55716	7.52922	8.54062	5.07845	6.77395	3.44940	35.79112	8.73417	-72.09391	5.07660	18.65297	8.40385	7.80467	68.01932
7.10692	1089.88828	1.00000	9.63885	32.41441	6.56433	9.12992	3.03710	6.52752	26.75967	35.55101	9.15826	12.38878	6.88047	43.1122	7.06447	8.44035	70.31755
6.71478	1182.31949	1.00000	7.97590	32.84594	7.28282	7.38073	1.35245	6.66801	8.26089	49.52396	7.11687	4.85668	5.44238	36.27462	4.15484	9.75757	61.69461
5.67638	1068.95576	1.00000	8.05167	67.81709	7.39736	8.74623	3.87806	8.14376	28.40735	48.52398	9.04670	-5.55835	5.07637	42.64685	7.61117	9.74246	63.11564
8.19631	1066.07983	1.00000	11.33036	63.77898	7.35052	10.37436	1.50533	6.66020	6.76071	47.62932	7.23830	124.84472	3.03269	10.13361	5.83745	7.16198	60.10622
5.87212	1139.82694	0.00000	8.65953	57.49904	6.63044	5.72033	1.94194	7.15560	35.99429	51.44394	5.40783	1.53414	8.13425	42.50729	5.75345	5.32888	59.66076
6.97895	1197.51710	1.00000	9.09649	43.74076	7.82881	7.79802	3.22072	6.97283	14.84568	61.48008	8.56538	3.64633	8.29919	6.8485	7.42940	7.18194	57.95042
7.96390	1089.49940	1.00000	6.44983	46.32950	7.25030	6.34192	16.78455	8.53317	5.26668	35.25433	7.51261	81.54855	5.50640	26.2649	9.65932	6.42407	67.61766
7.93300	1052.69727	0.00000	10.85505	48.34750	7.15382	6.81946	2.27247	7.44368	17.97487	62.21282	5.46525	11.34046	8.71746	50.72043	6.58927	5.91552	52.32605
6.09985	1191.70762	0.00000	8.91720	32.68548	6.74866	5.51487	2.20559	6.39410	27.35998	30.98651	5.79957	2.61667	8.54230	48.98333	6.51305	7.17600	74.14478
5.13392	1141.83341	1.00000	5.72963	32.99308	7.99496	4.93786	2.79559	7.11611	26.34122	43.41809	5.30143	-74.07764	9.27012	40.72816	6.28724	6.18718	63.54555
5.82860	1122.74034	0.00000	6.77286	16.50349	7.28803	7.37863	3.31510	5.29496	12.22319	46.53723	5.85743	112.9	5.55430	27.85	6.56174	6.34553	67.49135
5.78448	1143.42498	1.00000	7.84340	55.44263	7.02718	8.02964	12.42159	7.02848	30.87396	51.62859	10.61234	5.51978	4.14762	51.44889	9.31050	8.59305	58.87874
9.84939	1053.90210	1.00000	8.45335	16.96119	7.13820	9.50287	2.70761	6.80354	17.23787	58.96845		-86.77917	5.94245	36.02506	7.14976	9.27112	87.20763
6.47620	1095.09925	1.00000	9.57907	73.36961	6.91147	8.93002	3.92033	7.23931	17.88788	42.56705	8.54170	29.24152	5.11193	-26.93366	7.61443	7.84127	68.13719
6.95529	1151.98415	1.00000	7.41134	42.83760	6.54797	8.05212	5.53213	5.98321	26.71077	39.82886	8.30922	5.16108	5.46243	48.77275	8.37774	8.90718	60.92761
8.86753	1114.04245	1.00000	6.58010	49.87216	7.51068	6.63680	23.04410	6.35935	20.40422	59.54186	6.72125	4.74161	5.60221	7.62789	10.04572	7.89312	57.74870
6.80877	1060.69956	1.00000	6.42609	36.77227	6.62844	9.52489	2.96170	6.94693	40.56686	45.11983	10.10596	-89.64066	5.36257	40.56754	6.47550	10.18622	68.98165
5.79114	1174.85535	1.00000	7.65884	42.32546	5.94557	7.24554	13.75783	6.62487	25.21468	29.35189	7.04793	4.62744	6.67366	36.06386	9.49171	7.70818	59.21855
5.25432	1085.27140	1.00000	3.89827	27.86149	7.31162	7.76803	3.85083	6.54615	22.65813	65.44210	9.11879	-111.99633	6.24650	40.65995	7.96919	9.24735	62.12002
6.55202	1179.30045	0.00000	7.61770	24.71071	7.37620	5.10236	0.94230	6.07583	9.93839	48.30661	6.95696	-83.55521	9.59949	41.66394	5.83505	7.17302	59.66268
7.23260	1164.12874	1.00000	7.95798	47.76033	7.25213	9.38470	3.87778	6.60093	8.08640	40.55605	9.44597	33	5.45052	-2.68333	7.53456	10.41088	48.11616
6.46243	1053.78895	1.00000	8.06917	57.43950	6.23490	7.46003	33.69304	6.24950	5.16003	69.52234	10.62684	10.30215	4.30241	53.94313	10.44759	7.87191	68.12352
8.23179	1050.30846	1.00000	7.76810	51.92274	6.32636	8.66417	3.98644	8.93785	8.83860	29.39951	8.59501	115.8614	5.00572	-31.95224	7.61240	9.26978	54.10818
5.30214	1066.21486	1.00000	4.90028	45.49034	6.05307	5.87554	1.62627	8.43753	38.38482	42.44080	5.02771	37.49338	7.37419	55.62047	3.44363	10.87742	61.50667
7.45960	1077.82544	1.00000	8.58761	48.62764	7.55261	8.63392	3.19158	5.26606	38.47083	47.06751	8.43074	137.5	6.42000	34.9	7.75039	9.35940	66.16962
7.08361	1086.86830	1.00000	4.89577	50.85948	6.89389	7.22007	2.32351	6.02853	32.57390	34.62615	5.62600	114.68333	3.64648	23.73333	3.51062	9.10059	76.68640
6.48584	1124.06972	0.00000	11.03565	29.71423	7.08035	3.95256	8.91313	7.19386	12.72492	68.36172	7.72882	-1.5443	5.47111	50.75767	8.90649	6.03640	60.28535
6.26531	1070.44768	1.00000	4.92202	32.49228	6.90478	5.48980	1.86363	6.72970	3.76003	48.22405	5.58674	9.85	9.48381	53.63333	5.66331	7.39977	64.23245
6.62477	1072.81430	0.00000	5.66015	50.15345	6.06891	5.31134	1.81044	6.38220	18.70516	76.43557	3.55234	2.45012	7.72277	48.90982	3.32164	4.65541	77.79931
5.73350	1151.61328	1.00000	7.12071	38.11678	6.35152	8.61517	5.70498	7.54186	18.34306	51.67812	10.17275	12.19458	5.41406	10.61285	8.30247	10.97409	63.61458
5.50904	1062.61904	1.00000	9.20652	35.95299	5.93245	7.42997	7.67444	7.53880	24.18658	52.46518	7.80053	9.00472	5.88676	4.2475	8.80036	7.26319	58.16625
5.24556	1133.56059	1.00000	5.46687	51.24892	7.26154	5.30916	2.79945	8.15971	14.46251	20.07916	5.67469	2.29026	9.23457	48.77644	6.36201	7.68023	46.94355
7.10484	1188.57385	0.00000	8.47231	43.83399	5.45020	6.52856	1.49519	6.86244	14.03470	72.21572	5.76566	76.35484	10.02154	10.10649	5.02474	7.27120	64.08956
6.96439	1122.26822	1.00000	7.54514	45.95618	6.32899	10.17265	2.41150	5.74035	28.01640	38.58329	9.37023	125.51176	3.38663	42.64031	6.75714	10.07683	69.02611
7.82098	1157.27258	1.00000	9.28954	39.93987	7.29054	9.86952	1.57858	4.70945	14.25802	42.97214	8.38787	141.95	2.78699	39.46667	6.32684	8.28455	59.75686
7.61096	1112.32294	1.00000	6.75326	37.09653	8.57365	5.20756	1.92100	7.35997	31.54160	47.78203	5.68826	4.91667	8.75076	45.73333	5.42676	6.90377	60.95502
6.45239	1082.95520	0.00000	8.21475	47.61077	6.66249	5.19700	2.07730	5.23990	11.99201	39.24413	7.26624	99.89166	10.62477	15.46063	6.31333	9.62173	67.55638
7.15218	1056.39683	1.00000	6.60173	38.28591	6.17349	9.58592	2.25043	6.20406	19.53198	38.67610	9.60782	-48.29694	4.56925	-20.87306	5.63499	8.20771	62.85157
5.82634	1185.51896	0.00000	7.16175	53.87665	6.64308	5.83949	1.54570	6.70955	38.82342	43.70416	4.41770	78.55757	6.81268	17.34769	4.15466	4.19822	63.57126
6.48429	1107.86482	1.00000	6.26367	34.52449	8.57594	6.26184	2.10411	6.00402	21.52549	62.44828	6.11662	-1.5443	7.46293	50.75767	4.88194	8.00908	62.09727
6.34307	1112.78519	1.00000	4.31314	57.33075	6.60934	4.50711	1.97409	7.55922	26.81756	58.23579	4.78614	-86.78777	9.97876	33.44872	6.64152	6.99283	61.72526
7.46131	1077.33968	1.00000	7.31644	39.59059	5.96098	7.98629	1.13834	6.04136	5.76400	33.90301	7.24702	9.5586	3.64675	54.52156	4.38658	7.78224	84.43921
7.23445	1072.85894	0.00000	6.41869	29.42693	6.62655	7.49397	1.77348	7.38608	9.51425	46.70066	5.81217	109.3243	5.80168	-7.0981	6.27867	9.49491	67.53888
5.69122	1108.73188	0.00000	9.37149	12.52170	7.58743	8.11648	1.84719	6.19378	16.44845	45.40843	6.83967	1.53414	8.98932	42.50729	4.29960	8.29295	76.58567
5.62309	1141.63671	1.00000	9.35853	39.56831	7.23755	9.79138	3.23957	8.14318	-4.34410	54.06626	11.63052	137.23333	3.47559	35.8	7.35610	7.28560	53.61731
