longitude	station	QoS	code	latitude	revision
120.82747	Zhuangyuan	average	CN	37.30553	11/10/2019, 00:00:00
-2.58736	Arbroath	maintenance	GB	56.56317	02 Sep 2018
-3.67029	Las Gabias	excellent	ES	37.13548	2014-12-02
10.58082	Msaken	accep	TN	35.72917	2017-12-05
-37.07167	Aracaju	average	BR	-10.91111	08/11/2015, 00:00:00
-97.35992	Teziutlan	average	MX	19.8173	09/16/2015, 00:00:00
11.412	Montecchio Maggiore-Alte Ceccato	maitennce	IT	45.50369	07 Sep 2022
-93.12577	Rosemount	excellent	US	44.73941	01/21/2018, 00:00:00
73.08333	Dombivli	average	IN	19.21667	2019/12/21
127.08472	Nonsan	average	KR	36.20389	01 Dec 2017
9.22796	Pfullingen	accep	DE	48.46458	27 Oct 2014
139.07204	Fujioka	excellent	JP	36.24624	30 Jul 2015
115.88782	Willetton	good	AU	-32.05251	2014/04/03
114.33333	Muncar	maintenance	ID	-8.43333	23 Oct 2012
18.84	Budva	accep	ME	42.28639	2017-02-25
103.6032	Kulai	good	MY	1.6561	08/14/2021, 00:00:00
24.71204	Smolyan	building	BG	41.57439	31 Jan 2018
73.66633	Sojat	good	IN	25.92493	2014-05-31
10.78222	Beni Khiar	accep	TN	36.46917	01/28/2019, 00:00:00
-73.20483	Bridgeport	good	US	41.16704	2018-08-22
9.17702	Stuttgart	accep	DE	48.78232	2015/12/13
-87.882	Westchester	accep	US	41.85059	2015-05-11
-71.05977	Boston	good	US	42.35843	2013-10-06
-91.77127	Rolla	accep	US	37.95143	2020-02-20
-5.53715	Penzance	building	GB	50.11861	08/14/2017, 00:00:00
123.50266	Hushitai	accep	CN	41.94175	2012-12-22
-82.46148	Lutz	excellent	US	28.15112	2020-08-01
123.50266	Hushitai	excellent	CN	41.94175	09/06/2018, 00:00:00
-77.96389	Martinsburg	accep	US	39.45621	2020/09/15
74.4818	Malaut	excellent	IN	30.21121	02 Feb 2017
-66.8499	Yauco	good	PR	18.03496	2014/12/31
103.61667	Jambi City	average	ID	-1.6	14 Feb 2020
2.35739	Cardedeu	accep	ES	41.63976	2022/09/14
-76.51552	Rosedale	excellent	US	39.32011	2021/08/12
8.51667	Verl	average	DE	51.88333	25 Oct 2019
24.99798	Kamina	average	CD	-8.73508	2014/08/11
74.85849	Patti	excellent	IN	31.28092	2021-11-16
-117.70755	Laguna Niguel	maintenance	US	33.52253	2013-12-07
-77.55777	Bon Air	good	US	37.52487	06/26/2019, 00:00:00
91.61356	Rangia	average	IN	26.44931	09/05/2018, 00:00:00
-75.69947	San Carlos	average	CO	8.79577	2015-11-25
17.80774	Mesagne	accep	IT	40.55851	2013/12/22
-80.38297	Norfolk County	good	CA	42.8334	05/28/2015, 00:00:00
-122.23484	Kent	excellent	US	47.38093	2014-06-08
39.8302	Severodvinsk	maintenance	RU	64.5635	2017-10-07
-75.11028	Minas de Marcona	average	PE	-15.21194	2021/08/25
171.25364	Timaru	accep	NZ	-44.39672	2016/01/24
-48.29694	Viradouro	average	BR	-20.87306	2017-09-27
-82.4017	Boyeros	average	CU	23.0072	02/10/2015, 00:00:00
-121.75689	Watsonville	excellent	US	36.91023	2014/02/08
59.80222	Lesnoy	excellent	RU	58.63667	2018-02-16
-4.0573	Viewpark	average	GB	55.82737	28 Jan 2020
-40.7475	Guaraciaba do Norte	building	BR	-4.16694	2013-10-19
42.85693	Patnos	good	TR	39.22493	11/23/2018, 00:00:00
-8.2503	Albufeira	average	PT	37.08819	02 Nov 2021
71.57118	Daud Khel	good	PK	32.87533	19 Apr 2016
115.04814	Huangshi	accep	CN	30.24706	2017/09/19
43.83992	Arzamas	accep	RU	55.39485	27 Oct 2015
76.12647	Chamba	maintenance	IN	32.55531	2018-05-12
-52.20639	Altamira	accep	BR	-3.20333	2015/02/02
-86.11084	Granger	good	US	41.75338	2017/03/08
-67.33122	La Victoria	average	VE	10.22677	2021-10-03
-53.13722	Loanda	good	BR	-22.92306	2015/04/09
74.85849	Patti	average	IN	31.28092	07/30/2016, 00:00:00
3.64633	Shagamu	building	NG	6.8485	03/13/2021, 00:00:00
3.87723	Montpellier	good	FR	43.61092	06/04/2022, 00:00:00
-76.51552	Rosedale	building	US	39.32011	10/22/2021, 00:00:00
35.59642	Lodwar	average	KE	3.11988	2018-08-24
-2.1875	Westbury	accep	GB	51.26	2015/11/24
-41.25528	Resplendor	good	BR	-19.32556	2018-02-04
128.63083	Eisen	accep	KR	36.82167	01 Apr 2020
-60.1831	Sydney	good	CA	46.1351	2015/04/08
-93.75018	Shreveport	accep	US	32.52515	2014/05/23
35.34722	Maxixe	maintenance	MZ	-23.85972	17 Mar 2017
9.72749	Ehingen	average	DE	48.28259	03/06/2013, 00:00:00
-86.57415	Olanchito	accep	HN	15.48131	2021/12/13
24.71204	Smolyan	accep	BG	41.57439	04/15/2015, 00:00:00
-119.01677	Porterville	good	US	36.06523	2020/04/25
-0.45877	Niort	good	FR	46.32313	01 Dec 2019
37.73333	Same	average	TZ	-4.06667	19 Jun 2013
-60.47389	Chacabuco	excellent	AR	-34.64167	07/24/2022, 00:00:00
12.87117	Karlovy Vary	accep	CZ	50.23271	2021/02/21
1.04945	Frenda	excellent	DZ	35.06544	15 Oct 2015
129.96972	Karatsu	good	JP	33.4425	2021-02-07
-35.71667	Catende	excellent	BR	-8.66667	05 Apr 2015
-1.47217	Chapletown	maintenance	GB	53.46506	01/26/2021, 00:00:00
13.28702	Dahlem	excellent	DE	52.4581	02 Nov 2020
-73.26022	Socorro	maintenance	CO	6.46838	26 Dec 2013
122.05228	Tianfu	good	CN	37.19723	26 Mar 2019
68.49143	Bhit Shah	average	PK	25.80565	2021/03/30
-1.98956	Tarkwa	excellent	GH	5.30383	21 Oct 2021
3.39467	Lagos	good	NG	6.45407	2016-07-11
-1.29243	Mexborough	accep	GB	53.49389	30 Mar 2013
77.23826	Sathyamangalam	good	IN	11.50526	10 Mar 2013
51.3452	Otradnyy	good	RU	53.37596	19 Aug 2022
-122.86705	Aloha	maintenance	US	45.49428	11/08/2014, 00:00:00
19.21437	Bijeljina	good	BA	44.75874	2022-01-22
35.23388	East Jerusalem	average	PS	31.78336	09/12/2014, 00:00:00
-122.2054	Bothell	good	US	47.76232	2022-05-13
-52.2	Marau	average	BR	-28.44917	2016/05/22
33.2525	Valday	average	RU	57.97472	16 Nov 2017
76.11996	Manjeri	accep	IN	11.12018	2022/07/08
123.17306	Liaoyang	excellent	CN	41.27194	2019-08-15
51.0193	Shahre Jadide Andisheh	excellent	IR	35.6803	01/12/2021, 00:00:00
-0.36053	Bushey	excellent	GB	51.64316	2022/04/03
76.11996	Manjeri	maintenance	IN	11.12018	10 Sep 2017
42.54536	Kismayo	maintenance	SO	-0.35817	2021/09/21
139.07204	Fujioka	good	JP	36.24624	04/25/2014, 00:00:00
104.64992	Kantharalak	excellent	TH	14.64056	30 Jul 2020
37.55	Arba Minch	good	ET	6.03333	2013-12-07
-81.26367	Deltona	average	US	28.90054	02/16/2014, 00:00:00
-87.93341	Pleasant Prairie	good	US	42.55308	07/16/2020, 00:00:00
33.2525	Valday	excellent	RU	57.97472	2018/02/23
-71.10077	Santa Cruz de Barahona	good	DO	18.20854	2021-05-17
38.94324	Yablonovskiy	building	RU	44.98901	03 Feb 2016
-69.08333	Yunguyo	average	PE	-16.25	08/23/2018, 00:00:00
-73.26022	Socorro	accep	CO	6.46838	06 Nov 2013
-122.86705	Aloha	good	US	45.49428	05/06/2020, 00:00:00
56.36091	Saraktash	excellent	RU	51.78771	11 Jun 2014
-81.77285	Clermont	building	US	28.54944	10/24/2015, 00:00:00
-89.99038	Fairview Heights	accep	US	38.58894	2016-04-27
-71.08977	Taunton	average	US	41.9001	2014-07-28
-1.47217	Chapletown	average	GB	53.46506	10/08/2019, 00:00:00
-76.78319	New Kingston	building	JM	18.00747	09 Oct 2013
12.53463	Frederiksberg	good	DK	55.67938	2019/07/18
117.7	Dongdu	building	CN	35.85	2021/03/26
-43.80139	Itabirito	good	BR	-20.25333	08 May 2022
57.3552	Kuvandyk	excellent	RU	51.4781	06 Jul 2019
39.8302	Severodvinsk	accep	RU	64.5635	2014-08-02
124.3697	Jagna	average	PH	9.6531	2016-05-27
31.4976	Juhaynah	average	EG	26.67319	2020-08-29
112.73333	Xinzhou	excellent	CN	38.40917	03/20/2022, 00:00:00
20.22625	Ajdabiya	excellent	LY	30.75545	27 Oct 2013
13.39954	Falconara Marittima	good	IT	43.62558	2013/08/02
71.57737	Gariadhar	accep	IN	21.53889	2012/12/06
7.02238	Gronau	excellent	DE	52.21099	2017-07-27
78.95693	Kashipur	good	IN	29.21399	2019/12/07
42.85693	Patnos	average	TR	39.22493	2016/06/20
100.04427	Nakhon Pathom	good	TH	13.8196	2018/03/12
117.55417	Zaozhuang	excellent	CN	34.86472	22 Oct 2020
125.51176	Dongfeng	excellent	CN	42.64031	05/18/2016, 00:00:00
39.8302	Severodvinsk	building	RU	64.5635	20 Nov 2021
28.19028	Narva	excellent	EE	59.37722	06 Jul 2018
-63.13414	Charlottetown	good	CA	46.23899	03/29/2017, 00:00:00
-0.36053	Bushey	average	GB	51.64316	09/08/2022, 00:00:00
9.17702	Stuttgart	maintenance	DE	48.78232	2018/06/08
8.2926	Kafanchan	building	NG	9.58126	06/24/2019, 00:00:00
68.75915	Khairpur Mir’s	accep	PK	27.52948	2016/06/25
-1.05366	Dax	good	FR	43.71032	10/20/2015, 00:00:00
-42.98194	Guapimirim	building	BR	-22.53722	2015/11/08
-70.6996	San Bernardo	building	CL	-33.59217	2018/02/23
-2.98884	Leioa	excellent	ES	43.32686	2020-01-18
120.74221	Changshu City	accep	CN	31.64615	30 May 2013
-4.0573	Viewpark	accep	GB	55.82737	2022/02/03
107.60627	Ulan-Ude	excellent	RU	51.82721	2022-07-05
128.63083	Eisen	building	KR	36.82167	28 Dec 2016
-93.71133	West Des Moines	excellent	US	41.57721	11 Sep 2014
-45.94722	Alfenas	excellent	BR	-21.42917	2016/11/13
91.00632	Barpeta	accep	IN	26.32293	2021/03/11
-96.39774	Brenham	maintenance	US	30.16688	2018/10/24
1.26738	Walton-on-the-Naze	good	GB	51.84819	02/24/2021, 00:00:00
-89.66123	Progreso	excellent	MX	21.28306	23 Jan 2016
51.49621	Nowshahr	good	IR	36.64852	2017/01/28
20.22625	Ajdabiya	building	LY	30.75545	2021/04/15
6.51352	Korschenbroich	good	DE	51.19139	2014-06-25
72.54064	Sillanwali	average	PK	31.82539	24 Mar 2016
-73.9625	Morningside Heights	average	US	40.81	21 Jul 2020
72.68533	Kheda	maintenance	IN	22.75218	28 Nov 2015
-82.90375	Dublin	building	US	32.54044	04/07/2020, 00:00:00
-77.43532	Media Luna	good	CU	20.14298	2016/04/30
75.06583	Fazilpur	accep	PK	32.17629	07/13/2020, 00:00:00
-98.1664	Contla	accep	MX	19.32932	2019-05-05
75.06583	Fazilpur	accep	PK	32.17629	2013-06-11
6.26667	Schwalmtal	accep	DE	51.21667	07 Dec 2019
-78.19444	Front Royal	building	US	38.91817	07/13/2022, 00:00:00
-2.77259	Baza	good	ES	37.49073	26 Aug 2019
-61.51889	Port of Spain	maintenance	TT	10.66668	2016/11/24
76.03889	Osmanabad	maintenance	IN	18.18158	14 Jul 2018
-82.42491	Port Huron	average	US	42.97086	2017/12/03
-0.33525	Kingston upon Hull	excellent	GB	53.7446	16 Feb 2017
-4.1	Quimper	maintenance	FR	48	2017-04-07
-95.36969	Muskogee	accep	US	35.74788	2021-01-09
102.3278	Kampung Ayer Molek	good	MY	2.2139	2013/12/21
-88.42814	Huntley	excellent	US	42.16808	08/18/2022, 00:00:00
122.9666	Talisay	building	PH	10.7375	2021-09-19
3.64633	Shagamu	average	NG	6.8485	2019-10-12
-75.69947	San Carlos	good	CO	8.79577	06 May 2013
-73.9614	El Copey	accep	CO	10.15031	2014-07-17
53.26023	Bavly	maintenance	RU	54.39304	28 Jun 2019
-41.25528	Resplendor	excellent	BR	-19.32556	2015-12-27
-45.94722	Alfenas	average	BR	-21.42917	2018-09-18
-1.48119	Belper	good	GB	53.0233	2017/09/20
-96.67834	Ada	accep	US	34.77453	2015-09-06
42.7125	'Ali Sabieh	average	DJ	11.15583	2019/05/30
0.47713	Strood	excellent	GB	51.39323	2020/12/24
-96.67834	Ada	building	US	34.77453	2017-10-21
10.5511	Gifhorn	maitennce	DE	52.47774	2013-05-09
-1.4001	Mampong	excellent	GH	7.06273	2016-03-27
-1.29772	Cowes	accep	GB	50.76306	08 Jun 2020
48.26258	Aleshtar	accep	IR	33.86419	2018/11/03
71.57737	Gariadhar	good	IN	21.53889	07/10/2016, 00:00:00
34.86563	Ramla	average	IL	31.92923	2013/03/28
117.81667	Zhoucun	good	CN	36.81667	15 Jun 2022
-82.45426	Venice	excellent	US	27.09978	15 Dec 2020
-1.325	Jumilla	average	ES	38.47917	11/15/2020, 00:00:00
28.19028	Narva	average	EE	59.37722	2020-01-16
122.22833	Yingkou	accep	CN	40.66482	11/26/2021, 00:00:00
-80.22588	North Lauderdale	good	US	26.2173	2020/10/13
7.36027	Radevormwald	maintenance	DE	51.20219	11/18/2015, 00:00:00
-53.13722	Loanda	accep	BR	-22.92306	2014-07-26
-97.35992	Teziutlan	maintenance	MX	19.8173	2017-11-15
-94.91386	Acayucan	accep	MX	17.94979	2019-01-01
-1.29772	Cowes	good	GB	50.76306	12/16/2020, 00:00:00
101.96857	Gua Musang	average	MY	4.88441	2015/10/23
-6.00137	Oulmes	average	MA	33.42585	20 Dec 2014
60.70278	Ozersk	excellent	RU	55.75556	2020-02-26
-2.98884	Leioa	accep	ES	43.32686	2017-12-25
-52.67056	Pato Branco	maintenance	BR	-26.22861	2017/03/13
0.93333	East Dereham	good	GB	52.68333	2013-06-04
-43.80139	Itabirito	average	BR	-20.25333	2020/01/03
121.96361	Recodo	excellent	PH	6.95194	2017/05/12
10.5511	Gifhorn	building	DE	52.47774	2020/11/23
-73.97069	Kensington	accep	US	40.64621	2016/01/16
8.2926	Kafanchan	excellent	NG	9.58126	31 Aug 2018
27.25	Aytos	good	BG	42.7	2013-02-25
86.68363	Adra	average	IN	23.49668	28 Aug 2016
43.2379	Mikhaylovka	maintenance	RU	50.06	15 May 2022
7.36027	Radevormwald	building	DE	51.20219	08/10/2017, 00:00:00
-95.63079	Palestine	good	US	31.76212	2014/12/10
171.25364	Timaru	building	NZ	-44.39672	2013/03/09
-0.76773	Novelda	good	ES	38.38479	10/04/2014, 00:00:00
5.58472	Barneveld	average	NL	52.14	2022/04/19
123.99333	Sorsogon	good	PH	12.97389	2015/03/21
3.16667	Wevelgem	accep	BE	50.8	24 Dec 2021
-0.76773	Novelda	excellent	ES	38.38479	2022/05/25
122.22833	Yingkou	average	CN	40.66482	2016/10/03
78.27539	Robertsonpet	excellent	IN	12.95629	21 Jun 2014
120.97844	Guyong	average	PH	14.8361	2012-10-10
68.49143	Bhit Shah	excellent	PK	25.80565	2021-05-08
106.85417	Cibinong	good	ID	-6.48167	2015-09-30
113.82465	Licheng	average	CN	23.29549	11 Jul 2022
-97.50417	Heroica Matamoros	excellent	MX	25.87972	01/05/2022, 00:00:00
-5.55835	Villaquilambre	average	ES	42.64685	05/16/2019, 00:00:00
123.89071	Cebu City	average	PH	10.31672	03 Jul 2022
14.51472	Valletta	average	MT	35.89972	03/18/2015, 00:00:00
37.73333	Same	excellent	TZ	-4.06667	30 Dec 2019
55.4504	Saint-Denis	accep	RE	-20.88231	06/16/2022, 00:00:00
14.34085	Volla	excellent	IT	40.87363	06/25/2013, 00:00:00
-82.42491	Port Huron	average	US	42.97086	04/17/2014, 00:00:00
78.25795	Tiruppuvanam	excellent	IN	9.82564	2013/09/13
36.73307	Naro-Fominsk	accep	RU	55.38752	2012-11-19
116.10146	Donggongon	maitennce	MY	5.90702	2022/01/03
15.00913	Misterbianco	accep	IT	37.51803	01 Apr 2018
-58.70072	Pontevedra	accep	AR	-34.74785	2013-12-20
-74.13653	Port Richmond	maintenance	US	40.63316	2022/02/07
39.85331	Gavrilov-Yam	average	RU	57.30185	2014/12/19
-87.882	Westchester	excellent	US	41.85059	11 Jan 2014
-73.49484	New Canaan	excellent	US	41.14676	21 Nov 2014
17.58522	Francavilla Fontana	accep	IT	40.53123	09/17/2020, 00:00:00
136.51667	Komono	good	JP	35	06 Nov 2020
126.28333	Shuangcheng	maintenance	CN	45.35	08/07/2019, 00:00:00
78.27539	Robertsonpet	accep	IN	12.95629	2019-07-02
4.08282	Beni Douala	excellent	DZ	36.61954	12 Nov 2019
6.51352	Korschenbroich	good	DE	51.19139	08 Jul 2018
-97.92977	Hutchinson	building	US	38.06084	10 Feb 2017
27.18052	Bergama	average	TR	39.12074	10/21/2015, 00:00:00
7.36027	Radevormwald	average	DE	51.20219	2020/06/12
-52.51028	Soledade	building	BR	-28.81833	02/09/2018, 00:00:00
-96.72365	Oaxaca	accep	MX	17.06542	2019-06-27
27.18052	Bergama	good	TR	39.12074	2016/11/14
-74.95472	Puerto Colombia	building	CO	10.98778	11/26/2016, 00:00:00
0.30367	Hartley	building	GB	51.38673	11/12/2012, 00:00:00
-87.88754	Bourbonnais	average	US	41.15376	09/14/2013, 00:00:00
4.63031	Arles	building	FR	43.67681	2020/01/03
-2.52398	Winsford	excellent	GB	53.19146	12/18/2013, 00:00:00
-98.11889	Casa Blanca	accep	MX	19.04222	2019-09-28
-71.19901	Ovalle	building	CL	-30.60106	03/31/2015, 00:00:00
114.51667	Wacheng	accep	CN	33.78333	14 Nov 2012
124.95278	Tupi	acceptable	PH	6.33444	17 Jun 2017
86.59611	Saharsa	good	IN	25.87498	11/03/2015, 00:00:00
-5.53715	Penzance	accep	GB	50.11861	2019-01-20
-4.21376	Rutherglen	good	GB	55.82885	09/30/2019, 00:00:00
-77.4286	Sterling	average	US	39.00622	17 Sep 2017
-2.68758	Leyland	maintenance	GB	53.69786	2017/01/03
45.36561	Qazax	average	AZ	41.09246	2018-11-21
123.33471	Dipolog	accep	PH	8.56697	08/09/2013, 00:00:00
-51.87389	Sarandi	good	BR	-23.44361	09/22/2020, 00:00:00
-119.48568	Kelowna	accep	CA	49.88307	2016-06-29
137.4	Toyokawa	average	JP	34.81667	2013/10/09
60.70278	Ozersk	maintenance	RU	55.75556	2016/03/05
-105.36369	Acaponeta	accep	MX	22.49396	08/10/2017, 00:00:00
104.64992	Kantharalak	average	TH	14.64056	23 Mar 2017
117.55417	Zaozhuang	building	CN	34.86472	2013-09-21
-52.35558	Nova Xavantina	building	BR	-14.66463	01/27/2018, 00:00:00
37.56667	Likhobory	average	RU	55.85	04/07/2022, 00:00:00
-89.99038	Fairview Heights	excellent	US	38.58894	11/19/2013, 00:00:00
114.68333	Heyuan	maintenance	CN	23.73333	05/21/2021, 00:00:00
-73.89125	Cypress Hills	maintenance	US	40.67705	02/25/2016, 00:00:00
-105.11221	Ken Caryl	good	US	39.57582	02 Aug 2017
122.05228	Tianfu	good	CN	37.19723	2013/08/16
-1.05366	Dax	average	FR	43.71032	07/09/2018, 00:00:00
109.05389	Wangon	excellent	ID	-7.51611	07/30/2015, 00:00:00
75.37991	Deoli	excellent	IN	25.75728	2017/02/22
-91.77127	Rolla	average	US	37.95143	2020/11/05
99.96667	Nakhon Si Thammarat	average	TH	8.43333	2018/07/02
-2.98884	Leioa	maintenance	ES	43.32686	09/07/2022, 00:00:00
36.73307	Naro-Fominsk	maintenance	RU	55.38752	2016-07-29
-83.48216	Canton	good	US	42.30865	2021-02-01
30.98551	Paidha	excellent	UG	2.41669	04/04/2019, 00:00:00
12.19458	Biu	good	NG	10.61285	2017/05/27
1.15597	Clacton-on-Sea	average	GB	51.78967	2014/12/30
117.7	Dongdu	excellent	CN	35.85	2018/05/09
-79.59415	Milagro	accep	EC	-2.13404	2014-03-15
-2.58736	Arbroath	average	GB	56.56317	2017-11-08
109.22921	Yanliang	building	CN	34.65918	2020/11/12
86.51499	Kenda	excellent	IN	23.1959	27 Apr 2019
76.11996	Manjeri	maintenance	IN	11.12018	13 Aug 2018
9.32241	Chiavari	good	IT	44.31771	2016-09-23
6.8625	Oberhausen	maintenance	DE	51.47805	2020-05-10
39.25	Magomeni	accep	TZ	-6.8	09/19/2020, 00:00:00
117.81667	Zhoucun	accep	CN	36.81667	09/14/2019, 00:00:00
-4.1	Quimper	excellent	FR	48	21 Aug 2014
68.49143	Bhit Shah	excellent	PK	25.80565	26 Jun 2022
-38.79084	Tucano	excellent	BR	-10.95817	2013/06/08
16.54165	Harstad	accep	NO	68.79833	07/22/2020, 00:00:00
13.32127	Wittenau	excellent	DE	52.59319	2019/02/28
51.67462	Isfahan	excellent	IR	32.65246	31 Dec 2012
122.05228	Tianfu	building	CN	37.19723	2015-04-02
9.5926	Walsrode	accep	DE	52.86147	12 Nov 2021
122.8637	Santa Catalina	accep	PH	9.3337	19 Jan 2014
145.18333	Wheelers Hill	average	AU	-37.9	14 Nov 2014
-58.70072	Pontevedra	average	AR	-34.74785	2015-11-17
-94.91386	Acayucan	good	MX	17.94979	19 May 2013
-5.53715	Penzance	accep	GB	50.11861	04/09/2020, 00:00:00
9.5586	Schleswig	maintenance	DE	54.52156	28 Jan 2014
-77.02303	Fort Washington	maintenance	US	38.70734	2021-10-08
107.60389	Pameungpeuk	accep	ID	-7.01833	09/25/2021, 00:00:00
133.42825	Lesozavodsk	good	RU	45.47885	09/01/2017, 00:00:00
5.37429	Houthalen	excellent	BE	51.03427	03/18/2014, 00:00:00
-72.47417	Villa del Rosario	maintenance	CO	7.83389	07/13/2018, 00:00:00
-38.94722	Canavieiras	building	BR	-15.675	08/19/2019, 00:00:00
53.26023	Bavly	building	RU	54.39304	2013/11/21
38.66667	Mvomero	good	TZ	-6.25	2020/04/19
1.26738	Walton-on-the-Naze	good	GB	51.84819	28 Apr 2015
68.75915	Khairpur Mir’s	maintenance	PK	27.52948	07/17/2018, 00:00:00
-119.48568	Kelowna	good	CA	49.88307	13 Apr 2013
15.46667	Sankt Peter	good	AT	47.05	2016-03-27
122.74754	Haicheng	average	CN	40.85158	2014-04-26
-87.93341	Pleasant Prairie	maintenance	US	42.55308	02/11/2022, 00:00:00
4.18333	Olupona	good	NG	7.6	2012/10/29
117.27583	Sishui	average	CN	35.64889	2022-07-18
-99.32556	San Lorenzo Acopilco	accep	MX	19.32889	02/18/2016, 00:00:00
124.84472	Maasin	building	PH	10.13361	2015-12-30
9.02596	Albstadt	building	DE	48.21644	03 Apr 2018
-91.77127	Rolla	accep	US	37.95143	13 Apr 2018
13.44275	Villabate	accep	IT	38.07789	2013-07-04
136.13108	Ueno-ebisumachi	excellent	JP	34.75856	10/06/2012, 00:00:00
-13.2356	Freetown	excellent	SL	8.48714	2021/08/22
57.3552	Kuvandyk	good	RU	51.4781	2015-02-01
123.33471	Dipolog	excellent	PH	8.56697	2013-05-01
-105.36369	Acaponeta	good	MX	22.49396	17 Feb 2014
-3.52751	Exeter	good	GB	50.7236	03/29/2020, 00:00:00
115.70111	Hengshui	good	CN	37.73222	03 Apr 2022
-13.2356	Freetown	accep	SL	8.48714	12/27/2012, 00:00:00
120.74221	Changshu City	good	CN	31.64615	07/02/2022, 00:00:00
78.23456	Bachhraon	accep	IN	28.92694	03 May 2014
9.72749	Ehingen	excellent	DE	48.28259	2020-01-01
101.44167	Pekanbaru	good	ID	0.51667	09/17/2016, 00:00:00
99.89166	Thap Than	building	TH	15.46063	11/23/2012, 00:00:00
99.95469	Damnoen Saduak	good	TH	13.51825	2018/01/10
102.05461	Tak Bai	excellent	TH	6.25947	10/26/2015, 00:00:00
121.06761	San Jose	maintenance	PH	12.35275	18 Apr 2021
121.3152	Calauan	good	PH	14.14989	2015-05-09
29.26639	Serinhisar	good	TR	37.58105	2016/12/17
120.5875	La Trinidad	accep	PH	16.455	2018-10-07
126.835	Goyang-si	average	KR	37.65639	2012/10/19
121.12251	Antipolo	good	PH	14.62578	11/27/2012, 00:00:00
-0.91979	Lower Earley	good	GB	51.42708	01/23/2020, 00:00:00
19.91667	Luena	excellent	AO	-11.78333	07/25/2017, 00:00:00
115.04814	Huangshi	excellent	CN	30.24706	2014/03/01
-74.38987	Scotch Plains	average	US	40.65538	2018-07-30
9.72749	Ehingen	average	DE	48.28259	2016/04/24
127.08472	Nonsan	average	KR	36.20389	2021-09-07
18.84	Budva	good	ME	42.28639	2018/08/31
171.25364	Timaru	excellent	NZ	-44.39672	2014-01-31
-43.80139	Itabirito	maitennce	BR	-20.25333	2018/12/13
-72.27814	Keene	average	US	42.93369	12/14/2021, 00:00:00
37.92792	Kireyevsk	average	RU	53.93361	03/01/2015, 00:00:00
19.21437	Bijeljina	average	BA	44.75874	2020/08/26
-77.4286	Sterling	average	US	39.00622	2020/03/26
72.93924	Uran	excellent	IN	18.87813	2016-08-22
-117.14392	Mira Mesa	good	US	32.9156	2016-05-09
24.75	Ukmerge	average	LT	55.25	2020-08-19
117.65694	Laiwu	excellent	CN	36.19278	18 Mar 2016
91.00632	Barpeta	good	IN	26.32293	03 Oct 2014
15.16554	Kasangulu	good	CD	-4.5833	06 May 2021
-41.45861	Pedro II	average	BR	-4.42472	25 Sep 2018
77.54372	Periyakulam	good	IN	10.12268	2018-07-24
32.86389	Roslavl’	good	RU	53.95278	04/28/2022, 00:00:00
9.85	Halstenbek	average	DE	53.63333	2017-02-17
68.21204	Larkana	average	PK	27.55898	2021/12/17
29.91582	Alexandria	building	EG	31.20176	26 Jul 2021
3.87723	Montpellier	accep	FR	43.61092	08/26/2016, 00:00:00
110.71639	Ngemplak	good	ID	-7.54972	06/19/2013, 00:00:00
115.70111	Hengshui	good	CN	37.73222	2021-05-03
-122.86705	Aloha	good	US	45.49428	2020-11-09
13.10984	Oschatz	good	DE	51.30001	07/03/2018, 00:00:00
11.32903	Weimar	excellent	DE	50.9803	2018/12/03
101.44167	Pekanbaru	good	ID	0.51667	13 Apr 2014
53.26023	Bavly	maintenance	RU	54.39304	2013/05/31
75.37991	Deoli	good	IN	25.75728	2021-07-31
6.61944	Hardenberg	accep	NL	52.57583	06 Oct 2017
-122.2608	American Canyon	excellent	US	38.17492	14 Aug 2022
101.44167	Pekanbaru	maintenance	ID	0.51667	2018/12/11
74.80555	Srinagar	maintenance	IN	34.08565	2015-04-17
73.97117	Naushahra Virkan	building	PK	31.96258	2012-12-10
102.42587	Bua Yai	good	TH	15.58552	2022/09/10
-48.52333	Soure	average	BR	-0.71667	08/01/2019, 00:00:00
18.69303	Mongo	excellent	TD	12.18441	21 Aug 2017
2.1699	Herblay	maintenance	FR	48.98994	06 Mar 2020
-73.0515	Waterbury	building	US	41.55815	26 Aug 2019
-73.86586	Beaconsfield	accep	CA	45.43341	2021/02/27
8.2926	Kafanchan	accep	NG	9.58126	03/13/2016, 00:00:00
89.20083	Sharypovo	maintenance	RU	55.54028	09/10/2021, 00:00:00
2.44892	Gonesse	good	FR	48.98693	12/13/2021, 00:00:00
7.973	Finnentrop	excellent	DE	51.168	2016/02/01
-82.90375	Dublin	acceptable	US	32.54044	2016-05-02
29.47306	Beni	accep	CD	0.49113	06/22/2015, 00:00:00
2.1699	Herblay	accep	FR	48.98994	2015/12/29
15.28318	Brazzaville	average	CG	-4.26613	2015/11/02
48.41667	Ambatondrazaka	accep	MG	-17.83333	01 Jan 2017
74.80555	Srinagar	excellent	IN	34.08565	18 Aug 2022
27.02444	Edremit	building	TR	39.59611	01/01/2018, 00:00:00
-48.29694	Viradouro	average	BR	-20.87306	2020/04/16
-122.2054	Bothell	good	US	47.76232	01 Jun 2017
34.11169	Busia	accep	KE	0.46005	24 Dec 2020
-8.2194	Ferrol	accep	ES	43.48961	12/02/2021, 00:00:00
25.8191	Novogrudok	accep	BY	53.5942	15 Sep 2018
