longitude	CO	PAHs	TEMP	PM2.5	SO2	latitude	PRES	H2CO	Pb	PM10	O3	CH4	warning	C2H3NO5	CFCs	NH3	NOx
33.72798	8.06815	5.95971	5.17663	9.37936	7.57299	53.53395	1111.33802	52.74934	38.64067	12.11542	6.08020	6.50519	1.00000	5.89817	20.87824	8.64449	7.62608
69.01354	7.71674	4.85748	-4.14088	9.16429	5.38168	38.55632	1134.06314	36.14636	57.33079	14.24682	7.39941	6.76994	1.00000	49.35169	42.65697	5.18472	5.97273
73.66633	7.30154	5.88891	-3.53201	9.24281	6.78324	25.92493	1094.71745	41.10167	38.70591	11.93945	5.37357	5.91039	1.00000	4.97794	68.39100	7.62512	7.97444
35.96944	4.27914	7.45935	12.83327	7.89436	10.55785	56.03361	1166.43367	24.21264	66.31087	8.68527	7.71106	7.67988	0.00000	0.25822	27.38766	4.86678	8.24341
76.32756	8.29517	4.82564	37.07854	3.73234	6.33879	9.57046	1145.31159	51.38175	49.51649	8.21436	5.93785	6.45665	1.00000	0.15339	55.98708	7.73658	6.33182
-69.08333	8.27341	5.66201	15.97002	7.70525	6.02011	-16.25	1104.21220	41.31316	53.48752	7.26026	7.43174	7.81958	0.00000	0.06812	73.79578	4.76479	7.82054
112.73333	9.60062	6.43246	5.58314	8.76686	5.88300	38.40917	1108.08079	41.72966	45.24681	7.85925	7.94430	6.53107	0.00000	0.13452	47.53703	5.29687	6.90210
30.98551	11.32170	4.26491	11.17834	9.08888	7.76947	2.41669	1180.50927	62.54810	59.78569	4.43585	7.62510	8.68408	1.00000	0.04389	58.94683	7.16856	6.06963
13.28702	9.75215	7.82308	23.22447	4.05201	7.69889	52.4581	1166.60467	38.18472	39.56163	11.08336	8.27152	7.92398	1.00000	2.10322	37.47704	5.12868	7.23734
122.8637	8.66877	5.89572	12.40591	5.70198	5.72272	9.3337	1118.47403	54.45765	41.29529	7.90509	7.30402	7.00018	1.00000	0.13651	36.38388	8.17000	5.17162
-75.69947	6.69285	9.30519	18.34687	5.07055	8.09976	8.79577	1157.01329	63.21560	74.97592	9.81802	9.33415	7.36508	0.00000	0.62489	56.14727	6.52274	6.95773
-122.86705	8.48937	7.07229	37.29495	9.45320	5.25474	45.49428	1150.56469	62.45876	50.18359	6.71100	8.58158	8.43113	0.00000	0.05762	58.75508	4.70146	6.90502
75.37991	8.96492	6.74086	15.52542	5.83532	7.83367	25.75728	1126.37952	53.32410	45.56086	9.83278	7.48006	7.35986	1.00000	0.64692	37.09934	8.71810	7.80129
33.72798	8.15261	4.89874	14.17111	7.38041	5.08154	53.53395	1064.45498	44.17703	34.78806	7.00647	8.08494	9.33827	0.00000	0.06697	52.19750	4.68754	8.72300
-48.52333	8.24573	11.10660	5.76868	9.32907	6.16441	-0.71667	1103.23312	50.88507	39.88736	5.43476	9.25548	8.03050	0.00000	0.04464	45.63450	6.15277	8.17413
-2.01111	9.04295	8.67194	0.07536	7.22178	5.99636	52.66277	1123.61270	57.62658	45.00474	10.50514	5.78514	8.75687	1.00000	1.21213	30.92766	10.01162	7.24874
75.06583	7.69517	7.21924	29.40992	6.04801	5.66516	32.17629	1127.45863	54.40297	32.71112	8.34400	7.10750	7.92423	1.00000	0.20814	37.23683	8.07354	7.29064
76.12647	5.85712	7.63994	11.73365	6.61732	9.94650	32.55531	1069.39458	60.50361	55.19575	7.95691	5.66047	9.09588	0.00000	0.13599	58.94467	6.47403	5.72846
24.71204	11.11748	9.99896	13.30773	4.73033	9.59413	41.57439	1191.68640	40.83616	46.72478	4.60597	7.28479	8.25943	1.00000	0.05112	80.14619	10.42996	9.08949
120.14278	7.59118	8.38151	10.91730	6.78903	8.52781	32.50611	1158.49735	66.10491	22.00360	8.93107	8.80978	7.14088	1.00000	0.28726	54.82039	6.12627	8.00206
51.0193	8.50587	6.38683	20.32361	3.17653	7.01904	35.6803	1191.48912	38.71985	59.36661	11.25459	8.54121	6.39542	1.00000	2.50512	40.92250	8.90066	6.65989
124.84472	9.11767	8.33399	12.82958	7.04478	7.69482	10.13361	1185.38664	40.57846	38.33242	9.97382	8.98613	6.35721	0.00000	0.73961	29.57877	6.24082	7.21844
-73.97069	5.65396	5.78339	6.06523	7.68365	9.92202	40.64621	1180.55263	34.61841	47.04226	6.39539	8.99627	6.81989	0.00000	0.08842	20.74579	5.30266	7.41154
8.86374	6.72862	8.92883	6.55227	8.10778	8.83297	44.89784	1128.91421	55.32847	60.70601	7.38467	8.65489	7.17343	0.00000	0.09109	33.51953	5.43771	6.02163
33.2525	9.27674	9.69574	28.51426	9.77885	6.19271	57.97472	1057.30367	38.69849	57.99474	9.01519	5.71788	9.74049	1.00000	0.28362	40.71066	9.51542	7.62561
-76.43941	10.01525	3.27069	22.77704	6.02471	7.11274	39.33427	1197.55478	59.96237	58.95690	5.62887	7.46811	8.24886	1.00000	0.05346	28.12317	6.63812	7.66462
-1.08593	4.44721	8.07598	22.71537	6.15599	9.68198	50.79205	1110.38920	64.11757	60.58707	8.08692	7.19431	7.89499	0.00000	0.15256	46.39624	6.38556	7.25527
73.06784	7.22990	11.02214	-6.58942	4.78213	7.93365	25.13915	1154.58797	51.91410	53.47481	8.06873	6.44646	6.27790	0.00000	0.11981	37.98926	7.56338	8.38651
115.70111	8.88309	6.96315	20.01269	7.10419	7.34489	37.73222	1147.16927	29.85966	59.08762	10.85591	8.68111	8.53649	1.00000	1.70439	32.85421	7.27799	8.13294
3.87723	8.26728	8.83609	20.64268	7.48310	5.60165	43.61092	1177.52752	36.85659	65.16897	4.67113	7.92234	9.54556	0.00000	0.03172	39.29407	7.00819	9.19192
120.89694	10.77578	8.93318	37.55327	7.37526	7.31560	14.95472	1194.48345	61.04986	38.29962	5.92086	8.28540	8.88010	0.00000	0.06127	45.35676	8.83955	8.11132
39.25	5.36155	11.36567	16.63830	5.34298	8.03209	-6.8	1086.15443	60.81743	39.87054	10.18837	8.74780	9.37445	0.00000	0.89873	45.94487	7.37021	8.15468
2.59753	6.86600	9.10741	10.29415	6.98377	9.07969	8.88649	1169.05699	62.75030	53.35157	9.29761	6.91660	8.16647	1.00000	0.39230	73.63415	4.54134	8.13363
-1.47217	7.78457	10.05279	18.05932	3.71228	7.32194	53.46506	1067.54260	31.87404	84.98010	9.32412	7.34220	8.20193	0.00000	0.37712	48.51813	7.80921	10.63504
5.4384	8.50623	5.24842	23.23568	8.12260	6.04300	43.2907	1093.70664	43.87175		6.91428	5.21140	8.31271	0.00000	0.07522	46.21877	5.30025	6.54186
-73.26022	8.28467	7.41942	10.21463	7.91232	8.06375	6.46838	1101.16634	49.75078	46.00345	9.58137	8.57208	7.89119	1.00000	0.50137	55.50201	7.94536	5.71468
-73.75335	10.04349	12.20466	17.99577	10.62360	6.90532	45.4473	1084.45453	67.73609	47.41262	5.80882	8.96308	7.89817	0.00000	0.03510	48.40028	7.53421	7.80533
-2.98884	4.51356	8.59533	12.62770	4.54633	8.95655	43.32686	1097.58887	63.04526	37.06170	8.69491	6.59649	7.78069	0.00000	0.22041	54.15264	7.36271	6.41689
-87.882	7.52031	7.16392	17.49649	7.44586	6.17536	41.85059	1064.12106	75.10830	57.91617	9.18360	7.21852	8.28854	1.00000	0.36361	43.22904	8.23127	7.64627
-89.99038	9.34160	7.96454	24.14426	6.05256	8.20847	38.58894	1174.06217	46.92720	73.12902	8.69917	6.46151	7.54312	1.00000	0.21240	52.76552	8.35816	8.13283
-99.73314	6.34940	8.07948	25.17971	5.94067	8.95112	32.44874	1076.95416	78.88072	21.95449	8.18604	6.47100	8.94066	0.00000	0.14961	14.30534	6.46362	8.15578
12.19458	9.20931	6.98564	19.24576	6.86800	7.02573	10.61285	1183.36582	52.39662	50.65650	9.35050	7.43031	5.78113	1.00000	0.39388	39.99057	9.77105	7.06797
-48.62789	8.85103	6.33405	8.95839	4.06588	5.74448	-17.74431	1109.81853	57.99682	30.22235	9.39990	8.33376	7.95478	1.00000	0.43179	24.21228	9.29881	7.66608
-74.26419	9.22170	11.17799	26.82413	10.21466	6.53961	4.73245	1075.20858	38.79065	38.87929	6.47179	6.76506	6.97874	0.00000	0.03999	48.11388	6.61820	8.85693
-119.0376	8.23504	6.38210	29.50384	10.44369	4.07927	34.21639	1151.00082	37.67677	67.12575	6.18469	8.40563	6.96574	0.00000	0.07302	64.53857	3.81256	7.08073
-94.91386	6.77752	9.21627	15.68812	7.01482	9.08719	17.94979	1069.18674	58.87938	31.41343	8.76982	6.95858	9.03533	0.00000	0.23286	36.31517	6.34900	6.36119
28.19028	11.27056	4.56184	16.38404	5.98802	8.28800	59.37722	1091.05863	57.71327	47.61906	6.04211	7.48879	7.96982	1.00000	0.04639		6.88104	9.29683
86.59509	5.51672	8.27818	20.86647	6.95930	10.70717	26.11527	1058.47878	63.35566	80.17302	8.96058	8.25723	6.21843	0.00000	0.27019	31.40179	6.02597	5.97851
104.64992	5.63412	7.68864	0.30292	6.86270	7.29771	14.64056	1194.10900	55.10087	45.38794	7.10717	6.61112	8.05346	0.00000	0.09430	66.11074	3.98602	8.32545
19.91667	6.01452	7.21993	6.79161	6.52326	10.57062	-11.78333	1088.26644	39.08119	62.43053	7.56527	7.04960	7.63356	0.00000	0.12499	46.03671	6.54010	8.71472
-80.22588	8.30054	7.27036	22.09307	8.82195	7.46892	26.2173	1085.79206	38.27028	65.10166	8.41666	6.93649	7.62699	1.00000	0.16547	44.56734	9.79081	7.88599
139.07204	9.53817	4.82796	26.12834	6.81922	7.68844	36.24624	1123.54073	61.07456	74.99801	9.76365	7.63302	6.32853	1.00000	0.56455	58.29632	10.02904	7.19772
-1.47217	8.56151	9.63455	14.98220	7.01028	7.27602	53.46506	1112.52745	49.53507	61.23201	6.43938	6.58195	9.90913	0.00000	0.06116	53.82452	7.29562	7.96004
125.21972	8.93546	11.72171	-1.92109	8.01713	7.75184	-8.99167	1191.74501	46.22301	60.33279	7.97562	7.67951	7.83768	0.00000	0.13411	35.72979	7.33368	8.60831
-119.01677	8.52474	9.25169	5.81770	5.50485	9.15278	36.06523	1068.97215	29.14817	34.92098	7.80694	7.66297	8.46686	1.00000	0.11976	47.74960	7.27940	8.11815
35.59642		6.04966	29.96517	7.37828	6.16526	3.11988	1167.20314	51.01663	53.32837	12.76088	8.55811	8.36344	1.00000	11.22670	60.36595	4.51379	6.00765
35.59642	8.15218	10.67189	16.05848	8.08870	7.36830	3.11988	1138.22968	56.72793	58.16892	4.54688	8.58847	7.22313	0.00000	0.04321	28.67915	7.30032	10.44240
-48.67028	9.02838	10.06493	16.01158	10.02629	5.86785	-28.24	1184.92059	48.79470	65.81249	5.67744	7.97414	8.86076	0.00000	0.03593	46.93433	6.33810	7.18020
-1.08593	9.88616	8.80495	21.33146	7.35552	8.78034	50.79205	1105.39969	42.11202	38.23251	7.15056	5.27401	8.07285	1.00000	0.07528	55.13610	9.86626	7.98050
78.23456	8.34606	9.70857	27.78545	6.60660	10.98957	28.92694	1090.33126	39.06383	64.35411	8.74400	6.47070	6.16550	0.00000	0.23816	26.07700	6.48464	9.06562
74.85849	10.40664	12.16600	-4.32881	9.97815	6.65440	31.28092	1149.96395	28.59354	57.10421	6.30298	7.24795	6.54783	0.00000	0.05756	36.13750	7.95586	8.25371
101.44167	8.36403	7.89517	18.90474	9.06235	9.23480	0.51667	1160.47938	55.95406	34.60924	7.15168	8.30973	4.93833	1.00000	0.09152	59.67378	12.23945	6.33331
24.75	7.07364	7.47711	29.04622	7.78210	8.46119	55.25	1062.41311	45.49434	59.57514	7.92727	8.35257	8.24106	0.00000	0.16047	59.08205	4.86526	7.88383
28.19028	9.02722	8.98304	11.03628	5.52203	8.42869	59.37722	1165.93563	70.66130	37.40703	8.80127	9.09666	7.31201	1.00000	0.26765	38.64185	4.38006	7.77421
-60.47389	9.09084	7.53336	9.24528	5.33101	7.00528	-34.64167	1154.47916	46.28614	43.93131	7.72269	9.01697	6.01995	1.00000	0.10703	38.16400	8.78810	7.97486
-96.39774	8.63380	9.14106	5.12525	7.52361	8.03763	30.16688	1152.98304	72.36962	44.36741	8.87987	8.09380	8.70320	1.00000	0.28383	56.51055	4.94357	6.66872
41.77921	6.11505	7.70529	13.18525	5.09295	8.24381	41.82143	1124.03593	52.86407	50.75667	10.85525	5.78395	7.96765	0.00000	1.69871	57.50574	6.22755	7.13762
-73.9625	10.41572	6.10051	8.06204	6.05758	8.06681	40.81	1145.90701	67.84805	38.96848	7.71770	7.85537	7.03839	1.00000	0.12856	67.10830	7.61374	9.03669
-71.08977	7.95670	10.47583	3.35342	6.76685	11.13285	41.9001	1068.53394	46.87007	58.61152	8.53946	8.16270	8.35562	1.00000	0.19797	44.29795	5.16773	6.63171
-122.86705	8.26711	6.78469	-6.47149	9.13958	6.59899	45.49428	1106.20268	46.73305	35.26922	7.03030	8.37582	9.57269	0.00000	0.06942	34.18207	4.69129	8.50613
-93.75018	8.81727	8.90141	15.94925	6.81208	8.18036	32.52515	1128.16096	61.14513	59.72038	8.80981	8.97805	8.51231	1.00000	0.25972	31.57001	5.47107	7.71965
120.74221	8.05624	4.88811	14.19216	8.51751	5.74536	31.64615	1063.21368	54.77996	38.88875	8.67505	7.88557	5.23080	1.00000	0.23705	53.11888	8.85704	7.59109
42.54536	4.65693	10.64513	9.38981	5.65086	9.60069	-0.35817	1068.32212	50.17656	53.35065	7.96377	7.80301	8.49690	0.00000	0.13901	24.30479	7.24396	7.12403
-52.51028	7.17402	8.81612	10.68513	4.68356	8.48774	-28.81833	1144.29286	52.18816	34.72137	9.77079	7.94282	8.50154	0.00000	0.59479	13.71860	7.29478	7.22732
-82.45426	3.98050	9.11017	31.41296	3.92113	8.79578	27.09978	1056.84601	65.00424	64.03276	8.76772	7.95659	6.36412	0.00000	0.25417	60.02179	7.80509	6.72910
8.70745	8.68149	6.75601	28.46989	8.04448	6.57359	49.03685	1084.42360	51.03315	54.96465	9.18757	5.44007	7.24348	1.00000	0.34334	28.36679	8.16915	7.21764
-48.52333	9.78481	5.37661	17.76854	9.22874	7.23193	-0.71667	1101.79108	55.12148	56.94255	7.03524	6.51920	8.67116	1.00000	0.06673	53.44636	9.03192	9.26607
102.42587	8.71708	8.65991	16.31181	9.31864	6.26499	15.58552	1066.35453	57.98155	62.51467	7.01868	6.87061	8.26021	0.00000	0.07266	54.05718	5.65126	7.32143
139.07204	9.63714	8.85989	19.97325	4.69170	7.71597	36.24624	1108.88801	37.88801	36.74383	7.42267	6.60370	6.95789	1.00000	0.08705	51.79712	5.84552	6.96027
109.05389	8.11496	8.16823	14.05491	8.94817	5.15043	-7.51611	1127.20996	65.58091	38.48436	4.37282	7.98402	7.12314	0.00000	0.06431	41.38318	5.61470	7.77150
-102.04897	7.81896	8.96469	5.65284	6.34024	8.82280	19.64745	1194.43435	57.31661	43.19231	9.15127	7.78179	8.95506	0.00000	0.39735	33.73992	6.67286	8.57644
123.50266	6.50824	8.59887	5.93677	6.11875	10.16765	41.94175	1160.43049	48.93423	83.79634	7.44789	6.29327	8.55099	0.00000	0.09200	55.26028	7.11850	7.92478
-8.2503	7.61860	5.61261	16.61243	7.21649	4.74052	37.08819	1123.27011	53.04889	49.73953	7.74723	7.23975	7.02102	1.00000	0.12011	50.17382	8.17658	7.23926
-89.99038	6.47760	11.87372	23.47831	4.19316	4.74554	38.58894	1088.46620	56.33009	58.95770	12.74585	8.33043	6.28737	0.00000	11.02381	55.25526	5.87120	8.99318
128.63083	5.78491	9.85444	2.89813	5.54923	10.04924	36.82167	1188.96650	45.71100	40.77060	8.89854	6.94832	7.17557	0.00000	0.29102	63.54932	7.12419	6.97340
-53.13722	9.82200	7.07617	32.18584	8.67054	6.74357	-22.92306	1150.90895	54.85515	51.14540	8.76830	7.37338	9.13628	1.00000	0.25945	59.00836	9.79792	7.13856
40.74357	7.68507	9.02522	8.26019	8.83374	9.70093	37.31309	1086.37698	70.39503	39.04436	9.08434	8.01088	6.76081	1.00000	0.32799	40.26444	7.46164	7.81764
123.89071	7.52731	7.22851	23.99231	7.70705	8.35044	10.31672	1185.06348	55.88443	58.32599	10.36957	7.29748	7.37546	1.00000	1.07493	42.55673	7.96870	7.25965
76.11996	9.02539	12.80845	22.72432	11.24325	6.81422	11.12018	1123.90961	33.73284	68.64739	5.58800	7.11001	8.17698	0.00000	0.06463	66.05351	6.76239	5.96798
145.18333	7.81522	6.89852	6.16046	8.84042	4.47954	-37.9	1063.60871	38.61600	39.57163	5.51817	8.43226	8.09789	0.00000	0.03663	38.26106	4.88641	9.30000
91.61356	9.47735	6.27076	16.39147	8.37320	7.71672	26.44931	1192.82142	54.62518	66.02462	7.05016	7.23580	6.34538	1.00000	0.07951	35.56602	7.44001	8.96790
-88.3162	11.44805	8.20000	16.20434	6.78045	7.61045	42.24113	1159.75455	76.02348	55.17721	8.04383	7.80236	8.22783	1.00000	0.16570	64.30982	9.14826	9.26071
86.59611	6.20731	7.15007	14.20626	5.25467	9.65465	25.87498	1127.20474	48.67897	32.90774	7.85502	6.92531	5.42944	0.00000	0.11272	46.84743	7.22677	8.86179
71.57737	8.27765	7.55049	17.29699	7.51720	6.24651	21.53889	1151.57657	55.60537	31.26781	9.50619	5.90098	8.33816	1.00000	0.46525	37.30264	8.47731	7.73811
-2.98884	8.28212	6.19624	9.61141	6.07723	4.99523	43.32686	1111.62689	43.68408	24.39048	10.12458	8.62818	8.43426	1.00000	0.82322	42.47206	8.73165	7.24173
18.69303	8.62556	6.05774	6.90954	6.55866	7.13933	12.18441	1130.29978	60.24605	69.36304	9.86722	7.90543	6.98581	1.00000	0.66488	58.11176	8.99927	8.16721
27.25	9.66379	10.02471	9.66868	9.63612	7.81921	42.7	1070.58439	64.51841	39.97881	8.13653	7.78213	7.43580	1.00000	0.12470	51.36043	6.34008	8.68519
-8.2503	5.51799	7.71537	22.32438	8.17279	9.51648	37.08819	1058.49311	43.31775	41.75218	9.15591	7.14229	6.41395	0.00000	0.36081	58.34954	4.61114	8.42274
56.36091	7.86329	8.13420	3.79372	5.51163	8.19460	51.78771	1055.30144	41.56609	35.97428	9.40386	7.65644	6.93748	1.00000	0.45265	43.55163	5.77045	6.04023
120.97844	9.85241	4.73316	22.72387	6.78758	6.68002	14.8361	1052.86730	50.66897	55.65688	7.87627	5.97034	7.79566	1.00000	0.15273	34.53444	7.43252	6.43906
150.99292	6.72606	9.05139	22.59157	7.30030	8.98449	-33.75881	1095.65300	62.32863	64.87684	10.68405	8.39688	8.68658	1.00000	1.43804	38.36860	3.31584	7.56796
11.32903	7.46890	6.09389	21.86253	4.15685	6.32562	50.9803	1065.51546	43.09429	46.30479	10.16662	8.61711	8.32013	1.00000	0.88137	59.97474	8.48347	7.63677
128.63083	8.94969	3.88345	-8.10922	5.20023	6.71046	36.82167	1073.19305	57.96239	59.34159	8.26046	6.75188	7.69295	1.00000	0.13309	57.39867	9.68318	8.08955
72.93924	9.09142	9.47073	1.82088	11.20814	4.76226	18.87813	1132.56061	39.28402	65.99658	6.07449	7.44735	6.71723	0.00000	0.04784	65.56255	5.19166	8.68590
-117.29198	8.55801	7.78205	20.12269	9.64445	5.81514	33.03699	1173.31326	38.90186	52.82944	5.46751	6.22899	7.28708	0.00000	0.03721	41.16022	5.51962	6.88964
114.10479	5.57700	10.21715	17.81816	8.97064	11.45179	22.37066	1060.79681	57.52357	44.55183	7.71473	6.82018	6.36720	1.00000	0.13787	46.17591	7.34579	9.34740
65.27258	8.12334	7.45667	7.56444	7.38098	7.91411	58.04254	1122.32568	72.06836	46.97356	8.64598	7.13797	9.61495	0.00000	0.20697	44.30071	5.21167	7.72021
-83.55521	9.88430	6.73461	34.66902	7.64369	7.05096	41.66394	1125.76649	41.55068	53.71423	10.49907	9.26106	7.92502	1.00000	1.18201	42.99013	8.34057	6.87468
-115.98391	9.88204	8.48623	3.44667	5.12209	6.60490	36.20829	1126.66383	25.57786	50.62604	8.52053	8.74961	7.67632	1.00000	0.20806	64.74412	4.01320	5.95796
65.27258	3.54483	8.59186	14.77902	5.70157	9.82644	58.04254	1183.73395	65.27405	66.90979	9.93662	7.77554	7.82438	0.00000	0.68403	35.37551	5.71639	7.53811
112.73333	5.56168	3.08936	23.85672	3.55428	4.63390	38.40917	1094.34239	32.85061	42.93276	9.53364	5.78438	7.77122	1.00000	0.50622	43.79885	8.70287	8.67633
-103.42897	8.64413	7.30662	11.94876	7.84348	4.97645	20.28527	1073.08069	44.46558	36.00817	8.69181	7.36421	8.27771	1.00000	0.22892	44.65081	9.52821	9.39008
43.38531	11.08942	5.69363	23.32604	8.23162	7.84239	9.89206	1171.20700	52.95433	46.90785	6.06357	6.44817	7.07424	1.00000	0.04908	28.08103	8.62060	6.85919
-122.23484	9.22289	5.62303	32.03525	7.36827	7.02658	47.38093	1170.07248	79.38904	34.58575	7.57025	7.11827	6.68611	1.00000	0.12097	70.37846	8.44118	8.60533
-0.36053	8.92341	7.56333	20.82129	6.24786	4.66201	51.64316	1077.70944	61.11711	42.50650	8.87367	7.77270	6.94031	1.00000	0.26550	43.24870	9.02853	7.06168
89.11943	7.82250	8.93753	6.87245	4.76006	5.63840	23.9028	1083.24401	42.32793	48.16476	11.53258	7.13048	7.37479	0.00000	3.33681	58.40815	5.65492	8.77907
68.75915	8.29622	6.94925	24.40691	7.05322	6.54491	27.52948	1098.60415	39.31113	28.88243	7.44221	7.14066	8.88449	1.00000	0.09668	63.10322	7.66859	6.60973
-73.75335	7.66199	6.53263	10.64039	5.04163	4.98070	45.4473	1061.62498	30.08638	40.96475	9.52418	7.83017	6.94441	1.00000	0.48121	57.44056	9.42537	6.73679
-2.77259	7.36171	9.71573	19.30216	5.78788	10.94418	37.49073	1075.56236	66.29151	26.15309	9.37835	7.78006	6.30416	1.00000	0.44569	59.23466	5.48586	6.10970
-13.68778	9.52438	10.86530	25.42137	8.61944	7.14329	9.535	1098.58129	47.93048	86.20653	5.91530	7.39851	8.99273	0.00000	0.08067	41.58569	7.79919	6.41560
9.5926	8.83796	7.80278	7.54655	8.58992	6.21064	52.86147	1193.81188	49.12572	39.20744	6.27406	5.65668	6.32128	0.00000	0.08409	78.95198	5.72999	9.05000
29.24152	7.71810	3.62531	15.99718	5.08585	7.61839	-26.93366	1061.08715	51.24137	49.53720	7.23692	6.42594	8.54690	1.00000	0.08796	41.13511	7.90156	7.61813
113.82465	7.14822	5.98348	26.90000	7.30162	5.31278	23.29549	1192.46103	59.61631	42.45702	9.17997	7.07164	8.70838	1.00000	0.36241	16.59952	9.50452	6.72672
-76.99081	7.89046	8.53874	-0.06427	7.50561	7.10619	38.96372	1069.57580	43.64134	47.93628	5.99395	7.83606	8.57717	0.00000	0.05884	50.30029	6.55221	5.75886
7.02238	3.63925	10.09547	21.21832	5.52646	10.10721	52.21099	1065.44065	74.30181	72.13171	10.44222	6.48619	7.23307	0.00000	1.14326	65.50744	6.50173	7.13099
10.58082	8.30487	5.14584	15.31016	4.96678	6.37067	35.72917	1113.08746	53.00807	59.62196	10.10375	7.13699	6.44242	1.00000	0.85169	45.04557	9.07578	6.92373
171.25364	7.15299	8.45809	5.18807	7.72693	9.67314	-44.39672	1147.82963	51.13781	54.50255	6.08243	6.52952	7.55696	0.00000	0.05681	32.54195	6.25166	7.64554
38.66667	6.75923	8.95485	19.20047	8.32572	9.41246	-6.25	1191.04874	48.00540	47.56548	10.94665	7.77953	7.81851	1.00000	1.86777	25.81537	4.31850	10.20808
38.15035	8.70124	9.19366	17.15185	6.25987	6.13683	49.41029	1153.11746	45.18843	55.72238	12.52413	7.23597	6.53010	1.00000	8.85626	41.55655	10.85785	6.96089
-63.13414	8.39140	6.20304	15.73208	8.90510	4.09027	46.23899	1192.68579	48.14037	52.26688	6.53127	7.06627	9.37236	0.00000	0.07033	50.19484	4.68409	7.83584
136.51667	9.09126	5.61251	-6.54914	6.27884	6.16423	35	1075.33720	47.40791	41.01617	8.71842	7.82160	8.91388	1.00000	0.20670	53.67202	8.65918	9.18160
76.12647	3.76420	8.38963	27.03633	5.80414	11.18578	32.55531	1103.98068	54.38044	29.94455	8.29687	5.35822	7.79615	0.00000	0.14256	30.69388	6.94687	8.28669
-3.53261	9.30739	4.06062	1.71282	5.50799	6.50589	40.42386	1173.77342	53.79608	60.21693	7.97417	7.13991	7.00451	1.00000	0.13662	41.20847	8.22835	8.34867
101.44167	8.60480	8.65136	27.08087	8.76540	8.13225	0.51667	1146.44665	40.31844	52.33662	6.56790	7.12942	7.56007	0.00000	0.04937	50.04120	8.54327	7.49732
86.68363	8.19070	6.78532	12.30169	6.94947	6.23723	23.49668	1156.85314	39.22108	33.09069	8.46020	9.06006	8.16579	1.00000	0.18416	65.24628	8.27433	7.96189
19.27498	9.44920	6.82295	14.89933	5.97299	7.45868	50.20528	1115.54997	66.58655	35.34286	7.77793	5.88705	7.50999	1.00000	0.13457	43.94882	7.75083	7.31242
4.69889	9.32498	8.16681	15.97418	7.14011	5.71716	50.56149	1106.96034	50.11059	57.07109	8.76349	8.35287	7.87169	0.00000	0.23727	48.02162	5.12502	6.11414
55.4504	8.56607	11.01530	2.15573	8.71838	7.32892	-20.88231	1168.51255	44.15567	55.36334	4.67307	8.14209	7.36821	0.00000	0.03756	29.83106	7.45886	6.87453
-82.90375	11.11389	7.13128	36.46451	7.78641	5.71029	32.54044	1064.90424	49.77405	44.00657	6.96274	8.20523	6.88075	1.00000	0.07907	37.29118	9.80907	5.73130
38.15035	7.88332	6.60306	16.68783	7.38210	6.61710	49.41029	1130.71879	42.65765	23.33686	8.18342	6.96467	8.47184	1.00000	0.16555	55.87401	8.35125	7.16599
120.82747	10.20283	8.41988	7.12488	7.40458	8.27123	37.30553	1144.24750	66.46920	45.65088	6.85120	8.93743	7.70963	1.00000	0.05978	56.96078	10.24702	7.29847
-100.44843	11.03361	9.60530	35.41731	5.21384	8.29689	20.74122	1141.65196	83.20859	24.93301	5.46426	8.14878	6.51674	1.00000	0.04153	49.22787	7.60282	8.40161
-82.42491	7.56175	6.51585	9.72992	8.08622	6.46908	42.97086	1186.34082	63.01802	52.45707	4.15229	7.24773	6.71791	0.00000	0.01557	60.10733	5.75639	7.19736
-48.67028	10.29380	6.39961	5.35195	7.23844	6.80318	-28.24	1176.18412	50.50291	17.31820	11.07537	9.51216	7.73644	1.00000	2.09441	60.23038	8.14376	7.39075
-51.87389		8.94505	17.14350	4.14436	7.84843	-23.44361	1080.77493	74.60496	42.09904	9.57128	8.69278		0.00000	0.51271	57.58033	3.93879	8.74857
18.84		9.66506	0.43450	6.57367	8.94856	42.28639	1099.74237	56.94600	60.52362	10.25387	7.26170	7.56590	0.00000	0.94845	68.06839	5.81299	8.00614
65.27258	10.50124	9.23458	14.60400	9.48887	7.07874	58.04254	1154.52351	41.30095	51.43292	7.76734	5.94524	8.00727	0.00000	0.11794	56.16141	7.05641	9.60968
2.1699	7.47173	9.36135	38.17644	6.56991	9.86937	48.98994	1197.53911	51.53642	38.10987	7.58421	7.03106	8.53759	1.00000	0.09157	58.29036	7.18142	6.75061
-95.44744	5.82527	9.56335	5.50427	6.98896	9.69132	29.53885	1180.94706	46.52426	55.05715	7.50322	7.42559	9.08652	0.00000	0.12491	62.78055	6.50466	6.14356
-1.86343	7.99135	5.22421	17.78379	10.14309	3.54387	38.10558	1082.27447	55.87199	57.22951	6.34637	6.13641	8.14317	0.00000	0.08642	67.70232	3.08043	7.07180
-63.13414	5.17025	8.29194	16.29924	5.28116	9.75559	46.23899	1179.61834	56.04092	70.07574	10.10435	6.83666	6.49012	0.00000	0.84209	48.96764	6.28172	5.61827
8.73812	6.23039	8.34186	35.26918	6.04814	10.71477	41.91886	1074.44496	40.07237	60.26640	9.90057	7.95623	6.51744	0.00000	0.67799	34.25132	6.71089	8.22957
