TEMP	O3	C2H3NO5	CFCs	CH4	Pb	NOx	SO2	PRES	latitude	CO	warning	PAHs	NH3	PM2.5	PM10	longitude	H2CO
31.61898	8.05343	0.35287	59.67591	9.88615	45.91026	8.14689	9.42613	1136.85401	50.79205	7.51505	1.00000	8.79146	7.41380	8.42263	8.00610	-1.08593	46.20731
3.00257	6.72681	1.14624	50.02049	9.67332	52.63851	5.75126	5.72111	1129.72437	61.72744	8.84710	0.00000	7.24112	8.14680	8.72508	9.57906	17.10558	56.18630
14.62557	7.16579	1.01541	44.84871	9.97915	50.46247	5.79489	8.82499	1052.61624	41.15612	11.64681	0.00000	6.77249	10.17060	5.98674	9.34223	1.10687	38.81300
7.99387	8.48414	1.24310	31.36113	7.81990	66.08420	5.95086	8.03028	1121.43499	43.35071	7.24456	1.00000	10.56752	8.16388	11.05801	9.64307	46.10925	46.99441
8.25949	5.55278	0.12484	32.28720	6.91007	40.00582	7.29043	7.55631	1104.47471	8.56697	8.72708	0.00000	6.77186	6.41749	8.38978	4.65221	123.33471	59.36822
-0.35875	9.02037	0.13509	51.27225	5.46948	48.46746	7.16230	6.08192	1125.44229	41.57439	8.00244	0.00000	5.30916	5.34771	7.38164	1.23352	24.71204	40.07878
18.49180	4.99397	0.24441	40.73234	8.18938	74.23935	6.89631	5.53109	1197.11847	5.30383	8.04136	0.00000	8.00599	5.50200	7.24023	7.55236	-1.98956	54.95192
18.23981	6.86956	0.10908	45.89277	5.99779	55.47241	7.40660	8.31867	1189.30301	51.21667	8.18478	1.00000	7.90217	5.53998	7.20342	4.64345	6.26667	37.05561
4.80497	5.31828	0.18812	66.91980	7.46211	48.97664	8.57488	5.43588	1117.95983	-37.9	9.55781	1.00000	6.47392	9.69848	9.74099	6.42121	145.18333	40.68628
8.09908	7.08654	0.18359	46.66820	9.14814	73.14087	5.86054	8.71144	1180.01128	51.21667	6.79186	0.00000	10.66300	4.41464	11.35222	6.90870	6.26667	44.37187
6.83769	7.18612	0.17159	32.14874	6.44466	58.76394	6.15521	6.92824	1137.46767	38.40917	8.10672	0.00000	9.63664	6.91272	9.57694	7.12496	112.73333	32.20294
13.95285	6.74769	0.19285	23.54099		68.75919	5.60457	8.61044	1056.13263	47.30997	8.26595	0.00000	9.93306	7.58962	9.49000	7.04628	8.52462	58.77539
9.97439	7.89438	0.73463	62.37664	7.32803	68.72618	7.55691	9.51778	1182.11315	59.37722	7.93239	1.00000	9.19132	5.80851	8.83597	9.11853	28.19028	50.34497
27.86527	7.59278	1.08063	69.44003	8.79497	69.29458	7.21038	7.32568	1198.44720	57.47908	8.69276	1.00000	9.13571	6.78208	9.73270	9.51437	-4.22398	33.79607
4.04619	7.94146	0.20100	20.64928	5.22822	52.29511	8.88277	6.34436	1112.52348	43.11667	8.97947	0.00000	4.17535	5.84023	8.45333	5.99026	1.6	57.65836
11.89033	7.43943	0.39175	34.68821	7.82509	64.35257	6.76966	7.03784	1061.95631	33.3213	9.84374	1.00000	7.30799	7.29760	8.96262	8.32288	130.94098	58.58295
6.01867	8.25903	0.29672	67.65889	10.51739	61.41284	6.95413	7.17602	1195.49672	36.76775	12.46599	0.00000	7.53672	7.10964	7.44825	8.13215	2.95924	53.14582
10.06632	7.03997	0.27093	45.64076	7.05322	32.14112	5.14135	7.77535	1104.06946	40.72586	8.07806	1.00000	5.58557	9.35249	9.85658	7.28479	8.55552	42.52381
17.39545	6.67783	0.59973	74.01998	10.57519	45.40517	6.17504	7.14840	1103.45447	-29.2975	8.24782	0.00000	8.92624	7.34763	9.59596	8.54891	-51.50361	44.59004
2.44974	8.74142	0.12293	43.72979	2.80586	30.71394	7.31161	7.97961	1091.48933	16.0438	7.76972	1.00000	4.67215	6.60100	5.03261	5.24715	120.4861	45.35628
7.73826	5.83798	0.07776	45.32535	7.08390	55.93508	7.07847	7.12205	1100.62628	29.84576	10.98373	1.00000	2.89864	7.93987	7.21377	4.79616	-90.10674	48.04840
18.25827	5.67255	0.14309	58.91995	3.67103	46.54207	6.09632	8.20200	1149.48612	18.51957	8.28321	1.00000	5.26336	8.36595	7.04173	6.60717	73.85535	30.00283
22.20620	6.59513	0.40735	58.07476	6.94743	63.99409	8.00309	6.20187	1111.21225	35.61452	8.78000	1.00000	9.55783	7.01140	10.43802	8.26014	-88.81395	57.26551
15.34163	6.18543	1.07381	53.77616	8.37512	58.66368	7.57815	6.31036	1081.33873	43.11667	9.05528	1.00000	7.46609	7.03534	8.70321	9.47936	1.6	52.79216
19.42366	8.77965	0.16495	36.62996	3.08052	54.13800	6.64182	6.58611	1079.00544	-4.42472	6.02671	0.00000	10.70643	11.20617	11.42681	4.66566	-41.45861	57.89134
23.69144	7.95193	0.53900	41.72184	8.61903	43.81426	7.14322	7.19012	1101.21022	20.88953	6.89910	0.00000	8.81454	6.88912	8.66292	8.49142	-156.47432	50.28920
26.59164	7.31226	0.30646	46.63033	6.82415	57.54409	6.37692	7.59001	1050.48841	35	6.99643	1.00000	7.23012	9.26131	8.24582	8.10653	136.51667	46.48318
7.53192	6.35432	0.15409	45.84128	9.05770	70.48768	8.15498	5.75878	1155.98089	51.03427	9.48026	0.00000	10.55737	7.88787	9.79390	5.62430	5.37429	52.75529
7.38849	9.52732	0.39814	44.25930	5.66079	66.75640	6.03211	7.60550	1094.17753	27.9247	8.54165	1.00000	6.10163	6.17939	6.65730	8.23281	78.40102	54.07945
21.86967	7.47833	0.31283	70.94748	10.54819	29.03174	7.04104	5.29000	1156.18474	-19.65	6.45753	1.00000	8.80396	6.97980	7.06795	7.64619	47.31667	60.14427
29.42173	8.06374	1.67762	68.16162	8.83671	28.01171	5.93710	6.29647	1164.40977	51.65	9.35023	1.00000	7.14788	6.74800	8.35663	9.95504	-0.2	46.81375
42.16415	4.45010	3.16325	45.23408	11.12759	49.45113	7.85566	6.33407	1076.29855	29.53885	7.44867	0.00000	6.98175	6.44957	6.95730	10.62224	-95.44744	36.64028
7.38955	6.91926	0.11056	32.34437	5.37543	67.39761	8.90369	9.21509	1131.43865	-7.01833	5.53301	0.00000	6.65532	4.94360	7.71139	6.76215	107.60389	27.58065
7.11982	7.88475	0.37366	31.85164	7.34442	55.15470	9.11556	7.63202	1141.96489	38.40917	8.15666	1.00000	6.15473	9.14977	6.65734	8.15151	112.73333	57.31993
12.02687	7.43775	0.21099	36.52731	5.41252	79.82141		4.43017	1141.05582	-8.43333	8.59028	1.00000	5.42780	8.35866	8.37192	7.26116	114.33333	34.28961
29.76418	7.25197	0.15996	54.68429	4.74350	50.18848	6.69856	8.18581	1151.28404	14.46693	7.79657	0.00000	2.84347	4.09876	5.05293	1.31619	75.92694	49.52469
-8.28584	8.94404	1.46577	40.08164	8.38097	66.70401	5.96409	8.34163	1079.89239	42.8139	8.50397	1.00000	9.64446	5.56071	10.00090	9.87953	-1.64295	33.74181
20.30244	7.91401	1.18451	61.01925	8.97725	72.82391	8.69735	8.07319	1192.85933	-6.48167	5.71290	0.00000	7.96240	7.87691	7.72560	9.61892	106.85417	28.58478
36.75752	6.52104	0.54280	44.78956	6.13858	41.27445	8.57218	8.62905	1131.45463	53.81667	8.87158	0.00000	10.69700	9.17651	11.86046	8.64876	-3.05	55.22229
14.72143	7.77091	0.25761	84.57851	9.70948	51.96829	6.96807	7.72735	1181.54060	53.16167	7.83617	1.00000	10.63735	6.41739	9.70990	6.14819	6.76111	54.28784
15.17562	7.18373	0.04798	54.51701	5.46830	46.72069	7.89488	6.01038	1111.79614	6.84019	5.22116	0.00000	5.44384	4.49647	8.22022	5.04755	79.87116	71.95331
2.42444	7.37553	0.43427	59.44594	6.50272	71.40299	6.59060	8.29290	1118.42278	42.16808	10.77110	0.00000	7.25977	10.20341	7.63793	8.36762	-88.42814	23.45908
24.84960	8.56096	0.14507	76.74316	5.79878	24.15859	7.11323	5.94415	1160.88946	34.9	6.21140	0.00000	5.79379	4.35278	7.11346	4.28464	137.5	34.09389
18.52490	7.04812	0.15770	74.03966	5.01361	37.58461	7.96577	5.08085	1141.76855	45.44694	9.08599	1.00000	6.52906	8.58246	9.20713	6.08999	8.62118	49.03111
6.80146	6.82387	0.15331	36.23382	8.60051	71.62071	6.33263	8.66728	1138.25500	25.80565	9.56255	1.00000	8.25525	5.49728	8.70548	7.03696	68.49143	45.17599
37.34316	7.16355	0.59556	29.78317	10.20027	62.69028	7.16994	8.96112	1156.74057	51.39323	11.02075	0.00000	7.07216	8.43044	6.81311	8.75536	0.47713	42.84914
10.51925	6.35742	0.75641	43.16232	8.46062	49.70558	6.51992	6.23483	1178.50763	-4.26613	9.44807	0.00000	8.32388	8.38894	8.82543	9.06915	15.28318	46.38383
23.73722	8.50012	0.11006	51.05462	4.47227	51.24668	8.14403	8.55744	1080.64603	-29.2975	7.92687	1.00000	4.93464	7.60105	6.74376	6.31903	-51.50361	47.97098
9.50228	5.57454	0.47515	54.85946	8.64638	50.37865	7.14365	6.77092	1068.94918	41.85059	10.69803	1.00000	7.13595	3.13291	7.96463	8.42430	-87.882	52.13072
16.25511	7.98613	4.39568	54.11405	9.46142	66.79580	6.63137	7.86195	1108.66731	51.78967	5.04313	1.00000	9.18521	7.78742	7.65353	10.97463	1.15597	68.87793
-4.56663	6.62029	0.08676	20.72118	8.35072	39.87821	4.26622	6.61249	1174.12757	10.20898	7.86273	0.00000	11.73000	7.39758	10.35679	6.18912	123.758	13.41394
25.57841	6.16361	0.14703	29.55022	6.09445	39.52642	6.53401	8.26075	1070.70304	33.45122	7.95464	1.00000	5.21522	8.12646	6.73768	5.85063	-86.99666	48.61223
21.37735	7.12517	0.66926	40.60214	9.07572	41.14676	6.95760	4.94762	1147.66947	42.16808	5.64456	1.00000	9.76720	7.12618	8.20993	9.00932	-88.42814	58.41118
7.76283	8.69410	0.19258	64.91634	10.71030	27.59167	8.08532	9.37653	1138.19433	32.87533	6.47266	0.00000	11.46352	6.78007	10.08537	6.90452	71.57118	64.88700
34.06533	7.43594	1.55500	25.70718	9.23262	39.69520	7.30114	7.03494	1107.51138	41.85059	9.90093	1.00000	10.43410	6.12702	11.72721	9.86758	-87.882	70.23847
8.52099	7.19100	0.10324	31.69618	6.64618	60.73781	5.33682	6.45408	1120.83435	-19.32556	10.38867	1.00000	4.93884	8.04835	8.71969	4.87264	-41.25528	37.22115
8.86670	7.20853	0.14479	56.16086	5.56980	68.86573	5.98622	6.09432	1074.84436	40.66482	7.99356	1.00000	5.54937	8.12366	9.40685	5.38074	122.22833	42.12492
10.80641	7.62717	0.44025	51.70930	9.91219	28.89238	6.14778	7.25859	1167.04329	42.06166	10.56468	0.00000	9.07437	9.28120	9.24492	8.44341	-1.60452	51.90617
-6.82748	4.54468	0.16572	44.02278	5.44246	65.72242	7.11403	6.38130	1177.17806	6.33444	6.43547	1.00000	8.19827	6.60885	7.01133	6.64476	124.95278	47.28368
15.51261	7.97424	2.81966	58.49891	8.57175	55.61713	8.00484	7.98645	1152.77299	20.88098	8.80931	0.00000	6.53350	8.04100	6.37759	10.52236	75.11937	41.82291
35.83713	8.03652	0.12877	46.92210	6.89086	84.77690	7.06674	5.76448	1090.63864	51.88333	7.33523	0.00000	3.13775	4.33171	7.21514	3.13234	8.51667	30.34806
29.97587	7.74722	0.98588	43.11867	8.19092	53.15875	9.89987	7.59768	1142.55154	43.61058	6.05222	1.00000	9.96541	8.12368	9.32234	9.34824	1.33467	63.11374
22.09608	7.36728	0.45159	51.48369	5.81968	75.40980	7.15340	7.51552	1145.53694	47.98372	6.80217	1.00000	7.68606	7.96204	7.50107	8.33522	10.18527	44.32749
-0.47504	7.39076	0.23570	44.39793	10.48086	87.27479	6.82582	6.60488	1173.95500	42.8139	9.38185	0.00000	9.55804	5.00907	9.81191	7.79936	-1.64295	58.06761
26.60134	8.18260	0.14350	45.65942	3.93387	49.67798	6.83277	7.54290	1174.77301	44.75874	10.33268	1.00000	4.77405	8.03108	7.54266	5.04727	19.21437	59.87484
6.38000	6.65031	0.86348	48.50248	8.77426	75.38406	6.66332	8.90927	1078.22483	47.05	5.84699	1.00000	9.29623	8.07574	8.32277	9.21328	15.46667	58.68989
6.57060	6.16325	2.58667	59.00855	10.01893	48.36338	5.17379	8.47893	1149.96593	51.65	6.86580	0.00000	7.45782	7.36730	7.34563	10.42947	-0.2	49.49776
25.10550	6.16490	0.19650	52.44042	7.54643	62.80100	5.87225	7.57008	1088.47235	23.15678	10.36958	0.00000	9.40454	9.85355	10.14441	6.55171	-81.24441	65.18756
15.82165	6.95963	0.15977	25.87606	4.95104	56.41212	5.49745	6.82609	1089.00099	5.30383	9.03635	1.00000	5.78915	8.22778	7.83083	5.52004	-1.98956	63.05404
-1.81071	5.99483	0.13550	66.57379	6.69159	65.45021	6.48595	7.37920	1174.96616	55.54028	7.21337	1.00000	6.74287	8.15346	9.06479	4.52198	89.20083	44.92059
	8.39500	0.17060	50.62283	6.25716	53.83279	6.99038	6.78674	1159.96726	-6.91806	6.35318	0.00000	10.18398	6.66505	10.07914	6.28880	106.92667	56.00113
24.06051	7.50691	5.89068	23.90806	8.24329	86.68355	8.95701	6.87676	1098.91361	35	9.37867	1.00000	6.93405	2.42032	6.94866	11.26904	136.51667	53.00663
11.29740	6.07541	0.58574	62.45478	7.48452	59.56343	7.52368	6.01441	1117.43909	52.47774	5.53101	1.00000	7.90762	6.91153	6.27641	8.61553	10.5511	51.15615
18.56755	8.37130	0.16123	41.30242	5.93698	68.55781	6.75886	7.75200	1111.27440	51.38673	7.51819	1.00000	4.34436	7.93816	9.37083	3.94474	0.30367	68.13982
32.33592	7.86306	0.44556	31.83001	6.92455	62.23892	7.28958	7.35481	1164.29456	49.03685	6.41209	1.00000	7.82231	5.92058	6.53380	8.48898	8.70745	49.21154
10.31546	7.74640	0.40609	53.77779	8.76727	48.60821	7.71081	7.26158	1058.13688	39.00622	8.90659	0.00000	8.84203	8.87358	9.02963	8.27197	-77.4286	52.33561
19.64703	5.68577	0.19582	72.46857	8.76019	41.95368	9.28940	7.14772	1065.13540	41.55838	9.15347	1.00000	7.56505	3.88738	6.90697	6.62886	-81.56929	49.80283
10.25541	5.22311	0.56554	34.06736	5.84742	38.05535	7.79876	6.19099	1163.99769	6.33444	8.76824	0.00000	4.96717		8.94375	8.60646	124.95278	47.95239
20.33912	5.08386	0.13374	29.88695	8.23589	53.33657	4.86989	6.42531	1089.52944	44.43579	11.11635	0.00000	4.78393	6.27806	7.36768	3.29666	26.01649	63.59992
32.11692	7.96985	1.28345	44.08016	8.31941	54.04242	7.33052	5.78222	1154.39638	43.86682	5.18308	1.00000	6.98334	7.72122	5.49357	9.64817	-79.2663	46.53210
-8.77079	5.88522	0.09158	55.53713	7.12025	38.38329	7.05721	7.64281	1197.74818	37.95143	7.01156	1.00000	6.64731	8.02803	7.49301	5.04887	-91.77127	52.40368
37.60332	6.06563	0.23455	55.69141	7.11310	49.76499	6.03008	6.10081	1125.41225	0.46005	7.22301	1.00000	7.30529	9.84770	9.41917	7.25834	34.11169	44.16807
-1.63047	7.74942	0.15508	41.97892	7.16863	41.13715	7.97277	7.16691	1084.21993	43.31667	6.38238	0.00000	7.37785	5.47642	7.34791	4.39628	-2.68333	53.71374
25.65316	5.80602	0.12193	44.55064	10.07004	51.24719	7.40419	6.84870	1063.71821	51.39323	12.85955	1.00000	9.34114	5.88697	12.35121	7.35494	0.47713	70.57537
3.65932	7.13324	2.29985	71.80068	10.36109	54.27625	7.43388	6.92140	1104.76310	5.30383	9.60713	0.00000	7.17757	6.66466	7.42185	10.30058	-1.98956	22.28262
26.63447	7.25972	1.47147	40.24190	7.27715	90.90816	7.56453	4.23545	1054.56343	37.49223	11.17611	1.00000	8.46952	4.59798	10.87042	9.82339	15.07041	60.32217
5.08332	5.94626	0.35900	38.20111	7.29670	62.52498	8.01383	7.07477	1181.14158	36.65	6.50279	1.00000	8.81259	6.77212	7.61417	8.02943	138.31667	56.41922
21.17672	8.67660	0.15305	36.01337	5.23421	68.50737	8.12329	6.72402	1053.66243	51.40944	5.89545	1.00000	6.37194	8.47345	9.63446	4.84003	46.04833	41.81785
18.99479	7.70428	0.13840	42.33524	7.93734	57.70048	7.13396	8.72990	1113.01504	28.90054	9.93082	1.00000	9.69597	7.52894	11.03991	5.25805	-81.26367	56.63443
25.75341	5.73843	0.85800	48.18063	9.15136	51.26435	7.77150	7.66208	1057.56444	51.4781	6.54963	0.00000	8.63509	6.91666	8.97613	9.24360	57.3552	73.12044
10.34044	7.42610	0.11899	35.96583	6.16334	49.45446	8.17486	7.93941	1127.02921	36.27462	9.28786	1.00000	5.40936	8.37027	6.99569	5.69853	4.85668	40.51131
20.98317	7.88726	0.21444	46.20351	9.99779	52.56747	6.07095	5.32669	1174.54827	54.90083	8.53597	0.00000	9.90122	6.42114	9.22720	7.19816	38.07083	42.38447
25.64243	7.48567	0.17886	46.66783	8.91480	40.51987	7.90636	6.96287	1182.38852	13.73417	9.77585	1.00000	8.31773	6.35952	9.29418	6.89029	-89.71472	33.72183
20.97898	9.02114	1.48024	23.56322	9.70421	44.24932	7.22597	7.81070	1125.97601	14.53767	5.51849	1.00000	8.68193	7.16734	7.07677	9.81645	46.83187	44.17861
8.21184	7.18819	0.45802	48.70410	10.23880	83.69162	8.82697	7.93384	1054.69237	53.16167	8.37443	1.00000	10.14385	4.21812	9.28309	8.26723	6.76111	49.97718
24.56333	5.74596	0.45622	39.28920	6.82533	65.54777	7.47559	8.87136	1166.66776	34.5624	6.82547	0.00000	9.22707	6.30356	8.50004	8.37060	38.28402	53.94784
30.22881	7.79308	0.03862	56.43018	8.33005	42.69082	7.97884	6.21106	1198.11622	-7.01833	9.24003	1.00000	6.14697	9.26372	7.95562	5.48979	107.60389	68.20350
12.25635	6.93789	2.00442	65.69597	5.73365	52.51949	8.41579	7.70167	1169.62107	23.5654	7.46726	0.00000	6.45305	10.71829	6.35066	10.17117	119.58627	50.79661
41.34250	6.47275	0.14143	42.36460	6.93271	59.61849	7.48477	6.67627	1079.56921	61.72744	5.49947	1.00000	4.83561	7.24192	6.11451	4.29557	17.10558	43.33802
4.81396	7.19817	0.18199	43.65563	5.63827	60.07752	6.25838	6.47050	1192.50556	32.5007	9.52215	1.00000	5.02171	8.86282	9.04507	6.94554	-94.74049	52.92667
3.62996	7.31541	0.08888	39.11810	5.97955	44.30934	7.45152	7.13411	1118.46553	48.8222	10.37447	1.00000	6.27455	8.27078	8.58595	5.44001	2.12213	75.35381
22.25354	6.46833	0.16668	44.55928	7.10898	68.67692	8.74861	7.59556	1127.94822	40.42386	8.49730	0.00000	9.66203	9.07879	9.52552	6.58602	-3.53261	53.53553
18.09302	8.73796	0.08967	58.51985	6.30528	66.82534	6.59526	7.27695	1122.93374	34.14251	10.30258	0.00000	4.92901	6.31802	7.86461	6.47583	-118.25508	50.33987
2.78706	5.87656	0.13183	40.06456	5.95742	52.85295	7.26005	6.42389	1193.03502	53.00974	5.96671	1.00000	5.82128	8.18613	8.49535	4.88959	-3.05814	53.43971
18.57240	6.62945	0.09382	52.98334	5.01617	45.60474	7.70823	5.72448	1167.45745	15.46063	9.47769	0.00000	2.95417	5.58310	6.49433	2.17416	99.89166	
2.69555	5.99956	0.80638	73.12480	10.14651	51.78832	7.01818	6.25686	1198.76919	35	7.91877	1.00000	9.28936	4.69123	8.39308	9.07336	136.51667	70.05448
8.26664	7.92649	0.22003	85.09930	9.08132	63.38376	9.20997	7.15432	1100.20366	41.9001	7.30506	0.00000	11.56370	5.55837	10.25065	6.54310	-71.08977	45.85913
18.02058	7.58087	0.15362	33.28059	6.00336	79.61310	6.32390	7.07757	1077.37947	27.71809	8.75637	1.00000	5.78298	8.89364	9.66202	6.08200	-82.35176	44.51084
28.21926	6.19680	0.29220	34.84322	4.67015	75.14457	7.60729	8.46727	1179.27994	55.54028	7.79295	0.00000	7.74374	6.13827	8.89294	7.65479	89.20083	53.44180
22.36543	7.56083	1.96869	59.02735	9.86365	74.48349	7.67514	6.90403	1184.75274	47.83333	8.91714	1.00000	7.94807	4.96578	8.00877	10.15300	59.6	49.45746
19.89232	7.28712	0.12287	61.75937	7.73203	62.94541	5.37387	6.78926	1102.99456	51.4781	5.65664	1.00000	7.50151	8.44679	6.00826	6.47834	57.3552	46.29989
14.34957	6.46858	0.20223	37.49997	6.96734	66.33985	7.72912	6.80970	1101.32421	7.50251	9.39512	1.00000	6.99180	3.64363	7.19669		5.06258	60.24696
28.33146	6.97122	0.44908	57.39372	9.25113	45.78044	8.27159	8.53100	1091.16118	-28.24	9.13109	1.00000	10.11640	6.30062	10.69405	8.41870	-48.67028	39.59582
10.60726	8.47299	0.36973	49.61690	7.01843	47.39181	6.55559	7.73339	1066.50630	11.50526	7.00376	0.00000	9.25630	8.71697	9.12044	7.97347	77.23826	45.82464
6.89905	8.01195	1.50471	46.87199	8.01532	39.80688	7.92936	7.15809	1077.51659	52.66277	7.05472	0.00000	7.16084	8.60455	7.77710	9.86543	-2.01111	30.42329
22.95648	5.92797	0.12998	55.36802	5.83806	86.33441	7.01690	6.23422	1067.56413	42.35843	9.30386	0.00000	4.63697	4.98473	5.90280	2.19014	-71.05977	71.74231
5.49429	7.02101	0.28613	61.96256	5.42634	30.45551	7.37275	8.62392	1132.89689	39.32011	10.48075	1.00000	5.85253	9.34999	9.47195	8.05974	-76.51552	61.15366
7.36201	7.46135	0.87882	45.25771	8.58616	52.88654	6.83115	9.45779	1192.11781	14.95472	6.24871	0.00000	8.66216	7.35255	8.09446	9.28310	120.89694	33.69744
10.18456	6.31330	1.36110	59.95412	7.20641	55.17897	6.93110	7.59331	1059.73272	5.27247	10.94013	1.00000	7.60472	1.58965	8.48144	9.79284	-3.59625	66.61885
33.69745	6.05209	0.17451	25.76154	6.48275	41.31175	6.07584	7.46096	1148.38604	50.20528	6.63035	1.00000	5.32201	7.83140	8.69988	4.62742	19.27498	62.23727
7.10164	5.79554	0.10471	42.69612	4.40944	7.28229	5.23639	6.29871	1051.64472	-33.79176	7.56685	1.00000	5.12505	7.42154	7.15790	4.68248	151.08057	67.45156
16.20438	6.34011	0.88750	34.34021	6.48385	52.02900	6.27308	7.31653	1174.64952	-37.88333	6.09496	0.00000	8.21224	8.86872	8.05205	9.30941	145.06667	49.62895
16.99587	7.34016	0.21717	33.81295	5.46736	34.94680	5.85836	6.34630	1164.38612	41.75338	9.12604	1.00000	5.35102	7.63208	6.08392	5.41787	-86.11084	51.09575
4.15299	5.98708	0.38726	31.14086	4.94228	74.48767	6.89876	7.23916	1109.70384	36.20389	8.68402	0.00000	6.36483	6.15551	10.15854	8.24404	127.08472	48.90846
10.59682	6.81574	1.00422	44.44891	8.24124	79.51142	7.88229	7.85514	1073.32131	33.41012	6.87838	1.00000	7.57944	4.13597	6.03129	9.43288	-91.06177	59.71299
5.72933	6.18442	0.18313	44.08380	5.85339	59.41535	7.43579	5.59172	1184.19215	41.55838	6.75908	1.00000	6.48690	8.36007	9.35453	5.72702	-81.56929	44.51614
15.72512	8.71298	0.15634	75.39253	5.62838	56.20867	8.64128	6.57064	1120.82569	5.27247	10.31314	1.00000	7.22076	5.67421	8.72832	6.89470	-3.59625	39.82343
12.18345	7.86577	0.46991	53.68086	7.92926	48.17464	6.16546	6.78360	1101.57095	39.22493	7.19499	0.00000	8.65225	10.68370	8.38507	8.53597	42.85693	53.36296
31.04467	6.21411	0.22116	56.87857	10.04414	59.69273	6.55378	7.68276	1066.20873	20.88098	9.65370	1.00000	10.03627	7.00845	11.01461	7.38977	75.11937	48.72673
8.72004	6.99449	0.43759	59.79726	9.36765	53.13375	7.45676	6.96609	1190.90381	25.80565	8.25316	1.00000	9.61362	6.96850	9.61721	8.41464	68.49143	46.82785
9.10464	7.86135	0.26075	49.45375	9.81167	44.88822	5.35195	7.99347	1157.83128	42.55308	9.69812	1.00000	10.60910	5.88155	11.20695	7.63778	-87.93341	61.53543
2.87804	7.23939	0.75578	31.30708	9.28302	76.34527	5.78549	7.79373	1197.91526	34.25807	7.73724	1.00000	9.64846	6.36907	9.49255	9.07108	-88.70464	35.45206
17.77872	6.71220	0.88668	51.24825	10.30949	57.65016	5.98796	7.45865	1072.39679	53.0233	8.86914	0.00000	8.71136	6.14982	9.22840	9.26351	-1.48119	28.32644
5.88862	6.84164	0.16990	23.27385	6.76655	51.41020	7.66206	6.63159	1052.16397	18.18158	6.86401	1.00000	5.96088	9.43469	10.75512	6.20335	76.03889	68.70918
16.13267	6.65617	2.00164	57.97229	10.07879	56.39228	8.57607	7.96454	1085.13046	40.34912	8.80531	1.00000	8.53941	4.65388	8.47464	10.13077	-111.90466	49.77966
7.76664	7.46593	0.28750	30.27557	5.23125	59.25685	7.45832	6.81948	1109.26301	34.08565	7.62841	1.00000	6.14929	8.36507	5.31763	7.74534	74.80555	50.21831
11.55727	9.15166	0.07509	48.35205	3.47118	48.48466	8.39521	7.20230	1050.64151	26.18924	9.06687	1.00000	4.61142	7.82865	6.44176	5.43298	-98.15529	60.06345
24.13276	6.89365	0.21344	53.38500	5.24957	56.59500	8.28439	6.93410	1183.08865	43.61058	8.39723	0.00000	6.21656	6.10785	7.04770	7.39082	1.33467	45.58414
8.73478	8.74282	0.48031	19.70823	7.48052	55.73759	6.62791	7.58764	1176.99685	-20.87306	8.15217	1.00000	6.99611	10.11915	10.59407	8.32375	-48.29694	38.94490
22.84646	8.55614	0.15228	52.22274	3.41654	54.55793	6.45823	7.43308	1057.28010	49.28669	10.54189	1.00000	5.16290	8.43816	6.73339	7.17779	1.00288	48.71224
33.92437	6.67420	0.16969	38.20819	5.43870	58.89356	8.46120	5.86749	1180.40022	45.16024	7.71950	1.00000	6.58196	9.19597	10.19665	7.35511	-93.08883	53.16392
22.47255	6.49249	0.23177	77.64815	10.74979	53.47005	6.49187	7.98890	1058.07782	43.16547	10.38710	1.00000	8.77710	6.23342	9.34744	6.91501	-77.70066	53.52943
23.81796	8.70613	1.01521	52.64138	8.94081	58.92214	6.00478	7.36494	1101.51969	3.7278	7.20991	0.00000	8.24020	7.37546	7.66286	9.40100	98.6738	51.64847
26.83345	6.28100	0.14014	46.31484	7.58072	43.86986	6.89636	6.69044	1067.75267	-4.83	6.53480	1.00000	7.22632	8.28617	7.90635	5.78745	29.65806	28.44671
18.48560	7.61765	0.07101	49.65510	4.71975	52.28815	5.50507	7.72568	1163.78645	11.50526	8.02603	1.00000	3.99602	7.38834	7.43969	4.97614	77.23826	66.09203
15.02569	5.60050	5.78920	64.09547	8.16781	59.43742	5.77208	8.23834	1191.29587	-23.85972	9.09019	1.00000	7.63194	3.48872	7.91352	11.26432	35.34722	43.90165
26.50183	5.76412	0.16545	51.29298	4.68424	51.41379	7.09278	6.86006	1065.83706	51.40148	6.51332	1.00000	5.74519	8.10235	7.00963	6.69577	-1.32471	38.86994
17.22538	7.87913	0.19823	35.74509	6.47216	40.77381	5.59074	7.08470	1183.93785	12.35275	7.37961	1.00000	7.87497	6.64783	7.44346	7.28989	121.06761	50.48895
40.33601	9.24080	0.08079	33.09527	5.98112	51.50429	8.54588	6.47262	1075.79014	26.18924	8.26287	0.00000	6.20694	6.12684	8.43563	4.54693	-98.15529	53.58857
12.55114	7.15614	0.80133	55.68911	9.54428	82.58393	8.57559	6.37968	1172.94399	51.39148	8.50596	1.00000	8.09114	7.02119	8.55944	9.09891	-0.29825	43.24978
29.73394	7.39229	0.69771	69.89053	6.13372	51.70320	7.08201	6.96783	1174.42483	-28.44917	9.49854	0.00000	4.78539	5.82601	8.15063	9.02493	-52.2	38.66982
21.16357	7.97915	0.15829	40.51622	10.26779	70.21763	5.21882	5.61286	1105.61123	42.97086	5.63944	1.00000	10.65088	8.47618	8.84840	6.86787	-82.42491	54.90888
