CFCs	SO2	O3	PAHs	C2H3NO5	latitude	H2CO	Pb	CH4	NOx	PRES	PM10	TEMP	PM2.5	warning	NH3	longitude	CO
47.00755	7.08245	8.45032	5.96661	0.92632	34.9	39.13134	51.08256	8.33432	5.86917	1083.50712	10.01829	14.56596	8.66081	0.00000	6.36688	137.5	6.01688
34.30917	8.14787	7.59918	7.37037	0.07135	23.0072	54.38905	76.66528	10.95016	6.91262	1128.71188	6.84523	9.96202	6.57915	1.00000	7.22171	-82.4017	8.55722
51.24651	10.73221	7.48446	10.29440	0.08362	4.2475	51.97633	52.54312	6.32269	6.38234	1080.13870	5.81613	22.75037	8.28028	0.00000	7.73868	9.00472	5.31798
49.48572	6.49721	7.93986	10.60902	0.05983	48.90472	37.28936	40.74085	8.57345	8.49094	1082.97843	5.20698	12.51535	7.39219	1.00000	10.28113	2.2469	10.90313
59.51272	6.37034	8.59199	5.57973	0.58790	52.53048	38.67358	74.22759	8.17263	7.16856	1083.47018	9.56173	5.98733	7.23868	1.00000	5.79981	13.29371	8.88005
55.17882	6.13564	8.75114	4.95292	0.70166	45.4473	55.73187	73.69231	8.59804	7.24302	1183.33521	9.67334	17.16620	10.09692	0.00000	7.88866	-73.75335	6.44013
48.44139	6.74926	8.83760	6.21646	0.84345	38.17492	46.26411	64.23764	10.22010	5.69029	1129.34921	9.90319	21.72629	6.73297	1.00000	7.90834	-122.2608	8.89834
44.09047	5.59390	7.94932	5.09061	1.72334	51.24197	83.90684	54.31844	8.19326	6.20115	1137.73362	10.67974	24.57793	7.37161	0.00000	7.30229	4.82313	5.93884
73.14730	7.55139	9.83302	6.81205	0.08876	47.46657	46.68174	44.10346	6.83587	8.43092	1089.65882	7.01201	15.86611	7.77119	0.00000	8.37352	84.87144	4.72842
38.90352	6.20970	7.13793	6.67653	0.17425	40.72371	46.05129	72.51940	7.60904	8.02689	1079.95665	8.02330	-3.29589	7.41873	1.00000	8.64772	-73.95097	10.34408
31.35968	5.54129	7.12481	8.62148	0.14400	-20.25333	47.97770	57.88433	10.37935	4.61338	1095.58590	7.61509	27.74120	9.42174	1.00000	9.46303	-43.80139	8.10929
56.61760	6.47800	9.47922	7.07154	0.33332	57.97472	62.03105	44.82026	9.09857	5.70405	1151.16953	8.89031	-11.52375	9.09765	1.00000	7.28758	33.2525	7.72962
49.44939	8.96184	8.00340	9.29335	0.04812	51.04962	63.77539	56.27862	7.09398	9.30374	1056.02883	5.49824	23.66111	6.31260	1.00000	8.79147	12.1369	10.05549
34.55370	5.01405	9.26058	5.00003	6.48534	41.85059	52.81206	40.42213	7.58545	7.26331	1064.29682	12.04669	14.48464	8.00424	0.00000	5.69934	-87.882	10.74464
53.13016	8.08225	8.01055	9.55279	0.18558	44.73941	51.49746	43.41163	7.06183	6.89067	1198.11406	7.80517	12.40760	8.64269	1.00000	9.31842	-93.12577	8.60065
39.37904	7.70526	7.95155	7.97279	0.86506	45.49428	63.65762	49.97955	6.88765	4.94192	1071.30068	9.98243	24.29944	6.96169	1.00000	7.51645	-122.86705	8.53889
46.45116	4.66214	7.92499	6.12434	1.61785	7.83389	56.75293	59.57385	8.53057	6.95471	1160.19432	10.65132	11.57939	7.20998	1.00000	5.22485	-72.47417	12.65320
38.32500	7.10976	9.33852	8.21921	0.08031	58.23583	37.24269	60.57766	8.39329	7.20809	1107.53776	4.74336	30.04979	7.74180		9.57434	92.48278	9.22090
24.77556	8.40804	7.35801	10.28207	0.09640	32.17629	47.24893	80.74380	9.27953	9.21602	1108.81399	6.74928	9.63109	8.54070	1.00000	9.39507	75.06583	9.56795
32.76102	6.00145	8.39070	6.91343	0.56339	45.49428	41.43070	46.44394	8.96945	9.50024	1147.10086	9.58530	0.91084	7.77142	0.00000	7.27674	-122.86705	6.61670
55.20328	7.68959	6.46792	6.76371	0.33152	11.00599	55.25200	67.32479	8.34552	7.62981	1117.63316	8.93196	11.97618	8.86599	0.00000	7.70846	77.5609	6.52993
57.76143	9.77953	8.64385	9.94565	0.14266	11.84962	56.10074	52.12993	8.85232	5.79169	1165.22172	7.38719	6.22349	8.00871	0.00000	9.81821	-86.19903	7.13722
59.64224	7.53941	6.56885	6.64747	0.18272	19.32932	46.28431	21.64441	6.11365	6.57804	1113.94704	8.07881	31.27427	9.14793	1.00000	9.57749	-98.1664	7.54498
60.65691	6.06229	8.88226	8.02249	0.85739	17.54907	73.32127	51.46105	8.83171	6.21083	1142.93876	9.96405	12.27615	9.53877	1.00000	5.91161	82.85749	12.00530
50.60786	7.83849	6.03117	7.89869	0.15786	10.61285	56.73740	54.35283	8.51710	7.68453	1130.57748	7.58474	24.75082	8.75512	0.00000	9.03042	12.19458	5.98716
50.54587	5.93141	10.54794	6.57618	0.60521	19.30157	44.71218	67.71840	6.48951	7.15383	1071.25106	9.54188	15.56432	7.81269	1.00000	7.92298	72.85107	10.71883
54.43665	11.29810	8.40322	9.20777	0.38406	26.11527	45.79316	68.73545	7.92857	4.64886	1154.30594	8.99167	9.83155	8.73862	0.00000	9.67121	86.59509	6.95500
39.76515	7.02436	8.67563	5.80417	0.79339	-3.74912	56.35887	69.34825	9.32108	6.62689	1070.52116	9.80054	21.87537	8.59855	1.00000	3.60773	-73.25383	7.99458
37.61468	8.15968	10.19327	9.16970	0.08468	41.1053	31.61786	38.68783	8.29858	7.15729	1151.30498	6.85887	9.37684	8.33291	1.00000	8.35854	-7.32097	
50.74428	6.49868	7.48341	8.67904	0.31014	41.55947	71.19292	37.99324	7.14902	9.14528	1170.22039	8.69984	12.91442	7.22918	0.00000	6.13312	14.66737	8.60396
40.12773	5.89017	7.00973	8.43913	0.13682	54.39635	57.12442	51.12560	7.95561	4.69131	1142.14510	7.61806	17.90640	9.57428	1.00000	9.47301	24.04142	7.79855
61.95242	7.58205	5.83618	7.62038	0.07396	45.43341	63.83946	67.07899	7.57146	9.51057	1110.39268	5.50561	16.38325	8.21735	0.00000	8.60024	-73.86586	7.39980
52.92980	6.81969	8.88953	8.79445	0.04189	34.95303	45.83462	80.28617	6.72297	8.10743	1153.64406	4.16805	13.75624	7.24812	1.00000	9.45746	-120.43572	10.35099
60.53767	7.27191	8.10187	8.85507	0.26858	51.65	28.91201	23.54991	7.77666	6.16469	1109.67780	8.68396	8.99715	7.53224	1.00000	8.35330	-0.2	
44.22453	6.22609	7.44957	7.92211	0.58874	27.76056	30.38635	61.62033	7.05525	4.76062	1141.50281	9.54985	11.58605	9.51846	0.00000	6.88983	-15.58602	6.35574
56.84443	7.67615	6.44242	7.38080	0.11090	9.92787	33.02001	40.63287	8.67960	8.46518	1111.09139	6.68449	20.87160	8.07113	0.00000	9.70699	-84.13722	7.90201
56.36638	8.09248	7.98657	7.97499	0.07834	15.46063	62.37643	60.06583	8.73128	7.12376	1083.04828	6.78322	26.71911	7.47926	1.00000	7.96090	99.89166	8.60779
23.85673	4.81162	7.61041	6.07097	1.48342	-8.05389	67.12828	61.70412	7.41160	7.87422	1121.18127	10.56033	-0.98208	8.51556	1.00000	6.27837	-34.88111	12.25919
38.83922	6.61005	7.86003	8.70936	0.63653	65.93381	21.65878	45.49872	7.50282	5.32004	1198.60878	9.60710	7.13981	8.65559	1.00000	7.29731	111.4834	10.84455
41.31488	5.38703	9.76748	9.59827	0.08578	22.88783	58.36393	36.44902	8.00856	8.70696	1194.84149	4.06053	19.71286	8.70062	1.00000	9.97480	84.13864	10.66617
47.23149	6.15926	6.70164	6.63898	1.52669	17.06542	51.98619		8.85070	4.99661	1058.87018	10.55086	20.73221	8.32254	0.00000	8.11125	-96.72365	5.13829
37.28167	8.54498	8.35758	7.49426	0.18253	54.58048	45.48738	64.77220	8.96772	5.78239	1191.68051	8.14114	9.64433	8.56233	1.00000	6.28507	16.86194	6.69762
56.04646	10.39875	8.65054	8.09095	0.13417	26.67319	38.14579	66.81071	7.51051	5.80176	1159.89796	7.65507	23.11672	8.76022	0.00000	9.95211	31.4976	6.97472
41.00440	8.55674	7.99879	8.57133	0.11109	-6.8048	32.97225	53.85578	9.68178	7.64096	1081.87899	6.33071	16.56042	10.51550	0.00000	9.68764	110.8405	8.20721
50.71101	8.20430	7.47865	7.19641	0.12369	52.71083	31.50292	53.23300	7.93195	6.16336	1082.73310	7.35009	8.30960	8.08963	1.00000	7.42391	5.74861	7.92359
68.51802	9.52302	8.59481	9.26813	0.09939	14.95472	29.62312	67.05616	6.91245	6.74702	1127.38263	6.34890	6.06727	8.12022	0.00000	6.40530	120.89694	7.23282
57.13746	5.84225	7.58028	9.36384	0.09229	30.76468	71.28741	45.93809	8.69847	5.53200	1072.11008	6.53455	14.47069	6.33871	1.00000	9.36623	74.12286	10.09897
52.97109	6.56108	7.66077	7.34184	0.65802	-2.68333	46.29827	44.67084	7.79117	7.24782	1077.39219	9.63203	22.75501	7.95078	1.00000	6.10129	33	10.17951
33.00377	5.98553	7.62090	7.43809	0.42509	45.43341	74.74133	51.20832	7.92201	7.04669	1113.98216	9.19167	13.59491	8.44578	1.00000	8.68897	-73.86586	11.27921
53.86726	8.34720	7.22173	8.70826	0.19220	8.48714	42.05777	48.37330	8.45918	7.37161	1146.66703	8.05173	12.06686	7.95518	0.00000	9.67603	-13.2356	7.85801
63.86166	7.38846	8.62217	7.75596	0.21611	12.25282	49.67719	23.70280	7.54836	6.86711	1091.58588	8.19070	14.20396	8.09060	0.00000	5.92666	79.41727	6.71537
45.06417	6.51147	7.46472	9.04841	0.05983	50.5107	64.77313	45.55061	8.70062	7.30626	1174.18724	4.69947	2.00174	6.76095	1.00000	11.35420	18.30056	8.42890
69.57999	5.96751	8.97633	5.95567	0.93603	51.4781	52.41627	40.62493	6.77030	6.48098	1158.95510	10.05089	21.04107	6.90286	1.00000	8.50113	57.3552	9.95683
46.87393	5.56346	7.58674	6.04709	0.09822	55.8736	55.59879	52.75819	8.88681	9.05997	1069.94272	6.82642	26.28347	9.34178	1.00000	8.26603	85.4265	11.09505
46.05209	6.59946	8.76633	6.07700	0.54261	7.65649	64.25112	58.96056	8.44693	5.95568	1135.96912	9.47703	27.60657	7.66750	1.00000	7.54681	4.92235	
43.51531	6.37643	8.06742	8.14625	0.06107	25.66795	31.62313	69.65849	7.93983	7.03531	1160.76527	4.80100	-3.30567	8.42905	1.00000	9.54892	85.83636	9.08834
52.13840	7.74825	7.06076	7.07201	0.41321	36.02506	36.01330	47.23752	6.70151	7.60101	1127.25373	9.19477	19.03718	9.73564	0.00000	6.89887	-86.77917	7.37621
66.78955	7.23546	9.18510	9.46239	0.29117	50.75	30.18736	40.04051	8.36892	4.44143	1100.09323	8.69736	10.13209	8.91147	0.00000	7.07836	2.25	5.86991
56.86076	6.60873	8.89135	7.64747	0.07905	5.20856	62.94556	75.74317	9.00717	5.01661	1184.10953	6.42789	8.83289	9.60170	1.00000	8.43704	-74.73584	8.91231
34.98138	6.93832	6.45810	7.43576	0.52494	5.27247	34.37151	52.74600	8.76212	5.95823	1177.62807	9.35812	23.57160	10.07299	1.00000	6.29001	-3.59625	9.54311
53.28765	6.87337	8.00011	6.63689	0.42356	4.96667	49.89777	68.48734	9.09213	7.15693	1103.92881	9.19322	23.81222	8.21095	1.00000	6.43511	10.7	8.76863
56.04429	5.51793	7.78555	12.66809	0.08184	50.5107	37.12421	44.41560	8.31158	8.86220	1178.26194	6.71749	23.78735	8.02663	1.00000	11.49691	18.30056	10.84547
48.86488	8.06105	9.14391	7.26888	0.23437	32.55531	46.42379	55.13601	7.75990	6.05475	1062.45810	8.17945	19.14964	5.89169	1.00000	7.73303	76.12647	7.51323
64.79076	7.16088	7.43716	7.52794	0.07316	53.6052	27.75766	53.23246	6.92807	8.81303	1190.66029	5.38824	33.34740	8.58288	0.00000	9.84066	10.03988	6.96390
30.82446	7.79023	8.11779	8.31446	0.09772	38.54491	42.26621	76.56732	8.16118	8.30505	1082.79263	5.30085	27.89444	7.22869	1.00000	8.74135	-121.74052	9.19448
59.29560	11.46050	8.50173	9.97077	0.50393	35.815	52.99658	63.77174	9.13617	4.55200	1167.06437	9.46156	-6.82687	7.03028	0.00000	9.16833	139.6853	6.96824
55.69388	5.64022	8.17898	7.78035	0.21776	41.27194	27.42985	56.79686	6.30148	5.49820	1177.91175	8.39933	30.60915	7.48831	0.00000	6.81666	123.17306	8.21578
61.54749	11.51672	8.27873	9.34343	0.07813	13.8196	35.12410	60.39005	9.43113	4.00860	1139.50322	6.81018	14.27200	8.58768	1.00000	10.34567	100.04427	5.55504
33.12440	7.81435	8.91103	8.97975	0.20644	27.09978	45.79208	51.64031	8.97623	6.51747	1152.85866	8.21793	15.39294	9.46777	0.00000	6.20265	-82.45426	6.31450
32.10840	7.90370	9.07765	7.98716	0.07441	45.40008	62.24192	48.20600	9.24281	6.17265	1189.42710	5.46088	28.41540	8.19721	1.00000	9.17526	-73.58248	9.18014
70.24294	6.47210	8.94007	8.76253	0.97781	47.92526	34.67174	51.22916	8.67732	8.35295	1100.50671	10.09051	12.66192	8.36878	0.00000	4.76642	-97.03285	6.03109
38.77386	7.17476	9.02566	10.94588	0.07083	53.59782	69.13640	61.40762	9.13679	8.88184	1153.84139	6.37283	19.84944	7.37423	1.00000	9.98616	34.33825	10.39243
53.40143	7.13377	6.85792	9.28947	0.21834	50.75932	46.03237	60.12219	9.95411	6.78707	1142.82396	8.08449	3.24648	9.30145	1.00000	8.86488	25.34244	8.33503
65.90811	8.97496	7.33716	8.99622	0.07269	22.19303	41.27353	75.63347	9.17222	4.84237	1137.69458	5.61314	36.76056	6.63980	0.00000	4.77675	88.18466	8.93243
41.51183	6.11716	8.73327	5.24372	0.53269	-34.64167	65.59415	76.40469	9.14504	7.89432	1113.74041	9.45661	20.86630	8.42027	1.00000	4.27715	-60.47389	9.35485
32.91355	5.28913	10.03482	5.45023	1.07394	58.63667	62.75866	75.89734	9.14699	3.67680	1131.52815	10.22353	22.46477	7.04433	0.00000	8.35034	59.80222	6.51713
35.96884	10.88642	6.06309	10.14232	0.40060	44.73941	48.60380	36.70286	8.70051	5.50263	1135.22519	9.10327	19.93157	7.11742	0.00000	7.68740	-93.12577	5.14170
75.07297	5.09224	6.35047	10.09831	0.08335	29.69221	30.93813	40.53706	7.97555	7.78561	1115.31074	5.17630	3.25565	6.00175	1.00000	10.00384	72.54566	10.67630
47.23497	6.85157	9.87758	5.42410	0.25289	-33.79176	52.34830	47.59421	8.62221	6.54683	1161.95905	8.56248	10.66916	9.63523	0.00000	6.82566	151.08057	8.46904
56.27071	12.95566	8.48322	11.13864	1.64931	35.95664	42.22653	75.11569	8.84043	4.14546	1109.25031	10.64134	-5.73682	7.45989	0.00000	7.65548	36.7138	7.14140
63.62620	6.51693	7.92972	7.95706	0.81118	46.7055	62.53477	45.24808	7.24799	6.60224	1089.28966	9.87256	-3.32720	9.71201	1.00000	7.87493	38.2739	10.93365
46.30693	8.04327	7.77532	8.93441	0.06299	51.168	61.52987	67.99552	8.51412	7.73640	1063.48383	3.80575	15.42929	6.42181	0.00000	10.86410	7.973	7.78574
55.30646	9.38553	8.69621	9.87524	0.21974	41.55815	98.31529	72.78882	8.47703	7.85250	1194.70194	8.45762	-3.78970	7.45226	1.00000	8.41730	-73.0515	9.05045
52.64317	7.74001	8.66119	8.22196	0.15323	31.28092	42.51881	57.89193	8.40809	5.07189	1197.45159	7.86590	5.14664	9.70149	1.00000	7.98743	74.85849	8.88572
53.56982	5.45817	8.37654	2.54363	2.95243	47.92526	52.37459	43.22554	8.28561	6.46698	1189.45412	11.24735	25.77027	7.51847	0.00000		-97.03285	6.09063
54.40023	7.21613	6.44394	5.98399	0.06267	36.76775	47.13992	41.73718	9.57115	7.40655	1143.05472	6.20766	12.87936	10.68664	0.00000	11.30463	2.95924	5.37511
47.74295	9.39080	9.30233	7.94238	0.13939	38.58894	54.42940	69.17807	8.45205	7.52483	1102.72811	7.58936	31.77181	7.39585	0.00000	8.68507	-89.99038	7.24340
59.43180	11.14016	9.50473	11.07608	0.09482	23.1959	54.98045	48.52623	8.71524	7.01418	1071.11216	7.42001	28.43762	10.28084	1.00000	7.12438	86.51499	8.04675
21.15800	6.03279	6.28533	6.46686	0.13695	14.67751	50.91256	57.90852	9.88309	7.62773	1142.93944	7.71476	7.90338	7.76402	1.00000	6.27803	-60.94228	10.19896
30.02439	9.23215	9.53081	5.97512	0.08328	44.31771	50.51503	48.81002	8.18349	4.38446	1058.37049	6.66385	21.27323	6.85198	0.00000	6.84928	9.32241	4.81564
43.73109	6.72210	9.41839	6.65392	0.83285	54.39635	38.61624	44.10537	9.03642	6.98489	1083.17070	9.92274	26.24680	7.79373	1.00000	5.31376	24.04142	9.14716
55.52626	7.41873	7.73407	7.66128	0.30436	23.04419	44.55228	55.95373	7.78662	7.25568	1135.40101	8.77806	3.87910	7.92680	0.00000	4.92503	-82.00919	6.35485
68.18785	7.88516	7.82534	8.75128	0.13387	52.57583	48.69103	72.59296	9.04202	7.03682	1126.02419	5.66251	22.49248	7.03728	0.00000	10.13238	6.61944	5.73966
70.74684	7.70118	8.82417	9.30169	0.15280	50.56149	55.77035	66.93214	7.03539	6.73454	1193.39829	8.06550	20.53383	6.87444	1.00000	8.07941	4.69889	9.36099
25.17706	7.64307	8.68392	9.78000	0.10757	38.55632	51.85497	57.71502	9.86426	8.54027	1181.53076	7.14972	3.18624	8.62696	1.00000	9.03345	69.01354	9.03029
51.02164	5.71511	6.66197	9.04058	0.12162	42.8139	55.40104	53.44477	10.15257	5.03082	1064.98741	7.36442	23.16413	8.22548	1.00000	10.25205	-1.64295	7.96427
61.02002	5.60990	8.41826	6.74097	1.79674	44.27804	21.31883	38.89573	6.31737	6.82122	1098.51353	10.74452	19.77661	6.76265	0.00000		-88.27205	7.21041
33.22719	12.26886	9.46175	12.25613	2.73244	54.84444	65.47321	67.86389	8.49380	3.02166	1106.61829	11.17368	13.89669	8.37860	0.00000	9.05939	38.16694	6.78054
45.64900	7.98179	8.06696	8.74930	0.14802	9.535	44.38092	30.14060	8.20216	6.48905	1061.08129	7.10180	1.90391	8.15253	1.00000	8.61395	-13.68778	9.09360
41.25848	6.47309	7.29516	10.68979	0.42899	33.78333	66.86479	49.73559	8.36879	7.36363	1161.63417	9.08893	14.43978	9.67601	1.00000	9.62715	114.51667	8.21210
64.49648	4.19268	8.06494	9.85693	0.07535	42.30865	57.24942	40.79950	7.99415	6.44542	1118.06446	5.65793	-18.78967	5.68323	1.00000	10.95665	-83.48216	9.32858
39.44656	7.92274	8.06844	6.99555	0.25136	51.955	58.34485	67.58661	6.99679	6.03651	1088.48477	8.46061	9.06340	8.34401	0.00000	5.83553	5.22778	6.74025
66.75937	6.59229	8.24139	8.77369	0.12217	43.1122	51.68234	59.05331	8.35274	6.86128	1174.19992	6.81288	18.96213	7.23614	1.00000	8.74220	12.38878	8.93871
30.06328	6.63226	9.45829	8.71233	0.20846	52.26083	46.99341	37.74036	7.50188	4.64128	1155.37225	8.44408	15.17429	7.71307	1.00000	8.86527	7.00417	8.15647
54.65324	10.94030	7.56436	8.50989	0.34850	41.77583	29.13034	35.41458	6.94295	5.40229	1198.26773	8.90880	1.00782	8.41418	0.00000	9.72169	140.73667	8.21818
36.96175	8.49362	8.84879	8.35530	0.10779	11.00599	59.40781	58.89600	9.16467	7.24869	1140.25014	7.33314	21.48300	9.60855		8.34910	77.5609	8.16800
34.12069	6.31422	6.10151	7.29158	0.08073	23.04419	41.73445	65.08711	9.46955	8.57803	1124.85923	7.30638	13.61189	8.52283	1.00000	8.77318	-82.00919	10.77671
73.66713	7.20469	6.23865	4.83834	0.13978	38.40917	45.85315	52.59662	8.01962	8.47424	1058.45967	7.77313	9.16839	7.68948	1.00000	6.33443	112.73333	6.94008
63.51673	5.92975	8.62985	7.06624	0.51556	37.16911	42.54603	55.12210	8.04448	5.33939	1092.52565	9.35255	17.01385	8.49257	0.00000	4.98778	10.03478	7.80647
37.14818	8.78038	6.12876	10.29063	0.15098	30.75545	61.87091	68.31899	10.10771	8.38600	1190.78040	7.91770	7.64836	7.94425	0.00000	6.97028	20.22625	7.81634
44.15804	5.83093	9.20228	10.39969	0.07281	54.39304	39.85119	40.08588	6.93722	6.99798	1079.24885	6.83964	6.74550	8.69565	1.00000	10.02057	53.26023	9.85865
48.28779	6.83725	7.67664	9.79125	0.08058	55.64776	48.71336	62.73959	9.16947	7.49821	1192.85388	4.43724	9.29248	9.85421	0.00000	9.75407	38.02486	3.61930
41.31041	7.75704	8.52710	9.13390	0.15938	37.52487	46.96598	55.36594	8.29446	6.43756	1185.98013	7.55672	-8.27446	9.30230	1.00000	7.70196	-77.55777	10.23456
43.08872	5.21274	7.29928	6.25364	1.81621	53.93361	41.31752	68.37463	9.98829	2.76855	1070.21480	10.77543	27.25365	6.87564	0.00000	6.71020	37.92792	7.58156
38.62397	6.47200	8.20729	5.44248	0.30838	22.88783	40.58706	57.70966	8.45501	7.01328	1171.82710	8.74304	19.74277	6.36081	1.00000	6.59218	84.13864	8.56182
67.02436	6.94398	9.25510	6.42839	0.46983	48.46458	63.63173	50.62153	9.53537	8.37099	1184.93491	9.26135	13.74967	8.70383	1.00000	6.25872	9.22796	8.96642
52.93237	8.20510	8.53020	7.22104	0.32730	7.6	57.83816	51.13156	9.09628	5.78352	1068.76654	8.82450	27.43538	7.16795	1.00000	5.95531	4.18333	7.37754
46.09025	8.81115	8.24756	6.36986	0.12727	33.4425	50.74536	43.28254	6.84177	8.06501	1062.42358	7.88712	12.57502	10.38752	0.00000	5.46276	129.96972	7.78328
48.01839	7.34160	6.82250	10.42646	0.07010	37.13548	33.36171	55.82790	6.49267	9.00528	1169.73623	6.46197	19.47350	8.16113	1.00000	9.94050	-3.67029	9.48472
60.72832	7.91318	10.43382	8.58723	0.15518	8.88649	45.25115		8.16693	6.49353	1141.81638	7.55238	-0.45912	7.49618	1.00000	8.00890	2.59753	9.02496
27.75210	5.62056	9.46168	5.48244	1.56013	6.15038	48.18960	63.41474	8.56992	7.01581	1109.17496	10.58493	15.26502	7.93171	1.00000	5.57601	6.83042	10.55879
61.80847	5.99108	9.55766	6.23433	6.63501	-3.20333	42.26801	50.51749	9.36278	5.50381	1100.99928	12.05905	10.21687	6.78618	1.00000	6.59216	-52.20639	9.75986
68.41811	8.80454	8.83612	7.70270	0.47307	22.19303	53.24455	41.62916	7.05645	7.74478	1081.30415	9.21612	16.20868	6.03692	0.00000	9.19970	88.18466	9.06036
39.53380	8.23357	7.74423	5.57699	0.15498	3.11988	24.82317	54.71896	7.37481	4.44369	1199.25996	7.96628	18.70723	8.74944		8.42990	35.59642	5.50882
40.19067	6.74483	8.79855	5.78845	0.44756	51.65333	33.98950	41.66999	9.58283	4.93342	1117.64113	9.24562	18.05395	7.89171	0.00000	7.06813	5.2875	6.47732
45.38238	6.99478	7.10483	7.73706	0.09989	45.4473	77.80582	54.34104	7.23905	9.59503	1145.38079	7.44804	-16.14154	9.23332	0.00000	9.02821	-73.75335	9.43500
44.46744	8.08354	8.78954	8.04630	0.16169	-8.99167	61.14585	50.29102	8.23654	6.10529	1149.38831	7.62147	19.35856	8.71078	0.00000	7.52513	125.21972	4.81032
44.51255	8.92123	7.84154	9.76064	0.08789	35.815	47.10079	34.36212	7.34237	7.95644	1189.64478	5.89935	3.94229	6.82433	0.00000	7.24490	139.6853	5.19862
45.24854	7.20289	8.95456	9.08245	0.09721	33.93113	59.55967	57.49454	6.67259	7.33814	1121.97850	6.61151	-8.40613	7.94889	0.00000	10.35691	-117.54866	6.58837
27.70711	5.21852	7.96903	5.66947	0.13408	50.82709	47.21575	45.68497	8.73684	8.11292	1159.63081	7.89898	22.45977	6.63939	1.00000	6.67351	6.9747	11.00828
46.46892	7.96723	7.31503	10.24206	0.06911	51.88333	36.34788	48.71427	9.28962	6.36638	1167.15423	3.71781	13.66082	8.64645	0.00000	10.87893	8.51667	5.30130
48.24914	9.68630	10.10360	9.49028	0.10945	28.54944	42.65523	59.66915	5.50156	7.17676	1051.65411	7.13578		6.27906	1.00000	8.48825	-81.77285	7.16676
46.18274	6.88440	7.27679	5.87946	0.58495	39.72943	46.77203	48.52865	7.60263	7.51693	1141.58114	9.53052	11.36851	6.92915	0.00000	7.17598	-104.83192	7.45719
76.28628	7.85616	8.99497	7.23877	0.14678	8.56697	56.28212	60.95071	9.08486	5.77549	1151.46362	7.57113	-0.07202	7.38551	0.00000	7.72052	123.33471	7.53126
39.91915	7.28080	7.94351	8.15775	1.79916	52.59319	50.56593	55.69891	8.40088	5.19750	1184.04066	10.73590	-4.22989	7.35578	1.00000	5.91313	13.32127	9.43541
27.42846	7.03458	8.18166	8.02221	0.38961	50.82709	50.75006	62.63712	7.69078	6.60920	1131.83314	9.00857	25.44146	7.60264	1.00000	7.65407	6.9747	9.89967
29.80780	6.29214	6.49453	10.20686	0.20070	45.53069	72.08126	61.32308	8.13641	5.22284	1079.05975	8.40915	14.25992	6.43133	1.00000	10.12999	9.40531	8.74871
44.78526	4.76186	8.27582	3.72936	1.36393	54.39304	53.52104		8.46170	7.33808	1130.10337	10.45348	15.65742	7.51318	1.00000	7.35629	53.26023	9.99640
42.63905	7.58740	8.25335	6.21215	0.18843	49.88307	38.07501	56.22412	6.90667	8.02232	1142.82425	8.06427	7.07383	7.51290	1.00000	8.29025	-119.48568	7.41945
54.05359	7.69749	8.16665	9.89254	1.57832	9.57046	54.88638	62.27889	7.13913	4.88307	1178.94530	10.60254	22.75560	7.80381	1.00000	5.97088	76.32756	10.41784
55.68971	11.90545	6.08640	14.23583	0.10982	-29.2975	46.91507	42.82772	9.21546	4.90158	1105.90598	7.24843	3.72041	7.34815	0.00000	7.28439	-51.50361	6.81950
63.33070	5.58630	9.43883	7.79361	0.06003	55.8736	61.84383	56.54535	7.06643	7.97611	1170.49961	4.50609	25.20493	5.98086	0.00000	11.46044	85.4265	5.28055
43.19079	8.05127	7.48456	6.06484	0.35728	29.21399	70.26765	52.62556	7.81286	7.55125	1165.49812	8.81627	30.12022	8.98896	0.00000	7.46967	78.95693	4.73103
41.22548	5.61671	8.15514	5.45130	1.26146	35.06544	38.24685	40.72098	7.54701	6.07089	1197.27005	10.34439	22.34553	9.08340	0.00000	7.80315	1.04945	5.78921
67.30811	6.80390	7.11664	10.76205	0.10740	13.8196	52.39124	78.17125	8.44767	7.33157	1061.70831	7.17366	26.85066	8.83554	1.00000	9.74981	100.04427	10.30407
41.05575	7.69792	9.29752	8.96606	0.09174	-26.93366	54.32852	58.41122	8.22039	8.80354	1129.83851	5.87599	18.98506	8.41278	0.00000	9.21431	29.24152	8.88952
39.98838	6.23484	9.44530	6.18318	2.59158	42.24113	13.59260	51.10262	6.89624	6.40717	1109.27620	11.12153	22.98461	7.44843	1.00000	7.36589	-88.3162	9.59413
46.03686	5.99752	7.34247	9.07313	0.08820	17.34769	58.31707	86.10450	8.40585	5.99717	1060.55604	5.67640	21.91676	8.94740	1.00000	10.49901	78.55757	9.04082
68.78678	8.57663	8.70248	8.45037	0.07407	37.31065	58.80448	60.09631	8.96200	5.11903	1182.70683	6.32711	14.49431	8.04211	0.00000	6.99871	13.57661	6.93943
56.96823	6.83733	6.26218	9.36488	0.08709	40.67705	55.82761	37.31643	8.04029	8.06691	1117.62284	6.28853	5.03463	8.29898	1.00000	9.26797	-73.89125	9.20882
63.30122	13.27666	7.69617	14.02047	0.10906	32.57756	57.80774	39.52966	9.63214	2.34958	1180.54237	7.12775	-2.29955	10.17357	0.00000	8.92056	71.52847	5.69673
37.49180	4.47482	8.70934	8.56666	0.03832	8.43333	44.16185	75.94651	6.12829	5.86831	1097.55261	3.52871	34.10371	7.89133	1.00000	11.29892	99.96667	9.55070
