longitude	station	location	latitude	revision	QoS
107.60389	Pameungpeuk	Asia/Jakarta	-7.01833	05/24/2013, 00:00:00	good
138.89585	Annaka	Asia/Tokyo	36.33011	2019-07-13	average
11.32903	Weimar	Europe/Berlin	50.9803	2017-12-18	excellent
123.99333	Sorsogon	Asia/Manila	12.97389	2022-08-16	average
29.24152	Standerton	Africa/Johannesburg	-26.93366	28 May 2016	accep
11.5	Mbalmayo	Africa/Douala	3.51667	2017/11/17	maintenance
-88.42814	Huntley	America/Chicago	42.16808	2020-05-19	average
8.64409	Trossingen	Europe/Berlin	48.07667	21 Feb 2022	average
76.32756	Kalavoor	Asia/Kolkata	9.57046	11/10/2019, 00:00:00	excellent
8.4493	Hofheim am Taunus	Europe/Berlin	50.09019	09/05/2016, 00:00:00	average
141.95	Yamada	Asia/Tokyo	39.46667	2019-10-07	good
92.48278	Lesosibirsk	Asia/Krasnoyarsk	58.23583	01 Sep 2014	excellent
10.98461	Friedberg	Europe/Berlin	48.35693	2016/03/13	excellent
14.01481	Roseto degli Abruzzi	Europe/Rome	42.67164	2020/10/11	average
-98.15529	San Juan	America/Chicago	26.18924	12/04/2014, 00:00:00	good
-2.58736	Arbroath	Europe/London	56.56317	08/01/2021, 00:00:00	building
33	Usagara	Africa/Dar_es_Salaam	-2.68333	2018/01/05	good
-3.53261	San Fernando de Henares	Europe/Madrid	40.42386	2014-10-11	average
77.54372	Periyakulam	Asia/Kolkata	10.12268	09/13/2021, 00:00:00	good
-0.32247	Lancing	Europe/London	50.82882	2018/03/21	accep
9.15013	Mirriah	Africa/Niamey	13.70727	2016/08/27	building
-88.27205	Kaukauna	America/Chicago	44.27804	07 Feb 2017	average
34.11169	Busia	Africa/Nairobi	0.46005	2022/02/18	accep
100.04427	Nakhon Pathom	Asia/Bangkok	13.8196	23 Jan 2021	accep
171.25364	Timaru	Pacific/Auckland	-44.39672	12 Mar 2017	average
8.77155	Karben	Europe/Berlin	50.23019	2019/07/04	average
-43.80139	Itabirito	America/Sao_Paulo	-20.25333	01/03/2020, 00:00:00	excellent
-77.96389	Martinsburg	America/New_York	39.45621	2015-05-08	accep
78.25795	Tiruppuvanam	Asia/Kolkata	9.82564	09 Dec 2018	building
-5.22126	Azrou	Africa/Casablanca	33.43443	07/23/2016, 00:00:00	accep
72.68533	Kheda	Asia/Kolkata	22.75218	10/10/2014, 00:00:00	maintenance
3.16667	Wevelgem	Europe/Brussels	50.8	12/07/2012, 00:00:00	good
30.4347	Rwamagana	Africa/Kigali	-1.9487	11/11/2014, 00:00:00	good
-48.59278	Buri	America/Sao_Paulo	-23.7975	2022/04/02	maintenance
101.44167	Pekanbaru	Asia/Jakarta	0.51667	2021-01-06	excellent
103.81667	Ulu Tiram	Asia/Kuala_Lumpur	1.6	05 May 2015	accep
68.88871	Jhol	Asia/Karachi	25.95533	2016/06/10	maintenance
125.21972	Maliana	Asia/Dili	-8.99167	18 Oct 2015	average
-80.38297	Norfolk County	America/Toronto	42.8334	15 Jul 2018	good
17.22635	Skalica	Europe/Bratislava	48.8449	2017/07/01	building
3.64633	Shagamu	Africa/Lagos	6.8485	2017-02-25	average
9.40531	Gorgonzola	Europe/Rome	45.53069	2020-03-26	average
16.50104	Bisceglie	Europe/Rome	41.24264	01 Jul 2021	excellent
84.13864	Jashpurnagar	Asia/Kolkata	22.88783	09/17/2015, 00:00:00	average
91.00632	Barpeta	Asia/Kolkata	26.32293	2014/11/19	good
-93.08883	Lino Lakes	America/Chicago	45.16024	05/18/2016, 00:00:00	building
2.12213	Le Chesnay	Europe/Paris	48.8222	2017-04-29	building
59.80222	Lesnoy	Asia/Yekaterinburg	58.63667	2020/02/22	building
5.51978	Tongelre	Europe/Amsterdam	51.44889	2019/12/29	excellent
4.63031	Arles	Europe/Paris	43.67681	18 Feb 2018	building
34.37389	Sungurlu	Europe/Istanbul	40.1675	2019-06-05	accep
14.51472	Valletta	Europe/Malta	35.89972	03/08/2014, 00:00:00	average
-71.05977	Boston	America/New_York	42.35843	2015/04/08	good
117.27583	Sishui	Asia/Shanghai	35.64889	12/15/2018, 00:00:00	accep
53.26023	Bavly	Europe/Moscow	54.39304	2021/06/25	good
-81.77285	Clermont	America/New_York	28.54944	2013/11/24	accep
-119.48568	Kelowna	America/Vancouver	49.88307	23 Aug 2018	average
46.83187	Ataq	Asia/Aden	14.53767	22 Dec 2015	excellent
15.28318	Brazzaville	Africa/Brazzaville	-4.26613	2021-07-07	good
5.74861	Emmeloord	Europe/Amsterdam	52.71083	16 Mar 2018	excellent
13.31783	Hermsdorf	Europe/Berlin	52.61131	06/28/2020, 00:00:00	average
-72.47417	Villa del Rosario	America/Bogota	7.83389	2015/10/14	accep
5.74861	Emmeloord	Europe/Amsterdam	52.71083	2020-05-15	average
27.46153	Tonota	Africa/Gaborone	-21.44236	2021-05-27	building
1.53414	les Escaldes	Europe/Andorra	42.50729	2019/10/04	building
-5.22126	Azrou	Africa/Casablanca	33.43443	11/17/2021, 00:00:00	accep
89.11943	Kushtia	Asia/Dhaka	23.9028	2013/03/27	accep
-82.45426	Venice	America/New_York	27.09978	2021-04-25	average
-75.64963	Pottstown	America/New_York	40.24537	2014/08/01	excellent
24.04142	Alytus	Europe/Vilnius	54.39635	10 Aug 2022	accep
37.99117	Krymsk	Europe/Moscow	44.92934	05/21/2017, 00:00:00	excellent
35.59642	Lodwar	Africa/Nairobi	3.11988	2017-02-21	average
7.973	Finnentrop	Europe/Berlin	51.168	2020/01/15	excellent
-1.06667	Selby	Europe/London	53.78333	2016-12-12	average
-88.3162	Crystal Lake	America/Chicago	42.24113	27 Oct 2020	good
-118.25508	Glendale	America/Los_Angeles	34.14251	2013-09-07	average
-1.60452	Tudela	Europe/Madrid	42.06166	12 Sep 2013	maintenance
-122.38731	Troutdale	America/Los_Angeles	45.53929	04/30/2017, 00:00:00	accep
78.25795	Tiruppuvanam	Asia/Kolkata	9.82564	2015-08-11	good
12.53463	Frederiksberg	Europe/Copenhagen	55.67938	03/17/2022, 00:00:00	good
72.54566	Hasilpur	Asia/Karachi	29.69221	2015/07/30	average
30.4347	Rwamagana	Africa/Kigali	-1.9487	03/04/2022, 00:00:00	excellent
117.81667	Zhoucun	Asia/Shanghai	36.81667	08/01/2014, 00:00:00	excellent
-71.08977	Taunton	America/New_York	41.9001	09/04/2018, 00:00:00	excellent
11.34046	Rudolstadt	Europe/Berlin	50.72043	12/07/2012, 00:00:00	building
137.36215	Namerikawa	Asia/Tokyo	36.75965	2016-07-11	building
-84.67837	Acworth	America/New_York	34.06635	2020/10/10	accep
3.55665	Thenia	Africa/Algiers	36.72544	2015-04-30	average
19.27498	Jaworzno	Europe/Warsaw	50.20528	2015-03-10	building
-117.54866	Norco	America/Los_Angeles	33.93113	08/19/2018, 00:00:00	average
-74.13653	Port Richmond	America/New_York	40.63316	2020/01/06	accep
4.08282	Beni Douala	Africa/Algiers	36.61954	2017-10-18	building
-1.06667	Selby	Europe/London	53.78333	09 Apr 2016	maintenance
4.91667	Bron	Europe/Paris	45.73333	2015-05-28	good
122.22833	Yingkou	Asia/Shanghai	40.66482	04/24/2017, 00:00:00	average
2.29026	Sceaux	Europe/Paris	48.77644	14 Nov 2016	good
69.49015	Ishim	Asia/Yekaterinburg	56.11281	14 Nov 2019	accep
-5.55835	Villaquilambre	Europe/Madrid	42.64685	04/09/2020, 00:00:00	good
-88.27205	Kaukauna	America/Chicago	44.27804	29 Jun 2013	average
2.1699	Herblay	Europe/Paris	48.98994	2021-08-25	average
91.84128	Manikchari	Asia/Dhaka	22.83957	07/10/2018, 00:00:00	good
-1.60452	Tudela	Europe/Madrid	42.06166	05/06/2016, 00:00:00	average
4.21372	Temse	Europe/Brussels	51.12794	2015/07/19	maintenance
26.97253	Krasyliv	Europe/Kiev	49.65186	08/03/2013, 00:00:00	average
79.41727	Gingee	Asia/Kolkata	12.25282	03/23/2017, 00:00:00	average
9.22796	Pfullingen	Europe/Berlin	48.46458	09 Jun 2016	excellent
84.87144	Zaysan	Asia/Almaty	47.46657	2022/09/21	average
47.3799	Darreh Shahr	Asia/Tehran	33.14447	10 Jul 2022	excellent
-117.79394	North Tustin	America/Los_Angeles	33.76446	08/26/2016, 00:00:00	good
19.91667	Luena	Africa/Luanda	-11.78333	14 Apr 2015	good
-66.8499	Yauco	America/Puerto_Rico	18.03496	2015-05-18	average
70.96699	Kot Addu	Asia/Karachi	30.46907	2014-04-18	accep
-73.0515	Waterbury	America/New_York	41.55815	2019/07/23	excellent
-78.04471	Leland	America/New_York	34.25628	03/09/2017, 00:00:00	maintenance
78.55757	Lal Bahadur Nagar	Asia/Kolkata	17.34769	11/21/2020, 00:00:00	excellent
-111.78903	Gilbert	America/Phoenix	33.35283	2016-10-10	excellent
122.05228	Tianfu	Asia/Shanghai	37.19723	09/23/2020, 00:00:00	good
1.00288	Elbeuf	Europe/Paris	49.28669	10/03/2014, 00:00:00	building
112.23109	Diwek	Asia/Jakarta	-7.57897	11/04/2014, 00:00:00	good
70.96699	Kot Addu	Asia/Karachi	30.46907	2015-03-01	maintenance
77.5609	Kangayam	Asia/Kolkata	11.00599	2021-04-28	good
9.00472	Idenao	Africa/Douala	4.2475	07/26/2020, 00:00:00	accep
12.1369	Zeitz	Europe/Berlin	51.04962	2013-04-21	average
1.53414	les Escaldes	Europe/Andorra	42.50729	28 Apr 2019	excellent
86.59509	Supaul	Asia/Kolkata	26.11527	2018-07-06	accep
5.03586	Cavaillon	Europe/Paris	43.83125	2018/07/19	building
78.25795	Tiruppuvanam	Asia/Kolkata	9.82564	2013/03/08	average
-1.325	Jumilla	Europe/Madrid	38.47917	2020/06/13	good
-118.10583	San Gabriel	America/Los_Angeles	34.09611	03/15/2017, 00:00:00	average
5.74861	Emmeloord	Europe/Amsterdam	52.71083	10 Oct 2018	building
139.6853	Shimotoda	Asia/Tokyo	35.815	19 Aug 2013	maintenance
123.62494	Masbate	Asia/Manila	12.37169	05 Jul 2017	maintenance
106.88324	Ulan Bator	Asia/Ulaanbaatar	47.90771	12/17/2014, 00:00:00	accep
6.10237	Onex	Europe/Zurich	46.18396	21 Aug 2016	maintenance
41.00817	Silvan	Europe/Istanbul	38.13708	03/28/2016, 00:00:00	excellent
-13.68778	Camayenne	Africa/Conakry	9.535	2014/09/29	average
-73.86586	Beaconsfield	America/Toronto	45.43341	10/01/2019, 00:00:00	good
117.63083	Pingyi	Asia/Shanghai	35.50056	16 Jun 2013	accep
48.26258	Aleshtar	Asia/Tehran	33.86419	19 Dec 2012	excellent
-89.99038	Fairview Heights	America/Chicago	38.58894	2022-04-03	maitennce
8.64409	Trossingen	Europe/Berlin	48.07667	2020-07-02	accep
120.89694	Baliuag	Asia/Manila	14.95472	2018/04/27	accep
97.01124	Kyaikto	Asia/Yangon	17.30858	2012/12/01	maintenance
120.89694	Baliuag	Asia/Manila	14.95472	2015/10/13	average
-7.32097	Custoias	Europe/Lisbon	41.1053	11/01/2016, 00:00:00	average
25.34244	Lutsk	Europe/Kiev	50.75932	2021/05/19	good
2.59753	Tchaourou	Africa/Porto-Novo	8.88649	01 Apr 2018	average
-71.19901	Ovalle	America/Santiago	-30.60106	2018-09-21	good
88.18466	Diamond Harbour	Asia/Kolkata	22.19303	12 Feb 2021	building
74.80555	Srinagar	Asia/Kolkata	34.08565	16 Jan 2017	building
-79.00453	Cuenca	America/Guayaquil	-2.90055	2022-07-01	accep
10.78222	Beni Khiar	Africa/Tunis	36.46917	20 Dec 2016	excellent
43.2379	Mikhaylovka	Europe/Volgograd	50.06	03/18/2021, 00:00:00	maintenance
71.67164	Qadirpur Ran	Asia/Karachi	30.29184	2017/05/08	maintenance
30.96755	Zvenihorodka	Europe/Kiev	49.07866	19 Feb 2021	accep
101.02083	Teluk Intan	Asia/Kuala_Lumpur	4.02219	07/15/2019, 00:00:00	building
0.75	Thetford	Europe/London	52.41667	08 Feb 2020	excellent
-2.58736	Arbroath	Europe/London	56.56317	25 Jun 2018	maintenance
34.34691	Petrozavodsk	Europe/Moscow	61.78491	09 Sep 2016	maintenance
-86.58208	Somoto	America/Managua	13.48082	2020/04/22	accep
46.04833	Privolzhskiy	Europe/Saratov	51.40944	2017/05/13	average
72.54566	Hasilpur	Asia/Karachi	29.69221	2019/04/13	excellent
109.22921	Yanliang	Asia/Shanghai	34.65918	08/23/2015, 00:00:00	accep
92.48278	Lesosibirsk	Asia/Krasnoyarsk	58.23583	06/22/2016, 00:00:00	accep
2.45012	Bobigny	Europe/Paris	48.90982	07 Jan 2017	average
-2.58736	Arbroath	Europe/London	56.56317	2019-09-23	good
6.61944	Hardenberg	Europe/Amsterdam	52.57583	2016/05/23	average
-73.49484	New Canaan	America/New_York	41.14676	2020/12/31	average
123.99333	Sorsogon	Asia/Manila	12.97389	2013-12-28	maintenance
-63.90389	Porto Velho	America/Porto_Velho	-8.76194	23 Jun 2013	good
-119.0376	Camarillo	America/Los_Angeles	34.21639	2015-04-01	excellent
12.16179	Landshut	Europe/Berlin	48.52961	2017-09-09	excellent
-122.23484	Kent	America/Los_Angeles	47.38093	11/18/2015, 00:00:00	excellent
-0.45877	Niort	Europe/Paris	46.32313	20 Jun 2016	average
-2.12139	Brierley Hill	Europe/London	52.48173	12/04/2021, 00:00:00	average
20.91361	Bogovinje	Europe/Skopje	41.92361	04 Dec 2012	average
12.70038	Cordenons	Europe/Rome	45.9836	04 May 2021	building
-97.90308	Copperas Cove	America/Chicago	31.12406	04/13/2014, 00:00:00	average
-73.99681	Dumont	America/New_York	40.94065	07/26/2016, 00:00:00	maintenance
10.03478	El Alia	Africa/Tunis	37.16911	2016-02-05	building
6.26764	Yenagoa	Africa/Lagos	4.92675	02 Apr 2022	excellent
75.16878	Moga	Asia/Kolkata	30.81383	2014/10/30	average
12.38878	Perugia	Europe/Rome	43.1122	2015/12/26	excellent
16.54165	Harstad	Europe/Oslo	68.79833	24 Jul 2016	accep
-60.93173	Esperanza	America/Argentina/Cordoba	-31.4488	08/30/2022, 00:00:00	excellent
10.03478	El Alia	Africa/Tunis	37.16911	2012/10/31	accep
2.08333	Marly-le-Roi	Europe/Paris	48.86667	28 Mar 2017	accep
81.54855	Jais	Asia/Kolkata	26.2649	10 Feb 2013	average
-77.37331	Mechanicsville	America/New_York	37.60876	01/12/2018, 00:00:00	average
102.3278	Kampung Ayer Molek	Asia/Kuala_Lumpur	2.2139	2020/02/09	accep
98.50893	Myawadi	Asia/Yangon	16.68911	2020-10-26	average
-82.00919	Jaruco	America/Havana	23.04419	2015/03/18	good
114.68333	Heyuan	Asia/Shanghai	23.73333	11/18/2019, 00:00:00	accep
72.68533	Kheda	Asia/Kolkata	22.75218	2017/02/01	accep
-95.36969	Muskogee	America/Chicago	35.74788	18 Oct 2018	accep
-120.00865	Sunnyside	America/Los_Angeles	46.32374	2016/04/16	average
122.08333	Ulanhot	Asia/Shanghai	46.08333	2014/07/21	building
-1.64295	Segundo Ensanche	Europe/Madrid	42.8139	2015-04-03	accep
60.8019	Beryozovsky	Asia/Yekaterinburg	56.9083	05/08/2014, 00:00:00	excellent
13.29371	Charlottenburg-Nord	Europe/Berlin	52.53048	24 Jun 2013	excellent
-82.90375	Dublin	America/New_York	32.54044	2020-02-13	maintenance
73.85535	Pune	Asia/Kolkata	18.51957	2014-01-06	average
-0.29825	Surbiton	Europe/London	51.39148	2015/08/31	good
16.91667	Okahandja	Africa/Windhoek	-21.98333	11 Dec 2013	average
-1.48119	Belper	Europe/London	53.0233	12/07/2020, 00:00:00	maintenance
72.68533	Kheda	Asia/Kolkata	22.75218	2019/02/05	good
-2.09814	Aberdeen	Europe/London	57.14369	2018-01-21	average
71.57737	Gariadhar	Asia/Kolkata	21.53889	2020/10/22	average
-117.29198	Encinitas	America/Los_Angeles	33.03699	07/16/2018, 00:00:00	average
29.26639	Serinhisar	Europe/Istanbul	37.58105	06/14/2022, 00:00:00	maintenance
-117.70755	Laguna Niguel	America/Los_Angeles	33.52253	2014-03-03	good
28.28489	Soroca	Europe/Chisinau	48.15659	18 Nov 2020	good
35.59642	Lodwar	Africa/Nairobi	3.11988	2017/11/20	maintenance
-73.78458	Scarsdale	America/New_York	41.0051	2019/10/09	excellent
-97.03285	Grand Forks	America/Chicago	47.92526	2012/12/20	excellent
-111.78903	Gilbert	America/Phoenix	33.35283	2014-01-15	excellent
5.22778	Culemborg	Europe/Amsterdam	51.955	2020-01-06	average
8.64409	Trossingen	Europe/Berlin	48.07667	2016-10-02	accep
17.10558	Hudiksvall	Europe/Stockholm	61.72744	23 May 2014	average
76.11996	Manjeri	Asia/Kolkata	11.12018	2017-05-20	accep
-104.22884	Carlsbad	America/Denver	32.42067	2017-01-26	excellent
33.2525	Valday	Europe/Moscow	57.97472	01 Sep 2014	building
5.16108	Bar-le-Duc	Europe/Paris	48.77275	27 Jul 2015	accep
-73.78458	Scarsdale	America/New_York	41.0051	07/31/2018, 00:00:00	excellent
-2.68758	Leyland	Europe/London	53.69786	2017-09-04	accep
-60.94228	Le Robert	America/Martinique	14.67751	19 Dec 2018	excellent
9.22796	Pfullingen	Europe/Berlin	48.46458	2013-07-26	excellent
-51.87389	Sarandi	America/Sao_Paulo	-23.44361	2017/08/23	good
100.24529	Batu Feringgi	Asia/Kuala_Lumpur	5.4709	2020-01-11	building
-48.59278	Buri	America/Sao_Paulo	-23.7975	2022/03/11	good
136.84186	Toba	Asia/Tokyo	34.4833	12/07/2019, 00:00:00	good
120.74792	Nanpiao	Asia/Shanghai	41.09822	03 Mar 2014	maintenance
-83.48216	Canton	America/Detroit	42.30865	15 Sep 2015	accep
48.87498	Astara	Asia/Baku	38.45598	2013-06-05	good
12.38878	Perugia	Europe/Rome	43.1122	27 Mar 2020	good
8.77155	Karben	Europe/Berlin	50.23019	01/20/2021, 00:00:00	maintenance
4.92235	Efon-Alaaye	Africa/Lagos	7.65649	2021-06-08	average
115.8614	Perth	Australia/Perth	-31.95224	2018/09/13	excellent
-73.25383	Iquitos	America/Lima	-3.74912	2015/03/02	excellent
115.70111	Hengshui	Asia/Shanghai	37.73222	13 May 2016	excellent
-82.4017	Boyeros	America/Havana	23.0072	2015-08-20	good
-81.79819	Lakewood	America/New_York	41.48199	2013-04-25	average
-0.76773	Novelda	Europe/Madrid	38.38479	01 Aug 2014	good
10.18527	Memmingen	Europe/Berlin	47.98372	2020-05-31	accep
57.3552	Kuvandyk	Asia/Yekaterinburg	51.4781	29 Sep 2018	excellent
129.96972	Karatsu	Asia/Tokyo	33.4425	04/22/2019, 00:00:00	accep
24.71204	Smolyan	Europe/Sofia	41.57439	2021/03/16	average
-75.69947	San Carlos	America/Bogota	8.79577	24 Sep 2015	maintenance
-120.93549	Riverbank	America/Los_Angeles	37.73604	05/11/2017, 00:00:00	good
2.18247	el Camp de l'Arpa del Clot	Europe/Madrid	41.41204	09/29/2012, 00:00:00	excellent
-73.99681	Dumont	America/New_York	40.94065	2015/05/15	accep
85.4265	Yashkino	Asia/Novokuznetsk	55.8736	10/09/2019, 00:00:00	average
67.84222	Jizzax	Asia/Samarkand	40.11583	07/17/2021, 00:00:00	good
86.68363	Adra	Asia/Kolkata	23.49668	2018-01-12	accep
124.3697	Jagna	Asia/Manila	9.6531	2017/07/01	accep
136.13108	Ueno-ebisumachi	Asia/Tokyo	34.75856	23 May 2016	building
83.62389	Novosilikatnyy	Asia/Barnaul	53.30972	09 Nov 2021	average
-97.50417	Heroica Matamoros	America/Matamoros	25.87972	03/29/2022, 00:00:00	excellent
-52.67056	Pato Branco	America/Sao_Paulo	-26.22861	11/18/2012, 00:00:00	accep
124.3697	Jagna	Asia/Manila	9.6531	2021/10/05	accep
11.34046	Rudolstadt	Europe/Berlin	50.72043	2018/04/28	building
-77.02303	Fort Washington	America/New_York	38.70734	2017/04/14	excellent
35.59642	Lodwar	Africa/Nairobi	3.11988	2016-08-15	excellent
29.24152	Standerton	Africa/Johannesburg	-26.93366	04/07/2014, 00:00:00	building
13.31783	Hermsdorf	Europe/Berlin	52.61131	2013/07/01	good
-3.53261	San Fernando de Henares	Europe/Madrid	40.42386	2016/06/28	accep
60.8019	Beryozovsky	Asia/Yekaterinburg	56.9083	23 Sep 2021	accep
4.52514	Argungu	Africa/Lagos	12.74482	2020-05-27	accep
-120.43572	Santa Maria	America/Los_Angeles	34.95303	2021-09-05	average
15.00913	Misterbianco	Europe/Rome	37.51803	2015-11-12	excellent
31.33078	Voznesensk	Europe/Kiev	47.56494	11 Jun 2019	maintenance
-49.27306	Curitiba	America/Sao_Paulo	-25.42778	05 Jan 2017	building
86.59509	Supaul	Asia/Kolkata	26.11527	05/29/2017, 00:00:00	accep
-0.45877	Niort	Europe/Paris	46.32313	2016/03/01	good
51.49621	Nowshahr	Asia/Tehran	36.64852	2022-06-11	average
88.58	Aistala	Asia/Kolkata	23.18	2021/03/02	accep
-1.60452	Tudela	Europe/Madrid	42.06166	28 Jul 2021	excellent
3.47717	Boumerdas	Africa/Algiers	36.76639	2013-04-04	building
13.10984	Oschatz	Europe/Berlin	51.30001	03 May 2013	maintenance
68.49143	Bhit Shah	Asia/Karachi	25.80565	08/08/2014, 00:00:00	accep
-3.52751	Exeter	Europe/London	50.7236	2018-09-25	accep
112.01667	Kediri	Asia/Jakarta	-7.81667	2019/01/19	accep
-0.59543	Talence	Europe/Paris	44.80477	02 Dec 2019	excellent
171.25364	Timaru	Pacific/Auckland	-44.39672	16 May 2020	excellent
-96.39774	Brenham	America/Chicago	30.16688	02/11/2016, 00:00:00	average
26.01649	Sector 6	Europe/Bucharest	44.43579	2017/08/15	good
8.63333	Kirchlengern	Europe/Berlin	52.2	2018/08/21	acceptable
-49.27306	Curitiba	America/Sao_Paulo	-25.42778	2020-07-09	average
78.95693	Kashipur	Asia/Kolkata	29.21399	2021-02-22	accep
72.34424	Andijon	Asia/Tashkent	40.78206	09/01/2013, 00:00:00	good
24.04142	Alytus	Europe/Vilnius	54.39635	01 Mar 2014	good
-91.73625	Searcy	America/Chicago	35.25064	2013-08-18	excellent
89.20083	Sharypovo	Asia/Krasnoyarsk	55.54028	2021-09-17	building
72.34424	Andijon	Asia/Tashkent	40.78206	26 Sep 2020	average
-73.0515	Waterbury	America/New_York	41.55815	2013/12/21	building
-91.06177	Greenville	America/Chicago	33.41012	2012/10/01	good
124.84472	Maasin	Asia/Manila	10.13361	03/15/2019, 00:00:00	accep
-6.03731	San Juan de Aznalfarache	Europe/Madrid	37.35813	2017/06/17	building
107.60627	Ulan-Ude	Asia/Irkutsk	51.82721	11/17/2016, 00:00:00	average
88.58	Aistala	Asia/Kolkata	23.18	2012-11-26	average
76.11996	Manjeri	Asia/Kolkata	11.12018	09 Jun 2018	excellent
3.1631	Palafrugell	Europe/Madrid	41.91738	09/08/2014, 00:00:00	good
13.57661	Agrigento	Europe/Rome	37.31065	2013-06-08	excellent
-105.11221	Ken Caryl	America/Denver	39.57582	2021/04/10	excellent
-93.263	Columbia Heights	America/Chicago	45.0408	12 Jul 2015	accep
117.63083	Pingyi	Asia/Shanghai	35.50056	2021-10-23	excellent
2.61667	Mitry-Mory	Europe/Paris	48.98333	23 Jun 2016	maintenance
35.59642	Lodwar	Africa/Nairobi	3.11988	05/04/2013, 00:00:00	excellent
-0.33525	Kingston upon Hull	Europe/London	53.7446	2020/07/23	accep
-73.81669	Pointe-Claire	America/Toronto	45.44868	2021-02-15	excellent
-1.64295	Segundo Ensanche	Europe/Madrid	42.8139	2019-08-08	average
24.14662	Tornio	Europe/Helsinki	65.84811	07/06/2018, 00:00:00	accep
84.13864	Jashpurnagar	Asia/Kolkata	22.88783	20 Dec 2015	average
-4.10734	Puertollano	Europe/Madrid	38.68712	01/24/2018, 00:00:00	excellent
-73.49484	New Canaan	America/New_York	41.14676	09/13/2014, 00:00:00	good
120.57224	Burgos	Asia/Manila	15.72892	08/14/2014, 00:00:00	excellent
-83.55521	Toledo	America/New_York	41.66394	2021-10-23	excellent
14.66737	Campobasso	Europe/Rome	41.55947	2022-04-05	excellent
-117.14392	Mira Mesa	America/Los_Angeles	32.9156	2020-11-20	good
20.22625	Ajdabiya	Africa/Tripoli	30.75545	19 Jun 2018	excellent
112.19028	Jingzhou	Asia/Shanghai	30.35028	09/25/2021, 00:00:00	average
38.2739	Yeysk	Europe/Moscow	46.7055	03/31/2018, 00:00:00	good
-8.33147	Paredes	Europe/Lisbon	41.20485	2015-08-18	good
-87.882	Westchester	America/Chicago	41.85059	08/18/2019, 00:00:00	good
0.30367	Hartley	Europe/London	51.38673	03 Jun 2017	excellent
86.68363	Adra	Asia/Kolkata	23.49668	2015-10-26	average
-97.54667	Hutto	America/Chicago	30.5427	09/27/2017, 00:00:00	accep
-72.27814	Keene	America/New_York	42.93369	12/03/2020, 00:00:00	average
85.83636	Dalsingh Sarai	Asia/Kolkata	25.66795	02 Sep 2022	excellent
140.73667	Hakodate	Asia/Tokyo	41.77583	2012/10/29	excellent
136.84186	Toba	Asia/Tokyo	34.4833	08/02/2016, 00:00:00	building
20.89389	Glogovac	Europe/Belgrade	42.62833	01/29/2015, 00:00:00	good
122.9666	Talisay	Asia/Manila	10.7375	04/08/2016, 00:00:00	good
43.67663	Nizhniy Lomov	Europe/Moscow	53.53041	2022-03-15	maintenance
123.62494	Masbate	Asia/Manila	12.37169	02 Nov 2013	maintenance
10.58082	Msaken	Africa/Tunis	35.72917	2020/10/17	good
-87.71255	South Lawndale	America/Chicago	41.84364	03 Aug 2017	accep
150.60036	Nowra	Australia/Sydney	-34.88422	09/06/2014, 00:00:00	excellent
-79.2663	Markham	America/Toronto	43.86682	02/04/2013, 00:00:00	maintenance
-100.88023	Salvatierra	America/Mexico_City	20.21322	08/31/2018, 00:00:00	average
-4.1	Quimper	Europe/Paris	48	2017-01-17	accep
139.6853	Shimotoda	Asia/Tokyo	35.815	16 Oct 2015	accep
4.74161	Ilesa	Africa/Lagos	7.62789	11/17/2015, 00:00:00	accep
60.70278	Ozersk	Asia/Yekaterinburg	55.75556	06/10/2014, 00:00:00	building
8.52462	Adliswil	Europe/Zurich	47.30997	12 Sep 2018	excellent
60.70278	Ozersk	Asia/Yekaterinburg	55.75556	02/09/2013, 00:00:00	accep
111.4834	Aykhal	Asia/Yakutsk	65.93381	07 Jan 2022	accep
-0.2	Barnet	Europe/London	51.65	2012/10/17	good
145.06667	Carnegie	Australia/Melbourne	-37.88333	16 Jul 2022	good
-73.20483	Bridgeport	America/New_York	41.16704	2015/06/26	accep
84.63445	Rafiganj	Asia/Kolkata	24.81757	05/20/2014, 00:00:00	accep
-115.98391	Pahrump	America/Los_Angeles	36.20829	07/17/2019, 00:00:00	excellent
117.81667	Zhoucun	Asia/Shanghai	36.81667	2022/06/15	good
-15.6	Farafenni	Africa/Banjul	13.56667	2013-07-09	average
74.12286	Kanganpur	Asia/Karachi	30.76468	10/06/2013, 00:00:00	maintenance
-74.15987	Nutley	America/New_York	40.82232	2014/03/15	maintenance
115.70111	Hengshui	Asia/Shanghai	37.73222	03/11/2014, 00:00:00	good
-79.00453	Cuenca	America/Guayaquil	-2.90055	2018-07-04	building
33.72798	Zhukovka	Europe/Moscow	53.53395	2018/03/10	maintenance
-4.22398	Inverness	Europe/London	57.47908	2021-02-19	accep
-87.66561	Lower West Side	America/Chicago	41.8542	2018/04/07	building
79.41727	Gingee	Asia/Kolkata	12.25282	2022-04-10	maintenance
122.74754	Haicheng	Asia/Shanghai	40.85158	2015/12/27	building
39.85331	Gavrilov-Yam	Europe/Moscow	57.30185	2013-03-28	building
13.32127	Wittenau	Europe/Berlin	52.59319	14 Jul 2015	excellent
4.91667	Bron	Europe/Paris	45.73333	02/13/2021, 00:00:00	average
-76.99081	Chillum	America/New_York	38.96372	04 Apr 2014	good
