location	latitude	QoS	revision	longitude	code
America/Bahia	-15.675	accep	2019/01/15	-38.94722	BR
Asia/Shanghai	23.02677	excellent	06 Jan 2021	113.13148	CN
America/Cuiaba	-14.66463	accep	2013/06/26	-52.35558	BR
America/New_York	37.52487	good	04 Jan 2015	-77.55777	US
Africa/Nairobi	3.11988	excellent	10/25/2013, 00:00:00	35.59642	KE
Europe/Berlin	49.03685	accep	03/20/2022, 00:00:00	8.70745	DE
Europe/Madrid	41.63976	average	11/07/2016, 00:00:00	2.35739	ES
Asia/Jakarta	-7.54972	good	22 Jun 2022	110.71639	ID
Europe/Vilnius	55.25	average	18 Oct 2016	24.75	LT
Europe/Berlin	50.9803	excellent	2021/06/11	11.32903	DE
America/Chicago	41.85059	maintenance	2014-10-27	-87.882	US
Europe/Berlin	53.94313	good	2020-07-25	10.30215	DE
America/Los_Angeles	33.03699	building	02/26/2013, 00:00:00	-117.29198	US
Australia/Sydney	-34.88422	accep	09 Feb 2022	150.60036	AU
Europe/Berlin	52.2	maintenance	2019/06/01	8.63333	DE
Europe/Warsaw	50.5107	maintenance	2021-11-04	18.30056	PL
America/New_York	37.52487	building	10/27/2020, 00:00:00	-77.55777	US
Asia/Yangon	14.0823	average	2014/07/17	98.19151	MM
Europe/Rome	41.55947	excellent	06/07/2015, 00:00:00	14.66737	IT
America/Santiago	-32.45242	average	2020-06-23	-71.23106	CL
Europe/Helsinki	60.2052	accep	04 Jun 2020	24.6522	FI
Europe/London	53.46506	accep	11 Aug 2015	-1.47217	GB
Asia/Kolkata	9.57046	average	05/12/2019, 00:00:00	76.32756	IN
Europe/Dublin	53.43333	accep	10/29/2021, 00:00:00	-7.95	IE
Europe/Moscow	54.90083	good	12/30/2018, 00:00:00	38.07083	RU
Asia/Yangon	14.0823	average	21 Oct 2016	98.19151	MM
Europe/Minsk	52.4089	good	06/01/2014, 00:00:00	31.3237	BY
Asia/Karachi	26.9423	average	12 Feb 2017	68.11759	PK
Asia/Kolkata	29.22254	good	2016-10-03	79.5286	IN
Asia/Tehran	33.14447	good	06 Mar 2021	47.3799	IR
Africa/Tunis	35.72917	good	11/18/2015, 00:00:00	10.58082	TN
Asia/Jerusalem	31.92923	average	2019-11-28	34.86563	IL
America/Los_Angeles	34.95303	accep	2013-11-24	-120.43572	US
Europe/London	51.62907	building	2019-07-03	-0.74934	GB
America/Chicago	35.74788	building	12/27/2017, 00:00:00	-95.36969	US
America/Sao_Paulo	-25.42778	good	2012-11-15	-49.27306	BR
Asia/Jakarta	-1.26424	good	05/30/2013, 00:00:00	104.09701	ID
Europe/Rome	38.07789	excellent	11/03/2021, 00:00:00	13.44275	IT
Asia/Kabul	36.21544	average	24 Jan 2017	65.93249	AF
Europe/Berlin	50.9803	accep	2021-08-30	11.32903	DE
Europe/Paris	48.90472	excellent	22 Jan 2018	2.2469	FR
Asia/Yekaterinburg	58.04254	accep	2018/03/11	65.27258	RU
America/New_York	29.65163	maintenance	09 May 2019	-82.32483	US
Africa/Tunis	37.16911	excellent	12/24/2017, 00:00:00	10.03478	TN
America/New_York	40.72371	maintenance	2017/05/16	-73.95097	US
America/Sao_Paulo	-26.22861	excellent	2019-01-24	-52.67056	BR
America/Chicago	29.84576	excellent	30 Dec 2013	-90.10674	US
America/Los_Angeles	36.20829	excellent	10/20/2018, 00:00:00	-115.98391	US
America/Chicago	41.84364	maintenance	2017-08-12	-87.71255	US
America/Caracas	8.35122	building	2021/10/09	-62.64102	VE
Asia/Shanghai	34.86472	excellent	10/03/2020, 00:00:00	117.55417	CN
America/New_York	40.60538	average	24 Sep 2014	-73.75513	US
Europe/London	51.39323	average	28 May 2013	0.47713	GB
Africa/Monrovia	7.57944	building	2018/12/14	-8.53778	LR
America/Manaus	-3.14306	good	2018-02-27	-58.44417	BR
America/New_York	41.27621	maintenance	08/17/2017, 00:00:00	-72.86843	US
Asia/Yekaterinburg	60.97944	accep	03 May 2013	76.92421	RU
Europe/Moscow	54.39304	average	03 May 2018	53.26023	RU
America/New_York	28.54944	good	17 Jun 2015	-81.77285	US
Africa/Algiers	36.76639	excellent	05/02/2015, 00:00:00	3.47717	DZ
Asia/Kolkata	23.1959	building	28 Jan 2018	86.51499	IN
Asia/Shanghai	45.35	accep	11 Mar 2014	126.28333	CN
America/Lima	-11.94306	average	14 Feb 2014	-76.70944	PE
Europe/Amsterdam	51.65333	average	23 Sep 2022	5.2875	NL
Europe/Minsk	52.4089	accep	01/16/2013, 00:00:00	31.3237	BY
Asia/Kolkata	28.71271	excellent	09 Nov 2020	77.656	IN
America/Argentina/Tucuman	-27.4338	good	06 Jan 2019	-65.61427	AR
America/Havana	23.15678	excellent	08/09/2013, 00:00:00	-81.24441	CU
Europe/Lisbon	37.08819	average	2019-04-20	-8.2503	PT
America/Mexico_City	19.8173	average	05/29/2017, 00:00:00	-97.35992	MX
America/Havana	23.04419	good	07 May 2022	-82.00919	CU
Asia/Manila	16.0438	building	06/22/2014, 00:00:00	120.4861	PH
Europe/Belgrade	42.62833	accep	2018/10/01	20.89389	XK
Asia/Karachi	32.57756	excellent	11 Feb 2019	71.52847	PK
Europe/Paris	48.8765	good	2017/05/20	2.18967	FR
Africa/Addis_Ababa	6.03333	accep	03/02/2013, 00:00:00	37.55	ET
Asia/Tokyo	39.46667	good	05/29/2013, 00:00:00	141.95	JP
Asia/Tokyo	35.82756	average	01/05/2021, 00:00:00	137.95378	JP
Europe/Paris	44.92801	average	10 Jun 2016	4.8951	FR
Europe/Berlin	48.49144	accep	12/03/2015, 00:00:00	9.20427	DE
America/Chicago	42.16808	building	2016/05/08	-88.42814	US
Europe/Moscow	59.80917	maintenance	2017/11/28	30.38167	RU
Asia/Kolkata	22.75218	maintenance	21 Apr 2015	72.68533	IN
Asia/Tokyo	35.48199	excellent	09/16/2016, 00:00:00	137.02166	JP
Asia/Jakarta	-8.43333	building	02 Mar 2022	114.33333	ID
Asia/Jakarta	0.51667	acceptable	07 Oct 2017	101.44167	ID
Asia/Kuala_Lumpur	2.2139	building	2018/12/15	102.3278	MY
Europe/Moscow	53.93361	accep	2020/12/22	37.92792	RU
Asia/Shanghai	41.09822	excellent	03/21/2019, 00:00:00	120.74792	CN
Europe/Rome	40.55851	average	18 Nov 2012	17.80774	IT
America/Los_Angeles	34.63915	accep	2021-10-21	-120.45794	US
Africa/Algiers	36.61954	building	2020/08/30	4.08282	DZ
America/Los_Angeles	36.91023	average	09/18/2017, 00:00:00	-121.75689	US
America/Mexico_City	19.32889	average	02/10/2017, 00:00:00	-99.32556	MX
Asia/Shanghai	37.30553	good	2014/03/08	120.82747	CN
Europe/Belgrade	42.62833	good	29 Jul 2016	20.89389	XK
America/Sao_Paulo	-20.87306	accep	20 Aug 2022	-48.29694	BR
Europe/London	50.11861	average	02/09/2020, 00:00:00	-5.53715	GB
Asia/Almaty	47.46657	excellent	10/26/2017, 00:00:00	84.87144	KZ
Europe/Minsk	55.1904	accep	30 Sep 2021	30.2049	BY
Europe/Berlin	49.13645	accep	21 Jun 2021	8.91229	DE
America/Bogota	10.15031	building	2022/08/12	-73.9614	CO
America/New_York	41.14676	maintenance	2015-06-26	-73.49484	US
Europe/Berlin	54.52156	excellent	10/02/2016, 00:00:00	9.5586	DE
America/Chicago	33.45122	good	2014-02-27	-86.99666	US
America/Toronto	45.43341	average	2016-02-21	-73.86586	CA
America/Los_Angeles	45.49428	accep	21 May 2015	-122.86705	US
Asia/Bangkok	13.51825	excellent	2015/11/27	99.95469	TH
Asia/Barnaul	53.30972	good	2019-07-12	83.62389	RU
America/Chicago	33.44872	excellent	04/27/2016, 00:00:00	-86.78777	US
Africa/Douala	3.51667	accep	10/04/2014, 00:00:00	11.5	CM
Europe/Warsaw	50.20528	good	2017-05-07	19.27498	PL
Asia/Karachi	27.55898	building	12 Jul 2013	68.21204	PK
Europe/Madrid	43.32686	average	06/09/2013, 00:00:00	-2.98884	ES
Asia/Tokyo	35	good	2018-12-18	136.51667	JP
Africa/Dar_es_Salaam	-10.33333	good	26 Sep 2015	39.28333	TZ
Europe/Rome	45.44694	accep	10/14/2020, 00:00:00	8.62118	IT
Africa/Lagos	9.58126	excellent	2020-02-17	8.2926	NG
Australia/Perth	-31.95224	good	01/20/2016, 00:00:00	115.8614	AU
Europe/Vienna	48.25	accep	2014/06/12	16.4	AT
Europe/Vienna	47.05	accep	03 Nov 2019	15.46667	AT
Asia/Dili	-8.99167	maintenance	12/27/2016, 00:00:00	125.21972	TL
America/Chicago	41.15376	average	2012/12/23	-87.88754	US
America/El_Salvador	13.70167	accep	2015/09/27	-89.10944	SV
Europe/London	51.35084	excellent	30 Oct 2019	-1.99421	GB
Asia/Kuala_Lumpur	4.88441	good	11/30/2016, 00:00:00	101.96857	MY
Europe/Moscow	43.35071	good	09/05/2021, 00:00:00	46.10925	RU
America/Havana	22.98212	building	01/24/2017, 00:00:00	-80.58556	CU
America/Santo_Domingo	18.20854	good	2015/09/19	-71.10077	DO
Europe/Berlin	53.59337	good	2015-05-29	9.47629	DE
America/New_York	39.32288	average	18 Jul 2018	-76.72803	US
Asia/Shanghai	27.85	average	2018-03-26	112.9	CN
Europe/Berlin	52.61131	excellent	11 Mar 2020	13.31783	DE
Asia/Kolkata	15.45144	accep	06/13/2017, 00:00:00	78.14797	IN
Europe/Berlin	53.59337	excellent	01/27/2021, 00:00:00	9.47629	DE
Europe/Madrid	38.96667	excellent	2021/11/02	-0.18333	ES
Asia/Tokyo	35.30889	accep	2021-07-02	139.55028	JP
Europe/Zaporozhye	49.41029	maintenance	2015/12/31	38.15035	UA
Europe/Saratov	51.40944	excellent	2022-06-18	46.04833	RU
Europe/Moscow	57.30185	accep	05/15/2016, 00:00:00	39.85331	RU
America/Havana	20.14298	maintenance	2022-09-11	-77.43532	CU
Europe/Warsaw	54.60528	average	29 Jul 2020	18.34717	PL
Africa/Mogadishu	9.89206	accep	2021/06/18	43.38531	SO
America/New_York	41.0051	accep	02/27/2017, 00:00:00	-73.78458	US
Europe/Istanbul	38.37255	maintenance	07/19/2014, 00:00:00	34.02537	TR
Africa/Kampala	3.27833	good	2019-04-26	32.88667	UG
Europe/London	53.81667	good	02/28/2016, 00:00:00	-3.05	GB
Europe/Vilnius	54.39635	good	03 Feb 2013	24.04142	LT
Pacific/Port_Moresby	-5.85746	accep	22 Mar 2013	144.23058	PG
America/New_York	28.54944	accep	14 Jun 2015	-81.77285	US
Asia/Shanghai	38.40917	average	2022/08/17	112.73333	CN
America/Chicago	34.77453	excellent	2020/08/13	-96.67834	US
America/Vancouver	49.88307	good	17 Nov 2020	-119.48568	CA
Africa/Nairobi	0.46005	good	2022/01/29	34.11169	KE
Europe/Amsterdam	51.65333	accep	21 May 2015	5.2875	NL
America/Costa_Rica	10.63504	good	2020/09/22	-85.43772	CR
America/Argentina/Buenos_Aires	-34.64167	building	2013-10-23	-60.47389	AR
Africa/Monrovia	7.57944	maintenance	2020/01/23	-8.53778	LR
Europe/Rome	45.78071	good	01/18/2019, 00:00:00	12.84052	IT
America/Vancouver	49.88307	average	2015/11/19	-119.48568	CA
Pacific/Efate	-17.73648	excellent	2022-05-19	168.31366	VU
Asia/Damascus	35.95664	accep	2019-02-04	36.7138	SY
Europe/Zagreb	43.50891	maintenance	15 Jun 2018	16.43915	HR
Europe/Minsk	53.5942	excellent	2021-12-31	25.8191	BY
Asia/Kolkata	25.92127	good	08 Apr 2014	86.79271	IN
Africa/Johannesburg	-24.19436	average	2016/03/05	29.00974	ZA
Europe/Moscow	46.7055	maintenance	2021/08/23	38.2739	RU
Europe/Istanbul	40.98894	maintenance	09/23/2018, 00:00:00	28.67582	TR
Asia/Seoul	36.20389	average	2021/01/01	127.08472	KR
Asia/Kolkata	21.46527	accep	10/06/2013, 00:00:00	83.97573	IN
Asia/Shanghai	32.54278	maintenance	2020-06-02	111.50861	CN
Asia/Bangkok	15.46063	building	2019-02-27	99.89166	TH
Europe/Moscow	43.96222	accep	2018-02-19	43.63417	RU
Asia/Karachi	27.55898	average	2020/08/05	68.21204	PK
America/Sao_Paulo	-28.44917	excellent	2014/08/07	-52.2	BR
Europe/Kiev	46.75451	maintenance	2019-03-27	33.34864	UA
Europe/Berlin	52.86147	good	13 Jan 2021	9.5926	DE
America/Merida	21.28306	average	11/15/2021, 00:00:00	-89.66123	MX
Asia/Shanghai	42.64031	excellent	2013/01/16	125.51176	CN
America/Chicago	36.02506	maintenance	2020-02-15	-86.77917	US
Europe/Sofia	42.7	average	2019-07-29	27.25	BG
Asia/Shanghai	37.19723	excellent	2022/09/19	122.05228	CN
Africa/Casablanca	33.43443	average	27 Dec 2014	-5.22126	MA
Asia/Phnom_Penh	13.65805	accep	2017-07-15	102.56365	KH
Asia/Shanghai	23.73333	good	2021-03-06	114.68333	CN
Asia/Jakarta	-6.48167	good	19 Aug 2021	106.85417	ID
America/New_York	41.16704	accep	04/28/2018, 00:00:00	-73.20483	US
Europe/Istanbul	37.05944	building	11/16/2018, 00:00:00	37.3825	TR
America/Fortaleza	-4.16694	average	02/08/2017, 00:00:00	-40.7475	BR
Europe/Andorra	42.50729	maintenance	2020-02-05	1.53414	AD
Europe/Rome	45.44694	good	13 Dec 2016	8.62118	IT
Asia/Kolkata	29.21399	accep	03/24/2022, 00:00:00	78.95693	IN
America/New_York	40.64621	good	2013-06-18	-73.97069	US
Asia/Karachi	27.55898	building	25 Mar 2016	68.21204	PK
Asia/Aden	14.53767	good	2017-09-23	46.83187	YE
America/Porto_Velho	-8.76194	maintenance	24 Jul 2013	-63.90389	BR
Europe/Paris	50.75	maintenance	2014/08/25	2.25	FR
Europe/Chisinau	48.15659	good	09/30/2014, 00:00:00	28.28489	MD
Europe/Rome	43.62558	good	2017-01-08	13.39954	IT
America/Los_Angeles	47.80527	maintenance	02/14/2017, 00:00:00	-122.24064	US
Europe/Berlin	51.20219	excellent	2015-06-05	7.36027	DE
Asia/Krasnoyarsk	58.23583	average	2014-12-03	92.48278	RU
Africa/Casablanca	33.43443	building	2019-12-30	-5.22126	MA
Asia/Tashkent	40.78206	excellent	23 Nov 2018	72.34424	UZ
America/New_York	40.57788	good	2022-03-12	-73.95958	US
Asia/Manila	8.56697	average	2015/11/27	123.33471	PH
Africa/Johannesburg	-24.19436	average	02/16/2020, 00:00:00	29.00974	ZA
Europe/Malta	35.89972	excellent	2019-01-13	14.51472	MT
Europe/Warsaw	50.86079	good	2014-11-17	17.4674	PL
Asia/Kolkata	9.57046	good	15 Dec 2014	76.32756	IN
Asia/Tokyo	36.33011	accep	2017/12/17	138.89585	JP
Asia/Damascus	34.5624	accep	07 Feb 2016	38.28402	SY
Asia/Manila	9.6531	accep	2014/07/15	124.3697	PH
America/Port-au-Prince	18.65297	maintenance	02/27/2022, 00:00:00	-72.09391	HT
Asia/Bangkok	6.25947	good	03/17/2014, 00:00:00	102.05461	TH
Europe/Warsaw	51.14942	excellent	12/15/2016, 00:00:00	15.00835	PL
Africa/Conakry	9.535	excellent	2017/03/31	-13.68778	GN
Europe/London	50.75767	maintenance	2018-05-12	-1.5443	GB
Indian/Antananarivo	-19.65	excellent	04 Jul 2021	47.31667	MG
Asia/Kolkata	16.06213	good	05 Apr 2022	76.0586	IN
Europe/Paris	46.67535	maintenance	06/21/2018, 00:00:00	5.55575	FR
America/Denver	40.65995	maintenance	2015-02-23	-111.99633	US
America/New_York	43.1009	average	08/27/2020, 00:00:00	-75.23266	US
America/Costa_Rica	10.63504	excellent	2021/01/21	-85.43772	CR
America/Recife	-8.66667	excellent	09/02/2018, 00:00:00	-35.71667	BR
Asia/Kuala_Lumpur	4.88441	excellent	2016-09-27	101.96857	MY
Europe/Moscow	53.93361	maintenance	20 Apr 2013	37.92792	RU
Europe/Berlin	50.72043	good	2013-09-05	11.34046	DE
Europe/Rome	40.53123	average	2020-08-26	17.58522	IT
America/Sao_Paulo	-23.7975	good	2014-08-22	-48.59278	BR
Africa/Nairobi	3.11988	acceptable	2012/11/04	35.59642	KE
Africa/Tripoli	24.96334	good	09/28/2017, 00:00:00	10.18003	LY
America/Matamoros	25.87972	average	01/14/2016, 00:00:00	-97.50417	MX
America/Toronto	45.4473	average	06/15/2016, 00:00:00	-73.75335	CA
America/Sao_Paulo	-19.32556	building	03/07/2015, 00:00:00	-41.25528	BR
Africa/Libreville	-1.63333	good	2020-02-29	13.58357	GA
Asia/Kolkata	18.87813	good	03/03/2013, 00:00:00	72.93924	IN
Asia/Seoul	36.20389	accep	07/19/2018, 00:00:00	127.08472	KR
Europe/Rome	44.59445	average	04/13/2014, 00:00:00	11.04979	IT
America/Los_Angeles	36.91023	accep	2019/03/10	-121.75689	US
America/Los_Angeles	34.63915	average	03/04/2015, 00:00:00	-120.45794	US
Asia/Karachi	30.46907	excellent	2017/12/22	70.96699	PK
Asia/Seoul	37.1759	good	2021/07/04	128.9889	KR
Europe/London	50.75767	excellent	09/15/2016, 00:00:00	-1.5443	GB
America/Chicago	36.61033	good	2015/04/16	-88.31476	US
Asia/Bangkok	13.8196	building	08 Mar 2017	100.04427	TH
Africa/Dar_es_Salaam	-5.41667	excellent	2018-08-18	38.01667	TZ
America/New_York	40.65538	building	2022/01/30	-74.38987	US
Asia/Bangkok	8.43333	good	2017-12-15	99.96667	TH
America/Panama	8.88988	excellent	03/22/2016, 00:00:00	-79.62603	PA
America/Mexico_City	17.94979	maintenance	09 Mar 2020	-94.91386	MX
America/New_York	34.06635	maintenance	2020/02/19	-84.67837	US
Asia/Yangon	14.0823	average	2013/02/15	98.19151	MM
America/New_York	41.66394	maintenance	08/02/2016, 00:00:00	-83.55521	US
Asia/Samarkand	40.11583	average	2016/08/12	67.84222	UZ
America/Chicago	35.61452	good	2013-08-26	-88.81395	US
Europe/London	50.79205	good	2020/11/25	-1.08593	GB
Europe/Moscow	54.39304	excellent	2013-08-31	53.26023	RU
Europe/Istanbul	37.05944	maintenance	01 Dec 2014	37.3825	TR
Europe/Amsterdam	51.955	accep	2015-01-12	5.22778	NL
Asia/Jakarta	-1.6	excellent	2019-04-18	103.61667	ID
America/Sao_Paulo	-19.72806	accep	30 Oct 2016	-50.19556	BR
America/New_York	43.91452	excellent	2020-01-23	-69.96533	US
Pacific/Port_Moresby	-5.85746	building	27 Aug 2020	144.23058	PG
Europe/Berlin	52.47774	excellent	26 Nov 2014	10.5511	DE
Asia/Tokyo	36.24624	maintenance	07/30/2013, 00:00:00	139.07204	JP
Asia/Baku	38.45598	average	20 Dec 2018	48.87498	AZ
Europe/Berlin	49.5099	excellent	2022-06-15	6.74549	DE
America/New_York	34.06635	accep	2017-12-26	-84.67837	US
Asia/Tokyo	35.30889	good	2019/05/23	139.55028	JP
America/Detroit	42.97086	good	2014/02/01	-82.42491	US
Asia/Shanghai	23.29549	accep	2014-12-28	113.82465	CN
Europe/London	50.7236	excellent	26 Mar 2019	-3.52751	GB
Europe/Oslo	68.79833	building	01/06/2016, 00:00:00	16.54165	NO
America/Chicago	35.61452	good	2014-05-16	-88.81395	US
America/New_York	37.60876	excellent	11/24/2021, 00:00:00	-77.37331	US
Europe/Moscow	55.39485	good	2014-10-26	43.83992	RU
Asia/Shanghai	35.20889	accep	02/03/2015, 00:00:00	111.73861	CN
Europe/Berlin	50.80019	excellent	06/16/2015, 00:00:00	7.20769	DE
Asia/Kolkata	15.5439	accep	02/24/2020, 00:00:00	73.7553	IN
Asia/Jakarta	-6.8048	accep	2017/01/12	110.8405	ID
Asia/Karachi	31.96258	accep	2016-01-27	73.97117	PK
Europe/London	57.47908	accep	2017-09-09	-4.22398	GB
Europe/Berlin	52.4581	accep	2014-05-28	13.28702	DE
Asia/Tokyo	35.815	building	2020-10-27	139.6853	JP
Asia/Kolkata	28.98002	accep	30 Oct 2018	77.70636	IN
Africa/Ndjamena	12.18441	accep	14 Apr 2017	18.69303	TD
America/Glace_Bay	46.1351	building	08/14/2015, 00:00:00	-60.1831	CA
Europe/Warsaw	50.5107	excellent	05 Mar 2015	18.30056	PL
Europe/Paris	43.67681	average	2018-09-19	4.63031	FR
America/Chicago	40.56754	good	2013/05/23	-89.64066	US
America/Managua	11.84962	good	10/19/2017, 00:00:00	-86.19903	NI
Asia/Yakutsk	65.93381	average	2016/04/23	111.4834	RU
Europe/Berlin	51.88333	maintenance	2015-11-29	8.51667	DE
Europe/Moscow	53.53041	average	03 Feb 2021	43.67663	RU
Asia/Kolkata	25.87498	building	2018-12-18	86.59611	IN
Africa/Djibouti	11.15583	excellent	02/25/2017, 00:00:00	42.7125	DJ
America/Chicago	41.84364	accep	13 Feb 2013	-87.71255	US
Asia/Qyzylorda	44.85278	good	2012/12/15	65.50917	KZ
Asia/Yekaterinburg	60.97944	average	2017-11-02	76.92421	RU
America/Chicago	38.06084	average	2017/11/14	-97.92977	US
Asia/Karachi	32.57756	accep	2016/06/21	71.52847	PK
America/Sao_Paulo	-22.45667	good	02 May 2013	-47.53028	BR
America/New_York	37.60876	excellent	2018-09-16	-77.37331	US
Africa/Algiers	36.76639	average	2019-04-05	3.47717	DZ
Asia/Shanghai	29.98869	good	07/18/2017, 00:00:00	122.20488	CN
Africa/Casablanca	34.31	excellent	05/18/2019, 00:00:00	-2.16	MA
Europe/Rome	40.92298	average	15 Sep 2013	14.30935	IT
Europe/Rome	42.67164	accep	2016/09/05	14.01481	IT
America/Chicago	31.76212	average	13 Mar 2015	-95.63079	US
Europe/London	55.82737	average	04/16/2013, 00:00:00	-4.0573	GB
America/Bogota	4.73245	maintenance	09/16/2015, 00:00:00	-74.26419	CO
Europe/Istanbul	39.12074	building	2016-12-30	27.18052	TR
Europe/Moscow	53.77166	accep	2012-10-24	38.12408	RU
Asia/Shanghai	32.50611	accep	2016-05-05	120.14278	CN
Europe/Berlin	52.2	excellent	03 Dec 2013	8.63333	DE
Asia/Kolkata	25.92127	average	25 Dec 2014	86.79271	IN
Africa/Nairobi	0.46005	average	01/17/2013, 00:00:00	34.11169	KE
Asia/Yangon	17.30858	average	2014-02-01	97.01124	MM
Europe/London	51.38673	maintenance	2020/07/17	0.30367	GB
Indian/Reunion	-20.88231	accep	2017/09/26	55.4504	RE
Asia/Samarkand	40.11583	average	2021/02/12	67.84222	UZ
Africa/Windhoek	-21.98333	average	2013/01/01	16.91667	NA
Asia/Tokyo	33.3213	accep	2013/08/18	130.94098	JP
Europe/Amsterdam	52.09	accep	2013/02/10	5.23333	NL
Europe/Berlin	52.4581	excellent	2017/03/22	13.28702	DE
Africa/Lubumbashi	0.49113	building	21 May 2021	29.47306	CD
Africa/Casablanca	34.31	average	07 Apr 2022	-2.16	MA
Africa/Kinshasa	-4.5833	accep	05/31/2021, 00:00:00	15.16554	CD
Europe/Moscow	54.03876	excellent	2018/10/12	43.91385	RU
Asia/Yangon	16.68911	accep	2016/08/03	98.50893	MM
Europe/Paris	41.91886	average	02/14/2020, 00:00:00	8.73812	FR
America/Lima	-15.21194	accep	02/08/2013, 00:00:00	-75.11028	PE
Asia/Kolkata	10.58806	maintenance	12/03/2013, 00:00:00	77.24779	IN
Africa/Dar_es_Salaam	-7.60361	good	2022-02-01	37.00438	TZ
Europe/Kiev	46.65581	average	04 Dec 2018	32.6178	UA
America/Boise	43.54072	average	2017-11-03	-116.56346	US
America/Fortaleza	-4.24444	average	10 Jul 2021	-42.29444	BR
Asia/Manila	14.8361	good	04/25/2017, 00:00:00	120.97844	PH
America/Sao_Paulo	-20.25333	accep	09 May 2021	-43.80139	BR
Africa/Mogadishu	9.89206	maintenance	10/30/2015, 00:00:00	43.38531	SO
Asia/Manila	14.8361	good	2020-11-29	120.97844	PH
Africa/Libreville	-1.63333	excellent	12/14/2014, 00:00:00	13.58357	GA
America/New_York	35.05266	excellent	2014/07/01	-78.87836	US
Europe/Paris	45.51667	maintenance	08/12/2021, 00:00:00	4.86667	FR
America/Los_Angeles	34.21639	excellent	2016/06/18	-119.0376	US
America/Bahia	-10.95817	accep	02 Jan 2021	-38.79084	BR
Africa/Windhoek	-21.98333	excellent	2015/09/26	16.91667	NA
Asia/Shanghai	34.85	average	2019/08/19	117.33333	CN
Asia/Seoul	37.65639	average	24 Sep 2022	126.835	KR
Asia/Makassar	3.31332	average	04 Oct 2021	117.59152	ID
Asia/Kolkata	22.10194	accep	01 Jul 2015	85.37752	IN
Europe/Amsterdam	52.31333	average	2015/10/30	6.92917	NL
America/Port-au-Prince	18.65297	average	2021/06/04	-72.09391	HT
Asia/Kuching	5.90702	good	01/05/2018, 00:00:00	116.10146	MY
America/Guatemala	14.93333	accep	2015/03/27	-91.11667	GT
Europe/Amsterdam	53.16167	average	2020-08-29	6.76111	NL
America/Glace_Bay	46.1351	accep	03/19/2020, 00:00:00	-60.1831	CA
Asia/Kolkata	26.76628	average	2015-01-23	83.36889	IN
Asia/Kolkata	10.58806	accep	2014/10/08	77.24779	IN
Europe/Belgrade	42.62833	average	03/14/2018, 00:00:00	20.89389	XK
Asia/Shanghai	27.92333	excellent	2018/08/29	118.53333	CN
America/Los_Angeles	46.32374	average	2021-04-07	-120.00865	US
America/Mexico_City	17.94979	accep	2013/09/21	-94.91386	MX
Europe/Warsaw	50.20528	average	01 Sep 2016	19.27498	PL
America/Argentina/Buenos_Aires	-34.74785	accep	2012/12/03	-58.70072	AR
Asia/Dhaka	22.83957	accep	2022/05/27	91.84128	BD
Europe/Berlin	52.2	average	2014-01-07	8.63333	DE
Europe/Madrid	38.96667	average	07/15/2022, 00:00:00	-0.18333	ES
Asia/Bangkok	8.43333	maintenance	09/19/2020, 00:00:00	99.96667	TH
Asia/Kolkata	26.32293	maintenance	07 Jul 2014	91.00632	IN
America/New_York	35.88264	accep	2019-08-17	-80.08199	US
America/Chicago	47.92526	building	2022-01-30	-97.03285	US
Europe/Istanbul	39.22493	good	06/05/2019, 00:00:00	42.85693	TR
Europe/Madrid	38.38479	good	05/08/2015, 00:00:00	-0.76773	ES
Asia/Jakarta	-6.8048	building	17 Sep 2013	110.8405	ID
America/Mexico_City	17.94979	accep	07/08/2015, 00:00:00	-94.91386	MX
Africa/Algiers	36.72544	average	2022-05-30	3.55665	DZ
Asia/Jakarta	-7.57897	excellent	2018-03-08	112.23109	ID
Asia/Manila	9.6531	average	2019-01-19	124.3697	PH
Europe/Moscow	61.78491	excellent	06 Apr 2015	34.34691	RU
Europe/London	51.39148	average	03/08/2014, 00:00:00	-0.29825	GB
America/Detroit	42.30865	excellent	2017-12-08	-83.48216	US
Asia/Hebron	31.78336	average	13 Feb 2016	35.23388	PS
Asia/Bangkok	8.43333	accep	2020/08/11	99.96667	TH
Europe/Moscow	54.90083	excellent	2016-12-07	38.07083	RU
Asia/Tokyo	34.9	building	2021-08-09	137.5	JP
America/Chicago	37.95143	average	22 Mar 2022	-91.77127	US
America/Los_Angeles	33.92946	good	21 Jun 2016	-116.97725	US
Asia/Kolkata	28.98002	excellent	02 Nov 2018	77.70636	IN
Asia/Kolkata	15.5439	accep	2016-09-23	73.7553	IN
Asia/Shanghai	32.50611	accep	10 May 2020	120.14278	CN
Europe/Berlin	49.03685	excellent	03 Jan 2022	8.70745	DE
America/Sao_Paulo	-21.42917	maintenance	01/06/2017, 00:00:00	-45.94722	BR
Europe/London	53.49389	accep	2021-07-21	-1.29243	GB
Australia/Melbourne	-38.16604	excellent	12/29/2019, 00:00:00	145.13643	AU
Europe/Berlin	51.168	accep	09/27/2015, 00:00:00	7.973	DE
America/New_York	27.71809	excellent	09 Apr 2013	-82.35176	US
Europe/Madrid	41.15612	excellent	2013-04-13	1.10687	ES
Asia/Kolkata	19.21667	maintenance	08/31/2021, 00:00:00	73.08333	IN
Asia/Kolkata	23.49668	excellent	2013-12-23	86.68363	IN
Asia/Manila	12.35275	excellent	12/02/2013, 00:00:00	121.06761	PH
