PM10	TEMP	NH3	PAHs	SO2	latitude	H2CO	C2H3NO5	Pb	CFCs	NOx	O3	PRES	PM2.5	warning	longitude	CH4	CO
6.77421	-0.36340	7.27633	7.87779	7.69411	52.86147	49.22860	0.91721	46.90159	61.88677	8.69574	6.96786	1155.47493	5.39903	0.00000	9.5926	7.48207	9.05901
9.28737	19.74029	10.32536	8.02645	9.29332	40.11583	39.16313	7.37095	51.56180	76.77991	7.76240	4.67992	1160.68514	7.27647	1.00000	67.84222	5.39576	7.14470
8.93319	10.30077	9.81629	6.81889	8.97244	-20.87306	50.69689	5.54153	45.17458	72.04707	6.77669	9.34583	1094.18081	6.99000	1.00000	-48.29694	9.89675	6.10266
8.56818	12.96667	10.01036	6.85606	8.11854	30.46907	48.28903	4.17320	59.98567	58.53700	6.60645	10.01718	1107.28972	6.63295	1.00000	70.96699	9.92317	7.41976
8.76737	25.37522	5.00126	11.20196	9.12738	22.98212	28.59057	5.33750	58.47623	73.91011	6.34457	5.84892	1175.43852	10.84289	1.00000	-80.58556	8.72353	8.17932
8.04566	4.40851	7.28940	5.76900	7.49082	-31.4488	64.00602	2.45407	42.70364	79.58643	10.86503	8.22521	1195.52736	4.85319	0.00000	-60.93173	7.98842	9.22190
7.42230	43.43247	6.36112	7.14094	7.84607	18.20854	23.67729	1.67826	56.89730	60.08209	9.18329	9.12740	1174.03609	6.07735	0.00000	-71.10077	6.48769	8.37298
7.52021	22.59971	9.01909	7.03891	7.15739	50.86079	32.59700	2.06335	47.55687	69.21529	7.78092	5.62962	1185.27096	7.84781	1.00000	17.4674	9.21170	6.47820
8.89824	36.48897	5.64137	7.17547	9.27857	-0.71667	40.19589	5.66081	55.47665	69.67045	5.69434	7.59380	1197.87065	5.31051	1.00000	-48.52333	7.33558	9.33294
9.62177	20.11743	6.48991	9.72551	7.98624	51.39148	44.12354	10.27131	51.29950	64.59762	8.25228	8.07609	1148.02484	5.83063	1.00000	-0.29825	6.96611	8.68914
8.31717	9.32279	7.30050	10.70412	6.59181	34.85	50.67337	3.06181	62.05758	60.10515	7.16709	7.58779	1056.65123	6.35855	1.00000	117.33333	5.24427	8.55219
11.60075		6.84219	7.28780	9.39617	45.99194	69.60643	67.93206	54.10331	64.99623	9.83561	8.03162	1185.12577	8.21485	0.00000	29.41824	10.48872	9.10055
10.75498	5.19981	5.72937	10.09730	8.46226	50.82709	50.38721	29.52783	27.07471	65.70661	8.59344	8.76991	1145.97037	5.46983	1.00000	6.9747	8.11412	7.38816
7.65454	36.36788	5.94493	6.81673	8.67325	48.21644	50.30480	1.70578	68.88803	67.30763	9.68973	8.55858	1140.64873	6.55998	1.00000	9.02596	10.13110	9.05398
9.08537	10.13193	9.12213	6.32252	9.39319	25.6439	43.76162	6.28920	60.42206		6.01596	4.96967	1145.39557	9.55048	1.00000	77.9129	6.60728	7.77168
6.95484	9.72678	7.99607	5.89226	6.62836	51.38673	27.75720	1.43686	86.60418	66.05661	9.99000	6.62504	1178.21872	7.71094	1.00000	0.30367	9.36349	9.18453
7.27796	17.48478	8.77826	7.96944	9.02554	-8.28333	40.55072	1.75308	42.39002	63.78558	7.65966	8.88810	1079.60057	7.48678		-35.03333	9.99320	8.01125
6.98167	0.27294	8.94759	9.90681	7.38414	53.37596	64.21790	1.67570	44.31952	69.00126	5.65684	8.52492	1163.39414	6.01980	1.00000	51.3452	11.63316	5.66288
9.01688	10.12754	6.20039	7.63635	9.77945	-54.8	54.16408	5.46815	62.59205	59.34482	9.08431	9.64598	1061.57811	6.77115	0.00000	-68.3	6.96720	6.42774
8.64909	31.84709	9.19956	10.19938	8.38095	35.95664	36.11325	4.65928	53.14351	55.78043	8.11892	11.27593	1152.06738	6.43401	1.00000	36.7138	12.45470	8.16052
7.52526	14.39499	5.49240	8.75906	8.59681	24.41288	50.06245	2.21560	52.20319	62.81127	8.04985	7.78927	1196.32051	10.07509	0.00000	76.56719	10.05300	8.43923
7.45272	14.00858	10.22070	7.95602	7.74398	-7.60361	55.84904	2.01678	49.22683		9.31153	5.25244	1192.17701	5.87628	1.00000	37.00438	9.00537	7.29241
8.06914	7.39236	4.89351	11.82846	8.69739	43.67681	64.02548	2.22651	48.64806	93.53016	5.41627	6.77723	1154.56246	12.74439	0.00000	4.63031	7.57884	9.58975
6.19298	9.18364	8.13054	3.49703	7.35582	34.5624	54.10251	1.43942	51.16600	69.90360	12.29893	13.60680	1118.22320	6.30987	0.00000	38.28402	4.42624	9.29411
8.33706	4.88344	7.56615	6.71097	7.66480	53.59337	40.46575	3.02567	40.10774	64.15178	6.23391	6.64992	1081.29435	7.87990	1.00000	9.47629	7.16360	8.98893
7.35376	17.46666	6.74726	9.32719	7.74060	42.06166	40.84450	1.01911	69.46031	70.26895	8.88997	7.71800	1194.12023	3.39335	1.00000	-1.60452	8.44651	8.27785
9.52124	-2.50069	8.63312	8.64137	9.35948	36.19278	55.77510	8.73886	59.73726	62.96079	7.46251	10.04825	1083.89086	7.67958	1.00000	117.65694	9.91891	7.52462
8.37285	-1.73993	8.69618	10.54049	7.26341	51.40944	29.42530	3.27976	56.19192	72.62349	6.25102	10.60924	1064.60897	6.46572	1.00000	46.04833	12.19770	8.39469
6.52072	8.78915	7.61816	11.19254	10.98247	40.42386	42.10658	1.37153	58.22685	69.86505	4.30607	8.05454	1157.03034	4.81646	1.00000	-3.53261	11.99717	7.99641
9.32614	26.12345	7.18496	9.01889	6.84996	50.23805	33.23900	7.15789	56.77287	68.66271	7.38319	7.10940	1064.26824	8.48924	0.00000	8.86704	9.83967	7.31832
7.22384	8.74461	7.41287	7.26041	7.32415	40.56754	42.26416	2.02437	66.58585	60.51438	10.23414	8.93431	1102.42620	7.48961	0.00000	-89.64066	7.32748	10.24744
6.49231	5.25981	9.20956	6.88220	8.04797	-25.54073	42.88782	1.30791	56.28824	65.50821	7.71001	10.98500	1064.65775	8.83957	1.00000	152.70493	10.64554	11.05891
9.86161	16.67085	5.30387	6.33365	7.03222	23.1959	46.59450	12.82662	66.08671	73.10304	6.37864	7.98986	1173.99973	5.79852	1.00000	86.51499	7.40945	9.03693
7.28392	17.15498	7.45329	10.38835	8.54391	50.23271	69.25406	1.79548	54.51992	53.32117	6.01728	11.31910	1187.56205	6.33716	1.00000	12.87117	11.98931	7.95261
6.98360	12.21563	9.19614	8.58464	7.15734	14.46693	12.94926	0.74324	60.44616	70.82273	7.52407	9.31368	1189.80897	5.70279	1.00000	75.92694	9.23205	8.96806
6.22762	42.25658	11.88493	10.29694	8.49700	8.43333	28.59029	1.12813		80.73715	7.35197	10.65803	1160.96912	6.04204	1.00000	99.96667	13.39583	8.35521
9.15841	3.31585	6.69083	7.96941	8.76079	-34.88422	39.03734	6.94478	48.57906	65.10716	8.23562	8.03926	1132.24574	7.13749	1.00000	150.60036		7.73378
8.74965	9.50365	9.39726	5.85249	8.37478	45.43341	44.30281	4.62519	41.89733	65.39752	8.85082	9.69273	1085.76523	3.96666	0.00000	-73.86586	4.51378	8.52802
8.03312	15.79717	7.60206	7.16108	6.66260	43.35071	53.05490	2.47675	56.43101	72.05286	9.44250	8.05764	1181.62780	6.03038	0.00000	46.10925	6.87713	8.46289
8.88807	7.36244	4.65278	4.83783	7.07430	40.65538	63.12394	5.59940	63.78828	66.51762	5.59376	7.69345	1116.39255	6.07897	1.00000	-74.38987	7.00761	9.21325
6.24434	11.26439	10.12999	9.75470	8.42481	49.03685	47.07429	1.71530	40.17244	67.29458	5.40787	9.31241	1056.12561	4.38205	1.00000	8.70745	11.38997	10.02249
9.74661	20.87250	3.89765	7.21080	8.82094	11.85	46.45814	11.63799	58.24325	55.62612	4.71514	8.48836	1109.49057	6.20612	1.00000	38.01667	6.92542	10.00488
8.93970	6.13384	6.41846	6.64788	8.25045	53.95278	39.25572	5.48589	63.63134	75.77498	6.34061	7.74163	1160.20929	6.54548	1.00000	32.86389	4.30623	8.63821
7.10928	-1.94544	11.17276	9.03336	8.61725	15.5439	69.28036	1.92946	48.50341	71.74626	6.59904	11.09348	1152.75367	6.33076	0.00000	73.7553	13.24521	8.55409
9.20223	17.95721	6.10387	8.51439	8.98177	8.56697	33.62066	7.58788	43.32916	72.24297	6.53556	7.41641	1076.38546	6.01579	1.00000	123.33471	5.93217	7.87746
9.11403	6.72243	9.53742	6.48509	8.31105	-22.53722	61.14096	6.66496	63.81676	75.73776	6.29254	8.79853	1138.06543	6.41196	1.00000	-42.98194	8.44313	8.89557
9.23286	37.62146	10.41477	8.01124	10.50742	0.51667	48.50808	7.55513	53.74586	71.87288	6.35139	9.08106	1117.80487	5.70583	1.00000	101.44167	10.32406	7.43117
8.59318	2.18501	6.91696	6.53725		50.23805	88.08026	4.29331	56.65980	68.14558	9.16803	9.33839	1122.54569	4.22429	0.00000	8.86704	5.84387	7.32318
9.36882	2.66934	6.79450	3.89474	7.22852	36.08497	57.45668	8.09828		67.19488	4.87469	6.63196	1101.17729	10.29210	1.00000	9.37082	4.29720	7.90256
7.09380	9.14964	6.41988	6.51019	7.57480	12.04161	36.04630	1.00529	64.41575	60.44008	7.04696	7.53689	1144.30329	6.19496	1.00000	75.35927	4.57902	8.35377
10.23593	14.33819	7.13104	5.08121	9.78438	33.44872	52.83951	18.01160	53.54477	52.33090	10.27090	14.51855	1142.32764	8.09578	0.00000	-86.78777	3.64123	7.31859
7.15310	11.24526	8.22282	6.63474	7.89289	33.3213	26.18174	1.86439	45.75155	61.96163	7.65192	5.61912	1079.67696	7.03601	1.00000	130.94098	8.92440	8.98632
9.03770	6.28236	5.62729	7.54657	8.89002	33.93113	48.60295	5.62734	58.22583	64.02624	8.29003	10.94778	1101.94203	7.81420	0.00000	-117.54866	7.15987	10.11671
8.79741	21.10941	5.47004	7.61630	7.33836	20.88953	37.09003	4.94137	84.63693	63.41144	4.51592	7.15533	1185.16308	7.18069	1.00000	-156.47432	6.69261	7.52995
6.69455	16.16348	11.43331	5.92875	8.35008	51.40944	37.98637	1.04772	68.29340	82.87123	7.49723	8.59229	1107.28543	7.38897	1.00000	46.04833	9.35267	8.17774
8.72944	30.52450	6.53679	7.06750	9.14701	23.07492	58.24794	5.02989	61.06053	70.05104	9.44378	10.61105	1183.29055	8.72724	0.00000	88.28637	7.27886	8.59248
8.30408	20.05527	13.29490	7.72731	9.15254	24.41288	61.73080	3.32972	69.69805	71.61918	10.70720	9.75042	1168.94988	7.18388	1.00000	76.56719	11.23065	7.97135
8.12785	18.47432	6.68816	10.86950	7.80180	51.21667	45.75138	2.70877	33.28682	70.74767	6.81045	6.74128	1055.25642	10.47438	0.00000	6.26667	8.77808	9.69995
6.84251	13.81457	8.10299	4.85248	8.06445	40.55851	46.99163	1.23942	34.61136	81.71172	8.69010	6.56177	1096.14472	9.79954	1.00000	17.80774	6.45282	9.92604
6.46179	11.56668		7.74426	7.37698	36.19278	56.32949	0.70542	59.83931	64.28749	6.57382	8.51194	1052.21859	6.61177	0.00000	117.65694	9.78268	8.43283
7.41508	48.24936	12.39164	1.86035	7.29300	8.35122	32.44979	1.99037	52.93233	62.09997	9.08627	8.32100	1160.15044	7.68792	1.00000	-62.64102	5.50661	7.55328
9.21021	10.80402	5.01225	6.00127	9.33372	22.75218	37.54324	7.40828	38.82222	60.20360	5.20376	7.83923	1167.21289	6.65553	1.00000	72.68533	7.10427	8.11725
8.23085	23.19335	7.26341	6.06157	10.64684	40.49748	33.68061	3.54038	54.06347	56.71150	9.16635	9.77418	1163.55684	4.73198	0.00000	44.7662	6.80742	7.68870
6.61394	30.99406	8.63527	7.65130	7.59256	41.27194	63.23286	1.44192	42.05624	60.95908	4.65812	8.77904	1188.92610	5.65117	1.00000	123.17306	9.70108	8.37250
8.94354	2.85065	8.11693	8.62162	8.45217	23.02677	59.05034	5.55099	54.63428	69.56801	7.54611	8.05176	1168.16592	6.64118	0.00000	113.13148	9.23770	7.14490
7.99830	33.44109	6.95460	4.70263	7.61990	9.535	74.35272	2.20606	52.44601	72.71879	10.00302	7.45745	1117.04182	7.44356	1.00000	-13.68778	8.03774	6.81237
6.95525	17.01699	5.37886	6.97430	8.10395	-34.88422	55.11126	0.93624	58.35155	72.18210	9.80828	10.01380	1195.91110	7.52933	0.00000	150.60036	8.42572	9.10107
9.99308	4.61952	8.50856	6.83448	6.61027	4.94273	49.83423	14.34633	67.63685	62.55276	8.41079	10.26900	1196.45313	5.51663	0.00000	15.87735	4.46405	9.29982
7.30130	-1.36443	7.66496	7.67881	7.43272	46.67535	54.69079	1.08542	60.96827	76.94755	3.70545	5.97779	1085.28046	7.45150	1.00000	5.55575	6.10143	8.93413
7.53931	30.34131	5.08975	10.29594	7.69878	48.15659	30.37048	1.79046	42.07012	59.47907	3.07306	7.52096	1150.14204	3.86465	1.00000	28.28489	7.61553	8.15925
6.91460	24.53720	6.67467	6.91642	7.73175	55.8736	33.46826	1.49182	39.77970	64.35287	7.18014	7.21923	1125.20567	6.68586	1.00000	85.4265	7.42378	9.53320
7.70836	8.17926	4.48301	7.73264	9.09508	35.21222	32.84572	2.53187	73.16919	68.67907	8.37956	9.42547	1122.15914	4.37500	1.00000	2.31889	7.24130	8.42298
8.89883	3.80506	4.39110	10.08118	8.57967	34.61667	69.59984	5.32070	48.81231	63.48615	6.54759	6.92912	1128.33012	10.79889	0.00000	135.6	8.66904	7.66066
10.35495	17.84122	8.60366	8.56363	8.42041	14.14989	55.26014	19.71836	63.66442	70.74261	6.61465	5.51360	1102.09184	6.99944	1.00000	121.3152	8.75923	8.10440
8.51543	-1.30489	7.91129	8.34669	5.52406	-20.25333	44.45387	4.07105	43.88217	60.90014	10.79246	4.48101	1164.58302	7.77528	0.00000	-43.80139	11.10263	8.41788
7.75126	0.31937	7.45640	7.28066	8.86901	-19.7625	67.46735	3.11153	28.68354	71.76707	6.01162	6.74601	1117.30762	7.29559	1.00000	-44.31389	4.67079	8.17362
7.59588	9.89041	6.06153	9.58186	8.22403	31.96258	42.02604	2.23294	40.71114	56.32009	7.99907	8.44739	1142.47745	4.99594	1.00000	73.97117	6.54476	6.98730
8.07436	11.57843	10.38431	8.53974	9.61040	51.42708	54.73521	3.07074	48.89862	66.92974	7.44475	10.43739	1169.80422	6.94898	1.00000	-0.91979	11.65569	8.28833
7.87694	16.31880	6.57451	8.67948	7.90377	56.85836	64.45679	2.25346	73.26944	65.66323	9.36367	6.84586	1151.60526	7.62009	0.00000	35.90057	9.79467	9.71987
10.06765	-1.94918	11.64089	5.43057	6.19745	54.39304	62.41514	15.49857	22.19007	55.80867	7.51743	7.46295	1124.06996	6.09932	1.00000	53.26023	7.76028	7.74049
8.71350	2.25597	8.83407	9.16703	6.38485	43.83125	47.41326	4.58253	71.21016	60.69183	7.57320	8.72155	1181.50687	9.29042	0.00000	5.03586	9.05884	7.06439
8.88714	28.61909	7.10890	6.51017	8.45129	18.87813	43.82896	5.17458	42.00846	73.24580	6.30236	11.41832	1111.69766	9.27925	1.00000	72.93924	9.64934	6.79301
9.30751	35.30717		7.24355	9.89277	36.20389	49.10450	7.42106	58.68601	69.00187	6.99795	8.75406	1147.05822	8.20058	0.00000	127.08472	9.94674	7.69210
7.52778	19.54186	8.15730	7.30235	7.18468	44.59445	39.14327	2.07647	71.06852	67.27157	5.79335	5.69714	1057.21035	6.69003	1.00000	11.04979	8.35010	10.21345
7.08268	13.64056	7.76745	7.51258	7.81543	18.65297	11.83003	1.63575	69.85276	56.40222	7.33404	11.39314	1126.46562	9.60609	1.00000	-72.09391	9.95327	8.77902
8.10175	18.26138	10.29445	8.49020	8.67118	22.75218	45.80287	3.16890	64.29030	69.78838	7.31163	9.59598	1095.86109	5.51306	1.00000	72.68533	10.13738	8.67281
9.66206	10.06657	6.98820	6.22690	8.32108	46.65581	53.64075	10.72567	39.33849	73.93276	10.49819	7.93733	1132.16026	7.12171	1.00000	32.6178	10.27388	8.69089
9.05913	31.18588	7.83853	9.51541	6.73501	4.88441	33.92317	5.97982	49.47353	67.67450	7.52902	7.00304	1163.86194	6.16752	1.00000	101.96857	5.35711	9.74003
7.07946	-4.04885	5.60725	12.18612	7.67845	14.0823	52.19297	1.80818	35.98092	63.78560	5.91445	5.56107	1113.49809	12.03904	0.00000	98.19151	8.68430	9.42737
8.68850	5.10768	6.14696	10.42077	7.59114	-5.41667	67.76883	4.50635	61.97710	54.99373	3.67766	7.56613	1152.09665	6.39544	1.00000	38.01667	4.98358	6.64605
8.82512	14.07850	8.12472	8.15203	6.74099	45.44694	44.46245	5.24263	43.61913	69.53990	9.44214	8.68712	1120.06942	7.89586	0.00000	8.62118	7.57116	9.22380
8.58299	17.21715	6.33509	7.77854	8.22353	-19.32556	48.21705	3.94789	76.24117	62.27103	8.90219	10.72655	1093.05459	9.02298	0.00000	-41.25528	7.42522	8.44032
8.91233	-4.27434	6.98684	8.11530	8.71680	-6.8048	63.79656	5.33419	42.94357	60.70096	7.68275	7.71772	1157.84101	7.05291	1.00000	110.8405	6.39692	7.65286
7.65325	13.40114	11.16299	4.69067	7.43593	-4.16694	47.16813	2.14986	79.86700	55.92866	8.68809	9.06452	1156.52168	6.85200	1.00000	-40.7475	7.23656	5.78361
8.35140	17.80550	5.51311	6.14836	8.63445	32.55531	59.74930	3.85097	63.20600	75.76664	5.74827	7.50595	1151.53771	7.48898	1.00000	76.12647	8.36749	6.86884
10.28485	23.46709	7.80047	4.40070	8.20869	6.03333	36.43553	19.32935	58.33960	72.33274	7.37060	6.55686	1119.57882	7.88679	1.00000	37.55	5.14336	9.25123
8.48717	22.36949	8.49216	10.01365	8.38306	55.85	19.92008	3.68529	23.95191	78.16891	7.47558	4.62028	1078.16523	7.69585	0.00000	37.56667	11.58161	8.03611
8.49173	10.55659	10.72410	7.34540	8.61765	42.62833	59.11629	3.51843	29.27056	66.56075	7.57563	9.26752	1059.64369	7.03830	1.00000	20.89389	10.54809	8.37996
9.74015	19.65988	5.92282	6.89720	9.22043	34.31	56.19020	10.97509	55.98154	69.07567	8.61704	7.33919	1156.97090	7.59393	0.00000	-2.16	11.69628	8.61807
10.74442	7.53406	5.11446	11.01595	9.14135	42.819	48.88340	29.03400	53.98201	69.20485	4.42910	7.17915	1132.32781	12.66338	0.00000	47.1192	7.64146	7.61790
7.79931	15.08686	10.64281	8.30071	8.04453	39.33427	69.41197	2.29591	64.01831	74.84856	7.35412	8.74278	1134.86003	4.16357	1.00000	-76.43941	9.00330	7.28834
10.47034	14.39011	4.42014	5.30194	8.96087	38.58894	77.07099	22.87562	42.85754	56.94196	6.06263	8.08459	1186.80296	6.55314	1.00000	-89.99038	8.45554	9.00660
7.69765	-18.56099	8.62640	7.92804	7.83934	28.98002	37.57891	1.84145	71.66441	59.92132	5.89399	9.26794	1118.17792	6.63796	1.00000	77.70636	10.48150	8.81784
7.88521	12.09036	6.22113	6.16718	7.48095	40.92298	30.08261	2.46452	53.24043	65.88264	11.92998	12.19738	1187.30509	9.74352	0.00000	14.30935	8.34027	8.71492
6.18076	19.65484	6.99193	6.63863	6.96295	36.61954	74.96578	0.92614	54.92234	63.83605	9.34878	7.30050	1143.91586	6.56878	1.00000	4.08282	9.88604	9.01546
8.39615	9.81673	9.31747	8.29205	8.19574	55.38752	28.43701	3.78607	47.62380	53.08521	8.36679	10.17377	1127.06827	7.14169	1.00000	36.73307	10.08853	9.70644
7.45976	16.40224	6.70700	6.61292	7.57628	35.61452	30.65970	2.51906	40.92126	70.66250	9.64908	9.90567	1186.48476	6.80687	0.00000	-88.81395	7.23097	7.40282
8.00445	30.30470	6.52719	6.23388	7.02440	40.85158	62.19621	2.72322	62.80744	69.55810	7.44220	7.16258	1089.63489	7.81925	1.00000	122.74754	9.56274	7.89335
9.55681	15.10056	7.76064	6.11857	8.67089	13.8196	39.02549	9.61177	63.18181	66.72749	9.76040	10.96042	1136.18430	6.55584	0.00000	100.04427	5.56844	7.56400
9.23605	32.19993	8.95980	6.45571	8.67016	35.89972	61.17694	6.99231	42.93304	67.15062	10.23891	8.36605	1118.33480	5.96957	0.00000	14.51472	6.46020	9.10930
7.02755	13.27419	5.68621	6.39182	7.45600	36.61954	55.61629	1.84001	49.41884	60.65539	10.20796	12.16351	1059.87807	7.72510	0.00000	4.08282	6.54266	9.51102
9.16995	-8.76425	7.59745	5.90691	7.94008	18.65297	65.04833	6.33517	64.43360	79.41702	6.48589	5.78678	1135.25758	7.23721	1.00000	-72.09391	9.15229	7.55498
9.39038	15.82995	6.23977	9.96743	5.88665	17.30858	44.68432	8.54341	49.00418	60.48924	7.57720	7.11619	1143.31786	10.10886	0.00000	97.01124	9.42972	7.54448
8.15573	22.17546	9.19716	8.71657	8.13670	50.74497	49.77678	2.54138	68.81829	57.89940	5.78172	7.47474	1052.48880	3.84175	1.00000	3.20639	9.18399	7.28235
8.69742	5.43440	6.88283	6.40639	7.69128	27.9247	35.26815	4.58061	55.55816	67.88580	11.37840	10.12790	1089.28590	8.19548	0.00000	78.40102	7.92292	8.58722
8.50454	23.98101	9.28708	9.80885	7.76244	0.51667	46.06817	3.52664	49.52290	53.31420	9.31253	6.87786	1052.11026	5.95780	1.00000	101.44167	4.58614	8.53927
8.63671	16.15499	6.67955	8.28752	7.62331	36.20389	70.57180	4.02591	53.27710	70.73862	6.90055	7.80841	1117.16888	6.85743	1.00000	127.08472	5.97958	7.95870
7.90283	18.55569	7.69747	5.78932	7.75220	53.53395	84.42534	2.14273	45.76428	56.32232	9.91293	10.84664	1089.08738	5.04519	0.00000	33.72798	4.16411	8.40963
9.22759	16.29473	5.88741	6.77442	7.14777	45.35	59.41269	6.88150	54.62013	58.23116	6.04184	7.81087	1107.95339	7.50102	1.00000	126.28333	6.46547	7.42118
8.53950	5.84695	5.28021	8.88954	7.43827	51.4781	29.93974	4.19687	61.62692	73.21384	7.61274	10.70544	1183.35163	8.86517	0.00000	57.3552	7.51366	9.34484
8.38680	16.90027	7.23326	5.71258	7.87032	49.03685	49.75035	4.02316	41.44855	69.22311	9.47819	7.92511	1180.16536	6.86807	1.00000	8.70745	10.51893	10.37756
8.97856	37.82393	9.74490	6.92665	7.74076	29.53885	43.69542	5.93702	65.40708	59.86780	6.17189	8.68512	1158.22975	5.19951	1.00000	-95.44744	9.83290	8.38473
7.16647	13.69309	9.82615	5.02338	8.24522	-28.44917	73.32434	1.61029	57.17564	78.92139	7.96396	10.57079	1077.35083	7.61546	1.00000	-52.2	7.49767	10.18365
10.01068	15.38001	7.36621	5.89956	6.50641	58.04254	51.05642	14.54935	45.72303	72.77346	9.02833	10.80609	1193.73261	4.27830	0.00000	65.27258	3.87024	6.86241
6.50417	39.23466	7.31771	8.56212	8.34847	-1.9487	72.34008	1.25983	66.16880	65.11605	6.28211	7.32241	1130.84291	4.72668	1.00000	30.4347	7.83558	8.84274
10.20985	10.96264	7.87239	9.80748	8.13779	39.12074	28.70106	18.08900	65.18566	63.51006	7.26448	10.84027	1121.53432	7.06925	1.00000	27.18052	10.83485	9.55767
8.64600	13.74342	8.52507	7.89314	7.59992	34.95303	69.43423	4.17580	42.77892	60.90185	4.80904	5.41098	1087.75105	8.68860	1.00000	-120.43572	6.76126	9.49163
8.27304	4.02301	9.31672	8.21787	7.87355	36.27462	47.78255	3.01623	47.11396	73.89704	5.83068	9.94399	1161.61835	5.40840	1.00000	4.85668	9.84683	8.36404
8.15175	0.53258	7.04296	7.69789	7.92676	8.43333	26.04951	3.29552	64.82818	60.10541	7.41091	7.65255	1091.42823	6.00058	1.00000	99.96667	7.37846	8.90564
8.79297	6.00378	6.51843	7.56981	7.80168	42.7	36.14370	4.99697	28.15892	68.53399	4.61043	6.84211	1122.28877	8.01275	1.00000	27.25	4.76073	9.54713
9.40160	23.61005	6.76489	7.18986	6.83761	53.53395	72.12030	8.45544	33.65118	66.75413	7.71078	12.37110	1191.58049	9.48491	1.00000	33.72798	9.71615	8.56307
9.63452	30.01143	7.97912	6.94274	7.95102	35.05266	52.34565	10.56977	63.43376	68.94102	6.93666	10.63897	1064.42796	9.03796	1.00000	-78.87836	9.45717	7.83660
9.06276	5.68445	6.67053	8.85195	9.63925	7.57944	65.13656	6.02747	33.85799	75.10753	5.59705	11.67589	1147.58463	8.73705	1.00000	-8.53778	11.67870	9.05920
8.89536	-4.03920	7.21830	7.26203	7.30422	49.03685	48.22180	5.28813	35.46796	68.82391	9.20548	10.58123	1179.32026	8.46033	0.00000	8.70745	7.59852	9.10679
9.94503	32.40117	9.04403	11.15493	8.91476	34.31	69.17221	13.65435	82.85546	74.32234	5.63266	10.89399	1104.98128	5.74656	1.00000	-2.16	13.34705	7.74314
6.60939	17.77672	9.29253	5.68308	9.27554	41.92361	48.20483	1.10837	35.09601	60.88448	6.00358	10.98979	1179.26786	8.41438	1.00000	20.91361	9.34218	8.31169
8.75022	28.03665	6.31825	7.47311	8.58632	42.8334	41.84853	5.07555	53.89578	73.07016	9.25319	8.35224	1127.96322	6.61117	0.00000	-80.38297	8.42989	7.05192
7.66866	-0.37494	7.11758	6.29995	6.75110	-24.19436	61.74661	2.33034	64.24712	67.45942	9.49799	7.84853	1121.87664	6.88410	0.00000	29.00974	12.32807	8.80763
7.17516	25.08201	6.31570	5.88716	8.87755	36.72544	65.22149	1.38012	43.88785	62.95667	6.36965	7.04658	1070.43972	8.28369	1.00000	3.55665	7.86781	9.23967
7.74964	19.03658	9.92298	3.46900	7.78921	43.35071	62.15590	1.88136	63.54651	76.20876	8.38890	10.37743	1189.48524	8.50078	1.00000	46.10925	6.29421	7.29443
7.76178	19.60571	6.12239	9.56277	9.77774	37.08819	50.83300	2.71392	60.52641	63.24708	7.66893	8.44469	1115.84404	10.67851	0.00000	-8.2503	8.74458	8.10209
7.10460	16.46120	7.12388	11.45955	9.02493	52.47774	32.13731	2.24660	84.26742	66.44568	8.84535	12.09006	1073.30840	9.05709	1.00000	10.5511	12.14958	6.53496
7.44833	30.53475	8.13838	6.13751	8.55273	-21.205	59.64004	2.64187	36.73747	69.49846	7.15136	10.34257	1170.06800	9.70569	1.00000	-41.88778	9.19758	6.52340
7.92806	19.24244	7.64567	4.64117	6.96288	10.13361	56.56117	3.16346	39.51618	68.46950	10.73149	7.03567	1094.15414	6.95928	0.00000	124.84472	6.99506	9.13706
8.92879	-2.44193	8.12679	7.85323	8.64368	-31.4488	59.42558	5.62291	52.16481	69.03390	7.24601	6.52546	1124.34539	6.94647	1.00000	-60.93173	8.09455	7.92653
7.73390	16.05679	8.43556	9.73167	9.90912	-10.91722	56.45612	2.01563	43.41516	70.78903	4.80096	10.33921	1052.46425	6.40569	1.00000	-37.65	12.47458	7.07918
7.04295	42.51670	3.97264	6.91617	8.70814	53.53395	72.29167	1.41070	63.73578	58.51101	6.52968	9.85633	1058.24286	5.20250	1.00000	33.72798	6.76844	9.49926
8.39866	30.12529	9.32411	7.31332	7.27814	-21.42917	44.79046	3.92779	63.35609	54.73443	7.97102	8.92802	1050.35191	8.31402	1.00000	-45.94722	9.59216	8.57925
8.68929	9.09843	5.70443	4.09988	7.86650	39.71734	55.16975	4.52329	57.44147	66.04059	4.18770	6.19491	1145.90502	7.24812	1.00000	-74.96933	10.31917	8.03078
9.29849	14.52448	7.02011	8.47658	7.65818	-11.48472	33.08433	7.49612	33.84895	70.37629	6.84264	7.68026	1189.38362	5.55212	1.00000	-37.93278	5.29420	7.85905
8.43579	20.76341	6.56256	9.10602	7.67531	54.39304	59.93451	3.02408	51.40641	66.80545	6.84832	6.66907	1126.73178	7.89748	0.00000	53.26023	9.29208	8.49772
8.65506	30.78361	9.65415	4.24000	6.79952	23.49668	40.97026	4.84565	48.63320	80.37322	7.07017	9.09449	1158.84556	8.26891	1.00000	86.68363		7.73557
