revision	location	latitude	longitude	station	QoS
2014/10/18	Asia/Kuala_Lumpur	4.88441	101.96857	Gua Musang	average
12 Oct 2017	Europe/Berlin	48.35149	8.96317	Hechingen	excellent
10 Aug 2017	Asia/Jakarta	-7.81667	112.01667	Kediri	excellent
16 Jun 2021	Asia/Jakarta	-7.54972	110.71639	Ngemplak	accep
20 May 2022	Europe/London	52.48173	-2.12139	Brierley Hill	excellent
2015-07-28	Africa/Monrovia	7.57944	-8.53778	New Yekepa	accep
2017-11-01	Europe/Helsinki	60.18427	24.95034	Kallio	excellent
2014-03-06	Africa/Kampala	2.41669	30.98551	Paidha	excellent
2016/06/12	Africa/Douala	4.96667	10.7	Tonga	accep
10/02/2015, 00:00:00	America/Sao_Paulo	-28.44917	-52.2	Marau	good
05 Feb 2014	Asia/Colombo	6.84019	79.87116	Dehiwala-Mount Lavinia	average
2018/04/07	America/New_York	43.1009	-75.23266	Utica	accep
2019/01/02	Asia/Shanghai	35.20889	111.73861	Changzhi	excellent
05/01/2020, 00:00:00	Europe/Rome	45.44694	8.62118	Novara	maintenance
2016-12-19	Asia/Shanghai	31.64615	120.74221	Changshu City	accep
2016-05-07	Europe/London	50.76306	-1.29772	Cowes	good
2020-11-06	America/Bogota	4.73245	-74.26419	Madrid	accep
07/10/2017, 00:00:00	Europe/Skopje	41.92361	20.91361	Bogovinje	building
09/01/2021, 00:00:00	America/Fortaleza	-4.24444	-42.29444	Barras	average
2015-05-09	Pacific/Auckland	-44.39672	171.25364	Timaru	excellent
2022/07/07	America/Costa_Rica	10.63504	-85.43772	Liberia	good
2013-09-28	America/New_York	41.14676	-73.49484	New Canaan	maintenance
03/03/2018, 00:00:00	America/Bogota	4.73245	-74.26419	Madrid	excellent
2014/08/02	Europe/Skopje	42	21.32778	Saraj	maintenance
2021-10-14	Asia/Baku	41.09246	45.36561	Qazax	excellent
2017/06/02	America/Caracas	10.22677	-67.33122	La Victoria	average
30 Aug 2015	America/Caracas	8.35122	-62.64102	Ciudad Guayana	acceptable
2013/04/25	Europe/Paris	45.69558	4.7934	Saint-Genis-Laval	good
2014/08/02	Asia/Bangkok	15.46063	99.89166	Thap Than	excellent
03/07/2013, 00:00:00	America/Mexico_City	19.64745	-102.04897	Paracho de Verduzco	good
2018-02-05	Asia/Seoul	36.20389	127.08472	Nonsan	excellent
28 Sep 2019	Europe/Madrid	39.96348	-4.83076	Talavera de la Reina	maintenance
21 Oct 2014	Australia/Brisbane	-27.50578	153.10236	Carindale	building
2016-02-25	Asia/Kolkata	25.49043	85.94001	Teghra	building
2014-04-18	America/Caracas	8.62261	-70.20749	Barinas	building
10 Nov 2018	America/Sao_Paulo	-19.32556	-41.25528	Resplendor	accep
2014-03-01	Europe/Berlin	52.47774	10.5511	Gifhorn	good
11/23/2013, 00:00:00	Europe/London	57.47908	-4.22398	Inverness	accep
2022/07/07	Asia/Manila	14.8361	120.97844	Guyong	excellent
2014/03/30	Asia/Qyzylorda	44.85278	65.50917	Kyzylorda	good
2020-06-20	America/Bogota	7.83389	-72.47417	Villa del Rosario	maitennce
2016-08-23	Africa/Libreville	-1.63333	13.58357	Franceville	good
2021/05/29	Europe/London	51.78967	1.15597	Clacton-on-Sea	average
2022-05-06	Africa/Mogadishu	-0.35817	42.54536	Kismayo	average
02/04/2016, 00:00:00	Europe/Bratislava	48.43174	17.8031	Hlohovec	maintenance
2020/02/26	America/Chicago	29.84576	-90.10674	Estelle	good
2020-10-31	Europe/Madrid	43.32686	-2.98884	Leioa	excellent
02/06/2018, 00:00:00	America/Chicago	41.72059	-87.70172	Evergreen Park	good
2016/09/25	Europe/Berlin	51.19139	6.51352	Korschenbroich	average
2021-01-16	Europe/Zagreb	43.50891	16.43915	Split	accep
09 Sep 2017	Asia/Kolkata	20.88197	85.83334	Bhuban	accep
2013/07/07	America/Chicago	44.27804	-88.27205	Kaukauna	excellent
2016-03-03	Europe/Rome	44.89784	8.86374	Tortona	average
2013-11-10	Asia/Kolkata	10.58806	77.24779	Udumalaippettai	average
01/12/2022, 00:00:00	Africa/Algiers	36.61954	4.08282	Beni Douala	acceptable
05/21/2022, 00:00:00	Europe/Istanbul	39.59611	27.02444	Edremit	accep
2018/10/16	Europe/Paris	46.32313	-0.45877	Niort	excellent
2015/01/21	Asia/Tehran	33.14447	47.3799	Darreh Shahr	good
2022-04-12	Europe/Brussels	50.56149	4.69889	Gembloux	average
2021/12/27	Africa/Algiers	36.06386	4.62744	El Achir	good
17 Feb 2022	Africa/Mogadishu	-0.35817	42.54536	Kismayo	accep
2018/02/07	Asia/Phnom_Penh	13.65805	102.56365	Paoy Paet	good
2022-07-04	America/Chicago	41.8542	-87.66561	Lower West Side	accep
2017/10/03	Europe/Paris	43.2907	5.4384	Marseille 11	good
2022/06/08	America/New_York	40.93121	-73.89875	Yonkers	building
2018/08/16	Europe/Madrid	38.96667	-0.18333	Gandia	good
2014-06-05	Europe/Istanbul	40.98894	28.67582	Yakuplu	excellent
12 Oct 2012	Asia/Shanghai	40.85158	122.74754	Haicheng	accep
15 Jul 2014	Europe/London	51.84819	1.26738	Walton-on-the-Naze	accep
07/12/2016, 00:00:00	Europe/Sofia	42.7	27.25	Aytos	average
07 May 2022	Africa/Lagos	6.15038	6.83042	Nkpor	average
12 Jan 2015	Europe/Kiev	49.65186	26.97253	Krasyliv	accep
02/13/2015, 00:00:00	America/Bogota	10.98778	-74.95472	Puerto Colombia	excellent
02/22/2013, 00:00:00	Europe/Helsinki	65.84811	24.14662	Tornio	good
04/25/2020, 00:00:00	America/Chicago	41.84364	-87.71255	South Lawndale	accep
2013/09/01	Europe/Berlin	52.59319	13.32127	Wittenau	good
2018/04/14	Europe/Berlin	47.98372	10.18527	Memmingen	average
23 May 2015	Europe/Berlin	50.9803	11.32903	Weimar	good
06 Mar 2015	Asia/Shanghai	45.35	126.28333	Shuangcheng	good
15 Jan 2019	Europe/Rome	45.44694	8.62118	Novara	average
13 Feb 2016	Asia/Kolkata	17.54907	82.85749	Elamanchili	average
07/27/2021, 00:00:00	America/New_York	28.54944	-81.77285	Clermont	accep
08/03/2019, 00:00:00	Europe/Madrid	43.32686	-2.98884	Leioa	building
2017/04/29	Asia/Bangkok	13.51825	99.95469	Damnoen Saduak	good
2021/08/14	America/Lima	-3.74912	-73.25383	Iquitos	accep
14 Feb 2016	Asia/Shanghai	34.86472	117.55417	Zaozhuang	accep
06 Nov 2015	America/Los_Angeles	45.49428	-122.86705	Aloha	excellent
2021-09-30	America/Mexico_City	20.22816	-103.5687	Zacoalco de Torres	good
2022/09/26	America/Chicago	41.85059	-87.882	Westchester	accep
2021-10-05	Africa/Dar_es_Salaam	-4.06667	37.73333	Same	excellent
2019-09-29	America/Caracas	9.91861	-68.30472	Tinaquillo	average
2015/03/15	Asia/Kuala_Lumpur	1.6561	103.6032	Kulai	average
2022/02/25	Asia/Tokyo	34.4833	136.84186	Toba	good
07/28/2019, 00:00:00	Asia/Jakarta	-1.6	103.61667	Jambi City	good
2013-08-10	Asia/Manila	16.455	120.5875	La Trinidad	average
29 Jul 2022	Asia/Shanghai	41.09822	120.74792	Nanpiao	average
2016-01-07	America/Sao_Paulo	-21.205	-41.88778	Itaperuna	excellent
2018-07-18	Asia/Makassar	3.31332	117.59152	Tarakan	average
20 Jul 2018	Europe/Istanbul	40.98894	28.67582	Yakuplu	good
05/21/2016, 00:00:00	Europe/London	53.78333	-1.06667	Selby	average
2015/06/15	America/Sao_Paulo	-21.42917	-45.94722	Alfenas	excellent
2014/12/20	Asia/Bishkek	40.93333	73	Jalal-Abad	accep
2020-11-18	Pacific/Port_Moresby	-5.85746	144.23058	Mount Hagen	building
2019/07/09	Africa/Addis_Ababa	11.85	38.01667	Debre Tabor	accep
20 Aug 2014	Africa/Kinshasa	-4.5833	15.16554	Kasangulu	good
03/01/2014, 00:00:00	Asia/Kolkata	31.28092	74.85849	Patti	good
29 May 2017	Asia/Kolkata	21.46527	83.97573	Sambalpur	average
2013-10-27	Asia/Shanghai	27.34089	117.4831	Shaowu	excellent
09/30/2021, 00:00:00	Asia/Shanghai	33.78333	114.51667	Wacheng	accep
11/18/2018, 00:00:00	Asia/Yakutsk	65.93381	111.4834	Aykhal	excellent
2016-12-27	America/Bahia	-10.95817	-38.79084	Tucano	good
06/23/2019, 00:00:00	Asia/Tokyo	35.82756	137.95378	Ina	maintenance
2018-04-09	America/New_York	42.4251	-71.06616	Malden	good
2022/02/08	America/New_York	43.91452	-69.96533	Brunswick	average
2017/07/16	America/New_York	39.00622	-77.4286	Sterling	accep
2020-08-26	Asia/Kolkata	15.45144	78.14797	Betamcherla	accep
12/25/2017, 00:00:00	America/Sao_Paulo	-21.42917	-45.94722	Alfenas	accep
02/02/2018, 00:00:00	America/Santiago	-33.59217	-70.6996	San Bernardo	accep
19 Jul 2022	Africa/Casablanca	33.43443	-5.22126	Azrou	good
2015/01/07	Europe/Skopje	41.92361	20.91361	Bogovinje	good
2014/12/10	Asia/Phnom_Penh	13.65805	102.56365	Paoy Paet	average
2018/03/27	Europe/Moscow	57.30185	39.85331	Gavrilov-Yam	average
18 Dec 2017	America/Los_Angeles	45.53929	-122.38731	Troutdale	excellent
01 Aug 2014	Europe/Chisinau	48.15659	28.28489	Soroca	excellent
2013/12/09	America/Chicago	32.52515	-93.75018	Shreveport	excellent
2017/11/10	Europe/Berlin	48.52961	12.16179	Landshut	excellent
05/14/2019, 00:00:00	Asia/Kolkata	23.49668	86.68363	Adra	average
16 Apr 2016	America/Los_Angeles	45.49428	-122.86705	Aloha	maintenance
26 Jan 2016	America/Argentina/Buenos_Aires	-34.74785	-58.70072	Pontevedra	good
2021-11-24	Asia/Karachi	27.52948	68.75915	Khairpur Mir’s	building
07/21/2018, 00:00:00	Europe/Moscow	55.63711	37.38115	Solntsevo	average
16 May 2021	Asia/Shanghai	37.65181	120.33063	Longgang	accep
2018-10-16	America/Costa_Rica	9.92787	-84.13722	San Rafael	average
2019-06-04	America/Indiana/Indianapolis	39.78504	-85.76942	Greenfield	good
01/01/2013, 00:00:00	Europe/Madrid	42.06166	-1.60452	Tudela	average
01/17/2017, 00:00:00	Asia/Bangkok	14.37395	100.48528	Bang Ban	good
2020-06-10	America/Los_Angeles	33.52253	-117.70755	Laguna Niguel	maintenance
08/25/2020, 00:00:00	Europe/London	53.0233	-1.48119	Belper	excellent
2013-04-24	Asia/Kolkata	31.28092	74.85849	Patti	accep
2018-06-08	America/Phoenix	33.35283	-111.78903	Gilbert	excellent
11/19/2020, 00:00:00	America/Mexico_City	20.21322	-100.88023	Salvatierra	good
07/05/2021, 00:00:00	Africa/Accra	5.30383	-1.98956	Tarkwa	accep
04/13/2015, 00:00:00	America/Los_Angeles	47.76232	-122.2054	Bothell	good
23 Feb 2021	Asia/Kuala_Lumpur	1.6561	103.6032	Kulai	average
12 Feb 2020	Europe/Zaporozhye	47.48444	36.25361	Polohy	good
2018-06-06	America/Los_Angeles	45.49428	-122.86705	Aloha	accep
07/19/2015, 00:00:00	Asia/Krasnoyarsk	55.54028	89.20083	Sharypovo	good
2017-11-11	Europe/Minsk	52.4089	31.3237	Dobrush	excellent
2020/11/15	Europe/Berlin	51.47805	6.8625	Oberhausen	accep
2020-07-09	America/New_York	40.2737	-76.88442	Harrisburg	excellent
2017/03/10	Asia/Shanghai	35.85	117.7	Dongdu	good
2021-05-14	Africa/Lagos	9.58126	8.2926	Kafanchan	accep
09/26/2018, 00:00:00	Europe/London	52.48173	-2.12139	Brierley Hill	average
2019/03/21	Asia/Kolkata	25.13915	73.06784	Sheoganj	excellent
05/06/2020, 00:00:00	Europe/Madrid	43.31667	-2.68333	Gernika-Lumo	accep
12/26/2015, 00:00:00	Asia/Tokyo	35.815	139.6853	Shimotoda	average
2012-12-26	Europe/Paris	48.79325	2.29275	Fontenay-aux-Roses	good
2017-02-12	Africa/Dar_es_Salaam	-7.60361	37.00438	Kidodi	building
2021/01/18	Europe/Amsterdam	51.95838	4.47124	Schiebroek	accep
08/23/2022, 00:00:00	Europe/Madrid	42.8139	-1.64295	Segundo Ensanche	good
2020-05-11	Europe/London	53.83333	-2.98333	Poulton-le-Fylde	maitennce
2020-01-26	Europe/Madrid	38.38479	-0.76773	Novelda	excellent
2019-11-03	America/Lima	-3.74912	-73.25383	Iquitos	maintenance
19 Mar 2018	Asia/Kolkata	12.04161	75.35927	Talipparamba	good
05/22/2020, 00:00:00	Europe/Moscow	57.30185	39.85331	Gavrilov-Yam	good
2022-07-26	Asia/Tokyo	35.30889	139.55028	Kamakura	good
2014/03/08	Europe/Rome	44.59445	11.04979	Castelfranco Emilia	accep
2017/03/02	Europe/Berlin	48.07667	8.64409	Trossingen	good
2014-04-24	Europe/Stockholm	59.33333	18.28333	Boo	maintenance
2022-07-30	America/Los_Angeles	33.03699	-117.29198	Encinitas	average
2017/08/29	America/Santiago	-30.60106	-71.19901	Ovalle	maintenance
2015-09-17	America/Los_Angeles	45.49428	-122.86705	Aloha	average
26 Sep 2020	Europe/Vienna	47.05	15.46667	Sankt Peter	average
25 May 2014	Europe/London	52.48173	-2.12139	Brierley Hill	excellent
2015/09/28	America/Toronto	43.86682	-79.2663	Markham	accep
2018-06-01	Europe/Rome	40.87363	14.34085	Volla	maintenance
27 Oct 2012	America/New_York	40.67705	-73.89125	Cypress Hills	excellent
2016-07-19	Europe/Oslo	68.79833	16.54165	Harstad	good
05/03/2015, 00:00:00	Asia/Kolkata	26.76628	83.36889	Gorakhpur	accep
21 Feb 2016	Asia/Kolkata	18.51957	73.85535	Pune	excellent
19 Apr 2021	Asia/Kolkata	25.75728	75.37991	Deoli	average
2015-07-24	Europe/Moscow	55.64776	38.02486	Malakhovka	average
14 Jun 2013	Europe/Paris	48.8222	2.12213	Le Chesnay	accep
25 May 2014	Asia/Jakarta	-7.57897	112.23109	Diwek	good
08/03/2017, 00:00:00	America/El_Salvador	13.70167	-89.10944	Ilopango	maintenance
22 Jun 2018	America/Sao_Paulo	-20.87306	-48.29694	Viradouro	excellent
2019-09-11	America/Chicago	35.74788	-95.36969	Muskogee	building
2019-05-17	Africa/Lagos	7.62789	4.74161	Ilesa	good
02/04/2015, 00:00:00	Europe/Berlin	51.08468	7.11393	Burscheid	average
13 Oct 2016	America/Fortaleza	-4.24444	-42.29444	Barras	good
2018-01-07	Asia/Urumqi	46.51872	86.00214	Hoxtolgay	accep
2018/07/27	Europe/Helsinki	60.2052	24.6522	Espoo	accep
2017-07-15	America/Chicago	37.95143	-91.77127	Rolla	building
2020/06/17	Europe/Rome	40.72586	8.55552	Sassari	excellent
04/09/2021, 00:00:00	Africa/Lagos	7.65649	4.92235	Efon-Alaaye	excellent
2012-12-07	Europe/London	51.84819	1.26738	Walton-on-the-Naze	average
28 Oct 2016	Europe/Tallinn	59.37722	28.19028	Narva	building
04/27/2015, 00:00:00	Africa/Maputo	-23.85972	35.34722	Maxixe	good
06 Oct 2014	Asia/Karachi	30.76468	74.12286	Kanganpur	excellent
08 Sep 2022	Europe/Skopje	41.92361	20.91361	Bogovinje	building
11/15/2017, 00:00:00	America/Mexico_City	20.74122	-100.44843	Santa Rosa Jauregui	accep
2016/10/22	Europe/Kiev	50.75932	25.34244	Lutsk	maintenance
2016/12/30	Asia/Kolkata	16.06213	76.0586	Hungund	average
07/03/2013, 00:00:00	America/Mexico_City	20.21322	-100.88023	Salvatierra	accep
2017/04/04	Asia/Kolkata	24.41288	76.56719	Aklera	excellent
01/09/2021, 00:00:00	Africa/Dar_es_Salaam	-7.76667	35.7	Iringa	accep
02 Mar 2014	America/New_York	28.90054	-81.26367	Deltona	good
2013-01-01	Asia/Karachi	32.57756	71.52847	Mianwali	good
2014/10/27	Europe/Skopje	41.92361	20.91361	Bogovinje	excellent
05/01/2019, 00:00:00	Europe/Berlin	48.28259	9.72749	Ehingen	good
2018-07-19	Australia/Sydney	-33.75881	150.99292	Baulkham Hills	maintenance
27 Feb 2016	Asia/Aqtobe	47.83333	59.6	Shalqar	building
2021/06/15	Asia/Kolkata	24.05979	77.40858	Leteri	average
2015-10-07	America/Chicago	31.84568	-102.36764	Odessa	good
2013-06-24	Asia/Ulaanbaatar	47.90771	106.88324	Ulan Bator	excellent
2019/04/27	Asia/Kolkata	24.41288	76.56719	Aklera	excellent
2018/03/02	Africa/Monrovia	7.57944	-8.53778	New Yekepa	excellent
03/23/2018, 00:00:00	Europe/Moscow	55.62047	37.49338	Tyoply Stan	accep
2015-10-12	Europe/Rome	45.44694	8.62118	Novara	average
16 Aug 2018	Europe/Rome	45.79377	8.88104	Malnate	good
2021-12-19	Europe/Minsk	53.5942	25.8191	Novogrudok	accep
2018/07/24	Asia/Tehran	32.65246	51.67462	Isfahan	good
2012-12-23	America/Chicago	30.5427	-97.54667	Hutto	good
12/02/2013, 00:00:00	Asia/Karachi	30.29184	71.67164	Qadirpur Ran	building
2014/06/26	Asia/Tokyo	43.82634	144.09638	Motomachi	accep
05 May 2013	Asia/Shanghai	33.78333	114.51667	Wacheng	building
2016/03/27	Africa/Lagos	12.74482	4.52514	Argungu	average
30 May 2018	America/Sao_Paulo	-21.41222	-42.19667	Miracema	average
17 Sep 2019	Europe/London	53.83333	-2.98333	Poulton-le-Fylde	good
04/07/2019, 00:00:00	Asia/Seoul	36.20389	127.08472	Nonsan	good
2020-03-25	Europe/Rome	37.31065	13.57661	Agrigento	accep
2019-12-02	Africa/Dar_es_Salaam	-2.68333	33	Usagara	accep
2016-01-07	Asia/Irkutsk	51.82721	107.60627	Ulan-Ude	good
2016-03-05	Asia/Krasnoyarsk	58.23583	92.48278	Lesosibirsk	good
12 Apr 2016	Asia/Kolkata	19.21667	73.08333	Dombivli	excellent
2016/08/21	Europe/Rome	37.51803	15.00913	Misterbianco	excellent
06/13/2018, 00:00:00	Europe/Paris	48.86667	2.08333	Marly-le-Roi	maintenance
08 May 2021	America/Chicago	26.18924	-98.15529	San Juan	average
2014-08-20	America/El_Salvador	13.73417	-89.71472	Sonzacate	maintenance
19 Jan 2022	Asia/Manila	16.0438	120.4861	Manaoag	good
12/14/2016, 00:00:00	Europe/Moscow	54.03876	43.91385	Kovylkino	excellent
05/13/2021, 00:00:00	Europe/Kiev	49.07866	30.96755	Zvenihorodka	excellent
02/20/2020, 00:00:00	America/Denver	32.42067	-104.22884	Carlsbad	building
20 Mar 2022	Africa/Johannesburg	-24.19436	29.00974	Mokopane	accep
01/14/2021, 00:00:00	America/Chicago	45.0408	-93.263	Columbia Heights	average
2013-12-27	America/Los_Angeles	33.92946	-116.97725	Beaumont	maintenance
11/19/2015, 00:00:00	Europe/Istanbul	40.1675	34.37389	Sungurlu	good
06/25/2018, 00:00:00	Asia/Tokyo	37.56667	140.11667	Inawashiro	average
03/07/2013, 00:00:00	America/Chicago	41.84364	-87.71255	South Lawndale	average
04/20/2016, 00:00:00	Asia/Manila	10.31672	123.89071	Cebu City	average
2021/06/07	Asia/Kolkata	26.11527	86.59509	Supaul	maintenance
2019/02/19	America/New_York	34.25628	-78.04471	Leland	maintenance
2015/06/17	Asia/Shanghai	29.98869	122.20488	Zhoushan	average
2017/07/16	Africa/Dar_es_Salaam	-4.06667	37.73333	Same	average
12 Sep 2013	Asia/Tashkent	41.29444	69.67639	Parkent	average
2014-12-17	America/Toronto	45.40008	-73.58248	Sainte-Catherine	excellent
2021/12/05	Europe/Paris	46.32313	-0.45877	Niort	accep
18 Oct 2021	Africa/Kinshasa	-4.5833	15.16554	Kasangulu	excellent
2013-03-26	America/Havana	22.98212	-80.58556	Corralillo	maintenance
2017/04/29	Europe/Istanbul	39.59611	27.02444	Edremit	accep
08 Mar 2017	Europe/Berlin	52.53048	13.29371	Charlottenburg-Nord	good
04/17/2014, 00:00:00	America/Mexico_City	19.04222	-98.11889	Casa Blanca	excellent
22 Dec 2018	Asia/Kolkata	24.41288	76.56719	Aklera	maintenance
02 Nov 2019	America/Toronto	45.44868	-73.81669	Pointe-Claire	good
19 Aug 2020	America/New_York	40.65538	-74.38987	Scotch Plains	average
2021-12-23	America/Chicago	41.47892	-87.45476	Schererville	average
26 Jul 2017	Europe/Rome	41.24264	16.50104	Bisceglie	average
04/15/2018, 00:00:00	Asia/Tehran	32.65246	51.67462	Isfahan	excellent
2020/05/15	Europe/Madrid	41.91738	3.1631	Palafrugell	building
2013-01-01	America/Chicago	41.57721	-93.71133	West Des Moines	accep
2017-02-01	Asia/Kolkata	21.46527	83.97573	Sambalpur	maintenance
2021/09/21	Africa/Douala	4.96667	10.7	Tonga	good
02/17/2020, 00:00:00	Europe/Kiev	45.99194	29.41824	Artsyz	good
07/15/2017, 00:00:00	Europe/Lisbon	37.08819	-8.2503	Albufeira	good
2021/10/22	Asia/Manila	10.13361	124.84472	Maasin	good
2021/01/15	Asia/Tehran	33.14447	47.3799	Darreh Shahr	building
2014-07-25	Asia/Tokyo	36.33011	138.89585	Annaka	maintenance
01/13/2016, 00:00:00	America/Manaus	-3.14306	-58.44417	Itacoatiara	average
2019/02/28	Europe/Warsaw	51.14942	15.00835	Zgorzelec	good
2016/04/15	America/New_York	40.2737	-76.88442	Harrisburg	average
05 Jul 2016	Africa/Algiers	36.61954	4.08282	Beni Douala	accep
2021-05-09	Europe/London	50.79205	-1.08593	Southsea	accep
03 Nov 2013	Europe/Istanbul	37.05944	37.3825	Gaziantep	average
2015-01-25	America/Bogota	7.83389	-72.47417	Villa del Rosario	excellent
2019-08-24	Europe/Istanbul	39.59611	27.02444	Edremit	building
21 Jul 2014	Europe/Berlin	48.46458	9.22796	Pfullingen	average
05/09/2014, 00:00:00	Europe/London	50.82882	-0.32247	Lancing	accep
24 Jun 2018	Europe/Madrid	40.42386	-3.53261	San Fernando de Henares	accep
09/16/2020, 00:00:00	Asia/Jakarta	-7.81667	112.01667	Kediri	maintenance
08 Jun 2021	America/Denver	40.65995	-111.99633	Kearns	accep
01/12/2014, 00:00:00	Europe/Kiev	46.75451	33.34864	Nova Kakhovka	excellent
07 Sep 2022	America/Matamoros	25.87972	-97.50417	Heroica Matamoros	average
2019-07-17	America/Maceio	-10.91111	-37.07167	Aracaju	accep
07/02/2014, 00:00:00	Africa/Accra	5.30383	-1.98956	Tarkwa	good
26 Mar 2019	America/Guayaquil	-2.90055	-79.00453	Cuenca	maintenance
2020/10/14	Europe/Kiev	50.18545	27.06365	Shepetivka	good
2019-03-30	America/New_York	39.96097	-75.60804	West Chester	accep
06/19/2018, 00:00:00	Asia/Ulaanbaatar	47.90771	106.88324	Ulan Bator	average
03/21/2022, 00:00:00	Asia/Yekaterinburg	58.04254	65.27258	Tavda	average
2018/11/17	Africa/Algiers	36.76775	2.95924	Cheraga	good
2019-09-20	Asia/Shanghai	40.85158	122.74754	Haicheng	excellent
10 Jun 2018	Asia/Jakarta	-7.01833	107.60389	Pameungpeuk	accep
21 Sep 2014	Asia/Kolkata	26.11527	86.59509	Supaul	excellent
2015/06/23	Europe/Berlin	48.07667	8.64409	Trossingen	average
12/20/2018, 00:00:00	Africa/Ndjamena	12.18441	18.69303	Mongo	excellent
2019/11/06	America/Sao_Paulo	-22.92306	-53.13722	Loanda	building
03/10/2016, 00:00:00	Europe/Berlin	52.21099	7.02238	Gronau	accep
06/12/2017, 00:00:00	Asia/Shanghai	29.98869	122.20488	Zhoushan	accep
2016-05-05	Asia/Aden	14.53767	46.83187	Ataq	average
07/11/2015, 00:00:00	Europe/Prague	50.50301	13.63617	Most	accep
2018-08-29	Europe/Rome	40.87363	14.34085	Volla	accep
2020/04/06	Europe/Malta	35.89972	14.51472	Valletta	average
23 Sep 2020	America/New_York	40.63316	-74.13653	Port Richmond	average
2019/10/07	Asia/Makassar	-3.5403	118.9707	Majene	maintenance
2020-11-10	Europe/Rome	45.53069	9.40531	Gorgonzola	average
22 Jul 2020	Europe/Kiev	46.65581	32.6178	Kherson	good
01/04/2021, 00:00:00	Asia/Kolkata	17.54907	82.85749	Elamanchili	accep
2014-11-29	Asia/Shanghai	37.19723	122.05228	Tianfu	excellent
2019/01/31	Africa/Lagos	12.74482	4.52514	Argungu	accep
06 Sep 2020	America/Argentina/Buenos_Aires	-37.32167	-59.13316	Tandil	excellent
26 Oct 2016	Europe/Moscow	61.78491	34.34691	Petrozavodsk	good
12 Oct 2016	Asia/Karachi	32.17629	75.06583	Fazilpur	average
2018-05-13	Asia/Hebron	31.78336	35.23388	East Jerusalem	accep
10/09/2013, 00:00:00	Europe/London	52.66277	-2.01111	Great Wyrley	accep
2016-08-12	Europe/Amsterdam	51.955	5.22778	Culemborg	excellent
22 Feb 2017	America/Sao_Paulo	-25.42778	-49.27306	Curitiba	good
12/19/2019, 00:00:00	Africa/Accra	7.06273	-1.4001	Mampong	excellent
02 Apr 2015	Europe/Kiev	46.65581	32.6178	Kherson	building
2019/10/26	America/New_York	35.88264	-80.08199	Thomasville	good
10/16/2015, 00:00:00	America/Costa_Rica	10.63504	-85.43772	Liberia	excellent
10/06/2020, 00:00:00	Asia/Manila	9.3337	122.8637	Santa Catalina	average
2018/11/07	Asia/Yekaterinburg	55.75556	60.70278	Ozersk	good
16 Sep 2014	Europe/Berlin	53.6052	10.03988	Barmbek-Nord	average
2013-03-01	Europe/Paris	45.73333	4.91667	Bron	excellent
2014-02-25	Asia/Jakarta	-6.48167	106.85417	Cibinong	average
03/03/2014, 00:00:00	Europe/Warsaw	54.58048	16.86194	Ustka	good
2016-12-09	Europe/Berlin	50.9803	11.32903	Weimar	building
03/18/2015, 00:00:00	Africa/Lagos	11.86064	9.0027	Gaya	accep
02/07/2015, 00:00:00	Asia/Shanghai	32.54278	111.50861	Danjiangkou	average
2012/10/29	America/Edmonton	53.51684	-113.3187	Sherwood Park	excellent
2014-11-25	Asia/Seoul	36.6009	126.665	Hongseong	good
05/16/2020, 00:00:00	Asia/Shanghai	41.27194	123.17306	Liaoyang	good
03/13/2021, 00:00:00	Europe/Volgograd	50.06	43.2379	Mikhaylovka	good
05/31/2013, 00:00:00	Asia/Qyzylorda	44.85278	65.50917	Kyzylorda	building
2013-10-28	Asia/Karachi	32.57756	71.52847	Mianwali	accep
2013-01-14	Europe/Moscow	55.85	37.56667	Likhobory	accep
23 Oct 2020	Africa/Dar_es_Salaam	-6.25	38.66667	Mvomero	building
2012/10/28	Europe/Moscow	55.38752	36.73307	Naro-Fominsk	maintenance
2013-06-16	Europe/Zurich	47.30997	8.52462	Adliswil	accep
2013/02/01	Asia/Yekaterinburg	58.7002	59.4839	Kachkanar	building
02 Jun 2016	Europe/London	50.79205	-1.08593	Southsea	good
2020-05-14	Europe/Paris	43.71032	-1.05366	Dax	good
30 Oct 2012	Europe/Rome	42.22718	14.39024	Lanciano	accep
18 Jul 2014	Asia/Manila	14.95472	120.89694	Baliuag	maintenance
2020/11/24	America/New_York	43.1009	-75.23266	Utica	average
2015-01-02	America/Lima	-3.74912	-73.25383	Iquitos	good
2021-07-07	Asia/Kabul	36.21544	65.93249	Sar-e Pul	excellent
2018/08/02	Africa/Casablanca	33.92866	-6.90656	Temara	excellent
08/21/2020, 00:00:00	Asia/Jakarta	0.51667	101.44167	Pekanbaru	accep
12/07/2012, 00:00:00	Europe/Moscow	57.30185	39.85331	Gavrilov-Yam	excellent
06/24/2016, 00:00:00	Africa/Lagos	9.58126	8.2926	Kafanchan	accep
19 Jul 2013	Asia/Yakutsk	65.93381	111.4834	Aykhal	average
04/13/2014, 00:00:00	Asia/Bangkok	15.58552	102.42587	Bua Yai	good
03 Aug 2017	Asia/Kolkata	27.9247	78.40102	Chharra	maintenance
25 Jul 2017	Europe/Rome	40.87363	14.34085	Volla	average
2018/11/27	America/Sao_Paulo	-25.42778	-49.27306	Curitiba	average
04/13/2020, 00:00:00	Indian/Antananarivo	-22.9	44.53333	Sakaraha	excellent
