PRES	PM10	PAHs	PM2.5	O3	Pb	warning	NH3	CO	SO2	longitude	CH4	NOx	CFCs	H2CO	TEMP	C2H3NO5	latitude
1063.81565	5.84053	8.54414		8.74319	75.27876	1.00000	5.53410	4.56723	7.21206	-70.20749	13.65605	8.19630	37.26004	53.58526		1.56961	8.62261
1131.02784	7.33154	4.29481	6.33556	10.01900	40.67975	1.00000	5.13822	9.68545	7.20593	38.01667	5.34490	10.97384	33.08461	11.45931	23.94032	4.43598	11.85
1139.44923	9.54808	4.24051	6.45450	8.55745	47.32971	1.00000	5.02027	7.70348	7.28317	59.6	3.14212	8.62193	47.06882	48.71685	15.70267	21.08626	47.83333
1179.29267	8.82342	7.28422	7.08124	6.92737	70.14361	1.00000	4.95005	4.89393	6.24017	121.3152	12.22943	10.03967	61.26172	42.45981	26.14988	12.41960	14.14989
1131.17937	7.11077	4.36553	9.24488	8.59106	60.73530	1.00000	4.39417	10.33081	7.11274	139.07204	5.74995	9.75371	44.60234	50.98985	20.20014	4.11509	36.24624
1057.55932	6.25560	8.75250	5.94861	5.70678	70.84603	0.00000	5.93310	8.37046	8.27508	-103.5687	9.62239	11.02209	49.82407	48.64916	28.25149	2.56145	20.22816
1197.96430	8.51736	4.86549	7.91997	7.81140	47.39807	1.00000	5.18319	8.73982	8.04268	28.88222	3.21554	9.32573	55.96123	65.33846	16.47169	9.03955	40.37528
1164.12459	4.56873	4.72491	7.93989	7.82895	62.73522	1.00000	3.75058	4.73321	10.30965	29.65806	7.48461	9.44464	56.15383	59.68499	24.51385	2.28908	-4.83
1150.41647	6.03607	5.94497	6.39224	7.66454	64.58578	1.00000	5.04214	9.31166	8.48723	100.04427	6.33837	9.09460	66.83724	56.84726	26.61090	2.78163	13.8196
1136.40293	9.04728	7.60662	8.70606	5.54464	47.93500	0.00000	6.39562	5.83548	6.34575	78.15794	7.88459	9.44865	59.89078	59.13736	33.77226	12.99281	12.1277
1099.98161	8.75832	3.45729	7.15649	10.88488	58.54917	1.00000	6.51626	6.43699	8.85118	75.92694	6.95544	10.49516	37.43925	35.28410	18.90032	10.43131	14.46693
1136.05613	8.36578	6.44442	7.56141	4.37945	24.90347	0.00000	8.22082	9.86686	8.00778	43.38531	6.32686	10.70686	31.21336	47.53188	11.25802	6.87044	9.89206
1198.27237	6.68359	2.62612	6.66379	9.86547	56.23191	1.00000	4.02150	10.66353	6.22270	38.02486	7.07364	10.60342	49.02918	40.12680	27.28491	2.88067	55.64776
1149.61021	5.53477	6.25724	7.75903	7.11319	40.57371	1.00000	5.88031	8.04574	6.51702	99.89166	7.47478	10.18873	52.78639	53.71005	19.41066	2.32323	15.46063
1175.48722	6.87097	9.74249	5.72619	7.84527	63.63002	0.00000	5.41908	7.06274	7.99006	-96.39774	9.53556	8.51578	59.19889	61.33225	11.39730	3.26168	30.16688
1190.60374	7.76044	7.32950	7.65599	7.28934	45.30185	1.00000	7.84749	6.80520	5.18736	102.42587	5.15392	6.43087	67.73590	57.91611	13.25754	4.80866	15.58552
1154.50112	6.20558	10.11328	6.30159	6.68456	52.22424	0.00000	8.85165	8.71227	8.41322	-82.00919	9.33087	8.13896	67.18388	62.31597	10.16419	3.02948	23.04419
1189.63446	8.62546	7.28881	6.50829	7.07073	63.32489	1.00000	3.34145	7.15292	7.95808	35.34722	8.08173	10.33307	41.25552	55.83820	16.97254	9.34961	-23.85972
1164.59561	5.94134	4.51174	9.08887	6.88066	45.95321	1.00000	5.12002	5.53671	6.00132	104.1451	7.84027	9.87742	69.66705	64.18545	8.58272	2.13102	15.79408
1190.49099	7.23377	8.99316	8.27113	4.98193	61.85137	0.00000	7.27632	9.26571	7.10136	-93.71133	5.61280	11.84505	65.88539	57.41658	33.58535	3.24822	41.57721
1123.85295	7.24678	6.52181	7.25084	6.37315	39.21382	0.00000	4.78296	6.60545	4.60951	102.56365	5.33225	9.40323	43.79531	56.53000	31.31794	2.65378	13.65805
1064.19848	8.18545	3.93273	6.81788	7.41889	68.21575	1.00000	4.40944	11.93334	5.98283	37.49338	5.16947	9.27258	44.93119	57.99783	18.09518	6.62653	55.62047
1108.75956	7.02919	10.02876	6.87344	5.91052	59.75593	0.00000	10.74353	10.50682	6.49543	13.28702	8.68256	9.36427	44.89446	51.66047	25.15984	4.33890	52.4581
1178.40534	7.79224	8.51306	7.87713	8.44159	59.67414	1.00000	6.99353	7.12504	7.43398	-98.15529	11.74834	8.29160	47.62136	68.70822	12.39701	5.25752	26.18924
1062.80335	10.00154	7.42605	5.44550	6.69584	78.21751	0.00000	10.04250	8.07410	6.17131	5.03586	8.99813	7.89732	43.03966	58.66584	20.50456	32.45492	43.83125
1082.39186	8.59248	2.74717	6.79295	5.20344	36.22256	1.00000	3.43026	12.03373	6.45511	106.88324	6.00797	9.66160	44.43014	71.06839	11.37310	8.99745	47.90771
1182.29940	7.20832	7.97257	7.03000	6.45356	49.58549	0.00000	7.14224	5.32474	5.95711	-95.30106	8.99502	7.81361	76.56165	48.86823	13.31145	3.50557	32.35126
1067.29416	8.23405	9.11038	8.24446	5.32493	61.57647	0.00000	5.14230	6.11201	9.95022	-81.56929	9.99217	13.44773	37.95116	70.62717	19.53056	7.75322	41.55838
1175.25915	8.38293	6.28195	7.17121	10.93819	37.20807	1.00000	6.64428	8.15490	9.70709	-71.10077	4.94587	7.29462	57.36260	58.03117	4.01272	8.41576	18.20854
1060.95948	6.14723	6.67085	6.93500	7.57309	53.52868	1.00000	8.95660	6.47433	6.47130	113.13148	12.49871	8.86716	48.59236	28.54165	21.14500	1.79588	23.02677
1087.11802	7.68269	7.39305	7.74835	4.20260	43.07324	0.00000	7.24330	6.02723	7.13419	70.96699	10.54862	6.76403	64.09381	55.11157	23.64346	5.58731	30.46907
1057.51095	7.15879	4.54280	8.74305	7.94649	58.99839	1.00000	2.53225	4.16047	8.45473	7.11393	6.46006	9.64927	30.78095	65.28903	25.75172	4.41069	51.08468
1096.56389	8.49609	9.80042	6.55906	5.24101	56.06424	0.00000	6.40136	9.72855	8.00622	43.91385	7.46009	9.55101	43.54656	39.58150	10.62090	8.76645	54.03876
1059.38119	8.02606	9.47159	6.36174	7.38843	47.68552	0.00000	10.07115	6.67184	8.25820	29.00974	9.57671	7.87071	38.04278	36.96342	-4.54409	5.15222	-24.19436
1167.15444	8.16365	2.93685	6.38819	8.68894	57.20218	1.00000	3.31829	2.45298	7.07909	-122.39168	6.78811	8.45852	51.88716	63.71059	15.18140	8.51501	40.58654
1133.69374	10.00405	7.48023	5.60926	7.02987	70.01981	1.00000	9.46366	5.31434	5.86810	-93.75018	9.08583	8.11250	55.79610	45.02888	6.11731	31.80125	32.52515
1069.03643	7.42302	8.06500	5.94444	5.36370	60.14357	0.00000	6.70924	7.07892	7.98199	5.2875	10.17373	7.89224	41.24247	62.51357	23.80685	3.58768	51.65333
1179.32570	8.24752	6.43211	8.88579	8.87611	58.46021	1.00000	5.74760	7.14547	5.83726	133.42825	7.08962	8.73637	67.68070	49.45192	20.70897	7.49721	45.47885
1141.74673	8.09248	7.88342	8.53522	7.22110	61.03856	1.00000	5.25357	9.52920	6.79370	77.40858	6.39478	7.77957	61.81225	36.95126	12.78966	5.94600	24.05979
1155.89521	6.70806	10.51690	7.33104	8.04825	59.56574	0.00000	7.73242	5.31295	7.10120	-1.5443	9.71360	6.93213	41.17073	72.82568	12.44048	3.66783	50.75767
1174.20079	8.67136	6.21479	6.63130	9.45590	44.67956	1.00000	5.53640	6.81376	7.59970	122.08333	6.41937	7.71370	47.90693	64.29176	20.14938	10.37843	46.08333
1070.87828	6.67463	7.95159	7.16443	6.85044	32.66789	0.00000	4.85728	3.93987	6.78432	28.67582	8.17958	6.88697	47.10746	35.98421	26.10912	3.58942	40.98894
1112.89351	6.80282	7.88731	8.52345	6.86629	46.54281	0.00000	4.69015	5.00469	7.21897	-86.99666	7.24823	9.90260	53.04979	36.23553	29.56991	3.25541	33.45122
1051.89802	6.51872	5.67995	7.73517	8.55254	43.74675	1.00000	2.71208	7.04921	5.75178	100.04427	3.95118	8.23161	61.73502	56.60595	12.93157	2.41164	13.8196
1084.47071	6.56023	8.22982	7.34623	6.79315	60.87676	0.00000	11.14220	7.02969	6.76891	-2.31938	8.17100	9.46339	32.96093	62.15462	29.90270	2.92085	6.46346
1089.04116	7.30544	10.63540	6.98348	7.32832	50.28306	0.00000	7.35932	6.25978	7.06527	-52.51028	8.00431	9.26943	24.63203	41.36707	8.92318	4.54644	-28.81833
1151.01834	6.07660	7.52779	8.07558	6.05596	41.24652	1.00000	6.78147	6.72534	7.40977	-122.39168	7.50444	6.43856	30.53801	64.99361	17.59424	1.22607	40.58654
1092.98252	6.84098	4.26089	8.72984	7.67056	64.15520	1.00000	5.78718	9.51889	8.03204	24.14662	7.13433	7.43604	50.12693	37.47403	13.48918	3.81298	65.84811
1175.18666	6.89513	9.12884	7.90294	9.34285	39.56810	0.00000	3.58179	4.56219	6.41786	8.55552	11.34334	6.75635	34.40054	70.02322	13.96031	2.55545	40.72586
1186.55800	8.69281	8.94793	6.50136	4.62531	57.02871	0.00000	7.04810	10.28125	8.69887	-72.47417	7.93405	9.57973	31.16060	53.48553	10.64119	10.19952	7.83389
1187.00451	7.36345	2.59142	9.15606	7.01730	48.17258	1.00000	2.99930	5.09781	6.94831	-2.12139	3.94077	9.54926	48.99202	48.72204	11.02776	4.13496	52.48173
1051.74648	8.70438	7.16286	6.45047	9.56801	36.60376	1.00000	8.11939	8.96830	7.48420	137.5	7.40701	7.35036	47.50035	44.65522	16.76409	11.32053	34.9
1106.91810	7.31348	3.95769	6.32778	10.90984	55.84798	1.00000	7.23896	5.30153	5.06781	7.02238	5.85806	6.54924	52.26248	41.19726	6.91506	3.35854	52.21099
1053.84216	7.02536	10.50839	6.43950	7.61487	69.07760	0.00000	5.18413	4.41575	6.87537	-79.00453	8.74848	7.53660	55.35438	45.52688	17.49704	2.42474	-2.90055
1064.18475	8.18865	6.10749	5.94692	10.81228	51.50327	1.00000	6.54089	7.51226	8.82591	-117.14392	5.60513	7.27276	50.62331	46.36942	6.16313	7.70555	32.9156
1095.00475	5.63034	8.06969	7.08694	6.11571	40.35765	0.00000	6.54410	5.94745	6.14244	15.00835	4.61640	8.03802	47.54661	67.25006	16.38533	2.74629	51.14942
1130.69253	6.78051	5.93370	6.98509	8.62272	59.24168	1.00000	5.25434	9.15628	8.63441	57.3552	6.56995	8.99033	30.65927	64.39329	31.92574	2.67381	51.4781
1139.80753	8.34147	7.95457	7.47250	6.12378	53.77026	0.00000	8.69773	7.52920	7.54038	117.55417	9.14912	8.21768	27.40907	63.05617	-6.81963	7.40756	34.86472
1161.56605	9.06444	5.03990	7.65856	7.63470	71.25590	1.00000	7.30370	6.23376	8.08156	7.02238	8.79513	8.68317	54.43861	32.86498	3.88580	14.36254	52.21099
1169.19850	9.10422	7.20292	7.72295	8.03052	61.20950	0.00000	2.41931	4.21876	8.24403	-119.27337	10.43076	9.66785	63.27244	43.30946	1.63033	15.08059	50.26729
1134.48066	5.62793	8.62711	6.56840	7.89584	46.69695	1.00000	7.17922	7.64271	6.80741	31.4976	11.65836	10.02976	31.19110	53.35641	5.14166	1.20933	26.67319
1195.56058	8.47539	8.84202	6.84138	5.91136	55.91451	0.00000	7.32521	6.60140	7.06529	-60.93173	7.61606	9.78125	39.98655	70.06771	18.03409	8.45120	-31.4488
1170.08861	6.88159	6.21775	8.60560	10.15005	57.84072	1.00000	6.75736	7.86296	6.53938	11.37703	5.81836	7.18170	54.83741	45.28321	15.09759	3.95092	48.06919
1197.45611	8.03893	4.30195	6.69793	6.18774	55.53030	1.00000	4.59214	3.62894	8.00266	-8.2194	10.07753	10.32308	70.59811	52.87183	26.81014	4.80568	43.48961
1104.45093	7.60592	7.36761	7.64848	8.64390	59.18609	1.00000	7.96720	8.04880	7.69845	-94.91386	9.81647	9.16985	66.28390	70.39873	7.43353	5.35813	17.94979
1063.45029	6.78866	8.05823	6.66245	5.85099	56.07506	0.00000	6.49670	8.86257	6.93737	-3.05	9.87876	9.34665	57.79348	44.41076	11.35784	3.86600	53.81667
1145.48990	7.91410	9.24483	8.23121	8.68360	71.25779	1.00000	7.10362	6.12958	6.42441	83.97573	6.96579	7.67146	53.24068	38.41519	17.39286	5.12556	21.46527
1092.97768	7.41952	4.89961	6.43767	9.07268	79.25546	1.00000	6.29686	3.97694	8.43878	-77.43532	9.70955	7.60293	34.71089	50.95116	5.91904	4.11899	20.14298
1174.54935	5.66713	5.32118	7.36495	7.54375	83.10196	1.00000	4.51079	5.34047	6.73664	-52.51028	8.06668	10.42772	82.03303	38.69107	10.81010	2.19238	-28.81833
1163.62778	4.84930	8.77478	7.28690	10.01638	66.78752	1.00000	5.15763	6.39367	5.96388	6.26667	9.78213	8.42060	58.25593	58.32744	-0.38337	1.74101	51.21667
1186.82818	8.00561	6.19546	7.91831	9.70205	73.22344	1.00000	7.69803	5.09134	6.07231	-117.54866	10.54081	7.05153	44.68501	43.21242	30.40487	5.29399	33.93113
1127.91612	9.24649	4.09392	8.11121	10.28463	36.97977	1.00000	4.86360	10.83811	5.88489	-117.23991	6.64731	8.37228	30.38930	54.01100	23.44226	15.77678	47.64995
1051.82813	8.40121	7.60790	6.71300	10.46132	47.11004	1.00000	7.29462	6.05153	8.07924	-8.2503	9.19640	5.64359	67.83745	62.62046	26.55337	9.17216	37.08819
1107.89197	7.35932	3.79049	6.29476	8.61471	52.18780	1.00000	4.21989	9.32250	5.87903	4.69889	7.78703	9.35157	51.87227	66.18030	19.81098	4.68171	50.56149
1184.35725	7.84989	3.68265	8.18623	5.76961	51.17351	1.00000	3.79447	5.97173	6.26210	106.88324	5.88077	10.81490	51.88384	74.83238	9.89554	6.04260	47.90771
1088.74407	7.64076	8.08597	7.84931	10.49335	43.48572	1.00000	9.78949	10.47634	5.56564	9.40531	7.24479	6.46065	57.47862	61.29959	11.64747	4.97779	45.53069
1198.10713	6.34638	7.34821	7.32515	4.78394	54.10269	0.00000	6.53875	9.88089	7.02337	20.91361	7.97902	8.43503	54.77257	31.07177	8.24338	2.98582	41.92361
1126.66763	7.20174	8.04883	7.56975	6.56185	43.07359	1.00000	8.31396	7.66260	5.51904	-82.00919	9.99443	6.50465	49.48579	27.55319	0.95479	3.81368	23.04419
1106.15586	6.21936	10.20206	7.35190	5.81391	85.28807	0.00000	7.36308	9.96679	7.77765	-59.13316	8.61785	9.07071	34.90856	36.30935	39.39577	1.95393	-37.32167
1155.93099	8.20069	6.03679	7.05962	7.13686	57.70737	1.00000	5.43757	5.01802	9.02070	29.41824	11.16396	9.13385	57.16097	69.59801	26.38561	6.52906	45.99194
1112.03957	7.92016	8.80086	7.23877	6.71725	39.52971	0.00000	10.51221	8.18535	6.24136	8.62118	9.25458	8.31339	73.26572	61.37703	-4.49007	5.59609	45.44694
1050.24371	7.81890	9.84173	6.64398	7.34615	67.51759	0.00000	5.94217	7.04744	5.80359	-82.07842	8.73269	7.89000	82.12439	46.19870	9.01592	5.23439	26.91756
1192.99855	8.06847	9.46675	7.03292	6.56193	49.58761	0.00000	6.41748	7.67298	8.15163	4.08282	8.02332	8.86340	44.76839	51.42600	5.20625	6.14008	36.61954
1192.49602	5.60987	8.38524	6.85061	4.99673	50.62960	0.00000	7.09664	6.36288	6.77586	14.39024		6.53204	61.94179	50.62804	14.29675	2.69688	42.22718
1114.00708	6.39208	12.04499	6.25342	6.48236	69.06336	0.00000	9.40606	9.21154	7.78389	100.24529	8.19661	10.32363	68.49678	53.63432	19.51614	2.60821	5.4709
1137.16715	8.73692	5.85761	8.85560	9.27366	70.13292	1.00000	7.19362	8.33013	6.55454	121.12251	5.89265	7.70871	29.05163	42.87828	-6.00797	11.41007	14.62578
1070.97519	7.38941	6.58328	7.56890	9.63259	45.77510	1.00000	5.08934	5.49575	6.75239	-71.06616	9.34528	10.29279	63.81398	59.16668	20.20709	3.67983	42.4251
1175.99689	6.90345	5.02367	6.64595	8.44439	80.10146	1.00000	4.78614	9.89363	7.06739	27.02444	6.53544	10.11078	33.40143	25.08236	26.30377	4.16220	39.59611
1180.46056	6.62790	6.49445	8.56239	9.18807	56.16007	1.00000	6.92118	7.46347	6.32194	106.88324	7.75141	7.73313	44.93466	21.06501	20.29893	3.12373	47.90771
1176.06290	8.66660	3.88991	7.12704	9.61384	52.93669	1.00000	5.16564	9.58673	6.28431	30.38167	5.34497	10.65893	49.52502	77.83932	12.61792	10.00804	59.80917
1083.51195	7.72555	7.69381	6.84789	9.24333	51.12377	1.00000	5.32279	6.16980	7.26485	1.33467	10.02863	8.90306	53.70987	55.78240	18.42624	4.44294	43.61058
1141.99044	8.63278	7.18620	6.54988	7.75199	50.44018	1.00000	6.10535	5.60394	5.23004	2.31889	11.88811	9.43471	47.09668	61.16628	21.03829	9.56539	35.21222
1171.14712	7.38344	7.85394	7.65114	5.78183	71.10239	0.00000	6.06536	6.20199	7.61708	71.52847	6.38421	9.02514	67.81874	75.05307	21.98079	3.31975	32.57756
1103.41575	5.14928	4.48347	7.83520	7.89726	54.26513	1.00000	6.07108	5.55477	7.31118	30.98551	7.63138	8.84701	39.99141	71.46047	12.08206	2.82472	2.41669
1178.06795	5.85811	5.10118	6.09565	9.01099	51.27076	1.00000	8.29624	6.01700	8.51905	-87.45476	6.50119	6.28915	44.22854	32.39091	6.03239	2.02703	41.47892
1089.32640	6.85027	7.31386	8.25635	6.17161	67.63314	1.00000	6.58669	9.89797	7.90287	4.52514	4.54518	5.88133	53.30751	56.14891	23.22511	3.04985	12.74482
1067.74191	7.78922	5.51635	8.09757	5.11292	58.86531	1.00000	3.70254	11.96524	8.09531	171.25364	5.65310	8.48247	63.00570	70.14417	5.49827	5.17337	-44.39672
1097.16944	8.52363	3.24314	7.54773	8.17711	70.42645	0.00000	3.18083	4.84719	7.99150	-122.86705	4.45946	10.03782	38.13836	42.82436	12.48155	8.32817	45.49428
1174.84468	6.47956	6.22887	5.95319	10.18585	50.88386	1.00000	9.85157	5.10962	7.73917	16.54165	5.44156	7.37016	68.00890	37.32114	16.41152	2.54405	68.79833
1081.34992	7.69276	7.25049	5.03961	5.18738	64.47593	0.00000	7.99249	9.01067	8.75002	-117.71978	7.77988	9.34753	59.82422	62.23379	25.01769	4.43644	34.09668
1182.74174	7.51896	9.80833	5.43026	6.70106	58.51136	1.00000	7.20359	8.03041	8.41774	120.74221	6.27284	4.79479	71.28877	65.79734	26.04651	3.66041	31.64615
1109.00250	7.32306	7.32219	7.60260	5.85854	42.89590	0.00000	8.32061	7.42143	7.54072	46.5813	9.01758	8.06899	67.67965	48.08246	16.00711	4.72266	54.8421
1157.05784	7.03982	6.71405	6.18050	9.36524	40.66404	1.00000	6.44792	7.71790	6.11107	16.86194	7.14396	7.85010	29.18318	73.87692	4.89458	3.40875	54.58048
1141.85680	6.12251	6.40780	7.38512	8.04617	64.91870	1.00000	6.37452	6.00441	9.25555	-89.64066	7.63059	8.14430	65.32690	46.84586	10.57656	2.41811	40.56754
1053.77304	7.80638	7.55498	7.89701	4.76303	76.10867	0.00000	5.50252	5.71514	5.65719	68.75915	7.97779	11.77499	56.67652	38.52260	7.23458	4.21870	27.52948
1140.56594	6.52341	7.03959	7.43519	9.82034	40.15812	1.00000	6.53453	7.54177	5.47896	150.99292	7.55951	7.77076	41.80688	52.75912	6.27357	3.26016	-33.75881
1135.59354	6.00327	4.28017	7.68130	7.35321	46.50229	1.00000	5.24663	9.54328	6.78000	106.92667	5.82651	8.96322	58.91443	43.12629	34.06875	2.53630	-6.91806
1132.58968	8.04512	8.05188	9.05212	7.46935	49.88499	0.00000	4.12859	4.76677	7.24064	-8.2503	10.53128	7.31058	59.59238	48.41157	10.48638	7.23290	37.08819
1190.41682	5.49637	6.10065	5.82453	7.29630	60.83762	1.00000	6.10589	9.17829	7.12819	-80.58556	5.80840	7.45935	58.32965	35.23327	6.39634	1.82255	22.98212
1121.10145	6.59493	9.60720	6.91737	7.53741	45.71127	0.00000	5.53367	4.41861	7.30279	136.13108	8.18308	6.61916	66.94755	55.10794	14.73863	3.60945	34.75856
1074.82738	7.02887	6.08042	6.74684	9.15868	56.33960	1.00000	4.52389	4.39901	8.20362	28.88222	8.79924	7.82873	48.12843	52.76414	19.10326	3.24766	40.37528
1066.28567	7.74575	6.90905	8.72282	9.37611	54.45597	1.00000	6.21598	5.90082	8.65287	9.0027	9.13286	7.79870	52.61460	65.33125	28.29835	5.68505	11.86064
1170.76687	9.06952	10.48126	7.01581	5.10711	41.71373	0.00000	5.99701	10.85454	6.96715	102.05461	7.11922	9.89213	51.87519	48.24960	26.34615	15.23761	6.25947
1120.42788	7.94970	7.77427	8.00058	6.20642	31.14038	0.00000	4.94277	4.83041	7.81979	-69.96533	7.40448	10.28963	69.28650	41.39247	9.29143	5.82127	43.91452
1199.39318	6.77268	5.92581	8.75094	7.51513	58.10338	1.00000	4.97539	9.04835	7.63796	-60.47389	7.28505	7.35474	45.92154	48.20102	8.28425	3.36192	-34.64167
1098.25168	6.97205	8.37517	7.12773	5.30046	43.43866	0.00000	6.69707	5.11899	6.10704	-81.56929	6.11347	8.28792	54.77885	45.01613	14.24693	3.70535	41.55838
1164.03617	7.62160	2.92517	7.36123	10.25712	53.99184	1.00000	6.59711	6.86019	7.48251	5.55575	7.78975	9.69431	44.36239	76.47765	31.04695	4.26258	46.67535
1057.54069	5.54197	3.95656	6.59289	8.99719	47.23356	1.00000	3.24879	2.25152	7.50767	78.25795	8.33398	8.46641	40.44959	56.82748	21.75918	1.28173	9.82564
1096.51364	7.33973	7.97991	8.00280	7.80961	52.05157	1.00000	6.34961	8.31924	6.81174	-105.11221	4.84077	8.14496	38.98969	54.27862	-1.49217	3.65828	39.57582
1109.49315	7.30555	6.88083	6.42701	5.92871	43.93805	0.00000	5.46835	7.14407	7.76482	-80.31727	7.81714	8.80712	61.74484	40.01125	18.75640	4.81560	25.67927
1178.55177	5.91039	7.34119	7.30015	9.94808	70.57985	1.00000	7.23651	8.22983	7.62606	8.73812	5.43196	7.22936	80.57278	39.46877	6.55189	3.57074	41.91886
1112.21759	8.20394	6.48679	7.24783	7.65136	41.19629	1.00000	6.31478	9.10445	7.70753	-80.08199	8.08918	4.75004	58.30440	31.75273	34.61070	6.44215	35.88264
1177.99426	6.77435	5.22031	5.78648	10.16567	67.13954	1.00000	6.03236	8.14792	8.59675	-52.67056	7.13574	9.19770	55.64805	57.01108	22.07659	3.89179	-26.22861
1172.08963	5.99330	6.55848	7.72028	9.29863	58.44091	1.00000	7.38552	7.48645	7.98058	-122.86705	4.87165	8.74338	50.16954	65.26065	9.49167	2.22034	45.49428
1186.93334	5.74578	3.04694	6.41722	6.49947	49.44087	1.00000	4.57113	5.32129	8.28045	27.25	5.70901	9.91453	27.95109	78.03220	1.64909	3.10928	42.7
1163.14906	7.15129	7.34934	6.75700	6.51508	61.23022	0.00000	9.29409	6.03728	7.60412	39.85331	8.39594	9.09372	41.55707	55.42806	18.29414	3.99619	57.30185
1084.86330	7.55314	7.09186	8.67912	11.54479	51.37453	1.00000	6.43056	6.63130	4.39977	85.83636	7.05836	6.44451	77.24727	78.34471	9.27017	4.77643	25.66795
1065.04178	8.13688	6.62686	8.11243	8.79129	77.53992	1.00000	5.31206	3.67815	8.49917	7.11393	11.66153	9.16218	53.32345	55.87179	14.94275	7.10456	51.08468
1189.03497	7.09268	9.50600	6.62549	7.28197	70.71749	0.00000	8.66410	6.87252	6.21041	-87.71255	8.88340	7.92476	42.19935	48.04059	12.28632	3.31367	41.84364
1123.40840	6.70728	5.81037	6.96282	4.03333	69.02858	0.00000	6.35786	10.57434	7.79421	88.1453	7.85505	8.56933	50.28532	56.39178	24.78461	2.94858	22.4711
1152.16986	8.38510	5.91928	7.94747	8.18621	42.90940	1.00000	6.56299	8.94588	6.98961	140.73667	5.52299	7.22236	38.13044	44.19600	14.65011	6.51190	41.77583
1142.67453	5.75172	6.59887	7.93309	6.70081	63.95218	0.00000	3.09337	4.99959	7.20133	4.92235	10.56779	9.99259	44.37536	57.67564	5.88309	2.36061	7.65649
1077.18060	7.42948	7.95395	7.50660	8.92169	45.87097	1.00000	6.02237	7.23270	7.20611	-73.49484	9.40464	8.16273	51.66956	53.45307	-7.78643	3.54984	41.14676
1087.04341	8.42543	10.04060	8.07000	9.12562	55.53144	0.00000	4.82045	6.88757	7.43795	-84.62081	11.94669	5.99024	47.50550	68.54487	24.36187	8.90378	42.7392
1070.14576	7.47817	8.28992	8.56129	10.53017	45.52562	1.00000	9.42363	5.36671	8.14721	-96.39774	5.92136	6.76748	39.85182	45.83038	15.60178	4.17333	30.16688
1069.15730	8.66656	8.15318	7.46285	7.19641	59.02503	0.00000	4.56482	5.23515	7.04758	4.74161	8.59057	8.13750	46.92286	32.76862	23.84085	9.92939	7.62789
1123.10942	6.58547	6.22653	8.02814	9.80142	60.97664	1.00000	5.13837	5.81531	7.17511	73	7.81508	8.04099	46.76900	64.39019	5.97346	3.29678	40.93333
1188.90654	8.88962	6.20920	7.71235	8.16218	49.51355	1.00000	5.27741	10.50643	8.42560	-81.24441	6.27012	7.88013	34.77344	64.29258	17.50033	12.81071	23.15678
1072.51437	6.74103	4.90676	6.41555	6.40848	53.76753	1.00000	4.21571	11.76692	7.72164	-68.30472	6.61102	8.40533	64.42776	59.28866	16.75275	4.15904	9.91861
1140.23864	6.92398	7.75420	7.15399	6.10712	43.44976	1.00000	6.25084	7.96612	6.98945	4.18333	6.32556	7.60506	64.63336	56.77003	7.11630	4.33458	7.6
1060.55726	5.96228	8.29063	8.82272	9.92740	58.57040	1.00000	6.61338	6.85383	6.49700	-5.22126	10.12377	7.83647	35.39166	54.64283	29.08325	2.71278	33.43443
1094.76838	6.46219	6.90551	8.18405	6.13325	45.02490	0.00000	3.91465	4.52833	7.84906	74.85849	11.57923	9.27562	49.17072	46.44131	11.83538	1.82948	31.28092
1090.99324	6.71675	8.57602	7.28049	5.68471	64.48555	0.00000	9.06332	9.93291	7.48238	103.61667	8.86711	8.28317	49.69853	50.44762	-11.48238	3.93111	-1.6
1104.55752	7.15411	4.71798	6.76894	8.11866	35.98083	1.00000	7.55583	7.85215	6.74881	4.18333	6.27570	8.42397	48.81345	51.98244	26.90754	3.38745	7.6
1105.22753	6.16644	5.40297	8.32067	8.46667	61.83830	1.00000	7.42906	6.98937	6.49058	-87.66561	5.21691	8.90387	36.62833	32.39385	22.27849	1.92947	41.8542
1159.35354	6.62970	11.99628	8.23327	6.99857	67.50793	0.00000	6.75865	3.77634	6.83635	-71.23106	8.90480	7.51463	23.29149	45.32352	16.21435	2.87041	-32.45242
1079.25702	7.06182	5.73880	7.22918	9.16299	52.85325	1.00000	4.78032	4.36388	5.16903	99.95469	9.08801	8.23548	53.49498	38.42352	13.02077	2.53253	13.51825
1178.09915	7.96364	6.97409	7.49961	5.27657	67.79764	0.00000	6.39892	6.80843	6.13511	-73.89125	8.09006	7.36505	70.38471	53.17703	18.15228	5.28019	40.67705
1153.47619	5.78358	5.46438	6.38744	7.29410	42.68626	0.00000	3.66936	7.30608	7.64570	-8.2194	11.56362	8.34237	41.52847	38.52867	16.92555	1.93440	43.48961
1117.48192	7.35346	6.79871	7.49168	6.10552	33.86680	1.00000	3.53633	12.20400	6.30193	-35.71667	4.83313	8.70760	64.12361	74.64145	19.55234	3.63120	-8.66667
1107.48089	8.66813	6.01452	6.67713	5.58273	55.94225	0.00000	7.83341	5.31288	6.90073	4.69889	8.22061	9.17429	67.68374	36.22026	22.51451	10.84452	50.56149
1164.15130	7.11028	9.92205	8.06317	4.71037	44.72150	0.00000	8.03825	6.83426	8.07260	-13.68778	6.56323	9.95806	41.74087	63.65385	16.96312	3.57023	9.535
