Pb	PM10	O3	PRES	NH3	TEMP	CO	PAHs	CH4	CFCs	H2CO	warning	PM2.5	longitude	C2H3NO5	SO2	latitude	NOx
54.32651	4.26008	7.75209	1140.04711	6.85909	16.23273	6.16558	7.75579	6.50728	71.14596	49.36291	1.00000	5.78825	37.55	0.11748	7.44513	6.03333	3.29672
85.60337	5.20089	5.20909	1080.15480	8.97561	-2.21752	6.85542	7.03651	6.09897	50.09738	50.60587	1.00000	7.26776	122.20488	0.10034	6.74955	29.98869	6.55165
48.34687	9.45268	7.86973	1081.59892	5.64129	10.36365	5.54715	6.25837	7.18257	58.27030	45.49894	1.00000	5.90131	-3.52751	0.81363	5.70595	50.7236	5.99328
61.28193	4.79073	6.77812	1149.32865	8.15462	23.16946	6.52677	6.83123	7.71939	81.77005	30.56641	1.00000	7.29222	-119.27337	0.15176	6.96011	50.26729	5.67416
51.43545	5.28342	8.82065	1114.86657	10.31657	6.45305	5.58106	7.49628	3.51211	58.43616	54.60608	1.00000	10.24545	-81.24441	0.09409	5.80516	23.15678	7.11267
47.73212	6.61074	8.30903	1143.03813	4.30850	20.05791	3.77719	6.47873	8.64698	79.60505	43.20931	1.00000	4.76266	117.4831	0.06506	6.94840	27.34089	4.96403
60.15560	8.43975	6.07968	1069.93162	6.97262	9.57087	5.29645	6.93849	7.47763	72.77053	34.51043	1.00000	5.86555	47.3799	0.34984	6.68947	33.14447	3.68925
37.37291	4.02352	6.61212	1085.61208	6.75337	26.33643	6.66079	4.97774	8.79120	56.93256	49.80145	1.00000	5.88101	135.31667	0.13011	7.27160	34.25	5.28931
32.11268	7.57695		1194.54955	8.18412	6.39032	7.67910	5.92910	8.62550	62.86916	58.52334	0.00000	8.27670	35.96944	0.21543	8.58012	56.03361	5.02024
35.13820	7.33672	5.17425	1085.58800	5.72797	42.17711	4.53344	5.22653	7.64887	63.60543	41.37076	1.00000	5.04466	-1.48119	0.24434	7.44733	53.0233	4.60239
65.33188	9.70029	6.76796	1165.42034	6.41259	19.10922	6.70900	6.31037	7.71793	64.83758	50.10009	0.00000	3.00734	115.88782	0.97837	6.95965	-32.05251	7.15953
65.31270	8.37232	6.92930	1057.87867	10.88030	20.02799	9.58286	6.95288	9.07560	66.67952	40.72885	0.00000	10.28961	-3.53261	0.31652	6.77469	40.42386	7.28734
67.67232	9.43079	6.99357	1064.36354	7.91414	-8.26847	9.31255	4.97473	7.24828	77.42420	41.72459	0.00000	7.42895	135.31667	0.80144	8.15464	34.25	6.33935
69.17531	6.94158	7.36198	1069.21312	8.96442	14.36332	7.72393	6.17111	8.00190	52.21308	56.88608	0.00000	6.76083	-0.29825	0.12001	7.01429	51.39148	6.54558
42.06967	9.29638	7.50160	1094.97765	9.17205	35.51821	7.62201	6.75345	7.95849	67.03429	78.25380	0.00000	10.03243	43.2379	0.67516	6.34862	50.06	6.64474
63.71548	5.83461	5.54113	1107.85803	5.66872	24.71168	5.72112	4.76966	6.88630	65.93854	39.80303	1.00000	6.34727	19.61222	0.16314	7.22352	44.97639	3.67991
62.58514	4.81950	5.67194	1127.22606	8.02829	5.43299	5.36480	6.92645	6.59881	64.16455	52.16016	1.00000	7.12701	-0.91979	0.12286	7.22415	51.42708	4.86350
42.72418	8.15081	7.13226	1123.54047	7.33626	18.44275	5.53927	6.96128	2.96576	76.22685	61.58921	1.00000	8.22356	-117.14392	0.27035	7.27414	32.9156	5.85498
54.62827	4.41124	7.29073	1095.77916	10.05152	18.72780	6.61013	6.02291	5.51585	66.11036	36.97773	1.00000	9.84184	-119.01677	0.13227	6.01765	36.06523	7.54633
39.04791	8.22757	6.82479	1055.31088	3.17806	-1.78127	4.15253	6.47355	10.35968	65.70550	41.72216	1.00000	5.33012	79.5286	0.29089	7.10210	29.22254	4.90706
43.14812	5.07511	6.71730	1111.27946	9.87472	27.02688	2.91203	8.98821	5.52792	77.17729	41.95086	1.00000	10.91214	8.77155	0.11908	6.83622	50.23019	3.62382
72.17806	8.09582	6.13375	1183.87550	5.17301	18.90150	12.46124	5.85304	7.81539	68.88719	39.64097	0.00000	6.47574	37.99117	0.31251	6.68201	44.92934	2.97875
29.50785	9.09705	5.77160	1151.32526	6.48387	19.58407	7.84871	7.43612	6.65594	70.81174	74.13602	0.00000	5.81402	86.51499	0.57020	7.01470	23.1959	6.20847
34.73229	11.40719	7.22754	1112.16160	5.42752	25.09745	5.52268	7.84317	8.23684	77.91284	26.84716	1.00000	6.09684	82.85749	5.09024	8.72678	17.54907	6.02783
53.54529	10.79264	7.58255	1140.40964	5.91714	26.80248	5.37892	5.54388	7.98223	70.16786	62.20777	0.00000	4.75283	34.75699	2.81724	6.21085	31.39547	8.19914
44.65185	10.93601	8.23897	1152.03040	7.39423	19.04722	7.81730	7.42755	9.10182	60.05947	56.81301	0.00000	5.79817	-4.10734	3.19009	5.83601	38.68712	7.21578
62.09202	9.38141	5.81933	1073.77445	10.60106	23.34478	8.27422	7.41356	11.54093	62.07628	47.18058	0.00000	5.04136	-88.3162	0.78821	7.30037	42.24113	8.48648
37.24440	7.41821	6.67372	1098.62316	8.90980	17.23610	10.54387	5.43020	9.02987	71.86320	38.07505	0.00000	8.23117	28.19028		9.20276	59.37722	2.93670
64.01009	9.98939	5.03791	1162.08058	8.45922	24.41387	7.82732	7.98951	8.82115	74.98329	68.61366	0.00000	10.30591	57.3552	1.28604	7.57546	51.4781	4.09104
79.67386	7.69601	6.49830	1050.24737	4.66412	8.51957	5.74510	6.04357	9.33962	66.85242	56.48940	1.00000	6.12000	-1.64295	0.20518	8.34424	42.8139	4.26346
59.59997	6.83750	6.48946	1069.84607	5.71741	28.99784	8.55587	6.80360	4.67431	63.63684	52.96352	0.00000	5.43526	13.32127	0.14925	6.63891	52.59319	6.16657
62.06190	7.65799	6.97220	1103.54134	5.40390	-0.32672	4.62799	7.69391	8.65504	59.29582	60.94183	1.00000	5.08687	-1.86343	0.19761	6.12900	38.10558	5.03679
46.32299	4.98644	6.82224	1095.52701	5.80818	-4.64545	7.20961	6.46908	5.90945	70.44220	51.88706	1.00000	6.05723	14.34085	0.09525	6.39383	40.87363	6.90307
	7.23599	6.90045	1155.41378	6.24938	16.44701	5.14574	5.43554	5.61666	59.84020	61.06082	1.00000	8.26350	-73.95958	0.21338	8.29719	40.57788	4.71430
62.69532	7.38864	5.38879	1108.45588	6.23619	15.21997	6.37787	8.32847	4.97641	52.04082	68.18582	1.00000	8.08138	76.32756	0.20501	8.76730	9.57046	6.17868
52.90564	7.73161	5.90573	1050.96614	5.58444	9.05630	2.58770	7.97185	6.30157	63.34444	49.78493	1.00000	4.24822	-50.00639	0.24083	7.65246	-25.42944	5.06454
84.27311	4.58216	6.61393	1185.34061	6.60348	22.77091	8.01574	6.32828	4.86872	64.77911	51.69916	1.00000	8.37857	-1.5443	0.15617	5.62658	50.75767	8.90341
43.22430	7.23758	7.31913	1176.74878	8.77489	19.95539	10.00074	6.56328	8.98227	71.12341	54.49435	0.00000	9.78178	-86.11084	0.15117	5.68152	41.75338	6.95977
40.50200	7.05729	5.62905	1083.66003	4.91624	24.81161	4.67476	7.13465	8.51081	64.11950	57.56764	1.00000	4.93814	-123.02621	0.14265	7.00280	44.99012	5.20809
55.00834	8.42318	8.43486	1110.47857	8.73571	11.47553	8.01260	6.21985	7.56851	75.35965	50.40124	0.00000	8.14389	9.00472	0.36398	7.20272	4.2475	6.94634
53.49457	7.74761	6.68458	1148.78217	6.02198	9.01575	8.49520	6.29667	6.12339	74.08041	34.68203	0.00000	5.37256	3.47717	0.16932	6.34101	36.76639	5.90590
49.11894	8.33535	6.54760	1171.11463	4.64578	15.12873	4.39192	7.96126	5.67906	49.66855	54.11083	1.00000	6.45981	71.57118	0.30727	5.04814	32.87533	3.02756
49.73522	2.47173	6.52053	1181.43680	8.03041	-4.13902	9.33260	7.08032	6.44238	58.66325	50.73811	0.00000	6.21774	88.28637	0.09987	6.70212	23.07492	9.64224
65.66204	5.11916	7.83361	1069.64341	9.76495	4.54848	6.19502	7.41679	4.46545	67.73114	56.27112	1.00000	9.29138	-97.92977	0.08046	6.22542	38.06084	7.22197
60.16187	8.18542	6.18624	1095.56130	8.22745	-5.65395	7.35083	5.99742	8.20612	62.80326	75.59994	0.00000	8.59725	84.63445	0.28827	8.26102	24.81757	5.72478
47.08841	6.80697	6.53591	1176.66420	4.28465	6.98148	3.71803	6.39110	8.53839	61.07235	49.94463	1.00000	5.31975	-120.93549	0.13854	7.32154	37.73604	4.26154
43.04018	2.31518	5.77554	1079.02003	8.49250	5.12702	7.99015	7.04310	7.87831	66.77999	57.05758	1.00000	8.28397	-95.30106	0.09243	5.92428	32.35126	8.30988
49.79066	9.39401	4.84015	1065.38814	6.29033	-3.14067	5.34845	8.19722	8.25960	53.51269	40.52819	1.00000	5.79823	-97.92977	0.78304	6.06257	38.06084	4.76285
39.17299	6.30488	5.90511	1090.88460	7.99418	18.18113	3.75300	6.10780	5.51928	63.81846	44.34120	1.00000	9.48346	14.43865	0.12297	6.83200	40.87329	3.84604
42.97375	7.42841	7.14573	1093.36268	4.30373	14.76872	4.45584	7.57601	8.72624	83.52278	45.00990	1.00000	4.81589	-80.31727	0.20358	4.44474	25.67927	6.37633
55.02466	10.43291	7.76051	1070.97468	6.91015	4.61866	5.92359	6.38461	7.22548	66.14832	63.81083	1.00000	5.93775	14.34085	1.99772	6.98595	40.87363	5.15925
52.73954	8.46494	7.45205	1062.85949	5.61714	31.10742	3.69111	5.81023	7.79143	71.64291	49.86852	1.00000	4.22378	1.6	0.32981	7.71873	43.11667	6.38623
42.02623	11.28201	6.90459	1141.92807	7.99397	34.02940	6.76185	6.74660	6.26586	57.65821	48.60589	1.00000	6.03984	-60.94228	4.50545	7.07321	14.67751	5.66404
65.80820	5.94266	7.65322	1166.00044	4.23886	14.99916	5.69214		10.02008	85.48864	26.25899	1.00000	5.23345	4.7934	0.07462	5.80256	45.69558	5.52708
49.82450	6.74725	5.31418	1144.49579	3.15221	25.53257	8.81852	7.24896	5.19951	64.04181	29.92689	0.00000	5.14887	123.33471	0.14006	7.34374	8.56697	7.48555
53.03965	6.62375	6.31305	1055.19661	6.17589	29.55779	6.08993	7.91389	8.59360	74.59119	45.31273	1.00000	5.10327	114.68333	0.14957	7.60604	23.73333	6.29143
42.76917	8.85097	5.99173	1112.90423	5.51699	18.35081	6.69321	5.77009	9.06079	55.55245	42.69944	1.00000	6.02136	-3.53261	0.47185	7.55306	40.42386	6.71800
45.54540	5.55974	7.76177	1062.10033	6.40212	29.63488	5.07229	6.13894	7.24848	58.44607	42.15309	1.00000	4.72394	55.4504	0.08416	7.86719	-20.88231	4.28685
63.18308	5.21401	4.90693	1101.25371	7.66019	5.03724	5.67725	6.24890	4.55905	67.80809	66.21349	1.00000	7.60321	5.58472	0.10346	6.04678	52.14	6.14710
41.49262	4.91108	4.75423	1143.95702	7.66433	6.94606	6.28031	6.63887	4.22243	74.74608	46.78014	1.00000	6.97743	-60.94228	0.08134	6.08475	14.67751	6.88905
56.55356	9.45410	7.47720	1051.78727	11.28361	-7.56909	2.87163	7.37632	9.37105	76.83105	53.26347	0.00000	3.54183	39.25	0.79086	7.94296	-6.8	6.02651
34.21234	11.24016	9.28415	1127.68375	9.03918	4.60705	8.04580	7.75857	8.50251	64.44289	40.06265	0.00000	9.71661	117.63083	4.32838	6.87439	35.50056	3.94908
54.94198	3.58731	5.08149	1079.44346	9.54334	14.85651	6.17805	6.92776	5.58347	74.35142	35.83165	1.00000	9.32436	73.7553	0.07905	7.23883	15.5439	7.17646
55.99265	5.58934	7.01749	1138.95119	9.71435	18.18455	4.01739	6.39141	5.81299	61.19671	75.12430	1.00000	8.34246	75.96976	0.07235	7.32714	15.73628	3.64985
33.29639	4.58087	5.89983	1066.26774	7.50042	11.90887	7.42625	6.28018	7.31668	61.01340	54.70758	1.00000	7.07004	33.34864	0.11663	7.43095	46.75451	6.84851
49.13718	9.68047	5.85906	1079.43359	5.91079	21.33848	5.41852	6.94953	7.45560	59.33591	39.14541	1.00000	6.23646	0.93333	0.96077	5.33168	52.68333	5.06302
57.53548	6.16729	7.31418	1182.72560	4.46476	23.93107	8.13082	8.14478	4.79348	67.93478	48.83298	1.00000	5.82788	146.05093	0.11048	7.13010	-34.28853	7.97637
53.62977	9.17085	7.09576	1069.38390	6.69420	18.70933	8.96937		8.24468	71.18151	37.39738	0.00000	5.58085	14.34085	0.63836	7.46795	40.87363	5.48432
39.77818	12.16110	5.81405	1188.00284	4.64202	12.17013	6.10393	5.06701	8.05288	63.84389	66.73442	1.00000	6.57794	6.51352	10.72862	5.97866	51.19139	6.50150
43.26234	10.63426	7.50508	1078.81168	6.42464	23.12014	8.05048	7.31866	8.81395	80.04762	46.30047	0.00000	4.88101	38.01667	2.36201	4.80483	-5.41667	3.36122
55.25410	4.61009	8.21088	1113.78974	9.54026	24.71163	6.17632	6.32158	5.71127	62.22675	34.42817	1.00000	9.80299	138.89585	0.04559	7.25528	36.33011	6.84414
46.82412	4.86732	6.49324	1139.11677	5.07683	11.79555	6.18791	6.67827	9.52350	62.19138	44.67785	1.00000	5.73559	100.24529	0.08824	6.81021	5.4709	4.57420
72.50821	9.73308	7.86986	1188.27015	7.47041	-5.21767	10.14652	7.62055	6.83923	94.72182	50.51189	0.00000	7.54340	16.4	1.06600	6.80572	48.25	7.08976
26.07873	7.74323	7.71002	1157.97656	7.17217	20.90811	7.95885	6.32080	7.89818	69.32455	50.15574	0.00000	8.27842	35.7	0.25665	8.53312	-7.76667	5.53805
42.83204	5.64225	7.44820	1107.83585	7.62665	15.11367	7.17718	5.22098	8.51941	70.43504	47.70338	0.00000	7.74117	-9.24671	0.06427	4.63314	38.72706	5.93814
61.52944	7.45096	7.21643	1052.46875	5.71947	20.81844	5.90463	6.57594	3.57303	82.47413	41.16647	0.00000	5.85290	-80.22588	0.16582	7.36098	26.2173	5.76286
36.12213	7.16585	7.39237	1173.91121	9.09908	14.84940	7.34361	7.64908	8.21802	69.22203	44.15961	0.00000	4.84964	136.13108	0.17267	7.45186	34.75856	5.35135
61.15475	5.88540	7.45219	1138.11335	7.19136	14.07592	5.61478	7.22277	3.10770	63.92079	44.58445	1.00000		39.85331	0.09869	5.75661	57.30185	6.12127
57.65521	7.30457	7.79659	1164.36279	7.57050	21.71025	6.09968	8.35156	2.16919	78.09137	53.78832	1.00000	8.35910	85.37752	0.15064	9.13675	22.10194	7.26932
46.63009	5.57675	7.64102	1084.09364	7.45633	-2.15465	5.79565	6.29600	5.43603	66.93214	76.54022	1.00000	9.11330	15.28318	0.10764	5.61970	-4.26613	6.19209
52.80842	5.56258	7.82807	1057.37370	6.54485	20.69535	6.94762	7.65344	7.73141	72.70724	49.64228	1.00000	7.39345	107.60627	0.09794	7.93628	51.82721	5.87212
54.24369	10.67777	7.43451	1119.68304	5.74039	-3.88026	6.20749	7.28390	8.63955	60.02737	52.35180	1.00000	5.85484	101.02083	2.50359	5.61900	4.02219	6.04512
50.25350	6.64538	7.73011	1144.02487	4.74538	-10.27541	4.28900	7.65048	8.23042	71.23242	48.53655	1.00000	5.31369	-95.30106	0.15789	6.31546	32.35126	4.68384
67.09212	10.39509	5.74670	1083.60591	10.93574	7.82130	9.39829	6.77844	8.41169	55.55436	42.21400	0.00000	8.35834	-117.29198	1.88367	7.18992	33.03699	5.92219
67.67519	5.20858	6.75526	1086.16854	7.10160	39.87082	7.37263	6.96544		69.24275	41.71073	1.00000	5.61060	2.45012	0.12085	5.93615	48.90982	6.75676
50.33444	6.18880	5.13613	1104.04156	8.05726	24.11148	3.49791	6.16212	6.19535	71.43057	58.89806	1.00000	10.30027	73.97117	0.13059	6.65724	31.96258	3.28910
43.94012	7.88458	5.99057	1163.94055	4.41106	22.64650	5.61283	6.06644	8.68907	63.49741	44.14216	1.00000	6.05776	2.59753	0.22272	5.92976	8.88649	5.53267
69.01942	10.00179	7.72013	1085.65995	4.07324	13.66809	3.89895	7.63461	8.61260	79.67531	57.22349	1.00000	4.81752	6.26667	1.31251	6.66697	51.21667	6.92629
44.40974	5.27828	6.66325	1149.36723	8.11413	16.11625	6.09244	8.52088	6.64755	60.15719	56.20829	1.00000	8.32796	-66.8499	0.07594	6.11776	18.03496	5.83813
46.47993	4.58023	5.57090	1071.39701	8.77645	33.42076	8.61835	4.89005	9.56417	57.90818	50.06220	0.00000	6.82364	-115.98391	0.08506	7.45457	36.20829	5.63581
50.63327	5.11474	7.28994	1115.16883	9.49759	8.68474	6.45051	6.39659	4.66634	50.72401	69.53163	1.00000	8.46343	40.74357	0.10423	8.48470	37.31309	7.22387
46.15729	10.03653	7.89632	1085.73658	5.17717	19.72705	7.75437	5.17268	8.43397	73.03463	30.62212	1.00000	7.09504	39.85331	1.41008	5.55143	57.30185	6.13925
56.16189	6.91524	7.02146	1052.20398	7.54554	7.44634	8.23246	7.13220	7.41054	78.69163	41.29478	0.00000	6.31565	86.51499	0.13635	7.80789	23.1959	6.15198
57.68445	7.07541	4.72558	1154.13183	6.21793	30.43788	9.08714	7.94234	6.32524	49.82800	48.77314	0.00000	6.15967	91.00632	0.18267	6.54695	26.32293	5.14005
63.09748	6.88027	6.30578	1159.05780	9.01307	1.39674	9.96831	8.86559	9.08711	70.49920	40.73517	0.00000	6.38906	74.12286	0.17748	6.45186	30.76468	4.24749
61.89242	6.62598	6.83098	1186.19151	9.30998	24.19367	8.52642	6.95899	9.37685	68.39977	55.01477	0.00000	7.99993	-2.68758	0.11886	6.43044	53.69786	5.55346
64.97797	6.81247	5.02587	1059.77461	7.74831	25.46613	6.65491	5.99205	7.49513	69.08713	61.59064	0.00000	9.13371	-85.76942	0.15686	6.19631	39.78504	7.34849
63.52365	5.79980	5.61548	1070.82513	7.69563	20.28488	9.76358	5.60056	6.88994	52.36515	41.91217	0.00000	6.70373	-101.2591	0.05795	4.95588	21.01858	2.81619
43.74366	6.69995	7.09589	1119.26336	8.84923	4.10174	5.05023	7.45045	4.32166	50.52531	48.25434	1.00000	5.83183	-81.26367	0.13940	5.39943	28.90054	4.65046
38.82657	9.51800	7.94773	1176.91010	3.89511	4.13435	9.00524	5.75467	10.76518	65.33258	60.35408	1.00000	7.71228	-72.97261	0.83122	7.07902	43.61062	6.88618
72.25406	6.64495	6.47614	1067.58088	10.35197	6.78901	4.87460	5.87495	3.63932	64.90282	71.41139	1.00000	11.33791	-97.92977	0.10531	7.58268	38.06084	5.92598
49.65351	5.82955	7.29002	1054.97408	8.43363	31.90834	8.71629	6.14274	6.77183	57.31238	46.21067	0.00000	5.58526	-0.2		8.06499	51.65	5.41982
22.49560	9.96598	7.81271	1088.45677	5.56778	7.47212	4.37596	5.93642	7.26284	64.89773	49.59398	1.00000	5.69041	-2.16	1.24816	7.50780	34.31	5.19457
50.68999	4.65489	5.03015	1150.61113	7.30050	29.73481	5.75305	7.37684	7.24791	43.48136	34.03521	1.00000	6.49333	39.85331	0.12450	8.23548	57.30185	4.87240
66.79197	6.30500	9.03041	1068.43261	6.67004	13.31065	6.39480	5.81782	7.84132	58.84764	41.60583	1.00000	5.98351	-0.76773	0.07464	6.93062	38.38479	3.74533
	5.03491	6.22109	1133.56617	9.37504	17.50138	6.15847	6.06008	2.74356	83.73855	23.86269	1.00000	7.50012	-95.30106	0.08433	7.90249	32.35126	7.44408
22.73612	6.95631	5.96167	1115.22633	6.66690	32.10181	6.59452	7.17338	4.39795	80.69942	64.51479	1.00000	7.07047	23.225	0.17620	6.56490	43.4125	6.40862
57.50052	8.24081	6.82909	1166.26713	5.36955	13.91211	4.05856	4.77654	5.75331	60.95150	46.38502	1.00000	5.84208	120.74792	0.32582	6.85118	41.09822	4.30831
52.06638	6.61137	5.52745	1179.26440	7.11602	13.84676	7.61288	6.81865	5.79789	74.73330	38.90136	1.00000	5.72651	18.30056	0.10595	7.29355	50.5107	6.79703
39.45699	6.53903	5.65669	1093.28067	9.17069	30.44802	4.26694	6.15488	4.36389	69.40252	51.77790	1.00000	8.71294	78.15794	0.13001	5.91795	12.1277	4.51370
48.33205	10.73538	6.45556	1082.62437	6.41939	19.48281	7.50091	5.70017	8.15732	74.20834	46.60859	1.00000	6.31185	-43.80139	2.66349	5.40624	-20.25333	7.24746
62.61773	10.14046	6.66559	1067.45439	4.57874	27.51098	4.79769	7.69993	8.99067	76.87490	36.24781	1.00000	5.66924	118.9707	1.46999	5.92193	-3.5403	5.45342
44.93136	10.56877	6.21001	1081.21832	9.60163	4.75189	7.50762	6.50528	11.19409	50.30938	36.12836		4.34005	23.225	2.27366	7.37247	43.4125	4.44584
71.52595	9.96117	7.38672	1115.30363	5.77743	29.30181	9.17327	6.66436	8.35883	68.82377	61.76082	1.00000	7.30054	145.13643	1.25900	6.96258	-38.16604	7.08759
44.50475	8.94927	6.13763	1062.73375	8.01401	20.50980	6.45001	5.85962	8.09251	67.65499	61.30889	0.00000	4.07030	-72.09391	0.52789	6.75018	18.65297	5.34311
67.39731	5.76986	5.89854	1074.37972	8.82868	20.33304	5.32824	6.96312	5.23213	79.80727	59.88532	1.00000	8.67798	-2.68333	0.10279	8.54776	43.31667	5.41793
52.10680	6.17009	7.32120	1076.70241	4.80466	-3.51328	5.71516	6.35631	7.66111	70.11632	54.25158	1.00000	6.06781	14.51472	0.10542	5.96736	35.89972	5.18575
34.43840	10.70620	7.38699	1070.71656	8.68404	2.75337	5.51554	7.70665	5.35270	57.76176	54.42444	1.00000	4.63191	99.96667	2.63277	4.78452	8.43333	6.97549
70.86802	4.81102	7.29976	1115.22411	7.63753	14.09466	7.88280	9.11257	6.29608	69.01438	45.89622	1.00000	7.32550	-0.33525	0.13421	6.36655	53.7446	7.72507
51.54536	5.35917	7.01802	1192.44430	7.79273	21.03387	6.61992	7.26781	5.60643	52.35865	65.57383	1.00000	6.08722	3.16667	0.05170	8.82033	50.8	6.16542
36.09906	7.68811	7.24812	1195.39236	5.59749	15.24114	5.81709	7.93262	7.39880	53.18127	29.14118	1.00000	5.60371	115.88782	0.18280	7.48415	-32.05251	6.15945
62.10810	6.40394	8.29118	1057.73125	7.79394	27.29217	4.71756	5.35515	4.63834	69.68392	51.08213	1.00000	8.39313	15.28318	0.16464	7.85984	-4.26613	4.84848
51.93501	5.17141	7.17873	1055.77719	7.72811	22.83570	6.90422	6.01887	5.18605	69.62228	65.31369	1.00000	8.34981	-1.48119	0.09694	6.61927	53.0233	7.37074
73.77489	9.90657	5.41623	1083.17848	9.43401	2.82179	9.24845	7.47418	7.56888	47.16868	28.33261	0.00000	9.40374	-71.8023	1.20454	6.28266	42.58342	7.29545
35.05696	7.37839	7.48162	1189.14215	7.31725	12.37560	9.17175	8.40493	6.65531	72.00953	37.24700	0.00000	6.83148	38.28402	0.21788		34.5624	7.77943
49.54382	7.49571	6.77736	1119.19777	8.93257	14.60465	7.28631	6.45906	8.02710	68.44199	29.95206	0.00000	5.27775	-122.38731	0.19830	5.01136	45.53929	3.55338
51.01618	8.17150	5.75384	1095.77968	8.82042	-9.02098	8.86380	7.84202	8.42735	72.72208	42.58987	0.00000	7.76711	47.1192	0.28455	5.66764	42.819	5.73415
54.20262	10.37739	5.66207	1177.60060	4.97192	10.94299	6.26106	6.77021	8.64131	35.88974	35.45225	1.00000	6.53722	9.85	1.84942	5.59180	53.63333	5.69778
66.54078	6.36240	7.78440	1126.87656	6.97171	25.88492	5.47020	7.11487	8.40184	75.75349	38.68699	1.00000	5.11904	2.29275	0.12135	6.77439	48.79325	4.12485
66.07197	5.49699	7.31798	1053.25150	8.80191	32.45618	7.48373	7.29306	2.73000	77.42780	43.43507	1.00000	8.52960	-94.74049	0.13350	6.55767	32.5007	8.89432
74.04441	4.24868	5.92669	1052.25843	9.56123	12.61672	5.02805	7.73155	6.54667	62.74903	45.63595	1.00000	11.79305	79.82979		7.46276	11.93381	5.99891
56.96633	11.30073	6.69463	1085.99417	8.21415	-0.99741	10.54579	4.81725	11.45436	68.76539	54.85619	0.00000	6.89445	-76.72803	4.57523	7.44162	39.32288	6.48847
69.43390	5.09315	7.57700	1118.75078	7.22082	4.68290	5.51780	6.76388	7.30255	67.51307	54.57840	1.00000	6.21891	14.66737	0.12586	6.93707	41.55947	4.51596
54.16210	9.00573	7.44290	1094.86477	6.56740	20.74575	5.66889	5.73506	8.75678	60.69470	35.61673	1.00000	5.21858	2.18247	0.52651	7.72026	41.41204	5.18141
38.10776	7.91335	6.78176	1104.15959	5.35201	17.56978	8.75273	8.90750	5.15430	84.80774	23.01380	0.00000	6.75458	-88.64235	0.24008	6.55760	46.09273	8.69169
54.49026	5.05755	6.03089	1085.12919	9.09071	18.19514	5.52140	7.09367	6.55830	68.12527	34.59352	1.00000	10.85655	74.12286	0.08038	7.10937	30.76468	5.99005
60.96199	7.22218	6.86877	1085.09802	8.11766	2.24497	4.41492	7.13669	6.11465	73.67955	48.11833	0.00000	2.37945	12.84052	0.13976	6.15156	45.78071	
51.70820	7.65353	5.55636	1079.05083	9.11546	16.22027	8.08202	6.16138	8.45923	67.39116	42.79853	0.00000	7.65822	-104.83192	0.24315	6.80151	39.72943	5.87359
64.62531	8.33472	6.31451	1068.23439	7.28145	9.16362	1.48626	6.22797	4.77112	56.23048	54.71916	1.00000	2.69199	84.63445	0.36340	7.42316	24.81757	5.90739
54.54010	6.93958	6.90013	1172.92508	8.05792	19.06629	7.68630	8.85514	8.27433	56.24205	50.69540	0.00000	7.13646	120.74221	0.20722	7.16304	31.64615	5.24472
63.61210	10.52810	6.57564	1175.81174	6.67708	6.27920	4.46379	8.49435	6.42104	65.93472	43.53100	1.00000	4.66607	39.8302	2.12884	7.89693	64.5635	7.30428
61.23397	11.14749	6.57550	1179.82659	5.83870	30.70057	9.40696	7.98214	9.69400	60.35459	46.33923	1.00000	6.87422	46.58333	3.91651	5.48517	-21.15	8.57740
51.99392	10.35113	5.31438	1143.51687	5.29712	18.63316	4.95424	8.54514	9.11362	65.83122	37.90079	1.00000	4.73721	151.08057	1.82746	5.62449	-33.79176	6.79929
36.65194	5.99962	6.69858	1052.53764	6.66651	7.78355	5.88368	5.93456	7.05857	73.73965	64.98013	1.00000	5.48734	68.11759	0.06165	5.12844	26.9423	4.16196
44.74090	6.68009	4.39251	1184.77037	6.32763	7.95748	6.20052	5.87632	3.33414	56.23401	61.14251	1.00000	6.75991	-2.68758	0.14016	6.81948	53.69786	6.60906
38.95591	6.68124	5.51923	1180.98291	5.63902	6.94314	10.96422	8.02870	7.45125	67.21442	42.26840	0.00000	5.90317	1.33467	0.15860	7.42872	43.61058	5.89179
47.00075	5.38173	6.32002	1194.15703	6.45519	23.35342	3.04748	7.17437	4.99322	79.51635	67.25156	1.00000	4.85664	37.56667	0.11413	6.13523	55.85	2.86585
38.29668	7.93808	8.92958	1135.75876	9.60108	24.75250	9.14539	7.74948	9.29642	67.24216	33.17195	0.00000	8.73733	-77.55777	0.27137	7.02554	37.52487	5.22382
54.42143	10.04043	8.95543	1130.36376	6.33283	7.58839	7.28885	7.02354	6.24213	65.84848	56.44112	0.00000	9.44094	38.12408	1.37881	5.86683	53.77166	6.79827
69.20440	9.05094	6.90645	1099.68873	10.39879	11.61184	9.71873	5.06805	9.90188	60.79312	36.83139	0.00000	10.36211	88.18466	0.63636	6.01580	22.19303	5.28794
39.36018	5.92488	5.85446	1102.06548	8.05420	9.85195	7.10452	5.85700	5.07761	52.55257	52.46563	1.00000	5.06647	-60.93173	0.11241	8.38875	-31.4488	6.49205
60.54239	8.66387	7.83884	1147.65214	12.16765	-5.02702	6.58990	7.70000	10.39774	72.43198	44.57943	0.00000	7.04336	110.8405	0.36493		-6.8048	7.61751
