H2CO	PM10	C2H3NO5	NOx	PM2.5	NH3	CH4	warning	SO2	CFCs	TEMP	latitude	longitude	PAHs	PRES	O3	Pb	CO
45.87521	7.76336	1.31857	5.71323	8.26459	9.21058	10.17117	1.00000	8.40553	46.13948	10.89653	55.75556	60.70278	4.85551	1092.43323	7.80840	55.51055	9.85761
42.06182	7.86683	1.61679	10.67991	10.78859	5.96169	10.74670	1.00000	8.42756	52.57746	8.83787	40.93333	73	8.15289	1077.62191	10.55378	60.47368	8.62269
18.25942	11.15839	27.66350	7.94663	8.26576	6.63670	8.99652	0.00000	8.12210	51.03423	1.63587	49.07866	30.96755	7.23843	1088.91475	7.47386	44.49436	9.80936
61.52696	8.55552	2.30617	9.54983	10.00236	6.53642	7.43019	1.00000	10.54214	43.56617	22.94921	20.22816	-103.5687	10.36273	1113.05334	10.12117	43.01715	8.36745
46.19393	8.50561	2.12322	10.19074	10.19056	4.00242	9.37360	1.00000	8.16861	34.56490	6.17606	19.30157	72.85107	8.82756	1196.46559	7.62726	65.71132	7.75470
44.40537	9.73065	7.08458	8.43209	10.29720	7.23787	3.31444	1.00000	11.12101	43.72650	5.47678	-10.91722	-37.65	11.18116	1190.28885	4.95186	57.19509	9.36850
43.37976	7.68773	1.28419	7.51007	10.52345	6.89426	10.74816	1.00000	9.54831	44.87587	15.04217	19.21667	73.08333	8.20152	1122.31169	7.26716	54.58086	10.18656
17.94976	9.69570	6.80210	8.03719	6.65803	11.00762	9.12475	1.00000	7.35176	54.90984	20.53993	28.15112	-82.46148	7.80982	1080.72280	7.28868	56.71981	8.05693
59.84133	8.96833	3.35874	8.43854	9.15054	8.96806	8.42268	1.00000	6.67997	32.66236	8.82771	34.09668	-117.71978	10.48323	1184.96384	6.47321	23.12210	8.41611
51.14660	7.42859	1.02271	7.89886	9.98273	8.22788	7.09649	0.00000	6.28481	25.16881	32.82934	-4.42472	-41.45861	6.89354	1184.90930	7.68655	52.44213	7.30094
42.09271	8.30926	1.99868	11.63522	12.73261	8.67341	7.92012	1.00000	8.79971	40.49678	6.08886	41.27621	-72.86843	8.97566	1173.56032	8.45797	31.66813	8.95932
46.88166	8.60874	2.71776	8.14761	9.09599	7.28091	8.27949	0.00000	8.75498	68.67431	7.08707	39.43534	-84.20299	5.38849	1167.90007	5.98948	48.66684	9.82377
45.90716	10.35408	12.53869	8.20816	8.56906	8.96241	9.33877	1.00000	9.61744	34.68575	21.38833	-2.68333	33	7.61339	1137.94792	6.52090	36.87223	6.94109
31.50413	10.03116	9.09389	4.78099	9.14097	5.22977	5.42661	0.00000	10.13537	43.39716	24.57038	43.71032	-1.05366	8.81673	1188.89027	6.10333	48.90139	7.41695
52.08350	7.78786	1.61692	6.96949	6.93742	6.24853	8.20733	0.00000	7.18906	44.75410	19.20302	41.91738	3.1631	10.00731	1051.96371	8.00846	63.14487	7.85655
54.83870	8.29382	1.92027	11.04584	10.87489	10.16506	7.67696	1.00000	8.85028	40.98751	29.71232	33.37526	74.3092	10.17830	1091.36081	7.59945	50.20013	8.19268
19.59597	9.46946	5.41672	6.57847	7.53264	4.94885	8.13640	0.00000	7.91704	56.54513	13.70989	56.11281	69.49015	8.55296	1193.35311	6.83263	52.31240	9.17548
68.12049	5.75812	0.41671	7.78168	8.90723	5.59997	9.33049	0.00000	9.11336	44.66847	18.02812	-0.71667	-48.52333	8.14766	1127.77320	6.34029	65.32282	10.50753
58.97248	8.77027	2.70528	7.73507	5.42526	6.89702	8.55438	0.00000	8.70926	35.40332	19.72025	41.15376	-87.88754	8.61870	1182.05715	9.40714	24.26869	6.67264
45.21707	8.62450	2.35977	5.29952	10.03843	6.54487	5.20098	0.00000	8.04071	44.21591	25.90394	48.77644	2.29026	7.50747	1123.47113	6.00307	32.57854	8.63938
54.07052	7.02189	0.75920	6.16842	8.47672	5.28057	7.66725	0.00000	9.67656	30.43018	22.22991	-30.60106	-71.19901	9.12106	1109.27243	7.11275	44.98507	9.64432
50.36064	8.26921	2.07314	8.22231	5.95377	6.77769	8.19249	0.00000	7.68866	58.36289	0.32237	-34.64966	-58.38341	6.48304	1159.58678	9.27790	58.18804	8.63819
43.41552	9.65847	6.37242	7.56430	9.63923	7.50064	7.98901	0.00000	6.99696	60.13150	-3.34646	-19.72806	-50.19556	6.73342	1076.64353	7.36569	51.77885	10.24433
39.82012	8.92695	3.31839	9.78447	9.46490	7.48615	6.25238	1.00000	7.24991	41.27423	17.35488	30.24706	115.04814	10.01346	1186.58741	6.63387	38.24305	9.75890
58.04159	7.59776	0.68683	9.58297	10.93476	5.12665	8.72001	1.00000	9.02693	46.19509	15.91263	-22.97056	-46.99583	8.69531	1181.06751	8.04070	30.58059	8.74775
30.67336	6.93546	0.59930	5.08397	10.57244	8.87755	5.93376	0.00000	8.37679	61.74023	9.85071	58.63667	59.80222	4.78473	1118.34729	3.41708	54.09807	9.10777
63.11306	6.58292	0.52731	7.32066	9.27775	6.63044	7.61880	0.00000	8.53901	61.09256	9.99490	40.60538	-73.75513	8.14886	1154.08062	7.66954	35.51006	8.36911
60.81028	8.95048	3.41672	10.93915	8.83164	7.72375	11.71761	0.00000	7.52316	23.00302	17.36612	50.9803	11.32903	4.12568	1060.88061	9.91734	63.70400	9.76675
34.42780	6.80991	0.75136	7.37693	7.60081	12.18245	9.29368	1.00000	6.72748	67.91835	6.21870	52.59319	13.32127	5.55901	1193.15590	8.75991	46.61497	8.18858
47.14356	7.59411	1.29083	12.79181	8.13059	9.28718	12.15026	0.00000	7.83701	53.00595	27.54916	21.53889	71.57737	5.06673	1052.28782	12.05205	39.95024	7.28835
45.13021	7.61864	1.03426	9.71552	9.94388	7.85623	6.36129	1.00000	8.24595	57.15686	9.45788	43.41949	77.0202	9.94972	1113.19200	8.24918	47.96198	8.55943
21.54838	7.37077	1.01306	9.35908	9.10061	7.90153	7.69313	1.00000	10.29489	49.21660	2.54188	36.82167	128.63083	9.77999	1067.18587	4.85608	53.57305	9.52065
50.86985	7.04515	0.82295	8.46555	11.16999	8.41908	7.76477	0.00000	8.66591	62.44369	23.26806	46.51872	86.00214	4.92498	1149.47075	7.70511	46.10052	8.31956
35.07930	9.91668	8.10949	10.60913	9.89820	8.54709	7.60239	1.00000	8.19031	62.44936	21.70760	35.72917	10.58082	9.24859	1180.57755	5.61968	50.11565	6.37802
53.37811	8.34971	2.10618	10.55099	11.99817	6.46071	7.92919	1.00000	7.43789	73.15532	24.91899	22.83957	91.84128	8.32530	1064.62288	6.73932	84.68719	9.49923
41.14019	9.52250	5.92388	6.97614	10.23029	8.22787	7.32580	0.00000	8.96140	67.21758	20.68485	12.95629	78.27539	5.76112	1139.65760	6.00455	42.91972	8.05401
40.46733	8.85343	3.25023	9.94508	6.47662	10.52376	8.95298	1.00000	7.55777	51.47993	28.08143	48.77644	2.29026	5.94345	1087.38622	7.53913	20.73986	9.13481
32.05621	9.85472	8.01385	8.19624	7.53528	9.30792	8.89472	1.00000	8.10783	40.92409	18.07142	-0.71667	-48.52333	9.38108	1180.20190	5.16942	83.51874	9.00011
29.73811	9.93340	8.35436	6.05434	9.11717	13.61245	9.94956	1.00000	8.18170	55.76547	25.93264	35.21222	2.31889	4.26212	1074.80053	6.15414	12.90637	9.80464
47.60318	7.59528	1.03324	7.46292	8.93301	8.11844	8.01664	0.00000	8.33761	57.85318	15.15797	64.5635	39.8302	5.60583	1188.19128	6.63806	46.78122	8.64265
47.44547	7.93327	1.35548	6.77213	9.98322	11.67301	9.23181	1.00000	7.75443	35.02739	32.18240	-4.16694	-40.7475	6.71041	1134.42876	7.31848	43.48410	6.50018
71.34975	8.47281	2.23352	8.53965	11.36929	8.95831	10.06416	1.00000	8.94222	54.84802	16.57750	17.34769	78.55757	7.39452	1118.90545	7.84775	51.15282	7.24908
52.61263	7.89869	1.26473	9.21081	7.57689	8.16759	11.25641	0.00000	8.84031	53.38653	21.15314	40.60538	-73.75513	6.06602	1180.86822	9.49397	12.81795	7.20906
57.16043	9.08638	4.06603	8.59869	5.64887	8.10853	9.63322	0.00000	10.07336	62.67002	27.87352	41.0051	-73.78458	5.41035	1075.32604	10.41417	50.29681	9.94339
46.96923	8.55114	2.22671	9.13655	11.41410	3.76550	5.72098	1.00000	8.56635	64.70278	14.53018	22.37066	114.10479	6.86549	1166.38153	3.58603	65.34475	7.56719
37.39028	9.27844	4.64893	10.72941	8.46763	7.88159	9.35704	1.00000	9.24909	28.02296	11.39707	43.48961	-8.2194	9.70196	1167.45641	7.46685	32.02880	8.72008
49.96687	7.89826	1.54360	7.24668	9.97658	11.86547	9.65055	1.00000	7.84755	68.60588	12.59633	42.93369	-72.27814	4.43042	1157.42540	9.39625	51.36931	10.14525
30.10001	8.91834	3.16776	9.57507	6.57309	7.20732	8.72889	0.00000	8.75963	45.10157	9.84774	51.78771	56.36091	8.05267	1079.10975	10.11320	44.83089	8.74965
42.79728	7.48299	1.13331	8.71026	9.88269	8.54555	7.91875	0.00000	8.51927	45.31216	19.91253	38.47917	-1.325	5.86217	1161.76753	7.97804	67.55307	8.68616
30.90052	10.36842	12.67357	6.91939	11.87030	9.68551	10.31429	1.00000	9.04630	55.29500	14.76448	46.75451	33.34864	7.51061	1187.94106	8.61541	53.08297	8.29184
29.05446	8.26581	1.95815	5.92633	11.22650	9.64826	10.68814	1.00000	9.69985	51.63756	12.30406	-8.99167	125.21972	7.80570	1065.13287	7.67275	64.63642	9.87341
32.07651	7.55820	1.32796	6.90827	6.53404	8.81225	9.65534	1.00000	9.18570	49.94724	9.75883	13.65805	102.56365	6.15478	1081.37368	6.39767	42.60495	8.55356
40.33227	6.59319	0.95608	11.56944	6.78033	7.78578		0.00000	8.76892	46.59667	13.47407	33.54428	-84.23381	7.30983	1177.52531	10.94934	65.76159	8.91560
55.95108	11.40070	34.95663	6.70157	9.61064	5.65766	6.13073	0.00000	8.27378	43.24321	37.17705	40.85158	122.74754	8.80168	1087.88116	8.35052	59.13407	10.03295
37.94267	10.18611	10.40892	7.05734	10.62719	8.24578	10.88805	1.00000	10.76732	56.12893	28.77229	9.82564	78.25795	7.56245	1059.59078	6.78851	50.04419	9.87336
39.50442	9.16806	4.05124	12.45223	9.21038	6.07746	8.87908	0.00000	9.49378	36.29270	35.40551	8.43333	99.96667	11.19428	1190.45190	9.18872	48.92905	8.35873
43.74160	8.89930	3.12472	7.91050	7.75508	4.97007	8.51930	0.00000	6.51561	31.54886	13.81899	53.00974	-3.05814	6.08189	1055.33839	5.56967	32.17252	8.71247
49.74452	10.20636	10.90795	7.45294	11.24927	9.46186	9.66957	1.00000	9.32235	51.86985	-4.69620	-25.42778	-49.27306	8.06255	1083.81884	8.07863	47.35731	9.13230
47.33394	7.50752	0.77194	7.23850	9.51101	10.97924	10.30623	1.00000	8.41867	50.81559	13.99821	55.82885	-4.21376	4.39494	1100.07000	7.20281	47.02061	7.30669
72.16478	9.46267	5.27502	6.64660	9.43125	8.67938	8.02932	0.00000	8.60815	36.42469	13.64325	40.81	-73.9625	8.06693	1147.99813	6.71856	42.53353	8.24015
40.79170	8.52667	2.48659	6.32360	13.07648	12.31797	10.13232	1.00000	7.02112	44.95729	19.71210	53.78333	-1.06667	6.03365	1137.13700	8.73204	58.12896	6.30144
39.11034	7.48036	1.08637	6.66469	9.86698	6.96138	5.73151	0.00000	6.56065	40.67766	8.12813	50.50301	13.63617	6.20245	1137.61024	6.77509	38.52418	7.68420
57.92976	7.38738	0.98340	9.89641	8.42690	4.12160	11.90843	0.00000	8.74987	47.70131	12.27770	-4.16694	-40.7475	8.82881	1152.21128	6.89289	42.99096	8.49938
62.53861	8.51218	2.29488	9.33736	9.28162	5.47001	9.16356	1.00000	7.65181	38.32151	-16.85174	14.95472	120.89694	7.99409	1193.68656	7.99525	59.41064	8.42102
66.54788	9.11539	3.89988	6.82647	9.84940	8.39156	9.48334	1.00000	10.28026	57.34029	16.34978	36.46917	10.78222	9.24164	1118.13842	6.27953	46.98099	8.74017
48.34569	8.53330	2.21506	9.85125	9.94191	9.07931	6.59000	1.00000	9.34270	49.98998	16.32849	41.54566	-71.29144	10.22560	1125.96822	7.20420	37.42061	7.57906
46.61150	7.13248	1.04282	9.45319	6.40325	7.79694	8.84746	1.00000	8.08462	38.03607	9.79189	18.42745	-67.15407	9.83148	1068.55876	3.89280	58.94605	9.94496
30.37764	9.90999	7.92566	11.36286	13.21430	8.34154	9.77126	1.00000	8.64716	37.70309	8.25490	5.84752	-5.682	8.36167	1184.77733	8.40340	62.17362	7.03995
49.31092	7.91600	1.39725	8.55615	8.53573	10.54627	4.25672	1.00000	8.08953	64.60798	10.84690	33.14447	47.3799	11.68391	1152.37251	7.89734	49.14650	8.04224
65.56332	6.87906	1.02999	5.85306	9.73804	9.63993	10.80852	1.00000	7.50835	41.32636	2.22912	0.03813	36.36339	4.30552	1069.33361	9.22109	49.93690	9.25728
26.45773	9.93511	8.25058	8.56683	9.64535	12.85252	8.21002	1.00000	10.42437	45.03003	5.62717	34.61667	135.6	8.18259	1116.57037	7.16352	46.74124	8.45291
48.97771	8.80726	2.82064	7.72111	5.21867	8.07124	9.38765	0.00000	9.98513	45.83238	14.65776	-7.60361	37.00438	4.71859	1109.94069	10.51318	58.76646	6.69466
57.68941	8.31644	1.75798	7.87423	8.63663	6.05934	7.99359	0.00000	7.54412	36.55427	4.51589	-0.71667	-48.52333	7.33509	1169.84312	8.12635	33.64464	8.52170
40.84092	7.76589	0.90481	9.33895	10.29509	6.93895	7.93021	1.00000	9.51208	54.46005	13.54317	14.64056	104.64992	9.37332	1051.64449	9.79805	32.78720	8.29191
37.49334	8.01784	1.41593	8.28419	5.60672	10.63400	10.06356	0.00000	9.31826	62.74481	14.21831	26.18924	-98.15529	7.10162	1163.67860	12.43593	21.08007	6.64801
20.92272	8.27213	1.85226	6.47617	8.93515	8.25094	11.24456	1.00000	8.11091	42.01255	24.86004	32.42067	-104.22884	4.92799	1050.43057	8.87021	74.66727	8.75833
36.52465	8.54741	2.27126	7.81211	9.34746	3.02520	3.51257	1.00000	8.93739	37.59161	16.88931	29.21399	78.95693	9.68825	1136.18729	6.20692	54.07088	8.77559
32.04436	8.27788	1.78822	9.11631	8.63665	6.43426	7.64928	1.00000	6.95796	22.11975	18.53126	37.73604	-120.93549	9.05868	1061.73935	7.41070	42.87804	8.15931
58.57548	8.52751	2.27056	9.32226	9.33201	4.02180	7.35619	1.00000	8.26376	51.77018	21.72049	6.8485	3.64633	7.99139	1161.68481	5.76524	38.30923	7.86926
40.42952	7.64555	1.13983	11.07607	10.24004	7.52271	9.09108	1.00000	8.50683	35.80076	27.02194	31.12406	-97.90308	10.66386	1091.95968	7.86810	26.42372	9.43499
41.61449	11.01382	23.63924	6.87504	11.54983	12.29665	10.17933	1.00000	8.54689	41.59399	14.06498	13.65805	102.56365	4.76632	1074.29242	8.10967	50.61229	8.80242
65.76955	9.56387	6.11734	6.09268	8.40721	8.65368	11.88019	1.00000	8.73129	34.56542	23.17670	-7.57897	112.23109	3.86536	1128.38943	8.74700	58.14707	11.03530
54.03710	9.73079	7.05255	5.19702	10.11997	10.78256	10.36245	1.00000	8.07195	48.49993	35.29345	54.90083	38.07083	2.66450	1192.14446	10.05176	50.60113	8.76605
33.89799	7.65970	0.90421	5.62525	8.08231	8.03162	10.29951	1.00000	9.84339	32.67193	31.41678	-34.64966	-58.38341	7.79020	1126.21257	7.85593	60.24199	8.68958
41.32699	6.50230	0.36085	9.42101	7.61997	10.93710	7.38897	1.00000	10.19887	38.89783	9.85809	40.63316	-74.13653	11.34549	1074.31889	6.74083	48.70318	7.84545
21.42277	8.06942	1.39295	12.34343	8.60094	5.90841	10.79141	0.00000	7.53872	47.44938	18.10128	14.67751	-60.94228	3.44690	1115.20996	8.89249	43.66442	8.31974
48.63711	6.73099	0.72927	5.91067	9.05243	6.34555	6.87934	0.00000	9.03197	25.47514	5.38776	47.4943	-122.24092	8.49806	1137.25158	5.87350	68.29770	9.22185
73.10358	7.32494	0.99610	7.84478	7.26805	9.02391	3.44725	1.00000	8.20340	48.46149	25.41110	54.84444	38.16694	11.83219	1064.35421	6.70505	46.47889	8.11292
32.31018	6.59405	0.55938	10.67215	9.48073	5.07849	10.98916	0.00000	7.36261	57.01726	7.70895	49.88307	-119.48568	9.61591	1122.29747	7.45375	51.64974	9.05571
55.95854	7.94448	1.45215	6.65874	6.87364	7.06695	11.30884	0.00000	9.22088	62.29331	9.85878	-0.35817	42.54536	8.51256	1051.15017	8.66079	17.49537	7.45326
45.93385	8.59050	2.55332	10.31068	6.74642	7.17522	7.36589	0.00000	7.93694	56.83666	2.87451	-7.73379	113.69785	9.22480	1065.06979	10.04631	48.39843	8.21246
26.49785	8.58545	2.33574	9.52588	7.45297	6.37077	11.31779	0.00000	7.18213	62.23511	-0.87768	60.2052	24.6522	6.05942	1102.72604	9.17967	38.28453	9.42574
45.03485	8.73692	2.24194	5.12609	10.66021	8.24351	5.23194	0.00000	7.13800	28.05645	26.82327	-19.65	47.31667	6.64226	1170.92562	4.96893	43.37172	9.88719
23.17389	8.46635	1.84755	6.14147	10.84335	10.84642	10.60713	1.00000	8.43733	43.90376	29.18333	36.61033	-88.31476	4.00556	1157.54960	10.36860	31.91699	7.24321
63.82159	8.57248	2.68384	8.95754	7.90469	8.93104	5.39297	1.00000	8.12656	54.85205	10.49965	53.30972	83.62389	11.29443	1140.45261	5.46550	44.44305	7.17356
30.38303	7.94835	1.24168	6.69107	8.18880	9.36138	9.55876	1.00000	8.28116	30.87140	13.72376	47.46657	84.87144	6.33866	1086.07536	6.95142	46.99693	9.29333
51.68882	7.66419	0.94832	6.55674	6.67614	11.44346	8.06787	1.00000	7.90152	50.31111	5.17730	28.54944	-81.77285	5.05228	1124.69243	7.78540	52.99822	8.96714
55.67416	8.56883	2.46914	6.77433	11.15236	8.87454	10.98248	1.00000	7.62966	57.90471	21.37285	-2.13404	-79.59415	5.05478	1054.09995	9.70198	50.85503	7.85977
31.80711	8.96315	3.24217	9.03888	9.93531	9.44252	5.28109	1.00000	10.28948	61.00780	21.68041	56.56317	-2.58736	11.61462	1100.41047	10.07131	60.42067	9.83733
46.08818	9.05686	3.49446	7.09802	11.49087	6.31111	11.62341	1.00000	7.98215	68.25917	23.49124	-7.01833	107.60389	8.98521	1146.14836	7.67811	48.13571	9.70688
33.51410	9.33457	4.38140	5.56247	9.83831	6.92740	5.52426	0.00000	10.05375	62.49475	18.69744	31.12406	-97.90308	7.57723	1166.92007	5.97815	52.98557	8.42702
50.82046	7.20242	1.05882	7.95539	6.87077	9.41799	9.85698	1.00000	8.99395	44.41313	20.72716	21.53889	71.57737	4.12148	1084.23746	8.38800	58.23369	8.68233
67.55705	9.63186	6.30764	6.81242	10.68329	12.13808	9.70621	1.00000	8.43224	56.96344	2.97635	55.8736	85.4265	5.30117	1177.36590	8.29489	27.04475	9.51925
37.62638	8.94903	3.63449	10.09515	8.77015	7.38054	11.75052	0.00000	7.02308	46.01211	19.86532	-19.72806	-50.19556	5.32962	1124.81760	8.70707	42.46226	10.56085
48.38717	9.57450	5.73812	8.05525	10.24447	8.37047	10.35334	1.00000	8.06546	57.00406	15.84376	37.31309	40.74357	8.24372	1154.07691	8.42592		8.49140
40.67321	7.93384	1.29232	7.85782	8.19174	7.46701	3.32934	1.00000	7.40318	70.83369	33.77302	51.30001	13.10984	11.60058	1138.12519	5.16551	40.67416	7.17057
81.49792	7.74937	1.15657	9.65336	8.49508	5.50454	11.63044	0.00000	8.12371	72.66940	9.11917	-29.2975	-51.50361	8.33551	1051.39674	8.33559	48.55945	10.02417
36.34606	8.54692	2.29790	8.00695	10.65384	10.23454	10.28233	1.00000	7.74422	57.16824	8.57161	40.68066	-73.47429	8.70989	1107.61385	8.62390	74.07030	6.12257
45.94321	9.23331	4.40255	10.03375	7.78411	5.00570	8.10518	0.00000	9.80992	60.55677	10.07840	41.0051	-73.78458	9.55630	1087.92778	7.89886	67.53610	8.61233
29.71310	10.15579	10.26945	7.96526	9.93512	7.47982	3.51385	1.00000	7.86763	39.93756	12.90777	8.88988	-79.62603	11.41518	1092.37530	6.87635	43.67205	8.14871
36.80468	8.03721	1.45083	9.93965	10.13707	6.57598	6.83701	1.00000	9.53651	57.19012	2.77547	37.31309	40.74357	10.26464	1065.44167	6.17943	48.19197	9.57155
59.42199	9.22528	4.66715	6.94299	9.26855	9.74208	8.32138	1.00000	7.87753	39.78375	23.26722	26.9423	68.11759	5.52632	1153.88215	7.90774	63.39629	8.69108
14.91686	7.12871	0.88577	6.69858	13.38293	10.90108	10.28012	1.00000	11.11951	45.45707	3.33295	40.57788	-73.95958	6.95206	1081.13678	8.71318	73.43520	9.92323
51.30538	8.75483	3.03571	8.06371	11.25657	7.87662	8.02689	0.00000	8.71323	44.82712	-1.18674	-44.39672	171.25364	7.87879	1092.51601	9.08394	62.65421	8.31562
40.05643	9.18758	3.91050	10.15617	8.13138	5.81049	8.29678	0.00000	8.83162	53.09643	-10.88712	15.46063	99.89166	11.17177	1055.90041	8.54333	68.93952	8.75248
32.39485	7.49894	0.68546	6.85804	12.03953	9.18098	11.36197	1.00000	9.76239	36.67643	34.12270	4.94273	15.87735	7.15709	1179.79248	7.44687	55.79203	6.82124
43.64063	8.03028	1.54308	7.32521	8.01476	11.52930	8.97942	1.00000	9.44870	69.81427	17.58096	-21.15	46.58333	4.26311	1163.43749	7.93704	66.88845	8.05348
54.53478	8.56111	2.45278	8.51004	7.31029	11.00998	6.00758	1.00000	7.20753	45.80826	3.90027	13.70167	-89.10944	12.14430	1187.18088	8.98860	34.72377	7.51636
48.06915	9.45796	5.46030	8.52444	7.45225	9.22665	4.45326	1.00000	9.73126	47.56205	-3.41428	47.98372	10.18527	11.50667	1160.89705	5.58913	34.57078	8.23904
40.40743	8.55174	2.32346	9.96072	5.75482	8.82260	8.28235	0.00000	7.55620	45.25970	24.33644	40.98894	28.67582	4.83983	1161.37221	11.60741	40.17987	11.10642
41.67331	8.15160	1.55352	10.75155	9.32185	5.78183	8.60374	1.00000	8.27149	44.82525	3.07399	38.72706	-9.24671	8.67139	1161.15426	3.91476	61.33107	8.84677
29.89699	6.55275	0.70668	9.07086	8.92162	5.88298	6.89334	1.00000	9.02573	28.91298	23.20290	3.3285	99.1625	9.61601	1086.72583	6.13169	47.06974	8.44484
36.55736	7.94301	1.71213	8.86873	8.62719	7.39090	12.20495	0.00000	7.35560	41.49838	22.71074	36.08497	9.37082	9.18975	1169.13033	9.48112	67.54933	8.11619
55.98093	7.05729	0.54240	6.50419	10.78523	11.23138	10.03002	1.00000	9.40178	51.94242	13.03792	42.35843	-71.05977	5.78625	1092.74316	8.73820	74.02616	8.03362
57.94416	7.34174	1.18529	6.64040	13.82059	9.46872	11.87859	1.00000	9.20515	44.98425	5.24754	19.8173	-97.35992	8.30532	1144.13397	7.53627	33.56410	7.27702
46.44324	8.90692	3.29616	8.70864	8.56336	7.20977	8.76431	0.00000	8.40574	47.34951	6.72970	51.78771	56.36091	6.99627	1089.86173	7.77484	63.24783	7.92087
29.54678	7.90471	1.42133	10.49170	7.38818	6.87837	10.06297	0.00000	9.28474	53.14061	12.16264	-32.05251	115.88782	6.77154	1175.66381	9.66476	57.61635	9.14596
37.60121	8.93694	3.48075	9.80743	7.67226	5.05039	9.65129	0.00000	7.69309	53.85437	16.00458	22.49396	-105.36369	6.71593	1190.03767	8.20245	41.38376	8.99409
49.64359	8.01869	1.46739	8.19051	11.02912	9.68360	11.71619	1.00000	7.84162	37.76984	11.20194	1.6561	103.6032	6.90187	1096.90114	8.33221	44.40415	8.02698
35.11387	7.57583	1.26537	10.68780	6.10833	8.62901	9.25763	0.00000	7.54720	36.54255	20.01393	37.73604	-120.93549	8.30653	1123.52792	12.43012	68.17296	7.65945
57.04068	8.91457	3.46379	11.30517	7.01624	7.08669	7.69397	0.00000	8.82044	34.13206	17.79142	47.4943	-122.24092	8.87041	1080.93080	10.70729	54.29948	7.82548
40.97624	9.35237	4.43296	11.52878	8.37049	5.49468	8.71068	0.00000	8.38326	37.67780	12.32130	51.20219	7.36027	7.65893	1176.06938	8.68699	47.77553	6.77999
45.68722	9.35891	5.00939	9.24763	11.12212	6.51330	4.66749	1.00000	9.37383	45.89564	14.22338	25.13915	73.06784	8.90514	1131.15187	4.85517	57.46864	9.57423
51.12008	8.11747	1.25939	7.63679	9.87291	6.46043	7.49078	0.00000	7.00310	49.00276	3.79604	51.62907	-0.74934	7.30136	1078.00204	8.35068	39.42323	8.41090
71.06419	8.51652	2.40610	8.45850	10.97469	9.65186	7.71339	0.00000	8.10911	60.13759	12.80843	40.63316	-74.13653	5.46862	1196.40539	6.75895	51.57664	7.74175
54.80316	8.52583	2.45804	7.84159	5.18657	8.73479	9.49137	0.00000	9.18724	47.86420	8.06824	12.74409	-8.07257	5.73068	1167.35508	11.27283	28.43351	9.56155
86.87329	8.89485	3.33929	9.61323	9.32486	8.25533	9.97442	0.00000	8.21269	36.37803	24.88985	42.67164	14.01481	6.37250	1184.38588	9.30914	56.78737	8.87491
56.89013	10.59335	15.91887	11.14883	7.08589	3.62543	7.82955	0.00000	8.56050	53.17531	4.21023	42.50729	1.53414	6.10393	1079.72813	7.39850	48.06669	7.21050
42.20190	10.02051	9.04860	10.29281	11.55260	6.03728	7.91919	1.00000	7.70240	53.45121	-6.80719	36.33011	138.89585	9.37196	1061.99479	8.14000	24.39959	10.24342
33.25934	10.44309	13.70300	8.20677	7.18662	9.66206	12.74125	0.00000	8.85137	49.77105	10.31268	51.65333	5.2875	4.58011	1193.48457	10.87119	47.06335	9.23844
39.58923	6.70274	0.63837	9.38855	4.54455	4.23345	4.95311	0.00000	9.42926	62.03907	12.24750	36.61033	-88.31476	3.59148	1192.10080	8.54430	57.00412	7.89305
54.36847	9.82878	7.75176	6.78137	12.17324	11.37329	9.71225	1.00000	9.68254	46.29508	14.30161	-19.65	47.31667	7.85778	1059.14997	7.42719	51.02147	8.31138
57.35431	6.79774	0.54863	6.50939	10.45598	10.08981	9.95448	1.00000	9.31640	56.79339	5.86010	20.21322	-100.88023	7.81813	1172.78948	7.11167	31.83286	8.66200
70.76643	7.60921	1.07673	12.36538	8.78933	7.15788	12.10952	0.00000	9.44101	37.10890	12.25203	40.55851	17.80774	8.06713	1174.42811	10.82150	24.94522	6.81736
35.71835	8.15043	1.57013	9.30217	13.14842	5.51941	8.14193	1.00000	8.34817	57.47141	6.97144	35.72917	10.58082	7.98534	1131.32940	8.20964	60.90684	8.66204
	8.95483	3.15778	5.69093	10.99983	6.77125	6.03295	0.00000	8.50616	48.55472	7.63503	48.07667	8.64409	8.52923	1172.44081	7.39487	59.51676	9.53535
39.27543	8.95349	3.56714	6.24058	11.21013	8.28555	6.67969	0.00000	9.07897	37.04824	14.71615	40.64621	-73.97069	8.90596	1167.86664	7.50295	55.47370	9.75313
53.86467	9.12314	3.53930	6.42892	10.84771	5.83884	5.12529	0.00000	8.80900	57.55827	23.64595	8.35122	-62.64102	9.32576	1081.95225	8.52744	41.79972	6.84582
60.09142	8.54923	2.21545	11.20259	9.96676	9.99098	13.83679	0.00000	9.51622	50.57921	19.83289	40.64621	-73.97069	7.85454	1152.63455	10.64747	81.29689	6.94865
52.94740	9.41351	5.33720	8.89401	8.83480	8.97041	8.66059	1.00000	7.33918	47.26798	26.79094	26.67319	31.4976	10.58582	1105.17420	4.53042	40.75993	7.68103
47.57268	8.23008	1.93367	8.81760	12.08736	4.29375	5.83682	1.00000	9.81414	54.32944	11.41256	28.54944	-81.77285	8.62665	1110.76741	6.75905	26.15064	6.83835
66.67690	10.26801	11.36092	8.20025	6.40609	9.35632	10.13572	0.00000	8.33050	52.46005	12.73769	16.0438	120.4861	5.81696	1161.15251	11.37191	56.84252	7.10402
