H2CO	NOx	C2H3NO5	PM10	latitude	O3	PRES	TEMP	PAHs	longitude	Pb	CFCs	PM2.5	warning	SO2	NH3	CO	CH4
41.46186	4.32025	9.53681	9.60941	19.64745	10.69572	1170.07687	25.85097	8.57595	-102.04897	61.93169	50.72492	10.80941	1.00000	14.02505	8.46357	8.03789	7.25044
72.00144	8.92368	1.02422	6.85092	-8.05389	9.32337	1141.07028	6.46312	10.00033	-34.88111	53.31423	48.09551	7.47474	0.00000	8.42579	9.51287	7.26872	10.05741
80.02574	7.22965	11.18599	9.83003	44.98901	8.45232	1155.39083	1.67407	7.43742	38.94324	48.09445	47.41006	8.42852	1.00000	6.49632	6.81780	8.89346	10.22631
65.50003	13.76519	24.62388	10.64181	51.78967	8.33195	1079.28903	4.32697	6.73688	1.15597	56.11623	60.63863	11.40853	1.00000	11.75926	6.49412	7.44314	7.09589
37.50124	7.03705	1.75720	7.71268	52.21099	9.51189	1090.08821	1.79614	6.40466	7.02238	57.98739	25.80884	9.48260	1.00000	7.08883	9.80003	9.18196	6.34937
59.91453	10.99143	2.36275	8.12859	14.37395	9.15720	1073.39848	-6.69698	5.38512	100.48528	42.09192	56.40584	10.47207	1.00000	8.84858	4.00529	9.34619	9.64722
23.67625	6.25158	3.42320	8.29132	29.69221	6.55454	1155.65874	11.58258	8.47208	72.54566	59.69732	47.01994	9.73921	1.00000	10.30446	7.35366	8.88478	6.10728
85.58235	2.69960	6.52455	9.19098	32.52515	7.36279	1064.58494	32.92078	9.37056	-93.75018	51.73293	57.33599	12.72571	1.00000	12.94442	8.40723	8.73373	7.75682
49.09089	8.01986	2.12003	7.72485	-10.91722	7.21990	1171.04162	18.41063	5.95148	-37.65	60.70770	35.89102	8.33638	1.00000	8.67770	5.84330	6.86742	10.40610
31.01590	6.27053	2.14602	7.80783	34.8825	8.03668	1090.13981	27.06695	9.12431	128.62667	54.43115	52.77519	4.89010	0.00000	7.45627	6.46976	9.24371	11.70505
31.54925	6.41230	2.66759	8.29672	41.41204	9.13432	1091.53233	23.56298	6.82261	2.18247	62.43096	55.38004	7.73665	1.00000	7.67595	5.70670	8.75565	8.95989
66.17897	11.81534	5.14390	8.97021	23.29549	7.64377	1119.88477	33.32232	6.18146	113.82465	48.51838	40.63564	9.56838	0.00000	10.03522	8.78060	5.47011	12.06635
48.85397	8.15344	3.19206	8.33232	17.30858	9.56673	1127.14235	11.05800	6.39257	97.01124	52.33462	48.87411	7.21086	0.00000	7.50196	9.59728	6.97402	8.17441
61.19252	4.59371	8.76886	9.53237	43.1122	7.57548	1194.65701	-2.04209	6.61870	12.38878	49.79138	75.44502	8.08719	0.00000	7.13275	10.06092	8.57217	10.00270
28.08622	7.10240	8.54940	9.49016	55.75556	7.65007	1149.23385	23.51756	7.96950	60.70278	69.47862	63.43269	7.88614	1.00000	7.16875	8.10164	8.63733	9.02941
80.23637	8.15313	3.43281	8.31594	9.89206	8.11781	1133.84647	-6.00669	7.52850	43.38531	55.57087	57.43405	9.81672	1.00000	9.50835	10.61421	9.33072	8.47906
24.45066	7.60295	7.55511	9.47870	37.73222	8.39397	1136.32652	19.34728	5.77457	115.70111	50.09831	46.10945	8.49688	1.00000	7.07596	4.25581	8.01831	10.71750
35.41636	6.65485	3.68222	8.54438	-8.73508	7.80182	1111.13678	7.06660	8.11154	24.99798	65.35227	42.92880	8.03024	1.00000	11.79891	8.53208	7.60768	6.64721
48.57325	6.19720	0.70721	4.88682	22.83957	8.93428	1161.35730	6.21416	6.39883	91.84128	40.62823	65.17781	6.23499	0.00000	7.66636		6.18183	10.76685
24.70429	5.33488	2.18776	8.11083	28.92694	7.20063	1137.38986	30.77129	9.85313	78.23456	78.68563	56.64922	5.42020	1.00000	3.80286	7.82735	8.44039	9.67870
51.67259	8.48255	3.10521	8.06646	21.28306	9.63862	1131.31414	33.39486	5.51292	-89.66123	66.07045	35.20075	6.90524	0.00000	8.98007	10.63409	8.07723	8.65346
35.05342	6.50921	8.78043	9.52197	48.77644	9.47217	1162.54165	14.79200	5.10600	2.29026	47.30408	59.10730	8.85178	0.00000	6.22462	12.77130	7.29378	8.69901
37.18394	5.58943	2.15817	8.18487	43.32393	8.92280	1177.49054	-4.78218	7.24684	5.4584	72.54441	36.32008	5.66062	0.00000	5.47736	6.93524	8.64747	9.14537
52.50225	9.84354	6.61116	9.19024	11.84962	8.89012	1181.41523	11.50742	9.76096	-86.19903	67.03550	54.24516	6.13947	0.00000	4.74948	10.38288	9.05042	8.39862
43.28264	9.37725	7.37191	9.31458	8.43333	8.70743	1119.70741	14.48587	12.01790	99.96667	49.10372	35.73262	6.96825	0.00000	6.54980	9.34354	8.47864	10.77193
43.85779	7.14731	19.29575	10.40742	46.32374	8.10832	1182.56162	21.48764	5.53970	-120.00865	33.84320	49.42708	5.72616	0.00000	9.73394	8.64699	8.53383	9.33200
64.27954	9.34742	4.49386	8.67995	8.88988	6.32583	1084.38575	5.06002	6.69588	-79.62603	50.84582	46.27802	8.15740	1.00000	9.31996	8.18027	7.78240	8.15483
59.80572	8.07308	12.54579	9.92729	52.61131	8.53723	1164.11681	0.44418	6.42002	13.31783	83.90774	29.10558	8.11182	0.00000	7.01019	11.30630	9.18800	8.63081
31.08566	6.59334	6.10757	9.27830	39.45621	9.72863	1089.16225	7.57390	7.76769	-77.96389	32.17431	60.68491	7.57288	1.00000	6.61405	5.51338	9.95074	9.60878
39.61435	6.42049	2.29182	7.86727	-5.41667	6.91692	1050.19281	18.02301	9.12252	38.01667	59.37965	53.68898	8.14379	1.00000	9.73228	8.98835	8.52529	7.80041
63.50115	9.98435	2.07773	7.94475	38.40917	9.64140	1061.58697	17.16598	3.42926	112.73333	55.50574	31.98342	8.52858	0.00000	9.71651	13.88715	8.57431	6.88028
10.46825	7.56155	0.76668	6.13243	14.64056	9.77180	1169.05301	25.08558	5.63895	104.64992	32.46319	46.01678	5.79103	1.00000	6.60117	6.09374	9.90364	8.57389
45.23735	10.40144	5.52002	9.04609	-6.8	8.34130	1133.83435	16.63701	7.99254	39.25	57.66522	43.24506	8.57536	0.00000	10.30358	10.29596	8.60621	12.66906
36.72019	5.10354	2.21367	7.55218	41.09822	8.19718	1148.95248	11.85615	9.73146	120.74792	52.56874	58.36578	8.88224	1.00000	10.70933	9.84046	8.35871	7.77766
76.51347	8.89986	3.43175	8.40663	9.91861	6.94157	1199.74332	4.46576	9.55447	-68.30472	49.71275	45.34000	7.25500	0.00000	5.12046	8.63288	9.54717	9.39156
55.61281	4.45925	7.04287	9.38596	39.32288	7.20544	1104.98978	13.74859	9.67130	-76.72803	43.90969	42.17427	9.68013	1.00000	10.99510	7.62875	9.44807	6.39754
60.45642	6.16328	2.15990	8.05341	40.70995	8.79116	1135.34963	20.93291	10.45109	0.57856	52.93477	35.97759	7.57230	1.00000	7.36083	9.37863	9.28507	7.59231
40.29081	7.61847	1.50602	7.86752	19.32889	9.65084	1172.81512	13.76732	9.81417	-99.32556	20.82776	48.57138	8.29314	1.00000	8.25001	9.70799	8.24247	7.28259
60.77446	5.90708	3.60508	8.54772	40.1675	9.98645	1053.27508	14.52185	7.69037	34.37389	36.42979	57.64793	6.50257	1.00000	6.43990	7.20921	9.84537	9.87551
48.88950	5.01569	2.85119	8.22795	-33.59217	11.04228	1117.34201	23.80667	5.69010	-70.6996	62.16274	73.36478	7.92418	0.00000	7.73744	10.64808	8.61971	9.63927
31.35532	6.35063	3.30043	8.40887	38.10558	7.41118	1169.16909	7.16463	5.40078	-1.86343	53.61255	73.85601	5.31838	1.00000	5.12154	6.10718	8.46999	11.42789
46.55925	7.76427	2.20355	7.99416	-22.92306	8.06959	1152.73568	25.49204	8.02725	-53.13722	32.73924	30.95032	8.61609	0.00000	4.81181	10.79795	8.64121	8.99114
70.83966	5.69817	4.35404	8.77985	25.13915	7.99349	1067.46481	15.24521	8.05721	73.06784	46.53352		9.96738	1.00000	12.00634	7.23191	9.46499	5.20675
36.15056	3.28577	6.04039	8.98992	56.9083	7.57580	1131.04255	12.44524	9.35922	60.8019	41.06410	49.72274	7.73769	1.00000	5.97657	7.92925	7.73671	10.58671
34.53838	11.08987	2.53486	7.96725	18.65297	8.22650	1158.60860	8.56576	9.96960	-72.09391	55.92758	43.77041	7.13958	0.00000	6.11132	11.34789	8.44859	10.05154
53.12084	7.03192	2.96869	8.26665	39.59611	8.97894	1123.35748	20.47963	7.96448	27.02444	56.66498	43.55785	7.36160	0.00000	7.78693	9.97651	8.50176	10.41351
78.06021	5.09816	1.07803	7.43229	41.16704	8.53613	1121.07922	16.46743	7.64216	-73.20483	54.28687	71.16513	6.31517	1.00000	5.79627	7.01726	8.70121	10.68633
62.99638	7.41305	4.32294	8.84666	-33.75881	6.76597	1118.61853	17.69616	7.27704	150.99292	53.02796	46.03955	8.21981	0.00000	6.52540	11.35963	8.54189	9.76788
50.28759	7.85366	1.95420	7.75208	53.53041	10.56081	1115.26659	33.59715	6.06996	43.67663		59.64884	7.26614	1.00000	6.49471	5.73357	10.96343	9.28855
66.98304	7.83749	2.51186	8.15977	46.08333	7.43013	1118.74523	8.63168	5.13931	122.08333	38.30027	69.18693	8.86269	0.00000	7.91271	13.09801	8.26996	8.43642
58.71198	4.95521	2.00343	7.62372	36.21544	7.56951	1154.65328	-4.83703	7.08299	65.93249	64.57672	39.37149	13.05620	1.00000	12.62675	7.72023	8.07148	6.87583
60.89891	8.99342	5.54753	9.07856	35.61452	9.15183	1198.11794	12.68553	8.94921	-88.81395	40.21112	38.85105	5.21273	0.00000	9.89645	6.92185	9.61987	10.17379
69.53969	6.85872	4.53270	8.71273	22.10194	10.15783	1121.21671	24.96685	6.89528	85.37752	50.56864	44.45452	9.25254	1.00000	9.45661	9.26897	10.49463	6.62152
49.76338	7.42620	1.93588	7.83669	0.03813	9.15894	1101.44421	7.11051	6.34551	36.36339	51.75647	43.21080	9.71275	1.00000	8.72209	4.68943	9.00610	10.10871
57.48882	8.94351	5.11935	8.88306	31.39547	8.85596	1181.82337	25.67824	5.85103	34.75699	62.25557	46.60763	8.02145	1.00000	8.27235	6.11251	7.72587	9.14304
51.95274	5.59074	1.52081	7.12477	53.30972	7.23229	1110.45675	0.06833	4.50502	83.62389	60.13045	43.11984	5.43676	1.00000	5.27807	5.43067	7.04521	12.64189
51.29630	5.88252	1.79777	6.95059	25.75728	7.76208	1104.52771	15.71982	8.95089	75.37991	49.52533	41.72191	8.15095	1.00000	12.19491	10.41943	9.72389	7.04310
50.11473	8.72003	0.92031	6.59517	39.96348	7.27995	1198.06012	12.18594	7.01046	-4.83076	42.48975	70.31801	8.24472	1.00000	8.56127	9.19503	8.81487	7.65537
34.44571	5.87070	2.46240	7.48615	56.11281	7.13699	1086.28743	-0.40752	7.14245	69.49015	56.09935	62.56012	7.73994	0.00000	6.41533	10.38565	7.13041	10.35092
61.34573	6.73565	5.99660	9.12612	40.65538	7.74359	1060.38532	-14.29651	6.05883	-74.38987	61.75480	42.28480	7.50483	1.00000	5.45968	3.89074	8.70246	10.76114
47.88410	10.62316	1.07349	6.46890	12.1277	8.95543	1098.32141	19.34602	9.36522	78.15794	50.90740	59.52023	7.38911	0.00000	6.60250	10.43330	8.51738	10.49038
	10.08395	2.60034	8.00568	41.09822	6.23616	1084.39724	14.97075	10.44644	120.74792	75.26759	55.89758	6.93073	0.00000	8.13136	12.52679	9.79078	9.10830
45.88634	13.26023	10.75671	9.80345	18.18158	8.46461	1052.78980	23.87384	7.16179	76.03889	67.39172	58.32209		0.00000	7.70053	8.85186	8.13268	11.44415
36.51093	7.95464	1.77513	7.79004	22.83957	8.53140	1176.69213	17.77742	6.52419	91.84128	42.34954	49.78980	4.78891	0.00000	9.22917	7.09494	7.94364	9.11862
37.31635	6.89667	2.03386	7.62125	28.15112	6.95891	1182.79608	5.13612	5.28895	-82.46148	81.82644	57.83894	10.57658	1.00000	9.23997	10.06288	9.49498	7.36182
46.12887	5.54915	2.18829	7.89105	55.75556	8.17196	1177.61404	10.47197	6.33348	60.70278	43.04729	18.00948	11.66640	1.00000	14.43955	7.20193	8.23351	4.40111
44.77576	10.72800	13.42117	9.98037	65.93381	6.91449	1091.43789	7.60937	10.72647	111.4834	29.06696	44.04394	8.19053	1.00000	7.19077	8.69347		10.07756
63.78377	7.03744	1.24014	5.57001	48.52961	7.94727	1187.75726	34.72733	5.23073	12.16179	18.78253	76.70069	4.95137	1.00000	4.61378	4.75138	9.21870	10.90484
78.02324	3.29506	16.32994	10.19361	54.39635	8.59616	1197.31673	26.67223	11.19939	24.04142	59.78017	46.22134	8.21179	1.00000	7.21749	10.23608	7.82197	9.09630
53.85675	6.70739	4.72370	8.88474	29.38242	7.76059	1125.42771	30.48497	5.59433	70.91106	42.42740	63.87121	12.52811	1.00000	8.32731	9.39076	6.80620	6.92453
40.97114	8.53449	4.36923	8.78745	-6.48167	8.16868	1121.17762	16.87730	7.40791	106.85417	32.09015	28.91601	7.08728	0.00000	5.09532	9.23665	8.10220	8.42459
42.04436	5.94672	4.47797	8.78456	10.61285	5.77333	1124.59422	16.42416	6.14326	12.19458	39.90211	41.78349	6.32012	0.00000	8.51028	9.17971	6.81898	10.27121
38.18076	5.91218	2.82068	8.26083	41.66394	6.87397	1091.46032	14.49649	8.84545	-83.55521	42.79510	51.82728	5.94112	1.00000	6.38428	8.75822	8.13903	9.49586
51.62034	6.15947	4.17938	8.73461	39.96348	6.88853	1108.24160	15.48583	6.88366	-4.83076	40.06969	56.47767	7.96758	0.00000	6.37104	10.87551	7.25090	9.91611
45.68293	11.40403	1.50932	7.07948	-11.94306	9.32970	1126.33984	10.58421	8.33948	-76.70944	40.94669	34.36540	8.22445	0.00000	6.13292	8.06585	9.41986	11.40138
60.76225	11.67031	2.27686	7.96779	45.43341	8.61160	1154.91021	20.39086	9.29801	-73.86586	48.75072	67.59643	9.66168	0.00000	9.12625	8.88684	7.25083	9.48806
52.30554	7.36694	5.97417	9.10853	-25.42944	7.40132	1180.68495	5.41905	6.65269	-50.00639	59.69115	49.60327	6.90486	1.00000	7.62932	7.77568	6.82217	9.31112
69.28965	8.43388	1.06120	6.99627	23.29549	8.89121	1095.01471	26.13312	7.26965	113.82465	43.45169	52.38791	7.39130	0.00000	8.52411	8.53722	6.76307	7.83725
37.84745	10.83300	5.77895	9.06418	37.49223	9.20843	1051.76952	-5.88749	11.37242	15.07041	55.15707	62.75355	7.82496	0.00000	5.75131	9.05330	7.95005	10.84706
48.94896	6.02930	8.04992	9.50740	51.64316	7.39889	1113.28467	19.50994	10.18796	-0.36053	71.50799	38.36225	9.11030	1.00000	8.34051	9.33906	8.62911	8.70231
51.32817	11.67670	4.40279	8.87984	-10.91111	8.23481	1199.59976	-3.88248	9.02708	-37.07167	47.71094	50.05309	8.08692		5.65537	8.84873	8.52116	9.47096
57.83907	8.38894	5.24012	8.87718	45.44868	9.66013	1105.23878	7.55759	5.88667	-73.81669	32.09917	16.34424	8.38558	1.00000	9.28952	7.13642	8.88249	8.89306
46.87109	9.06922	2.31728	8.00155	32.52515	8.27214	1060.70134	10.09603	5.68282	-93.75018	54.08305	38.06262	3.45442	0.00000	9.97859	6.44282	8.81428	8.95498
78.12338	7.94701	1.61727	7.57112	17.94979	7.73143	1126.18612	18.91636	6.18595	-94.91386	55.05729	33.38317	5.18531	0.00000	9.74097	8.26094	8.62781	9.57002
70.46376	10.09719	4.94082	8.93442	40.93121	8.72497	1077.66162	10.72264	8.78134	-73.89875	69.21984	53.68389	6.88284	0.00000	7.20013	10.63538	6.73743	10.14861
36.46489	10.59406	2.56649	7.89408	0.76755	8.02431	1064.51537	-2.75061	6.89423	24.43973	75.43588	49.76887	10.41636	1.00000	8.75706	6.17595	7.96767	8.98704
39.40125	7.55761	1.44357	6.38707	-8.73508	7.37675	1145.31046	11.69920	6.50134	24.99798	58.00420	21.88422	10.53172	1.00000	10.25948	9.37098	8.17865	7.54769
60.57908	9.52889	7.51673	9.37592	40.66482	8.14497	1153.12561	38.69051	9.75071	122.22833	67.20017	55.59546	7.34394	0.00000	7.40926	10.02412	8.98577	10.83269
31.24807	10.42227	3.69397	8.53776	-8.73508	8.38746	1174.04367	29.15633	8.91728	24.99798	45.64398	52.08003	5.85839	0.00000	5.01188	10.86618	10.41474	10.51951
58.92123	5.95723	2.88550	8.29888	33.93113	9.15621	1074.75813	6.70652	5.31434	-117.54866	41.99080	44.90925	4.60624	0.00000	9.58461	8.21007	7.49403	10.75470
21.73863	5.19329	1.87992	7.90776	50.7236	8.73807	1126.11915	15.42019	8.20356	-3.52751	47.77612	61.56590	9.57884	1.00000	10.70231	10.74299	9.25261	8.24428
51.57136	7.66837	6.19402	9.16609	-37.9	8.06576	1089.90462	14.81646	7.91614	145.18333	54.53389	74.06266	7.60066	0.00000		10.31175	7.26334	9.93522
49.35773	6.29115	2.82804	8.24030	34.08565	7.48654	1187.14218	28.96042	6.28578	74.80555	78.02142	39.95426	6.49340	0.00000	7.96656	9.30242	9.72372	9.98065
38.35691	7.35570	1.11719	6.64748	-4.5833	8.95467	1057.28048	10.13780	10.17707	15.16554	78.60135	27.12894	4.83202	0.00000	6.72828	11.14521	7.69798	8.99469
37.65024	9.69891	8.69973	9.53256	10.63504	8.08922	1056.71416	3.68268	10.02807	-85.43772	42.35500	22.89686	7.55311	0.00000	9.46791	11.67035	7.85196	8.22313
56.04727	6.17026	4.72833	8.87767	30.35028	7.57455	1055.32943	9.27242	5.64000	112.19028	55.19947	71.89634	8.28681	1.00000	8.35533	5.95858	9.05756	11.24529
80.08729	9.30965	1.37292	7.33257	51.30001	9.99412	1147.54393	9.80306	7.24234	13.10984	56.95340	73.03223	6.52345	0.00000	9.13176	9.85601	6.20603	9.37983
50.71614	7.14482	6.00694	9.11395	38.91817	7.65210	1145.64463	10.07542	5.44817	-78.19444	40.97574	49.41912	11.93105	0.00000	9.67079	10.30542	9.38202	6.87684
42.87290	5.77809	1.69981	7.52099	4.94273	8.41116	1050.23672	7.44428	6.14907	15.87735	41.78319	45.69836	7.46786	0.00000	5.45328	10.05694	8.25373	9.46780
44.64740	4.82479	6.82605	9.26858	36.61954	7.84671	1131.89908	28.03507	7.57096	4.08282	40.95214	57.14235	7.74314	0.00000	3.95757	9.28435	6.82043	10.22764
40.16173	7.09787	5.37219	8.91673	7.50251	8.37069	1179.88961	19.31381	5.67492	5.06258	59.28485	44.96816	11.51718	1.00000	10.07766	8.73127	8.89116	6.63856
55.33359	8.44426	12.22470	9.86484	54.90083	7.64889	1121.98107	-2.31676	5.90789	38.07083		41.95958	9.68232	1.00000	8.59550	7.90223	9.92222	5.81025
50.58513	10.15981	2.93543	8.24238	38.38479	7.25463	1114.43358	23.56020	9.12851	-0.76773	60.72613		7.45597	0.00000	7.75977	9.13235	7.73159	10.91139
64.32680	5.71962	2.79130	7.88829	33.44872	6.81574	1153.14962	29.25862	10.00419	-86.78777	65.09039	46.58548	8.25936	1.00000	6.96088	8.16577	9.39856	8.07545
57.12893	9.15999	1.92209	7.96066	-3.14306	10.09722	1059.74613	22.46668	7.11758	-58.44417	47.30922	52.36915	6.86652	0.00000	8.07093	9.18672	8.05959	11.14641
49.55162	4.82593	0.91559	6.74639	27.55898	7.51252	1119.74113		8.49868	68.21204	45.87999	49.40997	7.14759	1.00000	6.52392	8.71336	8.82355	11.31397
36.03483	5.06951	2.17802	7.70915	12.25282	7.90728	1092.41736	3.08208	8.27768	79.41727	61.68669	43.23197	8.50685	1.00000	9.88995	9.50169	7.15295	6.71438
56.94991	7.17872	2.68909	7.99841	65.93381	7.34871	1082.97347	17.74829	7.28959	111.4834	80.87253	48.87292	8.16561	1.00000	8.06710	9.71155	8.02086	6.03043
63.21368	9.40600	3.62360	8.54821	53.38333	8.25185	1182.83347	8.39014	10.97975	-0.76667	55.16824	52.70618	7.41499	0.00000	6.78955	8.82458	7.41907	10.15567
35.03601	6.94884	14.79304	10.07108	14.64056	8.10998	1185.70995	34.70810	6.44135	104.64992	40.37207	72.06056	9.45091	1.00000	10.50541	9.35971	8.75555	5.50479
34.83216	10.38342	3.24157	8.25461	11.15583	8.75662	1195.99886	20.72003	7.29072	42.7125	47.07985	51.38943	6.91279	0.00000	7.02468	10.33226	7.78829	9.16099
47.43269	4.13797	4.27356	8.55894	48.78232	10.01739	1142.13029	0.68310	8.50156	9.17702	62.77015	47.81390	8.27780	1.00000	6.99728	7.64210	9.14214	10.46186
62.03105	8.53121	1.27129	6.82044	36.06386	8.30825	1090.29673	36.91368	8.60361	4.62744	58.38830	56.33520	6.75910	0.00000	6.81878	8.67137	7.53228	9.70266
38.72507		1.02762	6.79796	45.73333	8.24588	1122.43892	11.11669	4.84694	4.91667	51.45458	68.13062	7.82333	1.00000	8.03423	5.04078	8.47423	8.69123
61.78989	7.33234	9.95848	9.67993	-6.8	8.88648	1120.01954	13.40270	7.18452	39.25	51.29361	30.47763	8.16577	1.00000	10.18591	8.67372	7.09717	5.79780
72.82351	9.12431	2.36151	7.56759	53.0233	8.72280	1161.67156	1.03933	4.74610	-1.48119	59.85251	62.14861	9.31764	1.00000	8.25995	9.58596	9.60121	6.04771
72.61757	7.72794	7.17157	9.28519	34.56861	9.23751	1118.94888	25.00708	5.57416	105.89333	20.53753	68.05484	8.43083	0.00000	7.40740	12.18785	8.68917	8.72802
60.05926	7.73338	9.38797	9.60819	19.21667	8.34912	1172.12029	12.08260	6.21084	73.08333	47.31310	40.17379	11.40740	1.00000	7.89317	10.84068	9.78980	8.37418
34.33974	5.98501	3.43803	8.55116	33.45122	9.77253	1166.78303	20.12444	6.97421	-86.99666	82.91480	63.63418	7.46092	0.00000	6.94802	9.93962	7.04993	10.13494
58.31599	8.21541	1.54034	6.82009	60.2052	8.48263	1183.92544	32.35309	9.98195	24.6522	69.40304	38.05868	7.18904	0.00000	8.30475	8.42664	9.14685	6.86396
58.34963	6.31474	3.72673	8.52999	-15.21194	9.10523	1157.95821	0.61663	7.04020	-75.11028	53.49665	35.60023	8.16307	1.00000	7.02505	5.60195	7.62221	9.46323
50.35987	7.39662	1.44651	7.72830	18.20854	8.68927	1105.43074	22.44538	7.17074	-71.10077	72.16392	33.82030	9.14765	1.00000	10.15926	8.76365	10.13155	6.08029
31.90016	10.30893	4.25512	8.86193	39.32288	9.22427	1094.30349	19.64878	9.74644	-76.72803	65.50042	76.28636	7.23686	0.00000	6.08594	9.15066	9.65815	10.96399
44.74097	9.78626	2.35764	7.62288	47.98372	9.53041	1175.17333	26.23294	9.85349	10.18527	48.89730	59.81726	7.61504	0.00000	7.39455	8.68933	7.79373	10.63579
61.92695	8.68799	3.62648	8.45599	51.39148	8.48615	1183.75754	2.74701	6.04795	-0.29825	57.18388	48.53704	10.19089	1.00000	10.82099	8.90440	6.72157	6.22617
44.93082	8.73190	13.02978	9.96823	41.75338	9.95374	1053.46124	16.37201	10.07208	-86.11084	53.01786	20.27644	6.33421	0.00000	7.53506	10.89974	9.32291	9.53638
53.97539	10.36749	5.81055	9.15599	-23.7975	7.07955	1056.41240	30.85911	6.77864	-48.59278	70.11701	9.40552	7.83428	1.00000	8.54834	6.04232	8.70332	7.71766
50.22678	11.79312	1.84740	7.38710	48.98693	7.51652	1162.53112	11.12958	9.38220	2.44892	39.14626	48.45324	7.65478	1.00000	7.38484	11.61641	7.67429	7.73844
39.02292	7.05547	4.38338	8.73438	48.35149	7.40381	1143.56317	18.10549	5.79025	8.96317	77.93034	61.26609	8.58913	1.00000	7.10150	4.97955	8.10255	10.56473
69.06684	7.64214	3.59965	8.57797	43.61062	8.35991	1095.00709	27.77635	12.77825	-72.97261	72.36414	42.99056		0.00000	6.99457	8.02001	8.51471	7.50026
39.61518	9.89828	7.94316	9.42221	39.32011	7.97842	1083.81453	1.23705	9.10931	-76.51552	70.32347	45.36874	8.24814	0.00000	9.06652	9.15360	8.49871	10.52962
63.79540	9.43180	2.63027	8.16539	35.25064	5.77981	1193.79270	33.08863	9.10378	-91.73625	55.57061	64.97330	6.74711	0.00000	7.03671	9.55808	8.98465	8.65046
48.86026	5.59180	2.46198	8.05729	3.3285	6.95680	1053.89000	27.42088	7.65375	99.1625	51.89715	55.41917	8.86957	0.00000	4.83817	11.05379	8.35124	9.86490
59.95176	6.01731	4.36120	8.64613	40.60538	8.37170	1163.46057	8.83905	6.85462	-73.75513	67.53352	54.66191	9.95884	1.00000	10.60130	8.42112	8.26366	5.78583
34.92505	7.54082	1.36853	6.42870	65.93381	7.80019	1112.47352	11.05913	4.36060	111.4834	24.33103	74.87038	6.43362	0.00000	9.81759	10.11034	9.11520	8.55541
29.25088	6.04398	3.18849	8.38535	32.55531	8.14631	1141.10459	4.44752	7.92494	76.12647	71.39739		8.02436	1.00000	11.62976	9.37669	8.03719	6.20497
43.04576	6.83921	0.92120	6.12560	38.40917	8.69872	1175.35548	4.85338	7.40750	112.73333	65.18153	43.85549	7.41508	1.00000	6.48417	6.53070	8.58944	10.66421
71.99239	9.26699	2.41624	8.06873	-21.98333	9.41520	1185.91617	-1.31172	6.32503	16.91667	61.50833	37.24844	8.53362	1.00000	6.20568	9.99259	9.72927	6.20310
49.80401	4.77811	6.84165	9.27607	9.89206	8.76945	1087.35880	-2.42021	5.99983	43.38531	44.14139	45.70456	13.80812	1.00000	10.11426	9.06671	9.39125	7.01568
33.90900	8.04320	10.79955	9.79546	43.1122	8.01346	1152.31168	12.45026	4.20981	12.38878	65.38425	66.41352	11.70008	1.00000	9.32456	10.08868	8.19554	6.85842
46.99582	3.55406	2.15244	8.04889	10.98778	8.95738	1121.13584	3.28449	7.53777	-74.95472	48.09156	61.27788	11.25491	1.00000	12.53213	7.49936	7.61160	5.42653
52.82970	5.30070	1.48722	7.45742	21.01858	9.88868	1145.69664	12.01438	5.03576	-101.2591	53.17776	29.55113	6.55679	1.00000	4.75437	2.51972	10.07029	11.63726
36.51833	8.56442	0.89423	5.82469	50.7236	7.90021	1182.41304	-1.35858	5.35216	-3.52751	60.59984	36.60116	6.84509	1.00000	7.16500	6.40566	9.71183	10.73623
72.89270	6.48936	1.70463	7.19760	51.35084	8.50101	1116.12631	33.57217	5.95322	-1.99421	73.84951	37.26453	6.95981	1.00000	6.40288	5.72269	7.38025	11.14329
31.38134	10.18700		8.49555	40.1675	7.30072	1165.43893	-2.37754	9.90562	34.37389	60.48171	56.61232	6.69104	0.00000	6.64196	10.44772	6.93938	12.41295
43.44650	8.06462	3.60355	8.64633	46.32313	8.08245	1192.32625	4.12544	6.14877	-0.45877	56.58026	23.95920	7.56321	1.00000	7.86105	6.39172	8.81120	7.79793
58.29931	6.72669	15.26877	10.13315	-25.42778	8.04734	1182.57637	10.63549	8.73240	-49.27306	52.60582	42.34325	8.97103	0.00000	3.97178	10.57320	6.38242	9.83844
64.53357	2.67769	3.13848	8.20507	53.53395	7.81534	1129.09745	8.08797	9.87900	33.72798	52.30514	28.31578	8.27933	1.00000	6.07651	8.35704	8.73319	12.03006
45.94916	7.80499	4.38142	8.71824	43.48961	7.66409	1065.85335	16.99245	4.04420	-8.2194	79.62056	53.33703	6.62629	1.00000	5.78688	4.21545	6.70847	10.98997
16.39709	4.73842	4.64061	8.73857	-27.50578	8.53911	1197.37195	28.35133	6.73761	153.10236	37.79534	55.28036	8.91500	0.00000	5.50435	10.85390	10.10615	9.57882
34.58981	5.18303	3.91351	8.49522	32.54044	6.53020	1072.00751	7.24406	9.02972	-82.90375	39.56650	39.29392	5.92830	1.00000	6.40310	8.48371	6.10818	9.83112
38.59355	4.43261	1.66347	7.06384	33.54428	9.05527	1086.56511	25.08488	4.04825	-84.23381	56.41229	49.06561	6.06328	1.00000	4.03918	2.99770	8.48080	13.09805
