revision	code	longitude	latitude	QoS	location
13 Jun 2022	MX	-89.66123	21.28306	accep	America/Merida
2017-02-10	GB	-1.29772	50.76306	accep	Europe/London
2017-07-19	GB	1.15597	51.78967	excellent	Europe/London
03 Jul 2017	US	-91.77127	37.95143	good	America/Chicago
24 May 2022	AU	152.70493	-25.54073	average	Australia/Brisbane
03/31/2015, 00:00:00	GB	0.30367	51.38673	good	Europe/London
03 Jun 2018	US	-121.74052	38.54491	average	America/Los_Angeles
2014/08/24	RU	38.94324	44.98901	maintenance	Europe/Moscow
05 Mar 2016	VE	-68.30472	9.91861	accep	America/Caracas
2017/11/09	DE	12.16179	48.52961	good	Europe/Berlin
11/02/2021, 00:00:00	IN	86.59509	26.11527	average	Asia/Kolkata
09/17/2022, 00:00:00	IN	73.08333	19.21667	accep	Asia/Kolkata
08/30/2015, 00:00:00	CN	117.63083	35.50056	accep	Asia/Shanghai
15 Nov 2012	ES	-6.03731	37.35813	maintenance	Europe/Madrid
10/19/2020, 00:00:00	MX	-103.5687	20.22816	good	America/Mexico_City
2022-06-09	US	-76.88442	40.2737	maintenance	America/New_York
11/20/2020, 00:00:00	RU	111.4834	65.93381	accep	Asia/Yakutsk
09/18/2014, 00:00:00	GB	-2.09814	57.14369	accep	Europe/London
14 Jul 2018	RU	92.48278	58.23583	accep	Asia/Krasnoyarsk
02 Oct 2017	IN	79.41727	12.25282	maintenance	Asia/Kolkata
2014/05/01	DE	11.37703	48.06919	good	Europe/Berlin
2017-06-20	US	-73.20483	41.16704	excellent	America/New_York
12/02/2021, 00:00:00	PK	72.54566	29.69221	average	Asia/Karachi
2013/02/09	IN	86.59611	25.87498	building	Asia/Kolkata
06 Jun 2021	CF	15.87735	4.94273	average	Africa/Bangui
2015/04/19	US	-88.27205	44.27804	excellent	America/Chicago
2013/08/02	IN	78.95693	29.21399	average	Asia/Kolkata
23 May 2017	BE	4.07601	50.88506	accep	Europe/Brussels
21 Feb 2016	US	-71.29144	41.54566	average	America/New_York
2013/06/18	CN	112.9	27.85	accep	Asia/Shanghai
2019-11-28	US	-95.44744	29.53885	accep	America/Chicago
2016-07-28	ES	-15.58602	27.76056	good	Atlantic/Canary
04/29/2014, 00:00:00	TH	99.89166	15.46063	maintenance	Asia/Bangkok
2012/12/30	US	-122.23484	47.38093	excellent	America/Los_Angeles
28 Nov 2020	DE	7.02238	52.21099	excellent	Europe/Berlin
08/11/2018, 00:00:00	DE	12.1369	51.04962	average	Europe/Berlin
2014/03/24	JP	135.6	34.61667	building	Asia/Tokyo
12/19/2019, 00:00:00	GB	-1.06667	53.78333	accep	Europe/London
2021/02/02	US	-73.20483	41.16704	accep	America/New_York
12 Jun 2014	BY	30.2049	55.1904	excellent	Europe/Minsk
2018-12-09	AR	-61.4867	-31.25033	excellent	America/Argentina/Cordoba
10/18/2020, 00:00:00	BR	-53.13722	-22.92306	excellent	America/Sao_Paulo
12/07/2015, 00:00:00	US	-120.00865	46.32374	accep	America/Los_Angeles
2018-12-21	RU	133.42825	45.47885	good	Asia/Vladivostok
24 Jul 2021	DE	10.18527	47.98372	accep	Europe/Berlin
2016/03/30	US	-73.99681	40.94065	excellent	America/New_York
28 Jun 2020	AR	-68.3	-54.8	good	America/Argentina/Ushuaia
04/07/2015, 00:00:00	BR	-50.00639	-25.42944	building	America/Sao_Paulo
12/28/2015, 00:00:00	ES	-15.58602	27.76056	good	Atlantic/Canary
29 Jul 2019	MG	47.31667	-19.65	good	Indian/Antananarivo
2014/09/05	US	-71.8023	42.58342	good	America/New_York
2017-04-06	MD	28.28489	48.15659	accep	Europe/Chisinau
15 Dec 2013	TN	10.58082	35.72917	accep	Africa/Tunis
2019-01-24	NG	12.19458	10.61285	maintenance	Africa/Lagos
2019-02-23	DE	9.47629	53.59337	excellent	Europe/Berlin
06/11/2021, 00:00:00	CN	114.68333	23.73333	accep	Asia/Shanghai
11 Mar 2018	NA	16.91667	-21.98333	good	Africa/Windhoek
13 Sep 2017	NO	16.54165	68.79833	good	Europe/Oslo
2018-05-31	TJ	69.01354	38.55632	accep	Asia/Dushanbe
28 Feb 2017	CA	-63.13414	46.23899	excellent	America/Halifax
2014/05/02	EC	-79.00453	-2.90055	good	America/Guayaquil
02/20/2015, 00:00:00	ID	109.3243	-7.0981	average	Asia/Jakarta
28 Oct 2015	IN	84.13864	22.88783	excellent	Asia/Kolkata
29 Sep 2014	US	-116.21677	33.7207	excellent	America/Los_Angeles
12/13/2013, 00:00:00	RE	55.4504	-20.88231	excellent	Indian/Reunion
03 Apr 2017	VU	168.31366	-17.73648	average	Pacific/Efate
2012-10-14	CN	113.13148	23.02677	accep	Asia/Shanghai
05/27/2015, 00:00:00	US	-82.32483	29.65163	accep	America/New_York
2017-06-25	PH	124.3697	9.6531	good	Asia/Manila
2015-10-21	SL	-13.2356	8.48714	excellent	Africa/Freetown
07 Jun 2014	GB	-1.06667	53.78333	building	Europe/London
24 Aug 2019	US	-71.29144	41.54566	average	America/New_York
2014-05-25	IT	14.01481	42.67164	excellent	Europe/Rome
2022-01-07	GB	0.75	52.41667	average	Europe/London
19 May 2019	FR	2.1699	48.98994	maintenance	Europe/Paris
07/25/2021, 00:00:00	IT	14.30935	40.92298	excellent	Europe/Rome
2013-01-12	PH	123.99333	12.97389	excellent	Asia/Manila
03/13/2017, 00:00:00	TN	9.37082	36.08497	excellent	Africa/Tunis
08 Feb 2018	PK	68.21204	27.55898	good	Asia/Karachi
2013/03/11	CN	125.51176	42.64031	building	Asia/Shanghai
12/29/2020, 00:00:00	US	-82.90375	32.54044	accep	America/New_York
31 Jan 2019	US	-96.67834	34.77453	good	America/Chicago
2017-11-06	LR	-8.53778	7.57944	building	Africa/Monrovia
2017-01-11	DE	9.85	53.63333	excellent	Europe/Berlin
2014-03-08	ML	-8.07257	12.74409	good	Africa/Bamako
2014-09-10	US	-71.05977	42.35843	good	America/New_York
10/06/2017, 00:00:00	AU	150.99292	-33.75881	excellent	Australia/Sydney
2018/07/27	TR	27.02444	39.59611	average	Europe/Istanbul
08/27/2017, 00:00:00	KR	126.835	37.65639	accep	Asia/Seoul
2013/01/30	CU	-82.4017	23.0072	maintenance	America/Havana
03/21/2018, 00:00:00	FI	24.6522	60.2052	building	Europe/Helsinki
21 Apr 2019	CU	-77.43532	20.14298	average	America/Havana
02 May 2013	GB	-2.52398	53.19146	average	Europe/London
2014/07/03	US	-86.11084	41.75338	good	America/Indiana/Indianapolis
02/19/2016, 00:00:00	US	-78.19444	38.91817	maintenance	America/New_York
03/24/2020, 00:00:00	GB	-1.08593	50.79205	good	Europe/London
12/16/2012, 00:00:00	US	-73.89125	40.67705	maintenance	America/New_York
2020-07-13	US	-73.78458	41.0051	average	America/New_York
2019/06/15	CL	-71.23106	-32.45242	average	America/Santiago
29 Apr 2019	US	-73.89875	40.93121	excellent	America/New_York
2018-04-11	CI	-5.682	5.84752	building	Africa/Abidjan
2014-10-17	BR	-50.00639	-25.42944	accep	America/Sao_Paulo
06/06/2019, 00:00:00	AF	65.93249	36.21544	accep	Asia/Kabul
2020-06-13	DE	8.91229	49.13645	good	Europe/Berlin
2013-06-16	PL	17.4674	50.86079	average	Europe/Warsaw
30 May 2021	EG	31.4976	26.67319	building	Africa/Cairo
03/01/2018, 00:00:00	ES	3.1631	41.91738	good	Europe/Madrid
05 Feb 2014	ID	99.1625	3.3285	excellent	Asia/Jakarta
06 Feb 2022	GB	0.75	52.41667	average	Europe/London
2013-10-28	US	-111.89903	33.50921	good	America/Phoenix
2017/08/23	IN	85.94001	25.49043	maintenance	Asia/Kolkata
13 Feb 2019	BR	-52.51028	-28.81833	good	America/Sao_Paulo
2018/01/27	CU	-82.4017	23.0072	excellent	America/Havana
23 Feb 2021	CN	114.51667	33.78333	maintenance	Asia/Shanghai
2021-12-30	NL	6.76111	53.16167	building	Europe/Amsterdam
2020/02/29	CM	9.00472	4.2475	accep	Africa/Douala
2019/12/06	RU	51.3452	53.37596	good	Europe/Samara
05/28/2019, 00:00:00	US	-73.9625	40.81	excellent	America/New_York
2019/09/20	IN	77.5609	11.00599	good	Asia/Kolkata
2022/06/01	GB	-1.32471	51.40148	building	Europe/London
02/14/2015, 00:00:00	ES	-1.86343	38.10558	maintenance	Europe/Madrid
19 Dec 2012	TH	104.1451	15.79408	building	Asia/Bangkok
2014-07-17	RU	34.34691	61.78491	good	Europe/Moscow
08/01/2016, 00:00:00	US	-73.9625	40.81	good	America/New_York
10 Apr 2013	RU	37.49338	55.62047	maintenance	Europe/Moscow
2020-06-16	US	-71.05977	42.35843	accep	America/New_York
2021-12-06	CN	120.14278	32.50611	average	Asia/Shanghai
2013/08/19	BW	27.46153	-21.44236	excellent	Africa/Gaborone
2013/05/07	IT	14.34085	40.87363	good	Europe/Rome
03 Apr 2014	FR	2.12213	48.8222	excellent	Europe/Paris
09 Jun 2018	DE	6.9747	50.82709	good	Europe/Berlin
19 Jan 2014	US	-73.95097	40.72371	maintenance	America/New_York
2022/01/27	CI	-5.682	5.84752	maintenance	Africa/Abidjan
05/11/2014, 00:00:00	US	-117.54866	33.93113	average	America/Los_Angeles
02/06/2014, 00:00:00	ES	1.10687	41.15612	good	Europe/Madrid
2013/07/14	IN	82.85749	17.54907	accep	Asia/Kolkata
21 Apr 2017	BR	-52.67056	-26.22861	good	America/Sao_Paulo
2016/08/06	PL	18.34717	54.60528	accep	Europe/Warsaw
2020/12/08	UG	32.88667	3.27833	average	Africa/Kampala
08/09/2014, 00:00:00	ID	110.8405	-6.8048	average	Asia/Jakarta
2014/06/07	US	-76.72803	39.32288	accep	America/New_York
09/23/2015, 00:00:00	US	-76.72803	39.32288	average	America/New_York
04 Nov 2012	JP	144.09638	43.82634	average	Asia/Tokyo
2018-11-25	DE	10.18527	47.98372	good	Europe/Berlin
2016/07/11	BY	25.8191	53.5942	building	Europe/Minsk
03/05/2022, 00:00:00	IL	34.8732	32.05971	maintenance	Asia/Jerusalem
28 Sep 2016	CO	-74.95472	10.98778	maintenance	America/Bogota
2015/10/10	FR	-0.45877	46.32313	accep	Europe/Paris
2022-05-18	BR	-37.65	-10.91722	excellent	America/Maceio
2018-08-06	US	-88.42814	42.16808	good	America/Chicago
11/10/2015, 00:00:00	ES	-1.86343	38.10558	excellent	Europe/Madrid
04/15/2018, 00:00:00	US	-73.89875	40.93121	good	America/New_York
27 Oct 2016	BE	4.69889	50.56149	average	Europe/Brussels
30 Mar 2020	VU	168.31366	-17.73648	good	Pacific/Efate
2021-05-09	IN	73.06784	25.13915	average	Asia/Kolkata
07/04/2016, 00:00:00	TT	-61.51889	10.66668	excellent	America/Port_of_Spain
11/03/2015, 00:00:00	MG	47.31667	-19.65	average	Indian/Antananarivo
14 Oct 2021	SO	42.54536	-0.35817	average	Africa/Mogadishu
2019-12-22	ID	107.60389	-7.01833	excellent	Asia/Jakarta
2022-01-18	PK	70.91106	29.38242	excellent	Asia/Karachi
03 Sep 2018	RU	92.48278	58.23583	maintenance	Asia/Krasnoyarsk
15 Mar 2017	RU	46.04833	51.40944	average	Europe/Saratov
27 May 2014	SK	17.8031	48.43174	good	Europe/Bratislava
12 Jan 2013	IN	84.63445	24.81757	accep	Asia/Kolkata
2017-09-13	PH	122.8637	9.3337	accep	Asia/Manila
04 Jan 2015	RU	56.36091	51.78771	accep	Asia/Yekaterinburg
10/12/2015, 00:00:00	DE	8.61839	49.68369	average	Europe/Berlin
08/05/2022, 00:00:00	JP	136.84186	34.4833	average	Asia/Tokyo
10 May 2020	US	-121.74052	38.54491	good	America/Los_Angeles
01/12/2019, 00:00:00	IT	14.01481	42.67164	building	Europe/Rome
2014/06/03	CO	-73.26022	6.46838	good	America/Bogota
06/18/2018, 00:00:00	CF	15.87735	4.94273	good	Africa/Bangui
20 Nov 2021	CN	114.51667	33.78333	excellent	Asia/Shanghai
11/22/2017, 00:00:00	US	-74.15987	40.82232	accep	America/New_York
2014/08/31	NA	16.91667	-21.98333	excellent	Africa/Windhoek
10/13/2012, 00:00:00	US	-93.75018	32.52515	good	America/Chicago
2012/12/12	US	-88.3162	42.24113	excellent	America/Chicago
16 Dec 2016	ID	103.61667	-1.6	excellent	Asia/Jakarta
08 Feb 2018	SA	49.62251	27.0174	accep	Asia/Riyadh
21 Jun 2013	DE	8.64409	48.07667	average	Europe/Berlin
2020/12/13	IN	73.85535	18.51957	average	Asia/Kolkata
16 Jul 2018	CO	-74.73584	5.20856	maintenance	America/Bogota
2017/06/10	IN	85.83334	20.88197	excellent	Asia/Kolkata
2016/11/20	US	-116.21677	33.7207	accep	America/Los_Angeles
2020-04-11	US	-81.23621	33.98154	average	America/New_York
2021/07/25	PH	121.96361	6.95194	good	Asia/Manila
2018-11-29	GH	-1.98956	5.30383	accep	Africa/Accra
2017-07-31	FR	-4.1	48	building	Europe/Paris
04/08/2022, 00:00:00	BR	-48.52333	-0.71667	excellent	America/Belem
2015/06/02	US	-88.81395	35.61452	accep	America/Chicago
08/27/2020, 00:00:00	US	-118.25508	34.14251	good	America/Los_Angeles
06/10/2020, 00:00:00	TZ	38.01667	-5.41667	good	Africa/Dar_es_Salaam
2021-07-18	TR	42.85693	39.22493	building	Europe/Istanbul
04/14/2014, 00:00:00	CN	112.9	27.85	average	Asia/Shanghai
2018/11/08	AZ	45.36561	41.09246	excellent	Asia/Baku
2021/02/20	PH	124.84472	10.13361	average	Asia/Manila
2019/03/28	FI	24.14662	65.84811	average	Europe/Helsinki
01/20/2015, 00:00:00	CN	114.51667	33.78333	accep	Asia/Shanghai
05/24/2020, 00:00:00	ZA	29.00974	-24.19436	average	Africa/Johannesburg
2012-12-30	US	-73.20483	41.16704	good	America/New_York
2016-08-05	TZ	39.25	-6.8	good	Africa/Dar_es_Salaam
2018/03/14	IL	34.75699	31.39547	average	Asia/Jerusalem
2020/12/11	DE	13.29371	52.53048	average	Europe/Berlin
04/23/2022, 00:00:00	IR	51.49621	36.64852	average	Asia/Tehran
09/16/2018, 00:00:00	ML	-8.07257	12.74409	average	Africa/Bamako
2018/05/08	DE	8.91229	49.13645	maintenance	Europe/Berlin
2015/08/27	TR	28.67582	40.98894	good	Europe/Istanbul
2015/02/13	MM	98.50893	16.68911	building	Asia/Yangon
2021/03/10	CA	-73.58248	45.40008	good	America/Toronto
2018/03/25	US	-88.31476	36.61033	accep	America/Chicago
2014/05/18	RU	38.2739	46.7055	accep	Europe/Moscow
09/21/2022, 00:00:00	CN	120.82747	37.30553	average	Asia/Shanghai
11/10/2014, 00:00:00	IN	85.94001	25.49043	excellent	Asia/Kolkata
10/28/2021, 00:00:00	NL	5.2875	51.65333	excellent	Europe/Amsterdam
2013-04-15	IN	78.95693	29.21399	average	Asia/Kolkata
2022/05/01	GB	-0.32247	50.82882	average	Europe/London
10/16/2012, 00:00:00	AU	145.18333	-37.9	average	Australia/Melbourne
23 Nov 2015	ID	106.85417	-6.48167	excellent	Asia/Jakarta
2022/02/16	TN	10.78222	36.46917	excellent	Africa/Tunis
2014/01/20	BR	-48.59278	-23.7975	accep	America/Sao_Paulo
12/21/2014, 00:00:00	BR	-35.03333	-8.28333	average	America/Recife
04/14/2013, 00:00:00	MW	34.4587	-13.7804	building	Africa/Blantyre
09 Jul 2019	FR	5.55575	46.67535	excellent	Europe/Paris
2013/07/08	IN	79.41727	12.25282	accep	Asia/Kolkata
2021/06/01	PH	123.33471	8.56697	excellent	Asia/Manila
06/20/2016, 00:00:00	US	-88.81395	35.61452	building	America/Chicago
2021/11/07	US	-74.07764	40.72816	average	America/New_York
2019/11/29	US	-99.73314	32.44874	accep	America/Chicago
08/09/2018, 00:00:00	TZ	39.25	-6.8	building	Africa/Dar_es_Salaam
01/30/2020, 00:00:00	IN	86.68363	23.49668	excellent	Asia/Kolkata
03 Dec 2012	DE	13.10984	51.30001	maitennce	Europe/Berlin
21 Oct 2014	PK	70.96699	30.46907	average	Asia/Karachi
10/07/2018, 00:00:00	TH	104.64992	14.64056	building	Asia/Bangkok
05/30/2016, 00:00:00	TR	40.74357	37.31309	building	Europe/Istanbul
03/10/2014, 00:00:00	CN	117.65694	36.19278	average	Asia/Shanghai
2015-08-28	UA	31.33078	47.56494	building	Europe/Kiev
2020-11-16	US	-73.89875	40.93121	average	America/New_York
2022/07/03	US	-88.70464	34.25807	average	America/Chicago
2013/06/16	IN	75.35927	12.04161	accep	Asia/Kolkata
09/25/2019, 00:00:00	ET	38.01667	11.85	excellent	Africa/Addis_Ababa
10/20/2018, 00:00:00	US	-88.64235	46.09273	average	America/Menominee
07/16/2019, 00:00:00	FR	1.6	43.11667	excellent	Europe/Paris
14 Dec 2014	US	-93.75018	32.52515	building	America/Chicago
11/29/2015, 00:00:00	BE	4.21372	51.12794	average	Europe/Brussels
09/04/2013, 00:00:00	PR	-67.15407	18.42745	maitennce	America/Puerto_Rico
18 Nov 2013	NG	8.2926	9.58126	accep	Africa/Lagos
29 Mar 2017	FR	5.16108	48.77275	accep	Europe/Paris
2017-05-16	TR	28.67582	40.98894	excellent	Europe/Istanbul
2017-04-14	CI	-3.59625	5.27247	accep	Africa/Abidjan
12/01/2021, 00:00:00	SY	38.28402	34.5624	accep	Asia/Damascus
10 Oct 2013	JP	139.55028	35.30889	accep	Asia/Tokyo
01/20/2015, 00:00:00	IN	76.56719	24.41288	average	Asia/Kolkata
05/09/2022, 00:00:00	DZ	3.55665	36.72544	average	Africa/Algiers
11 May 2020	CN	115.70111	37.73222	maintenance	Asia/Shanghai
2017-09-07	ES	3.1631	41.91738	accep	Europe/Madrid
02/11/2014, 00:00:00	TZ	38.01667	-5.41667	building	Africa/Dar_es_Salaam
2014-06-18	MT	14.51472	35.89972	building	Europe/Malta
2014-04-10	RU	35.96944	56.03361	good	Europe/Moscow
2016-02-01	HR	16.43915	43.50891	accep	Europe/Zagreb
2022/03/07	GB	-0.91979	51.42708	excellent	Europe/London
26 May 2015	DE	13.31783	52.61131	maitennce	Europe/Berlin
2022/08/25	IN	78.27539	12.95629	average	Asia/Kolkata
2018-08-07	ES	-1.60452	42.06166	excellent	Europe/Madrid
2018/06/29	RU	34.34691	61.78491	average	Europe/Moscow
22 Mar 2020	DE	13.10984	51.30001	building	Europe/Berlin
2015/09/27	DE	8.96317	48.35149	excellent	Europe/Berlin
13 Sep 2013	NG	4.52514	12.74482	maintenance	Africa/Lagos
2018/04/29	MY	103.81667	1.6	excellent	Asia/Kuala_Lumpur
2022/08/08	PH	120.4861	16.0438	good	Asia/Manila
09/24/2014, 00:00:00	CN	117.65694	36.19278	accep	Asia/Shanghai
2012-10-16	TH	104.1451	15.79408	accep	Asia/Bangkok
2021-05-20	TZ	38.01667	-5.41667	excellent	Africa/Dar_es_Salaam
2017-11-17	US	-98.15529	26.18924	excellent	America/Chicago
01/19/2018, 00:00:00	CO	-73.9614	10.15031	average	America/Bogota
2016-12-14	IT	16.50104	41.24264	accep	Europe/Rome
11/17/2013, 00:00:00	NZ	171.25364	-44.39672	good	Pacific/Auckland
11/03/2016, 00:00:00	PL	17.4674	50.86079	average	Europe/Warsaw
22 Jun 2014	RU	83.62389	53.30972	accep	Asia/Barnaul
27 Aug 2021	DE	8.96317	48.35149	excellent	Europe/Berlin
2015/07/21	AR	-60.93173	-31.4488	building	America/Argentina/Cordoba
03/16/2015, 00:00:00	RU	32.86389	53.95278	accep	Europe/Moscow
2017-06-04	IE	-7.95	53.43333	excellent	Europe/Dublin
01/27/2015, 00:00:00	CN	120.74792	41.09822	building	Asia/Shanghai
09 Mar 2022	ID	103.61667	-1.6	good	Asia/Jakarta
02 Aug 2013	US	-95.44744	29.53885	good	America/Chicago
2020/04/30	FR	2.08333	48.86667	excellent	Europe/Paris
2015/11/15	JP	136.84186	34.4833	excellent	Asia/Tokyo
28 Jan 2013	VE	-68.30472	9.91861	average	America/Caracas
12/03/2019, 00:00:00	ES	-0.76773	38.38479	building	Europe/Madrid
2019-03-23	ES	-4.10734	38.68712	maintenance	Europe/Madrid
06/01/2020, 00:00:00	IN	83.36889	26.76628	excellent	Asia/Kolkata
06/09/2015, 00:00:00	CN	117.55417	34.86472	average	Asia/Shanghai
2013-01-21	BR	-37.07167	-10.91111	good	America/Maceio
2021-01-22	CN	120.74792	41.09822	average	Asia/Shanghai
02/05/2018, 00:00:00	KR	126.665	36.6009	building	Asia/Seoul
26 Mar 2018	PH	122.8637	9.3337	average	Asia/Manila
04/22/2017, 00:00:00	BR	-50.00639	-25.42944	good	America/Sao_Paulo
2012/10/08	IN	88.1453	22.4711	excellent	Asia/Kolkata
2021/02/12	IN	76.56719	24.41288	excellent	Asia/Kolkata
2020-07-20	IN	85.94001	25.49043	maintenance	Asia/Kolkata
2021/07/03	DE	10.5511	52.47774	building	Europe/Berlin
2018-07-22	IT	15.07041	37.49223	maintenance	Europe/Rome
2017-10-06	DE	12.16179	48.52961	average	Europe/Berlin
2014/01/16	DE	13.31783	52.61131	average	Europe/Berlin
2017/07/20	CU	-77.43532	20.14298	maintenance	America/Havana
2020/12/06	CO	-74.73584	5.20856	average	America/Bogota
02/09/2017, 00:00:00	MY	103.6032	1.6561	good	Asia/Kuala_Lumpur
2019/02/02	FR	2.1699	48.98994	average	Europe/Paris
2021-09-20	IN	76.11996	11.12018	good	Asia/Kolkata
2015/05/05	JP	135.21667	35.06667	excellent	Asia/Tokyo
14 Dec 2016	UG	32.88667	3.27833	building	Africa/Kampala
15 Jul 2022	GB	-0.29825	51.39148	average	Europe/London
2016-04-14	NL	5.58472	52.14	good	Europe/Amsterdam
17 May 2018	US	-71.8023	42.58342	maintenance	America/New_York
2020-04-01	NL	6.76111	53.16167	excellent	Europe/Amsterdam
06/16/2022, 00:00:00	CA	-73.81669	45.44868	excellent	America/Toronto
2021-08-05	UA	36.25361	47.48444	good	Europe/Zaporozhye
07/26/2020, 00:00:00	UA	32.6178	46.65581	average	Europe/Kiev
2020/02/06	IT	13.39954	43.62558	acceptable	Europe/Rome
2022/06/30	RU	30.28491	60.02427	accep	Europe/Moscow
03/14/2015, 00:00:00	IR	48.26258	33.86419	accep	Asia/Tehran
02 Sep 2014	US	-111.99633	40.65995	average	America/Denver
2017/05/22	RU	37.92792	53.93361	good	Europe/Moscow
2021/03/04	GB	-0.29825	51.39148	good	Europe/London
11/22/2013, 00:00:00	AU	152.70493	-25.54073	good	Australia/Brisbane
09/30/2016, 00:00:00	CA	-73.58248	45.40008	accep	America/Toronto
2018/10/28	IN	83.36889	26.76628	accep	Asia/Kolkata
28 Aug 2015	CN	117.7	35.85	excellent	Asia/Shanghai
2015-12-16	ID	112.23109	-7.57897	good	Asia/Jakarta
10/09/2019, 00:00:00	IN	71.21169	21.59983	average	Asia/Kolkata
2017/10/08	US	-73.99681	40.94065	excellent	America/New_York
16 Feb 2018	RU	60.70278	55.75556	good	Asia/Yekaterinburg
2022/02/28	US	-77.37331	37.60876	good	America/New_York
03 Jul 2018	CH	6.10237	46.18396	good	Europe/Zurich
18 Nov 2018	RU	76.92421	60.97944	maintenance	Asia/Yekaterinburg
2015-06-14	AO	19.91667	-11.78333	maintenance	Africa/Luanda
06/22/2016, 00:00:00	PE	-75.11028	-15.21194	excellent	America/Lima
2018/08/20	DE	8.96317	48.35149	average	Europe/Berlin
09/22/2017, 00:00:00	KE	34.11169	0.46005	excellent	Africa/Nairobi
09 Feb 2019	DE	8.4493	50.09019	accep	Europe/Berlin
03/19/2021, 00:00:00	DE	11.37703	48.06919	accep	Europe/Berlin
05/02/2022, 00:00:00	CO	-74.95472	10.98778	average	America/Bogota
03/19/2014, 00:00:00	HT	-72.09391	18.65297	excellent	America/Port-au-Prince
2022/07/30	FR	2.29275	48.79325	accep	Europe/Paris
2013-01-22	TR	34.02537	38.37255	maintenance	Europe/Istanbul
07 Sep 2020	US	-117.79394	33.76446	good	America/Los_Angeles
2012/11/15	CN	112.73333	38.40917	good	Asia/Shanghai
09/15/2019, 00:00:00	CN	115.70111	37.73222	good	Asia/Shanghai
2014/02/21	US	-82.61573	41.24255	building	America/New_York
10/31/2015, 00:00:00	ID	112.01667	-7.81667	good	Asia/Jakarta
2021-02-08	US	-91.06177	33.41012	average	America/Chicago
25 Sep 2013	US	-105.11221	39.57582	good	America/Denver
01/31/2013, 00:00:00	CA	-119.48568	49.88307	maintenance	America/Vancouver
12/08/2017, 00:00:00	IN	73.06784	25.13915	excellent	Asia/Kolkata
2021-03-07	PA	-79.62098	9.15093	average	America/Panama
13 Sep 2021	BR	-47.1725	-22.57306	excellent	America/Sao_Paulo
2021-11-27	TZ	39.25	-6.8	average	Africa/Dar_es_Salaam
19 May 2016	US	-117.54866	33.93113	average	America/Los_Angeles
03/13/2017, 00:00:00	NG	5.06258	7.50251	excellent	Africa/Lagos
2021-09-20	GH	-1.4001	7.06273	excellent	Africa/Accra
2021/04/19	PH	120.4861	16.0438	average	Asia/Manila
2022-07-26	ES	-4.83076	39.96348	good	Europe/Madrid
2020/07/08	US	-83.55521	41.66394	building	America/New_York
05/02/2017, 00:00:00	TH	103.65309	16.0567	accep	Asia/Bangkok
04/06/2015, 00:00:00	US	-115.98391	36.20829	accep	America/Los_Angeles
26 Jul 2016	NZ	178.00417	-38.65333	good	Pacific/Auckland
2017-04-15	CA	-63.13414	46.23899	maintenance	America/Halifax
2021-11-21	ES	1.10687	41.15612	average	Europe/Madrid
2016/11/24	CU	-82.00919	23.04419	accep	America/Havana
12/02/2013, 00:00:00	CO	-75.87877	5.6561	maintenance	America/Bogota
2014-05-10	ES	2.18247	41.41204	excellent	Europe/Madrid
26 Apr 2020	RU	107.60627	51.82721	maintenance	Asia/Irkutsk
2017/09/24	ES	-2.68333	43.31667	good	Europe/Madrid
01/28/2021, 00:00:00	FR	2.44892	48.98693	good	Europe/Paris
03 May 2022	DE	13.10984	51.30001	good	Europe/Berlin
2018/06/29	RU	35.90057	56.85836	accep	Europe/Moscow
2020/09/06	FR	2.12213	48.8222	building	Europe/Paris
2013-11-03	TN	10.03478	37.16911	average	Africa/Tunis
2020-11-04	RU	38.02486	55.64776	excellent	Europe/Moscow
05/12/2021, 00:00:00	LK	79.883	6.9909	maintenance	Asia/Colombo
30 Apr 2013	RU	56.36091	51.78771	maintenance	Asia/Yekaterinburg
09/28/2018, 00:00:00	UG	30.98551	2.41669	maitennce	Africa/Kampala
06 Feb 2022	MA	-6.90656	33.92866	excellent	Africa/Casablanca
01/05/2017, 00:00:00	JP	140.73667	41.77583	average	Asia/Tokyo
01/24/2018, 00:00:00	PK	68.88871	25.95533	accep	Asia/Karachi
25 Aug 2017	ES	-4.83076	39.96348	building	Europe/Madrid
02 Jul 2020	JP	139.07204	36.24624	good	Asia/Tokyo
2017-12-13	IN	76.56719	24.41288	good	Asia/Kolkata
11 Jun 2014	IN	79.82979	11.93381	accep	Asia/Kolkata
2017/07/18	TH	102.05461	6.25947	accep	Asia/Bangkok
2019/07/27	US	-74.38987	40.65538	excellent	America/New_York
12 May 2016	BR	-48.59278	-23.7975	average	America/Sao_Paulo
2016/05/24	ID	99.1625	3.3285	excellent	Asia/Jakarta
11/08/2021, 00:00:00	TL	125.21972	-8.99167	average	Asia/Dili
2018-07-31	RU	30.28491	60.02427	accep	Europe/Moscow
2019/11/17	AR	-59.13316	-37.32167	average	America/Argentina/Buenos_Aires
05 Feb 2020	GH	-1.98956	5.30383	accep	Africa/Accra
2018/07/24	US	-73.75513	40.60538	maintenance	America/New_York
2019-07-26	IN	78.23456	28.92694	maintenance	Asia/Kolkata
01/05/2017, 00:00:00	CN	112.73333	38.40917	building	Asia/Shanghai
21 Feb 2019	IT	14.39024	42.22718	maintenance	Europe/Rome
22 Mar 2013	KR	128.9889	37.1759	average	Asia/Seoul
2018/05/17	JP	136.84186	34.4833	average	Asia/Tokyo
2021-01-31	US	-82.45426	27.09978	accep	America/New_York
