longitude	revision	location	QoS	station	latitude
-82.45426	2019/09/10	America/New_York	average	Venice	27.09978
-87.66561	08/07/2016, 00:00:00	America/Chicago	maintenance	Lower West Side	41.8542
86.59509	19 Feb 2021	Asia/Kolkata	excellent	Supaul	26.11527
46.5813	02/12/2021, 00:00:00	Europe/Moscow	average	Alatyr’	54.8421
59.6	2019-05-11	Asia/Aqtobe	excellent	Shalqar	47.83333
84.87144	2019-06-30	Asia/Almaty	average	Zaysan	47.46657
5.58472	2015/02/11	Europe/Amsterdam	building	Barneveld	52.14
6.83042	05 Jan 2014	Africa/Lagos	accep	Nkpor	6.15038
122.74754	2015/12/08	Asia/Shanghai	average	Haicheng	40.85158
14.66737	08/29/2018, 00:00:00	Europe/Rome	excellent	Campobasso	41.55947
4.86667	2014-05-23	Europe/Paris	good	Vienne	45.51667
2.35739	2014-07-23	Europe/Madrid	average	Cardedeu	41.63976
86.00214	2020/03/09	Asia/Urumqi	building	Hoxtolgay	46.51872
102.3278	29 Nov 2016	Asia/Kuala_Lumpur	good	Kampung Ayer Molek	2.2139
4.52514	10/28/2018, 00:00:00	Africa/Lagos	building	Argungu	12.74482
-122.24092	2016/12/02	America/Los_Angeles	accep	Bryn Mawr-Skyway	47.4943
135.21667	09/16/2017, 00:00:00	Asia/Tokyo	excellent	Sasayama	35.06667
70.91106	2013/07/05	Asia/Karachi	good	Alipur	29.38242
13.28702	2020/04/18	Europe/Berlin	good	Dahlem	52.4581
-8.33147	06/05/2019, 00:00:00	Europe/Lisbon	excellent	Paredes	41.20485
135.31667	11 Jan 2014	Asia/Tokyo	average	Iwade	34.25
34.86563	2012-09-28	Asia/Jerusalem	good	Ramla	31.92923
-70.20749	2013-05-06	America/Caracas	good	Barinas	8.62261
-70.6996	18 Jun 2016	America/Santiago	good	San Bernardo	-33.59217
13.32127	10/20/2012, 00:00:00	Europe/Berlin	good	Wittenau	52.59319
99.96667	30 Mar 2013	Asia/Bangkok	acceptable	Nakhon Si Thammarat	8.43333
73.7553	02/15/2014, 00:00:00	Asia/Kolkata	good	Calangute	15.5439
-74.96933	2022/02/21	America/New_York	good	Sicklerville	39.71734
-78.19444	2013/11/26	America/New_York	building	Front Royal	38.91817
-42.98194	08/18/2021, 00:00:00	America/Sao_Paulo	excellent	Guapimirim	-22.53722
-116.37697	2016-01-26	America/Los_Angeles	average	Palm Desert	33.72255
14.39024	14 Jun 2021	Europe/Rome	good	Lanciano	42.22718
15.00835	11/16/2019, 00:00:00	Europe/Warsaw	average	Zgorzelec	51.14942
12.87117	2016-01-13	Europe/Prague	excellent	Karlovy Vary	50.23271
-2.1875	18 Sep 2016	Europe/London	excellent	Westbury	51.26
-119.48568	16 Dec 2016	America/Vancouver	excellent	Kelowna	49.88307
-25.66689	2016/08/28	Atlantic/Azores	average	Ponta Delgada	37.74615
107.60389	06/08/2019, 00:00:00	Asia/Jakarta	good	Pameungpeuk	-7.01833
112.73333	2019-08-07	Asia/Shanghai	maintenance	Xinzhou	38.40917
-1.86343	2014-06-05	Europe/Madrid	excellent	Caravaca	38.10558
-83.2321	2016/05/20	America/New_York	good	Milledgeville	33.08014
-38.79084	19 Sep 2015	America/Bahia	good	Tucano	-10.95817
28.88222	2015-04-13	Europe/Istanbul	average	Mudanya	40.37528
-5.22126	08/27/2021, 00:00:00	Africa/Casablanca	building	Azrou	33.43443
5.2875	2020/10/06	Europe/Amsterdam	excellent	Vught	51.65333
18.30056	2013/07/29	Europe/Warsaw	excellent	Strzelce Opolskie	50.5107
-103.5687	13 Jul 2015	America/Mexico_City	maintenance	Zacoalco de Torres	20.22816
74.12286	2013-04-02	Asia/Karachi	maitennce	Kanganpur	30.76468
2.18967	03 Jan 2017	Europe/Paris	excellent	Rueil-Malmaison	48.8765
-96.72365	2013/07/25	America/Mexico_City	accep	Oaxaca	17.06542
3.87723	12/30/2012, 00:00:00	Europe/Paris	average	Montpellier	43.61092
91.61356	07/20/2022, 00:00:00	Asia/Kolkata	average	Rangia	26.44931
-37.07167	19 Dec 2013	America/Maceio	good	Aracaju	-10.91111
8.2926	2014/06/25	Africa/Lagos	average	Kafanchan	9.58126
135.6	2012-11-04	Asia/Tokyo	building	Yao	34.61667
-85.76942	2014-06-28	America/Indiana/Indianapolis	average	Greenfield	39.78504
-63.90389	01 Apr 2019	America/Porto_Velho	maintenance	Porto Velho	-8.76194
12.84052	2021-06-25	Europe/Rome	maintenance	Portogruaro	45.78071
113.69785	11/14/2019, 00:00:00	Asia/Jakarta	good	Besuki	-7.73379
4.74161	02/26/2018, 00:00:00	Africa/Lagos	good	Ilesa	7.62789
27.02444	2020/04/15	Europe/Istanbul	accep	Edremit	39.59611
-45.94722	2018/07/10	America/Sao_Paulo	building	Alfenas	-21.42917
-79.59415	2015-10-18	America/Guayaquil	accep	Milagro	-2.13404
-116.21677	2019-01-04	America/Los_Angeles	excellent	Indio	33.7207
-75.87877	20 Mar 2013	America/Bogota	accep	Andes	5.6561
72.54064	2016-12-26	Asia/Karachi	accep	Sillanwali	31.82539
-77.37331	01/25/2014, 00:00:00	America/New_York	average	Mechanicsville	37.60876
-38.79084	09 Apr 2015	America/Bahia	average	Tucano	-10.95817
140.11667	06/29/2014, 00:00:00	Asia/Tokyo	accep	Inawashiro	37.56667
-1.32471	2014/06/09	Europe/London	excellent	Newbury	51.40148
107.60389	04/29/2016, 00:00:00	Asia/Jakarta	excellent	Pameungpeuk	-7.01833
144.23058	2019/06/03	Pacific/Port_Moresby	average	Mount Hagen	-5.85746
37.55	2021-02-24	Africa/Addis_Ababa	maintenance	Arba Minch	6.03333
-81.26367	09/04/2018, 00:00:00	America/New_York	average	Deltona	28.90054
103.61667	01/24/2022, 00:00:00	Asia/Jakarta	excellent	Jambi City	-1.6
34.3869	31 Aug 2018	Africa/Khartoum	excellent	Ar Ruseris	11.8659
104.64992	02/13/2019, 00:00:00	Asia/Bangkok	average	Kantharalak	14.64056
4.63031	2020/08/15	Europe/Paris	excellent	Arles	43.67681
33.2525	2013/08/15	Europe/Moscow	good	Valday	57.97472
122.9666	20 Aug 2020	Asia/Manila	good	Talisay	10.7375
-70.92866	2022-04-06	America/New_York	good	Peabody	42.52787
38.15035	11/11/2015, 00:00:00	Europe/Zaporozhye	average	Svatove	49.41029
60.70278	2018-01-08	Asia/Yekaterinburg	maintenance	Ozersk	55.75556
-7.32097	02/08/2020, 00:00:00	Europe/Lisbon	excellent	Custoias	41.1053
43.67663	26 Apr 2018	Europe/Moscow	accep	Nizhniy Lomov	53.53041
-74.07764	24 Sep 2019	America/New_York	average	Jersey City	40.72816
107.60627	05 Jul 2019	Asia/Irkutsk	excellent	Ulan-Ude	51.82721
-117.23991	2018-01-12	America/Los_Angeles	good	Opportunity	47.64995
13.28702	2017/05/05	Europe/Berlin	excellent	Dahlem	52.4581
-87.65644	03/24/2021, 00:00:00	America/Chicago	average	New City	41.80753
115.8614	03/01/2017, 00:00:00	Australia/Perth	good	Perth	-31.95224
-81.26367	08/30/2013, 00:00:00	America/New_York	good	Deltona	28.90054
137.95378	2013/01/02	Asia/Tokyo	maintenance	Ina	35.82756
2.95924	2014-03-16	Africa/Algiers	good	Cheraga	36.76775
-117.23991	2012-11-28	America/Los_Angeles	accep	Opportunity	47.64995
120.74221	2017-09-02	Asia/Shanghai	accep	Changshu City	31.64615
-4.1	30 Jul 2019	Europe/Paris	excellent	Quimper	48
18.69303	30 Oct 2017	Africa/Ndjamena	excellent	Mongo	12.18441
38.15035	2020-09-17	Europe/Zaporozhye	accep	Svatove	49.41029
135.6	2022/09/11	Asia/Tokyo	excellent	Yao	34.61667
-2.68758	09/25/2018, 00:00:00	Europe/London	excellent	Leyland	53.69786
-25.66689	2015-11-27	Atlantic/Azores	building	Ponta Delgada	37.74615
6.74549	24 Sep 2016	Europe/Berlin	average	Losheim	49.5099
104.09701	2022/09/22	Asia/Jakarta	accep	Simpang	-1.26424
-105.11221	2016/07/16	America/Denver	good	Ken Caryl	39.57582
-89.66123	2019/02/28	America/Merida	average	Progreso	21.28306
35.59642	04/17/2014, 00:00:00	Africa/Nairobi	average	Lodwar	3.11988
14.30935	2015/10/17	Europe/Rome	accep	Afragola	40.92298
-76.51552	30 Nov 2016	America/New_York	good	Rosedale	39.32011
-100.44843	22 Mar 2016	America/Mexico_City	average	Santa Rosa Jauregui	20.74122
151.07986	05/13/2020, 00:00:00	Australia/Sydney	average	Strathfield	-33.88096
-80.22588	2014/10/29	America/New_York	good	North Lauderdale	26.2173
-4.10734	2022-02-22	Europe/Madrid	accep	Puertollano	38.68712
47.3799	2018/10/31	Asia/Tehran	accep	Darreh Shahr	33.14447
117.33333	2013-05-30	Asia/Shanghai	accep	Taozhuang	34.85
-43.80139	2012/11/17	America/Sao_Paulo	excellent	Itabirito	-20.25333
-71.10077	12 Mar 2017	America/Santo_Domingo	accep	Santa Cruz de Barahona	18.20854
-81.56929	18 Sep 2019	America/New_York	accep	Collinwood	41.55838
-93.263	17 Jun 2021	America/Chicago	excellent	Columbia Heights	45.0408
6.26764	2018-02-27	Africa/Lagos	excellent	Yenagoa	4.92675
-76.70944	2018/02/03	America/Lima	maintenance	Chosica	-11.94306
-80.58556	2018/11/16	America/Havana	building	Corralillo	22.98212
78.40102	12/08/2020, 00:00:00	Asia/Kolkata	average	Chharra	27.9247
-81.23621	02 Apr 2016	America/New_York	maintenance	Lexington	33.98154
-73.9614	16 Oct 2012	America/Bogota	accep	El Copey	10.15031
-51.87389	12 Feb 2021	America/Sao_Paulo	excellent	Sarandi	-23.44361
0.93333	30 Apr 2018	Europe/London	excellent	East Dereham	52.68333
-99.73314	2018-06-25	America/Chicago	accep	Abilene	32.44874
-94.41551	04 May 2017	America/Chicago	maintenance	Independence	39.09112
-58.44417	09/16/2021, 00:00:00	America/Manaus	maintenance	Itacoatiara	-3.14306
-81.77285	07 Mar 2018	America/New_York	excellent	Clermont	28.54944
9.20427	06/17/2014, 00:00:00	Europe/Berlin	good	Reutlingen	48.49144
139.6853	10 May 2021	Asia/Tokyo	excellent	Shimotoda	35.815
1.53414	2019/11/23	Europe/Andorra	excellent	les Escaldes	42.50729
-37.07167	2019-02-10	America/Maceio	accep	Aracaju	-10.91111
120.03308	2013-09-01	Asia/Shanghai	excellent	Guli	28.88162
-77.70066	15 Dec 2014	America/New_York	maintenance	Gates-North Gates	43.16547
-72.27814	23 Jun 2022	America/New_York	excellent	Keene	42.93369
5.23333	2018/12/15	Europe/Amsterdam	average	Zeist	52.09
34.34691	02/18/2014, 00:00:00	Europe/Moscow	average	Petrozavodsk	61.78491
-37.07167	02/21/2018, 00:00:00	America/Maceio	average	Aracaju	-10.91111
21.32778	08 Aug 2015	Europe/Skopje	building	Saraj	42
-1.29772	2017-04-30	Europe/London	maintenance	Cowes	50.76306
-95.36969	2021-11-14	America/Chicago	building	Muskogee	35.74788
36.36339	2017-02-28	Africa/Nairobi	average	Nyahururu	0.03813
29.24152	2021/06/12	Africa/Johannesburg	average	Standerton	-26.93366
144.23058	2016-01-28	Pacific/Port_Moresby	average	Mount Hagen	-5.85746
88.1453	06 Jul 2017	Asia/Kolkata	average	Pujali	22.4711
-13.2356	2017/09/26	Africa/Freetown	average	Freetown	8.48714
8.91229	2013/10/16	Europe/Berlin	maintenance	Eppingen	49.13645
65.93249	2013/06/01	Asia/Kabul	building	Sar-e Pul	36.21544
-40.7475	12/02/2017, 00:00:00	America/Fortaleza	average	Guaraciaba do Norte	-4.16694
4.8951	2013/04/18	Europe/Paris	excellent	Valence	44.92801
55.4504	2013-07-24	Indian/Reunion	building	Saint-Denis	-20.88231
-96.72365	04 Mar 2017	America/Mexico_City	accep	Oaxaca	17.06542
78.25795	10/18/2019, 00:00:00	Asia/Kolkata	good	Tiruppuvanam	9.82564
-93.11308	2020-07-07	America/Mexico_City	building	Tuxtla	16.75973
111.50861	10 Jul 2015	Asia/Shanghai	good	Danjiangkou	32.54278
-48.62789	2016/09/11	America/Sao_Paulo	excellent	Caldas Novas	-17.74431
8.2926	2021-11-19	Africa/Lagos	accep	Kafanchan	9.58126
113.13148	05/18/2016, 00:00:00	Asia/Shanghai	excellent	Foshan	23.02677
-78.19444	2013/11/18	America/New_York	excellent	Front Royal	38.91817
38.28402	04 May 2016	Asia/Damascus	good	Tadmur	34.5624
24.43973	06/29/2017, 00:00:00	Africa/Lubumbashi	accep	Yangambi	0.76755
-83.2321	2014-08-31	America/New_York	average	Milledgeville	33.08014
-119.27337	18 Sep 2019	America/Vancouver	good	Vernon	50.26729
0.57856	08/13/2017, 00:00:00	Europe/Madrid	accep	Amposta	40.70995
17.10558	2018-03-26	Europe/Stockholm	good	Hudiksvall	61.72744
-5.53715	2016/12/13	Europe/London	good	Penzance	50.11861
5.03586	2016/03/10	Europe/Paris	excellent	Cavaillon	43.83125
-6.03731	27 Sep 2021	Europe/Madrid	excellent	San Juan de Aznalfarache	37.35813
88.28637	23 Apr 2018	Asia/Kolkata	maintenance	Pandua	23.07492
29.26639	2018-12-29	Europe/Istanbul	average	Serinhisar	37.58105
121.3152	30 May 2020	Asia/Manila	accep	Calauan	14.14989
117.65694	2013-10-22	Asia/Shanghai	maintenance	Laiwu	36.19278
76.11996	2015-03-01	Asia/Kolkata	building	Manjeri	11.12018
71.21169	2021-10-14	Asia/Kolkata	average	Amreli	21.59983
117.59152	2019-06-13	Asia/Makassar	average	Tarakan	3.31332
6.26667	23 Jul 2015	Europe/Berlin	accep	Schwalmtal	51.21667
-4.21376	06/16/2020, 00:00:00	Europe/London	accep	Rutherglen	55.82885
26.97253	2014-01-19	Europe/Kiev	average	Krasyliv	49.65186
100.24529	13 Nov 2020	Asia/Kuala_Lumpur	building	Batu Feringgi	5.4709
102.56365	06/14/2014, 00:00:00	Asia/Phnom_Penh	maintenance	Paoy Paet	13.65805
-52.35558	2014/01/06	America/Cuiaba	good	Nova Xavantina	-14.66463
150.99292	2017/05/13	Australia/Sydney	average	Baulkham Hills	-33.75881
38.12408	2012/11/19	Europe/Moscow	excellent	Bogoroditsk	53.77166
-77.43532	2022-02-08	America/Havana	maintenance	Media Luna	20.14298
-79.59415	23 Mar 2018	America/Guayaquil	building	Milagro	-2.13404
137.23333	05/09/2017, 00:00:00	Asia/Tokyo	building	Gero	35.8
-97.50417	2022-05-21	America/Matamoros	excellent	Heroica Matamoros	25.87972
3.87723	05/04/2018, 00:00:00	Europe/Paris	average	Montpellier	43.61092
77.9129	2018-09-14	Asia/Kolkata	excellent	Narwar	25.6439
120.5875	2018-04-29	Asia/Manila	building	La Trinidad	16.455
102.3278	2018/12/12	Asia/Kuala_Lumpur	excellent	Kampung Ayer Molek	2.2139
38.94324	28 Jul 2017	Europe/Moscow	excellent	Yablonovskiy	44.98901
25.8191	12 Jul 2021	Europe/Minsk	building	Novogrudok	53.5942
27.02444	2019/11/25	Europe/Istanbul	accep	Edremit	39.59611
-40.7475	2014-02-06	America/Fortaleza	maintenance	Guaraciaba do Norte	-4.16694
124.84472	2012/11/20	Asia/Manila	building	Maasin	10.13361
24.71204	2015/06/26	Europe/Sofia	average	Smolyan	41.57439
152.70493	2018/01/20	Australia/Brisbane	excellent	Maryborough	-25.54073
-73.95958	02/28/2017, 00:00:00	America/New_York	maintenance	Brighton Beach	40.57788
30.79165	02/03/2013, 00:00:00	Africa/Johannesburg	maintenance	Vryheid	-27.76952
43.2379	2019-07-02	Europe/Volgograd	average	Mikhaylovka	50.06
3.39467	2022-06-08	Africa/Lagos	good	Lagos	6.45407
-67.15407	2022/08/31	America/Puerto_Rico	accep	Aguadilla	18.42745
43.63417	2020/05/25	Europe/Moscow	average	Novopavlovsk	43.96222
-122.40433	03/12/2019, 00:00:00	America/Los_Angeles	maintenance	Visitacion Valley	37.71715
-84.23381	18 Jun 2014	America/New_York	average	Stockbridge	33.54428
68.75915	29 Sep 2014	Asia/Karachi	good	Khairpur Mir’s	27.52948
137.02166	04/04/2019, 00:00:00	Asia/Tokyo	excellent	Minokamo	35.48199
14.66737	09/29/2015, 00:00:00	Europe/Rome	excellent	Campobasso	41.55947
-0.91979	05/21/2018, 00:00:00	Europe/London	building	Lower Earley	51.42708
75.37991	2012/12/21	Asia/Kolkata	excellent	Deoli	25.75728
10.7	01/08/2014, 00:00:00	Africa/Douala	accep	Tonga	4.96667
125.51176	01/26/2021, 00:00:00	Asia/Shanghai	average	Dongfeng	42.64031
-122.2608	04/22/2020, 00:00:00	America/Los_Angeles	good	American Canyon	38.17492
9.40531	2019-03-25	Europe/Rome	excellent	Gorgonzola	45.53069
-74.38987	04/13/2014, 00:00:00	America/New_York	excellent	Scotch Plains	40.65538
-86.77917	07/01/2014, 00:00:00	America/Chicago	accep	Brentwood Estates	36.02506
77.23826	28 Mar 2016	Asia/Kolkata	average	Sathyamangalam	11.50526
77.23826	2019-10-22	Asia/Kolkata	average	Sathyamangalam	11.50526
-102.36764	11/09/2021, 00:00:00	America/Chicago	good	Odessa	31.84568
46.10925	2013-05-24	Europe/Moscow	good	Gudermes	43.35071
118.9707	2021/11/30	Asia/Makassar	accep	Majene	-3.5403
-51.87389	08 Aug 2016	America/Sao_Paulo	accep	Sarandi	-23.44361
42.7125	2020/03/28	Africa/Djibouti	average	'Ali Sabieh	11.15583
9.15214	05/29/2022, 00:00:00	Europe/Berlin	accep	Aschaffenburg	49.97704
-48.52333	2016-07-21	America/Belem	accep	Soure	-0.71667
76.0586	03/31/2021, 00:00:00	Asia/Kolkata	excellent	Hungund	16.06213
31.3237	02/19/2017, 00:00:00	Europe/Minsk	excellent	Dobrush	52.4089
9.5586	2019/05/17	Europe/Berlin	good	Schleswig	54.52156
12.6723	2014-11-04	Europe/Rome	average	Ariccia	41.72063
135.21667	03 Apr 2022	Asia/Tokyo	good	Sasayama	35.06667
-120.45794	16 Apr 2022	America/Los_Angeles	excellent	Lompoc	34.63915
8.73812	07/18/2020, 00:00:00	Europe/Paris	average	Ajaccio	41.91886
43.67663	2016/03/09	Europe/Moscow	average	Nizhniy Lomov	53.53041
86.79271	2018-11-08	Asia/Kolkata	accep	Madhipura	25.92127
-88.27205	2018-10-03	America/Chicago	average	Kaukauna	44.27804
36.73307	27 Jan 2020	Europe/Moscow	good	Naro-Fominsk	55.38752
4.62744	2017/08/29	Africa/Algiers	good	El Achir	36.06386
-73.78458	04/09/2018, 00:00:00	America/New_York	maintenance	Scarsdale	41.0051
-4.0573	08 Jun 2018	Europe/London	building	Viewpark	55.82737
-40.7475	15 Aug 2019	America/Fortaleza	excellent	Guaraciaba do Norte	-4.16694
73.38333	2017-01-13	Asia/Karachi	good	Sangla Hill	31.71667
77.0202	2022-06-18	Asia/Almaty	average	Otegen Batyra	43.41949
-48.29694	2020/11/20	America/Sao_Paulo	good	Viradouro	-20.87306
21.32778	20 Jan 2018	Europe/Skopje	excellent	Saraj	42
117.27583	2015-07-21	Asia/Shanghai	excellent	Sishui	35.64889
-119.27337	2016/12/03	America/Vancouver	maintenance	Vernon	50.26729
-3.52751	03 Jan 2016	Europe/London	accep	Exeter	50.7236
25.8191	2018-08-06	Europe/Minsk	excellent	Novogrudok	53.5942
15.46667	30 Jan 2021	Europe/Vienna	accep	Sankt Peter	47.05
-53.13722	19 Jul 2019	America/Sao_Paulo	excellent	Loanda	-22.92306
-13.68778	11/01/2014, 00:00:00	Africa/Conakry	maintenance	Camayenne	9.535
-117.70755	02/27/2018, 00:00:00	America/Los_Angeles	average	Laguna Niguel	33.52253
100.48528	2018-02-22	Asia/Bangkok	excellent	Bang Ban	14.37395
5.74861	12/09/2012, 00:00:00	Europe/Amsterdam	good	Emmeloord	52.71083
-82.42491	09/14/2015, 00:00:00	America/Detroit	building	Port Huron	42.97086
-3.05814	10/10/2015, 00:00:00	Europe/London	average	Rhosllanerchrugog	53.00974
38.12408	10 Dec 2019	Europe/Moscow	good	Bogoroditsk	53.77166
-76.88442	2018/10/22	America/New_York	average	Harrisburg	40.2737
86.00214	2015/03/28	Asia/Urumqi	good	Hoxtolgay	46.51872
73.7553	25 Oct 2017	Asia/Kolkata	good	Calangute	15.5439
109.3243	19 Aug 2016	Asia/Jakarta	accep	Randudongkal	-7.0981
14.72443	2019/04/30	Europe/Rome	excellent	Ragusa	36.92574
115.70111	2014-01-31	Asia/Shanghai	average	Hengshui	37.73222
-72.86843	26 Jul 2021	America/New_York	accep	East Haven	41.27621
73.7553	2021/09/19	Asia/Kolkata	excellent	Calangute	15.5439
76.0586	12/26/2015, 00:00:00	Asia/Kolkata	excellent	Hungund	16.06213
91.84128	2013/06/01	Asia/Dhaka	maintenance	Manikchari	22.83957
-120.43572	03/04/2016, 00:00:00	America/Los_Angeles	excellent	Santa Maria	34.95303
8.91229	25 Sep 2013	Europe/Berlin	average	Eppingen	49.13645
10.18003	28 May 2019	Africa/Tripoli	building	Ghat	24.96334
-72.22625	20 Sep 2013	America/Port-au-Prince	building	Croix-des-Bouquets	18.57677
145.06667	2022/08/31	Australia/Melbourne	maintenance	Carnegie	-37.88333
-2.09814	2021/10/07	Europe/London	accep	Aberdeen	57.14369
9.40531	2021/06/18	Europe/Rome	average	Gorgonzola	45.53069
9.32241	2013/10/19	Europe/Rome	average	Chiavari	44.31771
-69.08333	2013-07-22	America/Lima	good	Yunguyo	-16.25
-48.52333	2017/04/27	America/Belem	average	Soure	-0.71667
4.62744	10/01/2014, 00:00:00	Africa/Algiers	average	El Achir	36.06386
40.74357	2017/10/25	Europe/Istanbul	good	Mardin	37.31309
38.28402	2020-08-05	Asia/Damascus	good	Tadmur	34.5624
-84.50855	2015-04-04	America/New_York	average	Covington	39.08367
-100.88023	2017-02-06	America/Mexico_City	building	Salvatierra	20.21322
-101.2591	11/19/2020, 00:00:00	America/Mexico_City	maintenance	Guanajuato	21.01858
-87.66561	16 May 2013	America/Chicago	good	Lower West Side	41.8542
-1.86343	11 Jun 2021	Europe/Madrid	accep	Caravaca	38.10558
-89.99038	2021/05/22	America/Chicago	building	Fairview Heights	38.58894
75.35927	03 Sep 2015	Asia/Kolkata	good	Talipparamba	12.04161
-89.10944	2015-08-14	America/El_Salvador	good	Ilopango	13.70167
2.95924	2022/09/20	Africa/Algiers	excellent	Cheraga	36.76775
8.96317	01 Jun 2013	Europe/Berlin	maintenance	Hechingen	48.35149
24.14662	2022/01/27	Europe/Helsinki	average	Tornio	65.84811
-80.38297	2017/03/17	America/Toronto	average	Norfolk County	42.8334
8.77155	01 Sep 2015	Europe/Berlin	average	Karben	50.23019
34.34691	2016/12/30	Europe/Moscow	accep	Petrozavodsk	61.78491
139.6853	2017/03/01	Asia/Tokyo	average	Shimotoda	35.815
-50.00639	01/11/2017, 00:00:00	America/Sao_Paulo	excellent	Palmeira	-25.42944
-68.30472	2020-04-22	America/Caracas	excellent	Tinaquillo	9.91861
43.83992	10/25/2017, 00:00:00	Europe/Moscow	excellent	Arzamas	55.39485
43.2379	05/20/2020, 00:00:00	Europe/Volgograd	accep	Mikhaylovka	50.06
137.4	2021/07/19	Asia/Tokyo	excellent	Toyokawa	34.81667
32.86389	20 Apr 2013	Europe/Moscow	excellent	Roslavl’	53.95278
86.51499	2018/10/10	Asia/Kolkata	average	Kenda	23.1959
9.29109	2020-11-04	Europe/Rome	accep	San Giuliano Milanese	45.39402
-48.67028	15 Feb 2017	America/Sao_Paulo	good	Imbituba	-28.24
-88.31476	2015/07/10	America/Chicago	accep	Murray	36.61033
121.12251	26 Nov 2021	Asia/Manila	good	Antipolo	14.62578
-122.38731	11/04/2012, 00:00:00	America/Los_Angeles	accep	Troutdale	45.53929
130.94098	2015/06/08	Asia/Tokyo	good	Hita	33.3213
130.57211	2020/02/17	Asia/Shanghai	average	Boli	45.75279
47.1192	06 Dec 2020	Europe/Moscow	excellent	Buynaksk	42.819
19.91667	2018/07/29	Africa/Luanda	average	Luena	-11.78333
141.95	04/25/2016, 00:00:00	Asia/Tokyo	good	Yamada	39.46667
8.52462	11/01/2020, 00:00:00	Europe/Zurich	average	Adliswil	47.30997
-113.3187	2021/07/11	America/Edmonton	good	Sherwood Park	53.51684
-94.41551	04/16/2015, 00:00:00	America/Chicago	accep	Independence	39.09112
29.00974	2017/01/18	Africa/Johannesburg	maintenance	Mokopane	-24.19436
17.10558	2014/11/11	Europe/Stockholm	excellent	Hudiksvall	61.72744
-91.58045	2017-09-16	America/Chicago	good	Coralville	41.6764
9.72749	25 May 2015	Europe/Berlin	excellent	Ehingen	48.28259
3.39467	30 Apr 2021	Africa/Lagos	excellent	Lagos	6.45407
123.62494	2019-12-30	Asia/Manila	excellent	Masbate	12.37169
85.83334	2014-11-06	Asia/Kolkata	maintenance	Bhuban	20.88197
86.68363	2017-02-08	Asia/Kolkata	maintenance	Adra	23.49668
-43.80139	2014/04/15	America/Sao_Paulo	accep	Itabirito	-20.25333
43.67663	22 Nov 2016	Europe/Moscow	excellent	Nizhniy Lomov	53.53041
-2.68333	14 May 2018	Europe/Madrid	maintenance	Gernika-Lumo	43.31667
12.53463	22 May 2019	Europe/Copenhagen	accep	Frederiksberg	55.67938
11.32903	01 Dec 2019	Europe/Berlin	building	Weimar	50.9803
76.35484	10 Jun 2013	Asia/Kolkata	accep	Alwaye	10.10649
16.4	05/13/2020, 00:00:00	Europe/Vienna	good	Floridsdorf	48.25
28.67582	07/06/2017, 00:00:00	Europe/Istanbul	excellent	Yakuplu	40.98894
-76.51552	2015-06-27	America/New_York	accep	Rosedale	39.32011
-94.41551	18 Jun 2019	America/Chicago	maintenance	Independence	39.09112
-71.8023	2015-04-08	America/New_York	excellent	Fitchburg	42.58342
-91.06177	2021-05-03	America/Chicago	maitennce	Greenville	33.41012
34.75699	07/15/2020, 00:00:00	Asia/Jerusalem	average	Rahat	31.39547
113.82465	06/19/2019, 00:00:00	Asia/Shanghai	good	Licheng	23.29549
37.73333	02/07/2017, 00:00:00	Africa/Dar_es_Salaam	excellent	Same	-4.06667
4.92235	04 Apr 2016	Africa/Lagos	excellent	Efon-Alaaye	7.65649
12.16179	04/11/2018, 00:00:00	Europe/Berlin	average	Landshut	48.52961
38.94324	2017/12/15	Europe/Moscow	building	Yablonovskiy	44.98901
-0.29825	2022-02-09	Europe/London	good	Surbiton	51.39148
9.5586	2021-06-14	Europe/Berlin	average	Schleswig	54.52156
-58.44417	2018-09-10	America/Manaus	good	Itacoatiara	-3.14306
109.3243	2022/07/11	Asia/Jakarta	maintenance	Randudongkal	-7.0981
121.96361	2021-04-19	Asia/Manila	building	Recodo	6.95194
-0.76667	2016-05-15	Europe/London	excellent	Gainsborough	53.38333
-88.81395	2015/10/09	America/Chicago	excellent	Jackson	35.61452
-1.325	02/14/2022, 00:00:00	Europe/Madrid	good	Jumilla	38.47917
5.22778	2020-06-09	Europe/Amsterdam	excellent	Culemborg	51.955
-1.60452	27 Dec 2017	Europe/Madrid	good	Tudela	42.06166
-63.90389	26 Jul 2016	America/Porto_Velho	good	Porto Velho	-8.76194
137.4	2015/12/19	Asia/Tokyo	building	Toyokawa	34.81667
30.98551	2021-08-03	Africa/Kampala	accep	Paidha	2.41669
121.96361	12/09/2019, 00:00:00	Asia/Manila	excellent	Recodo	6.95194
30.91105	15 Dec 2018	Africa/Kampala	maintenance	Arua	3.02013
76.56719	2018/09/18	Asia/Kolkata	good	Aklera	24.41288
123.89071	29 Mar 2020	Asia/Manila	maintenance	Cebu City	10.31672
122.08333	27 Mar 2016	Asia/Shanghai	excellent	Ulanhot	46.08333
33.34864	10/07/2013, 00:00:00	Europe/Kiev	building	Nova Kakhovka	46.75451
-74.96933	2021-01-24	America/New_York	average	Sicklerville	39.71734
55.4504	06/05/2018, 00:00:00	Indian/Reunion	maintenance	Saint-Denis	-20.88231
8.96317	04 Jul 2013	Europe/Berlin	building	Hechingen	48.35149
