PAHs	H2CO	latitude	O3	CH4	CFCs	PM2.5	SO2	Pb	longitude	NOx	C2H3NO5	TEMP	PM10	CO	warning	PRES	NH3
9.57526	43.50640	50.76306	9.43721	6.64913	29.16250	4.34969	9.72587	48.69668	-1.29772	7.47858	7.02331	30.04546	9.87775	2.87750	1.00000	1137.58362	11.54654
7.44356	40.97943	50.23019	9.53921	6.83809	59.49635	5.50984	8.36321	54.36605	8.77155	7.13447	2.84551	6.12190	8.95439	6.45077	1.00000	1168.30907	10.78500
8.17462	47.24165	20.74122	7.65828	9.66990	32.77137	7.13479	9.15368	78.40556	-100.44843	10.63078	2.83614	14.38792	8.91264	7.47153	0.00000	1127.26807	7.56374
10.65559	52.45198	41.8542	7.30627	10.67279	48.34422	8.81101	7.00661	48.76071	-87.66561	8.57127	4.18880	10.03735	9.31974	7.84198	0.00000	1126.47743	9.21828
9.04852	57.72322	12.74482	8.28772	7.33298	42.13760	6.83667	9.73256	46.27137	4.52514	9.19461	4.72177	8.95322	9.45217	10.14159	0.00000	1084.02386	5.72586
8.05136	47.88144	43.67681	10.16954	12.75562	43.91753	8.86079	3.11771	42.64415	4.63031	10.56614	0.60103	32.35402	6.37712	5.52852	0.00000	1062.68011	7.15673
10.48134	46.36521	43.1009	8.32424	9.35860	42.76925	11.04425	8.22960	60.89610	-75.23266	8.64154	3.30364	14.93291	8.96734	9.20816	1.00000	1173.82918	9.96036
9.86631	43.90398	45.53069	8.71273	6.30937	55.67694	8.82603	9.50245	44.43980	9.40531	10.83845	8.52162	29.22531	10.07507	8.12220	0.00000	1145.42644	10.67693
8.86417	54.58385	50.23271	10.20669	8.52964	59.74060	7.09180	6.40028	54.53681	12.87117	7.59571	1.06165	33.22164	7.60687	8.42439	1.00000	1157.45190	12.10923
9.21640	54.60165	47.30997	9.21440	11.62411	31.30381	8.24312	5.33941	30.26459	8.52462	10.26907	1.94390	21.37233	8.59592	6.34075	0.00000	1057.81480	7.73179
9.50668	39.08018	46.75451	5.71392	9.29816	41.77407	11.55961	4.08573	49.98975	33.34864	6.98285	2.08005	7.94244	8.59169	12.91647	1.00000	1174.97611	10.49265
10.89307	50.43133	35.82756	9.49590	10.85229	36.91228	9.57566	6.98694	48.66910	137.95378	6.69212	9.99146	11.22770	10.24291	10.96442	1.00000	1134.98822	10.74344
7.54487	54.56926	37.65181	8.58620	6.62350	52.40171	6.99021	8.23758	47.80897	120.33063	7.44921	0.17313	16.27166	6.12584	5.99467	1.00000	1061.39327	11.46426
9.84273	49.12220	48.98994	8.40290	9.56027	34.66696	10.23884	6.98125	59.68572	2.1699	7.22983	4.85085	9.80118	9.43855	9.69780	1.00000	1128.66460	10.22540
9.25755	55.63237	37.58105	8.96457	10.47678	49.91618	9.59392	6.33732	62.98468	29.26639	8.22228	7.47108	-5.46618	9.94663	8.57207	1.00000	1183.36806	10.46060
7.64461	59.47062	37.58105		9.06186	49.05691	6.60127	8.81341	29.41378	29.26639	11.04479	0.29175	8.76729	6.19978	9.26348	0.00000	1131.03838	6.46141
7.83783	53.96121	44.89784	7.96653	5.98012	67.39909	9.91153	5.67791	55.69529	8.86374	12.02140	8.06661	6.76024	10.03235	6.80405	0.00000	1082.54808	14.91006
9.58586	51.24318	21.01858	8.49131	9.95426	54.56923	9.38448	6.83882	32.52873	-101.2591	5.51195	3.67504	21.29028	9.19435	10.24657	1.00000	1140.17580	10.03698
9.00426	61.10734	52.26083	7.83600	11.54910	62.53424	8.67957	6.13656	24.41399	7.00417	5.63229	0.89554	24.62531	7.56810	12.57347	1.00000	1104.79827	9.77794
9.37145	40.71555	11.15583	9.76562	8.98322	61.32508	8.72313	4.77358		42.7125	7.90023	1.62979	-3.57792	8.38503	11.14485	1.00000	1074.73921	10.37014
7.80529	59.08491	40.55851	7.05392	10.03396	75.95775	8.25818	6.81817	29.92303	17.80774	10.43977	5.85466	21.98274	9.70927	7.79232	0.00000	1161.16249	7.85604
10.10030	34.36530	40.68066	7.53686	9.95635	76.36608	10.15564	9.05812	63.35338	-73.47429	6.76436	2.07751	5.92380	8.51410	9.52930	1.00000	1075.83014	11.17873
8.97990	65.69326	47.4943	10.26926	9.93005	51.05225	5.37408	8.86915	53.10439	-122.24092	9.60093	2.90313	16.34021	8.98955	6.74114	0.00000	1154.82230	6.86676
8.67220	60.46813	31.28092	7.70224	5.60312	63.24023	5.24431	7.63525	44.18306	74.85849	7.54386	3.06164	12.36130	8.92017	7.79061	1.00000	1125.72010	11.50478
8.12056	49.66872	48.77275	8.41121	8.39976	40.69909	4.48940	10.73351	57.57660	5.16108	7.33061	7.59697	4.15836	9.96729	8.31461	0.00000	1162.03487	6.42986
8.71657	46.38778	33.93113	8.81432	10.42525	41.80266	9.11504	8.10611	54.24644	-117.54866	6.15998	1.91695	-1.21086	8.53102	9.36271	1.00000	1131.88561	10.29857
7.52132	39.00268	23.07492	8.20567	10.29774	43.28852	10.63424	7.85408	45.46556	88.28637	7.98658	2.72555	16.66384	8.95156	10.30719	1.00000	1149.18897	11.16973
8.97956	50.65861	45.53069	9.93433	11.70404	49.59220	7.44270	9.36255	29.91187	9.40531	4.63809	1.29637	0.47287	7.66031	10.03527	1.00000	1158.92493	9.37157
8.48883	23.69281	14.8361	11.10205	7.44899	59.96803	5.78901	8.31462	48.65539	120.97844	7.33652	1.05887	14.52529	7.13679	5.89050	1.00000	1132.26535	9.87542
9.48247	52.55443	-10.91111	7.48980	11.76430	25.34501	9.62981	7.27204	52.63635	-37.07167	8.11298	1.51281	24.60040	8.39313	11.63498	1.00000	1157.27025	11.12554
7.95312	53.53719	-8.28333	6.93990	7.88558	53.97480	9.60223	5.93637	64.09374	-35.03333	8.00248	21.47690	23.37160	11.00483	9.74288	1.00000	1151.11228	8.46779
8.05427	44.80965	35.815	8.07677	10.68380	41.74006	10.06749		61.12884	139.6853	9.12244	1.25361	21.12734	7.73338	9.88589	1.00000	1171.51760	9.92231
10.00399	45.74202	21.28306	9.95737	9.17991	31.61449	9.42070	5.37469	59.87835	-89.66123	7.64625	5.80499	18.84164	9.72191	11.08186	1.00000	1073.97497	8.73081
8.76358	39.64844	34.08565	9.56903	9.75840	79.04737	10.20375	6.57203	47.53763	74.80555	4.86670	1.41922	25.15145	8.01527	12.43289	1.00000	1130.35853	10.02729
9.72497	85.20814	14.14989	9.39207	10.26651	50.23467	10.50821	6.90880	26.19016	121.3152	7.44079	1.11108	29.56915	7.59351	12.11207	1.00000	1167.22528	9.90609
9.21946	38.74033	25.49043	10.25151	8.20812	65.30805	7.05029	8.15975	62.59581	85.94001	8.33253	1.09876	26.02876	7.61937	9.79878	0.00000	1111.00249	6.55797
9.34281	49.34017	48.49144	7.89773	10.73351	50.28682	8.16950	8.53669	52.49586	9.20427	9.19551	1.49978	10.28955	8.18731	7.03220	0.00000	1162.15183	8.99755
8.15887	51.19688	18.57677	9.62802	6.08254	47.91627	11.86412	7.90580	62.04949	-72.22625	8.24620	1.75133	10.03063	8.27520	7.19611	0.00000	1196.03613	12.37528
8.01264	33.93640	42.06166	9.01954	9.48463	51.08580	9.55484	6.41877	34.92258	-1.60452	13.65095	2.05921	9.75426	8.41191	8.35638	0.00000	1051.46590	7.34448
10.62356	47.34913	12.74482	7.95502	9.41372	52.87306	10.33940	7.55401	68.37182	4.52514	6.54176	4.80478	6.21253	9.47247	10.37799	1.00000	1191.70734	9.71553
9.24261	68.46396	-16.25	9.39209	9.26830	40.56817	11.32495	8.21938	60.18099	-69.08333	8.63183	1.83404	15.38588	8.35108	9.93682	0.00000	1086.26421	10.38085
10.32651	51.92742	35.48199	8.14184	12.60078	37.44978	6.96422	7.55220	42.73798	137.02166	5.83083	3.43984	16.50791	9.08183	10.11274	1.00000	1104.57329	9.48013
7.68235	44.46775	-0.71667	6.80103	8.22356	28.88620	8.74910	10.43658	50.76796	-48.52333	8.43701	5.01815	20.21577	9.46501	7.87607	0.00000	1150.10621	5.66820
9.49895	47.57818	25.67927	8.90848	10.34293	64.14564	9.56021	9.00826	34.24576	-80.31727	7.13762	0.44811	-0.53935	6.96374	9.80846	1.00000	1070.74530	10.25241
7.24305	63.27114	48.98994	8.73213	7.12749	36.56381	11.05611	6.90158	81.78168	2.1699	9.42079	0.39019	10.26600	6.80688	6.90544	0.00000	1164.25599	11.09168
8.70306	51.15668	50.7236	7.32294	7.95052	40.04825	8.58925	7.01906	54.24679	-3.52751	11.44160	1.27675	26.17969	8.15999	10.00655	0.00000	1087.45407	6.38491
8.54752	56.15344	50.26729	9.33628	10.90888	41.70039	10.16724	6.05662	52.63824	-119.27337	8.71591	1.77535	-3.92313	8.26901	11.16176	1.00000	1132.13041	10.59142
7.58707	55.05548	53.37596	9.84139	8.12249	59.21909	7.20379	8.58971	40.13727	51.3452	12.13836	5.72712	16.76329	9.67525	8.74472	0.00000	1136.41654	6.57994
10.17510	31.61878	36.61033	7.98764	11.28764	34.94439	9.19692	8.39408	51.39177	-88.31476	8.38671	1.24825	16.67581	8.06970	9.66622	1.00000	1102.48031	9.77366
10.21941	48.06468	48.98994	8.83395	7.99637	48.98884		9.19668	46.88515	2.1699	10.51391	0.98972	21.37873	7.71605	9.39443	0.00000	1105.66707	5.81869
6.92099	58.84642	50.23805	8.34167	5.64075	37.58634	9.74858	7.88830	41.81991	8.86704	11.20257	3.76991	15.09891	9.16686	7.85584	0.00000	1087.19540	11.89209
9.19993	35.47222	39.71734	8.61503	6.84362	36.66019	8.51275	6.43587	48.04705	-74.96933	7.41505	3.90046	35.38842	9.24654	10.02617	1.00000	1116.93000	10.86437
8.67645	35.20066	48.25	8.79559	7.47681	59.07659	11.61659	7.90704	46.42453	16.4	10.44770	0.64289	-6.41028	7.41703	7.61122	0.00000	1081.23387	10.40032
8.90862	61.91349	-33.75881	8.45066	7.34343	46.95812	8.72001	7.41287	27.75696	150.99292	11.83313	3.69537	0.83610	9.20845	7.84448	0.00000	1180.72133	10.92242
7.57619	38.50562	28.90054	9.57467	9.23588	32.05138	8.20919	8.72528	63.21177	-81.26367	11.20713	6.20411	22.77824	9.72038	8.09959	0.00000	1152.77842	7.73699
9.39814	65.82721	56.03361	9.48591	4.49709	39.07296	12.70198	6.29941	63.51321	35.96944	10.48670	1.73937	9.55815	8.31390	6.57633	0.00000	1082.46667	14.51111
9.39829	57.17912	42.06166	7.41226	10.52231	50.58254	8.06290	9.45766	39.00682	-1.60452	5.04050	1.68194	20.32522	8.24031	8.88194	1.00000	1092.30177	9.19976
8.91074	55.73050	16.75973	9.95443	9.78788	73.17702	9.40020	6.97668	67.53184	-93.11308	6.09901	4.29207	17.06668	9.34560	9.60044	1.00000	1057.83422	9.56617
9.16966	64.74427	40.64621	9.39004	10.02124	44.33261	8.62280	9.46751	32.77278	-73.97069	4.72355	6.64230	14.43545	9.80262	8.66271	1.00000	1076.84918	9.74507
8.17516	59.84266	44.92801	10.54410	9.16556	62.99262	10.92189	5.78309	53.04843	4.8951	5.31328	1.94420	20.38033	8.41083	13.61823	1.00000	1148.93230	9.68827
9.11176	46.57933	-8.76194	7.45175	8.88235	27.80390	11.27850	6.29191	37.80212	-63.90389	8.73060	2.10997	5.77685	8.36760	9.57892	1.00000	1130.42055	10.38990
7.65590	55.17926	34.65918	8.01969	11.17852	77.67164	9.35492	6.27041	46.32373	109.22921	8.39026	6.41973	10.77489	9.73430	9.11722	1.00000	1147.12470	11.57569
8.92761	49.40996	34.65918	7.35594	10.97566	62.18628	9.16457	7.22766	63.07881	109.22921	12.70376	1.70309	14.00464	8.13769	6.72840	0.00000	1169.33065	8.94390
7.99813	28.43757	5.27247	8.32295	8.67261	21.19495	11.98685	5.57525	56.68062	-3.59625	9.13938	6.06894	26.12480	9.73100	10.13672	1.00000	1051.80240	10.41402
9.84419	57.68983	14.14989	8.64030	9.46330	57.20190	6.70765	8.15877	44.59482	121.3152	11.51257	2.15362	5.36362	8.60741	7.77620	0.00000	1179.72301	6.03584
8.72637	45.42813	53.53395	8.44775	7.89252	56.64004	11.68155	6.83391	50.88225	33.72798	10.16495	2.83884	18.06937	8.86773	7.84233	0.00000	1196.14049	10.00575
8.53348	41.23363	36.92574	8.29536	7.37198	48.98747	7.38913	9.57566	48.92965	14.72443	12.96819	2.17919	21.22535	8.61711	9.14005	0.00000	1151.89428	9.70308
8.16116	25.11847	-20.88231	8.03613	6.55959	55.81255	12.36618	8.31337	56.02335	55.4504	9.06094	1.13717	17.11606	7.96708	7.83996	0.00000	1054.61990	10.42097
7.56013	43.23467	7.65649	9.44249	9.49804	63.55931	10.39039	6.71641	38.55352	4.92235	11.54068	1.61437	3.22639	8.19834	7.77101	0.00000	1176.61010	9.48904
6.59288	64.31097	32.05971	8.13065		78.64960	9.61447	7.04469	55.63004	34.8732	7.03954	3.54052	26.20974	9.06542	9.84799	1.00000	1118.89983	10.61369
7.64752	65.24514	65.93381	9.27286	10.25962	65.53565	9.56472	6.93964	62.68603	111.4834	6.69670	2.31238	19.28010	8.75357	10.37880	1.00000	1056.61798	10.01741
9.40554	38.69786	8.88649	8.27517	6.30908	44.39113	5.43094	8.72765	48.19759	2.59753	7.51563	3.25547	3.31737	8.99379	4.82594	1.00000	1178.13002	11.67074
8.00082	51.60290	9.58126	7.35399	10.99398	60.79406	8.18286	5.92015	67.83393	8.2926	6.71715	2.44367	7.51606	8.50278	8.68817	1.00000	1183.03669	9.45713
8.10223	36.61376	33.37526	8.34765	5.79877	84.36472	5.68867	8.76013	45.89815	74.3092	7.55814	10.59282	23.03745	10.32031	4.85952	1.00000	1131.63125	12.08366
10.06999	22.22463	44.43579	8.49441	6.26370	58.77299	9.86989	7.34730	55.88719	26.01649	10.48937	1.43688	6.91274	8.31042	7.95247	0.00000	1062.32151	11.61012
9.49451	64.52489	8.62261	7.74270	9.35712	21.35198	10.71155	7.99556	46.32467	-70.20749	7.43407	1.52213	11.57514	8.18441	10.64274	1.00000	1118.45315	9.43090
8.31811	51.05973	0.76755	8.47988	8.27443	68.37641	8.44634	8.89216	21.77959	24.43973	10.63282	0.97248	5.97012	7.21763	9.13850	0.00000	1087.45595	7.19562
9.72294	64.79511	22.98212	10.00675	11.34745	55.16184	7.74779	7.00646	63.32413	-80.58556	9.56260	6.69645	33.87606	9.86664	5.94888	0.00000	1191.72712	8.68925
10.11731	72.33956	40.49748	10.50974	7.27745	38.34374	7.86092	7.35338	48.01402	44.7662	7.20443	1.46010	13.26891	8.18887	8.92419	1.00000	1051.18754	8.09706
9.83684	42.40434	10.31672	8.15872	7.61045	54.24140	6.32210	8.72097	55.60418	123.89071	7.10903	1.63519	17.61541	8.31775	5.70615	1.00000	1117.45063	8.97406
7.82120	54.28762	48.8765	10.03968	7.77644	50.02309	7.11469	6.96226	72.89858	2.18967	7.26326	1.69337	10.35598	8.51781	8.68469	1.00000	1141.83993	11.72591
9.91202	66.76406	42	8.35665	10.93153	68.34014	8.69040	5.70132	51.29673	21.32778	7.49385	1.13953	29.18539	8.11439	9.67279	1.00000	1126.56853	9.00967
10.19728	41.69520	-8.99167	8.82575	6.33845	25.56188	7.13230	9.13139	67.55107	125.21972	7.58308	7.05483	25.14351	9.89768	4.95075	1.00000	1083.95779	6.02416
7.52514	47.33310	51.12794	8.15760	9.29655	53.56997	6.89696	7.10111	64.72692	4.21372	7.30881	1.87101	13.68297	8.41219	7.17596	1.00000	1051.40333	10.71325
8.63063	64.78277	40.92298	7.67607	7.92931	59.35058	8.84092	7.26114	37.17421	14.30935	7.68763	1.08823	10.15851	7.60491	7.50419	1.00000	1135.38659	9.44071
9.31818	41.74895	48.73218	9.84261	9.20797	54.86352	7.20373	7.92653	29.14843	11.18709	12.59681	2.01093	23.65903	8.45349	8.13122	0.00000	1175.92475	5.29121
8.95357	45.84601	8.43333	9.16579	9.52277	48.33090	11.83207	7.62125	52.80344	99.96667	11.17956	4.12018	0.30525	9.28786	8.49067	1.00000	1117.45674	10.90869
9.20325	49.16852	9.3337	9.48303	8.76917	70.36907	7.54012	7.28503	53.37998	122.8637	8.12217	3.19020	24.08144	9.11175	5.91870	1.00000	1075.27362	9.55108
7.39267	27.67965	37.71715	9.85724	9.91142	47.45449	10.99313	6.96281	64.81239	-122.40433	7.29299	8.74332	7.57580	10.11323	11.84746	1.00000	1068.27097	10.88358
8.80002	57.49938	51.44889	7.38350	10.63814	5.26377	9.18858	5.61068	39.79311	5.51978	7.30957		19.69204	8.91637	10.68580	1.00000	1132.79415	9.32979
8.25944	57.11197	9.15093	9.50403	7.16285	51.12868	11.10437	7.17851	47.39703	-79.62098	10.24075	4.96144	11.43826	9.45607	7.02309	0.00000	1160.04260	10.36295
7.78267	67.48276	6.03333	7.89467	8.81726	31.51590	5.25499	7.23210	17.57082	37.55	7.83585	10.65632	17.37974	10.29466	7.22948	0.00000	1113.54978	7.12130
10.53526	39.07738	34.63915	8.94688	8.52585	46.99210	6.89679	9.89635	62.53531	-120.45794	9.08485	9.16687	14.98724	10.13358	8.31944	0.00000	1162.21047	7.84197
8.40866	61.47180	-5.85746	9.44886	11.17993	72.72204	9.90572	8.56113	51.06256	144.23058	8.54008	1.48354	28.82024	8.24517	10.48637	1.00000	1190.54062	10.65361
9.71653	57.92102	31.92923	7.70759	11.24067	51.53549	8.47780	7.41395	40.11783	34.86563	5.62375	4.83471	22.95079	9.47711	11.02249	1.00000	1067.61661	9.41555
8.99656	48.85567	39.59611	8.38806	8.04918	58.30822	6.49517	7.34580	60.33184	27.02444	7.22347	0.99991	2.79287	7.58642	8.17229	1.00000	1053.71475	9.83739
9.16581	49.03893	10.31672	10.55946	10.01503	34.47403	10.33965	6.57186	76.43171	123.89071	8.04445	1.02751	4.00972	7.69248	9.38805	1.00000	1104.88088	10.34689
9.55504	47.93536	51.42708	9.54331	7.75520	56.76004	7.69219	7.56370	47.80303	-0.91979	7.62616	0.66106	7.25507	7.52791	7.08020	1.00000	1182.86902	8.86345
9.02963	69.96957	20.21322	10.82013	7.63651	73.99538	9.07790	5.96622	42.22504	-100.88023	10.88175	0.89466	7.90543	7.96332	6.63440	0.00000	1073.12254	13.49821
11.02508	60.35243	41.8542	7.91417	9.53186	45.98052	10.64898	7.71776	35.39651	-87.66561	11.59287	4.84584	21.06011	9.46161	8.84417	0.00000	1155.64816	7.76426
9.07597	49.50588	26.32293	8.71293	6.37684	27.44439	13.74446	7.59978	52.46212	91.00632	8.97694	9.07339	19.74585	10.11983	8.32188	1.00000	1197.07783	10.32628
9.31628	32.76762	40.57788	8.06467	9.95962	63.32784	8.79282	7.92590	32.70934	-73.95958	4.56103	1.05405	14.01129	7.54738	9.87206	1.00000	1108.37192	9.53410
8.94074	39.81110	-6.8	10.17281	10.03808	45.72788	8.14852	6.41041	36.41345	39.25	11.33129	5.80942	14.78175	9.71941	7.83631	0.00000	1072.95594	6.36987
7.77992	43.18907	36.06386	10.22427	5.17085	52.73707	11.02230	8.75482	45.73314	4.62744	9.94432	3.06915	27.14622	8.93444	7.81253	0.00000	1165.95430	9.50430
9.20610	61.40253	31.78336	9.18124	11.89691	54.96300	7.54505	7.11823	46.13471	35.23388	11.31077	1.73303	26.60243	8.25245	5.85710	0.00000	1141.32044	7.40278
9.61969	38.81536	0.03813	8.20270	8.65062	39.07096	11.99230	6.26309	47.85698	36.36339	8.94508	0.65585	8.36982	7.36394	10.42416	1.00000	1079.71224	10.01110
9.48812	41.66295	-24.19436	8.07862	11.12884	55.85316	9.17081	4.66632	74.77256	29.00974	7.16225	1.94049	20.37893	8.46134	12.01292	1.00000	1155.16358	9.06731
7.16584	65.26413	37.71715	7.20354	10.20696	49.92561	10.54319	5.67854	32.65774	-122.40433	9.41645	1.13404	11.91379	7.94963	10.64029	1.00000	1177.73357	9.53451
8.07285	51.73107	33.43443	8.33447	9.71189	24.46851	10.76455	5.90813	47.99824	-5.22126	9.70070	6.55302	-2.11847	9.76900	6.80418	0.00000	1198.88713	9.98253
8.90723	41.63658	60.97944	8.67369	10.53723	44.12680	9.62385	6.85707	35.38434	76.92421	7.92738	2.01589	10.27493	8.60758	9.37680	1.00000	1110.95473	10.83933
9.14818	71.12169	44.89784	9.45235	10.37799	46.73600	10.89150	7.21917	31.38190	8.86374	8.75525	1.84273	20.02263	8.31063	11.20126	1.00000	1058.24124	10.64502
9.56063	57.45705	39.59611	8.22542	8.32413	73.06416	7.12544	7.63950	48.32804	27.02444	6.90913	11.32382	26.06173	10.36187	8.77952	1.00000	1065.87727	7.45674
8.35372	62.50125	51.08468	8.21617	9.81728	43.82969	6.62922	8.16787	42.44198	7.11393	9.82316	1.93237	5.40812	8.43160	7.23724	0.00000	1080.74787	7.44104
10.70587	49.90023	6.15038	7.64831	5.88522	41.41869	11.75378	7.15768	36.53533	6.83042	7.77165	1.45134	-0.83781	8.05448	6.45721	0.00000	1077.33736	12.62612
7.69159	61.50470	-10.95817	9.33662	9.05049	40.72741	9.74841	7.44875	52.74941	-38.79084	8.93073	1.51621	24.07264	8.17526	7.60530	0.00000	1189.50159	7.89355
8.97913	67.64671	39.96097	9.90966	6.44656	48.03790	6.24772	6.76078	52.23316	-75.60804	7.63560	2.68269	4.53687	8.79636	9.19501	1.00000	1128.10786	9.50899
9.53645	27.27779	35.74788	10.57694	7.15856	61.07711	7.72312	7.61516	64.79971	-95.36969	7.86525	0.39907	17.79369	6.49590	6.62845	1.00000	1117.00569	9.57106
9.91534	59.55066	41.1053	9.62972	8.27492	52.17812	5.98935	7.02904	43.22235	-7.32097	7.49419	1.06709	28.68110	7.68271	8.23334	1.00000	1082.13744	9.00450
6.58647	41.36033	21.53889	9.23759	4.97997	58.40357	11.53203	8.77710	84.18239	71.57737	8.63337	0.29602	19.19348	5.21087	6.89255	0.00000	1192.92256	10.98828
10.22823	58.01876	37.16911	7.67922	9.17125	58.59851	8.27715	8.15692	40.01423	10.03478	7.04993	2.90431	29.49617	8.90921	6.15535	1.00000	1117.11837	10.25057
9.41900	50.27799	45.50369	6.95887	8.97347	43.40593	6.69525	7.82134	75.85583	11.412	7.48414	2.00260	1.29157	8.45880	6.11161	1.00000	1070.75924	8.52909
9.79037	44.46852	52.2	7.40330	12.53298	54.15738	7.72775	6.50262	60.07765	8.63333	5.28372	6.31130	11.96114	9.76283	11.10761	1.00000	1064.62780	10.90779
6.64171		35.82756	8.08465	6.82831	39.90914	5.11503	7.53120	53.01573	137.95378	7.42111	0.59575	2.11690	7.07765	7.74125	0.00000	1087.44723	10.43696
10.52495	47.41274	46.7055	9.78955	9.62839	54.71709	10.86826	8.56287	35.36130	38.2739	8.83566	0.86384	9.21765	7.59207	9.35267	1.00000	1155.79397	10.26155
7.13345	65.80985	34.25807	8.20209	4.58108	87.34646	11.97958	7.41824	72.65670	-88.70464	10.52364	1.32464	22.92647	7.97550	7.64636	0.00000	1197.24507	13.56607
10.74278	66.07003	22.98212	9.16858	11.43010	32.23613	8.53544	5.52895	33.75416	-80.58556	7.69924	8.31298	26.79167	10.02968	9.39031	1.00000	1113.81156	10.13616
9.30522	53.14082	51.44889	7.07280	7.31531	56.59050	6.27239	7.07353	40.19152	5.51978	7.11916	1.56313	2.83004	8.33949	8.82631		1195.73744	12.20719
11.50557	58.55702	52.4581	8.07268	8.29841	57.33505	8.47675	7.68956	51.42829	13.28702	9.89721	1.26381	30.66942	8.14156	7.70553	0.00000	1108.51122	9.81650
9.03560	54.09358	28.90054	9.47232	7.39139	35.11462	12.28689	6.01719	52.13144	-81.26367	9.37644	1.63544	28.92937	8.07208	6.24673	0.00000	1153.74095	11.12501
9.21747	58.40100	45.16024	8.06640	8.83698	48.91526	12.47847	7.20456	53.74920	-93.08883	8.14836	1.97692	19.05682	8.26919	11.59323	1.00000	1065.98870	11.12053
7.75796	63.28377	48.07667	8.54719	9.27128	63.85194	7.96893	6.84460	34.29409	8.64409	7.62073	1.10623	19.95083	7.45927	7.73911	1.00000	1149.01827	10.26001
9.38788	33.09757	43.96222	7.09681	8.21722	63.16991	11.92879	6.13211	47.95400	43.63417	7.44431	2.72611	19.08675	8.88869	12.02678	1.00000	1098.75433	8.81782
10.37887	59.16290	47.05	9.50943	9.60923	66.65904	6.08395	8.10691	34.54439	15.46667	9.17894	5.96887	10.16764	9.72803	7.47968	1.00000	1185.72421	6.77767
9.63583	69.27403	35.72917	7.64148	11.34751	32.86489	9.12358	6.37918	65.81967	10.58082	7.49816	2.77093	15.58366	9.03290	9.93710	1.00000	1058.35759	10.63174
9.23263	57.06238	34.95303	8.09893	10.81143	46.34362	9.31600	7.36720	52.90543	-120.43572	10.82191	1.07134	24.35752	7.79508	6.34094	0.00000	1111.86461	9.34566
8.34484	71.29812	48.8449	8.43681	7.11431	56.12132	9.23244	7.42402	58.31398	17.22635	12.79351	1.16470	1.25432	7.75464	8.46800	0.00000	1141.19662	11.24724
11.45608	36.49234	34.65918	8.40285	6.07352	53.46907	5.90325	11.00904	51.30623	109.22921	12.77559	3.20630	-8.89372	8.95471	10.29857	0.00000	1099.81315	4.64813
8.32912	54.05272	37.35813	8.01106	11.90787	48.58720	7.65204	7.66319	39.15219	-6.03731	4.87464	1.91899	17.42169	8.55375	10.82736	1.00000	1069.00143	10.05319
8.77579	35.81947	43.96222	8.09099	9.45953	42.93292	9.84000	6.08100	64.29127	43.63417	11.63298	2.54754	3.59132	8.73986	9.87842	0.00000	1136.12837	7.02949
10.41817	45.89800	7.65649	9.49582	8.63505		4.98285	10.09417	53.81447	4.92235	5.28298	2.13887	20.27252	8.58879	9.17617	0.00000	1093.10501	6.38011
9.89481	38.44504	50.56149	9.79281	6.33001	65.14285	5.88237	7.28641	69.05779	4.69889	6.81416	2.15093	19.58912	8.66868	10.30980	1.00000	1069.19696	9.37735
7.23989	27.52260	40.64621	8.32836	7.25580	57.57781	8.19845	6.72914	60.35177	-73.97069	8.00142	3.55198	24.48945	9.18194	7.99174	1.00000	1079.14194	10.24514
9.27429	59.94085	5.6561	7.02805	12.12238	45.47261	8.72379	6.21341	52.20890	-75.87877	9.15973	1.01379	13.95841	7.35806	9.70982	1.00000	1194.43120	10.28020
9.92263	62.41767	-26.93366	7.40717	4.92091	36.37281	6.40685	8.68839	55.92346	29.24152	7.68540	8.03012	-4.56821	10.04197	6.67613	1.00000	1083.74916	6.88397
7.17488	38.80496	42.819	8.88087	8.43478	34.21245	13.44002	3.16749	73.52453	47.1192	9.40476	6.63128	9.00706	9.80927	13.55318	0.00000	1150.81572	10.25737
9.22805	45.76197	46.08333	8.85146	12.84199	78.34202	7.19857	7.21181	59.38035	122.08333	10.24061	3.25026	28.30903	9.01211	3.69248	0.00000	1128.58046	9.74729
10.25099	59.59461	20.22816	8.67830	8.41057	71.50333	11.70639	8.24470	85.32382	-103.5687	7.26290	3.86657	30.50780	9.28246	10.64271	1.00000	1178.74283	9.87796
7.06001	63.90335	54.52156	7.88171	7.45115	52.54023	12.56600	9.27688	59.22794	9.5586	9.04680	0.89083	42.57852	7.19395	7.93270	1.00000	1095.48654	10.32780
7.44191	45.53277	41.55947	9.08867	7.40543	55.86735	5.58888	10.96263	56.83600	14.66737	9.80423	4.87497	26.46488	9.42676	9.15254	0.00000	1155.20713	6.35937
7.66519	48.06481	9.91861	8.30515	7.21261	66.30040	6.53385	5.74249	37.97768	-68.30472	7.39641	4.52463	10.70611	9.40327	10.75775	1.00000	1129.60191	13.16061
9.67469	52.04903	35.72917	10.73132	5.01889	50.28429	8.85152	9.12537	45.59837	10.58082	8.40611	0.89133	5.23546	7.36837	8.15742	0.00000	1065.96533	7.45307
8.93083	45.48207	-37.88333	10.19811	11.72454	31.31584	9.28337	7.50772	65.26711	145.06667	9.61121	4.72157	-7.97766	9.48987	8.93984	0.00000	1186.35116	10.99725
