latitude	location	longitude	station	QoS	revision
52.41667	Europe/London	0.75	Thetford	average	2015/06/19
-4.42472	America/Fortaleza	-41.45861	Pedro II	excellent	12/10/2017, 00:00:00
11.15583	Africa/Djibouti	42.7125	'Ali Sabieh	excellent	2013/08/14
45.53929	America/Los_Angeles	-122.38731	Troutdale	average	2015/05/12
-0.35817	Africa/Mogadishu	42.54536	Kismayo	average	10/09/2019, 00:00:00
44.43579	Europe/Bucharest	26.01649	Sector 6	maintenance	22 Sep 2017
36.75965	Asia/Tokyo	137.36215	Namerikawa	average	24 Mar 2016
44.85278	Asia/Qyzylorda	65.50917	Kyzylorda	average	04/29/2018, 00:00:00
53.53333	Europe/Dublin	-7.35	An Muileann gCearr	good	2019/11/06
37.16911	Africa/Tunis	10.03478	El Alia	excellent	21 Oct 2014
9.89206	Africa/Mogadishu	43.38531	Baki	average	25 May 2016
7.50251	Africa/Lagos	5.06258	Igbara-Odo	building	09/21/2015, 00:00:00
34.31	Africa/Casablanca	-2.16	Jerada	accep	23 Feb 2015
30.81383	Asia/Kolkata	75.16878	Moga	building	02/13/2017, 00:00:00
44.85278	Asia/Qyzylorda	65.50917	Kyzylorda	building	2014-06-27
41.9001	America/New_York	-71.08977	Taunton	average	2019-06-12
4.2475	Africa/Douala	9.00472	Idenao	excellent	18 Feb 2013
-3.5403	Asia/Makassar	118.9707	Majene	building	12/05/2012, 00:00:00
52.2	Europe/Berlin	8.63333	Kirchlengern	building	2021-10-18
-23.7975	America/Sao_Paulo	-48.59278	Buri	acceptable	2019/12/30
-24.19436	Africa/Johannesburg	29.00974	Mokopane	accep	08/21/2018, 00:00:00
53.0233	Europe/London	-1.48119	Belper	building	2013-01-04
51.168	Europe/Berlin	7.973	Finnentrop	good	2013/02/05
39.71734	America/New_York	-74.96933	Sicklerville	good	12/13/2017, 00:00:00
33.42585	Africa/Casablanca	-6.00137	Oulmes	accep	2014-04-08
43.83125	Europe/Paris	5.03586	Cavaillon	good	2021-02-22
-34.64966	America/Argentina/Buenos_Aires	-58.38341	Barracas	good	01 Apr 2014
-38.65333	Pacific/Auckland	178.00417	Gisborne	accep	2020/10/05
31.76212	America/Chicago	-95.63079	Palestine	maintenance	09/17/2020, 00:00:00
26.91756	America/New_York	-82.07842	Punta Gorda Isles	good	2014/05/19
30.17746	America/New_York	-81.38758	Palm Valley	average	05/07/2015, 00:00:00
40.53123	Europe/Rome	17.58522	Francavilla Fontana	accep	2021-10-27
36.65	Asia/Tokyo	138.31667	Suzaka	excellent	2020-05-16
33.72255	America/Los_Angeles	-116.37697	Palm Desert	good	05/02/2013, 00:00:00
49.03685	Europe/Berlin	8.70745	Bretten	good	09/26/2018, 00:00:00
-17.83333	Indian/Antananarivo	48.41667	Ambatondrazaka	accep	10/19/2013, 00:00:00
54.39304	Europe/Moscow	53.26023	Bavly	accep	2014/03/18
33.35283	America/Phoenix	-111.78903	Gilbert	good	2021-05-14
38.40917	Asia/Shanghai	112.73333	Xinzhou	accep	14 Jul 2016
8.43333	Asia/Bangkok	99.96667	Nakhon Si Thammarat	good	2016-03-07
27.71809	America/New_York	-82.35176	Sun City Center	good	11/10/2016, 00:00:00
10.15031	America/Bogota	-73.9614	El Copey	maintenance	2014/02/25
48.73218	Europe/Berlin	11.18709	Neuburg an der Donau	excellent	2017-11-18
41.72063	Europe/Rome	12.6723	Ariccia	maintenance	09/01/2017, 00:00:00
-7.81667	Asia/Jakarta	112.01667	Kediri	average	2020/08/20
41.24264	Europe/Rome	16.50104	Bisceglie	good	2014-05-28
-27.4338	America/Argentina/Tucuman	-65.61427	Aguilares	good	2016/09/23
-22.97056	America/Sao_Paulo	-46.99583	Valinhos	average	2019/04/26
34.77453	America/Chicago	-96.67834	Ada	accep	2020/06/21
-36.9256	America/Santiago	-73.02841	Chiguayante	good	2021-06-17
51.65	Europe/London	-0.2	Barnet	average	2016-03-20
4.88441	Asia/Kuala_Lumpur	101.96857	Gua Musang	excellent	2014-08-21
19.8173	America/Mexico_City	-97.35992	Teziutlan	maintenance	2019/03/26
37.52487	America/New_York	-77.55777	Bon Air	good	05/22/2018, 00:00:00
40.55851	Europe/Rome	17.80774	Mesagne	accep	2018-11-18
35.21222	Africa/Algiers	2.31889	Ksar Chellala	building	2016-07-08
32.05971	Asia/Jerusalem	34.8732	Ganei Tikva	good	2018/08/12
39.57582	America/Denver	-105.11221	Ken Caryl	average	09/28/2016, 00:00:00
43.48961	Europe/Madrid	-8.2194	Ferrol	accep	2017/09/23
36.72544	Africa/Algiers	3.55665	Thenia	good	06/24/2015, 00:00:00
32.9156	America/Los_Angeles	-117.14392	Mira Mesa	good	10/28/2019, 00:00:00
40.68066	America/New_York	-73.47429	Massapequa	maintenance	2019-05-11
43.16547	America/New_York	-77.70066	Gates-North Gates	accep	2013/06/24
54.48147	Asia/Yekaterinburg	53.47103	Oktyabr’skiy	building	28 Aug 2013
33.44872	America/Chicago	-86.78777	Vestavia Hills	accep	05/22/2022, 00:00:00
40.34912	America/Denver	-111.90466	Saratoga Springs	average	08/09/2021, 00:00:00
-34.88422	Australia/Sydney	150.60036	Nowra	average	2013-05-23
50.18545	Europe/Kiev	27.06365	Shepetivka	accep	2021/05/09
-11.94306	America/Lima	-76.70944	Chosica	accep	09/09/2014, 00:00:00
-4.26613	Africa/Brazzaville	15.28318	Brazzaville	acceptable	11/03/2020, 00:00:00
41.27621	America/New_York	-72.86843	East Haven	good	2020/06/26
50.75932	Europe/Kiev	25.34244	Lutsk	excellent	02/25/2022, 00:00:00
48.8449	Europe/Bratislava	17.22635	Skalica	accep	2013/04/08
4.2475	Africa/Douala	9.00472	Idenao	good	02/19/2018, 00:00:00
45.50369	Europe/Rome	11.412	Montecchio Maggiore-Alte Ceccato	good	06 May 2017
43.62558	Europe/Rome	13.39954	Falconara Marittima	average	2014/11/05
33.86419	Asia/Tehran	48.26258	Aleshtar	acceptable	03/13/2014, 00:00:00
-28.44917	America/Sao_Paulo	-52.2	Marau	maintenance	06 Oct 2020
31.64615	Asia/Shanghai	120.74221	Changshu City	excellent	2020-10-31
51.955	Europe/Amsterdam	5.22778	Culemborg	average	16 Jun 2016
-1.6	Asia/Jakarta	103.61667	Jambi City	accep	11/28/2017, 00:00:00
45.99194	Europe/Kiev	29.41824	Artsyz	good	2019/06/28
42.62833	Europe/Belgrade	20.89389	Glogovac	building	25 Jan 2021
17.34769	Asia/Kolkata	78.55757	Lal Bahadur Nagar	good	2016/08/02
6.15038	Africa/Lagos	6.83042	Nkpor	accep	2021/05/02
42.8334	America/Toronto	-80.38297	Norfolk County	average	2013-10-24
46.75451	Europe/Kiev	33.34864	Nova Kakhovka	building	2019-12-22
26.18924	America/Chicago	-98.15529	San Juan	average	2020/08/28
34.06635	America/New_York	-84.67837	Acworth	good	05/31/2015, 00:00:00
11.15583	Africa/Djibouti	42.7125	'Ali Sabieh	average	05 Jul 2016
5.30383	Africa/Accra	-1.98956	Tarkwa	average	03/16/2019, 00:00:00
33.54428	America/New_York	-84.23381	Stockbridge	good	2016/12/14
22.88783	Asia/Kolkata	84.13864	Jashpurnagar	excellent	2012-10-16
50.11861	Europe/London	-5.53715	Penzance	maintenance	2013-02-11
38.06084	America/Chicago	-97.92977	Hutchinson	accep	2014/03/05
-24.19436	Africa/Johannesburg	29.00974	Mokopane	excellent	2014/08/07
42.30865	America/Detroit	-83.48216	Canton	maintenance	19 Oct 2020
14.67751	America/Martinique	-60.94228	Le Robert	accep	17 Feb 2013
48.90472	Europe/Paris	2.2469	La Garenne-Colombes	average	01/10/2017, 00:00:00
53.83333	Europe/London	-2.98333	Poulton-le-Fylde	maintenance	23 May 2015
41.48199	America/New_York	-81.79819	Lakewood	excellent	2019/08/28
33.41012	America/Chicago	-91.06177	Greenville	good	2015-11-28
45.50369	Europe/Rome	11.412	Montecchio Maggiore-Alte Ceccato	good	2018/01/06
53.5942	Europe/Minsk	25.8191	Novogrudok	excellent	2021/06/04
-3.20333	America/Santarem	-52.20639	Altamira	maintenance	2015/05/05
50.23805	Europe/Berlin	8.86704	Nidderau	good	06/11/2018, 00:00:00
20.88098	Asia/Kolkata	75.11937	Parola	good	2016/04/06
38.91817	America/New_York	-78.19444	Front Royal	good	02/12/2020, 00:00:00
27.52948	Asia/Karachi	68.75915	Khairpur Mir’s	maintenance	16 Mar 2021
47.92526	America/Chicago	-97.03285	Grand Forks	maintenance	14 Dec 2014
43.1122	Europe/Rome	12.38878	Perugia	excellent	2013/07/23
14.62578	Asia/Manila	121.12251	Antipolo	maintenance	06/14/2016, 00:00:00
20.88953	Pacific/Honolulu	-156.47432	Kahului	accep	2021/03/06
10.12268	Asia/Kolkata	77.54372	Periyakulam	maintenance	12/28/2019, 00:00:00
52.59319	Europe/Berlin	13.32127	Wittenau	maitennce	11 Aug 2022
46.75451	Europe/Kiev	33.34864	Nova Kakhovka	excellent	07/23/2013, 00:00:00
53.59337	Europe/Berlin	9.47629	Stade	accep	04 May 2019
36.20389	Asia/Seoul	127.08472	Nonsan	maintenance	2022/02/05
42.50729	Europe/Andorra	1.53414	les Escaldes	accep	01/05/2019, 00:00:00
14.66	Asia/Manila	120.56528	Pilar	good	04 Jul 2021
39.12074	Europe/Istanbul	27.18052	Bergama	accep	03/01/2015, 00:00:00
54.84444	Europe/Moscow	38.16694	Kashira	good	2017/04/30
-6.8	Africa/Dar_es_Salaam	39.25	Magomeni	average	2019/06/22
5.84752	Africa/Abidjan	-5.682	Lakota	excellent	2016/08/20
27.55898	Asia/Karachi	68.21204	Larkana	excellent	05/28/2017, 00:00:00
36.20389	Asia/Seoul	127.08472	Nonsan	good	2014/03/18
18.57677	America/Port-au-Prince	-72.22625	Croix-des-Bouquets	good	2015-05-30
14.46693	Asia/Kolkata	75.92694	Davangere	excellent	06/06/2015, 00:00:00
41.84364	America/Chicago	-87.71255	South Lawndale	excellent	01 Feb 2020
1.6561	Asia/Kuala_Lumpur	103.6032	Kulai	excellent	10/02/2020, 00:00:00
27.92333	Asia/Shanghai	118.53333	Pucheng	excellent	09/10/2017, 00:00:00
31.96258	Asia/Karachi	73.97117	Naushahra Virkan	average	22 May 2017
51.12794	Europe/Brussels	4.21372	Temse	average	2016/08/09
55.82737	Europe/London	-4.0573	Viewpark	building	06/08/2021, 00:00:00
-21.44236	Africa/Gaborone	27.46153	Tonota	average	01 Jul 2018
5.90702	Asia/Kuching	116.10146	Donggongon	average	2014-07-15
23.1959	Asia/Kolkata	86.51499	Kenda	excellent	08/11/2022, 00:00:00
-19.65	Indian/Antananarivo	47.31667	Antanifotsy	good	2014-02-25
7.06273	Africa/Accra	-1.4001	Mampong	accep	2015/08/15
40.87363	Europe/Rome	14.34085	Volla	excellent	05 Mar 2014
-16.25	America/Lima	-69.08333	Yunguyo	average	25 Jun 2018
41.55947	Europe/Rome	14.66737	Campobasso	excellent	2016-06-12
43.1122	Europe/Rome	12.38878	Perugia	acceptable	21 Apr 2022
41.72063	Europe/Rome	12.6723	Ariccia	excellent	29 Jun 2019
43.54072	America/Boise	-116.56346	Nampa	building	05 Sep 2015
51.39148	Europe/London	-0.29825	Surbiton	good	2022/08/24
23.18	Asia/Kolkata	88.58	Aistala	good	2016/01/28
-7.73379	Asia/Jakarta	113.69785	Besuki	good	2022/03/11
44.85278	Asia/Qyzylorda	65.50917	Kyzylorda	accep	02/29/2020, 00:00:00
42.16808	America/Chicago	-88.42814	Huntley	building	2019/04/22
41.09246	Asia/Baku	45.36561	Qazax	accep	06/25/2021, 00:00:00
57.97472	Europe/Moscow	33.2525	Valday	good	2019-03-03
49.07866	Europe/Kiev	30.96755	Zvenihorodka	average	10/27/2019, 00:00:00
36.06386	Africa/Algiers	4.62744	El Achir	acceptable	14 Jun 2021
23.04419	America/Havana	-82.00919	Jaruco	excellent	11 Jan 2017
47.92526	America/Chicago	-97.03285	Grand Forks	building	2016-04-15
43.62558	Europe/Rome	13.39954	Falconara Marittima	maintenance	2022/01/15
50.8	Europe/Brussels	3.16667	Wevelgem	average	2016-11-11
3.11988	Africa/Nairobi	35.59642	Lodwar	accep	2018/08/16
32.52515	America/Chicago	-93.75018	Shreveport	average	25 Apr 2019
41.20485	Europe/Lisbon	-8.33147	Paredes	excellent	02/05/2022, 00:00:00
51.35084	Europe/London	-1.99421	Devizes	excellent	02 May 2014
42.93369	America/New_York	-72.27814	Keene	accep	2013-06-26
34.85	Asia/Shanghai	117.33333	Taozhuang	excellent	07 Nov 2013
30.81383	Asia/Kolkata	75.16878	Moga	average	27 Aug 2016
50.79205	Europe/London	-1.08593	Southsea	excellent	30 Sep 2012
14.62578	Asia/Manila	121.12251	Antipolo	building	2017-12-11
41.15612	Europe/Madrid	1.10687	Reus	accep	2016/07/21
37.73222	Asia/Shanghai	115.70111	Hengshui	average	2014/08/10
16.06213	Asia/Kolkata	76.0586	Hungund	good	2017/02/10
40.82232	America/New_York	-74.15987	Nutley	good	10/24/2012, 00:00:00
52.66277	Europe/London	-2.01111	Great Wyrley	excellent	2022-01-30
41.57721	America/Chicago	-93.71133	West Des Moines	accep	04 Sep 2022
34.65918	Asia/Shanghai	109.22921	Yanliang	good	2020/08/29
22.4711	Asia/Kolkata	88.1453	Pujali	accep	2019/06/09
40.5576	America/New_York	-74.28459	Woodbridge	excellent	2014-04-15
-33.79176	Australia/Sydney	151.08057	Eastwood	maintenance	05/23/2021, 00:00:00
45.73333	Europe/Paris	4.91667	Bron	accep	11/22/2019, 00:00:00
30.75545	Africa/Tripoli	20.22625	Ajdabiya	excellent	2021-09-20
-25.54073	Australia/Brisbane	152.70493	Maryborough	excellent	03/10/2013, 00:00:00
-26.93366	Africa/Johannesburg	29.24152	Standerton	excellent	12/02/2016, 00:00:00
6.45407	Africa/Lagos	3.39467	Lagos	average	2019/09/06
33.92866	Africa/Casablanca	-6.90656	Temara	average	09 May 2022
50.23805	Europe/Berlin	8.86704	Nidderau	excellent	03/28/2019, 00:00:00
6.46346	Africa/Accra	-2.31938	Bibiani	average	06 May 2014
8.88988	America/Panama	-79.62603	Veracruz	accep	2017-10-06
-7.0981	Asia/Jakarta	109.3243	Randudongkal	excellent	04/07/2013, 00:00:00
36.20389	Asia/Seoul	127.08472	Nonsan	maintenance	10/08/2012, 00:00:00
9.82564	Asia/Kolkata	78.25795	Tiruppuvanam	accep	11/19/2012, 00:00:00
52.59319	Europe/Berlin	13.32127	Wittenau	building	20 May 2014
45.49428	America/Los_Angeles	-122.86705	Aloha	accep	02/10/2022, 00:00:00
1.6561	Asia/Kuala_Lumpur	103.6032	Kulai	average	2013-04-18
55.39485	Europe/Moscow	43.83992	Arzamas	good	2016/10/16
51.95838	Europe/Amsterdam	4.47124	Schiebroek	accep	2015/05/27
3.8801	America/Bogota	-77.03116	Buenaventura	average	07/15/2022, 00:00:00
48.28259	Europe/Berlin	9.72749	Ehingen	building	08/29/2017, 00:00:00
23.49668	Asia/Kolkata	86.68363	Adra	maintenance	2013-10-17
53.83333	Europe/London	-2.98333	Poulton-le-Fylde	average	13 Oct 2018
60.97944	Asia/Yekaterinburg	76.92421	Izluchinsk	accep	2013/04/06
68.79833	Europe/Oslo	16.54165	Harstad	excellent	04/19/2013, 00:00:00
-21.42917	America/Sao_Paulo	-45.94722	Alfenas	excellent	03 Aug 2017
23.07492	Asia/Kolkata	88.28637	Pandua	average	2020-06-28
40.2737	America/New_York	-76.88442	Harrisburg	excellent	2018-05-14
-10.90889	America/Maceio	-37.03861	Barra dos Coqueiros	building	2014/10/02
42.93369	America/New_York	-72.27814	Keene	accep	10/02/2017, 00:00:00
14.53767	Asia/Aden	46.83187	Ataq	average	05/11/2018, 00:00:00
3.31332	Asia/Makassar	117.59152	Tarakan	accep	27 Feb 2018
10.20898	Asia/Manila	123.758	Naga	excellent	2019-03-05
38.37255	Europe/Istanbul	34.02537	Aksaray	maintenance	2018/05/29
34.06635	America/New_York	-84.67837	Acworth	accep	2014/09/19
32.50611	Asia/Shanghai	120.14278	Jiangyan	good	16 Apr 2021
-19.72806	America/Sao_Paulo	-50.19556	Iturama	building	17 Aug 2021
51.24197	Europe/Brussels	4.82313	Lille	average	30 Sep 2012
23.18	Asia/Kolkata	88.58	Aistala	average	2012-09-27
39.00622	America/New_York	-77.4286	Sterling	excellent	2013-07-22
-27.4338	America/Argentina/Tucuman	-65.61427	Aguilares	accep	04/29/2017, 00:00:00
41.09246	Asia/Baku	45.36561	Qazax	average	2021-03-19
-4.16694	America/Fortaleza	-40.7475	Guaraciaba do Norte	average	2016/12/16
25.75728	Asia/Kolkata	75.37991	Deoli	excellent	09/20/2021, 00:00:00
33.43443	Africa/Casablanca	-5.22126	Azrou	good	2014-03-02
54.84444	Europe/Moscow	38.16694	Kashira	good	09/30/2014, 00:00:00
38.10558	Europe/Madrid	-1.86343	Caravaca	maintenance	2020-05-09
58.63667	Asia/Yekaterinburg	59.80222	Lesnoy	good	10 Jul 2022
48.06919	Europe/Berlin	11.37703	Gauting	accep	06 Mar 2022
42.8139	Europe/Madrid	-1.64295	Segundo Ensanche	good	18 Oct 2019
49.03685	Europe/Berlin	8.70745	Bretten	accep	12/24/2015, 00:00:00
-24.19436	Africa/Johannesburg	29.00974	Mokopane	accep	03/20/2022, 00:00:00
54.58048	Europe/Warsaw	16.86194	Ustka	average	02/26/2014, 00:00:00
50.79205	Europe/London	-1.08593	Southsea	accep	19 Oct 2016
-29.2975	America/Sao_Paulo	-51.50361	Carlos Barbosa	building	02/13/2020, 00:00:00
41.55838	America/New_York	-81.56929	Collinwood	accep	2013-04-04
37.35813	Europe/Madrid	-6.03731	San Juan de Aznalfarache	good	25 Jan 2021
13.70727	Africa/Niamey	9.15013	Mirriah	building	11 Feb 2021
7.83389	America/Bogota	-72.47417	Villa del Rosario	average	2014-01-20
52.31333	Europe/Amsterdam	6.92917	Oldenzaal	excellent	2019/01/18
41.48199	America/New_York	-81.79819	Lakewood	building	09/05/2021, 00:00:00
14.8361	Asia/Manila	120.97844	Guyong	accep	2016/06/29
27.76056	Atlantic/Canary	-15.58602	Maspalomas	accep	2020-05-24
50.88506	Europe/Brussels	4.07601	Denderleeuw	accep	2016-10-02
44.43579	Europe/Bucharest	26.01649	Sector 6	average	2022-09-23
43.91452	America/New_York	-69.96533	Brunswick	excellent	10/06/2012, 00:00:00
6.46838	America/Bogota	-73.26022	Socorro	excellent	01/23/2016, 00:00:00
6.33444	Asia/Manila	124.95278	Tupi	average	2016/12/09
37.16911	Africa/Tunis	10.03478	El Alia	building	2021-08-28
52.26083	Europe/Amsterdam	7.00417	Losser	excellent	2017/11/02
37.13548	Europe/Madrid	-3.67029	Las Gabias	accep	2021/12/10
40.68066	America/New_York	-73.47429	Massapequa	accep	2018/07/14
-34.28853	Australia/Sydney	146.05093	Griffith	accep	2019/09/08
49.13645	Europe/Berlin	8.91229	Eppingen	average	2014-06-10
47.38093	America/Los_Angeles	-122.23484	Kent	accep	13 Jul 2018
34.4833	Asia/Tokyo	136.84186	Toba	average	12 Jul 2016
51.40148	Europe/London	-1.32471	Newbury	excellent	08/08/2013, 00:00:00
41.55947	Europe/Rome	14.66737	Campobasso	excellent	03 Jul 2021
29.21399	Asia/Kolkata	78.95693	Kashipur	excellent	2022/01/03
-36.9256	America/Santiago	-73.02841	Chiguayante	maitennce	23 Nov 2020
5.27247	Africa/Abidjan	-3.59625	Bonoua	building	2021/06/29
13.51825	Asia/Bangkok	99.95469	Damnoen Saduak	excellent	2019-05-22
35.82756	Asia/Tokyo	137.95378	Ina	average	04/10/2021, 00:00:00
29.21399	Asia/Kolkata	78.95693	Kashipur	building	06 Mar 2019
8.43333	Asia/Bangkok	99.96667	Nakhon Si Thammarat	accep	06 Feb 2021
51.67822	Europe/Kiev	33.9162	Hlukhiv	maintenance	2016-03-09
35.89972	Europe/Malta	14.51472	Valletta	excellent	2016/06/10
57.97472	Europe/Moscow	33.2525	Valday	excellent	05 Mar 2016
42.24113	America/Chicago	-88.3162	Crystal Lake	maintenance	04 Nov 2012
34.08565	Asia/Kolkata	74.80555	Srinagar	accep	29 Apr 2013
32.44874	America/Chicago	-99.73314	Abilene	maintenance	05/17/2017, 00:00:00
51.65	Europe/London	-0.2	Barnet	good	2020-05-23
12.18441	Africa/Ndjamena	18.69303	Mongo	good	2019/08/01
37.71715	America/Los_Angeles	-122.40433	Visitacion Valley	good	2021/01/17
48.46458	Europe/Berlin	9.22796	Pfullingen	excellent	12/01/2019, 00:00:00
-3.14306	America/Manaus	-58.44417	Itacoatiara	good	05/07/2021, 00:00:00
33.92866	Africa/Casablanca	-6.90656	Temara	accep	2018/05/28
23.29549	Asia/Shanghai	113.82465	Licheng	excellent	12/21/2015, 00:00:00
53.6052	Europe/Berlin	10.03988	Barmbek-Nord	accep	2014-05-18
47.98372	Europe/Berlin	10.18527	Memmingen	accep	2019/03/15
-2.13404	America/Guayaquil	-79.59415	Milagro	maintenance	28 Jun 2013
51.44889	Europe/Amsterdam	5.51978	Tongelre	accep	05/28/2020, 00:00:00
54.52156	Europe/Berlin	9.5586	Schleswig	excellent	2018-12-17
37.95143	America/Chicago	-91.77127	Rolla	average	10/22/2021, 00:00:00
22.75218	Asia/Kolkata	72.68533	Kheda	excellent	2017-08-24
6.46838	America/Bogota	-73.26022	Socorro	good	2017/12/19
15.48131	America/Tegucigalpa	-86.57415	Olanchito	maintenance	2014-10-22
51.21187	Europe/Brussels	4.25633	Beveren	accep	11/16/2013, 00:00:00
46.08333	Asia/Shanghai	122.08333	Ulanhot	building	05/15/2018, 00:00:00
14.95472	Asia/Manila	120.89694	Baliuag	building	2022-06-29
41.66394	America/New_York	-83.55521	Toledo	accep	2017/07/01
49.13645	Europe/Berlin	8.91229	Eppingen	building	07 Apr 2020
52.61131	Europe/Berlin	13.31783	Hermsdorf	excellent	11/04/2013, 00:00:00
49.97704	Europe/Berlin	9.15214	Aschaffenburg	excellent	08/25/2019, 00:00:00
0.49113	Africa/Lubumbashi	29.47306	Beni	good	2014/11/17
48.35693	Europe/Berlin	10.98461	Friedberg	good	14 Jul 2021
55.82885	Europe/London	-4.21376	Rutherglen	building	09/02/2015, 00:00:00
31.12406	America/Chicago	-97.90308	Copperas Cove	excellent	24 Apr 2019
32.17629	Asia/Karachi	75.06583	Fazilpur	good	07/27/2017, 00:00:00
34.14251	America/Los_Angeles	-118.25508	Glendale	excellent	2019-03-09
43.2907	Europe/Paris	5.4384	Marseille 11	good	2022-01-14
27.52948	Asia/Karachi	68.75915	Khairpur Mir’s	excellent	18 May 2019
35.06667	Asia/Tokyo	135.21667	Sasayama	excellent	29 Mar 2020
56.56317	Europe/London	-2.58736	Arbroath	accep	2020-12-05
50.23805	Europe/Berlin	8.86704	Nidderau	accep	22 Dec 2017
40.87363	Europe/Rome	14.34085	Volla	good	2016/08/21
26.91756	America/New_York	-82.07842	Punta Gorda Isles	average	2021-04-28
60.02427	Europe/Moscow	30.28491	Kolomyagi	building	2015/01/20
43.2907	Europe/Paris	5.4384	Marseille 11	average	2018/07/02
53.51684	America/Edmonton	-113.3187	Sherwood Park	accep	2014-11-18
48.86667	Europe/Paris	2.08333	Marly-le-Roi	accep	2019-06-13
-6.91806	Asia/Jakarta	106.92667	Sukabumi	good	10/11/2020, 00:00:00
53.77166	Europe/Moscow	38.12408	Bogoroditsk	average	2015/10/11
52.26083	Europe/Amsterdam	7.00417	Losser	accep	07/17/2017, 00:00:00
44.99012	America/Los_Angeles	-123.02621	Keizer	accep	13 Jul 2014
42.7392	America/Detroit	-84.62081	Waverly	excellent	2015/03/09
44.92934	Europe/Moscow	37.99117	Krymsk	excellent	26 Nov 2018
-20.88231	Indian/Reunion	55.4504	Saint-Denis	average	2018-12-25
11.00599	Asia/Kolkata	77.5609	Kangayam	maintenance	2020/07/30
40.53123	Europe/Rome	17.58522	Francavilla Fontana	average	2021-05-05
38.40917	Asia/Shanghai	112.73333	Xinzhou	good	2021-10-27
-54.8	America/Argentina/Ushuaia	-68.3	Ushuaia	good	03 Aug 2013
-54.8	America/Argentina/Ushuaia	-68.3	Ushuaia	accep	2013-10-30
36.19278	Asia/Shanghai	117.65694	Laiwu	average	09 Jul 2013
36.76775	Africa/Algiers	2.95924	Cheraga	excellent	2021-05-21
53.77166	Europe/Moscow	38.12408	Bogoroditsk	excellent	2018-05-06
33.92866	Africa/Casablanca	-6.90656	Temara	building	03/20/2013, 00:00:00
-30.60106	America/Santiago	-71.19901	Ovalle	excellent	15 Mar 2016
19.30157	Asia/Kolkata	72.85107	Bhayandar	average	12 Mar 2016
35.48199	Asia/Tokyo	137.02166	Minokamo	accep	2021/12/20
40.64621	America/New_York	-73.97069	Kensington	maintenance	2019/05/07
26.9423	Asia/Karachi	68.11759	Tharu Shah	good	30 Mar 2019
39.32288	America/New_York	-76.72803	Woodlawn	building	2015-08-20
37.13548	Europe/Madrid	-3.67029	Las Gabias	building	05 Sep 2017
42.819	Europe/Moscow	47.1192	Buynaksk	maintenance	08/09/2020, 00:00:00
40.67705	America/New_York	-73.89125	Cypress Hills	average	2016-02-13
52.68333	Europe/London	0.93333	East Dereham	average	04/16/2018, 00:00:00
16.68911	Asia/Yangon	98.50893	Myawadi	building	10/19/2012, 00:00:00
1.6	Asia/Kuala_Lumpur	103.81667	Ulu Tiram	excellent	2020-11-15
53.00974	Europe/London	-3.05814	Rhosllanerchrugog	excellent	10/19/2013, 00:00:00
38.47917	Europe/Madrid	-1.325	Jumilla	maintenance	26 Oct 2018
17.06542	America/Mexico_City	-96.72365	Oaxaca	good	2018-12-08
55.62047	Europe/Moscow	37.49338	Tyoply Stan	excellent	11/21/2017, 00:00:00
45.53069	Europe/Rome	9.40531	Gorgonzola	excellent	08 Aug 2013
34.85	Asia/Shanghai	117.33333	Taozhuang	accep	01/19/2016, 00:00:00
33.44872	America/Chicago	-86.78777	Vestavia Hills	excellent	27 Jun 2020
-7.76667	Africa/Dar_es_Salaam	35.7	Iringa	average	2013/01/12
41.66394	America/New_York	-83.55521	Toledo	good	13 Jun 2020
35.21222	Africa/Algiers	2.31889	Ksar Chellala	average	2019-10-15
19.32932	America/Mexico_City	-98.1664	Contla	good	08 Aug 2019
41.6764	America/Chicago	-91.58045	Coralville	accep	30 Apr 2014
55.25	Europe/Vilnius	24.75	Ukmerge	accep	11/01/2019, 00:00:00
10.29085	Asia/Ho_Chi_Minh	105.75635	Sa Dec	average	13 Mar 2014
13.51825	Asia/Bangkok	99.95469	Damnoen Saduak	excellent	02 Dec 2020
52.86147	Europe/Berlin	9.5926	Walsrode	excellent	02 Aug 2019
12.04161	Asia/Kolkata	75.35927	Talipparamba	accep	06 Feb 2020
3.27833	Africa/Kampala	32.88667	Kitgum	good	08/07/2013, 00:00:00
64.5635	Europe/Moscow	39.8302	Severodvinsk	accep	04/13/2016, 00:00:00
41.75338	America/Indiana/Indianapolis	-86.11084	Granger	good	10/27/2013, 00:00:00
12.1277	Asia/Kolkata	78.15794	Dharmapuri	excellent	2020/01/30
19.21667	Asia/Kolkata	73.08333	Dombivli	building	10/26/2017, 00:00:00
-21.41222	America/Sao_Paulo	-42.19667	Miracema	maintenance	2019/07/11
33.92866	Africa/Casablanca	-6.90656	Temara	average	04/16/2018, 00:00:00
28.88162	Asia/Shanghai	120.03308	Guli	accep	2015-01-10
57.14369	Europe/London	-2.09814	Aberdeen	excellent	2013-03-02
-19.65	Indian/Antananarivo	47.31667	Antanifotsy	accep	2022-09-12
27.85	Asia/Shanghai	112.9	Xiangtan	average	04/21/2021, 00:00:00
35.95664	Asia/Damascus	36.7138	Binnish	building	2016/09/02
47.98372	Europe/Berlin	10.18527	Memmingen	building	11/02/2021, 00:00:00
-7.01833	Asia/Jakarta	107.60389	Pameungpeuk	accep	03/16/2015, 00:00:00
