PM10	NH3	CH4	NOx	latitude	O3	SO2	CO	PRES	warning	Pb	TEMP	PM2.5	C2H3NO5	PAHs	CFCs	H2CO	longitude
9.19944	9.37292	4.77749	8.44250	53.53041	8.97976	6.59682	4.25914	1190.34310	1.00000	25.80428	1.18096	8.85074	27.83871	7.28044	38.19515	26.13319	43.67663
5.32742	9.29199	7.42414	7.46340	53.83333	7.16859	6.76762	5.99348	1198.03567	0.00000	38.03531	-2.56312	7.17668	4.52629	6.00462	59.97809	24.66313	-2.98333
6.87242	5.59681	6.24840	7.39336	19.30157	7.85951	5.33929	5.35855	1094.73069	0.00000	44.38895	22.53738	7.56858	5.94405	5.06391	22.25593	62.71255	72.85107
5.39359	7.96064	4.29685	7.66057	-4.83	5.87058	6.59676	5.54389	1100.08946	0.00000	27.69799	8.18708	8.12910	4.85482	7.82713	63.66081	40.68256	29.65806
8.14951	9.16524	6.50134	8.74031	-27.4338	8.59831	6.78206	6.59856	1185.21259	1.00000	50.64988	21.14173	7.32219	10.74645	6.99333	59.51907	70.00493	-65.61427
7.91829	7.84120	7.57147	7.88278	34.65918	6.82402	7.72569	7.30274	1152.85888	1.00000	69.63944	19.17399	7.20728	11.77240	6.36244	33.96439	50.84603	109.22921
7.61825	8.36758	7.48908	9.13776	52.4089	6.50348	7.19185	7.62797	1111.39664	1.00000	57.77990	19.76786	6.92873	10.41663	6.02887	47.92011	59.22547	31.3237
7.94263	7.67423	8.24189	7.74682	17.30858	6.09223	8.17008	6.28231	1169.62852	1.00000	52.41195	24.64132	5.83503	13.37212	7.40745	23.43899	51.38520	97.01124
5.23522	4.02175	5.93361	8.33769	-33.59217	5.30804	6.46225	4.51489	1152.64182	1.00000	60.92249		6.86305	6.30805	5.60771	43.90867	61.37223	-70.6996
5.30595	4.82210	5.60383	9.25482	34.4833	6.79836	7.42932	6.68335	1129.95635	1.00000	36.82565	8.68047	7.27928	4.91992	4.54438	64.19916	42.34463	136.84186
6.21584	8.29898	5.81718	7.77105	52.86147	6.91807	6.14286	6.41082	1147.27354	0.00000	19.23888	10.49271	6.89555	5.39209	7.93298	54.69003	42.68184	9.5926
5.31802		3.40213	8.63738	32.35126	5.53170	5.50792	7.36325	1193.13600	1.00000	15.37325	39.15648	8.09767	6.93424	4.33882	60.06279	37.29921	-95.30106
5.90258	8.13354	4.88830	7.87792	31.84568	7.58432	6.66457	5.78037	1050.12472	0.00000	61.84502	16.65957	6.68791	5.80428	8.10053	18.38657	60.19858	-102.36764
8.25303	10.81594	5.51848	9.85386	-23.7975	9.05674	7.22239	6.04476	1097.98579	1.00000	32.69083	19.94352	7.93590	12.35048	7.08399	51.52077	54.82957	-48.59278
6.66414	8.23971	6.32781	6.79339	-37.32167	7.28201	6.85470	5.29207	1053.77082	0.00000	36.75116	21.52493	6.34502	5.52914	7.81649	42.13757	44.76359	-59.13316
6.57467	7.40513	5.22979	8.66621	36.61033	6.19490	7.45524	5.75179	1073.21960	0.00000	58.31057	26.94954	8.04979	6.53512	7.73131	23.52313	51.95206	-88.31476
7.27262	6.50638	4.37086	10.26998	42.8334	7.63952	6.17266	4.10339	1079.89666	0.00000	37.36139	13.99106	8.30798	5.71310	7.97823	42.83257	60.83097	-80.38297
5.78200	4.36748	6.59796	7.71018	31.12406	7.91579	9.03881	6.35034	1163.66071	1.00000	51.53830	22.96491	7.03082	4.03635	5.24044	39.55449	39.41121	-97.90308
4.71186	5.33419	7.04279	8.69923	56.85836	7.20863	6.54242	4.34322	1144.86422	1.00000	62.45633	0.45091	6.32292	3.37340	7.68739	26.04793	32.17083	35.90057
6.56327	6.20959	4.94972	9.88272	31.96258	7.91600	6.71646	5.91594	1073.40229	0.00000	47.96429	20.13025	7.74655	5.62845	8.03404	46.13958	54.68954	73.97117
6.51590	7.37611	7.32874	10.71188	11.86064	7.21832	7.98692	6.76922	1104.79704	0.00000	72.30663	10.86069	7.46211	5.66361	9.37531	42.80183	56.78338	9.0027
9.58606	10.99407	3.39548	7.33712	-36.9256	6.91130	7.41693	4.29527	1066.80537	0.00000	43.00887	12.53787	6.24548	40.36260	6.28026	69.94002	46.79571	-73.02841
5.39678	8.96094	5.74026	7.61819	35.50056	6.38008	6.84058	6.27853	1052.66370	0.00000	65.78435	12.92106	6.55013	4.88994	9.04428	60.78395	39.87151	117.63083
8.87262	8.47804	4.93513	9.34703	38.40917	7.64037	6.89008	4.89454	1087.04269	1.00000	46.97585	-5.91326	8.37374	21.81285	5.94496	75.29443	39.08809	112.73333
6.85221	4.09125	6.83658	5.70409	-4.5833	6.50163	7.30955	5.12692	1145.98147	1.00000	32.70227	7.87623	8.37812	5.19499	6.43414	40.83865	63.99586	15.16554
6.43280	9.45208	8.32801	4.73998	20.22816	5.80704	7.02589	5.84248	1199.56554	0.00000	61.75067	-4.10604	9.02621	4.82241	9.02218	36.12639	60.24169	-103.5687
6.18129	5.52816	6.64851	6.75027	47.98372	9.73553	5.98743	3.88846	1133.75490	1.00000	64.51848	25.24513	6.84291	6.41087	7.56610	27.78951	60.87411	10.18527
8.75659	8.65422	6.51368	5.69262	59.33333	8.06589	7.88358	5.22897	1145.37391	1.00000	32.25392	11.10568	7.44428	18.93318	5.65174	55.09975	32.08463	18.28333
5.92783	9.83260	7.90744	7.66544	54.60528	7.71706	6.69376	7.51254	1065.54549	0.00000	62.65425	23.66684	5.55833	4.82871	9.55170	51.58620	45.30543	18.34717
9.31050	8.48279	3.10606	8.53978	35.06544	6.38680	6.91961	5.33279	1154.01550	1.00000	49.42444	25.55204	6.54799	32.47166	5.29221	45.24884	41.19272	1.04945
8.70044	10.81443	4.63610	8.18650	34.06635	7.86010	7.39752	4.46739	1114.83393	1.00000	48.32497	19.50885	6.28189	21.22117	6.28629	45.88162	44.37976	-84.67837
7.47833	7.59104	7.66483	8.25947	40.34912	7.48630	6.28055	8.01573	1108.75514	1.00000	41.27223	7.44205	5.82742	8.89031	4.91936	54.10321	70.97504	-111.90466
3.94558	6.69769	6.22692	11.17456	29.84576	7.91055	6.26466	5.06834	1061.18564	1.00000	52.17872	8.73643	7.21349	1.81043	6.06689	37.46292	36.44366	-90.10674
5.89631	10.19896	5.08007	5.78731	34.25	5.63610	6.96662	5.66534	1133.48199	0.00000	34.39807	1.27448	7.49846	6.01810	7.71318	37.70797	49.58981	135.31667
7.21768	4.65061	8.87263	5.81558	46.75451	6.33712	8.54692	6.84198	1056.04467	1.00000	39.59498	9.09297	7.64967	7.51318	4.63104	64.32267	68.11270	33.34864
5.75056	6.93987	5.12904	9.13821	50.80904	6.78673	5.56058	5.04371	1095.44578	1.00000	66.15400	23.50854	8.21214	7.48869	6.89484	50.34365	40.65563	8.77069
5.59688	7.55997	6.95441	4.65458	-54.8	7.80531	7.07553	4.99390	1130.02489	0.00000	40.62921	26.39545	6.44415	4.18085	9.82983	48.65768	50.51143	-68.3
5.65813	10.59597	4.73052	6.41888	13.70727	8.49451	7.25823	7.04210	1185.13163	0.00000	52.24640	18.40985	9.07541	6.50599	6.50758	55.59496	46.53435	9.15013
8.29357	8.55837	5.84515	7.84630	34.14251	7.45913	7.95255	4.27484	1066.97683	1.00000	33.39240	10.68707	6.37542	13.93325	5.42301	42.48164	31.08751	-118.25508
6.50573	8.51705	4.26649	5.79040	35.88264	7.20858	6.92999	6.11251	1112.64435	0.00000	20.48950	8.37292	7.91405	8.31735	8.46448	56.24704	23.96285	-80.08199
8.59263	7.47475	4.36902	10.02950	23.02677	7.30344	6.18650	6.22847	1101.67173	1.00000	57.67195	13.46696	7.88867	19.10767	6.29375	27.77422	40.24425	113.13148
5.54608	7.33976	4.01699	10.75782	33.42585	6.41117	6.15579	5.36688	1078.55604	1.00000	54.49877	0.12117	7.45916	2.49800	4.66697	74.08831	52.83496	-6.00137
7.46146	4.61254	6.35920	6.03629	59.33333	6.88027	8.05456	6.35456	1143.16857	1.00000	54.22450	11.10655	6.95057	8.34609	4.04759	49.91355	31.98177	18.28333
3.66641	8.20386	6.15883	6.35558	46.7055	5.95764	6.94531	7.69600	1131.46358	0.00000	55.88281	1.61774	6.60412	4.98347	7.54362	53.79977	26.87671	38.2739
5.87621	7.96729	6.27393	8.64631	41.16704	8.58476	7.49060	6.59135	1107.03030	0.00000	55.61001	13.60329	8.23115	6.12727	9.21704	30.06504	71.74447	-73.20483
8.03837	7.46518	6.94076	8.36002	48.46458	7.60170	6.99229	6.13176	1154.08464	1.00000	68.21048	7.95816	8.60505	11.00124	6.52904	38.70879	63.62138	9.22796
6.77238	3.17093	6.91076	6.21984	52.2	8.23754	6.55922	5.68151	1069.07784	1.00000	47.29849	28.14602	6.26646	6.10019	3.89692	61.91869	59.55957	8.63333
6.39358	6.14164	3.54253	8.30682	55.63711	7.29339	8.19391	5.77651	1154.34949	1.00000	45.70848	16.32784	6.77696	5.97612	5.00553	40.86680	44.73088	37.38115
6.39139	4.43785	6.82639	6.31296	55.82885	8.04555	6.93607	5.74217	1122.90273	1.00000	45.77766	13.47576	6.85784	6.25965	5.65456	31.90320	58.93522	-4.21376
6.69169	8.47407	4.20543	7.07100	36.61033	7.88497	7.18948	4.92809	1081.67963	0.00000	49.13523	1.34636	7.40896	6.96650	7.78034	52.47914	68.43694	-88.31476
6.19471	4.20834	5.94957	8.09766	50.79205	6.54848	6.72795	6.48422	1085.18744	0.00000	52.78560	6.24995	6.04478	5.64877	2.71697	44.06666	53.63661	-1.08593
7.65409	3.21340	5.48112	5.03223	51.44889	7.27247	6.73314	6.96438	1117.01762	1.00000	46.41946	15.16610	6.96722	8.89094	5.38827	45.63150	32.41976	5.51978
9.54752	8.83097	3.68258	8.79716	50.64336	6.44603	5.73042	3.94187	1097.32359	1.00000	38.75974	29.72620	8.75376	39.80168	6.58274	26.42379	61.80510	7.2278
8.26837	8.23581	5.41693	9.76961	35.82756	7.72059	6.47572	6.05661	1128.15566	1.00000	53.89831	20.17548	7.38045	14.08200	5.55992	31.18459	66.33650	137.95378
5.12457	8.82523	6.00220	8.16983	-4.06667	8.66393	7.53339	6.20574	1121.70359	0.00000	43.87569	15.88242	7.06049	5.97897	7.74585	38.37284	36.13538	37.73333
4.39649	8.85532	5.93573	6.24962	31.12406	7.46041	8.25590	7.47764	1068.61487	0.00000	48.20965	14.43999	6.69114	4.45407	7.46642	70.67840	48.71381	-97.90308
6.47231	5.13530	5.27059	8.01921	39.46667	7.25816	5.65413	5.80846	1090.12502	1.00000	33.72445	26.83640	5.69749	6.85882	4.86555	54.85258	48.31557	141.95
5.31014	10.60687	7.09081		42.62833	5.91019	6.38221	6.76528	1179.41161	0.00000	54.52680	11.94021	5.81946	6.98311	9.78146	55.95335	64.00240	20.89389
5.00079	8.50477	6.96299	8.00681	32.52515	6.89520	6.86086	7.90077	1189.05067	0.00000	61.08957	-4.98315	6.97924	5.26953	7.86080	29.19536	49.36787	-93.75018
8.39100	8.71862	8.50247	5.75425	40.68066	5.97394	6.67735	3.54465	1113.83849	1.00000	78.11601	29.07082	7.38177	15.59193	7.98609	39.37187	50.22361	-73.47429
7.36344	6.81847	6.86140	7.41463	30.81383	6.32350	6.59474	5.43339	1070.09518	1.00000	69.99429	30.90510	6.81211	8.69869	4.84606	58.85594	72.46552	75.16878
8.83407	7.15904	5.75723	7.91012	32.52515	4.61043	7.44259	4.21205	1190.11891	1.00000	40.67598	5.69188	8.70202	23.22278	6.08918	67.15386	35.81024	-93.75018
7.15347	8.03365	8.27721	7.56450	37.1759	7.67682	8.47817	7.10610	1122.22387	1.00000	58.59408	12.01375	8.13333	5.52043	5.63435	49.01368	45.57630	128.9889
7.09901	7.38606	5.50582	7.67289	41.6764	7.86808	7.55357	4.65271	1191.33454	1.00000	23.74846	10.33449	6.12233	8.31972	5.60220	45.99152	48.40854	-91.58045
7.20994	8.46475	4.92422	6.13933	40.87363	6.91414	7.07940	5.20561	1107.41921	0.00000	49.23818	24.64490	6.39196	7.78240	8.14638	29.86341	81.88167	14.34085
8.02528	8.83296	5.63224	7.97958	52.61131	7.88736	4.89219	6.45171	1188.75626	1.00000	48.19941	25.17309	7.88807	11.25106	3.89047	61.63386	39.02110	13.31783
8.23871	7.90385	6.33630	8.09600	27.52948	6.06961	6.33685	5.40316	1071.88433	1.00000	54.26620	36.12424	8.46305	13.18269	5.24131	46.82649	35.07556	68.75915
5.72657	5.65800	5.55036	11.92589	52.57583	7.63874	7.74143	5.06385	1118.93329	0.00000	57.24203	22.03635	7.34601	6.15069	8.22402	45.79474	30.20460	6.61944
8.06780	5.90401	6.88679	6.21007	50.8	6.62131	6.43024	6.86483	1188.97809	1.00000	72.10692	7.61801	7.44638	11.40016	4.07999	40.54349	58.22656	3.16667
7.85524	6.85371	6.37711	10.59151	14.62578	5.86730	6.01635	8.47994	1099.14510	1.00000	69.20765	15.38650	6.29169	11.53367	5.27516	38.63199	43.54391	121.12251
	8.23355	8.12753	10.00632	53.53333	7.45407	7.88086	6.86268	1119.24816	0.00000	54.43981	42.37859	7.22056	4.93281	9.94470	33.64803	54.19667	-7.35
5.12854	7.76632	5.20519	5.63193	53.77166	7.38367	5.89415	6.27740	1103.16457	0.00000	60.58646	10.69763	6.55821	4.47344	8.66001	44.88963	65.94230	38.12408
5.96267	5.53162	6.32947	8.27594	23.07492	7.27149	7.37179	6.16202	1158.86508	1.00000	32.44360	23.65959	8.27018	5.89825	4.19416	31.98158	42.65786	88.28637
8.32226	6.48285	6.58590	7.57347	40.68066	6.17325	6.94712	4.84658	1199.32337	1.00000	51.95003	8.79166	6.42482	12.73000	5.92621	43.21535	45.71354	-73.47429
4.76601	8.43095	5.11665	5.25399	26.11527	7.26316	5.90466	5.70072	1101.30033	0.00000	57.44028	17.56714	10.03185	1.52368	8.73652	54.52033	32.97157	86.59509
8.31758	7.97118	4.40513	12.15954	31.84568	8.39814	7.65670	8.39876	1075.54989	1.00000	63.83243	19.39446	7.85029	14.58312	6.39431	30.84116	47.33618	-102.36764
7.77705	8.68741	6.03586	5.26812	57.97472	6.82995	7.90820	4.54689	1057.20214	0.00000	41.96599	14.65163	8.07079	9.27742	9.25435	51.24451	30.11304	33.2525
7.30066	8.30101	5.77583	7.22923	48.35149	7.95335	6.03806	5.52337	1148.76250	0.00000	68.66867	11.39550	6.06661	9.37399	7.52441	46.96570	45.52127	8.96317
4.82719	7.31869	5.63157	10.24392	37.19723	7.51902	7.08898	4.01517	1120.55777	1.00000	42.33295	17.40421	7.18449	5.83029	7.45563	40.32943	51.97139	122.05228
6.95662	8.19998	6.73134	7.71789	14.62578	7.96300	7.66463	5.30416	1102.72386	1.00000	34.78299	17.23515	6.32817	9.08321	5.52046	56.00840	58.21285	121.12251
4.84733	8.71899	5.82467	4.55885	30.5427	6.29851	7.03965	6.13094	1146.14352	0.00000	54.71667	11.01814	8.20151	3.72145	8.99606	42.76363	64.71818	-97.54667
5.00253	7.25785	7.90880	4.95695	-26.93366	7.22473	6.11063	6.06451	1152.66582	0.00000	69.23941	-8.82910	6.03480	4.20975	9.57299	56.28237	56.65667	29.24152
7.61719	8.11218	5.99171	9.23023	41.55838	6.93805	7.75898	8.12279	1160.57002	1.00000	62.65000	20.51424	7.72774	7.50590	4.58828	62.13728	29.19478	-81.56929
5.10747	10.46909	6.50517	5.87001	-38.65333	8.14723	7.12073	7.30208	1189.72109	0.00000	37.62980	2.84317	7.18703	3.92728	8.64896	60.96414	63.45566	178.00417
4.19887	5.85921	3.69743	10.21015	19.30157	6.07281	6.22927	5.33784	1063.48315	1.00000	42.95674	35.12738	5.36986	4.82668	7.06580	44.20649	51.47033	72.85107
4.26339	5.55931	4.95954	10.98518	50.23271	8.86393	5.56606	4.85654	1187.33492	1.00000	71.00328	22.98839	7.63789	3.92420	5.38173	71.53995	48.39169	12.87117
8.70716	6.64453	5.14763	9.65664	51.955	8.37486	6.29306	6.17430	1118.51768	1.00000	53.91178	17.03562	7.13197	18.77628	6.36752	70.37240	31.88456	5.22778
7.15011	8.28546	7.75854	8.80460	52.48173	6.73459	6.82842	7.85819	1130.35192	0.00000	53.97733	8.25269	7.50345	9.68822	8.98610	11.54432	36.75767	-2.12139
6.03758	8.32269	5.17674	8.17244	52.26083	7.36804	7.84610	5.12137	1151.29602	0.00000	67.13341	26.30867	6.01109	4.22028	7.51295	57.09586	45.24774	7.00417
8.06345	8.03966	6.56756	8.01974	32.65246	7.01384	5.17201	6.02018	1089.56371	1.00000	53.32605	4.12438	8.02651	12.69546	5.74910	38.86487	55.22160	51.67462
9.25383	5.18099	5.16829	5.84294	51.12794	6.33792	8.66342	4.72420	1197.56578	1.00000	42.42552	-0.70149	6.43518	31.10481	6.95714	60.61147	54.21986	4.21372
5.21171	8.46079	6.70116	5.41280	40.58654	7.21962	7.25905	6.32865	1157.55797	0.00000	48.51917	14.93907	4.44361	3.46687	8.62452	39.61885	33.88701	-122.39168
6.07565	5.44377	2.94968	8.72398	5.90702	6.53803	8.51346	6.82331	1051.26282	1.00000	25.68478	19.21011	6.23816	5.52414	4.42316	63.93535	49.07974	116.10146
4.63232	7.60288	4.51800	10.08348	49.41029	6.66371	7.16047	5.70195	1173.74168	1.00000	54.71725	17.02074	6.89153	6.36333	7.67978	62.22371	31.50764	38.15035
8.39024	8.94814	6.31820	8.86602	44.97639	6.55888	6.70987	5.69677	1192.34922	1.00000	54.44120	15.97715	7.57446	16.00817	7.89590	45.27121	53.82509	19.61222
5.65331	8.00297	5.77746	5.32655	59.37722	6.18795	4.72616	5.77884	1111.92860	0.00000	58.94726	18.50639	5.66034	7.08688	8.98284	41.92434	24.96668	28.19028
5.56418	8.07062	4.34506	9.16871	29.38242	7.51508	7.70999	5.44884	1081.57429	1.00000	42.94355	22.79354	6.45274	4.90630	7.84753	38.90157	26.55711	70.91106
8.14836	8.37815	5.69231	9.53968	42.8334	4.60580	6.19756	6.47249	1072.00506	1.00000	25.41384	21.75693	6.95899	12.80768	6.25829	38.04193	49.25723	-80.38297
8.35870	8.04260	6.27982	8.10783	-4.26613	8.35936	6.58464	6.14131	1083.39205	0.00000	56.54549	4.46534	6.74615	16.04368	8.58386	60.42190	45.34175	15.28318
8.33340	10.70733	5.99153	8.84952	4.02219	5.96819	6.16114	6.79282	1123.50985	1.00000	35.38098	23.37995	6.81468	15.32994	8.52339	58.69672	60.18278	101.02083
9.03430	8.40710	5.09638	6.63601	33.03699	6.70351	7.15180	5.05503	1121.13080	1.00000	41.89189	-1.70833	5.40067	25.70293	5.20948	53.91745	49.64947	-117.29198
6.89072	9.44777	5.84585	4.80708	42.67164	5.62838	8.84528	5.06947	1056.70800	0.00000	34.63254	5.81479	7.51266	6.07287	8.91694	41.29421	55.25098	14.01481
5.32384	8.09732	6.50587	9.52866	36.82167	7.69531	8.08876	5.87785	1157.99029	0.00000	40.94931	-0.93557	6.11991	4.81673	9.01199	63.59921	42.62534	128.63083
5.02824	10.55311	5.65295	5.79578	-19.65	6.82444	7.04294	6.31820	1085.03540	0.00000	54.28737	12.22004	7.26398	4.32198	9.35136	54.49816	31.28169	47.31667
4.78364	5.01489	6.32254	8.35204	-3.5403	5.77302	7.77707	6.15922	1186.98787	1.00000	44.75178	14.37337	7.10837	3.00052	6.96401	31.47210	52.68305	118.9707
6.23702	7.79137		7.89294	41.84364	8.81600	8.13008	4.64397	1129.75584	0.00000	79.02278	11.97394	5.72655	6.98552	7.37523	46.76230	34.45621	-87.71255
5.65638	7.81612	6.23736	9.82553	54.48147		6.60089	5.01105	1153.64614	0.00000	61.69974	23.50723	5.75616	3.23643	8.10590	56.93558	57.57653	53.47103
5.33387	5.93857	6.12367	5.02935	37.95143	7.62545	6.74903	4.79753	1137.67239	0.00000	63.43302	3.21815	8.08747	3.50157	10.33165	58.27088	85.48519	-91.77127
7.51986	6.99606	7.20449	9.85965	45.78071	7.75765	6.71373	8.23235	1156.52591	1.00000	40.50055	10.96301	7.82419	7.41708	5.06496	47.97010	47.15754	12.84052
7.25201	8.65834	8.32808	5.58027	36.53333	7.65805	7.27586	4.59235	1091.24492	0.00000	58.94853	11.60800		8.02525	8.88875	39.42993	63.78915	136.61667
8.89471	7.60943	5.94980	8.66696	42.28639	6.11352	6.62195	5.30086	1135.79421	1.00000	50.75749	19.33372	8.26369	21.55767	7.93672	77.60076	59.54578	18.84
9.12296	7.79740	4.21992	6.84241	44.31771	6.67313	7.88248	4.79413	1190.18519	1.00000	50.99918	25.23929	7.54680	28.05013	5.10446	37.66808	46.26984	9.32241
5.67639	6.63282	5.65168	7.80183	39.22493	7.35707	6.71837	5.09666	1064.40339	1.00000	37.51761	22.24161	7.94063	3.70140	7.48447	40.42694	48.16694	42.85693
9.87998	11.30053	4.20377	4.64154	44.85278	9.01949	6.15422	1.95073	1116.90107	1.00000	49.23264	22.81544	6.67099	54.33183	6.72750	50.48265	55.09598	65.50917
8.27683	8.58457	5.67332	8.54688	5.30383	8.51425	7.86506	6.42864	1128.43373	1.00000	40.32515	9.62687	5.86565	13.15433	4.65939	39.97952	51.70337	-1.98956
6.19412	8.95051	7.80269	8.55499	45.44868	6.70471	6.97425	7.16984	1185.20183	0.00000	43.36570	12.13187	7.26154	4.87839	8.27954	46.17437	61.26701	-73.81669
6.29164	6.03922	4.45955	8.00950	36.76775	6.26508	7.07822	4.94003	1132.34939	1.00000	42.30247	10.50735	6.74260	5.05232	6.23627	62.39769	75.98637	2.95924
5.56944	9.82001	7.23209	6.83405	25.49043	8.05132	7.46096	7.95154	1169.83301	0.00000	55.20349	7.39913	6.97614	3.91123	9.59116	35.66835	18.42226	85.94001
7.43451	5.21568	5.89858	6.91657	52.2	7.92334	7.51056	6.83787	1142.54505	1.00000	39.71538	22.96071	5.89764	7.97911	3.62673	22.83156	42.65327	8.63333
5.62609	11.47916	6.66248	5.87912	41.09246	7.55555	6.00839	5.43373	1090.39607	0.00000	64.75964	15.76009	7.73123	3.82955	8.88372	50.43599	50.20247	45.36561
4.69179	8.88249	7.57760	6.46909	52.57583	7.65919	6.23111	7.44697	1084.56895	0.00000	63.56517	18.47569	5.84092	5.00962	7.29658	49.50991	26.48987	6.61944
6.50598	8.67918	6.54461	5.59354	-21.42917	6.27584	6.45711	5.63621	1088.21722	0.00000	62.42733	20.89264	7.01878	5.91036	8.67524	28.63913	56.59544	-45.94722
6.41537	5.71078	8.34479	7.35306	19.8173	4.72877	7.24412	6.46488	1170.42588	1.00000	40.47573	12.28234	8.45892	5.08475	5.68780	30.40682	40.18340	-97.35992
8.51374	8.28219	5.01241	6.30433	45.43341	6.66815	9.35861	4.17812	1189.04650	0.00000	65.80709	15.38625	8.36311	15.21651	8.63987	58.80370	23.78745	-73.86586
8.05729	7.95654	7.62216	9.01809	14.46693	4.95599	5.73444	6.81824	1175.96655	1.00000	31.59504	4.30991	6.09336	12.20319	6.44502	44.14943	52.86560	75.92694
7.61852	8.61832	6.70282	8.85670	43.48961	6.00492	6.81695	7.86380	1156.79552	1.00000	51.93265	22.85155	7.11359	11.31331	3.74958	33.66183	26.11965	-8.2194
6.67691	5.10830	5.12872	7.53873	40.37528	7.19663	8.30797	5.71646	1098.93299	1.00000	47.45537	7.95772	6.55689	6.14968	5.54734	38.26635	51.05930	28.88222
6.80725	5.94001	7.27749	7.42080	25.49043	8.40270	7.74970	5.97601	1139.74427	1.00000	44.92337	24.37489	5.85383	5.10867	5.50736	48.33431	21.05547	85.94001
6.32036	4.91353	7.25266	7.20333	18.57677	6.69868	5.45242	6.63055	1106.01228	1.00000	41.88663	21.89674	8.52488		4.44130	68.36831	39.06920	-72.22625
8.83299	9.16387	5.51495	6.41821	6.84019	6.48303	5.85732	3.64737	1091.19832	1.00000	69.11316	24.64820	6.98918	22.46126	4.73331	71.78202	38.13675	79.87116
8.01485	7.47512	5.97504	8.53257	51.35084	8.60386	6.41654	6.83585	1142.26536	0.00000	34.38421	19.36382	5.99315	12.83161	8.25544	21.20432	34.80258	-1.99421
6.05473	4.48420	6.57951	7.30633	4.88441	6.04074	4.96483	5.82656	1194.51021	1.00000	33.05133	8.26391	7.27061	6.77855	5.25947	33.42564	50.47420	101.96857
6.11537	5.65277	6.05831	4.82664	31.76212	5.74089	6.99208	4.49372	1129.38477	0.00000	34.29288	21.49763	7.87772	5.29269	11.02689	68.59788	47.99314	-95.63079
6.36458	5.39693	6.79668	7.84324	50.56149	7.04742	7.76108	5.71804	1056.36168	1.00000	36.19808	32.04591	6.74683	6.29196	5.56809	70.86322	54.88943	4.69889
6.32582	6.00121	6.34336	4.00456	-0.35817	7.34426	7.58263	4.78929	1170.93173	0.00000	44.38327	21.62441	5.39756	5.84926	11.60589	43.13888	39.81833	42.54536
8.58703	10.23704	6.67082	7.01256	46.1351	6.11085	8.07582	4.65953	1128.83588	1.00000	56.55077	15.74127	7.85587	16.76607	8.08820	28.58021	40.05442	-60.1831
8.15588	9.36037	3.92320	10.34432	56.11281	5.89718	6.17125	6.84795	1111.99087	1.00000	42.11896	16.97400	7.28807	14.64554	3.56589	50.20380	39.35810	69.49015
6.77753	9.43127	4.84204	6.28900	33.44872	7.40846	6.68181	5.74289	1056.81474	0.00000	56.42682	19.47768	7.46007	7.32666	7.57227	33.51124	36.47996	-86.78777
8.78597	7.85120	5.96552	8.20802	38.96372	6.73231	5.90519	5.85166	1167.51886	1.00000	57.35554	13.84653	7.71660	21.06509	6.12800	36.54117	49.25504	-76.99081
4.60387	8.23006	4.40062	7.81129	52.53048	7.52892	7.54293	5.44531	1113.65430	0.00000	52.22073	-1.88327	8.20884	6.17234	8.99660	55.67970	47.97273	13.29371
5.31563	9.31557	6.31465	8.27481	-16.25	9.09099	7.18649	5.84421	1094.50943	0.00000	47.86490	7.52917	5.57544	4.54037	9.22204	34.82326	41.19123	-69.08333
5.90414	9.65950	5.00821	6.39194	17.94979	5.96545	6.45454	5.18437	1185.16326	0.00000	45.73410	20.18285	6.12035	7.27357	7.60804	57.74879	43.29159	-94.91386
8.06619	9.52976	3.93853	5.88360	37.08819	8.16662	8.23240	4.31255	1081.96115	0.00000	35.14289	25.28055	6.03773	11.15046	8.22868	66.97460	48.21763	-8.2503
9.27732	7.47459	4.06802	7.18185	34.65918	7.49085	7.60936	2.85123	1098.25433	1.00000	17.41783	8.50824	7.34311	29.80696	5.21673		72.00258	109.22921
6.74678		6.09156	8.41028	33.76446	7.91083	6.90233	4.18104	1071.65237	1.00000	38.27833	22.90751	7.35128	5.08836	6.48270	32.79435	51.60594	-117.79394
4.41727	7.80088	8.42579	4.49499	41.09246	6.72770	6.88141	6.59610	1056.88702	0.00000	58.35187	15.31110	4.55781	5.94702	9.76024	26.38106	41.86443	45.36561
5.33425	3.91236	3.98627	9.00061	52.2	7.82318	8.39699	7.13727	1134.76184	1.00000	55.42647	9.02624	8.59539	4.90864	3.74284	60.44874	52.02112	8.63333
6.75744	5.82809	5.42518	11.43365	39.72943	7.17292	6.04168	5.07270	1137.90276	0.00000	62.22803	8.23765	8.39010	6.66302	8.90586	61.38018	50.26879	-104.83192
6.95841	9.07277	7.80398	10.07100	41.72063	6.75995	6.79902	8.84915	1169.35947	1.00000	46.97771	-6.25278	5.58398	5.71708	5.73337	40.56403	48.71251	12.6723
7.48008	4.31005	6.06908	6.22400	-3.14306	6.93706	6.95019	6.01769	1140.53917	1.00000	44.33098	28.16444	6.87481	7.33331	4.16736	51.78363	58.72914	-58.44417
5.73769	8.64613	5.20569	7.06008	30.46907	7.68290	7.17499	6.95805	1090.88069	0.00000	62.12103	8.51904	5.63494	3.46426	7.12856	58.94303	50.87574	70.96699
5.44129	8.09982	3.99046	9.80946	-22.45667	6.99956	6.98239	6.45408	1129.64142	1.00000	24.65538	11.83143	8.09305	6.80933	6.33573	57.03313	64.60414	-47.53028
