revision	QoS	latitude	station	longitude	code
2019-12-29	average	58.63667	Lesnoy	59.80222	RU
2018-01-08	maintenance	-19.7625	Esmeraldas	-44.31389	BR
2019-12-27	accep	41.72063	Ariccia	12.6723	IT
2015-05-25	average	57.47908	Inverness	-4.22398	GB
2019/11/25	building	38.96667	Gandia	-0.18333	ES
19 Aug 2020	accep	28.15112	Lutz	-82.46148	US
04 Oct 2012	excellent	-8.73508	Kamina	24.99798	CD
2022/05/23	average	-2.68333	Usagara	33	TZ
06/15/2019, 00:00:00	maintenance	4.94273	Carnot	15.87735	CF
19 Jan 2022	good	12.25282	Gingee	79.41727	IN
05/27/2019, 00:00:00	accep	41.50343	Newburgh	-74.01042	US
06/27/2021, 00:00:00	excellent	-8.73508	Kamina	24.99798	CD
24 Mar 2015	accep	48.52961	Landshut	12.16179	DE
14 May 2016	good	-6.8	Magomeni	39.25	TZ
2016-09-04	excellent	36.24624	Fujioka	139.07204	JP
2022-03-12	accep	47.30997	Adliswil	8.52462	CH
2013/03/16	accep	49.13645	Eppingen	8.91229	DE
22 Jan 2020	accep	32.9156	Mira Mesa	-117.14392	US
2019-02-05	accep	35.06667	Sasayama	135.21667	JP
08/12/2020, 00:00:00	excellent	51.62907	High Wycombe	-0.74934	GB
2015-05-30	good	14.8361	Guyong	120.97844	PH
01/22/2014, 00:00:00	good	34.63915	Lompoc	-120.45794	US
16 Apr 2017	building	-33.88096	Strathfield	151.07986	AU
22 Oct 2013	acceptable	-8.66667	Catende	-35.71667	BR
2013/07/25	good	49.28669	Elbeuf	1.00288	FR
18 Dec 2015	excellent	10.10649	Alwaye	76.35484	IN
05/26/2014, 00:00:00	average	-33.88096	Strathfield	151.07986	AU
2022-03-13	good	7.62789	Ilesa	4.74161	NG
2021/04/15	accep	7.83389	Villa del Rosario	-72.47417	CO
17 Jan 2022	average	-7.60361	Kidodi	37.00438	TZ
01/01/2017, 00:00:00	building	41.75338	Granger	-86.11084	US
01/06/2018, 00:00:00	average	-37.9	Wheelers Hill	145.18333	AU
2012/10/01	good	47.38093	Kent	-122.23484	US
2022/06/08	building	32.61603	Karbala	44.02488	IQ
2022-06-28	average	5.20856	Honda	-74.73584	CO
2016-01-25	good	43.61062	Rutland	-72.97261	US
11 Aug 2018	building	36	Okegawa	139.55722	JP
02/11/2022, 00:00:00	average	8.48714	Freetown	-13.2356	SL
29 Dec 2020	accep	36	Okegawa	139.55722	JP
2021-11-19	accep	29.53885	Fresno	-95.44744	US
01/08/2019, 00:00:00	average	42.7392	Waverly	-84.62081	US
25 Oct 2016	accep	38.45598	Astara	48.87498	AZ
2014-08-05	excellent	42.22718	Lanciano	14.39024	IT
16 Jun 2015	accep	-15.675	Canavieiras	-38.94722	BR
2016-01-01	excellent	55.54028	Sharypovo	89.20083	RU
2016/10/24	excellent	37.16911	El Alia	10.03478	TN
08/21/2013, 00:00:00	good	32.50611	Jiangyan	120.14278	CN
05/24/2013, 00:00:00	excellent	20.22816	Zacoalco de Torres	-103.5687	MX
2015-06-25	excellent	50.75767	Lymington	-1.5443	GB
2019-02-27	average	4.92675	Yenagoa	6.26764	NG
05/15/2018, 00:00:00	excellent	40.60538	Far Rockaway	-73.75513	US
11/28/2018, 00:00:00	maintenance	65.93381	Aykhal	111.4834	RU
2013-05-12	building	44.22639	Negotin	22.53083	RS
2019/06/06	maintenance	36.82167	Eisen	128.63083	KR
11 Aug 2016	average	51.84819	Walton-on-the-Naze	1.26738	GB
2017-01-16	accep	48.25	Floridsdorf	16.4	AT
04/30/2021, 00:00:00	building	-25.42944	Palmeira	-50.00639	BR
29 May 2014	average	36.06386	El Achir	4.62744	DZ
2015/10/23	excellent	5.20856	Honda	-74.73584	CO
2019-06-06	building	35.06544	Frenda	1.04945	DZ
13 Jun 2018	good	-38.16604	Frankston South	145.13643	AU
2021/11/13	excellent	53.43333	Athlone	-7.95	IE
2014/05/03	maintenance	36.91023	Watsonville	-121.75689	US
10/06/2017, 00:00:00	maitennce	41.57721	West Des Moines	-93.71133	US
2022-04-02	accep	-34.28853	Griffith	146.05093	AU
07 Dec 2019	building	23.49668	Adra	86.68363	IN
11/05/2021, 00:00:00	average	-33.79176	Eastwood	151.08057	AU
2021-04-18	maintenance	22.19303	Diamond Harbour	88.18466	IN
2016-02-09	building	34.9	Shinshiro	137.5	JP
07/17/2017, 00:00:00	good	16.06213	Hungund	76.0586	IN
20 Jan 2022	good	42.67164	Roseto degli Abruzzi	14.01481	IT
07/21/2013, 00:00:00	accep	11.12018	Manjeri	76.11996	IN
2019-06-16	excellent	43.32393	Les Olives	5.4584	FR
26 Feb 2017	accep	-12.91667	Muritiba	-39.25	BR
07 Jul 2021	accep	45.9836	Cordenons	12.70038	IT
2015/03/27	average	38.47917	Jumilla	-1.325	ES
2013-12-11	average	-10.95817	Tucano	-38.79084	BR
2017/10/13	accep	53.37596	Otradnyy	51.3452	RU
06/26/2016, 00:00:00	building	54.48147	Oktyabr’skiy	53.47103	RU
2013/02/21	good	-20.88231	Saint-Denis	55.4504	RE
30 Jun 2014	excellent	52.41667	Thetford	0.75	GB
02/28/2013, 00:00:00	excellent	48.49144	Reutlingen	9.20427	DE
2019-03-03	average	14.8361	Guyong	120.97844	PH
2020-12-04	excellent	22.4711	Pujali	88.1453	IN
2012/12/16	building	-34.64966	Barracas	-58.38341	AR
2014/09/20	accep	19.21667	Dombivli	73.08333	IN
12/16/2016, 00:00:00	building	22.98212	Corralillo	-80.58556	CU
2019/12/18	excellent	17.54907	Elamanchili	82.85749	IN
2015/10/30	excellent	40.93121	Yonkers	-73.89875	US
05/05/2013, 00:00:00	excellent	43.62558	Falconara Marittima	13.39954	IT
12 Oct 2016	good	19.64745	Paracho de Verduzco	-102.04897	MX
2013-03-08	excellent	18.20854	Santa Cruz de Barahona	-71.10077	DO
26 May 2014	excellent	50.23805	Nidderau	8.86704	DE
2017/09/06	maintenance	-36.9256	Chiguayante	-73.02841	CL
2015-05-23	good	21.59983	Amreli	71.21169	IN
20 Aug 2022	excellent	41.15612	Reus	1.10687	ES
2013-02-10	average	0.76755	Yangambi	24.43973	CD
2013-12-17	excellent	29.65163	Gainesville	-82.32483	US
2014/12/18	excellent	34.86472	Zaozhuang	117.55417	CN
2013-07-19	accep	53.37596	Otradnyy	51.3452	RU
07/02/2017, 00:00:00	building	39.96097	West Chester	-75.60804	US
07/08/2013, 00:00:00	accep	49.88307	Kelowna	-119.48568	CA
2013/09/13	accep	30.76468	Kanganpur	74.12286	PK
2015-12-27	excellent	26.68451	Belle Glade	-80.66756	US
2014/05/07	average	29.84576	Estelle	-90.10674	US
21 Dec 2018	excellent	-4.24444	Barras	-42.29444	BR
2015-07-15	average	-23.7975	Buri	-48.59278	BR
01/03/2020, 00:00:00	good	40.42386	San Fernando de Henares	-3.53261	ES
2014/03/03	maintenance	4.73245	Madrid	-74.26419	CO
22 Feb 2013	maintenance	41.14676	New Canaan	-73.49484	US
2019-10-20	maintenance	51.64316	Bushey	-0.36053	GB
03/13/2018, 00:00:00	average	36.27462	Bordj Zemoura	4.85668	DZ
07/30/2020, 00:00:00	average	31.76212	Palestine	-95.63079	US
12/08/2020, 00:00:00	good	3.27833	Kitgum	32.88667	UG
06 Oct 2019	accep	-19.7625	Esmeraldas	-44.31389	BR
09/28/2019, 00:00:00	accep	12.04161	Talipparamba	75.35927	IN
2022-05-12	accep	7.06273	Mampong	-1.4001	GH
2018/07/23	maintenance	25.66795	Dalsingh Sarai	85.83636	IN
2019/11/27	accep	41.48199	Lakewood	-81.79819	US
2018/07/10	excellent	-10.90889	Barra dos Coqueiros	-37.03861	BR
08/15/2016, 00:00:00	average	38.07789	Villabate	13.44275	IT
11/19/2015, 00:00:00	excellent	43.61062	Rutland	-72.97261	US
2022-07-24	accep	53.7446	Kingston upon Hull	-0.33525	GB
28 Jul 2020	building	51.08468	Burscheid	7.11393	DE
01 Aug 2018	excellent	39.12074	Bergama	27.18052	TR
2017-01-14	excellent	25.49043	Teghra	85.94001	IN
02/26/2013, 00:00:00	maintenance	-20.25333	Itabirito	-43.80139	BR
07/03/2017, 00:00:00	excellent	12.1277	Dharmapuri	78.15794	IN
22 Nov 2021	maintenance	-13.7804	Salima	34.4587	MW
05/07/2018, 00:00:00	average	11.86064	Gaya	9.0027	NG
2019/11/01	accep	32.87533	Daud Khel	71.57118	PK
06/30/2013, 00:00:00	maintenance	33.76446	North Tustin	-117.79394	US
2021-02-21	building	-8.43333	Muncar	114.33333	ID
01/07/2017, 00:00:00	good	-25.54073	Maryborough	152.70493	AU
12 Aug 2014	average	6.15038	Nkpor	6.83042	NG
2020/09/21	building	26.11527	Supaul	86.59509	IN
2014/05/28	building	21.01858	Guanajuato	-101.2591	MX
04/05/2020, 00:00:00	good	40.1675	Sungurlu	34.37389	TR
26 Jul 2022	building	43.62558	Falconara Marittima	13.39954	IT
09 Apr 2014	maintenance	45.9836	Cordenons	12.70038	IT
2021-01-17	building	24.28859	Meizhou	116.11768	CN
2014/08/09	building	51.14942	Zgorzelec	15.00835	PL
03 Sep 2016	excellent	-21.15	Ikalamavony	46.58333	MG
27 Jan 2022	accep	50.50301	Most	13.63617	CZ
2017-11-18	building	11.12018	Manjeri	76.11996	IN
2021-01-06	excellent	51.12794	Temse	4.21372	BE
2019-12-14	good	58.63667	Lesnoy	59.80222	RU
09 Jul 2014	average	45.39402	San Giuliano Milanese	9.29109	IT
2016-01-28	building	36.08497	Siliana	9.37082	TN
08 May 2015	excellent	55.75556	Ozersk	60.70278	RU
08/21/2014, 00:00:00	accep	51.38673	Hartley	0.30367	GB
01/21/2015, 00:00:00	maintenance	40.93333	Jalal-Abad	73	KG
03/24/2020, 00:00:00	excellent	51.03427	Houthalen	5.37429	BE
29 Jul 2021	building	36.20829	Pahrump	-115.98391	US
2014-10-29	good	42.67164	Roseto degli Abruzzi	14.01481	IT
09 Oct 2020	building	39.71734	Sicklerville	-74.96933	US
2013/09/22	excellent	50.64336	Bad Honnef	7.2278	DE
2019-04-21	excellent	34.4833	Toba	136.84186	JP
02/13/2017, 00:00:00	good	23.5654	Magong	119.58627	TW
30 May 2017	average	53.59782	Dyat’kovo	34.33825	RU
05/06/2019, 00:00:00	accep	40.87329	Somma Vesuviana	14.43865	IT
2016-09-21	excellent	26.67319	Juhaynah	31.4976	EG
30 Mar 2017	average	56.56317	Arbroath	-2.58736	GB
10 Mar 2018	good	53.5942	Novogrudok	25.8191	BY
08/22/2021, 00:00:00	accep	15.46063	Thap Than	99.89166	TH
2022/02/03	good	42.7	Aytos	27.25	BG
2014/07/08	accep	47.30997	Adliswil	8.52462	CH
2022-04-26	average	44.75874	Bijeljina	19.21437	BA
2019-02-10	excellent	-12.91667	Muritiba	-39.25	BR
2016/07/24	building	45.49428	Aloha	-122.86705	US
2016/08/12	excellent	52.14	Barneveld	5.58472	NL
2016/04/22	excellent	43.62558	Falconara Marittima	13.39954	IT
2014/04/09	excellent	53.46506	Chapletown	-1.47217	GB
2015-08-11	excellent	51.40944	Privolzhskiy	46.04833	RU
03/29/2015, 00:00:00	average	20.14298	Media Luna	-77.43532	CU
2022/05/14	good	55.38752	Naro-Fominsk	36.73307	RU
2014-08-21	maintenance	31.82539	Sillanwali	72.54064	PK
2020-11-26	maintenance	40.70995	Amposta	0.57856	ES
12/28/2019, 00:00:00	maintenance	19.32932	Contla	-98.1664	MX
13 Mar 2016	average	38.37255	Aksaray	34.02537	TR
26 Apr 2018	accep	36.64852	Nowshahr	51.49621	IR
09/17/2016, 00:00:00	maintenance	43.83125	Cavaillon	5.03586	FR
07 Apr 2013	accep	-0.35817	Kismayo	42.54536	SO
2020-12-11	excellent	45.44868	Pointe-Claire	-73.81669	CA
07 Aug 2016	average	35.20889	Changzhi	111.73861	CN
2014/01/01	average	59.80917	Shushary	30.38167	RU
05 Dec 2016	good	44.89784	Tortona	8.86374	IT
14 Jul 2015	good	4.94273	Carnot	15.87735	CF
26 Jun 2015	good	10.10649	Alwaye	76.35484	IN
06 Apr 2016	building	55.62047	Tyoply Stan	37.49338	RU
07/09/2019, 00:00:00	excellent	32.05971	Ganei Tikva	34.8732	IL
03/03/2022, 00:00:00	good	38.55632	Vahdat	69.01354	TJ
21 Jul 2020	building	21.34222	Kundla	71.30633	IN
02/28/2014, 00:00:00	maintenance	53.00974	Rhosllanerchrugog	-3.05814	GB
03 Sep 2021	average	-10.90889	Barra dos Coqueiros	-37.03861	BR
02/12/2022, 00:00:00	excellent	52.86147	Walsrode	9.5926	DE
05/19/2017, 00:00:00	building	23.0072	Boyeros	-82.4017	CU
2014-10-03	accep	15.46063	Thap Than	99.89166	TH
04/21/2017, 00:00:00	excellent	53.53395	Zhukovka	33.72798	RU
30 Aug 2014	maintenance	26.76628	Gorakhpur	83.36889	IN
08 Apr 2013	average	50.8	Wevelgem	3.16667	BE
02/11/2016, 00:00:00	average	-3.20333	Altamira	-52.20639	BR
06/29/2021, 00:00:00	good	33.44872	Vestavia Hills	-86.78777	US
13 Nov 2015	maitennce	48	Quimper	-4.1	FR
12/04/2014, 00:00:00	good	-5.41667	Chanika	38.01667	TZ
28 May 2015	building	36.65	Suzaka	138.31667	JP
11/17/2015, 00:00:00	building	23.1959	Kenda	86.51499	IN
12 Dec 2014	maintenance	-7.76667	Iringa	35.7	TZ
07/19/2021, 00:00:00	maintenance	20.88197	Bhuban	85.83334	IN
2013/03/14	average	55.82885	Rutherglen	-4.21376	GB
2015/03/20	average	16.75973	Tuxtla	-93.11308	MX
2019/02/06	good	25.6439	Narwar	77.9129	IN
2018/07/29	accep	10.10649	Alwaye	76.35484	IN
2020/07/02	good	60.18427	Kallio	24.95034	FI
2021-03-05	accep	51.65333	Vught	5.2875	NL
2019-06-24	average	33.08014	Milledgeville	-83.2321	US
2019/07/26	good	51.38673	Hartley	0.30367	GB
2020/08/30	average	22.4711	Pujali	88.1453	IN
13 May 2014	maintenance	56.9083	Beryozovsky	60.8019	RU
12/15/2014, 00:00:00	excellent	42.50729	les Escaldes	1.53414	AD
02 Oct 2013	excellent	11.93381	Puducherry	79.82979	IN
2014-12-22	average	42.16808	Huntley	-88.42814	US
2014/04/10	good	38.37255	Aksaray	34.02537	TR
2016-08-18	average	45.9836	Cordenons	12.70038	IT
2017/06/04	average	41.16704	Bridgeport	-73.20483	US
12/25/2020, 00:00:00	good	53.69786	Leyland	-2.68758	GB
2018/12/05	good	17.06542	Oaxaca	-96.72365	MX
08/01/2014, 00:00:00	good	52.4581	Dahlem	13.28702	DE
09 Jul 2022	maintenance	-16.25	Yunguyo	-69.08333	PE
2018/06/25	accep	31.84568	Odessa	-102.36764	US
04 May 2018	excellent	33.92866	Temara	-6.90656	MA
2020-05-24	average	8.43333	Nakhon Si Thammarat	99.96667	TH
2018-11-30	accep	43.48961	Ferrol	-8.2194	ES
10 Mar 2019	average	59.33333	Boo	18.28333	SE
08 Oct 2017	average	39.12074	Bergama	27.18052	TR
2020/08/24	accep	23.02677	Foshan	113.13148	CN
01/21/2015, 00:00:00	average	39.72943	Aurora	-104.83192	US
05 Sep 2018	average	40.34912	Saratoga Springs	-111.90466	US
11 Jan 2020	good	5.20856	Honda	-74.73584	CO
2012/11/23	excellent	42.16808	Huntley	-88.42814	US
09/22/2015, 00:00:00	average	36.61954	Beni Douala	4.08282	DZ
12/31/2021, 00:00:00	good	47.56494	Voznesensk	31.33078	UA
07 Feb 2018	average	37.1759	T’aebaek	128.9889	KR
07/07/2021, 00:00:00	good	33.45122	Hueytown	-86.99666	US
10/10/2020, 00:00:00	excellent	53.5942	Novogrudok	25.8191	BY
2016-11-10	building	-4.06667	Same	37.73333	TZ
03 Feb 2017	building	23.9028	Kushtia	89.11943	BD
02/14/2022, 00:00:00	average	-54.8	Ushuaia	-68.3	AR
2016/06/05	building	22.88783	Jashpurnagar	84.13864	IN
2014-02-21	excellent	29.22254	Haldwani	79.5286	IN
26 Jul 2013	good	37.65639	Goyang-si	126.835	KR
11/12/2017, 00:00:00	good	24.05979	Leteri	77.40858	IN
2016-01-08	excellent	34.56861	Beidao	105.89333	CN
29 Jun 2014	accep	41.09246	Qazax	45.36561	AZ
16 Jan 2021	good	39.59611	Edremit	27.02444	TR
04/26/2014, 00:00:00	accep	16.0438	Manaoag	120.4861	PH
2017/05/03	excellent	10.13361	Maasin	124.84472	PH
2019-08-29	average	-32.45242	La Ligua	-71.23106	CL
23 Apr 2015	building	18.18158	Osmanabad	76.03889	IN
2016-02-15	accep	42.50729	les Escaldes	1.53414	AD
12/07/2018, 00:00:00	excellent	53.69786	Leyland	-2.68758	GB
05/28/2019, 00:00:00	excellent	48.49144	Reutlingen	9.20427	DE
2014/02/25	excellent	33.43443	Azrou	-5.22126	MA
2020-07-20	maintenance	48.98994	Herblay	2.1699	FR
18 Aug 2014	average	33.41012	Greenville	-91.06177	US
2019-08-20	excellent	-8.99167	Maliana	125.21972	TL
2013-12-24	accep	25.49043	Teghra	85.94001	IN
2018/12/16	maintenance	41.9001	Taunton	-71.08977	US
06 Jun 2022	good	37.74615	Ponta Delgada	-25.66689	PT
2017/05/12	excellent	-31.95224	Perth	115.8614	AU
2014-10-12	average	47.05	Sankt Peter	15.46667	AT
2017-01-02	building	50.82882	Lancing	-0.32247	GB
11 May 2020	accep	49.03685	Bretten	8.70745	DE
2014/04/24	excellent	-7.01833	Pameungpeuk	107.60389	ID
21 Feb 2019	accep	7.50251	Igbara-Odo	5.06258	NG
03/20/2018, 00:00:00	good	41.16704	Bridgeport	-73.20483	US
03/19/2013, 00:00:00	good	34.4833	Toba	136.84186	JP
2015-04-08	good	58.04254	Tavda	65.27258	RU
2019-07-01	accep	33.93113	Norco	-117.54866	US
01/07/2013, 00:00:00	maintenance	50.80019	Siegburg	7.20769	DE
01/07/2021, 00:00:00	accep	35.05266	Fayetteville	-78.87836	US
06/06/2022, 00:00:00	maintenance	24.05979	Leteri	77.40858	IN
2014/12/02	building	48.90472	La Garenne-Colombes	2.2469	FR
30 Mar 2018	accep	20.22816	Zacoalco de Torres	-103.5687	MX
2017/02/07	good	9.82564	Tiruppuvanam	78.25795	IN
12 Aug 2017	good	48.90472	La Garenne-Colombes	2.2469	FR
01/12/2021, 00:00:00	good	32.17629	Fazilpur	75.06583	PK
23 Feb 2018	average	54.48147	Oktyabr’skiy	53.47103	RU
2013-04-25	accep	53.53041	Nizhniy Lomov	43.67663	RU
2014/11/04	accep	10.66668	Port of Spain	-61.51889	TT
27 Nov 2021	excellent	39.45621	Martinsburg	-77.96389	US
2015-04-16	accep	37.52487	Bon Air	-77.55777	US
2017/09/21	accep	29.98869	Zhoushan	122.20488	CN
08/08/2016, 00:00:00	excellent	33.44872	Vestavia Hills	-86.78777	US
2022/03/14	building	51.39148	Surbiton	-0.29825	GB
2021/02/08	good	43.82634	Motomachi	144.09638	JP
2020-02-09	good	51.04962	Zeitz	12.1369	DE
2018-10-03	excellent	29.65163	Gainesville	-82.32483	US
2019-02-07	average	33.35283	Gilbert	-111.78903	US
2019-08-20	accep	53.81667	Blackpool	-3.05	GB
01 Dec 2015	accep	-1.26424	Simpang	104.09701	ID
03/21/2017, 00:00:00	average	38.72706	Carnaxide	-9.24671	PT
2016-01-17	accep	38.37255	Aksaray	34.02537	TR
2018/05/22	maintenance	53.38333	Gainsborough	-0.76667	GB
10/30/2017, 00:00:00	excellent	42.16808	Huntley	-88.42814	US
09/12/2015, 00:00:00	good	53.30972	Novosilikatnyy	83.62389	RU
09/25/2018, 00:00:00	average	42.7392	Waverly	-84.62081	US
26 Jun 2018	maintenance	15.45144	Betamcherla	78.14797	IN
21 Aug 2015	average	-26.93366	Standerton	29.24152	ZA
01/11/2016, 00:00:00	good	51.04962	Zeitz	12.1369	DE
01/23/2014, 00:00:00	good	29.69221	Hasilpur	72.54566	PK
31 Dec 2020	average	6.25947	Tak Bai	102.05461	TH
2020/02/01	accep	37.16911	El Alia	10.03478	TN
2017-12-19	excellent	50.71229	Rixensart	4.52529	BE
2019/11/19	good	50.09019	Hofheim am Taunus	8.4493	DE
24 May 2014	accep	36.91023	Watsonville	-121.75689	US
06/01/2017, 00:00:00	good	37.31309	Mardin	40.74357	TR
2019-02-10	excellent	31.39547	Rahat	34.75699	IL
26 Jul 2019	good	31.71667	Sangla Hill	73.38333	PK
2014-09-08	excellent	38.55632	Vahdat	69.01354	TJ
12/21/2017, 00:00:00	building	-17.74431	Caldas Novas	-48.62789	BR
2022-05-12	excellent	47.38093	Kent	-122.23484	US
31 May 2014	excellent	54.03876	Kovylkino	43.91385	RU
25 Aug 2015	accep	23.5654	Magong	119.58627	TW
22 May 2015	excellent	37.19723	Tianfu	122.05228	CN
08/26/2021, 00:00:00	average	35.89972	Valletta	14.51472	MT
2022/06/25	excellent	41.09246	Qazax	45.36561	AZ
06/28/2018, 00:00:00	average	41.54566	Middletown	-71.29144	US
08/17/2019, 00:00:00	good	42.62833	Glogovac	20.89389	XK
2018/01/09	maintenance	36.76639	Boumerdas	3.47717	DZ
2015/10/18	average	38.38479	Novelda	-0.76773	ES
26 Sep 2019	average	22.37066	Tsuen Wan	114.10479	HK
2013-09-18	excellent	34.14251	Glendale	-118.25508	US
2015-01-12	accep	30.5427	Hutto	-97.54667	US
2014/01/27	building	53.78333	Selby	-1.06667	GB
22 Jan 2021	maintenance	10.29085	Sa Dec	105.75635	VN
2015-01-15	average	52.48173	Brierley Hill	-2.12139	GB
2022/01/02	average	48.98333	Mitry-Mory	2.61667	FR
2021/11/02	excellent	33.98154	Lexington	-81.23621	US
12/15/2019, 00:00:00	good	41.66394	Toledo	-83.55521	US
10/23/2018, 00:00:00	accep	36.21544	Sar-e Pul	65.93249	AF
2021-03-16	excellent	44.59445	Castelfranco Emilia	11.04979	IT
07 Apr 2021	excellent	49.03685	Bretten	8.70745	DE
28 Mar 2020	average	40.5576	Woodbridge	-74.28459	US
2020-09-06	average	6.45407	Lagos	3.39467	NG
26 Oct 2019	building	54.39635	Alytus	24.04142	LT
2018-01-25	accep	14.62578	Antipolo	121.12251	PH
2013-09-28	excellent	53.5942	Novogrudok	25.8191	BY
27 Dec 2012	average	20.22816	Zacoalco de Torres	-103.5687	MX
2021-02-21	excellent	33.37526	Rajaori	74.3092	IN
03/19/2015, 00:00:00	good	53.53041	Nizhniy Lomov	43.67663	RU
2015/05/16	excellent	39.78504	Greenfield	-85.76942	US
2017/03/27	good	5.6561	Andes	-75.87877	CO
2021/05/17	excellent	37.74615	Ponta Delgada	-25.66689	PT
13 Mar 2020	maintenance	25.75728	Deoli	75.37991	IN
2013/06/20	building	5.6561	Andes	-75.87877	CO
2015/10/12	excellent	51.08468	Burscheid	7.11393	DE
06/06/2021, 00:00:00	excellent	33.76446	North Tustin	-117.79394	US
2020/02/04	good	41.8542	Lower West Side	-87.66561	US
2017-07-13	excellent	-31.95224	Perth	115.8614	AU
06/21/2022, 00:00:00	accep	12.74482	Argungu	4.52514	NG
04/07/2018, 00:00:00	excellent	55.67938	Frederiksberg	12.53463	DK
01/01/2022, 00:00:00	accep	45.50369	Montecchio Maggiore-Alte Ceccato	11.412	IT
18 May 2015	average	-6.8	Magomeni	39.25	TZ
2020-10-20	accep	60.97944	Izluchinsk	76.92421	RU
2016/09/12	accep	48.98994	Herblay	2.1699	FR
2022-08-31	maitennce	34.08565	Srinagar	74.80555	IN
06/19/2015, 00:00:00	accep	41.57439	Smolyan	24.71204	BG
12/14/2019, 00:00:00	maintenance	-15.675	Canavieiras	-38.94722	BR
10 Sep 2019	accep	51.30001	Oschatz	13.10984	DE
2019-11-15	accep	41.84364	South Lawndale	-87.71255	US
2021-06-24	good	48.52961	Landshut	12.16179	DE
2021/12/24	good	-37.32167	Tandil	-59.13316	AR
2018/12/03	accep	54.52156	Schleswig	9.5586	DE
09/27/2014, 00:00:00	excellent	42.64031	Dongfeng	125.51176	CN
11/12/2020, 00:00:00	excellent	23.1959	Kenda	86.51499	IN
02/23/2014, 00:00:00	maintenance	26.76628	Gorakhpur	83.36889	IN
12/08/2017, 00:00:00	accep	29.65163	Gainesville	-82.32483	US
12 Dec 2013	building	-6.25	Mvomero	38.66667	TZ
2014/01/17	excellent	40.11583	Jizzax	67.84222	UZ
2016/08/18	accep	48.43174	Hlohovec	17.8031	SK
2016-06-14	average	43.61092	Montpellier	3.87723	FR
18 Jun 2019	accep	48.28259	Ehingen	9.72749	DE
26 Aug 2016	excellent	35.21222	Ksar Chellala	2.31889	DZ
2015/12/06	good	-37.9	Wheelers Hill	145.18333	AU
2021-12-10	average	51.88333	Verl	8.51667	DE
10/10/2017, 00:00:00	accep	51.38673	Hartley	0.30367	GB
2014/10/28	accep	-3.5403	Majene	118.9707	ID
2016-06-16	excellent	40.67705	Cypress Hills	-73.89125	US
06 Dec 2014	accep	36.06523	Porterville	-119.01677	US
2017/03/18	accep	32.05971	Ganei Tikva	34.8732	IL
08/04/2016, 00:00:00	excellent	52.26083	Losser	7.00417	NL
08/05/2013, 00:00:00	average	34.9	Shinshiro	137.5	JP
09/25/2016, 00:00:00	good	38.45598	Astara	48.87498	AZ
2012/11/01	acceptable	38.06084	Hutchinson	-97.92977	US
02/11/2022, 00:00:00	maintenance	19.04222	Casa Blanca	-98.11889	MX
06/19/2015, 00:00:00	excellent	10.13361	Maasin	124.84472	PH
2022/08/17	average	38.96372	Chillum	-76.99081	US
2013-08-04	maintenance	54.90083	Stupino	38.07083	RU
30 Oct 2012	excellent	-3.74912	Iquitos	-73.25383	PE
23 Jul 2022	excellent	46.32374	Sunnyside	-120.00865	US
05/08/2019, 00:00:00	good	6.15038	Nkpor	6.83042	NG
2019/09/20	good	48.8449	Skalica	17.22635	SK
06 Feb 2013	excellent	50.20528	Jaworzno	19.27498	PL
2018/04/19	excellent	14.53767	Ataq	46.83187	YE
18 Feb 2022	building	-4.83	Mwandiga	29.65806	TZ
22 Oct 2019	excellent	27.55898	Larkana	68.21204	PK
2014-11-19	excellent	55.75556	Ozersk	60.70278	RU
2013/12/29	good	55.82885	Rutherglen	-4.21376	GB
20 May 2018	good	29.21399	Kashipur	78.95693	IN
2021/02/04	accep	41.75338	Granger	-86.11084	US
06 Mar 2014	accep	31.76212	Palestine	-95.63079	US
2013/12/27	good	55.67938	Frederiksberg	12.53463	DK
2013-10-09	good	53.69786	Leyland	-2.68758	GB
01/08/2018, 00:00:00	good	42.30865	Canton	-83.48216	US
2014/09/02	good	5.27247	Bonoua	-3.59625	CI
07/26/2016, 00:00:00	excellent	-37.88333	Carnegie	145.06667	AU
04 Aug 2014	excellent	12.74409	Kati	-8.07257	ML
04/12/2016, 00:00:00	building	13.44581	Phanat Nikhom	101.18445	TH
2022-03-29	good	50.88506	Denderleeuw	4.07601	BE
03/07/2020, 00:00:00	good	39.22493	Patnos	42.85693	TR
2022-04-07	maintenance	11.84962	Jinotepe	-86.19903	NI
27 Apr 2015	good	34.09668	Claremont	-117.71978	US
07/07/2018, 00:00:00	maintenance	21.53889	Gariadhar	71.57737	IN
2020-11-26	good	12.37169	Masbate	123.62494	PH
31 Dec 2018	accep	1.6	Ulu Tiram	103.81667	MY
08/15/2016, 00:00:00	good	5.4709	Batu Feringgi	100.24529	MY
2014/11/16	excellent	8.48714	Freetown	-13.2356	SL
2020-02-18	maitennce	60.2052	Espoo	24.6522	FI
10 Apr 2019	good	43.91452	Brunswick	-69.96533	US
13 Sep 2017	excellent	50.5107	Strzelce Opolskie	18.30056	PL
10/06/2018, 00:00:00	average	44.89784	Tortona	8.86374	IT
07/31/2017, 00:00:00	average	-19.7625	Esmeraldas	-44.31389	BR
01/25/2019, 00:00:00	maintenance	41.63976	Cardedeu	2.35739	ES
2016-09-23	good	37.95143	Rolla	-91.77127	US
2022/03/17	good	30.16688	Brenham	-96.39774	US
