PAHs	C2H3NO5	SO2	longitude	warning	Pb	PM10	PRES	CO	NH3	TEMP	O3	CFCs	PM2.5	latitude	CH4	NOx	H2CO
6.32147	2.93790	7.55722	-84.62081	0.00000	63.79080	10.19049	1188.90254	5.90089	6.93184	19.25269	7.69702	59.78339	3.41082	42.7392	6.68739	8.55779	39.77101
5.91066	0.48294	7.53309	114.10479	0.00000	57.88677	8.19031	1132.84956	6.79183	7.96995	13.22978	6.95628	46.69732	7.24647	22.37066	7.69114	7.68549	52.91649
7.37689	2.48322	8.62523	13.58357	0.00000	53.94940	10.03131	1052.68715	7.21797	6.96015	3.87185	7.84075	59.57059	5.31852	-1.63333	3.98470	5.12111	40.74271
6.28662	0.49741	8.58037	8.55552	1.00000	37.53993	8.38530	1178.34301	8.74146	7.49009	-0.93758	5.64286	46.90534	5.69548	40.72586	8.57093	4.17773	51.20956
7.84660	0.19843	7.74187	24.71204	1.00000	54.37785	6.91786	1079.94163	8.83506	6.50774	9.23894	7.02453	73.06566	7.86748	41.57439	5.26219	5.80896	27.03490
8.13930	5.62568	9.32449	-87.882	0.00000	33.81317	10.85436	1091.86245	8.07468	8.49715	13.92279	5.48725	50.76256	6.89675	41.85059	7.86972	5.95351	48.41590
5.43922	0.50932	7.48942	77.9129	1.00000	37.05802	7.94511	1089.32809	5.10889	8.24165	2.86276	6.51212	49.22919	5.68869	25.6439	5.29849	5.12869	32.21934
7.29772	0.70406	7.42549	2.18967	1.00000	61.20771	8.52216	1105.08804	5.85543	7.61506	8.92864	9.03338	39.70395	6.93952	48.8765	6.24934	5.17346	40.59041
8.67043	0.32165	9.30207	28.28489	1.00000	61.00950	7.43378	1100.29059	8.37223	6.82547	6.31126	4.91801	41.25894	8.19498	48.15659	5.46444	4.97612	31.27729
7.77917	1.64450	7.99366	4.52514	0.00000	53.35414	9.58496	1066.45034	5.66122	7.41430	8.33832	6.97263	23.02993	5.54693	12.74482	8.55063	3.45782	23.13638
6.02620	0.26366	8.22319	8.64409	0.00000	61.06808	6.86793	1083.88105	6.63901	6.39790	6.10423	8.67885	55.37597	5.21788	48.07667	8.34385	9.45301	47.30077
4.70824	0.20477	8.15213	76.12647	0.00000	51.02311	6.45420	1062.24811	5.45658	6.94666	18.00877	7.32884	44.27480	5.90131	32.55531	7.78397	8.40910	60.44535
7.13321	0.22303	7.91137	77.5609	1.00000	49.12708	4.86861	1178.86806	8.09911	7.91205	3.92126	7.55341	50.02340	6.90656	11.00599	4.93529	4.13541	54.75834
6.10650	0.20196	8.78605	36.36339	1.00000	76.53634	6.63562	1177.06695	6.45338	7.61945	5.21067	8.01783	37.69407	6.33071	0.03813	6.43743	8.09318	58.59412
8.86177	0.41070	6.95503	4.62744	1.00000	54.21781	7.50559	1191.47968	7.75781	7.76899	1.26661	8.10031	32.26430	8.39119	36.06386	6.45567	6.87863	46.02262
5.08075	0.22911	7.55803	12.1369	1.00000	45.53297	6.34682	1150.33483	7.01285	8.34179	14.89082	6.21348	43.38207	5.50203	51.04962	5.57515	5.19355	51.36984
6.12530	3.37257	8.31286	-48.62789	1.00000	59.60381	10.33531	1167.28468	9.95306	8.57729	13.52758	6.88785	44.84972	6.79994	-17.74431	9.57629	8.35735	54.95576
5.62725	0.34356	7.37015	78.25795	1.00000	64.26088	7.19198	1164.13676	7.02498	8.44335	-2.31757	7.94967	29.40922	5.89311	9.82564	5.42140	5.38572	66.29750
7.24254	0.41284	6.93706	119.58627	1.00000	27.86876	7.99885	1060.07979	10.75177	6.23919	1.43721	8.57657	39.10820	7.90316	23.5654	7.61495	5.97453	33.98824
7.03808	0.25167	7.82367	178.00417	1.00000	50.26497	6.50044	1100.44068	7.44308	5.69706	15.82864	7.93001	77.86075	6.91665	-38.65333	6.61440	9.29088	49.50589
7.41883	0.99609	8.67041	4.8951	0.00000	52.15721	9.01961	1073.85006	9.03311	7.42668	2.71828	7.72441	49.61988	5.73258	44.92801	4.53338	4.23801	38.08971
6.12677	0.26471	8.42963	139.6853	0.00000	84.77180	6.44263	1098.31563	5.58784	7.33124	3.75869	10.06402	34.65085	7.34472	35.815	10.74181	9.63424	47.95975
7.03198	0.09854	6.88540	-122.86705	1.00000	49.07945	5.98504	1107.02337	7.46056	8.29125	15.61950	7.49859	39.69137	7.26190	45.49428	10.46600	9.17039	56.48500
7.64974	0.46146	7.52785	77.40858	0.00000	45.34269	8.06960	1091.62595	7.44263	6.00048	11.85882	7.50685	54.66349	4.94964	24.05979	5.91566	4.12996	40.85549
5.41456	0.16814	9.23894	-77.02303	0.00000	61.10995	5.45998	1100.65811	4.66259	7.66122	3.86028	10.33325	67.77334	5.14168	38.70734	6.76935	10.08076	41.96562
5.38106	2.42695	6.72068	2.35739	1.00000	79.83650	10.01768	1119.13987	9.08036	9.61263	35.43554	7.70739	52.20730	6.20939	41.63976	9.08616	6.75177	45.00401
8.09498	0.38121	7.80539	104.09701	0.00000	33.27619	7.76948	1121.64196	7.36622	7.57714	18.23272	9.94914	61.23238	4.83416	-1.26424	9.61540	10.64278	39.04223
9.30907	0.92955	9.64909	45.36561	0.00000	57.82126	8.90420	1135.76418	7.78391	6.37957	19.71798	8.14152	59.71832	3.90136	41.09246	5.57518	4.41515	50.87799
4.35828	0.26756	9.17103	74.80555	0.00000	40.65470	6.81102	1077.30269	4.95606	7.06505	0.36459	7.16219	50.25336	7.06137	34.08565	7.29599	7.40480	37.14592
5.46683	2.06920	8.67917	14.39024	1.00000	45.07091	9.81324	1109.06153	7.60132	7.94068	13.19085	6.38852	50.52298	6.39035	42.22718	9.72311	6.80869	47.07260
5.81961	0.19389	6.93572	74.80555	0.00000	31.41894	6.59010	1095.39543	5.24538	6.52111	20.64055	7.50180	45.41335	7.27278	34.08565	9.82575	9.43685	49.35819
7.61938	0.16347	7.53562	114.51667	1.00000	86.93315	5.66568	1078.81587	6.85304	8.68489	-4.41977	7.50340	55.38856	7.08053	33.78333	7.16247	6.99460	46.27461
7.35643	0.58857	8.13756	136.13108	0.00000	29.11279	8.17366	1184.78373	8.34589	6.79329	9.23892	7.26102	52.62141	6.78261	34.75856	8.43009	6.16402	51.25555
5.65734	8.40140	7.39746	9.02596	1.00000	64.82809	11.27646	1064.45048	6.40920	7.30631	13.69566	8.45579	56.42707	8.63687	48.21644	10.65720	8.23886	30.80080
7.00247	1.36513	7.96206	8.55552	0.00000	79.63522	9.35405	1115.35464	5.61817	7.19773	12.73419	5.75917	27.17661	5.90339	40.72586	7.21097	5.65686	62.35673
5.55659	0.40512	9.15036	-71.19901	1.00000	73.49402	7.72102	1154.40992	3.39546	7.18106	16.87652	10.07490	60.01027	5.56123	-30.60106	8.15058	8.84284	57.10616
7.40836	0.24896	8.15702	29.47306	1.00000	57.59662	5.84607	1150.51202	7.68545	7.19150	13.60854	8.27040	39.72915	7.29320	0.49113	6.08380	5.86027	63.80224
6.68139	0.25767	7.49704	31.3237	1.00000	27.52026	6.56912	1179.47665	8.52845	6.27243	-3.37340	7.35391	51.06081	6.99646	52.4089	5.87053	6.10679	61.64171
5.90987	0.21505	8.67407	-7.95	1.00000	42.53987	7.17815	1086.67008	5.39020	6.03801	15.27086	6.51820	52.17472	5.84583	53.43333	6.77704	4.99966	49.28537
6.04738	0.22417	6.67100	13.44275	1.00000	62.91832	6.38466	1133.05942	6.37702	7.34780	10.99260	8.81011	41.31921	6.20544	38.07789	6.73266	7.24216	47.67843
5.65703	1.58761	6.01387	-73.89125	0.00000	72.60655	9.49918	1163.76116	5.53409	8.40447	5.59329	8.40645	51.36334	6.38683	40.67705	5.32729	5.42534	42.59881
6.27434	0.41634	6.57447	13.39954	0.00000	51.64262	7.98109	1138.21650	6.29779	6.99717	16.89433	5.86241	79.47299	5.31052	43.62558	5.11660	4.67098	31.42422
5.72709	6.99756	8.56791	-0.74934	0.00000	49.77923	11.08503	1132.65498	4.87678	8.03672	7.35553	9.12496	53.51768	6.96112	51.62907	5.65747	6.76154	100.00000
7.35947	0.59480	8.92751	11.34046	0.00000	38.92651	8.28695	1184.44427	4.71344	6.40980	18.53415	8.25473	47.64424	5.16318	50.72043	8.28284	5.98202	28.66868
6.81952	1.77273	6.24470	53.47103	0.00000	45.37097	9.60074	1109.93047	10.86229	7.07964	7.81362	8.74992	70.63890	6.87473	54.48147	2.56097	7.41561	46.67977
4.83421	0.93872	6.76220	28.28489	1.00000	78.59619	8.98559	1189.30550	8.97703	6.41010	30.50033	7.33520	45.76004	4.10830	48.15659	9.09377	5.70226	37.26113
4.80712	0.17586	8.23135	-89.99038	1.00000	61.14634	6.20101	1178.27480	6.00343	6.95338	20.80231	8.56568	50.29769	5.37329	38.58894	5.59948	4.47895	62.79816
6.73662	0.28013	7.98796	-117.14392	1.00000	41.29552	6.82499	1154.67895		8.12185	25.91260	9.49632	55.20422	6.46127	32.9156	5.99810	6.77997	29.36835
4.23351	0.21089	7.49012	-60.93173	1.00000	63.86399	6.68978	1088.02197	4.21627	6.43887	10.87413	9.06174	49.29103	4.53334	-31.4488	6.04433	6.78405	52.00532
6.41713	0.37087	7.23004	12.70038	1.00000	54.02493	7.40009	1144.15824	5.45942	8.82404	10.95650	9.41623	42.46691	6.25923	45.9836	6.06483	6.05615	54.35041
6.29921	0.48654	6.69919	34.8732	1.00000	54.07442	7.93592	1073.92374	8.37561	6.08264	41.79759	6.53156	59.10341	4.57231	32.05971	8.12728	5.15928	43.41933
4.86899	0.20461	6.62789	-2.68758	1.00000	61.47686	5.74462	1164.00766	5.51065	5.81410	25.68055	6.88955	46.36700	4.99559	53.69786	6.28704	5.97893	52.76724
6.13294	0.21341	5.95865	31.33078	1.00000	58.12869	5.75539	1085.35592	6.28057	7.56188	25.78486	6.03707	47.94397	6.04568	47.56494	6.56505	7.62252	67.38134
3.70758	0.46635	9.06375	-75.60804	1.00000	47.60147	8.12678	1183.16933	6.15132	9.31588	20.60201	6.05660	32.15895	6.86527	39.96097	6.88849	4.44465	41.47278
5.39818	3.33958	9.60274	1.00288	0.00000	44.03064	10.32940	1096.81102	7.99836	7.82600	26.29787	8.16310	81.67876	7.98565	49.28669	3.72054	10.04444	45.19010
2.81587	0.81754	6.74875	-69.08333	0.00000	52.70649	8.69511	1079.70827	3.62932	8.53863	23.65022	6.33061	54.88706	5.19788	-16.25	8.00069	8.41574	36.56175
6.28399	0.45493	7.07022	4.62744	1.00000	46.49281	7.89244	1137.78230	5.41793	7.69698	1.98841	7.59150	57.61540	6.20144	36.06386	5.57126	6.26353	35.82284
6.58025	0.23038	6.77550	12.1369	0.00000	47.69029	6.43119	1113.43817	4.87688	6.85477	3.86649		28.94024	4.72533	51.04962	7.49006	4.85693	37.85498
7.03436	0.21865	8.04094	2.1699	0.00000	49.47769	4.29635	1109.05598	6.53133	10.18092	18.63757	7.65933	65.53192	6.63539	48.98994	7.04469	5.78227	47.68792
3.02548	0.23320	6.15781	105.89333	1.00000	62.64302	6.74342	1177.84992	4.76268	9.62119	-1.94064	8.23805	52.54878	3.90300	34.56861	5.64590	6.49335	53.52952
7.46520	2.12441	7.86008	12.1369	0.00000	33.11745	9.83831	1071.56379	6.12534	6.70212	13.07299	6.32256	50.36223	5.49643	51.04962	5.84332	6.38794	61.46274
3.10856	0.69333	9.13318	37.99117	1.00000	41.37119	8.59648	1195.68337	8.91500	9.44247	15.15089	7.53062	62.16665	5.25827	44.92934	5.68664	6.30485	24.41015
6.56764	1.02590	9.31944	120.14278	1.00000	34.75310	9.07493	1186.05501	10.78190	5.76949	25.16499	7.26008	57.09148	7.20999	32.50611	9.21533	6.14048	34.39718
5.54534	1.35223	7.51815	-48.67028	1.00000	38.03384	9.36768	1128.68746	10.34002	8.68403	26.43383	7.49988	53.41192	7.09533	-28.24		7.41937	59.39544
4.28890	0.41349	7.73194	22.53083	1.00000	47.81572	7.97241	1109.82264	3.86413	7.32516	19.26957	6.33499	64.34647	4.76654	44.22639	7.22594	6.64989	40.23958
5.00211	0.28860	8.30077	3.47717	1.00000	54.90968	7.01292	1084.20192	4.76669	8.16989	10.73579	7.77193	51.45681	5.35911	36.76639	6.95820	9.43937	30.96800
5.89141	0.30150	7.12281	100.24529	1.00000	51.63747	6.73376	1061.89423	6.32448	8.83049	-2.06520	8.32199	58.55460	6.09746	5.4709	6.18900	4.78874	51.42729
7.51113	2.85228	6.69967	77.5609	1.00000	61.85927	10.15158	1193.60731	10.35300	8.31167	22.29546	8.52316	39.44562	5.68932	11.00599	10.60821	7.20226	52.61166
5.69858	0.17657	7.82369	-86.19903	0.00000	67.50226	5.91690	1167.70771	4.91585	6.95251	15.45599	7.73058	53.67082	6.66705	11.84962	10.61228	11.11946	19.11160
5.22800	0.16203	5.62907	39.25	1.00000	72.32090	5.13747	1158.46770	4.20841	6.43320	5.89163	5.96780		5.19325	-6.8	6.77507	5.89539	51.55618
6.79437	0.31428	7.99447	46.04833	1.00000	55.84907	7.47752	1132.16224	9.73051	8.20211	15.39863	7.38234	51.26383	5.86621	51.40944	8.26227	4.39560	54.31315
6.61807	0.13609	6.37523	74.85849	1.00000	60.41158	3.62441	1063.07228	5.77644	8.64209	10.01710	6.85518	65.85829	8.22889	31.28092	9.27453	9.27907	42.48844
6.55336	0.14551	8.58033	-71.10077	1.00000	33.04525	4.24417	1130.31182	6.23164	9.12758	5.51905	6.84605	61.34307	6.23543	18.20854	7.44746	9.14880	33.96416
7.34991	0.77800	7.22547	45.36561	1.00000	66.25443		1089.30862	10.50576	7.18033	26.42862	6.58440	42.99178	6.44494	41.09246	9.24095	5.64606	63.71160
7.61541	1.35518	6.53067	-96.39774	1.00000	53.86715	9.35397	1067.22703	9.50941	6.87041	5.25324	8.58801	31.08651	5.32740	30.16688	10.03780	5.61474	83.63570
8.01105	6.58295	7.76001	-97.90308	1.00000	60.03093	11.02007	1076.27123	7.38696	8.20985	11.99206	7.66590	43.91812	8.71429	31.12406	12.19562	8.55438	28.56117
5.91339	2.35756	7.41333	12.1369	0.00000	57.18028	9.98907	1062.07474	6.80453	5.63286	-7.36821	7.96060	59.41025	8.49644	51.04962	8.48955	9.29833	58.51521
6.63684	0.46541	7.74535	-89.10944	0.00000	57.12149	8.08828	1189.93421	6.56798	8.30078	26.85768	8.41303	55.37042	5.95109	13.70167	6.93287	5.52948	56.13517
4.32962	0.24287	8.44383	84.13864	0.00000	51.50231	7.04994	1129.23272	5.44798	9.42010	17.49548	8.00981	18.81486	6.68797	22.88783	5.46081	7.06608	52.70550
6.93057	0.23986	6.51140	114.51667	0.00000	46.13044	4.87856	1134.04083	7.05039	6.65059	12.00421	7.27583	62.09915	7.10651	33.78333	8.27768	8.49380	56.95956
5.21904	0.46932	7.79440	-91.11667	0.00000	49.99712	8.07105	1162.74427	5.20116	6.45070	0.12165	7.78186	39.93676	5.79314	14.93333	4.71613	5.77779	40.04558
3.52137	0.26086	7.36038	-25.66689	1.00000	62.45146	5.94269	1191.25843	4.76386	6.35017	9.60342	9.61164	47.87855	4.30520	37.74615	6.56828	7.01304	37.48252
5.78720	0.64468	7.60306	-89.99038	1.00000	48.76227	8.45418	1167.36496	6.21696	7.45941	16.41766	8.55057	34.59364	4.16263	38.58894	7.90018	4.04392	55.88708
9.45071	0.21719	6.32946	115.70111	0.00000	40.87662	3.60652	1141.95204	8.29987	7.70742	31.05358	8.42516	67.48546	6.90941	37.73222	9.76820	10.84933	45.47778
6.00033	0.22112	7.26909	-73.20483	1.00000	64.99261	6.91590	1071.04039	4.32226	5.68687	31.26252	6.73245	38.82925	5.68951	41.16704	6.53905	6.46903	51.84841
6.74023	0.17949	7.20188	-88.3162	0.00000	47.73782	4.93537	1130.74801	6.82263	6.40867	12.85021	8.67118	66.52051	5.59571	42.24113	7.99356	10.19629	52.64765
4.79735	0.21543	6.81404	9.29109	1.00000	64.04129		1052.08350	5.43904	6.58948	8.68747	7.18968	46.27073	5.26415	45.39402	7.39885	7.13242	64.53570
6.57262	0.30182	7.62851	74.12286	0.00000	60.01584	6.50506	1093.92507	6.06332	8.53325	26.76126	5.81243	54.10334	6.45398	30.76468	8.99063	9.01332	34.37247
9.39724	0.32008	6.17122	34.8732	0.00000	41.65205	7.30691	1102.09250	10.48413	9.11617	-12.82588	7.65440	54.28238	4.55921	32.05971	8.22917	8.63570	38.98924
8.24608	0.51233	8.14151	8.91229	1.00000	38.06038	8.17709	1154.03303	10.45355	8.58479	2.84441	6.35340	52.89853	6.14563	49.13645	9.13698	5.76893	52.95442
5.49503	0.42735	8.45947	-43.80139	0.00000	39.66998	7.85362	1167.22137	5.23928	6.78758	14.71127	8.68317	51.31784	6.38541	-20.25333	6.34636	8.18089	41.50325
6.78729	1.49048	6.89021	5.4584	1.00000	39.92692	9.48776	1077.10691	9.48184	5.55995	11.14804	7.39812	34.93831	6.87763	43.32393	9.30641	6.84203	51.58123
4.68884	1.14191	8.05995	-1.08593	1.00000	50.88050	9.13317	1141.99428	9.82562	9.59779	12.12361	6.44983	64.49928	6.52360	50.79205	8.51544	6.33074	40.53407
6.17483	0.19428	4.89023	11.37703	1.00000	63.06144	6.44075	1193.77634	6.02013	8.30700	5.04763	9.08543	51.79070	6.10108	48.06919	6.59769	7.46446	31.10267
6.28496	0.21503	9.09661	72.54566	1.00000	81.91840	6.29220	1178.44236	7.19584	8.18064	17.77633	7.33673	53.94092	6.47248	29.69221	6.29357	6.07310	49.94617
7.38081	0.49106	6.04408	12.53463	1.00000	56.69083	8.35708	1100.70561	8.27171	6.85256	15.46548	6.89110	49.99494	7.42616	55.67938	5.80091	4.63328	41.44754
7.48604	1.57638	7.49985	-37.03861	0.00000	45.34295	9.51249	1172.05996	7.96453	8.25578	14.30597	7.30149	61.59611	6.05465	-10.90889	5.30731	7.57059	42.97560
7.15209	0.66953	9.24520	-81.77285	0.00000	50.18807	8.81873	1086.26608	6.51657	6.22979	5.31997	4.88656	73.40649	6.34369	28.54944	7.45526	8.23124	42.45348
4.21340	0.13708	8.56836	5.06258	0.00000	60.38466	5.24149	1128.74503	4.87207	6.60707	7.94200	9.12143	63.69642	7.47269	7.50251	8.76170	8.24815	55.70233
6.58916	0.12287	10.13055	-35.71667	0.00000	42.13946	6.06537	1055.56012	7.86952	8.29166	9.90675	5.84467	45.41109	4.04648	-8.66667	6.25362	9.33403	46.58987
8.43221	0.21107	8.87905	111.4834	1.00000	50.24398	7.13885	1166.45071	8.10230	7.97937	14.59717	8.27651	39.39726	8.04900	65.93381	6.05638	4.18629	23.57904
4.01046	0.24062	9.60489	20.89389	1.00000	61.92991	4.81071	1193.10760	3.95347	6.08364	-2.46396	6.75306	51.90204	4.25472	42.62833	6.99457	8.09669	55.81912
5.63399	0.27827	7.87486	119.58627	1.00000	50.44248	6.74966	1084.68773	5.98411	6.80981	10.08459	6.96124	30.64289	5.87516	23.5654	6.37658	5.06449	28.19991
8.96759	0.32092	6.73479	85.94001	0.00000	56.98736	6.89792	1145.83949	7.61564	7.89616		9.61984	28.15518	7.12782	25.49043	12.10683	10.42817	42.88828
6.69307	0.41846	7.88243	-102.36764	1.00000	39.87328	7.72156	1143.39446	6.75959	7.62009	23.56787	9.06910	45.58037	6.83874	31.84568	6.24118	4.45376	52.85684
5.78348	0.16550	8.59738	-72.47417	0.00000	27.41635	6.63856	1055.45724	6.52212	8.56182	14.67985	8.22941	39.70995	6.40425	7.83389	7.27943	6.95564	44.06333
5.90942	0.12588	7.41744	-1.47217	0.00000	43.52883	3.70508	1094.77728	5.27980	8.51627	14.11557	6.83479	42.51762	8.11013	53.46506	7.74728	8.14909	33.03999
6.84007	1.05586	6.29593	68.75915	1.00000	34.02087	9.07718	1063.67172	9.36640	6.85264	37.48493	6.35146	50.91161	6.48513	27.52948	9.16163	6.65528	45.20932
4.92336	0.23540	7.17304	-79.62098	1.00000	55.97589	6.22688	1186.40578	6.57895	7.76040	21.90299	6.33595	22.53826	5.40351	9.15093	6.08365	7.25412	31.25884
7.92946	2.70469	7.34762	104.09701	0.00000	51.74727	10.06736	1102.34842	7.12240	7.85395	24.26094	8.60546	41.66724	4.71487	-1.26424	12.59199	6.53263	43.88503
5.68635	1.85539	7.42126	11.37703	1.00000	31.60865	9.71062	1129.89200	6.56018	8.66462	34.83882	8.10425	59.65793	6.66857	48.06919	10.49940	6.96443	67.42080
7.05599	0.22237	8.07881	34.3869	1.00000	46.86700	4.26966	1058.97784	9.47323	8.79765	14.43781	7.93451	51.30221	7.16797	11.8659	6.07815	6.54564	44.05079
8.01158	11.63154	8.86501	-60.1831	0.00000	40.32060	11.60283	1142.31208	8.68864	9.47567	17.91297	7.46594	53.69058	6.36535	46.1351	4.95671	4.96260	34.56456
6.48814	0.74594	8.54565	5.51978	0.00000	72.82914	8.78325	1172.04471	7.19196	7.32686	9.44331	7.31942	35.71078	7.12304	51.44889	7.65167	6.80155	38.01388
7.19457	0.40195	8.27151	107.60389	1.00000	62.05013	8.03516	1187.66036	9.91606	6.97234	13.17778	7.18276	42.91482	7.27387	-7.01833	8.43341	6.32753	44.16569
5.95546	2.32593	8.83595	-3.53261	0.00000	42.49165	9.96367	1160.44876	8.68148	6.78351	18.26123	7.24835	34.63489	6.58484	40.42386	9.54986	6.44863	35.03161
6.03060	4.53471	6.41745	59.80222	1.00000	44.40542	10.64650	1069.79184	7.76349	8.26247	1.69763	6.69966	41.43128	6.22364	58.63667	11.35114	7.64533	41.35950
5.66780	1.05759	7.77720	2.1699	1.00000	42.32337	9.00180	1193.94343	5.01175	8.20027	27.85350	7.70107	49.40431	4.90966	48.98994	8.88182	4.55603	64.89199
5.25137	1.96915	6.84727	86.59611	0.00000	48.32019	9.79914	1137.66798	5.27894	7.95732	19.72808	7.45153	51.17134	7.65681	25.87498	7.00733	7.67519	64.79027
6.79963	2.66273	6.36238	-84.23381	0.00000	67.93997	10.10606	1056.77810	5.88543	6.08379	8.59415	7.47194	62.51277	5.91295	33.54428	10.90948	8.86130	64.34131
5.83374	0.71686	8.60104	4.52529	1.00000	65.43964	8.68181	1080.48540		8.80598	10.38684	8.36233	41.38394	4.90839	50.71229	7.95842	6.39491	44.47502
6.61097	2.91843	7.28841	24.71204	1.00000	76.97499	10.19812	1136.40190	9.28459	9.48954	23.43601	7.27284	71.59509	7.75535	41.57439	9.85439	7.68023	47.82400
5.49470	1.40229	7.14481	29.47306	0.00000	69.70087	9.42709	1186.12810	6.50151	6.98712	15.23568	9.19210	23.78490	7.08295	0.49113	5.21186	7.18103	63.50976
4.75249	1.41592	7.81105	65.93249	1.00000	44.85825	9.34346	1170.81804	3.82085	8.51839	21.88161	10.12802	58.99733	5.27816	36.21544	7.22820	6.47932	55.09380
6.84249	0.44966	6.92768	-73.81669	0.00000	61.03260	7.87644	1171.70990	7.03707	6.90027	36.52084	7.71240	57.70067	5.74588	45.44868	10.65474	10.01845	70.05503
6.31282	0.76230	8.99048	40.74357	1.00000	62.01919	8.57876	1050.87208	4.51921	6.52962	28.63868	7.73739	32.95923	6.35731	37.31309	7.01861	5.32914	56.47306
7.84766	0.16681	6.50413	-39.25	1.00000	53.83520	5.02072	1059.09327	7.69668	9.09982	11.16821	7.19902	58.48860	7.49903	-12.91667	6.98975	8.64166	64.75213
6.71665	0.17541	6.60099	99.1625	0.00000	57.36194		1176.08521	6.76180	7.48575	20.24329	7.78418	53.35567	7.02685	3.3285	8.94243	7.56356	62.43681
8.57156	0.14306	7.08684	-48.62789	0.00000	63.16074	6.22540	1121.29662	8.52537	8.27060	22.65504	6.77507	45.42180	8.43622	-17.74431	12.32976	8.98939	49.74947
6.90447	0.21834	8.49463	2.18967	1.00000	43.14735	3.62583	1179.85594	7.53333	9.22122	13.92301	6.49311	55.76207	6.56121	48.8765	5.97656	7.61761	66.91192
2.59576	0.40453	7.33109	83.62389	1.00000	47.22417	7.56151	1121.93323	5.34240	7.58083	15.43719	6.62212	47.93967	4.10638	53.30972	6.19386	5.70928	71.82706
6.76334	0.15019	6.42714	33.34864	1.00000	59.53768	4.80389	1094.74514	7.14342	7.15978	28.48113	6.45366	44.86104	6.53624	46.75451	6.21459	4.78365	66.87500
8.80520	0.19187	9.35995	145.13643	1.00000	87.15706	6.62472	1121.83223	9.96194	9.47768	9.86961	7.53304	49.32508	4.72507	-38.16604	8.14890	3.94073	32.59151
3.70970	1.44938	9.69195	-89.64066	0.00000	62.52492	9.44677	1144.61573	4.18383	6.38858	26.85494	8.32140	52.22091	7.42478	40.56754	4.50568	7.60127	61.36874
8.54307	2.22088	8.12573	123.89071	1.00000	43.21914	9.94983	1173.30951	10.48471	8.44546	14.80150	7.15647	42.90334	7.18292	10.31672	12.28202	7.64119	45.32512
9.68980	0.16441	5.54297	4.85668	1.00000	51.09599	6.84572	1195.69234	8.24708	6.60385	14.40433	7.73055	52.50145	8.72989	36.27462	6.00269	4.12854	35.24702
5.33114	0.17839	6.82302	13.28702	0.00000	33.98804	6.91317	1159.28070	4.40493	7.32673	29.32608	8.11198	67.06640	5.34450	52.4581	5.86438	6.21103	36.72843
9.30242	3.85954	6.69193	7.00417	1.00000	78.96122	10.49745	1127.21070	9.33322	6.68671	10.11982	7.05560	65.38102	8.88260	52.26083	12.94067	9.16341	33.98552
6.33380	0.70976	8.44315	-2.68758	0.00000	51.23558	8.59841	1062.19910	6.86483	8.17668	7.43200	8.24300	59.99073	5.63483	53.69786	4.23866	5.76327	59.44857
8.25453	0.78097	6.39202	-72.27814	0.00000	51.89698	8.86519	1086.84720	6.68236	8.72367	4.81739	6.31076	46.25932	3.66820	42.93369	4.92600	1.44574	31.76866
6.84278	0.74171	7.65345	34.02537	1.00000	29.38158	8.83683	1178.13026	8.49073	7.07480	32.05386	7.74173	52.36824	5.40620	38.37255	8.47582	6.02441	81.61931
3.64034	1.02514	8.13235	-45.94722	1.00000	59.93194	9.09831	1142.11157	10.04121	6.77269	8.85850	7.85890	58.99003	5.40495	-21.42917	7.47606	6.77644	48.24211
6.62929	1.03058	8.59057	-68.3	1.00000	31.02998	9.03555	1144.52100	8.89511	6.21295	23.47542	6.19411	58.12531	4.71320	-54.8	8.79900	6.18122	43.43561
5.21890	0.31713	8.31890	109.05389	0.00000	68.72545	7.83886	1060.07559	7.05609	7.85814	14.89774	7.77142	48.10562	7.27654	-7.51611	6.01397	7.93066	41.69821
5.50196	0.14966	6.49547	-119.01677	1.00000	59.08951	5.94915	1158.17314	5.81169	7.85272	-0.17776	7.04781	47.24667	5.63553	36.06523	5.25290	6.08125	
6.16369	0.92263	6.78156	8.91229	0.00000	43.39931	8.95456	1191.20502	6.21547	7.63783	19.73546	8.15383	51.33693	5.77595	49.13645	4.35791	6.86586	59.07969
4.88926	0.49469	6.38967	19.27498	1.00000	40.54894	7.35627	1148.71845	5.28384	7.54728	16.53255	7.21630	49.51617	5.25409	50.20528	6.04696	3.14161	43.91997
5.80185	0.54776	8.57511	59.80222	0.00000	43.59179	8.25176	1181.26974	6.13192	6.71179	12.75408	8.25564	51.45503	7.28981	58.63667	8.10229	8.25247	33.44014
5.16875	0.18954	6.54706	114.33333	1.00000	60.86472	5.71437	1132.32607	5.21257	8.17987	27.99390	7.95546	70.69314	5.45914	-8.43333	6.78952	5.72494	47.52246
6.45365	0.27394	7.36436	-74.38987	0.00000	52.88610	6.75869	1076.71377	6.73399	8.17775	-10.89525	7.57766	22.52273	5.77370	40.65538	7.19043	6.29901	52.32605
5.51361	0.25958	8.70333	7.20769	0.00000	30.36812	7.28779	1085.27656	5.17035	8.45105	17.94236	8.03561	54.06284	4.55867	50.80019	8.14150	10.38972	40.83498
8.46679	0.14192	6.19942	13.31783	0.00000	57.92396	3.06399	1110.96337	6.86322	7.45724	-1.63809	7.82187	34.92299	8.24588	52.61131	8.88169	9.13883	28.78826
