NH3	C2H3NO5	TEMP	Pb	PAHs	O3	CFCs	PM2.5	warning	H2CO	longitude	NOx	CO	latitude	SO2	CH4	PRES	PM10
7.35627	5.45018		50.45516	6.24319	6.69829	52.48475	5.59242	0.00000	47.25639	-7.32097	5.40901	5.33823	41.1053	5.99011	9.52757	1082.85445	8.27176
9.36994	2.42714	22.80381	19.96713	7.31821	6.04647	49.71049	6.35999	1.00000	53.15357	120.03308	8.11844	9.38545	28.88162	9.98687	3.69506	1075.85988	6.67431
8.52067	8.05421	0.48771	56.80013	7.14973	4.60384	61.80852	7.74915	0.00000	46.95511	-91.73625	7.00570	7.13367	35.25064	4.17842	6.57168	1072.80776	8.80268
8.53751	2.70986	15.60429	51.72349	7.57482	4.02976	65.91530	7.92773	0.00000	44.05992	41.00817	6.27940	8.24109	38.13708	4.26142	7.73343	1099.24385	8.04324
7.86899	5.94489	4.93840	62.30466	6.14235	8.15891	54.90071	6.94468	0.00000	69.06955	102.3278	4.05854	3.07181	2.2139	7.47644	7.69841	1116.25818	8.46107
6.59618	1.32404	26.82062	37.24917	8.46388	5.85290	58.28355	5.75003	0.00000	45.31143	4.69889	6.44213	5.83966	50.56149	4.92097	8.91968	1074.45121	6.70734
8.20379	2.09508	19.64189	48.17426	7.61446	4.78477	60.53881	8.48995	1.00000	53.57278	-121.74052	11.83418	10.17491	38.54491	7.21457	6.09323	1090.69199	7.15432
7.52083	49.61920	7.90411	50.99730	6.94742	8.89184	74.71792	6.61485	1.00000	52.85721	29.41824	9.83838	9.90419	45.99194	5.19916	6.45662	1154.05716	10.80097
	2.55930	16.09001	36.46393	6.68328	11.42832	59.76855	5.17546	1.00000	89.93211	82.85749	6.96252	7.45812	17.54907	13.08968	7.89181	1117.92268	6.42117
6.24065	3.20770	17.89708	58.13156	6.09134	6.52213	77.91113	6.20813	0.00000	46.22086	-95.36969	8.67994	7.59010	35.74788	7.12942	4.12451	1074.32041	7.22429
8.09325	2.69212	23.54920	52.54865	7.46037	6.64476	57.28543	7.71357	1.00000	49.16909	-74.73584	9.85678	6.20299	5.20856	8.28766	4.82205	1078.78878	5.18128
6.80890	2.56673	5.66544	52.19649	7.62648	5.02452	61.15089	7.95629	1.00000	51.04845	89.20083	10.23355	5.17441	55.54028	6.82538	3.14127	1122.68503	7.62368
8.04165	2.48208	25.45907	77.23885	6.98451	6.85456	40.66617	3.80263	1.00000	53.58551	112.19028	7.08990	10.60369	30.35028	9.02334	3.46258	1181.24604	7.67045
6.98641	1.65524	7.43261	37.38974	7.33122	3.90823	64.00796	4.55360	0.00000	47.97465	75.06583	9.69978	10.32939	32.17629	5.11596	7.18266	1192.56925	5.93291
6.89316	5.66663	21.45052	47.81800	8.73283	8.06506	70.05624	6.59817	1.00000	54.79016	8.62118	8.30019	6.07599	45.44694	11.06473	6.45364	1139.09156	8.20205
8.90307	1.90250	17.86828	31.75316	8.27679	7.96779	44.05416	7.72427	1.00000	62.62924	16.43915	10.96862	7.84076	43.50891	5.25014	9.03381	1148.54562	6.92703
7.82023	7.61214	15.44560	64.47017	7.94055	3.93481	78.43434	5.88999	1.00000	54.94835	15.28318	10.01940	6.13871	-4.26613	8.72279	4.31837	1182.65389	8.69360
7.16297	0.99436	10.55135	58.18215	8.29517	5.80181	61.16426	6.99096	0.00000	45.41183	6.9747	9.11215	8.87420	50.82709	9.36924	6.52241	1050.91171	5.94658
7.94260	3.48482	13.77140	79.30430	5.80827	11.59697	69.34844	5.01855	1.00000	86.32089	-73.20483	5.57994	8.46254	41.16704	12.84894	6.01266	1157.99519	7.77162
7.89073	1.66117	3.10330	45.07142	8.58416	8.75475	39.37173	6.30578	1.00000	57.21768	2.08333	9.24870	5.22631	48.86667	10.09478	4.81900	1070.98203	6.93993
8.02438	1.53283	-5.26871	39.86744	8.24159	9.67607	73.19326	6.77964	1.00000	34.52681	-52.20639	10.31781	6.23596	-3.20333	6.19446	8.49063	1176.11501	5.72882
4.89227	1.84702	25.63608	37.42333	7.21119	6.93332	80.80224	5.17987	0.00000	54.79503	-76.78319	6.96782	7.11159	18.00747	8.08955	9.62779	1104.69716	7.04552
6.70550	16.47314	9.67839	45.83822	6.59336	5.03075	62.19437	5.41405	0.00000	37.33218	151.07986	7.16045	7.87631	-33.88096	5.36907	9.70993	1159.06465	9.61849
7.28079	2.92121	11.23934	23.53322	7.33741	7.06573	61.20686	7.71571	1.00000	67.98029	-88.42814	8.59667	6.80983	42.16808	8.49466	7.29363	1196.69230	7.53155
7.03287	3.14789	18.96935	61.68090	7.12327	7.83085	49.39178	5.09013	1.00000	71.21315	-62.64102	7.59637	8.24449	8.35122	10.45975	5.27436	1198.22113	7.84161
5.92913	1.74605	8.76704	62.77546	7.77929	7.11822	61.37094	6.87867	1.00000	44.97767	39.28333	9.85778	9.08812	-10.33333	7.45872	6.34177	1054.11634	
7.05123	1.94486	17.54356	35.98561	8.86092	5.94466	50.21517	6.40670	0.00000	65.38213	-37.03861	7.59687	5.73904	-10.90889	8.18391	5.88687	1186.93956	7.24664
8.04810	4.33249	8.44340	55.67931	6.83137	7.77307	68.17118	2.69530	1.00000	36.43901	12.84052	6.98394	10.54306	45.78071	7.89913	5.53405	1082.15071	8.20974
7.50704	2.05638	30.56005	59.66601	9.04770	4.45091	69.98946	6.67258	0.00000	73.22319	120.74221	10.25339	10.39613	31.64615	9.88204	7.27585	1130.33373	6.29412
8.40233	2.91454	15.59584	39.05412	7.79324	6.97320	74.36356	6.03284	0.00000	61.39985	30.4347	9.40480	10.78985	-1.9487	8.66028	5.51977	1125.01199	7.87050
7.27972	5.76431	24.43430	38.96399	6.76393	10.26323	66.63776	4.06527	1.00000	30.99488	124.3697	6.24154	10.38406	9.6531	12.14686	4.64487	1180.48926	8.73671
5.77675	7.09767	9.48619	49.52973	9.17815	9.06846	65.56011	6.03937	1.00000	46.91819	78.27539	7.61162	9.37027	12.95629	10.60528	4.54018	1170.19101	8.69199
8.39996	3.25024	4.76320	54.48648	4.91671	4.48308	63.50263	7.61212	0.00000	44.95081	-3.67029	9.53186	8.46010	37.13548	10.68408	7.72250	1132.25341	7.39347
7.86458	5.57761	38.24787	51.52057	7.98978	9.89793	70.12272	4.02121	1.00000	33.24494	-67.15407	8.00412	10.76390	18.42745	8.05394	4.51198	1060.07832	8.53167
5.14649	2.97336	13.21843	46.60106	6.03909	4.69077	50.00996	4.10384	1.00000	25.46976	109.22921	7.72243	4.90703	34.65918	9.40378	6.08416	1100.46587	7.78438
8.67521	13.05250	15.44461	38.97712	8.39551	4.72893	71.62937	7.44370	1.00000	40.30695	9.32241	10.08127	6.54116	44.31771	8.38476	4.63716	1189.12199	9.38904
7.86255	1.94896	8.84650	40.10577	5.66635	12.05625	80.07537	7.07581	1.00000	41.72563	153.10236	8.09112	10.28554	-27.50578	10.36205	5.81354	1124.02837	7.14791
6.72022	2.57231	20.08554	55.09430	7.92250	4.95198	69.26987	5.39463	1.00000	49.49413	140.72287	7.87332	6.93019	53.14657	7.42001	8.07514	1097.12923	7.33963
8.42698	2.26718	20.94340	37.59663	6.92505	6.88647	80.23714	4.33085	1.00000	42.70784	4.8951	7.14969	9.98670	44.92801	7.88922	5.92623	1066.95866	7.04008
6.85346	2.57858	16.81851	64.90626	7.52559	8.12974	49.60251	8.53067	1.00000	58.10015	120.03308	10.09437	8.42854	28.88162	7.34113	8.07858	1108.08301	7.32536
5.48536	2.36982	20.25411	38.16280	7.12859	7.95229	68.23122	5.56708	1.00000	55.03811	-58.70072	8.78284	6.64014	-34.74785	11.04476	5.89020	1119.23567	7.27173
5.20535	0.97916	24.66864	56.99225	7.03774	8.62622	62.93924	1.69089	1.00000	34.49957	106.85417	6.57393	6.39257	-6.48167	11.76722	8.62259	1095.61803	6.80001
6.01075	2.69189	10.55717	44.03757	8.68040	4.52487	70.80300	5.80136	1.00000	51.24543	13.58357	8.91487	5.42876	-1.63333	8.05584	5.33409	1100.93470	7.34202
8.74182	2.43778	16.07785	61.81324	6.65506	6.27888	61.61031	4.57912	0.00000	48.75246	37.55	6.28778	6.01369	6.03333	6.60760	9.97334	1179.85669	7.27092
8.12670	2.47010	-1.90763	52.03986	6.65374	9.43918	68.04927	7.37525	0.00000	47.60922	76.35484	2.79039	2.40100	10.10649	8.20301	9.59055	1117.11930	6.97513
11.37357	3.93232	23.21342	48.63850	8.15130	9.33015	64.80805	6.62628	1.00000	55.37534	137.4	9.30500	8.31481	34.81667	9.31432	6.10784	1174.16838	7.46181
7.95124	2.34297	17.73650	62.84752	6.24940	7.93325	59.03960	6.85339	1.00000	59.11101	71.52847	9.44103	7.55889	32.57756	8.36651	6.63718	1098.04861	6.33824
8.38114	4.67839	17.74460	28.59928	7.49717	6.31692	51.85142	4.99473	0.00000	52.84694	76.56719	9.31530	11.49008	24.41288	6.94410	6.47164	1119.14960	8.18512
7.60242	4.10387	16.84194	40.57738	6.62967	6.23395	54.62257	5.21942	0.00000	61.87269	124.95278	8.22117	10.23121	6.33444	9.66075	8.77751	1117.68525	7.75523
6.78648	2.34882	14.50051	17.88400	7.64058	10.56963	73.33739	5.99412	1.00000	60.50362	-122.24092	9.83232	9.32755	47.4943	11.53653	7.34352	1063.10036	6.01957
7.10896	4.81446	19.06863	52.47556	6.42394	6.12579	79.91471	5.10936	1.00000	78.62106	28.88222	8.40449	5.81319	40.37528	8.54909	6.22415	1154.33959	8.31277
6.89546	1.19772	26.85450	65.52312	6.82425	5.84314	83.67986	8.38842	0.00000	55.75584	72.54064	6.32684	5.89356	31.82539	4.60611	7.42798	1120.38971	5.01518
8.38681	2.13716	18.01553	43.12900	7.10197	8.12486	62.22339	3.33743	0.00000	52.90180	-122.40433	8.02386	12.59134	37.71715	7.73948	7.50106	1197.34100	6.99655
8.22599	2.74702	31.30992	34.55436	7.86286	5.70690	68.78551	9.01729	1.00000	64.32379	-83.55521	9.71377	7.01459	41.66394	7.81683	6.32596	1174.34771	7.57684
7.04134	1.87944	16.90200	39.66605	6.95099	5.24634	68.55397	8.34110	0.00000	52.37034	-1.29243	6.41979	7.45314	53.49389	4.89178	8.13058	1059.79019	7.51742
8.80064	4.16633	15.01753	33.15496	6.94556	6.35539	59.03776	5.98420	0.00000	45.68053	12.38878	8.47212	9.15158	43.1122	10.43740	7.47929	1051.12928	7.91544
7.54961	5.42984	17.09852	49.88121	9.15560	5.63282	56.81963	4.24030	1.00000	50.10015	38.07083	9.82453	6.67269	54.90083	8.47186	5.37032	1159.33102	8.22585
9.83035	1.66270	-15.46182	25.42004	7.97208	7.08286	61.25183	6.08902	1.00000	59.33325	-72.47417	10.80591	8.02726	7.83389	6.74810	6.79646	1189.32905	5.63192
7.78694	5.59789	18.91970	41.94608	7.20723	6.73281	84.24106	5.11011	1.00000	48.34058	-71.10077	7.45295	4.59252	18.20854	10.22051	6.38853	1062.13027	8.45836
5.56756	4.24844	1.17160	34.21559	8.28803	5.79669	56.58261	6.14880	1.00000	62.98884	4.86667	10.14532	6.26666	45.51667	7.61083	4.56872	1147.60993	8.13344
5.68186	5.93477	31.32106	47.68082	6.61519	5.46324	57.46736	5.15212	1.00000	43.92218	73.38333	8.86520	6.20183	31.71667	9.39690	5.90807	1195.33369	8.23617
6.91996	3.97041	6.41135	50.34365	5.25803	11.35888	50.40478	6.05913	1.00000	62.19280	-120.93549	9.03123	6.39059	37.73604	9.16173	9.98930	1147.80957	7.98274
6.86748	2.46777	10.34182	42.88317	8.19359	8.70433	57.84201	3.72769	1.00000	66.46741	-122.24092	7.70286	6.19796	47.4943	10.43748	7.38582	1183.23405	7.47769
8.16351	3.14441	10.36456	44.50819	8.89001	5.87368	72.11432	7.45112	0.00000	79.78076	12.1369	8.45144	7.05014	51.04962	11.34769	6.76864	1180.99595	7.26055
7.07871	2.46609	17.53562	50.44475	8.03782	5.52736	52.28027	7.07474	0.00000	58.30730	-77.4286	5.73771	7.06253	39.00622	6.31117	7.97617	1182.81272	6.88135
4.90207	1.71646	34.87912	47.02985	8.89076	10.71534	75.42849	7.29471	1.00000	54.20860	-97.54667	9.20075	9.75522	30.5427	9.38104	4.51981	1114.37838	6.74658
6.37836	2.92283	16.39541	38.92170	8.93133	7.03734	65.67846	5.90864	0.00000	68.57889	109.22921	5.09090	5.16252	34.65918	6.51055	9.40027	1181.27890	7.47843
6.24325	14.69750		39.27250	8.19121	9.36861	44.95120	6.34009	1.00000	52.69189	53.47103	8.37675	7.89475	54.48147	9.16293	7.67779	1093.56538	9.51632
8.60897	20.07147	3.38594	46.86963	6.79002	5.46083	82.17494	8.32102	0.00000	36.55013	9.72749	5.60206	8.76078	48.28259	6.62130	9.11546	1105.08582	9.90489
8.03310	4.47472	24.31418	38.18380	8.12454	7.54750	57.94061	6.82479	1.00000	56.07210	2.25	8.72526	7.19890	50.75	9.51944	7.34504	1089.27008	8.23206
7.37777	2.66385	22.17286	48.91199	6.24104	5.84775	88.05735	5.04721	0.00000	64.53173	-77.96389	7.98345	8.78657	39.45621	7.88353	7.88194	1175.18347	7.68566
7.79916	4.24562	-1.52852	17.71375	7.63384	6.59516	66.18226	4.66293	0.00000	44.53113	72.54566	6.87853	6.13359	29.69221	7.82608	9.07602	1164.47493	8.28231
6.57079	0.88701	11.19944	48.89675	8.04296	7.40847	69.39361	4.48485	1.00000	30.28704	-83.55521	8.20655	5.65190	41.66394	8.99733	6.35747	1131.40593	5.82129
7.09505	4.16650	30.62077	50.41076	6.99109	6.56459	90.99830	4.45668	0.00000	63.20625	38.15035	7.69281	9.20915	49.41029	8.17769	7.79447	1118.45066	7.93451
7.80248	2.18341	21.51679	48.69779	8.96404	7.04066	61.06151	7.56861	0.00000	52.76664	79.41727	5.37054	4.51810	12.25282	6.03272	8.15149	1084.38887	6.82495
5.93675	3.12160	16.45352	42.24864	7.75913	5.47050	65.99720	7.28736	0.00000	54.53102	-60.1831	6.85932	6.90549	46.1351	4.95509	7.62870	1149.92689	7.68844
7.77367	4.06839	10.57249	42.40693	7.01992	9.96766	66.93005	4.76155	1.00000	81.59162	1.10687	7.59552	6.24005	41.15612	7.90320	9.90403	1166.92068	7.70548
6.37744	3.13133	5.64270	54.95057	7.13516	5.71600	51.31925	5.99445	0.00000	34.95549	112.9	9.07673	8.61818	27.85	7.09283	5.40611	1093.32310	7.55292
5.71728	2.74561	11.24956	52.88040	8.80694	6.35509	71.61833	5.78493	0.00000	53.04395	-37.07167	10.34503	11.88940	-10.91111	7.38091	4.78028	1180.97745	7.17218
6.52835	11.40473	-1.30904	58.82575	7.43483	9.38358	79.33802	6.49935	1.00000	50.02139	13.32127	9.05702	6.37673	52.59319	8.82013	5.72209	1094.11013	9.19938
6.95143	3.37215	2.25753	40.94173	7.88220	6.27081	55.91340	5.79132	0.00000	71.08136	-88.31476	8.57522	8.72112	36.61033	8.68480	6.28302	1194.33995	7.19958
6.97994	1.14523	16.30434	50.64275	6.86358	7.09680	59.88847	3.90022	1.00000	60.85951	-1.05366	7.81062	7.35427	43.71032	11.12491	8.31957	1166.43345	4.98692
6.56046	1.48829	16.99282	25.07430	7.34587	6.39521	69.24799	5.87434	0.00000	50.45014	5.16108	9.43127	10.13703	48.77275	7.89363	5.24626	1052.42956	6.75751
8.17566	1.67329	21.41127	47.18915	8.19535	7.37962	40.77667	6.51693	1.00000	44.33710	8.77155	9.26368	6.02551	50.23019	8.75021	5.23694	1145.82956	6.84913
7.09987	2.38202	26.73122	20.69889	7.69988	9.06694	52.17752	4.87146	1.00000	62.88542	-84.62081	4.82364	4.56733	42.7392	10.80584	9.77788	1190.60829	6.48061
7.85414	2.77383	15.92762	20.25782	7.03977	6.36549	70.99682	5.14355	0.00000	56.15931	57.3552	7.44887	7.63253	51.4781	7.81233	7.09310	1062.52796	6.83956
7.95550	0.79430	10.92028	48.68558	6.81572	6.52230	58.23786	5.21993	1.00000	62.07711	2.45012	9.45008	10.39550	48.90982	5.47331	5.36855	1097.68132	6.31199
6.25704	4.91011	15.01040	36.41765	8.27375	5.76363	54.14368	7.52205	1.00000	40.34890	-42.98194	9.01452	6.24439	-22.53722	10.24725	6.06402	1054.86129	8.26115
9.34365	2.35710	22.63172	45.25350	5.16672	6.80768	54.44503	5.83568	0.00000	65.19382	-84.13722	7.98252	8.00502	9.92787	8.07725		1170.38716	5.84431
8.13740	3.03466	21.97841	60.09113	6.35605	6.74998	72.31416	6.04399	0.00000	70.01185	51.3452	6.98289	5.77516	53.37596	7.26895	8.13165	1170.13264	7.40003
8.49542	2.34197	27.13194	62.17508	8.52102	5.64747	62.85137	5.90812	1.00000	72.44789	-73.89875	9.48729	6.03556	40.93121	6.46645	5.17574	1124.30205	7.01087
8.37013	1.58297	4.07868	48.73820	8.34968	6.04561	60.67166	9.23963	1.00000	50.17900	-1.48119	10.55337	6.82474	53.0233	10.52233	4.37423	1089.22559	7.14850
6.95977	2.01088	23.45623	40.58740	6.93052	6.18437	59.70506	4.46645	0.00000	63.72819	21.32778	7.66951	8.55649	42	7.87439	7.61188	1118.14657	6.59851
9.73355	2.38229	12.14619	62.41950	7.62007	6.08306	61.22917	7.39990	1.00000	55.11231	6.9747	7.59930	5.05307	50.82709	10.75551	6.48594	1189.95545	6.57851
6.65692	1.64398	15.65838	28.61122	7.55849	4.72594	60.88637	3.64979	0.00000	74.39133	17.22635	7.65196	7.64721	48.8449	6.32864	9.32955	1060.41436	7.32708
7.73580	3.33129	13.13008	33.12952	8.55475	4.66670	60.27597	2.84849	1.00000	66.38347	145.18333	8.09022	6.47872	-37.9	9.20740	7.10537	1189.71891	7.52202
6.88770	3.95320	7.44807	45.42222	5.38900	6.91793	61.07150	5.74023	1.00000	51.37807	-74.28459	8.65928	7.25613	40.5576	10.68755	7.14829	1100.78541	7.87635
8.20293	10.85497	36.28524	51.85776	7.65773	7.59122	50.56224	7.38694	1.00000	61.78500	-91.06177	7.61103	6.54538	33.41012	10.03250	8.35442	1127.30329	9.20701
8.09530	4.20692	15.65279	46.79948	8.15439	7.94517	59.19608	7.12109	1.00000	48.85026	72.54566	10.09385	7.93876	29.69221	8.09855	5.83589	1123.86386	7.61588
6.03796	1.57274	3.48646	40.02177	6.20809	8.99658	87.89315	8.02344	1.00000	58.40582	123.62494	10.69645	8.77766	12.37169	9.05767	7.32242	1190.91086	5.88034
9.77422	1.58611	4.20562	43.44863	7.05705	4.32736	50.50815	6.30114	0.00000	38.14779	-102.04897	10.00825	9.77528	19.64745	8.69629	7.11529	1186.18647	6.74404
8.00092	1.28952	8.73307	43.22655	7.18176	5.67061	66.31376	6.08613	0.00000	63.24770	-1.05366	6.91340	7.07895	43.71032	6.05621	9.24666	1138.11026	6.86041
7.36251	3.43051	34.80318	55.77660	6.92140	5.12664	73.21220	6.19187	1.00000	45.73163	124.3697	6.89010	5.08462	9.6531	11.08012	7.33441	1192.18010	7.61520
9.08984	1.31306	15.67790	50.87998	6.97057	11.07493	75.15581	4.71377	1.00000	68.53745	141.95	12.09449	9.90071	39.46667	13.12239	4.57568	1070.45437	6.07352
6.46292	2.90933	-7.78251	48.17595	6.24078	9.18821	56.64250	6.36520	1.00000	28.50271	-73.26022	10.02742	8.15990	6.46838	9.22038	6.25679	1064.37273	7.73725
8.71939	2.66363	29.40412	47.72572	7.74800	6.97218	68.55723	6.30939	0.00000	37.13492	128.9889	7.66433	6.33476	37.1759	8.66496	5.05152	1167.34333	6.70336
7.10717	0.87115	19.84700	47.11020	7.99523	5.98119	81.60566	5.58847	1.00000	55.10817	-102.04897	10.70900	7.82325	19.64745	11.22374	4.82716	1188.38029	6.58773
8.87760	1.97441	12.19300	55.59737	5.97716	14.13454	63.73607	7.66766	1.00000	50.34571	-74.13653	9.03174	8.66045	40.63316	10.80068	5.96789	1145.25653	7.51565
8.65938	3.93949	29.32430	50.63268	7.12335	3.95520	56.91730	4.99285	1.00000	72.20730	34.75699	7.59790	5.63510	31.39547	6.64621	7.54342	1077.12513	8.00923
7.85613	1.64582	5.38055	51.14490	8.26340	4.94376	76.19718	4.25224	1.00000	36.44854	-93.75018	5.45922	3.66801	32.52515	8.97768	8.22104	1151.31931	6.49967
5.93094	12.35225	18.44190	35.26017	8.22278	5.95003	59.68552	8.64585	1.00000	36.97638	6.76111	9.11112	6.78804	53.16167	10.18423	6.23093	1051.04593	9.33634
7.96024	11.70367	16.44461	30.53482	7.65591	11.15146	67.63747	6.89778	1.00000	45.62286	-96.39774	7.98869	10.29707	30.16688	8.28595	5.96150	1051.80423	9.21357
9.49955	4.99488	7.76292	47.18711	7.30198	6.90364	65.94045	7.22340	1.00000	53.01246	141.95	10.01109	6.60524	39.46667	7.69428	5.24201	1052.00858	8.17340
7.31132	2.12584	10.59216	29.10688	6.98446	6.40549	75.54545	5.85418	0.00000	55.12485	-6.90656	8.82853	8.59098	33.92866	5.32890	4.25572	1173.97734	6.81808
7.94710	1.92539	-0.42369	50.19633	5.22390	6.65979	71.85487	5.49915	1.00000	77.41554	151.07986	8.92897	10.90293	-33.88096	6.49812	4.71223	1199.57957	6.76907
7.32862	4.73220	11.48135	57.04620	5.73613	9.16525	81.34419	7.07015	1.00000	33.64540	15.00835	7.36886	9.16981	51.14942	11.01856	4.85994	1096.18341	8.01853
6.04589	2.37443	16.66159	19.69534	7.36161	5.28862	49.06500	7.92598	0.00000	36.92752	-71.10077	10.28280	8.41344	18.20854	10.47954	4.59201	1107.55667	6.70493
6.41848	3.97616	14.55770	52.74548	6.50739	6.84597	64.53742	8.78370	0.00000	41.94605	-84.13722	10.05485	8.91355	9.92787	11.38742	4.23134	1135.54037	7.79292
8.22763	3.15090	-10.56037	53.43854	8.53863	5.22393	60.82235	5.21563	1.00000	55.97715	-120.93549	7.27518	4.87373	37.73604	9.80554	6.96420	1135.37177	7.82013
5.15294	1.25854	9.51541	26.41257	8.74858	3.90420	72.79120	8.81886	0.00000	79.75025	15.00835	9.87327	6.66635	51.14942	11.79306	6.72766	1069.98277	6.82311
7.39419	5.47262	7.22234	63.05754	7.26350	5.02236	55.90636	7.67014	0.00000	55.23633	-88.31476	4.06370	6.04755	36.61033	3.61086	10.13566	1092.26074	8.34445
9.44744	2.59254	14.78353	39.07109	7.30222	10.21758	58.56632	4.91664	0.00000	73.44054	47.31667	5.51285	10.25177	-19.65	11.97349	4.61077	1093.26421	7.12398
5.78602	4.73642	27.97905	11.61388	6.61793	5.41437	70.60056	8.13359	1.00000	61.53844	9.32241	8.78730	5.43699	44.31771		5.38017	1064.45611	8.27906
6.65363	2.33055	16.05020	30.44952	9.08809	7.19865	55.38673	5.86120	0.00000	30.40867	89.20083	6.54922	6.66241	55.54028	8.21412	9.28103	1131.87406	6.79309
6.34725	1.63898	14.88620	38.66752	7.65555	7.25027	66.68049	7.31098	0.00000	55.65614	4.21372	7.54671	5.66896	51.12794	8.94535	4.74770	1096.39871	6.71689
6.19696	5.66690	16.76446	52.98314	7.64713	3.60848	53.26382	9.17220	1.00000	35.43775	18.84	10.53783	6.86114	42.28639	9.33184	4.56540	1072.99354	8.32220
6.76327	5.58170	11.39419	47.25137	9.02529	12.64305	78.42062	3.83800	1.00000	67.03013	113.69785	7.01935	7.64223	-7.73379	10.46080	8.18985	1172.89466	8.52775
7.03914	1.73768	10.80698	55.68283	6.64136	10.09420	58.82559	6.89411	1.00000	46.43069	-120.00865	10.36796	7.93068	46.32374	7.70962	8.16857	1061.02167	6.95031
7.02401	3.66362	13.22389	53.02335	8.71404	6.99874	70.38415	7.54486	1.00000	70.33530	-0.32247	9.86097	7.33322	50.82882	7.97774	5.48268	1190.26465	7.76554
7.74102	3.54315	23.15047	33.35812	7.63090	6.77525	46.86166	5.95862	1.00000	58.15403	-73.75335	8.10429	6.24774	45.4473	6.79575	7.60233	1107.09172	7.35675
7.70636	3.65397	2.51780	32.69646	7.10461	9.07153	66.15682	6.94448	1.00000	62.68256	29.65806	10.24366	9.25940	-4.83	8.52658	7.15298	1064.41863	7.91515
9.09472	2.78078	23.53073	41.61184	8.36765	2.90901	67.71707	5.05038	1.00000	37.44226	-72.22625	8.49672	9.52534	18.57677	8.12993	5.59113	1132.79826	6.93153
8.53634	2.60694	-7.44747	32.53415	7.70514	5.83881	44.09828	6.39460	0.00000	39.93811	71.57118	5.84696	5.97567	32.87533	5.83671	9.20587	1140.23317	7.57787
7.17450	1.63118	7.38935	57.80069	9.40605	7.03090	64.55955	5.24181	0.00000	43.97034	-73.99681	8.65522	10.29292	40.94065	6.67677	5.69159	1053.41624	6.66903
7.74187	2.34331	14.18209	24.62710	6.77964	5.85243	58.29245	5.70645	0.00000	74.26022	103.65309	6.89568	6.70730	16.0567	6.55329	8.55671	1199.90042	7.51839
7.64957	3.30986	19.76721	33.76633	6.00726	4.63913	51.97108	4.68639	1.00000	67.91540	18.84	7.42864	4.23914	42.28639	9.18842	5.99378	1187.24457	7.51716
6.11955	1.89734	6.24299	25.34341	8.67528	5.60259	63.92689	5.66411	1.00000	56.33926	5.16108	6.08418	7.04746	48.77275	5.36854	10.24363	1176.08553	6.81962
7.14700	5.10915	22.73327	38.81874	7.12015	7.41991	61.12571	6.12782	1.00000	58.53406	33.2525	9.76725	6.10321	57.97472	8.66452	4.58020	1068.64208	8.07047
7.08051	1.97627	13.34831	40.73802	8.21180	6.68382	45.28049	6.35474	1.00000	55.02305	3.50309	8.60429	6.74852	34.15429	7.04579	6.91695	1137.49911	7.10318
6.99500	9.93308	9.19534	25.01414	7.57506	5.74590	54.90239	2.77755	1.00000	67.47304	29.24152	6.65590	4.46467	-26.93366	8.21371	7.16502	1072.34832	9.13892
6.32944	14.86608	5.72186	64.38674	7.38169	7.29317	71.84813	6.72761	1.00000	41.65121	120.14278	8.68072	8.08186	32.50611	8.97675	5.57346	1137.88729	9.53150
5.91999	3.91618	23.05559	42.52396	7.83562	4.39582	70.89133	8.20114	1.00000	79.33091	69.67639	12.23712	7.20098	41.29444	7.37506	2.86848	1171.93255	7.95388
6.07366	2.53570	25.12586	49.44450	7.44115	10.47377	54.01649	6.57019	1.00000	88.44932	4.69889	8.23638	7.42219	50.56149	11.09091	7.97618	1063.30739	6.97320
7.84942	0.74003	19.40415	74.70106	8.39555	6.62959	66.09418	7.08227	1.00000	61.31825	145.06667	8.49561	8.40504	-37.88333	10.20921	6.63209	1140.56658	5.77645
7.37733	5.89532	11.52886	51.91070	6.16489	5.76673	47.96068	8.72803	0.00000	66.52392	-52.2	9.54108	6.91046	-28.44917	10.26320	4.65014	1178.85067	8.48375
8.18320	3.97774	11.32869	29.52535	6.43041	6.63438	63.64537	6.82417	0.00000	61.83390	-52.2	9.40777	9.13352	-28.44917	9.45500	4.95842	1184.11314	7.97665
7.46535	2.02723	29.71336	39.63555	9.00730	5.12178	44.41145	6.09233	1.00000	56.11031	-111.89903	9.44883	5.64454	33.50921	11.34781	4.41635	1141.44804	7.19002
5.80201	2.16989	7.59061	69.58533	7.30606	10.79752	59.73175	4.61646	1.00000	65.62456	13.63617	7.38947	7.19238	50.50301	9.87509	7.26376	1182.98370	7.00043
8.56892	1.22208	9.78221	35.57490	5.23594	5.84602	63.22148	5.47600	0.00000	88.90630	-47.1725	9.48725	10.72121	-22.57306	9.07800	6.90530	1181.27002	6.09168
7.82137	3.58536	17.96910	40.82440	6.30178	3.87657	72.31419	5.94347	0.00000	55.88339	-87.88754	7.38454	9.44011	41.15376	4.64168	8.25549	1064.27817	7.39685
7.07440	2.65909	23.65756	53.90918	7.21236	4.28831	57.37098	8.42085	1.00000	36.52165	25.8191	12.01249	9.59928	53.5942	4.85664	4.76100	1136.11179	7.25895
8.73637	5.12681	26.84329	48.36829	8.67948	8.24374	65.68101	7.35830	1.00000	46.82597	73.66633	9.83815	8.43784	25.92493	9.58836	6.64810	1153.77045	8.40750
