revision	QoS	code	longitude	station	latitude
09/04/2016, 00:00:00	accep	IN	72.68533	Kheda	22.75218
12/21/2016, 00:00:00	good	US	-122.2054	Bothell	47.76232
2016-02-07	excellent	AR	-58.38341	Barracas	-34.64966
08/09/2020, 00:00:00	maintenance	PG	144.23058	Mount Hagen	-5.85746
26 Feb 2015	building	BG	23.225	Montana	43.4125
2018-07-25	good	JP	136.84186	Toba	34.4833
2019-06-10	average	TJ	69.01354	Vahdat	38.55632
25 Oct 2015	average	JP	139.55028	Kamakura	35.30889
2017/11/01	good	CU	-82.00919	Jaruco	23.04419
2016/01/29	accep	US	-116.21677	Indio	33.7207
09/26/2015, 00:00:00	accep	HN	-86.57415	Olanchito	15.48131
02 Jul 2020	accep	US	-73.20483	Bridgeport	41.16704
2013-02-19	excellent	CD	15.16554	Kasangulu	-4.5833
2016-10-31	building	AZ	48.87498	Astara	38.45598
2022/02/19	building	TN	9.37082	Siliana	36.08497
2021/05/23	maintenance	RU	40.17171	Danilov	58.1908
2021-11-23	accep	PT	-25.66689	Ponta Delgada	37.74615
07/11/2019, 00:00:00	accep	CN	122.20488	Zhoushan	29.98869
2020-10-06	maintenance	BR	-58.44417	Itacoatiara	-3.14306
2017/03/20	maintenance	CA	-119.27337	Vernon	50.26729
2013-04-14	maintenance	MM	98.19151	Dawei	14.0823
2020-06-05	good	SA	49.62251	Al Jubayl	27.0174
12/11/2012, 00:00:00	maintenance	BR	-41.88778	Itaperuna	-21.205
06/07/2019, 00:00:00	good	IN	74.80555	Srinagar	34.08565
03/24/2021, 00:00:00	excellent	TR	27.18052	Bergama	39.12074
11/01/2017, 00:00:00	maintenance	US	-122.2054	Bothell	47.76232
2019-10-26	good	US	-117.71978	Claremont	34.09668
11/12/2021, 00:00:00	average	ID	116.82887	Balikpapan	-1.26753
07/06/2018, 00:00:00	average	BR	-50.00639	Palmeira	-25.42944
2014/04/10	average	ES	-15.58602	Maspalomas	27.76056
06/23/2015, 00:00:00	good	US	-87.71255	South Lawndale	41.84364
01/10/2019, 00:00:00	average	IN	88.18466	Diamond Harbour	22.19303
04/19/2019, 00:00:00	building	PK	71.57118	Daud Khel	32.87533
2019-05-22	accep	PH	120.89694	Baliuag	14.95472
10 Jan 2014	good	IT	14.39024	Lanciano	42.22718
12/17/2019, 00:00:00	maintenance	ID	109.05389	Wangon	-7.51611
06 Dec 2015	good	AU	152.70493	Maryborough	-25.54073
2014-03-31	good	RU	40.17171	Danilov	58.1908
07 Feb 2018	accep	TZ	37.73333	Same	-4.06667
2017-08-16	building	NG	5.06258	Igbara-Odo	7.50251
2018-03-06	excellent	IT	12.38878	Perugia	43.1122
2015-04-21	good	FR	2.25	Saint-Omer	50.75
03/30/2017, 00:00:00	accep	GA	13.58357	Franceville	-1.63333
2015/08/15	good	MW	34.4587	Salima	-13.7804
2021-10-04	excellent	FR	-1.05366	Dax	43.71032
11 Sep 2021	building	GB	-3.52751	Exeter	50.7236
25 Jan 2018	building	CI	-3.59625	Bonoua	5.27247
2022-07-03	accep	DE	10.98461	Friedberg	48.35693
06/23/2022, 00:00:00	building	IN	75.92694	Davangere	14.46693
03 Nov 2019	accep	HN	-86.57415	Olanchito	15.48131
2021/07/14	good	ES	2.35739	Cardedeu	41.63976
2016/08/10	average	GB	-2.98333	Poulton-le-Fylde	53.83333
2015/05/25	building	DZ	2.95924	Cheraga	36.76775
10/06/2013, 00:00:00	average	US	-74.07764	Jersey City	40.72816
2016-03-28	accep	DZ	2.95924	Cheraga	36.76775
2016/03/19	average	ID	117.59152	Tarakan	3.31332
01 May 2019	building	US	-88.64235	Iron River	46.09273
2020-09-10	good	UZ	69.67639	Parkent	41.29444
2019-09-13	excellent	JP	142.45778	Nayoro	44.35056
02/04/2017, 00:00:00	accep	BD	91.84128	Manikchari	22.83957
05/04/2022, 00:00:00	excellent	FR	-4.1	Quimper	48
2021-10-24	accep	CO	-74.73584	Honda	5.20856
2016-03-07	average	CN	113.82465	Licheng	23.29549
08/10/2016, 00:00:00	average	DZ	1.04945	Frenda	35.06544
11/13/2013, 00:00:00	good	TH	99.89166	Thap Than	15.46063
2015/11/09	good	GB	-0.76667	Gainsborough	53.38333
2015-04-29	excellent	ZA	29.24152	Standerton	-26.93366
11 Sep 2019	average	NG	4.18333	Olupona	7.6
2018-08-26	average	TH	99.95469	Damnoen Saduak	13.51825
11/25/2017, 00:00:00	good	CO	-77.03116	Buenaventura	3.8801
2014-04-15	building	IE	-7.35	An Muileann gCearr	53.53333
2020/11/04	excellent	RU	60.8019	Beryozovsky	56.9083
11 Jul 2014	good	MX	-97.50417	Heroica Matamoros	25.87972
04 Apr 2022	maintenance	US	-82.32483	Gainesville	29.65163
12 Jan 2017	excellent	PL	18.34717	Reda	54.60528
17 May 2021	maintenance	GB	-2.98333	Poulton-le-Fylde	53.83333
2016-07-18	excellent	US	-118.25508	Glendale	34.14251
07 Apr 2017	accep	PE	-69.08333	Yunguyo	-16.25
2021/06/18	good	IN	78.15794	Dharmapuri	12.1277
2018-10-19	accep	PH	120.57224	Burgos	15.72892
30 May 2015	excellent	GH	-2.31938	Bibiani	6.46346
2020-08-03	excellent	IN	74.85849	Patti	31.28092
2021-12-01	maintenance	GB	-4.0573	Viewpark	55.82737
05 Sep 2016	excellent	US	-80.22588	North Lauderdale	26.2173
02/12/2016, 00:00:00	average	DE	7.02238	Gronau	52.21099
06/29/2017, 00:00:00	maintenance	TZ	38.66667	Mvomero	-6.25
24 Feb 2016	maintenance	IN	77.656	Pilkhua	28.71271
2018/03/02	good	JP	141.95	Yamada	39.46667
2020-05-08	accep	JP	138.31667	Suzaka	36.65
12/31/2017, 00:00:00	maintenance	DE	13.10984	Oschatz	51.30001
12/31/2012, 00:00:00	accep	CL	-71.19901	Ovalle	-30.60106
2021/10/19	excellent	IN	91.00632	Barpeta	26.32293
13 May 2013	maintenance	MA	-6.90656	Temara	33.92866
02/26/2020, 00:00:00	excellent	CN	113.13148	Foshan	23.02677
12/04/2017, 00:00:00	excellent	CN	125.51176	Dongfeng	42.64031
21 Nov 2014	excellent	AD	1.53414	les Escaldes	42.50729
2016-09-09	accep	IT	17.80774	Mesagne	40.55851
2017/04/11	accep	IN	77.9129	Narwar	25.6439
2019-05-09	good	US	-115.98391	Pahrump	36.20829
30 Mar 2020	good	PL	16.86194	Ustka	54.58048
24 Sep 2013	accep	US	-95.36969	Muskogee	35.74788
22 Jun 2022	accep	BR	-58.44417	Itacoatiara	-3.14306
19 Mar 2020	building	IN	76.03889	Osmanabad	18.18158
2021-10-05	maintenance	IT	14.39024	Lanciano	42.22718
26 Nov 2018	accep	KR	128.9889	T’aebaek	37.1759
02/22/2019, 00:00:00	excellent	CA	-80.38297	Norfolk County	42.8334
05 Apr 2020	maintenance	US	-97.03285	Grand Forks	47.92526
2017/04/14	acceptable	IN	75.16878	Moga	30.81383
2018/01/24	average	PH	124.95278	Tupi	6.33444
2013/03/31	good	RU	140.72287	Nikolayevsk-on-Amure	53.14657
07/10/2017, 00:00:00	excellent	BR	-47.1725	Artur Nogueira	-22.57306
2017/04/12	accep	AD	1.53414	les Escaldes	42.50729
11/08/2013, 00:00:00	building	JP	136.51667	Komono	35
02/13/2022, 00:00:00	accep	NG	5.06258	Igbara-Odo	7.50251
2013-03-07	maintenance	FR	1.6	Pamiers	43.11667
20 Nov 2018	maintenance	BY	31.3237	Dobrush	52.4089
01/26/2017, 00:00:00	accep	DZ	1.04945	Frenda	35.06544
2019/09/23	average	US	-88.31476	Murray	36.61033
08/02/2020, 00:00:00	excellent	DE	13.10984	Oschatz	51.30001
2017/12/08	good	NL	5.2875	Vught	51.65333
03/16/2016, 00:00:00	good	NE	9.15013	Mirriah	13.70727
12/20/2021, 00:00:00	accep	RU	92.48278	Lesosibirsk	58.23583
05/31/2014, 00:00:00	building	DE	8.4493	Hofheim am Taunus	50.09019
2014/08/26	maintenance	GB	-3.05814	Rhosllanerchrugog	53.00974
11/20/2021, 00:00:00	average	BR	-52.2	Marau	-28.44917
2018-09-24	accep	DE	6.8625	Oberhausen	51.47805
09/25/2017, 00:00:00	average	ID	118.9707	Majene	-3.5403
03/30/2021, 00:00:00	maintenance	UG	32.88667	Kitgum	3.27833
2021-02-26	excellent	ES	-1.325	Jumilla	38.47917
01/17/2020, 00:00:00	building	FR	5.4384	Marseille 11	43.2907
2015/12/26	building	BR	-41.25528	Resplendor	-19.32556
2013-01-13	building	CR	-85.43772	Liberia	10.63504
07/01/2022, 00:00:00	accep	FR	4.7934	Saint-Genis-Laval	45.69558
2015/03/24	excellent	PH	120.4861	Manaoag	16.0438
21 Apr 2013	accep	IN	83.36889	Gorakhpur	26.76628
2019-01-30	good	FR	-1.05366	Dax	43.71032
2019-04-04	building	TZ	33	Usagara	-2.68333
10/12/2015, 00:00:00	accep	AU	115.8614	Perth	-31.95224
02/11/2018, 00:00:00	excellent	US	-74.13653	Port Richmond	40.63316
03 Nov 2020	excellent	JP	135.31667	Iwade	34.25
07/15/2018, 00:00:00	accep	US	-97.54667	Hutto	30.5427
28 Nov 2013	maintenance	BR	-41.25528	Resplendor	-19.32556
2016/06/15	accep	US	-85.76942	Greenfield	39.78504
06/23/2017, 00:00:00	maintenance	US	-86.78777	Vestavia Hills	33.44872
2016-01-23	good	FR	4.91667	Bron	45.73333
26 Jun 2015	accep	CN	86.00214	Hoxtolgay	46.51872
12/08/2016, 00:00:00	accep	MG	44.53333	Sakaraha	-22.9
10/22/2019, 00:00:00	building	IL	34.86563	Ramla	31.92923
2013-07-31	average	US	-95.36969	Muskogee	35.74788
14 Jul 2017	accep	US	-111.78903	Gilbert	33.35283
04 Jul 2015	excellent	JP	139.6853	Shimotoda	35.815
2013/07/13	building	NG	8.2926	Kafanchan	9.58126
2013-07-03	average	MY	116.10146	Donggongon	5.90702
2022/07/27	average	LT	24.75	Ukmerge	55.25
2020-10-23	accep	BW	27.46153	Tonota	-21.44236
2012/12/30	building	US	-76.88442	Harrisburg	40.2737
2018-12-28	maintenance	CN	117.63083	Pingyi	35.50056
10 Aug 2021	excellent	PH	123.62494	Masbate	12.37169
2017/02/02	excellent	MM	98.50893	Myawadi	16.68911
2019-09-03	building	US	-72.86843	East Haven	41.27621
2017/04/28	excellent	PH	123.99333	Sorsogon	12.97389
2021-12-04	maintenance	GB	-2.1875	Westbury	51.26
2015/11/15	average	IN	81.54855	Jais	26.2649
10/15/2019, 00:00:00	building	RU	36.73307	Naro-Fominsk	55.38752
2012-12-08	average	US	-156.47432	Kahului	20.88953
2018/04/20	excellent	BR	-41.25528	Resplendor	-19.32556
2015/09/14	excellent	US	-81.56929	Collinwood	41.55838
09 Jul 2022	average	SK	17.8031	Hlohovec	48.43174
02 Dec 2020	good	TR	34.37389	Sungurlu	40.1675
2016-07-25	average	CU	-82.00919	Jaruco	23.04419
07/16/2013, 00:00:00	excellent	HT	-72.22625	Croix-des-Bouquets	18.57677
25 Apr 2020	excellent	US	-74.13653	Port Richmond	40.63316
2014/08/15	excellent	GB	-4.0573	Viewpark	55.82737
27 Dec 2016	good	US	-87.70172	Evergreen Park	41.72059
01/22/2014, 00:00:00	excellent	IN	86.59509	Supaul	26.11527
2012-10-31	average	BR	-48.52333	Soure	-0.71667
01/06/2022, 00:00:00	good	US	-77.37331	Mechanicsville	37.60876
04 Apr 2021	good	US	-120.93549	Riverbank	37.73604
12 Mar 2018	accep	US	-99.73314	Abilene	32.44874
06/17/2014, 00:00:00	good	US	-73.89125	Cypress Hills	40.67705
2016-01-12	good	NL	7.00417	Losser	52.26083
2016/09/24	good	PK	73.97117	Naushahra Virkan	31.96258
17 Dec 2016	accep	IN	88.1453	Pujali	22.4711
11/19/2021, 00:00:00	excellent	RU	38.02486	Malakhovka	55.64776
19 Aug 2017	excellent	US	-77.02303	Fort Washington	38.70734
27 Oct 2021	maintenance	KR	128.62667	Sinhyeon	34.8825
2019-05-02	average	MM	98.19151	Dawei	14.0823
05/13/2018, 00:00:00	excellent	GB	-1.99421	Devizes	51.35084
2017/08/22	good	CA	-73.86586	Beaconsfield	45.43341
05/22/2014, 00:00:00	building	KZ	77.0202	Otegen Batyra	43.41949
26 Nov 2012	average	GB	-0.29825	Surbiton	51.39148
2013/01/24	accep	PK	75.06583	Fazilpur	32.17629
2022/05/22	excellent	DZ	2.95924	Cheraga	36.76775
06/08/2015, 00:00:00	average	JP	137.4	Toyokawa	34.81667
08 Dec 2020	average	US	-77.55777	Bon Air	37.52487
09/16/2018, 00:00:00	good	IN	74.85849	Patti	31.28092
21 Sep 2018	good	IN	78.15794	Dharmapuri	12.1277
23 Dec 2016	accep	BR	-48.52333	Soure	-0.71667
02/13/2014, 00:00:00	maintenance	CN	120.33063	Longgang	37.65181
05 Apr 2017	excellent	RU	47.1192	Buynaksk	42.819
2013-01-14	maintenance	FR	-1.05366	Dax	43.71032
2020/02/29	excellent	PE	-75.11028	Minas de Marcona	-15.21194
03/25/2018, 00:00:00	good	US	-77.02303	Fort Washington	38.70734
2022/03/29	average	CL	-73.02841	Chiguayante	-36.9256
21 May 2013	average	IN	86.59611	Saharsa	25.87498
2013/11/24	good	NO	16.54165	Harstad	68.79833
04/18/2018, 00:00:00	accep	BR	-47.1725	Artur Nogueira	-22.57306
01 Jan 2018	good	MN	106.88324	Ulan Bator	47.90771
2022/09/03	average	PS	35.23388	East Jerusalem	31.78336
2019-01-16	building	PH	120.4861	Manaoag	16.0438
07/20/2018, 00:00:00	accep	CA	-79.2663	Markham	43.86682
03/20/2015, 00:00:00	good	GB	-3.05	Blackpool	53.81667
2018/10/09	good	VE	-67.33122	La Victoria	10.22677
10/09/2020, 00:00:00	excellent	KR	127.08472	Nonsan	36.20389
10/09/2015, 00:00:00	accep	ID	104.09701	Simpang	-1.26424
10 Feb 2022	maintenance	ES	-5.55835	Villaquilambre	42.64685
2015-10-02	good	FI	24.6522	Espoo	60.2052
06/16/2014, 00:00:00	building	US	-75.60804	West Chester	39.96097
2014/01/14	good	GT	-91.11667	Chichicastenango	14.93333
2018/05/11	good	LK	79.883	Hendala	6.9909
2016/05/21	average	ES	-1.60452	Tudela	42.06166
2018/07/15	good	IN	71.21169	Amreli	21.59983
2018-08-26	accep	ID	109.3243	Randudongkal	-7.0981
07/12/2013, 00:00:00	average	UA	33.9162	Hlukhiv	51.67822
30 Sep 2012	average	SL	-13.2356	Freetown	8.48714
13 Jul 2019	building	BE	4.52529	Rixensart	50.71229
2013-02-12	maintenance	US	-89.64066	Pekin	40.56754
2018/03/29	good	US	-82.32483	Gainesville	29.65163
2020/03/27	good	MZ	35.34722	Maxixe	-23.85972
04 Jan 2018	average	PK	71.67164	Qadirpur Ran	30.29184
2021/11/11	excellent	US	-88.70464	Tupelo	34.25807
2017-10-21	average	IN	77.5609	Kangayam	11.00599
2018-07-17	good	BE	3.20639	Mouscron	50.74497
05/05/2019, 00:00:00	good	IT	16.50104	Bisceglie	41.24264
2017-10-24	good	US	-86.77917	Brentwood Estates	36.02506
2016/07/08	maintenance	EC	-79.59415	Milagro	-2.13404
2012/12/19	excellent	PK	68.21204	Larkana	27.55898
2012-12-19	excellent	ZA	29.00974	Mokopane	-24.19436
2019/09/06	excellent	DE	11.34046	Rudolstadt	50.72043
24 Apr 2019	excellent	CN	112.19028	Jingzhou	30.35028
2017-08-31	accep	GB	-4.21376	Rutherglen	55.82885
2020/09/08	building	US	-86.99666	Hueytown	33.45122
2022-01-17	accep	VE	-70.20749	Barinas	8.62261
12/19/2016, 00:00:00	accep	CG	15.28318	Brazzaville	-4.26613
2022/04/10	good	BR	-37.93278	Rio Real	-11.48472
08 Jan 2022	good	ID	101.44167	Pekanbaru	0.51667
08/03/2020, 00:00:00	accep	FR	2.18967	Rueil-Malmaison	48.8765
31 Aug 2018	accep	TZ	38.66667	Mvomero	-6.25
06/25/2019, 00:00:00	good	ES	-1.86343	Caravaca	38.10558
10 Jan 2020	excellent	FR	4.63031	Arles	43.67681
10/05/2019, 00:00:00	average	JP	136.13108	Ueno-ebisumachi	34.75856
07 May 2020	good	AD	1.53414	les Escaldes	42.50729
2012-10-27	accep	GB	-0.33525	Kingston upon Hull	53.7446
2021-06-04	good	DE	9.22796	Pfullingen	48.46458
03/05/2015, 00:00:00	good	ES	-6.03731	San Juan de Aznalfarache	37.35813
19 Jan 2014	average	ES	-1.325	Jumilla	38.47917
2022/03/01	accep	CI	-5.682	Lakota	5.84752
2021-08-02	maintenance	RU	59.4839	Kachkanar	58.7002
2016-09-15	average	US	-82.35176	Sun City Center	27.71809
2018/06/16	excellent	CN	111.73861	Changzhi	35.20889
10/01/2018, 00:00:00	excellent	CO	-77.03116	Buenaventura	3.8801
2014-07-01	building	GB	-1.29772	Cowes	50.76306
2018/04/22	excellent	BR	-44.31389	Esmeraldas	-19.7625
07/14/2013, 00:00:00	good	RU	89.20083	Sharypovo	55.54028
2016/05/18	accep	TZ	33	Usagara	-2.68333
04 Jul 2016	building	JP	137.4	Toyokawa	34.81667
12/24/2020, 00:00:00	average	US	-87.88754	Bourbonnais	41.15376
2022/06/20	good	NG	6.83042	Nkpor	6.15038
2017-05-27	excellent	BR	-46.99583	Valinhos	-22.97056
2013-02-06	excellent	IN	84.63445	Rafiganj	24.81757
02 Sep 2017	good	TZ	39.25	Magomeni	-6.8
23 Aug 2013	good	US	-74.96933	Sicklerville	39.71734
2013-11-11	maintenance	DE	13.10984	Oschatz	51.30001
2018/03/05	accep	UA	30.96755	Zvenihorodka	49.07866
08 Mar 2015	average	DE	10.98461	Friedberg	48.35693
2019-07-19	maintenance	SK	17.22635	Skalica	48.8449
30 May 2013	good	RU	43.63417	Novopavlovsk	43.96222
2020/12/02	average	US	-93.263	Columbia Heights	45.0408
2014-11-02	maintenance	TR	34.02537	Aksaray	38.37255
2020-02-26	excellent	AU	151.08057	Eastwood	-33.79176
13 Jun 2019	accep	US	-102.36764	Odessa	31.84568
11/03/2018, 00:00:00	accep	RU	51.3452	Otradnyy	53.37596
17 Jul 2019	good	BR	-49.27306	Curitiba	-25.42778
05/26/2019, 00:00:00	accep	CO	-74.95472	Puerto Colombia	10.98778
2017-08-16	accep	JP	137.23333	Gero	35.8
2016-07-28	average	DE	10.03988	Barmbek-Nord	53.6052
2014/09/17	building	US	-75.60804	West Chester	39.96097
30 Nov 2015	accep	AU	145.13643	Frankston South	-38.16604
2017-12-22	average	US	-88.70464	Tupelo	34.25807
01/14/2017, 00:00:00	good	MY	100.24529	Batu Feringgi	5.4709
04/30/2020, 00:00:00	average	US	-97.03285	Grand Forks	47.92526
18 Feb 2013	building	US	-117.79394	North Tustin	33.76446
02 Sep 2017	good	PH	120.57224	Burgos	15.72892
11/17/2014, 00:00:00	excellent	CU	-77.43532	Media Luna	20.14298
2020-04-21	average	ET	37.55	Arba Minch	6.03333
11/08/2017, 00:00:00	excellent	DE	9.5586	Schleswig	54.52156
11/02/2020, 00:00:00	average	GA	13.58357	Franceville	-1.63333
2015/03/12	good	IN	86.79271	Madhipura	25.92127
2021-12-04	good	EC	-79.00453	Cuenca	-2.90055
23 Aug 2017	building	US	-84.62081	Waverly	42.7392
2022/05/04	excellent	BJ	2.59753	Tchaourou	8.88649
01 Apr 2014	average	IN	83.36889	Gorakhpur	26.76628
18 Jan 2020	accep	GB	-3.05	Blackpool	53.81667
18 Mar 2018	average	CN	125.51176	Dongfeng	42.64031
2016/08/02	excellent	CD	24.99798	Kamina	-8.73508
24 Apr 2018	excellent	US	-120.43572	Santa Maria	34.95303
2017/08/08	building	VE	-70.20749	Barinas	8.62261
01/28/2016, 00:00:00	good	AR	-65.61427	Aguilares	-27.4338
06/25/2016, 00:00:00	good	JP	141.95	Yamada	39.46667
2019/06/27	average	US	-82.61573	Norwalk	41.24255
2021-02-25	maintenance	RS	22.53083	Negotin	44.22639
2015-10-31	building	US	-91.73625	Searcy	35.25064
04/29/2017, 00:00:00	good	TZ	39.25	Magomeni	-6.8
03 Jan 2020	average	PE	-69.08333	Yunguyo	-16.25
2022/09/08	good	PK	72.54566	Hasilpur	29.69221
08 Oct 2014	excellent	US	-82.32483	Gainesville	29.65163
2016-08-08	average	TW	119.58627	Magong	23.5654
2017/11/24	maintenance	US	-73.20483	Bridgeport	41.16704
2019-12-31	accep	GB	-3.05814	Rhosllanerchrugog	53.00974
2014-06-30	good	US	-117.71978	Claremont	34.09668
2022-03-30	good	CN	105.89333	Beidao	34.56861
30 Dec 2013	excellent	IT	15.00913	Misterbianco	37.51803
06/07/2022, 00:00:00	average	US	-122.39168	Redding	40.58654
06/14/2016, 00:00:00	building	IN	77.656	Pilkhua	28.71271
04 Feb 2013	average	TH	103.65309	Roi Et	16.0567
2016/07/11	accep	TN	10.58082	Msaken	35.72917
27 Sep 2020	average	IT	17.80774	Mesagne	40.55851
2016-10-15	good	IT	17.58522	Francavilla Fontana	40.53123
2019-08-25	accep	MX	-101.2591	Guanajuato	21.01858
17 Jul 2014	maitennce	JP	139.55028	Kamakura	35.30889
01/05/2017, 00:00:00	average	AU	150.99292	Baulkham Hills	-33.75881
10/30/2016, 00:00:00	average	CU	-81.24441	Varadero	23.15678
2018/05/13	building	PR	-67.15407	Aguadilla	18.42745
04/24/2013, 00:00:00	accep	CG	15.28318	Brazzaville	-4.26613
06/12/2022, 00:00:00	maintenance	MA	-2.16	Jerada	34.31
2019/08/14	excellent	DE	8.91229	Eppingen	49.13645
2014/06/13	average	BA	19.21437	Bijeljina	44.75874
01/16/2018, 00:00:00	excellent	RU	37.99117	Krymsk	44.92934
07/23/2019, 00:00:00	accep	RU	38.02486	Malakhovka	55.64776
25 Apr 2018	good	US	-97.54667	Hutto	30.5427
2013/12/28	maintenance	IN	86.51499	Kenda	23.1959
06 Mar 2014	accep	US	-71.08977	Taunton	41.9001
17 Oct 2012	building	US	-74.15987	Nutley	40.82232
29 Aug 2018	accep	CN	117.65694	Laiwu	36.19278
01 Oct 2017	excellent	US	-80.31727	Kendall	25.67927
05/12/2021, 00:00:00	accep	US	-87.93341	Pleasant Prairie	42.55308
27 Jun 2013	average	US	-80.22588	North Lauderdale	26.2173
11 Oct 2015	average	MX	-102.04897	Paracho de Verduzco	19.64745
2013/07/16	excellent	US	-122.23484	Kent	47.38093
2018-09-19	good	UA	29.41824	Artsyz	45.99194
2017-04-23	accep	CF	15.87735	Carnot	4.94273
2020-08-11	excellent	IN	84.63445	Rafiganj	24.81757
01/28/2017, 00:00:00	excellent	XK	20.89389	Glogovac	42.62833
2016-07-21	maintenance	KE	36.36339	Nyahururu	0.03813
07/10/2020, 00:00:00	maintenance	US	-117.79394	North Tustin	33.76446
25 Aug 2019	average	RU	83.62389	Novosilikatnyy	53.30972
07/19/2016, 00:00:00	good	IT	14.01481	Roseto degli Abruzzi	42.67164
2020-03-17	excellent	IN	77.24779	Udumalaippettai	10.58806
2020-03-29	excellent	IN	71.57737	Gariadhar	21.53889
29 Apr 2014	excellent	CA	-119.48568	Kelowna	49.88307
07/11/2022, 00:00:00	maintenance	UG	30.91105	Arua	3.02013
07/17/2015, 00:00:00	accep	US	-78.04471	Leland	34.25628
2014/09/16	accep	MX	-100.44843	Santa Rosa Jauregui	20.74122
2016/08/05	building	BJ	2.59753	Tchaourou	8.88649
2016-10-15	good	DE	10.03988	Barmbek-Nord	53.6052
06/21/2015, 00:00:00	accep	ES	-0.76773	Novelda	38.38479
08/20/2017, 00:00:00	accep	BR	-37.93278	Rio Real	-11.48472
06/10/2021, 00:00:00	average	RU	65.27258	Tavda	58.04254
2018-08-04	average	CN	130.57211	Boli	45.75279
2018/04/04	accep	RU	60.70278	Ozersk	55.75556
2015-07-08	accep	CN	114.68333	Heyuan	23.73333
07/30/2020, 00:00:00	building	US	-73.89125	Cypress Hills	40.67705
05/23/2014, 00:00:00	building	IT	14.43865	Somma Vesuviana	40.87329
2019-11-05	maintenance	MW	34.4587	Salima	-13.7804
2015/11/20	accep	ES	-6.03731	San Juan de Aznalfarache	37.35813
07 Oct 2013	accep	AU	151.08057	Eastwood	-33.79176
2017/05/26	maintenance	PS	35.23388	East Jerusalem	31.78336
03 Jul 2018	excellent	CN	86.00214	Hoxtolgay	46.51872
2014/09/30	accep	CO	-75.69947	San Carlos	8.79577
2013-04-10	accep	DE	7.973	Finnentrop	51.168
05/09/2014, 00:00:00	maintenance	IN	76.35484	Alwaye	10.10649
17 Oct 2019	good	DZ	2.95924	Cheraga	36.76775
2016/09/08	average	AU	152.70493	Maryborough	-25.54073
28 May 2022	good	FR	3.87723	Montpellier	43.61092
2015/01/27	accep	CN	120.74792	Nanpiao	41.09822
03 Feb 2013	good	BE	4.52529	Rixensart	50.71229
07 Jan 2020	excellent	TJ	69.01354	Vahdat	38.55632
2017-11-25	excellent	NL	5.51978	Tongelre	51.44889
2019/08/19	good	RU	30.38167	Shushary	59.80917
2014-04-01	building	UA	36.25361	Polohy	47.48444
11/11/2016, 00:00:00	accep	US	-83.2321	Milledgeville	33.08014
2015-01-28	average	GB	-2.09814	Aberdeen	57.14369
25 Jun 2020	good	IN	77.40858	Leteri	24.05979
10/26/2015, 00:00:00	maintenance	PA	-79.62603	Veracruz	8.88988
27 Feb 2016	building	US	-119.0376	Camarillo	34.21639
2020/03/26	building	CN	120.03308	Guli	28.88162
2017-07-28	average	CA	-73.81669	Pointe-Claire	45.44868
02 Nov 2016	average	FR	-1.05366	Dax	43.71032
20 May 2022	accep	NL	5.58472	Barneveld	52.14
01/19/2015, 00:00:00	good	TL	125.21972	Maliana	-8.99167
2014/12/30	average	JP	136.84186	Toba	34.4833
07/10/2019, 00:00:00	excellent	RU	60.8019	Beryozovsky	56.9083
03/15/2022, 00:00:00	average	BE	3.16667	Wevelgem	50.8
2021-12-16	accep	PL	16.86194	Ustka	54.58048
2014/12/30	building	FR	2.2469	La Garenne-Colombes	48.90472
2013/09/03	average	BR	-41.45861	Pedro II	-4.42472
2013-05-11	good	UZ	72.34424	Andijon	40.78206
2018/05/21	maintenance	CA	-73.81669	Pointe-Claire	45.44868
08/24/2014, 00:00:00	accep	BD	91.84128	Manikchari	22.83957
11 Mar 2014	excellent	BR	-48.62789	Caldas Novas	-17.74431
20 Jun 2016	good	YE	46.83187	Ataq	14.53767
10/22/2014, 00:00:00	good	FR	4.7934	Saint-Genis-Laval	45.69558
07/25/2018, 00:00:00	accep	PH	124.84472	Maasin	10.13361
2018/11/22	good	GB	-0.91979	Lower Earley	51.42708
2013-07-26	average	BR	-38.79084	Tucano	-10.95817
02/11/2020, 00:00:00	good	UG	30.98551	Paidha	2.41669
2017-10-04	maintenance	IN	73.85535	Pune	18.51957
2017-12-04	accep	DE	8.91229	Eppingen	49.13645
07/23/2015, 00:00:00	good	MX	-101.2591	Guanajuato	21.01858
2015/10/11	average	RU	43.91385	Kovylkino	54.03876
07/28/2019, 00:00:00	accep	AU	145.06667	Carnegie	-37.88333
10/22/2018, 00:00:00	maintenance	CN	113.82465	Licheng	23.29549
06 Feb 2022	maintenance	CA	-79.2663	Markham	43.86682
2014-12-19	maintenance	BR	-38.79084	Tucano	-10.95817
07/25/2021, 00:00:00	accep	NL	5.58472	Barneveld	52.14
02/23/2015, 00:00:00	building	US	-122.23484	Kent	47.38093
04 Oct 2014	excellent	MX	-100.88023	Salvatierra	20.21322
06/10/2017, 00:00:00	building	US	-72.27814	Keene	42.93369
30 Jan 2013	maitennce	IT	13.39954	Falconara Marittima	43.62558
19 Jan 2014	maintenance	US	-91.73625	Searcy	35.25064
2017/10/05	good	PR	-67.15407	Aguadilla	18.42745
03/02/2022, 00:00:00	excellent	US	-73.99681	Dumont	40.94065
12 Oct 2012	maintenance	JP	139.55722	Okegawa	36
2015/10/08	accep	SL	-13.2356	Freetown	8.48714
18 Feb 2014	average	UA	27.06365	Shepetivka	50.18545
