PM2.5	H2CO	CH4	latitude	Pb	longitude	O3	NH3	CO	TEMP	PAHs	PM10	warning	C2H3NO5	NOx	CFCs	PRES	SO2
5.93732	66.86716	7.87303	30.29184	75.88484	71.67164	10.64811	7.06682	8.32873	13.02846	8.37264	5.87434	0.00000	0.29440	9.96734	48.62514	1184.71447	11.41257
9.14153	53.34326	10.11864	36.33011	29.44797	138.89585	14.03602	9.46038	8.32787	17.69651	10.40114	5.59625	1.00000	0.40095	5.91972	40.62192	1187.75243	8.69019
9.14406	45.22461	9.70029	35.06544	74.21817	1.04945	10.17925	8.78511	8.47952	7.44815	6.88458	8.05528	1.00000	0.86709	10.10264	45.15902	1125.14732	11.34236
9.68297	54.15392	8.87283	45.16024	49.52730	-93.08883	9.90284	7.58911	8.91905	12.49633	8.19413	7.65381	1.00000	0.54180	6.49567	21.75047	1087.74370	9.74049
12.08316	39.30163	10.46246	43.71032	53.63915	-1.05366	9.07280	10.92601	9.67303	14.21697	11.84191	12.47564	1.00000	41.68291	6.68539	27.15226	1173.73602	9.01806
11.12636	46.16626	9.35472	50.80019	50.88358	7.20769	7.82826	9.65001	9.90260	15.46798	9.10685	11.23829	0.00000	12.25082	10.63820	40.16463	1092.26619	11.48737
5.43146	52.68809	7.70566	-22.57306	53.45528	-47.1725	11.45862	9.21822	8.65649	19.16683	12.96045	7.61087	0.00000	0.74931	7.70655	69.02988	1064.60797	10.68395
10.76195	57.96920	10.05839	8.88649	42.84379	2.59753	11.52665	8.31624	7.13751	18.12654	7.40118	9.00642	1.00000	1.54764	8.38817	53.48123	1198.53228	11.57225
10.97669	51.12230	8.38572	4.2475	63.93335	9.00472	10.79831	9.16535	10.19248	33.66516	7.96683	10.54336	1.00000	6.43281	10.87030	33.50885	1060.56902	14.36802
9.91066	50.36235	8.91808	39.09112	48.66700	-94.41551	11.92156	7.78166	9.91351	26.71164	9.03510	8.29499	1.00000	1.07278	9.84537	29.11740	1155.31651	11.49159
10.64626	43.87165	8.17816	-10.90889	79.48604	-37.03861	11.07722	8.49923	9.77673	-4.14999	9.33218	9.01403	1.00000	1.64337	7.54925	40.38300	1087.83117	10.54122
9.00072	55.60010	8.75701	34.4833	39.69309	136.84186	11.30970	9.04163	9.25102	28.35772	6.80841	6.89428	1.00000	0.40777	6.70087	47.85661	1140.64113	10.40648
9.33583	71.87087	10.72176	-25.54073	78.06206	152.70493	9.64228	9.43748	9.28984	18.28459	11.25889	7.53064	0.00000	0.62272	8.97500	17.98149	1192.99576	10.59639
13.23614	59.95281	9.44958	4.96667	44.69922	10.7	8.90612	9.97025	8.26605	-2.74842	9.73849		1.00000	3.93574	6.09482	41.64262	1068.97738	8.95650
12.10483	40.92859	8.25460	-33.75881	70.59994	150.99292	8.33398	9.63780	10.80352	12.84225	8.19323	10.72484	0.00000	7.47795	9.75004	33.62972	1142.73868	10.78156
7.40608	43.55150	9.09031	41.55815	58.11279	-73.0515	8.35975	9.67705	8.26715	28.66409	9.35706	6.71331	0.00000	0.56994	8.55596	52.47864	1124.00297	11.98559
9.30954	39.71774	7.17286	14.64056	32.45996	104.64992	10.38350	10.20621	7.45147	-2.63514	11.87793	11.74557	1.00000	20.05912	8.33290	48.04752	1114.12449	10.99064
	37.31287	10.70853	29.21399	41.77231	78.95693	8.42504	7.48636	9.07871	21.45422	9.39462	6.31075	1.00000	0.37561	8.87996	34.95375	1075.39045	8.12765
7.73627	73.04463	9.86552	42.67164	36.88260	14.01481	7.20712	9.47465	7.39040	22.11477	5.76987	8.91129	0.00000	1.31576	11.87339	74.98196	1162.63028	10.68966
10.28186	57.81263	9.40709	24.81757	64.68055	84.63445	12.83220	8.77915	9.24313	22.12986	9.81267	10.16525	1.00000	4.42757	8.88649	42.56447	1060.20287	11.99094
8.72972	63.51626	9.46014	41.55815	32.75988	-73.0515	3.90710	8.10714	9.64414	12.56613	10.21948	10.71567	0.00000	7.34139	12.65784	49.52457	1102.81630	7.39274
8.72802	65.42542	10.47968	53.30972	55.14394	83.62389	8.02176	9.30524	9.02804	17.11453	11.67761	10.03992	1.00000	4.04609	6.89270	42.46862	1065.89281	9.16642
9.88995	55.41935	9.62360	-33.79176	79.25540	151.08057	6.70970	7.64152	9.11083	14.90109	6.42937	4.78386	0.00000	0.35697	11.50336	36.33709	1119.85833	12.44728
10.08179	42.77767	9.24696	49.13645	27.90541	8.91229	10.89146	9.11711	10.34515	37.21986	11.47472	10.85413	1.00000	8.51275	8.41998	43.75723	1099.40079	9.43761
8.21951	37.40647	10.05623	19.64745	59.71291	-102.04897	8.36985	9.35472	8.86273	24.50977	7.91009	7.91417	0.00000	0.70623	6.80968	68.73637	1186.78085	11.55943
8.87752	45.17290	8.41044	38.54491	43.87118	-121.74052	10.29308	11.07165	8.79086	20.06102	6.75719	8.11808	1.00000	0.79237	8.73573	33.97735	1107.91679	10.35534
9.59256	65.23752	8.64842	-2.90055	50.85253	-79.00453	5.83568	8.15456	9.61561	12.15226	8.82088	10.37038	0.00000	5.33261	11.23903	71.21575	1072.89542	8.59954
11.16266	49.06145	9.11991	30.17746	65.62047	-81.38758	9.24284	9.97085	10.22325	31.71923	9.69978	7.72216	1.00000	0.88519	7.90227	40.40716	1133.64691	10.79271
11.14259	69.64462	8.76327	43.71032	58.95360	-1.05366	11.62996	9.77323	10.11714	2.21865	9.31569	10.14578	1.00000	4.37228	6.81415	37.67656	1157.01408	14.47173
14.00896	46.24369	9.46160	40.98894	46.10687	28.67582	8.62391	8.85078	7.92031	16.61401	9.69441	10.88069	1.00000	8.67113	4.93964	52.52971	1066.23962	9.21264
15.26085	82.27093	8.71450	18.51957	42.68437	73.85535	10.93223	8.41770	7.25146	19.31599	6.83426	9.93268	1.00000	3.62703	6.09110	36.76319	1170.38245	12.71316
11.21924	66.24696	10.36947	58.23583	34.42061	92.48278	7.95108	8.55769	8.28527	19.01894	10.67868	9.60064	1.00000	2.42603	5.46367	40.05561	1156.42594	7.57289
9.63784	44.00822	9.89744	40.72371	60.16961	-73.95097	5.77373	7.72471	9.28912	10.67793	10.19959	9.57713	0.00000	2.54974	10.94639	67.43058	1068.73937	7.88809
11.73793	44.95190	6.87502	42.7392	29.01168	-84.62081	10.70114	8.17618	8.55007	9.51047	10.53314	7.08109	1.00000	0.49981	4.28313	71.65572	1172.33278	8.91738
7.75802	3.81898	9.74831	48.79325	52.67265	2.29275	9.34712	11.23159	5.31123	1.99514	9.59668	8.12618	0.00000	0.78016	6.89254	31.71571	1104.61957	11.01385
8.51097	55.07966	8.75759	-38.16604	42.65940	145.13643	8.05121	10.88747	9.81568	7.25908	10.04757	9.99046	0.00000	3.64642	7.86906	46.78181	1153.93692	8.32581
9.59721	25.57229	9.08449	5.84752	48.17991	-5.682	9.35621	6.40436	10.04815	13.86924	6.68624	7.00890	1.00000	0.53504	9.45460	58.96607	1187.53467	9.63780
11.60906	66.30222	8.87788	39.32288	51.90092	-76.72803	11.43403	8.89981	10.19964	25.38157	4.73742	9.84981	0.00000	3.26357	8.82208	59.69258	1071.02175	12.90349
9.47024	60.01626	8.98514	41.72063	70.77218	12.6723	10.52755	8.13830	8.22057	7.42250	10.88838	9.01149	0.00000	1.45004	6.97764	43.80343	1172.99712	9.62953
10.84340	43.81922	8.14048	4.92675	50.33914	6.26764	7.64627	12.89938	8.81929	10.02095	8.30992	10.27781	0.00000	4.88146	9.83045	38.94265	1140.54660	9.91196
10.55617	46.71356	9.66456	30.75545	66.24803	20.22625	10.79590	7.64415	11.88496	7.49548	8.29150	8.36316	1.00000	0.89944	6.29793	59.99253	1131.24186	10.71393
12.89395	45.89055	8.72650	41.27621	55.38793	-72.86843	8.79732	8.98276	9.01480	28.90751	7.18913	8.46098	1.00000	1.02814	5.23224	41.30209	1155.30139	10.38829
10.84283	59.31658	10.15226	40.70995	30.26322	0.57856	10.86909	8.99602	9.89923	28.58581	8.37363	8.02617	1.00000	0.85667	6.56371	33.41364	1089.97335	11.48768
10.93120	47.84432	8.30456	22.83957	44.65154	91.84128	11.56615	7.90868	10.29620	14.47864	10.14569	10.75259	1.00000	7.63582	7.65326	80.89879	1197.80331	10.45088
13.02714	59.97723	8.70334	-28.24	63.45824	-48.67028	10.00819	6.88094	11.40690	9.99206	9.15600	10.31298	1.00000	5.10134	6.01460	27.19108	1164.25110	10.55004
7.35474	41.63768	10.26474	53.59782	52.44418	34.33825	11.03439	7.69585	10.02581	31.15275	12.46384	7.29100	0.00000	0.53671	8.72669	38.57480	1054.59267	10.38933
8.21810	43.48136	10.50105	42.24113	53.83317	-88.3162	13.08793	8.73230	9.22752	18.31102	6.74641	6.56626	1.00000	0.37281	6.50010	44.90168	1153.25836	9.84269
9.33173	47.44978	7.92657	26.67319	47.72381	31.4976	9.88678	10.33206	9.55532	0.19071	10.78624	10.66755	1.00000	6.95464	8.56113	65.26459	1162.86218	10.61570
7.34367	65.21969	11.12991	10.13361	51.74781	124.84472	6.54372	10.22403	10.46705	23.23527	6.95109	9.62803	1.00000	2.78860	11.23899	46.36432	1136.52255	8.98656
10.35223	19.29500	8.75888	38.47917	51.31062	-1.325	7.63739	8.58029	8.14049	2.47958	5.95212	11.67783	0.00000	18.94994	10.74190	53.44939	1070.46732	10.80392
9.25982	61.81244	7.29810	21.53889	45.83501	71.57737	7.63271	8.88176	9.89022	-2.71801	10.78454	10.83975	1.00000	8.39333	7.97340	53.01812	1140.00434	11.28196
10.15783	57.11862	10.09232	52.53048	71.17954	13.29371	7.87715	8.30330	7.57845	28.35888	9.46800	6.22835	0.00000	0.37018	9.57809	47.95722	1054.74841	10.88572
9.16183	64.60777	7.41069	17.54907	48.28837	82.85749	10.47242	8.37965	6.58411	24.08306	11.09859	10.98850	1.00000	9.74729	7.98149	71.50047	1083.31048	10.59943
11.32174	56.40640	8.05898	-6.25	51.18156	38.66667	8.98971	9.61905	10.16391	3.09685	9.93344	9.99985	1.00000	3.72490	7.25915	50.51934	1109.70917	10.55109
8.80855	75.50172	8.19899	35.06544	56.49934	1.04945	10.17970	9.03026	8.80059	9.12953	8.82223	6.92482	0.00000	0.50701	9.78056	30.95270	1175.22184	10.52738
9.78421	63.91919	9.64904	13.73417	54.27026	-89.71472	11.46251	8.56866	8.72683	8.42281	10.21773	10.00627	1.00000	3.68193	8.06710	48.80036	1106.04254	10.47893
8.41745	41.43695	6.89866	44.22639	53.18354	22.53083	11.70579	6.53686	7.32827	18.34170	8.02288	7.74512	1.00000	0.66839	8.90284	45.62967	1187.78664	10.52940
10.59487	53.51637	11.03976	11.85	67.68112	38.01667	6.74730	7.94970	9.43562	12.10763	6.59734	10.23381	0.00000	4.62244	12.80003	50.03146	1130.44208	10.77511
10.58466	31.24022	8.19530	35.50056	72.38439	117.63083	11.00393	8.17957	9.23460	21.30991	8.14882	8.18254	1.00000	0.83903	6.49826	61.61824	1185.45868	10.73333
12.48859	37.64502	8.95907	-22.9	21.40182	44.53333	10.64580	9.34084	10.11035	25.04562	14.62399	9.93596	0.00000	3.45858	7.11898	41.24718	1061.35401	7.91421
8.96942	48.85521	9.30475	40.5576	65.84498	-74.28459	10.80478	9.47714	9.27924	24.18263	12.32937	11.11187	1.00000	10.82686	7.17617	67.51571	1084.73697	8.98950
10.84428	37.32893	10.28077	25.92493	22.11092	73.66633	8.97893	8.64273	8.20277	13.19708	9.98377	10.44208	1.00000	5.77465	7.27534	34.41503	1156.83819	11.23155
11.11447	55.60817	7.70842	3.8801	44.70201	-77.03116	9.32974	9.38651	10.13866	12.00739	9.92983	9.21011	1.00000	1.87332	7.21696	67.56426	1087.57480	9.36818
10.26986	60.76114	9.61966	13.70727	56.00270	9.15013	7.27666	10.29903	8.64660	11.58030	9.86146	8.52769	0.00000	1.03852	6.93278	50.00083	1067.56460	11.19878
10.31603	60.32825	7.16171	53.14657	60.44635	140.72287	11.06047	8.57140	10.16261	18.97016	8.21970	6.87104	1.00000	0.33019	7.14109	40.16191	1138.01095	10.33329
4.86304	60.95446	9.18079	34.5624	43.20291	38.28402	8.97834	8.22263	8.88186	6.93942	8.23687	6.28635	0.00000	0.50638	9.07952	56.36308	1087.41474	13.21825
6.16570	48.24598	8.23510	4.96667	57.76208	10.7	10.72527	11.94789	9.51106	-1.05790	11.81010	10.63387	1.00000	6.71896	9.80014	31.37665	1055.75940	11.07878
8.17687	53.02460	8.72364	34.81667	53.64301	137.4	11.42921	9.06355	8.32994	20.54263	11.07826	10.03486	1.00000	3.95039	8.44093	82.98389	1127.72676	11.01958
11.84568	64.53387	9.57539	40.85158	67.28586	122.74754	9.35028	8.76236	9.68641	36.64760	6.75677	11.87703	0.00000	22.95044	10.33131	47.62841	1134.92415	12.18282
9.48267	89.87039	9.19371	34.56861	62.26767	105.89333	8.22251	12.12610	7.41992	11.22058	3.57105	8.47017	0.00000	1.00979	12.23463	63.07995	1179.44788	11.36552
7.55840	53.94228	9.34102	22.4711	42.57241	88.1453	10.84069	8.69110	10.04539	8.99510	11.22632	8.76154	0.00000	1.28466	6.65278	35.81516	1153.75572	10.28679
10.99478	44.91081	8.86618	42.64685	51.17866	-5.55835	10.69429	8.95577	7.79198	14.59800	10.48306	11.35788	1.00000	13.85803	7.02060	45.41408	1086.89171	10.29348
13.51710	43.83416		27.52948	64.61749	68.75915	5.40967	7.55571	8.18984	18.86088	7.23977	7.46132	1.00000	0.57180	8.93015	75.29873	1079.53048	9.74719
11.20229	18.31708	10.81136	50.18545	40.62179	27.06365	12.24948	9.48622	10.17843	16.86697	11.32178	8.88603	1.00000	1.34159	4.96937	73.49011	1152.45484	11.86219
15.08025	61.95345	9.17730	39.46667	53.95243	141.95	10.46192	8.08834	8.09253	22.99140	8.19535	10.60335	0.00000	6.54521	6.01699	45.54995	1111.95793	10.34406
10.84702	39.79651	9.95858	3.31332	34.01363	117.59152	12.36142	8.17712	10.77786	26.95808	10.55104	10.38898	1.00000	5.41364		61.24748	1059.33314	9.53497
11.88937	53.72987	10.10549	25.87498	52.40508	86.59611	9.27062	8.64350	6.73081	10.47467	10.02978	10.73212	1.00000	7.48030	6.93232	49.62789	1058.26773	9.98066
11.13202	50.55361	7.00858	40.63316	50.15911	-74.13653	11.48806	8.63661	8.48460	14.27554	8.81407	9.76895	1.00000	2.99258	7.19764	22.98959	1179.35645	12.62079
5.54243	49.91335	9.34562	15.58552		102.42587	12.28708	8.34764	8.10802	10.82772	12.01200	7.25157	0.00000	0.49377	7.60069	41.01618	1057.33993	9.79742
12.19890	50.62623	9.26170	48.77275	44.54647	5.16108	6.71418	8.62893	8.98545	8.37646	11.20095	11.91316	0.00000	23.77429	9.73109	53.70877	1163.11082	8.74734
7.91534	46.45770	8.64069	35.06544	63.79761	1.04945	9.36418	8.97126	10.45613	25.15734	9.95277	6.67408	0.00000	0.30631	9.45801	61.75660	1182.44132	11.54566
13.67170	48.99438	9.45281	4.92675	37.39284	6.26764	9.67455	9.29942	9.54922	19.19257	8.66200	9.57518	1.00000	2.59920	6.04984	52.29712	1158.04566	10.29236
8.37048	69.96400	8.80435	52.26083	61.20280	7.00417	8.02976	8.30385	9.81812	23.06180	9.03850	9.35049	0.00000	2.06413	5.31849	36.10489	1117.68432	11.49276
11.53261	59.37593	8.70966	14.46693	68.50980	75.92694	11.47116	9.09494	10.53449	20.25625	9.82117	10.42276	1.00000	5.57773	7.33531	38.20145	1148.33340	10.19221
5.27054	55.38441	8.32418	34.09668	57.00674	-117.71978	10.72554	8.35037	10.92506	13.00304	9.57032	8.92819	0.00000	1.41886	5.60035	50.46500	1148.82089	11.24508
8.93906	39.60138	9.77489	57.30185	49.69348	39.85331	10.07099	9.24221	10.56499	25.01518	12.82295	10.34554	0.00000	5.16022	5.23101	54.38744	1119.87544	9.92464
10.73444	46.25028	9.14391	33.35283	65.41528	-111.78903	12.39003	8.09269	7.92088	29.05472	8.77609	9.10278	1.00000	1.74072	8.14596	29.01529	1095.09012	11.40771
8.83684	51.64601	8.65547	40.72371	67.85296	-73.95097	9.61985	8.53514	9.89846	35.86771	5.74639	7.58431	1.00000	0.58704	9.14454	55.22671	1182.88175	10.23881
8.62149	66.18132	8.27009	41.47892	65.89253	-87.45476	12.04622	8.63179	7.36187	24.63602	9.08813	5.78620	1.00000	0.27446	7.10984	67.98814	1050.03914	8.76608
10.98665	46.19054	10.49316	4.92675	48.35238	6.26764	8.57564	9.52809	8.90300	8.40126	6.33484	7.96232	1.00000	0.82862	8.28518	46.41741	1167.00763	9.59969
7.61371	54.28115	8.87151	50.26729	33.96762	-119.27337	11.21889	9.55000	10.54486	18.88163	11.50779	10.80943	1.00000	8.15466	9.25376	34.59766	1114.21469	10.27131
8.95363	64.89298	9.56785	48.79325	61.11851	2.29275	13.59886	9.19522	8.52892	9.18192	8.81747	6.83326	1.00000	0.36110	7.19888	57.62499	1057.56920	9.46224
8.19215	41.96248	9.37876	10.31672	54.10304	123.89071	7.41486	8.77936	8.52103	19.70229	7.40392	10.76996	0.00000	7.66943	9.57235	79.06521	1184.05256	8.75575
7.77027	61.33922	8.00507	51.35084	60.03091	-1.99421	10.39455	6.86115	9.97584	36.73138	11.05140	7.22001	0.00000	0.55357	8.63888	71.80685	1086.11645	10.38763
9.85841	24.63754	9.21971	53.81667	27.47467	-3.05	7.99805	8.59424	9.16409	16.64724	8.37067	9.51734	0.00000	2.24348	10.42764	50.76528	1069.52152	10.49902
9.95529	61.05577	8.86677	35.48199	58.94008	137.02166	11.82587	9.72123	9.25214	23.02950	9.34993	6.85172	1.00000	0.47157	4.54730	40.32646	1110.55888	9.00216
10.18670	43.19890	9.43320	22.83957	46.20542	91.84128	11.76859	9.37972	8.30762	8.13057	7.50700	8.01125	1.00000	0.77566	4.69971	34.93765	1177.73174	9.61363
10.61546	56.22044	9.05999	-37.88333		145.06667	5.71333	7.96193	9.81422	1.17369	9.48570	11.37881	0.00000	14.21542	11.52458	52.87101	1078.76499	8.86517
12.50666	44.69604	8.66724	41.24264	43.11042	16.50104	9.91729	8.12008	7.99056	33.08681	10.02587	8.92402	1.00000	1.37329	7.37085	35.31012	1081.59828	12.62684
10.78826	52.04892	8.58433	27.71809	66.90684	-82.35176	10.97072	7.74134	8.48563	21.57033	10.05607	10.38612	1.00000	5.38307	8.27693	50.61558	1080.66808	11.04019
12.27429	60.79322	8.27092	25.87498	56.44423	86.59611	11.93111	11.83151	8.25017	10.12422	8.13882	9.26246	1.00000	2.02160	7.86205	73.60497	1136.99032	12.28543
10.11945	56.41823	9.68023	37.65181	50.44339	120.33063	7.27380	11.93245	10.75811	21.37886	7.02073	9.39866	0.00000	2.06150	10.75760	47.70107	1150.50524	10.01786
8.66679	40.91512	6.83691	41.80753	39.55062	-87.65644	8.21416	7.33879	9.32505	25.59736	11.77037	10.62739	1.00000	6.81545	8.50069	56.26817	1072.56623	9.24206
8.56115	47.92477	8.18006	-0.71667	28.78356	-48.52333	12.70254	7.65677	8.15884	13.77489	10.90202	10.36925	1.00000	5.37228	9.74367	22.52957	1174.36279	12.09540
9.40226	31.24797	8.15682	35.06544	31.60454	1.04945	10.00578	9.97537	9.24892	17.07506	11.30115	9.87668	1.00000	3.26682	7.58035	40.75395	1140.37920	9.12870
10.32423	76.43290	10.01750	68.79833	49.44069	16.54165	11.31234	8.50288	10.04778	19.52717	8.15796	8.86561	1.00000	1.45176	9.43212	60.95839	1196.82572	12.44984
8.21810	29.79852	9.94313	47.80527	49.58828	-122.24064	6.39576	8.14690	7.42889	14.52524	9.25177	10.65723	0.00000	7.00323	10.10746	29.52691	1139.09504	8.23690
8.35338	37.86777	9.40900	39.32011	48.69079	-76.51552	9.46123	6.52837	10.45667	11.47694	11.08133	8.22152	0.00000	0.78124	6.85144	27.19747	1160.27188	10.46437
8.98889	59.12616	8.89319	10.22677	47.98899	-67.33122	9.10605	11.65912	9.35910	21.47146	10.77506	10.29025	1.00000	4.80229	7.22640	49.90762	1055.23105	10.98287
10.36739	52.63187	9.77222	-38.16604	63.39960	145.13643	9.72729	9.49626	9.59126	-0.51903	7.96031	11.90487	0.00000	23.62387	7.86004	62.60176	1117.67124	10.95256
	53.46370	8.74293	-11.48472	45.30387	-37.93278	8.46383	11.21835	8.84867	-7.57030	8.71497	7.13558	0.00000	0.46802	8.52729	50.37943	1159.84889	11.16526
10.83157	94.19049	8.98016	46.32374	57.32601	-120.00865	9.90433	9.24897	9.98473	3.34425	9.12590	9.17950	1.00000	1.97962	7.70813	36.80909	1116.68216	11.33173
8.68067	63.54623	9.09944	32.42067	39.37044	-104.22884	12.00703	8.04124	8.09391	19.86166	8.20102	8.53129	1.00000	1.15854	9.31184	64.23455	1064.28016	12.86588
9.06756	72.48766	9.50903	37.65181	57.69211	120.33063	8.33093	8.91816	9.40137	12.37529	6.81501	9.84928	0.00000	3.19983	9.32618	55.67074	1168.64530	10.06643
12.78923	78.86968	9.19683	28.88162	40.31630	120.03308	9.57673	8.59226	9.57328	21.49027	10.35423	11.41059	1.00000	14.69102	6.99636	53.05977	1121.52843	9.12430
12.30546	51.62167	9.20751	-33.79176	29.70454	151.08057	9.85535	7.67271	11.14533	-13.17336	9.38801	10.45807	1.00000	5.71489	7.40395	35.42011	1151.46378	10.07853
6.97606	51.23948	8.46293	10.98778	41.32885	-74.95472	8.13690	10.80738	9.89523	-5.63320	4.57315	9.39191	0.00000	2.25090	10.71960	55.57831	1169.29198	9.81061
11.26836	59.77151	8.79755	18.18158	65.17433	76.03889	11.72850	9.41428	11.01715	18.32342	9.55784	9.29176	1.00000	2.01642	7.70252	40.67897	1154.39410	12.86476
7.12235	58.98741	10.38096	40.78206	69.32381	72.34424	12.28391	6.74434	9.71750	16.37244	6.53769	5.35181	1.00000	0.30688	9.72074	53.31153	1062.28388	9.09332
10.07310	57.31803	9.84353	27.52948	62.48993	68.75915	9.19135	9.28823	8.52563	16.36712	6.61554	8.87869	1.00000	1.39632	7.76333	62.63465	1067.04598	11.10568
11.27769	36.47597	8.64074	34.08565	37.09321	74.80555	7.43876	8.62070	8.15577	3.98382	7.79623	9.88657	0.00000	3.38497	11.89295	43.53315	1142.33765	10.90275
11.03488	62.67391	11.13188	12.37169	48.13912	123.62494	6.94778	8.13563	9.01449	6.37992	11.07740	10.63234	1.00000	6.87396	5.82015	64.01580	1117.68197	8.58039
10.52283	45.04092	8.33049	42.4251	33.33126	-71.06616	9.08560	9.35674	9.21142	2.74191	10.64255	10.37958	1.00000	5.38550	7.07935	43.85757	1072.17828	10.50044
10.25170	45.49193	9.29055	22.75218	58.42836	72.68533	8.05596	10.09279	9.40150	22.85754	7.24521	10.30328	0.00000	5.04818	10.55591	42.11042	1171.42174	10.76435
11.72800	44.27526	9.98323	27.0174	42.91113	49.62251	9.70269	8.66715	9.76521	10.91097	9.18620	10.06899	0.00000	3.98444	7.20480	70.37035	1054.59546	9.94104
9.11128	61.05846	8.77132	40.78206	65.57674	72.34424	6.01672	7.71433	10.26517	20.45136	11.50510	11.58117	0.00000	17.18076	10.18279	59.82114	1071.94151	8.52324
12.22415	60.10997	7.73273	41.77583	46.35786	140.73667	8.95959	11.23898	8.44508	20.82726	8.25438	9.18762	1.00000	1.79626	6.23390	51.65162	1172.98531	11.31669
10.35541	73.99044	9.55629	-33.38056	46.93441	-56.52361	8.89383	10.72033	7.18774	19.66091	8.20175	5.66046	1.00000	0.27478	5.88900		1181.10865	8.03503
11.08105	59.36099	12.21468	27.71809	68.04681	-82.35176	8.68204	7.86881	8.38444	1.33835	7.58729	7.01961	1.00000	0.48328	6.04530	41.95488	1136.63094	9.79695
8.69547	16.46456	9.16417	-0.35817	43.28645	42.54536	13.33690	9.37670	9.23158	5.54114	10.28182	8.88364	1.00000	1.36057	9.56889	43.24980	1072.56418	9.84623
10.42899	47.27927	8.43004	36	50.89230	139.55722	8.10924	10.14442	7.75170	-0.54556	6.22897	7.80817	1.00000	0.71628	9.20316	27.46735	1059.02647	10.64195
12.31476	41.19441	7.97479	36.61033	62.25954	-88.31476	10.03326	10.15967	10.02155	-0.48086	8.83408	9.77178	1.00000	3.15162	6.94092	46.20815	1136.09168	11.58620
7.94472	56.51756	9.81289	37.74615	51.94765	-25.66689	12.68271	7.79115	11.17851	26.78008	7.18394	7.77550	1.00000	0.72991	10.04684	52.47478	1086.93655	11.37046
9.47484	40.50781	10.08210	23.02677	50.80851	113.13148	10.99922	7.44742	10.30549	20.45575	7.09069	7.99177	1.00000	0.94483	7.59785	85.08148	1094.75986	10.63419
10.72728	53.97361	8.88521	26.2649	37.06045	81.54855	7.84649	9.83900	8.36127	8.94405	11.03511	11.36835	1.00000	13.93065	6.80817	64.65278	1083.51720	10.87309
9.83306	31.23798	9.03815	43.67681	79.94729	4.63031	11.40883	9.73312	8.99933	3.96053	7.15862	9.56241	1.00000	2.39462	10.36101	39.95052	1167.36709	12.69860
10.86801	38.90423	8.65350	50.09019	39.58953	8.4493	11.89112	8.20825	7.85945	8.17314	7.58200	9.35518	1.00000	2.14378	6.54667	65.11087	1171.53383	12.54484
9.71653	64.65792	8.86786	42.62833	41.69089	20.89389	9.14778	10.81464	9.84031	24.51259	10.50321	10.61872	1.00000	6.59897	7.61372	63.54572	1075.14056	10.53646
9.90960	33.25574	9.84529	4.02219	55.92478	101.02083	8.01132	6.91990	9.16927	9.10173	12.92861	12.52124	1.00000	43.49071	6.51353	57.40601	1129.64546	8.42966
9.48520	52.57045	10.23521	26.67319	68.58889	31.4976	9.43007	7.30567	9.71653	27.39251	6.44983	9.81293	0.00000	3.21298	9.74517	37.76711	1133.72043	12.22699
9.59803	78.26573	9.18335	41.85059	48.02753	-87.882	10.64393	6.93246	9.27980	20.58800	8.55807	9.55318	1.00000	2.54256	8.59755	58.50458	1175.11873	13.54933
9.09641	63.37149	9.34762	6.9909	42.69338	79.883	10.62697	9.79908	8.47522	38.96941	10.79270	9.61280	1.00000	2.68852	7.81446	71.59689	1161.02336	9.93439
10.24248	62.12539	8.20660	33.92866		-6.90656	8.88100	10.78126	9.69907	21.04270	10.20233	9.71256	1.00000	2.86528	8.29838	53.64482	1126.06685	9.89008
11.18212	43.64062	8.06743	19.8173	36.54842	-97.35992	9.49031	9.27803	8.41586	13.90153	6.20117	8.00258	1.00000	0.80553	8.85587	72.55195	1130.47054	9.95703
7.16318	63.74293	10.02079	38.91817	41.30553	-78.19444	9.89464	9.06731	9.88823	21.53842	12.13160	11.10921	1.00000	10.99821	9.44758	70.76672	1081.70585	10.23611
10.76857	33.18748	8.37295	-3.5403	58.76405	118.9707	10.05907	9.38727	9.45015	28.91572	7.70411	7.18472	1.00000	0.56246	6.69881	38.63101	1143.61169	8.05855
9.06758	53.54733	8.42056	31.82539	75.67177	72.54064	10.99710	9.44331	10.15533	7.58555	7.86283	6.69819	1.00000	0.39109	6.57634	44.57994	1083.02223	9.61980
10.99495	38.11680	9.03544	9.58126	46.55251	8.2926	9.12348	9.31629	7.40041	9.76632	7.52498	6.95582	1.00000	0.33350	8.19714	48.74042	1185.21500	10.45675
5.11739	43.67893	9.42720	10.12268	38.23139	77.54372	11.79026	9.59948	7.26011	10.00016	10.11709	5.15597	0.00000	0.29227	9.98196	30.41610	1190.77275	10.46885
10.72520	52.34387	8.32934	-21.41222	61.22946	-42.19667	9.44632	9.80371	10.16119	17.29365	8.62338	7.40981	1.00000	0.60844	7.72152	63.42157	1166.63139	9.23506
10.25354	67.39247	8.15107	35.06544	46.17538	1.04945	10.85160	8.65764	8.94656	34.56285	6.86275	8.64471	1.00000	1.16800	5.21779	34.39428	1194.50632	11.13275
10.96233	50.44093	8.94667	20.22816	49.30754	-103.5687	7.69140	8.27212	10.05995	15.17223	10.50038	10.40092	1.00000	5.38368	5.70833	46.32369	1161.30148	8.79647
