PAHs	warning	H2CO	SO2	O3	CO	TEMP	PM2.5	NH3	longitude	Pb	NOx	PM10	latitude	C2H3NO5	PRES	CFCs	CH4
8.58879	1.00000	69.90476	6.57844	7.78853	10.13757	16.10206	7.43902	3.07760	121.12251	19.98225	7.52411	7.57998	14.62578	3.11362	1182.28663	69.44270	7.76592
8.62974	1.00000	30.24692	7.38352	8.93189	7.22501	0.30843	7.83684	9.65552	-91.06177	20.01501	7.90843	8.21998	33.41012	4.95440	1124.25587	65.91541	8.05145
10.47490	1.00000	41.49017	7.87513	10.22103	9.15864	18.66295	7.82629	9.32898	-94.41551	40.74612	7.51653	9.28363	39.09112	13.17383	1181.05832	75.97588	8.72591
8.45584	1.00000	53.19894	6.69445	6.08025	8.65154	19.96201	11.22354	6.24798	-4.83076	43.70097	5.12832	7.01278	39.96348	2.52218	1178.16939	77.43902	8.78742
8.72367	0.00000	60.10009	8.51861	6.34600	5.93932	16.15496	5.75484	10.64904	18.84	38.71127	8.60186	8.76253	42.28639	7.83745	1057.92101	80.29371	6.74054
7.50788	0.00000	32.72186	6.24295	6.70493	8.52577	-5.17025	8.55099	6.12994	88.1453	42.20202	8.46467	6.13417	22.4711	1.20465	1075.68665	73.30931	9.46858
9.12795	0.00000	57.81448	7.58929	6.70430	8.75971	17.66128	8.41879	9.88174	15.16554	50.52336	6.90458	8.01634	-4.5833	4.75689	1172.22095	62.41963	10.03157
8.39228	1.00000	52.44954	6.74936	6.40943	9.12079	16.75243	11.54791	8.54498	3.87723	54.56680	8.38400	8.20309	43.61092	5.58360	1059.53889	66.45359	8.58418
8.35675	1.00000	60.18917	5.25146	5.57253	9.27188	4.89598	11.92172	6.37181	55.4504	54.52003	8.99295	7.62919	-20.88231	3.96981	1066.04340	65.70253	11.05121
7.99719	0.00000	67.09781	8.23795	6.26265	10.00003	20.42796	8.00856	5.52026	-51.87389	16.14196	7.92319	8.16929	-23.44361	5.34519	1169.32847	69.88547	7.08240
7.54046	0.00000	38.60135	10.04543	7.68345	10.76718	-0.58788	10.43822	6.92223	-41.45861	49.24906	8.04070	9.77652	-4.42472	20.79925	1123.20750	86.14843	7.84535
8.29514	1.00000	71.70753	8.19115	5.03299	8.41449	-9.66694	4.73489	12.26021	14.01481	54.85667	7.18881	9.38575	42.67164	13.91078	1053.91614	67.21616	8.87543
8.42145	0.00000	58.53643	8.40352	9.16907	9.92333	22.14400	8.50367	3.93457	-84.13722	62.89255	8.68778	7.97404	9.92787	4.36022	1137.21101	73.29484	8.61646
7.45481	1.00000	64.32769	7.53890	7.27501	9.28950	21.83908	9.15652	6.05180	115.8614	33.95475	7.44796	7.65079	-31.95224	3.05117	1197.71989	68.57168	6.89178
8.03497	1.00000	43.22498	5.41930	6.40493	7.19485	7.17763	10.58492	6.44018	55.4504	48.45423	8.48758	8.08311	-20.88231	4.85444	1070.33672	84.38364	9.95464
7.00662	0.00000	65.53203	3.88367	7.77571	12.45149	28.52565	5.79017	8.65834	11.37703	72.12677	6.04397	8.96268	48.06919	9.43239	1164.75053	73.41720	4.87388
8.53075	0.00000	42.95734	9.01515	6.25440	7.76286	-2.56695	6.83637	5.45264	13.10984	77.08104	6.39947	6.78721	51.30001	2.21517	1114.98401	69.94633	7.16254
7.06100	0.00000	52.03664	6.00170	6.21632	9.13623	-0.13599	8.97739	8.03740	-60.93173	55.69172	6.95491	9.03439	-31.4488	10.52995	1104.08501	74.07077	7.18076
8.90226	0.00000	28.09199	8.26568	7.78453	6.52793	18.72227	8.57345	8.50066	-97.92977	52.11959	9.62685	7.36595	38.06084	3.52503	1129.43905	73.46158	7.84064
7.35137	1.00000	43.11421	5.64958	8.78478	5.52924	13.05118	5.95794	8.25381	4.86667	51.74359	8.81719	7.07968	45.51667	3.12296	1062.28750	66.45338	10.23875
9.02800	1.00000	53.63199	6.35360	6.48509	9.64367	15.63104	9.92599	5.12563	-94.41551	62.01363	7.20468	8.09779	39.09112	5.05817	1133.32644	51.06274	9.36418
9.24231	1.00000	50.61418	5.80820	9.02987	5.49786	20.16771	5.40799	8.17081	44.7662	42.09213	8.65634	6.93853	40.49748	3.23800	1179.08050	65.58103	10.26018
7.16830	1.00000	31.96004	5.24731	10.37356	6.32368	18.74978	5.04486	8.59165	-68.30472	58.99144	8.87750	7.48739	9.91861	3.13190	1096.17936	64.75681	10.67068
7.69197	0.00000	36.10957	8.63979	5.10996	8.33389	-6.92063	7.07709	7.28050	72.93924	55.87670	7.82957	8.13872	18.87813	4.27466	1107.82395	68.93525	7.56525
6.07958	0.00000	62.76236	8.84757	7.96182	8.61679	15.66319	7.52209	5.31230	20.89389	33.68992	7.88342	9.82917	42.62833	20.00755	1130.31388	55.66046	7.22095
9.61710	1.00000	59.20673	6.81817	10.05006	5.58065	17.90548	6.93520	9.29882	-85.76942	30.66452	8.13474	6.45576	39.78504	1.93864	1066.76668	67.70653	9.88393
7.64495	1.00000	48.75499	5.06072	8.14713	5.54223	21.24006	10.71292	2.06570	14.72443	45.43573	6.50659	7.43974	36.92574	3.44154	1128.11444	59.84287	7.59273
7.15557	1.00000	36.98330	7.32083	9.08102	9.92877	21.13983	7.12489	10.81996	4.21372	41.67592	8.71170	9.44041	51.12794	15.10658	1140.23340	83.95884	8.31409
7.67703	1.00000	42.22698	6.15724	9.40201	5.43102	34.87030	5.85788	9.77240	-8.33147	46.51646	7.59505	7.86945	41.20485	4.04876	1188.73629	63.77894	7.73511
7.07607	1.00000	53.00531	6.69063	9.50640	3.84256		5.88698	9.81909	70.91106	55.69507	7.66080	7.85839	29.38242	4.61500	1059.19051	74.71390	7.64370
7.76928	1.00000	88.51664	5.11460	5.70335	8.34998	26.45877	9.93905	8.34218	88.28637	57.80296	8.40706	5.12671	23.07492	0.61592	1181.12778	59.71826	11.20152
7.55121	1.00000	61.80558	5.04767	5.93365	7.42784	14.30847	12.42070	6.27649	-62.64102	58.32842	7.78117	7.08587	8.35122	2.29970	1195.02965	65.05231	10.47940
7.75676	1.00000	75.15461	5.70320	7.35988	6.40440	4.36538	7.25191	9.77643	151.08057	41.90556	7.33962	7.30307	-33.79176	2.97723	1135.51442	71.91497	9.73224
7.37279	1.00000	34.46390	6.64129	8.71867	5.82809	21.63281	7.69139	10.12169	-101.2591	36.51098	7.52417	8.11607	21.01858	5.53404	1148.98653	71.57790	9.10014
8.55367	1.00000	95.96026	8.27387	9.39250	11.40422	10.02792	7.19874	9.06348	-82.46148	2.52564	6.47063	9.06224	28.15112	11.15031	1062.43951	71.91141	8.71081
6.59428	1.00000	63.50812	6.91888	12.62456	5.78377	1.42253	4.80105	11.08520	-94.91386	8.16685	8.39702	6.97513	17.94979	2.36803	1121.33710	64.53967	6.92741
6.17158	0.00000	59.87190	5.64951	4.50946	10.15987	6.32526	4.68451	10.66462	-87.88754	39.54506	7.42824	8.99964	41.15376	10.52640	1087.31556	69.65011	5.62176
7.49116	0.00000	48.13130	6.50544	10.26729	7.75237	15.11386	8.95182	7.53073	-97.54667	64.11254	7.15903	8.15463	30.5427	4.90630	1055.16749	54.53023	6.69319
7.42537	1.00000	43.48853	7.56011	8.67134	4.59474	16.82746	8.03009	7.85426	-68.30472	56.15223	8.98814	8.01267	9.91861	4.95539	1173.79613	80.13783	9.78887
7.91798	0.00000	55.18103	9.40118	7.14657	10.15117	9.79144	7.86159	5.80430	-9.24671	55.46431	7.52517	7.77082	38.72706	3.38626	1146.71353	92.64194	6.59460
5.32820	1.00000	63.96358	5.21006	8.83323	6.38310	8.07881	5.75245	8.14106	-88.3162	40.67358	7.84977	7.92671	42.24113	4.35577	1051.88833	70.48980	11.00214
6.19984	0.00000	86.00495	9.83842	7.55855	8.92052	11.19380	5.55600	5.35207	11.04979	64.94157	9.97510	9.00582	44.59445	11.18244	1174.43038	70.07023	6.30633
8.10281	0.00000	75.69155	10.12771	5.05492	8.95543	25.25479	6.84243	8.61795	78.55757	27.39257	7.48981	8.41722	17.34769	6.96169	1084.78621	52.37246	6.88468
7.54307	0.00000	47.30126	9.28087	5.66203	9.69755	13.45592	7.42819	6.78952	4.7934	29.06001	7.37563	7.52868	45.69558	3.26147	1059.57603	58.76049	7.14936
7.56668	0.00000	44.84214	8.90008	6.64096	9.41300	27.60660	6.80330	7.98777	4.82313	62.81760	9.19903	6.22927	51.24197	2.24698	1096.76116	67.02665	7.33773
8.16700	1.00000	52.03744	7.59885	9.00678	7.10949	34.68462	9.54872	6.11780	117.65694	58.86688	7.57262	9.21453	36.19278	13.55466	1102.85170	74.11771	4.84571
9.31797	0.00000	57.55263	8.45474	5.15285	9.75805	8.59007	7.45518	7.58232	129.96972	36.57593	8.82025	7.43690	33.4425	3.28613	1153.23189	66.92046	5.74747
5.84696	1.00000	68.16266	6.66475	8.75570	3.85379	-0.46328	7.45477	8.39423	97.01124	26.23225	7.58660	8.28771	17.30858	5.89096	1135.28325	74.36268	8.58903
7.04351	1.00000	57.24473	6.68309	8.87912	8.69383	12.59920	6.69310	7.77261	78.15794	31.67184	9.32693	9.32196	12.1277	13.27929	1072.83604	58.21383	10.02998
7.35382	1.00000	43.54901	7.37863	4.87740	9.60190	11.79156	10.72252	8.16386	-4.1	37.93705	8.51817	6.90972	48		1074.45686	72.53153	9.13933
7.21961	0.00000	72.52705	9.44796	8.22307	9.15125	17.53758	6.82520	5.72005	-74.28459	40.94280	9.31270	6.72958	40.5576	2.44917	1195.44661	66.14013	6.85369
6.49692	1.00000	25.47136	6.41706	5.32967	9.52221	11.49273	8.79079	6.93278	-115.98391	36.01902	6.75683	8.14120	36.20829	4.13886	1074.46325	75.23465	10.58433
8.50720	1.00000	44.80973	6.61210	7.14799	8.58139	23.68995	7.07255	6.85036	32.6178	49.64451	6.58238	7.36887	46.65581	3.04567	1088.54765	59.43475	9.69249
7.59950	1.00000	45.05122	6.10522	7.75573	8.68891	19.98912	5.76761	10.07663	-98.1664	52.44551	8.86239	8.26749	19.32932	5.53400	1078.30827	71.81813	9.03411
8.58482	1.00000	61.04683	4.95819	7.44319	8.32469	19.84916	10.81383	6.06178	-81.23621	5.11708	6.88022	9.25630	33.98154	11.95913	1134.46631	74.46679	9.98091
7.93252	0.00000	42.26217	9.58137	7.51452	9.64825	30.80637	5.99909	4.85771	16.91667	54.19370	8.39135	6.44968	-21.98333	1.36066	1123.39448	65.26078	7.42902
7.89185	0.00000	48.18970	9.21240	7.84028	8.16600	19.20701	6.86315	4.87609	19.91667	52.41468	8.91050	8.72443	-11.78333	7.60430	1186.30556	70.37215	8.28867
7.41012	0.00000	45.39842	9.64857	7.63058	9.69740	7.44689	6.00023	8.19015	-15.6	40.92941	7.54838	9.88081	13.56667	22.19277	1197.40875	74.06610	5.38953
6.61127	0.00000	66.47969	5.88846	4.70422	10.33850	26.56229	6.92775	10.76369	15.00835	41.43955	7.67919	7.55197	51.14942	2.70833	1114.28575	58.76683	8.52727
7.26938	0.00000	47.86521	8.72860	6.15057	8.99674	28.93143	5.01306	5.02633	57.3552	43.01857	10.10599	9.17123	51.4781	10.63755	1107.04797	78.52320	7.09780
9.15747	1.00000	46.29421	5.86146	5.87608	11.16509	21.64299	8.25876	7.90808	102.05461	62.49258	8.05996	8.07593	6.25947	5.60866	1074.63413	60.91316	11.40384
8.18741	0.00000	43.71272	8.76111	7.89341	10.30172	7.11113	10.23171	4.24375	-102.36764	37.94861	6.69068	8.98770	31.84568	10.46088	1160.13084	66.86998	8.45570
6.46092	0.00000	92.68786	5.33904	7.80291	9.88742	8.87117	8.67546	8.11153	136.51667	59.50755	9.09334	5.01178	35	1.89440	1196.22398	74.65093	6.94512
10.14655	1.00000	45.85201	6.30968	11.21088	6.23298	27.78647	5.58996	9.94320	137.5	55.38261	6.96867	7.42694	34.9	2.56938	1193.76810	81.94002	8.29581
7.31254	0.00000	31.77031	9.94562	6.51182	10.37818	-3.70040	7.94131	9.09394	37.73333	46.95571	8.34034	9.29832	-4.06667	12.69359	1051.12689	61.66849	5.75448
8.57449	1.00000	45.84455	5.47078	5.62303	10.47771	5.48761	10.37036	8.40511	-97.54667	37.27561	9.00455	7.97466	30.5427	4.22333	1171.09433	74.39134	11.84463
7.42872	1.00000	72.44344	5.91906	7.84599	8.53746	31.23011	6.85962	8.32852	71.67164	64.63139	7.82593	6.82118	30.29184	2.03081	1109.65820	71.44900	10.47626
7.55346	1.00000	41.86143	8.22221	9.48917	3.76355	15.26098	7.54993	7.34873	-41.45861	42.23407	8.20111	8.63265	-4.42472	7.36859	1174.48932	79.69344	7.94671
7.69838	0.00000	20.25718	7.84849	7.86089	9.61549	23.61008	5.56594	4.56843	-87.93341	33.78422	7.86413	8.11232	42.55308	5.07885	1093.78146	83.86714	6.62823
8.19209	1.00000	55.60848	6.88829	6.39863	10.13698	17.73634	10.51083	6.74103	-73.89875	46.84392	8.67274	6.82754	40.93121	2.93491	1134.84975	61.71304	8.77913
9.46441	1.00000	44.26968	6.87957	7.57070	7.07606	21.77944	8.13153	7.64240	-93.263	43.87178	5.76930	8.65209	45.0408	7.43614	1142.62495	73.21138	11.41192
6.42983	1.00000	44.23400	6.39405	7.93790	7.14771	14.58534	7.22638	8.81521	19.61222	69.44677	6.59163	7.69460	44.97639	4.22471	1161.92826	64.47449	10.39489
8.07896	0.00000	40.17845	9.57653	5.80809	9.37725	-1.11019	5.87965	8.47483	86.59611	70.63204	9.78468	8.57469	25.87498	7.54635	1142.17742	73.32083	5.24910
5.79808	0.00000	43.26649	7.08406	6.33410	10.43880	33.27643	3.65253	11.36638	114.10479	50.85550	7.89318	8.39862	22.37066	4.99557	1127.02686	78.35230	7.36090
7.70512	0.00000	76.21205	7.74134	5.08757	7.21321	10.50834	9.04987	11.24784	8.55552	39.78936	9.05198	9.83155	40.72586	22.46989	1168.17979	62.61777	10.83432
7.12363	1.00000	37.59877	5.97882	8.04399	8.75731	2.28700	9.55172	6.26458	-48.52333	46.90779	8.03642	8.00105	-0.71667	4.05782	1093.23374	70.87900	8.34520
7.16948	1.00000	54.90714	6.56731	6.32065	11.25773	14.33961	10.03533	6.04874	8.51667	62.67370	7.04217	9.38540	51.88333	14.57128	1111.41951	58.36135	9.46997
9.05651	0.00000	53.54994	5.22572	6.92385	11.75808	27.66759	9.58511	7.48190	-9.24671	54.66372	8.42247	7.83407	38.72706	4.67609	1120.56279	63.07954	8.38739
9.85491	1.00000	41.43144	7.10627	7.21478	11.00576	-1.18461	7.97482	6.06636	56.36091	31.25510	8.21249	7.62202	51.78771	4.03384	1162.34587	89.48228	9.07895
8.46741	1.00000	34.68293	6.31899	8.24782	7.91964	18.38742	7.70443	10.43277	136.51667	2.71242	7.86686	9.96619	35	24.17533	1177.57020	78.96242	9.10780
9.33381	0.00000	35.20044	10.22690	8.08056	8.21716	16.74794	6.95156	3.89508	68.88871	52.41659	9.00047	5.98115	25.95533	0.74164	1070.08011	73.79864	8.31200
9.53716	1.00000	35.48513	6.26644	8.49946	6.74186	27.95235	7.23764	8.61680	144.09638	33.48064	7.44991	7.95814	43.82634	3.89850	1183.30306	62.11578	9.85957
8.73925	1.00000	72.08270	7.56193	8.75001	7.15558	-5.33752	6.75266	7.66214	10.58082	45.59428	6.88245	11.20227	35.72917	80.87236	1068.35081	69.03406	8.54647
7.29912	0.00000	45.01754	9.16981	7.61774	9.68481	27.55858	10.67519	4.68230	-1.64295	60.44466	8.24639	7.73513	42.8139	3.13240	1115.86097	69.10755	8.32099
7.51991	1.00000	50.51446	5.95503	8.01183	6.88677	11.26979	5.83581	11.10457	-74.95472	29.26416	7.92435	7.45541	10.98778	3.35553	1173.58225	60.77119	8.12456
8.24004	0.00000	55.96513	6.87002	7.21047	8.68143	17.43562	7.90671	9.34390	-2.77259	44.57150	8.64039	8.32658	37.49073	5.43710	1102.99737	63.65586	8.16389
7.07873	0.00000	70.23099	8.66414	7.96889	9.92826	16.72245	6.24112	6.16419	128.62667	36.12935	7.60611	7.52557	34.8825	3.96350	1136.50539	63.53588	5.60738
6.86968	1.00000	60.46620	5.74417	6.83515	7.48093	42.43334	10.52269	6.58457	5.22778	64.37109	8.73639	7.03427	51.955	2.71492	1173.66313	78.06496	9.19231
7.84494	1.00000	45.08925	6.46427	5.86376	9.75592	3.20112	9.03121	6.72227	-98.11889	55.01324	9.27280	8.11706	19.04222	5.06554	1100.65042	74.82150	9.65488
7.86930	1.00000	24.00155	7.86866	6.42342	9.13910	1.88077	10.61583	6.89824	77.23826	34.76819	7.46878	8.78394	11.50526	8.06313	1067.13044	59.84996	7.29965
7.17084	1.00000	29.27500	7.46280	6.89550	10.73318	28.04270	8.82003	6.36735	5.37429	42.89053	8.20918	6.26263	51.03427	2.08364	1153.39613	82.96679	8.92407
10.42811	1.00000	39.65117	8.71264	7.09593	11.78351	15.31186	8.38381	8.38955	-104.83192	57.69780	8.71795	9.04977	39.72943	10.61428	1184.64942	70.07147	7.15373
8.44630	1.00000	67.86260	7.81593	10.13735	6.54606	17.00768	7.70654	9.14711	42.85693	31.94482	7.43781	7.54366	39.22493	3.25998	1141.16833	76.81910	9.02453
7.78365	1.00000	44.33519	4.83534	7.51808	10.65793	33.63864	5.32917	9.82091	33	66.34391	7.52718	7.61776	-2.68333	3.09691	1125.51354	72.23912	9.81631
7.16407	1.00000	55.53467	6.76802	9.87050	9.04519	16.07885	5.64757	9.52628	117.65694	31.94505	7.41109	8.83189	36.19278	8.79581	1199.71306	69.39954	8.58438
7.52790	1.00000	50.96404	6.11100	5.58482	9.45653	11.04953	9.49108	4.70456	-77.55777	39.49388	8.56325	6.96816	37.52487	2.92628	1094.70959	60.57766	9.91639
8.10495	1.00000	53.68613	5.92363	8.93906	6.83795	9.36226		10.35259	73.7553	56.28048	8.46309	7.40041	15.5439	3.00773	1190.65982	74.76520	8.49744
9.02171	1.00000	54.07861	7.50950	7.53200	8.01009	18.73965	9.49756	9.29561	-122.2054	61.49537	8.73171	8.62734	47.76232	7.00407	1184.25063	66.04500	9.03551
7.36387	0.00000	35.15922	9.09750	6.83338	8.56799	21.74043	6.32877	6.20793	25.8191	53.98929	8.27916	8.71138	53.5942	7.63388	1088.47018	58.22456	7.33202
7.87513	0.00000	58.45439	5.10935	8.00299	9.25958	16.21788	7.87927	7.80192	-102.04897	29.19374	7.82718	6.83359	19.64745	2.98725	1197.67531	59.76286	4.99203
9.09339	1.00000	49.71533	8.10398	10.84649	3.72750	-0.90339	6.65889	9.93976	-82.00919	85.13167	8.49752	8.17603	23.04419	4.77860	1176.59173	58.95456	7.33219
9.11703	1.00000	50.68068	6.01573	8.63619	5.74253	9.10497	6.50534	8.83545	117.33333	73.71259	9.67279	7.03163	34.85	3.07078	1163.95934	80.30615	9.94348
7.90933	1.00000	71.82845	7.19246	8.45905	8.54398	28.66057	8.68419	2.79340	-4.10734	10.75062	8.65200	8.38263	38.68712	5.93374	1098.44936	74.83788	5.48842
6.00765	1.00000	27.82307	7.15380	10.74395	6.51731	15.11509	6.44221	11.05971	-156.47432	37.32132	6.48144	9.73618	20.88953	19.97195	1182.09940	56.11348	5.88724
7.64558	0.00000	24.67136	6.43331	6.64515	11.18464	-0.86859	6.50617	10.89560	-1.29772	39.85540	6.15662	9.32395	50.76306	13.23803	1079.59431	65.95312	9.62710
8.32097	0.00000	47.74019	10.13726	7.63181	8.62770	11.03158	6.85261	7.31345	-48.52333	68.06648	8.45063	8.52370	-0.71667	6.70271	1173.29325	82.35871	6.81654
7.11127	1.00000	35.82427	6.50046	7.82625	9.37336	21.03700	10.30098	5.55117	77.5609	54.24241	7.12741	8.44439	11.00599	6.36883	1088.44711	72.42457	8.05609
9.00765	1.00000	38.91466	7.11165	7.50542	7.71765	14.01241	9.87338	6.63815	16.91667	64.46492	8.10197	8.67889	-21.98333	8.19070	1101.95541	78.56234	7.21086
8.79621	0.00000	74.94749	9.43013	8.44063	9.74443	14.43454	7.51145	4.67292	78.15794	42.53127	6.52648	7.54740	12.1277	3.95287	1107.08738	75.34489	7.10844
7.34235	1.00000	69.66516	6.64130	6.01082	8.58589	19.34371	13.06596	5.96151	72.68533	38.89991	9.65068	9.05782	22.75218	10.08859	1115.31335	71.64773	7.98402
8.08551	0.00000	27.31445	9.16088	5.89206	9.07346	10.23991	7.66913	7.58331	84.63445	59.92901	9.62467	7.85424	24.81757	4.58129	1150.68381	68.03630	6.42299
7.58110	1.00000	41.40845	9.12996	10.48457	4.35610	5.41279	8.10726	8.83876	5.37429	41.63056	5.79557	8.49836	51.03427	7.19130	1170.88874	66.54028	7.02985
8.32543	0.00000	50.82720	9.07844	4.30544	7.95720	28.89956	5.13345	9.63597	-56.52361	28.02719	9.81865	8.30590	-33.38056	5.62824	1180.58554	69.13978	6.16516
8.50180	1.00000	64.98349	7.07436	9.56038	5.06312	25.49941	6.67842	10.50210	104.09701	47.77474	8.33854	8.96557	-1.26424	9.43228	1149.37088	65.95594	6.53114
7.95882	1.00000	22.61094	7.70410	10.14912	4.83225	24.78661	6.93405	7.78997	-77.96389	47.08542	10.23992	8.33373	39.45621	5.61220	1188.73533	51.27262	9.08888
6.51597	0.00000	32.33078	8.96951	5.58596	8.73298	7.74278	6.28835	7.39881	11.37703	28.53601	8.11957	8.75394	48.06919	8.08789	1137.81418	57.53569	7.57460
7.51889	0.00000	38.05749	7.34549	3.40988	9.00908	13.40552	4.87297	8.99145	-4.21376	38.01960	7.95229	9.16037	55.82885	12.37718	1073.69141	70.93934	5.29992
8.49433	1.00000	48.13686	6.68404	5.79513	9.20325	14.93142	8.75087	8.72766	-101.2591	35.05236	7.36566	8.26761	21.01858	4.89497	1158.41113	82.66919	10.47629
6.23638	1.00000	40.15988	7.16490	10.77091	3.59671	21.22088	5.25908	11.76661	122.08333	65.92772	7.69818	9.23975	46.08333	12.68353	1156.86459	75.55362	5.14190
8.06159	1.00000	49.40010	6.24016	4.03268	7.37235	12.51716	8.93390	10.42781	75.37991	26.76271	9.29690	7.84765	25.75728	4.52719	1051.81197	63.44535	12.76655
8.02460	1.00000	40.28847	6.20937	7.49219	8.03218	5.58101	6.96557	8.79758	27.25	63.33334	6.94210	7.70870	42.7	2.92996	1052.12351	73.96954	10.14682
8.66791	1.00000	38.24885	5.55177	6.12708	7.96725	19.73031	10.14979	8.14721	73	40.14987	8.18586	9.79058	40.93333	20.63431	1094.09520	69.97404	10.52269
7.49409	1.00000	59.30229	6.19847	7.56509	7.10937	18.03562	7.59659	6.90983	138.31667	70.00710	6.83559	8.51521	36.65	5.28423	1075.58598	62.20501	11.86362
7.59417	0.00000	60.78018	6.24099	7.05610	9.89354	15.70484	7.63528	8.10618	-87.88754	43.60107	7.58101	6.40308	41.15376	1.88164	1140.68110	66.46048	6.69819
8.30734	1.00000	47.24469	5.40395	6.81720	8.78007	28.39686	7.37651	8.66445	91.00632	31.30868	7.24951	10.48478	26.32293	40.50610	1105.48233	70.08403	11.44638
6.83484	1.00000	61.53186	8.26481	8.65999	4.98423	5.05087	7.29563	8.58284	-4.1	33.40173	8.75208	7.47581	48	3.28462	1081.23217	78.42424	8.45491
7.43021	0.00000	60.11120	11.24190	6.82712	7.90946	14.70198	6.82946	9.47914	29.65806	71.00024	9.35656	7.75063	-4.83	3.91892	1108.78268	63.84659	6.59151
9.06918	0.00000	70.48621	10.56182	10.41121	11.20682	0.97134	11.49951	5.07556	30.96755	74.43539	7.61619	7.11281	49.07866	3.53375	1087.26929	68.05209	9.32333
5.83906	1.00000	30.64680	7.58556	6.40684	9.67675	20.42056	8.40501	6.01162	117.4831	55.08061	7.50505	9.62495	27.34089	18.10271	1185.24134	64.23229	8.91146
6.96638	1.00000	64.48704	7.24925	5.84572	7.84578	24.24651	8.86031	9.32856	5.4584	65.64372	7.86045	8.75943	43.32393	8.48577	1069.30962	70.16265	9.04169
8.01279	1.00000	66.35129	6.72969	4.14225	10.73315	10.36613	9.56252	8.96379	-72.47417	19.92837	8.65539	9.01459	7.83389	10.25154	1057.33994	68.48521	11.99872
6.78224	0.00000	33.47612	10.82188	6.69584	7.17320	26.80670	4.17504	5.61014	129.96972	43.82781	9.12859	7.55775	33.4425	3.00293	1112.50691	63.72899	5.79941
7.79104	0.00000	23.26890	8.87678	3.48673	8.01274	20.78631	4.28510	9.89177	72.93924	63.49684	7.44564	8.41506	18.87813	5.75671	1096.61780	72.40084	5.88139
8.06208	0.00000	34.98199	6.80433	6.16846	9.23828	12.62485	8.36769	8.11878	115.8614	33.66184	6.91833	6.96587	-31.95224	2.92137	1119.61112	50.17229	7.52387
7.86734	0.00000	25.51036	7.07883	5.00220	8.61786	11.39054	6.59399	9.83966	14.43865	56.08587	6.62234	6.89558	40.87329	1.31409	1157.49956	54.89792	7.08084
9.49246	0.00000	45.66672	9.25445	5.61498	7.73287	15.81219	6.79155	6.15377	74.80555	49.36108	8.55026	8.73563	34.08565	7.23166	1126.62485	79.45985	6.94236
8.31314	1.00000	84.90639	7.84362	7.03968	9.94284	11.24467	8.81412	8.65071	1.26738	52.70395	7.12532	7.73798	51.84819	4.35029	1169.95788	63.06071	8.44020
7.42601	0.00000	40.64273	9.38355	7.26776	9.47186	-0.52130	8.17849	4.22459	-48.67028	53.02172	9.27794	10.82062	-28.24	55.15309	1167.78777	69.14149	7.24983
7.96190	1.00000	44.91793	8.11837	10.35030	3.54195	1.62878	7.77620	7.68866	9.40531	52.32319	8.99427	6.08032	45.53069	0.89270	1116.67841	72.56898	7.00687
6.46484	1.00000	36.97159	6.37518	9.21629	10.42762	16.19546	6.87568	3.59135	-4.83076	32.19591	8.24700	5.79262	39.96348	1.00610	1189.67761	65.19460	7.53984
8.59577	0.00000	42.43820	6.31680	6.34046	10.28671	10.80709	5.86200	9.40149	-52.51028	46.88741	9.09497	9.01808	-28.81833	10.23928	1131.93257	58.81149	6.60317
9.70654		32.23336	5.77453	6.01706	10.47657	5.81813	8.20888	7.78928	-74.26419	46.53207	8.07951	6.91831	4.73245	3.08671	1198.72486	73.46056	6.89195
8.01598	1.00000	67.10002	6.11656	8.35906	5.69825	2.65248	6.83245	10.61967	100.04427	47.61227	6.24158	6.87858	13.8196	2.28228	1163.49736	70.63868	9.41819
9.30133	0.00000	54.00144	8.52516	5.13553	8.36349	9.45692	4.59901	7.52223	34.75699	50.01184	8.32926	7.03674	31.39547	2.81810	1069.53318	80.07826	6.53627
5.96314	1.00000	42.67571	7.51493	6.60038	10.62681	6.51026	7.45207	9.16101	1.6	32.37135	8.42588	8.88542	43.11667	9.36870	1088.10384	79.48623	9.86045
6.78923	1.00000	49.62427	6.78732	8.20465	7.68644	5.58610	7.58110	7.45740	-67.15407	42.05645	10.21957	7.64983	18.42745	2.83137	1169.53762	65.01128	10.19394
7.75495	0.00000	70.83343	5.73425	8.10824	10.60006	10.14015	6.04765	8.99979	79.883	46.69605	6.43230	8.14532	6.9909	5.30185	1055.86131	69.97179	6.08652
6.97123	0.00000	39.16594	6.85060	6.65966	7.92265	7.89812	6.27482	10.95075	-73.47429	45.63080	8.00711	7.84515	40.68066	3.92955	1088.95429	63.32748	7.44331
9.34578	1.00000	45.84241	6.40477	6.94127	9.42564	11.85055	8.69874	4.68193	17.4674	29.55690	7.16715	7.32051	50.86079	3.34100	1181.25267	66.26461	8.75622
8.33852	0.00000	43.86496	5.90422	5.55243	9.75336	18.49000	4.15996	10.49075	99.1625	40.85341	8.56619	8.29743	3.3285	5.54266	1187.60031	61.77153	4.98461
9.76453	1.00000	33.29108	6.65024	9.03862	4.85734	19.58656	6.92471	9.34812	-4.21376	49.05038	7.82446	5.82070	55.82885	1.00473	1194.70808	71.04466	9.43229
8.76777	0.00000	32.36281	4.87501	7.34194	10.98728	4.38622	6.40118	8.60325	32.88667	37.93060	8.26960	7.72094	3.27833	4.34159	1072.52270	52.53639	5.43277
