CFCs	latitude	TEMP	NOx	H2CO	NH3	C2H3NO5	PM10	CO	PRES	PAHs	warning	O3	longitude	Pb	CH4	PM2.5	SO2
62.93211	40.63316	10.10585	4.65546	28.77737	5.56623	0.87821	4.08719	6.85496	1076.52238	10.47434	1.00000	7.23861	-74.13653	34.88967	11.88147	6.35328	8.02431
60.92895	8.35122	18.78622	6.69655	60.03370	4.21124	1.00284	4.30705	9.64759	1094.16535	7.64901	1.00000	8.01451	-62.64102	53.32317	9.23345	6.11543	5.24450
41.17499	14.37395	15.03374	6.15248	53.18504	7.11147	0.79019	5.65772	8.65074	1180.48386	6.70478	1.00000	7.59839	100.48528	36.03440	9.24131	6.72551	7.16551
65.50065	-34.74785	15.29343	6.70440	58.36095	6.49910	0.97389	4.90673	8.14735	1118.35908	7.85843	1.00000	7.62061	-58.70072	28.40740	7.99858	6.84408	8.45647
42.79195	-8.66667	26.71928	8.21020	32.16401	6.71643	1.05633	5.95905	10.06624	1190.92157	8.55579	1.00000	9.05097	-35.71667	55.58604	6.44980	9.93160	8.78240
65.53155	44.75874	13.21360	7.64216	22.76309	6.90830	2.16886	8.32898	12.03550	1155.19852	7.37885	1.00000	8.91284	19.21437	52.10865	7.63773	11.48534	8.23927
29.45603	41.09822	-4.53589	8.70482	26.16349	7.76282	2.54843	8.52416	8.37753	1062.29412	4.18528	0.00000	6.63858	120.74792	49.52938	7.19717	10.42125	7.70547
62.26910	40.11583	5.47648	8.70463	37.88768	6.85073	1.04029	5.72245	9.88775	1064.68471	8.16867	1.00000	6.72928	67.84222	69.61350	8.76363	6.89659	9.63677
79.00224	51.21667	-6.49221	5.18337	52.28200	3.54350	0.43977	3.03321	9.20940	1091.09832	6.17789	1.00000	7.91458	6.26667	39.52374	9.87253	6.10231	7.53740
62.43611	54.84444	33.21694	8.07583	34.23765	9.10904	4.28144	9.03602	9.12160	1196.00726	8.29747	1.00000	8.84605	38.16694	52.84887	6.42143	7.32299	6.62299
69.09892	51.65333	17.36190	7.15780	52.30321	5.85593	0.89157	5.47608	10.75471	1172.72474	6.99125	1.00000	8.43946	5.2875	56.03514	10.03855	7.00324	9.56010
71.27548	33.35283	12.51206	8.44700	46.01247	9.83529	1.93556	8.15873	8.72684	1161.84638	9.69611	0.00000	8.11453	-111.78903	76.75382	7.29826	11.05080	7.74790
70.00433	31.28092	11.22392	8.19256	45.33043	6.35814	1.18152	7.42974	5.90419	1065.67120	8.08413	0.00000	8.03371	74.85849	21.53813	9.37206	8.66523	6.31483
42.36735	36.75965	24.51734	8.73206	40.60579	5.98481	1.78615	7.61596	8.87876	1135.18457	8.01359	1.00000	7.95461	137.36215	39.46002	7.47186	9.38585	6.76753
44.13521	13.44581	-1.73548	10.25749	47.06423	6.75474	0.94904	4.73262	6.53684	1110.66838	7.08648	0.00000	6.69432	101.18445	64.83786	9.22074	9.99664	7.28485
56.43768	6.25947	21.48577	10.00312	48.00944	6.67058	0.84828	5.10484	7.17515	1141.38256	7.67738	0.00000	7.01444	102.05461	49.79415	7.85790	8.64277	7.78182
33.99896	56.9083	14.65800	11.46916	51.57690	5.62697	0.84152	6.23735	9.01422	1059.42200	8.80025	0.00000	8.58309	60.8019	33.90850	6.85362	8.21528	8.69298
41.78908	-25.42944	18.77023	9.95495	50.54799	3.51804	1.30371	6.16791	9.17356	1054.97295	7.64595	0.00000	7.80690	-50.00639	38.72714	9.67693	9.46934	8.02452
64.65388	18.42745	8.88250	8.28397	43.18273	6.44652	1.91434	8.02538	6.40776	1119.79147	6.98663	0.00000	6.81530	-67.15407	44.10681	9.38492	8.75015	6.86947
30.01344	48.35693	18.23203	7.28748	33.43265	4.71613	0.82176	5.88626	10.71707	1149.91107	8.65801	1.00000	7.39902	10.98461	31.65494	7.37035	6.40679	8.68578
55.39399	39.43534	16.35373	7.19779	52.12384	6.92143	1.08004	6.63079	10.61503	1130.38993	8.23007	1.00000	8.02328	-84.20299	65.63065	7.83131	9.82526	7.25961
53.54559	3.51667	22.25787	9.10877	53.46793	5.01752	5.17603	9.24391	7.37142	1074.48866	9.72310	0.00000	7.73266	11.5	46.79190	7.45406	11.63216	9.47565
52.30451	4.96667	23.36108	6.33854	54.40571	6.76165	1.89542	8.09976	3.19804	1141.68261	8.35839	0.00000	9.41277	10.7	29.14815	11.80083	10.07513	7.27500
70.23175	39.96097	8.82734	7.72788	35.93601	5.54016	0.60262	4.26286	8.73433	1131.69899	6.89658	1.00000	8.27853	-75.60804	43.79632	9.02823	6.23878	8.48191
48.06802	51.14942	28.87617	9.67168	54.06314	5.96936	1.00407	5.82955	7.45112	1127.94633	7.59464	1.00000	8.69387	15.00835	80.39162	7.75217	6.50317	7.68706
57.58116	56.9083	22.27934	8.78856	45.13163	5.78040	1.65091	7.55867	9.67523	1163.75331	9.57506	1.00000	8.22936	60.8019	57.47726	7.03338	10.06990	7.67031
54.96939	8.35122	3.05817	7.98961	41.23613	3.27202	0.56100	1.60368	8.25792	1130.81221	8.43026	1.00000	7.38374	-62.64102	60.92659	6.55531	6.37212	7.85881
43.36470	37.74615	16.18392	10.37063	44.44590	6.60293	0.88394	6.80490	8.90287	1141.18414	8.11164	0.00000	7.61803	-25.66689	56.47475	8.18432	8.41410	6.12590
53.77811	-27.76952	20.06396	8.78069	31.74734	6.62082	2.74071	8.38139	10.67091	1056.62258	7.37038	1.00000	7.56604	30.79165	67.73106	7.90787	9.65799	5.83102
57.11181	28.71271	34.13497	10.32114	65.33138	5.81571	1.35739	7.05573	8.62675	1181.80517	7.39742	1.00000	7.03415	77.656	47.59102	7.37822	8.95772	6.14932
59.35253	39.32288	12.79159	10.91983	53.95628	6.18358	0.83716	5.83980	7.59250	1084.29297	10.15752	0.00000	7.71034	-76.72803	33.09369	8.32916	9.58930	7.38570
55.68815	42.50729	21.48010	9.13273	44.32435	5.34331	0.89203	7.03171	9.08867	1093.85640	6.27202	1.00000	7.32110	1.53414	41.52481	8.62038	8.83062	8.19550
61.23801	55.38752	13.65068	12.25370	42.89730	8.24238	0.67199	5.96869	9.14532	1163.58332	6.77678	0.00000	9.93911	36.73307	50.32256	10.40717	6.93711	9.80305
54.36150	35.85	28.23940	7.76174	42.45349	5.40187	1.38164	7.17093	11.16838	1064.63595	6.68420	1.00000	8.96561	117.7	62.82153	7.18606	6.43582	6.97283
53.06222	32.54044	7.19640	9.65070	53.47181	6.97212	1.00543	6.20288	7.08282	1056.19991	8.42437	0.00000	7.13203	-82.90375	48.34078	9.37294	9.71609	8.77783
68.43973	48.06919	20.51682	11.05704	55.46657	5.69630	1.33005	7.39882	9.93309	1196.64798	6.31199	0.00000	6.50305	11.37703	57.14434	6.49406	7.40032	8.49283
54.14241	18.42745	21.28116	8.79844	39.77684	6.93397	0.80850	6.50630	6.80040	1128.85111	8.89884	0.00000	7.89018	-67.15407	45.48240	9.13296	8.81405	8.52934
61.85407	34.25	17.79820	10.59168	58.50287	3.93262	3.22720	8.84416	8.03787	1163.38542	6.98850	0.00000	6.71234	135.31667	49.20903	5.91026	6.89165	9.66543
68.70291	39.43534	18.05440	8.19545	73.63337	5.71096	2.23430	8.11309	5.93809	1082.06077	9.40939	0.00000	7.50180	-84.20299	55.30430	8.31488	7.83726	9.80589
66.71559	25.67927	35.11228	9.31997	50.00606	7.50000	0.68480	5.63377	8.92680	1159.69867	6.71191	1.00000	8.41189	-80.31727	60.13510	6.29449	7.32845	8.19664
67.85614	-8.66667	30.94195	8.19509	36.67364	8.27862	6.06942	9.41140	9.95900	1161.38652	9.09374	1.00000	7.55064	-35.71667	29.32280	11.31977	6.07587	8.48905
51.73784	24.05979	13.32653	9.34767	36.48563	6.14647	1.82285	7.29751	8.90060	1103.07830	7.87507	1.00000	9.18839	77.40858	28.49250	8.11950	7.88951	5.93787
67.51339	38.45598	26.01752	6.74906	60.43782	6.10177	1.21399	6.27273	7.58464	1133.15679	6.51025	1.00000	8.33995	48.87498	73.71928	8.81819	6.71724	7.41152
58.93299	18.65297	18.12984	9.91090	42.15182	5.82097	0.85121	2.84981	10.85626	1063.16480	7.63136	0.00000	6.48725	-72.09391	86.98919	12.37766	5.47140	7.48369
62.19198	41.09246	1.21734	9.65992	55.73621	4.82332	0.83557	5.78101	9.57687	1067.06582	8.70959	0.00000	7.02849	45.36561	62.90749	10.17479	8.63489	9.82393
46.81702	31.96258	9.03245	5.36487	50.69790	5.89381	0.63775	5.18777	9.83368	1191.95548	8.13737	1.00000	5.90968	73.97117	44.78768	10.93579	6.15624	8.26697
51.06613	-6.25	31.19147	9.69813	53.45465	7.75441	1.56032	7.33560	9.16479	1089.75481	7.37363	0.00000	8.17745	38.66667	71.26844	8.55818	10.60885	8.90743
44.61576	31.96258	-7.60309	8.94104	37.40561	7.34651	0.92116	6.31342	6.06677	1155.37772	8.27623	0.00000	7.05394	73.97117	42.68672	9.88879	10.18207	8.40995
56.40882	36.65	17.43885	8.16316	44.91128	6.12509	0.72916	4.84412	9.09287	1144.55008	7.73908	1.00000	8.75975	138.31667	16.35790	6.96246	8.99985	6.48846
40.77752	4.92675	17.91743	8.73530	55.14946	6.02919	1.14109	6.53788	8.88483	1162.20202	7.72066	1.00000	8.25097	6.26764	58.54263	6.64404	9.21292	8.98532
58.01612	33.86419	9.59966	9.43369	65.00273	7.34381	1.77697	7.39541	9.15654	1145.86113	7.73415	1.00000	7.14321	48.26258	58.46111	8.07016	7.39530	7.23861
22.91676	51.67822	27.54551	7.04094	51.16326	7.51936	0.61779	5.60721	7.86971	1192.14638	8.87871	1.00000	8.28588	33.9162	52.47884	8.76094	6.80106	6.26284
59.02812	5.27247	27.92986	6.19659	61.84043	7.01972	0.68519	6.39893	9.67725	1118.55883	6.74876	0.00000	9.58391	-3.59625	24.85873	10.70011	9.24286	8.45385
68.18113	51.08468	17.02761	9.94521	42.71894	6.04331	0.59008	4.31049	7.30501	1190.06235	7.01192	1.00000	8.30926	7.11393	39.97701	4.36576	8.18217	6.82712
57.35508	-4.5833	5.27772	4.30756	50.63221	5.73095	1.05346	5.55056	7.98054	1171.35159	8.25971	1.00000	9.19426	15.16554	52.19936	8.63673	7.07811	6.30401
28.51999	8.62261	18.49698	7.42460	44.97020	5.16434	1.01238	4.10858	8.86380	1096.49922	9.31494	0.00000	6.76774	-70.20749	68.53575	8.73677	6.27598	7.06848
50.99919	38.37255	24.50679	11.70699	44.58447	6.15723	1.09359	4.57153	8.26046	1082.40175	7.14234	0.00000	7.72804	34.02537	42.59580	6.40706	8.64516	7.99523
62.09542	38.55632	-1.05329	9.93752	39.27256	5.71041	0.57302	5.50454	8.50659	1149.08986	7.18950	1.00000	7.91208	69.01354	55.69668	6.46170	9.25407	8.62818
62.82676	44.22639	25.80220	10.53063	62.50832	7.47431	3.82362	8.98723	8.58526	1171.39097	8.34961	1.00000	6.29142	22.53083	36.43635	4.02596	11.27941	5.70073
47.84522	51.78771	10.30087	9.44582	43.70653	6.46143	0.98598	7.07373	8.42053	1051.62562	7.79509	0.00000	5.91778	56.36091	33.50969	8.69385	6.82709	7.87372
56.44479	53.59337	9.01003	7.24302	81.28670	6.18010	0.83895	6.54303	9.23610	1173.49952	6.00146	1.00000	9.89273	9.47629	45.48908	8.40961	6.57616	6.21950
53.61554	47.80527	11.58221	10.41521	24.89270	5.55235	1.33500	7.02340	7.18756	1168.43486	6.34998	0.00000	8.88304	-122.24064	38.25036	8.33106	9.16028	7.61642
61.67945	20.14298	3.00441	13.62757	22.17581	5.77940	3.58377	8.91553	6.60846	1127.20741	9.00617	1.00000	6.94420	-77.43532	57.44431	5.17458	9.26768	9.58564
30.57423	48.8222	10.93962	10.92563	78.63610	6.55961	3.21127	8.79516	8.34013	1085.41415	9.31399	1.00000	6.74497	2.12213	50.46378	6.32992	9.18453	7.95271
45.41085	10.10649	12.55529	9.08630	44.47799	6.45430	0.91329	6.30507	9.28499	1152.12885	8.57502	1.00000	7.72579	76.35484	61.84812	6.64749	9.41025	7.74071
61.96643	36.46917	15.00150	11.14791	35.51720	6.76100	0.84516	5.91692	8.71240	1094.15946	7.92978	0.00000	7.96820	10.78222	41.60645	9.04573	9.96621	9.10541
78.48117	-21.41222	15.31215	11.79028	47.02221	6.25341	1.29891	6.65302	8.99652	1052.15961	8.85787	0.00000	7.31214	-42.19667	49.86589	8.64070	7.76991	6.70544
45.40730	31.96258	7.72330	9.68130	41.75358	5.80165	1.61353	7.34442	8.67938	1189.04849	8.21556	1.00000	8.26172	73.97117	48.58296	4.86194	11.05614	8.67365
65.68020	60.97944	23.68961	6.09339	51.62033	5.21641	0.66506	5.84466	10.64228	1067.24948	7.17031	1.00000	7.48582	76.92421	55.94257	11.03345	5.87966	8.29602
53.83253	45.39402	20.30643	6.45022	57.45759	6.89872	1.18346	7.03069	3.61081	1171.06890	8.55684	0.00000	9.48295	9.29109	80.26674	11.27468	9.35017	7.13468
42.98685	55.38752	21.07873	8.83192	34.18473	6.73988	1.36774	5.93095	9.43549	1084.48961	7.55666	0.00000	8.05293	36.73307	71.88337	11.14633	11.48258	8.06852
47.41555	49.07866	21.53059	7.95746	35.49438	7.43652	1.17330	7.31704	9.35006	1131.87957	6.95960	1.00000	8.67635	30.96755	71.53745	6.84668	6.93447	8.60951
64.13607	42	13.04497	5.12700	18.23432	7.05624	1.03083	7.29772	9.30022	1143.57584	8.89940	0.00000	9.31214	21.32778	65.83524	7.91092	8.11306	7.64922
40.62666	33.52253	25.18630	10.33009	50.61733	4.98928	2.36814	8.24534	8.20634	1064.85471	8.77250	0.00000	9.42531	-117.70755	55.43182	6.57722	9.01916	7.80105
61.73862	-4.26613	30.34241	10.36109	46.18706	6.49400	1.46948	7.86198	7.68936	1144.27635	7.09940	1.00000	7.57080	15.28318	52.05929	5.51592	9.23024	8.09005
48.44194	13.8196	1.86485	9.44807	36.84512	6.28903	0.66135	5.99270	8.20257	1134.95118	7.06358	1.00000	6.75167	100.04427	46.92222	7.05617	8.48509	9.39837
53.16048	4.96667	10.46140	7.49615	51.83026	6.92051	0.73647	5.73640	7.95063	1063.39893	7.57355	1.00000	8.19244	10.7	70.08331	9.58226	6.43898	7.71686
44.68025	29.21399	8.19017	10.55020	38.90121	6.15242	2.10260	8.01210	8.41567	1073.96164	8.11688	1.00000	9.05140	78.95693	43.89296	4.82664	10.64706	8.73467
44.82689	-4.83	31.52721	8.56441	43.21860	6.89070	1.11550	6.69709	5.80879	1142.70105	7.29886	0.00000	6.16862	29.65806	62.57957	10.24547	9.80389	7.80266
83.85659	31.20176	9.20779	7.32321	45.17449	7.12064	1.45799	7.62486	5.17984	1178.46267	8.64701	0.00000	7.10740	29.91582	51.23547	10.59696	9.44703	9.61229
33.18304	41.41204	25.61178	9.90354	56.39388	5.98262	1.02452	6.71795	9.17939	1170.43551	7.29496	1.00000	7.08414	2.18247	61.27986	6.95099	8.89996	8.91904
60.56342	49.07866	16.66690	9.74917	49.66519	6.65268	6.22327	9.47860	9.15031	1081.72301	8.22204	1.00000	8.27750	30.96755	57.51608	7.18675	9.68736	8.36723
52.47775	40.98894	9.71091	8.62073	44.60778	8.15067	2.44923	8.32717	11.65219	1067.30419	7.67273	1.00000	8.80257	28.67582	57.14492	7.85721	9.51523	7.39482
67.77497	33.08014	18.50591	7.45977	51.98278	5.77156	2.39471	8.33242	4.14892	1147.60262	9.90383	0.00000	11.05281	-83.2321	42.45118	10.21541	9.25334	6.70199
50.93626	34.06635	10.68387	7.66895	60.60536	6.27917	1.30467	7.25641	10.22883	1130.08848	7.54086	1.00000	6.97949	-84.67837	40.43972	8.38265	8.87026	6.27505
70.86930	46.65581	13.81141	6.33448	18.09648	4.90000	0.37025	5.60151	8.62777	1089.63599	7.05415	1.00000	6.26753	32.6178	73.69503	9.39683	6.36007	9.07077
49.80657	36.02506	-3.94813	10.68463	51.34514	6.70932	2.66501	8.45107	9.60776	1126.76539	8.18098	0.00000	7.14942	-86.77917	12.12895	5.49874	11.52199	8.99960
66.38814	51.19139	28.23487	8.96747	37.39092	8.18568	0.85561	6.63295	7.97478	1134.97688	9.15603	1.00000	4.58883	6.51352	38.70717	8.81151	6.58212	7.04797
59.57572	30.76468	5.93460	8.93233	44.25860	6.32313	0.80069	5.75293	8.85788	1086.25350	8.00795	1.00000	7.69468	74.12286	62.51914	6.92871	7.91399	7.33279
57.41708	8.43333	-2.94760	8.95847	37.34851	6.67512	0.68675	3.91690	7.27235	1165.74108	6.86672	1.00000	7.98308	99.96667	67.86032	6.16200	7.36973	7.12409
68.53246	42.62833	12.91212	9.19811	35.65715	6.61922	2.42451	8.14712	10.68637	1101.71602	7.33397	1.00000	8.42368	20.89389	30.74288	8.85548	9.32097	6.74227
57.64787	0.03813	21.34335	6.99578	36.02900	6.01532	0.89018	5.80395	10.28691	1085.93510	7.70426	1.00000	7.01268	36.36339	46.52373	10.47767	6.00926	7.46202
46.47132	31.64615	9.56305	4.44005	37.82893	5.59034	0.82160	6.66748	8.47488	1063.03333	9.36859	1.00000	8.45233	120.74221	37.05082	9.38691	6.85338	7.00866
61.55254	10.98778	15.83496	6.79199	54.30038	7.85443	1.49457	7.43164	7.06208	1122.20144	7.75194	1.00000	7.65495	-74.95472	58.73323	8.38496	7.12501	7.71627
49.63060	48.07667	7.05148	4.86498	54.22002	4.58559	0.82255	6.49520	8.48725	1162.89780	7.00949	1.00000	8.59568	8.64409	41.38389	9.85841	6.53181	7.78201
42.38125	27.76056	11.95596	9.30026	45.12039	4.13120	0.29509	4.87833	9.82244	1087.21717	6.46934	0.00000	7.08531	-15.58602	33.83369	11.11322	8.74227	6.48385
44.46088	32.5007	-6.35504	2.03109	21.67974	4.57230	0.76138	5.84484	7.99190	1098.83385	7.40121	1.00000	8.36418	-94.74049	56.24300	8.59864	7.31003	7.73338
74.97043	-0.71667	10.14896	10.39317	48.70457	6.55574	1.14848	6.18577	7.56211	1109.28823	7.62562	1.00000	7.57290	-48.52333	68.53941	3.63904	10.37162	7.51206
50.82022	-33.59217	6.58672	7.26557	41.89590	5.67022	0.97577	6.91377	11.32013	1127.61610	7.65631	1.00000	6.97330	-70.6996	60.08761	12.29360	5.46869	9.13364
53.02658	46.67535	-1.40783	4.43406	32.35422	7.68078	2.48646	8.26545		1149.86603	7.81710	1.00000	6.29060	5.55575	53.54381	9.11262	7.18298	6.37433
70.73157	41.20485	26.48792	7.69872	23.62181	7.36936	0.74412	6.12306	4.29690	1100.70099	8.03893	0.00000	6.70709	-8.33147	41.53777	11.85691	10.76641	8.90621
50.66162	45.78071	16.90838	9.43725	49.48455		1.46438	6.59326	9.50440	1109.06492	8.02981	1.00000	5.37825	12.84052	57.20229	5.02015	10.32139	7.67270
75.58062	-22.92306	23.17669	11.50154	41.17654	5.22994	0.73222	5.23532	6.32129	1180.07148	6.37554	1.00000	8.92915	-53.13722	54.44458	6.66887	7.26690	8.99720
79.65333	-6.8048	29.19862	8.96741	38.09034	5.72261	1.18525	5.97974	9.44801	1101.36141	6.52125	1.00000	7.61140	110.8405	42.22033	7.77516	9.35157	7.94215
62.44248	38.68712	12.20811	9.54544	53.47903	8.22049	3.73812	8.88475	10.20447	1163.19228	6.62584	1.00000	7.97190	-4.10734	30.11164	8.01367	6.50203	7.63871
36.22335	14.62578	19.51943	7.02682	72.80637	6.67857	1.66053	7.69714	9.50242	1109.82168	8.28946	1.00000	7.62775	121.12251	49.08203	7.16256	6.89916	7.39150
35.26383	55.25	8.23095	9.30836	46.76815	6.37743	1.35286	7.72061	9.11524	1128.06202	8.30905	1.00000	7.77227	24.75	63.04886	6.37035	10.24248	6.37646
45.80522	43.1009	14.24610	8.11013	40.10109	8.34464	1.03426	7.04104	9.10454	1076.59664	5.95826	0.00000	6.06007	-75.23266	65.47958	7.76550	9.93401	10.45117
56.99934	-21.42917	17.15193	8.06544	44.19105	8.01157	0.34932	4.63403	5.30631	1065.57126	7.44362	0.00000	7.58720	-45.94722	50.65465	10.14311	9.65185	8.75859
56.60919	34.63915	15.60184	10.50694	54.73359	7.70467	0.58494	4.47886	10.75016	1183.23997	8.53154	0.00000	5.90218	-120.45794	65.47085	9.75804	9.03930	8.05865
70.72314	-34.28853	5.77339	10.24119	41.83674	7.14768	0.86189	5.58616	7.45191	1175.38688	6.70236	0.00000	6.86907	146.05093	50.38393	9.53338	10.17911	7.48329
41.07417	16.0567	1.06555	7.89150	30.94613	5.51610	7.53626	9.70456	5.44899	1141.00012	7.71892	0.00000	8.25446	103.65309	70.07658	10.03335	9.10620	7.90982
74.92859	52.86147	-1.64136	7.58125	46.76331	8.26571	0.93894		5.24400	1185.38647	7.33316	0.00000	7.45517	9.5926	41.05084	10.81545	10.05284	8.80880
51.13993	58.23583	20.70291	11.86086	27.67962	5.36658	1.19273	7.30122	6.29644	1121.48040	7.22382	1.00000	6.88729	92.48278	42.58738	6.84810	7.54514	7.58387
53.10157	36.06523	-13.09428	8.75767	35.95776	6.41500	0.48690	6.67403	9.48349	1159.69136	8.88745	0.00000	7.71460	-119.01677	53.01999	8.77877	11.87182	7.69386
38.96511	38.72706	13.35346	8.38325	45.29782	5.73447	0.31672	5.59215	10.00558	1179.98200	7.92582	1.00000	9.69505	-9.24671	66.41247	10.07600	5.81221	8.10593
60.16007	5.30383	6.01423	8.38502	46.03846	8.39880	4.89254	9.19585	10.12271	1162.60371	6.84335	1.00000	6.92220	-1.98956	62.21828	7.69906	6.81218	8.27610
38.96083	55.64776	-3.68905	6.02037	43.50755	5.77545	0.62789	5.41505	10.73859	1147.92266	7.85180	1.00000	8.41700	38.02486	64.57550	10.47774	6.06788	7.96136
46.98548	-15.21194	11.52875	4.48726	57.33871	9.89444	46.15955	11.58964	8.76555	1157.91608	9.79078	1.00000	7.56514	-75.11028	59.28455	12.72973	6.81590	8.52207
56.82622	6.03333	5.61667	7.93208	27.80414	6.00869	0.93879	6.19258	8.05676	1118.41035	6.64667	1.00000	7.28927	37.55	61.59558	8.98793	6.40721	7.67924
43.91969	37.35813	11.66988	3.51118	38.32875	6.19892	4.38652	8.97076	8.71405	1083.03044	10.49290	1.00000	10.18788	-6.03731	40.93720	9.36390	7.14794	8.31010
60.51639	32.42067	19.54988	6.72047	57.49492	5.32635	0.83937		8.67685	1167.59091	7.30076	1.00000	6.99708	-104.22884	26.23556	8.82120	6.44193	9.03506
62.79769	46.65581	10.64118	10.43576	40.92630	6.48516	0.62246	5.89376	9.15509	1086.36985	7.53434	0.00000	9.00325	32.6178	54.04713	10.00892	8.16167	7.71896
38.59550	43.54072	6.02082	9.94909	33.18044	6.36537	0.98787	6.38062	7.67718	1067.46345	6.82480	1.00000	8.31858	-116.56346	46.94043	5.10109	9.65771	7.55290
	39.08367	24.40030	11.00874	35.83792	6.25994	0.52620	4.05111	10.56418	1075.70451	7.43067	0.00000	7.97237	-84.50855	71.67560	11.01865	8.77797	8.01585
18.01387	4.02219	17.96903		40.79687	5.84277	0.82183	5.13098	8.05112	1076.16613	8.25453	1.00000	8.61499	101.02083	38.84061	7.81582	7.11333	7.82747
66.48167	40.24537	19.43007	6.62026	43.79591	6.86527	1.04100	6.55108	8.87234	1168.28365	7.70560	1.00000	8.27323	-75.64963	60.77523	9.24905	6.60657	8.06147
54.52677	42.52787	5.96659	5.44906	48.26290	7.30391	1.46784	7.54963	9.27470	1112.64511	7.48015	1.00000	6.97770	-70.92866	47.91870	10.52971	6.59357	6.77104
45.67203	26.2649	22.03311	5.61602	49.69931	5.04736	1.55509	7.16577	9.67952	1190.98744	7.66483	1.00000	6.50672	81.54855	82.02920	9.89685	6.33803	7.22904
70.61772	59.37722	34.09028	9.66791	62.35570	6.65549	2.38351	8.35487	9.41260	1147.69185	6.72905	1.00000	9.73892	28.19028	30.87763	6.45312	10.74795	7.91411
53.35128	60.97944	10.00277	9.43492	26.99451	5.25341	1.38054	7.25852	8.10001	1154.34177	7.87088	1.00000	8.40626	76.92421	47.70302	6.58950	10.48628	8.61234
54.98540	51.30001	30.35218	9.69482	34.64672	6.08751	1.53871	7.77693	8.38024	1095.52799	8.02898	0.00000	6.93499	13.10984	37.85727	7.37992	7.72967	7.93609
40.16808	50.23271	24.13469	5.63301	26.60949	5.73238	0.79233	4.28485	7.49492	1140.75671	7.79041	1.00000	6.93143	12.87117	52.77531	9.07294	6.74025	8.58928
36.36822	-12.91667	12.86520	8.97254	58.09703	6.75617	2.23999	8.00391	8.21121	1095.77357	5.35776	0.00000	6.52331	-39.25	54.82193	8.09494	10.35697	7.36566
41.47698	38.91817	15.23282	9.39970	44.62524	7.73973	0.57765	3.60721	6.49697	1190.57783	7.21882	0.00000	7.49525	-78.19444	50.98871	8.48104	9.01965	8.53451
46.38248	41.1053	15.23036	6.93550	53.08021	7.18743	4.95148	9.26474	9.67145	1140.82405	8.16441	1.00000	8.69675	-7.32097	63.81641	7.86850	6.94667	8.69513
64.16083	48.8765	17.79128	6.83617	53.81483	6.35742	1.17482	6.37860	9.95739	1176.30353	9.52982	0.00000	7.44970	2.18967	56.98798	7.97594	9.51460	8.27134
67.93073	-3.20333	21.71710	5.88313	45.31643	4.09326	0.76589	2.62188	8.30179	1073.49282	8.13435	1.00000	6.97054	-52.20639	53.34622	9.45173	6.28013	8.28486
58.30978	61.78491	3.06245	9.59942	51.36087	7.21547	0.62285	5.37217	6.26066	1180.57639	8.74385	0.00000	7.45612	34.34691	73.72259	10.17553	10.50539	6.03784
41.08839	-21.41222	30.09291	8.51737	38.76215	7.95495	0.98974	6.78102	8.22928	1118.66830	6.90062	1.00000	7.66105	-42.19667	63.95166	8.41223	6.68949	7.83654
54.89174	-27.76952	15.45631	3.04013	54.05317	5.76625	1.24663	7.44951	7.03952	1143.81862	7.59269	1.00000	8.56392	30.79165	58.05488	9.06305	7.37956	7.11369
44.32151	33.52253	-5.80915	9.55533	32.15326	6.82796	0.73933	6.62406	9.20327	1197.42955	5.99881	1.00000	8.53853	-117.70755	58.45178	5.32003	9.25548	8.65359
40.39614	-1.26424	16.55385	5.06713	48.62870	4.66940	1.27569	7.39440	10.89873	1077.97402	9.62728	1.00000	8.21273	104.09701	55.79496	8.74176	6.54219	8.55908
65.19217	44.89784	30.57888	11.27921	46.52190	5.03942	1.19819	6.88645	7.15231	1146.27532	8.55168	1.00000	8.41741	8.86374	46.08780	4.13449	10.81164	
59.77717	22.19303	23.30474	11.37896	57.74061	4.66338	1.50560	7.56910	8.49002	1149.94479	8.59131	0.00000	7.61023	88.18466	54.78565	7.60389	8.50518	7.36729
26.32825	55.64776	18.11930	7.77062	57.71544	6.11514	1.28136	6.98441	10.28309	1194.98491	8.61746	1.00000	9.53293	38.02486	71.15690	7.59555	10.22285	8.82827
82.27651	16.0438	10.61832	8.97157	26.62807	6.07096	1.13548	6.54935	9.44399	1195.68013	7.38069	0.00000	6.43320	120.4861	59.24737	10.10188	9.68337	8.63738
36.76107	48.8449	28.01371	9.82907	45.91226	6.94434	0.34748	5.61339	7.83199	1142.04364	7.66570	0.00000	8.85900	17.22635	64.52001	7.79587	8.37484	9.01178
26.47556	40.87363	16.12918	5.75681	29.52987	3.40956	0.48920	2.38557	6.77907	1151.38739	8.19447	1.00000	7.40630	14.34085	42.43214	8.72617	6.47125	8.92953
54.38299	15.46063	11.57286	9.85996	49.51307	6.00147	1.97757	7.95506	9.10310	1174.17790	8.26038	1.00000	7.69817	99.89166	34.16407	7.62815	9.29065	8.54184
54.36305	50.23019	24.68071	6.21583	50.95939	6.54772	0.67691	4.94978	7.57707	1199.22909	8.88154	1.00000	7.89318	8.77155	51.90958	9.66648	6.62004	7.04802
69.65667	33.44872	19.56570	11.40165	54.08840	6.42843	1.19225	5.68465	8.88744	1133.00466	7.09332	0.00000	3.93581	-86.78777	68.82332	7.08568	8.82733	10.11588
