PM2.5	C2H3NO5	SO2	CO	warning	latitude	PM10	Pb	CH4	longitude	NOx	O3	CFCs	TEMP	NH3	PAHs	H2CO	PRES
8.95895	0.23132	7.83716	5.74260	0.00000	35.48199	6.15146	45.15956	7.97245	137.02166	5.86735	5.75668	66.62374	-1.47865	6.15973	9.49966	54.65296	1174.93444
7.67513	2.30847	5.80122	6.25641	1.00000	-25.42778	9.46553	19.71277	6.03190	-49.27306	7.28115	10.43838	48.57799	-0.24895	6.42693	8.64830	46.17972	1156.52766
6.09433	0.76030	10.20108	8.43950	0.00000	37.73222	8.15156	59.48682	8.53990	115.70111	8.78481	7.95538	74.01216	21.49499	7.59609	8.41161	31.34328	1113.01012
7.85871	0.28233	6.01227	2.40580	1.00000	35.64889	6.02459	71.23106	7.77949	117.27583	6.99179	7.18432	70.17708	9.86356	6.27292	11.45786	72.78231	1112.02820
8.77066	0.21477	4.88749	5.18432	0.00000	16.455	6.59175	52.14405	6.80791	120.5875	4.88045	5.63022	56.44247	41.51237	8.24649	6.57657	54.30867	1149.47856
8.50129	0.28089	5.35873	6.33119	0.00000	-4.24444	5.66948	28.57405	8.13397	-42.29444	8.26372	6.35980	52.61511	18.83053	6.28531	8.00235	62.69704	1126.81639
8.39289	0.15968	2.83768	7.56582	0.00000	-6.91806	5.74498	56.45015	6.63657	106.92667	7.98935	5.86121	84.72152	4.35437	7.68932	7.05661	52.20539	1126.58275
3.85430	0.65562	6.52651	7.78895	1.00000	31.76212	7.62256	81.25560	6.46068	-95.63079	8.46427	7.74841	65.49407	12.90240	5.24481	9.52828	64.82629	1144.98112
6.40533	1.10717	8.80478	8.22756		22.10194	8.55617	69.27913	6.74612	85.37752	7.72480	7.46626	65.94549	27.00634	6.54664	7.98585	61.77873	1075.18339
6.77662	2.24100	5.59081	4.87926	0.00000	57.47908	9.43177	49.20919	8.99255	-4.22398	6.41561	9.29497	75.70803	6.33221	7.81598	11.91089	53.96571	1183.18500
5.80122	2.32856	9.85819	5.43771	1.00000	8.79577	9.37461	41.48535	6.65730	-75.69947	8.73726	10.97963	56.83788	3.42705	6.01477	8.27293	35.58211	1125.81195
9.27863	1.67439	5.47790	6.60275	1.00000	27.9247	9.11359	70.36168	7.33102	78.40102	5.59407	8.53569	49.15816	15.24586	8.66361	7.52311	51.99458	1162.37374
3.45511	1.04243	5.99361	8.16283	0.00000	53.94313	8.72867	53.99942	6.93164	10.30215	5.41005	8.60919	61.92504	20.43907	7.72563	9.02440	51.91046	1184.15894
7.96931	0.29055	3.98338	6.35734	0.00000	44.22639	4.50475	65.28992	7.25782	22.53083	7.88577	6.13710	57.43049	8.81006	7.08190	8.22283	33.56067	1163.43115
7.59371	0.72898	5.45260	6.50419	1.00000	-26.93366	8.12966	52.21824	9.23406	29.24152	7.85274	7.25495	81.12169	7.51658	7.72327	9.36739	49.27658	1150.82782
8.81934	0.80277	5.62630	6.36880	1.00000	53.00974	8.25718	44.06992	7.36116	-3.05814	8.19422	7.30268	73.42522	29.49315	4.66894	8.10770	60.80183	1159.31909
4.56008	1.49928	10.54599	10.59315	1.00000	15.45144	8.94679	41.75981	8.30152	78.14797	5.51989	5.97824	72.06321	6.78308	7.71155	10.57963	60.54549	1118.49631
3.42444	0.68313	9.36812	8.41401	1.00000	33.41012	7.97764	76.91278	7.03818	-91.06177	7.20627	8.47835	57.68162	0.70986	8.18749	10.91739	40.99407	1067.05099
7.04712	2.09166	7.42642	7.41816	1.00000	10.29085	9.38938	66.93315	4.50978	105.75635	8.44622	10.42803	37.57769	18.20889	7.06280	7.08281	48.16229	1110.94226
5.11797	2.36595	7.98387	4.55565	1.00000	48.35149	9.48750	33.34312	6.36674	8.96317	7.11610	10.78546	73.24845	16.08213	8.10874	8.17712	46.61039	1078.62302
5.18584	0.95584	6.98292	5.38918	0.00000	40.34912	8.32057	45.24908	7.30262	-111.90466	7.86578	7.87338	57.63794	16.31056	7.67712	7.90102	64.03397	1111.76343
8.18484	0.36058	4.67656	5.29939	0.00000	50.75	5.72312	62.37977	6.65796	2.25	6.06059	5.49361	66.08919	26.20217	7.21861	7.93201	37.88899	1173.05938
9.07144	0.93408	5.30035	5.59873	1.00000	40.53123	8.52878	60.31173	5.86408	17.58522	6.80603	8.38171	62.37275	16.33665	7.08410	7.93254	57.96423	1052.59674
8.68184	0.73537	4.67985	4.60419	1.00000	26.2173	7.95124	31.97188	7.43776	-80.22588	6.58394	7.83392	51.86280	12.39893	7.86506	8.66865	72.27464	1101.61457
3.68365	0.69570	10.01575	4.49210	1.00000	-1.9487	7.82741	51.29181	7.92303	30.4347	7.94242	11.73081	76.90695	7.59397	8.13637	10.00884	60.08225	1189.17709
6.59558	1.70339	3.89076	5.30772	1.00000	51.03427	9.10331	52.27641	6.80742	5.37429	7.07265	9.66615	69.91891	25.25027	7.90483	9.14827	51.82417	1173.68079
5.39247	0.45736	6.08394	7.81955	0.00000	23.9028	7.46177	50.62340	7.01272	89.11943	7.52662	7.41127	60.46072	16.39032	7.27157	7.50040	40.76518	1107.13806
5.85826	1.10472	7.35642	10.50883		48.21644	8.64170	44.42662	7.97636	9.02596	6.95295	6.01971	82.34060	20.08984	5.69625	8.81532	54.73148	1084.70848
6.72777	9.30079	6.95114	7.32838	0.00000	10.15031	10.97619	22.39692	8.30186	-73.9614	6.70686	9.57921	79.41245	12.10504	7.78150	11.48904	52.62914	1086.53764
4.00477	0.47464	5.20913	4.81846	0.00000	-19.7625	7.07537	66.20390	7.15077	-44.31389	5.48801	7.03435	85.92369	20.89657	7.45747	6.10735	45.85944	1161.85685
3.15305	0.47704	7.51086	6.15600	0.00000	34.5624	7.81437		6.02242	38.28402	4.98508	6.24090	76.70373	18.38839	8.99693	8.64436	67.35956	1117.79946
5.66912	2.81900	9.57688	7.05062	1.00000	34.25807	9.68887	58.60707	6.15859	-88.70464	7.58642	8.48251	50.73013	2.51844	7.53894	8.96114	57.66451	1092.16153
7.00522	0.35299	4.80148	1.89449	0.00000	33.92946	6.45554	74.30318	6.41106	-116.97725	6.34945	8.06828	80.49200	11.17169	6.56454	6.22538	44.42361	1171.99908
6.00785	4.37071	6.37080	7.32163	1.00000	-4.24444	10.15957	37.63016	5.89539	-42.29444	8.82820	12.13465	79.43140	-4.02125	8.94463	9.93813	69.00428	1108.94760
5.06722	1.52370	7.35305	8.59731	1.00000	14.66	9.05255	39.50314	7.83531	120.56528	6.28747	8.07769	65.98608	7.40859	8.19359	9.00132	39.01730	1051.69502
6.36718	1.29502	6.59029	5.50921	1.00000	35.05266	8.73495	42.74425	6.67040	-78.87836	7.28728	9.73319	75.26507	-3.13029	7.47627	10.19325	53.14922	1104.59066
8.40758	2.64437	9.40943	10.57817	1.00000	-33.75881	9.56281	47.45068	6.66167	150.99292	6.67115	7.70461	73.67652	8.12150	8.17541	7.08768	42.00330	1166.38925
9.16793	0.38458	8.41841	6.99400	1.00000	26.9423	6.90431	65.16769	8.21886	68.11759	6.06225	8.11535	59.12507	18.98225	6.82772	9.34777	59.24887	1176.94337
9.14791	0.18523	8.94395	3.53404	1.00000	53.38333	5.73638	53.92035		-0.76667	7.02138	8.14243	52.44481	12.78943	8.06542	11.63600	50.03746	1069.95839
7.14006	8.52260	4.79843	6.84530	0.00000	7.50251	10.88564	52.19048	6.71240	5.06258	8.06497	8.14028	67.83211	9.75748	7.49689	11.72890	35.56910	1182.74069
4.97623	6.95939	10.75454	8.40417	1.00000	29.53885	10.67968	43.87757	5.94046	-95.44744	9.03457	8.09827	59.73800	17.40469	7.29997	9.88353	32.33151	1087.42334
8.74341	1.68839	6.47711	7.18445	1.00000	35.95664	9.10553	55.82036	7.47757	36.7138	6.43476	8.23717	81.56560	15.80509	6.73585	8.13716	49.07878	1127.41188
8.34815	0.24332	7.30789	5.41227	0.00000	45.53069	4.61536	47.01068	7.04903	9.40531	8.11846	5.39980	69.35714	20.61147	6.91182	10.52093	71.65888	1074.91068
7.96343	2.84975	4.74070	5.97601	1.00000	6.9909	9.71812	47.18999	8.75737	79.883	8.16901	10.06043	68.02317	21.57377	9.03694	7.71273	71.32566	1051.29368
9.93105	1.84721	6.04659	7.35816	1.00000	41.24255	9.23380	25.59688	7.98810	-82.61573	7.26025	7.14228	71.92333	6.05182	6.04311	5.98881	53.38620	1193.46199
8.95581	0.15111	4.44777	8.49779	0.00000	40.78206	5.20400	80.57500	6.81938	72.34424	7.73506	4.72003	74.90710	4.42923	7.19761	9.35229	58.43728	1135.66049
8.26541	0.62166	5.42223	4.47429	1.00000	32.57756	8.08044	68.82371	6.59954	71.52847	6.22338	6.94306	68.34600	13.88559	7.15185	7.95502	63.77433	1103.94685
8.87139	0.47561	6.83861	3.90428	1.00000	35.64889	7.40895	43.76253	7.20335	117.27583	6.38941	8.99163	57.57665	19.69174	7.37305	10.24743	38.78862	1089.78616
9.01622	0.85300	5.38238	6.64319	1.00000	34.31	8.33223	37.89051	7.51640	-2.16	6.13044	8.79191	58.42478	10.37644	6.52347	8.31892	46.97859	1106.02470
4.64867	1.03354	7.39151	7.22549	0.00000	51.78967	8.38118	54.83768	7.28201	1.15597	6.27072	7.01139	64.71193	22.05736	6.94741	6.77494	53.03092	1095.18269
10.99452	0.51286	6.92547	6.51065	1.00000	30.75545	7.27902	45.25875	7.58624	20.22625	5.41416	8.58169	58.24577	15.32341	6.70447	8.18533	51.72607	1190.08440
8.62442	0.28962	7.56252	6.37597	0.00000	14.14989	5.33790	80.64909	6.23759	121.3152	7.00238	6.83033	65.41412	20.73721	7.76159	9.77239	61.48592	1149.70624
10.87542	0.40500	6.72097	6.13777	1.00000	38.58894	7.63765	42.35813	7.74383	-89.99038	7.52798	5.70524	70.36877	0.98687	10.72891	5.92341	42.68650	1120.22148
5.07204	0.79079	9.82807	9.06246	1.00000	-13.7804	8.19448	60.81052	6.94828	34.4587	7.29891	9.67287	55.02149	10.30917	8.12361	9.73875	53.75220	1085.56635
6.83291	0.31964	5.96503	6.09328	0.00000	50.18545	5.74725	22.58294	7.17111	27.06365	7.38584	7.11489	61.35887	10.69254	6.69613	4.89233	51.86237	1072.08577
5.64765	0.59320	6.78022	6.58512	0.00000	21.53889	7.54637	50.55623	8.15322	71.57737	6.88179	7.91140	63.14592	5.93871	7.13164	5.46735	47.50660	1138.18203
7.78552	1.82086	6.34305	6.50985	1.00000	32.50611	9.27571	44.76277	5.47277	120.14278	5.54346	7.41809	70.93344	6.69108	7.25995	8.44110	61.01737	1116.60440
4.32409	0.50413	6.02855	6.13332	0.00000	-8.99167	6.98269	34.53791	6.83623	125.21972	7.73324	7.48875	66.44084	12.08398	7.20489	6.48178	35.76545	1105.89327
6.55492	0.72017	7.62375	9.79987	1.00000	51.4781	8.03038	26.38352	8.77400	57.3552	8.27998	6.29611	53.44365	8.77034	8.14212	8.10199	65.54056	1083.72016
6.80116	0.59131	6.90269	4.77689	1.00000	34.56861	7.74446	47.49188	7.38224	105.89333	6.19415	7.75666	49.85727	-1.63142	7.08092	10.68025	57.94190	1068.45192
9.89908	1.58022	5.99695	8.76261	1.00000	51.65	9.04982	39.86455	6.29397	-0.2	7.97617	7.81538	56.36105	14.23501		6.43147	67.18310	1157.74170
8.71259	0.69840	8.22043	11.98145	1.00000	51.04962	7.80432	47.97221	7.28647	12.1369	7.84165	7.35904	59.91196	20.90447	8.99713	6.55897	60.97390	1175.01924
6.20189	2.47398	5.96794	8.79145	1.00000	53.00974	9.55995	56.57709	7.67204	-3.05814	7.00137	7.82899	70.12636	40.67289	5.27046	7.91920	45.03897	1073.89442
8.25755	1.65461	4.47304	4.73415	1.00000	-24.19436	9.14974	67.40903	7.37893	29.00974	9.21679	10.19278	75.59451	26.44572	6.42817	8.60911	53.69453	1136.48024
4.98574	0.74108	7.04529	4.99803	0.00000	43.86682	7.91971	43.65626	6.95452	-79.2663	9.18991	7.90188	47.21248	10.61058	8.55388	7.67250	52.71084	1110.76724
8.79739	0.30199	7.73236	6.25132	0.00000	40.5576	6.39345	59.12638	6.62390	-74.28459	5.69720	4.16147	52.50487	25.66887	5.39422	10.83751	65.79747	1091.81466
4.39304	1.20257	9.93700	8.59645	1.00000	40.63316	8.82091	23.25012	6.78068	-74.13653	8.65110	9.41754	68.17549	14.53988	7.13878	10.61154	76.11400	1160.02077
8.66291	0.25293	4.96859	6.54690	0.00000	54.39304	6.36776	52.54775	5.73652	53.26023	7.70549	6.72528	73.99183	12.01815	7.40147	7.14169	20.37269	1174.86946
5.24684	11.86840	2.42614	7.60428	1.00000	41.29444	11.23708	51.93691	5.74823	69.67639	7.34145	10.42856	68.85502	-1.53016	7.28556	8.26207	62.91261	1084.76254
8.55260	0.24152	5.51744	6.50760	0.00000	-37.88333	6.10297	59.42602	7.14486	145.06667	8.43779	6.30621	77.18855	32.72662	7.47187	8.21098	54.24393	1120.95318
6.91888	2.84516	3.99744	7.33861	1.00000	23.73333	9.73385	64.83834	7.22164	114.68333	7.62489	10.15038	57.21951	-2.01408	8.24357	8.53991	65.90591	1092.22472
4.82869	0.42982	7.09177	5.47883	0.00000	31.92923	7.00661	66.65586	6.91129	34.86563	6.71456	8.00728	71.63890	13.13759	8.42183	7.47877	61.73285	1075.51351
6.84472	5.44500	4.38834	7.14368	1.00000	51.04962	10.43148	34.10318	7.84306	12.1369	7.67346	9.93071	55.39243	14.20192	7.58811	7.54740	74.35862	1052.16980
9.56412	0.83967	5.80227	5.01464	0.00000	60.18427	8.14015	56.63176	6.67693	24.95034	7.89450	4.94228	62.32363	23.81536	7.31881	6.09552	44.13072	1081.57184
7.02316	3.22300	5.21773	6.40112	1.00000	-26.93366	9.91379	45.55029	8.18230	29.24152	6.27613	11.11755	52.14649	14.08226	6.92840	8.60020	60.25531	1189.37309
7.87071	0.95635	4.33070	4.02435	1.00000	36.76775	8.42075	46.82073	6.71231	2.95924	7.00544	9.04719	64.34621	11.08875	7.06323	8.71354	36.59742	1095.61689
5.68220	0.72986	6.89186	5.63544	0.00000	48.28259	7.95109	55.67701	7.19118	9.72749	6.24734	7.06627	77.17649	-1.06628	5.17346	7.92530	76.46210	1128.53900
6.32257	0.34563	7.59142	6.22131	1.00000	34.4833	7.43666	56.83045	8.29354	136.84186	5.63882	11.62880	65.56507	-6.13964	7.65611	7.27964	40.55961	1100.75860
6.29687	0.71278	7.54537	7.48647	1.00000	33.86419	8.15803	32.19228	9.29545	48.26258	7.19082	9.54285	71.65846	7.54516	8.01551	7.49774	62.39590	1065.77378
6.22176	1.72887	6.13472	4.72982	1.00000	3.3285	9.09695	40.94978	5.35296	99.1625	7.78602	8.55758	50.30239	9.13230	7.36775	10.84322	49.26393	1063.84899
7.33997	0.62072	5.48752	4.07919	0.00000	17.54907	7.40333	48.07277	6.59006	82.85749	6.09654	8.25860	67.14159	1.68106	9.76029	6.55163	48.79517	1171.24832
6.56681	5.53287	6.06631	7.17506	1.00000	35.72917	10.42925	36.06263	8.27397	10.58082	6.88433	10.25766	70.36455	27.04753	6.39854	8.76306	80.15692	1152.82171
7.88299	4.95513	7.31874	8.56953	1.00000	8.48714	10.30515	61.83348	6.92032	-13.2356	7.50655	11.31363	74.95238	13.69141	6.25445	6.89492	62.97505	1096.29593
7.34963	0.68596	8.40806	9.73543	1.00000	35.82756	7.99026	42.90862	6.58982	137.95378	8.82756	8.20718	87.40333	18.87529	5.31792	7.60134	54.16920	1167.20325
4.93836	0.23716	6.49606	7.43555	0.00000	-21.42917	6.38444	41.52967	7.24690	-45.94722	8.37556	5.76614	80.55118	14.92869	9.63425	5.18580	26.41261	1134.11938
8.65261	0.21374	2.54441	8.80663	1.00000	50.64336	6.37615	61.43136	7.70800	7.2278	9.05628	4.38870	54.85983	5.73151	7.13368	8.02313	52.03833	1076.75409
8.55829	0.57507	3.90438	6.67874	0.00000	40.64621	7.27519	61.78732	6.28413	-73.97069	6.42466	5.52285	60.16267	20.11858	7.85474	6.83255	53.17642	1189.16080
8.90436	0.27610	5.43928	6.52771	0.00000	39.33427	5.47379	67.32758	8.27074	-76.43941	4.62072	5.67622	91.02774	24.28167	8.06647	8.17560	51.42013	1062.33036
7.04914	1.36555	8.05456	10.86066	1.00000	21.46527	8.85907	81.39199	5.38594	83.97573	7.23871	6.33858	59.01130	25.19133	7.65469	7.95545	84.13405	1094.97180
8.28473	1.03344	6.55859	6.08825	1.00000	17.94979	8.62528	68.46767	7.26223	-94.91386	7.51484	9.48248	56.25605	4.42416	7.79413	8.46204	56.05980	1062.23978
7.47580	0.29848	4.82688	6.20353	0.00000	51.4781	6.52057	49.21075	8.00243	57.3552	5.97731	7.46114	62.46375	11.40214	7.03168	7.64555	63.80796	1179.14688
5.78243	1.86352	5.95055	6.27577	0.00000	31.20176	9.25741	73.28336	8.48237	29.91582	6.74393	8.76708	50.79628	9.30602	8.70758	9.09969	49.83571	1101.63941
7.65334	0.28837	6.16177	3.39652	0.00000	10.13361	6.67129	57.12822	6.33918	124.84472	7.34492	5.64569	70.85131	12.34042	7.30115	8.02979	57.50835	1186.73619
5.19364	0.82627	10.76451	7.79764	1.00000	44.27804	8.08923	30.17402	8.85283	-88.27205	8.75023	9.21162	65.91352	11.55492	6.54655	9.80793	84.73252	1076.02461
9.67409	4.96115	5.26992	6.77977	0.00000	-27.76952	10.31534	53.55769	6.91879	30.79165	8.24284	4.15821	58.48629	25.31940	9.07636	6.35072	58.48109	1057.65821
9.20064	0.86415	6.64546	6.87709	0.00000	32.57756	8.19984	61.89783	5.28831	71.52847		8.74140	80.96895	9.90338	7.19811	8.09509	44.84296	1125.60552
3.69621	0.92471	8.27558	7.17291	1.00000	-11.48472	8.25442	56.21824	7.78107	-37.93278	6.93034	9.38593	59.30111	13.91909	6.94261	10.03850	42.88584	1147.78119
4.19284	0.61711	9.08488	8.20104	1.00000	40.72371	6.17409	50.41852	7.37171	-73.95097	6.57491	7.30961	56.42434	5.61734	6.08811	9.97937	51.24730	1113.04240
8.35162	0.85321	6.86259	4.47162	0.00000	49.97704	8.24678	67.48602	7.90817	9.15214	7.12637	4.34891	69.04433	28.12683	7.50087	9.05156	57.23477	1066.80276
6.83291	0.31964	5.96503	6.09328	0.00000	50.18545	5.74725	22.58294	7.17111	27.06365	7.38584	7.11489	61.35887	10.69254	6.69613	4.89233	51.86237	1072.08577
9.17011	0.23400	7.62986	5.15014	0.00000	-33.88096	6.51843	43.67076	6.77837	151.07986	5.42384	5.76618	73.11654	16.01606	7.89083	8.62898	43.60521	1093.63507
10.25473	2.83038	6.27471	6.50257	0.00000	38.13708	9.71565	40.06531	6.85149	41.00817	6.44033	4.56872	77.65514	19.67122	7.71235	6.29994	51.89015	1141.20349
9.99013	0.59962	7.94175	6.27225	1.00000	39.33427	7.46811	65.67912	8.08521	-76.43941	9.00014	8.08512	59.45628	29.21221	6.80994	8.48761	77.75217	1164.52565
10.78471	1.04994	4.77880	6.44032	1.00000	47.92526	8.78024	23.61804	7.01189	-97.03285	7.85266	7.48104	66.73659	23.59016	6.49595	5.67246	33.18707	1148.01113
6.76355	0.58328	5.00102	6.42294	0.00000	-31.4488	7.76584	32.26773	7.27720	-60.93173	8.01439	8.41267	57.77440	14.50455	7.73744	7.49858	44.78672	1095.92709
7.19804	2.14140	7.51368	5.32830	0.00000	34.56861	9.46050	68.65930	6.08299	105.89333	9.01352	8.57861	61.87874	-2.84938	5.83295	8.75958	46.12301	1139.06898
10.24848	0.62978	5.13430	5.97571	1.00000	-37.88333	7.78667	66.25908	4.75247	145.06667	5.08283	7.47271	43.48859	12.96366	7.43627	6.77026	50.25576	1104.25715
7.92334	0.24625	2.84255	9.36297	0.00000	43.86682	2.96116	64.34054	8.43027	-79.2663	7.16060	6.99189	68.30307	-1.34205	8.80368	9.19134	50.81198	1052.05840
8.95500	1.68388	4.85703	5.99455	1.00000	58.23583	9.10222	29.23532	6.51596	92.48278	6.91226	8.13147	62.79194	8.07641	5.85451	6.82386	41.52506	1082.30407
8.68735	0.56770	5.72485	5.32762	0.00000	44.22639	7.42136	24.29647	5.84724	22.53083	7.37671	5.36168	59.27048	22.71845	8.26055	7.47534	58.72779	1100.58004
7.90590	0.29933	6.18745	4.76032	0.00000	38.58894	4.45908	66.84490	6.53817	-89.99038	8.57051	7.20695	57.52181	20.82056	6.78316	8.42339	43.11656	1189.85298
8.29765	0.69891	4.91613	5.82164	0.00000	29.53885	8.31823	24.21753	9.06967	-95.44744	5.15555	7.21358	65.15483	7.05946	7.56725	5.94270	52.97504	1143.17501
8.18869	0.30525	6.40734	6.70894	0.00000	33.95015	5.01494	56.21194	7.78825	-118.03917	7.57143	6.24722	61.04985	18.78134	7.69078	9.86300	49.47934	1111.38583
6.45646	0.74792	7.86604	4.15568	1.00000	39.45621	7.99795	32.20237	8.63297	-77.96389	6.74886	9.19377	66.03066	10.66043	7.69406	11.47222	42.86317	1124.89255
4.31092	0.34865	8.24594	8.09704	1.00000	50.56149	6.91346	44.56333	7.61617	4.69889	7.95442	9.14163	44.37149	10.63569	5.34455	9.82118	51.32779	1175.92333
8.98105	0.48464	6.84107	5.91276	1.00000	46.09273	7.07995	52.44751	7.46760	-88.64235	7.24187	7.28148	80.40898	16.88110	7.11758	9.31984	58.96687	1114.50455
10.13383	0.64471	5.37059	5.58120	1.00000	43.48961	7.86014	43.80858	7.20373	-8.2194	6.67341	6.56474	56.29735	12.31875	7.63841	6.58093	56.89740	1117.67888
8.85707	4.22638	4.43358	7.65380	1.00000	50.75932	10.16712	35.79091	5.23495	25.34244	7.51422	8.03353	81.28424	7.84681	5.32592	5.69105	52.67283	1153.69351
7.71841	0.32063	8.03628	4.06900	0.00000	59.80917	4.46197	50.52869	6.51928	30.38167	6.95154	6.75809	59.52001	18.86196	6.86417	10.46739	58.18430	1155.48241
6.97111	1.02622	7.24819	6.12836	0.00000	9.57046	8.46370	52.85035	6.73330	76.32756	6.85836	8.92328	64.30789	16.51445	7.24838	6.85467	67.58336	1076.50158
8.06955	1.20596	6.48885	5.00152	1.00000	33.08014	8.64777	62.67821	6.90330	-83.2321	8.70815	9.20415	62.79263	23.83848	6.99216	9.22170	62.85486	1163.64764
7.05764	5.20165	3.19515	6.93531	1.00000	21.01858	10.38150	44.18215	8.94641	-101.2591	5.11427	8.25920	78.64176	-5.18565	7.05389	7.39115	41.60535	1110.30835
3.97322	0.85500	4.78241	6.90292	0.00000	45.40008	8.42552	46.52117	8.82011	-73.58248	8.17730	7.57852	68.45044	9.48345	6.65752	10.01552	52.86573	1062.56072
7.92695	2.70016	5.81591	7.10603	1.00000	10.58806	9.68839	41.79960	5.49118	77.24779	5.55749	9.07554	49.32427	19.38736	7.54787	7.77784	53.65499	1091.72579
6.04966	3.44457	6.16264	7.41716	1.00000	42.24113	9.92842	60.17389	7.38729	-88.3162	7.98786	9.12772	72.72063	23.26385	8.59779	9.32647	55.14822	1192.54928
5.61933	0.63345	5.92745	7.62128	0.00000	-4.06667	7.80812	52.57893	8.22315	37.73333	7.30402	8.01053	68.08302	12.06521	7.59632	9.23724	51.64657	1054.75685
8.20648	3.19533	2.62074	5.98067	1.00000	53.94313	9.82077	57.57887	9.11945	10.30215		8.13217	71.71694	23.00741	5.97710	6.12074	57.53679	1080.58481
8.62492	1.60037	7.60296	9.41530	1.00000	51.24197	9.05275	24.87190	6.53128	4.82313	7.81260	7.25770	55.49881	9.67551	7.45011	6.01164	45.59535	1133.23846
8.06132	1.84682	9.24408	8.56745	1.00000	53.19146	9.31281	34.33621	8.54231	-2.52398	8.75760	11.21591	71.00970	28.71369	5.08851	6.92807	54.32072	1195.54330
8.93076	0.24896	5.73265	7.42491	0.00000	42.58342	5.97805	44.62568	6.57364	-71.8023	7.67567	6.44457	75.27140	-1.86183	8.50457	8.38206	30.99801	1171.90552
5.14313	0.39344	9.22845	8.03709	1.00000	50.09019	7.10355	52.54651	7.48777	8.4493	8.01835	6.67249	74.50574	16.02360	6.29492	9.12340	47.14429	1173.07097
8.90002	3.22590	5.66428	7.60552	1.00000	-1.9487	9.91567	50.56333	6.23774	30.4347	8.02349	7.42216	49.59087	8.57439	7.37027	6.57153	55.22843	1072.26238
7.10813	0.25921	6.09040	3.65855	0.00000	56.11281	2.38436	56.60923	7.58505	69.49015	8.39241	7.16419	53.96430	6.62171	6.99370	9.19499	68.78908	1070.29167
9.20096	0.85172	6.71777	6.05735	1.00000	34.56861	8.29590	60.48211	7.22020	105.89333	7.04834	7.18200	62.22540	20.55827	6.17234	7.93010	61.20493	1053.75776
6.32605	0.68961	5.24060	10.07829	1.00000	12.74482	7.90466	54.84176	6.83377	4.52514	7.37921	6.64252	54.67193	29.48528	6.26451	7.60572	35.23654	1169.05482
8.93960	0.45254	5.93078	4.62261	0.00000	46.32313	7.70790	42.51648	6.68456	-0.45877	6.96718	6.72415	60.70477	25.36606	6.52504	6.10126	52.25194	1110.14735
7.76523	1.72697	4.74407	7.63180	0.00000	15.79408	9.21683	46.95083	5.87696	104.1451		9.54593	68.51424	15.62337	9.38748	9.90292	46.54204	1191.16858
5.50073	5.10203	6.06946	5.90878	1.00000	17.54907	10.36608	46.49341	6.15492	82.85749	8.16617	12.42193	63.58776	18.43675	7.10672	10.28395	56.50171	1149.39544
8.68109	0.17623	4.17828	6.66889	0.00000	25.92127	6.42477	26.37051	5.38863	86.79271	6.41866	6.19705	71.84753	18.89191	8.75348	6.99622	61.66095	1130.32640
7.74805	0.69660	5.54669	5.37391	0.00000	56.56317	7.98223	48.53393	5.19660	-2.58736	7.84097	8.14346	70.09023	9.31657	8.69233	7.47333	58.70311	1152.68126
6.79643	1.20365	6.05502	5.95441	1.00000	13.51825	8.67978	39.08730	6.51123	99.95469	8.79625	9.15797	52.63520	29.08412	7.04663	9.97455	76.32907	1108.76947
4.45258	0.48497	10.45963	8.97339	1.00000	40.1675	7.53550	79.88908	7.07885	34.37389	6.78735	7.95196	88.83787	-2.93445	7.37717	10.54487	76.60820	1055.77680
6.73575	1.17157		8.21950	1.00000	23.49668	8.72187	43.51519	6.30962	86.68363	6.42985	8.80984	83.89484	28.28601	6.81315	7.37808	58.44222	1157.35222
9.12616	0.24721	6.29569	6.79228	0.00000	48.21644	5.01689	54.44556	6.64614	9.02596	8.15258	5.77675	58.40626	18.97736	8.94970	9.45879	55.94600	1198.86647
4.56838	0.41172	4.69948	3.91458	0.00000	-33.38056	6.43648	55.96826	5.80484	-56.52361	6.37269	7.51496	43.74274	1.28469	7.61794	7.04712	48.25971	1129.05194
9.46675	2.72845	8.74743	4.46671	0.00000	-8.99167	9.73651	59.51612	6.59641	125.21972	5.68724	5.50579	51.94152	14.74923	7.14666	7.75135	19.35204	1129.05488
6.02385	0.68710	6.25511	9.02960	1.00000	22.49396	8.03711	55.67989	7.40961	-105.36369	6.12867	7.90038	46.32712	17.18733	7.53057	8.02224	62.27066	1072.26368
6.00122	0.56541	4.99484	7.16147	0.00000	47.38093	7.45635	57.60402		-122.23484	7.18184	6.81193	57.95686	24.31865	6.28570	7.30488	30.24867	1056.97740
4.82374	0.56032	5.62242	8.23127	1.00000	40.66482	7.69984	45.82373	7.64893	122.22833	7.15329	8.70307	66.23414	16.24171	8.65228	8.69545	41.73942	1127.18411
6.39277	0.69906	9.82267	9.85875	1.00000	26.44931	7.88599	37.95265	8.58670	91.61356	7.66530	7.77601	51.79425	-1.54100	4.97856	8.28400		1125.26090
11.93223	0.43078	7.68548	6.70597	1.00000	-26.93366	6.74254	53.31621	7.48800	29.24152	8.60290	6.31469	63.83370	26.63247	6.45671	7.02662	60.49565	1195.14256
7.61337	0.32201	4.06338	9.04860	1.00000	42	6.56823	46.15786	8.76346	21.32778	7.89013	7.64722	66.08079	24.10004	6.62243	5.45479	29.53796	1167.89939
