revision	station	longitude	QoS	code	latitude
2014-08-15	Nakhon Pathom	100.04427	accep	TH	13.8196
2014/06/19	Mexborough	-1.29243	building	GB	53.49389
2019/06/20	Lagarto	-37.65	good	BR	-10.91722
2014-05-31	Acayucan	-94.91386	accep	MX	17.94979
08/07/2020, 00:00:00	Ada	-96.67834	building	US	34.77453
01 Feb 2014	Segundo Ensanche	-1.64295	excellent	ES	42.8139
2022-08-20	Soure	-48.52333	accep	BR	-0.71667
06/06/2013, 00:00:00	Punta Gorda Isles	-82.07842	excellent	US	26.91756
10 May 2022	Changshu City	120.74221	maintenance	CN	31.64615
2019-05-04	Paredes	-8.33147	average	PT	41.20485
2021/11/19	Nanpiao	120.74792	excellent	CN	41.09822
22 Jun 2016	Kudus	110.8405	accep	ID	-6.8048
28 Aug 2022	North Lauderdale	-80.22588	average	US	26.2173
2013-05-30	Kolomyagi	30.28491	excellent	RU	60.02427
24 Dec 2020	Kamakura	139.55028	accep	JP	35.30889
2018-07-02	Rutland	-72.97261	good	US	43.61062
2015/08/12	Covington	-84.50855	excellent	US	39.08367
04/01/2018, 00:00:00	Aracaju	-37.07167	building	BR	-10.91111
2016-02-26	Petrozavodsk	34.34691	accep	RU	61.78491
2021/07/05	Belle Glade	-80.66756	good	US	26.68451
17 Jan 2015	Petrozavodsk	34.34691	average	RU	61.78491
2013/03/08	Massapequa	-73.47429	good	US	40.68066
2015-09-10	Kafanchan	8.2926	building	NG	9.58126
06/08/2015, 00:00:00	Phanat Nikhom	101.18445	building	TH	13.44581
08/10/2018, 00:00:00	An Muileann gCearr	-7.35	excellent	IE	53.53333
05/02/2017, 00:00:00	Myawadi	98.50893	average	MM	16.68911
2017-01-27	Mirriah	9.15013	good	NE	13.70727
16 Jun 2016	San Fernando de Henares	-3.53261	average	ES	40.42386
23 Dec 2012	Biu	12.19458	maintenance	NG	10.61285
2016-02-09	Beaumont	-116.97725	excellent	US	33.92946
08/09/2017, 00:00:00	Ehingen	9.72749	excellent	DE	48.28259
2022/04/17	Itaperuna	-41.88778	good	BR	-21.205
2018-07-21	Saratoga Springs	-111.90466	average	US	40.34912
2022-05-30	Dehiwala-Mount Lavinia	79.87116	excellent	LK	6.84019
2014/09/21	Devizes	-1.99421	excellent	GB	51.35084
2017/12/04	Maryborough	152.70493	average	AU	-25.54073
08 Jun 2022	Milledgeville	-83.2321	good	US	33.08014
10 Jul 2016	Itabirito	-43.80139	accep	BR	-20.25333
2016-04-20	Scotch Plains	-74.38987	maintenance	US	40.65538
2014-10-22	Olanchito	-86.57415	maintenance	HN	15.48131
2018-05-01	Ariccia	12.6723	average	IT	41.72063
13 Apr 2018	Custoias	-7.32097	building	PT	41.1053
18 Oct 2019	Walsrode	9.5926	average	DE	52.86147
09/18/2013, 00:00:00	Alexandria	29.91582	building	EG	31.20176
05/07/2017, 00:00:00	Suzaka	138.31667	good	JP	36.65
12/31/2021, 00:00:00	Ajaccio	8.73812	average	FR	41.91886
18 Jan 2015	Vienne	4.86667	good	FR	45.51667
08/19/2016, 00:00:00	Stade	9.47629	good	DE	53.59337
12/01/2014, 00:00:00	Afragola	14.30935	average	IT	40.92298
2017/03/01	Debre Tabor	38.01667	maintenance	ET	11.85
06/09/2013, 00:00:00	Vught	5.2875	maintenance	NL	51.65333
2014/03/31	Dalsingh Sarai	85.83636	excellent	IN	25.66795
2021/03/24	Kingston upon Hull	-0.33525	accep	GB	53.7446
2017-06-12	Vryheid	30.79165	accep	ZA	-27.76952
2020/11/29	Somoto	-86.58208	building	NI	13.48082
24 May 2018	Sonzacate	-89.71472	good	SV	13.73417
07/10/2017, 00:00:00	Boumerdas	3.47717	good	DZ	36.76639
2014/07/26	Falconara Marittima	13.39954	average	IT	43.62558
07/10/2013, 00:00:00	Front Royal	-78.19444	average	US	38.91817
2020/07/28	Khairpur Mir’s	68.75915	accep	PK	27.52948
2019-11-08	Kati	-8.07257	average	ML	12.74409
2018-06-24	Beidao	105.89333	average	CN	34.56861
2020-08-16	Aurora	-104.83192	good	US	39.72943
2014-06-02	Hendala	79.883	accep	LK	6.9909
2019-04-18	Aleshtar	48.26258	good	IR	33.86419
11/20/2020, 00:00:00	Siegburg	7.20769	good	DE	50.80019
26 May 2019	Yasothon	104.1451	excellent	TH	15.79408
01 Apr 2018	Bordj Zemoura	4.85668	average	DZ	36.27462
17 Oct 2013	Zeitz	12.1369	maintenance	DE	51.04962
2021/07/22	Selby	-1.06667	excellent	GB	53.78333
2015/03/19	Clacton-on-Sea	1.15597	good	GB	51.78967
2019/06/19	Ksar Chellala	2.31889	accep	DZ	35.21222
05 Feb 2018	Kashipur	78.95693	average	IN	29.21399
2021-06-23	Scotch Plains	-74.38987	accep	US	40.65538
03/13/2020, 00:00:00	Cibinong	106.85417	accep	ID	-6.48167
16 Feb 2017	Vernon	-119.27337	excellent	CA	50.26729
2021/10/21	Trossingen	8.64409	good	DE	48.07667
04 Jul 2018	Norfolk County	-80.38297	good	CA	42.8334
05/29/2015, 00:00:00	Motomachi	144.09638	building	JP	43.82634
2018/06/02	Ina	137.95378	good	JP	35.82756
2012-10-31	Jersey City	-74.07764	maintenance	US	40.72816
2014-04-01	Meizhou	116.11768	building	CN	24.28859
2021/12/20	Vitebsk	30.2049	excellent	BY	55.1904
09 Oct 2015	Bergama	27.18052	good	TR	39.12074
2020-05-29	Yenagoa	6.26764	good	NG	4.92675
2013-07-31	Hechingen	8.96317	good	DE	48.35149
09/22/2018, 00:00:00	Catania	15.07041	average	IT	37.49223
12/26/2015, 00:00:00	Middle River	-76.43941	maintenance	US	39.33427
07/24/2014, 00:00:00	Ina	137.95378	excellent	JP	35.82756
06/02/2022, 00:00:00	Kent	-122.23484	maintenance	US	47.38093
08 Mar 2017	Kampung Ayer Molek	102.3278	average	MY	2.2139
2017/02/06	Fitchburg	-71.8023	building	US	42.58342
2013-02-16	Francavilla Fontana	17.58522	excellent	IT	40.53123
17 Mar 2019	Nova Kakhovka	33.34864	excellent	UA	46.75451
2013-01-19	Chillum	-76.99081	maintenance	US	38.96372
2021/02/26	Muncar	114.33333	average	ID	-8.43333
2014/06/19	Huangshi	115.04814	average	CN	30.24706
2014/06/16	Montana	23.225	average	BG	43.4125
2021-05-14	Karbala	44.02488	good	IQ	32.61603
2014/06/08	Pingyi	117.63083	excellent	CN	35.50056
07/13/2015, 00:00:00	Okegawa	139.55722	excellent	JP	36
2021-12-24	Beni Douala	4.08282	accep	DZ	36.61954
2013-09-12	Norwalk	-82.61573	good	US	41.24255
2014-01-02	Alexandria	29.91582	good	EG	31.20176
02/19/2014, 00:00:00	Otegen Batyra	77.0202	good	KZ	43.41949
2014-09-24	Jalal-Abad	73	excellent	KG	40.93333
2012-12-27	Mvomero	38.66667	accep	TZ	-6.25
2018-12-01	Lal Bahadur Nagar	78.55757	average	IN	17.34769
23 Aug 2016	Maliana	125.21972	average	TL	-8.99167
29 Nov 2012	Larkana	68.21204	excellent	PK	27.55898
23 Jan 2020	Talavera de la Reina	-4.83076	accep	ES	39.96348
07/13/2016, 00:00:00	Salima	34.4587	building	MW	-13.7804
2019-03-31	Same	37.73333	average	TZ	-4.06667
07/19/2016, 00:00:00	Suzaka	138.31667	average	JP	36.65
30 May 2020	Jais	81.54855	building	IN	26.2649
03/21/2015, 00:00:00	Collinwood	-81.56929	average	US	41.55838
2017-08-21	Poulton-le-Fylde	-2.98333	accep	GB	53.83333
07/23/2018, 00:00:00	Liaoyang	123.17306	excellent	CN	41.27194
2016/10/07	Batu Feringgi	100.24529	building	MY	5.4709
2017-01-07	Kasangulu	15.16554	excellent	CD	-4.5833
2018-07-08	Viewpark	-4.0573	excellent	GB	55.82737
2015-07-14	Hlukhiv	33.9162	accep	UA	51.67822
11/16/2016, 00:00:00	Sonzacate	-89.71472	maintenance	SV	13.73417
11 Feb 2021	West Des Moines	-93.71133	average	US	41.57721
2021-12-28	Trossingen	8.64409	excellent	DE	48.07667
2017-08-31	Sirsi	74.83554	average	IN	14.62072
2015-06-30	San Giuliano Milanese	9.29109	good	IT	45.39402
09/21/2014, 00:00:00	Culemborg	5.22778	excellent	NL	51.955
12/24/2018, 00:00:00	Guanajuato	-101.2591	accep	MX	21.01858
31 Oct 2021	Tornio	24.14662	building	FI	65.84811
2015-07-11	Iquitos	-73.25383	average	PE	-3.74912
2014/10/11	Fairview Heights	-89.99038	accep	US	38.58894
10/18/2021, 00:00:00	Palmeira	-50.00639	building	BR	-25.42944
2017/09/09	Oktyabr’skiy	53.47103	excellent	RU	54.48147
11/15/2017, 00:00:00	Oschatz	13.10984	good	DE	51.30001
10/03/2013, 00:00:00	Voznesensk	31.33078	maintenance	UA	47.56494
07/01/2013, 00:00:00	Igbara-Odo	5.06258	good	NG	7.50251
2017-03-28	Palm Valley	-81.38758	accep	US	30.17746
2017-02-02	Yangambi	24.43973	average	CD	0.76755
02/28/2019, 00:00:00	Westbury	-2.1875	excellent	GB	51.26
2022-05-14	Barnet	-0.2	excellent	GB	51.65
10/31/2021, 00:00:00	Leland	-78.04471	accep	US	34.25628
2017-07-20	North Lauderdale	-80.22588	accep	US	26.2173
06/16/2016, 00:00:00	Huangshi	115.04814	excellent	CN	30.24706
02/20/2013, 00:00:00	Charlottetown	-63.13414	accep	CA	46.23899
2018/09/05	Zeitz	12.1369	excellent	DE	51.04962
2016/08/01	Parkent	69.67639	average	UZ	41.29444
12/01/2016, 00:00:00	Evergreen Park	-87.70172	average	US	41.72059
2020/04/09	Esperanza	-60.93173	excellent	AR	-31.4488
15 Jul 2021	Carlsbad	-104.22884	good	US	32.42067
2017/04/16	Jalal-Abad	73	average	KG	40.93333
2014-09-19	Kireyevsk	37.92792	excellent	RU	53.93361
11/22/2014, 00:00:00	Gajendragarh	75.96976	excellent	IN	15.73628
2019-01-08	Kushtia	89.11943	accep	BD	23.9028
2013-09-26	Astara	48.87498	excellent	AZ	38.45598
2020-10-26	Jagna	124.3697	excellent	PH	9.6531
2021-04-27	Paracho de Verduzco	-102.04897	accep	MX	19.64745
05 Nov 2018	Stockbridge	-84.23381	good	US	33.54428
27 May 2016	Granger	-86.11084	accep	US	41.75338
2013-05-07	Mardin	40.74357	accep	TR	37.31309
2021/11/03	Bibiani	-2.31938	building	GH	6.46346
2016/10/25	Redding	-122.39168	excellent	US	40.58654
2019-03-20	Daud Khel	71.57118	accep	PK	32.87533
01 Dec 2020	Bourbonnais	-87.88754	accep	US	41.15376
11/29/2016, 00:00:00	Ferrol	-8.2194	accep	ES	43.48961
2012-11-02	Jhol	68.88871	good	PK	25.95533
2019/12/29	Acworth	-84.67837	good	US	34.06635
2021/07/07	Dipolog	123.33471	good	PH	8.56697
14 Jun 2018	Somoto	-86.58208	good	NI	13.48082
08/26/2020, 00:00:00	Sishui	117.27583	maintenance	CN	35.64889
02/09/2016, 00:00:00	Olanchito	-86.57415	good	HN	15.48131
2021-05-09	La Ligua	-71.23106	maintenance	CL	-32.45242
12/10/2019, 00:00:00	Ramla	34.86563	average	IL	31.92923
28 Mar 2018	Gorgonzola	9.40531	accep	IT	45.53069
24 Jun 2022	Voznesensk	31.33078	accep	UA	47.56494
04 Nov 2013	Split	16.43915	maintenance	HR	43.50891
08 Apr 2015	Fazilpur	75.06583	maintenance	PK	32.17629
15 May 2018	Thetford	0.75	maitennce	GB	52.41667
2013-03-10	Fayetteville	-78.87836	accep	US	35.05266
08/13/2016, 00:00:00	Tupi	124.95278	accep	PH	6.33444
03/26/2019, 00:00:00	Camarillo	-119.0376	good	US	34.21639
01/28/2015, 00:00:00	Thenia	3.55665	average	DZ	36.72544
2021-04-22	Brzeg	17.4674	accep	PL	50.86079
12/07/2012, 00:00:00	Kalavoor	76.32756	average	IN	9.57046
2022/06/24	Sa Dec	105.75635	maintenance	VN	10.29085
2015/03/29	Heyuan	114.68333	average	CN	23.73333
26 Oct 2019	Santa Rosa Jauregui	-100.44843	building	MX	20.74122
2019-11-30	Gaziantep	37.3825	average	TR	37.05944
07 May 2016	Manaoag	120.4861	accep	PH	16.0438
2013/03/31	Laiwu	117.65694	accep	CN	36.19278
2014-02-01	Kidodi	37.00438	excellent	TZ	-7.60361
23 Oct 2016	Sarandi	-51.87389	good	BR	-23.44361
06/15/2016, 00:00:00	New Kingston	-76.78319	accep	JM	18.00747
04 Dec 2020	Guaraciaba do Norte	-40.7475	building	BR	-4.16694
09/19/2022, 00:00:00	Woodbridge	-74.28459	maintenance	US	40.5576
07 Feb 2015	New Canaan	-73.49484	average	US	41.14676
29 Mar 2014	Isfahan	51.67462	accep	IR	32.65246
2018/10/02	Tadmur	38.28402	excellent	SY	34.5624
2016/06/22	Mudanya	28.88222	good	TR	40.37528
2013-02-25	Albstadt	9.02596	building	DE	48.21644
19 Apr 2021	Gilbert	-111.78903	good	US	33.35283
10/18/2012, 00:00:00	Kantharalak	104.64992	average	TH	14.64056
2014/09/27	Pointe-Claire	-73.81669	good	CA	45.44868
2022/06/03	Supaul	86.59509	building	IN	26.11527
19 Jul 2014	Ulan-Ude	107.60627	excellent	RU	51.82721
2021/08/05	Aguilares	-65.61427	building	AR	-27.4338
2020-03-01	Cardedeu	2.35739	average	ES	41.63976
11 Feb 2015	Baulkham Hills	150.99292	average	AU	-33.75881
2019-03-30	San Bernardo	-70.6996	average	CL	-33.59217
20 Dec 2012	Karatsu	129.96972	good	JP	33.4425
2019-09-23	Losheim	6.74549	good	DE	49.5099
2021-11-24	Igbara-Odo	5.06258	good	NG	7.50251
2019/03/10	Nyahururu	36.36339	average	KE	0.03813
06/10/2022, 00:00:00	Ueno-ebisumachi	136.13108	accep	JP	34.75856
03 Sep 2015	Ulan-Ude	107.60627	maintenance	RU	51.82721
2013-11-24	Sambalpur	83.97573	accep	IN	21.46527
03/07/2013, 00:00:00	Roslavl’	32.86389	average	RU	53.95278
01 May 2022	Beveren	4.25633	excellent	BE	51.21187
2017-11-23	Bobigny	2.45012	accep	FR	48.90982
2014/11/04	Newburgh	-74.01042	building	US	41.50343
2020/07/22	Middletown	-71.29144	accep	US	41.54566
29 Jan 2018	Tupi	124.95278	maintenance	PH	6.33444
01/29/2015, 00:00:00	Sirsi	74.83554	average	IN	14.62072
04/17/2017, 00:00:00	Changshu City	120.74221	excellent	CN	31.64615
2022/04/09	Frenda	1.04945	excellent	DZ	35.06544
2018-09-30	Sunnyside	-120.00865	average	US	46.32374
2017-11-15	Saraktash	56.36091	accep	RU	51.78771
21 Apr 2019	Mitry-Mory	2.61667	good	FR	48.98333
10/16/2016, 00:00:00	Valinhos	-46.99583	excellent	BR	-22.97056
18 Dec 2012	Pameungpeuk	107.60389	building	ID	-7.01833
2018-01-18	Emmeloord	5.74861	average	NL	52.71083
01/24/2014, 00:00:00	Sorsogon	123.99333	accep	PH	12.97389
2013-01-09	Sector 6	26.01649	accep	RO	44.43579
09/29/2017, 00:00:00	Gisborne	178.00417	good	NZ	-38.65333
2017/07/26	Bad Segeberg	10.30215	good	DE	53.94313
08/06/2014, 00:00:00	Nakhon Si Thammarat	99.96667	excellent	TH	8.43333
22 Apr 2017	Wittenau	13.32127	average	DE	52.59319
2019-05-28	La Trinidad	120.5875	average	PH	16.455
2021/05/23	Labuhan Deli	98.6738	good	ID	3.7278
03/01/2013, 00:00:00	Esperanza	-60.93173	average	AR	-31.4488
2021-04-03	Pekin	-89.64066	maintenance	US	40.56754
2014/03/24	Pucheng	118.53333	accep	CN	27.92333
15 Nov 2017	Les Olives	5.4584	excellent	FR	43.32393
2015-01-29	Barbil	85.37752	excellent	IN	22.10194
02/23/2016, 00:00:00	Bang Ban	100.48528	accep	TH	14.37395
2020/08/11	Tharu Shah	68.11759	average	PK	26.9423
2016/05/22	Newbury	-1.32471	average	GB	51.40148
2013-06-22	Recodo	121.96361	accep	PH	6.95194
2020/01/14	Esmeraldas	-44.31389	good	BR	-19.7625
2020/02/25	Bachhraon	78.23456	average	IN	28.92694
2019/01/11	Middletown	-71.29144	accep	US	41.54566
26 Aug 2022	Huntley	-88.42814	good	US	42.16808
2017-09-21	Manaoag	120.4861	average	PH	16.0438
2020-01-23	Finnentrop	7.973	building	DE	51.168
21 Jan 2021	Bar-le-Duc	5.16108	average	FR	48.77275
2019/12/15	Hongseong	126.665	good	KR	36.6009
05/10/2013, 00:00:00	Claremont	-117.71978	average	US	34.09668
07/02/2022, 00:00:00	Massapequa	-73.47429	average	US	40.68066
2020/05/02	Lower Earley	-0.91979	maintenance	GB	51.42708
09/25/2022, 00:00:00	Minas de Marcona	-75.11028	excellent	PE	-15.21194
04/21/2017, 00:00:00	Andes	-75.87877	accep	CO	5.6561
03 Jan 2014	Novosilikatnyy	83.62389	excellent	RU	53.30972
04/18/2014, 00:00:00	Pilar	120.56528	accep	PH	14.66
03/27/2022, 00:00:00	Alatyr’	46.5813	good	RU	54.8421
17 Feb 2016	San Carlos	-75.69947	excellent	CO	8.79577
2017-03-01	Olanchito	-86.57415	average	HN	15.48131
2022-04-02	Kuvandyk	57.3552	good	RU	51.4781
2019/12/27	Valletta	14.51472	accep	MT	35.89972
2013/03/30	Dorval	-73.75335	accep	CA	45.4473
10/30/2014, 00:00:00	Zgorzelec	15.00835	maitennce	PL	51.14942
2018/05/16	Copperas Cove	-97.90308	excellent	US	31.12406
01/24/2017, 00:00:00	Cabo	-35.03333	excellent	BR	-8.28333
20 Feb 2016	Calauan	121.3152	excellent	PH	14.14989
09 Nov 2018	Isfahan	51.67462	good	IR	32.65246
13 Apr 2019	Itaperuna	-41.88778	average	BR	-21.205
08/31/2014, 00:00:00	Kitgum	32.88667	average	UG	3.27833
2022-04-21	Indio	-116.21677	accep	US	33.7207
2017-07-07	Fresno	-95.44744	excellent	US	29.53885
21 Jun 2014	Saint-Genis-Laval	4.7934	average	FR	45.69558
2013/01/24	Majene	118.9707	building	ID	-3.5403
12/19/2017, 00:00:00	Solntsevo	37.38115	good	RU	55.63711
2020-05-21	Culemborg	5.22778	maintenance	NL	51.955
2019-06-17	Sambalpur	83.97573	accep	IN	21.46527
2017-12-29	Kashipur	78.95693	average	IN	29.21399
01/13/2014, 00:00:00	Segundo Ensanche	-1.64295	building	ES	42.8139
2021/07/24	West Chester	-75.60804	maintenance	US	39.96097
30 Jan 2017	Norwalk	-82.61573	excellent	US	41.24255
08/23/2020, 00:00:00	Iron River	-88.64235	good	US	46.09273
2017-12-30	Manikchari	91.84128	maintenance	BD	22.83957
2017/05/19	Palestine	-95.63079	average	US	31.76212
2017-06-04	Mitry-Mory	2.61667	excellent	FR	48.98333
2019-03-21	Bavly	53.26023	good	RU	54.39304
2021-06-01	Ikalamavony	46.58333	excellent	MG	-21.15
2014-12-12	Elamanchili	82.85749	good	IN	17.54907
08/29/2015, 00:00:00	Montecchio Maggiore-Alte Ceccato	11.412	accep	IT	45.50369
2019/12/30	Zeist	5.23333	accep	NL	52.09
2020-07-29	Hoxtolgay	86.00214	good	CN	46.51872
2017/05/09	Tupelo	-88.70464	excellent	US	34.25807
02 Jan 2019	Nampa	-116.56346	excellent	US	43.54072
02 Mar 2022	Yakuplu	28.67582	building	TR	40.98894
2014/03/24	Yasothon	104.1451	average	TH	15.79408
2017/09/05	Durazno	-56.52361	maintenance	UY	-33.38056
11 Mar 2016	Tupi	124.95278	maintenance	PH	6.33444
2022/07/24	Porto Velho	-63.90389	maintenance	BR	-8.76194
06 Apr 2022	Redding	-122.39168	good	US	40.58654
2013/10/07	Goyang-si	126.835	excellent	KR	37.65639
2013-05-24	Sungurlu	34.37389	building	TR	40.1675
11/11/2017, 00:00:00	Scarsdale	-73.78458	good	US	41.0051
2013/03/25	Kirchlengern	8.63333	maintenance	DE	52.2
14 Apr 2018	Usagara	33	good	TZ	-2.68333
25 Jan 2016	Castelfranco Emilia	11.04979	accep	IT	44.59445
15 Dec 2013	Santa Maria	-120.43572	maintenance	US	34.95303
05/01/2020, 00:00:00	Port Huron	-82.42491	good	US	42.97086
17 Mar 2022	Bourbonnais	-87.88754	average	US	41.15376
2014/06/21	Jagna	124.3697	excellent	PH	9.6531
2020-09-27	Cavaillon	5.03586	average	FR	43.83125
2021/04/12	Longgang	120.33063	average	CN	37.65181
2017-06-07	Kushtia	89.11943	average	BD	23.9028
08 Dec 2018	Narva	28.19028	excellent	EE	59.37722
28 Jul 2017	Willetton	115.88782	accep	AU	-32.05251
02/09/2020, 00:00:00	Jackson	-88.81395	good	US	35.61452
02 Mar 2018	Acayucan	-94.91386	average	MX	17.94979
2017/09/01	North Tustin	-117.79394	building	US	33.76446
2013/09/03	Viradouro	-48.29694	average	BR	-20.87306
2019-03-27	Gingee	79.41727	good	IN	12.25282
2021-02-11	Lino Lakes	-93.08883	excellent	US	45.16024
2014/11/24	Mexborough	-1.29243	accep	GB	53.49389
06/06/2014, 00:00:00	Aguilares	-65.61427	accep	AR	-27.4338
10 Apr 2019	Fairview Heights	-89.99038	good	US	38.58894
2016/09/21	Buenaventura	-77.03116	excellent	CO	3.8801
05 Sep 2020	Esmeraldas	-44.31389	good	BR	-19.7625
07/19/2022, 00:00:00	Norwalk	-82.61573	average	US	41.24255
2012/11/15	Svatove	38.15035	excellent	UA	49.41029
02 Feb 2018	Nanpiao	120.74792	accep	CN	41.09822
2022-05-07	Hutto	-97.54667	accep	US	30.5427
2017/05/22	Zhoucun	117.81667	average	CN	36.81667
12/23/2014, 00:00:00	Greenpoint	-73.95097	accep	US	40.72371
2020-03-06	Gingee	79.41727	accep	IN	12.25282
2013-10-11	Lille	4.82313	accep	BE	51.24197
2015-08-05	Bryn Mawr-Skyway	-122.24092	good	US	47.4943
06 Dec 2013	Freetown	-13.2356	building	SL	8.48714
12/10/2014, 00:00:00	Milagro	-79.59415	accep	EC	-2.13404
31 Oct 2016	Westbury	-2.1875	excellent	GB	51.26
10/16/2017, 00:00:00	Donggongon	116.10146	excellent	MY	5.90702
19 Mar 2013	Azrou	-5.22126	accep	MA	33.43443
2018/01/26	Brighton Beach	-73.95958	good	US	40.57788
07/19/2021, 00:00:00	Bordj Zemoura	4.85668	building	DZ	36.27462
26 Dec 2019	Durazno	-56.52361	maintenance	UY	-33.38056
2018-02-03	La Trinidad	120.5875	building	PH	16.455
14 Oct 2012	Tonota	27.46153	maintenance	BW	-21.44236
17 Dec 2020	Tarakan	117.59152	average	ID	3.31332
2014-08-13	Portogruaro	12.84052	good	IT	45.78071
2020/10/23	Sonzacate	-89.71472	accep	SV	13.73417
24 Mar 2021	Kalavoor	76.32756	good	IN	9.57046
03 Jul 2021	Busia	34.11169	average	KE	0.46005
2012-12-12	Mwandiga	29.65806	accep	TZ	-4.83
2021-05-06	Wangon	109.05389	excellent	ID	-7.51611
2014-09-27	Ustka	16.86194	good	PL	54.58048
10/30/2013, 00:00:00	Carnegie	145.06667	accep	AU	-37.88333
2021-04-29	Deltona	-81.26367	average	US	28.90054
2013/06/11	Tinaquillo	-68.30472	excellent	VE	9.91861
17 Feb 2018	El Alia	10.03478	average	TN	37.16911
09 Oct 2016	South Whittier	-118.03917	excellent	US	33.95015
10/11/2015, 00:00:00	Dharmapuri	78.15794	accep	IN	12.1277
2016-09-24	Artsyz	29.41824	good	UA	45.99194
2013/07/05	Chanika	38.01667	good	TZ	-5.41667
10 Oct 2017	Soroca	28.28489	excellent	MD	48.15659
11 Feb 2014	Andijon	72.34424	accep	UZ	40.78206
2014/09/22	Nampa	-116.56346	maintenance	US	43.54072
03/20/2017, 00:00:00	Woodlawn	-76.72803	accep	US	39.32288
16 Nov 2018	Soledade	-52.51028	maintenance	BR	-28.81833
02 Aug 2017	Wheelers Hill	145.18333	average	AU	-37.9
11 Dec 2018	La Garenne-Colombes	2.2469	building	FR	48.90472
09/25/2015, 00:00:00	Bad Honnef	7.2278	building	DE	50.64336
2013/01/20	Itaperuna	-41.88778	excellent	BR	-21.205
05/25/2018, 00:00:00	Rwamagana	30.4347	accep	RW	-1.9487
03 Dec 2017	San Lorenzo Acopilco	-99.32556	good	MX	19.32889
2014/12/08	Diwek	112.23109	excellent	ID	-7.57897
12/12/2019, 00:00:00	Gisborne	178.00417	excellent	NZ	-38.65333
2014-08-24	Changzhi	111.73861	good	CN	35.20889
2020-12-29	Karatsu	129.96972	average	JP	33.4425
2013-08-30	New Kingston	-76.78319	maintenance	JM	18.00747
2018/06/23	Changzhi	111.73861	building	CN	35.20889
2017/10/27	Martinsburg	-77.96389	excellent	US	39.45621
2021-05-21	Indio	-116.21677	building	US	33.7207
09/30/2017, 00:00:00	Madrid	-74.26419	excellent	CO	4.73245
19 Oct 2017	Chamba	76.12647	accep	IN	32.55531
06 Feb 2015	Ajaccio	8.73812	maintenance	FR	41.91886
2017/04/24	Jingzhou	112.19028	building	CN	30.35028
2020/05/25	San Giuliano Milanese	9.29109	excellent	IT	45.39402
2021-02-25	Jinotepe	-86.19903	excellent	NI	11.84962
2014/10/04	Bothell West	-122.24064	average	US	47.80527
2022/05/28	Gisborne	178.00417	good	NZ	-38.65333
26 Sep 2019	San Rafael	-84.13722	excellent	CR	9.92787
07/05/2020, 00:00:00	Boo	18.28333	accep	SE	59.33333
2014/06/22	Hofheim am Taunus	8.4493	excellent	DE	50.09019
15 Sep 2019	Dawei	98.19151	average	MM	14.0823
2014-10-22	Talipparamba	75.35927	accep	IN	12.04161
08/09/2015, 00:00:00	Beidao	105.89333	excellent	CN	34.56861
09 Jul 2020	Myawadi	98.50893	excellent	MM	16.68911
2016/02/01	Barmbek-Nord	10.03988	accep	DE	53.6052
2019/07/22	Zhoucun	117.81667	accep	CN	36.81667
15 May 2014	Toledo	-83.55521	average	US	41.66394
06 Jun 2014	Mianwali	71.52847	good	PK	32.57756
2021/12/18	Port of Spain	-61.51889	excellent	TT	10.66668
09/09/2016, 00:00:00	Salima	34.4587	building	MW	-13.7804
13 Sep 2019	Dumont	-73.99681	excellent	US	40.94065
2022/03/02	Hutchinson	-97.92977	average	US	38.06084
2022-05-29	Cowes	-1.29772	building	GB	50.76306
01/18/2017, 00:00:00	Vestavia Hills	-86.78777	excellent	US	33.44872
09 Feb 2014	Ushuaia	-68.3	average	AR	-54.8
05/14/2020, 00:00:00	Nova Kakhovka	33.34864	excellent	UA	46.75451
2021-04-10	Vryheid	30.79165	good	ZA	-27.76952
2022-04-30	Jiangyan	120.14278	maintenance	CN	32.50611
2020/07/10	Novosilikatnyy	83.62389	excellent	RU	53.30972
2015-08-30	Carnot	15.87735	excellent	CF	4.94273
05/30/2022, 00:00:00	Bretten	8.70745	good	DE	49.03685
02/01/2022, 00:00:00	Floridsdorf	16.4	maintenance	AT	48.25
2018/07/06	Sishui	117.27583	maintenance	CN	35.64889
09/18/2021, 00:00:00	Carlsbad	-104.22884	average	US	32.42067
2019-02-19	Kidodi	37.00438	good	TZ	-7.60361
11/08/2014, 00:00:00	Buynaksk	47.1192	accep	RU	42.819
2013/07/20	Hushitai	123.50266	good	CN	41.94175
2013/05/25	Cibinong	106.85417	excellent	ID	-6.48167
03 Apr 2017	Griffith	146.05093	good	AU	-34.28853
02/08/2013, 00:00:00	Kelowna	-119.48568	average	CA	49.88307
18 Jun 2019	Yingkou	122.22833	excellent	CN	40.66482
27 Oct 2020	Rwamagana	30.4347	building	RW	-1.9487
07 Jul 2019	Croix-des-Bouquets	-72.22625	accep	HT	18.57677
05 Oct 2015	Serinhisar	29.26639	good	TR	37.58105
2014-05-24	Aklera	76.56719	accep	IN	24.41288
2016/04/23	Debre Tabor	38.01667	accep	ET	11.85
2022-04-29	Pucheng	118.53333	good	CN	27.92333
18 Dec 2013	Cavaillon	5.03586	maintenance	FR	43.83125
2021/04/08	Schwalmtal	6.26667	average	DE	51.21667
2021/04/01	Palm Valley	-81.38758	good	US	30.17746
10 Feb 2017	Negotin	22.53083	accep	RS	44.22639
