revision	QoS	latitude	station	code	longitude
02/15/2015, 00:00:00	good	36.06523	Porterville	US	-119.01677
02/19/2022, 00:00:00	accep	55.67938	Frederiksberg	DK	12.53463
30 Aug 2021	excellent	18.03496	Yauco	PR	-66.8499
2016/08/19	excellent	46.32374	Sunnyside	US	-120.00865
2019/12/29	average	-7.54972	Ngemplak	ID	110.71639
2015-12-21	maintenance	45.75279	Boli	CN	130.57211
03/02/2014, 00:00:00	good	52.66277	Great Wyrley	GB	-2.01111
12/30/2018, 00:00:00	accep	43.32686	Leioa	ES	-2.98884
04/09/2013, 00:00:00	excellent	40.94065	Dumont	US	-73.99681
03/23/2020, 00:00:00	average	41.91886	Ajaccio	FR	8.73812
2020/02/10	good	34.95303	Santa Maria	US	-120.43572
2021-05-27	good	35.89972	Valletta	MT	14.51472
16 Jul 2013	average	31.84568	Odessa	US	-102.36764
10 Mar 2017	excellent	30.46907	Kot Addu	PK	70.96699
16 Feb 2019	average	48.28259	Ehingen	DE	9.72749
2020-04-13	accep	36.06523	Porterville	US	-119.01677
04 Feb 2014	good	54.39304	Bavly	RU	53.26023
2015-02-02	good	30.5427	Hutto	US	-97.54667
01/28/2021, 00:00:00	good	50.09019	Hofheim am Taunus	DE	8.4493
2021-03-30	building	10.58806	Udumalaippettai	IN	77.24779
20 Mar 2018	excellent	36.24624	Fujioka	JP	139.07204
29 Jan 2017	accep	15.5439	Calangute	IN	73.7553
2013/07/20	average	51.67822	Hlukhiv	UA	33.9162
26 Mar 2022	excellent	-23.85972	Maxixe	MZ	35.34722
2022/09/25	excellent	53.46506	Chapletown	GB	-1.47217
02 Jun 2017	accep	41.75338	Granger	US	-86.11084
2022/01/06	good	-3.20333	Altamira	BR	-52.20639
12/08/2012, 00:00:00	good	12.1277	Dharmapuri	IN	78.15794
2021-07-25	accep	33.4425	Karatsu	JP	129.96972
2022-02-03	accep	23.0072	Boyeros	CU	-82.4017
05/17/2021, 00:00:00	good	43.86682	Markham	CA	-79.2663
08 Jun 2013	maintenance	51.78967	Clacton-on-Sea	GB	1.15597
08/13/2022, 00:00:00	building	39.33427	Middle River	US	-76.43941
12/10/2014, 00:00:00	good	38.45598	Astara	AZ	48.87498
2022-03-30	excellent	36.20829	Pahrump	US	-115.98391
2014-02-28	accep	39.78504	Greenfield	US	-85.76942
2017-11-07	good	53.93361	Kireyevsk	RU	37.92792
2018-12-27	maintenance	53.37596	Otradnyy	RU	51.3452
2021/03/28	average	41.57439	Smolyan	BG	24.71204
03/02/2014, 00:00:00	average	-2.68333	Usagara	TZ	33
01/23/2014, 00:00:00	excellent	-1.26753	Balikpapan	ID	116.82887
03/20/2019, 00:00:00	excellent	6.46346	Bibiani	GH	-2.31938
03 Dec 2021	maintenance	60.02427	Kolomyagi	RU	30.28491
10/10/2019, 00:00:00	average	47.98372	Memmingen	DE	10.18527
2019-03-04	accep	37.49223	Catania	IT	15.07041
2017-07-26	good	44.59445	Castelfranco Emilia	IT	11.04979
04/04/2020, 00:00:00	building	48.86667	Marly-le-Roi	FR	2.08333
2015-12-31	maintenance	33.7207	Indio	US	-116.21677
12/24/2012, 00:00:00	average	44.73941	Rosemount	US	-93.12577
2021/08/04	excellent	60.18427	Kallio	FI	24.95034
14 Aug 2016	maintenance	55.38752	Naro-Fominsk	RU	36.73307
11/15/2014, 00:00:00	average	-22.45667	Santa Gertrudes	BR	-47.53028
20 Jan 2013	good	-10.91111	Aracaju	BR	-37.07167
23 Oct 2016	average	12.97389	Sorsogon	PH	123.99333
14 Jun 2017	excellent	45.75279	Boli	CN	130.57211
2015/01/12	average	50.56149	Gembloux	BE	4.69889
08/04/2020, 00:00:00	good	40.24537	Pottstown	US	-75.64963
2012/10/02	good	42	Saraj	MK	21.32778
2018/07/13	average	41.0051	Scarsdale	US	-73.78458
2018-03-27	building	40.57788	Brighton Beach	US	-73.95958
2016/03/21	average	-2.90055	Cuenca	EC	-79.00453
2015/11/21	building	16.68911	Myawadi	MM	98.50893
2015-07-27	average	46.75451	Nova Kakhovka	UA	33.34864
2016/03/14	average	35.06544	Frenda	DZ	1.04945
08 Feb 2018	excellent	12.1277	Dharmapuri	IN	78.15794
06/02/2013, 00:00:00	excellent	-7.57897	Diwek	ID	112.23109
25 Sep 2014	building	35.25064	Searcy	US	-91.73625
10/14/2021, 00:00:00	average	-26.93366	Standerton	ZA	29.24152
2014/09/15	accep	46.1351	Sydney	CA	-60.1831
15 Mar 2017	building	39.22493	Patnos	TR	42.85693
30 Mar 2018	good	38.91817	Front Royal	US	-78.19444
2012-12-05	average	40.72816	Jersey City	US	-74.07764
10/13/2017, 00:00:00	accep	25.92493	Sojat	IN	73.66633
09/23/2014, 00:00:00	good	22.75218	Kheda	IN	72.68533
12/24/2014, 00:00:00	excellent	49.41029	Svatove	UA	38.15035
13 Sep 2015	accep	12.95629	Robertsonpet	IN	78.27539
2014/10/21	maintenance	22.88783	Jashpurnagar	IN	84.13864
04/15/2015, 00:00:00	building	34.8825	Sinhyeon	KR	128.62667
14 Jun 2020	excellent	35.20889	Changzhi	CN	111.73861
02 May 2020	average	51.955	Culemborg	NL	5.22778
06/17/2013, 00:00:00	accep	57.97472	Valday	RU	33.2525
2020/07/15	average	41.57721	West Des Moines	US	-93.71133
08/07/2016, 00:00:00	average	46.7055	Yeysk	RU	38.2739
13 Sep 2022	excellent	36.61954	Beni Douala	DZ	4.08282
2016/07/11	average	29.65163	Gainesville	US	-82.32483
2017-12-08	accep	37.95143	Rolla	US	-91.77127
10/15/2019, 00:00:00	accep	11.12018	Manjeri	IN	76.11996
2018/09/27	building	53.6052	Barmbek-Nord	DE	10.03988
2013/10/06	accep	34.21639	Camarillo	US	-119.0376
2016-11-24	accep	-13.7804	Salima	MW	34.4587
2017-02-24	accep	34.21639	Camarillo	US	-119.0376
2017/04/26	accep	31.92923	Ramla	IL	34.86563
09/27/2022, 00:00:00	accep	51.955	Culemborg	NL	5.22778
2013-09-03	good	61.78491	Petrozavodsk	RU	34.34691
02 Apr 2019	maintenance	12.37169	Masbate	PH	123.62494
07 Nov 2016	accep	52.61131	Hermsdorf	DE	13.31783
12/05/2014, 00:00:00	maintenance	39.32011	Rosedale	US	-76.51552
2014-07-19	accep	9.6531	Jagna	PH	124.3697
2012-12-25	building	52.61131	Hermsdorf	DE	13.31783
2016/04/26	accep	52.66277	Great Wyrley	GB	-2.01111
2017-07-01	excellent	51.168	Finnentrop	DE	7.973
2013/08/13	maintenance	48.8222	Le Chesnay	FR	2.12213
01/21/2022, 00:00:00	good	29.84576	Estelle	US	-90.10674
01/06/2020, 00:00:00	good	7.6	Olupona	NG	4.18333
10/17/2019, 00:00:00	accep	36.53333	Nonoichi	JP	136.61667
2013-12-17	building	8.56697	Dipolog	PH	123.33471
2013-05-19	building	45.39402	San Giuliano Milanese	IT	9.29109
2014-12-04	accep	41.15612	Reus	ES	1.10687
2022/02/11	average	18.42745	Aguadilla	PR	-67.15407
2015/05/09	maintenance	38.07789	Villabate	IT	13.44275
07 Jun 2016	average	45.16024	Lino Lakes	US	-93.08883
2013-10-25	good	38.07789	Villabate	IT	13.44275
2014-05-30	building	55.25	Ukmerge	LT	24.75
13 Jan 2020	accep	57.97472	Valday	RU	33.2525
2019/07/19	maintenance	30.17746	Palm Valley	US	-81.38758
01/15/2016, 00:00:00	excellent	55.75556	Ozersk	RU	60.70278
28 Jun 2022	good	22.10194	Barbil	IN	85.37752
02/23/2020, 00:00:00	average	33.4425	Karatsu	JP	129.96972
09/20/2020, 00:00:00	maintenance	49.68369	Bensheim	DE	8.61839
07 Jul 2014	accep	-6.48167	Cibinong	ID	106.85417
2020-06-13	excellent	53.16167	Hoogezand	NL	6.76111
23 Apr 2013	good	-22.97056	Valinhos	BR	-46.99583
2022/08/23	average	30.75545	Ajdabiya	LY	20.22625
2015-03-12	maintenance	7.6	Olupona	NG	4.18333
07/23/2015, 00:00:00	maintenance	45.75279	Boli	CN	130.57211
07 Nov 2016	average	-34.28853	Griffith	AU	146.05093
2017/01/29	average	40.5576	Woodbridge	US	-74.28459
2016/06/01	accep	40.58654	Redding	US	-122.39168
2015/01/18	accep	38.70734	Fort Washington	US	-77.02303
03 Apr 2017	good	-27.4338	Aguilares	AR	-65.61427
2017/06/03	accep	53.81667	Blackpool	GB	-3.05
23 Jul 2014	excellent	48.98994	Herblay	FR	2.1699
01/04/2017, 00:00:00	average	38.06084	Hutchinson	US	-97.92977
30 Mar 2014	accep	42	Saraj	MK	21.32778
2015/10/08	accep	14.95472	Baliuag	PH	120.89694
06 Sep 2017	building	43.32686	Leioa	ES	-2.98884
2019-09-14	good	28.92694	Bachhraon	IN	78.23456
2019/07/18	good	43.32686	Leioa	ES	-2.98884
2020-02-15	accep	41.66394	Toledo	US	-83.55521
2017/02/21	excellent	36.91023	Watsonville	US	-121.75689
2013/10/08	accep	-20.88231	Saint-Denis	RE	55.4504
2020-05-17	maintenance	17.54907	Elamanchili	IN	82.85749
19 Aug 2015	average	26.76628	Gorakhpur	IN	83.36889
2020-06-29	excellent	-7.81667	Kediri	ID	112.01667
2019/06/09	excellent	7.65649	Efon-Alaaye	NG	4.92235
2018-03-29	accep	43.31667	Gernika-Lumo	ES	-2.68333
02/06/2021, 00:00:00	average	15.45144	Betamcherla	IN	78.14797
2013-08-20	maintenance	51.21667	Schwalmtal	DE	6.26667
15 Apr 2016	average	41.1053	Custoias	PT	-7.32097
03/07/2016, 00:00:00	building	43.16547	Gates-North Gates	US	-77.70066
2013/08/04	excellent	34.65918	Yanliang	CN	109.22921
2016-05-27	good	44.97639	Sremska Mitrovica	RS	19.61222
2019-12-18	good	16.75973	Tuxtla	MX	-93.11308
2018/04/03	excellent	51.26	Westbury	GB	-2.1875
21 Mar 2014	accep	15.45144	Betamcherla	IN	78.14797
12/22/2015, 00:00:00	building	18.87813	Uran	IN	72.93924
2022-06-10	excellent	31.28092	Patti	IN	74.85849
2021/08/27	maintenance	37.13548	Las Gabias	ES	-3.67029
2015-12-26	excellent	33.43443	Azrou	MA	-5.22126
2018-01-07	accep	36.21544	Sar-e Pul	AF	65.93249
2020-09-20	excellent	34.09611	San Gabriel	US	-118.10583
2017/09/20	good	50.18545	Shepetivka	UA	27.06365
10/22/2018, 00:00:00	maintenance	5.4709	Batu Feringgi	MY	100.24529
16 Feb 2019	good	37.65639	Goyang-si	KR	126.835
2015-02-05	excellent	10.7375	Talisay	PH	122.9666
2020/12/03	accep	28.90054	Deltona	US	-81.26367
2020/03/27	excellent	-7.54972	Ngemplak	ID	110.71639
2022/05/27	accep	34.14251	Glendale	US	-118.25508
08 Aug 2021	excellent	50.11861	Penzance	GB	-5.53715
2017-08-13	maintenance	37.19723	Tianfu	CN	122.05228
27 May 2021	accep	-38.65333	Gisborne	NZ	178.00417
06/29/2019, 00:00:00	good	34.56861	Beidao	CN	105.89333
12 Sep 2020	good	-34.64167	Chacabuco	AR	-60.47389
13 May 2013	average	40.65995	Kearns	US	-111.99633
05/22/2014, 00:00:00	accep	34.61667	Yao	JP	135.6
10/05/2018, 00:00:00	excellent	-25.54073	Maryborough	AU	152.70493
2014-05-18	good	32.35126	Tyler	US	-95.30106
11 Oct 2020	good	25.87972	Heroica Matamoros	MX	-97.50417
04/11/2015, 00:00:00	excellent	53.14657	Nikolayevsk-on-Amure	RU	140.72287
2021-12-17	average	20.22816	Zacoalco de Torres	MX	-103.5687
26 Nov 2020	excellent	8.35122	Ciudad Guayana	VE	-62.64102
01/30/2016, 00:00:00	average	-10.33333	Nyangao	TZ	39.28333
24 May 2021	good	39.12074	Bergama	TR	27.18052
2019/02/05	average	26.44931	Rangia	IN	91.61356
07/29/2020, 00:00:00	good	40.94065	Dumont	US	-73.99681
2013/04/26	building	38.68712	Puertollano	ES	-4.10734
12/25/2013, 00:00:00	good	37.49073	Baza	ES	-2.77259
2022/02/02	excellent	48.90472	La Garenne-Colombes	FR	2.2469
02 Dec 2014	accep	48.8765	Rueil-Malmaison	FR	2.18967
07/07/2019, 00:00:00	excellent	50.71229	Rixensart	BE	4.52529
01/21/2014, 00:00:00	excellent	30.76468	Kanganpur	PK	74.12286
04/21/2021, 00:00:00	average	36.24624	Fujioka	JP	139.07204
17 Dec 2020	average	39.22493	Patnos	TR	42.85693
2018/08/25	accep	22.37066	Tsuen Wan	HK	114.10479
22 Apr 2022	good	16.0438	Manaoag	PH	120.4861
2014-07-16	building	41.24255	Norwalk	US	-82.61573
03/06/2014, 00:00:00	excellent	33.7207	Indio	US	-116.21677
2015/04/12	excellent	4.02219	Teluk Intan	MY	101.02083
2013-08-29	accep	-19.65	Antanifotsy	MG	47.31667
05 Dec 2016	average	38.10558	Caravaca	ES	-1.86343
02/08/2013, 00:00:00	average	27.85	Xiangtan	CN	112.9
2022/06/12	maintenance	23.49668	Adra	IN	86.68363
07/01/2021, 00:00:00	good	37.08819	Albufeira	PT	-8.2503
2015-04-24	good	51.4781	Kuvandyk	RU	57.3552
12/09/2017, 00:00:00	good	33.95015	South Whittier	US	-118.03917
13 Jun 2018	building	55.25	Ukmerge	LT	24.75
03/04/2015, 00:00:00	building	38.37255	Aksaray	TR	34.02537
2017-03-05	excellent	32.5007	Longview	US	-94.74049
21 Oct 2012	building	44.22639	Negotin	RS	22.53083
2017-08-11	excellent	38.10558	Caravaca	ES	-1.86343
2021-07-13	accep	53.7446	Kingston upon Hull	GB	-0.33525
26 Dec 2017	good	33.03699	Encinitas	US	-117.29198
07/12/2016, 00:00:00	good	36.61033	Murray	US	-88.31476
2019/12/23	maintenance	37.49073	Baza	ES	-2.77259
17 Feb 2020	average	22.75218	Kheda	IN	72.68533
16 Aug 2018	average	34.25	Iwade	JP	135.31667
12/31/2015, 00:00:00	excellent	54.52156	Schleswig	DE	9.5586
2022/01/04	excellent	21.53889	Gariadhar	IN	71.57737
2022/06/19	accep	46.67535	Lons-le-Saunier	FR	5.55575
2020-01-21	good	40.2737	Harrisburg	US	-76.88442
2014-05-18	average	-4.83	Mwandiga	TZ	29.65806
2016-07-01	good	41.1053	Custoias	PT	-7.32097
06/08/2013, 00:00:00	average	34.77453	Ada	US	-96.67834
2012-10-13	average	35.21222	Ksar Chellala	DZ	2.31889
2012/11/25	average	65.84811	Tornio	FI	24.14662
02 Sep 2017	accep	22.10194	Barbil	IN	85.37752
2017-08-20	average	48.46458	Pfullingen	DE	9.22796
03/13/2018, 00:00:00	excellent	40.94065	Dumont	US	-73.99681
07/04/2019, 00:00:00	maintenance	-54.8	Ushuaia	AR	-68.3
23 Dec 2013	average	7.57944	New Yekepa	LR	-8.53778
29 May 2014	average	-22.57306	Artur Nogueira	BR	-47.1725
05/14/2016, 00:00:00	maintenance	3.27833	Kitgum	UG	32.88667
05 Oct 2021	maintenance	41.92361	Bogovinje	MK	20.91361
03/03/2018, 00:00:00	good	33.42585	Oulmes	MA	-6.00137
2013/06/19	average	56.85836	Tver	RU	35.90057
2013/05/12	excellent	6.84019	Dehiwala-Mount Lavinia	LK	79.87116
2013-10-21	maintenance	51.65	Barnet	GB	-0.2
2017-03-27	accep	58.7002	Kachkanar	RU	59.4839
2019/08/26	average	7.83389	Villa del Rosario	CO	-72.47417
2015-06-27	accep	17.30858	Kyaikto	MM	97.01124
26 Jul 2020	building	-20.25333	Itabirito	BR	-43.80139
2017-04-23	accep	48.77644	Sceaux	FR	2.29026
11 Jun 2013	good	50.75932	Lutsk	UA	25.34244
2016/03/08	building	41.85059	Westchester	US	-87.882
08 Nov 2017	accep	-21.42917	Alfenas	BR	-45.94722
12/03/2012, 00:00:00	good	37.08819	Albufeira	PT	-8.2503
2018-11-16	good	29.69221	Hasilpur	PK	72.54566
2015-10-27	maintenance	26.67319	Juhaynah	EG	31.4976
2014/12/06	good	-0.71667	Soure	BR	-48.52333
08/12/2019, 00:00:00	maintenance	53.83333	Poulton-le-Fylde	GB	-2.98333
2018/06/01	excellent	10.13361	Maasin	PH	124.84472
03 Apr 2021	maintenance	46.08333	Ulanhot	CN	122.08333
2020-04-16	excellent	43.50891	Split	HR	16.43915
2019/02/24	good	48.86667	Marly-le-Roi	FR	2.08333
2018/06/23	excellent	52.2	Kirchlengern	DE	8.63333
2013/10/18	good	20.21322	Salvatierra	MX	-100.88023
2014-02-03	accep	42	Saraj	MK	21.32778
2014-11-10	excellent	-21.41222	Miracema	BR	-42.19667
2015/09/14	average	51.65333	Vught	NL	5.2875
09/28/2012, 00:00:00	good	7.6	Olupona	NG	4.18333
2017-12-26	excellent	19.30157	Bhayandar	IN	72.85107
2022/09/22	average	52.61131	Hermsdorf	DE	13.31783
10/08/2019, 00:00:00	average	53.14657	Nikolayevsk-on-Amure	RU	140.72287
2018/12/16	good	10.20898	Naga	PH	123.758
01/12/2017, 00:00:00	excellent	48.21644	Albstadt	DE	9.02596
2014-01-24	average	37.58105	Serinhisar	TR	29.26639
2019/11/20	building	19.32889	San Lorenzo Acopilco	MX	-99.32556
08 Sep 2016	building	26.32293	Barpeta	IN	91.00632
2016/08/20	average	32.9156	Mira Mesa	US	-117.14392
2013-06-21	average	26.91756	Punta Gorda Isles	US	-82.07842
2012/11/28	accep	16.0438	Manaoag	PH	120.4861
12/04/2014, 00:00:00	maintenance	54.52156	Schleswig	DE	9.5586
14 Jan 2014	accep	31.12406	Copperas Cove	US	-97.90308
09 Jun 2013	excellent	52.31333	Oldenzaal	NL	6.92917
2022-06-27	excellent	51.30001	Oschatz	DE	13.10984
12/01/2020, 00:00:00	maintenance	-26.93366	Standerton	ZA	29.24152
21 Nov 2013	excellent	7.06273	Mampong	GH	-1.4001
09/30/2016, 00:00:00	average	-8.05389	Recife	BR	-34.88111
2018-02-15	excellent	-4.5833	Kasangulu	CD	15.16554
2015/12/10	maintenance	54.52156	Schleswig	DE	9.5586
12 Jan 2021	maintenance	52.86147	Walsrode	DE	9.5926
11 Oct 2020	building	34.63915	Lompoc	US	-120.45794
2020/06/03	average	12.37169	Masbate	PH	123.62494
10 Feb 2018	building	36.64852	Nowshahr	IR	51.49621
2017/03/22	average	40.64621	Kensington	US	-73.97069
20 Aug 2016	excellent	64.5635	Severodvinsk	RU	39.8302
20 Nov 2018	average	-38.65333	Gisborne	NZ	178.00417
2019/05/23	accep	4.94273	Carnot	CF	15.87735
04/15/2015, 00:00:00	good	43.67681	Arles	FR	4.63031
25 Dec 2019	excellent	43.91452	Brunswick	US	-69.96533
05/26/2013, 00:00:00	accep	38.37255	Aksaray	TR	34.02537
2021-09-18	excellent	25.80565	Bhit Shah	PK	68.49143
10/29/2014, 00:00:00	accep	41.9001	Taunton	US	-71.08977
28 Jun 2016	average	15.72892	Burgos	PH	120.57224
2015/04/26	excellent	42.52787	Peabody	US	-70.92866
2017/10/25	good	40.60538	Far Rockaway	US	-73.75513
2016/09/02	accep	40.63316	Port Richmond	US	-74.13653
2013-07-11	building	11.85	Debre Tabor	ET	38.01667
2013-10-31	maintenance	19.8173	Teziutlan	MX	-97.35992
2015-06-21	excellent	-25.54073	Maryborough	AU	152.70493
09/02/2021, 00:00:00	good	55.25	Ukmerge	LT	24.75
06/02/2015, 00:00:00	average	53.30972	Novosilikatnyy	RU	83.62389
01/22/2015, 00:00:00	maintenance	45.53929	Troutdale	US	-122.38731
2020-01-08	accep	54.90083	Stupino	RU	38.07083
2021/09/08	good	53.53395	Zhukovka	RU	33.72798
29 Jun 2017	good	-32.45242	La Ligua	CL	-71.23106
2018/06/27	average	33.41012	Greenville	US	-91.06177
2019-07-20	accep	-22.97056	Valinhos	BR	-46.99583
15 Jul 2019	accep	45.35	Shuangcheng	CN	126.28333
25 Jul 2013	excellent	32.42067	Carlsbad	US	-104.22884
10/03/2013, 00:00:00	accep	52.31333	Oldenzaal	NL	6.92917
2018-02-01	excellent	38.70734	Fort Washington	US	-77.02303
08/04/2021, 00:00:00	excellent	18.00747	New Kingston	JM	-76.78319
11/18/2018, 00:00:00	good	39.00622	Sterling	US	-77.4286
2014-07-01	excellent	52.61131	Hermsdorf	DE	13.31783
22 Feb 2017	maintenance	38.45598	Astara	AZ	48.87498
11/06/2012, 00:00:00	excellent	-21.44345	Tupiza	BO	-65.71875
2017-04-06	average	15.46063	Thap Than	TH	99.89166
12 Jul 2015	maintenance	48.77644	Sceaux	FR	2.29026
2017/10/24	average	27.92333	Pucheng	CN	118.53333
2018-11-28	average	41.85059	Westchester	US	-87.882
08 Sep 2016	building	36.33011	Annaka	JP	138.89585
04/22/2015, 00:00:00	accep	40.58654	Redding	US	-122.39168
10/18/2020, 00:00:00	excellent	16.0438	Manaoag	PH	120.4861
19 Oct 2016	excellent	37.56667	Inawashiro	JP	140.11667
2013-08-07	accep	30.35028	Jingzhou	CN	112.19028
23 Oct 2016	average	26.2649	Jais	IN	81.54855
2017-04-05	good	53.95278	Roslavl’	RU	32.86389
10/07/2018, 00:00:00	accep	-34.64966	Barracas	AR	-58.38341
08 May 2015	excellent	35.50056	Pingyi	CN	117.63083
04 Jun 2017	average	-5.41667	Chanika	TZ	38.01667
2017-08-06	building	25.87972	Heroica Matamoros	MX	-97.50417
05 Jun 2013	good	51.40148	Newbury	GB	-1.32471
26 Feb 2016	average	18.20854	Santa Cruz de Barahona	DO	-71.10077
22 Jul 2018	average	-22.57306	Artur Nogueira	BR	-47.1725
27 Dec 2012	accep	50.64336	Bad Honnef	DE	7.2278
2018-07-03	excellent	36.24624	Fujioka	JP	139.07204
06/01/2022, 00:00:00	excellent	48.78232	Stuttgart	DE	9.17702
2015-05-17	maintenance	37.31309	Mardin	TR	40.74357
2014-07-02	building	41.91738	Palafrugell	ES	3.1631
2015/10/10	good	51.14942	Zgorzelec	PL	15.00835
2019-05-23	excellent	38.91817	Front Royal	US	-78.19444
04/14/2020, 00:00:00	accep	33.78333	Wacheng	CN	114.51667
10/24/2021, 00:00:00	excellent	38.70734	Fort Washington	US	-77.02303
2014-12-17	good	3.8801	Buenaventura	CO	-77.03116
2020-12-27	good	35.21222	Ksar Chellala	DZ	2.31889
27 Jan 2018	average	33.92946	Beaumont	US	-116.97725
2020/01/03	excellent	38.72706	Carnaxide	PT	-9.24671
2013/05/29	maintenance	6.03333	Arba Minch	ET	37.55
04/04/2017, 00:00:00	average	37.35813	San Juan de Aznalfarache	ES	-6.03731
10/05/2015, 00:00:00	building	41.77583	Hakodate	JP	140.73667
24 Jun 2015	average	33.7207	Indio	US	-116.21677
09 Mar 2018	accep	39.72943	Aurora	US	-104.83192
2014/02/04	good	1.6	Ulu Tiram	MY	103.81667
11/11/2015, 00:00:00	good	55.75556	Ozersk	RU	60.70278
2021-09-08	good	48.98333	Mitry-Mory	FR	2.61667
11/18/2012, 00:00:00	good	30.35028	Jingzhou	CN	112.19028
12 Aug 2021	accep	43.1122	Perugia	IT	12.38878
10 Oct 2014	good	51.42708	Lower Earley	GB	-0.91979
2022-01-17	average	45.73333	Bron	FR	4.91667
2013-02-06	maintenance	45.69558	Saint-Genis-Laval	FR	4.7934
2015-04-12	good	13.48082	Somoto	NI	-86.58208
2017/05/17	accep	32.44874	Abilene	US	-99.73314
12 Oct 2019	excellent	44.35056	Nayoro	JP	142.45778
2013-11-06	accep	40.67705	Cypress Hills	US	-73.89125
2014/06/28	excellent	24.28859	Meizhou	CN	116.11768
2018/01/07	good	8.79577	San Carlos	CO	-75.69947
2020/08/01	average	36.76639	Boumerdas	DZ	3.47717
2013-07-30	good	8.43333	Nakhon Si Thammarat	TH	99.96667
12/03/2021, 00:00:00	excellent	52.4089	Dobrush	BY	31.3237
10/02/2019, 00:00:00	excellent	43.83125	Cavaillon	FR	5.03586
2015-03-30	building	14.62578	Antipolo	PH	121.12251
03/10/2021, 00:00:00	excellent	51.82721	Ulan-Ude	RU	107.60627
2015-07-28	average	53.19146	Winsford	GB	-2.52398
2018/06/01	good	50.75767	Lymington	GB	-1.5443
2021/02/26	excellent	50.5107	Strzelce Opolskie	PL	18.30056
2017-10-17	excellent	22.88783	Jashpurnagar	IN	84.13864
2012/11/25	maintenance	45.75279	Boli	CN	130.57211
12 May 2020	accep	37.05944	Gaziantep	TR	37.3825
04/05/2018, 00:00:00	excellent	45.47885	Lesozavodsk	RU	133.42825
2018-09-11	good	32.9156	Mira Mesa	US	-117.14392
2021-05-08	average	11.93381	Puducherry	IN	79.82979
2014-02-21	average	-5.41667	Chanika	TZ	38.01667
2022/05/06	good	58.7002	Kachkanar	RU	59.4839
2015-01-06	average	53.38333	Gainsborough	GB	-0.76667
01/30/2021, 00:00:00	average	28.90054	Deltona	US	-81.26367
2014/01/11	accep	31.12406	Copperas Cove	US	-97.90308
2016/10/09	accep	27.9247	Chharra	IN	78.40102
16 Jan 2016	acceptable	23.9028	Kushtia	BD	89.11943
2020-05-03	average	40.56754	Pekin	US	-89.64066
01/14/2014, 00:00:00	building	15.79408	Yasothon	TH	104.1451
2020-09-29	accep	-1.26753	Balikpapan	ID	116.82887
2014-05-18	excellent	48.8222	Le Chesnay	FR	2.12213
09 May 2017	accep	45.53069	Gorgonzola	IT	9.40531
2018-12-09	average	50.18545	Shepetivka	UA	27.06365
2015-03-05	excellent	42.64685	Villaquilambre	ES	-5.55835
04 Nov 2018	maintenance	53.69786	Leyland	GB	-2.68758
06/18/2015, 00:00:00	accep	48.98994	Herblay	FR	2.1699
09/29/2015, 00:00:00	maintenance	50.72043	Rudolstadt	DE	11.34046
03/29/2018, 00:00:00	excellent	38.13708	Silvan	TR	41.00817
04/18/2021, 00:00:00	average	11.86064	Gaya	NG	9.0027
2012-12-12	excellent	52.09	Zeist	NL	5.23333
20 Feb 2016	maintenance	36.91023	Watsonville	US	-121.75689
21 Mar 2018	good	53.83333	Poulton-le-Fylde	GB	-2.98333
2016-06-22	good	55.25	Ukmerge	LT	24.75
2016/11/01	average	49.03685	Bretten	DE	8.70745
03 Aug 2022	average	14.93333	Chichicastenango	GT	-91.11667
2013-11-06	accep	37.16911	El Alia	TN	10.03478
2013/06/11	excellent	30.35028	Jingzhou	CN	112.19028
12/13/2016, 00:00:00	excellent	55.75556	Ozersk	RU	60.70278
04 Nov 2019	excellent	35.61452	Jackson	US	-88.81395
22 Jun 2013	average	6.46838	Socorro	CO	-73.26022
11 Oct 2013	maintenance	25.13915	Sheoganj	IN	73.06784
2022/08/28	maintenance	4.73245	Madrid	CO	-74.26419
28 Jan 2022	average	51.20219	Radevormwald	DE	7.36027
2015-11-25	excellent	24.05979	Leteri	IN	77.40858
2016/09/03	excellent	25.87972	Heroica Matamoros	MX	-97.50417
31 Mar 2019	average	0.46005	Busia	KE	34.11169
2019-08-10	average	43.54072	Nampa	US	-116.56346
09/19/2013, 00:00:00	average	16.455	La Trinidad	PH	120.5875
2021/04/26	accep	40.11583	Jizzax	UZ	67.84222
05 May 2019	good	6.46838	Socorro	CO	-73.26022
01 Aug 2021	building	37.58105	Serinhisar	TR	29.26639
2017-08-07	accep	53.19146	Winsford	GB	-2.52398
2021/01/29	accep	-22.97056	Valinhos	BR	-46.99583
2022-06-26	maintenance	53.69786	Leyland	GB	-2.68758
2020/08/28	accep	10.15031	El Copey	CO	-73.9614
2014-12-21	accep	15.73628	Gajendragarh	IN	75.96976
2019/12/02	good	51.08468	Burscheid	DE	7.11393
2019/01/06	excellent	14.37395	Bang Ban	TH	100.48528
12/03/2018, 00:00:00	accep	39.33427	Middle River	US	-76.43941
09/14/2021, 00:00:00	excellent	43.62558	Falconara Marittima	IT	13.39954
2020/10/13	maintenance	43.91452	Brunswick	US	-69.96533
27 Jul 2014	average	44.43579	Sector 6	RO	26.01649
02/06/2020, 00:00:00	average	0.49113	Beni	CD	29.47306
29 Oct 2014	accep	3.51667	Mbalmayo	CM	11.5
11/04/2016, 00:00:00	building	-8.43333	Muncar	ID	114.33333
2014/07/11	building	9.91861	Tinaquillo	VE	-68.30472
