SO2	PM2.5	Pb	C2H3NO5	NH3	CH4	PRES	NOx	longitude	latitude	CFCs	CO	H2CO	PAHs	warning	O3	PM10	TEMP
6.46942	5.59496	59.31227	0.26219	9.33415	7.22129	1162.14599	8.17172	-77.43532	20.14298	62.98365	5.32662	45.28412	4.93753	1.00000	9.14567	6.92576	21.06221
6.82551	7.19202	72.45185	0.74431	8.89344	6.43483	1172.61084	7.10612	-111.99633	40.65995	72.49273	7.50843	86.02394	5.24268	1.00000	7.68795	8.78329	-10.71077
6.75664	6.86323	60.59739	0.66474	5.84851	7.18304	1078.02190	7.42636	-94.74049	32.5007	50.80832	9.81063	79.44181	8.23769	1.00000	6.51611	8.68000	17.11938
8.06706	5.89618	81.48671	0.17039	6.03881	7.21094	1056.29910	6.36787	-0.76773	38.38479	62.55566	6.43317	54.45397	8.62716	0.00000	7.69009	5.88515	7.12592
5.43618	4.01843	63.38770	0.10319	8.88411	5.52287	1199.74035	9.34340	-97.35992	19.8173	61.48570	3.93325	65.48868	5.35548	1.00000	7.48228	4.47758	7.49199
7.31214	6.96838	61.44544	1.26837	6.07465	8.09619	1125.36684	7.31089	5.22778	51.955	55.57937	11.41849	51.15918	7.76955	1.00000	7.46022	9.48610	32.48068
7.22490	8.65300	55.55380	0.17813	5.69347	8.47416	1056.50067	5.53015	151.07986	-33.88096	46.39749	7.62315	39.46361	6.84441	0.00000	6.04550	3.80747	20.74173
6.10264	8.70828	70.54700	0.94475	6.37416	7.60652	1161.56914	12.07948	139.55028	35.30889	31.07626	6.78738	57.13431	8.32512	0.00000	7.58595	9.17287	10.37564
8.90084	8.58671	29.23806	0.37238	5.00176	8.07481	1146.04256	4.40255	-2.01111	52.66277	40.87603	5.61988	70.33553	7.50044	0.00000	5.25396	7.43846	13.64686
7.26392	6.99164	44.66850	0.16737	6.49420	5.79196	1136.08248	6.62804	20.91361	41.92361	32.70247	6.79500	57.60499	7.93783	0.00000	7.25437	4.93212	6.68048
8.98979	8.10043	64.51627	0.42656	6.48251	7.05325	1127.94951	6.31917	38.2739	46.7055	66.99690	4.73681	49.17902	12.78532	0.00000	5.93086	7.90283	17.81393
7.83027	9.44871	92.77041	0.34177	4.60079	6.81327	1167.86164	7.45391	-71.10077	18.20854	68.41463	5.98416	44.87935	7.16168	0.00000	7.47926	7.80488	-7.86769
6.28467	6.54865	78.80901	0.34679	7.89921	6.98544	1058.01478	7.09146	-46.99583	-22.97056	46.55902	9.71339	55.24024	7.16287	1.00000	8.67731	7.67168	15.07240
7.95995	2.89142	57.22672	0.34954	4.93388	6.21161	1190.81657	7.88131	-0.18333	38.96667	43.47387	3.95913	46.67618	7.18856	0.00000	6.32790	7.90411	29.09041
5.99175	7.09426	48.59185	4.26164	4.53081	8.69697	1115.76343	9.11614	-119.0376	34.21639	66.50824	6.90710	55.22372	6.45796	0.00000	7.71700	10.76782	21.39421
7.42259	8.07489	65.18179	0.09486	5.28436	7.04427	1140.31402	6.15043	-82.07842	26.91756	26.59351	8.08610	61.73539	6.55821	0.00000	8.01641	4.81211	19.76411
7.99063	3.76026	65.50820	0.15162	10.24685	9.01654	1111.66953	9.01914	69.67639	41.29444	49.97183	3.12525	56.53461	6.62932	1.00000	7.43625	4.97713	13.07022
7.05799	4.54625	59.00896	0.59457	7.08595	7.06128	1136.25165	9.16378	152.70493	-25.54073	54.92273	7.24177	70.98288	9.20198	1.00000	7.82967	8.60741	39.45239
8.80175	5.70615	25.65119	0.28253	5.55286	6.92434	1115.01306	10.69014	-42.29444	-4.24444	43.59271	5.56638	50.10476	9.46310	1.00000	4.46155	7.29935	21.57064
7.35238	8.82094	53.89310	0.22466	6.92104	8.41426	1066.38004	6.61676	-1.4001	7.06273	60.63210	4.99409	58.99957	8.70394	0.00000	7.84560	6.39711	29.47999
7.85621	8.81613	60.47272	0.30998	5.97802	8.02511	1167.03163	7.17926	14.34085	40.87363	45.14002	6.16879	69.68090	7.59580	0.00000	6.39620	7.67812	21.97837
7.39426	10.14360	33.63042	1.26025	5.36295	6.65160	1091.25227	10.85516	114.51667	33.78333	43.48221	8.85230	57.49556	6.05370	0.00000	5.10727	9.44160	21.66142
7.53347	7.84332	57.71753	0.38731	9.05128	6.35624	1050.73564	7.84168	17.10558	61.72744	32.65106	4.95029	53.74433	4.06444	1.00000	7.51286	7.59724	29.30991
7.46620	6.09590	57.73471	0.29104	6.41512	6.60071	1065.16225	9.28499	6.26667	51.21667	55.84655	6.31773	37.44473	8.73436	1.00000	6.65672	2.87692	20.14872
4.96706	7.98148	75.92048	0.42763	9.50859	7.08384	1163.71510	7.39492	7.973	51.168	59.62409	6.73402	58.20020	8.82238	1.00000		8.15356	12.93321
7.67331	6.36644	65.89974	0.23608	7.90732	6.36981	1054.96188	8.54770	4.18333	7.6	46.23853	6.99450	40.67270	6.01274	1.00000	6.35195	5.70826	-2.78633
6.70217	6.33624	67.20468	0.48937	6.97668	6.23043	1129.75705	9.11339	78.55757	17.34769	67.92222	6.53898	50.19029	7.94485	1.00000	5.57258	8.31102	16.92738
8.83523	3.46165	23.58737	0.25607	10.76684	5.90254	1129.29389	8.38163	-2.52398	53.19146	21.71257	4.15479	55.63957	3.61620	1.00000	6.27933	7.68365	21.12537
5.05457	7.07374	65.97840	0.55244	5.53432	5.59095	1197.68165	8.01519	146.05093	-34.28853	55.73513	9.51152	42.70154	7.92307	1.00000	6.29792	8.35640	12.66951
5.43205	4.03263	31.98432	0.35799	5.98977	7.59525	1128.23403	8.16417	139.07204	36.24624	64.37683	4.48342	54.81610		0.00000	5.91193	7.93969	24.52037
6.28976	4.06750	62.98137	0.21976	3.55437	7.29188	1122.67702	7.38278	2.18967	48.8765	40.96864	4.74131	59.98141	5.56055	0.00000	8.41636	5.68355	31.35017
7.94805	6.65474	70.87217	1.02735	6.75305	7.97158	1118.31305	7.60083	8.73812	41.91886	54.84151	11.23822	51.93777	9.76990	1.00000	8.35200	9.25640	19.44870
7.40598	6.09034	37.59341	0.94044	5.84350	6.95087	1110.60389	8.04897	-3.05	53.81667	44.54929	6.33573	56.93977	8.05231	1.00000	7.52051	9.07571	16.29767
5.32456	9.71039	49.04550	0.19054	6.89428	7.07525	1120.66333	7.57050	88.58	23.18	42.77504	4.42891	67.68667	10.11611	0.00000	7.85358	6.31208	10.89039
7.04129	9.25768	69.74766	2.43439	2.76749	8.63488	1131.85055	7.72503	-0.18333	38.96667	55.01836	7.82962	61.62461	6.75656	1.00000	8.28540	10.14638	26.95919
7.14067	5.18359	72.97975	1.16637	6.06307	6.98037	1052.98838	8.18111	-53.13722	-22.92306	57.01344	8.49984	67.73775	9.68455	1.00000	6.45062	9.30785	27.40373
7.27586	9.25574	69.89414	0.36750	5.46609	5.27442	1053.21132	10.43114	-111.99633	40.65995	48.30845	5.73973	35.39201	8.46631	0.00000	6.84480	7.79506	4.43010
6.02087	4.33524	62.63571	0.17972	9.80438	7.32564	1060.79498	9.10174	32.86389	53.95278	46.15096	3.43271	51.04517	3.99267	1.00000	7.41209	5.13515	12.73431
8.68983	7.96973	55.68838	1.55150	5.41947	6.73009	1132.36677	9.56814	139.55028	35.30889	56.28818	6.08793	38.79435	9.50776	0.00000	7.27467	9.70325	19.99085
7.51941	6.10061	53.77807	23.24449	7.14433	7.63446	1125.66371	4.87162	-41.45861	-4.42472	47.86496	8.56772	35.35565	11.66497	1.00000	7.09950	12.49438	20.59111
9.12286	8.50931	47.82129	1.66749	5.79366	7.02833	1137.36352	10.28005	120.74792	41.09822	60.93377	7.21122	45.24926	7.65242	0.00000	8.36133	9.79240	15.00016
6.37035	6.43032	50.27064	0.55756	5.84255	7.04957	1139.05436	7.58638	-6.03731	37.35813	47.65690	8.77467	45.45232	6.82487	1.00000	6.42429	8.69257	26.62549
6.69862	5.90595	56.16837	0.23958	7.76330	7.32822	1174.46637	8.56297	-116.97725	33.92946	58.07207	5.41494	45.99934	4.98031	1.00000	9.13405	5.95140	0.89520
6.81413	8.55202	37.28870	0.22334	8.72327	9.01244	1157.19408	8.47629	7.02238	52.21099	39.62504	4.78184	61.30338	2.74983	1.00000	5.69845	6.98583	4.30329
6.72505	6.92625	56.58064	0.16178	9.19864	7.65406	1156.26365	5.40414	129.96972	33.4425	51.03082	5.15608	77.77029	10.00847	0.00000	6.98067	7.14779	7.09407
7.18582	5.64013	49.94373	0.23914	8.50642	6.23060	1153.87569	8.46520	13.31783	52.61131	49.91060	5.73817	54.97589	7.24478	1.00000	7.80910	6.09328	19.63796
7.80987	7.79002	45.47085	0.41437	10.51334	5.24090	1178.35088	7.79713	99.89166	15.46063	43.31079	5.30731	36.05215	3.36155	1.00000	6.81808	7.67671	2.73124
6.83565	10.53685	51.53821	0.21230	5.13034	5.57912	1090.47038	7.50500	-2.68333	43.31667	61.50601	5.84509	64.50896	8.55605	0.00000	7.29990	6.39762	10.67164
6.28078	5.95334	41.45654	0.96633	5.85218	5.42284	1086.20577	8.00199	2.1699	48.98994	53.26846	6.63947	63.17547	8.17899	1.00000	8.26238	9.21125	27.97818
7.29998	5.61900	38.00925	0.12618	8.82519	8.13863	1190.66211	8.63112	-1.47217	53.46506	45.90946	5.59706	53.16565	7.05304	1.00000	7.40929	5.32695	2.31364
7.62833	6.13497	68.24778	0.33305	5.26885	6.98279	1056.22843	9.87511	-2.98884	43.32686	33.98154	7.85774	45.13427	8.09348	1.00000	6.83521	7.49622	4.07875
6.04969	3.04710	31.95907	0.81874	5.63353	7.79268	1130.40577	6.98554	13.39954	43.62558	74.02053	9.96435	59.64502	9.44308	1.00000	7.21132	8.94574	1.87392
7.09270	4.43176	43.90040	0.28808	9.62961	7.98110	1193.45105	8.92053	18.30056	50.5107	62.19625	4.92697	50.57013	6.50753	1.00000	6.18302	6.36825	15.97708
6.95919	6.18962	50.32082	0.19233	6.22605	7.32800	1065.55141	7.27125	-13.2356	8.48714	57.06165	6.31727	51.74956	7.65200	0.00000	7.68751	5.76111	33.77061
6.44151	4.31074	68.37906	0.27758	5.63544	8.37285	1073.64249	10.88823	128.9889	37.1759	41.14437	5.43285	53.70880	6.63255	1.00000	7.82297	7.06784	-2.19675
8.15752	5.60288	49.45308	0.08116	7.38656	7.33329	1132.74556	8.57577	40.74357	37.31309	28.32502	8.97867	39.83029	7.35612	1.00000	6.46729	5.61149	20.76877
6.99009	7.89586	53.33516	0.16823	6.06086	8.37665	1085.29689	4.35930	130.57211	45.75279	38.77818	6.36175	50.73348	8.58020	0.00000	8.24330	4.66397	26.42558
8.23021	6.64927	39.98360	0.12307	4.44901	8.52971	1091.41008	4.19628	146.05093	-34.28853	46.31549	7.63550	39.52934	9.23696	0.00000	8.49805	3.83635	19.29209
7.30022	5.44941	56.72103	0.15995	8.57714	6.09523	1122.68161	8.91313	12.53463	55.67938	25.22239	5.13538	60.29190	4.64253	1.00000	7.13764	5.89324	12.86894
5.49793	8.44504	28.14335	0.12514	8.45638	8.42471	1097.73010	8.34214	19.27498	50.20528	31.64083	6.81336	66.83742	3.98687	1.00000	5.64831	7.12252	23.56133
7.49416	5.95329	39.49377	0.14704	8.24498	7.47605	1111.78034	9.23157	7.2278	50.64336	67.31981	2.75446	52.72793	4.86595	1.00000	7.27335	3.95586	26.58632
5.69206	5.82738	64.93047	3.90914	5.16744	7.91121	1186.71613	8.68475	5.74861	52.71083	75.30759	4.39515	41.55919	11.69443	0.00000	7.50678	10.67334	12.64729
8.98212	8.57244	57.95505	1.23697	8.34852	8.76671	1117.18026	6.72568	-1.32471	51.40148	41.95230	8.51033	47.54101	5.69883	1.00000	7.21101	9.47597	26.07522
8.79937	7.55990	53.19077	0.94273	5.37042	6.97885	1079.08450	7.07047	86.59509	26.11527	27.68541	9.27215	59.60092	8.13439	1.00000	6.66012	9.13241	-0.29295
6.78612	7.88965	60.88551	0.24257	4.12958	8.13825	1064.97997	8.53026	111.73861	35.20889	60.30949	8.31979	56.61296	4.02712	1.00000	7.93513	7.18606	13.28512
7.04923	7.78266	38.97665	0.14070	8.08625	6.70473	1181.94485		2.2469	48.90472	54.50073	7.45142	37.18341	8.86277	1.00000	7.03577	5.57368	9.22567
7.53547	4.52196	65.04968	0.48018	5.55240	7.42557	1139.15038	8.53666	68.11759	26.9423	53.62927	9.83123	39.26676	9.98770	0.00000	6.86855	8.17201	29.33926
7.24470	4.96992	65.79155	0.22273	5.18062	6.56266	1143.63689	10.02889	-44.31389	-19.7625	48.63511	7.66075	38.65460	7.11288	1.00000	5.90300	6.90153	11.43590
6.87814	7.75935	50.83843	0.56440	6.81140	6.45263	1083.48497	8.57981	25.34244	50.75932	37.05921	5.43117	54.85647	8.50380	0.00000	9.29565	8.54064	15.32138
7.72516	11.28990	54.69032	0.53955	3.50088	7.14745	1186.03056	10.02177	-84.67837	34.06635	57.70875	7.55102	73.58042	6.53596	0.00000	6.09681	8.36433	-0.62063
7.77913	5.47552	72.86750	0.12930	7.23287	9.21599	1094.70994	9.05756	37.55	6.03333	60.76331	7.15886	49.99471	5.98135	1.00000	6.98356	4.22061	21.64470
8.03999	3.82155	57.71665	0.17961	5.45084	5.83872	1070.82199	5.89486	113.69785	-7.73379	29.94089	4.50766	66.33156	9.26531	0.00000	7.41674	6.87866	2.26767
7.94163	4.34509	49.21939	0.10594	9.27898	6.02318	1163.79815	9.72884	-74.13653	40.63316	31.66864	3.07381	71.52014	7.87827	1.00000	8.04632	3.45049	11.31845
6.56080	9.20994	48.29695	0.24972	7.32022	8.40876	1075.17196	7.79682	5.03586	43.83125	75.74410	5.14721	68.57178	10.45078	0.00000	8.04138	6.88809	17.95182
5.83856	6.16762	13.98151	0.14305	9.33838	8.15218	1057.91196	8.81326	135.6	34.61667	38.39820	3.92685	36.54885	4.93055	1.00000	7.18793	5.97220	4.79389
5.61384	6.43944	41.62830	1.04398	7.80786	7.41437	1085.61088	9.17624	-34.88111	-8.05389	57.69712	3.33375	62.95745	5.98142	1.00000	7.49321	9.20914	14.12006
6.15150	6.38859	31.86405	0.11919	6.43260	7.17247	1149.04372	10.08568	-84.23381	33.54428	56.06010	5.55288	62.86930	5.62206	1.00000	6.73657	2.43609	22.18438
7.42295	6.63235	85.21012	0.77099	10.06741	8.87465	1189.52927	7.40520	-0.74934	51.62907	31.75564	6.88468	56.26718	4.66052	1.00000	7.32329	8.87246	8.38590
	6.14718	48.38105	0.22793	7.64249	6.17767	1171.25403	8.91912	15.00835	51.14942	33.47004	4.93040	43.15686	6.55527	1.00000	5.78737	4.54841	12.94564
6.43541	5.17724	66.94490	0.40132	9.35923	6.35997	1050.07955	7.57887	9.72749	48.28259	33.15920	4.54977	67.32935	6.09548	1.00000	7.83136	7.57839	31.55309
7.16895	5.93453	50.74167	0.08645	5.01651	7.78502	1181.41147	5.20856	-115.98391	36.20829	45.44514	6.58859	69.12983	8.78436	0.00000	6.33640	5.04799	7.12974
6.85369	6.80234	37.19724	0.24217	8.00601	6.24468	1176.35035	8.24010	121.12251	14.62578	47.32056	7.42173	66.62766	6.57769	1.00000	6.13671	6.36595	20.72805
7.98784	4.53519	39.91677	0.55982	7.15830	5.19689	1198.11620	6.79400	-1.06667	53.78333	61.21156	5.28048	72.52548	9.94732	0.00000	6.43596	8.59608	17.41594
8.54094	7.53161	68.28924	0.57617	6.86387	5.19411	1126.20313	8.99986	-122.24064	47.80527	44.56365	9.53624	72.16961	9.20650	0.00000	7.98859	8.54425	19.59438
7.76413	5.59340	64.56862	0.15299	5.14754	8.22631	1186.72172	4.90069	-2.98333	53.83333	43.73929	5.13309	70.79724	8.71382	0.00000	7.85450	5.69429	22.87332
8.20708	7.28871	45.03376	0.26656	8.52634	6.73727	1114.53769	7.72185	-1.60452	42.06166	67.72932	6.18827	40.45330	5.01337	0.00000	6.94866	7.04914	8.76684
7.47435	6.61862	58.87955	0.46594	5.29029	6.50193	1158.54876	8.97731	-117.29198	33.03699	57.83693	1.89270	55.69225	6.51613	1.00000	6.38398	8.36090	24.21352
7.79416	6.96712	60.57968	0.11009	4.52264	8.04823	1051.32966	2.33280	-77.02303	38.70734	55.17743	7.29792	26.73101	10.77214	0.00000	6.81494	2.98463	25.93212
5.96483	8.65008	36.71890	0.33956	6.53841	6.63202	1169.03375	6.97681	7.973	51.168	47.75699	12.92988	54.26098	7.43218	1.00000	6.34277	7.48325	11.62974
8.40576	6.27417	51.67376	1.48874	8.19438	6.96444	1070.53171	9.25657	91.00632	26.32293	35.57940	7.51980	48.18007	11.35295	1.00000	6.67702	9.66027	-3.92639
5.92449	4.80346	28.85362	0.16290	4.07853	9.50187	1150.82961	6.67735	-68.30472	9.91861	58.45352	6.12742	70.34978	7.24512	0.00000	7.18764	4.94460	-1.70539
7.61333	8.61725	46.35841	0.43069	5.88843	7.09212	1093.44077	7.30513	-77.96389	39.45621	24.47600	5.08608	60.90710	11.38057	0.00000	9.08048	8.09614	13.87421
7.67085	5.89696	82.89972	1.52022	5.76953	7.58098	1121.89926	6.54527	-77.70066	43.16547	62.17466	8.64595	59.75754	8.49531	1.00000	7.51739	9.62191	24.55546
9.01034	8.01866	53.08241	0.23664	7.78804	8.09744	1154.97380	8.01358	111.50861	32.54278	61.48121	7.33227	31.88039	6.38568	1.00000	7.36679	6.29540	20.18149
7.12029	6.32316	37.19304	0.08650	6.18749	6.64801	1069.09521	5.98313	3.50309	34.15429	71.13283	5.98943	76.48762	8.26556	0.00000	6.44747	5.62520	19.90471
7.01105	5.77191	50.47294	7.43037	7.70434	6.43864	1061.30591	5.55358	76.0586	16.06213	38.17917	10.07012	36.46213	10.19369	1.00000	8.09124	11.34143	9.07895
7.20013	10.03122	76.96711	0.23206	5.46865	6.33520	1150.75783	8.34542	29.47306	0.49113	40.60288	4.84764	50.02552	9.74843	0.00000	6.68887	6.64987	7.76980
7.65505	7.13876	65.60056	0.11052	6.63388	7.39353	1164.08564	9.28356	57.3552	51.4781	26.23012	6.35752	41.09606	4.33125	1.00000	6.78137	4.55355	17.86349
6.18359	9.11111	35.35738	0.32707	7.77039	7.41082	1120.98997	11.16309	12.16179	48.52961	41.54078	5.43697	32.44095	8.15835	0.00000	8.04266	7.73963	14.16082
7.88209	5.45527	62.53759	0.15352	4.95823	7.09982	1086.70200	6.83880	150.60036	-34.88422	33.66106	4.18397	58.79761	5.69908	0.00000	7.20597	5.24533	20.10793
8.06949	6.22969	69.58203	0.32202	7.01780	8.85182	1105.05266	6.19471	120.57224	15.72892	28.97473	6.45673	59.39334	9.17363	0.00000	7.48530	7.71202	17.74053
8.64606	5.52969	58.51964	3.65863	7.28787	7.34294	1062.73707	6.21558	-2.1875	51.26	42.44978	9.92445	54.56009	10.79660	1.00000	6.86800	10.61850	21.38096
8.22112	6.50744	52.82017	0.19970	7.44180	7.13905	1177.77124	8.74395	-8.2503	37.08819	50.18108	6.31549	71.55606	6.80310	1.00000	7.82970	4.65464	24.18021
5.86954	5.19764	72.04931	0.39077	10.59766	9.38034	1123.89209	7.98918	51.3452	53.37596	48.59511	4.49302	61.02502	4.29216	1.00000	6.97563	8.02574	31.32697
	7.40676	60.63626	3.80457	7.34292	9.12700	1078.61603	8.03888	24.43973	0.76755	67.93343	4.14666	66.58513	10.35639	1.00000	6.93002	10.64595	28.48038
6.73747	9.62302	39.10385	0.41231	5.87991	5.74456	1062.36472	9.79538	123.33471	8.56697	48.06080	6.44795	38.63704	8.07090	0.00000	6.27082	8.05910	12.77787
7.43901	6.80516	56.73693	0.21615	5.59224	9.42043	1160.92388	5.76852	130.94098	33.3213	34.83845	7.10812	69.65103	8.10802	0.00000	7.78758	4.98791	15.76112
7.11469	7.41627	4.02422	0.23032	8.40891	7.28857	1135.71159	7.74275	-84.23381	33.54428	41.27964	6.53880	62.63989	8.43519	1.00000	4.82464	6.17143	34.66919
7.79770	7.75305	69.93964	0.74295	5.57953	6.60371	1123.88968	9.20569	42.85693	39.22493	54.06352	7.65981	56.69566	10.50200	1.00000	7.60850	8.87623	9.45007
7.25918	5.60204	36.20869	0.24268	9.87116	7.62324	1143.88195	8.40218	71.57737	21.53889	57.37477	5.25483	53.70190	4.41393	1.00000	6.17047	7.12816	16.86423
7.67329	10.18509	50.25731	0.24522	6.64592	7.53348	1123.86242	9.25891	-94.74049	32.5007	46.25330	5.81935	59.05350	8.18354	0.00000	6.68485	6.40753	13.78393
6.00723	6.26497	62.31598	0.57559	6.38835	8.38264	1176.68932	9.16752	-86.99666	33.45122	65.54028	8.10408	47.88773	9.89508	1.00000	6.06034	8.57465	10.17665
7.47921	5.42129	35.15544	0.29290	6.36358	6.77750	1157.18350	6.18404	74.85849	31.28092	42.21923	4.96146	50.19293	8.47091	0.00000	8.66594	6.94692	-1.53944
6.49653	8.48270	58.77779	0.29807	7.18773	7.04217	1064.45439	9.02081	-69.96533	43.91452	61.45025	5.44132	71.79374	7.54838	0.00000	6.69927	7.38809	23.47956
6.58446	4.40668	68.21390	0.25982	7.89638	7.17139	1057.65425	9.23377	2.59753	8.88649	55.98736	7.32882	40.70763	7.40864	1.00000	6.54010	5.02018	15.65297
5.59212	10.45893	31.90103	0.84110	5.17829	8.46060	1056.31682	12.67298	-2.31938	6.46346	32.53088	7.33797	40.78847	7.40665	0.00000	6.80857	9.03457	26.21818
6.09615	5.34971	61.92902	0.44959	6.96466	8.13847	1133.49981	10.45683	38.16694	54.84444	55.37431	5.85853	46.32019	10.20680	1.00000	5.86355	8.03001	-1.69281
7.85627	9.89610	44.77509	0.50976	5.42235	6.54786	1057.97187	10.91464	117.81667	36.81667	59.00459	6.91604	42.76873	6.53368	0.00000	6.63996	8.38492	27.45473
7.90903	6.35237	35.65408	0.21502	7.87220	7.66969	1198.21693	8.92359	51.67462	32.65246	33.40085	6.25584	56.08132	6.33138	1.00000	8.02782	4.69727	12.49526
7.04951	6.21533	57.92627	0.60174	7.07357	6.25176	1111.03104	6.54667	-2.68758	53.69786	40.77133	4.24824	44.35098	8.69106	0.00000	6.44909	8.38449	-2.20603
8.50263	6.93197	31.56938	0.11856	7.00777	7.60953	1096.28943	4.94381	-47.53028	-22.45667	49.84327	6.67368	42.01005	10.07058	0.00000	6.82857	5.96124	2.94298
7.38050	6.04868	62.42408	0.34549	4.55944	6.95828	1176.77479	8.59867	117.81667	36.81667	54.60838	8.52635	51.92071	7.62702	1.00000	6.80388	7.70384	25.41857
7.33877	5.95033	45.76864	0.12465	8.07707	5.94000	1071.74769	9.66952	15.07041	37.49223	43.29072	4.03918	51.53310	5.78974	1.00000	7.25137	3.80875	21.47836
6.54744	8.20836	53.88230	0.47164	7.59287	7.17929	1129.08225	8.98698	30.96755	49.07866	41.86596	6.26781	27.95711	8.43298	0.00000	8.16767	8.27045	-6.49261
8.11328	7.90905	40.16120	0.31238	9.13762	6.36210	1179.40305	7.30515	-122.39168	40.58654	45.91136	6.34433	36.92148	6.37771	1.00000	7.90565	7.58574	4.90569
7.66843	4.46509	46.18764	1.15421	7.84122	6.16319	1055.84174	8.81143	-97.54667	30.5427	72.44702	4.66714	48.43528	9.24621	1.00000	6.73917	9.31844	25.92894
6.38272	9.43624	57.08749	0.12349	5.92739	8.08584	1085.67557	2.44117	-2.1875	51.26	50.40214	8.02307	52.31169	9.67549	0.00000	6.59058	2.87829	24.93237
8.10741	6.28542	61.39904	0.14825	7.67992	5.82294	1198.13135	8.95118	-60.1831	46.1351	42.71222	4.40630	43.04807	7.45823	1.00000	6.84603	3.98725	13.64069
7.85436	5.13135	85.40064	0.13042	8.09092	6.65942	1159.79048	9.12410	-75.87877	5.6561	38.31191	4.78598	54.14025	3.27185	1.00000	5.44415	5.19316	17.12269
8.85209	5.78367	63.38653	0.24805	6.63177	7.03617	1172.21372	8.05589	2.31889	35.21222	52.34998	8.72407	44.67096	6.23159	1.00000	6.85436	5.86816	7.39001
7.19113	6.54003	47.70517	0.47493	7.70237	7.58270	1152.43083	7.18727	-73.26022	6.46838	53.24164	4.53342	50.31503	11.31696	0.00000	5.79569	8.41235	16.43076
6.89750	5.93412	81.46463	0.50803	7.98023	9.16291	1130.78655	7.68954	72.68533	22.75218	62.13229	8.00081	54.23845	1.96600	1.00000	5.84106	8.42033	2.47063
6.82153	5.67713	55.43158	0.16198	7.05061	7.89915	1136.59793	9.00125	-3.59625	5.27247	36.07380	5.76846	49.86106	5.95563	1.00000	7.33724	5.19440	25.22330
8.07414	6.91070	30.77994	0.25780	7.67722	7.29263	1165.34207	7.88572	7.11393	51.08468	41.34683	9.32347	61.66580	7.81816	1.00000	8.03359	6.90844	7.77481
6.15628	9.50420	46.15877	1.49268	4.05600	7.73782	1159.33135	10.28369	-37.65	-10.91722	30.96018	7.17150	52.88939	6.80060	0.00000	7.81525	9.68113	16.16691
6.47370	5.26764	40.68705	0.16851	9.12304	6.64826	1164.87560	8.66482	29.26639	37.58105	55.82173	5.71095	61.39659	5.70996	1.00000	7.39174	5.33293	9.65314
6.70532	8.83390	61.86274	0.48281	5.60858	8.04812	1131.76704	8.22317	-122.39168	40.58654	50.80451	5.80406	59.40323	8.31552	0.00000	6.33764	8.21205	12.62795
8.33387	9.21233	56.79941	0.50291	4.83587	6.92177	1150.81425	8.43363	14.34085	40.87363	53.62600	5.92211	40.80939	9.08103	0.00000	6.56302	8.51258	32.41864
5.45917	7.06908	55.99276	0.21204	8.79036	6.29448	1064.99575	8.40914	1.33467	43.61058	49.14167	5.75181	55.84418	3.83971	1.00000	7.60258	6.62145	10.46394
7.70726	5.74854	73.51310	0.94594	5.69476	8.27244	1172.66839	7.15845	100.24529	5.4709	53.57456	9.40314	33.08293	8.36057	1.00000	7.54438	9.07273	3.51195
8.37505	6.19419	59.65806	0.37885	6.19073	6.43597	1053.54580	9.73217	38.07083	54.90083	37.90240	9.73004	74.21178	9.14178	1.00000	6.22026	7.85703	28.40220
7.00330	6.17067	17.31055	0.49886	8.70821	6.93160	1177.73780	7.01639	-1.32471	51.40148	39.67959	5.11496	41.20929	8.03046	0.00000	7.21393	8.16269	-10.55600
5.19133	6.46484	62.77644	0.20797	4.76241	8.88189	1074.19235	5.02085	2.1699	48.98994	29.50955	5.84609	66.15127	7.59450	0.00000	5.90779	4.30093	10.28020
7.05209	6.24353	72.55865	1.90330	7.49491	6.88859	1072.68015	8.23824	51.67462	32.65246	31.55903	4.94752	46.36228	9.84914	1.00000	6.56963	9.89486	-2.18584
7.79686	6.28794	59.23049	0.13643	3.60560	7.34911	1188.43497	7.72040	48.87498	38.45598	38.05340	6.25759	49.81324	3.98243	0.00000	6.49676	3.33211	23.28517
8.73068	5.93383	50.90950	0.19627	9.42733	7.00261	1059.11264	9.14432	83.97573	21.46527	45.06454	4.02998	48.05636	2.77273	1.00000	7.17086	6.13865	19.85149
7.50238	6.35257	79.16173	0.71577	7.98069	7.40871	1060.90056	9.91528	150.99292	-33.75881	50.00970	5.89414	61.75381	10.09580	1.00000	7.04858	8.85948	6.61200
7.07692	3.16856	64.67036	0.23372	4.47665	7.80859	1182.20667	6.96213	15.28318	-4.26613	28.04774	5.11157	55.04729	8.15346	0.00000	7.28822	6.53562	30.76541
8.61594	5.41119	79.41117	0.09746	3.87928	7.24307	1053.24105	10.17492	6.92917	52.31333	29.19047	11.49881	30.30347	6.05646	1.00000	8.10499	5.67763	26.54525
6.58793	6.32119	49.88302	0.08272	7.68129	7.17514	1106.27695	9.25397	-93.08883	45.16024	43.58191	6.46011	65.90044	6.78580	1.00000	8.70908	4.12832	30.55590
7.78005	4.62496	67.00690	0.17019	8.69627	6.09163	1198.61258	8.22665	8.91229	49.13645	62.80486	6.60767	63.75044	6.64064	1.00000	6.81066	5.96325	23.92978
5.23265	6.59795	59.74369	1.48467	6.82882	8.39591	1109.95702	9.45044	13.44275	38.07789	40.75460	5.47621	79.31443	8.78556	0.00000	7.92551	9.67165	3.26538
