latitude	PAHs	warning	O3	C2H3NO5	PRES	TEMP	Pb	CFCs	PM2.5	CH4	H2CO	longitude	NOx	PM10	SO2	NH3	CO
41.27194	8.54567	0.00000	7.13980	1.12619	1098.06829	21.72336	75.18334	59.48232	9.96144	7.91505	60.59560	123.17306	6.24673	5.90017	6.36506	8.38929	7.46492
50.88506	7.63078	1.00000	9.49695	42.95316	1051.07766	-3.61634	35.59862	78.22819	7.53056	9.88427	58.42215	4.07601	6.09864	10.40950	7.58418	7.45673	9.51782
-8.28333	7.32358	0.00000	9.03621	1.54204	1193.53954	-7.43456	58.54516	65.04133	9.80609	6.51742	68.14514	-35.03333	7.36002	6.44477	8.23946	9.99755	6.73859
-0.71667	8.44311	1.00000	5.44853	3.27092	1067.42882	5.41274	50.42905	72.32027	5.30889	6.34487	56.37193	-48.52333	7.46804	6.99176	5.10437	6.60606	5.83499
33.45122	5.63275	1.00000	8.06538	8.76749	1069.36500	13.90620	57.80726	68.19607	7.55140	8.48379	55.72585	-86.99666	6.68687	8.49453	7.90518	6.73108	9.32919
-36.9256	8.07508	1.00000	10.23538	10.40774	1070.09488	26.72764	51.68446	72.35306	6.67077	10.73821	36.27354	-73.02841	7.37196	8.80153	7.90858	8.17709	8.33148
40.72586	9.14561	0.00000	7.71571	5.64564	1111.29780	23.36710	53.75351	69.06777	5.62928	5.46533	56.74292	8.55552	6.99281	8.15281	6.36587	8.84412	6.04117
42.52787	5.59260	1.00000	8.82595	4.85346	1166.12891	7.73506	50.24483	74.62728	6.26844	9.31213	59.94887	-70.92866	9.50976	7.66899	9.39199	6.75735	8.09976
-26.22861	4.95526	1.00000	8.69642	3.64890	1159.89449	5.45999	49.95252	78.94321	6.91684	8.12996	52.90273	-52.67056	5.20756	7.60609	6.96902	7.10540	8.33813
37.1759	7.81484	0.00000	7.94509	2.68408	1068.93264	14.86829	68.16064	88.53026	10.33019	6.77651	68.78293	128.9889	8.54902	7.36290	10.34480	7.51844	6.06172
48.07667	5.58406	1.00000	10.96348	11.95920	1185.24824	20.01403	49.56099	81.73197	3.19741	9.70264	52.85675	8.64409	7.50200	9.08818	7.46499	8.50065	3.76144
34.61667	6.04533	1.00000	11.80451	5.35832	1185.92352	21.51423	41.29026	79.53574	5.16789	9.94788	59.49772	135.6	6.18193	7.85515	6.47080	8.27513	6.20032
33.86419	8.94114	1.00000	4.35890	7.43994	1157.24744	21.52047	72.95216	73.23212	5.72059	5.68738	45.60403	48.26258	7.08001	8.28455	5.22438	7.47933	7.28876
21.59983	9.87844	0.00000	9.38096	6.51629	1112.24352	2.73686	56.08818	69.36493	7.56572	4.13144	63.94600	71.21169	7.80345	8.45033	8.91814	6.90486	4.17928
33.03699	9.35987	0.00000	4.76421	2.52970	1071.31236	-1.74748	57.42518	83.75723	7.21794	8.30795	50.86767	-117.29198	7.83069	6.50291	5.21533	7.32278	8.54102
31.84568	9.06255	0.00000	6.47004	3.16075	1185.08747	27.55009	62.65839	69.33853	10.29477	8.61997	57.73220	-102.36764	6.10334	7.37024	3.60882	7.61236	9.20888
58.04254	6.20301	1.00000	9.78546	4.78700	1162.06442	21.68796	43.79233	72.60864	6.78514	9.10635	54.56714	65.27258	6.56776	8.00739	6.76714	7.45510	8.15065
13.8196	6.17497	1.00000	7.77482	4.87918	1126.25708	6.93489	54.14214	78.70964	6.43749	8.51581	54.31311	100.04427	5.73764	7.60769	9.47327	6.38657	9.32815
41.27194	5.36606	1.00000	8.70581	4.27062	1135.44617	13.00415	37.21818	50.83240	6.37411	8.60848	68.63289	123.17306		7.32379	8.24189	7.04754	8.17790
54.8421	8.91204	1.00000	7.49698	2.61375	1160.10294	23.05216	42.82939	74.90379	8.41779	7.24842	44.06108	46.5813	7.14841	6.73326	9.13462	9.02283	7.23029
42.64685	9.46795	0.00000	9.64977	4.94604	1066.44809	15.04920	53.21973	75.75156	5.60487	4.46838	22.50714	-5.55835	5.55588	7.54212	6.73956	7.41227	5.41969
20.88953	7.82598	0.00000	9.39703	5.59502	1199.26803	19.29699	32.49651	71.02409	8.42264	4.91271	26.42283	-156.47432	7.61675	8.04108	7.36154	6.70377	7.99851
25.95533	8.07541	1.00000	4.54222	3.37252	1108.65858	9.66192	58.95789	80.33412	3.92769	7.04715	68.86739	68.88871	8.34777	6.99795	3.92383	8.89501	7.02279
23.5654	7.88845	0.00000	6.98094	4.57882	1183.51978	0.64068	60.85582	69.20684	9.96502	8.70967	75.17049	119.58627	6.70935	7.64834	4.33784	6.81309	8.73039
3.3285	9.47893	0.00000	7.56509	4.30520	1085.51303	8.97019	54.77743	74.00854	6.33504	6.18090	43.97025	99.1625	8.67955	7.59238	6.37787	7.62869	6.54405
33.98154	9.98498	1.00000	8.36296	3.52328	1196.45949	-0.82956	49.20731	86.87363	4.38693	6.39470	56.16831	-81.23621	6.28664	6.86524	6.07789	6.93472	7.68706
41.85059	8.40722	0.00000	10.64036	7.79931	1060.07903	8.69450	44.10926	60.25542	7.05899	4.02641	63.04976	-87.882	7.99423	8.44563	6.33409	6.72601	5.50792
28.88162	7.97969	1.00000	12.82747	8.03328	1143.91434	17.57271	88.32906	71.71162	6.37337	11.94633	36.36454	120.03308	7.73106	8.52064	7.22798	7.20198	7.48385
44.22639	6.97000	1.00000	8.62446	4.50748	1162.45654	-3.13952	58.17829	74.61050	8.63851	9.14847	44.11372	22.53083	6.88695	7.52520	7.07080	7.90752	10.32076
33.43443	5.20156	1.00000	8.15786	7.13229	1198.67946	9.02948	64.10760	60.17699	5.33947	7.70241	51.65770	-5.22126	8.15099	8.47921	9.56031	9.10270	9.23764
42	5.19945	1.00000	9.15117	2.81352	1091.15427	20.09057	39.24943	63.28613	3.85086	8.21817	63.66287	21.32778	8.65519	5.79465	8.61922	8.22687	6.58062
6.45407	8.86539	0.00000	6.79106	11.22694	1130.21183	21.89036	66.10537	65.31137	7.00537	5.73423	56.22646	3.39467	7.24000	8.94056	7.12230	6.41793	4.73298
19.04222	7.33304	0.00000	7.28740	4.46657	1184.63767	30.42143	60.71540	69.42822	10.27890	7.03738	57.11245	-98.11889	8.60594	7.54198	9.66374	6.23169	9.55946
35.815	6.24004		9.19846	10.62089	1108.52680	1.75966	40.39871	75.72829	7.78825	8.57048	78.33894	139.6853	7.85238	8.87059	6.44361	8.93896	9.68687
10.66668	9.29080	0.00000	4.68405	2.61321	1066.42401	6.49964	50.57412	73.60891	6.89903	7.46755	39.80415	-61.51889	9.02433	6.09271	10.63205	6.64203	8.75805
41.82143	6.34734	1.00000	8.12844	2.85479	1083.97991	11.84797	49.64403	69.42446	4.77468	9.54742	56.08847	41.77921	8.81114	7.08489	11.68858	6.67206	7.72349
52.53048	9.00530	1.00000	5.31355	2.32428	1106.89913	4.87170	32.43934	68.32713	6.37800	4.52489	59.81284	13.29371	8.05765	7.07277	6.20397	8.01338	6.36199
51.65333	11.56675	0.00000	7.83523	5.60489	1167.47626	8.19343	56.14492	82.51967	6.63184	5.42481	48.75762	5.2875	5.72842	8.16720	9.50209	7.14845	6.14020
45.51667	7.39191	1.00000	1.96321	4.45359	1107.08545	28.37750	39.43842	61.55031	10.31476	3.89369	63.55748	4.86667	6.20409	7.91800	6.46067	6.18351	7.06421
35.89972	8.95792	0.00000	3.90917	2.92036	1102.99527	13.31162	40.39512	81.31045	6.79131	8.94959	35.57821	14.51472	6.56345	7.12162	5.09745	7.59203	10.94937
53.93361	8.65060	1.00000	4.16629	2.96389	1141.99013	14.89756	65.95796	66.07744	5.30248	6.20294	58.00937	37.92792	7.87976	6.66414	4.40054	8.57123	9.28523
33.03699	6.45912	0.00000	2.84986	4.69973	1085.13739	26.01786	64.43073	65.06013	7.62845	5.90392	31.25009	-117.29198	6.20436	7.66570	6.27523	7.18665	13.65389
35.74788	9.75924	0.00000	8.86530	4.59841	1163.29011	14.46226	45.46430	83.64124	8.44895	5.58687	50.32802	-95.36969	6.93221	7.77811	8.81204	9.21208	6.64942
51.47805	6.35515	1.00000	9.34213	4.31624	1198.79062	18.41139	68.99170	75.86882	4.00392	9.17098	51.07769	6.8625	8.02637	7.73503	8.79883	7.69487	6.14800
19.8173	8.33176	1.00000	3.93921	5.53348	1129.92941	19.08516	59.53656	61.39240	5.56529	4.26288	61.79515	-97.35992	7.00804	7.92659	4.19195	6.88949	8.43440
6.95194	6.27511	1.00000	9.26138	2.77567	1151.93786	27.50140	35.61674	70.60940	6.58335	9.14027	67.05019	121.96361	6.34676	6.55721	7.93549	7.86095	8.28749
48.52961	6.39500	0.00000	6.04424	3.99961	1096.80188	20.74587	50.97562	59.45493	7.88895	9.79243	52.17336	12.16179	5.46333	7.11945	9.08208	6.98130	7.72081
-20.25333	7.77069	0.00000	5.82047	1.86087	1087.77682	11.27279	54.11160	79.05404	9.37627	8.70356	34.33398	-43.80139	7.50326	6.65165	2.27046	7.55956	10.16552
11.84962	7.99975	0.00000	5.68524	9.72230	1051.12235	16.37298	57.52284	68.02242	8.16146	8.54351	55.58500	-86.19903	9.48126	8.80616	5.55222	7.11962	8.11358
39.43534	8.23582	1.00000	3.59337	3.22255	1195.20380	10.35695	62.07445	64.22747	9.20966	3.77696	35.69642	-84.20299	8.74476	7.32474	5.92408	7.15211	5.83165
53.51684	9.15583	1.00000	8.13868	2.75532	1090.35543	2.95236	46.47484	69.00805	2.40066	6.51975	42.14448	-113.3187	7.54048	7.06183	4.93380	7.12140	9.08248
59.37722	5.24274	1.00000	8.03458	5.87006	1160.62929	22.13530	34.22645	80.09454	3.04249	8.03502	40.54449	28.19028	7.57533	8.16076	9.62381	6.47761	5.49899
40.65538	8.09527		5.45583	6.91176	1187.97504	-4.53921	50.90335	70.23847	1.55683	5.23005	28.07089	-74.38987	7.44277	8.38385	1.83315	6.59069	11.46294
22.75218	10.44870	0.00000	7.24511	6.30107	1177.23138	9.40590	62.97391	82.50656	11.62577	7.06381	65.09214	72.68533	8.24802	8.15025	4.70916	6.51621	8.05934
41.0051	6.71997	1.00000	11.86053	10.16709	1118.68698	-3.93280	62.81806	58.22656	6.57173	11.34447	72.37588	-73.78458	5.71065	8.83120	7.10200	7.26112	6.55741
39.96348	7.43467	1.00000	5.58794	3.51178	1131.71578	7.52285	20.19725	76.52911	7.64901	6.39956	42.84767	-4.83076	8.35006	7.18002	6.58822	7.29499	4.93862
38.45598	10.31046	0.00000	5.17405	3.27265	1051.95287	1.92400	45.58025	76.62233	8.57991	6.66201	41.72428	48.87498	6.84928	7.25571	6.89287	8.30521	9.16535
5.90702	9.64441	0.00000	7.79982	6.57289	1188.12485	-3.85659	63.19991	69.75928	9.24237	7.24762	58.43549	116.10146	5.95115	8.17595	10.09322	8.07409	4.18549
50.09019	7.80204	1.00000	6.15200	4.66184	1091.09933	11.70964	55.98149	63.08934	6.16668	6.90940	35.19721	8.4493	4.93321	7.22532	5.92214	7.63006	5.56989
41.27194	8.16282	0.00000	11.58293	2.18572	1077.96913	26.84606	37.81905	72.17065	9.39941	4.98183	71.09549	123.17306	8.99327	6.69529	7.93442	8.13567	0.50306
34.85	9.88791	0.00000	5.74996	2.14880	1089.07923	7.72383	62.24975	64.52902	7.23259	8.66415	54.45435	117.33333	7.32166	5.25294	7.66627	7.49182	7.34718
-23.7975	9.21838	1.00000	6.12860	2.04457	1160.86826	7.86672	28.62602	80.72610	5.60203	5.56409	55.80007	-48.59278	7.71703	6.77377	6.27616	7.58107	5.68970
6.15038	8.22030	0.00000	8.88907	2.88832	1192.53589	13.98064	38.90769	73.32121	8.32140	5.26156	59.97103	6.83042	7.07429	6.91645	8.26041	6.15171	5.74182
44.85278	8.22017	0.00000	6.98851	25.28722	1091.01766	23.73496	66.81971	64.86097	9.63370	9.66472	58.95782	65.50917	6.81153	9.83457	4.93439	6.19659	8.44269
1.6561	8.11622	1.00000	5.48130	5.99597	1097.79507	25.41209	39.67698	88.88111	9.57784	6.09231	64.66565	103.6032	6.71322	7.95197	7.43550	8.02010	4.10983
38.96667	9.01978	1.00000	6.73904	3.79680	1081.30486	21.43419	64.28700	66.99071	5.65577	6.13802	50.33364	-0.18333	7.73535	7.85502	6.78930	8.08053	5.45297
-23.85972	7.47188	1.00000	3.96045	3.09182	1181.29824	17.98200	54.51127	71.38378	7.44434	4.33047	43.91959	35.34722	6.29925	6.61630	5.57161	8.19760	5.88308
29.22254	8.10117	0.00000	5.30675	3.39474	1125.81737	21.88282	54.97089	68.41574	7.18511	10.11571	62.06231	79.5286	7.43770	7.11359	6.50262	9.02109	7.80776
36.81667	9.47968	0.00000	6.57011	3.41262	1164.25674	7.63839	48.43363	83.17622	7.99031	10.72788	49.03855	117.81667	6.39502	6.98877	3.61299	7.38488	6.58610
42	7.45414	1.00000	5.22314	2.39658	1093.43087	33.70177	39.58957	69.01306	8.07779	7.59924	72.19962	21.32778	5.15749	7.06155	7.21170	6.24599	5.10226
11.00599	7.39302	1.00000	6.45530	4.28221	1067.48156	19.29005	53.67515	67.04928	6.12114	7.69587	65.57798	77.5609	7.39501	7.68305	5.49833	7.58410	7.19546
52.26083	7.47350	0.00000	8.11452	4.84447	1190.63983	20.89619	63.92133	73.61715	10.67985	7.75184	45.81003	7.00417	8.80370	7.75825	9.56001	6.74836	5.45046
42	7.43815	1.00000	10.97020	6.04027	1137.38473	35.24353	57.01572	78.73745	5.39370	9.77622	52.95639	21.32778	7.24163	7.72709	5.78769	6.47997	6.71862
20.88197	7.11331	1.00000	12.73689	3.50920	1162.64232	24.46246	53.57436	81.11119	5.88683	11.17865	73.28786	85.83334	7.21487	6.69817	5.05421	6.72233	5.15947
21.53889	12.24112	0.00000	4.15685	3.17828	1170.49861	-7.90167	57.06499	62.35954	7.39303	6.41244	51.58499	71.57737	7.45568	6.54595	5.64233	6.86482	9.54490
6.46346	10.45773	0.00000	3.34400	3.81595	1198.99209	6.56025	49.63532	86.13108	7.82010	6.99078	65.31616	-2.31938	7.25520	7.10967	6.05604	5.91611	11.03616
40.98894	7.36381	1.00000	11.40574	3.10574	1142.07366	28.86157	44.82060	76.47591	5.55969	10.85262	48.82762	28.67582	9.23588	6.12940	7.96304	6.86154	7.01459
52.86147	8.66128	1.00000	4.91525	9.09935	1163.30793	32.57651	54.29059	63.18414	6.86559	5.37984	48.55122	9.5926	7.23315	8.72363	6.42230	7.18325	5.23135
21.59983	8.22443	1.00000	4.50120	5.61271	1098.13146	8.27578	64.54401	73.76289	6.15048	6.43452	39.98242	71.21169	8.15919	7.82358	6.39044	4.86488	4.86720
20.74122	7.34574	1.00000	9.50032	5.85413	1113.90614	13.25113	39.67942	72.44424	7.09150	9.76773	37.72374	-100.44843	7.73462	7.95486	8.79239	6.07382	9.90026
33.52253	8.42264	1.00000	5.62386	4.07537	1121.61815	6.42099	63.65236	79.02708	7.71597	6.39631	57.95844	-117.70755	7.59901	7.78583	7.09614	7.69928	4.24676
38.06084	8.55902	1.00000	5.59687	3.09725	1083.03524	7.35966	59.20795	81.74468	4.74563	7.63390	35.26551	-97.92977	6.79745	6.35038	4.72869	7.52278	5.67379
64.5635	8.42490	0.00000	6.09988	4.68863	1174.53136		33.15544	80.02459	5.82232	4.96149	57.63082	39.8302	6.05570	7.83996	5.56790	7.37057	6.22380
53.53333	8.55163	1.00000	5.70996	5.48709	1143.54125	16.08907	37.90215	63.45541	5.30040	6.72288	53.35344	-7.35	9.25411	8.19349	5.62134	7.44505	4.82033
50.80904	5.84242	1.00000	8.48683	3.55390	1182.09653	18.26943	51.34972	78.67751	7.24522	8.36056	32.30191	8.77069	6.66294	6.88051	8.33490	5.64106	10.06144
51.21187	11.69817	0.00000	6.28890	4.05622	1075.33933	-9.14560	48.79564	75.60852	9.15343	7.34609	51.52936	4.25633	6.86381	7.50117	5.33343	7.06121	8.19790
4.92675	9.75516	0.00000	5.05228	2.42481	1079.54996	14.58709	48.15919	64.04117	6.70096	7.44270	35.95204	6.26764	6.57103	6.77650	8.43105	8.67480	8.38737
37.65181	7.70801	0.00000	8.34490	3.30515	1188.77654	14.74295	60.38800	76.71577	6.71454	5.34772	41.65086	120.33063	8.81475	6.15538	7.12251	5.64995	8.90727
10.66668	6.22371	1.00000	8.85390	2.12168	1123.39847	10.81281	48.84063	73.62884	6.28980	8.45882	51.92768	-61.51889	7.61123	6.61212	7.52399	7.32656	8.89590
-30.60106	10.10955	0.00000	8.55989	3.42438	1091.18526	20.92089	27.40820	63.01207	7.24465	4.93117	70.19419	-71.19901	6.55163	6.49161	9.03950	5.97383	5.02141
52.47774	9.60553	1.00000	4.58830	2.43620	1181.50205	22.23493	51.48348	80.04739	6.47286	5.46364	44.83967	10.5511	6.99390	6.22970	5.68390	7.46966	6.37876
40.82232	6.75627	1.00000	7.81527	1.77272	1112.70062	18.10955	49.72924	73.14850		8.10882	77.79040	-74.15987	7.11965	5.63851	8.82741	6.52115	9.40775
12.97389	8.26812	0.00000	9.13119	3.29070	1099.22080	21.94372	47.95773	58.89738		8.19775	49.29545	123.99333	7.86135	6.93252	9.28318	7.30255	3.43876
4.92675	7.96897	0.00000	6.15447	2.17715	1120.96525	-1.12318	33.13510	80.81571	8.81696	8.92675	69.69652	6.26764	7.64267	6.21691	6.95275	6.48266	7.89127
4.2475	10.75109	0.00000	7.27990	2.97650	1067.05829	18.60435	42.01929	74.83186	8.80788	8.25182	48.34617	9.00472	6.51334	7.41141	10.02431	6.41981	5.49829
49.41029	8.07918	0.00000	10.52066	5.25710	1116.35215	23.11471	59.24920	70.84555	9.13277	4.65049	72.30509	38.15035	7.30574	8.09687	7.87504	6.44667	3.92093
10.22677	8.81004	1.00000	7.32246	3.00398	1053.18447	8.79411	53.04913	77.55383	4.56328	6.92350	42.10214	-67.33122	6.30046	6.45794	5.50258	7.70629	6.19693
38.55632	8.42568		3.67179	2.18629	1102.14981	12.60118	47.69802	82.37316	8.63963	5.09918	47.44429	69.01354	8.31763	6.75031	5.96614	8.69885	6.01834
30.46907	8.88953	0.00000	6.73771	4.35714	1106.34514	28.49983	39.36861	73.77857	8.63316	7.27745	55.08376	70.96699	6.36076	7.51761	9.75492	8.25673	8.36822
30.5427	7.58515	1.00000	6.19452	2.17487	1126.16076	13.73513	84.78860	88.17166	3.75162	5.89591	59.60676	-97.54667	8.60725	6.96482	2.96543	7.57361	9.13803
41.27194	5.20626	1.00000	7.45962	5.05379	1065.07304	11.42407	30.67855	66.15588	3.00877	7.89364	63.32080	123.17306	8.18523	8.11180	11.19383	7.93220	6.81823
31.76212	8.05177	1.00000	6.00960	3.14099	1104.19061	13.14919	63.43812	61.42085	6.41302	6.88980	40.86179	-95.63079	6.71023	7.23839	5.61285	8.64584	7.50898
45.53069	7.07455	1.00000	5.43504	28.87162	1142.94180	28.87531	43.74761	75.65416	5.06198	7.79249	71.39728	9.40531	7.37105	9.94906	5.21333	7.93188	7.06838
42.7392	9.05971	1.00000	5.35991	6.97777	1067.26866	37.02864	46.43904	63.75485	7.77951	7.61850	47.58507	-84.62081	7.49530	8.22847	7.55597	8.43997	1.49888
48.46458	8.71639	0.00000	7.37061	3.60213	1089.13553	10.22551	50.27887	70.66614	8.13146	11.13339	24.30269	9.22796	5.58106	7.32356	4.74447	6.05626	6.55866
-30.60106	6.76485	0.00000	8.30338	6.14182	1117.94661	-1.79556	33.98271	75.10861	8.26652	5.80207	37.97406	-71.19901	8.03291	8.30448	8.19740	6.58067	8.33463
-27.76952	6.43236	1.00000	10.99735	3.04534	1178.42915	30.73450	60.57800	86.18911	7.69021	9.98866	31.65756	30.79165	6.43242	6.79623	6.18197	6.46984	8.59290
35.72917	8.41008	0.00000	7.59659	2.18623	1198.79191	29.33299	66.86225	72.98658	8.19429	5.90973	50.67809	10.58082	7.31958	5.07730	9.14886	6.81189	7.99534
31.84568	7.70275	0.00000	8.05598	2.83715	1089.74523	21.25668	22.78139	69.96978	9.30384	6.18679	41.28442	-102.36764	5.58056	7.33129	9.16798	7.68917	5.87993
-6.91806	10.42927	0.00000	8.34703	5.51725	1093.58908	-1.72599	51.10170	65.71282	7.14100	5.43689	50.96329	106.92667	6.65077	8.14888	8.78698	6.71589	7.40519
40.82232	7.41512	1.00000	6.94677	4.47737	1119.45431	16.96519	40.12677	67.59674	6.16201	7.27223	43.48439	-74.15987	8.08058	8.06274	6.34477	7.02675	5.53743
0.46005	5.61519	1.00000	7.20069	3.50833	1155.18419	13.47201	39.71088	75.06524	7.44171	8.51143	21.66263	34.11169	8.51175	7.11736	10.37148	8.82307	10.23235
53.63333	7.55262	1.00000	7.49294	12.17372	1164.62661	13.36719	49.26215	70.68324	5.25639	7.04959	58.46274	9.85	8.11861	8.99883	6.02736	6.20732	5.64797
33.03699	5.99192	1.00000	7.95784	3.23741	1169.24650	14.19384	51.27070	79.44612	5.80439	7.26500	51.69678	-117.29198	6.18459	6.60568	8.13018	6.94551	9.77970
13.8196	9.29321	0.00000	5.13276	4.07693	1108.49113	5.50971	67.04935	68.49640	7.22608	9.45070	48.66976	100.04427	6.14891	7.26740	6.73198	6.40615	9.18667
37.73604	8.52302	0.00000	6.87015	1.97401	1064.43707	4.99142	32.12701	68.63874	10.54009	9.07755	42.14656	-120.93549	7.39621	6.10644	4.70596	8.54755	8.21750
16.75973	9.16267	0.00000	7.71712	13.31766	1147.21312	16.24498	49.65447	72.02981	5.15890	7.53562	50.18459	-93.11308	5.90741	9.17625	8.17027	7.14386	4.58977
33.54428	9.44902	1.00000	6.87434	12.29189	1176.54773	26.64412	50.38108	61.96954	5.97115	6.64939	48.60360	-84.23381	6.66815	9.08944	7.42174	6.40020	4.47956
32.54278	8.91649	0.00000	5.86277	2.93487	1073.14972	9.49763	39.47773	70.86044	8.71008	8.43939	58.97170	111.50861	7.38550	6.28395	4.65971	7.24117	9.21868
52.2	9.69115	0.00000	5.27133	2.19372	1114.98776	12.46957	55.14501	71.46986	8.90586	9.10105	50.29771	8.63333	8.17625	6.55728	10.97920	9.27121	10.36936
50.64336	9.74416	1.00000	8.00875	2.11231	1192.71927	1.22680	36.66642	82.92486	5.37910	5.47796	48.94581	7.2278	6.88920	5.78602	7.59149	7.55422	4.53129
5.27247	6.41525	1.00000	7.74493	1.51990	1056.14328	-5.81127	54.55763	75.99202	5.39714	7.98215	61.27642	-3.59625	6.13405	5.28666	7.99881	7.31553	8.16894
43.86682	5.92490	1.00000	11.62219	2.72548	1182.36145	2.02541	44.43081	80.40615	6.32158	9.54094	60.80456	-79.2663	5.77132	6.22675	5.40482	7.63548	7.21953
51.12794	9.04271	1.00000	6.16030	5.65482	1079.20303	-2.17891	59.01731	75.60386	5.07286	7.03185	57.85290	4.21372	7.04428	8.23162	6.66901	7.79445	5.01290
14.66	8.87410	0.00000	7.49857	2.52398	1070.96888	10.95942	52.70019	69.82681	8.02896	10.65846	52.85845	120.56528	7.99335	6.31770	6.39429	6.94457	6.38292
-37.32167	8.01196	0.00000	5.69710	2.44024	1183.05572	3.55998	45.67186	75.43476	7.63277	8.21434	32.81027	-59.13316	8.63042	6.50756	9.44904	7.47111	7.60349
30.17746	7.79061	1.00000	6.82513	3.78070	1088.75799	20.36781	37.71733	73.96525	3.14670	6.89363	38.00383	-81.38758	6.74797	7.23819	3.21789	8.46792	9.35311
47.48444	9.05393	0.00000	6.51829	4.61635	1190.29497	17.71370	44.77767	71.55282	9.62606	7.25359	48.79617	36.25361	7.47741	7.72532	5.50135	4.85695	8.88118
53.94313	9.43830	0.00000	8.72446	3.02415	1167.38641	21.84326	45.99388	74.57609	8.21957	4.96648	38.27485	10.30215	7.43371	7.11951	9.12194	7.91131	6.12277
37.58105	5.61714	1.00000	7.96588	2.94936	1144.07617	24.07098	50.24626	85.31912	6.66982	8.76755	60.81508	29.26639	6.82421	6.88003	10.06586	8.74117	9.30087
-37.32167	5.91591	1.00000	9.33288	3.75536	1069.05898	24.14105	31.01555	63.51628	6.45531	8.71309	13.10005	-59.13316	8.02424	7.64637	7.98886	8.38305	8.76702
-34.64167	6.14011	1.00000	6.88055	4.22486	1077.31430	18.00476	28.65866	70.78808	5.83836	6.72506	54.78862	-60.47389	6.72515	7.40599	7.68623	7.18137	9.66258
55.67938	8.94729	1.00000	6.49439	4.49200	1076.54497	10.77815	54.05776	58.94101	5.79043	5.88402	52.28635	12.53463	6.24535	7.61641	6.06020	7.00140	6.48175
39.12074	10.16787	0.00000	6.75173	9.36441	1127.82552	3.77505	55.87666	83.15012	8.35408	8.52948	48.99641	27.18052	7.40275	8.77897	6.57201	6.45883	7.11802
6.15038	9.04034	1.00000	6.33468	3.14790	1050.66691	13.50006	62.37102	73.60923	6.39639	6.33746	44.02022	6.83042	9.49586	6.83450	6.11095	6.54502	7.07544
34.61667	9.02220	0.00000		2.87808	1058.73870	5.44471	55.12208	71.14837	8.79318	9.39087	59.72857	135.6	7.98511	6.76611	7.88750	6.55750	4.02788
42.52787	8.49044	0.00000	7.96240	3.15908	1127.44889	24.89646	45.58651	94.00992	8.72560	7.55395	46.28848	-70.92866	7.29432	6.68910	9.36704	5.84430	5.46901
51.82721	8.56782	1.00000	4.94855	3.88869	1151.46080	-3.16968	35.79260	78.45705	9.41248	6.20944	40.14799	107.60627	9.39774	7.61163	7.38551	6.73309	3.27289
7.50251	9.23830	0.00000	8.23963	4.01568	1174.78490	11.42866	61.72046	75.95504	6.14351	6.18213	56.71103	5.06258	9.15166	7.72187	6.81972	6.56555	6.79564
33.98154	8.89584	1.00000	5.81917	3.10228	1106.28937	7.03905	35.28587	79.53957	6.07540	6.40947	51.10992	-81.23621	6.76599	7.27431	5.85720	7.52929	5.77527
-33.38056	9.28749	1.00000	6.82268	8.16867	1184.25996	28.09723	46.20901	90.17281	6.42866	5.16243	44.71333	-56.52361	6.34178	8.43312	7.03197	6.98990	4.51589
51.40148	5.96896	1.00000	8.44370	3.78375	1066.41631	8.28505	57.73108	76.97952	6.33055	8.18699	55.50111	-1.32471	9.08286	7.62108	8.46964	8.60196	9.37974
43.50891	5.32189	1.00000	7.33712	21.74320	1118.46002	19.25283	41.82697	63.75910	5.04351	7.03509	65.58712	16.43915	6.05791	9.67782	7.38354	6.42797	7.28372
42.819	9.60798	0.00000	9.31869	6.32782	1133.36820	13.01717	62.66047	70.43535	6.72769	4.34108	58.86709	47.1192	7.47273	8.18318	7.18093	7.92041	7.51787
21.01858	8.42796	1.00000	5.11600	11.41943	1099.33507	26.47700	47.36185	68.99871	4.64647	6.30873	47.10164	-101.2591	7.94837	8.96689	5.01609	8.09885	8.63947
20.21322	6.12822	1.00000	7.83583	2.55075	1156.77861	37.25944	38.01952	66.32722	4.79108	8.23457	22.34545	-100.88023	6.87086	6.88684	9.28796	7.37570	7.62006
48.15659	7.35579	1.00000	5.48253	5.10208	1058.08833	14.94931	64.71082	73.98797	5.63602	6.64510	68.64581	28.28489	5.88780	7.20227	4.74399	9.40257	8.56037
17.54907	7.68635	1.00000	6.06393	2.87849	1107.09381	18.81355	53.09108	80.79678	5.95287	7.02610	61.32666	82.85749	8.12354	7.31266	5.65740	4.83891	4.33650
57.97472	8.41465	1.00000	8.10273	10.72954	1134.92299	13.10721	65.41397	71.54728	5.41163	6.42911	43.54682	33.2525	6.70285	8.82269	6.56712	7.71212	4.90146
28.54944	8.45603	1.00000	7.56214	4.02532	1191.06254	29.41632	49.50556	78.71283	3.81206	6.43901	43.04878	-81.77285	8.16778	7.78464	4.33711	7.00569	8.14830
48.46458	7.75019	1.00000	12.07914	8.43004	1178.05352	-3.95117	36.93700	65.40760	4.00883	11.26646	42.13733	9.22796	7.95765	8.48667	7.65313	5.96829	5.24570
32.57756	7.64173	0.00000	6.87397	3.57852	1060.69466	30.16824	62.76799	78.10086	11.32572	8.43161	58.22722	71.52847	7.85944	6.78755	3.29774	7.26692	10.05102
