code	station	longitude	latitude	QoS	revision
TT	Port of Spain	-61.51889	10.66668	acceptable	2021/10/19
LY	Ajdabiya	20.22625	30.75545	good	2018/01/10
RU	Valday	33.2525	57.97472	average	2020/11/27
FR	Bar-le-Duc	5.16108	48.77275	average	2021/01/28
NG	Lagos	3.39467	6.45407	excellent	03/22/2017, 00:00:00
CL	La Ligua	-71.23106	-32.45242	good	2016/03/22
ID	Kediri	112.01667	-7.81667	accep	03/01/2021, 00:00:00
GH	Bibiani	-2.31938	6.46346	excellent	2020-05-17
EC	Milagro	-79.59415	-2.13404	average	2014/11/04
US	Greenville	-91.06177	33.41012	good	10 Jul 2018
MZ	Maxixe	35.34722	-23.85972	average	2013/02/05
RU	Novopavlovsk	43.63417	43.96222	excellent	08/15/2019, 00:00:00
BR	Muritiba	-39.25	-12.91667	accep	2013/12/21
FR	Niort	-0.45877	46.32313	average	02/17/2020, 00:00:00
BR	Canavieiras	-38.94722	-15.675	excellent	02/13/2017, 00:00:00
BR	Palmeira	-50.00639	-25.42944	building	2016-09-12
FI	Espoo	24.6522	60.2052	average	2019/03/26
US	Odessa	-102.36764	31.84568	building	10/31/2021, 00:00:00
BR	Miracema	-42.19667	-21.41222	building	03/12/2016, 00:00:00
CA	Norfolk County	-80.38297	42.8334	excellent	15 May 2013
US	Lexington	-81.23621	33.98154	maitennce	29 Aug 2019
IN	Jais	81.54855	26.2649	maintenance	2019/02/09
US	Redding	-122.39168	40.58654	excellent	2013/07/15
TR	Yakuplu	28.67582	40.98894	average	02/21/2016, 00:00:00
ES	Las Gabias	-3.67029	37.13548	average	14 Feb 2021
TN	Msaken	10.58082	35.72917	building	10/11/2021, 00:00:00
JP	Hakodate	140.73667	41.77583	accep	2015-08-30
US	Riverbank	-120.93549	37.73604	average	2013/09/06
NG	Yenagoa	6.26764	4.92675	excellent	01/07/2022, 00:00:00
RU	Gudermes	46.10925	43.35071	good	2015/01/20
UG	Kitgum	32.88667	3.27833	average	27 Dec 2017
PL	Jaworzno	19.27498	50.20528	good	2014/11/30
CA	Pointe-Claire	-73.81669	45.44868	good	05/31/2022, 00:00:00
CO	Madrid	-74.26419	4.73245	accep	14 May 2019
CA	Dorval	-73.75335	45.4473	good	02/19/2016, 00:00:00
US	Riverbank	-120.93549	37.73604	maintenance	2016-08-21
AU	Willetton	115.88782	-32.05251	good	2018/11/19
US	Fairview Heights	-89.99038	38.58894	average	2017-05-26
IN	Kangayam	77.5609	11.00599	excellent	2015-12-17
US	Shreveport	-93.75018	32.52515	average	2017/01/23
US	Nutley	-74.15987	40.82232	excellent	2017-11-30
IN	Haldwani	79.5286	29.22254	maintenance	2018-02-14
RS	Negotin	22.53083	44.22639	accep	2013/11/23
BR	Pato Branco	-52.67056	-26.22861	maintenance	2015/07/05
CN	Danjiangkou	111.50861	32.54278	average	01/30/2020, 00:00:00
US	Fairview Heights	-89.99038	38.58894	good	2017/02/06
IN	Diamond Harbour	88.18466	22.19303	accep	2016-04-08
NL	Emmeloord	5.74861	52.71083	excellent	06/19/2019, 00:00:00
TH	Bang Ban	100.48528	14.37395	building	07 Jul 2015
US	Bridgeport	-73.20483	41.16704	good	08/29/2022, 00:00:00
JM	New Kingston	-76.78319	18.00747	good	2020/08/03
US	Covington	-84.50855	39.08367	average	2020-10-15
CN	Longgang	120.33063	37.65181	excellent	2019-08-12
TZ	Same	37.73333	-4.06667	excellent	06/29/2014, 00:00:00
MX	Zacoalco de Torres	-103.5687	20.22816	average	2018/03/22
GE	Kobuleti	41.77921	41.82143	average	09/16/2015, 00:00:00
RU	Kachkanar	59.4839	58.7002	good	10/14/2016, 00:00:00
HR	Split	16.43915	43.50891	excellent	2015-11-02
IN	Gingee	79.41727	12.25282	good	13 Apr 2021
FR	Saint-Omer	2.25	50.75	average	22 Jun 2019
MX	Teziutlan	-97.35992	19.8173	maintenance	28 May 2016
TR	Bergama	27.18052	39.12074	maintenance	11/15/2016, 00:00:00
UG	Arua	30.91105	3.02013	excellent	02 Apr 2019
IT	Ragusa	14.72443	36.92574	average	05/25/2020, 00:00:00
FR	Herblay	2.1699	48.98994	excellent	2013/04/24
DE	Bensheim	8.61839	49.68369	accep	06/03/2019, 00:00:00
EC	Milagro	-79.59415	-2.13404	good	2016-12-27
DE	Charlottenburg-Nord	13.29371	52.53048	average	08/18/2013, 00:00:00
BE	Gembloux	4.69889	50.56149	good	23 Jun 2013
TZ	Magomeni	39.25	-6.8	average	05/16/2014, 00:00:00
DE	Trossingen	8.64409	48.07667	accep	2016/06/09
IN	Uran	72.93924	18.87813	accep	2022-05-13
US	Harrisburg	-76.88442	40.2737	accep	21 Nov 2014
GB	East Dereham	0.93333	52.68333	accep	01/11/2018, 00:00:00
RU	Petrozavodsk	34.34691	61.78491	building	2016-10-05
DE	Friedberg	10.98461	48.35693	accep	28 May 2017
ZA	Vryheid	30.79165	-27.76952	good	2013/11/06
EE	Narva	28.19028	59.37722	average	2020-12-21
BR	Itabirito	-43.80139	-20.25333	excellent	18 Dec 2013
TH	Bang Ban	100.48528	14.37395	average	2016-03-31
CN	Tianfu	122.05228	37.19723	accep	03 Sep 2013
US	Martinsburg	-77.96389	39.45621	building	10 Sep 2013
AU	Wheelers Hill	145.18333	-37.9	good	02/21/2019, 00:00:00
MK	Saraj	21.32778	42	average	2021-04-27
US	Utica	-75.23266	43.1009	accep	10/06/2012, 00:00:00
FI	Espoo	24.6522	60.2052	average	2019-06-22
PL	Brzeg	17.4674	50.86079	excellent	2013-09-20
PK	Larkana	68.21204	27.55898	average	2020/04/07
IT	Ventimiglia	7.60872	43.78956	accep	2014-11-12
BR	Itabirito	-43.80139	-20.25333	good	10/19/2017, 00:00:00
HT	Thomazeau	-72.09391	18.65297	average	2012/11/16
IN	Dalsingh Sarai	85.83636	25.66795	building	2015/10/03
SD	Ar Ruseris	34.3869	11.8659	building	07/10/2021, 00:00:00
RU	Kashira	38.16694	54.84444	excellent	2019-03-17
GB	Gainsborough	-0.76667	53.38333	building	16 Jan 2021
NG	Yenagoa	6.26764	4.92675	excellent	2012/12/25
BW	Tonota	27.46153	-21.44236	good	2012/10/31
US	Claremont	-117.71978	34.09668	building	2019/10/20
NZ	Gisborne	178.00417	-38.65333	accep	13 Oct 2020
RU	Oktyabr’skiy	53.47103	54.48147	good	31 Jul 2021
KZ	Kyzylorda	65.50917	44.85278	maintenance	24 Oct 2014
IN	Diamond Harbour	88.18466	22.19303	building	01/20/2020, 00:00:00
GB	Mexborough	-1.29243	53.49389	average	2014-02-17
SV	Ilopango	-89.10944	13.70167	average	02 Jan 2015
FR	Saint-Genis-Laval	4.7934	45.69558	good	01/30/2014, 00:00:00
CZ	Most	13.63617	50.50301	excellent	2017-05-28
NL	Barneveld	5.58472	52.14	excellent	2015/07/05
US	Keizer	-123.02621	44.99012	accep	2013-04-28
TJ	Vahdat	69.01354	38.55632	average	2019/09/17
US	Riverbank	-120.93549	37.73604	accep	01/05/2017, 00:00:00
ES	Palafrugell	3.1631	41.91738	building	23 Apr 2016
TJ	Vahdat	69.01354	38.55632	maintenance	04 Oct 2018
ES	Amposta	0.57856	40.70995	excellent	2020-11-01
IT	Montecchio Maggiore-Alte Ceccato	11.412	45.50369	good	2012/09/27
JP	Yao	135.6	34.61667	excellent	04/17/2021, 00:00:00
RU	Alatyr’	46.5813	54.8421	accep	28 May 2016
CN	Liaoyang	123.17306	41.27194	good	2021-01-14
DE	Bensheim	8.61839	49.68369	accep	04/12/2017, 00:00:00
FR	Fontenay-aux-Roses	2.29275	48.79325	average	2021/01/19
CN	Pingyi	117.63083	35.50056	average	05/11/2018, 00:00:00
RU	Novopavlovsk	43.63417	43.96222	average	2014/10/15
NG	Yenagoa	6.26764	4.92675	good	11 Jun 2018
CR	San Rafael	-84.13722	9.92787	excellent	07/11/2017, 00:00:00
FR	Marseille 11	5.4384	43.2907	excellent	2022-08-27
IN	Bachhraon	78.23456	28.92694	excellent	2018/07/08
AR	Esperanza	-60.93173	-31.4488	good	07 Mar 2019
MX	Guanajuato	-101.2591	21.01858	maintenance	10/07/2021, 00:00:00
DE	Stade	9.47629	53.59337	average	2014-06-05
TR	Patnos	42.85693	39.22493	building	05 May 2013
RU	Valday	33.2525	57.97472	excellent	2017/03/09
PT	Carnaxide	-9.24671	38.72706	good	28 Jun 2020
DE	Korschenbroich	6.51352	51.19139	average	11/02/2014, 00:00:00
ID	Cibinong	106.85417	-6.48167	excellent	06/26/2015, 00:00:00
BR	Barras	-42.29444	-4.24444	maintenance	03/13/2018, 00:00:00
GM	Farafenni	-15.6	13.56667	accep	2020/10/12
BR	Esmeraldas	-44.31389	-19.7625	building	2017-04-10
IL	Rahat	34.75699	31.39547	good	2020/07/08
CA	Sherwood Park	-113.3187	53.51684	accep	10/31/2020, 00:00:00
DE	Gronau	7.02238	52.21099	excellent	21 Jan 2016
CM	Idenao	9.00472	4.2475	average	2015/04/17
CO	El Copey	-73.9614	10.15031	accep	24 Apr 2021
IT	San Giuliano Milanese	9.29109	45.39402	excellent	08/30/2022, 00:00:00
BE	Denderleeuw	4.07601	50.88506	building	2014-12-04
DZ	Boumerdas	3.47717	36.76639	excellent	2017/10/11
AR	Tandil	-59.13316	-37.32167	good	29 May 2014
BG	Montana	23.225	43.4125	average	2022/01/02
RU	Ulan-Ude	107.60627	51.82721	building	2015-02-23
US	Lakewood	-81.79819	41.48199	average	19 Mar 2018
SE	Boo	18.28333	59.33333	average	2013-04-02
US	Peabody	-70.92866	42.52787	maintenance	2019/05/23
DE	Wittenau	13.32127	52.59319	average	2019/08/11
US	Murray	-88.31476	36.61033	excellent	03/31/2017, 00:00:00
TR	Patnos	42.85693	39.22493	accep	2022-05-27
PH	Calauan	121.3152	14.14989	accep	12/17/2016, 00:00:00
ID	Simpang	104.09701	-1.26424	good	2016/07/26
US	Santa Maria	-120.43572	34.95303	accep	02/05/2017, 00:00:00
NL	Culemborg	5.22778	51.955	good	25 Nov 2019
TR	Sungurlu	34.37389	40.1675	good	27 Jun 2017
US	Independence	-94.41551	39.09112	building	2019/05/01
US	Martinsburg	-77.96389	39.45621	good	2015-11-09
US	Venice	-82.45426	27.09978	average	2021-08-26
US	Dublin	-82.90375	32.54044	average	10/04/2012, 00:00:00
US	Bothell West	-122.24064	47.80527	good	2016/12/01
US	Palestine	-95.63079	31.76212	excellent	04/07/2022, 00:00:00
JP	Minokamo	137.02166	35.48199	average	2018/10/05
RU	Yashkino	85.4265	55.8736	average	2017-02-02
US	Scarsdale	-73.78458	41.0051	average	24 Oct 2016
IN	Kalavoor	76.32756	9.57046	building	12/04/2014, 00:00:00
US	Scotch Plains	-74.38987	40.65538	average	05/11/2022, 00:00:00
US	Bothell	-122.2054	47.76232	good	2016-04-11
US	Granger	-86.11084	41.75338	good	06/29/2017, 00:00:00
DE	Charlottenburg-Nord	13.29371	52.53048	good	2012/10/31
ID	Kudus	110.8405	-6.8048	maintenance	15 Jul 2015
RU	Ozersk	60.70278	55.75556	average	09/15/2013, 00:00:00
RU	Kovylkino	43.91385	54.03876	average	2016-06-26
RU	Nizhniy Lomov	43.67663	53.53041	excellent	22 May 2016
AU	Griffith	146.05093	-34.28853	average	03/28/2020, 00:00:00
CA	Sainte-Catherine	-73.58248	45.40008	excellent	11/09/2015, 00:00:00
US	Searcy	-91.73625	35.25064	average	21 May 2016
GB	Great Wyrley	-2.01111	52.66277	average	2014/05/04
RU	Valday	33.2525	57.97472	accep	06 May 2015
IN	Saharsa	86.59611	25.87498	building	2014-12-28
US	Toledo	-83.55521	41.66394	average	2021/12/19
US	Peabody	-70.92866	42.52787	building	01/27/2017, 00:00:00
TH	Nakhon Pathom	100.04427	13.8196	maintenance	12/27/2013, 00:00:00
RU	Beryozovsky	60.8019	56.9083	average	2014-09-04
BY	Dobrush	31.3237	52.4089	average	2022/04/28
US	Mira Mesa	-117.14392	32.9156	excellent	2022-02-23
DE	Landshut	12.16179	48.52961	average	2018-01-18
UA	Krasyliv	26.97253	49.65186	excellent	04/13/2020, 00:00:00
US	Dublin	-82.90375	32.54044	accep	2022-07-07
PL	Reda	18.34717	54.60528	good	2018/06/10
RU	Novosilikatnyy	83.62389	53.30972	average	11/03/2015, 00:00:00
CN	Zhoucun	117.81667	36.81667	excellent	2018/09/21
PH	Recodo	121.96361	6.95194	excellent	04 Sep 2021
CI	Bonoua	-3.59625	5.27247	accep	30 Dec 2017
CA	Pointe-Claire	-73.81669	45.44868	good	01/19/2018, 00:00:00
PT	Paredes	-8.33147	41.20485	maitennce	01 Feb 2014
DE	Eppingen	8.91229	49.13645	accep	07/14/2015, 00:00:00
IL	Ganei Tikva	34.8732	32.05971	good	2022-08-10
IN	Narwar	77.9129	25.6439	good	2016/07/17
IT	Agrigento	13.57661	37.31065	accep	03 Nov 2020
TR	Serinhisar	29.26639	37.58105	average	2019-05-08
GE	Kobuleti	41.77921	41.82143	excellent	09/05/2021, 00:00:00
US	Granger	-86.11084	41.75338	excellent	04 Jun 2021
TN	Beni Khiar	10.78222	36.46917	average	23 Oct 2015
US	Norco	-117.54866	33.93113	good	31 Jan 2015
US	Palm Valley	-81.38758	30.17746	good	2015-03-23
CN	Pingyi	117.63083	35.50056	good	09/25/2019, 00:00:00
DE	Hofheim am Taunus	8.4493	50.09019	good	2020-04-11
RU	Buynaksk	47.1192	42.819	maintenance	08 Aug 2014
CL	Ovalle	-71.19901	-30.60106	accep	2016/09/18
CN	Jingzhou	112.19028	30.35028	maintenance	2019/01/01
US	Grand Forks	-97.03285	47.92526	good	2018/03/18
DE	Trossingen	8.64409	48.07667	good	2017/06/22
DE	Friedberg	10.98461	48.35693	good	08/12/2021, 00:00:00
BR	Porto Velho	-63.90389	-8.76194	average	2017-10-14
GB	Blackpool	-3.05	53.81667	average	2018/12/24
IT	Lanciano	14.39024	42.22718	good	2018-07-08
CN	Zhoushan	122.20488	29.98869	average	07 Aug 2022
JP	Karatsu	129.96972	33.4425	excellent	2019/12/09
AZ	Astara	48.87498	38.45598	good	2017/03/09
PT	Carnaxide	-9.24671	38.72706	good	05/17/2022, 00:00:00
ES	Gandia	-0.18333	38.96667	accep	2013-02-21
ES	Maspalomas	-15.58602	27.76056	average	2018-08-18
NG	Nkpor	6.83042	6.15038	acceptable	03 Mar 2018
US	Peabody	-70.92866	42.52787	good	2022/07/25
DE	Bad Segeberg	10.30215	53.94313	good	29 Oct 2018
RU	Stupino	38.07083	54.90083	maintenance	04/30/2019, 00:00:00
CN	Guli	120.03308	28.88162	average	2018-04-16
IN	Betamcherla	78.14797	15.45144	excellent	02/04/2018, 00:00:00
ZA	Vryheid	30.79165	-27.76952	maintenance	09 Aug 2020
CU	Varadero	-81.24441	23.15678	acceptable	07/12/2013, 00:00:00
JP	Nayoro	142.45778	44.35056	excellent	20 Feb 2013
DE	Oschatz	13.10984	51.30001	building	2022-06-21
PH	Dipolog	123.33471	8.56697	accep	13 Jun 2015
TJ	Vahdat	69.01354	38.55632	good	2013-11-11
GB	Southsea	-1.08593	50.79205	building	2016/12/11
US	Estelle	-90.10674	29.84576	accep	12/11/2020, 00:00:00
SO	Baki	43.38531	9.89206	good	05 Jan 2019
DE	Bad Honnef	7.2278	50.64336	building	2018-05-05
MX	Casa Blanca	-98.11889	19.04222	accep	2015/07/04
DE	Zeitz	12.1369	51.04962	good	06/20/2021, 00:00:00
NG	Kafanchan	8.2926	9.58126	excellent	2015/01/11
BE	Gembloux	4.69889	50.56149	excellent	05 Nov 2020
ID	Tarakan	117.59152	3.31332	average	2012-11-14
BD	Kushtia	89.11943	23.9028	average	2019-06-10
KE	Busia	34.11169	0.46005	accep	06/16/2016, 00:00:00
US	Rolla	-91.77127	37.95143	good	2021/07/21
CN	Shaowu	117.4831	27.34089	accep	2020-04-01
AU	Carnegie	145.06667	-37.88333	good	24 Jul 2014
KZ	Kyzylorda	65.50917	44.85278	accep	2019/12/20
DE	Gifhorn	10.5511	52.47774	accep	2013-11-24
IT	Catania	15.07041	37.49223	good	2013/09/21
GB	Newbury	-1.32471	51.40148	building	30 Oct 2018
AR	Tandil	-59.13316	-37.32167	good	10 Jun 2020
LY	Ghat	10.18003	24.96334	excellent	09/22/2013, 00:00:00
IN	Hungund	76.0586	16.06213	excellent	2016/04/25
TH	Kantharalak	104.64992	14.64056	excellent	27 Apr 2017
US	Indio	-116.21677	33.7207	excellent	11/21/2021, 00:00:00
US	Lakewood	-81.79819	41.48199	accep	02/21/2014, 00:00:00
RU	Danilov	40.17171	58.1908	excellent	07/02/2022, 00:00:00
PH	San Jose	121.06761	12.35275	good	2022/02/22
RU	Buynaksk	47.1192	42.819	good	07 Apr 2019
PK	Kot Addu	70.96699	30.46907	accep	05/24/2020, 00:00:00
TH	Kantharalak	104.64992	14.64056	good	18 Aug 2015
TH	Nakhon Pathom	100.04427	13.8196	building	2017-05-23
US	Pleasant Prairie	-87.93341	42.55308	excellent	06/24/2018, 00:00:00
DE	Bensheim	8.61839	49.68369	accep	10/21/2014, 00:00:00
ID	Majene	118.9707	-3.5403	average	2022/06/09
IN	Adra	86.68363	23.49668	good	05/28/2014, 00:00:00
BR	Guaraciaba do Norte	-40.7475	-4.16694	excellent	03/06/2020, 00:00:00
AU	Eastwood	151.08057	-33.79176	average	2022/02/10
US	Port Richmond	-74.13653	40.63316	maintenance	2019/07/20
ES	Caravaca	-1.86343	38.10558	maintenance	2017-07-13
RU	Aykhal	111.4834	65.93381	maintenance	2019/12/20
IN	Patti	74.85849	31.28092	excellent	2019-06-11
NI	Jinotepe	-86.19903	11.84962	average	2020/11/20
CO	Honda	-74.73584	5.20856	building	2013/09/16
PT	Ponta Delgada	-25.66689	37.74615	good	2022-08-12
BY	Dobrush	31.3237	52.4089	maintenance	03 Dec 2015
IL	Rahat	34.75699	31.39547	good	2018/12/07
FR	Saint-Omer	2.25	50.75	average	09/23/2015, 00:00:00
CU	Varadero	-81.24441	23.15678	maintenance	02/07/2021, 00:00:00
US	Searcy	-91.73625	35.25064	average	18 Jan 2020
NL	Vught	5.2875	51.65333	good	2016/12/28
IT	Volla	14.34085	40.87363	good	2017/02/14
US	Fairview Heights	-89.99038	38.58894	good	2016-07-18
SE	Boo	18.28333	59.33333	average	2020/02/05
DE	Barmbek-Nord	10.03988	53.6052	maintenance	02/02/2021, 00:00:00
DJ	'Ali Sabieh	42.7125	11.15583	excellent	21 Dec 2015
TZ	Same	37.73333	-4.06667	excellent	2022/04/17
BE	Beveren	4.25633	51.21187	average	26 May 2015
AR	Barracas	-58.38341	-34.64966	maintenance	2016-09-02
MX	Oaxaca	-96.72365	17.06542	building	2014/06/16
PH	Pilar	120.56528	14.66	average	2019/07/02
IT	Sassari	8.55552	40.72586	average	04/28/2018, 00:00:00
NL	Hardenberg	6.61944	52.57583	accep	2014/03/15
DE	Friedberg	10.98461	48.35693	average	12/18/2013, 00:00:00
US	Harrisburg	-76.88442	40.2737	accep	2022-09-27
US	Newburgh	-74.01042	41.50343	maintenance	2016-04-02
BR	Miracema	-42.19667	-21.41222	maintenance	10/27/2014, 00:00:00
AR	Barracas	-58.38341	-34.64966	excellent	06/24/2016, 00:00:00
FR	La Garenne-Colombes	2.2469	48.90472	excellent	2013-09-28
CN	Ulanhot	122.08333	46.08333	excellent	2018-08-18
CF	Carnot	15.87735	4.94273	excellent	05 Mar 2022
CM	Idenao	9.00472	4.2475	average	17 Feb 2019
RE	Saint-Denis	55.4504	-20.88231	good	23 Jan 2022
GB	Gainsborough	-0.76667	53.38333	good	11/16/2017, 00:00:00
MX	Santa Rosa Jauregui	-100.44843	20.74122	good	2013-05-22
IL	Ramla	34.86563	31.92923	building	09/08/2021, 00:00:00
GB	East Dereham	0.93333	52.68333	maintenance	20 Jun 2021
NG	Igbara-Odo	5.06258	7.50251	accep	19 Sep 2016
AU	Maryborough	152.70493	-25.54073	good	2018-04-26
RU	Bogoroditsk	38.12408	53.77166	excellent	2021/03/20
RU	Privolzhskiy	46.04833	51.40944	good	07 May 2022
IN	Supaul	86.59509	26.11527	building	11/19/2012, 00:00:00
IN	Sirsi	74.83554	14.62072	excellent	2020/07/30
GB	Rhosllanerchrugog	-3.05814	53.00974	excellent	2018-10-09
US	Hutto	-97.54667	30.5427	accep	2022/09/03
KE	Busia	34.11169	0.46005	excellent	08/03/2021, 00:00:00
GH	Bibiani	-2.31938	6.46346	accep	2014-10-02
GB	Lymington	-1.5443	50.75767	average	2017/03/26
AR	Pontevedra	-58.70072	-34.74785	excellent	2019-10-16
US	West Chester	-75.60804	39.96097	excellent	01/31/2013, 00:00:00
NG	Olupona	4.18333	7.6	accep	2015/05/21
BR	Itacoatiara	-58.44417	-3.14306	accep	2013-08-24
FR	Colomiers	1.33467	43.61058	accep	2016-04-30
DE	Oschatz	13.10984	51.30001	accep	2018/01/09
ES	Gernika-Lumo	-2.68333	43.31667	excellent	2015-08-17
US	Abilene	-99.73314	32.44874	accep	2021/09/21
BR	Altamira	-52.20639	-3.20333	average	2014/04/01
DE	Halstenbek	9.85	53.63333	building	10 Jul 2022
US	Hutchinson	-97.92977	38.06084	maintenance	2020/08/18
IT	Cordenons	12.70038	45.9836	average	2016/04/07
PH	Recodo	121.96361	6.95194	building	24 Jan 2013
US	Port Huron	-82.42491	42.97086	accep	01/16/2019, 00:00:00
CN	Shuangcheng	126.28333	45.35	good	2020/07/03
ES	Cardedeu	2.35739	41.63976	excellent	28 Feb 2018
MY	Batu Feringgi	100.24529	5.4709	average	2019-05-16
BE	Denderleeuw	4.07601	50.88506	maintenance	2019-01-10
US	North Lauderdale	-80.22588	26.2173	building	28 Dec 2015
US	Copperas Cove	-97.90308	31.12406	accep	14 Oct 2020
US	Covington	-84.50855	39.08367	average	12 Oct 2015
RU	Naro-Fominsk	36.73307	55.38752	excellent	2022-07-22
RU	Roslavl’	32.86389	53.95278	excellent	08/22/2015, 00:00:00
IT	Francavilla Fontana	17.58522	40.53123	average	29 Oct 2017
FR	Sceaux	2.29026	48.77644	good	2022-07-01
DE	Friedberg	10.98461	48.35693	good	2016/05/28
BR	Canavieiras	-38.94722	-15.675	average	07/24/2016, 00:00:00
GB	Penzance	-5.53715	50.11861	good	2014-10-27
JP	Fujioka	139.07204	36.24624	excellent	08 Jan 2021
IN	Kenda	86.51499	23.1959	excellent	2019-11-06
DZ	Frenda	1.04945	35.06544	maintenance	11/11/2016, 00:00:00
AU	Baulkham Hills	150.99292	-33.75881	maintenance	07 May 2015
BR	Iturama	-50.19556	-19.72806	good	2017/03/24
US	Independence	-94.41551	39.09112	building	11/27/2012, 00:00:00
US	Woodbridge	-74.28459	40.5576	excellent	2014-08-05
PH	Jagna	124.3697	9.6531	accep	2017-03-13
RU	Likhobory	37.56667	55.85	accep	2016/08/11
PH	Dipolog	123.33471	8.56697	good	09 Jul 2020
NG	Nkpor	6.83042	6.15038	average	2016-04-24
US	Morningside Heights	-73.9625	40.81	accep	2022-05-23
US	Fairview Heights	-89.99038	38.58894	accep	05/19/2018, 00:00:00
RU	Roslavl’	32.86389	53.95278	accep	12/08/2012, 00:00:00
RU	Malakhovka	38.02486	55.64776	accep	2021/01/09
US	Rolla	-91.77127	37.95143	accep	05/18/2022, 00:00:00
PH	Cebu City	123.89071	10.31672	good	2021-08-01
DE	Memmingen	10.18527	47.98372	maitennce	06 Oct 2017
DE	Bretten	8.70745	49.03685	average	08 Jul 2020
DE	Wittenau	13.32127	52.59319	accep	2018/04/20
FR	Vienne	4.86667	45.51667	good	2014-06-21
ES	Leioa	-2.98884	43.32686	good	21 Aug 2014
US	Searcy	-91.73625	35.25064	building	2016-05-15
MX	Santa Rosa Jauregui	-100.44843	20.74122	building	28 Dec 2020
DE	Nidderau	8.86704	50.23805	average	2021-02-08
RU	Tyoply Stan	37.49338	55.62047	maintenance	2016-05-09
RU	Lesosibirsk	92.48278	58.23583	excellent	18 Oct 2016
VE	La Victoria	-67.33122	10.22677	average	18 Jun 2015
UA	Nova Kakhovka	33.34864	46.75451	good	06 Dec 2021
LK	Dehiwala-Mount Lavinia	79.87116	6.84019	excellent	2022/02/27
ID	Wangon	109.05389	-7.51611	building	05/27/2018, 00:00:00
PH	Antipolo	121.12251	14.62578	average	04/20/2015, 00:00:00
US	Peabody	-70.92866	42.52787	good	2014/09/12
CO	Villa del Rosario	-72.47417	7.83389	average	09/17/2017, 00:00:00
UZ	Parkent	69.67639	41.29444	excellent	03/12/2019, 00:00:00
US	Fort Washington	-77.02303	38.70734	maintenance	29 Nov 2014
MX	Tuxtla	-93.11308	16.75973	accep	03/17/2022, 00:00:00
JP	Shimotoda	139.6853	35.815	excellent	2019-08-10
US	Pottstown	-75.64963	40.24537	good	2018/08/05
CN	Shuangcheng	126.28333	45.35	good	2019-08-15
BJ	Tchaourou	2.59753	8.88649	good	01/15/2016, 00:00:00
IN	Udumalaippettai	77.24779	10.58806	good	2016-09-03
TH	Tak Bai	102.05461	6.25947	good	2016/12/05
RU	Kachkanar	59.4839	58.7002	good	2019/04/03
CN	Liaoyang	123.17306	41.27194	accep	2020/12/03
JP	Karatsu	129.96972	33.4425	average	05/22/2016, 00:00:00
MX	Casa Blanca	-98.11889	19.04222	maintenance	2021/06/18
MA	Oulmes	-6.00137	33.42585	good	09/06/2014, 00:00:00
US	Far Rockaway	-73.75513	40.60538	accep	17 Sep 2020
GA	Franceville	13.58357	-1.63333	maintenance	04/25/2014, 00:00:00
ID	Tarakan	117.59152	3.31332	accep	31 May 2021
IT	Francavilla Fontana	17.58522	40.53123	excellent	30 May 2020
FR	Rueil-Malmaison	2.18967	48.8765	good	15 Feb 2014
KE	Lodwar	35.59642	3.11988	maintenance	10/13/2021, 00:00:00
US	South Lawndale	-87.71255	41.84364	building	03 Feb 2022
PK	Fazilpur	75.06583	32.17629	good	07/31/2019, 00:00:00
MX	Oaxaca	-96.72365	17.06542	good	07/19/2014, 00:00:00
IN	Patti	74.85849	31.28092	good	20 Mar 2017
CH	Adliswil	8.52462	47.30997	accep	10/06/2013, 00:00:00
BR	Caldas Novas	-48.62789	-17.74431	good	01 Apr 2018
GB	Cowes	-1.29772	50.76306	accep	2014-02-15
AU	Carindale	153.10236	-27.50578	excellent	2013-04-02
PH	Burgos	120.57224	15.72892	good	2018/07/25
IT	Gorgonzola	9.40531	45.53069	average	2018/07/25
ID	Ngemplak	110.71639	-7.54972	average	2019-11-10
TH	Damnoen Saduak	99.95469	13.51825	excellent	09/28/2016, 00:00:00
GB	Kingston upon Hull	-0.33525	53.7446	average	2021/05/15
US	Woodbridge	-74.28459	40.5576	accep	08/30/2020, 00:00:00
TH	Nakhon Pathom	100.04427	13.8196	average	2020/12/14
CN	Shaowu	117.4831	27.34089	maintenance	13 Feb 2020
CN	Pucheng	118.53333	27.92333	excellent	21 Feb 2014
US	Laguna Niguel	-117.70755	33.52253	accep	10 Oct 2021
IN	Gariadhar	71.57737	21.53889	excellent	2021/02/11
ID	Pekanbaru	101.44167	0.51667	average	2021/12/23
KR	Goyang-si	126.835	37.65639	good	21 Aug 2014
BY	Vitebsk	30.2049	55.1904	accep	2018-12-25
GN	Camayenne	-13.68778	9.535	maintenance	2019-10-21
DE	Bad Segeberg	10.30215	53.94313	excellent	2021-07-30
BR	Caldas Novas	-48.62789	-17.74431	excellent	09 Apr 2016
US	Camarillo	-119.0376	34.21639	good	2015/11/02
BO	Tupiza	-65.71875	-21.44345	excellent	20 Mar 2019
RU	Tavda	65.27258	58.04254	accep	05 Feb 2019
US	South Lawndale	-87.71255	41.84364	average	17 Jul 2014
UA	Zvenihorodka	30.96755	49.07866	accep	11 Aug 2013
RU	Bavly	53.26023	54.39304	maintenance	06/25/2019, 00:00:00
IN	Tiruppuvanam	78.25795	9.82564	accep	05/27/2017, 00:00:00
