NOx	PM10	latitude	Pb	TEMP	H2CO	NH3	PAHs	CFCs	PM2.5	CO	longitude	C2H3NO5	PRES	SO2	CH4	O3	warning
7.54772	9.48163	-7.81667	55.31645	20.33988	44.33882	9.52611	11.45345	58.05541	5.89859	7.23990	112.01667	0.24743	1098.96428	8.26628	7.92127	8.15189	1.00000
7.69376	5.70103	50.26729	59.58699	29.23813	53.68339	10.07533	12.13231	55.56414	8.07353	6.69372	-119.27337	0.02546	1051.02511	7.79849	8.63502	8.48809	1.00000
8.19945	7.87050	38.40917	60.45190	8.76150	57.96133	5.27653	9.15915	59.45046	7.53317	7.87838	112.73333	0.07644	1081.61448	8.76241	7.29885	3.72317	1.00000
7.71594	6.70163	53.78333	35.41383	22.59214	54.03851		7.55088	42.01548	9.37999	9.83384	-1.06667	0.03577	1148.16774	7.47636	7.73301	7.11477	1.00000
6.92235	6.67894	7.62789	57.10139	2.95985	51.20589	6.10076	9.49068	33.17516	8.13495		4.74161	0.03786	1147.55363	8.66173	7.21700	6.22916	1.00000
7.94664	9.89979	44.80477	24.23005	36.99209	50.59768	7.07438	9.68036	58.91156	8.55360	6.95633	-0.59543	0.36554	1164.17605	7.50735	8.24228	6.61472	1.00000
6.19327	10.71689	45.79377	36.06164	2.29025	21.75184	6.69081	8.61760	59.98987	7.72041	6.36881	8.88104	0.80567	1109.69379	8.35457	8.11122	7.14661	1.00000
5.45772	12.98511	8.48714	55.28579	33.72305	53.37930	6.19501	7.81875	53.84424	8.75348	4.82729	-13.2356	7.64835	1084.67145	11.01016	8.53243	8.26966	1.00000
7.32950	7.42571	36.20829	40.97166	21.06449	31.21800	11.51602	1.91537	53.86765	8.90650	9.79554	-115.98391	0.05888	1184.99197	9.89259	8.50858	3.75985	1.00000
7.41172	9.53473	-37.9	19.71779	18.17393	66.08067	4.98188	8.49339	22.98726	8.75316	6.79258	145.18333	0.27514	1075.61868	7.66844	8.45305	5.05048	1.00000
6.88659	10.33424	54.52156	66.66855	13.02316	33.84372	8.59472	7.33285	52.07876	9.02388	9.89152	9.5586	0.55224	1112.40288	8.62244	7.73810	6.38182	0.00000
7.59241	7.82876	35.6803	36.43321	14.60723	57.42528	10.20588	6.31954	56.69600	9.13583	8.37233	51.0193	0.06304	1084.21718	6.62352	9.66155	7.71066	0.00000
8.94939	9.30343	10.63504	45.65143	-1.19746	41.05598	10.01734	9.79387	42.77783	8.26631	6.13914	-85.43772	0.21322	1142.19518	7.54280	7.07155	7.61375	1.00000
7.02213	7.90935	48.77644	43.32254	19.54343	29.27686	6.01725	9.69695	51.78352	6.98076	6.80248	2.29026	0.06108	1107.53085	9.01730	8.80892	5.70465	1.00000
5.55119	9.47191	39.12074	43.41754	24.75211	56.51603	9.96236	7.98819	21.99191	8.50327	9.01251	27.18052	0.24196	1103.89085	8.10026	8.62146	8.23172	1.00000
5.50708	8.47303	55.67938	61.56564	12.99868	51.41467	9.74270	8.41788	35.60269	9.03829	10.04723	12.53463	0.10404	1090.60472	8.46416	7.79867	7.12250	1.00000
6.35726	6.42779	50.11861	36.31579	8.33392	54.48739	8.55361	10.53784	52.22653	7.76544	6.41181	-5.53715	0.03155	1065.97941	7.71320	6.84419	5.38312	0.00000
6.56214	8.22939	17.34769	41.72058	8.18603	69.61501	10.32508	8.71017	58.64149	10.08950	5.44761	78.55757	0.09188	1085.72056	9.34760	6.86583	4.09627	0.00000
5.97528	8.06802	42.8334	54.03462	37.56631	29.10857	5.83903	7.71383	60.48250	8.03272	9.31558	-80.38297	0.09405	1169.15876	7.37569	8.91648	4.01601	1.00000
7.20935	9.30616	55.67938	57.33493	14.41964	36.02026	10.02859	8.14620	61.78347	7.23117	5.65327	12.53463	0.21564	1178.44710	7.92127	8.99409	6.22673	0.00000
6.54725	8.24915	53.7446	47.12036	10.57942	46.12246	5.33634	8.53577	48.64403	7.22881	6.26365	-0.33525	0.10026	1188.61274	8.91887	8.80167	6.40030	1.00000
7.93253	6.84177	41.48199	61.04968	5.26624	54.29185	8.00015	5.45812	38.95946	6.31932	10.09314	-81.79819	0.03486	1079.51658	7.99805	9.65330	7.29569	1.00000
8.13206	8.98552	53.59337	47.75361	11.21384	20.68069	10.33956	3.18057	34.30080	6.56652	9.78628	9.47629	0.16943	1156.70999	6.03674	7.12372	8.15196	1.00000
6.37827	10.65753	35.50056	42.20598	22.71075	21.93639	7.18542	8.10355	61.03420	8.52047	5.19526	117.63083	0.75360	1158.40308	9.03051	7.25701	7.87907	1.00000
5.62870	6.90668	29.65163	82.97806	14.63222	41.73500	9.66943	9.70917	48.08921	7.86574	8.49105	-82.32483	0.03575	1120.50282	8.76482	7.74539	10.05999	0.00000
7.91927	6.37066	43.61058	57.33661	13.30439	69.11894	5.53105	9.16416	56.15263	8.06012	6.01405	1.33467	0.04823	1171.55960	9.30471	6.47403	5.17802	1.00000
4.06915	7.04047	33.78333	49.19386	25.77588	60.49586	9.44923	11.49620	62.56329	8.24337	9.33277	114.51667	0.05913	1181.27730	8.51956	7.66331	11.48109	0.00000
3.88913	6.51293	36.02506	38.39673	19.48617	39.23291	7.36651	9.76599	62.70252	7.77638	6.34296	-86.77917	0.03677	1134.87806	8.59855	8.03485	8.83145	1.00000
5.57861	10.44839	-20.25333	36.80279	21.12896	49.10397	6.00747	9.22380	60.86764	7.60824	8.93081	-43.80139	0.62669	1180.14846	8.44601	7.36353	7.58355	1.00000
8.56074	8.22012	39.08367	46.95813	27.77860	32.37888	4.11349	6.51173	49.05674	7.28125	10.20477	-84.50855	0.10165	1149.50775	7.47084	9.04080	6.52879	1.00000
6.84490	7.80879	43.83125	38.22029	24.13280		10.24086	5.88864	68.28049	7.53573	8.14061	5.03586	0.05487	1078.89604	7.22251	8.63899	7.30953	0.00000
8.84399	8.05327	57.14369	62.27793	-1.33431	56.45545	6.02360	7.08935	40.50377	7.46852	11.62938	-2.09814	0.10089	1079.01877	7.41639	7.71491	6.42915	1.00000
6.06213	6.35427	15.58552	66.07725	13.83804	65.63217	10.72947	8.58497	47.37813	7.86798	6.12331	102.42587	0.03685	1196.22126	6.58435	8.13678	4.16544	1.00000
6.34969	9.97092	58.63667	28.66864	19.94573	38.33331	2.82478	8.41105	42.51802	8.30389	4.16246	59.80222	0.41065	1102.66495	8.89804	8.95464	6.17073	1.00000
5.17285	9.56642	40.53123	71.70585	6.64951	51.64387	5.89669	9.09312	56.96835	7.76131	8.02353	17.58522	0.27414	1134.78543	7.29100	9.56847	8.01155	1.00000
4.65372	12.97601	24.05979	71.21832	10.89663	72.34382	7.87610	8.28046	59.95660	8.35176	7.79514	77.40858	7.58036	1130.38219	8.47326	9.16869	8.50208	1.00000
5.81387	6.91807	51.19139	37.41731	9.03225	36.18705	8.56411	9.93938	43.32726	7.16112	8.66345	6.51352	0.04126	1099.18719	8.77589	7.22080	9.57767	0.00000
6.12900	9.26804	34.14251	30.54287	18.99830	55.51504	9.62650	6.63864	74.80181	8.76683	6.32842	-118.25508	0.19804	1158.92028	8.15670	6.61244	3.76912	1.00000
7.37765	8.89337	32.35126	48.76406	-4.32633	52.41341	8.40413	7.45275	55.80778	10.26642	6.31182	-95.30106	0.15334	1197.22742	8.29992	8.42451	5.55758	0.00000
4.29889	7.96214	-25.42778	57.78440	21.07733	71.41881	6.31309	9.80821	50.44765	7.63472	7.31385	-49.27306	0.08756	1119.03195	7.21717	8.09129	7.80913	1.00000
5.61916	8.48777	53.77166	44.04433	30.07884	52.60449	9.39592	5.45509	48.21538	8.35697	8.29157	38.12408	0.10891	1100.74635	8.26564	6.97769	6.69484	0.00000
6.07818	4.41080	35.8	36.95368	29.65082	54.93021	8.10181	10.70852	46.30858	8.75218	7.66566	137.23333	0.03656	1197.36706	4.80456	6.76515	5.69872	0.00000
6.58894	10.97374	35.64889	35.68651	29.20549	42.81092	6.40734	6.84782	48.51475	9.30807	8.71585	117.27583	1.05421	1176.48297	7.56683	8.13600	8.64630	1.00000
7.14316	9.31803	15.5439	61.26726	17.14097	63.64995	9.03380	6.57128	34.00594	8.24887	10.43772	73.7553	0.22442	1130.77840	10.24388	8.45403	9.58153	1.00000
6.78238	10.22858	43.48961	41.25130	39.26772	40.27875	4.52665	8.57386	64.97191	7.71986	5.87071	-8.2194	0.49132	1142.79564	8.62082	7.08624	6.18052	1.00000
7.70965	8.19336	39.00622	52.12108	-6.56649	26.60066	8.32091	11.01143	21.38217	8.09218	7.41870	-77.4286	0.09089	1180.23031	7.79724	8.63482	7.13619	1.00000
7.10024	7.50719	12.18441	52.38337	-2.03610	33.69192	8.92401	4.01974	40.45742	9.33213	9.83153	18.69303	0.07453	1157.58514	7.70464	7.68278	5.81532	1.00000
5.74138	10.88795	36.06523	47.50062	12.86895	40.18250	8.93639	8.06467	50.17860	8.39510	9.54033	-119.01677	0.95162	1180.31352	8.23642	9.06892	6.81116	0.00000
9.40031	8.41759	-28.24	57.35212	33.60652	45.60887	8.16537	10.34193	41.88511	7.64214	6.89349	-48.67028	0.10995	1056.88275	7.61915	9.02800	5.52093	1.00000
6.79719	7.42202	6.8485	39.23223	23.96512	51.61505	8.61369	7.72257	45.23686	7.65062	10.34042	3.64633	0.05893	1133.39518	8.11755	6.11812	6.85972	1.00000
7.19125	9.13862	50.5107	53.12176	-9.15712	38.47346	10.62540	7.76281	42.60853	6.11129	5.99030	18.30056	0.19111	1081.55151	7.97688	7.49009	6.99491	0.00000
5.70313	7.39180	35.20889	49.31685	16.29206	37.55433	5.83544	9.04269	37.45398	7.88672	9.48946	111.73861	0.05190	1179.11530	7.57232	7.44992	5.83018	1.00000
5.18499	8.22750	33.92946	67.13908	18.59093	50.88373	10.83786	4.92584	57.40913	8.54560	7.96921	-116.97725	0.08251	1102.71769	8.48744	9.13744	5.72023	1.00000
5.70957	7.78390	51.955	53.74378	15.61553	62.49116	6.76255	7.79911	74.60457	7.09940	8.87422	5.22778	0.06309	1068.82736	9.49810	7.89265	3.78624	1.00000
6.73627	8.36566	-5.85746	64.63876	1.42836	24.13704	9.62959	7.99496	48.53229	8.73999	6.86842	144.23058	0.09722	1117.12628	7.77997	8.50789	7.70224	0.00000
7.99024	8.74051	51.12794	36.00008	22.05743	26.95596	6.58960	4.70083	64.83828	9.24346	10.35270	4.21372	0.14928	1155.35471	9.11179	8.81969	6.69576	1.00000
6.98787	10.24514	32.42067	33.22836	13.90418	38.36786	6.26214	8.39380	50.57160	8.17607	9.58580	-104.22884	0.52700	1134.15883	7.14098	7.49485	9.65458	1.00000
6.54536	9.80221	41.41204	30.98348	17.68274	30.64877	7.21455	6.74014	45.83837	9.46948	8.76536	2.18247	0.34732	1100.88855	7.89925	9.04891	8.43667	1.00000
6.12363	8.89543	11.93381	43.63589	19.49257	63.56195	8.94939	7.07446	41.30211	7.20220	9.49798	79.82979	0.16227	1160.79524	8.40105	8.11020	8.04408	0.00000
6.10118	8.88819	55.82737	44.12698	31.10451	50.20908	3.57968	8.48582	60.69769	8.06411	6.86092	-4.0573	0.14857	1067.05002	8.66086	7.15221	5.30402	1.00000
7.71115	11.57726	30.46907	44.41443	5.03614	32.59382	5.06024	8.96262	30.02114	8.90451	3.96430	70.96699	1.90130	1095.97187	9.29991	7.26993	7.13884	1.00000
7.28393	7.87591	51.47805	47.41354	12.66561	59.85042	7.18581	8.49316	26.68415	8.41476	5.31531	6.8625	0.07229	1150.09215	6.93286	5.92843	7.17861	1.00000
5.82735	10.04330	30.24706	41.53771	21.09482	26.68793	8.38508	5.92929	64.94063	6.02910	8.49026	115.04814	0.42383	1065.21534	9.26494	9.44461	7.95530	1.00000
7.60643	7.06130	34.14251	41.08788	17.13931	45.57552	7.76596	8.03734	22.91338	8.39725	6.83064	-118.25508	0.03699	1082.43483	6.81725	7.17268	5.21549	0.00000
5.94483	11.15208	31.20176	67.78505	15.57851	63.17149	4.79851	7.90229	42.63526	7.84444	4.46425	29.91582	1.23916	1102.20184	6.90732	6.97941	7.10363	1.00000
7.50109	7.92092	52.21099	59.65386	23.59743	48.00328	9.79302	5.18589	84.92773	7.81526	7.45718	7.02238	0.06439	1194.09652	7.39608	9.04693	5.42112	0.00000
8.11970	9.08814	48.52961	41.81399	22.76384	55.36595	8.87429	5.56308	60.31447	7.82389	11.78621	12.16179	0.17487	1195.68714	7.90280	6.81042	10.05380	1.00000
5.94007	8.58098	41.47892	36.30493	2.62882	55.95709	9.66343	4.91292	54.00299	7.95963	7.54498	-87.45476	0.11026	1061.65480	7.51008	8.69004	3.95046	0.00000
5.74415	9.45797	34.75856	60.48135	7.40623	64.28797	6.18341	8.50744	59.38831	7.62980	9.04897	136.13108	0.24641	1061.02965	8.81330	9.27976	4.91305	1.00000
7.85756	12.44199	9.6531	59.64521	19.88787	55.72991	5.96790	10.23370	57.93086	9.00992	7.36726	124.3697	4.45164	1114.70774	7.61229	8.53539	5.99919	1.00000
5.23287	7.34859	-5.85746	47.56804	19.09389	47.30123	5.40966	9.09142	39.37665	8.75911	4.09324	144.23058	0.05065	1142.87210	7.75966	4.11926	7.98797	1.00000
8.04876	8.15426	44.22639	54.87651	11.74888	53.32463	6.13176	9.68006	37.21464	7.92801	6.52284	22.53083	0.09489	1187.51740	9.19500	8.97327	5.96022	
6.38223	8.94876	43.71032	30.64375	13.98381	33.57712	9.49682	8.99984	25.81983	8.82096	8.34762	-1.05366	0.17598	1056.70395	7.31158	6.76005	11.84752	0.00000
6.51496	6.32043	22.98212	41.57269	10.71057	38.59502	10.77418	4.45871	57.22717	7.39457	9.01034	-80.58556	0.04411	1135.50543		7.92133	7.20963	
8.58830	11.15149	33.3213	64.15872	8.48353	39.99032	7.89897	9.73181	45.87731	8.81701	7.70949	130.94098	1.25059	1142.11200	8.21762	7.13724	6.42013	1.00000
6.59503	10.08968	40.56754	36.57038	20.59772	36.44186	4.41330	6.51756	15.67032	8.25798	8.24455	-89.64066	0.43662	1068.55041	8.79373	8.18293	5.34432	1.00000
4.09717	9.15012	22.83957	33.78999	23.19392	32.41852	5.04872	7.46788	37.84343	8.14119	7.43151	91.84128	0.19173	1152.94535	6.69245	8.45824	6.26506	1.00000
7.58049	7.59231	22.49396	41.97953	26.64464	35.67172	7.56304	5.90551	33.98756	8.78639	10.42644	-105.36369	0.04750	1147.13029	8.07704	8.90838	5.94155	1.00000
6.12667	9.38382	4.02219	28.33350	7.25967	59.99248	6.95232	6.84133	37.79951	6.27653	8.34652	101.02083	0.21818	1113.27046	9.44550	8.32345	5.87427	1.00000
6.12266	5.31990	4.96667	54.84296	13.42731	30.24241	10.56574	9.14811	33.03246	9.38136	6.54883	10.7	0.04849	1172.36691	7.49850	6.74886	5.08801	0.00000
8.22579	9.67454	50.64336	67.90624	22.26113	34.51472	8.32636	6.81217	81.60794	7.66187	11.76035	7.2278	0.30765	1059.82233	7.79846	8.34719	6.82691	0.00000
5.57797	10.80576	30.5427	71.15891	10.23134	45.86495	9.78156	7.84957	63.77354	7.52056	7.38260	-97.54667	0.90160	1103.88836	8.17668	7.76657	4.86476	0.00000
5.50421	11.07721	32.54044	55.51262	32.10125	51.10083	8.32823	6.74586	50.93375	8.44733	8.80913	-82.90375	1.15358	1125.66721	10.08806	9.51558	8.61307	0.00000
5.91029	8.58745	7.65649	71.53268	20.91381	33.41833	9.71575	5.47602	61.64506	6.44011	8.80304	4.92235	0.10578	1183.14882	7.57568	6.68347	5.58423	0.00000
8.09925	7.18532	51.12794	40.03557	15.28284	37.95100	5.53180	7.72706	53.52338	8.24470	10.59341	4.21372	0.05296	1060.33814	8.57752	6.21140	6.57066	1.00000
5.84161	8.90786	8.35122	61.78223	11.46872	50.57331	11.33918	8.12013	63.46463	9.11795	6.46180	-62.64102	0.14669	1124.73016	7.94960	8.60965	8.05024	0.00000
7.35957	6.01028	53.5942	49.82498	12.27577	52.30197	8.96046	9.96395	64.66509	7.85789	5.84562	25.8191	0.03073	1086.48971	6.52581	8.08465	5.63390	0.00000
4.80479	11.67714	3.11988	53.52156	11.92806	40.30930	5.19737	8.26718	40.77839	7.83454	5.40486	35.59642	2.08885	1090.37727	5.45422	7.45236	7.96121	1.00000
6.13834	12.04255	46.08333	46.66233	29.19405	45.05444	8.35257	9.15842	51.82926	7.56736	9.56397	122.08333	2.99053	1066.73738	9.09134	5.92401	7.59776	0.00000
5.43897	7.80660	48.07667	26.41954	10.05229	60.28603	10.22217	8.66000	72.98437	6.12620	7.81325	8.64409	0.07121	1065.43356	9.38887	8.72916	7.58811	0.00000
9.14494	8.20679	40.34912	42.20120	8.46323	49.73683	7.86332	11.07041	46.09600	7.80926	7.52395	-111.90466	0.09253	1108.55884	6.62026	6.93178	5.41160	1.00000
8.82536	8.64708	38.47917	57.23412	8.61123	57.36546	6.88315	9.42529	46.04073	8.43209	4.89942	-1.325	0.11509	1077.82960	9.16282	8.90158	6.11440	1.00000
6.31552	7.39153	42.64031	41.58776	5.94971	49.57474	9.20889	9.10894	49.77092	9.03953	7.33057	125.51176	0.04901	1108.55645	7.21896	6.85812	7.70500	0.00000
7.17005	8.17494	40.24537	51.50452	21.31890	42.35958	9.51786	5.26209	53.72700	6.81057	9.41429	-75.64963	0.09468	1163.58118	8.32101	7.77111	5.50900	0.00000
6.85209	9.31962	38.55632	27.40685	15.14568	42.71578	6.13483	5.94507	58.78347	7.27139	8.82503	69.01354	0.22875	1152.62242	7.95691	9.31834	6.48738	1.00000
5.90921	8.57855	27.0174	50.14943	27.88353	47.05467	9.76888	5.62413	43.47605	7.79628	8.25913	49.62251	0.10712	1195.73652	7.92345	8.21855	5.48701	1.00000
8.54537	8.94044	58.23583	23.52705	23.02902	46.43585	8.00786	6.50804	51.59655	8.27756	11.76807	92.48278	0.14935	1107.25144	7.51024	8.38687	8.93919	0.00000
4.97077	10.36142	45.0408	55.88471	6.04897	42.14367	7.11442	6.89609	23.29815	7.60727	6.52215	-93.263	0.57891	1133.02056	9.59977	8.65841	6.95389	1.00000
5.34858	10.30544	32.54044	51.70677	11.76129	64.29318	11.50641	9.64711	60.17206	6.17656	7.29147	-82.90375	0.54252	1080.48456	7.97349	6.12883	7.32526	0.00000
6.72430	10.01702	51.62907	59.18536	23.97202	36.37593	7.46540	9.43832	43.36801	7.94116	5.58474	-0.74934	0.40965	1073.59890	7.24616	6.51431		1.00000
7.03284	8.40714	40.24537	40.66065	27.80571	48.50729	8.76601	5.29966	40.05421	7.39455	9.52988	-75.64963	0.10274	1071.84537	9.55132	7.93195	7.09155	1.00000
6.96062	8.87755	58.63667	75.58790	6.36215	50.60760	9.72807	6.01358	50.29984	8.77008	8.53242	59.80222	0.14806	1109.49665	8.26262	6.64951	5.45762	0.00000
7.90859	5.58444	29.65163	54.92685	17.20517	54.77840	8.10718	9.65126	39.76175	7.36446	6.48281	-82.32483	0.03537	1156.80009	8.39144	8.43277	7.09026	0.00000
5.21589	9.11050	34.85	53.73316	7.52077	51.94406	7.91531	8.21696	60.74786	7.65267	7.71960	117.33333	0.17800	1159.71374	7.72671	8.24235	7.26134	1.00000
6.84817	7.90885	42.7392	30.52619	32.50385	42.72108	7.72956	6.47245	52.80567	6.46669	10.14423	-84.62081	0.07645	1148.97091	7.77708	8.85241	6.26911	1.00000
6.99697	10.20837	31.71667	68.75492	23.30052	52.31946	4.52672	8.36473	51.76556	7.93882	6.18439	73.38333	0.50010	1098.49206	8.66880	7.85264	5.65911	1.00000
5.80634	9.96385	50.50301	64.62345	17.45670	54.00086	7.03856	8.90681	73.53570	7.16511	8.68928	13.63617	0.38390	1184.11797	10.14649	10.26447	6.55398	1.00000
7.81096	8.31014	65.93381	73.47734	16.78703	59.10924	9.10348	9.20573	42.36391	8.84235	4.89640	111.4834	0.09364	1105.37854	6.27031	9.40742	4.73736	0.00000
5.00339	12.50503	38.55632	44.36536	-16.65465	30.83144	9.27740	11.21307	48.65340	7.52650	9.60456	69.01354	4.74290	1176.24686	8.70973	6.30708	10.74765	0.00000
6.04589	11.35809	-38.16604	53.37368	7.82906	39.03231	3.67994	6.24315	44.86024	7.55042	6.81289	145.13643	1.54601	1062.65389	8.94829	7.38833	4.82474	1.00000
6.99824	8.63367	40.93121	44.69178	28.23705	38.10132	9.61250	4.33372	21.50232	7.33238	9.49006	-73.89875	0.14274	1178.48882	8.27339	7.06241	5.60103	1.00000
6.55238	8.55403	24.96334	44.66134	14.69750	38.15130	7.25836	7.19795	30.10220	7.59709	9.21060	10.18003	0.12651	1106.99009	8.47618	10.50985	5.56973	1.00000
6.99653	9.70020	41.91886	47.43233	-1.84578	48.93879	5.45512	9.19327	73.16466	7.32597	7.18685	8.73812	0.31804	1060.88325	7.74926	6.65423		1.00000
7.92659	7.01017	44.80477	50.15058	16.84359	46.41577	6.80785	6.97186	69.92306	6.92651	12.02440	-0.59543	0.03821	1175.33743	6.55721	8.47491	7.55216	1.00000
8.38346	7.50954	-38.65333	56.81214	-1.83055	52.35526	9.18175	4.23280	54.93717	7.13947	11.23833	178.00417	0.06094	1195.46743	9.02355	6.59999	4.81999	0.00000
6.38569	7.36665	14.53767	40.27128	11.50448	47.77464	7.45568	8.91235	58.39447	7.47857	7.92916	46.83187	0.05477	1190.82229	8.34269	8.82687	6.98504	0.00000
8.75282	9.72555	20.88953	60.15138	4.29697	35.78101	6.62679	10.07185	33.59808	9.15820	6.32054	-156.47432	0.31642	1122.58197	8.04353	8.51474	6.31596	1.00000
8.00238	10.40387	41.80753	62.29967	27.66258	35.57714	6.37192	10.26361	41.83532	8.01988	6.62064	-87.65644	0.61513	1120.24442	6.71900	9.83932	6.08455	1.00000
7.66362	9.39823	32.55531	56.05857	27.90989	48.81872	7.50286	11.12496	43.36972	7.97787	6.84917	76.12647	0.22848	1053.47839	9.07577	6.51806	7.07762	1.00000
6.65186	6.65081	40.11583	40.99303	26.14890	46.50540	8.10422	9.75792	47.16807	8.10759	5.96762	67.84222	0.03002	1079.10978	8.69055	8.02473	3.34310	0.00000
5.64664	8.56480	-25.54073	43.19251	32.46901	44.57927	11.38827	9.18709	53.57668	8.66165	6.92920	152.70493	0.12857	1054.57187	8.91119	7.58047	8.62306	0.00000
6.40817	9.65834	-19.32556	56.68171	15.11442	41.77973	8.94259	3.94015	50.64506	7.24122	8.23653	-41.25528	0.28564	1177.06597	7.75386	10.12381	5.26536	1.00000
6.51993	8.00876	-31.25033	25.48361	-2.43522	37.15932	7.08003	10.46666	52.04967	8.14874		-61.4867	0.07793	1168.84018	7.26064	7.99600	6.98376	1.00000
5.05390	6.42175	6.33444	68.58026	36.80421	56.37797	9.60309	9.04078	33.23519	9.79387	8.32211	124.95278	0.02982	1185.64115	9.86901	6.31938	6.75316	0.00000
6.83898	10.33196	39.00622	49.27275	17.88274	35.41378	7.85294	9.59159	54.83445	6.60383	6.20839	-77.4286	0.56319	1113.70902	9.02984	9.25997	7.64439	1.00000
8.25006	10.73098	19.21667	34.13162	10.65865	34.73236	5.73538	8.97111	55.27716	7.52519	7.55060	73.08333	0.83145	1131.48315	9.05044	7.98226	4.90243	1.00000
8.11036	8.49979	53.53333	38.66927	14.09826	29.88586	7.69534	4.65401	42.83385	8.65513	9.25632	-7.35	0.12093	1151.66633	8.17973	9.12971	7.36439	1.00000
7.35854	10.86439	14.62072	46.09171	14.61956	25.45458	4.70361	8.22091	36.87065	9.53457	5.22316	74.83554	0.93473	1085.22421	7.52071	9.44900	5.72289	1.00000
6.86450	6.16473	53.37596	44.44473	1.44896	62.40637	9.20578	10.32470	51.13712	8.21882	5.23157	51.3452	0.03459	1133.73886	8.01442	6.97330	2.87770	0.00000
7.57293	8.61056	45.49428	58.74129	31.01968	14.55158	8.63911	8.64037	27.97493	8.58050	6.94084	-122.86705	0.11882	1058.86085	8.67357	8.22747	8.87772	0.00000
4.82717	11.33202	51.42708	56.49985	20.19431	51.17653	6.39721	9.29265	37.14170	5.57519	7.78694	-0.91979	1.49882	1199.13218	7.97484	8.85809	9.51608	1.00000
6.47102	10.53046	45.4473	48.19864	8.91185	56.21390	8.01457	5.10567	52.42329	9.92136	8.37208	-73.75335	0.68103	1089.85754	7.40512	7.28649	7.46661	1.00000
5.22541	9.17095	41.92361	61.73752	23.29293	43.72432	6.98302	8.66023	53.14292	8.50457	6.87030	20.91361	0.19472	1080.81069	9.26151	7.63948	7.40827	1.00000
7.28329	9.32544	33.3213	58.48523	12.29547	46.37619	8.70646	6.22714	59.04942	8.41280	9.41404	130.94098	0.22534	1134.65714	7.26655	7.39737	6.19614	0.00000
8.02709	8.13949	3.27833	53.53000	17.63973	49.92725	8.60629	4.51873	45.60401	8.54980	11.32302	32.88667	0.09720	1137.11631	6.74070	6.13419	5.48734	0.00000
6.44066	10.06213	40.66482	40.64301	3.89982	58.02925	8.41351	5.64450	25.31019	6.99087	9.40252	122.22833	0.43211	1074.08285	9.50446	7.27893	3.74827	0.00000
6.04938	8.43463	-6.48167	62.86890	17.71038	50.15883	10.51497	9.46316	72.27473	9.46245	6.02005	106.85417	0.10585	1157.89721	8.97573	8.84085	5.96014	0.00000
8.53492	11.04034	-21.15	38.87997	16.20964	33.54068	4.49066	7.88402	25.74002	9.42201	4.55753	46.58333	1.12217	1067.09968	9.59167	9.84609	5.28207	1.00000
6.50249	8.38521	33.92866	55.86813	36.12978	69.96202	9.32141	4.86943	38.05711	8.22454	8.29499	-6.90656	0.10390	1116.83935	8.18723	8.85790	4.97089	0.00000
6.03682	11.43371	2.41669	50.03316	16.90012	52.74496	8.09224	6.96193	52.73968	7.44138	9.46905	30.98551	1.65589	1193.59354	7.94689	8.37104	4.12558	0.00000
7.11120		36.53333	50.11321	14.77952	27.70603	9.83939	3.77623	48.38660	7.18616	10.36457	136.61667	0.15986	1130.98868	8.34824	7.39906	6.16609	1.00000
6.76343	11.54935	15.5439	50.62232	11.83521	48.20187	6.89808	6.91692	41.48656	8.53393	10.74896	73.7553	1.85863	1077.41382	7.90154	6.58363	5.11407	0.00000
4.10986	9.23061	33.7207	39.86752	19.47453	38.99856	6.02862	8.74523	53.50568	6.46140	5.74779	-116.21677	0.18377	1164.02644	8.93494	7.77324	8.98931	1.00000
7.90262	8.77638	51.62907	51.73692	11.90350	48.10758	6.37263	5.97994	49.20008	8.41233	11.14964	-0.74934	0.13578	1148.86980	9.29650	7.95938	7.39207	1.00000
5.38863	9.13667	23.1959	60.58919	18.20544	46.41536	7.92833	7.82770	27.75950	9.58641	8.50046	86.51499	0.19211	1178.40375	7.62898	7.57584	7.75451	0.00000
9.93721	9.03793	-33.88096	60.15626	24.30239	51.90483	8.33857	5.87117	48.93586	7.62639	11.46636	151.07986	0.16982	1124.89810	8.94918	6.51815	5.09177	0.00000
5.93405	7.15905	23.1959	31.95101	8.37598	40.74432	10.61531	5.30962	59.27546	7.64310	9.05675	86.51499	0.06384	1114.60299	7.96425	5.41366	8.02791	0.00000
6.73097	8.99880	43.82634	53.36287	22.38615	54.53659	7.18497	6.37802	44.78470	8.48059	9.36125	144.09638	0.15751	1127.50023	8.44663	8.22004	6.12374	1.00000
6.69731	5.96946	48.98994	53.88907	7.61323	37.29026	9.39177	9.42757	51.79247	8.96661	7.35238	2.1699	0.04081	1114.33058	7.63627	8.14340	7.84832	0.00000
5.20177	8.98980	-2.68333	67.02532	-1.95890	31.56253	11.11633	7.12505	39.43888	6.40151	7.33831	33	0.17201	1145.61340	9.46368	8.90669	5.88389	0.00000
5.55253	8.16675	41.8542	38.21052	29.28641	57.14097	10.18145	9.73463	35.41854	9.52473	6.46005	-87.66561	0.09079	1059.90882	7.54374	7.03197	6.40156	0.00000
7.02337	9.21623	42.35843	77.63535	12.17286	43.88075	8.73594	5.41679	61.05726	9.56559	9.17520	-71.05977	0.20096	1169.71772	7.48303	9.65360	4.38322	0.00000
