latitude	O3	Pb	PM2.5	NOx	PAHs	CFCs	TEMP	H2CO	NH3	longitude	warning	PRES	CO	SO2	PM10	C2H3NO5	CH4
-7.60361	9.15257	50.19714	9.09660	8.49758	6.97940	61.60796	1.18132	65.37784	5.07403	37.00438	0.00000	1169.94422	7.76191	7.43122	8.79135	11.53842	8.72033
-37.32167	9.62069	51.75109	7.79515	6.50571	3.67304	44.85518	29.78571	59.78453	7.59156	-59.13316	0.00000	1190.81997	7.24223	8.14538	8.26405	9.11545	6.41198
8.35122	4.22650	35.58523	5.34252	7.13570	11.64330	57.93118	19.92917	52.10374	11.53196	-62.64102	1.00000	1131.71234	7.92965	8.46801	6.54811	2.24728	5.21514
39.72943	6.15209	68.73002	8.01610	7.93516	4.91044	50.96309	6.93299	48.64227	7.10472	-104.83192	1.00000	1149.40336	6.51563	6.37973	7.44285	4.92341	7.69947
23.07492	6.35053	35.15670	9.91640	5.79146	5.94338	57.82680	25.01486	32.36434	7.11827	88.28637	1.00000	1174.61497	7.06456	4.88770	5.99230	1.58793	9.25833
22.75218	6.43836	41.85920	9.36515	7.16768	6.71814	32.81967	11.81626	51.49139	4.98558	72.68533	1.00000	1100.56616	6.47588	7.49018	7.33996	5.15511	10.95192
40.60538	4.31736	36.70108	8.47477	6.14948	7.28982	36.28971	3.97187	58.82208	6.58551	-73.75513	0.00000	1145.09953	6.95009	11.56520	7.35925	5.64560	4.91840
48.73218	7.26753	45.90743	10.40675	6.04485	3.13711	42.63248	25.00989	42.99651	5.86242	11.18709	0.00000	1158.51876	7.15941	11.40675	5.17061	2.38457	3.62476
41.84364	6.56068	42.82129	6.07787	7.23148	9.75313	76.93128	17.74760	36.87044	9.58082	-87.71255	1.00000	1054.98782	8.70797	6.90583	8.01630	7.10306	4.90221
20.88953	5.47635	28.57308	5.65972	6.64946	9.49184	72.20756	29.83239	34.92162	9.41736	-156.47432	1.00000	1159.04722	6.46935	6.49236	7.78835	4.84003	8.71460
41.09246	6.40669	49.27617	3.92745	6.37681	7.13706	62.35689	22.09420	32.69576	8.98034	45.36561	1.00000	1182.47242	5.64906	5.38781	7.89421	6.76368	5.45986
29.84576	10.03983	64.29513	7.34567	8.42373	7.06749	65.23104	18.98562	42.42787	3.62743	-90.10674	0.00000	1050.99381	7.22525	6.47348	8.48566	9.99977	8.10902
51.168	7.81957	45.79659	10.12604	6.06850	4.77503	51.12421	6.01896	39.60943	2.80696	7.973	0.00000	1051.90473	8.27284	9.22040	5.50807	1.80091	5.12035
12.37169	4.98074	62.40404	10.25716	8.11061	8.79822	77.65139	40.42088	49.98978	3.10297	123.62494	1.00000	1124.59444	7.93214	5.91019	8.46532	8.83791	9.91927
6.25947	7.63560	52.83034	8.45056	8.87609	6.03665	26.58573	15.27453	40.80769	5.67138	102.05461	0.00000	1065.72027	8.07138	8.16008	6.63207	3.72992	6.27549
6.25947	6.88938	45.07367	9.02901	6.91585	5.52610	41.90121	14.63940	46.17307	7.16490	102.05461	1.00000	1153.19780	6.78855	7.37966	6.18519	3.04095	9.64118
43.50891	7.73484	40.75170	8.22988	6.73312	10.12579	52.92362	4.67982	59.60734	10.80071	16.43915	1.00000	1175.89239	5.96929	5.79160	7.32515	3.68793	6.81484
48.98693	6.51065	54.61109	8.58188	9.60849	6.65130	72.65151	11.87949	61.52701	5.47471	2.44892	1.00000	1127.50094	6.34863	8.37696	6.51733	3.50269	11.39246
27.55898	5.98080	58.62916	9.07837	8.81567	7.67119	46.71077	24.92268	42.79066	5.84284	68.21204	0.00000	1102.88127	6.39543	8.83651	8.26372	8.48171	9.51545
31.28092	5.66462	59.53351	10.14600	7.91876	6.51399	47.25961	11.66553	39.84075	5.75241	74.85849	1.00000	1144.69514	6.89852	7.84673	7.92230	6.87579	11.65142
33.44872	6.40277	54.39647	7.03648	7.38248	4.03599	54.28916	10.73015	38.33471	7.92358	-86.78777	1.00000	1120.03092	6.75810	2.45233	8.17853	7.86604	5.56159
9.15093	5.93633	45.40144	4.26425	6.14838	6.04700	59.59757	26.50603	41.21033	4.70788	-79.62098	1.00000	1075.42923	7.57472	5.25506	5.13522	2.37380	6.63811
52.47774	9.05310	43.68463	11.50196	6.96976	5.09396	67.27541	-2.92862	41.52556	4.41619	10.5511	0.00000	1077.25591	7.79839	10.69900	7.95158	6.40528	10.65036
41.57439	6.66892	49.90154	6.43665	8.73337	8.11151	47.19626	34.18182	53.28811	8.53731	24.71204	1.00000	1056.74131	8.23058	5.05873	7.74544	4.58157	6.17995
41.16704	6.31671	45.56674	8.11055	8.32637	6.37563	64.86667	11.71000	68.06066	6.77267	-73.20483	0.00000	1150.48050	7.77397	7.57883	7.93805	6.53860	6.80685
24.05979	10.76864	41.69316	11.03059	6.89267	6.71680	58.74288	25.00326	42.85988	3.22356	77.40858	0.00000	1095.90778	7.48399	8.03630	9.29924	19.02790	10.55797
44.31771	8.17475	51.65071	8.80159	8.70796	5.94448	53.71462	18.24251	54.01992	8.54763	9.32241	0.00000	1134.99598	6.78503	9.35253	6.79434	3.14101	9.81397
15.45144	9.03223	56.56424	8.32281	6.36949	6.69749	55.82032	22.60945	44.14511	5.93234	78.14797	0.00000	1193.52664	8.50888	8.27216	5.14501	2.44549	8.45001
11.86064	8.45224	43.90229	5.02256	8.05063	6.02228	62.01292	19.13596	31.95184	7.04774	9.0027	1.00000	1118.00561	6.51247	4.23933	7.43125	4.26366	5.92598
40.56754	6.66482	53.57292	4.13732	5.40320	6.87151	42.26662	28.10996	47.05153	8.17011	-89.64066	1.00000	1159.88087	8.30278	4.91644		7.62535	7.25154
14.66	6.62027	61.44650	9.27735	9.20686	6.58537	44.76134	-2.87432	46.46787	7.40469	120.56528	1.00000	1077.24329	5.80553	5.26199	8.09114	6.58603	8.05463
50.80904	7.63754	59.18946	8.56340	5.88446	7.55861	63.33591	28.16742	71.31805	8.67420	8.77069	1.00000	1171.65520	7.30558	3.71925	8.66709	13.00585	5.38719
54.58048	8.74149	24.01409	6.79647	6.49867	5.38143	61.42905	28.52895	76.30963	7.46130	16.86194	0.00000	1133.48136	8.81677	10.53014	7.34819	4.99576	9.61792
39.96097	9.12405	57.52919	11.99988	5.65686	6.81235	65.10810	17.61710	46.84268	5.18135	-75.60804	0.00000	1184.08914	5.80599	6.88752	9.57350	25.29307	7.41251
50.80904	10.02298	39.89391	6.77711	7.08498	4.51035	30.56806	29.53239	25.22176	6.18289	8.77069	0.00000	1161.57102	7.67507	9.84287	8.07278	7.33726	9.13205
31.20176	6.92125	49.53661	6.14959	7.81625	9.15545	58.00076	-2.03443	35.96969	8.86644	29.91582	1.00000	1170.86148	6.87894	6.28931	6.38864	2.73468	5.50240
22.49396	4.35349	38.37821	8.39196	7.93497	6.74031	62.04641	29.69957	54.86083	7.52020	-105.36369	0.00000	1135.41413	6.04400	8.77296	6.74796	2.10109	6.11672
50.11861	7.69638	38.50011	3.17345	5.20196	6.67600	38.52926	1.42155	44.85029	8.04812	-5.53715	1.00000	1055.64091	9.51201	5.25124	7.18540	3.88902	6.83200
36.72544	6.58098	41.46958	9.48928	7.03721	5.89272	54.11772	19.33637	47.04310	5.48511	3.55665	1.00000	1198.46957	7.03441	6.76126	6.88864	4.76318	10.25992
48.86667	7.90181	30.85733	7.50128	6.12698	6.70232	65.57168	29.25751	50.25962	5.92314	2.08333	0.00000	1085.65067	8.54587	5.59264	4.90182	2.10191	8.08045
35.815	7.30187	42.47963	2.80593	8.55113	10.26684	53.62331	3.97335	60.16405	10.66501	139.6853	1.00000	1051.05721	7.60748	8.70687	9.81992	32.25193	6.21923
-27.76952	7.33941	64.88293	8.64137	7.75771	6.86594	55.85014	14.73621	23.63597	7.98223	30.79165	1.00000	1179.73558	7.87223	3.44303	6.38469	2.50468	5.22072
31.76212	8.21458	51.27022	8.95884	7.83658	5.87936	58.20397	9.35862	25.47019	5.43926	-95.63079	0.00000	1185.62707	7.22534	6.04492	8.61481	11.14182	7.03643
-7.76667	6.76486	71.39501	9.15309	7.29816	6.08490	62.75175	14.22864	44.72392	5.95488	35.7	1.00000	1106.48689	6.96884	8.73545	7.19010	4.02879	10.62943
37.16911	6.83818	48.52981	7.11220	7.93262	4.92867	53.26878	-9.93340	46.33712	6.32646	10.03478	1.00000	1070.05512	9.79410	5.63583	8.56468	10.31380	6.94392
33.86419	5.27588	29.72957	7.52577	6.69296	9.72156	44.00303	18.42488	59.46877	9.29681	48.26258	1.00000	1141.09383	6.21670	6.21813	7.75312	6.32960	6.31926
4.94273	7.70964	36.38777	6.18731	6.77785	7.73779	57.94782	15.26760	45.44151	10.00618	15.87735	1.00000	1161.98088	6.05430	3.77683	8.42738	8.79370	7.86089
47.38093	7.21044	41.86327	6.76372	6.94847	6.84150	52.09021	21.32305	59.32608	5.02313	-122.23484	0.00000	1130.48069	5.25919	5.45518	6.41014	3.62978	8.63488
8.35122	9.76754	49.99932	6.65499	8.86881	4.40465	72.92966	16.25857	54.12451	5.99453	-62.64102	0.00000	1151.47497	8.25111	9.47089	8.35803	8.35146	8.63923
24.41288	6.96056	39.77819	7.18934	7.91040	8.21655	55.30624	18.50584	31.54203	7.14914	76.56719	1.00000	1059.26608	8.35924	5.79938	7.89427	5.52844	6.46549
33.54428	7.68721	54.09429	3.74825	6.02075	5.29784	52.82889	28.42647	65.01183	8.76138	-84.23381	1.00000	1126.46060	7.14505	2.94413	6.49288	3.76761	8.70289
33.44872	6.68120	48.36769	8.42007	7.20289	6.69454	36.81123	13.32318	48.96616	4.23228	-86.78777	0.00000	1084.67944	6.74064	8.04656	7.58745	6.29058	7.11810
-21.44345	6.68999	35.98691	8.14452	8.81278	7.22625	51.95839	7.39644	50.73888	6.02300	-65.71875	0.00000	1168.53019	7.23798	6.87785	8.02893	6.60977	7.18477
27.76056	7.24977	54.52963	4.84582	7.15716	5.86381	68.15351	9.77972	42.55672	6.70517	-15.58602	0.00000	1132.69093	6.63143	7.88754	8.03488	6.80157	5.71596
-27.76952	7.27834	60.96673	7.64023	9.11764	6.83120	53.90883	10.53450	59.85693	9.01276	30.79165	1.00000	1125.45006	7.60844	3.67854	7.30326	4.76089	6.02789
-32.45242	5.57753	26.26867	6.83509	7.40757	7.14312	49.39040	18.06256	33.68788	4.98025	-71.23106	0.00000	1110.07016	7.59581	8.84873	8.60219	11.99539	7.09697
-31.4488	5.20045	68.32664	4.36570	7.08626	10.81746	47.74929	20.99805	27.34197	11.47189	-60.93173	1.00000	1068.05305	7.37760	7.93807	5.92514	3.09541	6.35853
33.42585	6.15604	69.65033	6.72688	8.93358	8.61929	45.25634	19.91442	41.07913	7.37956	-6.00137	1.00000	1176.24371	7.21552	6.15993	6.37107	2.02864	6.57255
46.32313	6.50704	51.68244	7.92307	6.77156	3.79962	50.68005	27.83048	53.93750	6.63363	-0.45877	1.00000	1052.53001	5.72278	9.60140	6.96205	4.55397	10.28869
12.35275	8.30672	38.94458	7.07021	6.42760	6.23112	57.84482	9.87082	40.39011	5.99023	121.06761	1.00000	1129.09278	6.76306	8.51862	6.57483	3.80998	7.78046
6.25947	8.41312	54.29702	9.30314	9.54283	5.11818	71.69897	28.52204	30.90748	5.14653	102.05461	0.00000	1115.18763	8.83325	8.53689	6.39004	3.64524	7.87271
10.20898	5.73898	59.86963	10.81173	7.66506	8.51029	61.01449	19.67637	64.37850	5.07439	123.758	1.00000	1143.18779	7.50631	4.96616	6.48584	3.71982	9.32643
52.59319	5.96128	33.60455	8.17359	7.52270	6.40372	58.97606	20.14437	38.66229	6.09860	13.32127	1.00000	1174.86105	7.98805	5.68610	7.82999	5.49636	6.87762
-7.81667	8.96482	59.16760	7.67364	10.34683	4.95019	46.91003	17.17906	31.20979	7.66232	112.01667	1.00000	1162.95614	6.92745	8.48351	6.07927	1.49270	7.94576
-1.9487	7.12649	47.90730	7.14816	7.16200	8.76115	50.78186	13.30461	56.04676	8.41221	30.4347	0.00000	1132.06442	7.07631	5.69959	8.19588	7.73132	6.62652
9.58126	10.12723	32.19400	8.34243	8.05084	4.15604	50.38109	-2.08264	51.63504	8.75838	8.2926	0.00000	1107.00381	6.74126	6.37947	6.70177	3.46575	5.17828
18.00747		57.40790	9.68764		7.74858	62.16344	34.74056	33.07072	4.59345	-76.78319	1.00000	1165.15119	6.37907	7.79591	8.39480	9.44297	10.66923
43.32686	3.62168	58.08107	8.21967	8.79620	7.33556	64.40092	5.42931	44.57823	6.36377	-2.98884	0.00000	1071.43383	6.94968	10.64723	8.51190	11.33332	5.44370
-27.76952	11.12033	54.43339	12.15594	9.50926	5.26733	41.97960	35.66844	41.12024	4.10788	30.79165	0.00000	1141.59764	7.60042	7.56501	7.12756	3.99258	8.04017
52.68333	5.25993	40.04386	8.79276	6.65707	6.28761	46.79047	11.74561	49.20686	4.36311	0.93333	0.00000	1113.51723	9.16453	9.23752	9.17837	17.24034	5.88299
21.46527	6.42610	46.92326	3.90307	7.38977	7.28085	60.66428	13.50294	50.94695	10.07724	83.97573	1.00000	1139.70502	8.00556	4.71106	6.27656	4.65765	6.79925
52.2	7.94729	46.17080	10.63894	9.02258	7.03760	45.98896	5.97013	65.17836	4.66346	8.63333	0.00000	1053.45604	7.94230	9.49934	7.61023	4.45241	11.12284
27.0174		28.75502	7.37683	5.56660	6.49474	41.95876	7.33191	35.28672	6.79781	49.62251	0.00000	1195.00345		7.25253	6.73287	3.89892	7.35967
11.50526	5.47668	27.69453	4.58801	9.02674	6.88821	34.09239	20.61905	43.36099	6.79482	77.23826	1.00000	1096.23155	6.17710	5.25985	10.00898	37.55646	6.59585
41.72063		41.54977	6.58560	7.51239	2.91366	64.50452	22.97563	47.63363	8.64023	12.6723	1.00000	1185.49425	9.44200	6.49659	7.53684	5.67615	7.78739
52.09	6.25670	63.67630	4.70633	6.65801	9.55319	69.70947	20.07901	33.15655	9.36419	5.23333	1.00000	1085.73643	5.26855	7.26784	6.41364	2.86648	7.64457
52.2	6.21779	45.07339	7.68054	7.94762	5.75536	47.62536	2.01044	27.01159	6.76673	8.63333	0.00000	1056.58915	8.07451	9.80048	8.25465	8.22309	6.03261
3.7278	4.98576	40.46014	5.72396	6.43492	7.61780	63.43603	23.27282	41.85379	7.87656	98.6738	1.00000	1072.08664	8.12933	4.71539	7.48071	5.34984	7.80874
19.64745	5.21055	44.67101	10.40673	7.75764	8.63247	68.76061	17.95809	58.26171	4.69606	-102.04897	1.00000	1138.55093	6.11151	7.99592	8.31592	8.52896	10.34569
5.84752	3.38666	52.87947	13.33997	5.79450	10.17706	66.81396	16.66384	46.61894	5.58310	-5.682	1.00000	1058.87001	6.52488	7.47243	7.03723	4.11228	10.83647
43.62558	7.36007	45.19120	8.22250	7.59411	5.68919	56.66024	0.29601	47.23843	6.29428	13.39954	0.00000	1140.69116	7.96362	11.60556	7.91019	6.13421	10.35896
-1.9487	4.29421	38.79407	5.88132	5.83299	8.63661	44.09196	6.86135	21.53001	8.78360	30.4347	1.00000	1175.54934	9.63016	6.55660	8.74827	11.99825	4.22530
-14.66463	7.63988	37.01498	8.71324	7.25488	5.12090	48.89028	25.08335	27.23053	5.34984	-52.35558	0.00000	1089.07584	7.96463	7.58359	7.10468	5.18453	6.39117
43.86682	6.26917	73.18443	8.20451	7.68290	6.34973	63.09148	9.96967	43.91432	5.57266	-79.2663	1.00000	1094.63704	7.48148	3.87835	8.71472	10.55716	6.83881
14.46693	6.92573	51.75183	7.43178	6.39440	5.64042	49.24057	19.51608	31.05937	4.72818	75.92694	1.00000	1124.32503	8.31844	9.05279	7.20482	3.96203	10.50596
9.3337	6.83096	48.48714	10.18411	8.99912	4.30209	59.60786	25.46581	41.87397	4.91845	122.8637	0.00000	1093.30127	5.87310	10.69683	5.49318	3.06138	4.28421
42.30865	4.14109	57.18485	8.06983	7.77879	6.90816	50.99578	9.96206	55.47733	7.29732	-83.48216	0.00000	1051.74157	7.98588	10.15663	7.02916	3.62354	5.68452
52.14	3.93506	34.22126	11.03202	7.58540	6.29806	61.12196	17.36292	48.02975	5.93616	5.58472	1.00000	1094.34214	6.00692	3.68458	7.10887	2.76115	8.48984
-30.60106	7.84771	58.65092	10.38313	7.78253	7.03514	46.87979	19.36350	57.48600	5.97662	-71.19901	0.00000	1194.92444	7.15100	9.83477	8.89355	13.06199	11.65263
43.1122	9.85824	64.89669	8.22674	8.50252	5.51760	71.96760	27.14542	55.27391	7.17775	12.38878	0.00000	1152.42609	8.67081	8.86342	8.07552	6.14628	8.67126
10.29085	5.53330	32.20870	9.52971	6.51933	7.49736	47.65217	10.62018	17.51686	6.50164	105.75635	1.00000	1131.74749	6.11428	6.55355	7.71650	5.90678	8.60655
19.8173	5.01523	26.15079	5.49539	7.83794	10.21112	47.21409	-1.77427	60.39279	7.64923	-97.35992	1.00000	1056.25991	8.97361	8.38999	6.07623	1.99250	5.11732
29.98869	7.34694	58.81393	10.59743	6.79587	6.99502	37.04027	17.79416	43.06364	7.30680	122.20488	0.00000	1104.48816	6.82059	10.36074	6.84600	4.68309	11.50686
42.30865	5.61609	55.19092	6.44661	6.01344	8.58069	69.15479	-8.84677	55.92051	7.47535	-83.48216	1.00000	1101.02639	7.35139	6.44348	6.99419	3.82828	5.00706
-23.85972	7.34050	35.28186	9.12115	7.74705	5.11438	75.87147	19.60405	51.30702	8.20295	35.34722	0.00000	1162.58612	7.21096	9.52250		9.74115	8.35914
32.5007	6.56761	51.80985	6.26394	8.77312	8.80039	60.44387	-12.10275	60.34219	7.61050	-94.74049	1.00000	1162.20866	8.08350	5.86349	10.22718	46.02416	7.71121
25.49043	5.10206	34.59863	6.25852	9.92742	11.58405	39.63335	4.93480	46.59224	11.07524	85.94001	1.00000	1104.10283	6.59091	8.16258	6.63080	2.08217	5.96401
57.30185	6.34696	65.71519	9.08296	6.69537	4.14973	57.93105	21.75711	56.58854	6.94747	39.85331	1.00000	1134.81179	9.95091	6.50383	8.71332	12.15303	10.00275
25.49043	9.99046	30.40981	5.73196	7.01811	3.73090	48.07027	38.79495	48.10296	5.42908	85.94001	0.00000	1058.49968	6.06816	10.80377	6.63470	3.31565	9.53128
29.53885	6.60257	53.69745	7.35802	4.85929	5.05257	64.48383	21.60213	59.13541	7.38096	-95.44744	1.00000	1143.35623	8.05550	2.83278	8.06337	9.70208	5.45840
34.61667	4.91825	14.51131	8.63001	7.61625	4.42560	54.93120	18.40767	55.87637	8.47160	135.6	1.00000	1166.80665	7.76439	4.04347	6.86729	4.43746	6.16647
10.12268	4.36081	44.75329	11.24556	5.85557	9.82438	57.19857	26.88588	38.28391	4.33351	77.54372	1.00000	1161.16595	6.99256	7.61835	7.49405	4.68692	10.58505
44.92934	4.74549	31.96735	4.73221	6.66291	10.81690	46.97915	18.24686	28.65359	8.60116	37.99117	1.00000	1110.14334	6.39461	9.64975	8.12102	6.90581	3.01136
14.62072	7.29796	75.02118	7.96684	6.91750	4.63794	75.93875	-7.04994	30.30649	6.54019	74.83554	1.00000	1160.57535	6.85773	8.00617	7.91533	6.11083	9.86833
36.72544	6.11093	65.01180	7.98340	6.88296	6.30649	45.88367	10.80728	59.90847	6.42154	3.55665	0.00000	1052.51107	8.93140	8.57134	5.92510	3.65328	6.46201
60.2052	4.60490	42.81497	11.01512	6.29862	6.14478	32.84249	12.98260	51.80018	7.20610	24.6522	1.00000	1064.73817	6.67632	6.86466	5.85238	3.97726	9.85522
53.19146	4.63748	38.96140	9.02926	9.97518	5.32206	25.66307	35.40498	42.54760	5.90316	-2.52398	1.00000	1133.95239	8.11816	6.13014	8.37505	9.97659	9.24253
-10.33333	7.26939	40.64131	8.09630	5.66050	7.64555	75.07552	7.36823	25.47513	5.59487	39.28333	1.00000	1050.97112	6.88274	5.15773	6.78140	2.98455	7.60506
47.48444	4.25514	59.17571	11.87693	7.61528	4.75563	46.23143	20.11991	47.43736	6.30771	36.25361	1.00000	1097.14062	7.60350	8.39776	6.74031	3.62502	12.67529
40.93333	7.23421	55.09687	9.01996	8.95884	5.31531	57.50634	13.73541	54.83100	7.01783	73	1.00000	1085.48029	6.64093	6.35729	5.43775	1.47852	9.98717
51.4781	5.77539	30.74980	8.63336	5.89659	5.75668	62.91048	20.80306	44.91675	5.31769	57.3552	1.00000	1158.46871	7.97876	8.26140	7.60498	5.04174	10.70185
22.98212	7.56082	45.92806	7.50209	7.03350	6.69044	53.73248	4.15411	62.09331	7.24821	-80.58556	0.00000	1157.93060	7.36055	5.29177	7.87418	5.68644	8.14459
-6.25	6.95077	28.04029	7.03322	8.04291		62.56067	5.76781	56.73032	5.37396	38.66667	1.00000	1188.03401	8.07554	4.40414	6.31372	1.83561	3.78140
34.95303	6.43313	28.31078	5.44289	6.43002	7.00248	40.79412	25.29462	62.88250	6.72312	-120.43572	1.00000	1133.85959	7.01866	4.81031	9.08774	17.12463	6.64013
13.70167	6.53394	58.94394	8.59650	9.11553	8.51002	68.57843		27.45660		-89.10944	0.00000	1133.88025	6.93012	4.84982	6.33534	1.68432	5.83510
11.86064	6.45047	43.61269	7.49892	6.84355	6.93295	59.66497	15.62205	83.11149	8.13903	9.0027	0.00000	1116.68571	6.75066	7.86768	6.32298	2.99893	7.29760
48.77275	3.61091	38.61996	7.82392	6.92817	6.26618	41.62633	9.99976	54.09683	7.95453	5.16108	0.00000	1157.14178	7.20759	10.39803	8.43300	9.31693	5.69975
12.25282	6.59414	40.81306	2.78718	8.22599	7.26814	57.15987	10.00066	54.28077	7.69821	79.41727	1.00000	1197.58807	7.16037	5.91006	8.33768	9.11095	7.59600
52.41667	5.08374	42.71607	9.65749	8.10361	6.78717	56.57557	14.77244	25.19468	5.96940	0.75	1.00000	1059.76192	6.97586	5.76764	8.09578	5.59034	8.43012
37.31065	7.12688	35.65076	6.65100	8.57458	6.64696	49.89033	10.64376	39.96854	7.21148	13.57661	0.00000	1113.68724	6.91079	9.54439	5.74212	2.53561	8.92832
55.54028	6.62145	36.60787	4.21997	6.40631	5.81675	50.33981	11.35736	46.37587	7.64129	89.20083	1.00000	1056.53951	6.75046	3.72606	6.90417	2.04590	8.23220
50.82882	5.36432	25.73494	9.15249	8.73526	6.52032	55.37654	9.23606		5.76269	-0.32247	0.00000	1058.63869	6.77692	8.79491	6.89298	3.61212	5.88113
58.23583	5.71526	56.30348	6.05962	8.06373	11.53591	66.16506	11.21449	57.47199	11.29386	92.48278	1.00000	1132.76847	8.23253	8.46829	7.20757	2.93381	4.04943
11.8659	6.51855	39.35806	6.36151	7.58654	4.24352	77.48327	17.47124	48.68354	8.20672	34.3869	0.00000	1189.39833	6.92830	11.53554	7.67335	5.26578	9.18831
-4.06667	4.31077	48.83503	2.43411	6.67323	7.64727	40.75362	16.11792	19.07796	8.78185	37.73333	1.00000	1062.29678	7.94222	6.35153	10.15455	41.69824	5.86738
55.62047	5.16705	64.60212	5.59050	7.72201	9.37572	59.01606	6.78015	60.03459	10.08036	37.49338	1.00000	1090.40802	7.76304	6.31488	7.24236	6.49168	7.15848
38.72706	5.31343	38.88706	8.47734	7.66662	6.54374	67.12698	1.01442	54.65409	4.44863	-9.24671	1.00000	1176.27277	6.59380	5.19919	9.46007	23.93321	7.28064
43.82634	4.30836	47.00223	10.08239	6.79003	5.58946	44.30913	23.85872	13.88459	6.85898	144.09638	1.00000	1068.89865	7.30235	4.95417	6.73956	4.67366	7.95008
33.44872	8.80440	59.87747	8.83687	7.51436	5.50022	39.54790	0.09804	39.46885	6.93395	-86.78777	0.00000	1177.75796	5.26701	7.52054	7.14956	3.28011	6.66663
34.61667	6.69941	64.76399	4.40248	6.61626	8.49544	62.54602	4.93322	60.69965	8.25184	135.6	1.00000	1137.03300	8.00664	6.70406	7.51101	4.84786	7.10446
42.06166	6.61872	40.26827	6.32874	6.58156	6.89232	47.33867	27.71354	46.10069	6.08353	-1.60452	1.00000	1195.55051	7.12311	5.17569	7.80582	6.10662	5.37940
37.30553	5.13403	52.81263	10.63251	7.49840	4.66033	57.68359	1.20191	56.27325	7.41803	120.82747	1.00000	1170.33850	7.30826	5.29118	7.61039	4.59859	9.45225
41.66394	5.98931	20.82721	7.53718	8.16581	4.62645	46.00404	17.03785	58.97636	7.06515	-83.55521	1.00000	1181.98251	6.51250	5.77931	7.88997	6.44521	7.34160
50.86079	6.45045	70.65491	4.34135	7.45925	7.78008	44.59964	17.76585	47.69996	8.31030	17.4674	1.00000	1173.61047	8.68335	5.63964	7.43181	7.23280	7.26056
10.29085	4.56779	35.48941	10.39063	7.08336	9.43058	61.32298	5.45962	44.37302	3.56978	105.75635	1.00000	1066.21391	5.93999	5.47714	6.67143	2.64269	9.63543
11.8659	7.07552	55.82292	7.50091	6.61274	8.74932	48.66188	19.44493	53.39359	9.30139	34.3869	1.00000	1182.40271	7.76225	5.63853	7.13462	4.02720	6.77670
42.819	5.37257	21.13850	6.44868	8.75908	8.23533	61.83133	20.37682	55.62109	8.04333	47.1192	1.00000	1073.95929	7.60581	5.91520	6.54153	3.16145	5.03250
33.54428	6.86828	21.94043	7.85507	9.77597	7.13491	64.30762	21.67599	46.03563	5.33558	-84.23381	1.00000	1118.56195	7.55561	6.36340	7.68627	5.29948	8.66371
37.65181	9.23418	41.33062	10.24816	6.50271	8.22281	44.73516	19.79102	57.18452	5.18105	120.33063	0.00000	1178.07715	8.36908	7.16851	9.01378	14.27041	9.64559
47.48444	4.93570	51.28979	10.29669	8.52611	7.58162	56.49683	13.23877	55.66692	4.61124	36.25361	1.00000	1129.37751	7.79830	6.79596	7.64826	5.11856	10.53226
53.5942	8.15138	47.46698	7.26904	7.44020	6.17711	63.97623	-5.63885	33.74897	6.42562	25.8191	1.00000	1105.96672	6.63992	3.48729	6.95709	4.27780	7.81225
61.78491	6.06503	27.71059	7.18342	7.41619	7.66735	44.60997	11.50841	48.41778	7.45701	34.34691	1.00000	1174.20461	6.43750	5.21038	6.78756	3.41610	5.56174
57.97472	4.63788	39.74653	5.73392	6.63792	7.52140	44.30418	8.84064	55.70407	6.19500	33.2525	0.00000	1163.28982	5.81316	9.55037	6.51005	4.22881	7.37804
12.25282	6.71518	30.07824	6.99314	6.36784	5.26244	44.47366	19.78357	63.68938	4.45104	79.41727	1.00000	1081.90871	6.41077	5.91218	6.31439	1.87522	7.35565
6.84019	7.39530	24.31414	5.82527	8.33099	6.12684	78.43170	11.10762	56.91245	8.69072	79.87116	0.00000	1158.95688	7.03397	7.95661	6.21386	2.67546	7.16562
11.86064	6.36015	59.79429	6.97714	6.66742	9.34652	53.85327	25.40153	32.37632	10.06245	9.0027	1.00000	1172.92568	8.55825	5.56978	5.40000	3.73195	7.85470
-11.48472	6.38327	39.64975	5.14628	7.57783	8.66330	43.67913	12.18365	34.91921	7.99474	-37.93278	1.00000	1080.45818	7.35578	7.08657	7.75153	5.97460	4.18953
11.85	2.95664	44.26805	7.03400	7.88038	6.95713	67.19253	6.32948	60.07043	7.91619	38.01667	0.00000	1117.03904	7.52001	8.69384	7.48660	5.94495	6.95698
16.0438	4.78795	45.13059	9.49057	8.05531	7.03875	50.59770	15.02475	44.96007	6.53159	120.4861	0.00000	1102.06580	7.15259	10.07302	6.93917	3.65096	4.99639
40.87329	9.22714	43.54468	6.86019	5.78808	4.70647	44.67225	9.34889	30.78350	5.73569	14.43865	0.00000	1063.14757	8.91161	10.27361	5.64163	3.45958	8.96416
3.3285	6.78821	46.55751	7.73270	5.48358	4.90426	75.83644	34.92734	45.10018	7.07243	99.1625	0.00000	1110.05807	5.50158	8.24245	7.79780	6.09866	5.86716
35.95664	9.30090	53.76997	7.45579	5.76328	5.80302	52.29447	11.32386	42.52107	6.34902	36.7138	0.00000	1051.19889	6.86321	7.38478	6.34113	3.29627	6.90288
