latitude	code	longitude	revision	QoS	station
6.84019	LK	79.87116	03 Jul 2017	accep	Dehiwala-Mount Lavinia
40.58654	US	-122.39168	2018-05-25	accep	Redding
25.6439	IN	77.9129	10/23/2017, 00:00:00	good	Narwar
27.76056	ES	-15.58602	2018/08/05	accep	Maspalomas
22.49396	MX	-105.36369	2022/04/14	building	Acaponeta
51.40148	GB	-1.32471	2018/03/08	building	Newbury
-25.42778	BR	-49.27306	29 May 2013	maintenance	Curitiba
54.84444	RU	38.16694	01 Nov 2020	accep	Kashira
43.16547	US	-77.70066	2021-09-14	average	Gates-North Gates
52.68333	GB	0.93333	2019-12-30	average	East Dereham
32.52515	US	-93.75018	10/10/2015, 00:00:00	accep	Shreveport
48.8449	SK	17.22635	01/21/2017, 00:00:00	excellent	Skalica
8.35122	VE	-62.64102	04/19/2020, 00:00:00	maintenance	Ciudad Guayana
42.30865	US	-83.48216	2021/03/07	average	Canton
33.95015	US	-118.03917	30 Apr 2022	maintenance	South Whittier
31.12406	US	-97.90308	2021/11/28	maintenance	Copperas Cove
57.47908	GB	-4.22398	06 Feb 2018	excellent	Inverness
38.10558	ES	-1.86343	2018-08-15	average	Caravaca
36.20389	KR	127.08472	2015-05-27	maintenance	Nonsan
48.78232	DE	9.17702	2018/01/10	average	Stuttgart
33.76446	US	-117.79394	2016/11/20	excellent	North Tustin
14.0823	MM	98.19151	01/07/2016, 00:00:00	average	Dawei
-29.2975	BR	-51.50361	2013/02/09	building	Carlos Barbosa
35.95664	SY	36.7138	11/09/2012, 00:00:00	accep	Binnish
60.2052	FI	24.6522	18 Dec 2017	good	Espoo
4.94273	CF	15.87735	2022-07-19	average	Carnot
58.23583	RU	92.48278	08 Feb 2013	accep	Lesosibirsk
35.64889	CN	117.27583	10/26/2016, 00:00:00	excellent	Sishui
36.81667	CN	117.81667	2017/08/06	maintenance	Zhoucun
51.84819	GB	1.26738	18 Jun 2019	excellent	Walton-on-the-Naze
40.93333	KG	73	06/07/2019, 00:00:00	excellent	Jalal-Abad
45.50369	IT	11.412	2014-02-08	good	Montecchio Maggiore-Alte Ceccato
40.87329	IT	14.43865	13 Jun 2016	average	Somma Vesuviana
13.48082	NI	-86.58208	03/05/2015, 00:00:00	excellent	Somoto
42.58342	US	-71.8023	04 Apr 2015	building	Fitchburg
-7.57897	ID	112.23109	31 Aug 2015	excellent	Diwek
8.88649	BJ	2.59753	04 Dec 2020	average	Tchaourou
13.65805	KH	102.56365	2019/12/10	accep	Paoy Paet
23.1959	IN	86.51499	04/29/2019, 00:00:00	average	Kenda
35.30889	JP	139.55028	05/16/2018, 00:00:00	accep	Kamakura
36.20829	US	-115.98391	2016/02/25	good	Pahrump
10.12268	IN	77.54372	02 Mar 2014	good	Periyakulam
34.06635	US	-84.67837	03/15/2017, 00:00:00	accep	Acworth
16.455	PH	120.5875	05/16/2015, 00:00:00	good	La Trinidad
50.23019	DE	8.77155	2017-06-27	good	Karben
39.09112	US	-94.41551	2020/10/11	excellent	Independence
33.54428	US	-84.23381	19 Aug 2015	building	Stockbridge
31.39547	IL	34.75699	2022/08/08	building	Rahat
-1.26424	ID	104.09701	23 Jun 2022	good	Simpang
45.51667	FR	4.86667	2022/06/13	accep	Vienne
41.54566	US	-71.29144	11/19/2016, 00:00:00	excellent	Middletown
38.58894	US	-89.99038	2022-01-06	excellent	Fairview Heights
33.03699	US	-117.29198	01 Jan 2015	excellent	Encinitas
27.34089	CN	117.4831	2015/06/08	average	Shaowu
-37.32167	AR	-59.13316	2022/07/05	maintenance	Tandil
53.5942	BY	25.8191	2014/08/17	excellent	Novogrudok
38.37255	TR	34.02537	25 Jan 2013	good	Aksaray
-4.16694	BR	-40.7475	01/27/2015, 00:00:00	accep	Guaraciaba do Norte
35.06544	DZ	1.04945	2021-10-18	accep	Frenda
51.168	DE	7.973	15 Feb 2021	excellent	Finnentrop
48.86667	FR	2.08333	07 Feb 2018	accep	Marly-le-Roi
23.07492	IN	88.28637	14 Aug 2015	building	Pandua
11.15583	DJ	42.7125	2015-02-18	excellent	'Ali Sabieh
54.52156	DE	9.5586	2013/05/02	good	Schleswig
50.75767	GB	-1.5443	2015-04-30	good	Lymington
43.50891	HR	16.43915	2019-06-10	accep	Split
55.54028	RU	89.20083	2021/11/16	average	Sharypovo
-4.5833	CD	15.16554	02/24/2015, 00:00:00	accep	Kasangulu
33.72255	US	-116.37697	11/11/2014, 00:00:00	accep	Palm Desert
3.11988	KE	35.59642	25 May 2014	excellent	Lodwar
22.75218	IN	72.68533	18 Dec 2013	accep	Kheda
-15.21194	PE	-75.11028	11 Mar 2017	accep	Minas de Marcona
40.70995	ES	0.57856	2018-02-28	good	Amposta
41.41204	ES	2.18247	03/26/2020, 00:00:00	average	el Camp de l'Arpa del Clot
37.52487	US	-77.55777	08/19/2016, 00:00:00	average	Bon Air
38.70734	US	-77.02303	2013-06-25	maintenance	Fort Washington
27.85	CN	112.9	24 Jun 2022	average	Xiangtan
-0.35817	SO	42.54536	06 May 2015	building	Kismayo
32.87533	PK	71.57118	2022/08/08	building	Daud Khel
46.67535	FR	5.55575	2021-09-28	good	Lons-le-Saunier
20.74122	MX	-100.44843	24 Sep 2021	accep	Santa Rosa Jauregui
49.07866	UA	30.96755	2012-10-16	accep	Zvenihorodka
14.62578	PH	121.12251	2020-10-09	excellent	Antipolo
33.4425	JP	129.96972	09/27/2017, 00:00:00	excellent	Karatsu
12.37169	PH	123.62494	09/24/2018, 00:00:00	good	Masbate
40.37528	TR	28.88222	07 May 2013	maintenance	Mudanya
55.85	RU	37.56667	2017/07/03	good	Likhobory
37.31065	IT	13.57661	06 Aug 2014	accep	Agrigento
34.65918	CN	109.22921	2016-02-22	average	Yanliang
36.27462	DZ	4.85668	2017/09/06	accep	Bordj Zemoura
36.27462	DZ	4.85668	31 May 2014	average	Bordj Zemoura
53.6052	DE	10.03988	03/15/2016, 00:00:00	building	Barmbek-Nord
58.63667	RU	59.80222	30 Nov 2014	building	Lesnoy
43.86682	CA	-79.2663	06 Jun 2020	good	Markham
58.7002	RU	59.4839	2014-05-23	good	Kachkanar
27.55898	PK	68.21204	06/05/2014, 00:00:00	excellent	Larkana
33.03699	US	-117.29198	2013/11/13	average	Encinitas
33.7207	US	-116.21677	15 Sep 2021	accep	Indio
42.64685	ES	-5.55835	2013/09/24	good	Villaquilambre
34.8825	KR	128.62667	2014/11/12	accep	Sinhyeon
37.65639	KR	126.835	2014-09-04	good	Goyang-si
-20.88231	RE	55.4504	2017-02-09	acceptable	Saint-Denis
46.1351	CA	-60.1831	2018-08-05	accep	Sydney
14.46693	IN	75.92694	19 Feb 2018	accep	Davangere
13.65805	KH	102.56365	31 Mar 2019	acceptable	Paoy Paet
51.64316	GB	-0.36053	2016/07/13	average	Bushey
33.03699	US	-117.29198	10/15/2017, 00:00:00	good	Encinitas
5.30383	GH	-1.98956	2021-08-31	average	Tarkwa
50.82709	DE	6.9747	11/09/2016, 00:00:00	average	Wesseling
33.98154	US	-81.23621	2020-12-09	excellent	Lexington
30.81383	IN	75.16878	05 Dec 2020	accep	Moga
33.54428	US	-84.23381	05/30/2019, 00:00:00	good	Stockbridge
35.815	JP	139.6853	30 Oct 2019	accep	Shimotoda
55.39485	RU	43.83992	2017-07-13	accep	Arzamas
48.07667	DE	8.64409	02/02/2022, 00:00:00	good	Trossingen
41.91738	ES	3.1631	2019/08/22	maintenance	Palafrugell
51.38673	GB	0.30367	2015/09/15	excellent	Hartley
41.27621	US	-72.86843	05 Sep 2021	excellent	East Haven
-37.9	AU	145.18333	12 Jan 2016	excellent	Wheelers Hill
57.14369	GB	-2.09814	18 Jun 2014	accep	Aberdeen
38.06084	US	-97.92977	2020/12/26	good	Hutchinson
22.37066	HK	114.10479	2020/10/08	accep	Tsuen Wan
41.92361	MK	20.91361	2022-06-13	building	Bogovinje
50.80904	DE	8.77069	2017-06-18	accep	Marburg an der Lahn
34.75856	JP	136.13108	2022/01/13	accep	Ueno-ebisumachi
23.18	IN	88.58	2016/08/16	building	Aistala
48.06919	DE	11.37703	2018/02/15	excellent	Gauting
32.87533	PK	71.57118	06 Jan 2019	good	Daud Khel
21.59983	IN	71.21169	06 Jan 2021	accep	Amreli
52.4581	DE	13.28702	2019/07/30	building	Dahlem
51.20219	DE	7.36027	2016/04/25	good	Radevormwald
36.20829	US	-115.98391	21 Jul 2018	good	Pahrump
52.68333	GB	0.93333	11/28/2020, 00:00:00	maintenance	East Dereham
55.1904	BY	30.2049	2020-05-14	average	Vitebsk
40.85158	CN	122.74754	2013-07-16	good	Haicheng
14.14989	PH	121.3152	2021/11/10	average	Calauan
41.54566	US	-71.29144	12/02/2015, 00:00:00	excellent	Middletown
38.17492	US	-122.2608	2017/01/31	average	American Canyon
8.88988	PA	-79.62603	2021-05-09	average	Veracruz
53.46506	GB	-1.47217	02/20/2017, 00:00:00	maintenance	Chapletown
33.72255	US	-116.37697	2022/09/02	accep	Palm Desert
51.03427	BE	5.37429	13 Mar 2021	good	Houthalen
-10.33333	TZ	39.28333	07/20/2019, 00:00:00	excellent	Nyangao
51.84819	GB	1.26738	2020/03/19	building	Walton-on-the-Naze
51.78771	RU	56.36091	2017/12/23	accep	Saraktash
40.70995	ES	0.57856	2019/11/25	accep	Amposta
52.57583	NL	6.61944	2019/10/20	average	Hardenberg
-33.59217	CL	-70.6996	03/23/2015, 00:00:00	maintenance	San Bernardo
3.3285	ID	99.1625	2019-08-29	accep	Tebingtinggi
28.92694	IN	78.23456	06/17/2020, 00:00:00	building	Bachhraon
37.73222	CN	115.70111	2018-08-01	good	Hengshui
44.31771	IT	9.32241	10 Jan 2013	building	Chiavari
2.41669	UG	30.98551	29 Oct 2021	excellent	Paidha
40.70995	ES	0.57856	2014/05/09	acceptable	Amposta
37.74615	PT	-25.66689	2018-07-27	excellent	Ponta Delgada
33.52253	US	-117.70755	2018-01-07	building	Laguna Niguel
51.88333	DE	8.51667	2016/12/31	good	Verl
37.49073	ES	-2.77259	01/22/2018, 00:00:00	average	Baza
-10.91722	BR	-37.65	06/17/2016, 00:00:00	good	Lagarto
61.78491	RU	34.34691	2017-08-23	building	Petrozavodsk
48.43174	SK	17.8031	2015-05-06	excellent	Hlohovec
36.06386	DZ	4.62744	2022-06-10	good	El Achir
55.67938	DK	12.53463	06/05/2013, 00:00:00	accep	Frederiksberg
34.95303	US	-120.43572	12 Jan 2020	accep	Santa Maria
47.48444	UA	36.25361	25 Jan 2021	accep	Polohy
39.72943	US	-104.83192	2021-05-16	good	Aurora
38.38479	ES	-0.76773	2013/04/25	accep	Novelda
55.54028	RU	89.20083	2013-03-24	good	Sharypovo
32.54044	US	-82.90375	2020-06-26	accep	Dublin
14.62072	IN	74.83554	03/01/2016, 00:00:00	good	Sirsi
3.7278	ID	98.6738	02/04/2016, 00:00:00	excellent	Labuhan Deli
34.09668	US	-117.71978	18 Apr 2014	building	Claremont
36.72544	DZ	3.55665	2015-12-06	average	Thenia
39.32011	US	-76.51552	2022/03/28	good	Rosedale
48.28259	DE	9.72749	2019/09/04	excellent	Ehingen
32.54278	CN	111.50861	2013-08-29	average	Danjiangkou
51.40944	RU	46.04833	12/10/2015, 00:00:00	building	Privolzhskiy
21.46527	IN	83.97573	2022-04-21	excellent	Sambalpur
48.73218	DE	11.18709	2021-02-21	accep	Neuburg an der Donau
42.06166	ES	-1.60452	2016/06/04	accep	Tudela
-38.65333	NZ	178.00417	21 Jan 2013	average	Gisborne
7.62789	NG	4.74161	04 Nov 2021	average	Ilesa
24.05979	IN	77.40858	05/22/2020, 00:00:00	good	Leteri
36.20829	US	-115.98391	2021/08/09	good	Pahrump
50.74497	BE	3.20639	12 May 2022	excellent	Mouscron
-3.20333	BR	-52.20639	23 Jun 2020	accep	Altamira
25.13915	IN	73.06784	12/08/2018, 00:00:00	accep	Sheoganj
48.25	AT	16.4	09 Aug 2017	excellent	Floridsdorf
40.65995	US	-111.99633	20 Jul 2016	average	Kearns
34.08565	IN	74.80555	08 Oct 2020	accep	Srinagar
42.24113	US	-88.3162	06/30/2021, 00:00:00	building	Crystal Lake
42.30865	US	-83.48216	02 Jun 2022	maintenance	Canton
-33.79176	AU	151.08057	2021-01-28	good	Eastwood
-37.9	AU	145.18333	01/24/2020, 00:00:00	excellent	Wheelers Hill
11.8659	SD	34.3869	03 Mar 2018	excellent	Ar Ruseris
44.59445	IT	11.04979	04/15/2017, 00:00:00	average	Castelfranco Emilia
55.75556	RU	60.70278	2015-10-01	good	Ozersk
50.06	RU	43.2379	2019/11/02	maintenance	Mikhaylovka
30.5427	US	-97.54667	15 Sep 2018	average	Hutto
3.7278	ID	98.6738	07/20/2021, 00:00:00	accep	Labuhan Deli
4.88441	MY	101.96857	20 Sep 2016	building	Gua Musang
38.10558	ES	-1.86343	2020-01-23	accep	Caravaca
12.97389	PH	123.99333	12/03/2020, 00:00:00	accep	Sorsogon
17.06542	MX	-96.72365	2013/03/12	building	Oaxaca
-8.05389	BR	-34.88111	2017/12/18	maintenance	Recife
53.00974	GB	-3.05814	03 Nov 2019	excellent	Rhosllanerchrugog
51.39148	GB	-0.29825	03/13/2014, 00:00:00	excellent	Surbiton
7.50251	NG	5.06258	12/30/2016, 00:00:00	accep	Igbara-Odo
30.35028	CN	112.19028	07/08/2013, 00:00:00	average	Jingzhou
32.35126	US	-95.30106	26 Apr 2022	good	Tyler
31.82539	PK	72.54064	2013-02-09	good	Sillanwali
23.0072	CU	-82.4017	12 Sep 2020	maintenance	Boyeros
41.27621	US	-72.86843	2018-06-07	maintenance	East Haven
34.61667	JP	135.6	09/09/2016, 00:00:00	accep	Yao
41.1053	PT	-7.32097	06/24/2016, 00:00:00	accep	Custoias
22.4711	IN	88.1453	03/06/2019, 00:00:00	building	Pujali
53.19146	GB	-2.52398	03/28/2018, 00:00:00	excellent	Winsford
20.22816	MX	-103.5687	19 Nov 2013	maintenance	Zacoalco de Torres
9.6531	PH	124.3697	07 Nov 2014	average	Jagna
10.10649	IN	76.35484	06/11/2013, 00:00:00	accep	Alwaye
44.98901	RU	38.94324	27 Oct 2021	building	Yablonovskiy
41.48199	US	-81.79819	2016/07/21	maintenance	Lakewood
36.06523	US	-119.01677	2020-02-15	accep	Porterville
7.06273	GH	-1.4001	2016-11-08	good	Mampong
3.27833	UG	32.88667	2021-11-06	building	Kitgum
32.61603	IQ	44.02488	2018-02-01	building	Karbala
41.09246	AZ	45.36561	03/22/2019, 00:00:00	average	Qazax
32.5007	US	-94.74049	10/27/2019, 00:00:00	excellent	Longview
50.82882	GB	-0.32247	07/13/2022, 00:00:00	good	Lancing
43.35071	RU	46.10925	2020/09/22	average	Gudermes
-34.74785	AR	-58.70072	2019-11-04	average	Pontevedra
38.38479	ES	-0.76773	06/06/2020, 00:00:00	building	Novelda
24.05979	IN	77.40858	01/03/2017, 00:00:00	excellent	Leteri
38.68712	ES	-4.10734	05/12/2018, 00:00:00	good	Puertollano
54.03876	RU	43.91385	2019-09-14	maintenance	Kovylkino
36.46917	TN	10.78222	2014-10-23	good	Beni Khiar
53.49389	GB	-1.29243	2016/12/10	average	Mexborough
31.84568	US	-102.36764	02 Jun 2018	good	Odessa
47.48444	UA	36.25361	2020/08/09	good	Polohy
23.1959	IN	86.51499	2016/10/31	average	Kenda
40.34912	US	-111.90466	2016/03/18	good	Saratoga Springs
51.38673	GB	0.30367	15 Aug 2016	average	Hartley
-31.4488	AR	-60.93173	2022/04/16	good	Esperanza
52.4581	DE	13.28702	02/25/2019, 00:00:00	average	Dahlem
1.6561	MY	103.6032	06/23/2015, 00:00:00	average	Kulai
37.95143	US	-91.77127	2019-03-22	excellent	Rolla
32.42067	US	-104.22884	2016/03/14	average	Carlsbad
-11.94306	PE	-76.70944	2019/04/11	good	Chosica
47.38093	US	-122.23484	22 Feb 2022	accep	Kent
42.28639	ME	18.84	28 Dec 2014	excellent	Budva
41.72059	US	-87.70172	2013-04-27	accep	Evergreen Park
2.2139	MY	102.3278	2015-05-08	average	Kampung Ayer Molek
5.84752	CI	-5.682	23 Sep 2014	average	Lakota
19.64745	MX	-102.04897	2012/11/06	excellent	Paracho de Verduzco
9.91861	VE	-68.30472	04/11/2014, 00:00:00	building	Tinaquillo
23.04419	CU	-82.00919	2021-03-02	average	Jaruco
6.46346	GH	-2.31938	2015/02/10	good	Bibiani
10.29085	VN	105.75635	2016/04/11	accep	Sa Dec
47.46657	KZ	84.87144	07/25/2018, 00:00:00	maintenance	Zaysan
49.03685	DE	8.70745	2015-08-28	maintenance	Bretten
33.44872	US	-86.78777	2017/08/29	average	Vestavia Hills
41.75338	US	-86.11084	18 Dec 2019	accep	Granger
14.62072	IN	74.83554	08/26/2013, 00:00:00	accep	Sirsi
52.86147	DE	9.5926	2015/02/28	average	Walsrode
48	FR	-4.1	2016-09-23	good	Quimper
28.54944	US	-81.77285	2017/06/17	maintenance	Clermont
3.7278	ID	98.6738	04/11/2015, 00:00:00	accep	Labuhan Deli
22.88783	IN	84.13864	07/11/2021, 00:00:00	maintenance	Jashpurnagar
48.21644	DE	9.02596	12 Sep 2013	average	Albstadt
40.5576	US	-74.28459	05/29/2014, 00:00:00	maintenance	Woodbridge
30.46907	PK	70.96699	03/30/2017, 00:00:00	accep	Kot Addu
9.58126	NG	8.2926	2018-03-20	excellent	Kafanchan
33.03699	US	-117.29198	24 Jul 2017	excellent	Encinitas
55.38752	RU	36.73307	09/11/2016, 00:00:00	excellent	Naro-Fominsk
23.15678	CU	-81.24441	06 Jan 2016	average	Varadero
11.93381	IN	79.82979	2018/12/07	good	Puducherry
32.55531	IN	76.12647	2013-04-02	building	Chamba
50.23019	DE	8.77155	2019-11-17	building	Karben
4.92675	NG	6.26764	2022/06/04	average	Yenagoa
29.84576	US	-90.10674	2018-03-07	good	Estelle
25.80565	PK	68.49143	24 Dec 2018	accep	Bhit Shah
-13.7804	MW	34.4587	2015/08/15	good	Salima
46.18396	CH	6.10237	12/06/2014, 00:00:00	building	Onex
49.88307	CA	-119.48568	03/30/2020, 00:00:00	good	Kelowna
16.0567	TH	103.65309	2013/05/10	good	Roi Et
50.23271	CZ	12.87117	2017-12-18	good	Karlovy Vary
7.83389	CO	-72.47417	2020-06-15	good	Villa del Rosario
23.02677	CN	113.13148	05/16/2013, 00:00:00	maintenance	Foshan
23.5654	TW	119.58627	2018/09/04	average	Magong
36.64852	IR	51.49621	12 Feb 2018	excellent	Nowshahr
37.74615	PT	-25.66689	09/16/2021, 00:00:00	building	Ponta Delgada
-3.5403	ID	118.9707	08 Jun 2017	excellent	Majene
61.72744	SE	17.10558	14 Oct 2021	maintenance	Hudiksvall
58.23583	RU	92.48278	03/31/2015, 00:00:00	good	Lesosibirsk
52.61131	DE	13.31783	17 Oct 2013	excellent	Hermsdorf
8.48714	SL	-13.2356	12 Feb 2017	good	Freetown
9.3337	PH	122.8637	09/27/2016, 00:00:00	accep	Santa Catalina
12.37169	PH	123.62494	2021-05-29	good	Masbate
24.96334	LY	10.18003	06/08/2022, 00:00:00	maintenance	Ghat
34.09668	US	-117.71978	05/06/2015, 00:00:00	maintenance	Claremont
25.92493	IN	73.66633	03/07/2016, 00:00:00	average	Sojat
19.64745	MX	-102.04897	12 Sep 2015	average	Paracho de Verduzco
42.4251	US	-71.06616	07/24/2017, 00:00:00	excellent	Malden
7.62789	NG	4.74161	2018-04-03	good	Ilesa
38.37255	TR	34.02537	2018/08/23	average	Aksaray
53.19146	GB	-2.52398	24 Jun 2016	maintenance	Winsford
-14.66463	BR	-52.35558	05/21/2021, 00:00:00	maintenance	Nova Xavantina
-23.85972	MZ	35.34722	2017/12/21	excellent	Maxixe
48.49144	DE	9.20427	06/24/2018, 00:00:00	accep	Reutlingen
7.50251	NG	5.06258	2019-12-06	average	Igbara-Odo
38.06084	US	-97.92977	06 Jul 2018	excellent	Hutchinson
6.9909	LK	79.883	28 Mar 2022	excellent	Hendala
55.1904	BY	30.2049	2018/06/14	maintenance	Vitebsk
14.37395	TH	100.48528	01/09/2020, 00:00:00	excellent	Bang Ban
-14.66463	BR	-52.35558	2016-11-22	building	Nova Xavantina
45.53929	US	-122.38731	2013-03-29	good	Troutdale
48.90472	FR	2.2469	2016-04-06	average	La Garenne-Colombes
38.10558	ES	-1.86343	10 Aug 2013	excellent	Caravaca
36.20389	KR	127.08472	2015/10/01	maintenance	Nonsan
11.12018	IN	76.11996	2018-12-23	average	Manjeri
-11.94306	PE	-76.70944	20 Oct 2016	maintenance	Chosica
58.7002	RU	59.4839	10/09/2013, 00:00:00	average	Kachkanar
35.95664	SY	36.7138	2018-03-16	excellent	Binnish
41.55838	US	-81.56929	21 Oct 2016	excellent	Collinwood
41.27194	CN	123.17306	2012-10-03	excellent	Liaoyang
51.64316	GB	-0.36053	2015-12-11	building	Bushey
52.31333	NL	6.92917	07/16/2017, 00:00:00	average	Oldenzaal
40.60538	US	-73.75513	06/02/2020, 00:00:00	building	Far Rockaway
42.8139	ES	-1.64295	07 Oct 2020	good	Segundo Ensanche
51.4781	RU	57.3552	07/15/2020, 00:00:00	excellent	Kuvandyk
44.92934	RU	37.99117	07/09/2022, 00:00:00	excellent	Krymsk
50.72043	DE	11.34046	2012/12/19	average	Rudolstadt
52.14	NL	5.58472	2017/05/02	excellent	Barneveld
46.75451	UA	33.34864	2021-01-24	accep	Nova Kakhovka
34.95303	US	-120.43572	17 Mar 2017	maintenance	Santa Maria
28.15112	US	-82.46148	01 May 2018	good	Lutz
-7.81667	ID	112.01667	03 May 2022	building	Kediri
42.7	BG	27.25	2019/04/17	excellent	Aytos
34.06635	US	-84.67837	2021/09/12	maintenance	Acworth
22.4711	IN	88.1453	2016-12-22	building	Pujali
13.70167	SV	-89.10944	2020/02/16	average	Ilopango
40.72816	US	-74.07764	2021/01/24	accep	Jersey City
50.06	RU	43.2379	2015-04-12	accep	Mikhaylovka
52.09	NL	5.23333	10/16/2016, 00:00:00	accep	Zeist
50.80904	DE	8.77069	03/01/2021, 00:00:00	excellent	Marburg an der Lahn
40.72816	US	-74.07764	05/16/2018, 00:00:00	average	Jersey City
37.16911	TN	10.03478	2015/10/18	maintenance	El Alia
53.30972	RU	83.62389	03/25/2020, 00:00:00	good	Novosilikatnyy
20.14298	CU	-77.43532	2017/04/01	average	Media Luna
36.76775	DZ	2.95924	2021/10/15	good	Cheraga
48.35149	DE	8.96317	10/18/2020, 00:00:00	building	Hechingen
46.32313	FR	-0.45877	2015/05/17	maintenance	Niort
55.82885	GB	-4.21376	06 Jul 2014	good	Rutherglen
16.0438	PH	120.4861	2013-01-03	accep	Manaoag
40.93121	US	-73.89875	14 Sep 2013	excellent	Yonkers
35.8	JP	137.23333	08/12/2013, 00:00:00	average	Gero
12.25282	IN	79.41727	07 Feb 2014	accep	Gingee
36.65	JP	138.31667	12/24/2021, 00:00:00	building	Suzaka
42.819	RU	47.1192	2016/02/11	accep	Buynaksk
48.35149	DE	8.96317	2017/09/13	excellent	Hechingen
50.82709	DE	6.9747	08/22/2016, 00:00:00	excellent	Wesseling
51.168	DE	7.973	02/22/2014, 00:00:00	excellent	Finnentrop
43.32686	ES	-2.98884	2018/10/24	accep	Leioa
37.30553	CN	120.82747	19 Aug 2022	accep	Zhuangyuan
-21.44345	BO	-65.71875	2017-03-27	average	Tupiza
38.45598	AZ	48.87498	2017-01-31	excellent	Astara
42.64031	CN	125.51176	09/27/2016, 00:00:00	building	Dongfeng
31.92923	IL	34.86563	09/14/2018, 00:00:00	accep	Ramla
9.6531	PH	124.3697	06/22/2021, 00:00:00	good	Jagna
42.58342	US	-71.8023	2018-05-25	maintenance	Fitchburg
10.61285	NG	12.19458	2016-10-15	building	Biu
37.31065	IT	13.57661	2020/11/24	building	Agrigento
52.59319	DE	13.32127	2017-09-29	accep	Wittenau
23.0072	CU	-82.4017	02 Nov 2021	accep	Boyeros
29.98869	CN	122.20488	03/24/2017, 00:00:00	good	Zhoushan
41.91886	FR	8.73812	2014-10-25	accep	Ajaccio
25.92493	IN	73.66633	08/02/2016, 00:00:00	building	Sojat
41.91886	FR	8.73812	11 Apr 2022	building	Ajaccio
28.88162	CN	120.03308	2016/10/05	maintenance	Guli
46.65581	UA	32.6178	16 Apr 2013	good	Kherson
33.93113	US	-117.54866	2014/02/22	good	Norco
55.54028	RU	89.20083	07/02/2020, 00:00:00	building	Sharypovo
68.79833	NO	16.54165	2016-08-24	good	Harstad
43.1122	IT	12.38878	2012/10/09	average	Perugia
43.2907	FR	5.4384	28 Aug 2019	accep	Marseille 11
50.50301	CZ	13.63617	2019-07-10	maintenance	Most
-30.60106	CL	-71.19901	29 Dec 2012	maintenance	Ovalle
48.52961	DE	12.16179	09 Jun 2013	good	Landshut
-20.25333	BR	-43.80139	2015-01-23	excellent	Itabirito
43.67681	FR	4.63031	2014/04/01	average	Arles
38.07789	IT	13.44275	2019-02-04	average	Villabate
50.26729	CA	-119.27337	2017-11-24	average	Vernon
25.66795	IN	85.83636	21 Dec 2021	good	Dalsingh Sarai
11.85	ET	38.01667	10/29/2018, 00:00:00	good	Debre Tabor
45.78071	IT	12.84052	13 Sep 2022	building	Portogruaro
-4.83	TZ	29.65806	16 Jul 2018	accep	Mwandiga
41.24264	IT	16.50104	2018-05-08	average	Bisceglie
35.74788	US	-95.36969	05/02/2018, 00:00:00	maintenance	Muskogee
-4.26613	CG	15.28318	04/02/2015, 00:00:00	accep	Brazzaville
30.35028	CN	112.19028	2022-01-17	good	Jingzhou
35.8	JP	137.23333	2014-12-04	good	Gero
51.64316	GB	-0.36053	07/04/2013, 00:00:00	maintenance	Bushey
10.58806	IN	77.24779	07/19/2017, 00:00:00	good	Udumalaippettai
42.50729	AD	1.53414	2021-04-14	accep	les Escaldes
53.37596	RU	51.3452	28 Oct 2017	excellent	Otradnyy
43.32686	ES	-2.98884	2019/12/27	good	Leioa
18.87813	IN	72.93924	2021/08/19	good	Uran
37.49073	ES	-2.77259	2016-01-30	building	Baza
14.93333	GT	-91.11667	2013/09/03	building	Chichicastenango
49.13645	DE	8.91229	03/02/2022, 00:00:00	good	Eppingen
55.82885	GB	-4.21376	2016/09/27	accep	Rutherglen
43.83125	FR	5.03586	2018-11-01	average	Cavaillon
14.66	PH	120.56528	04 Jun 2022	building	Pilar
-8.28333	BR	-35.03333	27 Dec 2020	accep	Cabo
12.74409	ML	-8.07257	11 May 2020	excellent	Kati
43.62558	IT	13.39954	26 Jul 2019	maintenance	Falconara Marittima
40.57788	US	-73.95958	2019/04/29	accep	Brighton Beach
31.71667	PK	73.38333	2017-03-23	good	Sangla Hill
38.72706	PT	-9.24671	08/05/2019, 00:00:00	average	Carnaxide
40.2737	US	-76.88442	30 Sep 2015	average	Harrisburg
52.41667	GB	0.75	08 Mar 2016	accep	Thetford
6.46346	GH	-2.31938	13 Jan 2019	good	Bibiani
16.0567	TH	103.65309	13 Oct 2015	excellent	Roi Et
40.72371	US	-73.95097	24 Sep 2019	average	Greenpoint
35.815	JP	139.6853	2018-07-12	average	Shimotoda
27.34089	CN	117.4831	2015/03/29	maintenance	Shaowu
48.15659	MD	28.28489	2015-10-06	good	Soroca
50.82882	GB	-0.32247	03 Apr 2016	accep	Lancing
43.2907	FR	5.4384	01/10/2018, 00:00:00	average	Marseille 11
29.53885	US	-95.44744	06/03/2021, 00:00:00	maintenance	Fresno
51.82721	RU	107.60627	12/19/2015, 00:00:00	good	Ulan-Ude
32.61603	IQ	44.02488	2020-04-21	maintenance	Karbala
-13.7804	MW	34.4587	2016-09-22	acceptable	Salima
36.76775	DZ	2.95924	01/04/2017, 00:00:00	good	Cheraga
-27.76952	ZA	30.79165	2020/01/16	average	Vryheid
33.4425	JP	129.96972	02 Oct 2019	excellent	Karatsu
6.8485	NG	3.64633	29 Aug 2013	good	Shagamu
