O3	SO2	warning	H2CO	CO	PM10	NH3	Pb	CFCs	PAHs	PRES	NOx	PM2.5	CH4	C2H3NO5	TEMP	latitude	longitude
10.82919	6.60699	0.00000	62.36838	9.32032		9.43551	48.19299	48.18159	8.88153	1199.33078	8.06372	6.58019	9.01671	0.54796	9.73984	32.44874	-99.73314
7.57559	7.99357	0.00000	40.84962	8.39794	6.84442	9.07995	27.02425	34.51431	8.75987	1174.40357	9.15109	5.57224	8.42600	0.05904	26.99043	9.89206	43.38531
5.77182	9.64491	1.00000	51.77576	6.08076	7.65057	6.51989	52.78567	33.43483	7.47581	1117.50854	9.76241	6.62446	7.91317	0.09436	26.60174	-33.88096	151.07986
9.05244	6.62179	1.00000	36.90010	9.67459	6.47176	8.62978	37.34059	41.10911	7.52255	1184.99140	9.59054	8.73636	7.13549	0.06038	20.66686	-19.32556	-41.25528
4.81054	8.62832	1.00000	58.75740	5.51323	8.16783	8.01559	58.54661	57.83925	4.72414	1135.13057	10.17691	8.58010	8.23095	0.13997	24.20642	38.13708	41.00817
4.37176	7.22260	1.00000	40.40503	6.06476	7.02751	7.87133	52.74479	42.92544	3.80311	1158.50914	8.61387	8.14597	9.06402	0.07672	25.09596	3.8801	-77.03116
10.69994	5.20655	0.00000	44.98837	3.99592	7.29008	7.50058	39.32899	13.29467	8.56782	1197.36796	11.30190	6.70783	8.78034	0.07748	25.62246	43.35071	46.10925
8.69203	9.85023	0.00000	61.66048	7.60812	8.61890	7.90090	64.73089	58.93774	9.81806	1137.31641	4.26275	8.82334	7.46288	0.18291	21.18879	36.21544	65.93249
5.56386	10.25795	1.00000	53.47441	7.05666	9.86082	8.55991	45.16040	27.85956	8.24569	1125.67848	9.04654	8.42006	6.82365	0.56808	27.53557	32.44874	-99.73314
5.36305	3.99491	1.00000	42.28884	5.48435	3.65804	7.05274	40.51837	68.37944	5.26318	1119.32839	8.30372	7.74579	7.12362	0.05272	12.27644	52.71083	5.74861
6.70381	10.41556	1.00000	76.58347	7.06617	8.95645	7.02845	61.81627	60.39825	8.77225	1149.59870	9.54876	6.74265	9.84689	0.24106	14.70634	41.29444	69.67639
4.86866	7.74073	1.00000	49.51865	6.91420	7.79550	8.61355	50.66844	38.79453	6.95990	1119.30629	10.26672	8.50429	7.11346	0.11523	-8.56063	13.70727	9.15013
4.97724	6.55629	1.00000	49.57753	4.67265	9.45931	7.32475	40.16228	48.41100	9.17553	1098.58704	8.86577	8.87653	6.79085	0.39886	8.55918	34.9	137.5
9.34399	6.64156	0.00000	42.21914	6.67486	7.86813	8.77915	68.27789	52.79494	7.13133	1173.81213	8.96498	5.75975	8.39409	0.10513	21.90729	42.28639	18.84
5.56344	10.00857	1.00000	43.63549	6.65162	8.05481	6.32623	43.41181		6.35303	1195.10979	7.59054	7.27909	8.61812	0.13727	29.77522	44.97639	19.61222
6.75805	9.44078	1.00000	60.88173	7.21970	9.15132	9.78739	40.14727	28.71094	6.67552	1125.75837	4.44745	8.20110	9.55690	0.30879	10.23505	47.4943	-122.24092
8.88830	5.60277	1.00000	55.42224	7.52561	5.68263	7.87159	64.27253	45.62273	6.76872	1085.72275	8.71824	6.30247	5.19299	0.07918	26.25563	33.03699	-117.29198
5.55924	7.73364	1.00000	63.26059	6.14191	8.67446	7.45204	41.71113	35.85534	9.13554	1160.59490	8.69665	8.05530	8.74934	0.20686	13.52782	-4.83	29.65806
6.09222	7.38084	1.00000	60.04882	7.77623	7.66017	7.34262	55.84940	33.11004	6.03298	1180.95382	10.55471	7.07907	8.11049	0.11901	19.09709	40.70995	0.57856
7.44600	8.02498	1.00000	39.41207	5.98803	7.21538	7.87377	44.21238	51.49934	9.30555	1050.92701	8.75077	9.22988	6.95929	0.07697	13.66610	42.30865	-83.48216
10.17983	8.17219	0.00000	61.01146	7.18644	10.83674	5.85720	32.96031	41.16929	9.91393	1087.75380	6.99763	8.43239	7.15762	1.38580	-0.92866	40.94065	-73.99681
8.88078	10.77955	1.00000	48.00785	7.40806	8.32961	5.98391	38.15300	62.86996	8.73859	1189.26597	7.81008	8.32110	8.11753	0.16014	15.11104	32.9156	-117.14392
10.00150	9.00449	0.00000	45.65183	4.34520	7.32309	9.58965	50.76241	57.20664	8.46199	1088.68916	10.24542	8.77461	7.94805	0.08450	17.07043	31.92923	34.86563
12.45769	6.56005	0.00000	28.37549	1.49467	9.90268	6.95208	63.48044	46.21946	6.29998	1196.53206	11.65615	8.40132	6.89762	0.53352	19.11459	32.54278	111.50861
6.86142	7.31917	1.00000	55.23880	8.51929	6.23089	6.28202	59.07573	45.17463	7.34983	1139.05041	11.89846	7.55856	5.90921	0.03395	27.27797	12.25282	79.41727
7.73432	13.29485	0.00000	22.71355	6.15865	10.07200	7.95991	42.00639	53.24280	6.76259	1130.92811	9.34991	6.26519	8.34866	0.69714	31.45131	1.6561	103.6032
8.25949	9.06915	0.00000	57.32148	9.83504	5.97247	7.87461	33.99065	74.46598	7.30185	1199.37583	3.43234	6.98156	6.44145	0.06246	27.13381	39.71734	-74.96933
9.84980	8.40303	0.00000	60.68497	5.80536	9.29602	7.12277	53.41020	42.79548	10.42110	1165.28265	3.43573	7.50283	8.39252	0.32607	14.38860	32.50611	120.14278
8.08108	8.62841	0.00000	31.14772	5.37413	7.91576	9.08664	54.36623	50.21041	9.34041	1123.10551	12.98760	8.40124	6.66823	0.11367	19.15657	53.46506	-1.47217
6.06015	11.03415	1.00000	37.97105	6.74291	8.76079	5.58623	41.69547	45.85808	7.24067	1138.41785	9.53822	7.64860	8.88683	0.21035	5.56494	40.70995	0.57856
10.68346	9.06155	0.00000	35.89254	7.83240	8.09735	8.77115	42.50610	42.19210	9.53549	1158.71082	7.21718	9.17343	8.20524	0.11203	16.14515	41.41204	2.18247
8.30134	10.25061	0.00000	78.99310	7.98165		9.21759	48.35890	13.95674	3.82358	1072.87167	7.58840	6.53512	7.77899	0.89204	11.59031	37.60876	-77.37331
5.95314	7.31006	1.00000	40.19577	6.41933	9.56086	6.92158	59.64088	41.95183	10.50437	1171.34023	8.65262	8.77359	7.78972	0.41486	4.96000	39.00622	-77.4286
6.42095	9.75085	1.00000	48.70222	6.20538	8.88163	9.06805	50.45777	46.05922	8.27588	1094.98204	9.55157	7.05322	9.57156	0.21864	37.39819	49.65186	26.97253
8.01980	11.52562	1.00000	48.37061	7.58683	10.06873	8.90249	50.96461	57.69603	9.38744	1177.78558	9.43009	6.67860	6.79185	0.67091	13.08194	36.81667	117.81667
8.33648	7.28719	0.00000	37.74568	7.29679	7.14649	9.02778	63.69115	41.87488	8.14698	1057.27519	9.80967	8.98420	6.57093	0.07952	25.00860	59.37722	28.19028
8.37082	6.68825	1.00000	61.84372	5.47476	6.56616	7.26674	62.45403	46.17701	7.90792	1113.87067	9.25861	7.02955	7.81133	0.05811	22.19283	47.30997	8.52462
11.83038	10.09035	0.00000	37.50788	6.50381	7.58957	8.18373	57.46591	38.66365	8.60822	1078.84224	7.20949	8.79448	6.98286	0.10144	9.77356	27.55898	68.21204
7.31934	7.53512	1.00000	51.03723	7.63570	7.07749	7.61138	55.72909	40.50086	4.14693	1116.73517	8.95755	8.24902	8.25822	0.09696	27.67250	37.56667	140.11667
7.55029	7.71537	1.00000	62.65195	5.98595	8.36048	5.52767	49.21052	58.32265	10.84490	1129.03944	9.75264	7.22753	7.17928	0.14588	25.40281	32.17629	75.06583
4.85258	7.10751	1.00000	77.44923	5.04893	7.07271	5.87208	19.63423	34.82820	6.19317	1101.87009	9.29988	7.54037	8.59694	0.08531	18.31136	36.06523	-119.01677
8.43334	8.20335	0.00000	57.35535	6.65313	7.60901	9.32754	39.62580	46.49967	7.97384	1143.69636	9.61453	7.23319	7.47665	0.08771	6.44591	60.97944	76.92421
4.38499	9.52322	1.00000	34.84951	5.83741	8.18972	7.99177	68.93200	37.21993	7.03822	1132.09313	10.32497	6.04529	7.45049	0.15817	23.25151	41.92361	20.91361
10.07477	9.41138	0.00000	53.06881	9.20392	8.24149	7.08181	69.27566	52.04597	8.75148	1050.48938	7.84487	8.17456	9.28268	0.13298	4.56124	27.52948	68.75915
9.00164	7.81697	0.00000	38.86546	8.95063	10.73349	7.22819	59.68549	47.87188	11.63684	1164.62400	7.12235	8.89514	8.61283	1.24645	14.30577	27.52948	68.75915
6.98575	6.07335	1.00000	64.65801	7.27885	5.71532	6.60262	35.02597	42.99637	5.60628	1118.73431	9.24866	6.78420	7.29837	0.03931	8.68493	44.85278	65.50917
10.15001	10.32150	0.00000	34.48132	7.33878	9.22053	6.81815	38.83205	45.31879	9.47877	1084.44714	6.73554	8.81849	7.38428	0.30274	10.73766	44.80477	-0.59543
7.22135	8.15726	1.00000	45.78578	6.45642	10.59996	8.37953	77.78598	45.92208	10.87497	1160.74240	8.68540	6.67950	7.07270	1.08412	7.96127	36	139.55722
12.28417	6.89189	0.00000	54.33316	2.83548	10.63353	7.61275	54.72708	20.79962	5.49756	1193.60256	10.38452	6.25260	7.80660	1.12784	5.45872	59.37722	28.19028
8.65922	11.75462	0.00000	43.75049	5.51162	9.59260	6.78068	62.78786	37.45468	7.04172	1182.58507	9.50683	7.66279	8.72670	0.41984	0.53710	38.06084	-97.92977
7.32639	8.47190	1.00000	49.61938	6.59559	8.61044	8.45650	48.91073	46.33563	8.15173	1197.53425	6.01353	8.61863	7.69191	0.17366	34.94227	5.20856	-74.73584
7.01217	4.20132	1.00000	40.32582	6.84547	4.40344	8.74890	36.36161	44.44951	6.83420	1050.25538	8.19030	7.59366	7.39411	0.04342	20.10948	16.06213	76.0586
6.48728	8.31877	1.00000	24.62225	6.58798	10.66391	7.32192	46.96854	34.52859	9.95047	1056.25407	7.93329	8.70808	5.56740	1.17807	15.44169	-25.42944	-50.00639
7.68122	7.17287	1.00000	44.73168	7.16416	7.77270	7.15557	58.89460	53.83804	7.67275	1194.52561	9.38169	6.98141	9.14596	0.09570	17.98436	44.59445	11.04979
7.34875	10.45884	0.00000	61.02244	7.78108	11.41123	7.54535	45.46769	41.77812	11.87984	1117.83084	6.69962	8.95987	8.17113	2.42756	-2.24044	8.62261	-70.20749
8.83205	8.51428	0.00000	71.77074	6.12953	8.86915	8.68244	69.63601	53.00436	8.44352	1186.28391	11.05249	5.25305	8.56023	0.20809	3.86519	43.50891	16.43915
6.21802	8.72705	0.00000	37.88850	9.72988	9.91749	5.84495	55.88759	32.70543	5.40992	1055.71056	8.91993	7.13058	7.62409	0.58413	28.07575	45.44868	-73.81669
9.48065	10.33893	0.00000	65.15595	9.68425	6.39146	7.41363	41.37552	59.20038	7.07051	1129.41737	6.32273	7.34114	8.33945	0.06287	34.47542	50.75767	-1.5443
7.58475	9.26592	1.00000	48.28578	6.61854	9.48084	5.34544	47.82787	43.16520	9.68941	1132.98832	8.67414	8.20222	8.92355	0.37378	13.33577	22.37066	114.10479
6.56039		1.00000	49.54127	5.95524	8.01088	8.18341	38.50323	46.81069	5.47237	1089.67773	8.73531	7.97433	6.99021	0.11365	9.52125	44.99012	-123.02621
6.55944	7.65965	1.00000	40.35220	6.05825	6.94425	7.76616	80.42106	51.19069	8.27363	1177.83234	7.52939	7.73315	7.41178	0.07930	9.56399	0.49113	29.47306
6.52602	9.72366	1.00000	43.25438	6.83380	8.08077	7.26380	53.57449	42.32944	8.06078	1108.55664	8.45650	9.57118	8.47757	0.12018	12.87183	32.65246	51.67462
10.23990	8.33310	0.00000	31.04360	7.70617	9.29296	6.90443	54.56107	63.40777	11.65943	1184.78357	7.38615	7.93819	9.31488	0.32282	10.28775	35.95664	36.7138
9.63665	7.37673	0.00000	69.50756	7.08357	6.39126	7.56418	46.93252	36.47999	8.11533	1098.49505	7.64924	6.56270	7.73298	0.06598	17.95151	47.83333	59.6
6.79174	12.00186	1.00000	92.42004	6.62769	8.64399	8.04777	65.90215	37.88236	7.07992	1180.96858	10.52180	10.22125	6.72610	0.17143	12.75550	36.61954	4.08282
10.24463	6.43511	0.00000	28.35137	8.08063	9.49100	6.88076	42.83219	36.60091	9.80117	1194.15442	6.42420	8.66004	8.24040	0.38407	21.99609	41.63976	2.35739
4.40716	6.10934	1.00000	28.94097	4.46790	4.63899	7.13777	47.60033	17.96763	4.91436	1082.07133	7.70360	6.72572	8.82879	0.04748	20.60193	39.45621	-77.96389
8.53141	6.03392	0.00000	60.41836	5.45687	6.95182	6.15691	59.78010	76.82187	8.90761	1161.75233	7.98920	6.18777	9.87480	0.07808	18.38041	23.04419	-82.00919
5.99027	7.72836	1.00000	49.09439	6.14102	8.21124	7.93231	41.91508	51.74065	5.97738	1126.78975	8.33884	9.78247	8.64817	0.12176	5.45318	55.8736	85.4265
7.69344	10.87521	0.00000	36.55010	7.77626	9.82368	8.63661	67.69956	60.74206	5.82540	1150.13232	9.56952	8.86745	8.24414	0.51814	30.62020	5.20856	-74.73584
9.43610	11.91063	0.00000	53.94832	9.50232	6.62974	8.65300	45.82937	41.49621	6.76717	1053.32051	5.85196	7.83245	8.54537	0.06690	24.68985	14.8361	120.97844
5.21013	8.06271	1.00000	53.87495	5.53386	5.47723	5.70059	48.14673	46.49851	7.96859	1085.28611	10.77815	8.58556	8.89392	0.04772	10.80343	37.05944	37.3825
9.40302	10.35077	0.00000	48.70175	6.80880	8.59772	6.93564	65.55769	47.93557	9.74224	1149.82767	4.70188	9.03661	7.20205	0.19280	25.80175	32.42067	-104.22884
7.64076	8.40695	0.00000	74.63748	5.72809	7.13108	5.97211	54.00636	48.45880	8.20844	1099.05653	10.29508	7.96937	9.51087	0.07592	26.84948	-37.9	145.18333
11.66604	7.74319	0.00000	55.49930	6.90425	8.53032	7.89907	66.76300	71.85610	8.43022	1167.77711	6.04823	8.23178	7.22893	0.18188	15.52074	-25.42944	-50.00639
8.00227	5.79819	1.00000	63.17938	5.78333	9.34881	7.54512	32.98834	47.59088	12.76922	1121.21979	8.91928	8.32229	9.78893	0.33296	15.68003	42.8139	-1.64295
7.40904	9.09743	1.00000	59.77608	6.79304	9.13315	7.88458	53.07829	55.80530	10.10112	1185.83736	9.16378	7.86194	8.32602	0.29637	19.15054	24.96334	10.18003
7.20861	7.65535	1.00000	64.70095	6.66159	8.00996	7.26217	53.34170	72.94378	7.06591	1071.84836	9.81771	6.24587	6.33887	0.10878	31.60222	38.07789	13.44275
8.76787	5.56446	1.00000	59.38468	10.01915	4.34485	8.53492	63.87786	40.35991	6.16220	1071.74961	9.65904	8.85093	8.40586	0.04525	-2.25276	40.34912	-111.90466
4.96487	8.27013	1.00000	38.82629	5.57706	9.01997	5.95970	55.12215	51.80794	8.92835	1134.21292	10.55674	7.32377	9.42455	0.26938	-6.18829	26.2173	-80.22588
4.52171	8.27165	1.00000	56.00814	6.18656	9.11480	6.48799	57.62025	52.98561	9.07427	1116.36793	10.08963	7.03220	7.95057	0.28227	21.84079	35.05266	-78.87836
10.25352	10.03191	0.00000	76.35645	5.40226	9.13029	8.00723	37.21136	53.91401	10.34274	1082.98239	5.08285	8.60854	8.16206	0.27213	10.32209	32.52515	-93.75018
8.67838	10.81089	0.00000	24.24322	5.91360	10.57196	7.93394	31.57495	28.27730	6.08688	1195.16782	9.90203	8.19971	8.58421	1.05630	14.45427	35.25064	-91.73625
9.85034	9.18359	1.00000	66.09880	8.37180	10.66422	6.07420	49.00520	55.82689	9.53283	1118.04904	8.10346	8.70568	7.87020	1.16972	5.82082	45.0408	-93.263
7.56180	6.53209	0.00000	50.17204	4.09891	7.94684	8.07348	64.02376	42.90242	7.10808	1057.98029	7.61202	8.90982	6.99670	0.09953	20.77932	30.16688	-96.39774
7.02596	10.16030	1.00000	40.70828	8.68348	8.62570	7.56123	39.03502	47.71974	7.23144	1195.37798	8.46931	6.70449	8.15182	0.19517	25.81534	6.95194	121.96361
7.05468	8.51159	1.00000	55.99317	8.23310	6.99735	7.27703	65.40444	38.41870	6.50621	1133.67806	10.84692	8.73008	7.28372	0.06702	2.48630	3.8801	-77.03116
6.00835	7.39106	1.00000	46.94626	8.49935	6.40139	7.15878	56.00500	49.85704	4.08541	1171.75534	9.68791	9.01088	8.68190	0.07291	9.75497	51.168	7.973
7.38814	11.73248	0.00000	55.48752	7.35865	11.40763	7.26850	63.16317	44.88333	6.50547	1106.77593	9.89485	7.34462	7.92715	2.41209	12.63478	36.75965	137.36215
8.48149	9.79354	1.00000	74.87729	6.64348	7.37294	8.10511	65.60880	32.53015	9.05385	1167.55668	8.98945	6.42180	6.04319	0.09721	19.90429	53.14657	140.72287
5.95016	5.00374	1.00000	43.48333	8.60258	4.03229	8.24453	66.56167	13.17878	5.43407	1120.71576	10.49062	6.80183	7.26459	0.03987	19.00518	54.03876	43.91385
6.38256	6.64343	1.00000	19.39459	5.48670	6.23109	7.01913	47.67219	32.73971	5.87476	1114.43295	9.53976	9.36414	6.73667	0.07716	5.63400	-17.83333	48.41667
7.83086	9.59272	0.00000	44.63545	6.86935	6.95655	8.01046	52.11922	53.60507	9.22793	1170.05947	10.61788	8.55840	7.30645	0.07599	4.10842	35.95664	36.7138
7.18795	7.59543	1.00000	54.49594	5.92325	9.50293	8.04741	44.43484	43.46649	12.40938	1071.10098	11.66105	8.99710	7.43036	0.37772	9.41243	55.38752	36.73307
8.44927	8.32530	0.00000	90.35949	5.87232	11.05610	6.53475	52.34832	47.26684	10.98717	1078.52429	3.95785	7.27880	6.96738	1.72351	22.80678	10.10649	76.35484
11.54631	8.35384	0.00000	69.15934	4.15510	10.54481	8.73280	55.15864	30.28072	5.45977	1140.15543	9.03104	10.18091	9.39412	1.03293	11.72395	-54.8	-68.3
8.44445	8.81119	0.00000	56.07234	9.25172	9.82683	7.98845	48.49789	25.99857	9.88721	1109.03630	6.65243	9.79733	8.48370	0.52029	5.77654	-3.20333	-52.20639
5.15820	7.82846	1.00000	31.57188	6.62983	9.25809	5.82028	44.52799	50.23152	8.37843	1161.13865	6.84719	7.03499	8.45766	0.32033	28.32831	-7.73379	113.69785
6.31216	8.46234	1.00000	35.11774	5.80499	8.88028	7.97763	54.86831	34.32335	9.70122	1145.82005	10.43700	8.04713	7.21727	0.23033	28.15585	43.41949	77.0202
5.19718	8.87538	1.00000	50.39102	8.51166	6.82657		29.13525	39.20544	5.54375	1050.76690	12.32579	7.73525	6.15934	0.05244	28.80729	40.87363	14.34085
4.41084	12.31559	1.00000	45.99485	6.69660	8.70960	6.76951	52.94286	31.62896	4.96299	1193.70735	9.87259	8.36065	7.24237	0.20081	1.60135	31.64615	120.74221
6.63585	10.38524	1.00000	58.00648	5.98330	7.38601	10.59153	47.73016	38.92197	8.18938	1159.03513	11.49343	7.45910	8.39572	0.08142	18.33911	36.82167	128.63083
10.28025	11.98850	0.00000	73.73059	5.91093	10.76569	7.57738	77.14913	32.69517	4.61220	1114.99768	8.02131	7.86819	8.21715	1.28283	26.51196	-4.16694	-40.7475
6.20026	8.57197	0.00000	31.04625	10.21348	11.95257	7.75414	51.08161	43.10623	10.13167	1100.70166	7.10611	8.74785	7.16658	4.11481	-7.55292	34.86472	117.55417
11.86717	8.78293	0.00000	38.25873	6.11936	9.39145	8.17304	42.23974	41.23651	10.51283	1052.33430	7.32791	5.99114	8.34145	0.35182	8.86595	29.65163	-82.32483
10.00719	9.72546	0.00000	55.84627	9.34868	9.60019	10.36100	40.31724	55.04245	8.13985	1181.49709	8.30833	5.55228	7.12724	0.41002	34.86282	43.41949	77.0202
8.74125	9.09689	1.00000	59.90894	6.66023	9.30826	7.04681	53.00107	43.13332	11.42895	1069.83104	10.00200	8.31730	7.10094	0.35792	10.04613	12.95629	78.27539
7.40660	8.45648	1.00000	71.63686	6.56775	6.88985	6.45575	48.25690	62.65385	8.32664	1118.08172	7.21059	6.47576	7.17855	0.07524	17.19142	25.87498	86.59611
7.78333	8.80174	0.00000	67.03412	8.68352	11.43249	9.60894	63.32623	68.44344	8.38652	1157.67066	5.28276	7.90990	8.38856	2.47591	28.68015	45.44694	8.62118
6.13323	6.48820	1.00000	62.52669	4.68569	5.94357	5.79494	41.73136	63.39723	4.86490	1072.75330	6.72658	5.81341	6.87602	0.05024	21.97643	21.01858	-101.2591
9.18436	8.04536	1.00000	46.77160	7.40747	6.35494	7.68271	37.88184	66.38835	10.78051	1126.90348	11.02012	7.61587	8.40389	0.06190	9.88871	-2.68333	33
5.69531	5.79799	1.00000	46.25104	5.92089	6.97878	6.04307	53.90753	49.03128	7.71855	1131.91082	8.99830	7.94434	6.83903	0.06040	-0.37042	32.5007	-94.74049
6.30897	6.47476	1.00000	43.10702	4.83771	5.55451	7.49909	37.95324	61.53937	5.02406	1074.23391	7.99202	9.88348	7.45764	0.04990	6.81713	-20.25333	-43.80139
9.42687	7.31131	0.00000	49.55766	5.79898	7.61181	8.77364	43.66194	55.74916	7.19845	1082.57223	9.32576	7.44528	7.70167	0.11113	7.79673	13.65805	102.56365
5.71874	5.38735	1.00000	46.54826	6.13932	4.84819	8.21073	43.89940	37.80431	2.62604	1081.80221	8.65144	7.81501	8.25374	0.04129	4.97202	14.67751	-60.94228
6.71114	6.96308	1.00000	57.87075	9.31796	5.61309	6.66986	38.31313	60.74678	6.47527	1105.26963	10.69855	9.18163	9.26410	0.03866	25.24818	24.41288	76.56719
8.84138	10.83054	0.00000	82.70741	7.16010	8.43591	6.19133	43.94649	27.42330	8.35698	1156.00505	3.53462	6.79755	6.11151	0.16426	22.87617	50.75767	-1.5443
6.62817	7.63227	0.00000	66.67073	7.02856	11.02327	7.12699	48.04895	32.69876	10.29043	1167.79272	6.25660	7.22270	7.89982	1.65392	25.30157	8.79577	-75.69947
4.88622	5.94470	1.00000	55.48389	5.59724	4.36683	7.49644	49.41472	44.29551	4.44843	1187.19310	8.62133	8.16004	7.52161	0.03105	0.35935	32.57756	71.52847
6.19243	7.81032	1.00000	58.23872	6.47448	9.53748	7.49507	68.02964	46.04558	9.33862	1167.77713	7.40533	8.63189	6.45759	0.40956	17.70046	53.49389	-1.29243
8.36482	8.73410	0.00000	65.60737	8.70240	8.31058	8.87840	67.77219	34.34800	5.65653	1089.47326	6.60787	8.20403	7.60529	0.16072	10.77867	33.14447	47.3799
6.12714	7.57593	1.00000	44.91423	5.79534	8.69513	7.66769	56.81839	37.54932	9.20705	1143.49333	8.59953	8.24430	6.46777	0.19947	-0.40887	22.37066	114.10479
4.44385	7.69823	1.00000	60.23891	5.87596	10.82978	6.87604	33.91487	46.49650	10.02784	1091.74661	10.13843	7.19353	7.36204	1.37632	4.75619	52.71083	5.74861
7.53489	8.44080	1.00000	42.90945	6.08078	8.19035	6.60138	42.62480	60.84763	10.12994	1112.12947	9.83309	7.18833	7.87181	0.12241	21.39402	30.29184	71.67164
9.57480	8.35642	0.00000	65.86790	4.34502	10.79848	6.46908	45.65304	49.31336	5.06491	1133.77633	10.73524	5.79024	7.19647	1.34306	24.85167	37.16911	10.03478
6.44667	10.43981	0.00000	54.97049	9.47507	10.50656	9.89802	82.89312	35.29378	10.46637	1054.33128	5.95739	8.43812	8.49977	1.00523	13.96939	52.59319	13.32127
7.30514	8.31803	1.00000	45.27554	6.12588	9.68947	7.60713	36.16043	58.86317	10.68071	1168.38683	9.74542	7.24629	6.30766	0.49882	1.50784	51.67822	33.9162
12.39373	9.57721	0.00000	25.88047	5.35577	9.39601	6.30601	60.37994	50.56228	9.78211	1077.11831	7.01118	7.83828	8.16038	0.34921	31.00186	39.57582	-105.11221
4.38858	9.12692	1.00000	55.30760	6.21225	9.41400	8.48061	50.83604	20.41260	7.18873	1136.81902	8.50079	8.99595	7.54476	0.37273	6.18984	44.73941	-93.12577
6.32542	7.97991	1.00000	47.21310	6.77771	10.17772	7.66749	44.30814	60.17636	9.45772	1087.55710	6.76424	7.92026	7.56136	0.74537	27.10941	14.62578	121.12251
9.56831	8.35505	0.00000	60.20143	9.43085	7.45057	7.50003	50.19556	56.18824	8.52470	1187.04914	5.73445	8.32986	7.73398	0.08027	23.09202	32.44874	-99.73314
7.90561	10.45661	1.00000	23.24175	6.91172	8.98279	8.41573	60.21056	42.17909	8.91802	1181.15060	8.95887	7.35224	6.38986	0.25186	32.68303	10.98778	-74.95472
5.85557	6.42326	1.00000	59.11186	5.53912	10.05103	7.65285	76.86808	53.35542	12.44979	1057.32659	11.44983	7.87034	7.17531	0.65337	19.29728	53.14657	140.72287
6.22895	5.83178	1.00000	57.11340	5.99773	5.50505	7.77837	27.41004	40.23444	5.23699	1099.78626	8.21156	8.38623	8.41039	0.05156	-13.02660	43.1009	-75.23266
10.98028	6.46472	0.00000	50.64526	6.48302	7.79760	7.89287	39.09482	24.42854	9.02170	1168.13535	3.58927	8.55653	8.13724	0.12409	18.03960	46.75451	33.34864
8.85316	9.80325	1.00000	46.97088	6.47315	8.20170	6.70599	60.29472	48.66180	10.38064	1139.88730	10.43653	7.43001	8.26107	0.12897	29.73255	46.32374	-120.00865
4.42051	8.79186	1.00000	51.52128	6.70402	10.70222	7.72308	35.59356	40.51390	8.66886	1152.90768	8.51832	5.74169	7.42232	1.21858	22.11159	49.13645	8.91229
7.91788	8.94259	1.00000	34.89119	6.42279	10.36520	6.25513	36.92573	23.46406	11.02439	1058.15252	9.71380	8.37540	6.76889	0.89095	4.97319	40.57788	-73.95958
8.52540	10.84034	0.00000	65.31037	7.27528	11.31608	7.21301	51.65432	36.38027	5.87467	1188.59359	8.42566	9.03959	6.40925	2.19900	16.97296	36.06386	4.62744
9.19174	6.30547	1.00000	56.06227	5.43201	6.44997	6.99027	42.23415	22.19106	9.92296	1165.60520	8.34632	8.13729	7.65456	0.03878	10.06305	16.0438	120.4861
3.04593	6.68313	1.00000	55.43691	5.94209	6.76644	7.67594	54.66480	37.65054	4.27207	1086.38635	8.64537	6.21481	9.31501	0.05363	9.10814	32.5007	-94.74049
8.18302	11.26209	0.00000	63.00719	7.76839	7.95747	7.51961	53.51353	45.48098	6.69157	1069.68577	7.61277	8.16364	8.42453	0.09908	36.07461	51.78771	56.36091
5.47512	7.11309	1.00000	42.27330	5.87991	8.08212	7.68371	69.61073	45.38757	8.56852	1197.54324	9.66524	7.15876	8.01209	0.11253	32.37948	-8.43333	114.33333
5.60268	7.41002	1.00000	40.84539	4.36960	6.85550	8.76852	57.21076	25.79495	8.25250	1089.83687	9.29604	8.75849	8.46568	0.08177	14.04859	27.55898	68.21204
6.87139	9.35374	0.00000	73.27074	7.50167	8.62476	7.52507	65.75391	30.18145	7.30895	1097.84846	9.81667	8.08581	8.93148	0.18528	23.04893	49.28669	1.00288
6.55074	9.18964	1.00000	57.93992	7.16211	8.86607	5.94296	41.17708	51.99496	8.37917	1063.94598	7.00042	8.00534	8.36451	0.22209	33.10705	12.95629	78.27539
7.09466	7.02212	1.00000	61.44715	5.12217	10.52357	7.37317	55.88864	31.78002	9.66517	1159.73615	6.99502	9.72783	8.93907	1.02153	14.39219	41.9001	-71.08977
9.80532	4.90725	1.00000	89.93415	8.88660	4.70885	5.67040	35.19580		7.42918	1152.67072	8.97846	8.43819	7.71497	0.05063	1.55350	48.21644	9.02596
8.07357	9.39023	1.00000	49.57655	6.36376	11.21428	8.02733	59.14852	31.42534	11.61756	1059.04521	10.78202	7.87712	9.04590	1.98943	8.59673	50.80904	8.77069
6.54751	9.85722	1.00000	44.59925	6.99313	9.68056	6.41628	42.37101	40.02862	7.85840	1172.57894	7.13953	8.75912	7.05232	0.45525	25.09926	35.05266	-78.87836
6.32634	7.11206	1.00000	46.58893	6.42506	8.23588	6.23057	43.13235	55.10292	5.75582	1156.41022	9.41628	7.61304	7.43790	0.12945	-5.12549	45.79377	8.88104
4.42050	6.73725	1.00000	38.50485	4.94045	7.90584	6.54918	54.99324	34.97106	7.87052	1132.01558	8.06287	8.35697	8.06517	0.12559	-12.07671	53.16167	6.76111
