latitude	revision	code	QoS	longitude	location
37.73604	04 May 2021	US	average	-120.93549	America/Los_Angeles
22.4711	07/09/2019, 00:00:00	IN	accep	88.1453	Asia/Kolkata
51.38673	2021-06-04	GB	building	0.30367	Europe/London
39.71734	12 Jun 2021	US	average	-74.96933	America/New_York
31.71667	09 Jul 2021	PK	good	73.38333	Asia/Karachi
56.56317	2015-04-22	GB	building	-2.58736	Europe/London
50.5107	05 Sep 2022	PL	good	18.30056	Europe/Warsaw
50.74497	2014/08/21	BE	good	3.20639	Europe/Brussels
53.53395	2017/01/27	RU	average	33.72798	Europe/Moscow
48.86667	2016-08-05	FR	maintenance	2.08333	Europe/Paris
35.82756	2017/06/02	JP	good	137.95378	Asia/Tokyo
51.08468	2019-10-18	DE	maintenance	7.11393	Europe/Berlin
40.72816	06/06/2014, 00:00:00	US	maintenance	-74.07764	America/New_York
21.59983	10/29/2019, 00:00:00	IN	maintenance	71.21169	Asia/Kolkata
44.59445	02/23/2018, 00:00:00	IT	average	11.04979	Europe/Rome
56.9083	02 Jan 2021	RU	average	60.8019	Asia/Yekaterinburg
41.20485	01/15/2020, 00:00:00	PT	building	-8.33147	Europe/Lisbon
48.43174	05/27/2018, 00:00:00	SK	average	17.8031	Europe/Bratislava
6.03333	12/05/2014, 00:00:00	ET	average	37.55	Africa/Addis_Ababa
8.88649	30 Nov 2020	BJ	good	2.59753	Africa/Porto-Novo
3.7278	04/16/2013, 00:00:00	ID	building	98.6738	Asia/Jakarta
27.52948	10/04/2018, 00:00:00	PK	accep	68.75915	Asia/Karachi
53.6052	01/29/2015, 00:00:00	DE	good	10.03988	Europe/Berlin
35.06544	06/24/2016, 00:00:00	DZ	accep	1.04945	Africa/Algiers
43.32686	2014-06-18	ES	average	-2.98884	Europe/Madrid
48.77275	2021-03-27	FR	maintenance	5.16108	Europe/Paris
37.56667	2017/03/20	JP	accep	140.11667	Asia/Tokyo
23.0072	2022/01/11	CU	good	-82.4017	America/Havana
36.82167	11 Sep 2014	KR	good	128.63083	Asia/Seoul
45.47885	08/11/2020, 00:00:00	RU	average	133.42825	Asia/Vladivostok
35.25064	05/31/2020, 00:00:00	US	average	-91.73625	America/Chicago
45.4473	06/06/2014, 00:00:00	CA	average	-73.75335	America/Toronto
40.55851	01/10/2017, 00:00:00	IT	accep	17.80774	Europe/Rome
33.54428	12/10/2015, 00:00:00	US	accep	-84.23381	America/New_York
27.34089	2015/08/28	CN	excellent	117.4831	Asia/Shanghai
33.44872	2021/08/12	US	maintenance	-86.78777	America/Chicago
53.46506	2022/02/24	GB	good	-1.47217	Europe/London
34.4833	03/29/2013, 00:00:00	JP	maintenance	136.84186	Asia/Tokyo
41.92361	20 Jun 2017	MK	good	20.91361	Europe/Skopje
37.30553	2014/07/06	CN	excellent	120.82747	Asia/Shanghai
45.79377	19 Jul 2014	IT	good	8.88104	Europe/Rome
43.61058	2021/05/18	FR	good	1.33467	Europe/Paris
14.8361	2019/12/11	PH	maintenance	120.97844	Asia/Manila
11.93381	09 Mar 2022	IN	excellent	79.82979	Asia/Kolkata
43.16547	10 Apr 2016	US	maintenance	-77.70066	America/New_York
20.22816	2017-05-19	MX	maintenance	-103.5687	America/Mexico_City
20.28527	09/06/2022, 00:00:00	MX	good	-103.42897	America/Mexico_City
55.8736	17 Mar 2018	RU	maintenance	85.4265	Asia/Novokuznetsk
34.77453	2018/05/12	US	building	-96.67834	America/Chicago
61.78491	2018-01-27	RU	good	34.34691	Europe/Moscow
41.82143	2017-10-28	GE	excellent	41.77921	Asia/Tbilisi
47.48444	08/05/2016, 00:00:00	UA	average	36.25361	Europe/Zaporozhye
-2.68333	2021-05-24	TZ	good	33	Africa/Dar_es_Salaam
34.75856	2013/09/29	JP	excellent	136.13108	Asia/Tokyo
45.44868	2020/07/26	CA	accep	-73.81669	America/Toronto
40.11583	11/16/2020, 00:00:00	UZ	average	67.84222	Asia/Samarkand
52.09	11/08/2017, 00:00:00	NL	excellent	5.23333	Europe/Amsterdam
48.77644	18 Mar 2015	FR	average	2.29026	Europe/Paris
33.41012	22 Aug 2015	US	excellent	-91.06177	America/Chicago
8.62261	2016-07-31	VE	excellent	-70.20749	America/Caracas
-6.91806	2020-09-22	ID	building	106.92667	Asia/Jakarta
36.75965	2021/07/30	JP	accep	137.36215	Asia/Tokyo
-34.74785	02/13/2015, 00:00:00	AR	building	-58.70072	America/Argentina/Buenos_Aires
24.96334	01/12/2015, 00:00:00	LY	average	10.18003	Africa/Tripoli
57.47908	2016-03-20	GB	building	-4.22398	Europe/London
-11.48472	05/13/2016, 00:00:00	BR	building	-37.93278	America/Bahia
-20.87306	08/31/2016, 00:00:00	BR	accep	-48.29694	America/Sao_Paulo
37.05944	2020-11-10	TR	excellent	37.3825	Europe/Istanbul
40.42386	2020/04/30	ES	accep	-3.53261	Europe/Madrid
46.1351	09/02/2017, 00:00:00	CA	maintenance	-60.1831	America/Glace_Bay
6.33444	2012/12/07	PH	maintenance	124.95278	Asia/Manila
3.7278	23 Nov 2012	ID	average	98.6738	Asia/Jakarta
41.72059	18 Nov 2021	US	good	-87.70172	America/Chicago
18.65297	2020/03/07	HT	maitennce	-72.09391	America/Port-au-Prince
39.32288	2018/09/26	US	average	-76.72803	America/New_York
7.6	2021-07-05	NG	maintenance	4.18333	Africa/Lagos
48	04/30/2019, 00:00:00	FR	average	-4.1	Europe/Paris
38.38479	2020-10-14	ES	accep	-0.76773	Europe/Madrid
28.90054	01/08/2015, 00:00:00	US	good	-81.26367	America/New_York
9.535	2016/09/01	GN	good	-13.68778	Africa/Conakry
13.56667	2019/02/23	GM	accep	-15.6	Africa/Banjul
52.86147	16 Feb 2016	DE	average	9.5926	Europe/Berlin
3.11988	2021-12-13	KE	average	35.59642	Africa/Nairobi
42.67164	07/19/2022, 00:00:00	IT	maintenance	14.01481	Europe/Rome
-7.54972	05/17/2021, 00:00:00	ID	average	110.71639	Asia/Jakarta
32.54044	21 May 2017	US	excellent	-82.90375	America/New_York
15.46063	2019-06-27	TH	maitennce	99.89166	Asia/Bangkok
41.20485	29 Jun 2022	PT	excellent	-8.33147	Europe/Lisbon
42.24113	15 Nov 2012	US	accep	-88.3162	America/Chicago
53.49389	07/09/2013, 00:00:00	GB	good	-1.29243	Europe/London
38.58894	2016-02-07	US	excellent	-89.99038	America/Chicago
37.35813	2022-05-25	ES	excellent	-6.03731	Europe/Madrid
50.76306	2017-10-06	GB	average	-1.29772	Europe/London
51.24197	2014-10-20	BE	accep	4.82313	Europe/Brussels
34.06635	2017-09-12	US	good	-84.67837	America/New_York
57.14369	08/29/2014, 00:00:00	GB	average	-2.09814	Europe/London
41.29444	2015/07/30	UZ	excellent	69.67639	Asia/Tashkent
11.8659	08 May 2020	SD	excellent	34.3869	Africa/Khartoum
35.95664	2017-07-22	SY	good	36.7138	Asia/Damascus
43.61092	16 May 2015	FR	acceptable	3.87723	Europe/Paris
23.29549	12 Apr 2014	CN	excellent	113.82465	Asia/Shanghai
45.99194	2019-11-03	UA	accep	29.41824	Europe/Kiev
-27.50578	24 May 2016	AU	excellent	153.10236	Australia/Brisbane
40.92298	2013-04-18	IT	good	14.30935	Europe/Rome
34.4833	12 Mar 2019	JP	average	136.84186	Asia/Tokyo
38.17492	08/14/2014, 00:00:00	US	average	-122.2608	America/Los_Angeles
40.78206	2022/04/01	UZ	good	72.34424	Asia/Tashkent
-19.32556	27 Dec 2021	BR	accep	-41.25528	America/Sao_Paulo
6.33444	2016/05/08	PH	building	124.95278	Asia/Manila
30.16688	06/27/2014, 00:00:00	US	good	-96.39774	America/Chicago
7.83389	2020-10-05	CO	good	-72.47417	America/Bogota
32.65246	2021-07-28	IR	excellent	51.67462	Asia/Tehran
48.8449	01/25/2021, 00:00:00	SK	average	17.22635	Europe/Bratislava
34.25	2012/10/08	JP	good	135.31667	Asia/Tokyo
32.52515	05 Jul 2013	US	accep	-93.75018	America/Chicago
11.12018	09/16/2016, 00:00:00	IN	good	76.11996	Asia/Kolkata
0.49113	2020-10-26	CD	accep	29.47306	Africa/Lubumbashi
9.89206	2021-10-19	SO	excellent	43.38531	Africa/Mogadishu
32.5007	2020/08/16	US	accep	-94.74049	America/Chicago
-21.41222	2016/04/04	BR	maintenance	-42.19667	America/Sao_Paulo
45.75279	05/19/2019, 00:00:00	CN	accep	130.57211	Asia/Shanghai
34.31	2016/06/06	MA	good	-2.16	Africa/Casablanca
17.94979	2014-07-14	MX	maintenance	-94.91386	America/Mexico_City
60.97944	2013-07-29	RU	building	76.92421	Asia/Yekaterinburg
55.39485	2015/05/06	RU	excellent	43.83992	Europe/Moscow
29.22254	05/28/2020, 00:00:00	IN	accep	79.5286	Asia/Kolkata
51.168	08/31/2016, 00:00:00	DE	average	7.973	Europe/Berlin
41.55947	17 Dec 2020	IT	average	14.66737	Europe/Rome
22.75218	2019-09-10	IN	accep	72.68533	Asia/Kolkata
-15.21194	2013-06-01	PE	accep	-75.11028	America/Lima
4.02219	14 Aug 2016	MY	good	101.02083	Asia/Kuala_Lumpur
-1.63333	27 Aug 2019	GA	good	13.58357	Africa/Libreville
41.20485	2020/04/01	PT	building	-8.33147	Europe/Lisbon
13.73417	02 Aug 2019	SV	good	-89.71472	America/El_Salvador
48.28259	07 Jun 2020	DE	accep	9.72749	Europe/Berlin
-37.88333	2014/09/01	AU	accep	145.06667	Australia/Melbourne
53.5942	2021-04-01	BY	excellent	25.8191	Europe/Minsk
43.82634	18 May 2017	JP	excellent	144.09638	Asia/Tokyo
44.99012	14 Jun 2017	US	accep	-123.02621	America/Los_Angeles
41.1053	2017/06/26	PT	excellent	-7.32097	Europe/Lisbon
42.28639	21 Jul 2013	ME	building	18.84	Europe/Podgorica
5.30383	16 Aug 2020	GH	maintenance	-1.98956	Africa/Accra
43.67681	2018/06/15	FR	accep	4.63031	Europe/Paris
9.82564	04/28/2013, 00:00:00	IN	average	78.25795	Asia/Kolkata
14.8361	2017/12/04	PH	accep	120.97844	Asia/Manila
46.18396	07/29/2013, 00:00:00	CH	building	6.10237	Europe/Zurich
12.1277	02/16/2020, 00:00:00	IN	maintenance	78.15794	Asia/Kolkata
41.66394	2016/06/06	US	average	-83.55521	America/New_York
31.39547	16 Apr 2020	IL	accep	34.75699	Asia/Jerusalem
41.63976	30 Jul 2020	ES	excellent	2.35739	Europe/Madrid
15.45144	04 Oct 2014	IN	maintenance	78.14797	Asia/Kolkata
38.96372	22 Feb 2013	US	excellent	-76.99081	America/New_York
5.20856	2019/09/26	CO	maintenance	-74.73584	America/Bogota
48.52961	06/27/2015, 00:00:00	DE	good	12.16179	Europe/Berlin
15.58552	15 Jun 2019	TH	good	102.42587	Asia/Bangkok
29.65163	2015-08-16	US	accep	-82.32483	America/New_York
10.20898	10/09/2015, 00:00:00	PH	good	123.758	Asia/Manila
29.69221	2016-11-29	PK	average	72.54566	Asia/Karachi
59.37722	07 May 2013	EE	excellent	28.19028	Europe/Tallinn
39.96097	2017/03/10	US	average	-75.60804	America/New_York
-54.8	11/17/2014, 00:00:00	AR	excellent	-68.3	America/Argentina/Ushuaia
51.39323	08/23/2017, 00:00:00	GB	average	0.47713	Europe/London
51.78771	2019/01/10	RU	accep	56.36091	Asia/Yekaterinburg
-25.42944	2020/01/25	BR	average	-50.00639	America/Sao_Paulo
-32.05251	2012/11/13	AU	building	115.88782	Australia/Perth
52.86147	2014/06/21	DE	good	9.5926	Europe/Berlin
40.70995	2017-11-09	ES	good	0.57856	Europe/Madrid
-37.88333	2022/08/28	AU	accep	145.06667	Australia/Melbourne
32.54278	2017-01-08	CN	accep	111.50861	Asia/Shanghai
34.25807	2019/01/17	US	average	-88.70464	America/Chicago
45.9836	2014-09-21	IT	excellent	12.70038	Europe/Rome
34.08565	2018-12-06	IN	building	74.80555	Asia/Kolkata
6.84019	2019/02/25	LK	good	79.87116	Asia/Colombo
14.46693	2013/01/17	IN	good	75.92694	Asia/Kolkata
15.58552	2017/09/04	TH	accep	102.42587	Asia/Bangkok
50.9803	12/31/2020, 00:00:00	DE	average	11.32903	Europe/Berlin
30.24706	2016/01/26	CN	excellent	115.04814	Asia/Shanghai
41.57439	03/28/2016, 00:00:00	BG	excellent	24.71204	Europe/Sofia
48.98693	08/26/2014, 00:00:00	FR	maintenance	2.44892	Europe/Paris
49.5099	20 May 2019	DE	average	6.74549	Europe/Berlin
53.81667	11/15/2019, 00:00:00	GB	good	-3.05	Europe/London
54.52156	10/15/2020, 00:00:00	DE	accep	9.5586	Europe/Berlin
-38.65333	08/29/2022, 00:00:00	NZ	excellent	178.00417	Pacific/Auckland
58.7002	16 Aug 2020	RU	accep	59.4839	Asia/Yekaterinburg
12.1277	2013/12/01	IN	average	78.15794	Asia/Kolkata
12.37169	26 Oct 2021	PH	good	123.62494	Asia/Manila
48.86667	2012-11-08	FR	average	2.08333	Europe/Paris
11.84962	2022/07/20	NI	good	-86.19903	America/Managua
10.98778	2021/01/15	CO	building	-74.95472	America/Bogota
36.64852	08/26/2018, 00:00:00	IR	accep	51.49621	Asia/Tehran
45.44868	2017-08-15	CA	average	-73.81669	America/Toronto
49.88307	2022-01-31	CA	average	-119.48568	America/Vancouver
49.13645	2017-05-20	DE	excellent	8.91229	Europe/Berlin
3.8801	2019/07/13	CO	maintenance	-77.03116	America/Bogota
46.08333	2015/07/10	CN	building	122.08333	Asia/Shanghai
47.80527	2012-12-31	US	accep	-122.24064	America/Los_Angeles
31.82539	11/15/2012, 00:00:00	PK	good	72.54064	Asia/Karachi
6.33444	06/13/2013, 00:00:00	PH	accep	124.95278	Asia/Manila
35.95664	07 Jan 2020	SY	good	36.7138	Asia/Damascus
31.76212	12/14/2015, 00:00:00	US	good	-95.63079	America/Chicago
-11.78333	2018-03-12	AO	good	19.91667	Africa/Luanda
9.57046	31 May 2018	IN	good	76.32756	Asia/Kolkata
51.64316	25 May 2019	GB	accep	-0.36053	Europe/London
36.76775	2013/07/03	DZ	accep	2.95924	Africa/Algiers
48.28259	19 Apr 2020	DE	maintenance	9.72749	Europe/Berlin
8.79577	04/26/2021, 00:00:00	CO	excellent	-75.69947	America/Bogota
48.98994	01 Sep 2016	FR	good	2.1699	Europe/Paris
10.12268	2014/04/19	IN	good	77.54372	Asia/Kolkata
49.68369	04 Jun 2016	DE	excellent	8.61839	Europe/Berlin
35.72917	11 Aug 2013	TN	building	10.58082	Africa/Tunis
32.55531	01/14/2019, 00:00:00	IN	average	76.12647	Asia/Kolkata
-19.32556	05 Aug 2021	BR	good	-41.25528	America/Sao_Paulo
34.9	19 Jun 2014	JP	excellent	137.5	Asia/Tokyo
53.69786	08/10/2013, 00:00:00	GB	accep	-2.68758	Europe/London
45.75279	07/01/2018, 00:00:00	CN	good	130.57211	Asia/Shanghai
7.50251	03 Jun 2021	NG	good	5.06258	Africa/Lagos
55.38752	03/16/2021, 00:00:00	RU	average	36.73307	Europe/Moscow
43.16547	07/27/2013, 00:00:00	US	excellent	-77.70066	America/New_York
37.31065	05/31/2022, 00:00:00	IT	good	13.57661	Europe/Rome
10.66668	2014-02-10	TT	average	-61.51889	America/Port_of_Spain
42.22718	2015-04-11	IT	accep	14.39024	Europe/Rome
43.54072	2021-07-12	US	excellent	-116.56346	America/Boise
-21.205	2017-03-06	BR	good	-41.88778	America/Sao_Paulo
-19.65	2016/03/11	MG	accep	47.31667	Indian/Antananarivo
-27.76952	2019-06-02	ZA	accep	30.79165	Africa/Johannesburg
45.47885	2020/01/16	RU	average	133.42825	Asia/Vladivostok
19.30157	2014/08/13	IN	accep	72.85107	Asia/Kolkata
-34.88422	02/07/2019, 00:00:00	AU	average	150.60036	Australia/Sydney
41.63976	2022-04-04	ES	excellent	2.35739	Europe/Madrid
1.6561	06/29/2018, 00:00:00	MY	excellent	103.6032	Asia/Kuala_Lumpur
47.90771	08/20/2015, 00:00:00	MN	average	106.88324	Asia/Ulaanbaatar
8.88649	2017-02-04	BJ	average	2.59753	Africa/Porto-Novo
51.47805	2019/07/15	DE	maintenance	6.8625	Europe/Berlin
25.49043	04/09/2015, 00:00:00	IN	excellent	85.94001	Asia/Kolkata
23.02677	2012-10-01	CN	maintenance	113.13148	Asia/Shanghai
35.82756	2019-12-04	JP	accep	137.95378	Asia/Tokyo
38.07789	07 Feb 2017	IT	good	13.44275	Europe/Rome
29.69221	05 Jan 2015	PK	good	72.54566	Asia/Karachi
24.96334	27 Jun 2017	LY	accep	10.18003	Africa/Tripoli
51.20219	2019-02-14	DE	average	7.36027	Europe/Berlin
43.48961	05/13/2014, 00:00:00	ES	average	-8.2194	Europe/Madrid
20.21322	2015-05-07	MX	average	-100.88023	America/Mexico_City
54.90083	04 Apr 2022	RU	excellent	38.07083	Europe/Moscow
50.75	2016-02-24	FR	maintenance	2.25	Europe/Paris
43.48961	08/26/2014, 00:00:00	ES	average	-8.2194	Europe/Madrid
16.06213	2014/12/13	IN	average	76.0586	Asia/Kolkata
41.29444	06/30/2019, 00:00:00	UZ	excellent	69.67639	Asia/Tashkent
40.1675	10 Mar 2019	TR	excellent	34.37389	Europe/Istanbul
60.2052	2019/06/12	FI	maintenance	24.6522	Europe/Helsinki
3.02013	05 Oct 2021	UG	maintenance	30.91105	Africa/Kampala
24.96334	2019-11-08	LY	good	10.18003	Africa/Tripoli
42.4251	2017-04-04	US	average	-71.06616	America/New_York
-33.59217	09/26/2022, 00:00:00	CL	accep	-70.6996	America/Santiago
38.37255	12/07/2018, 00:00:00	TR	good	34.02537	Europe/Istanbul
47.30997	2013/01/31	CH	excellent	8.52462	Europe/Zurich
41.85059	06 Jan 2015	US	excellent	-87.882	America/Chicago
10.10649	2015/12/03	IN	good	76.35484	Asia/Kolkata
-25.42944	2016/03/30	BR	maintenance	-50.00639	America/Sao_Paulo
51.03427	2022-07-17	BE	average	5.37429	Europe/Brussels
10.10649	28 Oct 2014	IN	accep	76.35484	Asia/Kolkata
-32.45242	2018-03-06	CL	good	-71.23106	America/Santiago
41.16704	2020-10-07	US	building	-73.20483	America/New_York
23.29549	2022/06/10	CN	good	113.82465	Asia/Shanghai
40.57788	19 Aug 2015	US	good	-73.95958	America/New_York
7.06273	10/05/2015, 00:00:00	GH	excellent	-1.4001	Africa/Accra
44.92934	2016/08/13	RU	building	37.99117	Europe/Moscow
32.17629	12 Nov 2013	PK	good	75.06583	Asia/Karachi
-4.83	2021/01/15	TZ	excellent	29.65806	Africa/Dar_es_Salaam
32.52515	07/22/2020, 00:00:00	US	excellent	-93.75018	America/Chicago
59.33333	19 Apr 2016	SE	building	18.28333	Europe/Stockholm
40.42386	09/21/2021, 00:00:00	ES	maintenance	-3.53261	Europe/Madrid
36.20829	2016-09-09	US	maintenance	-115.98391	America/Los_Angeles
36.91023	04/25/2022, 00:00:00	US	accep	-121.75689	America/Los_Angeles
18.87813	04/22/2021, 00:00:00	IN	good	72.93924	Asia/Kolkata
35.95664	2021/10/14	SY	good	36.7138	Asia/Damascus
3.51667	02/12/2018, 00:00:00	CM	average	11.5	Africa/Douala
34.61667	2020-12-29	JP	excellent	135.6	Asia/Tokyo
30.5427	05 Jan 2014	US	maintenance	-97.54667	America/Chicago
37.19723	2019/04/28	CN	building	122.05228	Asia/Shanghai
41.77583	10 Nov 2013	JP	average	140.73667	Asia/Tokyo
50.86079	2019/08/13	PL	average	17.4674	Europe/Warsaw
31.12406	2013-08-16	US	excellent	-97.90308	America/Chicago
41.27194	2013/03/09	CN	average	123.17306	Asia/Shanghai
40.56754	11 Nov 2019	US	average	-89.64066	America/Chicago
30.46907	08/21/2020, 00:00:00	PK	accep	70.96699	Asia/Karachi
45.4473	12/19/2021, 00:00:00	CA	excellent	-73.75335	America/Toronto
13.56667	2014/01/06	GM	excellent	-15.6	Africa/Banjul
3.3285	03/30/2014, 00:00:00	ID	excellent	99.1625	Asia/Jakarta
31.64615	2015-03-15	CN	building	120.74221	Asia/Shanghai
33.45122	2018/06/05	US	excellent	-86.99666	America/Chicago
25.6439	2016/03/16	IN	accep	77.9129	Asia/Kolkata
27.52948	2018/12/02	PK	average	68.75915	Asia/Karachi
37.19723	08/17/2017, 00:00:00	CN	good	122.05228	Asia/Shanghai
49.97704	2014-03-22	DE	excellent	9.15214	Europe/Berlin
36.65	15 Jan 2020	JP	average	138.31667	Asia/Tokyo
51.44889	2021-08-17	NL	average	5.51978	Europe/Amsterdam
55.75556	06 Mar 2014	RU	accep	60.70278	Asia/Yekaterinburg
54.84444	01/25/2021, 00:00:00	RU	excellent	38.16694	Europe/Moscow
19.8173	2022/07/10	MX	excellent	-97.35992	America/Mexico_City
50.56149	2016-04-13	BE	good	4.69889	Europe/Brussels
-33.88096	2015/07/21	AU	good	151.07986	Australia/Sydney
52.21099	05 Aug 2022	DE	average	7.02238	Europe/Berlin
37.56667	2017-01-11	JP	excellent	140.11667	Asia/Tokyo
41.16704	2022/07/07	US	excellent	-73.20483	America/New_York
53.51684	2021/04/24	CA	accep	-113.3187	America/Edmonton
14.0823	07/31/2021, 00:00:00	MM	excellent	98.19151	Asia/Yangon
26.9423	2020/07/06	PK	good	68.11759	Asia/Karachi
36	2013/04/15	JP	excellent	139.55722	Asia/Tokyo
53.16167	2012-12-16	NL	excellent	6.76111	Europe/Amsterdam
19.30157	15 Oct 2014	IN	excellent	72.85107	Asia/Kolkata
33.52253	04 Jan 2022	US	good	-117.70755	America/Los_Angeles
40.68066	27 Mar 2015	US	good	-73.47429	America/New_York
46.1351	2018/02/18	CA	maintenance	-60.1831	America/Glace_Bay
37.49223	23 Nov 2014	IT	accep	15.07041	Europe/Rome
58.23583	23 May 2014	RU	accep	92.48278	Asia/Krasnoyarsk
-4.24444	08 Dec 2014	BR	excellent	-42.29444	America/Fortaleza
45.69558	04 Nov 2014	FR	good	4.7934	Europe/Paris
33.93113	2017/05/01	US	accep	-117.54866	America/Los_Angeles
34.15429	2014-04-14	DZ	accep	3.50309	Africa/Algiers
37.56667	2019-09-16	JP	excellent	140.11667	Asia/Tokyo
23.9028	29 May 2014	BD	accep	89.11943	Asia/Dhaka
11.86064	2022-08-26	NG	good	9.0027	Africa/Lagos
40.98894	08/17/2018, 00:00:00	TR	average	28.67582	Europe/Istanbul
40.72816	2013/09/27	US	accep	-74.07764	America/New_York
7.06273	07/24/2022, 00:00:00	GH	excellent	-1.4001	Africa/Accra
17.54907	2013-12-05	IN	average	82.85749	Asia/Kolkata
12.95629	2019/06/25	IN	building	78.27539	Asia/Kolkata
49.65186	06/28/2021, 00:00:00	UA	average	26.97253	Europe/Kiev
43.41949	2018-11-10	KZ	excellent	77.0202	Asia/Almaty
24.05979	2015-05-07	IN	accep	77.40858	Asia/Kolkata
41.80753	20 Aug 2022	US	average	-87.65644	America/Chicago
36.06386	01 Nov 2012	DZ	excellent	4.62744	Africa/Algiers
33.03699	2020/09/05	US	accep	-117.29198	America/Los_Angeles
47.48444	2021-12-11	UA	building	36.25361	Europe/Zaporozhye
40.87363	2019/04/25	IT	excellent	14.34085	Europe/Rome
36.21544	03/05/2016, 00:00:00	AF	average	65.93249	Asia/Kabul
36.61954	2021/09/02	DZ	accep	4.08282	Africa/Algiers
51.62907	01/22/2022, 00:00:00	GB	good	-0.74934	Europe/London
3.7278	08/20/2021, 00:00:00	ID	maintenance	98.6738	Asia/Jakarta
27.09978	2014-03-12	US	excellent	-82.45426	America/New_York
11.93381	06/14/2015, 00:00:00	IN	average	79.82979	Asia/Kolkata
-26.93366	09/24/2015, 00:00:00	ZA	accep	29.24152	Africa/Johannesburg
27.55898	20 May 2016	PK	good	68.21204	Asia/Karachi
41.14676	2019-05-05	US	excellent	-73.49484	America/New_York
40.37528	20 Oct 2014	TR	good	28.88222	Europe/Istanbul
51.84819	2013/12/16	GB	accep	1.26738	Europe/London
29.22254	2022/02/08	IN	average	79.5286	Asia/Kolkata
15.58552	2019/10/31	TH	accep	102.42587	Asia/Bangkok
-31.4488	2018-10-21	AR	maintenance	-60.93173	America/Argentina/Cordoba
41.6764	2021/04/21	US	good	-91.58045	America/Chicago
23.04419	02/13/2022, 00:00:00	CU	building	-82.00919	America/Havana
40.87363	2013/04/12	IT	accep	14.34085	Europe/Rome
10.58806	2015/12/28	IN	good	77.24779	Asia/Kolkata
-17.74431	2015/06/20	BR	good	-48.62789	America/Sao_Paulo
52.71083	2017/08/11	NL	excellent	5.74861	Europe/Amsterdam
51.95838	25 Apr 2020	NL	average	4.47124	Europe/Amsterdam
43.35071	2022-09-06	RU	accep	46.10925	Europe/Moscow
-21.44345	2021/10/01	BO	building	-65.71875	America/La_Paz
52.59319	04 Oct 2016	DE	average	13.32127	Europe/Berlin
35.06544	12/02/2016, 00:00:00	DZ	good	1.04945	Africa/Algiers
31.64615	07/06/2015, 00:00:00	CN	average	120.74221	Asia/Shanghai
-25.42778	2015/02/10	BR	average	-49.27306	America/Sao_Paulo
40.70995	2021-07-02	ES	good	0.57856	Europe/Madrid
25.95533	2018-03-23	PK	accep	68.88871	Asia/Karachi
38.40917	01/02/2022, 00:00:00	CN	good	112.73333	Asia/Shanghai
7.6	24 Jan 2021	NG	accep	4.18333	Africa/Lagos
-22.9	2014-01-22	MG	good	44.53333	Indian/Antananarivo
12.95629	24 Dec 2021	IN	average	78.27539	Asia/Kolkata
-17.74431	02/13/2015, 00:00:00	BR	good	-48.62789	America/Sao_Paulo
36.06523	2015/02/07	US	average	-119.01677	America/Los_Angeles
-17.74431	2020/01/23	BR	excellent	-48.62789	America/Sao_Paulo
-21.15	2019/09/18	MG	accep	46.58333	Indian/Antananarivo
13.56667	22 Dec 2012	GM	accep	-15.6	Africa/Banjul
39.00622	2013-01-24	US	maintenance	-77.4286	America/New_York
51.40944	02 Sep 2021	RU	acceptable	46.04833	Europe/Saratov
-4.16694	18 Jun 2014	BR	accep	-40.7475	America/Fortaleza
34.25	2013-02-27	JP	excellent	135.31667	Asia/Tokyo
52.2	03/13/2020, 00:00:00	DE	building	8.63333	Europe/Berlin
45.0408	2015/12/14	US	good	-93.263	America/Chicago
-34.28853	2019-01-18	AU	average	146.05093	Australia/Sydney
-31.25033	12/06/2017, 00:00:00	AR	building	-61.4867	America/Argentina/Cordoba
38.55632	10/02/2018, 00:00:00	TJ	building	69.01354	Asia/Dushanbe
16.0438	2020/05/01	PH	excellent	120.4861	Asia/Manila
12.35275	01/23/2015, 00:00:00	PH	excellent	121.06761	Asia/Manila
43.41949	06/30/2016, 00:00:00	KZ	average	77.0202	Asia/Almaty
-1.26753	01/11/2015, 00:00:00	ID	good	116.82887	Asia/Makassar
51.04962	2016/12/22	DE	building	12.1369	Europe/Berlin
10.10649	2019/05/03	IN	building	76.35484	Asia/Kolkata
48.77644	2013/07/30	FR	average	2.29026	Europe/Paris
36.20389	08/04/2014, 00:00:00	KR	accep	127.08472	Asia/Seoul
46.32313	2021/03/06	FR	excellent	-0.45877	Europe/Paris
-23.44361	16 Oct 2017	BR	average	-51.87389	America/Sao_Paulo
44.80477	2021-09-10	FR	good	-0.59543	Europe/Paris
14.14989	2018/04/29	PH	accep	121.3152	Asia/Manila
38.07789	2021-11-24	IT	excellent	13.44275	Europe/Rome
52.61131	09/12/2020, 00:00:00	DE	maintenance	13.31783	Europe/Berlin
53.95278	2013-12-30	RU	average	32.86389	Europe/Moscow
8.62261	2016/05/03	VE	excellent	-70.20749	America/Caracas
40.2737	09 Mar 2018	US	building	-76.88442	America/New_York
7.50251	13 Feb 2017	NG	good	5.06258	Africa/Lagos
4.73245	2016-02-13	CO	excellent	-74.26419	America/Bogota
45.51667	07/07/2021, 00:00:00	FR	maintenance	4.86667	Europe/Paris
15.72892	20 Jan 2016	PH	good	120.57224	Asia/Manila
-22.45667	2018-03-24	BR	average	-47.53028	America/Sao_Paulo
48.49144	02/18/2015, 00:00:00	DE	accep	9.20427	Europe/Berlin
