revision	station	longitude	latitude	QoS	location
27 Oct 2016	Pune	73.85535	18.51957	excellent	Asia/Kolkata
2020-08-12	Porterville	-119.01677	36.06523	excellent	America/Los_Angeles
2019/01/27	Fitchburg	-71.8023	42.58342	average	America/New_York
2020-07-17	Namerikawa	137.36215	36.75965	average	Asia/Tokyo
04/24/2015, 00:00:00	Cheraga	2.95924	36.76775	accep	Africa/Algiers
2017-10-24	Zhukovka	33.72798	53.53395	good	Europe/Moscow
03 Mar 2020	Estelle	-90.10674	29.84576	good	America/Chicago
2020-01-06	Nakhon Pathom	100.04427	13.8196	maintenance	Asia/Bangkok
2021/05/31	Hasilpur	72.54566	29.69221	average	Asia/Karachi
10/28/2019, 00:00:00	Chapletown	-1.47217	53.46506	accep	Europe/London
13 Jul 2014	Taunton	-71.08977	41.9001	average	America/New_York
2012-11-07	Zeitz	12.1369	51.04962	average	Europe/Berlin
2016-11-19	Rueil-Malmaison	2.18967	48.8765	average	Europe/Paris
2021-07-12	Bridgeport	-73.20483	41.16704	excellent	America/New_York
09/27/2014, 00:00:00	Changshu City	120.74221	31.64615	excellent	Asia/Shanghai
13 Sep 2013	Volla	14.34085	40.87363	excellent	Europe/Rome
02 Jun 2018	Vitebsk	30.2049	55.1904	excellent	Europe/Minsk
2016-04-24	Shushary	30.38167	59.80917	good	Europe/Moscow
2021-04-02	Yauco	-66.8499	18.03496	building	America/Puerto_Rico
2022-09-07	Itaperuna	-41.88778	-21.205	average	America/Sao_Paulo
2012/12/04	Dyat’kovo	34.33825	53.59782	good	Europe/Moscow
2018/02/20	Lutz	-82.46148	28.15112	maintenance	America/New_York
2019/02/01	Resplendor	-41.25528	-19.32556	excellent	America/Sao_Paulo
2019-01-08	Lutz	-82.46148	28.15112	accep	America/New_York
10 Jul 2017	Tinaquillo	-68.30472	9.91861	average	America/Caracas
04/27/2022, 00:00:00	Bar-le-Duc	5.16108	48.77275	good	Europe/Paris
24 Aug 2014	Kati	-8.07257	12.74409	accep	Africa/Bamako
2016-08-22	Rolla	-91.77127	37.95143	average	America/Chicago
20 Jul 2014	Port of Spain	-61.51889	10.66668	good	America/Port_of_Spain
20 Aug 2017	Roi Et	103.65309	16.0567	building	Asia/Bangkok
2018-10-07	Kovylkino	43.91385	54.03876	excellent	Europe/Moscow
12 Jan 2022	Palestine	-95.63079	31.76212	accep	America/Chicago
2017-01-18	Acaponeta	-105.36369	22.49396	acceptable	America/Mazatlan
01 Jul 2013	Sainte-Catherine	-73.58248	45.40008	excellent	America/Toronto
28 Aug 2022	Ciudad Guayana	-62.64102	8.35122	maintenance	America/Caracas
09 Dec 2016	Sirsi	74.83554	14.62072	excellent	Asia/Kolkata
07/17/2020, 00:00:00	Saratoga Springs	-111.90466	40.34912	good	America/Denver
2013/01/29	Frederiksberg	12.53463	55.67938	excellent	Europe/Copenhagen
18 Dec 2013	Freetown	-13.2356	8.48714	building	Africa/Freetown
06/25/2015, 00:00:00	Indio	-116.21677	33.7207	average	America/Los_Angeles
2016-02-12	Oulmes	-6.00137	33.42585	accep	Africa/Casablanca
07/24/2014, 00:00:00	Minokamo	137.02166	35.48199	average	Asia/Tokyo
2021-12-10	Yanliang	109.22921	34.65918	building	Asia/Shanghai
17 Mar 2018	Vitebsk	30.2049	55.1904	accep	Europe/Minsk
07/14/2020, 00:00:00	Lutsk	25.34244	50.75932	excellent	Europe/Kiev
22 Aug 2014	Chosica	-76.70944	-11.94306	accep	America/Lima
2015-03-31	Privolzhskiy	46.04833	51.40944	good	Europe/Saratov
2015/10/16	Bothell West	-122.24064	47.80527	accep	America/Los_Angeles
2016/09/06	Karatsu	129.96972	33.4425	accep	Asia/Tokyo
2020/07/10	Mikhaylovka	43.2379	50.06	maintenance	Europe/Volgograd
2017/05/05	Marly-le-Roi	2.08333	48.86667	good	Europe/Paris
04/26/2016, 00:00:00	Vienne	4.86667	45.51667	good	Europe/Paris
2016-11-04	Heyuan	114.68333	23.73333	excellent	Asia/Shanghai
12/05/2014, 00:00:00	Mvomero	38.66667	-6.25	good	Africa/Dar_es_Salaam
2013/08/12	Privolzhskiy	46.04833	51.40944	excellent	Europe/Saratov
2021-11-06	Minas de Marcona	-75.11028	-15.21194	good	America/Lima
2013/06/15	Malden	-71.06616	42.4251	excellent	America/New_York
12 Jan 2013	Olupona	4.18333	7.6	good	Africa/Lagos
11 Jan 2016	Yingkou	122.22833	40.66482	average	Asia/Shanghai
2012-11-24	Weimar	11.32903	50.9803	excellent	Europe/Berlin
24 Feb 2021	Leyland	-2.68758	53.69786	good	Europe/London
2018/04/15	Debre Tabor	38.01667	11.85	average	Africa/Addis_Ababa
09/23/2020, 00:00:00	Smolyan	24.71204	41.57439	maintenance	Europe/Sofia
2020-10-30	Damnoen Saduak	99.95469	13.51825	building	Asia/Bangkok
2016-05-18	Changzhi	111.73861	35.20889	maintenance	Asia/Shanghai
07/15/2015, 00:00:00	Resplendor	-41.25528	-19.32556	good	America/Sao_Paulo
2016/03/13	Shuangcheng	126.28333	45.35	average	Asia/Shanghai
2020-03-20	Karlovy Vary	12.87117	50.23271	excellent	Europe/Prague
27 Aug 2013	Losheim	6.74549	49.5099	average	Europe/Berlin
2020/08/04	Kushtia	89.11943	23.9028	accep	Asia/Dhaka
08 Nov 2014	Mexborough	-1.29243	53.49389	accep	Europe/London
04/27/2022, 00:00:00	Rwamagana	30.4347	-1.9487	excellent	Africa/Kigali
01/14/2016, 00:00:00	Aykhal	111.4834	65.93381	accep	Asia/Yakutsk
2016/02/26	Wevelgem	3.16667	50.8	good	Europe/Brussels
2017-12-25	Aksaray	34.02537	38.37255	excellent	Europe/Istanbul
2017-04-11	Aksaray	34.02537	38.37255	average	Europe/Istanbul
07/21/2014, 00:00:00	Foshan	113.13148	23.02677	excellent	Asia/Shanghai
2020-02-18	Cheraga	2.95924	36.76775	good	Africa/Algiers
2021-05-13	Amreli	71.21169	21.59983	average	Asia/Kolkata
2022-09-07	Searcy	-91.73625	35.25064	good	America/Chicago
2014-06-26	Pekanbaru	101.44167	0.51667	accep	Asia/Jakarta
2017/12/28	Changshu City	120.74221	31.64615	accep	Asia/Shanghai
03 Jun 2020	Pointe-Claire	-73.81669	45.44868	accep	America/Toronto
2020/05/18	Ishim	69.49015	56.11281	building	Asia/Yekaterinburg
08/20/2019, 00:00:00	Afragola	14.30935	40.92298	maintenance	Europe/Rome
2013-09-13	Nonsan	127.08472	36.20389	good	Asia/Seoul
06/27/2019, 00:00:00	Ngemplak	110.71639	-7.54972	accep	Asia/Jakarta
2014-08-29	Nowshahr	51.49621	36.64852	accep	Asia/Tehran
2016/01/13	Saint-Denis	55.4504	-20.88231	excellent	Indian/Reunion
2013-03-02	Kasangulu	15.16554	-4.5833	good	Africa/Kinshasa
03/09/2019, 00:00:00	Liberia	-85.43772	10.63504	average	America/Costa_Rica
09 Apr 2016	Fitchburg	-71.8023	42.58342	accep	America/New_York
11/29/2015, 00:00:00	Muncar	114.33333	-8.43333	excellent	Asia/Jakarta
2013-02-19	Quimper	-4.1	48	excellent	Europe/Paris
08/05/2013, 00:00:00	Hita	130.94098	33.3213	building	Asia/Tokyo
09/12/2016, 00:00:00	Misterbianco	15.00913	37.51803	building	Europe/Rome
07/15/2021, 00:00:00	Beaconsfield	-73.86586	45.43341	average	America/Toronto
2021/04/28	Hongseong	126.665	36.6009	excellent	Asia/Seoul
2013-02-23	Boli	130.57211	45.75279	average	Asia/Shanghai
11 Mar 2020	Clacton-on-Sea	1.15597	51.78967	excellent	Europe/London
2019/08/22	Rahat	34.75699	31.39547	average	Asia/Jerusalem
2013/09/11	Griffith	146.05093	-34.28853	accep	Australia/Sydney
2015/04/01	Ciudad Guayana	-62.64102	8.35122	good	America/Caracas
09/21/2020, 00:00:00	Caldas Novas	-48.62789	-17.74431	maintenance	America/Sao_Paulo
06/27/2016, 00:00:00	Supaul	86.59509	26.11527	accep	Asia/Kolkata
2015/02/07	Serinhisar	29.26639	37.58105	accep	Europe/Istanbul
2020/09/17	Sa Dec	105.75635	10.29085	maintenance	Asia/Ho_Chi_Minh
01/05/2015, 00:00:00	Heyuan	114.68333	23.73333	excellent	Asia/Shanghai
2018/04/27	Acworth	-84.67837	34.06635	accep	America/New_York
16 Jul 2019	Kulai	103.6032	1.6561	accep	Asia/Kuala_Lumpur
2016/07/03	Ganei Tikva	34.8732	32.05971	average	Asia/Jerusalem
2019-08-23	Salima	34.4587	-13.7804	building	Africa/Blantyre
02/26/2013, 00:00:00	Kelowna	-119.48568	49.88307	accep	America/Vancouver
2014-02-11	Leioa	-2.98884	43.32686	excellent	Europe/Madrid
23 Apr 2017	Losser	7.00417	52.26083	average	Europe/Amsterdam
04/06/2022, 00:00:00	Patti	74.85849	31.28092	good	Asia/Kolkata
2018-04-26	Kantharalak	104.64992	14.64056	maintenance	Asia/Bangkok
2014/03/31	Bachhraon	78.23456	28.92694	good	Asia/Kolkata
2020/06/04	Gernika-Lumo	-2.68333	43.31667	accep	Europe/Madrid
19 Sep 2014	Narva	28.19028	59.37722	excellent	Europe/Tallinn
2013/10/12	Montana	23.225	43.4125	accep	Europe/Sofia
2021-05-29	Westbury	-2.1875	51.26	excellent	Europe/London
16 Jul 2015	Sorsogon	123.99333	12.97389	average	Asia/Manila
01/04/2013, 00:00:00	Svatove	38.15035	49.41029	excellent	Europe/Zaporozhye
03 Jan 2022	Deoli	75.37991	25.75728	accep	Asia/Kolkata
03/24/2014, 00:00:00	Verl	8.51667	51.88333	average	Europe/Berlin
2018/11/30	Lanciano	14.39024	42.22718	building	Europe/Rome
2019/08/27	Trossingen	8.64409	48.07667	accep	Europe/Berlin
2015/07/08	Valletta	14.51472	35.89972	average	Europe/Malta
2017-10-09	Acaponeta	-105.36369	22.49396	good	America/Mazatlan
2016/01/03	Beni Douala	4.08282	36.61954	average	Africa/Algiers
2017-12-01	East Dereham	0.93333	52.68333	good	Europe/London
13 Mar 2020	Tupi	124.95278	6.33444	average	Asia/Manila
26 Dec 2013	Aksaray	34.02537	38.37255	excellent	Europe/Istanbul
2016/09/12	Quimper	-4.1	48	good	Europe/Paris
2017-01-31	Stupino	38.07083	54.90083	accep	Europe/Moscow
04 May 2019	Saint-Denis	55.4504	-20.88231	average	Indian/Reunion
06 Apr 2013	Coralville	-91.58045	41.6764	excellent	America/Chicago
2019-05-24	Progreso	-89.66123	21.28306	average	America/Merida
09/01/2020, 00:00:00	Sremska Mitrovica	19.61222	44.97639	excellent	Europe/Belgrade
2016-09-10	Luena	19.91667	-11.78333	excellent	Africa/Luanda
2022-01-14	Lower Earley	-0.91979	51.42708	average	Europe/London
20 Aug 2019	Freetown	-13.2356	8.48714	excellent	Africa/Freetown
2016-02-10	Fayetteville	-78.87836	35.05266	maintenance	America/New_York
2018/08/02	Siliana	9.37082	36.08497	excellent	Africa/Tunis
08 Jul 2015	Batu Feringgi	100.24529	5.4709	accep	Asia/Kuala_Lumpur
2014-03-28	Reus	1.10687	41.15612	good	Europe/Madrid
11/15/2017, 00:00:00	Kashipur	78.95693	29.21399	average	Asia/Kolkata
24 Jul 2015	Muritiba	-39.25	-12.91667	maintenance	America/Bahia
15 Feb 2014	Valinhos	-46.99583	-22.97056	average	America/Sao_Paulo
06 Mar 2016	Antanifotsy	47.31667	-19.65	building	Indian/Antananarivo
2017/03/20	Aleshtar	48.26258	33.86419	accep	Asia/Tehran
13 May 2017	Kamakura	139.55028	35.30889	accep	Asia/Tokyo
2017-03-09	Shaowu	117.4831	27.34089	average	Asia/Shanghai
12/27/2015, 00:00:00	Mount Hagen	144.23058	-5.85746	accep	Pacific/Port_Moresby
2018-07-14	Hlohovec	17.8031	48.43174	accep	Europe/Bratislava
06 Sep 2013	Krasyliv	26.97253	49.65186	maintenance	Europe/Kiev
21 Dec 2013	Scarsdale	-73.78458	41.0051	good	America/New_York
07/27/2022, 00:00:00	Brazzaville	15.28318	-4.26613	excellent	Africa/Brazzaville
2019/02/22	Nowra	150.60036	-34.88422	maintenance	Australia/Sydney
2021-12-31	Canavieiras	-38.94722	-15.675	maintenance	America/Bahia
01/01/2021, 00:00:00	Gorgonzola	9.40531	45.53069	accep	Europe/Rome
27 May 2014	Gua Musang	101.96857	4.88441	building	Asia/Kuala_Lumpur
2017/02/04	Somma Vesuviana	14.43865	40.87329	average	Europe/Rome
2017/08/21	East Jerusalem	35.23388	31.78336	good	Asia/Hebron
07 Aug 2015	Nowshahr	51.49621	36.64852	average	Asia/Tehran
2016/02/14	Kyaikto	97.01124	17.30858	good	Asia/Yangon
2020/01/26	Talence	-0.59543	44.80477	good	Europe/Paris
2017/11/11	East Haven	-72.86843	41.27621	maintenance	America/New_York
07/15/2022, 00:00:00	Rhosllanerchrugog	-3.05814	53.00974	excellent	Europe/London
21 Oct 2014	Encinitas	-117.29198	33.03699	accep	America/Los_Angeles
10/14/2015, 00:00:00	Mesagne	17.80774	40.55851	building	Europe/Rome
10/15/2020, 00:00:00	Aurora	-104.83192	39.72943	average	America/Denver
2020-09-22	Barras	-42.29444	-4.24444	excellent	America/Fortaleza
10/19/2019, 00:00:00	Leyland	-2.68758	53.69786	excellent	Europe/London
2013-09-15	Milagro	-79.59415	-2.13404	building	America/Guayaquil
2022-01-24	Griffith	146.05093	-34.28853	accep	Australia/Sydney
26 Apr 2018	Naushahra Virkan	73.97117	31.96258	excellent	Asia/Karachi
03 Aug 2014	Sherwood Park	-113.3187	53.51684	average	America/Edmonton
2013-09-16	Jumilla	-1.325	38.47917	building	Europe/Madrid
2018/01/14	Yanliang	109.22921	34.65918	good	Asia/Shanghai
2012-12-12	Elamanchili	82.85749	17.54907	maintenance	Asia/Kolkata
15 Sep 2014	Sterling	-77.4286	39.00622	average	America/New_York
25 May 2019	Sector 6	26.01649	44.43579	maintenance	Europe/Bucharest
18 Nov 2014	Albstadt	9.02596	48.21644	average	Europe/Berlin
2015-07-19	Kyzylorda	65.50917	44.85278	average	Asia/Qyzylorda
2016-06-10	Sector 6	26.01649	44.43579	accep	Europe/Bucharest
2015/12/16	Patti	74.85849	31.28092	good	Asia/Kolkata
16 May 2019	Hengshui	115.70111	37.73222	good	Asia/Shanghai
13 Sep 2022	Kent	-122.23484	47.38093	good	America/Los_Angeles
05/06/2016, 00:00:00	Valence	4.8951	44.92801	excellent	Europe/Paris
2016-10-30	San Juan	-98.15529	26.18924	good	America/Chicago
2013-07-10	Far Rockaway	-73.75513	40.60538	average	America/New_York
02/22/2016, 00:00:00	Dawei	98.19151	14.0823	average	Asia/Yangon
2013/07/02	Caldas Novas	-48.62789	-17.74431	good	America/Sao_Paulo
03 Jul 2014	Frankston South	145.13643	-38.16604	average	Australia/Melbourne
02/11/2014, 00:00:00	Floridsdorf	16.4	48.25	good	Europe/Vienna
2014/07/22	Wevelgem	3.16667	50.8	excellent	Europe/Brussels
2017-07-15	Albstadt	9.02596	48.21644	accep	Europe/Berlin
2013/07/01	Aistala	88.58	23.18	accep	Asia/Kolkata
29 Jul 2014	Ozersk	60.70278	55.75556	good	Asia/Yekaterinburg
2015-12-27	Davangere	75.92694	14.46693	accep	Asia/Kolkata
2015/07/09	Baulkham Hills	150.99292	-33.75881	maintenance	Australia/Sydney
19 Jan 2016	Volokolamsk	35.96944	56.03361	good	Europe/Moscow
2013/04/18	Port Richmond	-74.13653	40.63316	good	America/New_York
10/16/2012, 00:00:00	Bad Honnef	7.2278	50.64336	average	Europe/Berlin
2017-06-04	Eastwood	151.08057	-33.79176	accep	Australia/Sydney
01/17/2019, 00:00:00	Iquitos	-73.25383	-3.74912	building	America/Lima
06/18/2013, 00:00:00	Pune	73.85535	18.51957	excellent	Asia/Kolkata
2018-03-25	Nizhniy Lomov	43.67663	53.53041	average	Europe/Moscow
16 Apr 2014	Arba Minch	37.55	6.03333	acceptable	Africa/Addis_Ababa
2013/08/12	Randudongkal	109.3243	-7.0981	average	Asia/Jakarta
06/16/2014, 00:00:00	Gorgonzola	9.40531	45.53069	accep	Europe/Rome
2014-11-23	Okegawa	139.55722	36	accep	Asia/Tokyo
2015/02/16	Aloha	-122.86705	45.49428	excellent	America/Los_Angeles
12/15/2012, 00:00:00	Lesosibirsk	92.48278	58.23583	good	Asia/Krasnoyarsk
04 Nov 2013	T’aebaek	128.9889	37.1759	average	Asia/Seoul
08/16/2013, 00:00:00	Pekanbaru	101.44167	0.51667	good	Asia/Jakarta
01/16/2017, 00:00:00	Barbil	85.37752	22.10194	excellent	Asia/Kolkata
02/24/2014, 00:00:00	Memmingen	10.18527	47.98372	accep	Europe/Berlin
19 Aug 2018	Kantharalak	104.64992	14.64056	excellent	Asia/Bangkok
2018/11/15	Denderleeuw	4.07601	50.88506	building	Europe/Brussels
2012-10-10	Penzance	-5.53715	50.11861	maintenance	Europe/London
2019/07/21	Amposta	0.57856	40.70995	average	Europe/Madrid
2012/10/28	Gates-North Gates	-77.70066	43.16547	accep	America/New_York
13 Dec 2012	Dombivli	73.08333	19.21667	average	Asia/Kolkata
2018/11/12	Devizes	-1.99421	51.35084	excellent	Europe/London
12/02/2012, 00:00:00	Puerto Colombia	-74.95472	10.98778	excellent	America/Bogota
26 Nov 2013	Somma Vesuviana	14.43865	40.87329	average	Europe/Rome
12 Feb 2013	Hartley	0.30367	51.38673	good	Europe/London
2021-07-02	Pamiers	1.6	43.11667	accep	Europe/Paris
19 Aug 2022	Beni	29.47306	0.49113	accep	Africa/Lubumbashi
16 Nov 2019	Gariadhar	71.57737	21.53889	accep	Asia/Kolkata
08 Jan 2016	Gronau	7.02238	52.21099	accep	Europe/Berlin
05/24/2021, 00:00:00	Rajaori	74.3092	33.37526	good	Asia/Kolkata
2016-02-07	Davis	-121.74052	38.54491	excellent	America/Los_Angeles
2020-11-19	Jagna	124.3697	9.6531	good	Asia/Manila
2019-06-16	Tyoply Stan	37.49338	55.62047	good	Europe/Moscow
28 Jan 2018	Castelfranco Emilia	11.04979	44.59445	good	Europe/Rome
04/24/2021, 00:00:00	Durazno	-56.52361	-33.38056	average	America/Montevideo
05/08/2022, 00:00:00	Hofheim am Taunus	8.4493	50.09019	accep	Europe/Berlin
21 Jul 2021	Brunswick	-69.96533	43.91452	building	America/New_York
12 Jan 2021	Fujioka	139.07204	36.24624	average	Asia/Tokyo
2019/03/19	Nowra	150.60036	-34.88422	excellent	Australia/Sydney
14 Nov 2015	San Lorenzo Acopilco	-99.32556	19.32889	average	America/Mexico_City
2017-10-23	Gudermes	46.10925	43.35071	average	Europe/Moscow
2019/04/16	Jambi City	103.61667	-1.6	excellent	Asia/Jakarta
2016/04/02	Rudolstadt	11.34046	50.72043	excellent	Europe/Berlin
2016/03/27	Aguadilla	-67.15407	18.42745	accep	America/Puerto_Rico
2017/08/06	Saratoga Springs	-111.90466	40.34912	building	America/Denver
03/11/2018, 00:00:00	Kherson	32.6178	46.65581	good	Europe/Kiev
2020-11-11	Tucano	-38.79084	-10.95817	good	America/Bahia
07/19/2021, 00:00:00	Ada	-96.67834	34.77453	accep	America/Chicago
10/08/2018, 00:00:00	Opportunity	-117.23991	47.64995	excellent	America/Los_Angeles
22 Apr 2022	Harstad	16.54165	68.79833	excellent	Europe/Oslo
07/25/2021, 00:00:00	Fresno	-95.44744	29.53885	good	America/Chicago
02/22/2016, 00:00:00	Elamanchili	82.85749	17.54907	good	Asia/Kolkata
2015-01-18	Guaraciaba do Norte	-40.7475	-4.16694	good	America/Fortaleza
04/09/2014, 00:00:00	Calangute	73.7553	15.5439	average	Asia/Kolkata
16 Mar 2014	Beidao	105.89333	34.56861	excellent	Asia/Shanghai
2020-02-29	Indio	-116.21677	33.7207	building	America/Los_Angeles
27 Jan 2016	Villabate	13.44275	38.07789	excellent	Europe/Rome
10/05/2017, 00:00:00	Huangshi	115.04814	30.24706	excellent	Asia/Shanghai
11/29/2015, 00:00:00	Liaoyang	123.17306	41.27194	building	Asia/Shanghai
09/06/2021, 00:00:00	Lutsk	25.34244	50.75932	good	Europe/Kiev
02/08/2020, 00:00:00	Kovylkino	43.91385	54.03876	average	Europe/Moscow
08/31/2018, 00:00:00	Saratoga Springs	-111.90466	40.34912	average	America/Denver
24 Oct 2016	Jumilla	-1.325	38.47917	acceptable	Europe/Madrid
22 Dec 2018	Shaowu	117.4831	27.34089	average	Asia/Shanghai
02 Feb 2015	Wacheng	114.51667	33.78333	maintenance	Asia/Shanghai
2016/07/06	Wevelgem	3.16667	50.8	average	Europe/Brussels
06 Jun 2013	Andes	-75.87877	5.6561	good	America/Bogota
2015/10/07	Nakhon Si Thammarat	99.96667	8.43333	excellent	Asia/Bangkok
01/02/2016, 00:00:00	Voznesensk	31.33078	47.56494	good	Europe/Kiev
2016/03/20	Bachhraon	78.23456	28.92694	building	Asia/Kolkata
2013-02-08	Thenia	3.55665	36.72544	maintenance	Africa/Algiers
2017-11-06	Dongdu	117.7	35.85	accep	Asia/Shanghai
15 May 2019	Haicheng	122.74754	40.85158	good	Asia/Shanghai
18 Sep 2015	Nyangao	39.28333	-10.33333	good	Africa/Dar_es_Salaam
2021/06/05	Rueil-Malmaison	2.18967	48.8765	excellent	Europe/Paris
03/30/2014, 00:00:00	Saraktash	56.36091	51.78771	good	Asia/Yekaterinburg
2018/08/27	Stade	9.47629	53.59337	accep	Europe/Berlin
2018/02/23	Baki	43.38531	9.89206	good	Africa/Mogadishu
23 Jan 2018	Burscheid	7.11393	51.08468	accep	Europe/Berlin
2018-03-11	Wevelgem	3.16667	50.8	accep	Europe/Brussels
2021-12-31	Venice	-82.45426	27.09978	maintenance	America/New_York
28 May 2017	Kulai	103.6032	1.6561	accep	Asia/Kuala_Lumpur
25 Nov 2012	Manjeri	76.11996	11.12018	building	Asia/Kolkata
2020/08/01	Kudus	110.8405	-6.8048	average	Asia/Jakarta
2014-10-30	Kundla	71.30633	21.34222	accep	Asia/Kolkata
2020/03/19	Gudermes	46.10925	43.35071	accep	Europe/Moscow
2020-07-03	Roslavl’	32.86389	53.95278	excellent	Europe/Moscow
2017/01/04	Nayoro	142.45778	44.35056	good	Asia/Tokyo
2015-12-04	Clacton-on-Sea	1.15597	51.78967	excellent	Europe/London
03/16/2021, 00:00:00	Sydney	-60.1831	46.1351	accep	America/Glace_Bay
02/01/2019, 00:00:00	Privolzhskiy	46.04833	51.40944	accep	Europe/Saratov
04/29/2016, 00:00:00	Jiangyan	120.14278	32.50611	excellent	Asia/Shanghai
01 May 2014	Rangia	91.61356	26.44931	average	Asia/Kolkata
05/23/2016, 00:00:00	Ajdabiya	20.22625	30.75545	accep	Africa/Tripoli
2018-05-06	Falconara Marittima	13.39954	43.62558	accep	Europe/Rome
2016-10-18	Eisen	128.63083	36.82167	good	Asia/Seoul
2016/06/02	Norco	-117.54866	33.93113	accep	America/Los_Angeles
2018-06-22	Lanciano	14.39024	42.22718	good	Europe/Rome
04/16/2019, 00:00:00	Villa del Rosario	-72.47417	7.83389	excellent	America/Bogota
12/03/2018, 00:00:00	Karatsu	129.96972	33.4425	excellent	Asia/Tokyo
2020/06/21	Taunton	-71.08977	41.9001	good	America/New_York
2013-12-13	Pujali	88.1453	22.4711	excellent	Asia/Kolkata
2020/08/18	Rwamagana	30.4347	-1.9487	average	Africa/Kigali
2012-12-26	Altamira	-52.20639	-3.20333	building	America/Santarem
2019-02-14	Volokolamsk	35.96944	56.03361	building	Europe/Moscow
09/16/2015, 00:00:00	Bensheim	8.61839	49.68369	excellent	Europe/Berlin
24 Feb 2019	Front Royal	-78.19444	38.91817	accep	America/New_York
2020-08-21	Jagna	124.3697	9.6531	good	Asia/Manila
2015-03-07	Casa Blanca	-98.11889	19.04222	good	America/Mexico_City
2022/02/08	Khairpur Mir’s	68.75915	27.52948	building	Asia/Karachi
2013/01/19	Danilov	40.17171	58.1908	good	Europe/Moscow
09/26/2021, 00:00:00	Ken Caryl	-105.11221	39.57582	good	America/Denver
07/15/2019, 00:00:00	Ajaccio	8.73812	41.91886	good	Europe/Paris
2013-10-19	Temse	4.21372	51.12794	average	Europe/Brussels
11/23/2020, 00:00:00	Villa del Rosario	-72.47417	7.83389	accep	America/Bogota
2019/02/26	Massapequa	-73.47429	40.68066	maintenance	America/New_York
2019/01/18	Leland	-78.04471	34.25628	excellent	America/New_York
2018/01/17	Bron	4.91667	45.73333	average	Europe/Paris
04/02/2018, 00:00:00	Aguadilla	-67.15407	18.42745	average	America/Puerto_Rico
07/26/2022, 00:00:00	Inverness	-4.22398	57.47908	good	Europe/London
2017-04-04	Bad Segeberg	10.30215	53.94313	good	Europe/Berlin
15 Dec 2020	Talisay	122.9666	10.7375	good	Asia/Manila
07/30/2014, 00:00:00	Beaumont	-116.97725	33.92946	average	America/Los_Angeles
2018-12-03	Chiguayante	-73.02841	-36.9256	excellent	America/Santiago
2013/11/13	Jingzhou	112.19028	30.35028	average	Asia/Shanghai
08/07/2014, 00:00:00	Schwalmtal	6.26667	51.21667	accep	Europe/Berlin
2014-07-22	Elbeuf	1.00288	49.28669	building	Europe/Paris
04/22/2019, 00:00:00	Huangshi	115.04814	30.24706	good	Asia/Shanghai
2013-12-05	Teziutlan	-97.35992	19.8173	maintenance	America/Mexico_City
14 Oct 2015	Tarkwa	-1.98956	5.30383	accep	Africa/Accra
2021-03-10	Pameungpeuk	107.60389	-7.01833	building	Asia/Jakarta
03/05/2018, 00:00:00	Tongelre	5.51978	51.44889	accep	Europe/Amsterdam
05/27/2015, 00:00:00	Malnate	8.88104	45.79377	excellent	Europe/Rome
03/20/2020, 00:00:00	Rosedale	-76.51552	39.32011	building	America/New_York
2019/11/23	Ataq	46.83187	14.53767	good	Asia/Aden
2016-11-19	Dyat’kovo	34.33825	53.59782	average	Europe/Moscow
2018/11/27	Manaoag	120.4861	16.0438	average	Asia/Manila
26 Oct 2016	Mvomero	38.66667	-6.25	average	Africa/Dar_es_Salaam
2019/07/02	Boyeros	-82.4017	23.0072	excellent	America/Havana
2020-05-19	Ishim	69.49015	56.11281	accep	Asia/Yekaterinburg
2019/07/26	Chiguayante	-73.02841	-36.9256	excellent	America/Santiago
12 Jan 2016	Sakaraha	44.53333	-22.9	excellent	Indian/Antananarivo
2012/11/24	Luena	19.91667	-11.78333	accep	Africa/Luanda
2014/09/27	Roseto degli Abruzzi	14.01481	42.67164	accep	Europe/Rome
2021/11/17	Bridgeport	-73.20483	41.16704	excellent	America/New_York
2016/01/06	Sainte-Catherine	-73.58248	45.40008	average	America/Toronto
11 Feb 2021	East Jerusalem	35.23388	31.78336	good	Asia/Hebron
07/04/2015, 00:00:00	Palmeira	-50.00639	-25.42944	excellent	America/Sao_Paulo
2019-05-18	Zhuangyuan	120.82747	37.30553	good	Asia/Shanghai
2020-01-30	Jersey City	-74.07764	40.72816	maintenance	America/New_York
12/09/2017, 00:00:00	Miracema	-42.19667	-21.41222	building	America/Sao_Paulo
2015-10-03	Taozhuang	117.33333	34.85	excellent	Asia/Shanghai
2020/10/19	Gorgonzola	9.40531	45.53069	accep	Europe/Rome
02/26/2014, 00:00:00	Masbate	123.62494	12.37169	good	Asia/Manila
2022-03-18	Naga	123.758	10.20898	average	Asia/Manila
2017/02/19	Dongfeng	125.51176	42.64031	excellent	Asia/Shanghai
12/08/2016, 00:00:00	Qazax	45.36561	41.09246	accep	Asia/Baku
09/05/2014, 00:00:00	Aberdeen	-2.09814	57.14369	maintenance	Europe/London
2014-02-15	Ina	137.95378	35.82756	building	Asia/Tokyo
2016/04/22	New Kingston	-76.78319	18.00747	good	America/Jamaica
2020-08-13	Smolyan	24.71204	41.57439	excellent	Europe/Sofia
14 May 2019	Bang Ban	100.48528	14.37395	excellent	Asia/Bangkok
01/16/2013, 00:00:00	Lesnoy	59.80222	58.63667	excellent	Asia/Yekaterinburg
2020/02/09	Weimar	11.32903	50.9803	accep	Europe/Berlin
