PAHs	NOx	Pb	warning	latitude	SO2	CH4	CFCs	PM10	longitude	NH3	C2H3NO5	O3	CO	PRES	PM2.5	H2CO	TEMP
9.21585	9.32392	55.46042	1.00000	51.35084	8.58326	10.74251	59.71861	6.80942	-1.99421	7.30966	0.81268	11.78180	8.56505	1185.07763	8.85154	43.95159	18.45891
9.36906	9.42057	15.72246	0.00000	36.06386	7.50743	7.67299	76.33654	5.51428	4.62744	6.68830	1.11474	7.45503	7.55867	1120.00844	11.71367	50.47045	14.99591
8.23620	8.77363	55.39939	1.00000	10.20898	9.31658	9.69900	74.27175	7.20774	123.758	4.91139	0.95708	10.82533	10.21181	1155.44052	9.60256	55.61991	-0.22406
8.13812	8.82944	40.24963	0.00000	55.75556	7.10038	7.79363	69.97859	6.50889	60.70278	7.86235	0.72573	7.40167	9.64612	1180.24949	10.81681	43.38350	20.12664
9.04697	8.75557	59.69803	0.00000	33.42585	7.33757	6.61387		7.83098	-6.00137	8.17139	1.80960	5.84184	11.15327	1161.92496	9.83250	54.04945	-1.13012
8.64262	9.00956	30.96295	1.00000	52.31333	9.04369	6.38212	84.85002	7.38730	6.92917	10.32061	1.22664	9.06890	5.73546	1166.09676	5.46584	41.80172	13.55236
9.09769	9.60243	61.65223	0.00000	34.25807	8.80375	10.31785	67.37745	9.43710	-88.70464	10.70905	6.58914	7.90814	9.91140	1092.12358	7.88117	60.72161	25.00555
7.15934	9.14749	41.25837	0.00000	41.54566	9.49068	7.77731	79.42296	6.34590	-71.29144	6.80713	0.80026	8.71324	8.55942	1051.31224	7.95511	74.16188	22.11926
8.17909	7.90104	42.91864	1.00000	43.35071	8.00200	10.85671	79.76001	7.85743	46.10925	9.49074	1.72293	8.46810	7.28639	1130.96508	7.62506	32.11155	-2.13235
9.38579	6.79029	49.09691	1.00000	41.9001	8.83318	11.07603	67.67886	8.40685	-71.08977	9.82037	2.79850	9.30927	8.07028	1054.97476	8.34808	52.70354	-2.35483
7.82936	9.91665	50.57189	1.00000	44.43579	8.44437	10.00230	76.37744	7.47808	26.01649	5.73053	1.34748	9.54716	10.38270	1169.30725	10.15806	64.38646	16.06173
9.06670	8.06095	64.84479	1.00000	34.06635	8.51221	8.25156	72.02445	7.28987	-84.67837	11.92822	1.44773	9.66771	6.70273	1133.17087	10.07914	50.30865	18.99702
8.73993	9.63889	39.02456	1.00000	51.65	9.02709	8.96855	76.60976	6.52191	-0.2	11.67069	1.23476	11.44018	5.58271	1115.28329	8.91946	50.37665	19.22055
8.54228	9.22384	46.63128	0.00000	11.86064	8.40959	6.12732	72.69376	6.53369	9.0027	7.26439	1.16728	6.50761	8.72957	1125.10017	7.65944	45.92306	9.62874
8.08268	8.17935	65.56299	0.00000	48.78232	9.69016	6.16861	69.14291	9.02664	9.17702	8.39592	4.36565	7.63218	12.16020	1061.64018	9.10764	48.16146	33.23428
8.64439	9.12102	31.52589	1.00000	0.51667	7.71642	9.25257	73.55659	8.33131	101.44167	9.68552	2.57025	10.00766	7.10681	1175.52645	6.04956	55.19532	13.49164
10.46596	6.43977	44.10452	1.00000	35.30889	8.85539	8.33836	66.46637	6.73209	139.55028	6.08429	0.95085	9.23723	11.98036	1064.65457	7.93679	34.37364	23.89749
8.54411	9.13037	42.34319	1.00000	58.63667	8.21750	8.87029	82.22457	6.76556	59.80222	9.35734	1.52233	10.86786	5.52110	1172.58693	5.74124	40.32735	26.90123
10.86036	5.32279	55.07068	0.00000	34.65918	8.87376	6.63863	60.58908	6.78714	109.22921	8.59599	1.27407	8.58207	10.10627	1128.91135	7.66320	54.83975	-5.98590
8.44005	10.38430	55.47086	1.00000	42.22718	7.53667	11.86446	65.25676	5.53941	14.39024	10.18153	1.00835	11.42163	6.86439	1138.44631	9.62494	69.05344	12.84021
8.63983	11.00222	39.87078	1.00000	31.76212	9.98026	11.76204	73.72171	7.20381	-95.63079	9.58312	1.74099	7.79370	6.93471	1091.69882	8.65240	54.52832	28.04866
7.33322	8.51055	25.62439	1.00000	7.6	10.06914	11.49986	66.27304	5.54530	4.18333	9.23438	0.82593	13.00972	7.44357	1171.23997	9.50275	58.88978	-10.80584
7.01271	8.13243	40.88106	1.00000	45.43341	8.59042	8.90538	74.62261	7.51421	-73.86586	11.01791	1.43770	9.67296	6.57736	1135.58105	8.70286	48.33914	10.68623
9.11145	10.34153	45.38335	1.00000	37.30553	8.00883	11.11239	69.56875	7.47102	120.82747	9.25149	1.51425	8.82957	7.42397	1186.02857	7.15420	50.28232	-0.24124
9.00820	9.70137	32.68820	0.00000	6.46346	7.48318	5.13634	68.68005	7.25411	-2.31938	5.52442	1.44122	9.81548	6.80268	1053.96458	9.34807	38.37769	7.05169
9.66239	6.46427	36.34307	0.00000	50.09019	9.84687	5.46463	85.86302	8.15476	8.4493	6.89895	2.56464	7.35355	9.71457	1187.49291	7.25288	43.78758	3.99647
10.38890	7.73223	52.19750	0.00000	-21.44236	8.39326	10.13510	81.52681	6.55090	27.46153	10.12230	0.41598	10.01975	7.22527	1114.93199	7.76159	45.59172	21.25810
8.74212	9.10794	43.64749	1.00000	31.78336	7.96013	11.79254	67.87801	5.95330	35.23388	7.77023	0.68851	9.63827	9.74425	1075.81211	4.06937	42.87714	10.09951
7.88936	9.05025	32.06992	1.00000	52.21099	8.20262	9.03199	71.04382	8.19238	7.02238	10.16759	2.45590	10.01518	7.04185	1179.08156	8.98432	38.99359	15.45005
9.86995	7.95017	46.93268	0.00000	25.95533	7.85838	11.30632	79.88302	6.26547	68.88871	9.77070	0.57459	10.33346	7.97555	1129.38817	7.40000	78.97277	15.44783
6.62114	8.48992	40.69711	1.00000	33.35283	9.80407	9.13824		7.98313	-111.78903	10.02787	2.02365	9.85540	5.74973	1159.14248	7.54393	47.74448	23.48132
9.23076	9.61828	61.63770	1.00000	50.23019	6.40424	10.90126	68.33884	6.95193	8.77155	8.89300	1.71594	10.48682	8.83894	1170.70186	8.74078	54.28462	3.64128
10.14895	8.01275	61.79472	1.00000	31.78336	6.94612	10.20557	64.86094	6.93958	35.23388	9.01865	1.37384	8.66891	6.47568	1162.09855	7.30633	52.37475	24.50131
8.33177	8.64777	54.22042	0.00000	16.06213	10.37321	8.05336	77.40996	6.39588	76.0586	9.82933	1.02397	9.03569	11.09242	1094.12217	11.85081	57.82375	16.45707
7.67024	9.16570	22.88498	1.00000	41.24264	7.84380	11.06581	70.01606	7.85860	16.50104	7.42193	2.14011	8.95999	9.44907	1087.02067	11.19715	83.77554	4.90111
9.25391	7.01052	53.90749	1.00000	57.97472	9.90220	8.98335	78.99721	5.86629	33.2525	10.77558	1.14634	11.45908	5.76922	1174.43835	9.17048	52.97493	20.87682
8.88618	10.52252	55.58679	0.00000	50.88506	9.00242	5.14515	71.33931	5.93443	4.07601	6.30437	0.67568	10.81011	10.68958	1168.02427	11.24706	43.30119	9.50921
7.41262	9.09160	52.98260	0.00000	38.58894	9.08967	8.35816	79.63932	7.79033	-89.99038	7.34894	1.57061	4.03579	11.73050	1105.32009	8.96045	44.46892	6.09530
9.63809	10.01828	37.79274	1.00000	28.15112	7.25715	9.50688	73.78482	8.03727	-82.46148	10.49021	2.01727	8.57450	6.81078	1194.63837	8.05277	48.07164	7.78786
9.95948	7.91872	37.11151	1.00000	42.24113	8.55203	10.53517	66.81028	6.70584	-88.3162	10.25200	1.09051	10.60711	7.10088	1125.63886	8.82038	45.39317	-3.33641
8.89630	9.89621	46.27475	0.00000	-33.38056	8.08905	7.42138	76.92960	5.88801	-56.52361	4.47799	0.99881	9.71019	8.67358	1180.36143	11.42129	50.98457	-0.18448
8.27926	8.05042	58.10654	0.00000	29.69221	10.04985	8.40728	72.47820	6.30360	72.54566	7.13107	0.96805	10.94379	10.85253	1136.02582	9.07451	52.77433	6.52532
8.37930	8.37119	45.56720	1.00000	56.9083	7.60071	9.81060	86.31110	8.02923	60.8019	4.59612	1.97318	12.46892	8.62282	1100.93618	10.79646	38.53076	13.35697
7.75579	7.40985	37.98991	0.00000	55.63711	8.51800	7.33240	73.94900	8.89161	37.38115	8.51211	4.24460	10.16818	8.04256	1184.39623	8.93489	54.24574	3.49166
8.92519	6.75497	64.18122	1.00000	45.50369	7.75204	9.66956	68.37098	8.31852	11.412	7.94661	2.40646	9.39020	9.34108	1130.66792	10.84118	58.58136	14.88325
8.29641	9.92262	63.87083	0.00000	35.20889	8.79813	7.50156	69.93061	9.18720	111.73861	5.93156	5.23244	5.67892	11.33087	1145.19289	8.11907	46.09496	32.88833
11.00866	8.42462	46.15694	1.00000	14.46693	9.24919	11.06710	75.18912	6.01496	75.92694	10.94439	1.31399	11.94946	5.36892	1168.56800	10.87440	49.88731	-1.85235
9.68543	7.78744	45.12999	0.00000	35.48199	8.60756	8.61459	56.19617	7.64078	137.02166	8.83288	1.46324	8.31306	11.35214	1070.48431	10.13361	53.03525	13.18348
8.93575	6.57691	61.09053	1.00000	-23.44361	8.60824	8.14181	78.87496	6.33984	-51.87389	6.11249	0.70830	11.65932	10.29291	1113.18113	11.20784	51.31874	2.48504
10.53620	8.82073	44.67005	0.00000	0.49113	8.08220	7.77932	66.53601	5.81062	29.47306	9.65179	0.74024	5.55905	11.07316	1094.94281	8.62165	54.42034	33.58560
9.76809	7.68134	59.69318	0.00000	43.61058	7.61768	6.51473	82.36754	7.65350	1.33467	7.70323	1.61986	9.87530	9.77843	1079.31778	10.56197	74.93338	25.07951
9.53776	10.23855	58.87604	0.00000	9.91861	7.98340	6.03570	72.19153	7.41298	-68.30472	6.19698	1.72036	11.39367	7.65709	1199.41726	10.75010	58.20967	17.00616
9.05651	9.67169	61.41042	1.00000	52.48173	8.10700	9.80154	78.01760	7.09636	-2.12139	8.07930	1.40913	10.21333	9.39711	1080.81628	10.86951	29.41537	17.16657
7.96183	8.96978	34.06036	1.00000	34.77453	9.92622	9.69630	75.28928	5.55942	-96.67834	8.65504	0.88142	10.22304	10.50265	1107.77475	8.41963	47.62869	12.01714
9.14331	9.60244	76.11926	0.00000	40.72371	7.25208	9.33366	68.86745	7.45693	-73.95097	7.32313	1.57162	8.79246	9.07206	1145.40273	10.75850	77.56254	-0.74817
	9.38424	51.70349	0.00000	56.03361	8.39576	6.09765	84.97787	7.83517	35.96944	7.29710	1.67222	9.36191	8.34054	1069.49862	10.35969	36.54040	24.88159
7.75961	6.74551	64.49378	0.00000	40.68066	7.53956	7.52748	72.56600	6.74845	-73.47429	9.13552	0.98009	7.34635	10.88067	1164.46712	12.48876	83.31647	16.62468
8.95096	9.47943	59.94405	1.00000	53.30972	8.65971	9.67226	66.34664	7.09611	83.62389	10.93648	1.27436	11.66730	7.96603	1119.92119	9.36707	57.27150	22.50315
8.01627	8.77062	53.99211	0.00000	40.72371	8.92739	7.18681	68.23142	8.25432	-73.95097	10.79287	2.55777	10.78996	11.70843	1054.32927	8.40097	69.27209	22.24161
6.28922	8.07829	52.37161	0.00000	8.48714		5.80764	72.75290	9.30112	-13.2356	8.89029	5.52879	10.76292	8.53888	1172.55802	9.03015	80.54392	24.26640
8.76452	8.63654	42.66500	0.00000	14.46693	8.49100	5.90180	80.27244	9.68309	75.92694	7.99369	8.00981	3.91168	13.34050	1181.01363	6.08472	46.99953	10.20047
9.03862		73.08431	1.00000	-32.45242	8.43884	9.79959	77.06696	7.19503	-71.23106	6.07201	1.11149	9.22199	10.92804	1147.65739	9.54570	70.14146	12.15349
7.32524	9.98294	76.86355	0.00000	16.0438	7.68004	7.30641	72.00061	7.99781	120.4861	5.80336	2.00030	7.04866	9.60992	1166.68471	6.91109	60.29977	15.76738
9.12686	9.88662	60.46968	1.00000	-33.38056	9.38033	10.13334	72.28218	6.75341	-56.52361	6.24087	0.71982	10.23633	10.15751	1116.84233	10.33007	40.00877	0.64543
9.35538	7.10056	63.70371	0.00000	10.29085	7.68046	7.36149	77.49540	8.01161	105.75635	5.38260	2.08269	5.22935	9.53670	1120.43054	8.30428	39.75337	3.49442
9.14852	7.83975	37.67406	0.00000	48.35149	7.75085	11.20841	68.11259	5.76561	8.96317	4.94566	1.08275	7.21933	10.06011	1055.53145	11.41988	78.07507	19.93355
8.74829	7.14078	32.91994	0.00000	37.95143	10.80424	5.85226	64.58943		-91.77127	6.55233	1.74933	9.00805	8.66874	1143.73509	10.80761	46.72205	12.30337
8.96623	9.37133	35.97522	0.00000	51.65	10.39654		60.87101	6.31976	-0.2	7.65566	0.70216	9.42725	9.29418	1100.78808	11.13193	37.91878	1.67113
7.96030	8.97230	55.50410	0.00000	33.92866	7.38381	4.88824	77.41475	5.32503	-6.90656	6.64810	1.28214	10.80101	11.72129	1121.99266	11.29753	47.59132	29.32014
8.32028	8.44392	65.85713	0.00000	41.55838	8.57597	6.16708	71.79369	7.14799	-81.56929	6.29137	1.09603	11.69105	10.32993	1132.38237	10.06124	25.05981	16.06317
8.58911	10.53978	42.26967	1.00000	-17.74431	9.83735	8.84246	73.77828	6.27872	-48.62789	8.76389	0.96228	9.61688	7.85881	1148.11910	3.60106	67.02010	11.62374
8.67801	9.25509	37.94457	0.00000	41.72063	7.52436	5.16326	61.91888	5.15006	12.6723	4.99899	0.94168	10.20757	9.74686	1181.24161	11.92596	54.82755	28.10697
8.94946	7.41699	48.37825	1.00000	51.38673	7.14549	9.82088	80.90765	5.41927	0.30367	8.36404	0.52687	14.24384	7.92568	1089.22336	8.38135	52.33559	3.82005
7.82386	7.45443	69.91926	0.00000	35.61452	9.60815	6.60250	72.60771	7.36053	-88.81395	5.78111	1.30675	6.98314	8.42754	1178.11559	9.31297	52.47877	11.31305
10.07428	7.50528	36.08810	1.00000	2.41669	8.01657	7.49903	70.12641	8.48939	30.98551	7.20924	3.25190	7.69171	11.48787	1146.04492	12.06705	70.80783	-15.05906
7.53774	9.52513	44.08031	0.00000	25.92127	7.61106	8.47825	82.37038	8.36596	86.79271	7.54126	2.57235	10.92725	9.06851	1076.37481	8.63912	56.79898	13.74645
9.49522	7.76433	51.08765	1.00000	33.45122	6.81018	9.94983	76.56398	6.83387	-86.99666	9.13697	1.20181	8.26487	7.72865	1056.18306	7.22263	57.94831	1.28731
8.86511	9.54714	62.58078	1.00000	9.91861	9.50761	11.52213	75.80015	6.88473	-68.30472	9.50389	1.07376	10.22198	6.76299	1158.78706	7.42722	57.67605	3.83346
10.12642	7.74297	31.72161	1.00000	-22.9	9.72825	8.81238	75.83008	7.59191	44.53333	6.00452	1.75444	9.31524	11.02563	1189.66998	10.11231	70.59423	22.84020
7.90944	7.34551	69.95989	0.00000	12.97389	9.36548	8.10919	86.40691	6.54748	123.99333	9.76114	0.61609	8.38968	11.19482	1126.79732	12.42440	32.89576	15.21768
8.92894	8.33737	59.23546	1.00000	53.94313	9.82182	8.26291	72.32044	9.41435	10.30215	10.81531		9.56498	7.13320	1074.81334	7.94589	63.42032	3.34088
7.71795	9.13754	59.84886	0.00000	32.87533	8.85500	7.88322	80.89042	7.73256	71.57118	8.07404	1.51719	8.25918	8.05116	1139.28864	9.89831	54.79199	8.38378
5.12854	10.52905	56.45318	0.00000	53.6052	9.65435	6.67137	63.08084	9.04776	10.03988	3.55642	4.32588	6.13123	8.56582	1199.69728	8.70841	42.24883	17.93764
9.03967	9.67997	53.48484	1.00000	33.42585	9.90504	8.15252	66.37936	7.47178	-6.00137	6.57022	1.19792	8.03442	11.87320	1168.11603	10.97027	60.43941	12.39512
9.41472	8.75059	27.43055	1.00000	-7.76667	9.08254	9.29323	83.18606	6.76664	35.7	6.29040	1.60319	10.13789	10.63961	1136.75831	8.94963	59.38191	33.92612
8.82054	9.84099	31.21715	0.00000	14.62578	5.52528	6.90988	74.75990	6.95232	121.12251	6.67629	1.32248	10.96083	9.54298	1113.67816	9.33023	49.54102	15.35433
7.21335	8.14300	46.28570		-22.45667	8.91666	6.74305	80.57988	7.65402	-47.53028	6.11754	1.77724	5.63557	9.50058	1101.31875	7.23402	50.56312	21.15173
6.91002	8.83025	57.72710	1.00000	41.15612	9.89089	11.99463	76.76443	8.42353	1.10687	10.69703	3.19353	9.33989	8.72543	1133.32196	10.14372	66.34542	27.29986
8.63320	7.22286	42.66286	0.00000	0.46005	8.50770	9.48185	72.04888	6.26303	34.11169	7.24160	1.27883	6.24294	10.25962	1051.79710	6.98046	55.45866	9.33206
9.69934	8.00682	65.99484	1.00000	40.5576	8.11177	9.25191	67.01298	6.74458	-74.28459	9.34467	0.98934	10.26503	7.04915	1126.48505	5.27865	60.26200	22.64156
9.73219	7.09702	46.51306	1.00000	35.20889	9.94873	10.58391	88.30653	6.46011	111.73861	8.63843	0.58372	10.45276	9.08520	1184.39611	10.32141	57.84908	22.58758
8.27492	9.55174	51.33488	1.00000	6.15038	8.23762	10.39029	83.37856	7.91591	6.83042	8.98301	1.87519	9.61668	9.80280	1157.30770	3.78957	54.71955	21.68570
7.77958	7.67393	69.35343	1.00000	35.20889	7.13811	11.13463	66.60938	7.14891	111.73861	9.76847	1.18408	9.99121	8.44133	1124.50575	8.33341	72.52309	35.55085
7.27702	9.36035	49.19714	0.00000	26.11527	7.78290	7.73130	83.72754	6.92491	86.59509	8.16174	0.88460	9.14091	10.25924	1081.88804	9.28649	39.94668	7.88087
8.80272	7.89950	41.09180	1.00000	19.04222	8.05608	9.20789	69.02895	7.22693	-98.11889	7.13769	1.45616	10.67993	9.83522	1057.32447	9.13112	29.61095	25.48185
7.69625	7.53826	51.29095	1.00000	43.71032	8.54952	6.16965	71.54606	9.62360	-1.05366	12.20974	8.00889	10.01594	5.97380	1070.78818	8.75528	16.56354	15.66179
6.07769	8.61565	51.50325	1.00000	28.98002	7.09073	10.73601	70.52867	6.62138	77.70636	9.14764	1.08468	11.44365	8.28218	1088.12871	8.81156	50.36425	12.34057
8.79217	9.57190	47.06960	1.00000	36.06523	7.98438	9.89395	67.94704	8.16973	-119.01677	10.11095	2.47301	10.28033	6.98551	1117.94952	7.32017	74.01385	17.95322
7.80572	9.81903	67.32976	0.00000	50.75767	8.15995	5.58006	60.45377	8.35574	-1.5443	5.89056	2.77337	8.27691	8.86503	1150.91369	8.74009	56.51860	16.11652
8.35701	7.84946	11.72381	0.00000	48.52961	9.62536	9.53704	66.85816	6.77541	12.16179	7.06378	1.10694	8.54154	11.02364	1097.59475	10.41690	45.92476	13.50077
9.69168	9.51387	30.38234	0.00000	49.88307	7.41898	6.07713	68.88572	7.33893	-119.48568	8.10350	1.21582	10.09389	10.20076	1075.95386	9.87988	62.85989	23.11693
8.59597	8.68525	11.86642	0.00000	9.6531	8.16274	6.06617	71.75525	7.39815	124.3697	8.17109	1.32305	7.63627	10.02023	1082.70193	11.40108	74.84171	9.82498
8.96065	6.52439	43.58455	1.00000	33.54428	7.16361	10.33751	69.46881	6.15408	-84.23381	9.10439	0.85835	10.84600	7.59471	1062.96494	6.73346	38.18592	22.45670
11.61071	10.97813	74.19158	0.00000	35.30889	10.74376	2.22930	87.26206	11.61283	139.55028	10.65135	52.04845	12.02385	6.84061	1161.97128	6.91491	50.06742	9.18709
9.59205	7.23966	31.70889	1.00000	52.61131		10.65134	74.00961	8.38236	13.31783	8.28104	2.39046	9.51503	8.10952	1166.28201	4.46974	55.87370	28.82209
9.77107	7.49432	34.62637	1.00000	17.30858	9.70611	12.39708	71.12644	4.87926	97.01124	10.13023	1.27590	11.16153	7.70123	1125.53540	8.51004	64.41757	16.28609
8.33203	9.14659	42.79818	1.00000	42.7	7.98142	10.35374	77.01981	8.09028	27.25	9.19238	2.22382	7.94222	6.70032	1112.22080	6.53070	60.32343	5.58210
8.75686	9.43741	23.63633	1.00000	17.06542	8.15087	9.19502	74.89711	6.10808	-96.72365	7.80086	0.96914	11.42095	9.68315	1140.76605	9.89770	52.88743	13.31097
7.69133	9.07583	63.66698	1.00000	-5.85746	9.05714	9.28768	68.73400	6.79699	144.23058	7.30520	1.53644	9.84366	10.57707	1083.92596	9.20196	61.57997	36.54204
8.82935	9.08796	48.46797	1.00000	39.32011	9.08623	9.38805	84.86529	6.52752	-76.51552	8.87595	0.84071	9.30644	10.56355	1159.22145	8.34184	57.58454	18.29391
7.73821	8.44280	53.50077	1.00000	53.14657	7.55614	9.14237	69.45473	8.33983	140.72287	6.64841	2.85682	8.84151	10.31188	1168.62486	11.63019	57.08541	18.86652
8.60531	8.39866	55.09853	0.00000	27.52948	8.68177	5.82704	75.72926	8.00731	68.75915	9.06996	2.07472	11.31904	9.85328	1092.84860	7.67042	28.63205	17.93825
8.04925	7.30802	33.96944		39.59611	8.43424	7.98622	61.59110	7.63662	27.02444	11.51321	1.55888	11.78734	6.16950	1108.86970	7.97571	61.14654	3.40169
7.91862	9.32295	56.95484	1.00000	34.15429	9.26927	9.91162	88.04012	6.26562	3.50309	11.10139	0.81535		5.90845	1060.33384	11.17602	51.69339	12.35443
8.63272	10.37985	41.57386	1.00000	-36.9256	8.47014	10.32363	81.68446	6.03963	-73.02841	8.59199	0.74167	9.34571	8.41217	1115.96834	4.34690	29.66861	16.63739
8.17792	8.16977	31.90834	1.00000	35.25064	7.80929	7.90016	68.99842	7.19987	-91.73625	5.68085	1.37750	10.99836	10.49805	1052.01566	10.78799	52.42548	12.43514
7.45105	9.37629	62.08342	1.00000	51.44889	9.85032	9.70934	79.34677	6.40864	5.51978	7.33108	1.07200	11.52584	9.47438	1133.04386	8.81863	39.25453	12.36573
8.55242	8.60871	28.79088	0.00000	53.59782	9.39492	7.48908	80.48682	7.07867	34.33825	7.26289	1.34894	6.37504	9.72171	1154.26983	12.39682	74.11058	13.59685
8.52006	9.07317	40.07499	0.00000	55.8736	6.90840	7.50131	81.00155	5.50342	85.4265	6.89561	0.94164	7.34066	7.73011	1106.36393	9.94022	51.16744	26.88779
7.34808	8.38218	77.99060	0.00000	51.04962	7.23059	7.30319	62.92262	7.94241	12.1369	5.37601	1.97414	6.15506	9.33781	1097.96334	7.09496	56.36598	7.30361
8.41791	8.14641	38.15497	1.00000	-7.51611	9.36831	9.25250	74.67126	8.08547	109.05389	7.35122	2.14943	8.93098	10.04939	1093.86302	11.21331	29.48166	25.79284
6.62530	9.53029	39.03670	1.00000	-32.45242	7.69844	8.93457	78.51246	6.83000	-71.23106	8.67630	1.04340	8.39090	11.12087	1149.65506	9.93096	52.81643	24.81639
9.56873	9.82978	41.20562	1.00000	51.40944	10.55205	11.14962	80.70181	7.57093	46.04833	8.03449	1.40822	8.78472	9.58433	1181.50261	4.05750	36.32971	28.31107
7.97573	9.47590	52.11423	1.00000	40.94065	10.32608	11.27949	81.52977	7.72064	-73.99681	5.93779	1.85573	10.99852	8.66354	1193.02998	10.07002	44.38634	16.49411
11.17806	10.77226	63.78342	0.00000	5.6561	8.11259	8.25424	76.62547	8.10955	-75.87877	8.91221	1.98674	7.99238	10.31496	1112.26492	9.85899	54.95450	21.42499
7.58120	8.32789	43.58901	1.00000	-7.57897	8.50191	8.47074	79.91662	7.32892	112.23109	5.52401	1.52448	11.66899	9.70783	1103.83828	10.93813	59.92021	9.80353
7.47971	9.51947	79.12660	1.00000	41.57439	8.81911	9.77691	68.50590	7.53147	24.71204	6.57793	1.90069	12.84726		1194.80752	10.14871	44.58604	14.48518
8.56566	10.18924	67.69733	0.00000	6.33444	9.34188	8.94041	67.19467	8.96453	124.95278	9.49956	4.09938	9.42760	10.46597	1181.86931	8.26719	70.67488	
8.76433	8.54845	18.54191	0.00000	41.9001	9.65378	6.62068	61.64107	6.63793	-71.08977	5.46076	0.94412	10.41613	6.60094	1191.64103	11.71510	56.30575	23.26507
8.55586	7.96492	24.26570	0.00000	55.54028	10.92183	10.64461	77.62282	7.06159	89.20083	10.30745	1.37485	10.59638	6.87921	1184.99875	9.80012	73.08477	-3.26462
9.16135	8.94320	11.96377	1.00000	33.86419	9.36537	10.32087	83.00648	6.22686	48.26258	8.53350	1.06268	14.23710	7.00669	1195.55463	9.05734	49.05311	17.55463
7.77137	7.91142	36.63785	1.00000	38.17492	7.26299	11.10768	69.00048	7.56982	-122.2608	8.72335	1.35128	10.61430	8.25598	1088.30902	9.46593		20.61465
7.75034	8.70552	37.27183	1.00000	40.78206	8.10289	9.34303	77.06534	7.76666	72.34424	10.16477	2.03013	10.66219	5.78804	1177.78457	7.96466	52.23003	3.21076
10.44361	9.73027	53.16080	0.00000	6.95194	7.38534	7.44812	64.89336	8.71188	121.96361	8.25021	3.58578	9.82257	9.17696	1057.05480	8.66977	60.43147	8.69995
8.65591	9.32080	43.98489	1.00000	50.23271	7.66483	11.77869	72.51371	6.97708	12.87117	7.73143	0.76695	10.47747	9.58230	1148.10290	5.24825	67.58015	10.52667
7.69034	9.56746	40.25120	1.00000	36.08497	9.96272	13.63627	81.09006	6.56545	9.37082	8.29533	0.71910	10.13493	9.58742	1136.39026	6.03116	30.58362	11.37089
8.71141	10.11670	55.81554	0.00000	50.75932	8.79483	7.99417	77.90518	7.33152	25.34244	8.11130	1.55453	9.27540	10.51152	1116.62275	12.08740	55.81070	14.99810
8.04564	10.64527	41.72999	0.00000	35.20889	7.33105	4.81771	82.38936	9.17023	111.73861	6.06106	5.14956	7.77963	9.50346	1116.68007	10.90617	50.91427	-7.89166
8.25514	7.63385	37.84857	1.00000	41.9001	9.09371	9.88259	65.21521	7.27497	-71.08977	8.46365	1.72339	9.54445	9.63365	1101.54238	10.76020	32.44847	-7.75490
9.77955	7.06995	47.00902	1.00000	-4.24444	9.74607	10.70359	76.33954	7.81820	-42.29444	8.18903	1.98808	8.20505	9.27999	1086.17384		60.21140	4.94820
7.25752	7.40381	62.61228	0.00000	44.80477	7.89489	5.00109	75.73902	7.47783	-0.59543	10.27627	1.45021	11.35929	13.80997	1187.54135	7.78430	42.83877	14.66761
8.34003	8.77562	46.85835	1.00000	43.16547	8.66138	11.08458	83.57754	7.48883	-77.70066	8.16353	1.24811	10.29300	8.54514	1107.66336	10.15248	50.27925	13.48531
10.18563	8.51647	41.57383	1.00000	34.77453	7.56390	11.06703	68.66765	7.41670	-96.67834	7.09538	1.45331	11.84117	8.22574	1134.72396	7.95244	49.36904	11.74615
10.21128	7.90873	43.55823	1.00000	32.65246	7.81911	10.03896	63.91091	7.48977	51.67462	9.58300	1.23743	10.36273	7.90980	1088.01648	6.56228	16.94624	12.29811
6.59388	7.63030	52.82996	1.00000	36.72544	8.54154	11.52066	79.29137	6.05496	3.55665	9.64655	0.30561	10.66518	7.17708	1138.12563	8.34590	59.46522	
8.22547	7.93546	54.38918	0.00000	14.53767	8.77364	7.80917	66.52992	4.93101	46.83187	7.60689	0.96850	7.79422	7.95282	1095.08582	7.81657	68.94806	13.40699
10.03949	9.58048	27.04998	0.00000	51.40944	11.47458	7.85931	78.05702	7.86863	46.04833	7.87394	2.10180	10.58728	9.84327	1079.16658	9.68954	50.74294	9.83013
9.47028	8.16316	49.18866	1.00000	46.51872	9.65954	8.57756	68.58750	8.41998	86.00214	11.50588	2.71844	10.57210	6.74732	1079.66960	9.85526	36.96014	8.40949
9.04936	10.36007	64.48477	0.00000	41.0051	8.45005	5.86954	70.43457	4.77094	-73.78458	2.88070	1.25283	10.72032	10.31445	1117.87334	12.29528	39.95080	9.61240
7.82737	10.25431	43.80127	1.00000	10.66668	8.56432	9.94914	68.15771	8.97940	-61.51889	9.13516	4.18907	9.13533	7.27041	1091.94491	5.82350	59.53779	24.43498
6.99600	8.46489	68.98225	1.00000	36.75965	8.62044	8.89100	69.31062	6.19165	137.36215	9.76394	1.26280	9.81775	6.71742	1052.49886	7.49846	38.87975	16.02199
7.94646	8.55110	51.92380	1.00000	46.67535	7.62022	9.20917	86.55343	7.01601	5.55575	7.64299	1.12760	8.52408	10.99590	1099.94231	10.88368	65.37161	19.39233
8.77648	8.91945	42.97378	1.00000	37.95143	7.99781	8.10333	71.22124	6.90930	-91.77127	9.20475	1.05208	9.67527	10.44216	1121.28534	9.24040	58.23730	4.57618
