PM2.5	O3	H2CO	SO2	PAHs	longitude	latitude	NH3	TEMP	C2H3NO5	CO	CFCs	PM10	PRES	warning	Pb	NOx	CH4
8.25900	9.80407	28.92611	8.12518	8.29521	-3.05814	53.00974	9.49807	38.73025	0.26289	9.34104	54.84722	8.48796	1072.27778	0.00000	34.76419	6.10349	5.64487
9.99582	9.36202	60.08758	9.97291	7.89086	38.66667	-6.25	5.09389	11.28251	15.57622	6.22209	34.23780	12.87038	1185.18138	1.00000	39.49687	10.33470	9.52518
8.59630	8.00831	45.91008	9.23553	9.22581	68.21204	27.55898	7.91454	16.50788	2.17121	8.53106	32.38518	10.87343	1173.44302	1.00000	66.57074	9.19351	10.58437
7.87216	9.27303	61.17253	8.67022	8.89080	19.27498	50.20528	4.88483	16.98466	3.26718	6.81074	44.59985	11.30363	1132.09402	1.00000	26.33771	9.80288	9.50007
6.26574	11.17070	52.35594	6.73248	8.58840	125.51176	42.64031	8.94573	4.61367	0.25487	10.10920	36.20537	8.55765	1135.83770	0.00000	53.71544	8.18017	9.99165
6.72052	7.92714	25.69913	10.17714	10.47073	4.47124	51.95838	7.89756	15.28288	0.42261	8.86518	39.71802	9.09531	1156.06949	1.00000	60.78738	10.01699	9.18609
8.71269	8.80891	45.98058	9.33128	7.35194	119.58627	23.5654	7.93668	14.76033	2.77654	8.05066	82.51117	11.12263	1136.07739	1.00000	55.00251	10.10499	9.53440
8.04395	6.31372	68.21231	10.38771	8.31976	-0.91979	51.42708	8.44736	-0.69600	0.21196	7.45562	50.35987	8.17460	1162.97806	0.00000	46.50688	11.30450	6.77928
11.80547	8.41090	66.21003	6.82948	8.74810	3.55665	36.72544	8.21896	9.50905	0.06658	8.57622	33.07680	5.93068	1139.77402	1.00000	41.47702	6.81887	5.20135
6.98967	8.93154	45.92029	7.86572	9.06457	75.11937	20.88098	6.85912	4.08654	2.10443	8.89169	33.48199	10.85648	1118.61962	0.00000	66.68574	4.57478	9.33797
9.06524	8.78544	64.48406	9.14635	9.39969	44.02488	32.61603	10.45822	27.00462	0.12076	7.03660	25.55406	6.74409	1068.85873	0.00000	43.83221	8.64985	8.59434
8.26370	8.58968	44.94232	5.69558	10.74243	111.50861	32.54278	4.89556	6.26041	0.39527	8.43432	42.02599	8.92525	1101.09796	0.00000	39.79605	10.50649	10.75724
8.15992	9.55519	39.43649	7.14390	8.24806	34.34691	61.78491	6.25556	3.01597	0.97473	8.11074	38.85689	9.99951	1168.71642	0.00000	57.81388	8.25900	8.86085
7.33905	9.04599	46.05028	6.92456	7.41236	104.64992	14.64056	8.14992	19.59388	0.21972	7.82220	41.67159	8.29077	1114.13473	1.00000	66.05734	6.71918	4.90788
4.85974	8.42845	19.12610	7.38384	7.36545	43.83992	55.39485	10.88818	22.32047	0.13017	6.85494	74.79415	7.45486	1184.77080	0.00000	69.70402	7.59824	9.98726
7.03287	6.68240	59.15592	9.56868	9.54277	68.75915	27.52948	7.45122	26.95033	0.65621	7.80991	80.94780	9.64495	1075.88528	1.00000	59.69511	9.20199	9.94156
7.38848	8.67657	55.32039	4.75399	8.32151	11.18709	48.73218	10.84122	4.77798	0.19200	9.14778	51.20447	8.12019	1150.73047	1.00000	56.21097	8.06180	9.77212
5.02358	7.02248	46.14601	9.23177	8.88189	11.34046	50.72043	6.69830	11.62128	0.14352	9.80836	35.14432	8.01954	1094.38271	1.00000	48.59964	9.86450	8.64098
10.05946	7.02728	56.25031	5.81269	9.08347	28.88222	40.37528	9.89426	9.87038	0.08869	8.64716	36.53679	5.87054	1133.12246	1.00000	54.71498	8.50624	8.78216
11.61995	7.51263	31.61430	6.44497	7.22001	-117.79394	33.76446	5.67166	10.60760	0.06694	7.87078	41.93699	4.44283	1070.06678	0.00000	53.01561	8.85934	4.81658
5.12372	6.93596	63.09832	9.05448	7.89252	-53.13722	-22.92306	8.35595	23.74715	0.15206	9.39469	41.80435	7.55815	1165.75209	1.00000	63.21092	9.54042	9.10064
11.29941	9.22151	45.61015	9.15311	8.50264	135.31667	34.25	10.09323	2.72145	0.06131	7.66446	41.98407	5.90361	1121.66135	0.00000	32.28258	8.66375	6.08610
4.79213	10.29158	39.19001	4.64949	9.08098	48.26258	33.86419	7.53641	-5.70985	0.47533	9.11954	43.92139	9.19045	1079.54653	0.00000	50.58907	1.49926	14.00723
7.51626	7.31373	39.22813	5.89065	8.29435	-41.45861	-4.42472	6.01549	27.11663	0.24525	7.01859	71.57889	8.30179	1157.18597	0.00000	62.24141	9.75457	10.61283
5.63584	8.52524	49.34272	6.20219	7.52147	135.6	34.61667	9.15098	22.89916	0.14544	8.42376	42.59955	7.85362	1055.16238	0.00000	52.50764	7.55591	11.35728
5.80669	7.63182	15.49838	6.91753	7.91206	-2.01111	52.66277	7.81150	15.21825	0.15110	8.24112	66.77207	7.54505	1092.51429	0.00000	41.05931	8.95914	9.24107
9.79113	7.74461	47.72381	7.30924	8.40710	-122.2608	38.17492	11.56868	8.69572	0.11357	8.19578	81.52699	6.77619	1128.20261	1.00000	56.50339	6.73571	9.40633
9.67633	9.29778	45.52158	8.29137	7.98086	-8.07257	12.74409	12.37508	30.28768	0.27211	8.23414	38.18841	8.56850	1131.80481	1.00000	41.49109	5.22978	7.91707
10.92654	7.99776	39.95733	10.42341	7.21312	8.96317	48.35149	10.16952	11.36221	0.09373	7.79972	66.61083	4.55027	1076.45203	0.00000	61.91287	7.92627	11.02693
7.66287	7.40759	12.12542	7.71537	7.32491	-91.77127	37.95143	7.17309	4.27201	0.41588	8.49976	52.75079	8.98319	1104.60454	0.00000	41.89968	9.31470	7.58834
4.81011	8.41832	31.65388	9.92776	8.85110	17.22635	48.8449	8.83455	9.20156	0.08470	9.37346	57.34744	6.97241	1141.17978	1.00000	59.01476	9.91151	8.51756
9.96223	8.25914	61.43976	9.60115	7.61025	4.92235	7.65649	9.59241	-8.63337	0.30450	8.90979	60.76082	8.80704	1132.06691	0.00000	23.19697	9.39306	5.72940
4.90949	7.80455	42.31563	6.41680	8.43504	-2.1875	51.26	7.71186	26.91428	0.77278	9.56121	28.10531		1198.31566	0.00000	53.81241	2.03625	10.43644
7.97979	7.31329	57.83685	8.70354	7.55550	18.34717	54.60528	5.03404	21.43239	2.37517	8.70604	51.46677	10.95326	1155.74215	1.00000	58.66714	8.28504	11.35438
7.89242	8.41783	26.27965	7.83741	7.24763	-7.95	53.43333	8.88920	3.15958	0.11320	8.25016	55.28212	6.75638	1177.94655	1.00000	37.51474	4.48373	5.95064
4.33683	10.23279	41.14263	9.33388	8.03993	72.68533	22.75218	6.96724	-2.51577	0.11604	8.73040	42.60037	7.14605	1184.46800	1.00000	37.06075	8.19840	10.20627
7.36911	8.96650	55.25197	5.81469	7.94671	91.61356	26.44931	7.12353	15.84643	0.11656	8.01142	62.25617	6.56979	1106.57307	1.00000	76.31230	5.96749	5.27783
9.72112	9.23608	86.84496	6.48649	7.77113	76.03889	18.18158	8.50135	24.58001		6.25230	16.63202	6.14431	1181.16376	1.00000	59.39651	6.77521	6.24366
11.03416	7.37361	39.01369	5.30435	6.87933	-1.47217	53.46506	10.13917	15.28249	0.08802	9.07815	29.01715	6.23259	1121.82432	1.00000	47.02310	7.95060	8.44708
8.99196	9.21886	39.39046	6.89239	9.22779	138.89585	36.33011	8.75227	2.93863	0.09267	9.46133	23.48939	7.24383	1082.45696	0.00000	35.39878	7.56468	6.17774
11.10313	8.60507	41.75097	7.76151	6.33171	9.29109	45.39402	8.88532	14.14417	0.09985	8.90217	48.75636	6.72514	1072.91185	1.00000	22.50656	8.40858	6.25741
8.22622	6.90830	47.70145	9.23125	10.00770	-71.08977	41.9001	10.12539	14.28094	0.15167	8.25932	46.16451	7.64794	1142.08573	0.00000	60.53259	10.08817	8.47066
7.04770	8.03365	41.33309	4.99789	7.94475	77.70636	28.98002	5.63411	10.47714	0.32186	7.62053	61.07735	8.84030	1053.13967	0.00000	74.35515	8.28572	12.86535
5.48002	6.45887	35.34751	6.05866	8.88174	4.91667	45.73333	9.21718	8.96420	0.09728	7.87543	49.71285	7.44101	1114.00810	0.00000	48.65854	7.15246	10.30250
6.84503	7.78566	40.32233	4.41423	7.28477	-74.38987	40.65538	4.88472	28.88465	0.31973	9.57095	41.21481	8.73873	1174.62381	0.00000	65.00531	7.86149	8.84894
5.35671	7.43201	46.43034	9.52144	9.75560	-37.65	-10.91722	6.99894	12.75641	0.21242	8.06283	58.22790	8.17640	1114.41795	1.00000	39.79954	10.26647	8.14262
11.29202	6.38842	81.84202	8.28138	8.05521	-42.98194	-22.53722	10.26888	-0.83668	0.08871	8.05153	50.16445	5.69440	1192.59669	0.00000	43.25746	8.65016	2.95901
5.48191	9.49473	54.21223	9.31553	6.41561	-88.70464	34.25807	5.84881	18.64858	0.27043	8.59245	71.78686	8.48411	1176.20459	1.00000	51.01648	9.15758	9.63596
6.59144	9.34297	72.32378	9.00867	8.48864	-122.40433	37.71715	7.35026	5.65124	0.44937	9.29357	54.71410	9.25989	1085.40055	1.00000	34.55567	10.76217	8.16474
6.28305	8.38188	55.77403	6.39567	7.41287	139.55028	35.30889	8.43516	14.37260	0.17466	9.21904	22.21853	7.57032	1115.05956	0.00000	42.89434	11.08896	7.88841
6.25740	8.36640	60.85315	9.87671	7.76666	119.58627	23.5654	7.28805	12.80642	0.33673	7.22155	50.23006	8.68817	1194.71074		57.60394	7.78727	11.21987
8.31073	7.68875	76.61742	7.51947	7.94913	-117.23991	47.64995	7.10172	5.11919	0.07551	7.54703	39.19216	6.44546	1076.54763	1.00000	55.65422	3.51976	3.61015
7.83299	10.20974	54.29792	10.85966	6.55634	-98.11889	19.04222	7.73916	31.21720	1.01562	8.31492	61.52769	10.06047	1080.39608	1.00000	57.81964	9.65607	9.75045
8.72279	7.31324	43.19504	6.35465	7.20632	-34.88111	-8.05389	9.91134	-9.05357	0.04543	9.29997	34.74186	6.71963	1179.94376	1.00000	17.01293	8.69857	8.64931
10.46222	10.35887	49.23264	6.52881	7.91434	8.64409	48.07667	9.18477	21.18261	0.07166	8.46407	43.79127	6.74654	1182.51274	1.00000	45.68495	7.08519	6.50889
10.19832	7.10548	59.05401	9.95278	8.17770	-86.99666	33.45122	7.14987	21.45705	0.07736	7.99735	47.15361	6.48594	1169.01686	0.00000	62.03504	12.62737	4.11125
8.76613	9.98991	56.69683	8.84859	9.59638	99.96667	8.43333	11.57999	36.62753	0.13276	9.97265	59.47993	7.25855	1121.42548	1.00000	61.63990	4.68068	8.08481
7.45549	7.41975	75.69740	7.33802	6.92311	-75.23266	43.1009	6.57376	19.71056	0.65101	9.34301	52.76562	9.60702	1174.07706	0.00000	54.73024	8.04291	10.49781
8.92077	7.86353	70.88544	8.93207	7.55332	-94.74049	32.5007	8.75667	38.11934	0.08629	10.53448	63.13499	6.72342	1195.82209	1.00000		4.43724	5.25841
9.00861	9.14331	61.57894	10.12382	10.16652	153.10236	-27.50578	5.02863		6.20732	8.49424	36.05791	11.94381	1106.84819	1.00000	36.60422	10.31211	9.61025
9.09393	8.56441	37.33316	7.08645	8.05624	59.4839	58.7002	13.18087	31.07551	0.33336	6.68959	61.41841	8.78406	1080.12229	1.00000	42.53299	8.03186	9.94950
11.03217	8.67076	46.35740	8.05176	7.42691	59.4839	58.7002	10.02808	4.95184	0.10218	7.00332	33.26394	6.50921	1160.36592	1.00000	35.49957	8.08275	7.80102
8.81064	8.63964	56.03566	8.53914	6.94912	120.82747	37.30553	9.62250	8.73581	0.11924	7.20848	46.66252	7.53999	1198.25419	1.00000	33.76981	5.51106	5.86612
7.99779	8.09456	48.66595	6.82688	9.58404	-69.08333	-16.25	8.02689	14.24734	0.08289	6.08406	50.54029	6.63461	1077.17193	1.00000	59.43982	4.74425	5.45146
7.93380	6.33888	36.40534	5.82000	7.87498	101.02083	4.02219	9.94663	3.74039	0.11318	8.38991	14.00409	6.27183	1150.64311	1.00000	41.46140	4.31646	8.12097
12.70356	9.49196	51.40941	8.45648	8.66290	-72.27814	42.93369	9.82458	15.58342	0.10912	7.65594	49.05828	5.23417	1161.99334	0.00000	34.51233	8.81316	4.53303
8.52662	8.43156	43.38978	7.66387	10.14053	1.6	43.11667	4.89861	5.80098	0.85939	9.04706	68.44718	9.93305	1158.89237	0.00000	42.39929	10.33890	6.44810
7.84204	9.70241	71.65408	9.56647	7.84820	-74.26419	4.73245	6.29417	-0.39401	1.51227	7.89676	65.04348	10.52890	1108.65143	1.00000	59.84112	10.63559	8.64070
9.81315	7.77560	59.54683	7.50422	9.40947	-1.4001	7.06273	8.64646	18.38613	0.08484	8.75726	65.38039	6.12679	1164.81632	0.00000	52.39960	3.65990	5.09827
10.98449	8.20127	47.36620	8.39010	8.05106	13.44275	38.07789	9.47115	19.97765	0.14675	9.36454	63.46199	7.12448	1154.27955	1.00000	69.75898	9.23522	6.86531
10.00870	10.08641	24.06639	8.42789	7.94220	1.15597	51.78967	7.66186	11.88965		8.10832	36.54246	5.31222	1114.45558	1.00000	38.85408	5.22910	5.29459
6.57500	9.16195	50.28184	10.38623	6.69030	4.47124	51.95838	9.33121	27.18009	0.73385	6.22626	36.29539		1197.83010	1.00000	73.64179	7.65002	8.52624
6.36363	8.04454	70.64908	7.99528	6.90750	46.83187	14.53767	8.15080	23.79353	1.11337	7.33089	43.36178	10.19415	1147.79022	0.00000	37.62348	5.05194	8.56186
5.24353	8.27512	32.14468	9.71315	7.83030	13.10984	51.30001	8.52897	28.07535	0.12700	8.23635	46.08394	7.72128	1070.55464	1.00000	26.89371	9.50605	8.95505
9.99893	7.90273	27.43080	5.96987	9.08994	124.95278	6.33444	10.86158	12.97766	0.09228	7.02891	56.39077	6.44852	1180.55790	1.00000	48.57590	9.69377	10.23570
3.60203	6.76563	51.07810	8.36803	10.04414	-102.36764	31.84568	7.84099	32.27574	0.13529	7.44853	38.81884	6.42106	1053.09120	1.00000	43.63571	8.98711	9.01318
9.59032	7.19476	30.06898	8.04083	8.92802	72.68533	22.75218	10.33140	31.38819	0.16659	8.59666	70.80447	7.71444	1108.61226	0.00000	34.56511	9.27238	3.37529
6.84843	7.63740	33.08305	5.08092	8.96199	102.3278	2.2139	5.38122	13.38696	1.02247	10.04512	56.75408	10.05940	1147.98359	0.00000	54.76144	4.47698	11.92276
9.29373	7.69798	47.92639	7.58890	8.08739	-86.57415	15.48131	11.18483	-3.05732	0.16297	8.22089	43.72278	7.36328	1115.73970	0.00000	39.31745	9.10611	5.22026
9.67197	8.26348	53.41510	9.19721	7.50598	-98.15529	26.18924	9.53195	-0.66515	0.12960	8.18772	41.42260	7.15158	1178.03215	0.00000	26.59639	9.89504	4.32038
7.84800	9.45015	49.57944	9.14589	8.60683	8.88104	45.79377		21.89088	2.20555	8.50459	68.25585	10.88492	1097.34068	1.00000	57.61656	9.44498	9.79780
8.88501	6.74752	39.92896	5.98402	8.56460	1.33467	43.61058	9.83594	4.75365	0.10109	9.06284	27.62771	6.69129	1168.99416	1.00000	64.92202	6.75292	8.08697
8.61822	10.86505	40.71757	9.27927	7.20421	-89.99038	38.58894	5.80729	12.84149	1.79450	8.12629		10.68037	1173.30448	0.00000	65.15760	9.84436	8.17260
6.81112	9.26308	26.12247	9.72883	8.82126	-95.44744	29.53885	7.57232	25.54852	0.44757	8.89977	42.01952	9.16344	1177.28638	1.00000	70.37144	6.98629	12.30360
9.47760	6.15005	53.30093	11.55305	7.10308	137.5	34.9	7.86277	33.11446		8.35034	42.35973	6.26752	1057.74663	0.00000	53.85145	9.46772	8.20306
9.75690	8.57117	41.24597	5.97267	7.18999	36.73307	55.38752	9.88815	22.59079	0.10423	7.02892	55.78227	5.73233	1103.79366	0.00000	32.06928	6.17944	8.06976
8.22773	9.03001	77.45887	7.16076	6.67392	79.41727	12.25282	5.20860	21.52518	3.16057	8.15609	54.02448	11.25870	1076.80526	0.00000	43.03185	6.38418	6.83318
5.30332	7.73895	72.19618	8.80528	9.35817	73.08333	19.21667	8.73933	24.75916	0.12491	7.90849	25.02834	7.54017	1077.42514	1.00000	43.13839	9.21485	9.55233
8.11021	8.72394	51.60007	9.99237	8.59649	70.91106	29.38242	8.58363	24.07879	0.97612	7.39752	41.01081	10.02540	1163.16801	1.00000	47.29057	8.96650	10.76529
9.57651	8.83628	58.03412	10.86398	9.27196	69.49015	56.11281	8.12896	11.64792	0.12228	8.15705	36.96656	7.25660	1103.47478	0.00000	35.04593	10.92881	7.15806
8.10750	9.73852	51.10586	8.12663	8.89177	125.21972	-8.99167	6.22604	13.35557	2.72277	7.67302	29.56029	11.11519	1123.89096	1.00000	57.28502	6.31679	13.37882
9.64768	11.50114	20.78185	9.65134	9.67777	25.8191	53.5942	11.38850	18.62513	0.06566	9.24628	43.52719	5.75528	1134.33136	0.00000	61.50612	7.13703	9.90221
7.06104	9.80740	35.19848	10.33739	8.81200	76.12647	32.55531	7.13435	2.71400	0.49964	8.30887	30.82215	9.24614	1196.31023	1.00000	50.79494	9.39993	10.03819
6.75551	7.61366	64.12312	7.15227	8.81691	115.8614	-31.95224	8.41811	9.50119	0.27742	7.93620	39.10447	8.56461	1133.09828	0.00000	42.82597	8.69624	11.99717
7.41390	8.40594	62.34172	9.81484	8.94248	-2.58736	56.56317	7.84383	10.65052	0.71890	5.83204	54.65546	9.69022	1087.53739	1.00000	55.23027	11.49532	7.59764
11.03052	8.52600	39.13522	8.62538	8.38747	-91.77127	37.95143	8.41997	26.85633	0.08505	8.51437	32.11324	5.72995	1054.27645	1.00000	36.13677	6.62406	5.46019
6.91634	8.37817	61.13778	8.31456	7.20897	67.84222	40.11583	9.14966	6.08863	0.11554	7.96845	79.56098	6.32894	1122.82439	1.00000	23.64705	4.85413	7.12608
9.70889	8.32217	43.62653	8.41348	9.35341	140.73667	41.77583	11.27826	19.06393	0.09346	8.74960	51.26483	6.84283	1160.20438	1.00000	58.10957	4.83455	8.12433
8.17748	9.36648	39.31111	5.86113	8.22553	-104.83192	39.72943	11.72539	-0.93365	0.21197	8.74144	60.10423	8.13940	1152.27886	1.00000	50.10297	6.50876	8.84697
5.96410	6.49016	50.21358	9.53754	8.30758	-73.95097	40.72371	8.17535	23.38486	0.26299	8.47620	59.82283	8.48323	1089.00494	1.00000	55.86334	8.92566	9.80159
8.58281	7.29775	36.74243	6.50164	8.44457	-73.95958	40.57788	8.98285	11.00390	0.10874	9.73669	60.47085	6.90919	1175.25457	1.00000	66.52511	6.65280	6.65002
7.28815	9.95489	41.34994	9.75917	8.01065	8.52462	47.30997	4.07414	-13.49234	1.55096	8.33701	59.80399	10.53474	1054.14200	1.00000	45.96024	9.67805	9.48921
6.01643	8.24977	55.96778	9.19796	8.81126	-81.23621	33.98154	5.89049	15.29704	0.47431	6.38072	61.95732	9.24095	1122.57985	1.00000	40.11187	9.29824	9.42489
6.23764	9.43532	40.77005	10.08956	9.48327	-122.86705	45.49428	5.78835	13.24433	0.44294	9.57351	31.87418	9.18079	1180.62361	1.00000	31.83225	12.30893	6.49702
12.13357	9.83880	75.88996	5.33593	9.58129	17.8031	48.43174	11.62086	7.05018	0.11994	7.86270	52.78023	7.55204	1174.85697	1.00000	63.64534	12.47510	10.50921
10.98871	8.51659	58.27460	11.29234	8.93486	115.8614	-31.95224	5.56887	26.35722	21.38705	9.03406	26.16250	13.18712	1136.54561	1.00000	27.47572	11.53772	8.82278
6.56693	9.26130	52.01731	6.25425	8.60337	33.9162	51.67822	5.56793	8.43022	1.27642	8.68697	61.32474	10.33636	1148.43620	0.00000	28.17295	4.06251	14.67916
10.02340	9.09249	59.27044	8.57928	7.17655	30.4347	-1.9487	10.29005	13.56771	0.06100	7.91805	31.09263	6.24902	1073.37107	0.00000	52.56130	9.52946	6.08386
10.88871	7.78958	55.56091	9.13718	7.23471	-60.94228	14.67751	9.43020	4.06321	0.03839	9.98325	59.19171	4.38142	1177.03300	0.00000	50.49177	10.56330	8.30695
9.68381	8.48744	36.14774	7.56372	8.23634	9.29109	45.39402	12.23007	1.03834	0.13292	8.13004	51.97492	7.58598	1072.56854	0.00000	55.21229	6.82033	5.32696
9.20073	7.48872	62.85677	8.96472	7.35627	137.95378	35.82756	9.78176	12.32730	0.11989	7.24900		7.16868	1067.09510	1.00000	61.58429	3.99640	5.43854
8.45593	9.01904	43.42739	8.87826	9.72020	10.18527	47.98372	5.36183	-6.36553	4.51608	9.03204	29.26304	11.62056	1164.71490	1.00000	54.57974	9.93825	9.84766
5.25527	7.26504	50.71087	9.04024	8.68401	47.1192	42.819	8.14129	27.55987	0.23168	9.50610	55.37085	8.03686	1086.61113	1.00000	31.82996	9.80167	8.93418
4.51807	9.14510	31.96912	8.18261	8.83746	-122.38731	45.53929	6.21840	2.63576	0.12045	8.96637	51.32781	7.54522	1052.82488	1.00000	22.95343	8.73203	9.79283
9.46396	8.51448	33.04337	8.10310	9.28540	29.47306	0.49113	6.78450	14.85440	0.08515	8.58251	53.25660	6.77115	1132.60004	1.00000	61.34080	7.17281	3.82113
7.83144	9.08566	44.36266	10.31796	7.31719	120.74221	31.64615	7.44175	19.23604	0.91043	8.34619	67.40802	9.97935	1096.05792	1.00000	52.62857	8.23625	11.19545
9.19769	9.58516	8.36223	6.36730	6.12997	-78.19444	38.91817	10.01708	31.71976	0.10651	8.71596	6.43845	7.37099	1146.52644	1.00000	55.99822	7.20433	7.41407
9.38684	7.99672	43.50814	8.14344	8.24778	-59.13316	-37.32167	10.61224	13.72322	0.17140	9.25544	49.83003	8.04749	1096.36469	1.00000	41.80164	6.55199	7.08392
10.08957	7.80990	51.44661	10.02401	8.55372	8.52462	47.30997	10.59142	14.43122	0.11053	7.30385	42.93627	7.06062	1055.94201	0.00000	50.68345	8.20070	9.24891
7.67266	9.21414	77.41849	6.15746	9.74086	79.5286	29.22254	5.76098	25.36560	0.23060	10.41995	56.63169	8.36213	1140.73748	0.00000	58.55138	10.46669	12.10901
7.70508	7.58319	36.31376	8.99760	9.19306	178.00417	-38.65333	8.66797	23.94917	0.90815	8.68478	54.12885	9.94506	1175.36716	1.00000	43.33367	9.36548	10.07613
4.64926	7.16306	59.31517	9.35526	7.63250	72.85107	19.30157	8.71159	31.86362	0.12679	9.95440	72.02567	7.27783	1145.09576	1.00000	65.69533	10.15875	8.22488
9.65101	11.16616	43.98399		9.05195	24.04142	54.39635	9.10855	19.53772	0.29564	6.97797	42.90037	8.64527	1054.62823	0.00000	43.69818	9.45661	7.49842
6.25000	8.76477	68.19196	9.23146	8.01928	83.97573	21.46527	7.09007	19.67121	0.51670	8.33190	53.31130	9.26425	1119.71543	1.00000	43.94498	9.77631	9.24398
9.98838	8.04962	62.81517	9.75606	7.31229	-81.77285	28.54944	9.26671	17.25392	0.19332	8.23957	51.17196	8.11197	1121.54906	0.00000	56.60169	9.19609	4.48218
8.11709	7.54370	56.09176	10.79055	7.47490	35.96944	56.03361	8.90884	3.73036	0.86540	9.54949	43.71009	9.89440	1143.29933	0.00000	48.96177	8.71770	10.82706
7.66021	6.60589	44.33966	7.15362	8.53148	72.68533	22.75218	6.93145	19.28636	1.06888	8.85567	35.66375	10.09950	1156.51258	0.00000	39.02150	7.93182	10.90225
7.89827	6.18509	33.05664	7.97928	9.20709	-83.2321	33.08014	8.05684	7.18557	0.12126	9.98411	50.48651	7.23032	1066.51546	1.00000	55.49104	5.90277	4.78418
8.59797	8.66660	21.73325	10.86137	8.04592	-86.19903	11.84962	7.80535	12.26672	0.08320	7.03042	49.10171	7.43411	1076.87359	0.00000	46.60877	12.08153	8.19892
11.32517	7.85676	36.70061	8.31456	7.32557	124.95278	6.33444	10.71901	19.67361	0.02584	7.39518	56.92759	5.57190	1061.60486	0.00000	70.79459	8.55038	6.42201
10.39209	5.46323	56.81987	8.59898	7.38794	120.82747	37.30553	8.82563	15.80643	0.08296	7.75724	51.33924	6.22460	1100.60943	1.00000	30.35528	7.53697	6.29895
7.89708	9.49939	75.05127	10.26650	6.17890	99.95469	13.51825	8.40368	26.83161	0.29021	8.13495	59.77813	8.61531	1145.73628	0.00000	54.55880	10.84854	7.89969
11.00188	8.24335	27.83741	7.44310	9.34151	-77.03116	3.8801	11.16721	8.62487	0.09379	7.57623	29.89583	5.91076	1105.63559	0.00000	61.11941	7.57786	3.15896
6.01486	7.67489	83.01278	8.47023	8.20632	112.19028	30.35028	9.76547	0.99536	0.29739	9.58819	22.62364	8.67384	1058.88061	0.00000	16.76987	7.63034	7.80044
6.58307	8.12901	35.56925	9.21172	7.25394	79.883	6.9909	6.64127	22.11295	0.59907	8.29850	57.21802	9.47293	1065.28009	1.00000	32.51913	11.11135	8.04766
9.43288	9.28630	31.92745	10.96927	8.81564	70.91106	29.38242	8.17156	5.08805	0.07549	7.45784	59.70459	5.77401	1159.91555	0.00000	64.96241	11.22331	10.31554
10.37449	8.74466	32.08826	8.86619	8.27050	-60.47389	-34.64167	9.88260	-1.60659	0.12373	7.28688	58.89483	7.00661	1116.90134	0.00000	51.29407	8.47420	4.73912
9.58648	7.68984	52.62454	9.43699	8.24121	76.56719	24.41288	10.24168	22.03404	0.15766	9.95930	56.50043	7.43963	1097.69846		65.32160	7.97380	4.71732
9.90079	8.28796	29.63429	7.17930	7.82345	146.05093	-34.28853	8.24097	43.08345	0.05053	10.79112	43.56351	5.95726	1130.27276	1.00000	53.28139	6.48580	5.79509
8.66840	7.19221	63.77410	5.31990	6.13796	-68.30472	9.91861	7.37684	-0.54765	0.09139	9.74738	26.22080	5.44058	1117.32216	1.00000	39.16277	7.22362	6.43705
8.85232	7.63924	44.08883	10.37853	7.64256	-122.40433	37.71715	8.91126	19.78242	0.05915	8.04682	61.95074	5.82331	1140.92864	0.00000	34.10921	10.52455	9.22290
6.33233	7.87509	31.58131	10.50400	8.36722	-86.57415	15.48131	8.12065	3.53800	0.23912	6.91032	39.90047	8.41094	1112.01306	1.00000	72.99659	9.86615	8.97019
9.42738	6.87664	53.66359	10.27638	8.03498	85.83334	20.88197	8.70286	13.24984	0.07773	10.35298	54.09674	6.30709	1172.57382	0.00000	16.67584	10.10538	6.68548
10.44224	8.56993	27.00093	8.61932	7.83169	72.68533	22.75218	10.71768	21.55107	0.12372	9.58301	62.89302	7.10445	1079.50784	0.00000	66.00573	8.97085	5.69521
8.58433	8.66212	43.61926	9.48254	7.22055	7.60872	43.78956	6.98490	29.05507	0.04739	8.49483	51.31778	6.34157	1120.77683	1.00000	58.03532	4.34216	3.15148
6.50726	8.07823	32.73519	9.65672	7.90636	-91.11667	14.93333	8.80124	8.70786	0.31603	6.96071	27.98090	8.67991	1085.65463	0.00000	49.48346	9.35854	9.85634
9.31598	9.29050	52.02657	8.36959	9.75893	10.18527	47.98372	6.83349	34.11686	0.10503	8.38081	63.99020	7.32703	1186.35664	1.00000	32.54378	6.82437	3.42588
6.97220	7.03681	33.75362	6.73640	7.44603	101.02083	4.02219	10.90408	6.67384	0.42741	7.31382	49.77490	9.10790	1178.46482	1.00000	29.52942	6.55059	7.93494
8.40206	6.59396	51.75421	8.95707	8.37890	77.656	28.71271	6.81702	12.34880	2.16446	6.52626	51.68348	10.85438	1081.83642	0.00000	49.97995	8.77955	5.97254
10.63259	9.00233	58.20493	9.18637	7.67126	32.86389	53.95278	9.14890	22.54060	0.08780	10.17374	60.46816	6.59714	1168.53686	0.00000	39.71358	10.65763	5.57487
5.84727	7.24221	35.99668	5.15411	6.80588	-74.26419	4.73245	6.44837	19.18613	0.25554	8.41350	45.23285	8.27456	1069.82723	0.00000	47.30714	6.95966	8.09568
8.70191	9.62116	31.44161	9.90080	8.75361	-89.99038	38.58894	6.27031	16.19159	3.17574	5.87424	51.56071	11.26996	1088.31102	0.00000	76.28806	7.07251	7.03031
