O3	PAHs	Pb	latitude	NH3	C2H3NO5	H2CO	PM10	NOx	longitude	SO2	CH4	PRES	warning	CO	PM2.5	TEMP	CFCs
8.35170	7.99373	64.85608	24.05979	9.36155	2.78321	55.07335	7.97038	10.86934	77.40858	5.51196	5.21304	1175.42862	1.00000	3.53769	13.01791	16.12290	52.52747
6.00599	9.09327	43.01485	10.13361	7.79202	6.70374	62.13933	8.95864	9.70149	124.84472	7.04000	5.95403	1195.59384	1.00000	8.78484	9.37654	26.20968	36.39572
8.70890	10.22774	50.97792	50.64336	11.03422	6.74224	52.58342	8.86414	10.14742	7.2278	6.65632	4.02722	1096.38855	1.00000	11.05734	6.17340	12.48131	75.93935
8.52637	8.79348	62.87710	32.50611	8.38106	6.06674	43.14792	8.90435	6.48417	120.14278	8.43861	9.89914	1105.31140	0.00000	4.58785	6.38091	13.10870	66.59648
7.04227	7.24683	38.99012	50.82709	9.12529	2.96544	31.33832	7.91048	7.38428	6.9747	8.38231	7.64574	1135.77669	0.00000	6.80420	10.36137	15.29118	34.45696
7.43821	8.85783	40.97341	59.37722	8.34695	6.80297	39.09092	8.89410	5.18554	28.19028	10.30132	8.52501	1148.10957	0.00000	8.12312	7.24549	24.42993	49.94849
9.93239	5.81384	38.78133	29.98869	11.83673	3.78986	39.78794	8.20672	7.64404	122.20488	5.62309	5.85876	1108.98650	1.00000	11.53953	11.83903	18.59781	44.49520
7.49512	7.33009	47.87633	37.08819	10.79295	5.94191	41.96281	8.72005	11.97543	-8.2503	7.51154	8.12576	1050.25403	1.00000	6.59476	8.47649	30.48157	45.55249
8.74047	6.99154	41.22709	50.20528	8.48162	5.08599	59.05193	8.37843	9.82125	19.27498	6.16546	8.71892	1161.59308	1.00000	9.90927	10.94312	9.25550	52.18410
8.66811	8.91301	44.25315	40.58654	8.79193	6.79550	39.09760	8.86246	7.14859	-122.39168	7.83832	6.18606	1050.15848	0.00000	4.57870	8.12530	17.53113	41.11171
9.70458	8.03117	48.98591	9.57046	6.09413	13.40169	59.16659	9.69651	8.65006	76.32756	8.06241	8.11690	1126.56361	1.00000	9.35090	9.84781	0.21072	40.17187
8.19069	9.25846	65.67060	5.20856	10.40445	0.42535	48.70022	6.05556	6.40286	-74.73584	10.84300	9.24474	1074.78765	0.00000	9.17251	7.48291	16.39317	
9.86753	8.69300	67.47767	40.65995	8.70470	10.85310	39.17302	9.36860	8.02921	-111.99633	7.15461	7.70002	1183.52326	1.00000	9.19051	11.04109	14.39536	38.23939
7.56853	9.24275	65.19591	38.38479	7.15522	2.19886	30.66481	7.15193	8.92533	-0.76773	7.20203	10.52000	1056.13185	1.00000	8.88130	7.38999	6.61764	51.46038
7.06573	7.55536	56.28976	-27.4338	8.79521	2.12308	52.20004	7.17715	6.12071	-65.61427	6.09038	7.22413	1055.36017	0.00000	9.33209	10.90978	28.09352	26.42833
7.90794	9.30216	47.65129	45.39402	8.86999	8.50472	42.28053	9.18276	4.32238	9.29109	5.01124	8.89158	1078.47468	0.00000	8.80592		28.58332	53.41347
7.63493	8.17733	64.99350	6.95194	9.03329	1.88334	57.35001	6.97342	10.10341	121.96361	5.93996	7.56715	1182.43483	1.00000	9.33372	11.39435	-7.69125	50.66701
5.66623	7.57912	67.18808	12.95629	7.14824	2.30484	43.79111	7.46052	2.82379	78.27539	9.45233	10.97273	1057.55112	0.00000	6.40530	6.10825	-11.75081	65.71416
8.57660	8.23723	49.83489	44.73941	10.93578	2.61035	77.00283	7.67962	6.55121	-93.12577	11.35512	8.01913	1156.52721	0.00000	7.04092	6.91676	5.61558	35.68203
9.52041	6.95556	54.48947	51.19139	8.12924	8.52313	68.25176	9.13645	6.36365	6.51352	8.50776	9.71616	1182.31030	0.00000	5.24179	6.52784	11.00662	51.58220
8.99416	7.06119	52.59670	35.20889	10.08309	2.44518	47.82719	7.49736	12.19572	111.73861	5.82156	6.50058	1147.54309	1.00000	6.87692	13.56684	26.25646	45.14250
7.06666	8.82343	61.53624	40.42386	9.82533	3.23755	44.50171	8.03345	9.28747	-3.53261	9.23450	8.88697	1179.34950	0.00000	6.89257	6.99526	22.29881	50.94839
8.60540	9.57305	58.56797	42.58342	10.79370	8.18981	39.35235	9.06715	7.00505	-71.8023	5.60446	7.96748	1162.61313	0.00000	10.79210	10.56517	8.55968	44.47261
9.13173		43.89083	-25.54073	7.17254	2.58304	61.49073	7.88707	4.29623	152.70493	6.58932	7.35581	1136.53647	0.00000	3.82531	6.30540	27.83068	85.13576
8.44650	9.72951	38.98611	6.33444	7.45323	2.15358	66.31514	7.22684	5.61577	124.95278	8.66258	9.12456	1059.85822	0.00000	7.05583	8.51277	8.29224	63.69170
8.37033	6.93288	29.84221	-11.78333	11.23659	5.68673	40.99468	8.71329	8.18884	19.91667	7.77270	7.64156	1198.85194	0.00000	7.53032	8.55201	10.03095	66.56105
9.21236	9.20195	17.06287	-5.41667	9.31244	8.99110	43.54570	9.25258	10.77557	38.01667	7.09635	6.56890	1111.58472	1.00000	8.85153	8.88843	7.72588	50.33421
7.12185	7.88102	53.66538	47.56494	10.14958	2.08876	51.56467	7.33670	11.22278	31.33078	7.18793	9.01953	1124.45011	1.00000	9.21314	10.53852	-5.37071	47.27017
8.14356	8.98629	68.45279	59.37722	5.82105	3.41932	35.35291	8.17416	8.87700	28.19028	8.81167	9.56297	1177.04340	1.00000	8.85899	7.66460	3.26985	55.77993
7.09023	7.96269	35.52810	31.28092	11.82675	1.77600	28.27232	7.28870	9.27549	74.85849	6.38578	7.16338	1090.06619	1.00000	11.27337	8.73542	29.21568	42.56836
7.19962	6.70813	49.99763	-16.25	9.23498	4.04639	50.69034	8.20169	11.00122	-69.08333	6.98437	5.65054	1175.72960	1.00000	6.58987	12.49425	15.29355	54.80999
7.87447	9.04136	42.23547	38.17492	8.49713	2.87857	64.33406	7.79140	6.36654	-122.2608	7.89963	9.12969	1075.73920	0.00000	8.24070	9.44492	14.24674	51.43262
7.79380	8.32861	62.12203	12.97389	9.42467	4.49759	31.03788	8.32583	8.19383	123.99333	8.24644	6.72876	1194.46788	0.00000	5.92144	9.69392	32.38703	67.91294
6.54846	8.54746	58.47062	41.27621	10.53579	3.36594	64.44903	8.13188	7.72530	-72.86843	9.62277	8.28088	1103.54954	0.00000	5.72960	6.57023	16.59946	39.52841
7.98252	7.42648	53.50229	18.18158	7.96090	4.20878	49.43650	8.41247	9.24797	76.03889	4.61439	9.54082	1055.23382	1.00000	11.56621	10.61074	14.39777	59.48594
8.56143	7.96432	45.84458	55.62047	3.02112	6.62466		8.89756	8.33075	37.49338	8.93952	7.47901	1142.61766	1.00000	9.98129	9.53495	22.87967	46.21454
9.55735	6.42796	30.78773	47.56494	11.85434	3.60825	50.80579	8.25052	10.79142	31.33078	2.92705	9.00692	1165.50040	1.00000	7.06418	11.73269	17.91561	42.71836
9.27180	8.39601	40.44741	50.18545	7.06226	10.76387	72.80606	9.31822	10.62948	27.06365	4.83992	7.75665	1151.91730	1.00000	9.82889	12.38983	15.90363	45.00845
7.88984	8.38109	45.02091	52.59319	6.73385	3.97672	27.18568	8.09437	10.69292	13.32127	7.94492	10.23969	1082.59403	1.00000	10.30652	9.15813	10.36524	36.21779
8.39160	8.93114	61.29863	6.33444	8.23909	15.20226	47.12933	9.73945	7.86478	124.95278	5.16012	5.61345	1149.79905	1.00000	10.70400	10.54142	9.20132	40.08174
6.92451	8.95025	39.53910	-19.32556	7.77692	1.94876	52.49925	7.45276	10.61595	-41.25528	9.44575	8.89719	1057.14550	1.00000	7.61252	9.02040	18.17716	30.87134
9.01449	9.09933	31.67814	32.87533	9.31490	5.98919	38.95863	8.77835	9.87868	71.57118	6.71200	7.83334	1072.82488	1.00000	9.11325	10.52349	15.88361	34.48608
9.41215	7.52001	51.12818	48.35693	10.21100	2.88018	47.85323	8.07364	8.59154	10.98461	7.98455	7.69321	1158.66688	1.00000	10.54375	7.68582	21.55841	46.45084
9.11559	7.34735	66.27889	51.955	11.76344	9.92359	60.80645	9.26154	8.46046	5.22778	6.05654	5.44033	1095.24958	0.00000	6.69038	10.28346	7.35982	51.76788
8.53575	7.48558	41.62181	42.16808	9.14782	0.88810	49.86455	5.82971	5.12142	-88.42814	5.52634	8.00595	1163.89291	0.00000	7.49994	8.47713	29.67803	33.21206
6.11734	6.94745	43.76249	39.09112	7.11461	6.93138	51.95118	8.90465	7.29521	-94.41551	8.07857	7.83955	1115.89784	1.00000	8.43034	8.75715	15.00733	58.37923
9.41097	8.75442	69.96697	53.94313	8.76277	1.46621	55.33684	6.16146	12.04364	10.30215	7.34329	5.36533	1193.34430	1.00000	10.44127	6.95879	18.57739	47.53464
6.73536	7.98606	62.66074	44.97639	4.98974	3.62810	66.69843	8.04316	9.24896	19.61222	9.29753	8.85207	1172.51866	1.00000	10.61955	8.65983	7.81699	53.25971
7.49208	8.06006	54.43360	12.95629	9.89312	3.90803	43.74542	8.33467	9.78483	78.27539	6.79291	5.14609	1116.57732	1.00000	9.60608	7.79029	19.55210	38.57625
8.34639	8.18980	49.35486	-32.05251	5.22536	3.65237	58.09354	8.26287	7.39265	115.88782	8.30925	12.63709	1130.85129	1.00000	9.92559	5.10015	-1.45023	53.56550
10.42932	10.32235	43.33431	18.18158	10.18528	1.76217	55.01826	7.69391	8.50615	76.03889	8.04458	7.80477	1111.06562	1.00000	8.58563	9.30367	20.13002	50.30364
6.56053	8.61091	50.61306	39.96097	10.35494	2.32892	33.16258	7.19915	8.31749	-75.60804	9.87350	8.36288	1182.60524	0.00000	7.98697	7.47540	40.61757	47.08835
7.18453	7.82420	63.49715	34.65918	9.58870	0.94753	37.70329	6.40344	6.47531	109.22921	9.49352	9.91928	1152.28574	0.00000	6.84716	6.97050	13.72596	45.43393
7.44547	7.96630	64.47249	53.81667	6.62732	2.18369	58.52901	7.47349	10.07154	-3.05	6.28683	11.04446	1080.71957	1.00000	12.70114	9.12676	13.38361	42.59010
10.64987	8.50478	51.42875	-34.64966	11.49689	2.56198	46.35202	7.79207	11.61032	-58.38341	6.51620	5.68243	1073.49951	1.00000	9.90080	7.17958	14.11344	41.15176
7.18128	7.00873	50.23773	2.41669	4.82911	4.61258	38.26524	8.50213	9.92445	30.98551	9.41928	8.41392	1160.50607	1.00000	9.59597	9.34892	4.59226	55.87362
8.33954	8.20976	57.95979	35.20889	10.23524	2.13966	52.11964	7.61152	8.98908	111.73861	7.17739	8.39185	1094.87870	1.00000	8.94397	10.70003	3.24817	43.98890
7.88580	9.33565	52.98300	21.01858	9.09385	8.97364	25.25831	9.28001	5.98400	-101.2591	7.45508	11.11648	1065.69491	0.00000	6.57499	6.30541	17.48113	45.48648
7.83898	7.51687	60.13601	10.7375	10.77832	4.75073	65.68667	8.52224	6.79690	122.9666	8.60454	8.39841	1148.10431	0.00000	5.59789	6.52614	19.36205	54.35499
7.55198	8.42398	64.89323	58.63667	8.13353	12.20661	65.41926	9.53516	9.81394	59.80222	7.90981	7.75145	1150.69574	1.00000	8.38747	9.15670	11.70630	51.85115
8.52798	8.28647	34.83246	43.82634	6.43656	3.94490	64.50791	8.34042	8.92225	144.09638	6.47140	10.97393	1059.68506	1.00000	9.96273	8.04091	16.18274	45.69218
8.09924	7.86042	44.43607	2.2139	10.10167	6.17363	40.76428	8.80050	11.14885	102.3278	7.64076	7.95471	1191.28927	1.00000	8.26212	7.89256	18.12072	43.34239
10.06742	8.68271	55.15305	-37.32167	6.92414	0.73715	59.59534	6.69822	8.25363	-59.13316	4.67694	11.65905	1193.32408	1.00000	12.72767	8.81235	20.94404	43.31176
8.05188	8.84535	59.85199	47.76232	3.27319	0.39653	41.99111	5.62006	8.81818	-122.2054	8.71514	8.81421	1175.50558	1.00000	9.46615	8.75696	15.51296	54.88902
8.07292	8.76175	67.10606	48.49144	9.24928	2.39976	68.63978	7.18279	4.34001	9.20427	7.90419	11.40027	1116.71902	0.00000	4.53151	6.04929	2.88331	36.58535
7.61373	7.72671	51.57159	48	10.62345	14.00877	35.62220	9.62323	8.99718	-4.1	7.43453	4.49097	1155.69875	0.00000	4.10942	10.02613	8.63956	41.61743
7.87975	7.50057	49.01677	-5.41667	9.45307	5.62827	67.36104	8.55274	7.21895	38.01667	5.14062	2.38428	1168.95670	0.00000	3.28207	10.22951	1.96609	
6.97673	7.95909	24.29496	49.28669	6.92934	1.79844	67.07727	7.32473	8.60001	1.00288	6.42327	8.71452	1155.11841	1.00000	9.86893	10.05911	8.95972	50.39038
8.22464	7.21267	49.48263	34.15429	8.60557	3.39744	54.30025	8.10596	9.83626	3.50309	5.67991	10.29334	1153.17233	1.00000	10.64885	10.15825	15.59565	70.35833
7.80610	10.54654	69.34560	36	10.72469	2.43187	49.59440	7.27819	12.28090	139.55722	6.56036	7.32535	1126.49130	1.00000	8.24111	8.61250	23.16917	40.92483
7.35394	6.92745	50.71319	24.28859	9.86317	7.56387	27.96743	9.00348	9.18111	116.11768	8.80696	8.32718	1134.23437	0.00000	5.78987	7.06114	26.48011	57.62152
9.29103	8.35518	48.03581	28.88162	11.89189	1.28723	39.24274	5.42325	8.77791	120.03308	4.29193	4.60363	1175.80049	1.00000	11.33418	10.67147	13.03876	70.15437
9.84387	7.70339	53.17148	27.71809	2.63390	4.01500	40.45270	8.40339	8.30871	-82.35176	11.02474	11.64695	1149.31421	1.00000	10.59229	5.83982	15.21237	62.94155
8.74429	8.55735	73.54326	45.9836	7.92741	10.35408	45.39378	9.38129	8.70875	12.70038	6.51576	7.90944	1190.56122	1.00000	8.30094	10.44187	7.78679	50.11307
9.27676	7.70421	29.15994	-6.8	9.38719	2.66757	71.29231	7.91767	7.27590	39.25	8.41225	9.56707	1097.84219	1.00000	9.40778	10.52304	9.55915	49.82344
6.90460	8.82666	70.68414	45.9836	10.19775	18.47571	59.61808	9.96496	7.80224	12.70038	8.14728	8.67842	1109.25759	0.00000	6.69782	6.75238	11.41356	42.88656
7.93103	8.44619	49.45498	22.19303	4.06375	3.35844	60.56708	8.10224	7.20182	88.18466	8.01369	11.01714	1128.97032	1.00000	9.92217	6.67592	1.76339	52.63063
7.77571	9.62132	45.19915	48.07667	7.71830	1.40477	51.77348	6.71292	9.55330	8.64409	3.88075	10.14010	1160.88349	1.00000	11.88209	10.68591	39.09601	44.21498
7.88522	8.30384	51.95619	-22.9	9.55425	2.96548	37.69261	7.75268	10.04834	44.53333	6.83660	4.92311	1082.18492	1.00000	8.81718	7.69860	22.81336	64.41546
5.94990	8.41224	32.25751	36.75965	9.90869	2.84178	36.76416	7.27041	7.06662	137.36215	6.51901	7.06758	1104.41144	0.00000	7.88644	10.26397	30.52980	60.48165
9.17903	8.58039	60.41125	32.87533	9.74158	4.13531	52.64600	8.40920	7.28350	71.57118	7.29854	5.68436	1120.90531	0.00000	4.79005	9.03499	1.92794	42.00544
6.72008		39.34646	14.14989	11.41355	4.11031	58.74516	8.21872	10.50709	121.3152	7.04827	5.47744	1057.27490	1.00000	10.16041	7.10183	11.85960	66.49627
9.17189	9.29198	41.54102	51.78771	8.32568	10.44596	50.49405	9.32369	6.67843	56.36091	7.62504	9.70557	1138.47051	0.00000	6.24028	6.61743	0.57751	49.93997
7.64969	9.52316	55.35317	53.59782	11.42598	14.12744	48.85941	9.64543	7.83835	34.33825	8.48748	8.78525	1179.21833	0.00000	5.81103	6.77361	16.05893	74.53755
8.40953	7.01184	55.16783	47.80527	10.04094	4.45524	47.92965	8.35807	10.10531	-122.24064	9.34386	7.68703	1135.70648	0.00000	8.59388	7.49249	4.79665	48.53868
9.03525	5.08955	73.04375	40.78206	10.75842	14.60625	49.19610	9.70005	7.90216	72.34424	6.46180	6.40242	1058.57201	1.00000	10.80452	9.28412	32.51659	54.71300
6.65121	7.47892	39.77514	10.29085	5.33680	8.59776	47.73654	9.21510	8.55840	105.75635	7.48566	10.11600	1171.17154	1.00000	12.09827	8.44269	20.50153	57.92772
9.56033	8.01625	42.48229	51.78771	9.89574	3.85549	49.60138	8.27019	9.49933	56.36091	6.91384	3.64536	1076.84162	1.00000	9.17238	5.34811	14.01872	39.44895
7.98795	7.76598	40.21747	34.65918	11.01870	2.80235	58.36875	7.89396	8.66429	109.22921	7.32351	5.17067	1061.65491	0.00000	4.08729	8.16113	10.57660	56.75330
6.87786	9.58264	65.96552	16.455	9.55920	1.95442	39.14580	7.28978	9.59564	120.5875	4.32061	3.34459	1170.62625	1.00000	11.95578	9.49185	-11.80598	52.26839
9.73411	7.63773	68.77485	12.95629	12.46163	4.33402	70.54570	8.27066	8.55279	78.27539	4.97460	7.01510	1176.04921	0.00000	11.82640	12.30974	21.44304	52.50834
8.85471	6.09694	53.31729	42.24113	7.93681	17.91190	67.10686	9.94215	7.16464	-88.3162	6.17737	5.09016	1152.81290	1.00000	11.06336	9.98396	15.01760	49.41289
7.30134	7.90848	59.72523	14.53767	9.18189	2.44355	45.12738	7.78000	9.55161	46.83187	8.32237	8.72908	1118.80227	1.00000	10.27511	8.75586	20.08476	55.98578
7.66726	8.66935	33.36959	37.60876	10.28365	1.50548	67.11066	7.06446	7.05353	-77.37331	11.04445	7.18355	1100.87269	0.00000	7.08540	7.29681		60.62736
5.84488	9.79506	46.32698	48.52961	7.64470	2.19279	50.77707	7.49142	10.72570	12.16179	8.16029	8.80182	1100.63613	1.00000	9.54095	8.58901	1.07539	46.43193
8.21406	7.43225	69.67466	30.46907	4.18125	9.46473	45.72397	9.21869	8.44912	70.96699	9.00577	10.09211	1152.44361	1.00000	10.56059	7.44984	21.02020	46.16891
10.62998	7.74107	52.36294	31.78336	8.36343	22.99920	62.61285	10.17024	4.99591	35.23388	9.53663	10.59779	1174.59528	0.00000	6.49892	6.69942	29.68114	53.36483
8.69374	6.43770	30.87736	-11.78333	8.03199	3.73167	62.76597	8.29504	8.92044	19.91667	6.80037	8.18285	1160.45226	1.00000	9.94609	11.25466	9.25221	49.14180
8.16268	6.30716	43.86227	23.0072	6.99562	1.04356	60.36963	6.50006	9.32210	-82.4017	5.77053	9.13828	1108.58076	1.00000	8.34437	9.98118	2.60777	45.85440
8.46358	7.76126	46.16934	15.58552	5.53657	4.08581	42.13829	8.35314	8.18619	102.42587	5.86565	8.42097	1183.46166	1.00000	9.54777	9.97022	8.15622	68.32116
9.96597	8.25002		35.88264	12.66520	14.98718	57.54257	9.77190	9.26936	-80.08199	8.03377	7.31668	1160.85410	0.00000	7.09015	8.58917	13.41739	70.73935
6.26770	8.92570	58.90300	37.05944	9.68252	0.91502	47.90110	7.02594	6.85647	37.3825	8.89182	9.42855	1061.60595	0.00000	8.15168	6.62214	26.20499	41.22032
10.70576	8.19329	42.05680	10.66668	5.16752	2.15509	50.79195	7.51712	7.89270	-61.51889	5.66319	12.42186	1077.68714	1.00000	8.72575	6.85339	10.37737	42.65694
7.97715	8.59160	49.06801	-17.83333	9.62504	3.29006	44.16174	7.77507	8.19279	48.41667	8.76759	8.80763	1098.58832	0.00000	5.57342	6.38235	23.61023	65.87264
9.07437	7.75317	27.08592	15.46063	12.72132	2.61316	52.17432	7.60962	7.62825	99.89166	9.20567	9.21840	1120.15998	0.00000	7.07436	6.35002	2.58664	42.51205
7.30837	7.44256	57.50204	45.99194	9.95174	3.69692	40.57592	8.26080	9.47143	29.41824	5.75132	6.86740	1118.80928	1.00000	7.83912	10.42305	14.23277	64.66400
8.72144	7.20182	63.65627	32.61603	7.19984	2.66831	42.68824	7.63728	7.20226	44.02488	7.58931	5.72702	1177.36719	0.00000	7.76157	12.08730	25.33217	65.13654
9.70607	7.43180	52.97914	40.87329	10.01051	17.74849	81.89015	9.94091	6.83942	14.43865	5.57234	5.55384	1121.70728	0.00000	7.57664	11.69844	19.16624	55.91523
7.63715	6.86246	24.84400	-8.73508	10.07954	4.82801	75.37335	8.54843	8.38732	24.99798	9.19952	8.11718	1067.00611	0.00000	5.34318	7.03605	0.08640	54.86315
7.64095	7.30200	57.85893	32.55531	10.45819	6.40553	36.77678	8.72561	9.54033	76.12647	5.41343	8.12593	1073.33459		8.66985	12.90512	11.31285	69.52329
8.42610	8.06351	56.00562	32.61603	5.70461	4.66929	57.02478	8.18564	9.50282	44.02488	9.23877	7.75469	1167.40616	1.00000	9.05023	9.97011	17.92584	49.03345
7.24697	8.80049	41.41271	41.57439	11.34193	1.77965	50.97944	7.38397	8.00178	24.71204	10.81856	8.03006	1067.04596	0.00000	6.61885	6.80588	10.13682	58.09595
6.98952	8.63460	53.04679	45.9836	9.63058	2.74377	22.75440	7.85142	8.55216	12.70038	8.71914	7.59777	1171.61948	1.00000	8.98429	7.96393	25.62102	55.33748
8.45037	7.20493	84.00535	38.10558	9.58727	14.85252	82.36494	9.72271	9.80304	-1.86343	4.43713	10.10029	1198.31728	1.00000	9.79040	9.73213	15.31251	47.66125
8.17667	8.16174	51.68861	10.58806	9.53824	3.26544	40.26318		8.46265	77.24779	9.89734	9.37322	1123.32910	0.00000	8.66535	7.32295	30.51531	45.79037
8.18975	7.88390	26.73945	54.48147	9.56407	4.74918	62.90033	8.47154	6.98386	53.47103	7.01395	6.79043	1183.02256	0.00000	5.57117	7.70059	37.88691	16.62119
8.87382	9.49403	36.14767	52.14	5.17620	2.62617	27.83522	7.86456	8.40511	5.58472	5.99798	10.32999	1067.46948	1.00000	12.74897	9.15107	8.51291	27.95730
10.24604	7.69790	40.29227	41.54566	11.50937	9.28984	48.52998	9.26179	8.38215	-71.29144	7.97547	5.92686	1084.61662	1.00000	10.01657	6.72168	19.05145	53.31449
9.08290	6.47345	39.26484	55.82885	8.08064	1.87555	73.47329	6.34756	6.07243	-4.21376	10.95143	8.73591	1122.64239	0.00000	6.71070	7.25283	3.04912	70.36861
6.98955	8.73401	45.28518	47.98372	6.90933	6.43656	72.75770	8.77125	8.64590	10.18527	5.82739	9.50064	1192.64651	1.00000	7.12656	9.11967	15.06673	40.82819
9.00858	7.06935	54.57855	-10.91722	11.39680	5.83930	70.34549	8.62963	8.71575	-37.65	7.19295	6.11838	1173.70268	0.00000	6.13914	9.56392	33.68518	56.55960
6.87365	7.64030	73.52567	53.53041	9.72877	4.73983	50.98252	8.56070	10.00206	43.67663	7.15865		1150.16902	1.00000	8.80641	8.49130	7.66196	64.73431
9.01822	8.46289	48.96034	44.22639	9.61490	7.95552	25.98869	9.03336	7.23332	22.53083	5.81405	4.66652	1084.70625	1.00000	4.26493	9.51961	18.47207	66.44060
9.73873	7.87371	62.90844	50.80904	7.89385	1.95914	63.79791	7.29050	10.27066	8.77069	7.99712	5.92001	1167.80822	1.00000	8.96690	8.31607	11.97727	72.70563
8.94723	9.61864	66.15034	9.92787	7.97459	5.00482	50.76868	8.56165	9.18481	-84.13722	7.16065	8.75922	1173.36311	1.00000	8.47300	9.78325	14.90265	52.91776
8.37032	8.91782	31.63652	-22.9	7.29687	3.22658	39.16964	7.90404	5.04903	44.53333	10.76056	8.55017	1066.76112	0.00000	5.51677	6.48701	17.80695	46.10732
8.44279	11.07980	80.45628	52.57583	10.48956	13.52977	55.03754	9.60918	8.82530	6.61944	8.40921	6.17168	1057.46193	0.00000	5.59990	9.24665	12.01779	50.61803
8.41102	9.26418	34.88331	55.75556	10.30452	18.91644	56.19568	9.96850	7.67037	60.70278	6.75388	6.30076	1120.97713	0.00000	6.34509	9.60211	8.75858	40.79013
8.39748	8.13280	62.32453	68.79833	5.99884	2.64564	36.28422	8.11053	9.89106	16.54165	8.28239	8.84182	1115.34738	1.00000	10.92677	9.29533	13.42216	54.34347
8.40391	8.65008	55.54975	48.52961	8.05478	3.13239	45.56103	8.09860	4.20268	12.16179	5.55047	8.25917	1074.09183	0.00000	5.94732	7.66694	30.94250	29.34859
8.24619	8.38372	60.47513	53.53041	9.94217	6.85337	51.28322	8.98015	7.06190	43.67663	7.25613	6.43774	1097.55807	0.00000	4.46256	9.43657	3.65660	35.96170
9.58779	7.39515	53.09085	41.57721	8.71680	26.28201	47.41085	10.33501	4.25937	-93.71133	11.19968	10.07444	1051.56424	0.00000	8.42307	6.58578	30.11936	35.62564
9.51822	6.89991	45.91702	49.28669	10.14290	2.55407	59.42298	7.75966	9.16503	1.00288	7.39391	6.26148	1078.72619	1.00000	10.73544	7.86316	5.72775	46.84268
8.83919	6.72204	54.15382	36.20389	7.91193	1.45423	52.68385	7.08708	6.04790	127.08472	7.27745	6.81998	1114.71304	0.00000	6.48462	9.92157	17.88133	48.72081
7.99859	8.97268	81.93131	46.23899	7.94826	2.60195	41.26888	8.06933		-63.13414	6.09311	8.96467	1100.71714	1.00000	7.63884	13.34250	6.36697	38.97556
8.95785	7.33857	76.36868	50.11861	10.75651	2.65928	39.77354	7.92513	7.61867	-5.53715	10.33291	8.26845	1142.21890	0.00000	6.68394	6.85208	15.20349	43.68759
8.28967	9.50506	26.45491	-8.76194	10.30079	3.64256	53.53176	8.20259	9.08844	-63.90389	5.01477	7.32417	1162.86122	1.00000	9.52639	11.99900	5.46019	64.23979
7.44482	8.30994	41.60834	-8.73508	6.36473	6.64410	31.12421	8.90641	4.65374	24.99798	9.92631	9.02752	1182.21828	0.00000	7.67714	7.34532	14.12069	65.21887
8.70315	7.58883	53.14960	50.11861	9.07990	19.57922	64.59237	10.06995	9.83720	-5.53715	7.11886	10.29871	1067.23206	1.00000	7.19452	12.79789	13.62998	52.76951
7.73988	9.08997	53.70995	43.61058	11.86630	1.71902	24.22831	7.34421	7.73571	1.33467	7.97033	4.50715	1065.96813	1.00000	8.43985	6.24797	-3.12115	42.64420
8.92344	7.59457	67.09831	37.65639	8.29086	1.13924	39.16822	7.59434	11.16640	126.835	5.14652	7.66986	1088.78585	1.00000	8.65701	12.57651	5.27422	42.06237
7.19310	7.67659	33.37819	34.15429	8.71417	7.66662	64.02723	9.05539	8.86364	3.50309	6.95944	7.66975	1157.83885	1.00000	8.94845	10.38446	4.37861	27.14699
8.95934	7.69544	54.38198	44.31771	6.44368	11.86461	44.16770	9.46207	3.46522	9.32241	4.25071	6.34018	1119.56653	0.00000	6.47989	8.21858	18.15622	50.06618
9.38571	8.42381	46.54604	32.42067	4.89347	2.76622	62.46911	7.95346	9.74265	-104.22884	9.30059	9.47380	1069.80979	1.00000	10.93685	8.20444	20.15787	33.03881
8.24804	7.57221	44.76497	54.48147	9.20887	6.84124	52.98023	8.89176	7.47828	53.47103	8.92716	9.85760	1171.33356	0.00000	7.63261	6.57279	9.76658	55.58725
9.66635	7.28607	64.75011	42.22718	10.80851	3.11143	38.03286	8.17439	10.93467	14.39024	8.50910	9.13695	1169.19565	1.00000	7.36254	7.73060	24.99762	53.46566
7.14168	7.31038	44.21270	36.08497	9.85154	2.55406	38.66990	7.78149	10.16097	9.37082	8.86497	4.96030	1054.82484	1.00000	8.46121	5.62710	12.12993	54.33205
6.72605	7.49220	38.55125	-13.7804	12.71876	6.56852	49.01738	8.96013	9.93715	34.4587	6.81516	3.08671	1158.65833	0.00000	2.94743	9.90054	21.24868	33.39182
9.08780	8.37091	69.00926	22.98212	7.48342	6.01282	58.51285	8.87830	5.87695	-80.58556	8.14974	7.18637	1129.13380	0.00000	6.33380	9.21227	11.14730	46.33946
10.42267	9.84513	42.94696	48.98994	9.58454	3.40184	62.68546	7.71099	7.46215	2.1699	7.63004	5.90637	1109.43894	1.00000	9.03708	9.53529	39.99468	26.89982
10.65307	7.35633	44.53508	25.92493	4.73926	1.72461	49.55525	7.71974	9.75339	73.66633	7.98247	9.91292	1073.74552	1.00000	10.62832	8.98533	14.43188	83.70303
7.51685	8.08201	51.58127	34.65918	11.74573	15.24250	54.54058	9.76685	10.47079	109.22921	5.64227	5.36462	1162.88047	1.00000	8.98934	10.53069	-1.87149	57.99813
9.20252	10.31938	31.02459	45.44868	7.58760	1.85820	29.21122	7.73100	9.38223	-73.81669	6.00772	7.90928	1073.50033	1.00000	10.14087	11.05393	14.18345	39.57842
