H2CO	PAHs	SO2	NH3	PM2.5	C2H3NO5	latitude	NOx	Pb	CO	CFCs	O3	PRES	TEMP	PM10	warning	longitude	CH4
54.03606	7.20015	6.32296	9.42019	7.46182	2.54380	39.08367	6.60814	36.76811	8.68156	50.45962	5.56020	1188.71780	25.92942	10.77984	0.00000	-84.50855	8.11500
46.04159	9.48209	5.28896	5.44754	8.55721	0.12772	43.71032	7.42863	23.03806	6.24190	49.90720	9.90804	1051.88156	6.93784	6.41259	0.00000	-1.05366	2.57294
57.06228	4.49178	4.69196	4.44244	8.25420	0.10015	41.91886	7.20604	43.50774	8.56492	51.63435	5.31833	1079.64172	15.69672	5.62776	1.00000	8.73812	5.85603
43.06242	9.67705	7.91203	6.56668	7.72464	0.11383	-8.76194	7.90877	41.60197	7.30143	63.15952	6.54282	1121.79726	21.28373	6.00067	1.00000	-63.90389	5.78172
47.94792	8.40924	3.26963	4.35606	6.99265	0.08122	38.45598	8.08935	43.30529	6.20684	20.97714	9.76714	1180.89422	18.91888	7.00096	0.00000	48.87498	2.55926
52.69653	9.31742	2.91318	3.26170	5.80507	0.08613	47.64995	7.59528	41.01048	5.90450	37.87312	8.67122	1156.28387	17.73605	5.61952	0.00000	-117.23991	5.66246
22.92813	5.36719	7.64352	1.80309	6.91663	0.46186	37.52487	6.39310	44.85738	8.48897	38.20891	8.43375	1182.29575	18.85477	9.00253	0.00000	-77.55777	5.05988
47.61377	6.83196	6.25617	8.59185	7.45075	0.39248	40.42386	7.46319	42.51042	7.85316	44.93489	6.74766	1168.64002	14.82103	8.75011	0.00000	-3.53261	6.78145
63.67812	9.19271	6.89771	6.83279	7.58471	0.17487	48.28259	8.56652	48.25856	6.49919	43.11425	5.88964	1070.14307	28.80195	7.82424	1.00000	9.72749	6.38782
36.88687	8.98471	6.50427	6.17513	7.32377	0.08260	37.08819	8.02767	42.51584	6.96986	45.72813	8.54538	1197.76885	27.21384	5.89259	0.00000	-8.2503	6.08866
59.06310	2.77434	2.27755	3.11715	9.01747	0.11552	31.84568	8.50678	48.08210	8.32893	45.09788	7.12692	1182.46982	16.97594	6.89176	1.00000	-102.36764	3.56469
37.91747	6.92562	4.06664	4.07378	6.15320	0.64917	16.455	7.74774	47.91955	8.21227	37.29819	8.11683	1080.03642	16.72938	9.39170	1.00000	120.5875	3.80414
38.58907	8.65321	5.45597	3.27246	7.01463	0.12173	37.19723	8.33921	57.25768	5.61202	33.75976	10.91838	1092.84624	11.62520	6.94885	0.00000	122.05228	5.91237
22.81172	7.39615	4.67567	6.43452	5.58716	0.09673	-4.16694	5.55911	78.40207	6.52694	59.34449	6.05149	1112.69209	-0.39936	7.22578	0.00000	-40.7475	7.30402
34.95141	8.14482	7.32391	6.77759	7.80601	0.07136	35.05266	6.70952	65.85236	5.51063	58.31681	6.63597	1063.39437	34.97061	6.56633	1.00000	-78.87836	6.10340
55.20239	8.36202	3.74949	5.10765	6.57413	0.04346	-6.8048	5.69440	32.94196	7.68286	39.67470	8.49614	1108.53722	16.90380	5.22926	0.00000	110.8405	3.23637
46.64635	6.52365	6.35204	9.22300	6.70133	1.34444	50.23019	5.57168	53.10701	7.08456	26.19108	4.17680	1161.33413	21.54409	10.11338	0.00000	8.77155	10.02680
64.33560	5.91476	7.88776	2.19182	7.54504	1.87780	41.48199	8.18977	46.40798	5.45406	46.84484	6.46274	1090.43644	13.18572	10.47719	1.00000	-81.79819	5.12781
84.90043	9.33040	6.37303	7.41286	7.79854	0.09388	9.57046	7.94067	64.30213	8.65287	35.83839	7.56675	1125.33303	15.98504	5.11132	0.00000	76.32756	4.70299
48.41871	8.39458	5.48082	4.75253	8.44991	0.09425	-11.78333	8.51775	57.70696	5.59841	57.47503	9.54579	1193.68419	13.15799	6.35113	0.00000	19.91667	5.61703
51.53131	3.18726	4.13784	3.53332	7.28191	0.09927	36.06523	6.44108	46.26169	6.94278	51.82514	7.93860	1199.47669	7.18174	6.65378	1.00000	-119.01677	5.57212
35.38919	7.10924	8.80996	4.63781	5.55775	1.33037	9.89206	8.23045	48.38477	7.04374	51.62038	4.04437	1158.84015	-9.15968	10.11611	1.00000	43.38531	6.97607
44.34991	5.91286	6.75763	6.66758	7.55334		28.15112	6.90979	35.34900	7.98695	58.20625	6.50702	1149.94005	22.55159	5.16641	1.00000	-82.46148	4.96410
31.97970	8.61672	8.31157	5.75163	7.59571	0.12981	51.19139	8.70188	27.80454	6.21144	69.34610	7.52513	1061.94183	13.87739	7.09049	1.00000	6.51352	5.08845
41.58267	8.32007	7.00866	4.71660	6.32606	0.17399	41.27194	6.45660	54.91710	7.62668	26.95037	6.92267	1165.14992	22.29499	7.85955	1.00000	123.17306	5.57690
33.83712	5.27805	5.22436	4.58488	7.15578	0.06252	49.65186	7.34864		5.63138	49.14023	5.88594	1150.59972	20.50220	5.60247	1.00000	26.97253	6.33651
55.53142	10.28587	3.37306	4.37924	7.82723	0.08151	40.82232	7.61277	65.65621	7.91440	31.26593	7.28854	1056.29956	27.41869	4.30454	0.00000	-74.15987	6.03712
42.18625	6.70887	1.84600	3.29718	7.76991	0.13842	48.77644	5.61256	74.82049	6.47034	44.45386	7.57543	1101.03329	14.99077	5.93753	0.00000	2.29026	4.87621
72.73142	5.31602	6.71115	7.33677	7.31359	0.02936	31.64615	6.69805	54.63773	7.13869	41.90656	5.92352	1193.56168	4.30220	5.27306	1.00000	120.74221	
38.28885	9.00985	7.34089	5.31462	6.09241	0.07479	56.56317	7.38884	36.19361	7.59450	45.85730	7.94868	1140.09973	-0.23196	3.46199	0.00000	-2.58736	8.72041
39.45976	5.59360	6.55148	6.41925	7.33312	0.16196	14.67751	6.41475	55.21064	7.88717	34.50613	8.86517	1073.64466	8.62801	6.62521	0.00000	-60.94228	6.20778
35.28327	7.18480	6.90541	6.46717	7.65997	0.08870	31.96258	8.17733	45.72765	7.53024	63.80817	7.81653	1087.73465	13.97932	4.61761	0.00000	73.97117	7.07468
18.44375	7.73770	8.85024	5.50538	6.32834	1.75003	39.00622	7.18365	37.16009	7.53276	38.31833	4.59859	1104.57704	13.34397	10.40407	1.00000	-77.4286	6.48336
67.48005	7.42238	7.21389	8.67896	6.85589	1.05180	28.90054	8.21375	55.99352	7.23842	39.07334	6.04105	1152.70371	11.47429		0.00000	-81.26367	6.94803
39.95114	6.61443	6.19748	10.23744	5.31162	0.19651	-19.7625	7.37857	41.93252	8.66533	27.67861	5.74464	1167.60342	4.95842	8.11326	0.00000	-44.31389	9.51607
50.61878	7.57893	6.59572	7.38950	7.45768	0.08849	7.62789	6.05978	70.00427	6.90612	53.93764	4.39059	1074.39764	27.66342	5.42826	1.00000	4.74161	5.85259
46.43192	6.89348	7.40322	3.30531	7.98097	0.11928	-10.95817	6.50952	40.70138	7.71920	37.63851	5.55179	1133.72236	-0.49784	7.28550	1.00000	-38.79084	7.01348
68.78880	6.48624	8.06911	7.61100	8.42807	0.15893	45.75279	6.48253	36.39058	6.77356	39.02946	10.14792	1139.14560	19.27516	7.53139	1.00000	130.57211	3.66278
62.56470	5.47636	5.08068	6.22892	5.80849	0.12033	-0.71667	6.34668	40.58106	7.48409	48.40304	6.65866	1142.97001	14.17994	7.19525	0.00000	-48.52333	7.01083
41.22460	9.99571	7.80089	7.55365	9.04868	0.21496	14.62072	7.11584	77.51416	7.62344	57.77247	6.48741	1071.52184	5.03703	7.49664	1.00000	74.83554	
51.54893	8.67684	6.06785	9.18061	7.92979	0.17853	42.62833	7.07717	45.00727	6.91762	45.13239	5.23322	1102.50305	15.01061	7.36434	0.00000	20.89389	9.80314
36.41340	6.22901	5.80476	4.66079	5.99917	0.13538	12.25282	6.97551	38.01578	7.20034	45.54362	6.18624	1110.47263	15.00740	6.54024	1.00000	79.41727	5.84397
33.42390	6.03998	6.65194	5.35237	5.73530	0.11608	40.42386	5.67921	44.01638	6.43054	14.69340	5.26684	1129.26366	32.17884	5.58244	1.00000	-3.53261	7.70885
67.93858	8.68338	6.37406	6.31542	7.64842	0.12319	45.4473	6.68107	46.56076	9.35852	55.58887	8.66327	1165.39635	7.69123	7.09807	0.00000	-73.75335	6.50266
31.95467	9.67307	8.56210	7.50274	7.70817	0.13744	38.58894	6.70798	59.86475	7.46615	51.31691	5.82655	1099.44768	10.17344	7.19661	1.00000	-89.99038	6.28903
49.47089	5.91632	5.05594	6.27610	7.15177	0.69311	-44.39672	8.36570	70.16361	5.16399	36.46164	4.90427	1141.83917	30.34385	9.37069	0.00000	171.25364	7.77919
40.17571	10.30914	7.67375	7.93644	7.36326	0.14999	35.48199	5.88827	27.06499	7.59344	69.32417	6.49570	1175.28243	-2.12898	6.90476	1.00000	137.02166	6.14602
32.61655	5.79017	3.09830	5.61725	9.05430	0.42007	32.35126	8.00040	48.36706	7.08457	67.46469	6.90690	1066.90289	23.95337	8.81325	1.00000	-95.30106	3.48171
53.32064	5.61125	7.22009	8.45408	5.92722	14.10483	55.1904	7.20289	55.82545	8.67679	48.08889	3.66506	1130.36991	13.56168	12.52518	0.00000	30.2049	9.26999
65.67268	5.47413	5.22386	8.90162	7.45159	5.46703	4.73245	6.84449	48.86383	7.05587	45.81579	3.88835	1066.17207	26.86569	11.57537	0.00000	-74.26419	9.82923
52.98338	6.52874	5.99533	4.97850	4.84269	0.11086	37.71715	8.69894	27.80645	6.48499	51.12001	6.54624	1199.91428	6.09185	6.55342	1.00000	-122.40433	5.76509
38.51566	9.63362	8.27975	7.29288	6.60501	0.08215	13.73417	6.91342	51.79971	6.58375	31.32496	9.20237	1182.63646	26.53411	6.87665	1.00000	-89.71472	4.24641
62.51537	4.57052	5.20486	7.16824	7.76192	1.10089	43.31667	7.05987	43.45284	5.14775	40.88454	3.47926	1180.42221	18.30928	9.90078	0.00000	-2.68333	11.38049
57.46019	7.78770	10.12607	5.80090	6.93166	0.49814	31.84568	6.84387	43.48926	6.27099	52.89731	5.04866	1088.27800	21.50707	9.00163	1.00000	-102.36764	5.94521
49.08190	7.01143	5.48998	7.35012	7.42537	0.09544	34.95303	6.96459	65.86948	8.52193	39.27198	6.17761	1197.05406	5.02206	6.74818	1.00000	-120.43572	4.12452
56.12559	5.35924	8.74263	2.95332	7.34863	9.18857	42.24113	8.91989	51.44847	7.44477	41.89043	4.46936	1161.08002	16.87381	12.09664	1.00000	-88.3162	6.91733
48.28067	7.80820	7.18228	7.85605	7.18529	0.17804	27.76056	7.15536	64.39017	5.48800	30.80586	8.80255	1181.22557	13.45140	7.69432	0.00000	-15.58602	4.85277
41.95211	7.15028	5.77677	3.33337	7.51063	0.14694	-8.43333	7.01002	39.74729	6.47491	67.30021	6.98112	1193.98988	-1.09712	7.53439	1.00000	114.33333	6.67213
46.49376	8.51207	3.78327	3.95456	6.57845	0.06441	13.44581	6.66391	36.76155	8.97807	63.87924	6.53538	1127.39310	28.98407	3.49432	0.00000	101.18445	9.08135
48.05138	8.52669	8.24532	5.79297	7.04338	0.26675	-23.7975	8.80847	50.02496	8.19367	45.22966	6.52630	1151.16132	13.44910	8.06659	1.00000	-48.59278	5.67048
46.70167	4.07650	2.73757	6.37289	8.27907	0.09048	-1.6	7.71640	38.42494	5.76826	20.60518	5.14455	1065.37627	8.73498	6.09188	1.00000	103.61667	2.79477
40.47181	6.93061	4.54589	8.76740	8.31069	0.26624	53.53395	5.76408	44.62090	5.99401	37.21104	5.65282	1137.70984	26.06709	8.05596	0.00000	33.72798	9.45886
76.90740	9.70117	8.36420	7.39160	6.81258	0.18178	45.49428	7.12896	58.25114	7.54811	41.53508	5.16050	1121.96114	2.28710	7.44443	1.00000	-122.86705	6.58905
40.14588	8.10618	6.12647	6.92339	6.77941	0.05024	28.88162	7.30938	56.22490	8.35257	58.40378	8.01827	1076.22766	13.75028	5.80694	0.00000	120.03308	5.17865
39.85697	6.30433	7.70294	4.76427	6.17130	0.11408	30.24706	9.37252	54.26746	6.55309	57.90027	7.50577	1055.74662	30.62731	6.05162	1.00000	115.04814	7.45806
32.41996	3.63531	5.77907	7.79347	7.13222	3.05983	42.35843	8.01199	59.90625	7.16724	35.19387	3.86857	1123.94233	0.84575	10.98666	0.00000	-71.05977	10.56161
70.18152	5.68395	5.01558	6.13693	7.55674	0.12354	35.88264	7.25541	55.93298	8.44186	41.30205	6.03911	1097.61691	35.79275	6.73640	1.00000	-80.08199	5.01446
39.58982	7.21761	9.14533	5.36825	6.17167	1.51584	47.83333	5.90855	47.24973	6.35286	33.79949	4.34946	1161.89699	17.82619	10.25899	1.00000	59.6	7.15321
57.41033	8.43376	5.36138	6.06311	7.39466	0.01213	53.53395	7.58733	48.47809	7.38589	53.55075	8.05903	1071.26481	8.79923	5.23579	0.00000	33.72798	4.95040
46.53061	7.94790	8.02564	5.44139	8.26143	0.12750	-38.16604	7.62373	45.92520	7.57378	39.65219	6.35497	1170.00108	10.11469	7.46119	1.00000	145.13643	6.69053
28.14121	8.03653	4.58091	4.06143	6.39920	0.09502	23.49668	7.47600	77.97223	6.52104	27.18673	8.89264	1199.49540	12.12619	4.92986	0.00000	86.68363	5.92116
55.43858	5.52360	4.82357	8.34903	7.89907	0.15977	-10.91722	6.38321	62.61853	6.20095	45.94544	3.45739	1171.46988	14.62337	7.86106	0.00000	-37.65	12.44409
56.41472	6.30996	5.90189	10.47024	7.61356	0.15653	50.7236	8.01512	31.92073	6.40894	43.34052	5.57413	1127.34376	20.06092	7.42334	0.00000	-3.52751	10.80048
28.53944	7.06289	5.62950	8.45769	6.69364	0.13069	22.10194	7.56388	45.55962	7.41501	19.61503	5.09193	1157.79695	19.34811	6.71017	1.00000	85.37752	4.44954
47.36289	7.19519	4.09337	8.07932	9.24918	0.07451	55.67938	6.92784	42.72789	8.07925	51.15028	11.95545	1090.87633	15.96416	3.58891	0.00000	12.53463	1.35926
56.82822	8.53491	9.11580	5.90089	7.22805	0.30863	50.71229	6.83646	64.15680	6.21729	39.74362	4.39422	1078.70175	28.60672	8.24993	1.00000	4.52529	6.42837
56.42421	4.95915	5.23743	7.21741	8.80836	0.04273	36.33011	6.57096	56.86922	5.94834	40.89780	4.91374	1080.97516	14.57231	5.54310	1.00000	138.89585	4.94917
77.25953	9.35547	6.02289	4.94157	6.13402	0.07556	25.6439	7.67288	46.88072	9.07146	49.60571	9.31302	1109.31821	-2.11989	5.76751	0.00000	77.9129	5.91210
47.17259	5.67119	3.28644	6.30806	8.06623	0.22625	14.0823	8.95098	45.86107	8.54732	58.02666	5.30778	1190.38694	10.75091	7.66665	0.00000	98.19151	8.72278
42.38799	8.66799	3.92371	6.31613	8.92897	0.15779	26.18924	7.10345	17.56521	5.63642	26.93213	4.21242	1073.95936	17.47940	7.12635	0.00000	-98.15529	10.21082
44.67282	8.11877	9.99584	6.53280	7.60432	0.37242	27.71809	7.54103	35.67970	5.97995	59.07410	2.64109	1185.87628	25.39299	8.72189	1.00000	-82.35176	8.06927
43.64698	8.41131	5.65380	4.36178	6.84023	0.23745	-10.91111	8.24126	63.54173	5.77186	31.24147	11.31984	1132.05115	16.54856	8.13578	0.00000	-37.07167	4.06107
17.29881	4.80841	6.07220	6.76508	6.87217	0.19374	24.96334	7.94109	54.57232	6.79743	40.35721	6.83893	1183.92903	19.20434	7.93626	0.00000	10.18003	6.41706
42.42420	5.83956	4.93611	6.18471	6.51497	0.15253	47.90771	8.87259	50.03158	7.80207	8.71893	6.98102	1154.94118	18.13843	6.70943	1.00000	106.88324	
44.30883	1.77984	3.00651	3.78854	7.41596	0.09623	36.53333	7.49973	43.69337	6.55755	62.24501	5.44794	1082.48248	-2.80815	4.53601	1.00000	136.61667	4.49276
37.95876	8.25150	5.54646	6.06500	7.56762	0.09693	55.1904	6.16713	44.22263	7.38372	52.11785	8.93198	1154.05587	29.20812	6.49275	0.00000	30.2049	4.48715
48.22920	4.51797	7.77355	11.10111	6.52620	3.68313	8.79577	6.40745	70.57772	7.69775	33.33758	3.66945	1179.44846	25.01979	11.17797	0.00000	-75.69947	11.51891
65.81959	8.56816	8.50627	5.26112	6.46967	0.44438	31.92923	7.56794	40.10652	6.31782	40.80221	5.66657	1164.84710	30.03975	8.88846	1.00000	34.86563	5.06110
68.24878	6.40570	9.34981	6.80263	5.75279	0.12598	8.48714	6.77118	49.72083	8.38590	70.56383	5.40589	1159.88287	15.79556	4.18482	0.00000	-13.2356	9.01633
56.65072	9.43961	8.06142	7.69267	7.43474	0.37500	18.87813	7.91457	64.18913	8.82068	57.14732	3.27485	1079.53185	9.65550	8.77654	1.00000	72.93924	8.22551
62.40870	8.06211	8.52687	5.87162	6.82197	0.49324	23.5654	7.54645	58.84091	4.97307	11.06719	7.51117	1088.38558	15.83645	8.93283	1.00000	119.58627	5.34290
59.65194	9.96116		6.31805	6.10652	0.05037	-8.73508	6.59947	53.06162	7.36603	33.43774	8.50019	1193.97217	17.71076	4.72632	0.00000	24.99798	5.63511
60.08904	3.09987	5.47620	7.68952	6.05537	0.07006	29.65163	7.11197	60.40821	6.42639	29.94304	8.61322	1082.18478	2.90993	5.37955	0.00000	-82.32483	6.62350
51.83028	10.89458	6.18376	10.71559	9.19828	0.04549	48.77275	8.25517	40.78060	7.93398	46.34146	8.90033	1068.30561	15.24807	5.02683	0.00000	5.16108	6.12819
47.53499	6.79354	9.80210	6.94026	5.42864	0.06885	60.02427	7.92300	58.36828	9.04290	60.91879	7.76625	1152.00373	7.88829	4.58695	1.00000	30.28491	7.69480
53.49632	9.41584	8.21819	6.22449	7.38139	0.31518	50.76306	8.78413	62.12273	6.76438	36.18125	6.71694	1074.82053	6.35444	8.56557	1.00000	-1.29772	4.46849
22.91755	8.60406	8.04950	6.53137	8.16116	0.32471	-31.95224	8.38654	45.05284		67.31416	2.79280	1169.60179	6.46375	8.49240	1.00000	115.8614	8.82152
37.80541	9.24600	8.27893	6.84505	6.78791	0.18406	20.22816	8.07932	73.28715	7.33041	56.00417	5.69571	1061.25176	39.36711	7.85287	1.00000	-103.5687	6.31410
49.97561	7.89949	8.46537	5.09661	7.12411	0.54006	25.92493	7.91535	40.73720	7.48334	29.53028	5.99620	1179.99447	21.51545	9.19484	1.00000	73.66633	5.69018
61.88511	8.56973	9.48447	6.65742	8.07624	0.44225	53.83333	8.28460	27.14859	6.31966	44.53150	7.76368	1119.52891	13.75016	8.82943	1.00000	-2.98333	4.46127
56.68411	6.98451	7.39838	4.34262	6.74341	3.80892	-22.45667	7.40081	48.71217	7.05177	68.38509	5.28326	1169.02794	23.93114	11.21284	1.00000	-47.53028	6.79249
55.75021	3.08371	6.23119	6.87022	6.34346	0.10399	48.78232	6.74262	57.37209	6.73680	57.45356	6.24373	1056.06006	7.22421	4.21222	1.00000	9.17702	5.83178
41.23102	10.20478	10.40575	9.19062	9.15751	0.33151	32.5007	9.31382	38.18412	7.23167	43.99913	7.72053	1118.92092	-6.78381	8.59130	1.00000	-94.74049	4.05115
69.42907	5.05509	5.18468	5.83842	7.21522	0.10238	-4.16694	6.99966	34.28549	5.86870	34.04958	3.96131	1112.21898	3.26747	4.97167	1.00000	-40.7475	7.38503
45.19806	3.13511	4.58693	6.18099	8.38429	1.77049	50.76306	7.68852	50.11857	7.17819	65.19936	5.40824	1143.49352	-1.22812	10.42964	0.00000	-1.29772	7.45364
66.49908	5.17333	4.40127	4.79988	7.55694	0.09102	38.55632	6.93557	48.66809	7.20904	61.46064	6.54297	1114.66555	7.30308	6.91889	1.00000	69.01354	4.71754
48.44214	3.01158	4.49179	7.57063	8.10008	0.15810	4.2475	6.38591	38.02373	4.96840	39.84383	5.50687	1120.39026	13.58455	8.01596	0.00000	9.00472	9.29601
63.09142	7.42345	4.71364	3.62540	8.86321	0.18446	39.32288	7.27560	40.61051	5.74081	34.20945	5.68974	1166.48052	8.22288	7.19792	1.00000	-76.72803	5.25177
22.30347	2.67039	4.03167	7.77293	6.53566	0.31951	48.78232	5.57740	51.19814	6.71521	40.31677	6.62970	1134.68017	4.29303	8.57293	0.00000	9.17702	7.61478
49.61579	7.68288	8.06248	5.21287	7.24223	0.30909	49.88307	6.77330	37.88087	6.60795	46.15461	4.48651	1126.69943	10.68910	8.18276	1.00000	-119.48568	7.73041
69.22945	3.34318	6.66195	7.80148	5.09021	0.11604	12.37169	8.17449	33.01946	6.95270	41.61698	7.62372	1103.52871	21.44058	5.32907	1.00000	123.62494	5.99748
62.77047	6.99823	5.74981	7.52846	6.89511	2.04760	51.35084	7.69029	68.23123	7.25550	62.66856	3.44256	1163.91391	18.44041	10.58382	0.00000	-1.99421	10.23975
34.87604	4.73837	6.56501	7.97235	5.19167	4.64479	10.22677	7.99212	47.65582	5.84988	59.47230	4.55226	1088.04679	12.10404	11.40976	0.00000	-67.33122	8.46572
58.95598	7.98966	9.59633	6.00535	7.89737	0.74867	22.98212	6.86161	68.51240	9.48697	27.91570	4.46992	1171.84793	22.52139	9.46910	1.00000	-80.58556	6.43942
42.65604	6.13213	6.96133	7.17038	8.81395	0.07016	18.18158	6.22437	63.26403	6.83165	56.19660	5.40283	1195.24482	10.22628	4.93811	1.00000	76.03889	6.19979
53.02620	4.27321	6.79439	5.94445	5.98409	0.04842	7.65649	7.93007	63.37729	7.07192	47.60724	6.03981	1066.89615	22.71155	4.15874	1.00000	4.92235	6.06598
38.86375	10.46768	6.49100	6.67746	6.84283	0.53239	-5.85746	6.84503	39.64859	6.71393	56.18743	5.77115	1083.36570	28.48207	9.03865	0.00000	144.23058	6.25335
56.12410	9.92932	5.61693	5.79642	4.69311	0.05305	43.86682	7.72539	53.49693	6.00476	39.44770	7.65259	1100.59003	0.48154	4.37808	0.00000	-79.2663	5.98269
52.50226	10.33365	7.31431	8.41510	8.36333	0.30722	45.44868	7.62493	55.86237	8.04901	43.82459	6.51383	1089.33071	25.24729	8.49358	1.00000	-73.81669	6.36229
52.78660	6.34771	4.57728	7.79613	8.19923	0.85343	43.35071		66.35768	5.39049	48.41127	5.32804	1110.21107	6.61365	9.69737		46.10925	8.56191
61.68172	4.75403	5.38952	10.08213	8.16300	0.37950	41.57439	8.08364	54.19962	6.47290	63.71349	5.90832	1186.60576	18.95009	8.75036	0.00000	24.71204	9.74013
26.67542	7.61147	6.64181	6.10651	7.98580	0.11451	37.58105	8.38584	46.18396	5.56931	38.19063	9.00137	1171.49584	5.31686	5.99851	0.00000	29.26639	5.73873
52.09816	5.97827	4.80880	6.33545	7.90833	0.12530	33.35283	8.13226	61.59726	6.27609	35.02069	6.15271	1118.55044	21.55243	6.97652	1.00000	-111.78903	4.77790
47.58695	6.86703	10.37708	4.56827	7.91407	0.82964	51.64316	8.64985	32.01149	6.01107	54.99864	4.09697	1107.61759	19.16675	9.58259	1.00000	-0.36053	6.27542
44.15879		9.31425	8.82809	7.62045	0.15130	-54.8	8.23898	40.14889	8.45625	85.81474	7.16684	1099.51873	16.34656	7.35329	1.00000	-68.3	4.43750
42.81248	6.80221	8.58657	4.42958	7.30890	0.45035	28.98002	7.44093	52.01287	6.98715	40.23613	5.22248	1199.91141		8.91834	1.00000	77.70636	7.07143
56.07210	4.64784	4.79175	6.77292	6.68146	17.32840	43.61062	6.31771	63.66893	5.98429	54.13265	1.65343	1134.98873	12.89576	12.73542	0.00000	-72.97261	11.28112
36.20750	6.08860	5.45098	5.77672	6.96985	0.08862	25.92493	6.38055	64.04716	7.91862	45.53097	5.35616	1127.92951	23.96252	6.15840	1.00000	73.66633	5.43025
35.29121	7.27704	4.55327	6.57854	6.85197	0.17947	12.74482	8.11019	57.29240	4.84200	42.38198	5.18747	1071.68896	4.95014	7.80770	1.00000	4.52514	4.68151
54.56405	3.62627	4.64971	7.11702	7.65042	0.11501	55.8736	6.05589	72.26839	8.09221	41.92866	6.02415	1170.26244	-3.30977	5.13478	1.00000	85.4265	4.33581
62.21273	3.86588	4.13752	6.38980	7.74976	0.10268	17.06542	9.36849	44.26231	8.27668	48.95967	5.14334	1144.91213	3.69230	5.38037	1.00000	-96.72365	4.71243
41.52933		8.91414	2.53706	7.97564	0.41003	28.15112	8.44767	62.61453	7.65159	52.70530	8.03174	1151.79497	17.05355	8.82059	1.00000	-82.46148	4.07813
55.59697	6.59903	6.17358	7.82007	4.66693	0.07678	29.65163	6.49977	39.48690	7.34036	34.18087	4.55624	1082.07424	12.51422	5.13759	1.00000	-82.32483	4.84806
63.19492	8.11804	8.34957	5.39419	6.90618	0.56743	-1.63333	8.30749	56.51272	5.88771	36.78135	4.18498	1193.75086	4.28977	9.17621	1.00000	13.58357	6.94145
35.39223	6.73592	9.47805	3.39025	7.45617	0.36617	38.96372	7.76427	46.36454	6.20269	35.84178	7.77971	1172.04770	11.83764	8.54381	1.00000	-76.99081	3.89044
37.90929	7.08963	6.70875	5.16020	8.10380	3.99349	-6.48167	6.31208	60.61815	7.76639	72.08614	2.47740	1140.77485	5.35497	11.24731	1.00000	106.85417	9.79513
62.24293	7.04672	8.70692	4.26350	6.87596	2.56363	52.26083	5.41598	35.00359	7.34828	41.03599	2.90720	1174.85583	7.76655	10.79382	1.00000	7.00417	7.30143
14.32880	5.74243	4.22601	3.63164	5.75309	0.18665	22.10194	8.94308	50.58667	4.05032	55.57192	6.66833	1102.00453	29.50579	7.55862	1.00000	85.37752	4.88811
53.64774	8.19789	4.77510	5.03034	6.73772	0.05519	45.53929	6.07377	25.14323	6.85119	35.52515	9.13225	1066.88147	13.46663	6.31131	0.00000	-122.38731	4.72854
33.53838	8.01291	9.14512	5.28650	6.37275	0.23038	-8.05389	7.50864	67.97517	6.97401	51.91274	6.04992	1134.87855	31.36490	8.21025	1.00000	-34.88111	5.44313
41.38091	8.33740	7.16733	6.18765	6.66707	0.10936	41.24255	8.61759	77.71747	5.93702	57.65054	4.93549	1056.82125	4.20746	6.49301	1.00000	-82.61573	8.24756
57.13763	8.51111	9.26507	6.08005	8.30566	0.90352	44.89784	7.75230	37.46383	6.83522	31.16138	6.36852	1078.72737	7.07949	9.71269	1.00000	8.86374	4.68675
53.11029	9.12843	6.41558	6.10464	6.02311	0.39849	4.2475	5.20831	65.28651	8.34938	45.32655	3.13785	1098.96337	6.66824	8.72033	1.00000	9.00472	8.47222
54.85623	6.98112	10.38437	4.44920	6.72622	0.27112	9.3337	8.07822	48.34734	7.13256	38.68115	5.78703	1131.25631	1.87337	8.31564	1.00000	122.8637	5.36612
54.60019	6.19672	4.32232	6.39749	7.13799	0.21954	6.8485	7.53302	63.35568	6.94524	35.33429	5.67699	1089.82418	4.03288	7.72576	1.00000	3.64633	4.81669
31.72848	5.82048	6.94591	8.38143	7.85305	0.12725	44.92934	7.08296	41.71312	7.73437	52.42232	7.63595	1170.81358	19.33867	5.84004	0.00000	37.99117	6.65232
41.85970	8.00900	9.49039	9.40496	7.99503	0.09039	38.07789	8.96625	45.54245	6.17572	30.52191	6.40774	1075.99434	11.52446	5.44504	1.00000	13.44275	7.33627
46.97345	6.52363	7.08601	6.25266	8.33979	0.14617	38.68712	6.64449	63.64005	4.99644	45.59583	7.01000	1120.87685	8.78879	6.31597	1.00000	-4.10734	6.51063
36.57817	8.88802	4.85896	3.79252	8.25458	0.08093	58.23583	7.43762	50.49198	6.34436	35.52861	9.29243	1087.43514	5.60237	5.91804	0.00000	92.48278	6.74525
41.91902	8.23921	4.44830	5.06810	7.54756	0.11318	22.10194	6.21952	34.13002	5.99292	57.30445	8.38093	1180.75484	3.18995	6.24190	0.00000	85.37752	5.82479
53.16416	8.60750	5.42754	4.92845	5.80608	0.04541	9.58126	6.31174	54.30416	8.14792	39.90133	8.15309	1160.95303	15.07136	4.17635	0.00000	8.2926	6.38071
64.46790	8.78569	8.60133	6.29525	7.07175	0.28520	-8.76194	7.17573	56.93576	7.13958	64.43176	6.13832	1059.81280	1.04156	8.27804	1.00000	-63.90389	5.71965
