latitude	PAHs	NH3	NOx	Pb	warning	SO2	C2H3NO5	longitude	CFCs	CO	O3	PM2.5	CH4	H2CO	PRES	TEMP	PM10
12.37169	11.18232	7.17178	7.75899	46.40212	1.00000	7.29143	0.38257	123.62494	40.10153	10.05437	8.21997	8.34373	6.97713	2.35329	1060.78230	26.39854	10.24907
42.58342	9.78822	10.81114	9.76893	65.38751	1.00000	11.21630	0.03109	-71.8023	56.59085	9.41589	10.73816	7.11611	7.25660	47.34441	1094.32719	15.08992	6.12861
40.72371	11.32120	9.94632	6.87577	39.31543	0.00000	8.99364	0.03252	-73.95097	50.56756	10.67418	11.87335	8.74556	10.80999	51.41174	1080.61012	7.63587	6.75697
34.63915	8.65290	8.08420	8.66619	57.57054	1.00000	7.50207	0.14096	-120.45794	51.04407	7.98570	6.43491	8.67561	8.13267	53.61649	1099.44352	34.96669	9.14702
43.71032	5.36749	8.41622	10.53698	20.83932	0.00000	11.52380	1.37688	-1.05366	74.83294	7.82836	5.25107	9.75943	5.68958	52.89050	1062.40966	27.43856	11.53605
44.98901	9.68207	5.79577	8.00911	67.84770	1.00000	8.08806	0.02448	38.94324	49.27707	8.27497	7.03671	8.54640	7.50294	28.23848	1091.17090	16.17528	6.40044
38.06084	7.46127	8.48463	6.95641	25.44797	1.00000	9.79569	0.04822	-97.92977	50.64043	8.07831	8.13356	7.38048	7.24166	43.69803	1177.06795	24.65664	7.13386
50.75932	10.88362	10.56536	7.45187	65.28449	0.00000	5.79202	0.03306	25.34244	60.74507	10.06903	9.93211	8.69039	10.04871	42.61865	1182.40079	7.90828	7.10741
22.37066	9.34238	10.06421	8.87891	50.74078	1.00000	9.24717	0.06795	114.10479	74.87564	10.94669	11.78683	6.78090	7.58886	39.18042	1074.70405	12.53332	8.03392
55.75556	9.85401	6.26839	7.89340	64.18771	1.00000	8.52204	0.05213	60.70278	33.97219	7.83043	9.94163	8.82648	5.91819	37.46874	1195.57496	7.12150	7.78841
26.91756	13.65966	3.27458	11.54289	57.63561	1.00000	8.46170	0.07433	-82.07842	45.30041	10.39360	9.14211	8.30147	6.31868	68.21076	1106.64738	29.72625	8.50844
36.76775	10.57920	11.94901	8.07428	45.17993	1.00000	10.60900	0.04089	2.95924	38.02394	8.98408	12.87398	9.97491	6.95162	34.07885	1104.33385	17.23057	7.20241
9.3337	10.27843	10.52902	9.44459	50.04078	1.00000	11.27104	0.02743	122.8637	59.99498	7.21520	8.43552	9.25332	7.43556	34.69380	1187.25240	20.87748	6.11448
44.35056	11.73060	8.98921	9.75480	44.83619	1.00000	10.74127	0.02622	142.45778	43.43424	9.30866	8.02767	7.55703	7.14948	19.79319	1069.84107	19.37303	6.24048
53.83333	8.85050	5.32700	7.22609	70.02160	1.00000	8.95508	0.04692	-2.98333	28.63249	10.02502	5.84132	8.05372	8.27274	33.55624	1170.76048	3.76669	7.62932
50.56149	11.40947	4.45630	8.02928	37.98044	1.00000	8.00399	0.04557	4.69889	68.38245	8.41338	7.89470	9.38640	6.99984	67.69887	1156.49606	15.28638	6.88041
53.49389	12.22018	3.54692	8.15373	37.60067	1.00000	8.30717	0.39786	-1.29243	34.93487	9.10525	8.38684	8.48715	6.05978	42.42641	1183.46105	31.51190	10.25049
53.16167	10.31517	6.60968	8.42333	57.90757	1.00000	7.98765	0.09901	6.76111	47.49435	8.11316	7.62204	8.38853	7.14676	55.00604	1090.88270	12.67434	8.70070
41.55815	6.36905	12.00537	9.39308	57.28179	0.00000	12.77249	2.65911	-73.0515	67.37923	7.58749	8.09813	8.00998	7.46179	61.33335	1155.87271	6.11407	12.20210
41.15376	10.86884	11.57280	7.18615	57.43859	1.00000	10.42206	0.04051	-87.88754	34.44743	8.57098	12.82838	7.49939	6.82759	55.20030	1132.87055	19.14287	7.04528
3.3285	10.06669	5.60246	10.96599	42.82561	1.00000	6.24661	0.20470	99.1625	45.36945	8.98727	7.46558	8.81212	6.65736	27.95626	1071.29682	29.03401	9.59619
3.11988	10.38753	3.33247	8.84527	48.92851	1.00000	7.66280	0.07561	35.59642	40.07063	8.62268	7.29604	8.92314	6.38997	42.37914	1078.07759	21.57445	8.27500
0.46005	8.03660	9.53359	7.79772	75.00838	1.00000	7.72046	1.04135	34.11169	69.93756	6.90820	5.43437	10.05473	9.55001	57.31425	1109.00431	9.19328	11.25129
-13.7804	8.81864	10.00627	9.06982	48.96655	1.00000	9.29741	0.06761	34.4587	52.68544	6.83319	9.11509	8.49809	8.40753	51.16087	1112.60545	17.49906	8.29676
-3.74912	10.41664	10.01475	8.78334	46.89975	1.00000	10.18132	0.03622	-73.25383	40.93194	11.07655	10.32993	8.00354	7.07625	41.13148	1099.13042	8.79659	7.11957
48.28259	9.79481	6.86648	9.05348	63.53421	1.00000	4.96865	0.28351	9.72749	62.31748	7.72742	7.20220	7.52244	7.37864	33.94404	1160.65100	15.53142	9.93934
23.1959	12.17918	10.69400	10.28719	35.25364	1.00000	11.53367	0.02669	86.51499	49.72414	10.02610	12.53512	9.86400	6.61705	30.69599	1160.92263	8.68184	5.72810
30.17746	8.39639	7.05497	8.11777	54.92873	1.00000	9.76963	0.04301	-81.38758	66.81382	8.13891	8.03501	8.50936	6.16628	14.94690	1165.70504	25.38739	6.90456
11.00599	8.27264	7.62513	8.97808	27.82083	1.00000	8.12437	0.08450	77.5609	34.57003	9.24277	5.58852	8.89937	9.00267	55.78901	1078.83063	5.27726	8.48565
42.64685	11.04111	8.56176	6.91827	55.25642	1.00000	10.39736	0.03446	-5.55835	38.94018	8.42300	7.54571	8.46770	6.54758	10.25252	1165.41711	17.42999	6.32674
-5.41667	9.95199	9.32240	8.84354	28.11848	1.00000	13.31488	0.02685	38.01667	48.51947	9.45537	5.46658	7.53424	5.51770	43.21783	1157.02661	4.44083	3.60261
9.57046	9.12287	8.16428	9.38189	50.55281	0.00000	6.40522	0.01860	76.32756	35.98494	7.92609	9.28422	8.72312	10.40926	24.20376	1154.16302	7.16495	6.74739
26.68451	9.54882	8.19871	8.47502	34.23336	1.00000	8.18985	0.32085	-80.66756	53.23480	8.34726	6.23137	7.88018	9.15443	62.39448	1078.10465	25.05327	10.01198
10.98778	10.10685	6.99998	8.26163	53.74903	1.00000	7.44874	0.14777	-74.95472	32.89526	9.43819	8.09553	9.23530	6.27192	49.40961	1129.15069	8.04631	9.21782
25.75728	7.32215	9.86963	7.62462	45.59914	0.00000	10.21689	0.36014	75.37991	63.96832	9.87726	8.69598	9.46134	7.40020	38.99000	1091.03515	0.80827	10.18712
40.67705	12.55131	11.41590	10.48412	41.50834	1.00000	9.19042	0.09180	-73.89125	46.38562	7.69237	13.19855	8.29703	7.71429	47.36914	1176.54194	30.72536	8.51968
52.09	8.35846	10.59500	8.90454	46.40850	1.00000	10.80152	0.02878	5.23333	30.48236	9.47668	13.11811	9.34882	5.93077	36.68630	1172.22563	18.48759	6.49664
4.92675	10.86494	8.76019	8.71307	45.00800	1.00000	6.61524	0.60639	6.26764	64.63932	7.94185	8.41236	9.56020	7.06147	30.54999	1156.46056	3.57322	10.69402
40.66482	8.64735	8.41380	9.09021	62.27615	0.00000	7.96001	0.05584	122.22833	60.47547	6.89037	7.78633	7.87635	8.25889	28.67263	1176.46738	15.44855	8.18818
9.57046	5.24146	7.70458	10.52662	42.21618	0.00000	12.93727	2.01272	76.32756	39.09715	8.06075	7.14739	8.55069	4.77087	42.51421	1174.63655	6.32785	11.91741
15.45144	4.60737	7.05464	9.78563	76.35038	1.00000	5.59280	0.02427	78.14797	58.46021	8.62586	4.33551	7.87989	7.82779	29.59353	1159.32842	9.29579	6.56705
15.45144	7.54284	10.38422	8.12650	37.96693	0.00000	9.16937	0.26115	78.14797	46.70623	8.03543	10.42206	6.31306	7.79364	35.78568	1085.03202	25.78432	9.81668
40.78206	9.74374	9.52516	10.40728	50.00958	1.00000	10.29099	0.02641	72.34424	59.34819	9.15556	12.36992	9.44337	6.10816	42.68627	1159.59884	29.80744	6.69514
32.61603	10.75734	8.98738	8.97256	46.19418	1.00000	10.30911	0.03899	44.02488	37.93580	6.96064	8.13295	10.16134	6.65456	48.90053	1130.59033	20.02248	6.62591
51.47805	8.04630	11.34941	10.40149	35.00055	0.00000	8.84055	0.04646	6.8625	66.02274	8.42305	10.76362	8.22920	10.96525	51.48088	1067.79479	4.22108	7.60752
26.2649	12.55615	10.28044	8.30626	30.95015	1.00000	10.96442	0.01415	81.54855	44.68449	6.34618	11.09148	10.06229	7.26777	30.65959	1138.29606	-3.46922	6.29359
0.46005	9.43256	12.39054	9.40138	60.92343	0.00000	9.14053	0.03401	34.11169	49.89650	8.75409	11.35443	8.16470	10.97648	37.91101	1092.93717	12.72157	7.78579
52.66277	9.43735	7.42695	7.69253	55.40448	1.00000	9.79344	0.03048	-2.01111	18.23968	9.98630	8.29965	8.35433	6.83990	32.67686	1083.15798	3.42211	6.90550
-34.64966	9.92149	6.18845	8.44647	46.13771	1.00000	7.32210	0.02998	-58.38341	51.59258	9.51879	7.61970	8.93339	6.86242	57.81901	1162.58937	15.23220	6.87018
43.41949	8.80931	4.27034	8.70382	45.93438	1.00000	7.24408	0.09877	77.0202	32.19740	9.65368	6.37227	7.31221	6.81294	32.18878	1150.70348	2.86890	8.62898
48.98333	9.43953	11.51821	7.55867	49.80249	1.00000	9.81221	0.07396	2.61667	78.70927	8.51456	8.47841	9.96299	9.17548	39.11970	1150.12188	5.79787	8.23850
33.50921	8.14781	4.12229	8.49176	64.71931	1.00000	7.84138	0.03105	-111.89903	50.83605	7.75250	5.46903	9.02399	7.87903	41.43342	1188.71116	14.06047	6.59194
5.27247	9.53985	10.03559	10.79633	44.32395	1.00000	8.90339	0.10239	-3.59625	39.30336	8.87165	11.76586	8.73124	8.08773	42.54235	1153.45920	13.70422	8.67711
29.98869	9.47784	8.04040	10.26836	37.48239	1.00000	9.90758	0.02380	122.20488	37.84222	8.98208	11.39822	8.23371	6.81461	50.61473	1136.89809		6.72619
2.2139	7.57752	8.07452	9.43697	40.69738	0.00000	9.34747	0.16720	102.3278	75.44332	8.52197	10.14578	8.17620	6.65178	38.50564	1092.59181	18.60246	9.31764
48.90982	11.87619	11.33639	10.27393	59.53892	1.00000	11.56434	0.01406	2.45012	41.90735	7.80358	8.80409	10.39276	7.40864	37.43160	1098.21767	31.19094	5.90924
39.22493	7.01256	12.44406	9.08067	42.62940	0.00000	11.53865	1.90876	42.85693	38.18279	10.13812	7.46991	8.42601	8.52636	21.02860	1090.60321	4.55131	11.86678
-4.83	10.48356	9.80360	7.98963	48.99051	0.00000	9.09874	0.06226	29.65806	46.34902	9.16832	11.53802	8.49559	8.95150	47.46971	1159.06541	8.90057	8.18137
34.77453	10.65169	12.42215	7.24512	48.96821	1.00000	10.01072	0.07917	-96.67834	50.45449	10.07772	11.12138	7.21100	8.60367	19.77309	1108.44132	29.26501	8.32860
40.65538	6.32330	8.89552	6.72663	51.08822	0.00000	11.86227	2.38608	-74.38987	22.42146	8.19274	6.47172	9.93588	6.77531	48.32245	1118.08785	13.66444	12.09430
45.73333	6.77593	9.94806	6.96322	59.48056	0.00000	10.17600	0.55552	4.91667	51.54079	7.69916	9.09329	7.84334	6.94893	39.52644	1145.09629	20.42846	10.61380
41.66394	8.26139	11.03440	8.79407	44.54494	1.00000	9.12142	0.12982	-83.55521	58.06134	9.58685	8.20785	8.57739	9.84556	49.77534	1133.85470	23.11741	9.00742
13.56667	7.89502	8.17983	7.66822	39.50699	1.00000	11.76755	0.03867	-15.6	60.49762	9.01588	6.60578	8.04142	5.38869	46.06989	1077.84444	10.02569	4.84300
10.22677	12.91804	9.00771	9.37261	61.97330	0.00000	7.06005	0.02653	-67.33122	52.46466	7.55492	10.21633	9.93928	9.96252	49.03659	1136.57147	11.15186	5.53318
34.86472	10.13873	9.96406	10.14198	39.65996	1.00000	11.29109	0.02576	117.55417	63.08266	9.17763	9.36148	9.45969	6.64564	36.39722	1172.62498	18.16065	6.06684
53.49389	6.84430	9.21761	8.72399	42.25565	0.00000	7.35543	0.03630	-1.29243	40.00251	8.16698	5.20645	7.50175	8.89841	46.14763	1147.83973	0.24033	7.50745
13.70167	7.55989	8.68962	8.83931	38.66450	0.00000	9.28085	0.12705	-89.10944	41.60060	7.78155	11.62751	8.47900	6.58876	57.54671	1148.03665	8.06724	8.93030
-0.71667	8.04025	11.62313	8.07359	45.39838	0.00000	9.47664	0.03184	-48.52333	49.51296	7.67638	11.79126	6.72240	12.46417	39.61081	1113.09161	21.02520	6.87881
39.57582	7.75161	11.73399	10.56562	57.87256	0.00000	11.39416	1.47107	-105.11221	41.56193		10.27582	7.61942	8.68713	38.74901	1150.51829	4.00988	11.59873
40.72371	9.44855	8.11775	7.68195	38.12959	1.00000	7.16173	4.65149	-73.95097	54.79346	8.78108	7.59600	8.81166	6.34432	51.40523	1082.55083		12.76167
27.09978	12.87755	8.16767	8.23409	45.45538	0.00000	7.56712	0.47840	-82.45426	50.77079	8.71773	9.57476	6.63751	6.81549	57.90497	1088.81994	8.58512	10.40990
27.09978	10.83680	14.23513	9.55049	16.30400	1.00000	9.87229	0.13108	-82.45426	43.05050	8.72163	12.31785	8.27061	9.46669	51.74392	1168.90092	16.36909	8.94108
53.49389	11.18426	4.64390	7.61330	59.81536	1.00000	6.46283	0.07050	-1.29243	27.58923	7.84274	8.31845	9.02944	6.08450	45.88064	1095.23397	6.91716	8.22512
5.20856	13.33782	9.17007	8.70408	35.83483	1.00000	10.21297	11.38401	-74.73584	55.29476	10.56483	8.13377	7.32990	9.51863	41.73962	1184.55341	10.84682	13.66068
36.76775	9.75961	7.07292	7.59219	30.78193	1.00000	8.98723	0.04644	2.95924	40.76525	9.41653	10.02634	9.17665	7.20891	36.59673	1070.53255	9.93370	7.78650
23.0072	10.70129	11.89807	8.46513	37.34189	0.00000	8.89168	0.05419	-82.4017	60.20037	7.25103	10.96058	9.71341	9.77575	64.67683	1170.98481	4.55253	7.70161
-8.73508	11.40197	10.19659	9.60374	48.70226	1.00000	10.78303	0.03185	24.99798	34.81814	9.18331	8.74908	7.74099	7.26967	49.17104	1052.12018	15.80323	6.35707
14.62578	9.63400	8.69535	8.28124	43.62344	1.00000	6.35480	1.12043	121.12251	56.32916	9.38135	9.86476	9.28329	9.98670	33.88525	1146.97275	9.58295	11.33836
48.79325	7.95182	8.49676	9.87629	68.37124	1.00000	8.66595	0.04887	2.29275	65.04198	8.05443	11.30781	7.35157	6.96743	69.83084	1138.10847	14.27021	7.80177
35.30889	10.03400	8.46937	7.88351	50.56884	1.00000	10.21723	0.02700	139.55028	40.67921	9.37719	10.97371	8.21593	5.51880	36.37479	1173.23749	21.49030	6.60204
58.1908	9.75792	11.18178	9.14579	32.57618	0.00000	6.98169	0.02853	40.17171	37.41317	8.60938	8.87040	7.19262	10.45847	43.03909	1130.99137	11.31132	6.93348
9.57046	9.02500	10.61725	7.25658	36.64169	0.00000	9.79015	0.05132	76.32756	36.58046	9.23628	9.99738	7.77290	9.30288	46.63648	1125.90683	5.26160	7.79235
26.44931	7.06508	8.11605	8.42376	50.88204	1.00000	10.24528	0.02378	91.61356	66.94632	8.85085	7.71576	7.54798	7.22975	55.78895	1071.98361	26.52664	6.66668
37.31309	9.38850	10.06150	8.38998	59.11272	1.00000	5.82406	1.64871	40.74357	58.15703	10.06995	6.95945	8.10574	8.48801	24.91872	1085.68307	17.96316	11.71932
33.03699	7.04780	9.50067	10.28597	41.19146	0.00000	11.03218	0.39510	-117.29198	14.55924	7.10936	8.87859	8.68261	6.99547	42.21488	1192.59236	21.22165	10.27567
50.9803	12.24560	5.64796	9.72392	47.11372	1.00000	10.21967	0.07235	11.32903	42.03979	8.24404	8.69191	9.00226	6.70654	44.58935	1157.29384	33.77294	8.31567
55.63711	9.22063	7.31664	9.90402	42.06926	1.00000	11.76561	0.02627	37.38115	64.92403	8.52325	8.07918	9.19622	4.93037	55.34115	1155.40155	13.07540	4.33733
3.31332	13.43255	8.03842	8.09919	51.86958	0.00000	5.30673	0.03367	117.59152	52.89378	8.94203	9.10755	6.34060	8.74785	45.18650	1101.47316	20.22353	6.66759
53.95278	10.52845	14.23342	7.60456	75.78412	1.00000	9.38972	0.17945	32.86389	49.15116	8.39642	13.43078	7.43348	8.99383	28.71777	1080.47450	33.41302	9.40860
23.18	7.87887	10.61484	7.70050	53.91965	1.00000	10.27956	0.04092	88.58	45.49672	8.30536	11.42831	8.69432	6.85737	24.23488	1102.18995	8.35263	7.20865
19.04222	8.71611	9.11861	9.19242	50.02248	1.00000	8.98764	0.08084	-98.11889	64.49430	8.43697	11.30968	7.76120	6.67399	36.05715	1197.35783	28.72378	8.26102
59.37722	11.02196	9.70290	8.56475	47.35692	1.00000	6.47459	0.58141	28.19028	44.41352	8.51525	8.87430	8.30862	6.84303	30.27409	1128.35222	27.48659	10.65054
49.65186	8.25808	9.52830	9.64569	43.41561	0.00000	9.72913	0.15744	26.97253	60.93476	8.12645	10.28182	7.94658	7.91788	31.36831	1120.06266	7.22959	9.27548
38.10558	7.54709	10.89639	8.28427	43.74608	0.00000	10.25753	0.06884	-1.86343	24.51005	8.78572	9.00575	9.23436	9.32424	60.92413	1080.99263	16.76710	8.19014
45.44694	8.56492	13.26637	8.10252	52.90529	0.00000	9.39907	0.62611	8.62118	44.95976	9.57052	8.77000	8.25926	10.30416	60.58564	1073.06623	23.31046	10.73735
40.64621	7.14742	11.83789	9.44033	38.88986	0.00000	9.81182	0.03296	-73.97069	67.43762	7.98698	10.47898	8.02079	11.82146	64.11845	1099.97805	35.57006	7.64495
43.4125	11.39396	9.94983	8.30078	53.74653	1.00000	8.46052	0.13603	23.225	53.16499	9.69833	12.63206	7.62567	8.41594	58.02306	1080.24748	14.40887	9.01280
24.28859	7.09170	9.29913	7.03260	49.08284	0.00000	11.00663	0.46813	116.11768	68.78004	7.46424	8.04431	9.64317	7.08208	33.48832	1136.08841	20.11822	10.41581
52.21099	7.63997	9.22906	8.09092	39.91144	0.00000	8.69942	0.03929	7.02238	44.71860	8.59812	9.31717	8.59898	9.86697	66.57341	1086.04496	17.65730	7.43552
-8.73508	9.07872	13.66648	8.12257	50.68059	1.00000	10.57462	0.05887	24.99798	40.78281	10.71422	9.95026	7.57026	9.20430	27.55591	1050.37546	12.32378	8.01661
19.32889	6.79687	12.78745	8.92901	37.91854	1.00000	6.10898	0.19657	-99.32556	47.13735	9.26842	6.90049	8.26203	7.68351	49.80885	1193.32399	4.80437	9.56048
50.06	6.11108	6.85054	8.77430	62.71189	1.00000	8.16039	0.09209	43.2379	44.10809	10.48923	3.31084	8.84474	10.39186	31.08644	1107.74154	25.16937	8.68323
51.955	8.56725	9.34405	9.92740	62.04258	0.00000	8.37601	0.07888	5.22778	67.97885	9.73939	10.91247	6.77653	9.95765	43.02745	1098.33584	-0.61582	8.46246
24.81757	10.67130	8.10168	8.50951	42.35361	1.00000	12.25075	0.02757	84.63445	55.39761	8.98259	9.28969	9.26503	4.03596	51.34553	1053.40483	11.39518	3.85902
34.5624	7.54203	9.66966	8.01550	22.60533	0.00000	11.11708	0.11344	38.28402	55.22856	8.65305	10.68210	9.24121	6.79589	37.86365	1060.35974	29.56541	8.87660
37.73604	10.34448	11.57875	7.89042	52.14048	1.00000	9.53094	0.08707	-120.93549	56.34386	8.30410	11.46088	9.31485	8.76867	49.77278	1050.02647	13.59646	8.56221
-10.33333	9.67349	11.34741	7.80701	44.43449	0.00000	6.17434	0.03826	39.28333	42.45791	8.08219	9.65011	9.36314	11.41194	47.71004	1115.55138	2.93483	7.19468
40.64621	11.62280	5.91732	6.99891	55.86205	1.00000	7.44541	0.09706	-73.97069	48.54839	8.55845	8.24069	9.18849	7.05036	59.55923	1064.88244	13.88579	8.67755
45.44694	7.09709	11.39097	8.00673	50.05863	0.00000	10.26517	2.16397	8.62118	69.24593	10.19691	8.02486	9.35636	8.35400	37.16297	1180.11512	34.70064	11.99353
0.46005	11.76099	5.26585	7.89648	39.96943	1.00000	8.79863	0.08428	34.11169	48.78417	7.60289	8.01121	9.26943	7.22275	50.73087	1148.37419	9.07106	8.53008
44.43579	13.06969	8.56814	9.81105	51.85323	0.00000	4.77702	0.02530	26.01649	68.84060	8.35894	10.00519	7.76991	9.73046	45.49346	1150.67493	6.82948	6.06644
37.49223	8.83465	9.67363	8.81230	33.31375	1.00000	7.28369	4.61527	15.07041	46.67950	9.76648	7.28905	9.59967	7.05793	55.28075	1176.85423	16.05576	12.75590
32.50611	8.43745	11.68966	9.19403	45.50073	0.00000	8.16588	0.46199	120.14278	53.25627	7.51515	10.81243	8.94078	9.26840	24.94987	1109.21078	35.09973	10.37207
54.03876	7.33921	8.58930	8.35076	31.87755	0.00000	8.02777	0.04121	43.91385	60.36096	8.35256	9.48214	8.74917	9.06020	53.59787	1128.83318	14.76197	7.95509
50.80019	8.23241	10.52007	9.12701	38.44202	0.00000	8.80187	0.02071	7.20769	54.91812	8.89963	9.75802	9.25727	11.32737	68.06675	1065.56387	26.94712	6.43021
38.45598	9.18156	7.81091	8.35593	62.11644	1.00000	6.67506	0.23987	48.87498	50.83360	9.12505	7.53290	7.31154	6.60621	40.01294	1124.44352	1.43573	9.71339
30.75545	6.82099	10.26754	8.30732	49.91331	0.00000	10.66410	0.70833	20.22625	73.03213	7.76943	9.43354	6.90826	7.18331	29.51619	1078.14198	0.21895	10.86511
34.77453	8.35368	6.28884	8.00051	35.00307	1.00000	7.12662	0.25077	-96.67834	31.66783	8.59916	5.35009	9.30962	8.70783	39.73566	1050.99095	19.99481	9.76426
7.06273	8.70793	8.38614	9.27026	47.59074	1.00000	5.75529	0.21224	-1.4001	54.31736	9.06470	7.39451	7.32325	6.72010	38.89005	1188.57687	16.42232	9.63952
58.1908	9.67831	11.52647	8.86287	44.98226	1.00000	7.28383	0.90305	40.17171	74.57719	9.18904	10.53623	9.93092	10.47622	49.18038	1163.60950	14.42544	11.09904
40.72586	8.50695	11.89197	7.57179	63.08054	0.00000	9.39284	0.25909	8.55552	63.55129	8.15849	11.53441	8.11895	8.99160	38.07929	1147.24389	27.61733	9.77795
-32.45242	10.37283	10.45608	8.75884	64.33259	1.00000	7.21043	0.73097	-71.23106	65.03479	9.73959	11.27497	9.14552	9.58045	42.89184	1081.77666	7.85387	10.88098
54.03876	5.92914	8.70655	8.80015	21.55017	0.00000	11.30509	0.50381	43.91385	67.52935	7.62572	8.60633	9.73193	5.53561	62.47805	1165.10888	8.67420	10.51677
46.08333	11.46142	9.60653	9.19321	40.26544	1.00000	7.00120	0.56869	122.08333	58.14961	9.05195	11.15741	11.62972	9.71586	74.14953	1128.65367	22.02369	10.65023
38.37255	8.59638	9.36131	9.34184	40.38550	1.00000	6.03224	0.59709	34.02537	46.25168	8.63627	6.84069	8.63038	7.80139	66.21720	1081.14792	11.64211	10.68703
55.63711	10.78420	6.59878	9.94843	34.79588	1.00000	8.84692	0.57904	37.38115	59.03609	9.00246	6.58506	7.85774	8.96432	53.27158	1151.45485	16.85621	10.65670
40.60538	9.13471	9.46879	8.28946	47.93416	0.00000	7.35223	0.02792	-73.75513	52.93430	9.02160	10.31235	8.25740	11.65351	48.52273	1192.54311	23.46577	6.41726
19.30157	11.32477	12.80699	8.21679	28.34110	1.00000	8.90482	0.23885	72.85107	42.88857	8.77019	12.34508	8.19042	9.39790	33.89910	1119.36046	6.01110	9.66458
25.87972	11.38439	10.73039	7.66225	43.88299	0.00000	8.83546	0.02855	-97.50417	46.80399	10.71598	10.44335	8.67223	10.37068	48.76771	1182.47783	0.75139	6.92212
8.79577	7.74808	10.55951	8.44843	26.68976	0.00000	9.64997	0.62181	-75.69947	0.00000	9.18248	7.97391	8.60876	8.89612	49.98586	1071.18428	10.85038	10.72503
12.95629	11.44905	10.42013	9.05791	65.10541	1.00000	11.37582	0.02932	78.27539	69.54346	8.80320	10.13596	8.35440	6.26202	30.77289	1170.30891	6.43677	5.96822
32.61603	10.01979	8.85600	6.52774	59.89198	0.00000	7.20446	0.13093	44.02488	52.88506	8.46084	10.54828	7.70650		19.08075	1073.38368	19.27691	9.09896
41.82143	10.91904	10.12598	8.83728	37.06110	1.00000	11.49713	0.01989	41.77921	40.54962	11.23804	11.47775	8.29101	6.10414	31.20084	1094.41996	-6.15705	
36.08497	8.40129	10.34686	6.41301	59.25550	0.00000	9.72927	0.20237	9.37082	62.37392	9.56528	10.68284	7.85200	8.42822	54.93951	1093.00239	6.50188	9.54816
45.75279	12.03330	10.65924	8.77378	56.88317	0.00000	6.33689	0.05162	130.57211	71.61893	7.77858	8.66300	9.20029	9.28926	55.96456	1076.60932	7.76530	7.41300
49.97704	10.40753	10.31181	6.88626	31.60897	0.00000	7.81593	0.11980	9.15214	45.62340	8.86533	10.40947	8.13636	8.43918	37.67242	1099.27806	19.52745	8.90908
36.91023	10.74839	11.82181	8.70253	63.56854	1.00000	7.67572	0.58132	-121.75689	52.54471	8.50106	11.49591	8.42921	10.28300	27.73847	1139.01736	-4.44394	10.64242
27.34089	10.86841		9.09335	37.66623	1.00000	7.80502	0.38185	117.4831	42.19948	8.09990	7.11508	8.99819	7.13763	61.27643	1161.43354	-2.02604	10.21107
26.2649	12.13445	12.46113	10.22343	44.58969	1.00000	11.55709	0.02143	81.54855	53.69975	7.83908	11.16100	9.19583	7.34744	16.54573	1099.73466	14.22193	6.39292
31.12406	10.33935	9.65693	9.91595	37.75150	1.00000	9.58913	1.87602	-97.90308	50.93319	8.69401	6.85064	7.59506	9.23898	45.44792	1183.97629	16.55652	11.84720
51.65333	14.10910	10.93928	9.36387	46.22338	0.00000	5.78029	0.04013	5.2875	43.74053		13.37731	8.58713	10.89199	42.47839	1167.43039	5.36978	7.03676
37.05944	9.65559	9.18109	11.04701	44.84566	1.00000	9.41153	0.05347	37.3825	57.15622	9.48745	10.32485	5.09069	7.37670	55.46625	1162.22356	16.35727	7.71975
31.64615	10.41284	7.67551	9.18303	11.74898	1.00000	7.30642	0.24700	120.74221	41.59954	11.53643	9.41785	8.41655	8.47709	16.83563	1167.93400	25.96946	9.76993
36.92574	10.05894	7.19933	7.50612	40.10888	1.00000	5.95268	0.14231	14.72443	35.94775	7.77161	7.96505	8.59240	6.62620	35.07492	1065.99891	6.21966	9.16935
33.92866	8.64410	9.07455	7.94107	47.39733	1.00000	10.81311	0.03307	-6.90656	64.30637	9.17877	9.77751	8.49243	6.62126	57.80839	1163.08123	37.77736	6.33713
35.815	9.40631	4.20429	10.18286	28.64238	1.00000	5.64622	0.02309	139.6853	57.15650	8.87034	7.48141	6.38806	6.08943	53.06333	1100.28420	14.22481	4.89868
44.97639	9.50006	8.87248	10.12216	49.97442	1.00000	4.80070	1.71271	19.61222	64.33136	7.90432	8.56869	7.90191	5.49011	54.45990	1062.42876	29.39750	11.75548
10.29085	8.33520	8.53528	9.40381	42.34313	0.00000	7.81947	0.05510	105.75635	65.01216	9.18979	8.34205	6.95310	8.90829	37.94989	1196.97389	17.35179	7.92764
54.39635	9.19249	6.47480	7.71652	34.53578	1.00000	9.69619	0.02699	24.04142	62.11412	8.86967	8.84769	9.08957	5.75224	45.24316	1074.01873	10.89435	6.66379
40.68066	11.47189	9.46975	8.76402	31.34895	0.00000	6.36543	0.03799	-73.47429	47.10322	9.71690	10.30841	8.40492	10.08600	46.62302	1060.36551	20.78447	6.97640
20.88953	14.12313	8.50600	8.60394	55.25988	0.00000	5.56175	0.02402	-156.47432	54.07266	9.25155	10.75637	9.87666	10.36682	62.23748	1090.33825	6.62054	5.97130
11.15583	9.39288	7.52409	8.87948	37.71573	1.00000	8.50562	0.05927	42.7125	52.45991	10.12512	6.70207	9.29552	8.16701	44.05846	1155.17188	17.73610	8.36588
