latitude	longitude	QoS	code	location	revision
55.63711	37.38115	average	RU	Europe/Moscow	11/22/2019, 00:00:00
36.92574	14.72443	accep	IT	Europe/Rome	2016-04-23
35.74788	-95.36969	maintenance	US	America/Chicago	2022/07/08
0.46005	34.11169	good	KE	Africa/Nairobi	2015-04-15
41.85059	-87.882	average	US	America/Chicago	2018-03-06
40.66482	122.22833	good	CN	Asia/Shanghai	2017/01/24
53.59337	9.47629	excellent	DE	Europe/Berlin	08/29/2021, 00:00:00
-33.59217	-70.6996	building	CL	America/Santiago	09 Jan 2014
42.24113	-88.3162	building	US	America/Chicago	2019/02/19
5.84752	-5.682	building	CI	Africa/Abidjan	23 Jul 2013
44.98901	38.94324	excellent	RU	Europe/Moscow	2020/07/12
41.27194	123.17306	excellent	CN	Asia/Shanghai	25 Jul 2014
42.22718	14.39024	average	IT	Europe/Rome	01 Oct 2014
53.95278	32.86389	building	RU	Europe/Moscow	24 Oct 2021
30.35028	112.19028	accep	CN	Asia/Shanghai	19 Nov 2021
41.57721	-93.71133	good	US	America/Chicago	06/02/2019, 00:00:00
42.62833	20.89389	building	XK	Europe/Belgrade	19 Sep 2015
39.12074	27.18052	average	TR	Europe/Istanbul	2017/01/23
18.00747	-76.78319	accep	JM	America/Jamaica	12/07/2014, 00:00:00
53.0233	-1.48119	accep	GB	Europe/London	2021/05/19
17.54907	82.85749	excellent	IN	Asia/Kolkata	24 Aug 2017
14.37395	100.48528	maintenance	TH	Asia/Bangkok	11/04/2016, 00:00:00
-20.87306	-48.29694	building	BR	America/Sao_Paulo	06/07/2021, 00:00:00
33.93113	-117.54866	maintenance	US	America/Los_Angeles	07/07/2022, 00:00:00
33.08014	-83.2321	good	US	America/New_York	2016/10/21
-4.83	29.65806	average	TZ	Africa/Dar_es_Salaam	12 Dec 2018
45.69558	4.7934	good	FR	Europe/Paris	2022/04/04
38.37255	34.02537	excellent	TR	Europe/Istanbul	2014/05/30
-2.13404	-79.59415	good	EC	America/Guayaquil	2013/07/13
48.90982	2.45012	accep	FR	Europe/Paris	04/29/2017, 00:00:00
41.1053	-7.32097	maintenance	PT	Europe/Lisbon	2022/02/02
55.82737	-4.0573	accep	GB	Europe/London	06/05/2021, 00:00:00
-23.44361	-51.87389	accep	BR	America/Sao_Paulo	22 May 2021
5.30383	-1.98956	average	GH	Africa/Accra	29 Apr 2021
55.82737	-4.0573	excellent	GB	Europe/London	2014/10/20
51.955	5.22778	excellent	NL	Europe/Amsterdam	2019-05-17
27.0174	49.62251	accep	SA	Asia/Riyadh	2013/09/15
33.92866	-6.90656	excellent	MA	Africa/Casablanca	02/25/2022, 00:00:00
13.65805	102.56365	average	KH	Asia/Phnom_Penh	04/02/2020, 00:00:00
50.80019	7.20769	average	DE	Europe/Berlin	05/21/2020, 00:00:00
41.24255	-82.61573	good	US	America/New_York	04/28/2017, 00:00:00
33.54428	-84.23381	good	US	America/New_York	01/12/2021, 00:00:00
-11.78333	19.91667	excellent	AO	Africa/Luanda	2018-07-23
43.71032	-1.05366	accep	FR	Europe/Paris	2016/01/26
50.23271	12.87117	accep	CZ	Europe/Prague	2022/04/03
59.37722	28.19028	maintenance	EE	Europe/Tallinn	24 Apr 2021
52.53048	13.29371	maintenance	DE	Europe/Berlin	2017-11-17
52.21099	7.02238	accep	DE	Europe/Berlin	23 Feb 2013
-33.59217	-70.6996	maintenance	CL	America/Santiago	05/09/2018, 00:00:00
53.53333	-7.35	excellent	IE	Europe/Dublin	2020-04-19
42.58342	-71.8023	average	US	America/New_York	2021-07-30
27.71809	-82.35176	building	US	America/New_York	06/01/2020, 00:00:00
39.00622	-77.4286	good	US	America/New_York	2020-10-11
51.39148	-0.29825	excellent	GB	Europe/London	15 Jul 2013
22.37066	114.10479	maintenance	HK	Asia/Hong_Kong	2019/06/18
40.64621	-73.97069	average	US	America/New_York	2021-10-04
-21.98333	16.91667	good	NA	Africa/Windhoek	2019-11-14
45.39402	9.29109	accep	IT	Europe/Rome	07 May 2021
36.65	138.31667	good	JP	Asia/Tokyo	2022-01-05
43.1009	-75.23266	average	US	America/New_York	06/03/2018, 00:00:00
-7.81667	112.01667	accep	ID	Asia/Jakarta	25 Aug 2016
35.61452	-88.81395	good	US	America/Chicago	2014-05-16
49.28669	1.00288	accep	FR	Europe/Paris	09/03/2019, 00:00:00
29.21399	78.95693	excellent	IN	Asia/Kolkata	27 Mar 2022
48.28259	9.72749	accep	DE	Europe/Berlin	2021-05-29
33.08014	-83.2321	good	US	America/New_York	22 Nov 2018
33.76446	-117.79394	good	US	America/Los_Angeles	2021-08-15
14.64056	104.64992	building	TH	Asia/Bangkok	2013-04-15
-17.83333	48.41667	excellent	MG	Indian/Antananarivo	11 Aug 2017
51.03427	5.37429	good	BE	Europe/Brussels	07/31/2020, 00:00:00
6.9909	79.883	accep	LK	Asia/Colombo	15 Nov 2017
25.75728	75.37991	excellent	IN	Asia/Kolkata	2014-10-13
45.40008	-73.58248	good	CA	America/Toronto	2015/04/08
32.17629	75.06583	accep	PK	Asia/Karachi	2017/12/22
14.8361	120.97844	average	PH	Asia/Manila	10 Aug 2018
41.0051	-73.78458	good	US	America/New_York	30 Nov 2016
35.72917	10.58082	accep	TN	Africa/Tunis	2020/03/04
-21.205	-41.88778	average	BR	America/Sao_Paulo	26 Oct 2020
53.16167	6.76111	average	NL	Europe/Amsterdam	2014-03-21
34.14251	-118.25508	accep	US	America/Los_Angeles	11/25/2015, 00:00:00
18.18158	76.03889	excellent	IN	Asia/Kolkata	22 May 2015
51.39323	0.47713	building	GB	Europe/London	12 Jun 2021
50.56149	4.69889	average	BE	Europe/Brussels	22 Mar 2022
35.06544	1.04945	good	DZ	Africa/Algiers	2018/07/29
41.16704	-73.20483	good	US	America/New_York	04/07/2021, 00:00:00
37.30553	120.82747	average	CN	Asia/Shanghai	07/15/2021, 00:00:00
41.55815	-73.0515	excellent	US	America/New_York	08/27/2020, 00:00:00
11.50526	77.23826	maintenance	IN	Asia/Kolkata	2018/06/04
58.04254	65.27258	maintenance	RU	Asia/Yekaterinburg	01/09/2022, 00:00:00
8.56697	123.33471	accep	PH	Asia/Manila	2022-09-17
16.0438	120.4861	maintenance	PH	Asia/Manila	09/28/2017, 00:00:00
36.61954	4.08282	building	DZ	Africa/Algiers	10/16/2015, 00:00:00
29.69221	72.54566	accep	PK	Asia/Karachi	16 Jan 2014
34.4833	136.84186	good	JP	Asia/Tokyo	08/19/2016, 00:00:00
42.93369	-72.27814	average	US	America/New_York	2020/10/23
12.25282	79.41727	accep	IN	Asia/Kolkata	2021/04/14
39.96097	-75.60804	excellent	US	America/New_York	03 May 2017
57.30185	39.85331	good	RU	Europe/Moscow	02 Feb 2015
43.41949	77.0202	good	KZ	Asia/Almaty	12 Jun 2022
0.51667	101.44167	excellent	ID	Asia/Jakarta	05 Jul 2015
44.59445	11.04979	good	IT	Europe/Rome	2019/02/27
23.18	88.58	good	IN	Asia/Kolkata	12 Jan 2019
-20.88231	55.4504	average	RE	Indian/Reunion	2015-07-13
44.97639	19.61222	accep	RS	Europe/Belgrade	2021-05-14
-6.25	38.66667	maintenance	TZ	Africa/Dar_es_Salaam	12/04/2015, 00:00:00
40.92298	14.30935	maintenance	IT	Europe/Rome	03 Nov 2016
55.63711	37.38115	excellent	RU	Europe/Moscow	2018-04-14
-21.205	-41.88778	average	BR	America/Sao_Paulo	2021/09/09
14.0823	98.19151	average	MM	Asia/Yangon	11/06/2017, 00:00:00
-0.35817	42.54536	maintenance	SO	Africa/Mogadishu	2020/12/12
-19.32556	-41.25528	average	BR	America/Sao_Paulo	2020/06/02
47.90771	106.88324	average	MN	Asia/Ulaanbaatar	02 May 2015
-3.14306	-58.44417	average	BR	America/Manaus	01/29/2018, 00:00:00
10.13361	124.84472	accep	PH	Asia/Manila	2015-12-30
18.03496	-66.8499	good	PR	America/Puerto_Rico	2012/10/07
31.71667	73.38333	average	PK	Asia/Karachi	2020-02-21
10.98778	-74.95472	good	CO	America/Bogota	06/19/2021, 00:00:00
38.45598	48.87498	excellent	AZ	Asia/Baku	2015-08-05
14.62578	121.12251	accep	PH	Asia/Manila	13 Sep 2014
25.80565	68.49143	excellent	PK	Asia/Karachi	2013-05-10
45.78071	12.84052	average	IT	Europe/Rome	2021-02-06
34.95303	-120.43572	average	US	America/Los_Angeles	2019-08-16
25.13915	73.06784	accep	IN	Asia/Kolkata	11/03/2020, 00:00:00
14.66	120.56528	excellent	PH	Asia/Manila	02/20/2017, 00:00:00
48.90982	2.45012	accep	FR	Europe/Paris	09/23/2015, 00:00:00
-33.59217	-70.6996	good	CL	America/Santiago	16 Nov 2017
38.37255	34.02537	building	TR	Europe/Istanbul	2017-09-30
39.22493	42.85693	excellent	TR	Europe/Istanbul	02/24/2022, 00:00:00
19.32889	-99.32556	average	MX	America/Mexico_City	2019/09/21
1.6561	103.6032	maintenance	MY	Asia/Kuala_Lumpur	07/26/2022, 00:00:00
51.19139	6.51352	accep	DE	Europe/Berlin	06/14/2014, 00:00:00
36.53333	136.61667	excellent	JP	Asia/Tokyo	06/07/2018, 00:00:00
5.6561	-75.87877	maintenance	CO	America/Bogota	06/27/2022, 00:00:00
-34.88422	150.60036	excellent	AU	Australia/Sydney	2012/10/31
22.88783	84.13864	average	IN	Asia/Kolkata	06 Mar 2017
35.8	137.23333	good	JP	Asia/Tokyo	2014/04/23
15.73628	75.96976	accep	IN	Asia/Kolkata	2020/12/25
-34.64966	-58.38341	good	AR	America/Argentina/Buenos_Aires	04 Oct 2013
54.39635	24.04142	maintenance	LT	Europe/Vilnius	2013-11-21
10.13361	124.84472	accep	PH	Asia/Manila	04 Jul 2016
60.97944	76.92421	excellent	RU	Asia/Yekaterinburg	01/23/2014, 00:00:00
29.69221	72.54566	building	PK	Asia/Karachi	2017/07/10
19.04222	-98.11889	excellent	MX	America/Mexico_City	2017-03-25
33.98154	-81.23621	building	US	America/New_York	10 May 2016
14.46693	75.92694	excellent	IN	Asia/Kolkata	04/16/2017, 00:00:00
40.65538	-74.38987	maintenance	US	America/New_York	09/07/2017, 00:00:00
38.07789	13.44275	accep	IT	Europe/Rome	11/05/2015, 00:00:00
3.31332	117.59152	average	ID	Asia/Makassar	25 Jan 2021
42.8139	-1.64295	average	ES	Europe/Madrid	2013-08-21
12.74482	4.52514	average	NG	Africa/Lagos	03/05/2015, 00:00:00
60.02427	30.28491	average	RU	Europe/Moscow	06/23/2016, 00:00:00
6.03333	37.55	excellent	ET	Africa/Addis_Ababa	12/14/2014, 00:00:00
15.72892	120.57224	maintenance	PH	Asia/Manila	04 Jan 2019
36.72544	3.55665	maintenance	DZ	Africa/Algiers	24 Nov 2015
35.06544	1.04945	good	DZ	Africa/Algiers	2017/03/02
57.97472	33.2525	accep	RU	Europe/Moscow	05 Apr 2022
57.14369	-2.09814	accep	GB	Europe/London	06 Apr 2014
34.56861	105.89333	building	CN	Asia/Shanghai	19 Aug 2021
13.56667	-15.6	good	GM	Africa/Banjul	12 May 2016
30.17746	-81.38758	average	US	America/New_York	2013/03/01
39.09112	-94.41551	good	US	America/Chicago	2022/01/22
28.92694	78.23456	excellent	IN	Asia/Kolkata	2018/10/19
19.21667	73.08333	building	IN	Asia/Kolkata	2017-07-31
47.90771	106.88324	good	MN	Asia/Ulaanbaatar	2019/04/06
50.23019	8.77155	excellent	DE	Europe/Berlin	07/15/2022, 00:00:00
19.30157	72.85107	accep	IN	Asia/Kolkata	02 Sep 2013
41.66394	-83.55521	average	US	America/New_York	09/07/2020, 00:00:00
29.98869	122.20488	average	CN	Asia/Shanghai	2020/12/28
9.57046	76.32756	building	IN	Asia/Kolkata	11 Aug 2017
33.98154	-81.23621	maintenance	US	America/New_York	06 Jun 2022
41.91886	8.73812	accep	FR	Europe/Paris	23 Jan 2019
29.65163	-82.32483	building	US	America/New_York	05/07/2014, 00:00:00
6.46346	-2.31938	good	GH	Africa/Accra	02/05/2019, 00:00:00
53.16167	6.76111	maintenance	NL	Europe/Amsterdam	2013-04-08
41.55815	-73.0515	average	US	America/New_York	2014/04/13
5.20856	-74.73584	good	CO	America/Bogota	03/20/2016, 00:00:00
39.09112	-94.41551	accep	US	America/Chicago	2015/11/22
35.30889	139.55028	maintenance	JP	Asia/Tokyo	05 Oct 2018
47.46657	84.87144	accep	KZ	Asia/Almaty	01 Jan 2017
45.53929	-122.38731	excellent	US	America/Los_Angeles	03 Jan 2019
42.22718	14.39024	excellent	IT	Europe/Rome	12/15/2017, 00:00:00
40.66482	122.22833	average	CN	Asia/Shanghai	08/06/2016, 00:00:00
11.50526	77.23826	maintenance	IN	Asia/Kolkata	2022-07-21
-33.88096	151.07986	good	AU	Australia/Sydney	10/10/2016, 00:00:00
-13.7804	34.4587	average	MW	Africa/Blantyre	2017/05/13
50.06	43.2379	average	RU	Europe/Volgograd	16 Mar 2014
23.29549	113.82465	accep	CN	Asia/Shanghai	2019-01-04
17.06542	-96.72365	accep	MX	America/Mexico_City	2019-02-23
25.80565	68.49143	average	PK	Asia/Karachi	2014/02/24
45.4473	-73.75335	building	CA	America/Toronto	2020-01-19
31.64615	120.74221	accep	CN	Asia/Shanghai	2020/06/02
9.535	-13.68778	average	GN	Africa/Conakry	2015/10/24
37.49073	-2.77259	good	ES	Europe/Madrid	05/23/2015, 00:00:00
48.25	16.4	maintenance	AT	Europe/Vienna	2013/11/23
51.82721	107.60627	accep	RU	Asia/Irkutsk	03 Dec 2015
6.33444	124.95278	good	PH	Asia/Manila	2014-05-06
5.6561	-75.87877	excellent	CO	America/Bogota	07 Dec 2014
49.28669	1.00288	average	FR	Europe/Paris	2022/05/05
42.28639	18.84	maintenance	ME	Europe/Podgorica	12/09/2019, 00:00:00
-37.9	145.18333	accep	AU	Australia/Melbourne	06/13/2021, 00:00:00
41.55947	14.66737	average	IT	Europe/Rome	2021/12/22
19.64745	-102.04897	good	MX	America/Mexico_City	11 May 2019
50.80904	8.77069	accep	DE	Europe/Berlin	11/01/2016, 00:00:00
37.08819	-8.2503	excellent	PT	Europe/Lisbon	08/16/2016, 00:00:00
68.79833	16.54165	building	NO	Europe/Oslo	20 Mar 2019
-10.91111	-37.07167	accep	BR	America/Maceio	2014/12/22
37.19723	122.05228	average	CN	Asia/Shanghai	05 Oct 2017
41.55947	14.66737	good	IT	Europe/Rome	07/17/2019, 00:00:00
33.44872	-86.78777	accep	US	America/Chicago	2021/01/20
38.91817	-78.19444	excellent	US	America/New_York	2022/06/03
35.21222	2.31889	building	DZ	Africa/Algiers	06/24/2014, 00:00:00
19.21667	73.08333	good	IN	Asia/Kolkata	07/19/2015, 00:00:00
56.9083	60.8019	accep	RU	Asia/Yekaterinburg	23 Dec 2016
40.5576	-74.28459	average	US	America/New_York	2015-10-15
4.73245	-74.26419	good	CO	America/Bogota	05/13/2015, 00:00:00
36.20829	-115.98391	average	US	America/Los_Angeles	04 Jul 2013
23.18	88.58	good	IN	Asia/Kolkata	2019-07-05
39.71734	-74.96933	good	US	America/New_York	30 Dec 2017
15.48131	-86.57415	excellent	HN	America/Tegucigalpa	03 Jul 2018
51.39148	-0.29825	maintenance	GB	Europe/London	2019-12-02
44.35056	142.45778	good	JP	Asia/Tokyo	21 Mar 2021
25.87498	86.59611	average	IN	Asia/Kolkata	10 Aug 2021
50.8	3.16667	accep	BE	Europe/Brussels	2020/08/27
6.46838	-73.26022	maintenance	CO	America/Bogota	2017/02/03
18.87813	72.93924	average	IN	Asia/Kolkata	17 Sep 2020
48.15659	28.28489	average	MD	Europe/Chisinau	2021/05/14
27.52948	68.75915	building	PK	Asia/Karachi	2022-08-12
-1.26753	116.82887	excellent	ID	Asia/Makassar	2016/06/12
46.08333	122.08333	average	CN	Asia/Shanghai	2020/05/22
7.6	4.18333	average	NG	Africa/Lagos	29 Sep 2016
33.50921	-111.89903	accep	US	America/Phoenix	03/02/2014, 00:00:00
45.50369	11.412	excellent	IT	Europe/Rome	2020-08-20
38.96372	-76.99081	good	US	America/New_York	11/18/2020, 00:00:00
50.80019	7.20769	average	DE	Europe/Berlin	2018/02/16
52.21099	7.02238	average	DE	Europe/Berlin	2016/07/19
-7.73379	113.69785	good	ID	Asia/Jakarta	2014-09-28
53.30972	83.62389	good	RU	Asia/Barnaul	2015/08/09
42.64031	125.51176	average	CN	Asia/Shanghai	2020-12-11
20.21322	-100.88023	accep	MX	America/Mexico_City	24 May 2016
40.67705	-73.89125	maitennce	US	America/New_York	07 Apr 2017
50.23019	8.77155	average	DE	Europe/Berlin	11/09/2019, 00:00:00
23.1959	86.51499	building	IN	Asia/Kolkata	03/14/2019, 00:00:00
36.76639	3.47717	accep	DZ	Africa/Algiers	11/30/2013, 00:00:00
39.96097	-75.60804	good	US	America/New_York	2020-04-02
43.78956	7.60872	good	IT	Europe/Rome	2018-06-17
-22.97056	-46.99583	excellent	BR	America/Sao_Paulo	02/28/2019, 00:00:00
44.98901	38.94324	average	RU	Europe/Moscow	2018/12/11
25.87498	86.59611	accep	IN	Asia/Kolkata	22 Feb 2021
40.67705	-73.89125	accep	US	America/New_York	2022/06/05
-11.78333	19.91667	excellent	AO	Africa/Luanda	11/25/2020, 00:00:00
32.87533	71.57118	excellent	PK	Asia/Karachi	06/10/2022, 00:00:00
41.8542	-87.66561	good	US	America/Chicago	12/05/2020, 00:00:00
47.83333	59.6	average	KZ	Asia/Aqtobe	2015/06/12
51.65	-0.2	average	GB	Europe/London	26 Feb 2022
19.04222	-98.11889	building	MX	America/Mexico_City	11/06/2015, 00:00:00
-26.93366	29.24152	building	ZA	Africa/Johannesburg	2019/01/15
11.00599	77.5609	building	IN	Asia/Kolkata	2015-09-26
37.31309	40.74357	excellent	TR	Europe/Istanbul	2014-10-31
41.82143	41.77921	accep	GE	Asia/Tbilisi	2022-03-12
33.72255	-116.37697	excellent	US	America/Los_Angeles	07 Dec 2021
14.64056	104.64992	good	TH	Asia/Bangkok	2016/11/06
20.88953	-156.47432	excellent	US	Pacific/Honolulu	2020-06-15
38.70734	-77.02303	average	US	America/New_York	2016/03/21
33.92946	-116.97725	average	US	America/Los_Angeles	2021/03/31
26.91756	-82.07842	building	US	America/New_York	2014-08-08
40.87329	14.43865	average	IT	Europe/Rome	03/05/2021, 00:00:00
33.72255	-116.37697	average	US	America/Los_Angeles	2013-02-19
-17.74431	-48.62789	excellent	BR	America/Sao_Paulo	2021-07-18
36.91023	-121.75689	average	US	America/Los_Angeles	12/01/2017, 00:00:00
34.08565	74.80555	average	IN	Asia/Kolkata	2016-10-09
29.69221	72.54566	accep	PK	Asia/Karachi	2019-12-07
44.31771	9.32241	good	IT	Europe/Rome	2022-01-31
11.86064	9.0027	accep	NG	Africa/Lagos	2016-11-01
42.58342	-71.8023	average	US	America/New_York	01/30/2021, 00:00:00
14.14989	121.3152	maintenance	PH	Asia/Manila	28 May 2016
51.39323	0.47713	accep	GB	Europe/London	11/01/2020, 00:00:00
53.94313	10.30215	accep	DE	Europe/Berlin	2014/06/13
-4.24444	-42.29444	good	BR	America/Fortaleza	2014/09/21
12.18441	18.69303	maintenance	TD	Africa/Ndjamena	07/14/2013, 00:00:00
-8.28333	-35.03333	building	BR	America/Recife	2013-02-02
6.9909	79.883	accep	LK	Asia/Colombo	18 Nov 2020
19.04222	-98.11889	maintenance	MX	America/Mexico_City	08/20/2013, 00:00:00
6.25947	102.05461	accep	TH	Asia/Bangkok	2015-06-17
42.8139	-1.64295	excellent	ES	Europe/Madrid	06/21/2016, 00:00:00
6.25947	102.05461	building	TH	Asia/Bangkok	05 Sep 2018
46.75451	33.34864	accep	UA	Europe/Kiev	09/18/2020, 00:00:00
38.10558	-1.86343	maintenance	ES	Europe/Madrid	2018-08-20
47.30997	8.52462	average	CH	Europe/Zurich	2014/03/06
35.21222	2.31889	accep	DZ	Africa/Algiers	06 Aug 2018
40.65995	-111.99633	excellent	US	America/Denver	2013-05-05
28.92694	78.23456	good	IN	Asia/Kolkata	11 Jun 2022
52.48173	-2.12139	accep	GB	Europe/London	2017/08/21
43.54072	-116.56346	building	US	America/Boise	2020-06-28
21.53889	71.57737	average	IN	Asia/Kolkata	08/13/2017, 00:00:00
10.31672	123.89071	excellent	PH	Asia/Manila	23 Sep 2021
46.51872	86.00214	good	CN	Asia/Urumqi	2020/01/20
36.76775	2.95924	excellent	DZ	Africa/Algiers	01/31/2016, 00:00:00
45.69558	4.7934	accep	FR	Europe/Paris	2019/09/19
26.2173	-80.22588	building	US	America/New_York	28 Nov 2014
37.1759	128.9889	maintenance	KR	Asia/Seoul	20 Jul 2021
65.93381	111.4834	maintenance	RU	Asia/Yakutsk	10/11/2021, 00:00:00
54.58048	16.86194	excellent	PL	Europe/Warsaw	03/31/2014, 00:00:00
38.54491	-121.74052	good	US	America/Los_Angeles	2016/08/29
31.78336	35.23388	good	PS	Asia/Hebron	2015/08/30
44.27804	-88.27205	good	US	America/Chicago	2019-08-27
48.8449	17.22635	average	SK	Europe/Bratislava	04/08/2017, 00:00:00
22.4711	88.1453	good	IN	Asia/Kolkata	2015/05/18
38.70734	-77.02303	accep	US	America/New_York	12/21/2019, 00:00:00
13.70727	9.15013	average	NE	Africa/Niamey	04/25/2013, 00:00:00
45.43341	-73.86586	good	CA	America/Toronto	2021/06/15
29.53885	-95.44744	excellent	US	America/Chicago	2020/08/11
42.16808	-88.42814	building	US	America/Chicago	11/09/2015, 00:00:00
40.92298	14.30935	good	IT	Europe/Rome	2021-11-24
3.3285	99.1625	building	ID	Asia/Jakarta	2018-03-13
47.05	15.46667	maintenance	AT	Europe/Vienna	06/08/2015, 00:00:00
-7.73379	113.69785	accep	ID	Asia/Jakarta	2015/07/24
26.91756	-82.07842	accep	US	America/New_York	26 Sep 2015
40.49748	44.7662	good	AM	Asia/Yerevan	2015-09-13
44.43579	26.01649	excellent	RO	Europe/Bucharest	2013/04/03
47.56494	31.33078	good	UA	Europe/Kiev	2018/06/04
53.19146	-2.52398	excellent	GB	Europe/London	2017/03/05
40.65995	-111.99633	excellent	US	America/Denver	2013-10-15
26.67319	31.4976	average	EG	Africa/Cairo	05/07/2021, 00:00:00
53.37596	51.3452	good	RU	Europe/Samara	2016-04-16
-5.41667	38.01667	good	TZ	Africa/Dar_es_Salaam	2016-08-06
35.89972	14.51472	average	MT	Europe/Malta	2019/06/22
46.23899	-63.13414	good	CA	America/Halifax	2017/04/08
37.49223	15.07041	building	IT	Europe/Rome	04/27/2016, 00:00:00
18.00747	-76.78319	average	JM	America/Jamaica	04/17/2021, 00:00:00
51.65333	5.2875	average	NL	Europe/Amsterdam	08/11/2015, 00:00:00
21.46527	83.97573	accep	IN	Asia/Kolkata	2017-03-07
29.21399	78.95693	good	IN	Asia/Kolkata	04 Jul 2017
-4.26613	15.28318	excellent	CG	Africa/Brazzaville	2021/09/16
51.62907	-0.74934	building	GB	Europe/London	2016/09/06
-23.7975	-48.59278	excellent	BR	America/Sao_Paulo	2021/08/27
26.68451	-80.66756	building	US	America/New_York	2021/09/04
16.455	120.5875	accep	PH	Asia/Manila	09/17/2021, 00:00:00
53.14657	140.72287	accep	RU	Asia/Vladivostok	01/28/2019, 00:00:00
58.1908	40.17171	good	RU	Europe/Moscow	2022-08-16
29.21399	78.95693	average	IN	Asia/Kolkata	01/07/2019, 00:00:00
51.12794	4.21372	excellent	BE	Europe/Brussels	10/16/2016, 00:00:00
51.65	-0.2	good	GB	Europe/London	2016-11-12
23.04419	-82.00919	excellent	CU	America/Havana	08/06/2019, 00:00:00
36.91023	-121.75689	average	US	America/Los_Angeles	14 Apr 2016
37.31309	40.74357	good	TR	Europe/Istanbul	12/30/2017, 00:00:00
9.3337	122.8637	accep	PH	Asia/Manila	2020-07-09
22.19303	88.18466	good	IN	Asia/Kolkata	2021/09/21
32.50611	120.14278	maintenance	CN	Asia/Shanghai	05/11/2021, 00:00:00
-34.64966	-58.38341	good	AR	America/Argentina/Buenos_Aires	2013-08-11
25.6439	77.9129	maintenance	IN	Asia/Kolkata	2016/06/04
15.48131	-86.57415	accep	HN	America/Tegucigalpa	01/16/2022, 00:00:00
6.15038	6.83042	maintenance	NG	Africa/Lagos	2015-07-03
48.77644	2.29026	building	FR	Europe/Paris	2012/11/05
47.76232	-122.2054	building	US	America/Los_Angeles	01 Sep 2018
21.59983	71.21169	good	IN	Asia/Kolkata	21 Jun 2022
46.51872	86.00214	average	CN	Asia/Urumqi	2016/05/16
0.49113	29.47306	average	CD	Africa/Lubumbashi	05/23/2020, 00:00:00
6.95194	121.96361	excellent	PH	Asia/Manila	2021-09-22
50.56149	4.69889	accep	BE	Europe/Brussels	02 Mar 2021
8.56697	123.33471	excellent	PH	Asia/Manila	01/13/2013, 00:00:00
47.05	15.46667	excellent	AT	Europe/Vienna	2019/02/02
41.94175	123.50266	average	CN	Asia/Shanghai	03/07/2019, 00:00:00
55.62047	37.49338	average	RU	Europe/Moscow	2017/08/04
52.48173	-2.12139	building	GB	Europe/London	2016/11/20
30.29184	71.67164	good	PK	Asia/Karachi	02/02/2013, 00:00:00
36.92574	14.72443	good	IT	Europe/Rome	11/22/2015, 00:00:00
38.13708	41.00817	excellent	TR	Europe/Istanbul	18 Apr 2019
9.91861	-68.30472	good	VE	America/Caracas	03/02/2013, 00:00:00
38.37255	34.02537	maintenance	TR	Europe/Istanbul	2019-07-31
48.98333	2.61667	good	FR	Europe/Paris	13 Apr 2020
-5.41667	38.01667	average	TZ	Africa/Dar_es_Salaam	07 Jul 2020
41.82143	41.77921	building	GE	Asia/Tbilisi	09/21/2019, 00:00:00
-7.54972	110.71639	good	ID	Asia/Jakarta	2015-12-05
29.65163	-82.32483	good	US	America/New_York	31 Jul 2013
34.5624	38.28402	excellent	SY	Asia/Damascus	08/19/2013, 00:00:00
40.70995	0.57856	accep	ES	Europe/Madrid	21 Feb 2015
10.66668	-61.51889	average	TT	America/Port_of_Spain	23 Dec 2013
37.56667	140.11667	good	JP	Asia/Tokyo	03/29/2021, 00:00:00
17.34769	78.55757	good	IN	Asia/Kolkata	01/08/2019, 00:00:00
27.71809	-82.35176	accep	US	America/New_York	18 Jun 2021
42.93369	-72.27814	good	US	America/New_York	2021/12/24
12.25282	79.41727	good	IN	Asia/Kolkata	2020/05/05
48.21644	9.02596	accep	DE	Europe/Berlin	2017-07-06
26.2649	81.54855	maintenance	IN	Asia/Kolkata	2020-07-10
40.72371	-73.95097	building	US	America/New_York	2020/04/17
22.10194	85.37752	accep	IN	Asia/Kolkata	05 Apr 2014
40.60538	-73.75513	excellent	US	America/New_York	01/30/2019, 00:00:00
-3.74912	-73.25383	accep	PE	America/Lima	2019-12-17
50.7236	-3.52751	accep	GB	Europe/London	2019-02-20
56.03361	35.96944	excellent	RU	Europe/Moscow	08/16/2016, 00:00:00
39.32011	-76.51552	good	US	America/New_York	08/25/2021, 00:00:00
-11.94306	-76.70944	average	PE	America/Lima	2022-04-11
-37.9	145.18333	good	AU	Australia/Melbourne	28 Feb 2013
38.07789	13.44275	good	IT	Europe/Rome	25 Sep 2018
9.3337	122.8637	average	PH	Asia/Manila	10 Feb 2016
55.8736	85.4265	maintenance	RU	Asia/Novokuznetsk	2016/09/17
35.88264	-80.08199	building	US	America/New_York	01/29/2021, 00:00:00
11.00599	77.5609	average	IN	Asia/Kolkata	2019-10-31
40.37528	28.88222	acceptable	TR	Europe/Istanbul	06 Oct 2021
45.49428	-122.86705	excellent	US	America/Los_Angeles	19 Sep 2018
20.88098	75.11937	maintenance	IN	Asia/Kolkata	11/09/2012, 00:00:00
32.61603	44.02488	accep	IQ	Asia/Baghdad	31 Jan 2021
52.14	5.58472	good	NL	Europe/Amsterdam	2019/07/01
41.77583	140.73667	excellent	JP	Asia/Tokyo	2022/08/21
40.94065	-73.99681	excellent	US	America/New_York	2014-06-09
