SO2	longitude	O3	NH3	CO	TEMP	Pb	CFCs	warning	CH4	PRES	PAHs	NOx	latitude	C2H3NO5	PM10	PM2.5	H2CO
9.10043	-71.08977	8.60347	7.33499	10.59304	24.41630	28.06891	41.02331	1.00000	8.53462	1065.58982	9.25417	6.18040	41.9001	0.10255	8.01533	8.07662	51.23200
9.83637	-8.07257	8.18779	7.90330	9.48341	16.43904	62.94849	76.58755	1.00000	9.21088	1057.92908	11.27844	5.31013	12.74409		7.68646	8.17306	62.89995
6.26149	39.28333	8.43404	8.12918	10.38395	8.08518	49.75583	55.24902	0.00000	8.43276	1112.65432	9.56681	9.61543	-10.33333	0.52354	10.01006	7.40252	44.63200
7.85588	-85.43772	8.15422	7.01831	6.23058	0.79062	72.44381	36.22548	0.00000	5.08619	1098.76935	5.61750	5.12567	10.63504	0.64446	10.22188	8.26733	67.36191
9.80941	46.58333	7.97902	7.93117	6.71534	6.43969	63.35784	57.61471	0.00000	3.63571	1170.76764	8.75413	5.19621	-21.15	0.19943	8.95831	6.63374	56.06754
8.22039	22.53083	6.85073	6.87129	10.37065	25.15384	54.66276	45.02180	1.00000	8.79137	1073.65853	8.31795	6.70395	44.22639	0.19535	8.97986	5.87931	77.86826
6.36565	-1.29243	7.20981	8.12724	6.34566	26.49421	32.15875	46.36643	0.00000	6.25704	1063.05189	6.56835	6.49974	53.49389	0.06557	7.70171	6.53606	55.03383
7.24725	-3.59625	7.39441	6.72869	9.85125	13.41605	55.36009	50.63402	1.00000	10.83242	1141.53700	6.20637	7.60989	5.27247	0.35351	9.56502	7.42810	68.23825
8.10518	1.33467	9.38521	8.08351	8.56121	13.71246	46.21211	44.05291	0.00000	7.21633	1087.38274	9.90755	7.51022	43.61058	0.54363	10.03613	6.60923	59.05547
4.60978	38.66667	7.05783	10.12302	8.60249	17.15708	59.94131	57.96324	1.00000	10.36894	1095.70427	4.66307	8.58325	-6.25	0.02088	5.07015	6.68863	46.13305
6.64280	122.20488	7.11596	7.31278	10.66252	27.18541	39.58517	50.28449	1.00000	7.89881	1062.31341	6.59886	6.70661	29.98869	0.05442	7.05035	6.90261	68.07108
6.47660	135.6	6.94636	6.07123	6.82356	15.35474	44.22781	58.86444	1.00000	7.21459	1082.12763	5.12124	10.17382	34.61667	0.03703	5.14374	6.29541	55.11278
6.88505	-90.10674	8.28370	5.75568	7.82054	20.35299	62.65485	51.24842	1.00000	9.00952	1133.32972	5.93737	9.24234	29.84576	0.04370	6.94230	6.32264	60.67709
5.49415	22.53083	8.85684	7.42302	10.12483	9.04822	34.42200	40.91957	1.00000	10.77275	1108.27701	4.20627	6.88086	44.22639	0.06601	7.29818	7.70114	54.19843
10.28818	73	6.65761	6.63229	6.94286	15.05892	43.85133	52.64825	1.00000	10.21924	1137.25676	10.40484	4.05590	40.93333	0.22201	9.02924	7.89936	61.58594
12.52119	-34.88111	5.46389	8.19993	9.44263	30.86185	38.08944	62.33090	1.00000	8.33806	1156.02886	11.21896	6.43834	-8.05389	1.04632	10.74873	8.48780	41.68945
7.12193	9.22796	6.47777	6.15434	9.07654	24.25214	73.87760	55.36248	1.00000	8.02621	1062.93695	8.28138	9.45371	48.46458	0.06566	7.39078	8.36033	72.16150
9.78814	24.95034	6.08146	6.84094	9.35182	16.81868	49.40856	72.28241	1.00000	7.81713	1157.17655	8.49778	6.68109	60.18427	0.26040	9.28938	6.36785	61.56562
10.40743	9.02596	6.33570	6.99467	10.26271	13.83784	68.94285	46.74041	1.00000	9.51028	1192.03772	11.76575	6.95846	48.21644	0.40970	9.81745	7.17214	52.90300
10.67959	-122.86705	8.33573	7.85468	9.97271	18.94179	39.31895	49.62092	1.00000	7.98238	1124.33740	9.87010	6.10554	45.49428	0.13551	8.48948	7.12625	48.00400
6.96243	72.54064	7.77804	7.22715	8.76930	7.80528	48.21322	52.72481	1.00000	4.48572	1111.37063	5.75608	11.89801	31.82539	0.02461	4.99012	8.14302	47.44122
6.42319	33.34864	9.59231	6.75440	7.65544	21.93823	31.96521	70.92933	1.00000	6.71609	1188.44899	5.27273	8.90297	46.75451	0.02923	5.73471	8.81124	43.62246
8.58580	-59.13316	8.11967	7.46134	7.38893	6.78728	35.92694	25.26538	1.00000	9.13246	1104.17803	8.48797	5.30481	-37.32167	0.17118	8.78726	6.00088	63.08718
10.67567	71.21169	6.48165	7.47152	10.27686	21.36335	31.37183	53.96924	1.00000	8.54632	1103.07092	9.71814	6.25316	21.59983	0.48214	9.93546	6.77878	46.95190
9.24221	-73.9614	9.84129	8.50650	9.93711	8.23335	53.91955	55.99535	1.00000	8.72116	1061.82152	9.27258	6.87946	10.15031	0.19904	8.98554	6.56901	66.00504
7.87167	17.4674	8.53585	6.91313	7.49190	20.89420	50.96029	37.19690	1.00000	7.34214	1180.76545	6.52075	8.10312	50.86079	0.06615	7.02755	5.85345	32.26834
9.41381	100.48528	9.33720	6.41300	10.23597	-0.88202	50.60636	75.60543	1.00000	8.33386	1071.87936	8.96691	5.68401	14.37395	0.07109	7.40234	8.61252	61.61151
9.48456	-6.90656	7.69055	7.39585	9.39884	6.18600	47.75531	68.42649	1.00000	8.07257	1178.77990	9.38792	7.61329	33.92866	0.22743	9.07965	7.38449	56.01019
5.01448	73.38333	8.01892	8.63237	5.97623	14.02536	67.26726	67.71384	0.00000	8.02433	1060.99125	4.84615	6.55767	31.71667	0.10372	7.98395	7.69404	51.86009
5.28058	-5.55835	6.44606	6.11000	6.54122	20.27004	52.75940	45.18753	0.00000	7.52957	1137.26779	7.30624	7.28007	42.64685	0.28333	9.33457	7.09919	
4.07464	-58.44417	6.98432	6.09256	8.22143	8.58213	18.38652	43.03940	0.00000	10.46242	1176.21118	10.20080	7.14216	-3.14306	0.11927	8.17152	7.51731	77.47977
7.99818	-52.2	7.59812	6.89004	6.20265	21.01166	36.50177	63.02393	1.00000	8.10602	1119.73954	7.01576	5.73167	-28.44917	0.10749	8.02022	8.44639	54.21110
7.70800	146.05093	8.10073	8.63594	5.68585	-3.60012	63.70030	54.97697	0.00000	6.18954	1154.39659	9.86620	5.92442	-34.28853	0.05820	7.11542	7.17157	30.40134
5.61121	-9.24671	7.88946	10.12389	9.23500	19.56740	60.71884	51.03287	0.00000	8.95199	1171.43854	11.46721	5.37792	38.72706	0.08617	7.83893	7.13065	43.50515
6.56567	3.47717	5.42410	8.85604	9.37849	-3.59194	47.60229	49.82291	1.00000	9.99116	1071.53069	8.43036	8.21486	36.76639	0.07513	7.80846	8.37926	52.23262
6.61431	37.55	8.06935	7.87319	6.61628	8.75695	63.20797	55.38760	0.00000	5.54836	1134.14617	3.14667	4.97329	6.03333	13.28868	13.30960	6.58944	59.22648
9.59748	2.18247	8.73670	8.54788	5.79125	20.26241	56.83541	8.15850	1.00000	10.71920	1168.33575	10.59007	6.03281	41.41204	5.07362	12.34180	7.87317	55.98002
8.11419	2.12213	5.76969	7.91082	6.59544	3.64484	61.74570	42.67560	1.00000	8.33871	1154.90267	8.97610	6.57590	48.8222	0.07330	7.40804	7.25447	50.43873
7.58897	78.40102	8.33688	4.74182	7.72690	28.93248	30.28430	67.90921	1.00000	9.32961	1161.71534	8.56357	5.71192	27.9247	0.12296	8.31546	8.66700	62.11250
9.16121	30.96755	5.98547	5.47660	7.40666	9.55700	41.52669	43.04229	1.00000	8.80487	1136.75312	8.48324	5.95998	49.07866	0.23789	9.13272	7.29666	58.79981
4.36885	-97.35992	8.21404	8.13860	8.31846	16.66260	79.11287	62.95891	1.00000	10.41709	1126.17223	5.03078	8.67699	19.8173	0.05319	5.37687	7.50651	70.52013
5.32470	-4.21376	6.54263	7.17422	7.05403	14.66434	52.89630	38.53309	0.00000	6.68001	1129.75738	3.51895	6.72666	55.82885	0.11941	8.25105	8.44377	56.60299
4.90858	109.05389	8.08445	7.33676	7.19163	27.03159	41.20119	71.94109	0.00000	10.57727	1116.15937	8.11126	7.56290	-7.51611	0.04096	6.81602	7.56626	60.14014
5.97126	39.25	6.49526	6.94194	7.98579	5.80242	47.65818	86.45695	0.00000	7.23120	1114.29641	8.21915	8.74632	-6.8	0.13854	8.53103	6.98785	52.20325
9.17296	133.42825	8.27273	9.12002	6.84423	13.31346	45.89751	52.99311		10.21241	1184.90837	9.63099	5.65455	45.47885	1.03303	10.70577	6.62880	54.60725
7.67725	43.2379	10.41467	6.97562	9.19460	7.02423	27.19923	38.26698	1.00000	8.09035	1060.84733	9.29238	8.55430	50.06	0.11264	8.42593	6.65066	46.31978
7.25826	-100.44843	7.02141		6.39978	18.87676	61.36076	23.43059	0.00000	5.50005	1060.28757	7.69054	6.72900	20.74122	0.76723	10.41486	6.97304	53.58162
6.81888	30.4347	8.83625	6.27721	5.58988	12.58405	58.01119	67.36456	0.00000	6.51455	1076.93110	5.32905	5.59564	-1.9487	0.08042	7.24921	6.75160	50.01495
4.47798	122.74754	9.36944	8.38070	7.45756	5.10388	37.79704	33.58285	1.00000	10.57044	1173.94222	6.04388	9.58471	40.85158	0.03000	4.72296	8.13898	58.74718
5.74912	85.4265	7.03379	8.08154	7.90388	16.66788	60.17114		1.00000	8.55202	1199.62538	6.55343	9.71482	55.8736	0.02840	5.72076	5.73721	43.62625
9.57303	-59.13316	6.46097	9.23810	5.64052	10.17592	36.71721	58.90655	0.00000	11.66692	1186.91277	13.24487	4.93976	-37.32167	0.49790	9.97450	5.25706	34.65334
4.93704	24.6522	8.68056	6.97953	6.11269	6.27151	40.81853	79.21206	0.00000	7.58484	1092.88614	6.28158	6.48868	60.2052	0.29314	9.38183	7.23874	49.06383
7.41559	-6.90656	5.01731	8.55614	7.91340	27.77395	49.92223	51.76383	1.00000	7.95715	1120.97513	7.81542	7.33931	33.92866	0.09130	7.70597	8.04628	75.12801
8.44973	8.86374	6.27885	6.53833	9.61976	2.39136	59.16751	40.52919	0.00000	6.52173	1050.93039	9.48613	9.48167	44.89784	1.87567	11.34157	6.82475	73.59403
5.26617	39.28333	8.01848	8.12711	7.85812	8.79640	58.38285	20.69529	1.00000	9.16175	1083.71270	5.62451	9.20794	-10.33333	0.02924	4.94603	8.60888	69.08726
8.98524	12.87117	7.31936	7.76390	5.17385	31.33539	36.64779	56.91594	1.00000	10.72533	1130.78718	11.98650	5.79486	50.23271	0.40409	9.70775	7.28814	60.37465
5.87522	73.06784	7.77607	7.45487	7.96046	18.22296	45.89359	59.28429	1.00000	9.89736	1130.83084	4.60286	7.16531	25.13915	0.03007	5.82287	8.97169	36.06579
5.83761	73.7553	7.06324	6.21061	8.72016	12.57295	55.29625	27.88668	1.00000	12.30526	1146.72929	4.51225	7.24628	15.5439	0.05563	7.19938	7.14589	56.59532
7.62492	100.48528	7.27051	7.03700	5.97765	10.59011	57.57116	75.05802	1.00000	8.40752	1091.36207	6.12495	6.27717	14.37395	0.51709	10.02950	7.13238	58.88551
10.31595	-70.6996	7.81306	7.50761	7.40000	17.16121	39.20595	50.43742	1.00000	11.13870	1101.01114	11.92707	4.86683	-33.59217	1.44549	11.06182	8.26077	59.71320
7.38614	79.41727	6.34285	6.97788	7.00807	14.35132	39.24617	51.12475	1.00000	7.93469	1092.86704	6.93487	10.34538	12.25282	0.05416	6.43808		53.85587
11.45154	-84.13722	7.91745	6.76447	9.66589	27.08165	75.20417	28.10156	1.00000	9.33055	1147.81731	11.21839	5.86025	9.92787	0.71841	10.34873	5.87589	55.26010
6.48166	-1.98956	6.86079	8.45632	8.63737	13.27833	26.06607	59.96024	1.00000	8.36050	1152.88241	5.84334	5.97811	5.30383	0.06228	7.57343	6.70974	59.44691
5.37249	137.95378	8.24887	5.31344	9.92226	22.26004	48.56824	71.53185	0.00000	11.65404	1065.50602	7.60836	11.69930	35.82756	0.24123	9.20621	7.16477	56.74581
6.39503	-73.95097	9.04017	8.71189	5.78862	24.68118	66.44406	53.03117	0.00000	5.88754	1145.34620	6.35585	5.35512	40.72371	0.86085	10.55918	7.15421	55.30726
7.34775	73.38333	5.90266	8.03900	5.67931	3.12968	54.13874	68.63342	0.00000	5.06788	1139.13068	7.98019	4.87370	31.71667	0.19244	8.92896	7.48987	57.33205
10.14112	104.09701	6.98030	6.08685	7.09629	8.17935	44.63037	35.66488	0.00000	4.25113	1052.34219	6.86323	6.10368	-1.26424	0.03951	6.57080	8.00704	65.49402
8.32441	-44.31389	7.18271	7.29762	9.76139	26.48552	36.11064	48.52069	1.00000	6.64170	1135.86418	6.69053	7.41648	-19.7625	0.05407	7.18540	7.85897	53.44344
7.38331	-122.39168	8.38718	6.93318	5.76876	2.93304	57.78205	95.37993	0.00000	5.86824	1113.68588	7.31309	5.10004	40.58654	0.05927	7.24326	7.60330	73.46944
7.55070	72.34424	7.46028	6.56415	11.23691	26.28748	30.83860	45.62912	1.00000	6.11815	1079.78143	6.09950	7.99534	40.78206	0.04989	6.73175	6.56847	58.84013
5.47825	28.67582	5.43326	8.32886	9.60854	8.85097	40.12728	82.48903	1.00000	11.85976	1193.95261	6.88278	5.71658	40.98894	0.05224	6.26831	6.29803	52.54972
8.73956	120.57224	9.36095	8.60134	6.68091	5.01752	52.08193	73.30653	1.00000	9.08020	1188.39296	8.29723	5.67488	15.72892	0.26294	9.29880	8.08559	64.26048
4.46188	-60.93173	7.31097	7.18442	7.57776	5.60672	72.43659	62.22883	1.00000	11.77123	1088.44922	5.98587	8.95451	-31.4488	0.03873	5.31510	7.82416	66.83974
5.98846	-47.53028	8.14847	6.67434	8.86343	17.51042	67.43569	63.56392	1.00000	9.68248	1166.82656	7.35037	10.82286	-22.45667	0.27262	9.27765	6.81311	65.40888
5.80667	-120.93549	7.37374	6.59926	7.06750	12.25117	34.76651	52.54484	0.00000	8.72852	1156.36954	8.19160	9.10232	37.73604	0.51520	9.95934	6.30761	33.08815
6.86518	2.12213	7.62766	7.67181	10.20863	24.40043	39.95687	40.07133	1.00000	6.98353	1171.00263	5.89452	10.30984	48.8222	0.06245	6.99498	5.74442	57.46741
9.76790	-86.77917	7.33610	6.76146	7.74553	-4.81568	41.18032	49.57183	1.00000	9.43558	1088.56365	10.98591	6.06124	36.02506	0.15412	8.50691	7.54318	68.99936
6.04730	59.6	9.06842	7.73433	8.89036	18.08843	61.70005	48.00567	1.00000	11.49291	1178.75279	7.26438	6.60763	47.83333	0.06175	6.92103	6.68154	49.96629
6.34777	72.54566	7.07518	8.63385	9.63649	21.77684	51.08560	46.79396	0.00000	7.67802	1077.24689	10.30296	7.96079	29.69221	0.32057	9.46095	7.89437	55.90107
8.68625	32.6178	6.53288	6.97782	8.70705	21.55763	52.88822	28.97418	1.00000	6.12376	1096.71128	7.02954	6.74113	46.65581	0.07113	7.49820	7.47480	42.62930
7.24068	74.3092	7.78965	7.35977	7.27319	25.97708	61.32676	59.89294	0.00000	4.92941	1114.86541	5.30952	6.38660	33.37526	0.26652	9.29244	7.80340	75.85527
7.77019	136.84186	7.79261	9.23263	8.75491	8.62208	38.71369	52.50154	1.00000	9.46797	1099.73764	9.15201	6.41343	34.4833	0.17957	8.81065	6.13403	66.63616
7.98942	73.38333	8.44133	6.80281	9.98886	18.56725	41.76059	50.20491	0.00000	7.64645	1161.40117	6.49688	6.72135	31.71667	0.06726	7.68078	7.64833	61.53746
3.44063	14.72443	7.68011	6.19384	7.57035	17.82279	38.60959	59.66580	0.00000	7.45995	1052.38014	12.05398	5.12361	36.92574	0.10588	8.19953	5.71091	45.09191
7.04759	13.32127	10.32753	6.23750	7.33852	19.99353	57.03417	19.02814	1.00000	9.56020	1131.01514	8.49907	5.59370	52.59319	0.11104	8.11760	8.74820	76.45944
5.14997	-0.18333	7.79103	6.97513	7.44263	23.85973	53.55864	35.78451	1.00000	8.09202	1106.38301	4.90116	9.36257	38.96667	0.03972	4.95067	6.66512	74.36154
7.13633	76.35484	7.15926	7.38490	9.29071	11.27668	33.60920	48.15591	1.00000	6.67562	1147.00206	5.59342	8.87119	10.10649	0.03685	6.25684	8.29522	78.89654
8.00590	136.84186	6.10287	6.77868	8.70956	23.17546	60.31583	54.32755	1.00000	7.87891	1187.75753	7.58770	7.62883	34.4833	0.08971	7.44943	6.45677	64.45999
7.28580	44.02488	6.92356	7.66658	12.12303	10.55995	63.19342	41.78756	1.00000	7.56248	1066.71187	6.76742	7.77244	32.61603	0.10570	8.16104	8.64859	50.18087
6.47541	85.83636	6.39133	8.83502	9.76761	12.73874	60.06837	79.13343	1.00000	9.34129	1082.79988	7.85692	6.40296	25.66795	0.14104	8.37094	7.83149	54.11152
7.57163	60.70278	6.76442	7.77890	9.30111	18.29176	64.53181	46.84860	1.00000	7.99217	1077.90474	6.66982	7.97223	55.75556	0.08407	7.53139	8.22254	80.80196
7.16095	135.6	9.19251	8.24766	9.25551	19.38960	62.32642	42.61422	0.00000	6.98127	1197.27200	11.49251	7.54472	34.61667	1.98547	11.40305	5.40222	37.59549
8.10796	-0.32247	6.31855	6.82707	10.55674	18.28536	28.29475	65.64751	1.00000	10.47881	1181.54288	10.00190	7.22665	50.82882	0.29939	9.37893	7.45997	45.37329
2.68707	-52.51028	6.58115	6.34378	6.43762	13.68399	75.16570	54.04847	1.00000	9.89385	1054.20181	5.22725	12.16761	-28.81833	0.03350	2.51391	6.45552	62.88331
10.37520	16.50104	8.08463	6.91658	8.75788	21.43390	63.27638	33.03627	1.00000	9.75101	1102.01360	9.70552	4.97866	41.24264	0.57002	10.09531	7.21296	58.17938
4.01577	-77.4286	7.29381	7.91544	7.32948	3.49945	53.78422	61.54348	1.00000	9.71317	1114.64687	2.69494	9.38606	39.00622	0.01054	3.87574	6.47056	62.26194
12.17852	9.37082	7.80671	9.28604	10.07905	15.71154	53.98992	50.03208	1.00000	8.70555	1130.86885	12.88491	7.42277	36.08497	0.45262	9.83373		70.10367
6.90062	-115.98391	8.06791	7.61715	5.18571	1.95579	50.33575	62.99473	0.00000	5.60759	1192.18691	5.29073	4.42380	36.20829	0.06192	7.27216	8.33600	63.33174
7.72017	-70.20749	7.40283	8.88019	5.25880	7.42974	50.81855	35.49464	0.00000	5.78230	1121.16131	8.62480	6.18720	8.62261	0.03518	6.12076	6.62779	74.33722
6.26295	-0.36053	8.53583	8.68664	9.20201	8.11484	67.89625	43.01611	1.00000	8.45454	1050.03261	7.30139	7.01760	51.64316	0.07404	7.54492	6.59990	72.40149
4.04051	25.34244	8.25123	7.00578	6.98315	-1.70916	75.74955	56.77037	0.00000	9.98713	1188.85219	11.08273	7.07040	50.75932	0.76479	10.40637	7.60167	34.96466
9.35803	137.4	3.94491	7.62756	8.38727	2.92613	41.29152	48.00057	1.00000	7.76835	1050.53238	7.80182	6.64723	34.81667	0.24931	9.21455	6.24801	55.12119
5.32922	-120.45794	6.18462	6.48649	5.96902	22.62157	34.95451	29.21723	0.00000	6.74935	1067.50337	6.20613	7.06273	34.63915	0.04346	6.57675	7.40345	72.71857
8.02263	-5.22126	7.86292	9.03310	7.32977	27.22973	50.72352	42.23803	0.00000	3.31256	1161.43009	5.47980	5.41285	33.43443	8.26871	12.83186	7.93895	67.28777
6.00997	-73.86586	6.84381	7.96106	7.01086	17.86551	65.92765	39.90967	1.00000	9.75798	1102.36861	8.48508	5.68467	45.43341	0.04997	7.20333	6.43591	29.19115
7.41416	6.26764	9.05220	7.81151	10.86503	13.73654	64.04430	44.51614	0.00000	8.78743	1176.53701	8.90165	9.09897	4.92675	0.10256	8.21483	6.11228	52.49826
6.72405	-80.08199	6.67848	8.79536	7.78528	23.41554	55.50347	58.86217	1.00000	7.67152	1186.38886	6.03722	9.42154	35.88264	0.03677	5.59647	6.82984	72.65700
7.23599	24.04142	10.25631	6.23587	6.17596	4.26750	48.91918	43.24441	1.00000	10.26097	1128.01012	7.65892	5.17815	54.39635	0.64531	10.22942	9.57144	58.84421
7.23330	-71.19901	8.37456	8.11851	5.85844	21.86035	52.28146	53.88190	0.00000	6.02562	1126.91936	6.98049	6.49276	-30.60106	0.06483	7.14153	8.59394	47.12788
5.10485	34.33825	7.27330	7.70362	7.49764		70.30124	33.61134	0.00000	10.06100	1191.34965	6.04925	10.62927	53.59782	0.08010	7.78281	7.14263	52.75192
7.92041	37.55	8.00291	7.94040	9.16775	8.01409	55.65638	66.86402	1.00000	10.41489	1144.58952	7.56516	5.45553	6.03333	0.13655	8.71934	7.95052	67.81510
6.84310	-100.44843	7.72673	5.92846	8.55465	-4.63464	63.83584	66.98527	1.00000	8.09025	1062.85509	8.10460	7.36972	20.74122	0.08898	7.49217	6.70177	62.23243
9.34286	120.4861	6.97511	5.85083	8.02005	10.10851	64.42277	29.09231	1.00000	9.24547	1117.95486	7.34355	4.91462	16.0438	1.34782	11.00285	6.56528	49.05269
7.70040	34.02537	9.39601	7.90928	8.51151	41.03375	71.08574	58.53293	1.00000	7.78989	1055.95874	6.81585	6.99344	38.37255	0.07411	7.69561	8.21626	57.06798
6.19380	-44.31389	6.49827	7.90316	5.70639	5.33558	62.52199	52.94412	0.00000	7.09459	1157.07803	7.10840	6.42788	-19.7625	0.40618	9.75054	9.73753	42.48914
6.04781	123.62494	7.72631	8.93589	8.14947	24.75447	37.91135	62.74469	1.00000	8.13061	1123.78375	5.50150	9.40060	12.37169	0.02014	4.58605	7.61116	41.25401
7.39405	2.59753	8.46479	8.21742	10.49161	3.50251	55.34648	39.31572	0.00000	8.48772	1156.00831	8.96478	9.69187	8.88649	0.23986	9.11478	7.65250	78.28019
7.33948	9.85	7.32865	7.47696	9.76479	15.44631	56.51403	55.98573	0.00000	9.88408	1153.09968	7.35524	9.75699	53.63333	0.08205	7.54788	7.34878	31.74508
3.45134	-60.93173	8.61636	6.90246	5.23942	19.60160	43.36194	80.21075	0.00000	8.83322	1156.08290	5.37690	6.86056	-31.4488	0.07693	7.89886	8.13662	43.64146
8.09489	-8.33147	8.19698	7.78891	9.72766	20.33069	44.36772	90.41741	1.00000	9.54526	1199.92963	9.27416	7.30871	41.20485	0.24165	9.13895	5.74485	67.92393
10.34484	-122.24092	9.76345	6.04281	8.58536	25.42014	64.33512	54.50097	1.00000	10.10544	1137.71971	11.04955	4.74132	47.4943	0.26400	9.29619	7.05532	42.13164
6.92588	-97.35992	6.75917	7.20388	7.53267	35.22847	53.78376	59.83611	0.00000	7.73719	1099.48789	8.38846	8.26047	19.8173	0.19224	8.89260	8.71628	68.63790
6.72115	38.28402	7.21328	7.58412	7.81896	18.69689	48.21254	36.96505	0.00000	6.51528	1094.92915	8.16577	9.34602	34.5624	0.45941	9.84805	8.69703	44.92562
7.97876	-74.96933	8.63609	7.43233	8.29210	13.97197	44.47897	41.78589	0.00000	7.94172	1192.13582	5.98497	10.66722	39.71734	0.15684	8.66996	8.13415	57.77618
10.00135	5.16108	6.55873	5.91907	7.76686	19.89535	72.73043	64.92394	1.00000	9.01748	1111.08457	9.23563	4.80037	48.77275	0.16323	8.73555	7.03603	49.49398
5.93519	10.03988	7.06610	9.07954	7.86759	12.94208	45.38735	55.77051	0.00000	8.89702	1140.65512	10.25437	5.47022	53.6052	0.08512	7.62684	7.45833	63.29067
9.90199	35.59642	8.54806	8.67299	8.34356	8.27176	70.52128	80.31351	1.00000	8.81908	1129.78137	9.82873	6.19936	3.11988	0.26804	9.30482	7.12146	51.74845
3.95043	-86.57415	8.30080	6.94648	4.35111	18.71087	68.48018	43.67654	0.00000	8.92404	1187.86407	8.54455	7.05407	15.48131	0.04118	3.82493	5.90130	44.22321
5.28493	71.30633	7.79112		8.31001	11.19549	65.05206	49.29891	0.00000	8.37858	1172.48370	10.21381	7.90502	21.34222	0.51618	10.00512	6.12071	60.33528
7.46041	-15.6	6.56366	8.24258	9.03450		39.79807	47.19363	1.00000	8.10369	1187.48778	4.67027	7.14276	13.56667	0.04061	7.09351	7.09147	43.00522
7.56522	34.4587	7.46488	6.67908	10.67095	21.63807	31.94597	65.01765	1.00000	9.34678	1128.94540	7.65235	6.92310	-13.7804	0.12722	8.43618	8.15094	47.92306
7.75648	117.7	8.47726	8.33990	9.05805	16.43800	57.81743	61.81781		6.07499	1119.69544	7.32085	10.85418	35.85	0.04981	6.80480	7.77447	64.50675
9.41908	5.55575	7.74588	7.76566	6.61950	9.00252	32.15687	58.85887	1.00000	8.73372	1193.74540	9.20926	6.15821	46.67535	0.35986	9.62104	7.36547	64.05359
7.32909	-94.74049	6.75685	7.67590	7.59940	13.95006	35.59192	50.63344	1.00000	10.44686	1150.87757	10.09918	6.80104	32.5007	0.33868	9.51831	9.44307	73.08771
6.92799	4.21372	7.41972	8.54649	8.12844	32.37931	53.17284	36.91845	1.00000	9.73312	1167.84619	8.09139	6.06811	51.12794	0.25825	9.19574	8.51258	75.56387
8.33241	-61.4867	6.82286	7.12072	10.12903	13.57232	51.50214	30.79429	0.00000	7.69594	1171.98048	10.38247	7.16112	-31.25033	0.15134	8.66144	8.41952	64.47213
5.98792	3.16667	7.78996	7.03880	9.50968	26.18695	48.64829	41.02164	0.00000	9.56385	1198.63894	8.04319	10.58011	50.8	0.20879	8.98822	8.78408	45.60227
8.65886	-97.03285	9.74887	7.10952	7.88739	26.70810	34.73793	51.95131	1.00000	10.32727	1067.61919	9.98173	4.67578	47.92526	0.15383	8.77078	8.10209	43.27143
3.74172	-80.08199	7.43876	9.03055	9.61897	3.96410	61.65090	39.93083	0.00000	10.96842	1062.70331	9.11138	10.18514	35.88264	0.22048	9.05480	8.30008	35.78941
8.49446	-60.1831	5.62701	8.04773	7.48433	-1.56117	66.45970	66.45774	1.00000	8.70528	1073.32246	11.39049	7.41640	46.1351	0.02913	7.01744	7.59449	45.17666
8.31308	-94.74049	5.99962	7.02008	9.03559	24.48042	34.33060	22.96709	1.00000	9.21941	1189.54727	9.68611	6.39516	32.5007	0.13247	8.45495	7.39570	73.15393
9.10843	27.46153	5.39084	6.71097	9.83999	13.25356	40.50587	45.66253	1.00000	6.18634	1114.22393	6.21111	6.33593	-21.44236	0.05044	6.65857	7.27514	31.10096
6.38202	38.01667	5.49508	7.95373	6.52114	14.93973	41.68172	48.47238	0.00000	5.30468	1194.10345	6.49272	6.32867	11.85	0.16914	8.64054	7.47603	39.45572
8.23438	-44.31389	7.15345	9.18883	7.97599	2.30254	8.12224	33.39946	1.00000	7.78839	1068.05203	6.17039	6.15570	-19.7625	0.12742	8.50856	7.38764	46.30760
4.34765	86.59509	5.96581	7.27548	5.82639	26.64341	83.10792	47.37699	0.00000	7.76128	1196.07037	4.14331	6.89728	26.11527	0.07882	7.58207	6.39972	49.37395
2.81372	68.75915	6.17382	7.94580	9.60103	7.54756	59.23535	51.28839	0.00000	9.15600	1198.34233	11.29296	7.39381	27.52948	0.11866	8.35241	8.21094	50.33168
6.57011	33.72798	8.37999	9.21518	5.77650	10.05784	30.25421	38.70738	0.00000	6.16537	1197.23063	5.16231	6.27638	53.53395	0.19556	8.85787	8.00933	79.78937
9.61580	3.20639	8.90431	6.97296	7.56364	15.41768	42.78952	61.44811	1.00000	8.47660	1162.69964	8.70232	5.89990	50.74497	0.17170	8.81701	5.35693	47.79353
5.97678	123.17306	6.97348	6.80738	9.46179	26.02121	52.16943	54.49204	1.00000	9.66887	1063.33621		9.00870	41.27194	0.06652	6.77916	9.49016	52.77473
6.00067	70.96699	7.35389	7.94001	9.34968	16.18325	58.95897	58.71994	1.00000	11.59198	1167.75072	7.79262	7.95963	30.46907	0.06503	6.93033	6.93521	39.92166
6.89341	4.62744	6.80664	7.31400	8.39902	9.73189	40.11886	60.59202	1.00000	6.59066	1149.16704	6.96835	11.45661	36.06386	0.02575	5.72351	8.63236	74.04751
5.71251	-89.64066	7.20133	8.58358	8.27214	1.71033	57.85231	65.04235	1.00000	9.81088	1079.26055	4.58224	8.90848	40.56754	0.04197	5.88898	7.29389	50.09860
