PM2.5	latitude	H2CO	PAHs	NH3	Pb	O3	PM10	PRES	CO	C2H3NO5	warning	NOx	TEMP	SO2	longitude	CH4	CFCs
9.97412	50.56149	53.19130	9.38281	7.52648	30.15916	7.74467	5.65907	1112.81028	7.76262	0.04378	1.00000	8.57738	22.00055	8.94363	4.69889	8.64894	33.04086
7.75528	27.85	58.05424	5.81361	9.71668	69.18104	6.12440	6.90809	1056.08369	11.09430	0.06068	1.00000	9.46530	20.59875	7.38354	112.9	5.77250	42.25796
8.60695	53.94313	76.93098	10.51350	7.99187	49.30136	7.48678	9.81851	1119.11743	9.65164	0.44129	0.00000	6.87279	22.64960	8.97196	10.30215	8.66771	29.37248
11.02381	28.54944	37.45284	9.11726	8.28932		8.46982	9.85617	1056.15955	6.14393	0.45320	1.00000	7.37970	14.58556	14.14794	-81.77285	9.05038	58.75404
6.58633	53.19146	25.46159	7.65098	8.69521	51.30808	5.70327	10.85749	1181.45818	8.87158	1.16229	0.00000	7.61711	6.09132	8.80871	-2.52398	7.93546	43.33489
8.85449	38.72706	45.30044	10.65723	7.85891	76.59498	10.31129	9.47552	1089.86403	6.22204	0.32788	1.00000	8.46172	21.10066	13.32375	-9.24671	7.21512	47.62952
9.92548	41.15612	37.33179	9.57547	7.68753	50.61894	7.99766	11.63853	1158.67925	10.43310	2.51201		9.58677	8.39904	9.28260	1.10687	8.47459	13.33529
9.76784	11.8659	52.20737	12.22554	7.30606	73.47782	8.62497	11.84604	1097.17038	8.11624	3.08365	1.00000	8.33230	17.99344	11.94715	34.3869	8.15907	70.84947
9.53876	51.67822	41.99130	10.12560	9.39030	42.49516	8.26144	6.77931	1134.02916	7.03792	0.06503	1.00000	8.53469	24.21313	10.39912	33.9162	7.17551	50.26141
5.93360	-34.28853	42.06072	9.24214	9.37191	31.25149	6.46523	9.91698	1111.01382	9.67593	0.48411	0.00000	7.66801	3.23888	10.53932	146.05093	7.66695	48.32845
9.45005	-8.99167	13.46990	6.15890	7.19554	49.03440	6.38484	8.18401	1109.52492	9.10618	0.12462	1.00000	6.99407	-1.12680	10.68618	125.21972	7.03095	24.77065
5.68554	42.62833	60.31797	8.29491	8.73869	22.69276	5.46270	7.06041	1132.66383	7.98334	0.06432	0.00000	7.94281	3.85330	9.37715	20.89389	7.86429	56.94123
10.52283	33.42585	60.98025	7.62771	8.08415	27.16567	8.65739	9.53173	1144.57825	9.16436	0.32352	1.00000	9.98933	9.27864	8.69889	-6.00137	8.74311	65.75553
9.82858	12.37169	54.72458	7.49421	8.22279	36.71180	9.21363	8.40898	1095.79250	9.46810	0.15895	1.00000	7.15652	8.61732	9.56029	123.62494	6.27172	50.65396
8.80350	37.30553	36.15446	5.74918	7.35287	60.30976	6.10289	7.55666	1108.72872	9.95863	0.05712	1.00000	8.63717	29.89468	9.87650	120.82747	7.88072	61.95188
9.33002	51.78771	65.01484	4.82105	7.39629	45.23304	6.98561	6.98924	1185.21568	9.53547	0.07422	1.00000	8.43683	-4.20323	8.96672	56.36091	7.21926	50.29415
8.28705	33.54428	82.97926	8.16632	8.58208	83.16055	6.35694	6.23697	1141.91663	10.34032	0.04020	1.00000	7.88277	7.29100	8.11754	-84.23381	8.77164	41.68607
10.06239	48.28259	43.68104	10.04724	7.97632	66.39322	9.32454	12.22200	1097.09884	9.61939	4.45142	0.00000	8.72746	11.55302	5.41780	9.72749	8.49156	67.77182
10.59936	51.88333	57.24460	9.00721	9.15103	53.79178	6.78080	11.00127	1124.07356	11.03853	1.33947	1.00000	8.22739	23.33736	9.93059	8.51667	6.98987	35.44163
9.04124	39.45621	49.05755	5.25891	7.82161	21.54054	6.03146	5.44481	1096.99617	7.48492	0.05468	0.00000	7.04233	15.06942	8.93329	-77.96389	7.31560	30.03149
8.94368	-29.2975	56.06223	8.40045	9.10938	45.11054	7.52302	11.69734	1156.00898	10.99365	2.65264	0.00000	7.69843	5.77935	8.95295	-51.50361	7.68783	51.89505
10.41844	51.39323	48.75810	6.14435	10.88436	43.74398	4.57849	9.23421	1176.55169	6.75673	0.27207	0.00000	8.47785	24.68233	10.83650	0.47713	8.35407	29.60801
9.56562	51.42708	42.35747	5.55246	6.43441	53.38381	6.40301	7.40013	1105.74444	9.44905	0.06575	1.00000	10.29055	13.00319	9.74693	-0.91979	8.06831	57.65396
9.02381	42.62833	40.69559	7.09432	8.58658	18.24890	5.10502	6.03132	1148.34254	11.29352	0.05863	1.00000	8.47920	11.00181	8.00389	20.89389	8.98486	35.18565
8.64678	-11.48472	57.97753	8.06448		42.76061	8.79200	8.71038	1170.38437	12.09190	0.18935	1.00000	8.31259	13.21708	7.98334	-37.93278	8.16689	46.82655
8.49973	32.44874		6.94046	8.65799	55.87410	5.70579	4.65334	1183.08281	11.55021	0.04222	1.00000	7.62925	16.23370	6.82128	-99.73314	8.25291	26.20285
9.87251	45.78071	47.10645	9.59014	8.66387	57.48959	8.03965	10.96551	1192.96491	11.26170	1.28211	1.00000	8.50789	15.18246	8.68438	12.84052	7.23700	38.60000
8.50424	23.18	57.20259	8.95517	7.22634	66.91995	9.31939	9.23689	1170.18081	10.44698	0.27698	1.00000	9.71931	28.69575	9.63892	88.58	8.29701	34.85221
8.58159	37.56667	30.66416	11.38359	7.66697	52.67413	10.02337	9.92914	1118.97758	8.09734	0.48590	1.00000	6.58149	-3.63705	9.87794	140.11667	8.92557	60.10522
6.68897	61.78491	36.53369	3.88116	8.41239	39.36712	5.52582	9.28439	1112.11198	7.84451	0.27831	0.00000	8.73444	22.71895	8.99308	34.34691	9.40933	25.63779
6.58101	14.93333	62.49901	9.36112	7.34443	32.62989	7.99035	12.88842	1096.99768	11.64458	8.65870	0.00000	5.45657	15.82844	8.96359	-91.11667	7.25066	52.75180
7.40922	46.1351	55.78257	9.36475	8.81351	49.45460	7.31084	5.51763	1167.18520	10.04927	0.05030	1.00000	10.01699	4.52018	7.75776	-60.1831	7.24102	
8.04454	41.50343	55.06135	8.18574	6.52657	51.12634	6.35992	5.69727	1170.17653	10.70673	0.04002	1.00000	8.84872	9.46139	8.86091	-74.01042	9.33995	45.75952
11.04264	40.53123	55.61210	7.56880	7.11932	44.33978	6.90021	9.87284	1059.54255	9.31589	0.44419	0.00000	7.92033	15.85272	9.58985	17.58522	7.27408	37.33411
8.23951	42.64685	69.77669	8.64778	8.84698	60.19939	8.00623	7.29485	1082.22905	8.16887	0.08470	1.00000	8.79280	13.46918	10.20809	-5.55835	6.67057	62.85498
7.77461	39.59611	63.69250	6.28269	8.13659	53.04992	4.96368	8.43836	1090.33337	8.12520	0.13728	0.00000	8.11253	18.99221	10.81911	27.02444	7.39972	39.67711
9.53580	4.92675	44.49647	9.82242	7.51813	60.50943	8.34942	10.99977	1168.59570	12.15642	1.33501	1.00000	6.62833	19.65724	7.69825	6.26764	8.35793	33.50470
11.14749	-20.87306	56.68916	5.13351	9.87267	61.92714	7.35549	8.61516	1124.82725	7.18491	0.14581	1.00000	8.49067	39.16624	11.57558	-48.29694	9.05352	43.75324
7.32840	56.85836	45.24908	9.17673	7.83026	78.15601	11.59979	6.71599	1147.80426	11.11394	0.05678	1.00000	7.68150	1.52593	4.98447	35.90057	6.02389	52.58215
8.10162	-36.9256	66.39691	10.79691	8.36219	50.00593	9.45844	10.10576	1189.22708	10.41530	0.56345	1.00000	8.24318	12.16343	8.69432	-73.02841	9.09140	25.24919
9.09984	36.20389	58.11731	6.56423	9.10911	60.65284	7.46350	10.39860	1171.18601	10.82818	0.75683	0.00000	8.59669	12.68938	10.26168	127.08472	9.27445	42.11205
8.02097	35.6803	53.74957	6.88291		55.71789	9.28020	7.76801	1105.00512	11.28140	0.08707	0.00000	8.01302	16.23529	5.84696	51.0193	9.47050	46.23087
9.63728	35.85	56.95309	8.69624	6.22515	42.32610	7.58495	9.84130	1172.38672	10.82686	0.43213	0.00000	7.36482	34.06061	9.32408	117.7	8.63615	41.11701
7.08062	61.72744	65.42988	6.26544	9.20376	53.81858	5.48323	12.16563	1181.12194	9.96613	4.23309	0.00000	8.45512	11.57533	11.92418	17.10558	7.67649	33.34635
9.03738	55.75556	61.53716	5.70116	8.53213	43.42581	5.97841	5.91155	1150.92492	10.94218	0.04547	1.00000	9.10665	28.46335	7.92569	60.70278	8.00086	55.30847
7.09090	3.51667	51.51781	7.33072	7.38497	67.05404	6.70902	7.64682	1105.42749	10.37351	0.08832	1.00000	9.34514	28.26043	7.85264	11.5	8.08506	36.52782
9.05907	49.65186	59.77489	6.56104	6.36016	42.73406	4.52455	8.19927	1122.11509	7.62527	0.12319	0.00000	7.38764	17.12432	11.83010	26.97253	9.46271	34.26950
9.29541	17.94979	56.85822	7.11712	6.72687	72.34776	6.55718	5.45163	1144.43543	10.39783	0.04650	1.00000	10.17136	34.05263	9.35023	-94.91386	9.21639	49.48493
9.28679	40.72586	49.95087	9.03131	8.30269	55.25061	10.34832	8.00105	1144.67869	9.46799	0.12588	1.00000	7.62105	33.85809	6.73704	8.55552	6.73011	55.29901
11.05287	6.15038	60.04412	7.81525	6.70498	35.92904	8.10024	9.24627	1185.85441	8.37995	0.26442	1.00000	7.53701	20.63464	10.27169	6.83042	8.07032	55.68363
9.01657	36.02506	47.77936	8.53119	6.66061	34.79241	9.60241	8.73238	1069.95690	10.53772	0.15355	1.00000	7.83492	9.51433	8.41268	-86.77917	7.99119	51.40928
7.60950	-7.60361	68.29252	8.96750	8.73030	63.81959	11.22658	7.45244	1084.45460	8.92976	0.08571	0.00000	8.77118	4.33299	8.96580	37.00438	7.70896	40.89712
9.35772	32.17629	51.07780	6.92905	8.35761	30.81031	4.92680	13.00257	1136.32999	8.42233	9.71191	0.00000	9.00928	-1.27841	11.29310	75.06583	6.77815	58.63443
10.64019	12.95629	66.38146	11.45431	6.86608	51.32737	8.64507	12.52235	1077.49188	10.64842	6.01642	0.00000	9.13994	0.70820	8.33818	78.27539	7.75932	37.14210
9.61513	57.14369	57.86852	7.96154	8.66718	35.37722	5.59464	8.44953	1159.43444	8.46112	0.13267	0.00000	8.04689	10.53044	10.31107	-2.09814	7.36568	22.67356
11.12746	17.94979	52.77798	9.99346	7.70227	68.74638	7.90771	9.62363	1060.06037	9.34774	0.35954	1.00000	7.91865	20.78244	8.68182	-94.91386	8.71800	34.25767
8.39121	50.76306	71.37809	12.29656	9.87669	53.88765	9.90196	10.84129	1110.24351	7.86192	1.16260	1.00000	8.79145	23.24854	11.93952	-1.29772	8.68136	53.13333
8.56411	45.4473	50.45579	7.77454	8.39232	33.40336	10.17939	7.39520	1164.66065	8.45916	0.08066	1.00000	7.79274	8.95566	9.77515	-73.75335	8.45750	42.20962
7.12611	35.05266	38.12745	8.79437	7.10736	56.01278	6.00194	8.71028	1147.41597	8.83851	0.16908	0.00000	7.55518	4.58638	8.77258	-78.87836	8.04434	45.46425
9.55243	22.88783	54.04876	5.58392	6.66152	45.61236	7.03604	6.31779	1067.95675	9.33596	0.04131	1.00000	8.60229	20.29165	8.95441	84.13864	8.00132	51.13078
6.17288	6.95194	35.84738	4.27979	8.99548	65.15340	7.62136	10.40173	1121.54287	10.95531	0.75752	0.00000	10.36777		9.23377	121.96361	7.41142	40.41022
10.46953	-7.0981	47.33276	7.03094	6.00829	64.63690	9.44174	8.05118	1197.79246	8.97636	0.09688	1.00000	9.43578	23.14738	7.07674	109.3243	8.25201	33.11096
9.28571	57.14369	49.33897	6.59515	7.42730	27.97012	6.69988	8.93933	1078.63045	9.51940	0.21795	0.00000	6.81411	14.45854	10.08363	-2.09814	6.59472	47.02272
10.65456	-29.2975	46.21403	8.86037	9.83033	44.17155	7.72879	10.24258	1133.17129	10.75900	0.63838	0.00000	6.47824	18.58172	9.31859	-51.50361	9.42055	26.76472
7.64002	20.88197	80.99087	9.25005	7.61513	41.29968	7.99370	12.53434	1125.12405	9.83039	6.09089	0.00000	7.72962	8.82394	8.31502	85.83334	7.40603	39.68062
7.63692	-4.26613	55.53578	11.38976	8.52375	67.35258	9.85867	10.98062	1176.37271	10.53721	1.31125	0.00000	8.60908	0.72353	8.33884	15.28318	7.38161	44.36398
10.70237	0.76755	39.61470	7.86922	9.16114	31.22763	6.48996	6.33724	1133.55440	8.44059	0.03955	1.00000	8.76307	12.54673	9.27722	24.43973	6.58922	53.78433
8.89264	-7.76667	50.88819	6.70336	7.65989	51.80024	6.91184	9.67589	1081.78362	9.67698	0.37483	0.00000	7.69262	22.97069	9.27487	35.7	8.56996	77.64997
10.84436	33.08014	64.66462	11.26706	7.42570	46.86475	8.22059	10.19430	1073.68863	9.54413	0.60524	0.00000	7.47058		7.40756	-83.2321	8.25458	43.19552
9.16256	52.59319	64.92248	8.73195	8.34271	67.92066	9.76859	9.13830	1172.80793	9.19066	0.24210	1.00000	8.29320	17.59468	7.95976	13.32127	9.37385	38.42364
9.04331	18.00747	35.20049	5.82339	7.09289	42.38176	5.36431	6.72655	1149.63815	11.13994	0.06372	1.00000	6.73431	23.84025	9.49665	-76.78319	8.74373	36.50287
10.61850	30.16688	47.54780	7.09479	8.22987	71.48200	7.93986	6.90784	1051.83793	7.21829	0.03817	1.00000	7.62416	-0.82117	10.12491	-96.39774	7.66889	51.34950
9.83774	26.44931	67.82275	10.33102	8.15006	73.59971	8.60591	9.74915	1122.90284	9.92674	0.39953	1.00000	8.49917	7.52783	7.98597	91.61356	7.36176	43.78723
8.27873	15.58552	61.35626	7.37494	9.23981	32.48296	7.63795	7.51737	1086.69661	8.78444	0.08380	1.00000	6.68369	25.64771	9.60972	102.42587	8.43343	42.85365
5.61819	33.7207	34.86990	7.73084	9.55306	50.41131	5.36833	9.93667	1150.95910	7.64016	0.49023	0.00000	8.35739	11.26071	10.33106	-116.21677	9.55798	55.99349
7.96477	44.98901	59.74495	6.42076	7.70196	60.18204	6.15631	9.97233	1165.41019	9.21155	0.50152	0.00000	8.32202	0.61771	9.57291	38.94324	8.55849	65.35171
11.18709	44.73941	61.51585	11.76632	7.24990	27.94781	10.19166	12.47225	1084.95299	7.91982	5.72452	0.00000	6.86829	19.23069	7.14660	-93.12577	8.67767	48.67977
6.13106	36.61954	69.32166	8.97631	10.09116	51.78614	5.80426	7.13596	1169.00938	8.75809	0.07583	0.00000	7.07355	31.84609	9.47864	4.08282	8.48753	55.03431
10.14334	34.86472	29.12994	10.44468	8.50301	73.59173	9.34655	8.91563	1108.18439	8.86166	0.19653	1.00000	8.02326	9.35174	8.42172	117.55417	8.64435	55.50549
9.02330	-7.01833	37.43670	4.44692	9.02830	81.79974	6.27720	7.79815	1169.30219	9.86165	0.08377	1.00000	9.10583	3.19224	9.23954	107.60389	7.53986	60.83953
10.52163	31.84568	64.29853	11.98593	7.29050	41.58517	10.40051	11.26794	1178.12594	9.42639	1.75966	0.00000	8.62612	3.35239	6.67151	-102.36764	6.86652	60.49719
8.41740	41.75338	34.69359	6.77997	8.25155	58.33560	5.34017	10.09245	1189.64213	8.27594	0.54922	0.00000	9.73419	10.20224	9.96718	-86.11084	6.99445	51.83601
9.05750	-10.91111	43.50797	7.71183	9.27883	22.07346	5.69753	6.09392	1185.97181	10.59045	0.03483	1.00000	8.02652	22.97512	8.72654	-37.07167	8.57039	48.48251
8.44781	55.85	54.17146	6.21795	8.04807	39.43355	6.77957	7.50967	1170.40378	9.71739	0.07145	0.00000	9.79761	16.17111	10.01543	37.56667	9.66848	36.80563
8.07859	41.75338	86.62287	7.30054	8.58886	65.75134	6.44079	6.53876	1183.62109	10.33377	0.03644	1.00000	8.08184	21.43134	8.76230	-86.11084	7.26895	55.18201
7.49392	33.92866	78.04630	5.86885	9.03390	59.50770	6.21736	9.76052	1197.67872	9.17073	0.40298	0.00000	6.51427	17.96687	9.48976	-6.90656	8.15830	67.17419
8.22221	42.50729	42.71118	9.76433	8.97604	66.43792	11.43970	7.21353	1183.36931	6.57147	0.05330	1.00000	6.49787	23.39860	11.84935	1.53414	8.15897	61.35237
7.98530	-10.33333	49.78724	5.68584	6.57730	55.48190	6.29271	10.74022	1157.25034	9.41295	1.02981	0.00000	8.98421	7.28659	9.89485	39.28333	7.94444	47.66891
10.57962	43.61062	49.47747	6.94086	7.44864	64.80780	7.11719	6.79357	1175.38327	8.24872	0.06984	1.00000	7.43292	18.18157	11.11379	-72.97261	6.52628	48.01325
11.10375	60.18427	38.73220	6.80448	8.89914	45.79391	7.45463	8.80445	1111.65197	9.78545	0.17082	0.00000	10.14593	24.08810	9.89527	24.95034	6.34109	65.81705
10.42682	41.50343	52.93021	9.39774	9.33798	39.88347	7.56173	5.51332	1062.35754	7.92591	0.03439	1.00000	7.65451	16.96656	9.85914	-74.01042	9.31747	43.68992
6.77442	41.50343	55.00884	10.92655	6.94738	58.19159	10.76311	9.06493	1122.56433	10.27087	0.21755	1.00000	9.35570	14.73604	10.44068	-74.01042	8.98007	75.64449
8.67393	14.62578	68.14844	7.70778	8.40696	54.76572	6.97321	10.93726	1149.68456	9.96323	1.26006	0.00000	6.62775	31.88377	8.54709	121.12251	7.43704	68.12062
10.28414	36.46917	40.36758	10.48708	7.67437	55.76616	9.18543	6.24000	1186.60633	5.87340	0.06198	1.00000	9.35843	2.75082	11.42655	10.78222	9.04390	58.43841
9.31653	45.44694	56.53268	7.47411	8.18642	75.52262	5.06481	11.50540	1067.64193	8.51837	2.20862	0.00000	7.95313	20.37795	11.11007	8.62118	8.85800	29.20839
11.64169	55.82737	47.42481	4.46509	7.99602	55.25235	5.84928	7.77828	1077.80302	9.00296	0.06771	1.00000	6.10594	17.37295	10.82244	-4.0573	9.65274	50.84099
7.66796	53.69786	51.07035	6.89517	9.42697	49.64753	3.53552	11.25007	1067.67401	7.76868	1.71713	0.00000	8.21783	11.09754	12.72994	-2.68758	8.54888	45.67067
8.65799	37.08819	38.98677	7.23085	9.42756	56.16882	6.97249	6.96743	1102.69988	9.51134	0.05790	1.00000	7.03598	19.72579	9.10459	-8.2503	8.21506	45.21298
8.44257	-7.60361	57.24786	6.91962	5.47951	57.31888	6.56036	8.12567	1193.60115	9.44454	0.09389	1.00000	8.40942	22.82126	10.07438	37.00438	7.77417	46.43882
9.63854	-31.4488	46.62866	5.19312	9.22737	55.82383	6.28371	6.69105	1117.55056	10.06073	0.04291	1.00000	8.89945	27.88859	9.97453	-60.93173	7.11033	11.90343
10.45466	-17.74431	52.79708	6.17797	9.85195	58.66002	7.64933	8.85225	1195.30645	7.26038	0.17767	1.00000	7.62866	33.03515	10.23482	-48.62789	7.62609	59.11991
9.41409	-12.91667	61.19555	5.94654	7.82773	46.17115	6.66785	6.66430	1082.75697	9.73961	0.05321	1.00000	9.37518	6.06416	9.29347	-39.25	8.34170	50.92385
8.58823	36.81667	57.78757	6.84437	7.98804	60.17475	7.98857	7.79727	1160.91366	7.93392	0.09165	1.00000	7.92048	29.36798	10.30731	117.81667	7.82858	24.71418
9.42528	20.88197	67.61417	5.66999	7.42253	76.91801	9.25006	7.66776	1070.07473	10.96207	0.08595	1.00000	8.31217	24.62699	6.58548	85.83334	7.22774	54.03286
7.66700	37.35813	51.28989	5.63544	8.22159	47.15613	6.59008	7.81905	1073.49529	8.89638	0.08586	0.00000	5.84076	16.56701	8.46888	-6.03731	11.12400	25.60447
10.36505	31.28092	52.21847	11.12171	7.85499	40.39212	8.52617	11.78366	1073.52867	8.62158	2.87852	0.00000	8.15539	10.79997	8.55141	74.85849	7.83417	32.89174
10.74360	29.65163	54.81896	4.75198	9.17488	53.90897	7.92535	7.84701	1166.14457	7.53639	0.09125	1.00000	9.53035	27.26838	10.75542	-82.32483	8.83687	52.56727
7.10078	51.42708	42.56223	9.24324	7.12282	50.81491	5.90115	8.38599	1169.20785	7.41058	0.13942	0.00000	7.60018	22.59401	10.19220	-0.91979	8.78716	35.89822
9.50756	65.84811	52.32640	6.03261	6.98426	37.53076	7.12430	8.85799	1097.15218	8.29838	0.18630	1.00000	9.50000	-7.38973	10.03272	24.14662	6.62211	48.28984
9.78397	53.95278	54.00639	7.51887	9.26173	39.67372	6.64670	11.07070	1155.26018	8.74319	1.44260	0.00000	7.48315	-0.37912	7.67981	32.86389	8.47901	30.56240
9.17557	21.53889	58.23553	7.47198	7.83973	53.18218	6.51004	6.90714	1187.13666	9.19076	0.06336	1.00000	9.96640	15.63752	9.24069	71.57737	9.24560	62.77831
10.67915	38.40917	69.59551	5.71168	9.74242	24.67502	7.37598	7.85490	1118.73741	7.70641	0.10165	1.00000	9.73630	35.83965	10.48706	112.73333	8.09839	59.87880
9.87851	55.75556	40.55215	9.88949	7.61612	43.17942	9.87137	9.04912	1111.10038	8.12789	0.21149	1.00000	7.62200	26.90196	8.00338	60.70278	8.14349	38.90704
10.55706	39.96348	50.95537	5.62096	7.71956	47.55775	5.70492	8.38113	1114.06861	7.47728	0.14224	0.00000	8.38373		9.89114	-4.83076	7.98100	39.04582
7.52772	52.4581	50.98380	11.26967	9.39282	46.88531	9.17648	8.81907	1199.53075	8.65390	0.18733	0.00000	10.69362	-1.62210	8.68575	13.28702	9.06584	38.65687
10.01495	45.4473	66.96045	9.45839	7.75143	58.51309	9.06683	9.18669	1133.39687	9.59048	0.23449	1.00000	7.28190	12.34931	8.95038	-73.75335	7.71504	58.66389
10.68089	24.41288	59.74898	6.03017	7.94161	64.13029	7.35001	6.90799	1086.82945	8.03633	0.06481	1.00000	8.29658	20.20299	9.69602	76.56719	7.62404	69.37567
6.80936	51.78771	40.61346	8.82650	8.84615	51.04500	5.83269	10.43411	1071.11834	9.23172	0.77248	0.00000	8.55736	6.92244	10.32600	56.36091	8.34460	43.04310
8.27516	39.45621	82.84180	5.48097	9.19767	62.56064	2.94714	10.29220	1066.00037	6.63881	0.67615	0.00000	8.83568	19.50580	13.51884	-77.96389	7.78903	50.25213
9.45494	60.18427	53.04265	10.68528	6.17750	23.72496	8.40101	10.01729	1110.04408	10.21024	0.51230	1.00000	8.58197	14.73698	10.13490	24.95034	7.61827	48.64854
3.74001	46.18396	34.27746	6.55453	8.09132	60.89259	3.72370	5.53964	1144.56481	6.17884	0.03084	0.00000	6.08023	12.65517	10.21831	6.10237	8.84974	29.55196
5.94808	17.94979	45.10579	10.83043	9.06711	49.31269	7.39254	11.23972	1199.54966	11.71331	1.68313	0.00000	9.97922	15.82557	12.20149	-94.91386	7.44483	52.88694
9.11900	17.30858	46.49655	8.57886	9.78141	60.93207	10.02565	7.90578	1159.75997	9.36157	0.08958	1.00000	7.19979	1.50904	7.53657	97.01124	7.68929	45.11870
10.82797	3.27833	51.02956	8.52677	7.04702	36.85397	7.80498	10.55280	1189.86589	9.29001	0.86942	1.00000	6.80414	7.09133	9.07383	32.88667	8.00746	32.72332
10.08813	31.12406	63.51183	7.12248	10.61487	41.56960	6.58242	6.77189	1195.79990	9.04503	0.04397	0.00000	6.20739	10.91898	10.27035	-97.90308	9.48175	46.58480
6.19163	61.72744	50.32203	6.53471	9.52598	40.55286	3.34456	9.18014	1074.44896	8.46552	0.24809	0.00000	6.97562	0.67587	9.64549	17.10558	7.42546	52.92265
9.32622	5.30383		7.71364	6.44675	65.50745	4.61195	13.07128	1111.35384	9.24627	10.41693	0.00000	8.34708	18.99776	9.13812	-1.98956	8.09529	50.00453
8.89322	4.73245	46.08249	9.71582	8.95578	42.61192	8.89723	9.72439	1081.77665	11.87009	0.39655	1.00000	8.25985	31.24407	8.93296	-74.26419	8.43727	26.01933
8.20914	33.54428	56.19296	4.67957	7.24232	44.34966	6.76200	7.53063	1195.39533	10.34495	0.05812	1.00000	8.05322	15.58644	11.06284	-84.23381	10.48523	31.72500
11.07455	5.30383	34.01353	8.74956	6.13321	35.02428	9.68032	8.32581	1174.15638	7.64855	0.13629	1.00000	6.79384	7.02518	7.75919	-1.98956	8.39156	43.53321
9.61394	2.41669	35.96986	8.94333	8.40044	62.43008	8.03752	7.37281	1148.29966	7.14789	0.06384	1.00000	6.93104	5.51508	9.35929	30.98551	8.34224	52.30052
8.79483	22.10194	43.57479	12.01597	6.34453	51.34957	8.57251	10.87539	1160.83608	10.31395	1.19685	1.00000	7.31266	10.49060	10.15877	85.37752	7.43617	49.58397
10.91130	-25.54073	46.71932	8.92433	8.32110	52.70703	7.80482	6.35887	1163.35066	6.99685	0.06848	1.00000	6.97416	14.31454	10.20509	152.70493	7.80328	67.42338
10.11246	-19.65	64.93240	6.57604	6.94261	50.16117	6.36797	9.78144	1182.96665	8.57718	0.42736	0.00000	7.38982	19.16598	9.25835	47.31667	7.47592	29.78155
8.42546	-10.95817	61.45609	10.21879	6.92593	45.23505	10.42701	8.93400	1092.21726	10.08750	0.18765	1.00000	8.09937	7.87462	8.06027	-38.79084	8.48865	49.84216
3.33597	28.98002	45.98175	7.24010	6.96402	60.17299	3.25676	5.31391	1051.32790	8.09870	0.04428	0.00000	7.28143	13.66468	11.78561	77.70636	7.96117	51.32778
9.42733	41.55947	61.13660	7.45933	8.89988	46.14369	8.32726	9.17754	1103.68216	11.10779	0.24175	0.00000	8.34501	27.13419	8.59824	14.66737	7.66599	62.98754
11.39299	41.15612	18.19017	8.76190	8.07063	73.87741	7.47045	11.51532	1097.67029	10.60521	2.22690	0.00000	7.44634	26.19296	9.97338	1.10687	8.62870	37.71268
9.67219	26.91756	70.08365	4.09970	9.59213	45.37088	5.31747	6.42377	1150.38909	11.33557	0.07920	1.00000	7.82481	2.34980	8.50903	-82.07842	7.95029	45.17898
9.04035	4.92675	69.65940	8.02579	6.53306	37.90689	9.89680	8.20752	1164.96584	8.26287	0.10564	1.00000	7.68868	6.30189	10.22549	6.26764	8.22128	45.26848
8.04452	50.75767	67.92746	7.17742	8.74862	56.88853	6.27813	10.46568	1153.97066	10.20408	0.80027	0.00000	8.65818	21.64811	10.94577	-1.5443	9.30656	50.03274
6.23440	51.65333	48.32700	12.19975	8.33598	24.01407	9.12596	8.46469	1080.17553	11.46022	0.14855	0.00000	5.38764	-0.10527	10.45054	5.2875	7.20294	55.95186
11.77872	60.18427	69.87262	7.98189	7.94384	50.88724	7.61199	10.68258	1140.54026	8.23846	0.98314	1.00000	9.80781	15.78310	10.93044	24.95034	9.70261	31.29354
10.49545	11.12018	36.36244	8.88633	7.62706	33.80368	8.02560	10.49983	1127.65350	9.98298	0.83775	1.00000	8.18060	23.75948	9.17447	76.11996	7.72826	6.81668
6.25715	23.9028	70.04594	10.77266	8.90588	34.74565	8.49570	9.26291	1114.96154	9.16666	0.27268	0.00000	9.96898	16.86522	10.18555	89.11943	5.63298	45.31187
8.72846	23.0072	36.24554	6.18539	7.73943	49.46946	5.30502	5.26910	1077.08198	11.58123	0.04200	1.00000	9.30464	26.18250	7.59308	-82.4017	6.72790	66.98807
9.76351	3.51667	34.74456	8.12524	9.99174	27.44176	7.32067	5.86037	1138.35825	8.50428	0.02941	1.00000	7.81861	5.12761	9.84952	11.5	7.28791	34.73412
10.68230	42.35843	44.10424	8.27978	7.93387	40.28126	8.47381	9.29176	1176.96212	7.06593	0.27330	1.00000	7.41533	-8.86226	11.61858	-71.05977	8.84425	60.78605
4.16733	34.61667	52.77172	8.50879	8.65564	29.72832	6.09376	9.59940	1139.73891	12.61580	0.38276	0.00000	9.82659	24.57191	9.96968	135.6	7.81453	58.55274
9.26723	50.23271	70.60364	7.16131	7.57920	63.36660	6.37876	7.72467	1081.59387	9.09097	0.07211	1.00000	8.53307	20.63179	9.22223	12.87117	6.51462	53.51365
9.85776	49.03685	66.51262	7.58161	8.92158	70.61311	6.44314	6.39403	1151.07077	9.47531	0.06448	1.00000	9.64990	16.50811	8.81740	8.70745	8.87277	38.22130
9.00946	42.64685	50.59103	7.58483	7.28756	68.39356	6.97059	5.95059	1178.34841	9.45754	0.03642	1.00000	7.63984	5.11279	8.69355	-5.55835	7.95230	55.30146
