O3	latitude	PM2.5	CFCs	warning	NH3	longitude	CO	CH4	SO2	PRES	H2CO	TEMP	PAHs	C2H3NO5	Pb	PM10	NOx
9.11798	25.95533	8.85135	46.22101	1.00000	9.61963	68.88871	6.88649	7.94649	6.09834	1082.99536	63.10419	5.91405	9.18204	0.83144	50.03673	7.98728	11.30903
8.00562	-28.81833	10.66291	51.98774	1.00000	9.89259	-52.51028	8.56451	9.49594	4.88800	1090.98955	51.98352	12.68324	8.95800	2.41141	68.13762	9.21547	9.99537
8.45793	-8.66667	10.00871	68.09212	1.00000	9.69563	-35.71667	7.67174	11.05030	7.81735	1164.81834	57.04785	25.07701	9.53922	1.44928	52.52322	8.67179	6.41420
5.05579	40.56754	10.31536	45.88373	0.00000	9.10617	-89.64066	8.20450	10.12534	4.98745	1078.18085	22.80171	5.11988	9.21465	8.87864	33.50830	10.50356	7.06512
11.47119	5.6561	9.89169	45.07618	1.00000	7.61533	-75.87877	7.30700	8.01230	8.58656	1167.82340	51.57953	13.86118	8.45874	8.07818	63.83742	10.42749	10.13018
9.27875	48.98333	8.88739	38.27956	1.00000	6.79477	2.61667	7.36785	8.49397	10.25201	1188.00433	44.21846	4.91484	10.00714	0.45192	47.28238	7.14265	8.57741
9.16463	51.47805	9.86598	46.74103	0.00000	8.41202	6.8625	13.33715	9.04995	6.01528	1142.05163	68.65798	32.08058	9.26276	2.38351	55.03855	9.14801	8.55701
7.49818	53.69786	10.07892	38.11705	1.00000	11.27417	-2.68758	7.44524	9.62505	9.56629	1165.66336	52.96155	14.91200	7.91240	1.82355	51.40631	8.91987	7.10687
9.84113	32.42067	10.46154	55.90969	1.00000	8.02404	-104.22884	7.85311	10.32183	7.07132	1148.60609	38.81160	4.90567	8.88862	2.32553	61.33650	9.14513	7.85351
10.99626	24.28859	11.53521	45.08009	0.00000	9.12978	116.11768	11.74775	8.34743	5.75823	1067.14077	46.30704	29.47593	8.67771	42.78642	50.30946	12.10910	11.20571
8.19415	52.14	11.12314	38.42521	1.00000	10.90215	5.58472	8.94352	5.75246	10.99052	1058.38537	67.13941	14.33039	8.91186	0.66898	53.23271	7.76223	7.38521
7.98321	37.16911	10.08053	49.54515	0.00000	10.02241	10.03478	9.18849	11.17375	5.48597	1191.26297	57.50292	13.35616	9.12241	0.64848	67.76047	7.46934	9.57900
7.78101	45.53069	10.41906	79.42313	0.00000	8.82776	9.40531	7.25578	9.55143	7.91730	1100.28244	57.75667	14.42389	8.28014	1.74769	24.81273	8.75821	6.11324
7.24007	25.66795	9.74838	55.76232	0.00000	8.65282	85.83636	8.32566	10.93540	9.85957	1057.23207	52.23127	15.45107	10.45698	5.84715	45.90098	10.10479	8.71037
5.42752	33.95015	10.89570	60.46252	0.00000	7.92441	-118.03917	4.61697	9.71100	5.56794	1168.26212	40.62130	5.44956	10.48993	0.37147	36.65617	7.66570	5.65039
8.96800	65.84811	10.76101	51.74264	0.00000	9.27780	24.14662	11.16826	9.52462		1152.21771	58.43383	34.91087	8.25275	1.82890	46.06334	8.66269	10.32835
8.38469	9.57046	11.90341	48.80200	0.00000	8.63995	76.32756	6.87773	10.58281	8.45648	1065.65774	48.67997	23.40423	9.04187	0.79648	80.22911	7.98660	7.61985
6.82176	10.66668	9.75047	29.68810	1.00000	9.72733	-61.51889	6.81411	7.92768	9.95089	1172.94657	35.10342	13.15659	10.32815	2.81829	65.08417	9.35168	7.43351
12.34609	5.6561	9.49843	41.05453	0.00000	9.45345	-75.87877	7.11805	5.75387	7.55155	1168.13191	69.13142	7.72374	8.77565	5.14703	40.20208	10.00154	11.74514
12.10659	40.93121	10.64692	66.53624	1.00000	9.47356	-73.89875	10.32717	6.63327	8.83946	1090.04487	48.25445	19.23772	8.59821	1.26247	71.63271	8.65422	11.22251
8.91709	52.48173	11.80703	64.19643	0.00000	10.79314	-2.12139	7.92899	7.45260	9.46551	1075.05433	21.94899	16.72783	6.94124	0.55242	45.47904	7.79214	4.21481
6.68473	14.8361	10.82877	46.65494	1.00000	8.83945	120.97844	8.31869	7.57597	10.23397	1172.56655	42.33807	14.81490	8.76505	5.30173	45.59762	9.99699	6.55745
9.73127	17.06542	10.44175	49.92550	1.00000	10.76231	-96.72365	8.07085	8.04152	6.72687	1089.19566	68.56837	7.33377	9.21587	1.69093	50.05837	8.69772	10.66303
7.89851	41.57439	12.91603	55.38970	1.00000	7.51873	24.71204	9.77304	7.28329	10.09843	1161.71498	75.74413	15.04650	7.85536	1.05933	69.16464		6.73073
8.80397	52.41667	11.73769	76.68963	1.00000	8.75885	0.75	8.49721	3.39873	12.38932	1068.65438	43.54500	1.20265	9.12510	1.20703	54.49557	8.33137	9.82693
9.19567	32.54044	9.62744	67.24366	1.00000	9.28772	-82.90375	5.52571	7.89183	9.48837	1196.74926	43.89060	29.86751	9.02773	0.79649	57.73456	8.06747	9.57794
5.83995	25.92493	10.46311	39.81861	0.00000	10.96384	73.66633	6.42682	10.86625	8.23840	1191.56902	43.01444	9.57176	9.63471	1.42784	48.89174	8.55288	7.87089
8.35228	45.53069	11.71238	64.71443	1.00000	11.17458	9.40531	9.81508	9.26394	5.81819	1069.00834	72.46205	31.58265	10.86337	0.91765	48.78828	8.03225	10.06463
11.24881	-4.24444	9.82839	52.90530	1.00000	8.56791	-42.29444	7.14788	6.98747	9.63618	1120.07804	49.33178	6.94112	8.19765	2.14985	66.23407	8.98310	10.48707
8.05059	36.02506	11.36437	64.56269	1.00000	7.97445	-86.77917	7.03059	4.18020	12.21071	1102.80216	32.09893	8.93225	8.08546	16.86699	46.68600	11.16651	9.81256
10.25978	37.73222	7.90490	45.31737	1.00000	9.50614	115.70111	5.85273	4.42122	8.70049	1107.41139	35.61119	-1.43102	8.30762	0.39440	38.25078	6.22039	14.15459
6.24725	43.61092	9.26405	31.27354	0.00000	9.02453	3.87723	9.12524	10.28153	8.86554	1100.59114	37.94621	9.36691	9.07019	3.65413	44.79132	9.54681	8.51924
11.46079	36.6009	11.21617	46.45119	1.00000	9.52734	126.665	7.53541	7.68039	9.07674	1176.05582	47.89459	15.41540	8.50708	3.16353	58.00364	9.43498	8.72856
8.19457	31.76212	9.73529	57.15625	1.00000	9.24907	-95.63079	6.35931	7.63186	9.69779	1142.29071	60.00270	19.51721	9.00829	0.77778	41.57069	8.10072	8.83419
8.25067	-20.88231	10.16910	33.29948	0.00000	8.56042	55.4504	9.84482	8.40031	8.83083	1093.37234	47.18486	16.04880	9.23319	0.52333	55.53349	7.53857	9.39587
6.95940	25.80565	9.88572	33.44783	1.00000	11.12969	68.49143	10.78611	8.30097	11.35124	1198.00334	60.02025	1.53472	8.29755	0.86127	56.21924	8.33078	5.41940
10.48495	45.0408	10.85076	54.60453	0.00000	7.94052	-93.263	11.53561	7.88841	8.82322	1182.76631	49.11868	19.80170	5.32942	1.29369	59.35592	8.57420	10.12809
11.49001	27.0174	9.73242	52.29299	1.00000	9.09172	49.62251	6.81285	7.44496	7.75971	1198.79375	55.73687	25.68062	8.11090	3.59450	53.42270	9.57468	10.37889
7.32861	0.76755	9.26219	71.37677	1.00000	8.62746	24.43973	6.68519	8.36492	9.93639	1136.15938	58.03755	16.53433	9.11459	2.55400	44.07594	9.16974	7.96307
8.10987	10.98778	11.96546	60.32518	1.00000	9.46686	-74.95472	9.42721	7.75995	9.91491	1178.47217	50.55740	1.23722	8.95601	4.29555	47.85887	9.73490	6.56806
10.63518	43.32393	11.40631	65.22472	0.00000	8.86506	5.4584	9.75157	8.40376	8.38617	1159.42872	44.35678	18.51787	10.66619	3.86798	55.54551	9.65847	11.40413
7.28858	41.92361	11.82919	82.90669	1.00000	7.18049	20.91361	6.79254	9.41291	7.54349	1167.48442	56.11067	11.65569	8.70899	2.02160	69.49353	8.91196	6.54879
7.59801	36.64852	12.21422	60.89706	0.00000	10.29088	51.49621	5.87974	10.40220	8.89490	1066.94939	73.02767	34.38733	8.63828	0.88184	68.00735	7.99188	9.58502
9.17038	41.14676	9.30555	40.79995	1.00000	8.44513	-73.49484	8.01360	6.42757	11.93661	1071.17474	35.88804	-1.87943	9.06217	0.94305	80.74634	8.20082	9.77909
9.02835	42.97086	9.76062	42.35613	1.00000	8.25078	-82.42491	7.49278	8.34592	5.99065	1091.67025	50.83508	25.93594	8.81659	1.19320	49.61644	8.51142	9.78278
7.17409	48.52961	8.99914	83.78356	1.00000	10.35374	12.16179	8.62825	7.45561	12.31460	1063.09962	60.05258	-4.51634	8.91937	1.85033	54.17410	8.86407	7.67289
8.62489	40.67705	10.46097	57.51356	0.00000	9.80748	-73.89125	10.56059	10.02053	7.34130	1067.19969	55.35920	13.49964	9.19478	9.26117	59.47137	10.56292	9.59880
7.02260	49.28669	9.49189	47.17349	1.00000	8.72684	1.00288	7.28897	10.51173	8.43242	1157.30204	58.21902	13.05726	8.59760	4.68394	53.34594	9.83234	6.07083
9.83157	51.955	10.88005	42.24239	1.00000	11.21132	5.22778	8.43659	9.29445	6.55777	1071.31938	78.08059	16.24888	9.60111	1.43033	57.00374	8.54932	9.51297
8.02621	-8.66667	11.53465	40.46231	0.00000	9.77971	-35.71667	7.47177	10.26589	6.80750	1157.83807	44.36869	17.37117	10.27916	4.22838	52.84461	9.72924	6.48873
7.23144	20.74122	10.24721	45.86368	1.00000	9.34143	-100.44843	6.38949	8.02147	9.47565	1076.47293	50.33826	30.72681	8.30424	4.32040	46.48273	9.76703	8.02817
12.36616	-12.91667	7.99263	51.45349	1.00000	11.19559	-39.25	6.39332	5.61683	8.30213	1080.16516	52.96714	29.01394	9.55353	2.56459	57.60156	9.23775	13.80410
7.99729	58.63667	11.24163	38.35402	1.00000	10.18645	59.80222	9.90117	8.39003	10.63533	1160.35866	46.65181	19.48159	8.41539	1.39014	45.71862	8.34561	6.28242
7.18567	36.6009	12.03653	48.53874	0.00000	10.47335	126.665	6.67971	11.78749	6.94972	1081.89012	73.48332	20.38346	10.23527	2.59756	58.99568	9.20727	8.89080
7.22970	44.80477	9.92878	56.29491	0.00000	8.35572	-0.59543	5.99464	9.87245	8.72401	1165.05341	75.56699	8.56782	10.18610	0.55760	24.25280	7.66587	6.40556
10.65857	-10.33333	8.67652	54.79337	1.00000	9.52258	39.28333	6.40487	6.29591	8.74497	1151.03367	67.91885	14.46631	8.61707	1.80495	46.58669	8.88891	12.37491
6.46623	43.2907	11.36040	64.34911	1.00000	6.97578	5.4384	4.10847	10.97863	5.39556	1098.22689	56.49766	9.65165	10.27016	7.62168	61.83782	10.38334	5.84799
8.89137	40.85158	8.04263	53.40536	1.00000	8.95826	122.74754	7.78026	6.60140	12.63922	1181.01230	60.08222	12.78340	10.74538	2.79067	31.73634	9.34381	9.48254
8.23773	48.98693	9.49894	38.71620	0.00000	8.38186	2.44892	7.72989	10.20291	7.31690	1113.16049	54.87177	6.28749	8.88622	1.24550	45.29119	8.47778	6.10668
7.12320	-5.41667	10.04928	51.24984	1.00000	8.77994	38.01667	7.17206		8.08605	1103.96912	45.53254	23.74315	7.66269	3.25022	32.36659	9.50401	5.91540
10.31965	-22.53722	13.37073	70.84829	1.00000	8.20746	-42.98194		7.41831	8.13377	1112.67174	63.89669	9.63501	8.81082	1.87904	55.96429	9.11797	7.06481
7.33705	0.03813	10.02844	62.12245	1.00000	8.33814	36.36339	6.49540	7.69797	9.90979	1198.31082	70.18870	24.26156	8.07017	4.05957	55.41641	9.68521	7.91204
10.27699	-4.26613	13.14487	52.66699	1.00000	11.24914	15.28318	11.01155	9.88389	7.06289	1120.24844	60.49667	24.54230	7.19096	2.58273	32.79464	9.25123	8.95904
11.75472	-3.5403	10.93625	50.36667	1.00000	9.99209	118.9707	9.03681	7.80758	9.09714	1151.49883	44.38002	23.46577	7.62376	1.34223	45.22161	8.65629	11.00931
8.26564	53.49389		34.25207	1.00000	7.45756	-1.29243	9.91697	8.03160	10.86982	1190.93499	31.46601	24.51159	8.72764	4.62869	49.57022	9.81651	6.99396
9.61738	34.65918	11.51530	65.10696	0.00000	9.71787	109.22921	11.63993	8.33574	6.11782	1067.80460	38.39115	8.68679	8.61456	2.27529	47.42733	9.12467	10.42242
12.35334	53.46506	9.21641	57.19777	1.00000	7.49081	-1.47217	5.40673	4.93813	11.55015	1078.44409	52.21110	1.20100	7.84676	2.25125	32.10486	9.15831	10.85344
7.12421	31.20176	8.34463	49.28201	1.00000	9.33007	29.91582	6.23392	7.66349	11.20976	1126.77322	51.96978	19.30232	9.14344	0.97366	37.60934	8.15585	8.39077
9.14658	36.72544	9.04621	63.90105	0.00000	11.28583	3.55665	9.24325	7.96962	7.16587	1195.16485	61.46089	27.12011	9.61609	3.65054	67.03395	9.55216	9.77089
6.52101	52.71083	11.45714	70.06492	0.00000	8.45158	5.74861	9.10658	10.87956	3.71163	1170.62744	61.32587	23.43505	11.32210	2.36811	71.39031	9.13342	9.29601
8.95693	53.94313	8.96726	64.94793	1.00000	9.32067	10.30215	6.35691	8.19255	7.43634	1091.05935	61.71754	26.43786	8.02246	0.48856	44.80539	7.29439	10.28784
12.29588	18.00747	9.03285	77.92840	1.00000	8.85649	-76.78319	7.24760	6.90283	8.54281	1172.28311	42.86577	-3.01451	9.10648	6.37330	64.17438	10.14367	11.81937
9.28068	-21.42917	9.35522	58.15201	1.00000	9.30678	-45.94722	7.81977	6.57763	6.96491	1084.63436	78.53519	20.20025	10.85088	0.74432	56.70268	7.74415	12.39738
5.70530	-15.675	9.26313	54.14826	1.00000	10.04182	-38.94722	4.82808	8.96319	9.16079	1132.90168	57.01056	16.80340	9.77914	1.47647	44.35485	8.71842	7.32268
7.89341	31.78336	10.30796	47.50932	0.00000	9.62356	35.23388	9.65556	9.57916	7.10487	1133.82993	31.13158	18.57888	8.48355	2.54391	44.55814	9.23843	7.35350
11.87110	-20.25333	10.45148	56.35500	1.00000	9.56006	-43.80139	6.19904	6.53684	9.26261	1164.56017	55.17159	1.33252	6.95302	1.83857	68.20552	8.79032	9.12659
11.80151	13.8196	10.62949	54.00136	1.00000	10.47022	100.04427	6.68464	6.98128	9.88985	1083.42676	41.97794	3.68099	6.56134	0.43731	40.19427	7.69408	8.97026
9.53443	23.07492	8.01342	32.51036	0.00000	8.69844	88.28637	5.90632	8.06599	9.87645	1131.73937	58.66600	3.41890	6.97710	1.60775		8.66942	10.18957
12.27310	55.67938	12.09105	43.02285	1.00000	9.10159	12.53463	7.52759	7.50988	10.65933	1148.96884	32.16024	-2.83772	9.51185	5.73829	42.37486	10.05533	8.09182
10.21027	65.93381	10.51200	43.40127	1.00000	9.47893	111.4834	7.18354	5.12331	8.46048	1072.03192	61.73897	16.26356	8.91817	2.27440	28.96835	9.02480	11.29393
12.98553	51.82721	12.42346	55.73749	1.00000	8.77896	107.60627	10.64705	11.55409	7.54444	1141.66237	39.54143	11.52606	9.83278	4.00035	69.31670	9.69520	8.22339
9.69080	45.79377	9.22936	44.95039	1.00000	6.68020	8.88104	5.67692	5.67848	8.64630	1141.73854	53.45571	9.72499	8.71244	0.97897	44.70839	8.31563	11.16456
10.54018	50.76306	12.13523	46.17469	1.00000	6.83930	-1.29772	8.09248	8.53201	8.67217	1062.39257	45.76906	14.77471	9.51128	6.10168	37.40042	10.15418	7.71584
11.93314	37.35813	7.86544	62.29065	1.00000	8.82615	-6.03731	6.97451	7.81934	7.42033	1169.40052	50.03695	20.97056	9.59591	8.72615	36.49252	10.52213	12.64771
7.97592	45.44694	9.29022	31.82770	1.00000	9.07114	8.62118	8.86863	7.53190	11.49592	1186.39579	77.49032	14.43633	9.84277	7.84596	47.47551	10.37602	7.75370
12.47789	32.57756	10.69854	55.40609	0.00000	9.56814	71.52847	10.60369	6.87006	8.37455	1105.47002	61.08958	25.30592	9.56727	7.49068	49.01287	10.32805	11.02253
10.69947	47.4943	10.35415	57.05281	1.00000	9.96452	-122.24092	7.07746	6.31302	8.20706	1088.90266	62.19143	20.32668	9.37110	2.32589	32.19795	9.10254	10.70928
9.35746	13.8196	10.18298	39.87606	0.00000	7.93446	100.04427	13.40092	8.77574	6.45384	1057.41643	67.46221	15.59107	9.78389	2.79994	51.71737	9.40010	8.82793
12.43054	45.49428	10.30258	43.44141	0.00000	7.72369	-122.86705	8.10446	6.75264	7.97652	1078.15872	36.53063	7.04573	9.09217	0.59376	32.08638	7.73828	12.13054
10.17494	-22.9	10.16721	24.63694	1.00000	8.38704	44.53333	8.13003	7.31001	7.88621	1054.90802	61.30718	10.84119	8.79514	3.16044	29.54779	9.44105	10.74972
14.62398	-28.44917	9.49637	32.29659	1.00000	8.15803	-52.2	7.05693	7.59554	10.90923	1073.48498	49.17522	14.82128	10.69462	3.03595	33.40791	9.46132	10.72964
14.34658	27.85	12.98944	34.42854	1.00000	9.23147	112.9	9.33087	6.55448	12.00085	1122.70543	57.38465	8.37031	8.13388	2.27964	51.95486	9.13700	9.67131
10.38134	-28.81833	8.66402	50.42765	0.00000	8.89055	-52.51028	12.32620	7.37171	4.75960	1164.94452	56.41979	3.80638	10.52657	1.04556	65.55023	8.30446	8.44418
8.10969	45.0408	9.89000	55.65820	1.00000	9.12496	-93.263	6.99246	6.36275	10.74058	1168.47528	49.43679	7.78575	8.29934	1.28640	47.10418	8.55278	8.62381
7.78620	39.08367	11.08426	58.38487	0.00000	10.51966	-84.50855	7.97153	11.06889	8.30508	1092.63495	45.35203	7.07167	9.40916	3.83653	54.95028	9.71928	8.56588
9.69256	48.77644	10.79285	74.98035	1.00000	9.82643	2.29026	7.51017	7.12824	7.93677	1080.15227	32.18145	23.80059	8.57703	5.04716	60.24070	9.89810	9.62520
9.45809	42.97086	11.50073	66.49369	1.00000	8.58566	-82.42491	9.45615	11.14515	5.23339	1199.53752	52.41664	12.91863	8.97548	1.08835	55.33502	8.41009	8.41877
6.25789	13.51825	10.97471	58.52587	1.00000	9.70605	99.95469	5.56684	7.82969	8.91963	1169.46346	36.69270	6.23106	9.08053	0.91803	70.75051	8.05596	7.42671
11.51317	26.2173	12.13270	48.49638	0.00000	8.40059	-80.22588	10.15264	7.72001	8.55923	1062.62943	62.86345	24.20715	8.24973	5.33464	22.72532	9.99606	12.17401
4.43287	46.32313	12.93592	75.89647	1.00000	8.59762	-0.45877	8.25588	6.89907	9.74654	1092.25615	75.48592	2.17801	7.47275	1.78466	34.31155	8.87141	4.78574
9.31655	35.82756	9.50153	34.27027	1.00000	8.83309	137.95378	7.53580	8.04001	11.20522	1064.20631	53.74886	41.66763	8.57598	3.45148	61.83702	9.52784	9.67271
12.13987	-8.66667	9.32332	48.90428	1.00000	9.90169	-35.71667	7.99884	9.25248	7.81249	1118.63602	54.65087	14.46582	8.99686	0.61862	51.56951	7.68848	10.60794
11.59702	60.18427	11.63441	65.21836	0.00000	6.63186	24.95034	10.60726	7.87575	7.76400	1090.79828	42.79787	18.92134	9.05865	0.84819	37.00175	7.84884	11.88964
10.16748	27.09978	9.30554	39.69943	1.00000	9.67304	-82.45426	5.71014	4.98439	8.50033	1115.16155	46.44727	22.34164	6.33378	5.23453	38.49143	9.92492	11.13672
8.69654	50.50301	9.81893	40.06154	0.00000	7.94460	13.63617	8.44242	12.68579	6.40611	1142.58218	46.42233	16.14953	10.41999	11.23360	34.48525	10.74260	11.31924
11.30873	23.07492	11.60845	36.13600	1.00000	9.29366	88.28637	7.99597	10.27355	8.44144	1185.40617	60.37306	22.23453	10.53484	2.68255	40.77471	9.30988	6.93444
12.42536	27.92333	10.75756	59.41979	1.00000	10.12112	118.53333	7.74376	9.04144	9.15418	1060.05592	60.34369	20.29837	7.99771	0.60545	54.54891	6.72703	9.02170
10.08203	25.67927	12.33722	46.83297	1.00000	7.74450	-80.31727	9.11621	6.83108	6.99318	1156.96499	64.45842	8.93683	8.84995	0.48719	37.79521	7.41498	9.77655
12.61931	20.21322	8.77511	41.11728	1.00000	7.82351	-100.88023	4.52239	5.24455	11.46610	1133.03610	60.93615	21.38643	8.99625	3.59281	64.50392	9.56338	10.51058
8.36104	40.34912	10.01047	31.58951	1.00000	8.31466	-111.90466	6.52733	9.21879	8.53456	1152.94957	52.90227	23.58654	10.22723	0.94668	54.12540	8.23124	7.43925
8.93714	-33.88096	9.39018	48.16724	1.00000	8.06155	151.07986	7.37663	8.44927	6.00234	1059.41666	51.65269	-1.51137	9.15808	1.51130	52.48586	8.56779	10.49331
7.19010	12.37169	9.21620	79.65944	1.00000	9.60209	123.62494	5.20518	8.02525	9.49641	1126.06340	29.93600	4.80536	7.40247	0.95235	63.14100	8.29210	8.38379
10.66461	43.16547	10.04042	35.14114	0.00000	6.85895	-77.70066	9.16284	7.25727	8.08200	1094.41552	45.97391	6.84400	10.98183	2.01967	41.59862	8.98249	10.48461
6.34807	55.62047	11.56816	59.36733	1.00000	9.75174	37.49338	8.14602	7.97987	8.76028	1050.06732	26.93754	14.98640	10.26758	0.70705	51.29096	8.04152	5.39749
10.96438	40.65538	9.31852	55.96186	1.00000	9.49152	-74.38987	5.47279	5.71743	10.16413	1145.24364	31.19303	6.91921	8.98884	7.31388	53.66397	10.30257	10.04924
7.99929	41.6764	9.70607	26.84540	1.00000	7.82606	-91.58045	8.23152	6.27407	12.58714	1079.60462	63.58347	12.63410	9.14666	6.88657	63.87760	10.26534	9.05328
12.32077	-28.81833	11.55828	54.10534	1.00000	9.04707	-52.51028	8.94840	8.58619	8.24575	1139.72755	53.86730	16.77078	8.51398	7.16667	47.94716	10.30482	9.40368
7.01770	34.77453	8.57375	66.40013	1.00000	9.22799	-96.67834	9.59387	5.62034	13.94996	1169.90000	48.13068	19.89419	7.88636	0.28677	64.87232	6.49196	8.74404
6.56613	50.76306	10.12625	40.73650		8.58517	-1.29772	8.91826	6.85903	11.51539	1122.71084	49.48950	-0.68338	10.32260	1.78254	37.20234	8.87745	7.09402
10.43000	12.37169	9.41333	66.78587	1.00000	8.27020	123.62494	6.80457	6.89551	8.33775	1148.90606	67.38159	12.33607	7.91776	1.95757	49.15014	8.90991	11.60178
9.25822	-10.33333	12.19327	30.72918	0.00000	8.18055	39.28333	11.29827	7.93191	8.37617	1108.53419	18.88578	18.13845	8.24406	2.53802	47.19384	9.23724	10.25055
9.61581	51.03427	9.69648	66.34785	0.00000	12.13093	5.37429	8.62232	6.85913	11.51528	1071.38163	56.03860	26.85638	8.68129	13.87740	46.64160	10.96178	9.28616
7.02718	25.66795	8.63370	45.83863	1.00000	9.49495	85.83636	7.70587	9.65260	9.72694	1085.73749	39.47613	21.02805	9.26620	10.68362	25.44157	10.71182	6.67875
6.57734	52.59319	9.97448	30.11603	0.00000	11.07208	13.32127	10.38028	12.42810	7.25622	1169.24642	40.30474	20.57993	8.79661	0.33707	53.48544	7.14602	10.60600
7.97651	51.14942	9.60238	40.93354	0.00000	9.83246	15.00835	10.34585	11.88014	7.07501	1082.58723	72.83540	24.77169	9.21277	6.31957	41.31508	10.13924	10.04053
7.98961	44.85278	10.86431	59.96986	1.00000	9.22201	65.50917	7.79126	8.48011	9.72942	1166.03121	53.76387	24.36189	9.85065	2.90778	53.24065	9.37094	7.05750
9.27577	37.58105	10.88125	41.04542	1.00000	10.25860	29.26639	6.70173	6.03477	10.00387	1155.09290	37.00278	14.21284	9.66024	0.46108	41.03154	7.28786	9.40076
10.19832	12.37169	10.96115	49.11356	1.00000	7.24118	123.62494	7.96165	6.47287	7.92287	1171.28957	39.35063	24.67234	8.71220	0.57301	64.89910	7.89924	10.89824
11.29342	10.66668	11.88985	34.61292	1.00000	9.79816	-61.51889	7.45455	6.98619	9.33788	1196.86708	69.89041	36.20068	9.94398	2.23250	59.70279	9.03178	8.76856
13.63542	60.18427	8.59240	48.83756	1.00000	8.92881	24.95034	4.77486	5.09798	11.71586	1140.67061	34.25053	24.68936	10.49035	0.94482	49.23564	8.33687	10.57743
9.82574	22.83957	9.88542	55.68150	0.00000	8.35965	91.84128	7.70823	9.27064	10.25462	1174.43358	41.18085	1.52339	9.33017	0.99177	52.23987	8.13451	11.47714
12.08879	43.86682	11.19583	41.54221	1.00000	7.14915	-79.2663	9.15135	9.33617	7.67696	1089.80533	59.89867	21.87794	8.60381	1.71155	75.40352	8.84467	9.63525
10.35615	17.94979	10.99335	74.00725	1.00000	9.91972	-94.91386	8.64945	8.28415	7.18816	1086.63832	50.96231	15.74993	11.45659	5.06061	38.55042	9.91259	10.62815
6.76148	45.44694	8.43844	81.67822	1.00000	6.83946	8.62118	4.23260	10.88912	8.06313	1091.38884	66.28905	31.17771	9.47397	7.51540	28.47309	10.34528	7.53649
12.02035	41.94175	9.86692	71.35597	0.00000	9.77747	123.50266	9.88668	6.17624	9.89290	1186.83534	74.35322	12.44848	7.39154	10.59317	77.21681	10.70713	10.28896
10.91738	34.86472	10.18355	45.54428	1.00000	8.38176	117.55417	7.19532	6.46319	8.75847	1198.25737	48.14004	14.65697	9.18163	2.54151	53.01893	9.14645	10.93538
8.66663	44.92801	10.16429	59.17411	1.00000	9.31658	4.8951	6.09659	8.69113	9.07360	1125.07704	50.48814	10.11538	8.80943	2.32116	67.98854	9.15096	8.73721
9.73215	-22.53722	10.86763	53.95307	1.00000	9.51525	-42.98194	8.69799	8.32638	6.28289	1187.07740	55.15749	23.77157	9.70179	9.68448	58.35895	10.62239	10.52566
11.00659	36.82167	9.45295	44.50252	0.00000	7.82004	128.63083	9.39342	6.84519	6.27811	1174.10457	43.68625	22.02516	8.72479	1.20464	53.03670	8.37224	10.60109
5.81985	39.32011	11.04298	45.99045	1.00000	9.39814	-76.51552	4.69251	8.55527	7.78706	1085.54346	29.19261	6.22489	9.51008	9.61484	67.76817	10.62853	6.64537
7.40130	31.92923	10.00097	26.59402	1.00000	8.67481	34.86563	9.20511	8.67734	10.48930	1148.09178	48.86712	19.54835	9.53122	4.69564	48.89539	9.86129	9.17044
9.83672	5.6561	12.62321	42.82287	1.00000	8.71303	-75.87877	10.01011	11.01911	4.78624	1057.69956	52.36123	32.63705	11.10905	4.23449	61.67106	9.74114	7.25803
12.70707	27.09978	8.22242	21.19186	1.00000	7.93577	-82.45426	6.67360	7.00997	8.81116	1056.57397	47.90958	5.57465	8.78280	1.74073	47.03916	8.76539	12.20019
13.30662	7.6	12.27959	55.76118	0.00000	9.75837	4.18333	9.40345	9.99931	8.71406	1179.80566	59.70395	23.23064	8.18240	0.75480	44.51791	7.17660	7.69649
8.84145	35.25064	8.49054	35.74696	0.00000	7.58214	-91.73625	8.38774	9.58641	8.31314	1098.39299	55.50431	-0.40009	10.14863	1.97523	49.36448	8.88401	7.90238
10.21863	31.84568	8.05867	45.81256	1.00000	9.18897	-102.36764	6.33439	8.16264	8.31374	1136.91408	61.81138	8.75809	9.24644	1.76816	23.93991	8.74649	11.18209
7.08069	32.9156	9.34629	51.33652	0.00000	9.55418	-117.14392	7.31455	12.02514	5.58751	1125.70971	58.74041	21.83021	7.40642	2.93535	57.34263	9.38228	8.43020
13.20887	34.81667	8.01836	26.94757	1.00000	8.94766	137.4	6.43069	6.93926	9.44589	1145.94765	51.11883	19.92446	7.82752	1.58631	39.97351	8.85706	12.53938
11.16331	43.32686	13.29342	36.63351	0.00000	9.10890	-2.98884	8.59352	7.77026	12.50969	1084.00335	37.53935	9.67431	9.45603	2.49326	43.94781	9.25162	13.20730
11.43995	53.94313	9.69443	56.12275		8.88576	10.30215	9.41508	7.20421	4.95832	1108.86728	73.08536	15.29771	9.46007	6.19974	58.55181	10.17412	10.93874
12.03067	47.76232	8.74243	45.16930	1.00000	8.44601	-122.2054	5.58142	6.03170	9.95407	1123.42834	36.67116	-5.16922	8.44838	0.80823	44.53316	7.77905	11.17592
7.87804	54.8421	10.57291	53.38021	1.00000	8.79152	46.5813	8.92509	6.49711	11.00476	1097.09597	50.08341	24.63707	8.56520	1.83977	57.70353	8.85371	7.65068
