H2CO	CH4	PM2.5	C2H3NO5	Pb	NH3	longitude	SO2	latitude	PAHs	CO	TEMP	O3	PRES	PM10	warning	CFCs	NOx
31.75274	6.51477	9.80169	1.05064	44.72442	9.32579	-5.682	10.44865	5.84752	9.60946	7.16847	18.66064	6.88737	1170.22372	9.29587	0.00000	50.54759	10.10788
60.30687	8.83180	9.13360	0.42930	71.29495	6.89058	-52.67056	8.49613	-26.22861	8.56230	7.20386	24.70858	9.74670	1129.12380	8.10694	0.00000	38.53159	8.11468
53.62577	5.91970		0.08678	46.55020	10.51372	74.85849	8.53558	31.28092	8.12561	8.04292	18.66390	9.27053	1063.44752	5.83435	1.00000	40.82949	8.02406
51.31658	7.74884	10.20268	0.29244	78.42927	9.01666	-102.04897	9.51773	19.64745	7.13435	5.94347	13.62045	9.14903	1117.18770	7.27685	1.00000	68.15952	8.28979
46.58018	12.72394	11.96059	0.17046	59.48799	5.48857	78.15794	10.50654	12.1277	9.11769	9.72735	16.01493	8.04208	1161.59880	3.62409	1.00000	67.31426	8.64592
52.97847	7.40069	10.95445	0.20282	44.41644	6.20644	83.62389	7.10637	53.30972	6.20635	8.40099	2.04107	10.73294	1050.96371	7.28808	0.00000	85.26450	9.97505
36.69207	7.05720	10.60518	0.22211	39.27840	9.55407	104.64992	7.82301	14.64056	7.61672	2.15608	16.23990	9.05270	1091.97830	5.39277	1.00000	43.74077	7.30139
46.66435	6.52600	8.77775	0.21740	68.46346	10.98149	-121.74052	9.04236	38.54491	7.65837	8.66801	-5.56463	9.91544	1071.32314	6.69864	1.00000	48.18019	8.68215
51.22919	10.81471	9.08739	0.25832	68.16746	7.81172	-75.60804	6.85410	39.96097	10.06088	8.77868	10.18445	8.32841	1144.41018	6.21602	0.00000	52.66405	9.34743
61.53024	6.38592	8.25834	0.33193	53.63688	9.05522	74.3092	9.76394	33.37526	7.46464	6.76820	4.07997	8.31672	1086.60546	7.09747	1.00000	63.98774	8.19473
28.97180	8.10472	12.69039	0.20888	36.76358	7.48377	5.03586	8.59572	43.83125	9.17316	3.31712	13.23146	9.38077	1129.23856	7.09501	0.00000	46.14632	7.86300
38.96847	7.21426	10.68980	0.33191	67.11719	6.23965	3.39467	6.42608	6.45407	6.48956	8.09483	23.22761	7.52889	1114.44534	7.63157	1.00000	28.86978	7.75197
50.43600	8.72830	9.65707	0.93746	29.01749	5.33480	46.58333	9.00760	-21.15	9.56137	5.41386	11.00763	8.21232	1058.10563	9.10415	0.00000	49.33256	7.62895
44.45237	10.00445	10.77621	0.15232	40.30571	8.95754	6.92917	6.90111	52.31333	6.76560	11.11189	-2.98198	6.69479	1078.38553	5.72394	1.00000	35.52107	9.27215
55.30908	5.73316	8.73354	0.44623	49.07598	10.05166	-2.52398	10.14104	53.19146	9.57340	5.41803	26.88881	6.90159	1099.51785	8.19241	0.00000	52.81092	8.53306
70.49286	11.16950	11.83118	0.12475	38.98275	8.93615	-2.09814	8.48870	57.14369	11.81526	7.23096	6.82375	6.96708	1056.07048	4.64907	0.00000	67.30041	8.47017
32.32356	9.29546	9.95826	0.49100	30.36525	6.29395	65.27258	8.19009	58.04254	8.76480	9.02803	6.01098	8.07295	1100.73586	8.34006	1.00000	66.23730	8.86568
52.64903	6.58958	10.91615	0.19761	59.88873	11.16931	13.58357	8.60278	-1.63333	8.31193	4.79453	6.81953	9.02401	1192.71506	5.02235	1.00000	41.48849	7.67175
49.37977	9.29887	11.00911	0.18301	68.16686	10.14369	-73.26022	8.70988	6.46838	11.23229	9.74005	9.73683	8.89901	1104.06631	4.76612	0.00000	49.22380	7.41575
47.87132	10.97170	9.05003	0.26954	43.48940	8.71840	-116.97725	9.47056	33.92946	7.29291	11.05191	0.68290	8.93618	1054.31818	6.99492	1.00000	45.66413	9.42772
45.60827	7.87337	10.48688	0.20618	48.14985	9.58013	-111.99633	7.58297	40.65995	9.11282	6.26929	17.25682	6.51615	1050.64510	5.76625	0.00000	40.76460	6.97940
42.23100	6.66296	11.88812	0.18756	48.04184	8.16792	-73.25383	8.01683	-3.74912	10.39708	5.41398	5.72981	8.51661	1161.77844	6.51770	0.00000	39.39591	8.30368
50.88304	8.45455	10.09759	0.36197	42.51902	9.28887	82.85749	8.13686	17.54907	5.72527	11.46477	24.99435	8.64566	1140.18926	7.69019	1.00000	55.34774	7.98515
37.13930	10.12890	8.82072	0.58251	22.85914	7.64723	29.41824	7.50074	45.99194	8.91010	9.74544	11.59725	9.21749	1109.74084	8.67605	1.00000	66.37143	8.51310
32.89769	6.83850	7.86191	0.83909	74.43879	10.71074	-71.8023	7.95631	42.58342	7.18131	10.11594	14.98899	9.43478	1131.81978	9.00338	1.00000	39.76153	8.29999
36.50784	7.46313	10.64189	0.28120	34.59678	12.01113	126.835	8.42541	37.65639	7.27294	6.43975	13.93687	9.99092	1106.88185	7.25084	0.00000	45.31960	8.79580
61.50684	7.03945	10.33427	0.20012	19.41364	10.26510	124.95278	8.94850	6.33444	7.65513	7.50322	12.20812	7.96738	1161.94214	6.53486		65.10197	10.34617
36.47348	11.05150	9.93230	0.20949	40.54336	6.39470	5.51978	7.77963	51.44889	8.92392	8.82999	28.64091	8.86274	1052.28316	6.30568	1.00000	30.82697	9.69378
67.32095	7.59215	10.99845	0.16208	48.66828	8.81520	-96.39774	7.54277	30.16688	10.30168	6.41439	29.51986	8.59845	1128.32029	5.74956	0.00000	53.26060	7.32145
39.26415	7.28250	11.08500	0.24819	43.40362	8.97879	-35.03333	7.05770	-8.28333	10.20917	7.42424		8.25003	1089.86722	7.00673	0.00000	85.51486	6.42829
46.02003	9.75798	8.14197	1.29132	47.98220	6.05406	-89.64066	8.32134	40.56754	9.22839	8.18409	5.53032	6.92084	1103.90399	9.53935	1.00000	53.68063	8.21106
39.95318	6.52439	10.51896	0.20554	62.92449	9.30834	99.1625	9.90225	3.3285	8.76054	5.57100	8.07804	6.24367	1051.39463	5.63930	1.00000	25.95394	7.21932
35.57884	9.26260	11.09277	0.54982	24.52688	6.30573	46.58333	8.13232	-21.15	9.70605	5.07014	1.91621	9.68407	1072.13145	8.36523	0.00000	26.22661	9.21048
56.97096	8.04375	11.27831	0.29031	46.30752	7.26692	-99.73314	6.82769	32.44874	6.20003	6.14355	8.81408	8.19356	1121.30642	7.67443	1.00000	20.29277	7.80630
55.66236	9.40815	7.79167	0.26558	55.05243	8.95420	-3.05	9.12642	53.81667	4.10174	9.39004	10.76944	8.20344	1072.79908	6.67436	1.00000	56.47315	7.29402
85.01770	7.73210	10.45985	0.60257	57.87216	9.85709	76.0586	6.52898	16.06213	6.71018	9.74553	28.91514	7.86299	1192.33519	8.50506	0.00000	29.98983	9.51991
46.94457	7.19788	9.65021	0.13488	68.96084	7.87132	99.1625	8.77306	3.3285	8.30583	7.02176	4.54386	9.44184	1133.56660	6.33102	1.00000	41.14906	6.90951
43.26171	9.63227	11.06759	1.38541	34.75214	8.27744	20.89389	7.21663	42.62833	5.19288	8.44171	4.52026	8.65279	1163.89432	9.63515	1.00000	38.01685	8.88502
48.22390	10.68557	7.02047	0.25723	46.81965	11.37767	12.70038	8.16211	45.9836	5.42306	10.92140	12.65536	7.73521	1125.98746	6.91585	1.00000	61.18359	9.46667
43.29289	11.44046	8.74792	0.13102	49.42553	8.44433	21.32778	7.74846	42	6.86920	9.41705	14.00932	8.43129	1193.14839	5.31609	1.00000	43.25623	9.37936
66.39927	8.53887	11.43293	0.64079	19.03633	7.00155	72.93924	8.64919	18.87813	6.87312	12.30215	-5.42154	9.55730	1191.57321	8.75258	1.00000	45.79329	7.89307
68.77227	6.69147	9.79429	0.86307	53.22981	8.54259	-122.24092	6.83327	47.4943	9.76630	5.68191	15.81204	8.79023	1102.56613	9.02180	0.00000	42.10430	6.63879
44.20818	6.93219	10.49207	0.17460	36.99883	10.06634	3.16667	8.07178	50.8	7.28064	6.50961	19.59143	8.74495	1164.09270	5.81968	1.00000	38.67879	8.18887
62.14705	4.42257	7.34156	0.60090	53.06814	10.73179	120.5875	9.04450	16.455	8.48434	7.82338	-17.66909	9.05895	1168.71320	8.51795	0.00000	54.96092	8.18547
74.94665	5.03697	6.74040	0.41119	54.99212	11.37123	15.00913	9.73403	37.51803	9.47467	6.00252	22.57162	7.24437	1108.70051	8.19292	0.00000	54.16204	10.05916
61.55587	7.72301	8.99840	1.32004	71.82804	8.83297	72.34424	8.02030	40.78206	6.19488	8.99222	24.37553	9.94223	1068.91658	9.57431	1.00000	40.46665	8.86483
63.94089	10.84984	8.33437	0.24213	19.26766	7.09326	-75.64963	8.07929	40.24537	8.37535	7.98774	21.71102	8.32289	1084.05975	6.90903	1.00000	45.07510	8.65504
47.64236	6.31261	9.25717	1.20927	34.63407	9.67600	-79.62098	7.10138	9.15093	8.73187	6.43884	10.71888	8.83638	1181.68856	9.46877	0.00000	61.27275	9.48707
34.09449	7.88384	9.34669	0.48329	43.88470	8.78816	4.25633	8.97960	51.21187	6.02709	7.42463	18.65996	8.47114	1139.38127	8.34486	1.00000	42.42320	8.07962
47.57136	7.42414	12.14309	0.28357	58.48429	11.13934	-74.28459	8.05055	40.5576	7.39803	9.44972	34.57531	7.77156	1147.25300	6.55945	1.00000	47.52409	8.32031
29.95093	8.85684	13.30173	0.40764	43.31465	9.87418	113.82465	9.51608	23.29549	6.56419	8.70770	-9.21875	9.10520	1131.18283	8.03767	1.00000	64.23547	7.16539
61.32596	6.04309	8.09305	0.26808	73.76877	11.04151	120.03308	9.00536	28.88162	7.82506	8.34486	18.55434	9.33088	1077.75371	7.07260	1.00000	63.74358	6.59609
52.87313		10.76215	0.11116	49.40655	9.56795	-76.43941	8.09033	39.33427	9.24723	8.61166	4.94213	8.01310	1137.49995	5.30869	0.00000	43.32765	8.75926
50.77899	7.76508	9.57076	0.74749	59.69573	12.01425	-84.20299	8.39195	39.43534	6.73596	8.15300	8.61086	8.09262	1060.41441	8.92821	1.00000	54.46060	9.46708
51.01505	6.58304	10.77836	0.14191	36.41736	8.75115	-13.2356	10.09333	8.48714	8.85779	5.17383	8.81098	8.62154	1131.70142	5.25795	1.00000	65.27317	10.93394
33.77686	5.79558	8.83064	0.18274	19.59565	9.84812	-60.1831	6.49929	46.1351	8.65785	1.73806	15.08004	9.57018	1085.97000	3.73159	1.00000	73.25192	8.67108
34.08560	8.73386	10.75290	0.23680	43.05846	8.01069	153.10236	8.48109	-27.50578	7.22220	8.26030	25.54106	7.20453	1187.42781	4.40724	0.00000	49.41557	10.54984
53.29079	4.76281	7.60040	1.84644	40.14747	10.03723	-40.7475	8.91621	-4.16694	9.16399	9.23853	22.67333	9.24046	1190.83580	9.92457	1.00000	43.67725	8.08940
16.64697	6.39617	12.32528	0.22365	57.32713	9.49747	28.88222	7.87073	40.37528	8.79167	7.33378	-0.77986	7.16123	1184.66033	4.85584	1.00000	42.03505	9.98239
42.07762	7.92761	10.77241	0.34358	48.77354	5.31219	-71.23106	7.88296	-32.45242	3.50099	10.49501	16.74748	8.26227	1061.25865	7.51712	1.00000	43.26668	8.45076
40.09993	5.93770	9.11688	0.31459	56.42266	9.73705	-102.04897	8.66777	19.64745	10.24590	7.20703	29.78836	10.27184	1132.08461	7.48861	0.00000	68.61912	7.17516
47.80397	8.59704	8.62775	0.25640	48.07214	10.21508	3.1631	8.07577	41.91738	3.23030	11.63915	9.31334	7.09556	1086.38742	7.32880	1.00000	72.16823	8.58510
54.42972	10.78006	9.31456	0.24009	42.51918	9.24690	25.34244	6.85526	50.75932	9.72288	9.56993	27.24007	8.68334	1109.59067	5.45985	0.00000	30.41328	9.43631
57.65401	10.24937	8.89943	0.61192	57.43115	6.64899	28.88222	7.26748	40.37528	10.02351	7.39649	19.13997	8.12247	1145.17885	8.75976	0.00000	46.11297	7.55039
54.25198	11.51925	8.69652	0.18328	63.65537	7.19891	-76.78319	10.01457	18.00747	6.28941	9.55542	14.84523	10.80857	1196.35678	5.78992	1.00000	56.84789	8.90472
49.26313	7.13730	9.32629	0.20725	49.46445	9.95459	-101.2591	8.86333	21.01858	10.91399	6.77140	8.95665	8.76279	1080.13761	4.63688	0.00000	60.04051	9.17140
51.41879	9.78464	10.23746	0.21989	66.62056	9.59060	123.62494	7.28823	12.37169	7.11589	11.03807	27.73106	7.72879	1061.14669	6.34652	1.00000	63.96262	8.74177
74.63814	7.67052	9.95147	1.02921	34.43216	9.76781	-42.98194	8.30649	-22.53722	6.73580	9.70485	1.32861	8.87321	1154.06701	9.34441	1.00000	41.14790	7.05881
44.80762	10.63043	8.81317	0.48851	78.52851	5.37081	-84.50855	8.81286	39.08367	7.55096	9.28652	30.70460	9.01928	1070.48091	8.16593	1.00000	52.01676	4.97073
52.15983	7.35553	11.64463	0.12014	46.84136	8.35847	46.5813	8.74292	54.8421	9.73958	5.58509	24.26901	9.76492	1066.88387	5.15347	0.00000	55.67159	8.98484
43.51499	8.54785	9.85391	0.44165	79.97748	5.32072	126.665	6.95966	36.6009	8.12181	6.09154	20.54537	8.83801	1196.25184	7.97004	0.00000	66.83015	10.01290
66.50597	5.61493	6.55276	0.33365	37.26087	12.02160	-58.38341	8.84720	-34.64966	9.40171	8.82253	21.01287	9.32520	1069.02374	7.97317	0.00000	51.90607	9.76125
47.51347	10.25506	9.42635	0.21232	57.51423	9.24005	40.74357	7.93338	37.31309	9.40354	9.58639	14.72261	9.43898	1149.19646	4.26779	0.00000	55.99820	10.02327
40.18215	9.60722	11.16356	0.45728	68.73308	7.60021	73.38333	7.78813	31.71667	8.82510	11.65680	23.06678	8.74358	1076.47390	8.23338	1.00000	64.36351	8.20958
41.70674	12.31057	11.67775	0.20897	77.90658	9.63406	111.4834	8.58808	65.93381	12.97911	7.50994	16.03964	10.10093	1196.17212	5.62983	0.00000	60.16082	9.55621
44.85069	8.82323	7.63896	0.57915	55.65697	5.49211	-82.42491	8.90516	42.97086	4.90758	7.96145	30.71869	7.80755	1079.99022	8.68574	1.00000	67.09487	9.87784
68.59570	9.07235	9.36919	6.27916	36.36756	4.98558	29.91582	7.30184	31.20176	10.35372	4.46171	11.25567	8.88619	1050.67271	11.21356	0.00000	70.49057	8.94167
44.96326	10.80592	9.38374	0.17061	50.68303	7.05725	40.74357	8.22402	37.31309	7.04646	8.62071	-10.02216	8.04024	1177.39361	5.51168	1.00000	49.12242	7.61059
69.16339	6.92620	7.11872	0.47605	40.41793	8.08316	30.91105	8.01433	3.02013	6.77745	8.59196	16.06466	8.52520	1139.33963	7.96075	1.00000	67.77643	8.42530
74.08260	9.76260	11.81785	0.15754	29.79257	11.11427	33.34864	6.75184	46.75451	6.58986	13.83228	18.74084	7.66561	1145.34035	5.94873	1.00000	66.98476	9.58640
60.37013	10.32174	9.50723	0.31801	52.34589	6.69765	99.1625	8.13769	3.3285	8.84092	9.24785	19.51458	7.49773	1154.74827	7.77577	1.00000	80.33306	7.77471
49.59653	9.97444	11.85777	0.18868	66.85455	7.72027	69.67639	10.01569	41.29444	9.68680	6.24154	2.84265	11.18162	1115.93467	6.37026	0.00000	49.81600	9.39780
67.99213	8.37479	10.47209	0.23640	28.83941	6.28223	124.3697	9.29000	9.6531	8.14405	6.14314	13.21257	8.65567	1083.63510	7.28589	0.00000	53.99423	8.95859
45.52586	9.60987	9.22864	0.42266	57.22092	5.10040	-75.23266	8.02365	43.1009	6.33939	9.01347	22.72005	6.59004	1196.40965	8.01912	1.00000	59.52761	9.37065
41.54904	7.97366	12.42139	0.18551	56.40945	9.39629	84.87144	9.18631	47.46657	6.78062	6.57437	9.83234	8.62117	1181.26915	6.66583	1.00000	39.73195	9.10463
71.20420	7.08372	14.46264	0.14446	80.02738	13.78494	-48.52333	6.81241	-0.71667	8.56752	5.34070	7.22705	10.62409	1057.14811	4.17935	1.00000	49.66345	7.98225
64.21868	8.21803	10.96887	0.24073	27.86218	8.66835	-2.98884	9.55754	43.32686	5.96678	11.34740	13.54114	8.43137	1132.12346	7.39823	1.00000		6.58968
38.15985	6.60756	7.13724	0.21437	66.65210	7.58094	111.4834	8.82668	65.93381	6.91787	6.71530	1.37536	9.23621	1106.51232	6.78491	1.00000	60.89542	8.08214
50.42858	8.71886	10.51461	0.23754	28.66053	7.91333	30.4347	7.80833	-1.9487	5.92614	10.76186	17.37320	9.88548	1187.81403	7.26466	1.00000	52.89871	6.37991
55.16800	3.65817	5.75822	5.69170	66.41557	11.47102	13.44275	7.73039	38.07789	9.33982	9.62682	11.36097	8.72620	1151.30861	11.11892	0.00000	75.30127	8.53523
66.41877	7.50738	9.13975	0.24457	33.80464	10.55743	37.56667	8.43852	55.85	11.00162	8.60088	2.92064	7.54123	1186.68694	7.32102	1.00000	80.17685	8.88095
62.58289	8.17622	11.25727	0.29555	32.84215	5.77129	3.20639	10.02629	50.74497	6.31939	9.70412	-6.05760	6.36719	1177.39747	7.48515	1.00000	63.53115	9.82829
53.32335	8.95116	12.05648	0.63594	40.12690	5.55493	-3.05	9.67102	53.81667	10.06695	3.70511	13.19697	7.94470	1097.73099	8.49143	0.00000	53.76953	10.45138
55.99832	9.77479	11.03345	1.04087	59.63434	5.33892	11.412	7.57261	45.50369	10.62403	4.41731	21.22653	8.29909	1102.51140	9.37248	0.00000	63.73790	8.08154
51.79181	6.66256	8.72989	0.64674	52.31961	8.03735	6.51352	8.70881	51.19139	2.90230	9.69428	26.26848	8.03862	1124.54376	8.68714	1.00000	37.81527	8.45306
81.25587	7.45519	9.23402	0.41366	44.37658	9.25837	48.41667	5.57971	-17.83333	6.55819	8.00165	10.59165	7.98199	1185.80772	8.24844	1.00000	73.62464	10.18877
69.13195	10.61323	12.43207	0.18135	64.57453	9.12925	122.22833	7.81337	40.66482	9.55394	6.72386	2.65998	9.28291	1140.29376	5.34213	0.00000	27.77366	9.05645
12.95376	10.18756	7.40913	0.23967	25.67653	7.76882	145.06667	8.46599	-37.88333	10.22107	9.29498	22.54138	9.96770	1185.91890	7.07112	0.00000	61.11826	9.38855
69.20946	8.99018	10.43715	0.29171	75.19614	7.68419	-81.26367	10.36096	28.90054	5.67709	11.37818	15.95733	7.26197	1058.19923	7.54531	1.00000	41.09413	9.35781
81.57940	10.73160	10.08865	0.26281	64.83460	9.34504	37.56667	8.15950	55.85	10.46680	8.16171	3.58277	7.26206	1140.81121	6.95525	0.00000	49.98472	7.35259
49.51606	5.35090	7.96493	0.23086	52.49268	9.96341	-6.03731	7.39438	37.35813	8.58474	9.33809	2.92448	7.33626	1103.65529	6.45115	1.00000	44.97030	7.70887
26.88128	11.46397	10.02209	0.28182	56.49497	5.04028	-75.60804	7.96370	39.96097	10.29323	8.58501	26.12973	8.86096	1050.40183	7.19384	1.00000	52.22275	7.75819
43.66217	9.38099	9.08914	1.27157	59.77492	6.36060	-63.90389	8.82538	-8.76194	9.71046	6.29796	33.90234	6.45903	1177.32547	9.51286	0.00000	35.25409	8.42796
48.66373	9.04267	9.08199	0.20830	51.63839	6.05710	86.59509	9.50214	26.11527	5.98380	7.06172	18.68403	8.29515	1091.48462	6.39858	1.00000	51.71767	8.55404
54.25640	5.78749	8.77516	0.15556	71.70438	8.70946	123.50266	9.24216	41.94175	8.41508	6.08199	22.29531	8.27381	1066.26629	6.08971	1.00000	32.90304	8.86104
40.69946	7.33382	7.47397	0.38593	48.91717	6.31898	28.88222	9.28526	40.37528	6.35858	4.68559	10.53220	8.12568	1089.68431	7.49609	1.00000	64.48802	10.35096
35.28985	7.12806	12.45850	0.18478	83.53721	10.96641	3.20639	9.12069	50.74497	8.69583	7.86056	20.39931	7.63671	1097.17365	5.89787	1.00000	58.89683	9.47387
36.98576	7.07665	8.39874	0.36542	36.24423		-50.00639		-25.42944	6.80078	7.96455	3.90336	8.20729	1107.71047	7.55221	1.00000	50.39707	9.41434
50.01463	8.98280	12.88946	0.80273	40.30534	10.37227	-46.99583	8.66995	-22.97056	5.93748	7.53765	2.38971	7.65167	1103.24500	8.93126	1.00000	48.79213	8.74756
49.34000	10.40330	13.26026	0.19376	60.26722	8.63203	4.25633	8.44192	51.21187	10.52027	5.65193	-7.79581	8.42249	1195.74862	6.14197	0.00000	71.30214	9.98743
43.43629	6.97470	10.39819	0.34242	61.32892	10.58581	26.97253	9.38343	49.65186	4.75353	11.39578	9.52438	8.68233	1193.32720	7.59535	1.00000	49.61242	9.09719
33.45812	10.22626	9.95192	0.16467	65.70271	7.34055	83.97573	9.20984	21.46527	10.93351	7.10035	17.73610	9.26112	1142.60275	6.74646	0.00000	51.84307	5.51553
46.98039	7.08928	7.74130	0.49230	61.55342	10.29967	11.412	9.32652	45.50369	7.26316	7.94406	17.34208	8.03023	1182.18800	8.30738	1.00000	51.02850	8.47340
30.16435	8.21090	10.12745	1.07708	74.61846	13.74752	-4.83076	9.01352	39.96348	6.88955	11.19236	20.61349	9.18232	1105.39178	9.39944	1.00000	49.83549	8.92120
37.45779	7.34576	8.10665	1.49124	52.69007	8.93282	72.54064	8.30192	31.82539	5.45150	9.71152	13.32132	8.58679	1095.78290	9.71049	1.00000	42.13549	8.92784
52.24757	11.17040	9.35734	0.22250	48.51331	7.89986	65.93249	9.01857	36.21544	11.76176	8.15456	18.40642	10.05920	1059.91227	6.41248	0.00000	60.21178	8.60172
59.17404	8.71690	10.17949	1.30039	54.42446	10.96470	-77.37331	8.08557	37.60876	5.62107	8.18902	15.58861	10.43270	1101.07078	9.53533	1.00000	57.28206	9.55082
30.86102	7.57266	8.85139	4.98104	44.04391	7.85958	37.73333	8.25355	-4.06667	8.87365	9.35953	10.76288	9.07132	1147.96517	10.97820	1.00000	59.12304	10.18407
26.53716	9.92743	7.51761	0.76211	72.41083	6.11718	5.23333	8.73722	52.09	10.43105	7.56134	-0.69980	7.53395	1167.12272	8.87505	0.00000	74.90737	7.65489
60.11923	8.24815	9.35417	1.38831	32.53259	6.38945	-94.41551	7.94942	39.09112	7.89457	9.06715	9.12791	9.80528	1100.16550	9.56810	1.00000	71.11897	9.18424
73.76474	8.80379	10.57535	0.68670	31.43244	8.51265	8.52462	8.07863	47.30997	6.04682	8.46399	14.65483	10.21132	1075.70340	8.87766	1.00000	52.01262	8.00475
53.01639	10.45420	9.12538	0.40156	47.34412	6.22487	6.51352	9.07128	51.19139	11.27450	6.76096	16.27735	7.03473	1180.67528	7.94260	0.00000	55.55175	7.71305
55.62467	5.25224	8.36336	2.33345	76.15658	10.60417	5.55575	9.21874	46.67535	10.86506	6.34268	6.65711	9.40611	1106.10879	10.19862	0.00000	74.20668	7.93119
74.31216	5.56808	7.42959	0.19569	59.32167	11.77923	130.94098	8.44331	33.3213	9.15484	6.28134	10.92100	7.03033	1177.34720	6.83870	0.00000	77.72274	8.07244
39.26053	5.68955	10.04203	0.27579	37.72362	8.90472	2.31889	7.95324	35.21222	9.11366	8.52046	18.54889	8.52843	1190.37928	7.42914	0.00000	63.26217	9.77007
58.03394	9.51225	9.05996	0.31802	65.00577	6.72870	-88.3162	7.34765	42.24113	9.85798	7.19275	18.37389		1102.31451	7.66316	0.00000	39.12593	8.98489
31.23975	8.22717	9.99573	0.58562	34.47795	9.57203	85.37752	7.91504	22.10194	6.63297	6.85065	39.93068	8.98855	1103.73741	8.69740	1.00000	65.25974	9.27271
48.81946	10.28453	6.74448	0.31867	42.61526	7.99319	10.03478	8.78172	37.16911	9.38834	10.21558	32.47152	9.51482	1181.14346	6.99727	0.00000	69.42156	8.33771
56.00690	8.28372	12.32015	0.40248	37.62205	11.79664	36.73307	8.95674	55.38752	6.65420	6.56485	-6.65461	8.83012	1093.71260	7.90184	1.00000	43.81416	8.82637
52.29181	8.31280	8.26206	4.99356	50.09225	7.98340	37.56667	8.13375	55.85	9.04037	9.61137	14.13314	9.11697	1163.09419	10.97527	1.00000	69.90326	8.25412
	6.79806	11.61748	0.34022	72.18945	7.04374	28.67582	8.10419	40.98894	5.38379	10.30269	27.93745	9.58366	1139.42624	7.91838	1.00000	41.65970	8.47685
53.69202	7.49336	11.21873	0.39992	39.17658	8.17457	-103.5687	7.84783	20.22816	8.76484	5.60898	6.97899	7.40246	1182.00116	7.83421	0.00000	49.34649	6.98930
56.08933	7.31353	9.77470	0.24770	74.13954	9.39477	51.67462	8.07018	32.65246	7.42439	7.08644	21.08623	6.92247	1094.20206	6.78993	1.00000	45.06604	6.59031
46.06582	7.54131	9.48782	0.27514	38.69986	10.38175	5.37429	7.62742	51.03427	10.41394	8.23758	19.96056	9.64589	1168.50934	7.51187	0.00000	41.38818	7.79735
51.77302	11.08808	12.14795	0.17419	54.02635	10.43692	-77.02303	9.39710	38.70734	10.72936	8.17168	15.84263	8.52961	1190.44894	4.53978	0.00000	58.84025	7.92816
81.92123	6.20418	7.84096	0.27513	37.23029	12.44469	71.52847	9.19861	32.57756	8.33863	7.05939	21.65211	10.16041	1197.50454	7.25532	1.00000	26.06635	8.99689
34.68424	9.76607	9.75787	0.15065	57.21304	9.01059	30.79165	8.53605	-27.76952	7.99088	9.93582	26.45712	7.64059	1147.47805	3.39069	0.00000	66.74193	9.32035
53.84737	6.18005	8.09348	0.47073	45.69484	9.55767	99.96667	8.24970	8.43333	8.68114	6.42177	18.31502	7.65108	1185.27170	8.27181	0.00000	46.83816	9.05606
37.18727	6.48693	8.92693	0.13228	45.89364	8.01150	34.75699	7.65868	31.39547	8.15405	4.68613		5.51796	1172.25694	5.85903	1.00000	51.77879	6.83218
68.09437	10.57627	12.47154	0.16691	53.41567	9.10276	-87.70172	10.98481	41.72059	11.73969	8.03742	0.11695	8.59279	1162.35754	4.51888	0.00000	68.95347	9.25234
43.40793	12.07239	8.96455	0.17179	80.16701	10.02122	-80.38297	9.04927	42.8334	5.77965	11.44075	4.66658	7.73609	1179.01380	4.60747	1.00000	55.65142	5.26084
43.24666	11.33288	12.92747	0.13489	60.63924	9.56535	123.62494	7.30509	12.37169	10.96131	7.08652	0.44428	8.39347	1167.44959	3.84990	0.00000	52.38950	8.42614
45.01590	8.84552	11.59488	0.16071	54.99466	8.53139	24.71204	8.37369	41.57439	9.55476	7.05284	-5.50001	7.95131	1194.27442	5.26358	0.00000	17.22401	10.26045
36.48321	6.54798	11.66882	0.29632	33.69665	7.30333	-117.71978	8.64064	34.09668	4.09310	10.30933	8.18388	8.22405	1175.77688	7.12921	1.00000	48.02024	7.64964
49.19839	6.11416	8.57222	0.32636	45.62672	10.70131	36.73307	9.51655	55.38752	9.60870	7.08131	23.75736	8.21519	1153.78144	7.51857	0.00000	60.16072	7.04976
24.39828	6.77653	11.44566	0.17030	78.78841	9.83516	-75.23266	8.77067	43.1009	7.89590	5.36348	11.01183	8.48822	1176.71122	5.63621	1.00000	52.01410	9.44148
54.01048	7.73417	8.39669	0.54567	36.76342	7.56648	8.86374	8.27697	44.89784	6.25819	7.60479	9.32530	7.54571	1071.68881	8.46700	0.00000	60.33925	9.08202
36.53417	9.00911	8.76536	1.13543	37.25733	5.79385	112.23109	7.51759	-7.57897	9.72181	6.05649	5.05983	8.25951	1102.36490	9.44937	0.00000	50.01470	7.25725
62.09708	7.53358	9.64568	0.34389	56.07610	8.40318	74.83554	8.97401	14.62072	6.70662	6.99890	5.99440	8.92341	1182.53353	7.93782	1.00000	44.01722	7.21396
41.60857	8.50370	7.57960	1.04840	43.17417	8.56254	11.412	8.15370	45.50369	6.64209	9.14288	19.90816	8.36104	1072.73941	9.36293	0.00000	73.87252	8.06212
70.69484	6.73216	10.52031	0.23164	65.46279	11.33233	37.55	9.72907	6.03333	7.84258	6.63233	6.90984	7.09049	1096.32331	6.19972	1.00000	18.93606	8.13846
53.86458	7.86146	12.27228	0.61151	62.49415	12.25232	13.58357	8.73074	-1.63333	7.34976	6.44662	23.96374	10.48988	1084.32050	8.53351	1.00000	26.11257	8.77474
