C2H3NO5	PM2.5	CFCs	CH4	TEMP	PAHs	PM10	Pb	longitude	latitude	SO2	warning	PRES	O3	CO	NOx	H2CO	NH3
1.97159	10.50281	49.51932	8.63214	7.19813	9.38180	8.34916	52.17740	-9.24671	38.72706	8.32587	1.00000	1079.98744	10.23081	9.57452	8.34018	74.00456	9.69919
4.20389	9.48618	57.96746	6.60681	23.80739	7.39941	9.11354	56.40707	-105.11221	39.57582	7.19187	1.00000	1075.18307	9.94675	9.99940	8.85063	29.81726	9.74889
4.07272	11.73777	61.94508	8.03112	9.83072	8.97352	9.09250	46.95122	150.99292	-33.75881	5.34825	1.00000	1054.39164	10.05051	9.30495	8.34924	64.51012	10.00574
2.25095	8.44167	53.08005	5.56042	13.09935	7.56944	8.27073	60.69410	48.87498	38.45598	11.37830	1.00000	1094.14592	8.31536	8.34504	6.65301	44.77451	8.06903
19.29585	10.68232	47.70549	9.18451	28.21038	7.88674	10.70848	43.02967	-96.39774	30.16688	7.55741	1.00000	1103.64349	11.79811	9.48076	10.58621	39.21699	8.37009
3.68870	12.41963	56.90416	8.25427	22.09654	4.66087	8.95210	69.38230	-9.24671	38.72706	4.20737	1.00000	1135.38973	9.85922	11.06037	9.40310	39.26743	9.77806
5.86099	9.40767	47.04715	4.98117	17.49786	13.11675	9.47448	68.48321	37.00438	-7.60361	11.32337	0.00000	1134.58798	10.57166	8.30426	6.84475	39.30262	9.34993
40.38207	4.78719	47.10390	8.69354	2.56113	9.45153	11.46448	49.18665	2.2469	48.90472	7.58785	0.00000	1154.96707	7.94460	8.25376	8.06257	60.35719	8.48581
1.21553	12.41564	76.11321	8.05372	21.92556	6.86848	7.74745	43.35323	100.04427	13.8196	5.57204	1.00000	1137.07847	10.21866	10.88170	8.64292	24.35312	8.79130
1.87305	10.20366	46.07098	9.09278	19.19086	11.72692	8.24941	40.86801	10.18003	24.96334	9.16489	1.00000	1192.36270	6.67956	10.79054	9.43303	44.54854	8.21254
10.75235	4.62319	46.03913	11.06884	11.77160	8.97178	10.14270	55.37139	-1.06667	53.78333	7.80636	0.00000	1100.50702	9.41377	9.93994	9.48443	50.77226	7.60621
12.07074	9.98994	59.39688	8.23752	7.99861	10.66215	10.21339	38.91581	13.39954	43.62558	9.43317	1.00000	1192.12880	6.93739	10.21804	7.59679	64.04209	
14.20002	10.31500	44.94719	8.91572	23.89876	6.52196	10.39936	67.08036	36.25361	47.48444	8.88671	1.00000	1192.97560	10.55407	10.66017	7.94334	43.51408	7.08613
29.62264	9.79745	36.04749	6.43079	16.04091	6.37265	11.15861	37.08100	4.92235	7.65649	7.93586	1.00000	1133.04352	9.44544	11.21195	7.97690	51.80817	10.72433
1.49068	10.52313	24.36217	7.96338	0.18937	9.62032	7.88602	31.39075	-52.35558	-14.66463	9.63534	1.00000	1190.30534	7.50343	10.63382	9.16443	47.15847	7.38544
1.74356	10.95685	53.58095	5.47138	25.95668	7.94133	8.11481	57.22743	-95.63079	31.76212	10.59301	1.00000	1148.89289	7.56886	9.60188	9.01637	10.67041	11.00910
6.85301	8.43456	35.53401	7.09177	9.97145	7.47108	9.59462	48.11616	33.9162	51.67822	9.31997	1.00000	1160.34805	9.53272	10.05838	7.81652	47.89473	8.08523
2.87364	8.28581	34.94558	5.57229	10.22411	11.45341	8.81892	42.32995	38.94324	44.98901	10.37077	0.00000	1091.90579	10.34174	7.30965	8.09959	48.20965	9.48250
2.60936	9.23335	42.54696	7.49038	20.14545	11.46095	8.54485	70.05927	6.76111	53.16167	11.06585	0.00000	1185.46762	8.12550	9.62116	8.52766	55.05738	7.27613
2.94181	9.86774	56.86079	6.50797	22.52311	5.94825	8.75141	73.43727	-73.95958	40.57788	6.42066	1.00000	1052.84414	9.40822	10.52524	8.15444	71.17644	8.25378
2.94102	11.30414	39.77965	4.34978	5.53477	6.81710	8.51033	48.66974	-94.91386	17.94979	5.46478	1.00000	1176.08550	10.53428	12.33050	7.80074	46.52339	7.85717
2.93800	10.53240	51.63473	8.23098	23.46711	7.73111	8.73726	42.60348	89.20083	55.54028	8.93396	1.00000	1117.42579	11.15612	10.80378	8.01037	41.52181	9.72088
10.60644	9.36728	72.05317	7.03925	27.17396	8.90327	10.10150	71.01146	7.36027	51.20219	9.52847	1.00000	1050.69699	9.42935	10.31945	8.56392	59.48202	9.77995
2.72495	8.21869	61.42889	6.10171	31.40314	9.15129	8.65281	63.66857	-86.99666	33.45122	9.96632	0.00000	1129.29626	10.87426	5.80643	8.09839	54.95578	8.85328
5.36463	8.71065	78.40249	4.96703	7.24553	11.32227	9.26434	37.63196	-94.41551	39.09112	11.24898	1.00000	1171.46037	6.68179	7.46019	8.93962	21.16402	7.87794
3.94650	3.43320	28.44916	10.38719	21.58341	5.62763	8.91257	42.82717	-121.74052	38.54491	11.54424	0.00000	1198.21803	6.48333	8.82288	8.18978	42.03816	7.21884
6.18215	8.84062	45.94486	7.34716	17.35083	9.02286	9.51191	43.68635	78.40102	27.9247	8.61020	0.00000	1115.71332	5.81101	7.65170	9.33687	53.91830	8.93679
0.80221	11.49828	47.17501	8.45787	11.46717	7.83005	6.41498	46.08778	123.99333	12.97389	6.77417	1.00000	1075.56306	8.64491	9.95601	8.11917	52.18290	7.63945
3.65425	7.90393	51.83572	7.89531	25.60484	11.31836	8.89009	48.88078	-121.74052	38.54491	10.82938	1.00000	1166.02717	9.67424	8.75385	9.01353	46.36886	10.18278
5.72865	5.85549	39.43141	9.99889	8.07851	9.33832	9.33543	48.64457	140.11667	37.56667	9.47278	0.00000	1107.96849	9.33215	9.01744	8.91857	41.16059	6.37316
18.40472	7.99242	59.58956	5.49628	-3.72418	9.82596	10.68987	63.28019	78.25795	9.82564	9.87705	0.00000	1165.78275	9.07202	7.03627	8.22429	49.48934	9.69970
4.89262	7.62266	50.25344	8.44848	24.50039	9.66532	9.35481	44.14850	-74.15987	40.82232	10.48458	0.00000	1068.03848	9.70769	7.95719	9.14250	45.94794	8.01114
0.70524	8.42641	32.77451	5.87019	35.03969	7.16058	7.17216	45.06517	122.74754	40.85158	8.38503	0.00000	1179.89670	7.06668	6.56308	9.35088	53.43927	8.42957
1.53632	6.73206	49.52820	8.07888	25.33072	6.59383	8.02664	39.45232	-39.25	-12.91667	9.17446	0.00000	1129.09672	9.68996	7.32119	10.12296	35.98121	8.99649
0.87309	10.39549	72.26828	6.97629	22.68763	6.80519	6.55865	58.12354	68.11759	26.9423	7.19750	1.00000	1070.49125	9.29482	10.80963	9.43342	61.34120	9.50148
11.47592	6.73877	39.58033	8.39898	3.00354	8.72658	10.16485	35.48737	-82.46148	28.15112	9.41590	0.00000	1186.25978	9.01381	8.31505	6.89541	39.60800	8.82670
1.79992	9.93091	51.09866	6.79019	25.79309	6.74577	7.92380	47.78777	51.3452	53.37596	6.84693	1.00000	1145.42157	11.72773	10.44538	9.15239	26.19842	8.86776
9.02811	10.20521	44.96874	9.20473	8.21805	7.93067	9.93602	67.69887	106.88324	47.90771	9.05974	1.00000	1163.24810	10.40147	9.92373	8.94369	40.01220	9.63121
7.87524	10.83115	42.52379	6.05223	25.91737	10.07552	9.70665	51.62728	-68.30472	9.91861	10.33542	1.00000	1140.48205	7.27402	9.42528	9.54497	65.30391	9.49909
2.91419	7.65648	37.36138	7.72915	17.61934	6.92964	8.68911	55.71672	-15.6	13.56667	8.93966	0.00000	1151.95843	8.86296		6.95983	50.34762	7.42451
7.97348	10.08182	66.11263	5.43152	25.27447	7.87368	9.81050	65.89190	-60.47389	-34.64167	6.59755	1.00000	1126.27928	8.56519	10.68857	9.11066	50.28415	7.65216
1.16343	10.84389	53.84754	7.65535	2.75387	10.35106	7.64949	34.80816	8.4493	50.09019	10.24333	1.00000	1106.45435	7.82961	10.81255	9.01423	46.89834	7.89926
13.14196	9.55007	61.38967	7.66320	15.91064	8.23411	10.38411	56.99201	-8.2194	43.48961	8.75973	1.00000	1166.06450	9.33392	9.84938	10.24594	52.56915	9.80974
3.83996	10.14667	66.83369	8.95349	9.50662	11.30793	8.91531	33.53782	-93.11308	16.75973	9.09614	1.00000	1067.56349	6.94279	10.62394	8.83284	42.02471	7.59081
1.20709	9.85032	39.33702	8.88147	-6.33793	10.56139	7.67022	57.68726	139.55722	36	8.75057	1.00000	1153.72590	5.33133	10.56176	9.11827	62.62624	7.47136
2.30463	8.05907	51.87306	3.60751	18.37685	7.65006	8.33511	58.31921	73.08333	19.21667	12.95274	1.00000	1084.01745	9.05698	7.28488	9.25969	45.29780	9.68104
1.17088	7.94912	48.93989	6.75611		8.85217	7.74531	50.97270	-91.77127	37.95143	9.95469	0.00000	1194.95415	7.99071	7.11948	7.91643	55.82284	7.82848
3.68003	8.63243	43.73402	7.57480	7.24451	9.61003	8.92209	48.15187	-73.58248	45.40008	8.37271	1.00000	1065.82269	9.21906	8.23312	9.88377	56.38138	8.92863
3.87341	7.52798	89.28997	6.97014	-3.38512	11.53930	8.91446	46.11934	-73.95958	40.57788	10.43688	0.00000	1059.83715	9.19618	8.36110	8.82358	78.01682	9.65753
3.38450	11.34160	52.89230	7.63327	24.99046	7.89148	8.88130	31.82377	-0.45877	46.32313	7.73389	1.00000	1052.12658	13.11765	11.14891	9.57086	47.85268	9.70427
2.10501	10.85130	42.90892	7.86583	13.22509	11.85925	8.39603	56.28455	10.58082	35.72917	10.02862	1.00000	1141.22823	7.18950	10.55338	9.18556	39.49015	8.15676
2.33218	8.42124	63.69637	5.87727	14.16761	8.81111	8.46183	72.56384	-86.78777	33.44872	8.80616	0.00000	1115.72351	8.06742	6.61546	8.09731	32.38850	8.71328
1.23162	10.53155	50.22965	6.09056	19.82455	11.00128	7.72687	74.73878	137.02166	35.48199	12.02827	1.00000	1117.08069	9.23099	9.82208	9.11495	52.71645	8.72746
6.95417	10.35564	51.39158	5.66678	24.80793	7.93568	9.64293	51.35089	74.4818	30.21121	6.51758	1.00000	1077.77344	9.73182	10.63119	11.46802	61.35187	9.64569
3.78223	6.66827	38.76672	6.22596	7.22187	9.54089	8.98794	48.11438	8.2926	9.58126	10.60600	1.00000	1158.13773	10.34625	8.91814	7.78599	35.65809	8.20608
2.07452	5.39654	57.69468	8.33710	24.11752	7.58145	8.41247	32.13664	-84.62081	42.7392	7.80693	0.00000	1158.06645	8.62128	8.24608	8.51127	55.23161	9.16773
2.99669	10.33208	45.73387	6.75113	10.80250	8.45135	8.85313	65.69297	135.6	34.61667	8.50257	1.00000	1188.48547	7.05626	10.80592	8.67193	47.47134	9.01169
6.94335	10.45637	34.74791	9.27334	9.63278	11.29877	9.68325	42.54767	24.99798	-8.73508	8.36734	1.00000	1166.45904	5.31524	10.91580	9.73499	31.76424	9.66921
1.37729	10.21931	51.41438	7.42942	6.45689	10.75191	7.59967	44.55523	72.93924	18.87813	10.71898	1.00000	1077.31433	7.99033	10.23585	9.55592	48.55222	7.04652
1.05160	8.79191	50.56382	8.28658	10.58043	8.95401	6.17234	48.59490	-38.79084	-10.95817	10.30500	0.00000	1169.38806	4.10058	7.92008	9.92335	51.31184	9.77779
5.49908	8.27379	36.10610	7.30184	17.51157	6.94005	9.41133	64.40341	-52.51028	-28.81833	9.93322	0.00000	1187.07761	8.68426	8.63663	8.36064	47.44741	8.50536
3.95354	9.12886	32.21783	7.01760	31.64192	10.75299	9.05713	59.32868	7.20769	50.80019	11.06747	1.00000	1096.57908	8.07016	9.32754	9.50081	47.73703	8.95722
6.93642	4.75255	62.93989	8.89551	8.46938	8.20657	9.60613	45.95352	30.79165	-27.76952	11.89568	0.00000	1169.50019	8.90661	9.89828	6.62405	47.49177	10.92063
12.12818	10.31089	63.16605	7.97663	23.08873	7.05342	10.25020	44.41768	-70.20749	8.62261	7.66700	1.00000	1091.18953	13.35370	10.33148	8.82744	54.47033	10.54947
3.42637	8.87463	46.19147	8.04835	-0.70365	7.21910	8.93473	53.96145	133.42825	45.47885	11.25395	0.00000	1071.97007	11.20017	7.72446	9.92065	35.69569	6.25692
2.30183	9.04601	48.29048	7.85444	19.60012	8.54453	8.55409	34.73539	33.2525	57.97472	8.67779	1.00000	1125.54847	8.59152	9.04877	8.06108	22.44937	7.40298
4.05280	9.16985	60.42136	9.39280	12.71540	8.42828	9.08542	59.40309	-48.59278	-23.7975	9.56332	1.00000	1073.04687	7.95490	11.03219	7.78487	85.10883	8.35006
1.64004	10.59258	49.93198	5.46870	2.21562	6.53792	7.86567	57.23880	76.35484	10.10649	5.62128	1.00000	1171.37655	8.56093	10.91458	9.33036	78.54266	10.14049
5.40599	7.72978	37.68819	3.78034	10.13921	9.67842	9.38195	47.38611	38.15035	49.41029	9.45710	1.00000	1085.76896	7.53799	10.56798	8.24637	53.60847	8.55589
15.48467	10.24134	33.16186	8.02740	30.10421	7.88638	10.48087	56.44103	65.50917	44.85278	8.10912	1.00000	1059.54876	11.00722	10.20551	9.91422	53.50684	10.56628
0.68975	9.73067	49.21176	6.18464	0.62540	8.99234	7.05810	36.60790	-77.96389	39.45621	9.96141	1.00000	1092.07168	10.79713	11.43109	8.30821	60.58534	8.03580
2.85007	9.70706	47.62535	6.02276	-5.10592	8.98792	8.78935	63.19309	37.99117	44.92934	10.93999	1.00000	1050.71644	7.72429	9.28862	7.93573	47.76429	6.88754
37.58811	7.35329	42.14053	8.32642	22.56497	9.35983	11.39957	49.33276	121.96361	6.95194	9.65634	0.00000	1185.55298	10.52338	8.37681	6.88432	48.92849	8.29678
4.04748	5.95215	15.85078	9.73523	24.90674	10.64510	9.02147	50.51964	-103.5687	20.22816	9.93531	0.00000	1146.72551	10.06511	8.40965	8.56781	57.94465	9.75790
4.87539	9.78835	31.17206	6.34225	18.53350	10.04278	9.23254	44.28060	120.03308	28.88162	10.16236	1.00000	1157.33621	6.79641	8.94486		50.21036	9.23799
4.07963	7.16353	51.56211	6.88151	22.85279	10.69464	9.04584	50.36315	-60.47389	-34.64167	9.59086	0.00000	1188.86848	8.73195	8.94952	9.51756	94.20817	9.91092
6.14811	8.79254	59.48061	9.67588	4.67176	6.85512	9.50569	55.04094	-73.95958	40.57788	7.14436	1.00000	1163.03985	11.17383	7.73842	7.56452	50.87637	9.77969
0.84596	9.02346	51.09752	8.11846	11.00198	9.16830	7.55443	49.31461	9.32241	44.31771	9.01775	0.00000	1076.52155	6.17907	9.11000	8.97050	41.28549	8.67873
2.65040	8.93801	64.89827	5.73958	16.25242	7.60279	8.65650	37.49255	5.58472	52.14	7.76771	1.00000	1080.90348	10.16656	10.19885	8.20618	40.91155	7.62654
5.65730	9.46711	45.50677	8.83159	16.95591	7.08933	9.43220	53.92697	-7.35	53.53333	9.67232	1.00000	1113.76981	12.60711	10.33977	9.10259	47.82374	9.20833
5.00428	9.33986	40.85373	6.68332	10.95410	8.90439	9.30926	52.17821	101.44167	0.51667	11.76240	0.00000	1133.35967	9.63745	10.17122	8.67311	74.14110	9.83559
2.38124	6.66883	42.70499	9.27028	15.33249	8.43393	8.50006	37.73191	51.49621	36.64852	10.58146	0.00000	1154.09300	6.93923	8.68978	9.26957	41.46615	8.08424
3.85118	4.89858	24.47662	7.55109	15.16062	8.80698	8.98923	40.68614	101.44167	0.51667	7.06179	0.00000	1096.40113	6.48355	10.61889	7.73286	44.39966	7.88658
10.57771	11.08823	41.52710	8.70063	22.35668	11.80594	10.12860	51.08939	20.22625	30.75545	8.53022	1.00000	1185.56948	6.26004	10.68313	9.14201	28.42204	7.58239
1.82846	7.50326	57.25208	7.80087	16.94925	7.07805	8.41055	60.29524	18.28333	59.33333	10.74791	0.00000	1172.42274	6.95233	6.89377	7.91583	25.22754	9.82052
5.98254	7.58386	58.36888	6.10576	1.45130	9.13249	9.54234	51.62386	12.1369	51.04962	9.96117	0.00000	1157.88250	8.89883	6.97750	8.81516	47.78844	8.14773
2.07597	11.38593	70.19359	9.13137	12.68877	7.24210	8.03549	44.33864	115.88782	-32.05251	8.12146	1.00000	1177.37653	12.79703	10.87808	9.09783	58.25622	8.76426
2.84957	8.29808	43.63545	7.88131	1.29492	5.99689	8.57136	67.56686	-70.6996	-33.59217	9.53332	1.00000	1140.08014	8.97216		8.72837	34.98805	7.44765
7.68262	5.56544	60.04803	7.28706	8.80699	11.68411	9.73776	53.11207	-89.10944	13.70167	7.73124	0.00000	1151.48922	10.84987	4.25520	8.38898	51.81883	7.87313
1.58492	8.75631	52.02780	7.74090	6.33368	10.33030	8.14322	31.06025	110.8405	-6.8048	10.89384	1.00000	1064.43971	8.24672	9.67298	9.12643	64.97421	8.88823
8.50361		55.66785	8.03873	33.18319	6.67779	9.85993	52.23891	-5.682	5.84752	8.24177	1.00000	1095.05108	10.07912	12.20968	9.33435	28.53464	9.37345
3.84806	9.32361	67.37316	6.73511	17.70076	9.82013	8.94828	50.69347	137.4	34.81667	10.06850	1.00000	1138.34653	7.63693	8.92583	9.89184	53.03563	7.45041
1.82693	11.26923	43.97418	6.78834	17.30545	7.03410	7.97105		68.11759	26.9423	10.59567	1.00000	1063.84508	8.24696	11.03596	9.92143	57.49775	8.56448
6.09206	10.34642	63.66470	6.48823	15.65335	7.13726	9.52313	57.60100	68.21204	27.55898	6.54254	1.00000	1196.16694	8.91561	10.52929	9.76394	29.56267	9.61686
1.47089	11.83918	55.51903	9.78217	15.03299	6.70902	7.71089	58.11062	-86.58208	13.48082	6.12012	1.00000	1165.44101	9.78196	9.69387	6.03596	44.25190	7.79938
14.27308	7.45258	59.76510	8.51412	10.82717	10.73293	10.40933	39.28721	-76.72803	39.32288	10.32204	0.00000	1155.19193	10.61984	7.98001	9.96656	57.54840	8.52649
1.94521	11.14520	36.11017	8.44213	16.54558	7.21140	8.16420	39.95774	-69.96533	43.91452	8.08606	1.00000	1161.52528	11.62340	10.97147	11.49075	67.46070	10.11998
1.72269	9.55890	54.06487	8.16181	-0.23330	5.84090	8.12842	43.77666	-25.66689	37.74615	7.78107	1.00000	1162.29623	10.61479	10.34537	8.14202	30.59232	10.11670
2.32039	6.23483	58.50552	8.48943	21.26304	7.60371	8.55527	37.39154	21.32778	42	7.96122	0.00000	1166.99737	10.89686	4.75821	8.75570	32.46899	8.90089
5.23476	10.61020	35.60975	6.17356	33.01339	10.87594	9.36960	52.46195	-5.682	5.84752	10.85128	1.00000	1124.97383	7.63683	9.50063	8.03298	79.55076	8.35215
6.57058	4.42405	70.82836	10.44785	-1.38610	9.27395	9.61305	53.84225	68.75915	27.52948	7.71792	0.00000	1079.95685	8.66652	9.36710	10.09857	38.70443	10.42233
14.05455	8.97380	46.68282	6.86396	0.53883	5.59666	10.43031	52.36344	-122.2054	47.76232	9.33422	0.00000	1112.24922	9.44283	6.03855	9.51275	62.10510	8.67405
0.84642	11.38465	79.75030	10.62976	24.60896	7.50596	6.87425	71.08361	106.88324	47.90771	7.08348	1.00000	1147.29030	5.39383	12.81303	9.20103	44.34660	8.53808
8.54452	8.77356	54.52070	7.33136	2.77422	5.67417	9.87818	51.34711	-61.51889	10.66668	8.60319	0.00000	1188.51878	6.11279	6.17163	8.58057	51.08957	8.06155
5.03753	8.42004	57.31345	6.07643	19.22344	5.67794	9.28850	51.37317	-88.3162	42.24113	10.60639	0.00000	1138.69943	7.70489	5.63629	8.02284	32.64600	9.02563
8.39475	9.13037	76.96067	9.24368	25.69035	9.37551	9.89356	54.27255	-122.40433	37.71715	10.70566	0.00000	1157.54473	7.49780	9.73268	7.45350	44.21141	8.97125
8.60985	10.23867	55.49163	5.55976	17.94843	8.99063	9.90200	32.83832	76.56719	24.41288	11.38638	1.00000	1051.43125	8.18357	9.29095	9.73706	28.87347	8.63195
4.73296	7.24337	52.25296		14.06989	9.55496	9.26784	48.79797	-100.44843	20.74122	10.27735	0.00000	1172.49431	8.10103	9.51596	9.67021	61.15602	8.44038
1.26844	7.41014	51.22277	8.13768	16.09618	11.32040	7.98189	74.51170	-0.32247	50.82882	10.68524	0.00000	1128.63528	10.55169	7.02529	8.06397	45.12717	9.68273
1.62592	7.48002	72.30639	7.59670	19.76995	6.91006	7.86560	49.40351	-2.98333	53.83333	12.06869	0.00000	1145.00489	9.27004	7.02679	9.47166	32.60205	9.14602
2.12247	10.41160	62.86692	6.70445	16.93640	7.62167	8.27821	60.46186	105.75635	10.29085	12.94335	0.00000	1085.46813	9.91759	8.11247	10.36043	36.60007	7.92906
4.73762	8.76997	42.83152	5.42395	9.74343	12.45924	9.29711	54.69281	37.92792	53.93361	11.86360	0.00000	1061.42879	10.47979	7.34517	8.48017	21.61993	8.84808
3.48848	8.40584	54.82256	7.98742	20.52172	4.97710	8.77515	48.24938	117.55417	34.86472	8.86655	0.00000	1054.94541	6.67461	7.12077	8.35255	30.60446	9.11411
10.43317	9.97698	50.62183	7.60438	13.01939	10.55775	10.07640	56.44412	-34.88111	-8.05389	10.24903	1.00000	1167.99561	7.52491	10.10738	9.73277	39.48590	7.97049
2.59346	10.64271	72.97354	6.33335	25.93151	5.83164	8.56022	28.99172	-0.29825	51.39148	6.72013	1.00000	1084.99258	9.65781	11.63334	9.04450	58.03766	8.85668
18.83325	9.60752	50.05989	5.49229	23.07396	9.96857	10.69580	44.00732	-89.10944	13.70167	11.62972	1.00000	1161.43917	8.54652	8.78417	10.55665	38.37311	10.87334
7.11985	12.32464	40.52556	10.28371	23.44795	7.67144	9.69118	83.32007	48.87498	38.45598	5.77822	1.00000	1067.72083	9.90237	9.26374	10.10854	54.46959	8.49790
3.08922	10.58822	49.57800	4.72503	16.46019	9.01061	8.74001	23.46212	138.89585	36.33011	11.55025	1.00000	1091.41399	7.94127	8.99110	8.59550	60.61531	10.06792
9.75476	4.42041	57.80339	8.19307	28.72524	10.48309	10.02812	51.28896	33.72798	53.53395	6.87673	0.00000	1123.44132	7.99547	8.49699	8.92063	43.27573	9.94521
7.19467	7.61345	52.81285	7.70002	26.53414	9.33769	9.67455	59.97676	-74.07764	40.72816	9.34935	0.00000	1087.48918	7.42644	8.18400	9.05156	66.75743	8.74410
1.75805	10.07017	50.28714	4.26091	18.81504	11.54365	8.24539	38.89286	46.10925	43.35071	12.59846	1.00000	1153.09002	8.45994	8.24359	8.92096	27.08024	8.18797
4.30898	8.57459	48.76549	6.77888	21.05108	6.62236	9.08510	46.15468	65.93249	36.21544	7.95051	1.00000	1099.57734	9.18391	9.92927	11.20523	48.18408	9.20750
13.98884	9.57826	32.88284	10.70374	22.90202	11.19008	10.40165	10.39062	120.4861	16.0438	8.17396	1.00000	1152.59479	6.82438	11.30811	8.65627	54.43335	8.93484
10.56315	11.65965	52.85585	7.29982	24.01444	9.63677	10.10867	72.25504	18.69303	12.18441	10.44144	1.00000	1085.77562	7.91863	11.17308	8.60492	55.78758	8.59205
10.77265	8.04430	48.15453	6.79736	-0.79110	6.28095	10.07930	57.64996	-81.56929	41.55838	9.55862	0.00000	1107.31575	8.09739	5.61324	9.18606	54.42535	9.74082
1.83375	7.53801	68.71435	6.94284	28.38148	7.23674	7.68968	44.53915	12.19458	10.61285	10.35011	0.00000	1153.58950	6.90321	7.29932	7.72748	39.52519	8.92045
0.55132	10.30900	41.73832	9.50642	19.65847	11.19188	6.74638	52.68449	-81.24441	23.15678	8.08112	1.00000	1150.24849	6.19003	10.75440	9.14765	59.13070	8.49994
8.82413	8.33270	55.20005	7.78706	13.96021	13.39054	9.86755	53.15754	-2.77259	37.49073	11.69643	0.00000	1054.90174	12.26830	7.11980	6.78803	23.14650	8.55158
9.49645	10.91393	46.69038	10.91279	18.23129	10.56727	9.95200	46.24734	73	40.93333	8.92465	0.00000	1121.44932	7.71370	12.86529	9.49978	58.34375	8.63062
1.99169	10.16475	43.09188	7.85021	5.06308	7.18397	8.19486	66.37317	-80.08199	35.88264	7.23943	1.00000	1075.19033	8.57903	9.92535	7.43763	45.67124	8.84213
7.16303	8.18398	76.57170	5.92763	0.72291	8.41929	9.67391	60.03491	-48.59278	-23.7975	9.25068	1.00000	1070.35253	9.08598	10.05374	8.52041	63.60035	8.79926
5.29671	10.95136	42.73933	9.06801	15.31956	9.76488	9.38091	46.43324	8.86704	50.23805	9.24135	1.00000	1190.80924	6.60774	11.71472	8.80233	34.64774	8.61034
3.13495	10.22108	60.62116	6.63906	14.69685	7.65905	8.69282	69.06213	4.08282	36.61954	6.83941	1.00000	1160.06663	9.51891	10.39519	9.55911	42.87475	7.63940
1.63304	9.28798	65.11635	8.06189	41.41268	10.13778	7.95112	70.17054	84.13864	22.88783	9.61521	1.00000	1173.87206	7.48206	9.75586	7.05223	43.31675	7.95777
4.56955	5.86292	52.49131	8.56689	11.58020	7.15173	9.19028	42.46616	36.36339	0.03813	10.14695	0.00000	1194.38116	6.60613	7.63388	9.52698	29.53706	8.63969
2.32633	8.26081	40.99145	6.93302	29.19754	6.56843	8.50326	45.36447	117.55417	34.86472	9.15954	0.00000	1112.26058	9.37399	7.26671	7.42413	34.66243	8.82427
6.71996	9.67333	47.50628	4.37034	6.21002	12.45501	9.67364	74.20622	38.01667	11.85	11.35193	0.00000	1195.56748	11.31970	5.64313	10.12197	53.53154	7.90090
10.77192	6.27529	49.76402	9.27538	14.47725	10.25081	10.13144	49.59287	37.55	6.03333	10.71154	0.00000	1052.44142	5.62074	9.63834	8.64000	41.85649	8.76381
15.49890	6.15985	46.30894	6.06375		6.57443	10.48548	39.50274	46.04833	51.40944	10.47434	0.00000	1161.56223	9.15251	5.60368	7.75900	63.10095	9.39878
2.98360	10.53353	33.25492	7.45117	3.69520	9.35286	8.70405	79.13464	76.03889	18.18158	10.52128	1.00000	1177.24597	8.05847	10.67006	7.40872	42.18490	9.72450
17.20869	5.65567	45.96173	8.42258	13.97596	9.15342	10.60492	48.61220	13.58357	-1.63333	8.52499	0.00000	1106.12206	8.18635	9.57022	9.05634	44.91164	8.02319
1.14623	9.63917	60.90356	6.05527	35.09168	6.62353	7.49639	65.36293	-71.06616	42.4251	6.21792	1.00000	1164.18825	9.55777	10.37128	8.71664	41.36216	9.37408
3.52221	8.54721	36.94105	8.94350	25.06023	7.56888	9.00580	21.03414	-61.51889	10.66668	9.23754	1.00000	1172.32087	11.38123	8.79478	8.22838	45.44271	8.27676
7.17781	7.77347	44.14665	5.68637	27.66052	10.21607	9.69722	41.69593	-78.04471	34.25628	10.24355	0.00000	1150.51078	9.47162	4.77741	10.13291	52.74610	7.34254
3.15248	10.79989	49.84212	9.84871	7.30749	7.77704	8.71062	79.33793	15.00835	51.14942	5.88947	1.00000	1097.83897	8.41563	7.95559	10.47830	45.17695	8.52497
8.40860	6.04103	26.60932	11.09761	13.86287	6.68921	9.82494	49.31248	114.68333	23.73333	9.30684	0.00000	1184.86591	11.40401	7.92314	8.48092	40.36642	9.81541
4.94176	8.65977	85.51347	7.87402	20.63096	8.09027	9.25161	44.25087	9.85	53.63333	10.28093	1.00000	1077.65819	10.20511		8.56449	44.00621	8.95603
4.23088	11.28518	47.00618	9.22399	21.71339	10.78370	9.08518	69.51106	116.10146	5.90702	9.27207	1.00000	1107.03800	6.98841	11.86096	8.96462	59.06454	8.31272
10.30324	11.15635	48.97963	8.72124	22.66645	5.86889	10.07673	50.50945	105.75635	10.29085	4.78841	1.00000	1071.30253	9.44108	9.40674	8.15861	40.77280	10.17857
8.01444	8.15094	54.83701	7.06821	5.08484	9.11677	9.82423	60.00549	9.72749	48.28259	10.62222	0.00000	1089.97966	6.56776	8.13446	8.21225	59.98879	8.80951
6.83835	9.32099	64.59005	6.10888	26.46129	13.80696	9.60212	50.11197	-81.23621	33.98154	12.56152	0.00000	1095.93690	11.38860	6.68574	7.32608	57.52472	8.97169
0.95788	10.24838	51.32757	4.55805	9.93760	7.22752	6.74343	59.60525	5.16108	48.77275	6.42257	1.00000	1170.44807	8.68261	11.55014	7.62579	58.33640	9.40940
