revision	latitude	longitude	QoS	station	code
2013/05/01	-28.81833	-52.51028	average	Soledade	BR
16 Mar 2020	40.2737	-76.88442	average	Harrisburg	US
2016-11-10	18.20854	-71.10077	building	Santa Cruz de Barahona	DO
2016-01-25	6.46838	-73.26022	average	Socorro	CO
03/29/2015, 00:00:00	38.07789	13.44275	accep	Villabate	IT
2022-07-15	10.61285	12.19458	accep	Biu	NG
2012-11-04	33.08014	-83.2321	good	Milledgeville	US
07 Aug 2019	6.9909	79.883	excellent	Hendala	LK
24 Sep 2019	45.73333	4.91667	good	Bron	FR
2014-11-17	45.69558	4.7934	good	Saint-Genis-Laval	FR
23 Feb 2016	34.63915	-120.45794	good	Lompoc	US
11 Sep 2013	48.98693	2.44892	average	Gonesse	FR
01 Jul 2016	44.22639	22.53083	average	Negotin	RS
2022-07-25	25.13915	73.06784	excellent	Sheoganj	IN
27 May 2021	31.12406	-97.90308	excellent	Copperas Cove	US
2017-03-21	48.98693	2.44892	good	Gonesse	FR
05 Jul 2013	31.78336	35.23388	average	East Jerusalem	PS
22 Jan 2014	41.72059	-87.70172	excellent	Evergreen Park	US
2019-06-21	45.0408	-93.263	building	Columbia Heights	US
02 Sep 2021	-23.44361	-51.87389	excellent	Sarandi	BR
2018/11/15	42.16808	-88.42814	good	Huntley	US
2013-01-23	44.22639	22.53083	average	Negotin	RS
2017/12/11	-23.7975	-48.59278	average	Buri	BR
04 Apr 2018	40.70995	0.57856	average	Amposta	ES
10/09/2017, 00:00:00	33.7207	-116.21677	maintenance	Indio	US
2013/03/28	50.71229	4.52529	accep	Rixensart	BE
2020-12-30	36.20389	127.08472	building	Nonsan	KR
12/23/2016, 00:00:00	53.83333	-2.98333	average	Poulton-le-Fylde	GB
24 Dec 2019	47.98372	10.18527	excellent	Memmingen	DE
03 Sep 2014	42.55308	-87.93341	good	Pleasant Prairie	US
03/21/2015, 00:00:00	47.05	15.46667	excellent	Sankt Peter	AT
2014-03-15	45.43341	-73.86586	maintenance	Beaconsfield	CA
2016/01/24	40.11583	67.84222	excellent	Jizzax	UZ
04/09/2022, 00:00:00	8.88988	-79.62603	good	Veracruz	PA
18 Jun 2013	9.6531	124.3697	good	Jagna	PH
2022/08/19	34.08565	74.80555	maintenance	Srinagar	IN
2019/03/13	41.54566	-71.29144	good	Middletown	US
19 Jan 2017	44.92801	4.8951	maintenance	Valence	FR
2020-12-21	27.52948	68.75915	accep	Khairpur Mir’s	PK
2021-05-01	40.34912	-111.90466	average	Saratoga Springs	US
02/01/2020, 00:00:00	25.66795	85.83636	excellent	Dalsingh Sarai	IN
08/19/2016, 00:00:00	-10.91111	-37.07167	accep	Aracaju	BR
2020/11/18	41.94175	123.50266	building	Hushitai	CN
07/29/2015, 00:00:00	9.3337	122.8637	average	Santa Catalina	PH
09/29/2012, 00:00:00	-4.06667	37.73333	good	Same	TZ
27 Jun 2015	21.28306	-89.66123	good	Progreso	MX
15 Aug 2022	36.81667	117.81667	maintenance	Zhoucun	CN
2014-04-05	24.05979	77.40858	maintenance	Leteri	IN
2014/11/02	33.50921	-111.89903	excellent	Scottsdale	US
2019/01/13	5.84752	-5.682	good	Lakota	CI
2019/07/20	53.93361	37.92792	average	Kireyevsk	RU
2013-07-25	18.57677	-72.22625	accep	Croix-des-Bouquets	HT
2021-11-14	6.95194	121.96361	average	Recodo	PH
2017/05/25	-33.75881	150.99292	accep	Baulkham Hills	AU
2018-05-31	41.91738	3.1631	accep	Palafrugell	ES
2014-06-09	40.93333	73	maintenance	Jalal-Abad	KG
03/26/2014, 00:00:00	14.67751	-60.94228	excellent	Le Robert	MQ
2020-11-29	5.84752	-5.682	average	Lakota	CI
2018-09-20	53.81667	-3.05	accep	Blackpool	GB
16 Oct 2020	0.51667	101.44167	average	Pekanbaru	ID
07 Oct 2021	20.88197	85.83334	maintenance	Bhuban	IN
2015/10/07	36.27462	4.85668	maintenance	Bordj Zemoura	DZ
2016/10/03	31.84568	-102.36764	excellent	Odessa	US
09/14/2015, 00:00:00	35.61452	-88.81395	average	Jackson	US
2016/03/28	6.33444	124.95278	building	Tupi	PH
2015-07-29	29.38242	70.91106	building	Alipur	PK
04/09/2021, 00:00:00	0.51667	101.44167	accep	Pekanbaru	ID
2012-10-18	41.8542	-87.66561	excellent	Lower West Side	US
2016/12/03	13.73417	-89.71472	good	Sonzacate	SV
06/07/2019, 00:00:00	-37.9	145.18333	building	Wheelers Hill	AU
30 Aug 2021	59.33333	18.28333	building	Boo	SE
09 Aug 2019	5.30383	-1.98956	maintenance	Tarkwa	GH
2017-10-03	52.31333	6.92917	good	Oldenzaal	NL
2016-03-27	-12.91667	-39.25	average	Muritiba	BR
2015-02-03	53.78333	-1.06667	accep	Selby	GB
2013/01/18	6.03333	37.55	accep	Arba Minch	ET
2018/11/03	12.1277	78.15794	accep	Dharmapuri	IN
2021-02-12	6.15038	6.83042	average	Nkpor	NG
2016-04-07	40.82232	-74.15987	good	Nutley	US
2017/03/26	38.70734	-77.02303	average	Fort Washington	US
2013-03-17	25.6439	77.9129	excellent	Narwar	IN
31 Dec 2012	44.98901	38.94324	building	Yablonovskiy	RU
2013-08-08	30.17746	-81.38758	excellent	Palm Valley	US
2021-08-15	-10.33333	39.28333	average	Nyangao	TZ
2019/10/27	52.71083	5.74861	maintenance	Emmeloord	NL
03/14/2014, 00:00:00	35.48199	137.02166	good	Minokamo	JP
2022-02-22	55.67938	12.53463	average	Frederiksberg	DK
2015-08-08	31.20176	29.91582	average	Alexandria	EG
2015/04/18	28.54944	-81.77285	excellent	Clermont	US
09 Oct 2016	43.4125	23.225	excellent	Montana	BG
2013/06/13	36.72544	3.55665	accep	Thenia	DZ
02/11/2015, 00:00:00	36.46917	10.78222	accep	Beni Khiar	TN
2015/02/01	49.41029	38.15035	accep	Svatove	UA
02/01/2016, 00:00:00	40.78206	72.34424	accep	Andijon	UZ
05 Jun 2019	31.71667	73.38333	excellent	Sangla Hill	PK
2018-06-07	41.15376	-87.88754	excellent	Bourbonnais	US
07/10/2017, 00:00:00	49.5099	6.74549	good	Losheim	DE
2017/12/19	0.76755	24.43973	excellent	Yangambi	CD
04 Jul 2014	-33.59217	-70.6996	average	San Bernardo	CL
2014/02/24	35.74788	-95.36969	good	Muskogee	US
11/13/2018, 00:00:00	30.5427	-97.54667	average	Hutto	US
2018/09/13	48.28259	9.72749	maintenance	Ehingen	DE
09 Apr 2014	53.53395	33.72798	good	Zhukovka	RU
2018-01-17	52.21099	7.02238	excellent	Gronau	DE
10 Jan 2015	51.30001	13.10984	average	Oschatz	DE
09/04/2022, 00:00:00	37.30553	120.82747	excellent	Zhuangyuan	CN
07/28/2017, 00:00:00	19.21667	73.08333	good	Dombivli	IN
2013/08/18	31.78336	35.23388	excellent	East Jerusalem	PS
2019-04-30	23.04419	-82.00919	maintenance	Jaruco	CU
2018/12/25	5.84752	-5.682	average	Lakota	CI
2013/09/11	37.73604	-120.93549	average	Riverbank	US
28 Jan 2019	-21.44345	-65.71875	excellent	Tupiza	BO
2021-10-03	40.85158	122.74754	building	Haicheng	CN
2014-01-14	23.02677	113.13148	accep	Foshan	CN
14 Nov 2013	50.23271	12.87117	average	Karlovy Vary	CZ
16 Nov 2018	13.65805	102.56365	good	Paoy Paet	KH
2022-01-31	40.92298	14.30935	excellent	Afragola	IT
2018-08-11	51.67822	33.9162	average	Hlukhiv	UA
2014/11/24	26.76628	83.36889	average	Gorakhpur	IN
2014-04-06	20.74122	-100.44843	maintenance	Santa Rosa Jauregui	MX
2022/01/16	41.20485	-8.33147	average	Paredes	PT
2019/03/07	53.38333	-0.76667	excellent	Gainsborough	GB
07/28/2018, 00:00:00	46.7055	38.2739	maintenance	Yeysk	RU
2014/01/06	-7.57897	112.23109	maintenance	Diwek	ID
2018/02/21	32.50611	120.14278	excellent	Jiangyan	CN
2016/03/18	41.14676	-73.49484	good	New Canaan	US
2021/01/02	45.51667	4.86667	good	Vienne	FR
26 Sep 2013	-26.22861	-52.67056	average	Pato Branco	BR
2016-11-27	51.14942	15.00835	maintenance	Zgorzelec	PL
14 Aug 2017	33.3213	130.94098	excellent	Hita	JP
2017/05/03	41.27194	123.17306	average	Liaoyang	CN
2015-08-12	-27.4338	-65.61427	good	Aguilares	AR
2017/05/23	55.67938	12.53463	excellent	Frederiksberg	DK
07/21/2013, 00:00:00	47.90771	106.88324	average	Ulan Bator	MN
18 Jul 2021	30.17746	-81.38758	accep	Palm Valley	US
2022-09-18	36.46917	10.78222	excellent	Beni Khiar	TN
2017/07/19	35.8	137.23333	excellent	Gero	JP
08/19/2022, 00:00:00	53.95278	32.86389	accep	Roslavl’	RU
08 Jun 2020	50.82882	-0.32247	good	Lancing	GB
22 Jun 2016	33.35283	-111.78903	average	Gilbert	US
06/26/2019, 00:00:00	41.47892	-87.45476	maintenance	Schererville	US
10 Jan 2014	3.3285	99.1625	maintenance	Tebingtinggi	ID
2020/05/26	40.78206	72.34424	maintenance	Andijon	UZ
2021/08/13	44.92801	4.8951	good	Valence	FR
06/14/2020, 00:00:00	57.30185	39.85331	good	Gavrilov-Yam	RU
2014-07-11	4.94273	15.87735	excellent	Carnot	CF
12/29/2019, 00:00:00	5.20856	-74.73584	accep	Honda	CO
15 Dec 2018	-36.9256	-73.02841	maintenance	Chiguayante	CL
2013/11/17	34.25628	-78.04471	maintenance	Leland	US
15 Aug 2018	35.74788	-95.36969	accep	Muskogee	US
29 Jul 2014	13.56667	-15.6	good	Farafenni	GM
12/20/2016, 00:00:00	-0.35817	42.54536	excellent	Kismayo	SO
05 Mar 2016	46.1351	-60.1831	maitennce	Sydney	CA
10/02/2013, 00:00:00	31.96258	73.97117	good	Naushahra Virkan	PK
06 Apr 2017	40.92298	14.30935	excellent	Afragola	IT
12 Oct 2016	48.86667	2.08333	average	Marly-le-Roi	FR
2022-01-08	-27.4338	-65.61427	good	Aguilares	AR
2022-01-26	41.27621	-72.86843	average	East Haven	US
2016-08-27	42.8334	-80.38297	average	Norfolk County	CA
02/03/2017, 00:00:00	39.12074	27.18052	maintenance	Bergama	TR
2013-05-26	42.7392	-84.62081	good	Waverly	US
01/28/2017, 00:00:00	43.2907	5.4384	building	Marseille 11	FR
23 Aug 2020	12.35275	121.06761	excellent	San Jose	PH
09/25/2014, 00:00:00	49.41029	38.15035	maintenance	Svatove	UA
2015-09-04	42	21.32778	average	Saraj	MK
05/22/2020, 00:00:00	36	139.55722	accep	Okegawa	JP
01/10/2013, 00:00:00	-31.4488	-60.93173	accep	Esperanza	AR
04/23/2017, 00:00:00	50.82709	6.9747	excellent	Wesseling	DE
05/07/2017, 00:00:00	43.54072	-116.56346	good	Nampa	US
2019/11/16	26.9423	68.11759	good	Tharu Shah	PK
2021-12-03	65.84811	24.14662	maintenance	Tornio	FI
2014-07-29	10.98778	-74.95472	excellent	Puerto Colombia	CO
12/09/2021, 00:00:00	10.7375	122.9666	good	Talisay	PH
26 Mar 2022	15.46063	99.89166	excellent	Thap Than	TH
2015-06-17	55.1904	30.2049	average	Vitebsk	BY
2021-01-13	36	139.55722	good	Okegawa	JP
07/03/2020, 00:00:00	-31.4488	-60.93173	accep	Esperanza	AR
2013/10/15	-20.88231	55.4504	excellent	Saint-Denis	RE
2021/09/09	-10.91111	-37.07167	average	Aracaju	BR
2018-02-01	45.53929	-122.38731	accep	Troutdale	US
15 Oct 2016	-25.42778	-49.27306	excellent	Curitiba	BR
16 May 2014	33.14447	47.3799	excellent	Darreh Shahr	IR
17 Dec 2014	55.82737	-4.0573	building	Viewpark	GB
04 Jun 2014	50.72043	11.34046	average	Rudolstadt	DE
12 Jun 2021	51.64316	-0.36053	excellent	Bushey	GB
09 Feb 2014	47.83333	59.6	good	Shalqar	KZ
05/05/2016, 00:00:00	41.6764	-91.58045	good	Coralville	US
2021/04/26	51.40944	46.04833	good	Privolzhskiy	RU
2016-08-13	16.75973	-93.11308	excellent	Tuxtla	MX
09/20/2015, 00:00:00	11.85	38.01667	maintenance	Debre Tabor	ET
2022-07-28	43.91452	-69.96533	accep	Brunswick	US
2020-11-28	48.49144	9.20427	maintenance	Reutlingen	DE
2020/08/10	34.21639	-119.0376	accep	Camarillo	US
22 Oct 2014	-8.99167	125.21972	excellent	Maliana	TL
2019/11/22	34.5624	38.28402	maintenance	Tadmur	SY
03/09/2022, 00:00:00	16.06213	76.0586	average	Hungund	IN
20 Aug 2020	5.4709	100.24529	excellent	Batu Feringgi	MY
23 Nov 2012	16.0438	120.4861	excellent	Manaoag	PH
2017/04/30	4.96667	10.7	excellent	Tonga	CM
2022/09/21	6.03333	37.55	good	Arba Minch	ET
11/01/2019, 00:00:00	37.49073	-2.77259	maintenance	Baza	ES
2018/02/16	-34.64167	-60.47389	average	Chacabuco	AR
2013/03/10	-8.05389	-34.88111	average	Recife	BR
2021/02/28	58.1908	40.17171	good	Danilov	RU
2015-01-15	10.20898	123.758	maintenance	Naga	PH
12/10/2019, 00:00:00	-4.5833	15.16554	building	Kasangulu	CD
06/13/2020, 00:00:00	32.9156	-117.14392	maintenance	Mira Mesa	US
01/17/2020, 00:00:00	34.25	135.31667	average	Iwade	JP
2020-08-07	13.8196	100.04427	excellent	Nakhon Pathom	TH
2022-06-27	10.29085	105.75635	excellent	Sa Dec	VN
04/23/2017, 00:00:00	38.47917	-1.325	accep	Jumilla	ES
08/18/2021, 00:00:00	36.92574	14.72443	average	Ragusa	IT
06 Jun 2017	48.98693	2.44892	accep	Gonesse	FR
2022-06-07	-28.24	-48.67028	maintenance	Imbituba	BR
2017/06/25	-4.5833	15.16554	maintenance	Kasangulu	CD
25 Feb 2021	44.89784	8.86374	good	Tortona	IT
17 May 2019	20.88197	85.83334	good	Bhuban	IN
01/25/2021, 00:00:00	50.23019	8.77155	accep	Karben	DE
2013/08/13	25.80565	68.49143	average	Bhit Shah	PK
17 Feb 2017	37.52487	-77.55777	maintenance	Bon Air	US
2016-07-04	13.56667	-15.6	accep	Farafenni	GM
07/15/2022, 00:00:00	41.55815	-73.0515	excellent	Waterbury	US
07/24/2017, 00:00:00	9.57046	76.32756	excellent	Kalavoor	IN
11/20/2021, 00:00:00	49.28669	1.00288	accep	Elbeuf	FR
12/06/2012, 00:00:00	35.05266	-78.87836	average	Fayetteville	US
18 May 2014	39.09112	-94.41551	good	Independence	US
16 Aug 2022	8.88649	2.59753	building	Tchaourou	BJ
2016-09-11	31.28092	74.85849	average	Patti	IN
01/18/2015, 00:00:00	40.37528	28.88222	excellent	Mudanya	TR
2017/01/27	42.06166	-1.60452	good	Tudela	ES
10 Mar 2016	32.52515	-93.75018	average	Shreveport	US
06/30/2020, 00:00:00	44.92934	37.99117	excellent	Krymsk	RU
19 Nov 2014	36.64852	51.49621	average	Nowshahr	IR
05/04/2022, 00:00:00	8.43333	99.96667	good	Nakhon Si Thammarat	TH
2014/04/29	40.94065	-73.99681	good	Dumont	US
2014/10/03	50.8	3.16667	excellent	Wevelgem	BE
04 Sep 2021	22.4711	88.1453	good	Pujali	IN
20 Apr 2015	-26.22861	-52.67056	accep	Pato Branco	BR
2020-05-25	46.32313	-0.45877	maintenance	Niort	FR
12/28/2012, 00:00:00	35.21222	2.31889	average	Ksar Chellala	DZ
2016/03/21	31.78336	35.23388	excellent	East Jerusalem	PS
06/25/2017, 00:00:00	35.95664	36.7138	good	Binnish	SY
2017-02-24	40.65995	-111.99633	excellent	Kearns	US
2019-08-03	30.76468	74.12286	excellent	Kanganpur	PK
02 Sep 2018	20.21322	-100.88023	good	Salvatierra	MX
02 Mar 2017	40.24537	-75.64963	accep	Pottstown	US
2014-05-27	28.98002	77.70636	accep	Meerut	IN
12/11/2015, 00:00:00	9.58126	8.2926	excellent	Kafanchan	NG
2020-07-14	41.48199	-81.79819	excellent	Lakewood	US
2016-12-01	14.93333	-91.11667	average	Chichicastenango	GT
01/20/2015, 00:00:00	22.88783	84.13864	good	Jashpurnagar	IN
2022/05/09	55.54028	89.20083	average	Sharypovo	RU
2013-11-14	53.63333	9.85	maintenance	Halstenbek	DE
2014-11-27	-37.88333	145.06667	good	Carnegie	AU
09/30/2017, 00:00:00	34.9	137.5	good	Shinshiro	JP
2018/05/31	24.28859	116.11768	accep	Meizhou	CN
29 Aug 2022	35.72917	10.58082	excellent	Msaken	TN
06 Jun 2015	32.52515	-93.75018	maintenance	Shreveport	US
2014/12/21	45.53929	-122.38731	excellent	Troutdale	US
16 Feb 2019	23.15678	-81.24441	excellent	Varadero	CU
2014-10-28	-19.65	47.31667	excellent	Antanifotsy	MG
2019-09-10	-6.25	38.66667	excellent	Mvomero	TZ
08 Feb 2014	26.9423	68.11759	accep	Tharu Shah	PK
2021-05-26	51.21187	4.25633	excellent	Beveren	BE
09/18/2015, 00:00:00	-27.4338	-65.61427	average	Aguilares	AR
2018/04/04	38.17492	-122.2608	excellent	American Canyon	US
11 May 2020	-1.26424	104.09701	building	Simpang	ID
2016/02/03	40.87329	14.43865	average	Somma Vesuviana	IT
2015/09/30	-3.14306	-58.44417	average	Itacoatiara	BR
02/24/2019, 00:00:00	40.78206	72.34424	excellent	Andijon	UZ
01/15/2016, 00:00:00	9.82564	78.25795	excellent	Tiruppuvanam	IN
2020-08-06	50.79205	-1.08593	accep	Southsea	GB
2019/01/18	44.85278	65.50917	maintenance	Kyzylorda	KZ
2019/07/23	-20.87306	-48.29694	good	Viradouro	BR
09/11/2022, 00:00:00	50.74497	3.20639	accep	Mouscron	BE
11/20/2017, 00:00:00	22.19303	88.18466	accep	Diamond Harbour	IN
08 Nov 2012	31.76212	-95.63079	good	Palestine	US
2015-01-28	10.29085	105.75635	good	Sa Dec	VN
2019-01-13	53.16167	6.76111	accep	Hoogezand	NL
2022-01-11	24.41288	76.56719	accep	Aklera	IN
2018/11/30	-14.66463	-52.35558	acceptable	Nova Xavantina	BR
09/01/2015, 00:00:00	-27.76952	30.79165	accep	Vryheid	ZA
2016/01/06	32.9156	-117.14392	excellent	Mira Mesa	US
2015-09-09	45.79377	8.88104	maintenance	Malnate	IT
01/27/2022, 00:00:00	34.86472	117.55417	accep	Zaozhuang	CN
05/19/2021, 00:00:00	23.07492	88.28637	excellent	Pandua	IN
09/22/2021, 00:00:00	50.18545	27.06365	accep	Shepetivka	UA
01 Jul 2014	6.8485	3.64633	average	Shagamu	NG
2017-01-21	51.44889	5.51978	good	Tongelre	NL
2016/11/09	20.88098	75.11937	average	Parola	IN
24 Apr 2018	7.06273	-1.4001	average	Mampong	GH
2019-06-06	41.92361	20.91361	average	Bogovinje	MK
2020-03-11	2.2139	102.3278	building	Kampung Ayer Molek	MY
17 Aug 2013	38.58894	-89.99038	maintenance	Fairview Heights	US
02 Feb 2020	33.92866	-6.90656	accep	Temara	MA
2022/06/29	51.67822	33.9162	accep	Hlukhiv	UA
02/16/2019, 00:00:00	12.74409	-8.07257	accep	Kati	ML
14 Nov 2020	40.66482	122.22833	good	Yingkou	CN
2021/12/17	39.57582	-105.11221	building	Ken Caryl	US
2013-09-08	39.09112	-94.41551	maintenance	Independence	US
2015-11-01	48.35693	10.98461	building	Friedberg	DE
2020/04/18	36	139.55722	good	Okegawa	JP
22 Sep 2020	55.1904	30.2049	good	Vitebsk	BY
2022/05/22	-14.66463	-52.35558	average	Nova Xavantina	BR
2020/01/07	13.44581	101.18445	excellent	Phanat Nikhom	TH
08/25/2021, 00:00:00	43.62558	13.39954	average	Falconara Marittima	IT
2015/04/06	25.87972	-97.50417	average	Heroica Matamoros	MX
2018-08-31	46.18396	6.10237	accep	Onex	CH
2012-10-11	25.95533	68.88871	average	Jhol	PK
28 Sep 2015	60.2052	24.6522	excellent	Espoo	FI
2014-09-09	54.03876	43.91385	accep	Kovylkino	RU
15 Apr 2016	10.66668	-61.51889	good	Port of Spain	TT
29 Apr 2016	39.59611	27.02444	good	Edremit	TR
2014-09-14	38.96667	-0.18333	good	Gandia	ES
12/24/2015, 00:00:00	37.13548	-3.67029	excellent	Las Gabias	ES
2015/02/27	58.1908	40.17171	excellent	Danilov	RU
11/10/2014, 00:00:00	27.55898	68.21204	accep	Larkana	PK
04/02/2016, 00:00:00	16.0438	120.4861	accep	Manaoag	PH
2020/05/20	30.81383	75.16878	acceptable	Moga	IN
18 May 2019	36.61033	-88.31476	average	Murray	US
05 Apr 2019	-11.48472	-37.93278	good	Rio Real	BR
2019/09/15	52.31333	6.92917	average	Oldenzaal	NL
2022-04-24	48.46458	9.22796	maitennce	Pfullingen	DE
2021-12-23	-6.48167	106.85417	accep	Cibinong	ID
05/22/2018, 00:00:00	37.49073	-2.77259	accep	Baza	ES
24 Jul 2020	15.48131	-86.57415	maintenance	Olanchito	HN
2013-10-22	36.81667	117.81667	accep	Zhoucun	CN
2016-12-07	20.74122	-100.44843	building	Santa Rosa Jauregui	MX
07/12/2017, 00:00:00	34.08565	74.80555	average	Srinagar	IN
2017/08/29	33.72255	-116.37697	good	Palm Desert	US
06/26/2017, 00:00:00	14.66	120.56528	accep	Pilar	PH
05/12/2013, 00:00:00	40.68066	-73.47429	good	Massapequa	US
2013/04/01	53.53041	43.67663	excellent	Nizhniy Lomov	RU
11/29/2013, 00:00:00	50.82882	-0.32247	maintenance	Lancing	GB
07 Jul 2016	7.57944	-8.53778	good	New Yekepa	LR
2018/05/29	32.50611	120.14278	excellent	Jiangyan	CN
10/23/2020, 00:00:00	45.53069	9.40531	good	Gorgonzola	IT
2018-10-16	35.05266	-78.87836	accep	Fayetteville	US
2012-12-14	41.20485	-8.33147	accep	Paredes	PT
05 Dec 2020	-27.50578	153.10236	accep	Carindale	AU
2017/10/28	18.18158	76.03889	average	Osmanabad	IN
2021-03-23	38.54491	-121.74052	excellent	Davis	US
08/19/2018, 00:00:00	-37.32167	-59.13316	average	Tandil	AR
2021/10/09	58.23583	92.48278	good	Lesosibirsk	RU
06/12/2018, 00:00:00	48.8765	2.18967	accep	Rueil-Malmaison	FR
11/07/2019, 00:00:00	34.75856	136.13108	maitennce	Ueno-ebisumachi	JP
06/29/2019, 00:00:00	-6.8048	110.8405	maintenance	Kudus	ID
2014/07/24	22.75218	72.68533	average	Kheda	IN
2019/02/05	50.7236	-3.52751	excellent	Exeter	GB
26 Apr 2021	36.21544	65.93249	average	Sar-e Pul	AF
28 Mar 2016	38.10558	-1.86343	accep	Caravaca	ES
14 Apr 2019	-37.88333	145.06667	excellent	Carnegie	AU
12/06/2017, 00:00:00	50.71229	4.52529	accep	Rixensart	BE
2018-05-21	23.0072	-82.4017	maintenance	Boyeros	CU
19 Feb 2019	47.48444	36.25361	good	Polohy	UA
2017-12-15	51.08468	7.11393	excellent	Burscheid	DE
2017/03/01	52.71083	5.74861	accep	Emmeloord	NL
2022/03/01	50.11861	-5.53715	good	Penzance	GB
11/19/2020, 00:00:00	43.41949	77.0202	maintenance	Otegen Batyra	KZ
2022/09/09	36.46917	10.78222	maintenance	Beni Khiar	TN
16 Feb 2021	48.8765	2.18967	good	Rueil-Malmaison	FR
2017/01/15	-8.73508	24.99798	maitennce	Kamina	CD
2012-10-02	23.18	88.58	building	Aistala	IN
23 May 2022	49.28669	1.00288	average	Elbeuf	FR
03/09/2022, 00:00:00	45.53929	-122.38731	good	Troutdale	US
05/16/2018, 00:00:00	55.62047	37.49338	accep	Tyoply Stan	RU
2018-04-15	36.61954	4.08282	building	Beni Douala	DZ
28 Aug 2016	39.45621	-77.96389	average	Martinsburg	US
02/06/2019, 00:00:00	39.57582	-105.11221	excellent	Ken Caryl	US
02/13/2021, 00:00:00	0.46005	34.11169	excellent	Busia	KE
07/07/2021, 00:00:00	43.54072	-116.56346	maintenance	Nampa	US
10/01/2016, 00:00:00	-4.26613	15.28318	excellent	Brazzaville	CG
06/10/2018, 00:00:00	40.57788	-73.95958	good	Brighton Beach	US
2021-12-07	53.51684	-113.3187	accep	Sherwood Park	CA
2014/09/02	34.21639	-119.0376	excellent	Camarillo	US
08/29/2013, 00:00:00	46.7055	38.2739	maintenance	Yeysk	RU
22 Jan 2016	23.15678	-81.24441	accep	Varadero	CU
11 Jan 2015	8.56697	123.33471	excellent	Dipolog	PH
2019/11/10	25.95533	68.88871	accep	Jhol	PK
2017-09-17	40.57788	-73.95958	good	Brighton Beach	US
15 Oct 2020	-3.14306	-58.44417	excellent	Itacoatiara	BR
2013-12-13	33.76446	-117.79394	good	North Tustin	US
18 Jul 2013	48.43174	17.8031	average	Hlohovec	SK
2022/02/10	5.84752	-5.682	average	Lakota	CI
2018/01/03	32.44874	-99.73314	accep	Abilene	US
08/03/2019, 00:00:00	26.9423	68.11759	building	Tharu Shah	PK
2017/11/09	40.85158	122.74754	excellent	Haicheng	CN
06 Aug 2017	23.0072	-82.4017	building	Boyeros	CU
06/29/2016, 00:00:00	41.66394	-83.55521	building	Toledo	US
24 Apr 2019	43.62558	13.39954	good	Falconara Marittima	IT
01/17/2018, 00:00:00	-1.63333	13.58357	good	Franceville	GA
24 Jul 2018	40.53123	17.58522	excellent	Francavilla Fontana	IT
21 Nov 2018	52.68333	0.93333	acceptable	East Dereham	GB
2012-12-29	6.03333	37.55	average	Arba Minch	ET
11/22/2017, 00:00:00	21.53889	71.57737	excellent	Gariadhar	IN
2021-05-12	-38.65333	178.00417	good	Gisborne	NZ
2021-08-27	8.62261	-70.20749	building	Barinas	VE
2013/04/23	-23.44361	-51.87389	good	Sarandi	BR
2019-04-01	33.92866	-6.90656	average	Temara	MA
11/16/2019, 00:00:00	-34.88422	150.60036	average	Nowra	AU
2018-09-24	20.88953	-156.47432	good	Kahului	US
02 Aug 2015	27.71809	-82.35176	good	Sun City Center	US
2019-07-22	7.57944	-8.53778	accep	New Yekepa	LR
2019-10-27	51.30001	13.10984	average	Oschatz	DE
08/22/2013, 00:00:00	35.85	117.7	excellent	Dongdu	CN
2021-07-08	57.97472	33.2525	average	Valday	RU
07/06/2015, 00:00:00	-2.68333	33	good	Usagara	TZ
2021/11/02	40.85158	122.74754	good	Haicheng	CN
2022-09-14	10.98778	-74.95472	excellent	Puerto Colombia	CO
01/12/2013, 00:00:00	-28.81833	-52.51028	maintenance	Soledade	BR
15 May 2021	-32.45242	-71.23106	good	La Ligua	CL
2020-06-17	40.87363	14.34085	building	Volla	IT
22 Jun 2017	-25.42944	-50.00639	good	Palmeira	BR
2018-04-28	59.33333	18.28333	maintenance	Boo	SE
05 Nov 2012	-2.13404	-79.59415	accep	Milagro	EC
2013-09-12	51.955	5.22778	accep	Culemborg	NL
09/17/2021, 00:00:00	64.5635	39.8302	accep	Severodvinsk	RU
09/04/2017, 00:00:00	-20.88231	55.4504	accep	Saint-Denis	RE
04/27/2021, 00:00:00	60.2052	24.6522	good	Espoo	FI
2017/10/29	57.14369	-2.09814	building	Aberdeen	GB
05/09/2022, 00:00:00	53.53395	33.72798	good	Zhukovka	RU
2017-09-29	10.29085	105.75635	building	Sa Dec	VN
02/22/2019, 00:00:00	51.19139	6.51352	maintenance	Korschenbroich	DE
2018-07-11	25.67927	-80.31727	accep	Kendall	US
2016-05-27	36.6009	126.665	excellent	Hongseong	KR
2017-04-08	10.29085	105.75635	average	Sa Dec	VN
2018-07-13	30.35028	112.19028	average	Jingzhou	CN
11/11/2019, 00:00:00	5.90702	116.10146	excellent	Donggongon	MY
2013-04-24	18.18158	76.03889	average	Osmanabad	IN
2016-06-06	44.98901	38.94324	excellent	Yablonovskiy	RU
18 Feb 2015	47.30997	8.52462	accep	Adliswil	CH
10/25/2012, 00:00:00	35.815	139.6853	average	Shimotoda	JP
2019/12/31	32.50611	120.14278	average	Jiangyan	CN
05/17/2020, 00:00:00	50.79205	-1.08593	accep	Southsea	GB
15 May 2014	43.62558	13.39954	maintenance	Falconara Marittima	IT
03/19/2014, 00:00:00	12.18441	18.69303	average	Mongo	TD
12 Sep 2015	45.75279	130.57211	good	Boli	CN
