PAHs	PM10	O3	warning	NOx	latitude	PRES	longitude	TEMP	C2H3NO5	CFCs	H2CO	PM2.5	Pb	SO2	CH4	NH3	CO
6.94962	8.08346	7.23295	1.00000	8.23695	14.95472	1106.73771	120.89694	29.04454	3.81514	51.92118	43.73398	7.81723	61.14218	6.24219	9.99897	7.34162	8.28612
9.99884	5.59859	5.91676	1.00000	7.24679	11.84962	1146.14309	-86.19903	6.49988	1.24815	32.59853	61.83936	6.74446	56.97245	7.16809	7.25046	8.74133	6.67769
9.06845	8.22154	6.13697	1.00000	3.67460	41.91738	1072.35679	3.1631	24.63816	4.63709	82.39599	62.85017	6.10525	49.68365	4.72439	6.35203	3.90786	3.72499
10.27681	7.90396	6.27790	1.00000	4.23635	52.31333	1156.53513	6.92917	35.20865	3.83685	56.31539	57.63362	6.10363	67.74119	7.38047	7.86165	3.93706	8.37356
8.27464	6.85911	9.30891	1.00000	9.36820	47.64995	1054.21832	-117.23991	25.09546	2.51966	54.34487	39.48961	6.44714	43.25487	7.09232	6.10028	6.73386	11.29159
6.59707	7.53235	6.56549	1.00000	9.04178	-22.45667	1180.34743	-47.53028	31.57452	3.07323	31.96744	67.69609	7.20016	56.13740	3.60187	8.12433	7.44719	11.99817
8.77971	7.41654	8.68451	1.00000	8.14749	-22.9	1186.13171	44.53333	25.35289	2.85598	55.83998	51.12884	7.61374	48.81261	4.82900	5.96871	7.42030	6.76907
6.03635	7.77659	8.54918	0.00000	6.17297	12.25282	1131.00575	79.41727	17.28618	4.04988	68.54499	35.88728	7.26353	61.01055	8.74414	6.73361	5.87583	6.77333
5.87850	8.03582	7.50183	0.00000	6.23655	-1.63333	1083.32663	13.58357	9.57354	3.64108	65.15615	7.48143	9.78567	28.43562	8.81087	3.76369	10.92194	6.27358
7.91930	6.54677	7.47222	0.00000	5.45437	23.29549	1076.88005	113.82465	19.27862	2.22418	55.22522	50.42368	7.78859	70.26930	7.17073	5.79929	6.21101	5.02384
9.20374	8.55893	8.58491	1.00000	5.52168	48.21644	1054.05114	9.02596	17.79037	6.11648	45.15251	31.60074	8.63849		4.50558	6.77571	3.83598	3.74907
7.29682	7.43060	8.84513	1.00000	7.77014	37.73222	1117.21620	115.70111	11.48542	2.48130	51.48183	38.42853	6.65199	69.00477	6.12113	10.29804	7.25240	7.93855
6.65612	8.68401	7.96605	1.00000	10.43321	58.7002	1085.66204	59.4839	17.51727	6.49619	70.19811	53.80743	7.25718	56.67171	5.67915	9.24442	9.32474	8.89656
6.54160	8.06612	7.36417	1.00000	8.79586	9.15093	1066.75796	-79.62098	2.69919	4.37076	50.40712	43.13987	7.20923	62.32118	6.21503	9.74717	6.72439	7.76127
8.94676	8.22764	6.16020	1.00000	5.04930	47.4943	1180.31402	-122.24092	6.88031	4.29302	38.55036	53.07752	7.68448	77.32976	5.33416	5.46434	3.80436	3.81258
7.08440	7.66986	9.30932	0.00000	8.90830	11.85	1141.39169	38.01667	17.82233	2.79709	41.11695	26.97976	6.96454	56.42769	9.33194	5.83531	7.99104	5.18695
6.10544	4.99901	8.18883	1.00000	8.97727	-6.48167	1057.12325	106.85417	20.91142	1.20819	70.45510	47.56366	7.90199	37.90141	5.47566	8.82650	5.59578	9.12772
5.77743	8.15499	7.13265	0.00000	8.40208	15.58552	1193.31917	102.42587	7.12357	4.90206	63.04067	34.10121	6.36898	46.34873	13.10732	5.36652	6.09400	8.90299
7.33705	6.42659	6.08441	1.00000	10.02192	36.06523	1192.81131	-119.01677	23.10579	1.33634	48.16206	29.11692	7.09847	42.82093	7.20104	8.07281	8.13431	8.35226
5.65643	7.29909	8.78317	1.00000	8.78207	43.61062	1084.56476	-72.97261	20.94929	2.49538	63.18523	61.04637	9.87231	60.80718	5.64135	11.32881	7.85518	6.69186
6.24860	8.31925	6.89668	0.00000	11.35357	10.22677	1108.38278	-67.33122	17.59503	4.80939	60.60009	50.44297	7.33165	27.32396	8.33951	7.62464	7.00815	6.45449
9.54012	8.17682	6.91660	1.00000	6.14963	51.67822	1081.74760	33.9162	6.71861	4.66890	43.82189	41.28631	7.41168	28.52166	7.55225	4.89373	6.07742	6.94401
7.16207	7.93606	7.94778	0.00000	4.77561	58.23583	1165.42444	92.48278	12.22754	3.92066	52.45007	31.26465	8.94092	45.35523	7.39934	6.75755	5.71161	5.62629
7.32261	7.25453	7.28293	0.00000	7.61152	42.62833	1195.15750	20.89389	12.54058	3.40980	37.60596	58.39474	8.46730	23.23194	8.36393	4.58397	10.62757	5.43557
5.94656	7.49373	8.38338	0.00000	4.52570	4.88441	1056.26981	101.96857	10.48155	2.64756	57.49394	39.57349	9.24445	34.24445	7.72786	6.57813	7.35149	4.59495
9.81952	7.41857	7.50796	1.00000	5.97159	55.63711	1132.55926	37.38115	13.88443	3.32391	47.04839	42.54531	6.95878	44.43698	6.81551	5.25900	5.78241	6.86750
9.94110	9.33786	7.10851	1.00000	6.21581	40.93121	1166.21156	-73.89875	20.41755	11.60422	44.72554	37.51265	7.57140	71.27575	5.94516	7.52357	6.73675	7.70505
7.05562	9.18450	8.80207	0.00000	6.68158	43.61092	1160.06118	3.87723	12.33284	9.74098	63.73151	39.05490	6.74620	55.50113	8.52954	5.68217	6.74947	5.73058
5.60337	7.22481	7.79744	1.00000	7.62059	33.3213	1189.79114	130.94098	1.84592	2.27161	46.91352	32.35336	7.89840	61.84669	7.22206	8.92593	4.37268	9.62601
6.76513	8.26451	8.52800	0.00000	6.08251	27.92333	1116.32129	118.53333	19.13836	4.89953	70.44309	54.70196	6.74554	53.26766	7.49211	5.92367	4.98261	5.71429
5.67863	7.96898	6.97215	0.00000	4.19613	14.62578	1106.32174	121.12251	12.43098	4.40667	62.33343	53.64214	8.06790	36.36740	7.03454	8.14421	4.69349	5.76759
7.68945	7.82894	6.51413	1.00000	6.66782	-27.76952	1058.59449	30.79165	12.14557	4.23259	62.11125	38.27514	6.47091	40.67745	5.61746	5.66733	5.70938	5.84979
5.73118	7.58025	6.91702	0.00000	8.05773	19.64745	1159.21504	-102.04897	14.51418	3.18083	61.92735	49.78483	8.46029	49.62149	11.47415	6.44038	5.05726	8.63250
5.44990	7.32570	8.41005	0.00000	8.23341	48.06919	1147.51668	11.37703	2.21952	2.51228	61.88322	55.59198	5.38146	33.25242	6.88971	8.22660	6.02650	5.83734
8.04427	9.55520	6.64674	1.00000	7.50168	46.51872	1199.93098	86.00214	5.03188	13.51498	57.49261	51.46275	6.54621	31.87904	4.51535	10.62802	7.44728	7.44777
5.05331	7.27309	7.58358	1.00000	6.46511	31.84568	1079.79681	-102.36764	29.92325	2.22837	42.10092	32.61367	8.92043	60.68178	9.33108	7.29337	6.55634	7.00388
7.32738	6.32484	8.54088	1.00000	7.59993	60.97944	1114.95083	76.92421	6.31264	1.43256	49.63555	41.68758	7.46173	67.70184	5.28980	6.80329	5.43852	4.55179
7.17542	7.66564	9.25681	1.00000	7.21626	47.83333	1175.52447	59.6	9.49571	2.84516	54.36300	67.08423	9.05502	71.09122	4.98285	8.89984	5.04023	9.19830
6.83006	6.82823	8.28083	0.00000	10.67443	48.98693	1156.13858	2.44892	6.43000	2.61008	76.70792	48.24569	8.26039	52.07356	9.95236	6.00670	7.70224	4.94401
4.50305	6.57377	6.76209	0.00000	8.36603	-4.06667	1132.69892	37.73333	19.38544	2.08076	42.26734	49.09377	7.95410	43.97588	11.35924	7.81854	9.11501	6.88941
11.54260	8.05603	6.94379	1.00000	6.45624	65.84811	1120.42090	24.14662	25.74135	3.75866	72.56546	43.05974	8.01152	68.73168	6.41785	5.69304	7.95248	6.65885
4.38225	6.76083	6.60219	0.00000	7.78663	51.39148	1139.34093	-0.29825	8.27143	1.46368	43.33352	36.92933	8.84113	46.75058	11.25258	8.21110	11.71957	7.82004
4.01377	6.84780	6.70080	1.00000	11.29184	42.28639	1067.05893	18.84	36.33735	2.04799	57.76321	47.86142	7.14978	72.36394	5.47287	8.71614	7.53713	9.83709
3.42028	8.71816	9.52247	0.00000	8.98408	8.43333	1080.62187	99.96667	-0.11995	7.03386	30.97774	64.08091	8.52060	55.08539	9.08479	6.71693	8.38853	7.77342
7.60440	7.63221	6.69212	1.00000	8.87901	43.35071	1087.43153	46.10925	15.98456	3.86110	58.39207	52.33324	7.75244	46.77179	4.57947	8.49375	6.75516	8.99980
5.65831	5.67137	7.15872	0.00000	7.59271	48.15659	1183.25329	28.28489	17.51434	1.34972	34.09076	39.79849	8.66247	40.73663	8.00294	10.19223	6.01457	8.70995
9.74320	7.38434	5.89491	1.00000	7.25412	35.85	1193.61841	117.7	3.55257	2.28429	73.59074	40.27732	6.24558	62.90475	5.96247	8.94762	8.07447	8.32528
8.34208	7.84451	7.49274	1.00000	8.99780	36.06523	1165.61646	-119.01677	14.74011	3.56049	48.44378	37.65541	6.90947	60.07433	7.55737	8.50499	8.55222	9.03541
5.26407	8.74773	7.28819	0.00000	4.76284	33.98154	1165.06543	-81.23621	10.01792	5.87466	31.41859	44.80297	6.70752	56.93979	7.78584	7.42033	6.87495	4.85909
7.63122	7.69524	7.16409	0.00000	7.45639	-31.25033	1173.97429	-61.4867	3.93185	3.20721	47.17794	23.85773	6.84791	33.04384	9.15997	5.41720	7.43011	6.38645
11.57297	7.12239	6.96543	1.00000	6.80304	0.76755	1128.89455	24.43973	16.25480	2.17086	59.24670	36.23393	8.54936	63.40920	5.63405	7.69943	6.79751	8.85172
6.52092	7.27472	7.63794	0.00000	4.81285	40.68066	1163.54537	-73.47429	26.14265	2.43073	61.62220	48.02382	7.22287	39.72457	6.24638	7.53238	6.18753	5.14588
		8.83885	0.00000	9.71361	33.54428	1165.82863	-84.23381	11.23910	1.79942	68.28660	67.05728	6.42076	67.76620	9.86952	5.76795	9.24539	8.39994
6.44241	8.32393	6.01711	0.00000	7.97410	34.77453	1149.98640	-96.67834	17.04746	4.94716	52.72529	42.11625	6.27360	44.78573	13.12549	5.65945	10.38281	7.00888
7.49970	6.99184	7.98435	0.00000	7.73952	28.90054	1087.23681	-81.26367	13.61884	2.03166	53.30497	65.06360	8.70920	43.05906	8.24489	5.34557	9.79745	5.50907
9.33751	5.03760	8.56489	1.00000	5.68661	-4.5833	1105.04117	15.16554	2.69780	1.64032	62.75077	22.51861	8.11407	54.88396	4.70529	6.76224	5.79293	5.07261
6.07275	8.03900	8.10463	0.00000	6.38571	40.56754	1187.99592	-89.64066	9.80076	3.19221	47.28233	51.62632	6.98539	42.51031	8.45005	6.61281	7.06257	6.11216
4.34443	7.60832	8.86925	1.00000	9.93464	45.79377	1071.84851	8.88104	8.78921	3.22649	64.75413	46.12260	9.46010	85.48129	6.28767	7.26082	4.01217	9.69896
6.24079	7.90969	8.11416	0.00000	7.24860	-34.64167	1140.80451	-60.47389	20.38199	4.17878	76.05422	67.73747	8.70437	18.46815	9.57513	6.04660	6.88512	6.82234
8.45715	7.35873	8.26539	1.00000	4.18170	32.87533	1050.44198	71.57118	29.05884	2.67640	49.58710	62.50020	6.62356	52.16945	6.02236	4.70109	4.05630	3.05521
5.95186	9.21655	8.91170	0.00000	7.07325	10.58806	1145.49188	77.24779	15.00066	9.99182	70.51538	17.93403	6.32237	59.91420	10.63802	6.74818	4.96209	8.36325
6.73959	6.98472	6.33448	0.00000	9.82668	50.80019	1109.16099	7.20769	20.42698	1.63886	53.36502	44.78299	6.90086	61.42073	8.76257	6.57763	6.01355	6.29395
7.23103	6.65449	7.31793	0.00000	6.93736	50.75	1168.76236	2.25	16.30723	1.87708	61.42046	63.55736	6.04788	72.62242	6.99013	3.56883	9.44686	4.36401
7.28015	8.94137	7.29852	1.00000	10.59481	43.35071	1095.69544	46.10925	7.79998	7.61402	50.65860	56.78893	5.33151	21.48381	5.37518	8.36243	7.82857	8.27051
6.17101	7.90644	5.15579	1.00000	4.51375	-4.5833	1146.31027	15.16554	18.40458	3.91015	22.80920	38.33975	7.75112	56.28126	3.97176	8.19456	4.88207	2.95939
9.03821	9.57575	7.63220	1.00000	6.62010	23.49668	1153.10331	86.68363	15.64691	13.77550	57.12089	42.55628	6.96237	38.15130	6.92643	6.63510	6.08292	8.92722
7.55481	8.38038	8.76461	0.00000	5.05992	45.44694	1153.60937	8.62118	10.21845	4.98886	26.29136	55.53506	8.71851	50.04203	5.76031	6.88014	6.23125	4.74712
5.32151	9.30542	6.74474	1.00000	8.28067	44.92801	1112.43364	4.8951	13.78859	10.59724	67.37581	50.51764	8.63370	59.63248	7.36303	8.47618	4.43465	9.01951
7.46398	7.26034	7.63998	1.00000	6.78113	41.9001	1096.18066	-71.08977	2.14682	2.53500	53.69504	51.47146	8.87838	49.85021	6.94921	6.23225	7.28032	7.79648
6.13608	8.15144	7.44901	0.00000	7.08975	-23.44361	1140.01284	-51.87389	8.74705	4.06087	51.10062	20.82576	7.78773	83.13056	10.85995	5.99354	4.97449	7.75267
10.39545	7.26561	7.84123	1.00000	9.71547	33.52253	1182.32444	-117.70755	19.43502	1.89779	50.47288	37.86296	8.81438	54.24133	6.74270	6.09585	9.99077	9.02486
8.55876	6.59866	7.22647	1.00000	6.70253	2.2139	1129.71320	102.3278	1.34499	1.98196	60.91285	44.40292	6.69048	39.15868	5.31237	8.88734	6.77762	7.06321
5.68571	6.74984	7.94072	0.00000	7.44116	49.07866	1178.82681	30.96755	26.01189	1.43501	49.03730	49.27948	7.03487	47.85430	9.87893	6.88494	9.65962	7.03008
7.18516	7.62134	7.71450	0.00000	9.58026	36.19278	1075.87990	117.65694	24.57160	2.88412	68.05704	33.69449	8.21930	55.03605	8.90339	4.69079	8.54925	5.70745
6.59145	6.76693	7.26915	0.00000	9.34088	46.32313	1067.01216	-0.45877	17.17122	2.08870	50.48960	65.98814	9.14870	53.59246	10.78930	5.31258	11.54750	6.88049
5.96135	7.81985	8.26919	1.00000	8.18979	51.955	1073.20979	5.22778	2.49154	2.98883	49.93768	41.96994	6.80168	46.08614	5.15913	10.41172	7.45715	8.95428
6.37761	8.08869	8.66459	1.00000	7.74205	42.50729	1168.00881	1.53414	27.48263	4.80470	32.78652	8.57648	7.62477	56.66020	5.28215	8.33865	3.61602	9.19601
5.74645	8.76108	7.14000	0.00000	7.02907	38.96372	1150.98999	-76.99081	4.83683	6.61300	71.42668	41.97735	7.89646	37.26211	9.73402	5.54554	6.71264	6.29758
6.81773	10.33127	7.28690	1.00000	8.50876	60.02427	1149.83719	30.28491	23.28161	26.68836	61.85452	29.20905	7.23692	55.83104	8.85293	10.55745	6.81620	6.28854
6.71998	7.07790	7.98185	1.00000	11.69440	11.84962	1117.12157	-86.19903	11.71184	2.26133	54.97781	53.30704	6.41077	50.81254	4.99710	6.99715	7.49606	9.54412
7.75081	6.69777	5.06273	0.00000	6.81018	37.65639	1061.29832	126.835	27.14171	2.06215	73.61150	52.14767	7.68801	80.44694	10.12282	4.57979	9.21584	5.61850
4.22760	9.36269	8.41569	0.00000	5.99338	30.5427	1086.13860	-97.54667	25.72069	10.78639	78.96484	51.91988	6.82202	52.03294	9.88058	6.67152	6.34720	6.26555
10.29232	6.60602	7.34376	1.00000	7.43189	48.77275	1146.80666	5.16108	-1.85976	2.07151	49.54909	25.44180	6.49569	36.99607	4.60950	9.52393	6.31751	7.00734
5.42952	8.25170	7.80015	1.00000	9.04990	34.25807	1100.10422	-88.70464	2.49056	4.57265	46.28067	47.26407	7.59122	42.37520	8.25669	5.96742	2.52239	10.74238
6.02251	9.21480	7.19971		7.18861	11.85	1136.69794	38.01667	10.64995	10.36925	48.55067	50.33190	7.31195	36.80047	10.09968	7.01076	4.53088	8.51996
7.08422	6.71612	6.80634	1.00000	9.58796	50.7236	1067.28294	-3.52751	5.79800	1.72699	41.58218	32.58037	8.21731	53.68681	7.64404	8.64188	7.60558	8.33424
7.60331	8.15859	10.25186	1.00000	8.80121	52.57583	1160.25874	6.61944	22.10540	4.31964	45.42360	57.75741	10.59536	38.86167	5.32750	9.03229	8.01349	8.79217
8.85193	9.53996	7.40930	1.00000	9.63134	10.20898	1071.31580	123.758	1.17289	13.01736	53.21832	12.74446	7.05862	49.48353	6.44107	7.38486	9.66850	8.73822
4.59954	7.53085	7.86503	0.00000	8.04348	51.65	1137.08370	-0.2	11.36621	2.55583	79.37778	53.65731	7.12482	46.74925	11.88566	6.04820	6.36248	8.03555
6.16082	7.83560	8.87519	1.00000	9.41047	34.86472	1181.77469	117.55417	23.05233	3.92059	42.74313	29.71410	7.40904	43.02191	7.04096	9.16751	7.07898	8.68290
9.40340	8.44407	8.37113	1.00000	5.79766	47.56494	1171.34163	31.33078	0.05643	5.30378	52.65047	37.86320	9.57646	36.78682	7.78015	6.63430	6.81672	6.76442
5.84833	8.25199	9.82789	1.00000	7.67821	50.80019	1189.30776	7.20769	-3.52621	3.80053	45.87231	56.94706	8.67939	62.74526	7.10014	10.47862	6.05375	7.89586
6.55000	7.11925	8.30092	1.00000	5.64909	8.35122	1053.21101	-62.64102	-4.99218	2.23226	53.55642	52.28751	7.26137	35.12952	5.96885	4.13307	4.70940	3.64170
8.80704	7.73149	6.48891	1.00000	9.68164	36.61033	1081.58115	-88.31476	1.96506	2.10958	63.94414	41.25223	8.20419	42.79549	5.98081	9.13130	10.65333	9.65191
5.99068	8.23057	6.69388	1.00000	4.65541	31.96258	1062.76010	73.97117	19.84884	3.95308	46.83553	50.37298	9.58344	39.23409	6.19845	5.03066	4.19440	4.41149
6.73033	7.46605	7.25250	0.00000	10.15456	40.82232	1188.70649	-74.15987	12.83398	2.99957	74.54975	50.09494	5.95033	38.50198	10.53634	6.43325	9.63569	7.69199
3.92093	8.58500	6.63548	0.00000	9.42180	43.61092	1171.47815	3.87723	9.60701	5.21287	71.11030	54.41007	8.83160	71.12541	9.46581	4.81921	7.14337	7.60791
8.87252	9.75606	7.59132	1.00000	9.21070	38.91817	1157.50368	-78.19444	16.29078	15.88746	61.97031	34.21590	6.59118	55.44801	4.48477	5.69832	6.48090	5.70840
10.45233	7.83580	8.84319	1.00000	4.45287	23.02677	1184.77808	113.13148	23.05349	3.24213	60.03824	59.17343	7.65621	64.53189	6.08432	5.83240	6.04972	5.88455
4.89327	6.69227	7.05258	1.00000	8.35145	40.66482	1114.17926	122.22833	18.88522	2.80788	54.70326	36.82034	7.91282	61.10737	5.62060	11.00557	7.24020	8.22640
4.32601	6.48080	6.74973	0.00000	5.90635	9.15093	1130.53525	-79.62098	23.21789	1.85757	58.84721	51.70528	7.78240	63.55907	10.09793	7.25717	7.92253	6.56314
5.72213	7.97946	7.85364	0.00000	7.93351	43.83125	1093.03219	5.03586	20.02917	4.68964	55.92025	44.56561	6.65831	45.33812	9.86437	6.83156	8.98264	5.82760
5.52993	6.89067	8.46780	0.00000	4.76525	41.63976	1161.62177	2.35739	21.24177	2.03819	67.87926	47.04681	6.66831	33.65228	7.97632	6.10638	7.45628	4.69304
7.85069	7.17354	7.89044	0.00000	5.24836	41.41204	1162.50835	2.18247	-1.08677	2.30974	82.53952	39.05005	4.94241	57.17604	5.85981	5.96197	7.39716	3.63486
8.32524	7.62999	7.08408	1.00000	8.59577	2.2139	1120.09062	102.3278	20.61112	3.24011	67.57641	46.96864	6.52598	53.59459	7.02907	11.36994	9.65910	5.93053
5.26755	6.19759	7.32226	0.00000	6.52859	45.35	1157.61807	126.28333	9.78250	1.65938	37.05398	28.74141	7.03508	38.09731	10.36575	5.47709	5.91574	6.71743
4.54565	7.49186	7.02769	0.00000	4.72551	34.21639	1178.61517	-119.0376	38.48388	2.64172	35.72198	38.05798	8.15833	49.31200		8.15100	5.39037	7.37081
8.07819	6.61402	6.69236	1.00000	4.79481	31.12406	1076.53926	-97.90308	9.98808	1.93688	61.85600	68.30836	8.92435	15.67177	6.47079	4.07809	4.40031	5.33031
7.96430		7.99606	1.00000	8.06692	33.92866	1172.34759	-6.90656	2.00904	8.32765	77.02340	58.89546	8.12318	61.75990	7.14874	3.86228	8.14811	6.62822
7.49794	9.10728	8.16337	1.00000	9.31157	-5.85746	1197.04395	144.23058	2.43903	8.87950	62.68577	66.26304	9.36312	57.23169	5.83712	6.87987	5.52924	10.50328
5.31390	7.04732	7.53122	1.00000	8.84864	48.77275	1110.66792	5.16108	3.04359	2.58444	75.57344	56.28173	8.20428	46.33747	7.42584	9.88116	7.51089	8.70146
5.87405	7.27175	8.86084	0.00000	6.29438	33.43443	1145.06839	-5.22126	1.10619	2.68014	45.78715	47.69371	7.41853	50.82508	9.75480	6.06493	7.58419	5.87779
6.68228	6.41525	8.56215	0.00000	9.91097	50.79205	1061.68454	-1.08593	17.19567	1.82222	47.99138	59.13998	6.31608	53.97942	7.91676	4.15757	8.85645	7.30416
6.83964	8.36467	6.71517	1.00000	7.04383	42.62833	1141.21599	20.89389	20.91677	4.79221	42.28320	32.09645	6.93074	47.82155	5.95057	7.12981	7.01956	7.15752
8.21956	9.42821	7.62860	1.00000	8.75036	37.52487	1059.53393	-77.55777	12.87308	11.56761	52.37201	46.86557	9.26786	44.81954	7.27183	9.40063	7.38576	7.55973
7.10583	6.96266	8.00426	1.00000	7.08762	47.56494	1168.17026	31.33078	20.55906	2.92766	78.08164	57.69285	8.84364	58.64809	4.81842	9.82959	6.37899	9.51754
8.28238	7.58176	7.15712	1.00000	9.42625	60.97944	1112.65100	76.92421	24.70445	3.12046	84.50488	40.11903	6.78867	62.08946	5.43549	9.68569	7.57370	7.15413
6.43612	7.67364	7.60294	0.00000	10.04276	-22.45667	1100.74950	-47.53028	18.31796	3.29400	60.98526	42.50478	7.54374	48.51489	8.33524	7.88677	6.42280	4.76658
5.97144	6.81230	7.88526	0.00000	8.56285	51.38673	1099.50290	0.30367	-0.41710	1.55279	38.09659	62.23821	6.84788	47.03379	11.91486	3.92147	6.71233	7.02119
6.37001	8.47860	6.99088	0.00000	6.44579	2.41669	1110.66053	30.98551	25.04083	4.88724	60.17586	59.26031	6.51358	52.96547	7.63072	6.29184	4.98702	6.13094
5.90000	7.17752	6.22895	0.00000	6.85899	55.82737	1171.96816	-4.0573	16.89051	1.81327	33.26623	30.03218	8.07419	49.27877	8.87164	6.18087	6.39686	6.06996
9.88356	7.65297	9.64290	1.00000	5.48806	42.64685	1144.59160	-5.55835	15.40776	2.42535	60.40301	24.10444	6.06399	61.55068	7.50721	5.59367	7.71352	6.79327
8.40944	7.68732	8.32926	1.00000	11.83259	14.64056	1107.46023	104.64992	13.43224	3.45824	42.45215	56.38907	6.92013	37.94252	6.80381	7.30630	8.57930	7.79901
7.73594	9.51176	6.74954	1.00000	3.39635	41.77583	1194.15026	140.73667	13.79280	12.46134	46.17001	55.98208	9.14199	50.66678	6.71630	5.77728	3.56381	5.77283
9.60471	8.01440	6.86821		6.20141	48.98693	1100.10291	2.44892	16.96953	3.91507	59.18629	31.67290	8.30178	50.59979	6.45159	6.33967	7.04029	7.90791
10.86951	7.48959	8.89006	1.00000	5.85251	23.18	1124.08141	88.58	19.79860	2.85220	33.87704	47.84963	8.71267	41.70926	3.08148	9.14352	8.49349	4.75740
4.89067	8.85535	8.24445	0.00000	8.35099	-31.4488	1094.12841	-60.93173	5.96931	7.70967	28.08322	44.47449	7.54683	37.96200	11.66409	7.89369	9.55448	6.26282
5.98290	8.97708	7.48444	1.00000	8.76028	17.94979	1066.52530	-94.91386	4.19543	8.13063	46.60774	31.48306	7.54948	20.55049	6.70426	7.09553	5.92346	11.14589
6.51240	8.98254	7.64658	0.00000	8.59236	19.04222	1151.25391	-98.11889	13.37168	7.89017	68.87379	40.95324	7.40547	38.13563	6.59325	5.14377	7.46434	7.01978
5.34468	8.53763	7.03660	0.00000	5.76234	42.52787	1198.80056	-70.92866	10.73643	5.80722	52.53292	38.16652	6.20480	74.22492	7.14858	6.50306	6.95107	5.00888
7.03471	7.73027	8.46324	1.00000	7.14830	-24.19436	1099.69798	29.00974	4.16111	2.91680	52.55858	31.80397	9.34171	47.61137	5.72200	6.35273	5.81433	5.74676
6.51445	7.61997	7.35674	0.00000	7.01912	42.06166	1121.11125	-1.60452	18.33910	2.62141	41.17821	41.95355	7.51649	44.24954	9.90423	2.10172	9.61655	5.81366
4.14818	7.27725	9.23393	0.00000	8.84390	34.61667	1150.92431	135.6	42.92789	3.93787	51.72865	38.00835	8.61579	65.43520	7.60649	5.30108	9.63235	8.21373
7.13344	7.84805	8.26868	0.00000	9.95136	36.19278	1052.15565	117.65694	16.17214	3.49152	55.05737	39.90238	7.03107	65.24049	12.07321	4.48975	4.19404	9.34907
7.09801	7.85800	9.41171	0.00000	8.14084	48.79325	1160.32997	2.29275	13.74464	2.83762	61.30923	26.56706	6.34968	66.25671	6.86919	5.66413	11.62414	4.79103
7.01634	7.87884	6.09620	1.00000	6.78980	45.75279	1123.82292	130.57211	13.13818	3.02278	65.70529	43.78561	7.59821	74.37725	6.32083	5.54809	7.29619	6.21100
4.37864	7.01277	7.92669	1.00000	8.46457	53.19146	1196.12917	-2.52398	14.67364	1.97476	59.13294	43.59977	7.17048	6.72504	4.94996	10.43890	5.76543	8.57840
4.98592	7.10644	7.74034	0.00000	7.43317	43.2907	1065.53398	5.4384	19.14946	2.49766	63.61366	42.50361	8.07981	42.53030	10.17443	4.87906	8.90452	8.29628
7.82424	8.13238	7.99125	1.00000	7.53981	40.70995	1163.97759	0.57856	15.61711	4.11292	67.57051	34.57920	7.86269	76.83312	5.53967	5.91187	6.69975	5.63892
6.88026	6.82908	7.67079	0.00000	9.12235	-22.45667	1102.26843	-47.53028	17.21519	1.76762	53.43924	58.85147	6.82060	62.12492	9.15326	9.28469	8.71010	5.01794
5.48035	6.80278	8.08995	0.00000	4.01326	33.03699	1154.23115	-117.29198	28.24490		61.98280	44.31029	6.19114	29.31967	6.94691	8.52977	6.77385	5.64067
5.38782	7.73018	8.51901	1.00000	9.49792	-3.5403	1130.50721	118.9707	29.00847	3.44429	58.10899	54.30457	6.05691	39.96324	9.20322	8.26893	5.44158	8.54084
9.80330	7.89790	5.63527	1.00000	8.09173	10.66668	1067.72097	-61.51889	14.16729	3.71252	60.04796	54.83877	7.98272	49.50603		6.73175	10.02238	6.48833
5.70205	8.21852	7.43556	0.00000	4.68671	51.38673	1183.77434	0.30367	22.59538	3.92849	68.24969	59.59512	8.08368	70.98326	8.64178	7.76033		5.57535
5.62069	6.84500	7.00784	0.00000	7.18086	6.9909	1073.20554	79.883	12.12046	2.07932	73.42732	50.28672	7.73808	57.75705	10.02009	5.88772	5.73803	7.00458
8.57935	8.41178	7.91514	1.00000	7.87967	41.24255	1164.62912	-82.61573	21.71809	5.04853	71.24050	56.60261	6.31702	39.39061	7.18358	5.48837	7.48144	7.21522
5.28585	8.16060	6.14560	0.00000	7.30012	11.50526	1090.29435	77.23826	36.12895	4.36816	42.81859	45.72957	6.52401	49.62676	8.17166	6.27472	10.13858	7.33131
7.34095	9.42280	8.90990	0.00000	8.55005	3.3285	1093.30326	99.1625	11.70386	11.29649	58.01647	31.53644	7.49501	37.56111	11.17622	4.75913	8.95683	6.86055
5.68063	8.02825	8.97952	1.00000	9.54425	36.06523	1086.03284	-119.01677	11.94596	4.17142	67.87546	37.26402	8.03084	33.20772	5.71385	7.10590	2.69200	9.04743
4.17547	7.72071	7.08283	0.00000	8.56729	45.79377	1104.98600	8.88104	14.20683	3.47360	56.57112		6.67415	28.07879	9.54894	6.46411	6.92582	7.78354
8.89619	7.70145	7.49268	1.00000	4.70252	48.77275	1195.13623	5.16108	5.82436	3.06774	43.28975	45.40843	7.36438	53.53043	5.35820	5.64618	2.95324	4.59458
5.20558	6.09119	7.73019	0.00000	5.41256	-21.98333	1160.25184	16.91667	19.28231	0.48447	67.85055	66.73335	6.40175	58.27338	8.97339	8.25512	7.58264	6.40950
