latitude	revision	code	longitude	location	QoS
56.9083	01/17/2014, 00:00:00	RU	60.8019	Asia/Yekaterinburg	excellent
17.34769	12/23/2014, 00:00:00	IN	78.55757	Asia/Kolkata	average
-27.4338	19 Apr 2018	AR	-65.61427	America/Argentina/Tucuman	accep
34.56861	10/30/2015, 00:00:00	CN	105.89333	Asia/Shanghai	excellent
40.65538	18 Dec 2021	US	-74.38987	America/New_York	good
35.815	2014-04-30	JP	139.6853	Asia/Tokyo	excellent
51.20219	2016-05-15	DE	7.36027	Europe/Berlin	accep
36.91023	26 Feb 2018	US	-121.75689	America/Los_Angeles	maintenance
2.41669	28 Sep 2012	UG	30.98551	Africa/Kampala	excellent
57.47908	2017/10/24	GB	-4.22398	Europe/London	good
28.90054	2019/02/18	US	-81.26367	America/New_York	building
31.96258	12/03/2013, 00:00:00	PK	73.97117	Asia/Karachi	maintenance
22.88783	2015/01/29	IN	84.13864	Asia/Kolkata	maintenance
55.64776	03/25/2017, 00:00:00	RU	38.02486	Europe/Moscow	good
34.14251	2017/07/27	US	-118.25508	America/Los_Angeles	accep
8.35122	2013-03-25	VE	-62.64102	America/Caracas	accep
52.66277	2022-09-10	GB	-2.01111	Europe/London	good
40.65538	02/13/2015, 00:00:00	US	-74.38987	America/New_York	average
23.02677	04/29/2016, 00:00:00	CN	113.13148	Asia/Shanghai	accep
36.61954	2019-09-26	DZ	4.08282	Africa/Algiers	good
26.9423	07 Mar 2014	PK	68.11759	Asia/Karachi	good
41.55838	14 Jun 2020	US	-81.56929	America/New_York	good
35.64889	17 Mar 2013	CN	117.27583	Asia/Shanghai	good
38.38479	2013-12-14	ES	-0.76773	Europe/Madrid	average
17.94979	15 Nov 2014	MX	-94.91386	America/Mexico_City	accep
41.41204	23 Jan 2018	ES	2.18247	Europe/Madrid	good
49.68369	08/18/2015, 00:00:00	DE	8.61839	Europe/Berlin	average
30.81383	09/15/2022, 00:00:00	IN	75.16878	Asia/Kolkata	excellent
52.66277	2016/11/12	GB	-2.01111	Europe/London	accep
43.35071	12/15/2017, 00:00:00	RU	46.10925	Europe/Moscow	good
17.54907	2014/10/26	IN	82.85749	Asia/Kolkata	building
40.72371	06 Jul 2021	US	-73.95097	America/New_York	average
8.79577	08/10/2019, 00:00:00	CO	-75.69947	America/Bogota	excellent
-22.9	10/30/2020, 00:00:00	MG	44.53333	Indian/Antananarivo	good
33.98154	2017-09-25	US	-81.23621	America/New_York	building
40.66482	2018-04-08	CN	122.22833	Asia/Shanghai	average
-6.48167	2019-03-19	ID	106.85417	Asia/Jakarta	building
51.67822	08/04/2013, 00:00:00	UA	33.9162	Europe/Kiev	good
51.67822	2022-04-17	UA	33.9162	Europe/Kiev	average
23.0072	06/21/2017, 00:00:00	CU	-82.4017	America/Havana	good
40.68066	05 Aug 2014	US	-73.47429	America/New_York	excellent
34.56861	05/10/2013, 00:00:00	CN	105.89333	Asia/Shanghai	excellent
30.76468	29 Sep 2017	PK	74.12286	Asia/Karachi	accep
48.77275	06 Jul 2020	FR	5.16108	Europe/Paris	accep
51.19139	2020/02/27	DE	6.51352	Europe/Berlin	good
-27.50578	16 Nov 2015	AU	153.10236	Australia/Brisbane	excellent
34.14251	2014/07/11	US	-118.25508	America/Los_Angeles	excellent
45.73333	14 Sep 2013	FR	4.91667	Europe/Paris	excellent
43.82634	09/04/2022, 00:00:00	JP	144.09638	Asia/Tokyo	accep
40.85158	09/23/2022, 00:00:00	CN	122.74754	Asia/Shanghai	average
42.22718	29 Nov 2021	IT	14.39024	Europe/Rome	excellent
41.47892	2022-07-06	US	-87.45476	America/Chicago	building
9.58126	2022/07/28	NG	8.2926	Africa/Lagos	good
48.90472	2019-07-13	FR	2.2469	Europe/Paris	accep
-6.8048	2020-09-09	ID	110.8405	Asia/Jakarta	average
29.98869	03/13/2017, 00:00:00	CN	122.20488	Asia/Shanghai	acceptable
46.32313	21 May 2015	FR	-0.45877	Europe/Paris	accep
45.50369	2014/12/13	IT	11.412	Europe/Rome	excellent
37.31309	2016-02-29	TR	40.74357	Europe/Istanbul	accep
20.28527	10/05/2012, 00:00:00	MX	-103.42897	America/Mexico_City	average
3.51667	12 Jul 2022	CM	11.5	Africa/Douala	good
14.67751	10/21/2021, 00:00:00	MQ	-60.94228	America/Martinique	average
17.30858	2012-11-17	MM	97.01124	Asia/Yangon	average
-36.9256	02 May 2013	CL	-73.02841	America/Santiago	maintenance
-22.92306	07 Sep 2017	BR	-53.13722	America/Sao_Paulo	average
25.67927	2016/07/23	US	-80.31727	America/New_York	maintenance
31.96258	2020-06-28	PK	73.97117	Asia/Karachi	accep
30.17746	2019-08-24	US	-81.38758	America/New_York	average
27.52948	05 Jul 2014	PK	68.75915	Asia/Karachi	maintenance
-8.76194	27 Aug 2014	BR	-63.90389	America/Porto_Velho	accep
36.75965	07 Dec 2016	JP	137.36215	Asia/Tokyo	maintenance
20.74122	2020/04/22	MX	-100.44843	America/Mexico_City	average
34.5624	27 Jun 2014	SY	38.28402	Asia/Damascus	accep
54.52156	2018/05/31	DE	9.5586	Europe/Berlin	average
51.4781	2022/08/06	RU	57.3552	Asia/Yekaterinburg	good
35.72917	27 Mar 2015	TN	10.58082	Africa/Tunis	average
34.5624	2016/03/12	SY	38.28402	Asia/Damascus	accep
14.95472	08/03/2018, 00:00:00	PH	120.89694	Asia/Manila	average
52.2	2015-08-12	DE	8.63333	Europe/Berlin	average
55.39485	2016-08-13	RU	43.83992	Europe/Moscow	excellent
25.92127	2014/05/01	IN	86.79271	Asia/Kolkata	good
51.67822	02 Apr 2016	UA	33.9162	Europe/Kiev	average
46.18396	2019/05/22	CH	6.10237	Europe/Zurich	good
42.64031	16 Dec 2018	CN	125.51176	Asia/Shanghai	accep
38.54491	03/22/2019, 00:00:00	US	-121.74052	America/Los_Angeles	excellent
50.82709	2018-10-26	DE	6.9747	Europe/Berlin	average
60.02427	2017-12-29	RU	30.28491	Europe/Moscow	excellent
-17.73648	2013/10/18	VU	168.31366	Pacific/Efate	maintenance
52.09	2019/11/06	NL	5.23333	Europe/Amsterdam	accep
51.08468	05/13/2022, 00:00:00	DE	7.11393	Europe/Berlin	average
-25.54073	21 Jun 2021	AU	152.70493	Australia/Brisbane	average
18.42745	08/21/2016, 00:00:00	PR	-67.15407	America/Puerto_Rico	good
-22.97056	16 Oct 2017	BR	-46.99583	America/Sao_Paulo	building
-31.25033	2015/07/25	AR	-61.4867	America/Argentina/Cordoba	good
49.88307	2013-05-08	CA	-119.48568	America/Vancouver	building
43.4125	2014-12-23	BG	23.225	Europe/Sofia	excellent
38.70734	2016/03/28	US	-77.02303	America/New_York	accep
26.11527	2021/08/18	IN	86.59509	Asia/Kolkata	maintenance
36.24624	2013-04-14	JP	139.07204	Asia/Tokyo	average
39.57582	07/18/2018, 00:00:00	US	-105.11221	America/Denver	accep
-3.5403	08/18/2018, 00:00:00	ID	118.9707	Asia/Makassar	excellent
32.50611	12/13/2014, 00:00:00	CN	120.14278	Asia/Shanghai	building
8.79577	2015-06-07	CO	-75.69947	America/Bogota	good
9.15093	07/23/2014, 00:00:00	PA	-79.62098	America/Panama	excellent
-7.0981	2020/03/23	ID	109.3243	Asia/Jakarta	building
51.20219	02/04/2013, 00:00:00	DE	7.36027	Europe/Berlin	excellent
35.6803	11/25/2015, 00:00:00	IR	51.0193	Asia/Tehran	excellent
28.98002	2021-11-14	IN	77.70636	Asia/Kolkata	average
40.68066	2020/02/02	US	-73.47429	America/New_York	maintenance
27.92333	09 Jan 2015	CN	118.53333	Asia/Shanghai	excellent
14.66	03/01/2016, 00:00:00	PH	120.56528	Asia/Manila	accep
38.91817	21 Jul 2016	US	-78.19444	America/New_York	maintenance
-17.74431	10 Oct 2018	BR	-48.62789	America/Sao_Paulo	excellent
27.52948	2020/01/25	PK	68.75915	Asia/Karachi	building
36.20389	2013-09-23	KR	127.08472	Asia/Seoul	accep
3.3285	2015-02-17	ID	99.1625	Asia/Jakarta	average
41.16704	09 Apr 2019	US	-73.20483	America/New_York	average
-6.91806	09/28/2018, 00:00:00	ID	106.92667	Asia/Jakarta	average
55.25	07/16/2018, 00:00:00	LT	24.75	Europe/Vilnius	building
43.78956	06/17/2018, 00:00:00	IT	7.60872	Europe/Rome	good
37.30553	2022/05/28	CN	120.82747	Asia/Shanghai	acceptable
52.66277	2016-07-15	GB	-2.01111	Europe/London	maintenance
25.92127	2021-12-10	IN	86.79271	Asia/Kolkata	average
50.9803	21 Dec 2014	DE	11.32903	Europe/Berlin	good
14.62578	06/02/2013, 00:00:00	PH	121.12251	Asia/Manila	excellent
-22.53722	2020/03/10	BR	-42.98194	America/Sao_Paulo	maintenance
-1.26424	2014/07/18	ID	104.09701	Asia/Jakarta	accep
50.75	04/02/2021, 00:00:00	FR	2.25	Europe/Paris	good
42.28639	2016-11-24	ME	18.84	Europe/Podgorica	good
7.6	17 Jun 2015	NG	4.18333	Africa/Lagos	accep
-25.42944	2021-06-16	BR	-50.00639	America/Sao_Paulo	excellent
45.39402	05 Nov 2013	IT	9.29109	Europe/Rome	good
33.44872	2017-08-28	US	-86.78777	America/Chicago	average
10.66668	2013-11-20	TT	-61.51889	America/Port_of_Spain	accep
8.88988	2012-12-15	PA	-79.62603	America/Panama	excellent
25.95533	06/25/2015, 00:00:00	PK	68.88871	Asia/Karachi	good
53.7446	17 Jul 2020	GB	-0.33525	Europe/London	excellent
34.14251	03/05/2021, 00:00:00	US	-118.25508	America/Los_Angeles	good
37.74615	2016/07/26	PT	-25.66689	Atlantic/Azores	building
-21.98333	06 Jan 2017	NA	16.91667	Africa/Windhoek	maitennce
30.17746	02/10/2021, 00:00:00	US	-81.38758	America/New_York	accep
41.63976	2019/11/04	ES	2.35739	Europe/Madrid	building
41.54566	2014/08/07	US	-71.29144	America/New_York	building
40.2737	2018/07/08	US	-76.88442	America/New_York	maintenance
60.18427	13 May 2014	FI	24.95034	Europe/Helsinki	maintenance
32.52515	2015-10-22	US	-93.75018	America/Chicago	accep
55.39485	2016/09/05	RU	43.83992	Europe/Moscow	average
26.9423	2016-04-14	PK	68.11759	Asia/Karachi	average
45.39402	08/22/2021, 00:00:00	IT	9.29109	Europe/Rome	good
37.65181	10 Jan 2019	CN	120.33063	Asia/Shanghai	accep
38.10558	24 Aug 2017	ES	-1.86343	Europe/Madrid	average
40.63316	11 Apr 2019	US	-74.13653	America/New_York	excellent
12.1277	19 Jun 2019	IN	78.15794	Asia/Kolkata	accep
40.65995	2020/03/20	US	-111.99633	America/Denver	average
53.69786	04 Jun 2015	GB	-2.68758	Europe/London	accep
40.82232	01/06/2015, 00:00:00	US	-74.15987	America/New_York	average
46.23899	2022-04-18	CA	-63.13414	America/Halifax	accep
33.42585	10/24/2020, 00:00:00	MA	-6.00137	Africa/Casablanca	building
35.30889	2015/05/29	JP	139.55028	Asia/Tokyo	accep
35.06544	27 Dec 2013	DZ	1.04945	Africa/Algiers	good
40.92298	2015/06/08	IT	14.30935	Europe/Rome	accep
60.2052	26 Feb 2021	FI	24.6522	Europe/Helsinki	average
65.84811	29 Dec 2021	FI	24.14662	Europe/Helsinki	accep
48.15659	13 Oct 2013	MD	28.28489	Europe/Chisinau	excellent
10.66668	12/20/2017, 00:00:00	TT	-61.51889	America/Port_of_Spain	good
45.99194	30 Jun 2016	UA	29.41824	Europe/Kiev	accep
29.21399	2018/11/27	IN	78.95693	Asia/Kolkata	good
50.75	2013/11/05	FR	2.25	Europe/Paris	accep
35.21222	2020-06-23	DZ	2.31889	Africa/Algiers	building
40.11583	2016-01-11	UZ	67.84222	Asia/Samarkand	building
34.31	22 Dec 2013	MA	-2.16	Africa/Casablanca	excellent
46.18396	2021-09-15	CH	6.10237	Europe/Zurich	maintenance
-4.26613	2022/02/13	CG	15.28318	Africa/Brazzaville	maintenance
11.12018	2016/04/14	IN	76.11996	Asia/Kolkata	building
43.78956	2014/01/29	IT	7.60872	Europe/Rome	average
53.0233	08 Feb 2019	GB	-1.48119	Europe/London	average
48.86667	2012/10/28	FR	2.08333	Europe/Paris	good
27.52948	2020-02-23	PK	68.75915	Asia/Karachi	accep
38.68712	2022/04/08	ES	-4.10734	Europe/Madrid	good
14.37395	09/28/2015, 00:00:00	TH	100.48528	Asia/Bangkok	average
-1.63333	01/30/2019, 00:00:00	GA	13.58357	Africa/Libreville	accep
52.57583	2018/12/10	NL	6.61944	Europe/Amsterdam	average
38.58894	31 May 2015	US	-89.99038	America/Chicago	average
31.71667	2018-10-23	PK	73.38333	Asia/Karachi	average
33.08014	2015-05-05	US	-83.2321	America/New_York	maintenance
46.1351	2014/12/01	CA	-60.1831	America/Glace_Bay	average
14.67751	2017/10/19	MQ	-60.94228	America/Martinique	average
9.89206	11/26/2021, 00:00:00	SO	43.38531	Africa/Mogadishu	accep
50.80019	2014-07-10	DE	7.20769	Europe/Berlin	building
23.18	2014-05-06	IN	88.58	Asia/Kolkata	accep
47.30997	2013/04/05	CH	8.52462	Europe/Zurich	average
51.67822	30 Oct 2020	UA	33.9162	Europe/Kiev	accep
36.46917	01/20/2015, 00:00:00	TN	10.78222	Africa/Tunis	good
51.21667	2016-08-21	DE	6.26667	Europe/Berlin	maintenance
40.53123	09/13/2014, 00:00:00	IT	17.58522	Europe/Rome	excellent
-20.25333	05/01/2018, 00:00:00	BR	-43.80139	America/Sao_Paulo	building
41.09246	10/16/2019, 00:00:00	AZ	45.36561	Asia/Baku	accep
45.44694	2013-08-02	IT	8.62118	Europe/Rome	good
35.85	2015-05-06	CN	117.7	Asia/Shanghai	building
38.96372	2013-01-16	US	-76.99081	America/New_York	average
52.57583	2021/08/24	NL	6.61944	Europe/Amsterdam	good
48.90982	14 Mar 2022	FR	2.45012	Europe/Paris	accep
37.49073	14 Mar 2022	ES	-2.77259	Europe/Madrid	accep
38.06084	2014/11/26	US	-97.92977	America/Chicago	accep
49.97704	11/16/2012, 00:00:00	DE	9.15214	Europe/Berlin	average
42.93369	17 Jun 2019	US	-72.27814	America/New_York	accep
12.35275	07 Jan 2022	PH	121.06761	Asia/Manila	maintenance
39.96348	2017/11/14	ES	-4.83076	Europe/Madrid	excellent
33.35283	2014/06/22	US	-111.78903	America/Phoenix	excellent
40.94065	2021/09/20	US	-73.99681	America/New_York	maintenance
48.77275	05/19/2017, 00:00:00	FR	5.16108	Europe/Paris	accep
24.81757	2020/03/23	IN	84.63445	Asia/Kolkata	maintenance
53.6052	2017-05-15	DE	10.03988	Europe/Berlin	excellent
50.72043	11/06/2013, 00:00:00	DE	11.34046	Europe/Berlin	good
36.06523	2016-11-13	US	-119.01677	America/Los_Angeles	excellent
-16.25	2018/11/09	PE	-69.08333	America/Lima	excellent
35.89972	27 Feb 2016	MT	14.51472	Europe/Malta	maitennce
17.94979	2020-06-02	MX	-94.91386	America/Mexico_City	good
28.54944	2015/09/07	US	-81.77285	America/New_York	average
42.93369	07/06/2016, 00:00:00	US	-72.27814	America/New_York	good
37.65181	02/24/2014, 00:00:00	CN	120.33063	Asia/Shanghai	average
46.32313	09/11/2017, 00:00:00	FR	-0.45877	Europe/Paris	good
29.69221	2018-10-12	PK	72.54566	Asia/Karachi	good
-28.81833	2019-07-01	BR	-52.51028	America/Sao_Paulo	good
16.75973	26 May 2021	MX	-93.11308	America/Mexico_City	average
-28.24	2021-06-06	BR	-48.67028	America/Sao_Paulo	maintenance
20.22816	27 Jun 2019	MX	-103.5687	America/Mexico_City	maintenance
42.64685	2018/05/12	ES	-5.55835	Europe/Madrid	accep
37.1759	2020-06-10	KR	128.9889	Asia/Seoul	excellent
-4.5833	2021-04-02	CD	15.16554	Africa/Kinshasa	excellent
36.08497	05/19/2019, 00:00:00	TN	9.37082	Africa/Tunis	accep
50.7236	2015/11/29	GB	-3.52751	Europe/London	good
51.84819	05 Jun 2017	GB	1.26738	Europe/London	good
16.455	2021-10-01	PH	120.5875	Asia/Manila	average
50.64336	2021-09-07	DE	7.2278	Europe/Berlin	good
33.7207	15 Aug 2017	US	-116.21677	America/Los_Angeles	building
40.58654	2018-08-28	US	-122.39168	America/Los_Angeles	building
23.04419	2014/10/22	CU	-82.00919	America/Havana	accep
32.05971	01/16/2014, 00:00:00	IL	34.8732	Asia/Jerusalem	accep
33.3213	07/17/2015, 00:00:00	JP	130.94098	Asia/Tokyo	excellent
22.10194	2016-10-10	IN	85.37752	Asia/Kolkata	excellent
41.20485	2017/07/16	PT	-8.33147	Europe/Lisbon	maintenance
41.09246	30 Nov 2017	AZ	45.36561	Asia/Baku	accep
44.31771	2015-07-04	IT	9.32241	Europe/Rome	maintenance
-10.95817	2020/06/30	BR	-38.79084	America/Bahia	maintenance
38.55632	24 Nov 2015	TJ	69.01354	Asia/Dushanbe	accep
43.54072	2017-02-24	US	-116.56346	America/Boise	excellent
36.20389	01/19/2015, 00:00:00	KR	127.08472	Asia/Seoul	building
0.76755	05 Aug 2020	CD	24.43973	Africa/Lubumbashi	excellent
15.79408	12/02/2019, 00:00:00	TH	104.1451	Asia/Bangkok	accep
45.0408	2018/12/06	US	-93.263	America/Chicago	average
57.30185	17 Oct 2012	RU	39.85331	Europe/Moscow	good
25.13915	26 Apr 2017	IN	73.06784	Asia/Kolkata	building
28.88162	03/07/2021, 00:00:00	CN	120.03308	Asia/Shanghai	average
38.72706	2017/08/21	PT	-9.24671	Europe/Lisbon	accep
53.46506	10/04/2021, 00:00:00	GB	-1.47217	Europe/London	building
23.73333	01/06/2017, 00:00:00	CN	114.68333	Asia/Shanghai	excellent
22.98212	2017/12/20	CU	-80.58556	America/Havana	good
36.06523	2013-06-08	US	-119.01677	America/Los_Angeles	maintenance
49.03685	13 Feb 2015	DE	8.70745	Europe/Berlin	building
37.35813	10/03/2014, 00:00:00	ES	-6.03731	Europe/Madrid	maintenance
45.35	2020-12-25	CN	126.28333	Asia/Shanghai	accep
53.94313	03/13/2021, 00:00:00	DE	10.30215	Europe/Berlin	excellent
-8.76194	2019/09/22	BR	-63.90389	America/Porto_Velho	building
44.92934	2021/08/19	RU	37.99117	Europe/Moscow	average
16.06213	12/12/2018, 00:00:00	IN	76.0586	Asia/Kolkata	excellent
43.91452	04 Apr 2015	US	-69.96533	America/New_York	average
40.64621	2020/05/23	US	-73.97069	America/New_York	building
40.72371	2013-06-03	US	-73.95097	America/New_York	good
22.10194	2013/05/11	IN	85.37752	Asia/Kolkata	good
30.75545	2014-07-27	LY	20.22625	Africa/Tripoli	accep
44.27804	2017-02-26	US	-88.27205	America/Chicago	excellent
45.16024	2018/10/05	US	-93.08883	America/Chicago	excellent
21.46527	2019/03/21	IN	83.97573	Asia/Kolkata	accep
36.46917	2013-10-17	TN	10.78222	Africa/Tunis	excellent
48.79325	02/03/2016, 00:00:00	FR	2.29275	Europe/Paris	excellent
-27.76952	06/22/2016, 00:00:00	ZA	30.79165	Africa/Johannesburg	good
49.65186	2015/10/13	UA	26.97253	Europe/Kiev	maintenance
34.31	26 Oct 2021	MA	-2.16	Africa/Casablanca	good
18.20854	2016/11/02	DO	-71.10077	America/Santo_Domingo	accep
37.35813	2022/06/12	ES	-6.03731	Europe/Madrid	good
36.19278	03/21/2022, 00:00:00	CN	117.65694	Asia/Shanghai	excellent
-24.19436	07/30/2015, 00:00:00	ZA	29.00974	Africa/Johannesburg	average
27.85	04/06/2018, 00:00:00	CN	112.9	Asia/Shanghai	average
39.71734	2013-08-31	US	-74.96933	America/New_York	building
6.84019	08/13/2013, 00:00:00	LK	79.87116	Asia/Colombo	good
27.52948	2020-10-20	PK	68.75915	Asia/Karachi	building
32.05971	11/22/2012, 00:00:00	IL	34.8732	Asia/Jerusalem	good
42.64685	2017/01/27	ES	-5.55835	Europe/Madrid	good
55.67938	04/25/2015, 00:00:00	DK	12.53463	Europe/Copenhagen	average
59.33333	24 May 2014	SE	18.28333	Europe/Stockholm	excellent
51.26	07/01/2020, 00:00:00	GB	-2.1875	Europe/London	maintenance
32.54044	09/20/2013, 00:00:00	US	-82.90375	America/New_York	average
-12.91667	2015/05/25	BR	-39.25	America/Bahia	excellent
42.06166	2018-10-10	ES	-1.60452	Europe/Madrid	average
36.92574	2021/05/23	IT	14.72443	Europe/Rome	maintenance
38.58894	12/11/2012, 00:00:00	US	-89.99038	America/Chicago	average
51.40944	2014-05-17	RU	46.04833	Europe/Saratov	excellent
60.02427	2021/10/02	RU	30.28491	Europe/Moscow	good
47.64995	2016/01/21	US	-117.23991	America/Los_Angeles	average
-14.66463	2016-01-11	BR	-52.35558	America/Cuiaba	average
13.56667	06 Dec 2018	GM	-15.6	Africa/Banjul	excellent
33.72255	2013-09-29	US	-116.37697	America/Los_Angeles	average
55.85	2021/09/15	RU	37.56667	Europe/Moscow	average
40.72371	2019/03/12	US	-73.95097	America/New_York	excellent
23.9028	29 Mar 2021	BD	89.11943	Asia/Dhaka	building
41.55947	08/02/2017, 00:00:00	IT	14.66737	Europe/Rome	good
10.31672	2022/04/05	PH	123.89071	Asia/Manila	excellent
16.68911	07/24/2015, 00:00:00	MM	98.50893	Asia/Yangon	accep
32.9156	2014/03/21	US	-117.14392	America/Los_Angeles	average
10.22677	03/02/2013, 00:00:00	VE	-67.33122	America/Caracas	excellent
50.82882	2019/12/01	GB	-0.32247	Europe/London	average
44.89784	2020-09-28	IT	8.86374	Europe/Rome	average
12.37169	02/08/2014, 00:00:00	PH	123.62494	Asia/Manila	good
46.32313	10/09/2015, 00:00:00	FR	-0.45877	Europe/Paris	accep
48.46458	18 Aug 2017	DE	9.22796	Europe/Berlin	good
41.09822	2014/02/14	CN	120.74792	Asia/Shanghai	excellent
11.85	2013-07-19	ET	38.01667	Africa/Addis_Ababa	maintenance
48.43174	07/25/2017, 00:00:00	SK	17.8031	Europe/Bratislava	average
20.28527	2019-07-08	MX	-103.42897	America/Mexico_City	excellent
36.76639	05 Jan 2021	DZ	3.47717	Africa/Algiers	average
39.57582	06 Dec 2020	US	-105.11221	America/Denver	maintenance
30.76468	12/08/2013, 00:00:00	PK	74.12286	Asia/Karachi	good
-11.78333	25 Oct 2017	AO	19.91667	Africa/Luanda	excellent
35.48199	20 Mar 2020	JP	137.02166	Asia/Tokyo	good
12.18441	05/03/2021, 00:00:00	TD	18.69303	Africa/Ndjamena	excellent
50.7236	08/24/2014, 00:00:00	GB	-3.52751	Europe/London	average
43.61092	2015-01-18	FR	3.87723	Europe/Paris	accep
11.86064	24 Nov 2015	NG	9.0027	Africa/Lagos	good
48.52961	2015/01/12	DE	12.16179	Europe/Berlin	maintenance
42.93369	2017/04/07	US	-72.27814	America/New_York	average
53.94313	2020-10-25	DE	10.30215	Europe/Berlin	average
42.97086	2021/11/02	US	-82.42491	America/Detroit	good
42.30865	2019/08/14	US	-83.48216	America/Detroit	good
4.02219	06/28/2013, 00:00:00	MY	101.02083	Asia/Kuala_Lumpur	average
41.63976	31 Jan 2016	ES	2.35739	Europe/Madrid	average
57.47908	2019-01-27	GB	-4.22398	Europe/London	accep
31.20176	2013/02/11	EG	29.91582	Africa/Cairo	excellent
15.58552	2020-03-10	TH	102.42587	Asia/Bangkok	maintenance
11.84962	2020-10-27	NI	-86.19903	America/Managua	building
46.32374	02/12/2017, 00:00:00	US	-120.00865	America/Los_Angeles	accep
44.92801	2021/05/27	FR	4.8951	Europe/Paris	good
33.37526	24 Jan 2017	IN	74.3092	Asia/Kolkata	excellent
31.78336	03 Jul 2013	PS	35.23388	Asia/Hebron	good
55.67938	02 Nov 2012	DK	12.53463	Europe/Copenhagen	accep
-21.44236	21 May 2018	BW	27.46153	Africa/Gaborone	good
5.90702	2020/10/19	MY	116.10146	Asia/Kuching	accep
40.57788	2022/08/11	US	-73.95958	America/New_York	building
33.45122	09/03/2015, 00:00:00	US	-86.99666	America/Chicago	average
40.78206	2013-01-26	UZ	72.34424	Asia/Tashkent	accep
55.63711	2016-08-03	RU	37.38115	Europe/Moscow	good
48.73218	10/21/2013, 00:00:00	DE	11.18709	Europe/Berlin	accep
21.59983	04 Nov 2017	IN	71.21169	Asia/Kolkata	maintenance
42.93369	2013-02-05	US	-72.27814	America/New_York	good
49.65186	10/08/2013, 00:00:00	UA	26.97253	Europe/Kiev	average
25.67927	01 Jan 2022	US	-80.31727	America/New_York	excellent
53.00974	2016-11-30	GB	-3.05814	Europe/London	average
5.4709	12 May 2016	MY	100.24529	Asia/Kuala_Lumpur	excellent
30.16688	2015/02/06	US	-96.39774	America/Chicago	good
15.45144	07/04/2013, 00:00:00	IN	78.14797	Asia/Kolkata	average
40.94065	2015/03/02	US	-73.99681	America/New_York	good
58.63667	2017-05-30	RU	59.80222	Asia/Yekaterinburg	excellent
55.39485	11 May 2014	RU	43.83992	Europe/Moscow	excellent
48.06919	2015-01-08	DE	11.37703	Europe/Berlin	average
48.73218	2015/10/03	DE	11.18709	Europe/Berlin	average
36	02 Feb 2019	JP	139.55722	Asia/Tokyo	building
17.30858	2015/01/30	MM	97.01124	Asia/Yangon	excellent
-6.8	02/14/2013, 00:00:00	TZ	39.25	Africa/Dar_es_Salaam	good
9.92787	11/08/2018, 00:00:00	CR	-84.13722	America/Costa_Rica	building
35.95664	2014-12-12	SY	36.7138	Asia/Damascus	maintenance
49.5099	2015/08/12	DE	6.74549	Europe/Berlin	accep
9.15093	2019/07/15	PA	-79.62098	America/Panama	accep
23.9028	2017/11/20	BD	89.11943	Asia/Dhaka	excellent
53.43333	2019-10-12	IE	-7.95	Europe/Dublin	accep
33.54428	03/05/2019, 00:00:00	US	-84.23381	America/New_York	accep
19.04222	2015/06/30	MX	-98.11889	America/Mexico_City	excellent
8.79577	2021-09-03	CO	-75.69947	America/Bogota	excellent
-5.85746	2014/10/30	PG	144.23058	Pacific/Port_Moresby	excellent
50.8	04/23/2014, 00:00:00	BE	3.16667	Europe/Brussels	accep
4.92675	09/04/2022, 00:00:00	NG	6.26764	Africa/Lagos	excellent
47.56494	2014/08/26	UA	31.33078	Europe/Kiev	good
45.78071	2019/03/16	IT	12.84052	Europe/Rome	average
47.83333	05/12/2020, 00:00:00	KZ	59.6	Asia/Aqtobe	building
23.18	03 Jan 2021	IN	88.58	Asia/Kolkata	excellent
50.20528	30 Oct 2016	PL	19.27498	Europe/Warsaw	average
55.82885	06/11/2022, 00:00:00	GB	-4.21376	Europe/London	good
-34.64966	2013-09-19	AR	-58.38341	America/Argentina/Buenos_Aires	building
48.43174	2019-03-01	SK	17.8031	Europe/Bratislava	excellent
31.39547	05/18/2016, 00:00:00	IL	34.75699	Asia/Jerusalem	excellent
5.84752	20 Jun 2022	CI	-5.682	Africa/Abidjan	average
51.19139	2017-07-23	DE	6.51352	Europe/Berlin	good
52.4581	2014/03/16	DE	13.28702	Europe/Berlin	average
43.61092	05 Feb 2018	FR	3.87723	Europe/Paris	average
14.62578	21 Jun 2016	PH	121.12251	Asia/Manila	average
49.07866	10/27/2013, 00:00:00	UA	30.96755	Europe/Kiev	building
34.09611	2021-08-24	US	-118.10583	America/Los_Angeles	average
14.93333	03/27/2018, 00:00:00	GT	-91.11667	America/Guatemala	good
45.99194	2017-03-10	UA	29.41824	Europe/Kiev	average
55.64776	2013/10/05	RU	38.02486	Europe/Moscow	excellent
11.84962	04/16/2019, 00:00:00	NI	-86.19903	America/Managua	average
53.0233	06/08/2014, 00:00:00	GB	-1.48119	Europe/London	average
47.30997	07/24/2016, 00:00:00	CH	8.52462	Europe/Zurich	maintenance
25.95533	05/29/2020, 00:00:00	PK	68.88871	Asia/Karachi	accep
-28.44917	2020-08-26	BR	-52.2	America/Sao_Paulo	accep
42.62833	12 Oct 2020	XK	20.89389	Europe/Belgrade	maintenance
6.9909	05/06/2019, 00:00:00	LK	79.883	Asia/Colombo	acceptable
7.83389	03/08/2021, 00:00:00	CO	-72.47417	America/Bogota	building
40.24537	15 Feb 2017	US	-75.64963	America/New_York	good
