CFCs	H2CO	warning	TEMP	PM2.5	C2H3NO5	CH4	PRES	SO2	O3	latitude	PM10	PAHs	Pb	NOx	CO	longitude	NH3
70.00983	44.92418	1.00000	28.69162	7.32955	0.40446	8.14396	1074.11829	7.60119	8.78961	23.5654	10.29956	7.58008	54.72890	9.86269	5.81927	119.58627	8.99452
62.24716	80.32728	1.00000	18.81905	5.84473	0.08603	8.05023	1073.28836	7.80242	8.17553	40.24537	8.56570	10.32704	38.64043	4.90782	5.36045	-75.64963	7.15205
76.01436	58.66072	0.00000	19.40835	9.58828	0.07428	8.46742	1056.26386	9.74825	8.19851	41.55815	8.14737	8.83496	80.90015	11.44767	8.13760	-73.0515	7.18629
68.61699	72.82843	0.00000	14.74633	8.48034	0.04295	9.82038	1062.36930	9.35491	6.77312	18.42745	7.93044	7.62257	45.63960	9.63653	5.43462	-67.15407	7.56551
68.70970	53.21768	0.00000	9.00078	8.57222	0.02225	7.40681	1151.43502	8.89783	8.81096	4.92675	5.69858	10.23575	42.96181	9.21345	6.43876	6.26764	7.31844
81.97126	43.45042	0.00000	14.35005	10.20276	0.04286	7.53238	1090.82798	9.08973	7.63992	4.92675	7.21628	7.55874	69.69419	9.36339	5.71894	6.26764	7.20920
72.35180	59.30278	1.00000	22.61226	6.01284	0.15515	8.14552	1093.33305	6.93992	8.05558	51.35084	9.23789	7.73942	44.89794	6.62589	5.79050	-1.99421	8.54005
76.45315	61.64706	1.00000	20.90864	5.73971	0.17386	8.49263	1176.47882	7.36694	8.60454	50.09019	9.38802	9.16215	54.86262	5.68115	6.55063	8.4493	8.29162
76.07749	61.48730	1.00000	30.27472	5.96469	0.09442	9.45993	1092.41329	6.74332	7.89977	41.55815		6.74365	61.69320	9.97632	5.56043	-73.0515	6.70195
67.01532	47.60712	0.00000	19.32836	6.28908		6.87325	1129.83889	9.82605	8.15742	33.86419	8.41102	7.35793	26.18111	11.34927	8.36898	48.26258	11.84319
81.62493	32.45469	1.00000	12.18018	5.66715	3.28546	9.26706	1072.03945	6.55075	9.15520	42	12.43571	8.34087	59.08184	7.38273	9.64487	21.32778	11.83165
67.68729	58.24465	0.00000	25.31482	7.31716	0.03418	7.72637	1117.80014	9.11177	8.63323	50.26729	7.36452	9.65250	50.83456	11.10947	7.33626	-119.27337	6.92088
71.02123	22.97669	1.00000	6.16561	6.63357	0.16972	6.77081	1143.30481	9.08972	9.21954	34.14251	9.31569	8.57304	63.71618	10.13849	9.52884	-118.25508	10.98251
76.33444	68.34822	0.00000	18.79005	9.13604	0.03429	9.76366	1059.60630	9.24753	7.94611	39.43534	5.39801	8.07928	54.77828	6.98491	6.26229	-84.20299	7.62286
78.73083	46.64738	0.00000	19.28834	8.07994	0.23662	8.80039	1196.38539	8.20010	8.72122	51.39323	9.70104	8.88495	30.04206	9.82269	2.40876	0.47713	8.77530
77.22212	42.84784	0.00000	21.09399	8.81791	0.06263	8.11803	1156.01344	10.04785	6.97400	14.67751	8.13740	6.77108	54.22844	10.21008	8.33948	-60.94228	7.48805
78.54962	63.15431	1.00000	6.39589	8.04668	0.03174	9.58460	1181.32506	9.06777	8.72104	41.77583	6.60857	8.11564	54.37038	8.74869	9.49257	140.73667	11.07795
68.68653	44.88504	1.00000	10.70192	3.30534	17.42442	9.63206	1069.35391	7.03075	8.40852	34.65918	14.10652	7.82379	72.10342	4.57484	10.94738	109.22921	11.83123
71.45745	54.98509	0.00000	10.79841	9.19497	0.05472	8.68741	1192.85515	9.83142	7.59523	19.8173	7.89397	7.14451	53.42999	9.76437	8.01196	-97.35992	8.12422
71.78472	58.90081	1.00000	16.13681	11.55049	1.32154	9.92278	1156.33975	10.92804	7.96300	57.97472	11.51297	8.30993	84.69042	8.99862	12.37308	33.2525	10.98837
90.90692	47.63391	1.00000	22.23950	7.85192	0.04119	7.66936	1178.65025	9.62231	7.99928	9.57046	7.37213	7.60908	60.20948	8.79708	6.80993	76.32756	10.22800
80.96296	51.73768	1.00000	12.01489	3.12515	0.47452	10.91838	1062.81456	8.93579	9.01728	26.67319	10.42330	8.52613	48.98899	12.07831	7.95381	31.4976	6.38992
58.69129	55.92703	0.00000	16.57318	7.57405	0.01557	6.92308	1097.42526	9.68449	8.48910	54.60528	6.23788	8.28624	41.47560	8.29363	6.88217	18.34717	8.14563
81.05553	48.37335	1.00000	22.63606	6.72513	0.13579	10.98378	1147.42192	5.42425	7.80892	43.1122	9.06672	8.32868	40.68680	5.05198	8.02376	12.38878	11.43781
66.81438	47.95538	1.00000	15.91783	2.50765	7.97075	8.87093	1076.22478	8.06195	8.50201	4.2475	13.32259	9.47903	38.16507	6.88405	7.91587	9.00472	8.10827
68.50319	28.92573	0.00000	9.56541	11.27243	0.06169	5.08801	1193.61480	12.06306	8.78540	48.21644	7.94861	8.12134	46.57655	10.13259	11.72366	9.02596	6.87068
64.16936	45.04510	0.00000	5.39904	8.29063	0.04245	9.44673	1061.09173	10.93104	7.43126	32.57756	6.98696	8.32241	51.83056	10.24842	9.51497	71.52847	5.29758
66.09530	69.45725	0.00000	36.23552	9.36842	0.01329	8.57304	1199.22588	7.77113	6.24502	42.67164	2.86778	7.95718	59.86528	8.46319	6.11503	14.01481	7.60639
74.67525	39.51124	0.00000	7.79255	10.45279	0.03234	9.36667	1147.26904	9.50656	6.52463	39.08367	7.35009	7.93314		9.65502	7.57231	-84.50855	8.72611
68.24373	52.25724	0.00000	17.47214	4.91650	0.04489	9.02181	1061.88378	10.91707	9.00904	21.34222	7.24605	9.35069	55.20106	9.66312	6.07064	71.30633	10.61301
71.09035	56.87923	1.00000	20.19959	7.03579	0.06272	9.49697	1197.36093	5.99208		21.53889	8.26275	7.57788	54.94348	9.10787	5.58196	71.57737	8.50434
68.02798	59.51993	0.00000	18.96727	9.89423	0.02608	8.20900	1081.47884	9.03983	6.71043	31.28092	4.67225	7.93247	47.62622	8.71096	5.86669	74.85849	6.61788
70.00187	42.74137	1.00000	9.17841	6.91754	0.85527	5.40833	1101.24571	8.63516	8.01532	11.86064	11.06586		56.77606	7.83487	7.07995	9.0027	8.85661
77.02673	67.24724	1.00000	21.36370	9.42243	0.05698	9.17909	1134.69513	5.30150	8.42996	40.65538	8.09117	7.19358	52.95632	7.16652	7.29876	-74.38987	12.49973
79.33185	51.75142	1.00000	21.15507	5.24512	0.21823	8.71860	1176.53268	8.51175	6.53498	1.6561	9.64195	7.70082	32.27457	10.39635	10.57948	103.6032	11.24584
71.51607	63.55533	0.00000	-1.56078	7.79811	0.04201	7.25729	1133.75160	8.83471	7.02002	42.64685	7.21450	6.94996	63.41960	9.72014	7.46894	-5.55835	9.59387
66.12951	39.13723	1.00000	10.52187	5.75054	2.60842	10.84795	1189.22116	9.74141	8.78399	13.56667	12.19805	8.54975	45.41588	8.81323	6.98365	-15.6	7.12491
73.44279	39.98970	0.00000	8.63457	11.84119	0.03188	8.11091	1071.14498	10.48629	9.44048	6.45407	7.02563	9.09447	44.06785	8.96851	8.34244	3.39467	6.97896
78.36007	73.03737	1.00000	-2.28046	6.21533	0.16150	8.26732	1153.02357	11.18181	10.18795	41.57439	9.32182	7.74210	53.58112	10.72990	7.93323	24.71204	10.27872
60.56252	55.38153	0.00000	21.91461	8.36376	0.19045	9.65444	1088.42598	9.96924	8.25939	51.21667	9.46474	8.07072	50.13155	8.88821	4.20149	6.26667	6.51031
72.06360	55.99142	0.00000	22.53265	5.02383	0.51881	8.17833	1059.13923	10.64623	8.51861	35.89972	10.55369	7.65195	99.05480	11.95944	7.31471	14.51472	5.81771
65.25561	39.72739	0.00000	7.27425	9.68361	0.00705	7.21504	1149.38716	7.51910	9.94804	39.12074	6.26781	10.38087	40.11202	11.43287	5.65810	27.18052	9.06151
75.60755	34.94088	1.00000	17.96161	5.40346	0.09538	7.88438	1166.31837	9.95446	8.61713	48.86667	8.55519	9.77587	46.26459	10.38062	8.43928	2.08333	9.88021
82.77724	37.22940	0.00000	7.76477	6.00299	0.02625	8.83882	1143.73531	10.42134	7.90357	13.70167	5.99612	8.66119	53.47198	12.08569	6.30089	-89.10944	10.46379
79.69955	53.34713	1.00000	-0.07001	10.14342	0.23044	8.76120	1107.59482	10.87957	7.92628	25.80565	9.71974	7.71430	66.86965	10.59906	12.40469	68.49143	10.13848
71.59648	87.60492	1.00000	24.71439	9.73703	0.27068	8.23319	1064.78810	12.17026	7.03888	53.78333	9.89275	10.90808	39.43739	9.11265	8.68000	-1.06667	6.85316
88.98751	44.97869	1.00000	10.02480	6.70050	0.28952	7.24715	1074.77462	7.86360	8.20473	26.9423	9.94802	8.13315	37.09641	7.32551	6.20059	68.11759	8.63890
76.46327	51.38434	1.00000	19.12329	6.07938	0.06394	8.59032	1104.86152	9.42315	7.94494	36.06523	8.08209	8.83515	46.53882	8.88834	8.47370	-119.01677	9.13223
82.68626	77.60310	1.00000	18.12331	8.57350	0.07143	8.06365	1159.82790	10.54055	9.01985	11.86064	8.38513	7.72010	43.09262	9.30779	10.36388	9.0027	10.63432
80.81104	49.07629	0.00000	18.42885	4.35553	0.73468	6.61538	1134.52342	7.30759	8.08695	34.63915	10.91412	6.86228	66.09023	9.13911	10.57179	-120.45794	10.09398
77.84220	52.24747	1.00000	35.49997	6.01178	0.14057	8.05989	1145.49980	7.78597	8.70160	48.86667	9.17828	7.03303	43.08676	4.92560	5.34254	2.08333	8.13692
75.92572	36.09335	1.00000	3.89210	9.28641	0.44650	9.40285	1185.73128	10.39109	9.94918	53.30972	10.39697	7.17619	44.92839	8.35538	10.10229	83.62389	8.80163
59.90179	44.46596	1.00000		8.55706	0.17541	8.30103	1089.73389	10.47442	9.38732	48	9.39502	7.11243	46.11567	10.78495	10.31325	-4.1	10.32659
88.10564	63.34868	0.00000	-3.70543	6.61408	0.02654	7.87997	1136.06306	9.43799	8.75148	48.79325	7.35709	6.79265	54.08229	9.28751	6.86191	2.29275	10.18810
75.18304	42.20317	0.00000	13.36796	9.51252	0.02870	8.19196	1076.89305	8.73475	7.65190	39.09112	3.45129	6.54899	80.54005	8.78411	6.70599	-94.41551	6.48700
68.69099	54.35430	1.00000	12.78733	8.74047	0.47830	9.67173	1081.52493	7.21510	7.44571	26.68451	10.47130	9.38396	24.79759	7.69565	8.51061	-80.66756	11.70949
66.62237	55.63121	0.00000	16.66240	9.82069	0.12017	7.64613	1142.66360	9.02876	6.66388	6.33444	9.00412	9.00639	45.89404	11.40572	6.41645	124.95278	8.86512
79.59752	58.20551	0.00000	13.56014	8.05303	0.02853	10.73129	1149.49767	9.21903	10.18392	9.82564	6.09426	8.30641	34.57186	8.31621	6.20889	78.25795	7.76905
57.74159	51.42111	1.00000	5.80302	6.16232	0.35314	10.00525	1124.49174	8.64817	10.66641	17.34769	10.13595	8.35984	41.05512	9.78581	11.50964	78.55757	10.98943
70.23402	49.90539	0.00000	26.58395	5.60559	0.02342	7.20179	1167.03817	8.79552	8.68767	7.06273	5.77245	7.49859	66.09958	6.59479	5.46881	-1.4001	9.71728
69.90629	75.57085	0.00000	1.66244	7.80723	0.02886	9.00303	1070.13279	10.30077	8.70926	37.95143	7.01008	7.32019	40.19963	9.29870	7.74430	-91.77127	5.69598
76.11462	63.33288	1.00000	14.17058	6.45233	0.02633	6.96189	1109.29254	10.86355	7.33106	14.62072	6.40627	8.26472	57.63553	8.62742	5.26948	74.83554	9.45409
66.48770	54.08160	0.00000	16.99354	6.15744	0.12883	8.98898	1070.63170	8.17326	8.39804	42.67164	8.97406	7.60566	46.12154	10.35632		14.01481	12.61937
66.77882	28.45766	1.00000	18.59150	8.92627	0.13038	8.71488	1153.01999	10.36960	9.20100	47.4943	8.97629	8.97814	45.83911	8.84164	8.36903	-122.24092	9.53473
62.88867	63.96629	1.00000	25.86527	6.01526	0.08837	7.91233	1101.98640	6.63832	8.15527	19.64745	8.61379	8.68590	73.42027	7.64065	4.81405	-102.04897	7.77205
70.72972	47.56332	1.00000	2.02980	7.37656	0.12525	7.68292	1058.53705	7.96588	7.99971	43.31667	9.00241	6.56517	36.45504	9.51712	10.11081	-2.68333	10.97809
67.84478	33.73129	0.00000	15.12545	9.84811	0.02846	8.14541	1180.90867	9.01658	9.40877	40.65538	3.55819	8.57243	66.50805	6.94858	5.95608	-74.38987	6.84332
71.98856	67.18887	0.00000	19.00904	11.67589	0.03609	6.39459	1110.04671	9.59346	7.82333	57.97472	6.67932	7.77689	55.77769	10.90366	9.08240	33.2525	8.32525
72.93844	74.09280	0.00000	2.73720	8.22361	0.09065	8.33174	1164.20467	9.27502	8.36434	51.40148	8.38031	7.04125	64.04471	11.12388	7.05557	-1.32471	7.54841
82.15088	58.93291	1.00000	18.81458	9.46809	0.92412	7.32253	1114.56171	9.22510	7.85741	35.50056	11.15071	7.93240	35.90158	10.99134	7.26115	117.63083	9.60480
82.71630	51.95707	1.00000	19.01618	8.43016	2.57984	7.12298	1161.31214	12.12388	9.42818	-3.14306	12.19065	7.43952	63.34289	9.96211	6.16538	-58.44417	6.53596
68.17008	40.19838	0.00000	-3.12291	10.54240	0.06678	8.56178	1163.49332	8.98534	8.49442	9.6531	8.11632	8.14830	39.08492	11.45241	6.88506	124.3697	8.65507
70.59630	51.58869	1.00000	14.02418	7.15936	0.05288	7.96317	1146.97698	4.93510	6.93674	25.80565	8.10754	6.80623	58.89434	6.60870	6.94075	68.49143	10.90453
79.69289	48.93034	1.00000	18.40083	6.10413	0.04316	6.74841	1080.46684	4.85790	7.92738	33.37526	7.02126	7.36025	44.27015	4.73178	5.70443	74.3092	9.27928
71.32430	45.74839	1.00000	22.23031	10.25189	0.07675	8.69644	1067.19027	11.24874	10.41729	18.42745	8.40042	9.95980	49.48558	8.55660	10.01554	-67.15407	
66.35382	58.65534	1.00000	14.39177	6.07251	1.18273	9.73040	1169.93609	10.80386	7.98989	-20.88231	11.40634	8.20852	54.96992	11.37465	9.88981	55.4504	9.84519
71.97634	52.22134	0.00000	-1.87896	9.34471	0.01607	10.16731	1083.48615	9.13787	7.42712	42.97086	5.41308	7.30406	47.57911	8.89249	5.27282	-82.42491	6.14367
54.53925	73.68719	0.00000	48.59985	11.83361	0.03351	8.54032	1050.23541	11.87879	8.67538	39.96097	6.98629	7.30916	50.37147	6.71495	7.85359	-75.60804	4.20262
54.26901	51.47633	1.00000		5.67308	1.89697	7.53965	1183.15504	7.00423	7.38670	51.168	11.87800	9.48431	59.93251	8.31056	8.40634	7.973	10.33737
71.17473	43.44497	1.00000	22.55378	5.03643	0.20317	8.18911	1172.05127	8.62074	7.30361	10.7375	9.58094	8.66634	65.53852	9.50462	8.68271	122.9666	8.56444
69.98181	44.04111	0.00000	16.75229	8.72798	0.04900	9.01280	1197.66955	8.63253	7.80846	10.61285	7.41675	9.45016	39.46331	10.31337	4.38591	12.19458	7.37643
86.21195	54.73576	0.00000	19.88919	7.23147	0.01875	10.38200	1157.98271	8.29607	7.99093	9.92787	3.79178	8.83306	39.75202	9.05270	6.33017	-84.13722	6.88224
73.17483	64.90366	1.00000	16.33253	7.37405	0.04643	8.62986	1063.25225	10.57012	10.52183	34.95303	7.29615	8.38306	30.85398	10.10401	6.91665	-120.43572	11.71275
79.74711	72.73250	1.00000	26.34413	3.91631	0.59439	8.60109	1103.55878	10.03639	7.53885	34.61667	10.70146	9.02556	62.28063	4.75547	4.93900	135.6	5.03155
71.29002	60.14455	0.00000	15.55959	11.87453	0.01390	8.12441	1066.57986	9.51110	8.61567	14.8361	2.61273	8.19518	31.06663	8.80789	9.37533	120.97844	6.31793
59.03645	34.49587	0.00000	8.15783	10.85184	0.01463	7.63843	1062.85390	8.37205	8.37846	50.88506	5.54619	8.34895	55.14729	7.79931	3.02918	4.07601	7.63268
70.30215	51.74071	0.00000	15.93027	7.91290	0.02108	7.34467	1169.34294	8.61826	7.54254	42	6.21642	8.51204	57.16421	7.31880	7.40659	21.32778	8.68770
76.65418	59.21721	0.00000	9.27195	12.79873	0.01227	8.20873	1116.10794	9.35915	6.57719	42.8334	4.44925	8.99381	43.84265	5.74207	6.63174	-80.38297	8.49104
85.10351	51.57382	0.00000	2.48292	5.93932	0.02581	8.50125	1114.57926	10.85170	8.47573	27.34089	7.11926	9.32672	46.99164	12.55433	5.30465	117.4831	9.58144
82.46872	77.74549	1.00000	14.89792	7.12011	0.06066	9.05873	1099.64812	9.67387	8.83717	8.62261	7.96074	4.82354	38.54084	10.73728	9.27684	-70.20749	10.56822
75.49887	49.48099	1.00000	21.23109	7.01436	0.26445	9.25321	1127.47060	9.06952	9.85740	15.46063	9.84621	6.58646	31.06809	10.58208	10.64502	99.89166	12.56945
67.57800	49.51233	0.00000	14.41454	7.55125	0.09199	8.00829	1066.25892	9.25758	8.16637	51.67822	8.61175	7.19709	41.13711	8.90501	6.07018	33.9162	8.42026
76.10980	36.22349	0.00000	37.46383	8.61590	0.01717	9.59867	1147.86561	7.98968	8.56730	51.03427	4.69134	8.35375	50.19608	9.83595	5.21544	5.37429	6.98546
72.74496	55.58946	0.00000	36.15093	10.00165	0.02178	9.61503	1063.74473	8.33715	8.07760	28.15112	6.46837	8.89314	43.97884	10.84405	4.73304	-82.46148	6.77969
74.73437	63.26250	1.00000	33.74136	10.10488	0.04056	9.28845	1097.40648	9.56757	7.07895	33.95015	7.38982	7.82430	50.52343	6.76631	8.48442	-118.03917	10.23925
67.29793	58.03557	0.00000	7.71508	8.95633	0.06099	9.25561	1123.88235	9.52648	9.07786	54.48147	7.92187	8.29991	22.85546	10.06990	7.04103	53.47103	7.10955
75.94728	60.59312	1.00000	4.76034	8.03259	0.19742	6.51515	1096.55814	8.80043	7.86144	51.39323	9.58250	10.46959	58.66453	7.52043	6.87821	0.47713	8.16838
71.16346	42.05179	1.00000	4.89262	5.62605	0.06509	10.27231	1080.72298	7.33019	8.88971	18.00747	8.07968	9.77852	40.87080	9.85162	10.71256	-76.78319	12.65630
69.05027	25.45241	1.00000	16.22731	7.11053	0.13891	8.67101	1102.75418	9.56157	8.25993	54.48147	9.08225	7.67650	41.15016	9.97251	9.58583	53.47103	9.40032
53.78993	57.26894	1.00000	39.85377	8.14620	1.98053	6.61372	1182.41496	9.25351	9.40363	15.45144	11.92099	7.90127	60.47032	11.15492	7.44783	78.14797	9.00189
79.64915	67.55817	0.00000	24.44814	11.12971	0.02886	9.23602	1153.61014	9.83187	6.94208	14.95472	5.61894	8.70929	42.80692	9.32820	7.57879	120.89694	6.65722
69.91155	51.34124	1.00000	17.64246	4.82436	0.47585	10.62597	1166.90208	9.66382	6.97451	47.4943	10.46471	9.64079	53.32089	10.98414	9.54321	-122.24092	9.81607
75.96825	65.18454	1.00000	10.86807	5.39705	0.75866	7.85393	1117.84672	8.69879	8.38014	-19.72806	10.93665	8.96552	51.50246	4.73380	6.69302	-50.19556	8.49346
65.31046	38.28700	1.00000	22.11756	8.95951	0.15623	8.75254	1087.31877	7.14896	7.51745	48.8449	9.32571	10.51015	44.97421	8.81956	6.47209	17.22635	10.47271
84.29847	25.13874	0.00000	15.83943	9.95191	0.02257	8.44073	1188.74513	7.53148	9.02884	53.7446	6.22796	9.57684	37.73188	11.49080	6.45949	-0.33525	9.70729
76.26734	51.30035	1.00000	9.09449	6.86815	0.12346	7.49851	1141.24356	10.98218	7.65310	20.74122	9.04111	8.27067	44.31059	11.31614	7.89517	-100.44843	10.65594
75.44576	43.32236	0.00000	13.07362	6.66450	0.01774	8.22619	1083.61831	9.16721	9.86660	48	6.32082	9.97763	57.99672	9.14776	5.28825	-4.1	8.35970
76.09959	76.25143	1.00000	3.34362	6.94425	0.17941	7.35571	1091.04107	9.01631	9.67476	41.6764	9.43708	8.65850	45.53637	7.20713	9.47553	-91.58045	8.71936
74.68931	44.47683	1.00000	10.51153	6.91434	0.67006	8.45272	1158.33724	7.99607	8.80518	53.5942	10.81501	8.52753	33.35195	7.52760	7.31895	25.8191	9.61967
72.86964	67.85306	0.00000	19.29683	8.13235	0.03106	8.58212	1189.79853	9.43489	9.19886	53.49389	6.47445	8.16358	55.33913	8.71224	7.29095	-1.29243	8.47833
78.41606	43.19069	1.00000	5.79012	8.44240	0.04914	9.70030	1195.24841	10.80410	7.94776	7.62789	7.70810	7.80069	34.52789	9.91505	7.13950	4.74161	8.31501
74.13357	73.40161	1.00000	9.34703	8.07564	0.25489	8.42658	1076.42405	9.58480	7.43046	20.88098	9.83610	8.04827	59.95468	9.86784	9.39207	75.11937	10.72954
63.42091	28.98427	0.00000	-1.07222	9.07465	0.43902	7.50685	1171.20082	10.63826	8.75723	45.39402	10.35623	8.60267	45.42813	13.31700	8.00793	9.29109	5.15519
63.15914	59.73898	1.00000	18.94416	6.48693	0.14572	7.73929	1193.62992	9.30653	8.30689	23.73333	9.15675	9.80412	59.78462	10.79249	10.04726	114.68333	10.26322
72.64805	31.91799	0.00000	28.75053	6.49953	0.05973	7.46321	1115.32299	10.19789	9.17047	54.84444	7.93732	7.73766	45.46315	12.82539	7.18901	38.16694	10.97852
71.82259	32.13495	0.00000	11.34618	6.91998	0.01996	9.04669	1141.60129	10.51342	8.52822	-2.13404	5.81797	7.77149	59.84178	8.68256	6.95785	-79.59415	9.77966
81.31578	78.87781	1.00000	19.32293	8.00380		10.00914	1151.03550	4.99588	7.71694	32.42067	9.80445	8.99362	72.29540	8.43753	8.09477	-104.22884	12.67979
87.19405	65.17817	0.00000	19.36353	6.84586	0.03036	8.03148	1050.16019	8.70214	9.76126	31.64615	6.94071	6.86008	52.64454	7.72756	7.68783	120.74221	10.66562
61.86875	23.97119	1.00000	27.27744	5.65865	0.35842	7.31426	1191.40467	10.02504	10.03966	40.93333	10.17179	6.30028	55.16104	9.65585	10.99044	73	10.53910
83.05631	90.16233	0.00000	-5.63224	7.07266	0.03119	9.33134	1140.53166	9.57653	8.25599	-8.43333	6.62935	7.89981	42.56683	9.49404	5.92266	114.33333	8.66201
84.81016	59.82503	0.00000	21.86044	8.37190	0.01964	9.65602	1053.06238	9.88381	10.33406	47.90771	6.47969	7.80786		8.60819	8.71021	106.88324	9.53394
82.95730	56.12213	1.00000	28.39898	8.91370	0.49604	9.41134	1125.26344	7.83848	7.04352	31.20176	10.50943	8.69412	49.35682	9.54652	6.58556	29.91582	10.61177
62.57023	30.95415	0.00000	16.90798	10.43110	0.03677	8.61218	1122.81338	10.24809	7.30028	-26.22861	7.30706	6.56446	32.95013	8.13898	6.12733	-52.67056	5.94654
73.68706	39.07426	1.00000	15.60511	7.23682	0.11301	8.82421	1071.88450	7.19172	7.93901	48.52961	8.92277	6.80166	63.22020	7.45399	6.55546	12.16179	8.61190
81.95426	48.80337	0.00000	14.24695	6.28772	0.23328	9.64661	1086.87263	8.58398	7.96873	43.71032	9.74589	7.95684	57.80928	10.50359	8.88588	-1.05366	13.06718
72.82012	57.53906	0.00000	12.54147	9.02878	0.03306	8.45954	1073.14216	8.96048	8.18249	34.95303	6.23854	7.35790	58.43003	8.36076	7.44128	-120.43572	7.34442
68.13530	62.78729	0.00000	19.23754	7.91550	0.21784	8.01674	1159.88807	8.36954	8.47416	47.4943	9.60168	10.73666	47.95208	10.25491	9.75734	-122.24092	12.18288
74.36306	39.95561	0.00000	25.17549	10.72002	0.07487	8.43263	1116.89170	10.36271	6.94187	24.41288	8.31714	7.37644	55.95898	9.76703	7.69931	76.56719	7.57557
79.54641	56.79018	1.00000	43.64696	8.55083	0.23321	9.05134	1154.95087	11.15429	8.04185	42.24113	9.67346	9.06484	53.37243	8.88213	9.86450	-88.3162	10.69845
78.10692	43.48371	1.00000	18.58265	5.63923	0.06388	7.88330	1150.01536	9.52607	9.22320	35.74788	7.93132	8.04037	56.50557	9.57145	7.12467	-95.36969	8.80926
76.54014	42.92446	0.00000	21.44527	6.05502	0.38792	8.47752	1052.85290	8.51873	10.00629	15.48131	10.25269	8.33291	62.85844	10.05342	9.27885	-86.57415	13.85228
79.40266	50.97586	1.00000	-2.59008	8.11548	0.21155	8.11349	1063.85874	7.73109	7.03007	34.25807	9.57961	8.22662	67.66965	7.32240	6.91604	-88.70464	9.70732
82.98594	55.55924	1.00000	16.29868	9.07199	0.52543	8.35194	1118.68506	11.62243	8.88041	30.76468	10.55951	9.50673	39.69293	11.24886	9.98623	74.12286	9.68790
69.42785	55.84574	1.00000	21.02359	6.72563	4.11633	7.42590	1100.72353	7.05715	8.27936	7.06273	12.65665	7.37081	51.36890	10.55938	8.30233	-1.4001	11.44565
60.65451	55.49351	1.00000	-14.52686	6.93257	0.67820	8.62738	1074.23771	5.93258	8.02554	-1.26424	10.83292	8.34519	51.22951	7.44187	8.09177	104.09701	12.15908
73.80630	29.70596	0.00000	12.08333	10.48528	0.32025	7.62443	1192.71548	10.33266	8.62051	53.69786	10.03855	8.10600	42.51142	11.43601	6.71760	-2.68758	
68.97196	68.88391	0.00000	1.30735	7.10225	0.02862	8.20657	1073.81769	9.91902	8.37563	54.48147	6.89197	8.08691	49.71578	9.65041	5.42409	53.47103	7.51029
70.65297	39.64851	1.00000	31.80687	8.75346	3.25718	9.50666	1160.66487	12.63063	7.28825	28.15112	12.42484	7.89417	46.44938	10.45551	10.45614	-82.46148	8.16767
68.69134	43.15658	0.00000	0.68905	7.72858	0.14730	8.55511	1122.67431	10.14801	8.04894	44.27804	9.19932	8.58187	45.49580	10.31819	9.74794	-88.27205	9.62048
66.88491	13.63639	0.00000	38.81992	11.78328	0.02909	8.90465	1197.56333	9.98869	9.78065	51.65333	2.73987	7.31709	42.05325	7.33563	9.38807	5.2875	6.44823
79.53730	45.57721	1.00000	15.78126	6.29311	0.04167	7.73458	1080.92006	8.69274	9.01296	50.09019	7.25924	7.79174	50.54554	9.77777	10.10756	8.4493	11.60518
81.06558	41.24471	0.00000	16.69902	8.74210	0.04681	8.41494	1130.34559	9.69300	8.39020	10.66668	7.73396	7.80950	46.76371	11.28370	6.69421	-61.51889	6.68173
73.35782	48.66571	1.00000	8.54699	9.87887	0.11519	9.54380	1093.52027	7.04901	9.46446	12.1277	8.76426	7.93704	32.87875	6.86165	7.52419	78.15794	11.59216
66.56239	70.70699	1.00000	28.55030	7.16145	0.05367	8.94168	1151.96561	3.25364	6.88414	9.3337	7.58664	8.85131	72.84187	4.93798	8.14006	122.8637	12.89740
73.57633	67.70097	0.00000	6.35286	7.65379	0.01961	11.48790	1080.78234	9.23825	9.04082	45.49428	5.86382	9.17889	59.73783	8.48940	6.04253	-122.86705	7.76501
79.50104	46.65368	0.00000	15.34120	10.58588	0.10498	9.57973	1149.35746	9.02663	8.94257	6.45407	8.80063	8.22621	38.45165	10.99295	6.13978	3.39467	8.12649
73.83580	38.36114	0.00000	17.57069	11.08235	0.02569	8.71755	1117.65738	9.91216	8.18238	4.2475	6.50862	8.81680	48.75875	8.30773	5.79587	9.00472	6.49445
73.27741	44.66580	1.00000	12.68446	8.69634	0.51094	8.80948	1101.23209	11.19984	7.67904	32.55531	10.53424	7.50650	47.25959	9.59209	9.62902	76.12647	8.66519
64.02993	49.06503	0.00000	11.78731	8.56251	0.39621	9.33020	1130.50555	10.82287	6.98880	32.54278	10.26233	6.15821	44.89099	12.47328	8.40968	111.50861	6.65540
79.23463	30.37134	1.00000	11.37679	9.22150	0.06493	6.87297	1132.20007	6.93529	8.12417	51.08468	8.12239	9.24733	54.59683	8.00008	6.60937	7.11393	9.90563
70.69788	37.71177	1.00000	13.17689	5.82762	0.62069	8.64002	1092.31305	7.46805	8.91963	-17.73648	10.74846	9.28219	45.94739	7.22218	8.28002	168.31366	8.92968
64.15812	33.76573	1.00000	15.50400	7.35470	0.16697	9.27287	1180.80699	7.72375	8.15238	51.26	9.34220	8.73353	36.77718	7.14018	7.13271	-2.1875	8.69016
