latitude	revision	location	QoS	longitude	station
-14.66463	12 Apr 2018	America/Cuiaba	average	-52.35558	Nova Xavantina
33.78333	2021/08/21	Asia/Shanghai	accep	114.51667	Wacheng
32.50611	2017/10/12	Asia/Shanghai	good	120.14278	Jiangyan
43.96222	08/02/2014, 00:00:00	Europe/Moscow	good	43.63417	Novopavlovsk
49.68369	2014-12-20	Europe/Berlin	good	8.61839	Bensheim
21.46527	2014/08/01	Asia/Kolkata	accep	83.97573	Sambalpur
51.21187	2015-09-07	Europe/Brussels	excellent	4.25633	Beveren
41.24264	2015/01/09	Europe/Rome	maintenance	16.50104	Bisceglie
10.22677	11/12/2021, 00:00:00	America/Caracas	average	-67.33122	La Victoria
-32.45242	09 Nov 2020	America/Santiago	average	-71.23106	La Ligua
28.15112	2017-10-05	America/New_York	accep	-82.46148	Lutz
2.2139	06/23/2020, 00:00:00	Asia/Kuala_Lumpur	good	102.3278	Kampung Ayer Molek
40.5576	02/16/2017, 00:00:00	America/New_York	average	-74.28459	Woodbridge
51.95838	01/02/2021, 00:00:00	Europe/Amsterdam	accep	4.47124	Schiebroek
22.49396	30 Nov 2018	America/Mazatlan	excellent	-105.36369	Acaponeta
51.78771	12/08/2016, 00:00:00	Asia/Yekaterinburg	building	56.36091	Saraktash
20.88098	2016/10/27	Asia/Kolkata	maintenance	75.11937	Parola
25.80565	2017/10/27	Asia/Karachi	good	68.49143	Bhit Shah
53.59782	2013/06/02	Europe/Moscow	excellent	34.33825	Dyat’kovo
48.79325	04/24/2021, 00:00:00	Europe/Paris	accep	2.29275	Fontenay-aux-Roses
53.53333	2014/11/16	Europe/Dublin	maintenance	-7.35	An Muileann gCearr
22.19303	26 Oct 2015	Asia/Kolkata	good	88.18466	Diamond Harbour
46.1351	03/19/2013, 00:00:00	America/Glace_Bay	average	-60.1831	Sydney
35.89972	2017/01/13	Europe/Malta	accep	14.51472	Valletta
30.75545	2018/11/30	Africa/Tripoli	maintenance	20.22625	Ajdabiya
-0.71667	2020-09-18	America/Belem	good	-48.52333	Soure
40.64621	2019/06/10	America/New_York	accep	-73.97069	Kensington
18.51957	04/17/2013, 00:00:00	Asia/Kolkata	excellent	73.85535	Pune
47.4943	12 Jan 2018	America/Los_Angeles	accep	-122.24092	Bryn Mawr-Skyway
6.15038	2016/12/20	Africa/Lagos	accep	6.83042	Nkpor
39.12074	2017/05/11	Europe/Istanbul	building	27.18052	Bergama
-21.44345	2012-12-20	America/La_Paz	excellent	-65.71875	Tupiza
44.89784	03 Apr 2022	Europe/Rome	average	8.86374	Tortona
14.62578	2015-11-14	Asia/Manila	building	121.12251	Antipolo
51.08468	2019-10-26	Europe/Berlin	average	7.11393	Burscheid
40.53123	2018-05-02	Europe/Rome	accep	17.58522	Francavilla Fontana
39.43534	20 Nov 2016	America/New_York	excellent	-84.20299	Lebanon
11.00599	03/18/2017, 00:00:00	Asia/Kolkata	excellent	77.5609	Kangayam
43.32393	2013-05-04	Europe/Paris	average	5.4584	Les Olives
36.92574	12 Dec 2019	Europe/Rome	excellent	14.72443	Ragusa
34.77453	03 Jul 2016	America/Chicago	average	-96.67834	Ada
45.47885	29 Jun 2019	Asia/Vladivostok	good	133.42825	Lesozavodsk
-31.95224	2013/01/21	Australia/Perth	excellent	115.8614	Perth
-10.91111	02/16/2016, 00:00:00	America/Maceio	building	-37.07167	Aracaju
4.73245	2021/05/24	America/Bogota	excellent	-74.26419	Madrid
9.57046	12/06/2018, 00:00:00	Asia/Kolkata	good	76.32756	Kalavoor
-2.13404	01/16/2018, 00:00:00	America/Guayaquil	excellent	-79.59415	Milagro
49.41029	2022-07-28	Europe/Zaporozhye	accep	38.15035	Svatove
43.78956	08/02/2017, 00:00:00	Europe/Rome	good	7.60872	Ventimiglia
50.8	2019/01/19	Europe/Brussels	average	3.16667	Wevelgem
60.18427	06/15/2016, 00:00:00	Europe/Helsinki	good	24.95034	Kallio
44.73941	13 Mar 2022	America/Chicago	average	-93.12577	Rosemount
22.10194	2021-07-22	Asia/Kolkata	excellent	85.37752	Barbil
34.86472	2016/04/19	Asia/Shanghai	good	117.55417	Zaozhuang
45.69558	2017/12/08	Europe/Paris	accep	4.7934	Saint-Genis-Laval
36.20829	2022/03/03	America/Los_Angeles	accep	-115.98391	Pahrump
-22.53722	01/23/2019, 00:00:00	America/Sao_Paulo	good	-42.98194	Guapimirim
50.79205	2013/11/23	Europe/London	maitennce	-1.08593	Southsea
24.05979	02 Jul 2016	Asia/Kolkata	accep	77.40858	Leteri
-19.72806	06/12/2014, 00:00:00	America/Sao_Paulo	accep	-50.19556	Iturama
-19.65	24 Nov 2017	Indian/Antananarivo	accep	47.31667	Antanifotsy
31.28092	01/15/2015, 00:00:00	Asia/Kolkata	good	74.85849	Patti
47.4943	09 Feb 2021	America/Los_Angeles	maintenance	-122.24092	Bryn Mawr-Skyway
48.49144	20 May 2020	Europe/Berlin	average	9.20427	Reutlingen
40.87329	2013-11-11	Europe/Rome	average	14.43865	Somma Vesuviana
36	26 Jun 2014	Asia/Tokyo	good	139.55722	Okegawa
41.63976	2022-03-15	Europe/Madrid	good	2.35739	Cardedeu
13.56667	18 Oct 2012	Africa/Banjul	accep	-15.6	Farafenni
6.8485	21 Oct 2020	Africa/Lagos	accep	3.64633	Shagamu
38.58894	2014-08-19	America/Chicago	good	-89.99038	Fairview Heights
42.67164	2015/12/31	Europe/Rome	average	14.01481	Roseto degli Abruzzi
46.32374	09/25/2014, 00:00:00	America/Los_Angeles	maintenance	-120.00865	Sunnyside
-3.74912	08/15/2018, 00:00:00	America/Lima	excellent	-73.25383	Iquitos
41.77583	04 Dec 2019	Asia/Tokyo	average	140.73667	Hakodate
39.22493	25 Jan 2017	Europe/Istanbul	excellent	42.85693	Patnos
12.25282	11/23/2018, 00:00:00	Asia/Kolkata	excellent	79.41727	Gingee
32.55531	2018/05/04	Asia/Kolkata	accep	76.12647	Chamba
12.04161	12/21/2015, 00:00:00	Asia/Kolkata	excellent	75.35927	Talipparamba
10.58806	2014-11-18	Asia/Kolkata	maintenance	77.24779	Udumalaippettai
37.08819	04/03/2014, 00:00:00	Europe/Lisbon	accep	-8.2503	Albufeira
37.51803	19 Jul 2017	Europe/Rome	average	15.00913	Misterbianco
38.07789	2013-12-04	Europe/Rome	good	13.44275	Villabate
43.71032	03 Jan 2013	Europe/Paris	excellent	-1.05366	Dax
-20.87306	2021-11-18	America/Sao_Paulo	excellent	-48.29694	Viradouro
34.31	06/29/2022, 00:00:00	Africa/Casablanca	acceptable	-2.16	Jerada
28.15112	2018-04-02	America/New_York	excellent	-82.46148	Lutz
24.41288	29 Apr 2015	Asia/Kolkata	excellent	76.56719	Aklera
14.62578	2013/07/10	Asia/Manila	excellent	121.12251	Antipolo
48.46458	2020-02-01	Europe/Berlin	accep	9.22796	Pfullingen
-15.21194	2021/02/26	America/Lima	maintenance	-75.11028	Minas de Marcona
-26.22861	19 Oct 2015	America/Sao_Paulo	excellent	-52.67056	Pato Branco
45.40008	12/03/2021, 00:00:00	America/Toronto	good	-73.58248	Sainte-Catherine
-25.54073	12 Jan 2016	Australia/Brisbane	good	152.70493	Maryborough
46.67535	2021-08-05	Europe/Paris	accep	5.55575	Lons-le-Saunier
52.31333	16 Aug 2022	Europe/Amsterdam	building	6.92917	Oldenzaal
37.95143	17 May 2020	America/Chicago	accep	-91.77127	Rolla
0.03813	05/15/2022, 00:00:00	Africa/Nairobi	good	36.36339	Nyahururu
46.75451	13 Aug 2018	Europe/Kiev	accep	33.34864	Nova Kakhovka
-15.675	29 Aug 2018	America/Bahia	average	-38.94722	Canavieiras
53.7446	2018/05/11	Europe/London	accep	-0.33525	Kingston upon Hull
41.91886	2019/09/04	Europe/Paris	average	8.73812	Ajaccio
40.67705	2013/05/31	America/New_York	building	-73.89125	Cypress Hills
6.46346	11/11/2012, 00:00:00	Africa/Accra	accep	-2.31938	Bibiani
55.8736	12/30/2019, 00:00:00	Asia/Novokuznetsk	average	85.4265	Yashkino
10.58806	17 Oct 2013	Asia/Kolkata	excellent	77.24779	Udumalaippettai
34.8825	2022/07/10	Asia/Seoul	maintenance	128.62667	Sinhyeon
54.52156	2015-09-29	Europe/Berlin	accep	9.5586	Schleswig
53.30972	2019-08-20	Asia/Barnaul	accep	83.62389	Novosilikatnyy
-32.45242	2018/05/02	America/Santiago	acceptable	-71.23106	La Ligua
52.14	06/27/2022, 00:00:00	Europe/Amsterdam	good	5.58472	Barneveld
36.91023	07/01/2013, 00:00:00	America/Los_Angeles	maintenance	-121.75689	Watsonville
51.35084	29 Jul 2020	Europe/London	excellent	-1.99421	Devizes
14.66	2018/04/11	Asia/Manila	excellent	120.56528	Pilar
36.06386	2016-01-10	Africa/Algiers	average	4.62744	El Achir
-4.26613	06/16/2021, 00:00:00	Africa/Brazzaville	average	15.28318	Brazzaville
40.5576	2020/02/23	America/New_York	maintenance	-74.28459	Woodbridge
47.80527	03/29/2021, 00:00:00	America/Los_Angeles	average	-122.24064	Bothell West
9.3337	09/08/2016, 00:00:00	Asia/Manila	building	122.8637	Santa Catalina
52.21099	2013-08-31	Europe/Berlin	excellent	7.02238	Gronau
-26.22861	2020-07-13	America/Sao_Paulo	accep	-52.67056	Pato Branco
19.64745	2020-02-18	America/Mexico_City	excellent	-102.04897	Paracho de Verduzco
55.85	12/16/2018, 00:00:00	Europe/Moscow	maintenance	37.56667	Likhobory
39.72943	12 Oct 2020	America/Denver	good	-104.83192	Aurora
-33.59217	2020/09/28	America/Santiago	good	-70.6996	San Bernardo
36.65	12/02/2019, 00:00:00	Asia/Tokyo	good	138.31667	Suzaka
-34.74785	27 Dec 2016	America/Argentina/Buenos_Aires	good	-58.70072	Pontevedra
23.15678	29 Jun 2020	America/Havana	average	-81.24441	Varadero
36.20389	2021-08-07	Asia/Seoul	excellent	127.08472	Nonsan
51.12794	25 Oct 2014	Europe/Brussels	accep	4.21372	Temse
54.39304	2020-09-02	Europe/Moscow	maintenance	53.26023	Bavly
38.72706	2018/12/27	Europe/Lisbon	excellent	-9.24671	Carnaxide
9.58126	07/15/2021, 00:00:00	Africa/Lagos	average	8.2926	Kafanchan
49.28669	16 Feb 2020	Europe/Paris	average	1.00288	Elbeuf
38.91817	06/03/2019, 00:00:00	America/New_York	good	-78.19444	Front Royal
35.64889	2019-02-24	Asia/Shanghai	good	117.27583	Sishui
49.5099	2018/04/05	Europe/Berlin	acceptable	6.74549	Losheim
11.86064	2015/12/12	Africa/Lagos	maintenance	9.0027	Gaya
26.67319	2018-07-10	Africa/Cairo	excellent	31.4976	Juhaynah
24.28859	2015-07-17	Asia/Shanghai	maintenance	116.11768	Meizhou
40.2737	2022/03/12	America/New_York	accep	-76.88442	Harrisburg
59.33333	28 Jun 2019	Europe/Stockholm	maintenance	18.28333	Boo
34.14251	2020-05-27	America/Los_Angeles	average	-118.25508	Glendale
22.4711	12 Oct 2013	Asia/Kolkata	good	88.1453	Pujali
42.64031	05/30/2022, 00:00:00	Asia/Shanghai	building	125.51176	Dongfeng
-22.57306	2016/12/29	America/Sao_Paulo	excellent	-47.1725	Artur Nogueira
26.2649	07/21/2021, 00:00:00	Asia/Kolkata	average	81.54855	Jais
-20.88231	12/23/2021, 00:00:00	Indian/Reunion	building	55.4504	Saint-Denis
39.09112	06 Nov 2018	America/Chicago	excellent	-94.41551	Independence
-14.66463	2018/06/03	America/Cuiaba	average	-52.35558	Nova Xavantina
29.38242	2019-08-04	Asia/Karachi	maintenance	70.91106	Alipur
-19.32556	07 May 2022	America/Sao_Paulo	building	-41.25528	Resplendor
44.92801	2020-02-15	Europe/Paris	accep	4.8951	Valence
43.67681	2014/10/25	Europe/Paris	accep	4.63031	Arles
24.41288	30 Jul 2020	Asia/Kolkata	good	76.56719	Aklera
51.35084	02 Jul 2015	Europe/London	good	-1.99421	Devizes
50.82709	01/31/2017, 00:00:00	Europe/Berlin	building	6.9747	Wesseling
43.71032	2014/08/22	Europe/Paris	maintenance	-1.05366	Dax
30.75545	27 Oct 2020	Africa/Tripoli	building	20.22625	Ajdabiya
3.11988	2022/06/19	Africa/Nairobi	good	35.59642	Lodwar
30.21121	13 Feb 2020	Asia/Kolkata	excellent	74.4818	Malaut
48.28259	21 Jun 2018	Europe/Berlin	excellent	9.72749	Ehingen
40.65995	02/27/2021, 00:00:00	America/Denver	maintenance	-111.99633	Kearns
52.71083	2019/05/14	Europe/Amsterdam	building	5.74861	Emmeloord
-38.16604	12/04/2020, 00:00:00	Australia/Melbourne	building	145.13643	Frankston South
26.91756	01/18/2017, 00:00:00	America/New_York	average	-82.07842	Punta Gorda Isles
20.88953	2013/05/27	Pacific/Honolulu	maintenance	-156.47432	Kahului
15.46063	2017/05/08	Asia/Bangkok	good	99.89166	Thap Than
16.06213	12/09/2012, 00:00:00	Asia/Kolkata	maintenance	76.0586	Hungund
-8.43333	13 Nov 2017	Asia/Jakarta	good	114.33333	Muncar
32.57756	2015-06-21	Asia/Karachi	average	71.52847	Mianwali
33.54428	2017/09/12	America/New_York	accep	-84.23381	Stockbridge
1.6561	05/12/2016, 00:00:00	Asia/Kuala_Lumpur	good	103.6032	Kulai
41.24255	2019/03/31	America/New_York	accep	-82.61573	Norwalk
53.6052	29 Jan 2019	Europe/Berlin	accep	10.03988	Barmbek-Nord
51.88333	24 Apr 2019	Europe/Berlin	building	8.51667	Verl
9.82564	06 Aug 2017	Asia/Kolkata	excellent	78.25795	Tiruppuvanam
48.07667	2013/04/01	Europe/Berlin	excellent	8.64409	Trossingen
52.4089	11/24/2013, 00:00:00	Europe/Minsk	accep	31.3237	Dobrush
23.73333	08/02/2017, 00:00:00	Asia/Shanghai	average	114.68333	Heyuan
48	2016-10-26	Europe/Paris	excellent	-4.1	Quimper
37.19723	05 Nov 2020	Asia/Shanghai	good	122.05228	Tianfu
51.42708	2016-01-01	Europe/London	excellent	-0.91979	Lower Earley
34.63915	2012/11/13	America/Los_Angeles	maintenance	-120.45794	Lompoc
50.82882	01/18/2018, 00:00:00	Europe/London	average	-0.32247	Lancing
18.03496	2020-10-22	America/Puerto_Rico	average	-66.8499	Yauco
5.6561	10/04/2012, 00:00:00	America/Bogota	good	-75.87877	Andes
53.53041	07 Jul 2014	Europe/Moscow	accep	43.67663	Nizhniy Lomov
6.15038	2018-03-19	Africa/Lagos	accep	6.83042	Nkpor
18.03496	2012-11-20	America/Puerto_Rico	average	-66.8499	Yauco
-44.39672	11/07/2019, 00:00:00	Pacific/Auckland	excellent	171.25364	Timaru
36.21544	2020-11-23	Asia/Kabul	excellent	65.93249	Sar-e Pul
37.05944	08/23/2020, 00:00:00	Europe/Istanbul	accep	37.3825	Gaziantep
40.2737	12/17/2021, 00:00:00	America/New_York	excellent	-76.88442	Harrisburg
-3.20333	03/24/2013, 00:00:00	America/Santarem	accep	-52.20639	Altamira
50.64336	2017/03/13	Europe/Berlin	average	7.2278	Bad Honnef
41.20485	13 Jan 2018	Europe/Lisbon	excellent	-8.33147	Paredes
19.8173	10 Jul 2016	America/Mexico_City	building	-97.35992	Teziutlan
40.67705	05 Sep 2021	America/New_York	good	-73.89125	Cypress Hills
13.48082	2013-02-15	America/Managua	maintenance	-86.58208	Somoto
15.45144	2014-04-27	Asia/Kolkata	accep	78.14797	Betamcherla
44.73941	2013-11-27	America/Chicago	good	-93.12577	Rosemount
46.08333	2017/02/12	Asia/Shanghai	maintenance	122.08333	Ulanhot
57.97472	12/22/2013, 00:00:00	Europe/Moscow	good	33.2525	Valday
38.10558	2017-07-06	Europe/Madrid	accep	-1.86343	Caravaca
11.93381	2016/10/08	Asia/Kolkata	good	79.82979	Puducherry
34.25628	2018/01/07	America/New_York	excellent	-78.04471	Leland
48.79325	2016-08-18	Europe/Paris	accep	2.29275	Fontenay-aux-Roses
54.48147	2014-01-06	Asia/Yekaterinburg	accep	53.47103	Oktyabr’skiy
34.09668	02 Mar 2021	America/Los_Angeles	good	-117.71978	Claremont
10.15031	2020-07-24	America/Bogota	average	-73.9614	El Copey
34.65918	2021-07-25	Asia/Shanghai	accep	109.22921	Yanliang
20.88953	2014-04-28	Pacific/Honolulu	excellent	-156.47432	Kahului
53.14657	2014-01-09	Asia/Vladivostok	maintenance	140.72287	Nikolayevsk-on-Amure
52.59319	2016/09/03	Europe/Berlin	excellent	13.32127	Wittenau
47.56494	05 Mar 2020	Europe/Kiev	accep	31.33078	Voznesensk
41.8542	2015-04-02	America/Chicago	average	-87.66561	Lower West Side
17.06542	12 Aug 2020	America/Mexico_City	average	-96.72365	Oaxaca
50.5107	2017-09-02	Europe/Warsaw	accep	18.30056	Strzelce Opolskie
36.27462	2021-03-05	Africa/Algiers	good	4.85668	Bordj Zemoura
41.91886	2018/06/04	Europe/Paris	excellent	8.73812	Ajaccio
55.62047	2015/08/26	Europe/Moscow	maintenance	37.49338	Tyoply Stan
-34.28853	26 Feb 2020	Australia/Sydney	good	146.05093	Griffith
-25.42944	2015/08/24	America/Sao_Paulo	excellent	-50.00639	Palmeira
6.03333	19 May 2021	Africa/Addis_Ababa	accep	37.55	Arba Minch
41.24255	2021/04/20	America/New_York	excellent	-82.61573	Norwalk
50.76306	06/09/2022, 00:00:00	Europe/London	good	-1.29772	Cowes
51.168	16 Sep 2017	Europe/Berlin	excellent	7.973	Finnentrop
6.9909	08/12/2021, 00:00:00	Asia/Colombo	excellent	79.883	Hendala
28.54944	2015/02/22	America/New_York	excellent	-81.77285	Clermont
44.35056	2020-06-03	Asia/Tokyo	excellent	142.45778	Nayoro
7.83389	25 Feb 2015	America/Bogota	excellent	-72.47417	Villa del Rosario
45.43341	2019/11/03	America/Toronto	excellent	-73.86586	Beaconsfield
-17.73648	08 Nov 2021	Pacific/Efate	good	168.31366	Port-Vila
40.93333	08/22/2022, 00:00:00	Asia/Bishkek	maintenance	73	Jalal-Abad
20.74122	2013/02/08	America/Mexico_City	average	-100.44843	Santa Rosa Jauregui
11.86064	2017/07/26	Africa/Lagos	excellent	9.0027	Gaya
18.42745	2020/05/03	America/Puerto_Rico	good	-67.15407	Aguadilla
48.8222	2016-12-11	Europe/Paris	maintenance	2.12213	Le Chesnay
45.9836	21 Oct 2016	Europe/Rome	average	12.70038	Cordenons
53.00974	04/03/2016, 00:00:00	Europe/London	average	-3.05814	Rhosllanerchrugog
43.1122	2017/11/01	Europe/Rome	excellent	12.38878	Perugia
61.72744	2022-07-11	Europe/Stockholm	building	17.10558	Hudiksvall
55.38752	21 Feb 2014	Europe/Moscow	average	36.73307	Naro-Fominsk
32.61603	05/06/2014, 00:00:00	Asia/Baghdad	building	44.02488	Karbala
41.27194	2017-06-16	Asia/Shanghai	good	123.17306	Liaoyang
31.96258	03 Aug 2013	Asia/Karachi	accep	73.97117	Naushahra Virkan
41.77583	2015/03/02	Asia/Tokyo	building	140.73667	Hakodate
45.53929	18 Jun 2022	America/Los_Angeles	average	-122.38731	Troutdale
30.35028	2016/02/07	Asia/Shanghai	excellent	112.19028	Jingzhou
40.65538	01/24/2014, 00:00:00	America/New_York	accep	-74.38987	Scotch Plains
35.82756	07/03/2018, 00:00:00	Asia/Tokyo	accep	137.95378	Ina
49.28669	04/15/2018, 00:00:00	Europe/Paris	good	1.00288	Elbeuf
50.20528	09 May 2013	Europe/Warsaw	excellent	19.27498	Jaworzno
51.84819	11/11/2021, 00:00:00	Europe/London	accep	1.26738	Walton-on-the-Naze
44.31771	2020-08-05	Europe/Rome	accep	9.32241	Chiavari
48.52961	2014-05-03	Europe/Berlin	good	12.16179	Landshut
-2.68333	29 Jul 2013	Africa/Dar_es_Salaam	good	33	Usagara
33.41012	2015-10-28	America/Chicago	average	-91.06177	Greenville
14.95472	2016/06/04	Asia/Manila	average	120.89694	Baliuag
43.31667	2017/02/01	Europe/Madrid	building	-2.68333	Gernika-Lumo
48.73218	2017-12-27	Europe/Berlin	good	11.18709	Neuburg an der Donau
37.30553	21 Jul 2020	Asia/Shanghai	average	120.82747	Zhuangyuan
58.1908	03/10/2016, 00:00:00	Europe/Moscow	excellent	40.17171	Danilov
9.6531	2015/10/23	Asia/Manila	good	124.3697	Jagna
34.95303	2013/07/27	America/Los_Angeles	average	-120.43572	Santa Maria
41.94175	2021/05/30	Asia/Shanghai	accep	123.50266	Hushitai
55.64776	12/22/2019, 00:00:00	Europe/Moscow	accep	38.02486	Malakhovka
55.39485	2013-11-13	Europe/Moscow	average	43.83992	Arzamas
33.95015	2013/12/10	America/Los_Angeles	accep	-118.03917	South Whittier
48.86667	10/19/2018, 00:00:00	Europe/Paris	maintenance	2.08333	Marly-le-Roi
56.85836	22 Apr 2022	Europe/Moscow	maintenance	35.90057	Tver
45.9836	03/16/2021, 00:00:00	Europe/Rome	average	12.70038	Cordenons
48.35149	01 Aug 2013	Europe/Berlin	maintenance	8.96317	Hechingen
41.54566	2020-10-22	America/New_York	good	-71.29144	Middletown
21.28306	20 May 2019	America/Merida	excellent	-89.66123	Progreso
26.91756	2014-06-01	America/New_York	average	-82.07842	Punta Gorda Isles
53.49389	2013/10/06	Europe/London	excellent	-1.29243	Mexborough
39.08367	2019-12-08	America/New_York	accep	-84.50855	Covington
36.24624	09/05/2017, 00:00:00	Asia/Tokyo	average	139.07204	Fujioka
-22.53722	02/11/2016, 00:00:00	America/Sao_Paulo	good	-42.98194	Guapimirim
18.18158	30 Jul 2021	Asia/Kolkata	maintenance	76.03889	Osmanabad
18.42745	26 Sep 2019	America/Puerto_Rico	average	-67.15407	Aguadilla
25.92127	2014/04/24	Asia/Kolkata	average	86.79271	Madhipura
28.92694	2020/10/09	Asia/Kolkata	good	78.23456	Bachhraon
51.08468	09/13/2017, 00:00:00	Europe/Berlin	excellent	7.11393	Burscheid
30.76468	2013/12/04	Asia/Karachi	average	74.12286	Kanganpur
11.86064	19 May 2021	Africa/Lagos	building	9.0027	Gaya
54.48147	08/19/2022, 00:00:00	Asia/Yekaterinburg	excellent	53.47103	Oktyabr’skiy
37.31065	21 Sep 2015	Europe/Rome	accep	13.57661	Agrigento
35.50056	2018-06-15	Asia/Shanghai	good	117.63083	Pingyi
32.54278	09 Jan 2019	Asia/Shanghai	average	111.50861	Danjiangkou
44.73941	2014-01-08	America/Chicago	excellent	-93.12577	Rosemount
38.68712	03/17/2020, 00:00:00	Europe/Madrid	accep	-4.10734	Puertollano
54.48147	2017/08/20	Asia/Yekaterinburg	accep	53.47103	Oktyabr’skiy
10.7375	16 Nov 2019	Asia/Manila	good	122.9666	Talisay
37.05944	12/23/2013, 00:00:00	Europe/Istanbul	average	37.3825	Gaziantep
31.92923	2014/02/13	Asia/Jerusalem	accep	34.86563	Ramla
26.2649	2018/03/26	Asia/Kolkata	good	81.54855	Jais
35.6803	16 Jan 2013	Asia/Tehran	average	51.0193	Shahre Jadide Andisheh
32.05971	10/12/2015, 00:00:00	Asia/Jerusalem	maintenance	34.8732	Ganei Tikva
47.38093	03/27/2022, 00:00:00	America/Los_Angeles	good	-122.23484	Kent
23.18	05/01/2020, 00:00:00	Asia/Kolkata	average	88.58	Aistala
43.31667	10 Apr 2020	Europe/Madrid	building	-2.68333	Gernika-Lumo
-6.8	2013-07-23	Africa/Dar_es_Salaam	maintenance	39.25	Magomeni
59.33333	2019-10-23	Europe/Stockholm	building	18.28333	Boo
34.63915	2020-07-10	America/Los_Angeles	good	-120.45794	Lompoc
40.72371	2014-06-27	America/New_York	excellent	-73.95097	Greenpoint
33.37526	2019/02/24	Asia/Kolkata	accep	74.3092	Rajaori
60.97944	08 Jul 2016	Asia/Yekaterinburg	accep	76.92421	Izluchinsk
52.47774	2019-10-23	Europe/Berlin	excellent	10.5511	Gifhorn
40.65538	2019-12-15	America/New_York	excellent	-74.38987	Scotch Plains
52.86147	19 Nov 2014	Europe/Berlin	building	9.5926	Walsrode
12.95629	16 Aug 2015	Asia/Kolkata	accep	78.27539	Robertsonpet
36.02506	01 Mar 2019	America/Chicago	excellent	-86.77917	Brentwood Estates
32.57756	01/21/2020, 00:00:00	Asia/Karachi	excellent	71.52847	Mianwali
48.90982	2014/01/14	Europe/Paris	accep	2.45012	Bobigny
6.45407	16 Oct 2014	Africa/Lagos	average	3.39467	Lagos
50.88506	2013-04-25	Europe/Brussels	average	4.07601	Denderleeuw
50.64336	11/10/2019, 00:00:00	Europe/Berlin	excellent	7.2278	Bad Honnef
50.82882	2021/02/09	Europe/London	accep	-0.32247	Lancing
14.62578	2018/12/14	Asia/Manila	average	121.12251	Antipolo
35.21222	2022/07/01	Africa/Algiers	maintenance	2.31889	Ksar Chellala
5.4709	04/04/2014, 00:00:00	Asia/Kuala_Lumpur	accep	100.24529	Batu Feringgi
-31.95224	2022/04/30	Australia/Perth	average	115.8614	Perth
35.85	22 Dec 2019	Asia/Shanghai	average	117.7	Dongdu
33.35283	2018-09-19	America/Phoenix	accep	-111.78903	Gilbert
15.48131	2014/09/12	America/Tegucigalpa	average	-86.57415	Olanchito
51.78771	24 Nov 2017	Asia/Yekaterinburg	maintenance	56.36091	Saraktash
60.2052	11 Aug 2017	Europe/Helsinki	good	24.6522	Espoo
44.43579	01/06/2014, 00:00:00	Europe/Bucharest	average	26.01649	Sector 6
47.83333	16 Feb 2016	Asia/Aqtobe	accep	59.6	Shalqar
36.76639	19 Apr 2018	Africa/Algiers	excellent	3.47717	Boumerdas
-3.14306	06 Mar 2015	America/Manaus	excellent	-58.44417	Itacoatiara
48.07667	2015/09/13	Europe/Berlin	maintenance	8.64409	Trossingen
42.97086	2021-09-24	America/Detroit	excellent	-82.42491	Port Huron
40.92298	24 Apr 2017	Europe/Rome	excellent	14.30935	Afragola
40.65995	17 Jun 2021	America/Denver	good	-111.99633	Kearns
16.06213	2013-07-02	Asia/Kolkata	average	76.0586	Hungund
7.62789	2020/02/21	Africa/Lagos	maintenance	4.74161	Ilesa
45.79377	2018/12/13	Europe/Rome	excellent	8.88104	Malnate
35.06544	12/11/2019, 00:00:00	Africa/Algiers	acceptable	1.04945	Frenda
3.51667	12 Jan 2019	Africa/Douala	good	11.5	Mbalmayo
4.92675	2019-10-04	Africa/Lagos	good	6.26764	Yenagoa
48.49144	11/24/2015, 00:00:00	Europe/Berlin	good	9.20427	Reutlingen
-0.71667	29 Apr 2015	America/Belem	excellent	-48.52333	Soure
50.09019	12/21/2021, 00:00:00	Europe/Berlin	good	8.4493	Hofheim am Taunus
51.21667	12/11/2018, 00:00:00	Europe/Berlin	excellent	6.26667	Schwalmtal
51.30001	2020-02-06	Europe/Berlin	good	13.10984	Oschatz
50.75	2022-04-23	Europe/Paris	accep	2.25	Saint-Omer
38.54491	21 Apr 2022	America/Los_Angeles	excellent	-121.74052	Davis
42	02 Sep 2015	Europe/Skopje	good	21.32778	Saraj
35.82756	2016/09/22	Asia/Tokyo	excellent	137.95378	Ina
5.30383	29 Dec 2012	Africa/Accra	excellent	-1.98956	Tarkwa
33.95015	05/11/2020, 00:00:00	America/Los_Angeles	excellent	-118.03917	South Whittier
13.56667	2016-07-03	Africa/Banjul	excellent	-15.6	Farafenni
48.78232	26 Feb 2013	Europe/Berlin	good	9.17702	Stuttgart
51.47805	02/26/2020, 00:00:00	Europe/Berlin	excellent	6.8625	Oberhausen
27.92333	20 Apr 2021	Asia/Shanghai	excellent	118.53333	Pucheng
34.25807	2020/03/23	America/Chicago	building	-88.70464	Tupelo
52.09	2018/10/04	Europe/Amsterdam	accep	5.23333	Zeist
-8.28333	2018/06/10	America/Recife	average	-35.03333	Cabo
33.50921	20 Nov 2012	America/Phoenix	good	-111.89903	Scottsdale
-8.28333	2015-08-07	America/Recife	building	-35.03333	Cabo
51.39148	2017/09/27	Europe/London	good	-0.29825	Surbiton
15.46063	2019/02/02	Asia/Bangkok	average	99.89166	Thap Than
